Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65)
3.420297247627426e-09,0.46522266085395747,2.820487525230476e-17,3.561006893909425e-21,3.2379881844626036e-21,2.7522296249581286e-20,0.0,0.0,7.850143931585886e-13,1.8551373629526668e-19,1.5442871773789559e-22,3.0451975687543502e-21,7.593647772637163e-29,6.577684926586022e-50,1.918946466873172e-33,3.0497159384718634e-20,8.977709480914914e-18,2.8175181033866546e-19,4.019446289099058e-37,4.2057390138578824e-41,1.3944992286544254e-21,7.880216330484697e-33,1.325004533812566e-19,3.984364681269166e-30,1.7855112359347028e-25,1.813034024096636e-31,3.540616049071306e-32,2.257031286629699e-36,2.6775161012365722e-36,1.4625773053685232e-38,5.058755234684953e-30,1.2956100760514462e-43,9.65382932758782e-35,2.4729014565670497e-44,3.76,0.0,0.8257016103936371,0.9999879160039477,4.984890025463875e-23,3.417767099656525e-22,5.510049978752385e-09,5.458113142512414e-09,5.1936835759543416e-11,1.3683425796903247e-19,1.2083995266626371e-05,1.4741062569636584e-24,5.1179236912785595e-28,4.006233608067373e-29,9.717756706919919e-29,2.8166437350648906e-19,4.2898746429760584e-20,1.096941005956293e-20,4.524933351543092e-21,2.9313805842430965e-22,5.784772743284682e-27,3.6668651561078217e-22,1.8170315686505737e-23,2.2732841601485935e-26,1.8369800279386465e-26,1.4472677077725173e-21,3.663297198655917e-32,6.871219396897005e-23,1.2061527786553061e-30,1.6776207774321206e-19,7.879367604413116e-22,1.6605757861609271e-37,1.946840428627091e-26,8.978809198971375e-18,8.771768485810533e-14,8.232627074211255e-15,6.204120331049328e-29,6.808600654912196e-13
3.4898177444992344e-09,0.4652226608632855,2.935624814256299e-17,3.780051731180385e-21,3.4375237885710796e-21,2.9228100832999425e-20,0.0,0.0,8.011393868297918e-13,1.931591710025841e-19,1.6330567591206205e-22,3.243756616203294e-21,8.089602615820033e-29,6.99110190859418e-50,1.9901390267715524e-33,3.1559281008245274e-20,9.160165588537334e-18,2.9406842656715383e-19,4.346441392665188e-37,4.465415855663287e-41,1.4518141598946191e-21,8.367011805518697e-33,1.3457583379720036e-19,4.231996522309924e-30,1.8586592338918773e-25,1.9903205793178323e-31,3.7607362186554517e-32,2.4444414557438525e-36,2.8441146520826745e-36,1.5535783211798994e-38,5.370942986805979e-30,1.4378009081217805e-43,1.0494751165310292e-34,2.680496357491541e-44,3.76,0.0,0.8257016102816248,0.9999879158406664,5.33444606648441e-23,3.558111144301685e-22,5.6220465051574585e-09,5.5693168713497626e-09,5.272963330808234e-11,1.4191943668635424e-19,1.2084158531754032e-05,1.5349529684908936e-24,5.248412321551915e-28,4.189915516353421e-29,1.0297254599923228e-28,2.939761163103766e-19,4.3961314120703173e-20,1.1375643768306311e-20,4.6937175797315174e-21,3.10469584425338e-22,6.254850658207331e-27,3.817061178588456e-22,1.891535661099425e-23,2.4275161402186447e-26,1.918386346947991e-26,1.5069343401306657e-21,3.8462266571965757e-32,7.278805121285858e-23,1.3311700832226605e-30,1.711727979726492e-19,8.20276028837266e-22,1.8060133387963108e-37,2.1052473438910676e-26,9.161310442421604e-18,8.948216789952185e-14,8.569463022721378e-15,6.496791542883986e-29,6.945480734659655e-13
3.5593382413710426e-09,0.46522266087261327,3.0530444212828576e-17,4.0078265940895266e-21,3.645035405483003e-21,3.100279663131484e-20,0.0,0.0,8.172710607761318e-13,2.0096008644395532e-19,1.7248815844758003e-22,3.4503307311559975e-21,8.606915003945291e-29,7.422273214945985e-50,2.0623473698371856e-33,3.2632650975392e-20,9.342620757008313e-18,3.0665445279531824e-19,4.692596582962832e-37,4.735485155840607e-41,1.5102850961752387e-21,8.873306540333808e-33,1.3663061861677094e-19,4.4896695765627725e-30,1.9332686070238638e-25,2.1811604245904726e-31,3.989785852429213e-32,2.6432730576618066e-36,3.0174839150120575e-36,1.6482774573831e-38,5.6956109204273165e-30,1.5923658641309621e-43,1.1390427130608244e-34,2.9009094736966294e-44,3.76,0.0,0.8257016101696125,0.9999879157059687,5.701443220280318e-23,3.701278734891259e-22,5.734043031547339e-09,5.680529218429811e-09,5.3513812598372924e-11,1.4707761255980283e-19,1.2084293213183447e-05,1.597027316875648e-24,5.378971451619803e-28,4.3779667425851826e-29,1.0897083320246436e-28,3.0655710683903275e-19,4.50244046792228e-20,1.1787624548277004e-20,4.864961969558085e-21,3.2843575993815977e-22,6.75241740679079e-27,3.970255610492375e-22,1.9675319977952502e-23,2.5883685391884674e-26,2.001245986019748e-26,1.5674724733260747e-21,4.033886385807748e-32,7.701422011018099e-23,1.4662357329535007e-30,1.7458355051554402e-19,8.532649675385108e-22,1.9608074001348275e-37,2.2729379586007294e-26,9.343811653533303e-18,9.124592094480378e-14,8.91300228055692e-15,6.797356516091791e-29,7.082301083476987e-13
3.628858738242851e-09,0.46522266088194136,3.1727451240962147e-17,4.244496471298618e-21,3.86067503769464e-21,3.2847733844513574e-20,0.0,0.0,8.334094121001789e-13,2.0891654700304542e-19,1.8197934236833315e-22,3.665033326603343e-21,9.146041224222132e-29,7.871661311314367e-50,2.1355581418240034e-33,3.37169666842197e-20,9.525074986377944e-18,3.195099553597702e-19,5.058608567663101e-37,5.016144468115715e-41,1.569912126594936e-21,9.399471996273736e-33,1.386650133020088e-19,4.757582438658017e-30,2.0093389445374623e-25,2.3863162574458477e-31,4.227941629902349e-32,2.8539796456836917e-36,3.197758715744458e-36,1.7467483367784335e-38,6.032995343254282e-30,1.7601142174813786e-43,1.2343281812523196e-34,3.134659345239186e-44,3.76,0.0,0.8257016100576002,0.9999879155948506,6.086425086496955e-23,3.847269856891189e-22,5.8460395579220254e-09,5.7917500900661295e-09,5.428946731684718e-11,1.5230783858168252e-19,1.208440431521224e-05,1.6603293775573006e-24,5.509595007288031e-28,4.570396869485132e-29,1.15174341889978e-28,3.194074098213528e-19,4.608797145381364e-20,1.2205274178485823e-20,5.03863624700285e-21,3.4704543870164964e-22,7.278468120302083e-27,4.126447472284403e-22,2.0450203003547302e-23,2.7559506858287595e-26,2.0855323245891706e-26,1.6288610466905586e-21,4.226283756304292e-32,8.139286022364799e-23,1.611930887950577e-30,1.7799433537189116e-19,8.869035355562588e-22,2.125349150967949e-37,2.450249965738624e-26,9.526312832306475e-18,9.300894429605373e-14,9.26324193911403e-15,7.105874386224503e-29,7.219061727447495e-13
3.698379235114659e-09,0.4652226608912694,3.2947257006179765e-17,4.490226060882051e-21,4.0845944588594344e-21,3.476426190051562e-20,0.0,0.0,8.495544379056892e-13,2.170286170355927e-19,1.9178231883789461e-22,3.887975048663086e-21,9.707437422242775e-29,8.339735994037935e-50,2.209758143236407e-33,3.4811930220294094e-20,9.707528276696109e-18,3.3263499590110216e-19,5.445183810068506e-37,5.307590994373059e-41,1.6306953392837986e-21,9.945878985412722e-33,1.4067922125586042e-19,5.035933647400731e-30,2.086869835753065e-25,2.6065790323418095e-31,4.475380172942999e-32,3.0770235082844524e-36,3.3850738779193795e-36,1.8490645800703323e-38,6.383332096306147e-30,1.941891616803735e-43,1.3355800271987184e-34,3.3822749086917333e-44,3.76,0.0,0.8257016099455879,0.9999879155031837,6.489943122863856e-23,3.996084495768194e-22,5.95803608428152e-09,5.902979393590723e-09,5.505669013150079e-11,1.5760917822255698e-19,1.208449596619449e-05,1.724859227940491e-24,5.640277536701899e-28,4.767215148872979e-29,1.215849261645683e-28,3.3252708533365222e-19,4.715197263847516e-20,1.262851531269688e-20,5.2147104702897075e-21,3.663073537758187e-22,7.83401160354719e-27,4.285635782363254e-22,2.1240002901873485e-23,2.9303695552238044e-26,2.1712188319567536e-26,1.6910792675606182e-21,4.423425665499208e-32,8.59261044337693e-23,1.7688575039825355e-30,1.8140515254168532e-19,9.211916919041695e-22,2.300037539068318e-37,2.637525791899754e-26,9.708813978741126e-18,9.477123825524132e-14,9.620179091050979e-15,7.422403337348392e-29,7.355762692642469e-13
3.837420228858275e-09,0.4652226609099253,3.545521587187209e-17,5.009521730573362e-21,4.5578786257789656e-21,3.8817484397386515e-20,0.0,0.0,8.81864501382114e-13,2.3371984280444606e-19,2.1233559270454186e-22,4.359004839099267e-21,1.0898863582316708e-28,9.333861522990261e-50,2.3610738002528035e-33,3.7032632187694093e-20,1.007243204037658e-17,3.596939165448122e-19,6.282897949732648e-37,5.923632743534133e-41,1.7557306592093113e-21,1.1100897570345493e-32,1.446478804092886e-19,5.624744981015306e-30,2.246311637139822e-25,3.095733599729575e-31,4.998811752045601e-32,3.562015856795058e-36,3.7813645707545207e-36,2.065527630618938e-38,7.123803628519691e-30,2.3511037006383697e-43,1.5570074167225034e-34,3.921270880171331e-44,3.76,0.0,0.8257016097215634,0.9999879153652427,7.354832874441361e-23,4.302184266024152e-22,6.182029136954927e-09,6.125462930658935e-09,5.656620569515071e-11,1.6842150395445353e-19,1.2084633874740628e-05,1.8576026147733536e-24,5.901800440676624e-28,5.174051575344476e-29,1.3503445263896634e-28,3.595747735346705e-19,4.9281132357318527e-20,1.3491467025031137e-20,5.573940626955531e-21,4.0682222974879967e-22,9.037679348947993e-27,4.612997810816613e-22,2.2864342163517915e-23,3.300133674150398e-26,2.3466868122557825e-26,1.81792283555911e-21,4.8319684681290387e-32,9.546480500138254e-23,2.1189185936517486e-30,1.8822688382159309e-19,9.91716605657442e-22,2.6814887604235357e-37,3.0433619130286297e-26,1.0073816174594895e-17,9.829363920465036e-14,1.0354134252005602e-14,8.079722542222991e-29,7.628985690931506e-13
3.9764612226018914e-09,0.46522266092858133,3.805422307304378e-17,5.5670254648299725e-21,5.066097564982777e-21,4.317324413628546e-20,0.0,0.0,9.142012280595739e-13,2.5103427803832305e-19,2.3417104229333546e-22,4.864251304043745e-21,1.2184839543163079e-28,1.0408558351854536e-49,2.516191777581528e-33,3.929246499543181e-20,1.0437332048444764e-17,3.8783162997872543e-19,7.2115810789052736e-37,6.585181021909632e-41,1.8853917420182623e-21,1.2341315838696054e-32,1.485381829005062e-19,6.2576907719290685e-30,2.4115907280191283e-25,3.6555364615428196e-31,5.561492393222205e-32,4.102122923302329e-36,4.207434541034476e-36,2.2982555323471718e-38,7.918902941821077e-30,2.827530794705737e-43,1.8054358002555156e-34,4.522337064188352e-44,3.76,0.0,0.8257016094975388,0.9999879152714432,8.300681595694581e-23,4.6195779294082295e-22,6.40602218956756e-09,6.347979108241675e-09,5.804308068210286e-11,1.795073027810112e-19,1.2084727642013051e-05,1.9952581205285886e-24,6.1635066085388175e-28,5.598543781395963e-29,1.4933312828775895e-28,3.877005750235614e-19,5.1411628167910355e-20,1.4375878050395895e-20,5.9424194139038365e-21,4.500478896645899e-22,1.0371757484940763e-26,4.952333802801032e-22,2.454831543912944e-23,3.6984701339814517e-26,2.527440312083621e-26,1.94784228537807e-21,5.259561465260136e-32,1.0564686226070967e-22,2.521661142181215e-30,1.950487443552244e-19,1.0648393809570821e-21,3.1085074001492595e-37,3.493278112541217e-26,1.043881824109467e-17,1.0181312620617631e-13,1.1114844529913408e-14,8.769761084693246e-29,7.901970286678018e-13
4.115502216345508e-09,0.4652226609472372,4.074418089838632e-17,6.164044624013957e-21,5.610457350996179e-21,4.7842308832576525e-20,0.0,0.0,9.465645948117897e-13,2.6897243657894567e-19,2.5731043955295867e-22,5.4045036939419744e-21,1.3569008675954057e-28,1.156785806983765e-49,2.675011883841897e-33,4.158920790141397e-20,1.080222830129257e-17,4.170485010718391e-19,8.23722345629802e-37,7.293800886588634e-41,2.0196792589424267e-21,1.3670077000336062e-32,1.5235168391230145e-19,6.936357322448917e-30,2.5827038270431814e-25,4.2933849627642645e-31,6.164832946736019e-32,4.70135697008786e-36,4.6643623030020105e-36,2.5478371743787366e-38,8.770500044976103e-30,3.3793446557425686e-43,2.083076102614902e-34,5.190079907212694e-44,3.76,0.0,0.8257016092735142,0.9999879152076228,9.33218462515438e-23,4.948265369681709e-22,6.630015242119423e-09,6.57052722054471e-09,5.94880208865949e-11,1.9085944820074506e-19,1.2084791429905527e-05,2.1378263974446374e-24,6.425368817345981e-28,6.040754827157749e-29,1.644938296724157e-28,4.1690484365131705e-19,5.354325416280451e-20,1.5281160149396064e-20,6.319918894009861e-21,4.960499893720412e-22,1.1844789845622468e-26,5.303635834010375e-22,2.6291900380007246e-23,4.126151465236441e-26,2.713272438559291e-26,2.0806811235497736e-21,5.706245369283686e-32,1.1648840817098245e-22,2.9826776213312134e-30,2.0187073414253618e-19,1.1405596900017561e-21,3.5845630873900927e-37,3.9901780922561936e-26,1.080382017824051e-17,1.0532970167090801e-13,1.1902286711432927e-14,9.492951546048291e-29,8.174716688029357e-13
4.254543210089124e-09,0.4652226609658932,4.3524991664053895e-17,6.801882138792473e-21,6.1921605114172185e-21,5.283543392906585e-20,0.0,0.0,9.789545785321888e-13,2.8753483182232946e-19,2.817743062675069e-22,5.980510477672735e-21,1.5055011509642536e-28,1.2815917765568373e-49,2.837436249047707e-33,4.3920709441888276e-20,1.1167120799308871e-17,4.473448532700324e-19,9.365959695853472e-37,8.051051867189009e-41,2.1585938666995213e-21,1.5090113958946087e-32,1.5608990761996912e-19,7.662330043160014e-30,2.7596476546808917e-25,5.017177834174893e-31,6.810243294828241e-32,5.363869543523114e-36,5.15322633763039e-36,2.8148614113330196e-38,9.680457556133394e-30,4.015391420631946e-43,2.392240891617525e-34,5.929272838828163e-44,3.76,0.0,0.8257016090494896,0.9999879151641373,1.0454163743961135e-22,5.288246470617944e-22,6.854008294610511e-09,6.7931065770351965e-09,6.090171684148054e-11,2.0247097070963044e-19,1.2084834882908062e-05,2.2853081001349622e-24,6.6873649202196705e-28,6.500743345597586e-29,1.8052864302256938e-28,4.471878924783076e-19,5.567584434627839e-20,1.6206738187386944e-20,6.706216108599974e-21,5.448923798590805e-22,1.34655215577543e-26,5.666895949756412e-22,2.8095074616468087e-23,4.5839140993244e-26,2.903979483571968e-26,2.2162872535216044e-21,6.172055641128708e-32,1.2800517512345415e-22,3.507919277638255e-30,2.0869285318348523e-19,1.218877205030268e-21,4.113248268040362e-37,4.5370356135933224e-26,1.1168821986032466e-17,1.0884336800789803e-13,1.2716437603373315e-14,1.0249712544440698e-28,8.447225102947929e-13
4.393584203832741e-09,0.46522266098454906,4.639655771554428e-17,7.481836580111992e-21,6.812406063305045e-21,5.81633626220439e-20,0.0,0.0,1.011371156133999e-12,3.06721976719165e-19,3.0758195311741195e-22,6.592980506780628e-21,1.6646485605257497e-28,1.4157022218691325e-49,3.0033692750979056e-33,4.6284885615481166e-20,1.1532009542879598e-17,4.787209758422293e-19,1.0604065025926452e-36,8.858487999907972e-41,2.3021362078067854e-21,1.6604349339641688e-32,1.5975434781152452e-19,8.437193453419541e-30,2.9424189332172247e-25,5.835331516464048e-31,7.499132337371049e-32,6.09395131745675e-36,5.6751050926280555e-36,3.099917063028908e-38,1.0650630728108587e-29,4.745223430750398e-43,2.735346021544025e-34,6.744856484096702e-44,3.76,0.0,0.8257016088254651,0.9999879151344799,1.1671567387585403e-22,5.639521116002287e-22,7.078001347040825e-09,7.015716502111942e-09,6.22848441479604e-11,2.1433505440215263e-19,1.2084864507770937e-05,2.4377038809680917e-24,6.949476858717488e-28,6.978563798475945e-29,1.9744891011131973e-28,4.78550001000681e-19,5.780926478857223e-20,1.71520498501448e-20,7.101092969801008e-21,5.96637147441239e-22,1.5242893470700215e-26,6.0421061658219815e-22,2.9957815761713274e-23,5.0724590425683606e-26,3.0993612903410375e-26,2.354512948239093e-21,6.65702314509021e-32,1.4021250466518374e-22,4.103704336004063e-30,2.1551510147802831e-19,1.2997915983217042e-21,4.698277736478713e-37,5.136892687277169e-26,1.1533823664470594e-17,1.1235412762417696e-13,1.355727403267838e-14,1.1040449133730393e-28,8.71949573921233e-13
4.532625197576357e-09,0.465222661003205,4.935878142954632e-17,8.205202227650043e-21,7.472389548732507e-21,6.383682588696412e-20,0.0,0.0,1.0438143045503196e-12,3.2653438377519995e-19,3.3475151774501595e-22,7.242584167750189e-21,1.8347065451174614e-28,1.5595585848868353e-49,3.172717587222059e-33,4.867971810980107e-20,1.1896894532387836e-17,5.11177129844219e-19,1.1957951628310462e-36,9.717657861593286e-41,2.4503069108879848e-21,1.821569551671285e-32,1.633464684958235e-19,9.262531181850273e-30,3.1310143867524603e-25,6.756796434957171e-31,8.232907977940649e-32,6.896031937948558e-36,6.231076982443274e-36,3.403592914201102e-38,1.1682867473586443e-29,5.579131548562288e-43,3.114912282135832e-34,7.641938875553166e-44,3.76,0.0,0.8257016086014405,0.9999879151142631,1.2989470845439472e-22,6.002089189631989e-22,7.301994399410366e-09,7.238356334782594e-09,6.363806379839249e-11,2.26445033643708e-19,1.2084884692237805e-05,2.5950143865788642e-24,7.211689857987102e-28,7.474266717961297e-29,2.152652715562588e-28,5.109914210949257e-19,5.994340721897081e-20,1.8116545365508436e-20,7.504336155149117e-21,6.51344653103136e-22,1.7186036706932302e-26,6.429258469296082e-22,3.188010141560716e-23,5.592452596083619e-26,3.299221546054384e-26,2.495214805717164e-21,7.161174731338288e-32,1.5312535603956896e-22,4.776725980200849e-30,2.223374790261221e-19,1.3833025421955453e-21,5.343488174823611e-37,5.792857801580632e-26,1.1898825213554947e-17,1.1586198292476473e-13,1.4424772846410314e-14,1.1865553192381307e-28,8.991528804418242e-13
4.6716661913199735e-09,0.465222661021861,5.241156521575131e-17,8.973269136773782e-21,8.173303069520454e-21,6.986654250376633e-20,0.0,0.0,1.0762840007341614e-12,3.4697256505162276e-19,3.633000018455433e-22,7.929954519471279e-21,2.0160382376069843e-28,1.7136154432817153e-49,3.345389986366291e-33,5.110325256976404e-20,1.2261775768213894e-17,5.4471355302082155e-19,1.3434165055630749e-36,1.0630104603832529e-40,2.6031065909739558e-21,1.992705464147217e-32,1.6686770449879636e-19,1.0139925966833938e-29,3.3254307412013604e-25,7.791073224868547e-31,9.012977110300344e-32,7.774679869301739e-36,6.822220388268754e-36,3.7264777142285455e-38,1.2779008390240962e-29,6.528177961745883e-43,3.533567052545575e-34,8.625795664796813e-44,3.76,0.0,0.8257016083774159,0.9999879151004915,1.4413076448634559e-22,6.3759505753161125e-22,7.525987451719135e-09,7.461025428347623e-09,6.496202249231056e-11,2.387943898130381e-19,1.20848984313001e-05,2.7572402554156807e-24,7.473991777082829e-28,7.987898934646303e-29,2.339877076797931e-28,5.445123819012728e-19,6.2078183823631e-20,1.9099687230881348e-20,7.915737004416297e-21,7.090735710085855e-22,1.930426733086281e-26,6.828344819391162e-22,3.386190916836875e-23,6.144527112093305e-26,3.503368010793522e-26,2.638253691054121e-21,7.684533761617749e-32,1.6675831454701666e-22,5.534060114565714e-30,2.2915998582772314e-19,1.469409709011736e-21,6.052837699801288e-37,6.508104188394586e-26,1.2263826633285584e-17,1.1936693631267864e-13,1.5318910911733102e-14,1.2725403802631314e-28,9.263324505979114e-13
4.81070718506359e-09,0.46522266104051707,5.555481151862642e-17,9.787323203990935e-21,8.916335321147136e-21,7.626321908184223e-20,0.0,0.0,1.1087802216584688e-12,3.6803703216544627e-19,3.932433072754855e-22,8.655688413914903e-21,2.2090064477882534e-28,1.878340659220546e-49,3.521297402532134e-33,5.3553596908022856e-20,1.2626653250735416e-17,5.79330463747094e-19,1.5039380727905007e-36,1.1597365987058642e-40,2.760535849796624e-21,2.1741318670211065e-32,1.7031946204765955e-19,1.1070959657004334e-29,3.525664724292277e-25,8.94822890574513e-31,9.840745605296026e-32,8.734602241387108e-36,7.449613658046226e-36,4.0691601768749607e-38,1.3940886785771338e-29,7.604229483488121e-43,3.994045959900218e-34,9.701870333643176e-44,3.76,0.0,0.8257016081533913,0.9999879150911034,1.5947713745788537e-22,6.761105156875454e-22,7.749980503967129e-09,7.683723150091177e-09,6.625735294558023e-11,2.5137674811541433e-19,1.208490778700898e-05,2.9243821161911617e-24,7.736372598826605e-28,8.51950379220995e-29,2.536255769733374e-28,5.791130937466326e-19,6.421352312906159e-20,2.01009499466546e-20,8.335091418677415e-21,7.698809261707982e-22,2.1607081137208822e-26,7.239357148242469e-22,3.590321660417555e-23,6.729281781144879e-26,3.7116126882012123e-26,2.783494666637208e-21,8.227120577270064e-32,1.811255997239044e-22,6.383172904765795e-30,2.3598262188278786e-19,1.5581127711707302e-21,6.830405417363085e-37,7.285868127511305e-26,1.2628827923662551e-17,1.228689901889395e-13,1.6239665115895644e-14,1.362036761986651e-28,9.534883051126633e-13
4.949748178807206e-09,0.465222661059173,5.878842281914745e-17,1.0648646230908094e-20,9.702671625842418e-21,8.303755008464764e-20,0.0,0.0,1.141302944316126e-12,3.8972829628989267e-19,4.245962711899163e-22,9.420347597355257e-21,2.4139736566074436e-28,2.0542155060354414e-49,3.700352849062585e-33,5.602891965705192e-20,1.2991526980327448e-17,6.150280641625063e-19,1.678040050753339e-36,1.2620974414669441e-40,2.922595276076554e-21,2.366136939226031e-32,1.7370311934319868e-19,1.2057213211740202e-29,3.7317130655662084e-25,1.0238913004522713e-30,1.071761829815852e-31,9.780644698228793e-36,8.114335106471003e-36,4.43222898004127e-38,1.5170328702853117e-29,8.819991348676314e-43,4.499194541963337e-34,1.0875774404803214e-43,3.76,0.0,0.8257016079293668,0.9999879150846906,1.7598839667026753e-22,7.157552818142453e-22,7.973973556154348e-09,7.906448880978701e-09,6.752467419275677e-11,2.641858744659209e-19,1.2084914167215856e-05,3.0964405869296806e-24,7.9988240304167525e-28,9.069121349320717e-29,2.741876522706764e-28,6.147937512609946e-19,6.63493667749154e-20,2.111981975549565e-20,8.762199761596952e-21,8.338221312904659e-22,2.4104148557771526e-26,7.662287361689622e-22,3.800400130468048e-23,7.347283442325033e-26,3.923771946299205e-26,2.930806913539353e-21,8.788952907421452e-32,1.9624107334151666e-22,7.331928099834348e-30,2.4280538719127266e-19,1.6494114011135103e-21,7.680390984772326e-37,8.129447288766907e-26,1.2993829084685909e-17,1.2636814695257573e-13,1.7187012366214762e-14,1.45507992323151e-28,9.806204646911103e-13
5.088789172550823e-09,0.46522266107782895,6.211230163648923e-17,1.1558515986746473e-20,1.0533493964896011e-20,9.020021785397445e-20,0.0,0.0,1.1738521457199562e-12,4.120468681547779e-19,4.573727002433502e-22,1.0224459789638657e-20,2.631302011386617e-28,2.241734774160232e-49,3.882471377847809e-33,5.852744836145737e-20,1.3356396957362526e-17,6.518065427003946e-19,1.866414935014422e-36,1.3702456967157891e-40,3.0892854458042466e-21,2.5690078458148714e-32,1.7702002712049408e-19,1.3100266701657854e-29,3.94357249637583e-25,1.1674373627647694e-30,1.1644998976197701e-31,1.0917791247789996e-35,8.817463014996481e-36,4.81627276552934e-38,1.646915294400546e-29,1.01890414946994e-42,5.0519699132218315e-34,1.2153287652063995e-43,3.76,0.0,0.8257016077053422,0.9999879150803056,1.9372038676599785e-22,7.5652934429611245e-22,8.197966608280795e-09,8.129202015361178e-09,6.876459188286696e-11,2.772156724405358e-19,1.2084918519706122e-05,3.2734162743635066e-24,8.261339182904868e-28,9.636788569735933e-29,2.9568215480044257e-28,6.515545358895778e-19,6.848566693935623e-20,2.2155794387310864e-20,9.196866762862727e-21,9.009510227890005e-22,2.680530968273763e-26,8.09712734004097e-22,4.0164240852444883e-23,7.999067407204501e-26,4.1396665988884493e-26,3.080063647614366e-21,9.370046226422163e-32,2.1211824723085567e-22,8.388594142823333e-30,2.4962828175313395e-19,1.743305271321597e-21,8.607114179740686e-37,9.0421991108012e-26,1.3358830116355712e-17,1.2986440900062677e-13,1.8160929590058025e-14,1.5517041511402804e-28,1.0077289500201722e-12
5.227830166294439e-09,0.465222661096485,6.552635052967326e-17,1.2518206269464411e-20,1.1409981010208112e-20,9.776189263389497e-20,0.0,0.0,1.2064278029027148e-12,4.349932580468957e-19,4.915854038880524e-22,1.1068519740202873e-20,2.8613533218040865e-28,2.4414068576636987e-49,4.0675700354232537e-33,6.104746800910763e-20,1.3721263182210758e-17,6.896660761635311e-19,2.0697672028765125e-36,1.4843335436250264e-40,3.2606069225153935e-21,2.783030740785381e-32,1.8027150919845552e-19,1.4201699309103506e-29,4.1612397498845e-25,1.3266473482858622e-30,1.2624290366873397e-31,1.215116411289801e-35,9.560075631838642e-36,5.221880138816572e-38,1.783917109637561e-29,1.1725865315334183e-42,5.655442433784186e-34,1.3540358309950321e-43,3.76,0.0,0.8257016074813176,0.9999879150773084,2.1273022914533295e-22,7.984326915186971e-22,8.421959660346465e-09,8.35198196068569e-09,6.997769856883434e-11,2.904601802927543e-19,1.2084921484206475e-05,3.455309773560015e-24,8.523912308972484e-28,1.0222539501473077e-28,3.181167862750698e-28,6.893956179515546e-19,7.06223842497956e-20,2.3208382809692792e-20,9.638901423695166e-21,9.713198960637442e-22,2.9720569392676004e-26,8.543868938821313e-22,4.238391283429013e-23,8.685138290448052e-26,4.359121955687254e-26,3.231142032574101e-21,9.970414068543595e-32,2.287702909391244e-22,9.561851077288779e-30,2.5645130556832783e-19,1.8397940543170507e-21,9.615014476397009e-37,1.0027539215214276e-25,1.3723831018672009e-17,1.3335777872814606e-13,1.9161393734826592e-14,1.6519425953108933e-28,1.0348137817686861e-12
5.505912153781672e-09,0.4652226611337968,7.262456898836199e-17,1.4592124104792345e-20,1.3304647542515101e-20,1.1412488385381715e-19,0.0,0.0,1.271658392835652e-12,4.827715308472e-19,5.6436607813986e-22,1.2878303170401187e-20,3.3610703416049065e-28,2.8793114093743867e-49,4.446385641270613e-33,6.614539825059585e-20,1.445098437681541e-17,7.686289659485671e-19,2.5242798103104655e-36,1.730934105218926e-40,3.617145990351809e-21,3.2456720736197405e-32,1.8658336014359944e-19,1.658601416756467e-29,4.613984666699874e-25,1.697121037295198e-30,1.474421082866823e-31,1.4927767871529358e-35,1.1168067817176571e-35,6.100139887823502e-38,2.0799999554412002e-29,1.5365525831431685e-42,7.027336625391604e-34,1.6667808352102938e-43,3.76,0.0,0.8257016070332683,0.9999879150739392,2.54818347623321e-22,8.856271937339231e-22,8.869945764295489e-09,8.797619977752498e-09,7.232578533668592e-11,3.175701347435891e-19,1.208492478817422e-05,3.833852528283042e-24,9.0492140614116e-28,1.1448415090371845e-28,3.65834820451698e-28,7.683193089500644e-19,7.489694613722347e-20,2.536149163887853e-20,1.0544330539049006e-20,1.121979268674091e-21,3.623419986757834e-26,9.473024300181513e-22,4.7001464488160816e-23,1.0162010779874265e-25,4.8080385635200374e-26,3.53829161090247e-21,1.1229019241544568e-31,2.6444999894870547e-22,1.2294955331152458e-29,2.700977409585382e-19,2.0405550489609666e-21,1.1892700266394765e-36,1.2229928487975945e-25,1.4453832435244297e-17,1.4033585079188878e-13,2.1241870676808585e-14,1.8633892394947968e-28,1.0889125671091317e-12
