Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189)
0.00045552211974169554,0.6555765955773558,2.8361651671495326e-07,3.133549880780928e-08,7.635268028689728e-08,7.427132400890958e-05,0.0,0.0,9.195262204668261e-05,6.387268543103216e-06,8.264480651263583e-05,9.711908036234985e-07,5.089325064057337e-10,2.612208443419012e-22,4.3465384495454023e-16,9.117386714407013e-11,1.6803349576299436e-06,9.204728760732716e-05,1.3576487914142145e-11,7.151179531237925e-14,2.6029744421565282e-05,8.081729887015187e-13,1.343962895953225e-12,5.043222377688453e-10,1.243677459643738e-10,2.8919688906945106e-05,3.702876154943395e-11,4.571407072853372e-09,1.5140941198456244e-09,6.229849339290394e-13,9.307138950036285e-12,1.3727825997903732e-14,1.954593743841077e-10,4.940549866143054e-12,3.76,0.0,0.47706338882762706,0.9995766618840842,9.534043642418271e-05,1.010698178080373e-05,0.4978689589350653,0.4975552090033656,5.9477631752446515e-08,1.764005423295602e-13,0.00012751686212404809,1.4438655915788068e-05,1.1664211519879324e-12,6.09799821707186e-13,1.0466232239071304e-11,7.810162032765548e-05,5.74457480212836e-11,8.73798604461587e-09,9.472515530797171e-09,7.748350495961884e-07,2.0126598542130483e-06,2.558513778433687e-07,2.3136135406635102e-07,5.4498123294071904e-15,4.2852179076691695e-16,4.084112187578795e-12,3.408694738348198e-13,5.86247109342523e-07,1.4822886112177232e-08,1.664521013071068e-08,3.121337865184757e-09,1.0271361754425958e-15,1.9765201123414708e-09,3.4904192448636482e-09,1.5284055546668064e-08,0.0002041265406157164,1.2417362934538034e-06,3.109793696918535e-07,6.175835163643324e-09,1.3407970775096096e-11,7.269286010077112e-13,3.687207728871783e-08,3.4139787919314768e-15,3.4125139448550444e-09
0.00045663465104722544,0.655664227793335,2.8525905058857026e-07,3.154523837102699e-08,7.693553615708328e-08,7.471714826179371e-05,0.0,0.0,9.242699134340019e-05,6.422732458199641e-06,8.331698568327458e-05,9.807512730629176e-07,5.127405857964449e-10,2.6646634356563287e-22,4.4082812605854237e-16,9.1937524954918e-11,1.6982338696978256e-06,9.244335109167279e-05,1.3770252419024072e-11,7.231085472047847e-14,2.6145892718949993e-05,8.118753565404249e-13,1.3552495066364158e-12,5.123862759808521e-10,1.2626402507093413e-10,2.920304087256559e-05,3.716719328666421e-11,4.6398747321980925e-09,1.548454302934194e-09,6.361670296187408e-13,9.401366643311815e-12,1.3902879983196865e-14,1.9694163727476073e-10,4.998270399110269e-12,3.76,0.0,0.47623038693233766,0.9995748265950376,9.608100943591325e-05,1.0214556014025092e-05,0.4987014490376463,0.4983855719072504,5.937516254565233e-08,1.763537285110003e-13,0.00012751662796655537,1.4548336894253328e-05,1.175494204925482e-12,6.149153848077674e-13,1.0561548833303625e-11,7.851953665619188e-05,5.753382222228835e-11,8.813108939649883e-09,9.548898112282688e-09,7.813584064906593e-07,2.0296960282910225e-06,2.57701604149777e-07,2.330401784822406e-07,5.4947202182915705e-15,4.3205282959069224e-16,4.117759701441773e-12,3.4391402136630987e-13,5.909377029333902e-07,1.494634213848406e-08,1.6789999103917006e-08,3.154162875518011e-09,1.0356026022089727e-15,1.992064715322696e-09,3.5182358756164154e-09,1.5363894887013892e-08,0.0002054145316654115,1.2527285142348792e-06,3.1259366518448846e-07,6.20705619264812e-09,1.3599313982184463e-11,7.373032448537456e-13,3.722088731722078e-08,3.4463047805051703e-15,3.4624837812903977e-09
0.00045774718235275534,0.6557517080895036,2.869099185064887e-07,3.1756265069899156e-08,7.752244196378198e-08,7.516495117428547e-05,0.0,0.0,9.290350167723571e-05,6.458389919762688e-06,8.399362755165956e-05,9.903905687443958e-07,5.165749255599719e-10,2.718124371419268e-22,4.47084140101969e-16,9.270671292300704e-11,1.7163013553287105e-06,9.284008327162745e-05,1.3966603333376237e-11,7.311771129785701e-14,2.6262247294421398e-05,8.155848463819543e-13,1.3666214828199558e-12,5.205711368890687e-10,1.281875026886729e-10,2.9488655907759136e-05,3.7305795252064164e-11,4.7093872125106646e-09,1.5835451135387563e-09,6.496111116318349e-13,9.496444861273185e-12,1.4080048389913171e-14,1.9843444238092737e-10,5.056606086031212e-12,3.76,0.0,0.47539883082394296,0.9995729814563271,9.682625851777251e-05,1.0323084226319832e-05,0.49953249128697785,0.4992144749419876,5.927287158169443e-08,1.7630699377503525e-13,0.00012751639255259204,1.4658655751861912e-05,1.184623717129394e-12,6.20068287677827e-13,1.0657622636773026e-11,7.893953060446195e-05,5.7621716807769856e-11,8.888794381738863e-09,9.625813954274448e-09,7.879292848485697e-07,2.046856295404848e-06,2.5956280405863595e-07,2.347289779334928e-07,5.539947680507879e-15,4.35608996011837e-16,4.151646652540143e-12,3.469813992819915e-13,5.95660571350001e-07,1.507068185262595e-08,1.6936776268930042e-08,3.187292810598284e-09,1.044129285655484e-15,2.0077143373735396e-09,3.5464653228560643e-09,1.5444123880552346e-08,0.00020670907436910068,1.2637980447894844e-06,3.142156534663827e-07,6.23842291919362e-09,1.3793230130940172e-11,7.478173836377789e-13,3.757245957796719e-08,3.47888691120514e-15,3.513135482057482e-09
0.00045885971365828524,0.6558390367369774,2.885691654902771e-07,3.196858713008811e-08,7.811342558099005e-08,7.561474012034165e-05,0.0,0.0,9.338216309282879e-05,6.494242302723125e-06,8.467475972458758e-05,1.0001092530350722e-06,5.204357174081964e-10,2.772609727531903e-22,4.534229178880826e-16,9.348146722974843e-11,1.7345388558327699e-06,9.323748388107838e-05,1.4165573712744194e-11,7.393243205409735e-14,2.6378807822407638e-05,8.193014491288365e-13,1.3780794446507898e-12,5.288785523123058e-10,1.301385492023917e-10,2.977654904447906e-05,3.744456804546588e-11,4.779960286723985e-09,1.6193811836230572e-09,6.633221049970002e-13,9.592381082019925e-12,1.4259356122524257e-14,1.9993786893430406e-10,5.1155635083216135e-12,3.76,0.0,0.4745687179510191,0.9995711264122743,9.757621004358706e-05,1.0432573552466608e-05,0.5003620882286084,0.5000419205834546,5.9170758544359094e-08,1.762603379640966e-13,0.00012751615587505501,1.4769615564753855e-05,1.193809992910079e-12,6.252587829176894e-13,1.075445915217641e-11,7.936161715423589e-05,5.77094321676007e-11,8.96504624586386e-09,9.70326651793554e-09,7.945480103811021e-07,2.0641415009856495e-06,2.614350354834443e-07,2.3642780505987656e-07,5.585496793149492e-15,4.391904528658557e-16,4.185774575838248e-12,3.5007175607718014e-13,6.004159248327304e-07,1.51959111996995e-08,1.7085571876349516e-08,3.2207302460084714e-09,1.052716611113632e-15,2.0234696546536136e-09,3.575113296634423e-09,1.5524744759388873e-08,0.0002080101993288004,1.274945340163611e-06,3.1584537665673156e-07,6.26993613569418e-09,1.3989752314699083e-11,7.584728203957461e-13,3.7926813212920455e-08,3.51172695927377e-15,3.564477902269328e-09
0.00045997224496381514,0.6559262140036205,2.902368310174803e-07,3.218221236366876e-08,7.87085152653855e-08,7.606652249755424e-05,0.0,0.0,9.386298567962354e-05,6.530290992288803e-06,8.536040999623202e-05,1.0099078920595345e-06,5.24323157890732e-10,2.8281384599701826e-22,4.598454819199377e-16,9.426182558492637e-11,1.752947824189893e-06,9.363555266827397e-05,1.436719711211681e-11,7.47550862306583e-14,2.6495573977712225e-05,8.230251556984159e-13,1.3896240371954855e-12,5.373102781454064e-10,1.3211753781606498e-10,3.0066735405412534e-05,3.7583512328330506e-11,4.85160995043002e-09,1.6559774155334912e-09,6.773050176495515e-13,9.68918280087033e-12,1.4440828276405728e-14,2.0145199708577994e-10,5.175149323516494e-12,3.76,0.0,0.47374004576636414,0.9995692614068524,9.833089053933864e-05,1.0543031173206424e-05,0.5011902424038854,0.5008679113028538,5.9068823117960274e-08,1.762137609207998e-13,0.000127515917926797,1.4881219423970303e-05,1.203053345581789e-12,6.304871381780155e-13,1.0852064176154807e-11,7.978581139977698e-05,5.779696869064003e-11,9.041868602315132e-09,9.781259391586973e-09,8.012149118403299e-07,2.0815524961628672e-06,2.6331836046565153e-07,2.381367163665493e-07,5.6313697332922186e-15,4.4279737129741783e-16,4.220145100982371e-12,3.5318524115308753e-13,6.052039752243655e-07,1.5322036166605264e-08,1.7236416594615786e-08,3.254477779368704e-09,1.0613649881473494e-15,2.039331348384304e-09,3.6041855799274607e-09,1.560575939361096e-08,0.00020931793729540382,1.2861708581060274e-06,3.174828695820082e-07,6.301596503763577e-09,1.4188914034751853e-11,7.692713799777984e-13,3.828396749116858e-08,3.544826711677915e-15,3.6165200066745554e-09
0.00046108477626934503,0.6560132401586158,2.9191296037340994e-07,3.239714912961665e-08,7.930773981949853e-08,7.652030572888384e-05,0.0,0.0,9.434597956395059e-05,6.566537384556021e-06,8.60506063603843e-05,1.0197870559138244e-06,5.282374424067092e-10,2.884729757903151e-22,4.663529128584602e-16,9.504782718661775e-11,1.7715297253078364e-06,9.403428939673528e-05,1.4571507482151916e-11,7.558574449240188e-14,2.6612545435533204e-05,8.267559570200773e-13,1.4012559286089511e-12,5.458680955571204e-10,1.3412485421677886e-10,3.0359230209182502e-05,3.7722628715354025e-11,4.9243524375816795e-09,1.693349002172785e-09,6.915649469732918e-13,9.786857724841372e-12,1.4624490642137338e-14,2.0297690804735842e-10,5.2353702706184355e-12,3.76,0.0,0.472912811727203,0.9995673863836775,9.909032669168053e-05,1.065446431858723e-05,0.5020169563497523,0.5016924495664973,5.896706498736883e-08,1.761672624879568e-13,0.00012751567870062473,1.4993470436249658e-05,1.2123540923179873e-12,6.357536147396643e-13,1.0950443442127883e-11,8.021212855486639e-05,5.7884326764358204e-11,9.119265506625502e-09,9.859796166838129e-09,8.079303206956773e-07,2.099090138532299e-06,2.6521283690187615e-07,2.398557644924936e-07,5.6775686937703685e-15,4.464299241548442e-16,4.2547598900611255e-12,3.5632200487979903e-13,6.100249360069141e-07,1.5449062774920326e-08,1.7389341539385714e-08,3.2885380230925046e-09,1.0700748352402265e-15,2.0553001034182488e-09,3.633688033365141e-09,1.5687169946169317e-08,0.00021063231916254658,1.2974750592665574e-06,3.1912817332220505e-07,6.333404780938195e-09,1.4390749612918231e-11,7.802149093928743e-13,3.864394181693038e-08,3.5781879679309845e-15,3.669270876478423e-09
0.00046219730757487493,0.6561001154698435,2.9359759924198356e-07,3.261340602964639e-08,7.991112800238921e-08,7.697609729407875e-05,0.0,0.0,9.483115492081997e-05,6.602982886358828e-06,8.674537700675238e-05,1.0297473184218234e-06,5.321787670485586e-10,2.9424039629800095e-22,4.729463149054865e-16,9.583951028637168e-11,1.7902860352909407e-06,9.443369384512522e-05,1.477853910503716e-11,7.642447671163756e-14,2.6729721871454486e-05,8.304938440365764e-13,1.412975773891207e-12,5.545538104648755e-10,1.3616088687158964e-10,3.065404876540273e-05,3.7861917830026864e-11,4.9982042213852824e-09,1.7315114269322614e-09,7.06107084606787e-13,9.88541361353164e-12,1.4810369157936616e-14,2.0451268331492845e-10,5.296233169809534e-12,3.76,0.0,0.4720870132950166,0.9995655012859994,9.985454535633977e-05,1.0766880267152e-05,0.5028422325988628,0.5025155378359324,5.8865483837988697e-08,1.7612084250855583e-13,0.00012751543818929843,1.5106371723710995e-05,1.2217125469445038e-12,6.4105847137314e-13,1.1049602603678745e-11,8.064058395015658e-05,5.797150677515197e-11,9.197240956565898e-09,9.93888041038049e-09,8.146945690740558e-07,2.1167552913506402e-06,2.6711852318576106e-07,2.415850025713616e-07,5.724095831862327e-15,4.500882810385193e-16,4.2896205584265806e-12,3.594821985257873e-13,6.148790215971445e-07,1.557699708735711e-08,1.7544378272363004e-08,3.3229136106609692e-09,1.0788465582467586e-15,2.071376607857864e-09,3.6636265946443445e-09,1.5768978775586334e-08,0.00021195337601704117,1.3088584071298464e-06,3.207813338963047e-07,6.365361844545534e-09,1.459529368346144e-11,7.913052810241987e-13,3.9006755724517014e-08,3.6118125396825815e-15,3.7227397077591335e-09
0.00046330983888040483,0.656186840204979,2.9529079122546763e-07,3.2830991066159346e-08,8.051870819548575e-08,7.743390470069014e-05,0.0,0.0,9.531852196411218e-05,6.639628915071958e-06,8.744475031787982e-05,1.0397892573272214e-06,5.361473301202764e-10,3.0011812389024956e-22,4.796267099381266e-16,9.663691227964761e-11,1.8092182410262597e-06,9.483376580694557e-05,1.498832671113509e-11,7.727135280807451e-14,2.6847102961435997e-05,8.342388077049307e-13,1.424784219553269e-12,5.633692540228637e-10,1.3822602246831855e-10,3.095120647776357e-05,3.8001380336882946e-11,5.073182008797231e-09,1.7704804594783456e-09,7.209367153646539e-13,9.984858148183072e-12,1.499848968778721e-14,2.0605940425178926e-10,5.357744920578068e-12,3.76,0.0,0.47126264793549333,0.9995636060567197,0.00010062357354493968,1.0880286344757336e-05,0.5036660736796833,0.5033371785680355,5.8764079355749276e-08,1.7607450082576341e-13,0.00012751519638553403,1.5219926423635655e-05,1.2311290255176606e-12,6.464019707611647e-13,1.1149547359287951e-11,8.107119303081113e-05,5.805850910850935e-11,9.275798942818457e-09,1.0018515671555017e-08,8.215079916166679e-07,2.13454882405916e-06,2.6903548030134144e-07,2.4332448613836824e-07,5.770953359462122e-15,4.537726153685803e-16,4.3247287412119164e-12,3.6266597427663425e-13,6.197664478265391e-07,1.5705845219900035e-08,1.7701558792157594e-08,3.357607199997206e-09,1.0876805669360564e-15,2.087561556593158e-09,3.694007277407907e-09,1.5851188098529004e-08,0.00021328113909490468,1.3203213679930678e-06,3.2244239548442346e-07,6.39746854752357e-09,1.4802580825313685e-11,8.025443891497852e-13,3.937242887790128e-08,3.6457022506317905e-15,3.776935810566718e-09
0.00046442237018593473,0.6562734146312216,2.9699257988206136e-07,3.3049912720249724e-08,8.113050981189804e-08,7.789373549116574e-05,0.0,0.0,9.580809095677242e-05,6.676476898724067e-06,8.814875487031985e-05,1.0499134541467025e-06,5.40143333643567e-10,3.061078740244752e-22,4.863951554310289e-16,9.744007110213574e-11,1.828327840947332e-06,9.523450509070664e-05,1.520090547364183e-11,7.812644312101753e-14,2.6964688381814636e-05,8.379908389957955e-13,1.4366819223094196e-12,5.723162824866002e-10,1.4032065935499682e-10,3.1250718841482596e-05,3.814101693059451e-11,5.1493027447204735e-09,1.8102721619972798e-09,7.360592164781167e-13,1.008519917461824e-11,1.518887885830455e-14,2.0761715315939202e-10,5.41991250323058e-12,3.76,0.0,0.47043971311851007,0.9995617006383775,0.00010139743842943808,1.0994689924952789e-05,0.5044884821164949,0.5041573742150205,5.86628512271069e-08,1.7602823728292976e-13,0.00012751495328200112,1.5334137688509187e-05,1.2406038445215155e-12,6.517843858768943e-13,1.1250283662623848e-11,8.150397135791131e-05,5.814533414855944e-11,9.354943654060659e-09,1.0098705625071024e-08,8.28370924788069e-07,2.1524716117885866e-06,2.7096377014421435e-07,2.45074271497625e-07,5.818143435527849e-15,4.57483097028673e-16,4.360086061999582e-12,3.658734852476725e-13,6.246874318685245e-07,1.583561332142129e-08,1.7860915542404383e-08,3.3926214656392067e-09,1.0965772701510833e-15,2.1038556465894848e-09,3.724836172398086e-09,1.5933799959906597e-08,0.00021461563980049362,1.3318644109627397e-06,3.2411139676774e-07,6.429725609314422e-09,1.5012646360978224e-11,8.139341468921769e-13,3.9740981071471425e-08,3.679858936515159e-15,3.831868610045329e-09
0.0004655349014914646,0.6563598390153615,2.987030098606178e-07,3.3270179566541905e-08,8.174656278050928e-08,7.835559724638376e-05,0.0,0.0,9.62998722126229e-05,6.713528276249051e-06,8.885741943760247e-05,1.0601204941833998e-06,5.441669812161426e-10,3.122120861296908e-22,4.932528920402204e-16,9.824902964992558e-11,1.8476163462268662e-06,9.563591152028163e-05,1.5416311175219113e-11,7.898982312943892e-14,2.7082477809307517e-05,8.417499288922391e-13,1.4486696061424246e-12,5.813967777110199e-10,1.4244520379069253e-10,3.1552601443974375e-05,3.8280828291308115e-11,5.226583619056005e-09,1.8509028998941877e-09,7.514800621582127e-13,1.0186444772538076e-11,1.5381563644729104e-14,2.0918601447820166e-10,5.482742981628157e-12,3.76,0.0,0.46961820631814694,0.9995597849731424,0.00010217616734795624,1.1110098429668205e-05,0.5053094604293692,0.504976127224412,5.856179913904582e-08,1.7598205172358522e-13,0.0001275147088713219,1.5449008686235773e-05,1.2501373352431662e-12,6.572059918868939e-13,1.1351817549892603e-11,8.193893461117479e-05,5.823198227825117e-11,9.434679360609418e-09,1.0179454050740849e-08,8.35283707897697e-07,2.1705245348634807e-06,2.7290345321098346e-07,2.468344136956938e-07,5.865668379229948e-15,4.612199094187637e-16,4.395694304804057e-12,3.691048854809261e-13,6.296421924677931e-07,1.5966307570345937e-08,1.8022481425395582e-08,3.427959100769739e-09,1.1055371179591416e-15,2.1202595789365494e-09,3.756119449595787e-09,1.6016816450810428e-08,0.00021595690971109658,1.3434880079875476e-06,3.257883767525956e-07,6.462133753171259e-09,1.522552671577349e-11,8.254765020936755e-13,4.011243223333618e-08,3.7142844453596915e-15,3.88754764972937e-09
0.0004666474327969945,0.6564461136237677,3.0042212476426e-07,3.349179989490688e-08,8.236689643666416e-08,7.881949757127705e-05,0.0,0.0,9.679387607752115e-05,6.750784497609699e-06,8.957077299473788e-05,1.0704109669310878e-06,5.482184768351903e-10,3.1843326328646943e-22,5.002010963783227e-16,9.906382812120705e-11,1.8670852809510025e-06,9.603798493513778e-05,1.563458007373118e-11,7.986156661157292e-14,2.7200470921013614e-05,8.455160683917447e-13,1.4607479605757835e-12,5.906126479288662e-10,1.4460006157910656e-10,3.185686997242776e-05,3.842081511251445e-11,5.305042070296081e-09,1.892389348096751e-09,7.672048239207377e-13,1.0288602953587559e-11,1.5576571004162378e-14,2.107660733214909e-10,5.546243504628235e-12,3.76,0.0,0.46879812501274953,0.999557859002827,0.00010295978779694302,1.1226519330132167e-05,0.5061290111341484,0.5057934400389965,5.846092277908295e-08,1.7593594399143893e-13,0.00012751446314607332,1.5564542600399892e-05,1.259729822903454e-12,6.626670582557711e-13,1.145415489217591e-11,8.237609859134133e-05,5.83184538795987e-11,9.51501020545415e-09,1.0260764649489347e-08,8.422466848114431e-07,2.188708480479138e-06,2.7485459073210707e-07,2.4860496848379373e-07,5.913530509467072e-15,4.649832343191238e-16,4.431555182481726e-12,3.723603299905479e-13,6.346309503506416e-07,1.609793420136125e-08,1.818628980880763e-08,3.463622825915282e-09,1.1145605393858491e-15,2.136774063344455e-09,3.787863359611316e-09,1.610023976646511e-08,0.0002173049805419651,1.355192633967296e-06,3.274733768502735e-07,6.494693756717953e-09,1.544125831180275e-11,8.371734351648728e-13,4.048680242920207e-08,3.748980637943281e-15,3.943982595363773e-09
0.0004677599641025244,0.6565322387223447,3.0214997168966936e-07,3.3714782334718997e-08,8.299153949523153e-08,7.928544411555394e-05,0.0,0.0,9.729011294476771e-05,6.788247023847275e-06,9.028884471727578e-05,1.0807854656540433e-06,5.522980222036411e-10,3.2477273717102834e-22,5.072406546584364e-16,9.988449872365279e-11,1.8867361787932703e-06,9.644072519041871e-05,1.5855748515146645e-11,8.07417397851782e-14,2.7318667394414803e-05,8.492892485062711e-13,1.4729175735919285e-12,5.999658284086269e-10,1.467856412664853e-10,3.216354020597261e-05,3.8560978084576125e-11,5.384695788876126e-09,1.934748493878442e-09,7.83239173503843e-13,1.0391681593893684e-11,1.5773928161705916e-14,2.1235741272177266e-10,5.610421306182652e-12,3.76,0.0,0.4679794666848716,0.9995559226688745,0.00010374832744602404,1.1343960146626313e-05,0.5069471367424454,0.5066093150968538,5.836022183526159e-08,1.758899139303707e-13,0.00012751421609878536,1.5680742630163424e-05,1.2693816118317444e-12,6.681678404961366e-13,1.1557301231391152e-11,8.281547921614001e-05,5.840474933355384e-11,9.595940087307e-09,1.0342640907117376e-08,8.492601988176701e-07,2.207024341510521e-06,2.768172429012141e-07,2.5038599059360494e-07,5.961731906930393e-15,4.687732332155007e-16,4.467670160415286e-12,3.7563997469508745e-13,6.396539271395598e-07,1.62304994918879e-08,1.8352374530827393e-08,3.499615381945157e-09,1.1236478989049141e-15,2.1533998127296764e-09,3.820074234118637e-09,1.6184072467949206e-08,0.00021865988418971513,1.36697876668095e-06,3.291664458855161e-07,6.5274065504899945e-09,1.5659876966862312e-11,8.490269313725496e-13,4.086411185753371e-08,3.783949387548801e-15,4.001183233119461e-09
0.0004688724954080543,0.6566182145766102,3.0388659053548266e-07,3.393913460428163e-08,8.362052133223057e-08,7.975344453500004e-05,0.0,0.0,9.778859324453467e-05,6.825917327197982e-06,9.101166398590174e-05,1.091244587941794e-06,5.564058281739592e-10,3.3123175573133453e-22,5.143726082327055e-16,1.0071108315205577e-10,1.9065705847100536e-06,9.684413215712491e-05,1.6079853519519288e-11,8.163041869245747e-14,2.7437066907374533e-05,8.53069460263305e-13,1.4851791663307686e-12,6.094582812699409e-10,1.4900236435429022e-10,3.2472628026456926e-05,3.870131799307465e-11,5.465562719365416e-09,1.9779976446213115e-09,7.995888784542526e-13,1.0495688911938963e-11,1.5973663130671263e-14,2.1396011604871902e-10,5.675283706195369e-12,3.76,0.0,0.4671622288213549,0.9995539759123654,0.00010454181411969771,1.1462428449734434e-05,0.507763839761651,0.507423754831314,5.82596959961653e-08,1.758439613844554e-13,0.0001275139677219412,1.5797611990558065e-05,1.2790930395032255e-12,6.737086165872094e-13,1.1661262543063785e-11,8.325709252479344e-05,5.849086901965172e-11,9.677473235158685e-09,1.0425086568566162e-08,8.563245970614606e-07,2.225473018113535e-06,2.7879147606766626e-07,2.521775405011343e-07,6.010274894321346e-15,4.725900904897819e-16,4.504041056953868e-12,3.789439765650651e-13,6.447113462311785e-07,1.6364009762985117e-08,1.852076990630285e-08,3.535939524791617e-09,1.1327996575447204e-15,2.170137543459122e-09,3.852758487464718e-09,1.626831647214513e-08,0.0002200216526789859,1.378846886938967e-06,3.3086761991197284e-07,6.560272783566353e-09,1.5881419718397902e-11,8.61038987900928e-13,4.1244380855427445e-08,3.819192580293308e-15,4.059159472722566e-09
0.0004699850267135842,0.6567040414515917,3.0563203357935686e-07,3.416486663708001e-08,8.425387532301155e-08,8.022350653967238e-05,0.0,0.0,9.82893274517631e-05,6.8637968911478505e-06,9.173926038497045e-05,1.1017889352083226e-06,5.605421035775471e-10,3.3781518587035157e-22,5.215987493797248e-16,1.0154363185927573e-10,1.9265900588982925e-06,9.724820572225386e-05,1.63069326623456e-11,8.252768511953162e-14,2.7555669138139486e-05,8.568566947001832e-13,1.497533551710187e-12,6.190919958590017e-10,1.5125065842087653e-10,3.278414940919948e-05,3.8841835506926625e-11,5.5476610663148494e-09,2.022154431747495e-09,8.162598130787272e-13,1.060063349486004e-11,1.617580406068899e-14,2.155742719582934e-10,5.740838113048587e-12,3.76,0.0,0.46634640891323575,0.9995520186740044,0.00010534027581066355,1.1581931859647016e-05,0.5085791226949424,0.5082367616710144,5.815934495090315e-08,1.7579808619795188e-13,0.00012751371800797645,1.59151539123347e-05,1.288864450570775e-12,6.792896991340736e-13,1.1766045942345185e-11,8.370095468068419e-05,5.857681331638471e-11,9.759614508009235e-09,1.050810575864617e-08,8.634402289138706e-07,2.2440554161922044e-06,2.80777347436071e-07,2.5397967012449756e-07,6.0591618413870605e-15,4.7643399496101075e-16,4.540669757821716e-12,3.8227249349902427e-13,6.498034323224591e-07,1.649847137275994e-08,1.8691510734392814e-08,3.5725980322752694e-09,1.142016294596749e-15,2.186987975693154e-09,3.885922617198025e-09,1.6352973810651465e-08,0.00022139031821783524,1.390797478484552e-06,3.3257694142068436e-07,6.5932933076015755e-09,1.6105925880981544e-11,8.732116592124703e-13,4.1627629897198856e-08,3.8547121148969845e-15,4.117921348001656e-09
0.0004710975580191141,0.6567897196119182,3.073863444427456e-07,3.439198735690941e-08,8.489163078212173e-08,8.069563789468572e-05,0.0,0.0,9.879232609325571e-05,6.901887210575903e-06,9.247166370466541e-05,1.1124191128739227e-06,5.64707057213063e-10,3.44524202028024e-22,5.289198820508455e-16,1.0238217775731427e-10,1.9467961747431867e-06,9.76529457890468e-05,1.6537023997308002e-11,8.343360896303995e-14,2.7674473765338863e-05,8.606509428730026e-13,1.509981350813783e-12,6.288689895586953e-10,1.535309477396168e-10,3.3098120426030897e-05,3.8982531369269133e-11,5.63100929927445e-09,2.0672368193578244e-09,8.332579593333613e-13,1.0706523370535397e-11,1.638037905001141e-14,2.1719996936804728e-10,5.807092025257638e-12,3.76,0.0,0.46553200445571696,0.9995500508941095,0.00010614374069270411,1.1702478046869396e-05,0.5093929880413003,0.5090483380398789,5.805916838910269e-08,1.7575228821526547e-13,0.00012751346694927742,1.6033371642082086e-05,1.2986961637580556e-12,6.849113440216368e-13,1.1871656903209275e-11,8.414708197070658e-05,5.866258260141856e-11,9.84236792692241e-09,1.0591702162199807e-08,8.706074470784081e-07,2.2627724474281958e-06,2.8277492021868013e-07,2.5579243709122184e-07,6.108395124081645e-15,4.803051300729154e-16,4.577557893003267e-12,3.856256843263916e-13,6.549304119152651e-07,1.6633890729107204e-08,1.8864632308238683e-08,3.609593714277225e-09,1.1512982083294308e-15,2.203951838209088e-09,3.919573205639428e-09,1.6438047123812625e-08,0.0002227659132140467,1.4028310280434367e-06,3.342944587177966e-07,6.626469016894067e-09,1.633343312036015e-11,8.855470453702701e-13,4.201387959754253e-08,3.890509902956454e-15,4.177479021534228e-09
0.000472210089324644,0.6568752493216855,3.091495673729661e-07,3.4620504568378963e-08,8.553381644596969e-08,8.116984639517607e-05,0.0,0.0,9.929759974966585e-05,6.940189793260615e-06,9.320890396919547e-05,1.1231357309835472e-06,5.689009010460979e-10,3.5136002859386154e-22,5.363370572830747e-16,1.0322675972576782e-10,1.967190516760817e-06,9.805835227912273e-05,1.6770165858307428e-11,8.43482636290774e-14,2.7793480468030687e-05,8.644521958547337e-13,1.5225232422424174e-12,6.387913115822755e-10,1.5584366818958853e-10,3.341455726008465e-05,3.91234063760916e-11,5.71562618721809e-09,2.1132631514914773e-09,8.505894085370062e-13,1.0813366940935526e-11,1.6587416969356095e-14,2.1883729333003325e-10,5.874053042814505e-12,3.76,0.0,0.464719012948732,0.9995480725125716,0.00010695223713160193,1.182407473904006e-05,0.5102054382949928,0.5098584863565472,5.795916600098601e-08,1.7570656728100438e-13,0.00012751321453817574,1.6152268444352952e-05,1.3085885055567155e-12,6.905738161051702e-13,1.1978101087896617e-11,8.459549081813167e-05,5.874817725094684e-11,9.925737440499252e-09,1.0675879347897837e-08,8.778266054713247e-07,2.2816250308608958e-06,2.847842596796358e-07,2.576159007995198e-07,6.157976925575063e-15,4.8420366769840255e-16,4.614707108850797e-12,3.890037090012299e-13,6.600925130133229e-07,1.6770274287779806e-08,1.9040170481316905e-08,3.646929400016101e-09,1.160645819058335e-15,2.221029863007731e-09,3.953716931658945e-09,1.652353876033556e-08,0.00022414847026124764,1.414948025748906e-06,3.360202150500931e-07,6.659800705148447e-09,1.656397914014799e-11,8.98047222701328e-13,4.2403150727512384e-08,3.92658787081367e-15,4.237842799255042e-09
