Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71)
8.762249690756376e-07,0.764311726436055,4.206323522445031e-09,2.8319927734410684e-09,1.6903477509334905e-09,6.697316302321106e-10,0.0,0.0,6.413012982934068e-09,1.4878568442216188e-12,1.1329438583345872e-08,5.400639432606195e-11,3.825844470682969e-11,3.6158068991659026e-26,3.915932526767812e-18,6.503454099577554e-11,2.1177156713859084e-10,6.844026477475364e-07,2.806221205735945e-14,2.092315819818398e-16,3.6093377906589188e-06,3.9869818166058906e-12,1.6374482671033446e-12,3.5947921998137786e-19,3.4334882725391295e-15,7.223327495316431e-10,6.152964469757475e-14,3.8131340154083305e-19,1.8305147761099858e-20,1.294972178215727e-21,1.46415087533099e-16,2.741559697761335e-19,2.972228710619634e-13,5.610254653707772e-17,3.76,0.0,0.6967717123651097,0.9992296848748051,5.954708388256927e-10,9.465315099908919e-14,0.1764697220264676,0.17645168106181602,1.0108274641653499e-05,2.5110671643171266e-10,0.0007696198964970088,1.5783217475013665e-09,3.529419317420945e-12,7.268988380615736e-16,3.843310223327918e-14,6.739279029179845e-07,1.998843221209937e-10,8.335189179806788e-09,6.090051578459913e-09
8.908639696014606e-07,0.7646568148420342,4.2335278303650485e-09,2.885695267364825e-09,1.7192539148642526e-09,6.991575244541834e-10,0.0,0.0,6.61913098875703e-09,1.5835631685389231e-12,1.1892082932250614e-08,5.740612814359936e-11,3.9701775313351144e-11,3.840110331375187e-26,4.1339833367769535e-18,6.768912658537664e-11,2.2330212108170422e-10,7.063858169992822e-07,2.999867089470233e-14,2.1822853464117031e-16,3.727564576979789e-06,4.1273267370060945e-12,1.7054539382038675e-12,3.939817600951113e-19,3.622403614241058e-15,7.626806352733858e-10,6.313436941705252e-14,4.235529478780779e-19,2.0761223608346857e-20,1.44906951530978e-21,1.541918768960063e-16,2.854438205413151e-19,3.0837770444530444e-13,6.034851754551078e-17,3.76,0.0,0.6941487356686629,0.9992296625717738,6.279475604673601e-10,1.0323324743411926e-13,0.17909281753971082,0.17907455487142981,1.0070462425266566e-05,2.50464379951162e-10,0.0007696198773095116,1.629109594890286e-09,3.582286713803219e-12,7.501199724618797e-16,3.9653806381068894e-14,6.953938069128126e-07,2.027651607686446e-10,8.550123233481573e-09,6.2383857205800335e-09
9.055029701272836e-07,0.7650006044431141,4.259892805530973e-09,2.938560455391193e-09,1.7475534805736988e-09,7.292992273665807e-10,0.0,0.0,6.828214507585526e-09,1.683614758850274e-12,1.2472540698180354e-08,6.094115102041763e-11,4.11707890999009e-11,4.0722000135683573e-26,4.358437010172864e-18,7.037772748729828e-11,2.351935391855281e-10,7.286825921281811e-07,3.202311707116585e-14,2.2742420686162697e-16,3.847583237635139e-06,4.2700236765581596e-12,1.774371924822102e-12,4.3093547407055276e-19,3.817268958872481e-15,8.043670444670172e-10,6.474173136140356e-14,4.695069096024247e-19,2.3487617919662024e-20,1.6175451566506994e-21,1.622286249313414e-16,2.9690200393129826e-19,3.196176552675787e-13,6.481431320567536e-17,3.76,0.0,0.6915356332934659,0.9992296399495757,6.614444513571817e-10,1.1240434417191391e-13,0.18170604054227107,0.18168755210461363,1.0032792690818592e-05,2.4982446471056103e-10,0.0007696198590161598,1.6806246847553384e-09,3.6349284531225677e-12,7.732840484939672e-16,4.087880897731174e-14,7.171569851796145e-07,2.056326298460826e-10,8.76767743951941e-09,6.388241283506981e-09
9.201419706531065e-07,0.765343100129121,4.285440197295353e-09,2.990564046802642e-09,1.775235109207412e-09,7.60158663172109e-10,0.0,0.0,7.0402514847667134e-09,1.7881262748509692e-12,1.3071056578646971e-08,6.46130376205626e-11,4.266538726953444e-11,4.312045052086875e-26,4.589242689602135e-18,7.309834923388619e-11,2.4744628762104513e-10,7.512915062795858e-07,3.4137054351156567e-14,2.368177087447808e-16,3.9693884438034745e-06,4.4150679158106435e-12,1.844151049754437e-12,4.704459408653621e-19,4.018089564822069e-15,8.473983246507656e-10,6.635135902738936e-14,5.194101227120171e-19,2.6507341948883722e-20,1.8013422827856416e-21,1.7052848032867149e-16,3.085248082407292e-19,3.309331708494349e-13,6.95052671455198e-17,3.76,0.0,0.6889323680657539,0.9992296170121794,6.959630363220022e-10,1.2219364582138694e-13,0.18430942820282833,0.18429070994245286,9.995264914005317e-06,2.4918696142900807e-10,0.0007696198391349578,1.7328636541563967e-09,3.6873446593885236e-12,7.966066188847436e-16,4.210246887412623e-14,7.392157394486562e-07,2.0848666207834237e-10,8.987844443478336e-09,6.539615199304232e-09
9.347809711789295e-07,0.7656843067714698,4.310191270802422e-09,3.0416835154091325e-09,1.802288577332993e-09,7.917376079090195e-10,0.0,0.0,7.255229964583564e-09,1.8972130467427977e-12,1.3687873796228127e-08,6.842325874343965e-11,4.4185471123716856e-11,4.5596048079173213e-26,4.8263433903447325e-18,7.584898227243305e-11,2.600605360998571e-10,7.742111002070303e-07,3.634191609138238e-14,2.4640808454425607e-16,4.092974874163586e-06,4.562454718154521e-12,1.91473966868671e-12,5.126191719097753e-19,4.22486578329027e-15,8.917798355761756e-10,6.796290253139447e-14,5.735052886143063e-19,2.984474132953226e-20,2.001434465281882e-21,1.790945241641333e-16,3.2030651989552736e-19,3.4231475232734343e-13,7.442659174906409e-17,3.76,0.0,0.6863389029517218,0.9992295937581172,7.315040321484407e-10,1.3262888662575567e-13,0.18690301755010846,0.18688406542608565,9.957878545585427e-06,2.4855186113581137e-10,0.0007696198206116601,1.7858231563868519e-09,3.739535439262661e-12,8.197701400371644e-16,4.332909047000899e-14,7.615683798876261e-07,2.11327500308563e-10,9.210616247071814e-09,6.6925040151844534e-09
9.494199717047525e-07,0.7660242292232303,4.3341668096688384e-09,3.0918980722978336e-09,1.8287047509402537e-09,8.240376945273052e-10,0.0,0.0,7.473138088855976e-09,2.010991049642797e-12,1.4323234105331538e-08,7.237318081981527e-11,4.573094205632587e-11,4.81482996215228e-26,5.069676400310404e-18,7.862760649717258e-11,2.730361828128319e-10,7.974399230249256e-07,3.8639063381213004e-14,2.561943164960306e-16,4.218337214985145e-06,4.71217932013043e-12,1.986085790143106e-12,5.575614121319255e-19,4.437593169351545e-15,9.375159624708802e-10,6.957603241868847e-14,6.3204282351991825e-19,3.3525526991180183e-20,2.2188244771630035e-21,1.87929770684484e-16,3.322414360769828e-19,3.5375297489678855e-13,7.958337138519156e-17,3.76,0.0,0.6837552010569973,0.999229570192328,7.680673632439258e-10,1.4373831273861254e-13,0.18948684547340974,0.18946765545717803,9.92063306237699e-06,2.4791915464813956e-10,0.0007696197999772663,1.8394998612698958e-09,3.791500928716988e-12,8.431367995228159e-16,4.455184441481286e-14,7.842132258761025e-07,2.1415501304879047e-10,9.435984221328692e-09,6.846903903654009e-09
9.640589722305755e-07,0.766362872319202,4.357387119399959e-09,3.141188635343477e-09,1.8544755572489218e-09,8.570604178468448e-10,0.0,0.0,7.693964095552583e-09,2.1295768784644854e-12,1.4977377799163145e-08,7.646406567650464e-11,4.73017015340964e-11,5.07766214689778e-26,5.319173592963823e-18,8.143219558981746e-11,2.8637283902682077e-10,8.209765311788267e-07,4.1029783382890545e-14,2.6617532868292924e-16,4.34547016021763e-06,4.864236938556352e-12,2.058137189350639e-12,6.0537895691668e-19,4.65626257720954e-15,9.846101309367462e-10,7.119043877669952e-14,6.952807011310272e-19,3.7576807292732524e-20,2.454543572545565e-21,1.9703716852684415e-16,3.4432387712850206e-19,3.6523850231709845e-13,8.498055607061011e-17,3.76,0.0,0.6811812256261169,0.9992295463121784,8.05652178512737e-10,1.5555066752718364e-13,0.19206094872312696,0.1920415167984903,9.88352792510142e-06,2.4728883300436325e-10,0.0007696197813269135,1.893890454572829e-09,3.84324123625289e-12,8.662101648985659e-16,4.577641025553055e-14,8.071486049575665e-07,2.1696951739687472e-10,9.663939122925129e-09,7.002810670880305e-09
9.786979727563986e-07,0.7667002408759768,4.3798720312220934e-09,3.1895377983852035e-09,1.879593957447417e-09,8.908071394419923e-10,0.0,0.0,7.917696317356214e-09,2.2530877230993255e-12,1.565054371677512e-08,8.069707054673201e-11,4.8897651143404246e-11,5.348033648492682e-26,5.574761665997299e-18,8.426072110623647e-11,3.000698592650294e-10,8.448194895674041e-07,4.351528789256189e-14,2.763499908582658e-16,4.474368411578109e-06,5.01862277931025e-12,2.130841515544549e-12,6.561779509245387e-19,4.880860289733091e-15,1.0330648230352465e-09,7.280583065408108e-14,7.634842557780987e-19,4.2027114829277e-20,2.7096499717551993e-21,2.0641960159748207e-16,3.565481967778886e-19,3.7676210489781143e-13,9.06229553409249e-17,3.76,0.0,0.6786169400420023,0.9992295221239607,8.442568689667059e-10,1.6809517221432007e-13,0.19462536391127536,0.19460568607436787,9.846562611051543e-06,2.4666088712778044e-10,0.0007696197598223772,1.9489916385056934e-09,3.8947565224661946e-12,8.895749391485178e-16,4.6994467988060294e-14,8.303728539889528e-07,2.1977078979500483e-10,9.8944711148429e-09,7.1602197614188866e-09
9.933369732822217e-07,0.7670363396920136,4.401640906381248e-09,3.236929797360952e-09,1.904053917367712e-09,9.252790924119326e-10,0.0,0.0,8.144323180257452e-09,2.3816413439708097e-12,1.634296925028919e-08,8.507324826748435e-11,5.0518692659824195e-11,5.625868279818099e-26,5.836362426621184e-18,8.711115644315245e-11,3.141263213528854e-10,8.68967370081823e-07,4.6096712107750226e-14,2.8671712223537974e-16,4.605026678637654e-06,5.1753320355218895e-12,2.2041463967674315e-12,7.100642105373978e-19,5.111368114937809e-15,1.0828815945741038e-09,7.442193539479771e-14,8.369259874359182e-19,4.690643522946513e-20,2.985228069245716e-21,2.1607989056514594e-16,3.689087937135119e-19,3.883146715258724e-13,9.651523278222895e-17,3.76,0.0,0.6760623078254387,0.9992294976234026,8.838790861441904e-10,1.8140151084161763e-13,0.197180127512012,0.19716019977129046,9.809736586472362e-06,2.4603530810933856e-10,0.0007696197411819961,2.0048001309404373e-09,3.946046912981699e-12,9.124628847274532e-16,4.821348854183695e-14,8.538843176576845e-07,2.2255925627877728e-10,1.0127569786989963e-08,7.319126263901936e-09
9.999999999999997e-07,0.767371173547699,4.411317151998846e-09,3.2581796705631508e-09,1.914967553833586e-09,9.412096773368469e-10,0.0,0.0,8.248429200506e-09,2.441855291650683e-12,1.6664572823038926e-08,8.711276546441929e-11,5.126480208874139e-11,5.754775469011861e-26,5.957400463423395e-18,8.841525661494311e-11,3.206429291340888e-10,8.80059012514345e-07,4.7303716796966935e-14,2.914991901690561e-16,4.665077970386929e-06,5.247427288341546e-12,2.237696250377748e-12,7.356417911851737e-19,5.218236357422964e-15,1.1060072671332675e-09,7.515768116232993e-14,8.721635733113464e-19,4.9277831548561924e-20,3.117738080776415e-21,2.2056959262721958e-16,3.745784164401308e-19,3.9358004438672e-13,9.928111575262308e-17,3.76,0.0,0.6749027389970115,0.9992294863698357,9.022495308901224e-10,1.8771840681951483e-13,0.19833975672885792,0.19831971392444092,9.79302099145765e-06,2.457513535408265e-10,0.000769619732595556,2.0304350402389742e-09,3.969317603806739e-12,9.228648722164712e-16,4.8766970251145424e-14,8.646803658322514e-07,2.2382415478161704e-10,1.0234513045505823e-08,7.3919479608650025e-09
1.0079759738080448e-06,0.767371173547699,4.4227126413013186e-09,3.283350473223032e-09,1.9278503766457948e-09,9.604773864102679e-10,0.0,0.0,8.373833202059242e-09,2.5153560459872495e-12,1.7054890352857773e-08,8.959354769566459e-11,5.2164728078732647e-11,5.911082504573124e-26,6.1038931639476106e-18,8.998148103928388e-11,3.285410618487256e-10,8.934187531034475e-07,4.877511348452413e-14,2.972754954671887e-16,4.7374396789135105e-06,5.334359881356675e-12,2.2779995518107237e-12,7.671430106928192e-19,5.347763533617801e-15,1.134061095273131e-09,7.603849770040929e-14,9.158853079496258e-19,5.2246232056811304e-20,3.2823866221470126e-21,2.2602079393709683e-16,3.8140012221537208e-19,3.9988722813965483e-13,1.0266190042817968e-16,3.76,0.0,0.6735172926345097,0.9992294728173315,9.245157630361183e-10,1.954998085691554e-13,0.19972527586220137,0.19970509423841334,9.773049329776254e-06,2.4541208696963627e-10,0.0007696197200160044,2.0613126659873898e-09,3.997112585893193e-12,9.356030528675667e-16,4.9425111162953155e-14,8.776813500125768e-07,2.2533464674617817e-10,1.0363224175874455e-08,7.479524920825124e-09
1.0226149743338678e-06,0.7677047472053863,4.443105671613165e-09,3.328787243577321e-09,1.950979225308375e-09,9.964030110124525e-10,0.0,0.0,8.606214991373956e-09,2.6543506608846034e-12,1.778654154437764e-08,9.425881416443011e-11,5.383565960976924e-11,6.203585255840433e-26,6.377266880699585e-18,9.286968321819511e-11,3.4331265665250825e-10,9.181722260463151e-07,5.155147111786474e-14,3.080238394671868e-16,4.871602137931519e-06,5.495701474051056e-12,2.3523488644443493e-12,8.2751895246540505e-19,5.590019792481011e-15,1.1866030839633888e-09,7.765527901618589e-14,1.0006483617045258e-18,5.807946481898765e-20,3.602257923633006e-21,2.362450092567936e-16,3.9401669915943223e-19,4.1147094513799963e-13,1.0906731529465973e-16,3.76,0.0,0.6709818582642079,0.9992294477032277,9.661631294611106e-10,2.1042061914671457e-13,0.2022608451618049,0.2022404056879734,9.736500315904928e-06,2.4479121481961773e-10,0.0007696197002745226,2.118525993529757e-09,4.047953715556508e-12,9.583936940850049e-16,5.0633628063102875e-14,9.017623129855823e-07,2.2809728778530243e-10,1.0601422778490188e-08,7.641410136046096e-09
1.037253974859691e-06,0.7680370654095846,4.462837978423083e-09,3.373229060693809e-09,1.973437270406027e-09,1.0330568407709122e-09,0.0,0.0,8.841457246089112e-09,2.7987445207233818e-12,1.8538155920127877e-08,9.906979028864157e-11,5.553138969321399e-11,6.503278217518384e-26,6.656392650004724e-18,9.577376428035939e-11,3.5843945007441176e-10,9.43226384602e-07,5.442668490033722e-14,3.189608435284678e-16,5.007508789319771e-06,5.659351956362182e-12,2.427142492764458e-12,8.912957516440408e-19,5.838106048040125e-15,1.2405064517972056e-09,7.927205671019939e-14,1.0915077327187219e-18,6.444061225951489e-20,3.945995985477314e-21,2.467551745525251e-16,4.0675311576212794e-19,4.2305715383420503e-13,1.1573567435925574e-16,3.76,0.0,0.668455968645845,0.9992294222876309,1.0088167352930402e-09,2.261949029352862e-13,0.2047868714744703,0.20476617019586918,9.700089024755172e-06,2.4417268277334323e-10,0.0007696196768404633,2.1764368795051286e-09,4.0985705142421586e-12,9.8161133642868e-16,5.183188470626656e-14,9.26125577663774e-07,2.3084691088516264e-10,1.0842153574419777e-08,7.804775984895868e-09
1.051892975385514e-06,0.7683681328868973,4.481927094813261e-09,3.416666368455104e-09,1.9952222020345586e-09,1.070439640007136e-09,0.0,0.0,9.07954875190705e-09,2.948657432646531e-12,1.930996515929744e-08,1.0402711695300848e-10,5.725182102859828e-11,6.810056470204335e-26,6.941175939723231e-18,9.869174224805732e-11,3.7391953927793435e-10,9.685798309966347e-07,5.740157491875303e-14,3.3008516120989617e-16,5.145154374897781e-06,5.825306457148493e-12,2.5023289693143144e-12,9.585760511416135e-19,6.0919875047935065e-15,1.295769245726614e-09,8.088862333597e-14,1.1887621566307232e-18,7.136569516446476e-20,4.314775247809286e-21,2.5755387016172936e-16,4.196040460289778e-19,4.346373564277036e-13,1.2267101027007984e-16,3.76,0.0,0.6659395878464858,0.9992293965636254,1.0524714735793905e-09,2.428540081512587e-13,0.20730339072809956,0.20728242370223593,9.663814934066384e-06,2.4355648202092085e-10,0.0007696196580437314,2.2350421051692655e-09,4.1489631590311595e-12,1.0039365242289933e-15,5.30293238116339e-14,9.507695225290936e-07,2.3358413864316305e-10,1.1085404048015994e-08,7.969616223841405e-09
1.066531975911337e-06,0.7686979543461019,4.5003901119604535e-09,3.459091064863973e-09,2.0163325651170493e-09,1.1085520667891175e-09,0.0,0.0,9.320478381096179e-09,3.1042096576664516e-12,2.01021995324085e-08,1.0913133440596741e-10,5.899685659632173e-11,7.123808969801181e-26,7.231518859036535e-18,1.0162165491182865e-10,3.8975081472577436e-10,9.942311763453558e-07,6.04768812064733e-14,3.4139541361711123e-16,5.284533644751429e-06,5.993560090906432e-12,2.5778572816381076e-12,1.0294612487464586e-18,6.351625556669105e-15,1.3523886901863266e-09,8.250478600184814e-14,1.2927162321527824e-18,7.889228942540308e-20,4.7097886484137374e-21,2.6864361977807785e-16,4.3256425354473087e-19,4.4620323977076235e-13,1.2987718800746287e-16,3.76,0.0,0.663432680068458,0.9992293705431882,1.0971216014097262e-09,2.6042965064903197e-13,0.20981043871533653,0.20978920201192405,9.627677528405141e-06,2.429426037360136e-10,0.0007696196333149437,2.294338467803258e-09,4.199131900707563e-12,1.0270839526150899e-15,5.4212838095774704e-14,9.756925358521594e-07,2.3630832394249055e-10,1.1331161207720397e-08,8.135924299545549e-09
1.0797070763845778e-06,0.7689937321914854,4.516485287485544e-09,3.4964019523101374e-09,2.034754597508538e-09,1.1434775438199627e-09,0.0,0.0,9.539732514572977e-09,3.2491280176981754e-12,2.0832863147309725e-08,1.138510881698622e-10,6.058834527444505e-11,7.412052767017551e-26,7.497497577572273e-18,1.0426717691594884e-10,4.0429729055132453e-10,1.0175709475404356e-06,6.33310598459749e-14,3.517324517097892e-16,5.411452955341507e-06,6.1469500703447525e-12,2.646083298405391e-12,1.096422796654697e-18,6.590186819637603e-15,1.4045031875380925e-09,8.395883881445839e-14,1.3922593507646558e-18,8.621283775962237e-20,5.0887308279972364e-21,2.7887528726872434e-16,4.443176234934178e-19,4.565935732544491e-13,1.3659737487565577e-16,3.76,0.0,0.6611845330233074,0.9992293468631376,1.1381525325420897e-09,2.770578644874896e-13,0.21205871344509739,0.21203723068157027,9.595270301522862e-06,2.42392091752779e-10,0.0007696196153511967,2.348293481527201e-09,4.244092518172817e-12,1.0470070431761244e-15,5.527588404878065e-14,9.98360524666698e-07,2.3874964322182705e-10,1.1554474762234387e-08,8.28685090996844e-09
1.0928821768578185e-06,0.7692885079696359,4.532098664064801e-09,3.5328832676144593e-09,2.0526298005849e-09,1.1789948071269867e-09,0.0,0.0,9.761268591040196e-09,3.398800251045484e-12,2.15804224034084e-08,1.1869043527945698e-10,6.219961471937913e-11,7.705762081953267e-26,7.767822236935864e-18,1.0691939825308863e-10,4.191244828928345e-10,1.0411498945381594e-06,6.626753688567646e-14,3.622179120534371e-16,5.539768489126047e-06,6.3021947967578605e-12,2.7145089213780436e-12,1.166457167789798e-18,6.833343432161446e-15,1.457710539968893e-09,8.541229803771015e-14,1.4977101458451545e-18,9.408192764372432e-20,5.490795704578796e-21,2.893464716071374e-16,4.56151668121408e-19,4.669599430945576e-13,1.435425121371815e-16,3.76,0.0,0.6589440043315512,0.9992293229422786,1.1799795410342757e-09,2.9447805041951866e-13,0.21429937123524045,0.21427763924680776,9.56297299643893e-06,2.418434475014336e-10,0.0007696195954297094,2.402803421478985e-09,4.288872161784211e-12,1.067152863830812e-15,5.633019280531192e-14,1.0212520955783476e-06,2.411806869011087e-10,1.1779797737015588e-08,8.438955723375073e-09
1.1047397672837352e-06,0.7695529522096836,4.545748331187097e-09,3.5650046325678095e-09,2.068250426802028e-09,1.211466549259173e-09,0.0,0.0,9.962595560029068e-09,3.53764298842249e-12,2.2267807874429003e-08,1.231482583118101e-10,6.366661182843519e-11,7.974697248559784e-26,8.014766387870644e-18,1.0931098602019353e-10,4.3270733056200837e-10,1.0625746172587918e-06,6.898104089627771e-14,3.717808517828341e-16,5.656443091512197e-06,6.443497891703236e-12,2.77623293102544e-12,1.232173845783023e-18,7.056084081287623e-15,1.506528548777964e-09,8.671981034327357e-14,1.597859484116799e-18,1.0165844126205297e-19,5.873169557595853e-21,2.989767538064158e-16,4.668683069695263e-19,4.762645171927837e-13,1.4998750293051362e-16,3.76,0.0,0.6569340208612275,0.999229301206229,1.2183000210379908e-09,3.108530322115177e-13,0.21630947209987264,0.21628751311044678,9.533999096543671e-06,2.4135125933729063e-10,0.0007696195780467652,2.452334925833786e-09,4.32901925919062e-12,1.0850048540219044e-15,5.727306134722605e-14,1.0420447144501198e-06,2.433600511033271e-10,1.1984297892281865e-08,8.576852974862872e-09
1.116597357709652e-06,0.7698165899939016,4.5590253586344656e-09,3.596449934418723e-09,2.083429367158395e-09,1.2444180195950705e-09,0.0,0.0,1.016575872419978e-08,3.680472778390037e-12,2.2969132090755287e-08,1.277032019413774e-10,6.514952360789261e-11,8.247915340530719e-26,8.265110823017082e-18,1.1170589312254714e-10,4.4651441815236423e-10,1.0841915400996633e-06,7.176174548448554e-14,3.8146237375455523e-16,5.7742427753376514e-06,6.586297799858552e-12,2.8380636432347432e-12,1.3004875356790531e-18,7.282490817207508e-15,1.556225840712679e-09,8.802667349227141e-14,1.7031547944246492e-18,1.0972719135753661e-19,6.275666776335718e-21,3.0880368241668706e-16,4.776447994988818e-19,4.855410871657622e-13,1.5661840877958313e-16,3.76,0.0,0.6549301685836297,0.9992292792753583,1.2572567340606898e-09,3.279062926896712e-13,0.21831344291132013,0.21829125437103675,9.505113659694905e-06,2.4086057427971554e-10,0.0007696195603953118,2.5023123833529845e-09,4.369020083007332e-12,1.102770436546673e-15,5.820934566219882e-14,1.0630166557745854e-06,2.4553126386595226e-10,1.219040951983568e-08,8.715696168092741e-09
1.1284549481355686e-06,0.77007942378259,4.571937814372509e-09,3.6272180843121074e-09,2.098167698555885e-09,1.2778493384922899e-09,0.0,0.0,1.0370752369450125e-08,3.827354483042798e-12,2.3684514099611863e-08,1.323553211024289e-10,6.664829923617562e-11,8.525345125364945e-26,8.518797284887315e-18,1.1410314284304175e-10,4.6054413027571257e-10,1.1059999422484238e-06,7.4609852424807e-14,3.9126168881966674e-16,5.8931647709061775e-06,6.730591892082513e-12,2.8999755390239484e-12,1.3714481198645624e-18,7.51253488402216e-15,1.606799123089101e-09,8.933281572104867e-14,1.8137699892447412e-18,1.1831195325355478e-19,6.698955341536575e-21,3.1882847346979175e-16,4.8847862300933635e-19,4.947857297272125e-13,1.6343686507549154e-16,3.76,0.0,0.6529324287956912,0.9992292571508956,1.296845248261667e-09,3.4565544724285567e-13,0.22031130236999283,0.2202888817354221,9.476316415425337e-06,2.4037138773016145e-10,0.0007696195419757739,2.5527341289654735e-09,4.408874803483045e-12,1.1205308977344987e-15,5.913819990236074e-14,1.0841670824651176e-06,2.476943258226467e-10,1.2398124702998665e-08,8.85548114420697e-09
1.1403125385614853e-06,0.7703414560283722,4.584493592866793e-09,3.6573085212841264e-09,2.112466794597416e-09,1.3117605894960365e-09,0.0,0.0,1.0577570816099541e-08,3.978353111225431e-12,2.4414072360599365e-08,1.3710463102342282e-10,6.816288803488875e-11,8.806913654575564e-26,8.775766699161188e-18,1.165017732394868e-10,4.747947722295781e-10,1.127999105939704e-06,7.752552959690274e-14,4.01178001335514e-16,6.013206312251233e-06,6.8763775337228256e-12,2.961943463240184e-12,1.4451045933577421e-18,7.746186212796448e-15,1.6582448059388033e-09,9.063817009972713e-14,1.9298807548379393e-18,1.2743719251392414e-19,7.143707302567794e-21,3.2905232237970046e-16,4.993673077950747e-19,5.039946185881537e-13,1.7044443007112154e-16,3.76,0.0,0.6509407828514073,0.9992292348326957,1.337060910665038e-09,3.6411822532680324e-13,0.2223030691192417,0.2222804138533784,9.447607094129367e-06,2.39883695103876e-10,0.0007696195236603576,2.603598504288687e-09,4.448583605888286e-12,1.1381018903475314e-15,6.006006195857168e-14,1.105495160877107e-06,2.4984933846583466e-10,1.2607435366499863e-08,8.996203635257072e-09
1.152170128987402e-06,0.7706026891764558,4.596700417893847e-09,3.6867211965408554e-09,2.126328314806982e-09,1.3461518206130051e-09,0.0,0.0,1.0786208418475021e-08,4.13353381144522e-12,2.5157924748661017e-08,1.4195110791553088e-10,6.969323947096112e-11,9.092546359686168e-26,9.035959264257386e-18,1.1890083793833865e-10,4.892645744868284e-10,1.1501883165961329e-06,8.050891124408562e-14,4.1121051023460254e-16,6.134364637160878e-06,7.0236520847284795e-12,3.0239426458979488e-12,1.5215050171736258e-18,7.983413471013317e-15,1.710559011261117e-09,9.194267433386032e-14,2.0516644267612064e-18,1.371280657118141e-19,7.610598157620202e-21,3.394764045818662e-16,5.103084385695906e-19,5.131640266869952e-13,1.776425845472643e-16,3.76,0.0,0.6489552121616581,0.9992292123216197,1.3778988554644052e-09,3.833124636945842e-13,0.22428876174553594,0.22426586931778966,9.418985427021174e-06,2.393974918302709e-10,0.000769619505311076,2.6549038575383873e-09,4.488146682940173e-12,1.1555201961515786e-15,6.097458707169616e-14,1.1270000609532794e-06,2.5199632325198174e-10,1.2818333283575523e-08,9.137859268104435e-09
1.1640277194133187e-06,0.7708631256645726,4.60856584538027e-09,3.715456557748515e-09,2.13975419390577e-09,1.3810230455553162e-09,0.0,0.0,1.0996659564505776e-08,4.292961864922904e-12,2.591618855704261e-08,1.4689468968621545e-10,7.123930315861589e-11,9.382167207573267e-26,9.29931453928244e-18,1.2129940687357688e-10,5.039516953152235e-10,1.1725668627064459e-06,8.35600982688027e-14,4.213584100616259e-16,6.256636987202145e-06,7.172412899758025e-12,3.085948722455213e-12,1.6006964743771155e-18,8.224184112881115e-15,1.7637375822859657e-09,9.324627057399512e-14,2.1792998648691296e-18,1.4741042065449471e-19,8.100306251862936e-21,3.5010187615764516e-16,5.212996562524377e-19,5.222903279572956e-13,1.8503273157174335e-16,3.76,0.0,0.6469756981940321,0.9992291896186655,1.4193540122930383e-09,4.0325609976394435e-13,0.22626839877863866,0.22624526666482367,9.390451146138325e-06,2.38912773352817e-10,0.0007696194866503976,2.706648543404918e-09,4.5275642272686945e-12,1.1728304923548929e-15,6.188120501369535e-14,1.1486809561042565e-06,2.541352953534468e-10,1.3030810082999543e-08,9.280443568315955e-09
1.1758853098392354e-06,0.7711227679230196,4.620097266250343e-09,3.743515533685727e-09,2.1527466313169353e-09,1.4163742449456587e-09,0.0,0.0,1.1208918675327075e-08,4.456702678831697e-12,2.6688980500227856e-08,1.519352766732504e-10,7.280102886122383e-11,9.675698845008123e-26,9.56577152868123e-18,1.2369656696421814e-10,5.18854223130484e-10,1.1951340357913324e-06,8.667915856428849e-14,4.3162089196215166e-16,6.380020607744751e-06,7.322657328292567e-12,3.147937752410453e-12,1.6827250276594074e-18,8.468464432626977e-15,1.8177760926784518e-09,9.454890523485273e-14,2.312967327021204e-18,1.5831079561818505e-19,8.613512118417157e-21,3.609298743820521e-16,5.323386593284533e-19,5.31369998805199e-13,1.92616196359445e-16,3.76,0.0,0.6450022224726552,0.9992291667243284,1.4614211143757973e-09,4.2396716482015093e-13,0.22824199869177997,0.22821862437410534,9.362003984347475e-06,2.3842953512891183e-10,0.0007696194679001927,2.758830923110074e-09,4.56683644410113e-12,1.189978176977836e-15,6.277979920069934e-14,1.1705370231765937e-06,2.5626630717144265e-10,1.3244857255971847e-08,9.42395196402081e-09
