Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338)
2.0961083464182985e-05,0.6147341684167171,8.646442963075198e-10,1.1706608864752165e-09,1.6489758790895505e-09,1.1500771963894664e-09,0.0,0.0,1.3024593804822344e-08,1.1479575445805796e-11,2.363177660586089e-07,8.372741911733974e-10,2.1508021886618474e-11,2.5382081676265986e-28,1.3901545582247716e-19,9.50833486423001e-13,4.021724232614555e-09,2.64321001764293e-06,1.964629467040689e-14,1.019664381058614e-17,2.1202063013020006e-06,2.601792940492795e-13,1.8307242543891458e-14,3.7334015719332523e-16,4.40055370047189e-14,1.3557131618723145e-08,1.9538825341286464e-15,3.586686248322633e-17,3.8445206551108123e-16,1.6622613436213619e-18,3.9812398366521236e-16,1.9321581740189906e-19,4.843656684803399e-13,3.5298399063733743e-16,3.76,0.0,0.3921784857592728,0.9997359675563378,5.683281485082266e-09,8.881608027523664e-12,0.11243990254053493,0.11243240206474658,3.42063641885838e-07,1.80118078188572e-12,0.0002613455063640626,1.1583123428074719e-09,1.869973758007884e-14,1.3783626519729633e-15,4.162242528491887e-14,2.438316344901419e-06,3.544162731065137e-11,5.712001779389919e-11,1.2460617553764064e-10,2.903529030687215e-09,1.0876233397956223e-08,5.768052293184942e-11,5.81546244987763e-11,2.2748088036649938e-17,2.9030358175179502e-18,4.6494570193648247e-14,1.9991256434188556e-14,2.068767276765413e-09
2.1413853631187587e-05,0.614977651123492,8.901872721262837e-10,1.18602754429959e-09,1.6909509999032167e-09,1.2278881205145674e-09,0.0,0.0,1.3650227285668017e-08,1.2473704538138263e-11,2.511735331399943e-07,8.824224286580578e-10,2.2409198447529836e-11,2.783892031590489e-28,1.4815820017806415e-19,9.815818370097935e-13,4.299802035348374e-09,2.7530405638379206e-06,2.0765253392402464e-14,1.090976239807995e-17,2.209531636395891e-06,2.712572359584444e-13,1.8899471682280863e-14,4.1921267693510343e-16,4.7035295412552477e-14,1.4290446194052772e-08,2.0581819880814562e-15,4.1340482259450576e-17,4.501649761741658e-16,1.9020551177550774e-18,4.2722689620780596e-16,2.029275184779143e-19,5.063348252719928e-13,3.850325597451518e-16,3.76,0.0,0.39004885601458195,0.9997358553852334,6.08007434425906e-09,9.90898254488415e-12,0.11456963610149759,0.11456183210694988,3.402193991976856e-07,1.7968118795083861e-12,0.00026134547678336806,1.206697864710226e-09,1.9127578177147542e-14,1.4401144793139902e-15,4.3473606742583034e-14,2.5352758521767217e-06,3.60985899559715e-11,5.93578808705498e-11,1.2788141983485308e-10,3.016927559691072e-09,1.1413055970514938e-08,6.049640144050855e-11,6.099800174918713e-11,2.3476283993823294e-17,2.995877842030855e-18,4.797915568183823e-14,2.083382362295556e-14,2.1292844303347443e-09
2.186662379819219e-05,0.6152198119467845,9.16025578247032e-10,1.2014712330078075e-09,1.7331001229168087e-09,1.3091637427359156e-09,0.0,0.0,1.4292509038921326e-08,1.3529354190754524e-11,2.6660935626386503e-07,9.289995826745219e-10,2.3327086382305557e-11,3.047704180110782e-28,1.5768610457263177e-19,1.012768418706099e-12,4.589846404540624e-09,2.8648798900589344e-06,2.192504240648216e-14,1.1656784333939552e-17,2.3005622985550652e-06,2.8255245566010036e-13,1.9500145773889308e-14,4.694313699563575e-16,5.019417002118635e-14,1.504710747286053e-08,2.165945357279474e-15,4.7518640127543374e-17,5.251269291160445e-16,2.1694281720520306e-18,4.577410683890475e-16,2.129287781697465e-19,5.287728534018659e-13,4.1913292635406025e-16,3.76,0.0,0.3879307910137983,0.9997357411258271,6.494306412083103e-09,1.1026649031757217e-11,0.11668780718784892,0.11667969360118387,3.383851854252753e-07,1.7924667569339339e-12,0.0002613454466583495,1.2559832459813953e-09,1.9556586260958668e-14,1.5031947830348355e-15,4.536362438637562e-14,2.633743474956846e-06,3.6751467442480665e-11,6.163957838211779e-11,1.3118455352734774e-10,3.132361851200072e-09,1.1962859785287019e-08,6.338972598864204e-11,6.39197912788204e-11,2.4214467375850476e-17,3.0899928032613544e-18,4.9484085030228554e-14,2.1692500706324113e-14,2.1902832214234243e-09
2.231939396519679e-05,0.6154606580667694,9.421622557297443e-10,1.2169955802741611e-09,1.7754317823813645e-09,1.3939835574050169e-09,0.0,0.0,1.4951560448067964e-08,1.4648832694129083e-11,2.826341316182061e-07,9.770251835348709e-10,2.42615866640754e-11,3.330612927412207e-28,1.6760728734515553e-19,1.0443965796262583e-12,4.89208960552654e-09,2.9787154295509224e-06,2.3126486469180653e-14,1.2438671858849978e-17,2.3932902310255383e-06,2.940641109196942e-13,2.0109329611190033e-14,5.242959265072938e-16,5.3484594503173296e-14,1.5827437086081136e-08,2.277233188043915e-15,5.44753094428391e-17,6.103767810579242e-16,2.4668003642443694e-18,4.897049477338791e-16,2.2322568618002306e-19,5.51681516272792e-13,4.553655497259958e-16,3.76,0.0,0.38582422795298277,0.999735624789452,6.926340108562894e-09,1.2240144799309733e-11,0.1187944786040816,0.11878604937086512,3.3656094593749774e-07,1.788145284245028e-12,0.00026134541599195856,1.3061635527646898e-09,1.9986787718906998e-14,1.567609199106025e-15,4.7292617308010256e-14,2.733699217258399e-06,3.740028814077398e-11,6.396533581365113e-11,1.3451587540493318e-10,3.249844111633087e-09,1.2525649706715244e-08,6.636127944433825e-11,6.692079117656877e-11,2.4962711606442752e-17,3.1853900373458708e-18,5.100950685844283e-14,2.2567218237735248e-14,2.2517685719120487e-09
2.3224934299205994e-05,0.6159384347226962,9.953421466260007e-10,1.2482990148833336e-09,1.8606737587116171e-09,1.5745753987234696e-09,0.0,0.0,1.632045538021168e-08,1.7088651237585322e-11,3.164855889127128e-07,1.0775005433203263e-09,2.6180031848099786e-11,3.9577692786649212e-28,1.886621762322184e-19,1.1089905059065993e-12,5.5341028742676815e-09,3.2123253198965147e-06,2.565767200258776e-14,1.4110956496126094e-17,2.5838058251388545e-06,3.177333611332384e-13,2.135347558056211e-14,6.492309908178915e-16,6.046983544948146e-14,1.7460398458574363e-08,2.510626149587299e-15,7.105068286990699e-17,8.163472054931357e-16,3.1619851787973624e-18,5.581379542601749e-16,2.4473167754813447e-19,5.989176657278972e-13,5.345560561882176e-16,3.76,0.0,0.3816453581391658,0.9997353859306751,7.845268500052188e-09,1.4977776885940155e-11,0.12297357194010299,0.12296449332595742,3.329421727838682e-07,1.7795727724271503e-12,0.00026134535304674783,1.4091894102477032e-09,2.085087094700843e-14,1.7004626672383401e-15,5.1268078645752466e-14,2.9379960656812018e-06,3.868587149852586e-11,6.874992353221576e-11,1.412642694212123e-10,3.491000222814505e-09,1.3690223368451115e-08,7.254218430314741e-11,7.316359345091639e-11,2.648966327538452e-17,3.3800670233367098e-18,5.412239656230021e-14,2.436450015310468e-14,2.376219174908263e-09
2.4130474633215198e-05,0.6164110377563767,1.0497486108353358e-09,1.2799607114218696e-09,1.9467342749458818e-09,1.7703062058459177e-09,0.0,0.0,1.7757873376867694e-08,1.9812184044232098e-11,3.527969500413276e-07,1.1840074711265028e-09,2.8163756465956454e-11,4.673821421012502e-28,2.1138868147036938e-19,1.175388667135075e-12,6.227705077216235e-09,3.4537714451055534e-06,2.8365544948587774e-14,1.5934574073958735e-17,2.7810145461035567e-06,3.422582572022237e-13,2.2632394559247362e-14,7.966991101168375e-16,6.801051768147225e-14,1.919194482189325e-08,2.7588522978937964e-15,9.178580220782553e-17,1.0782696139491463e-15,4.010107330447267e-18,6.328428415082498e-16,2.6749784016533103e-19,6.480570602634598e-13,6.232742438553293e-16,3.76,0.0,0.37751175093031875,0.9997351388977732,8.839784484334352e-09,1.8170225386865068e-11,0.1271074117552456,0.12709765976842025,3.293626486346493e-07,1.7710933189503707e-12,0.0002613452879708815,1.5157367717492794e-09,2.1720023653461517e-14,1.8387195749064586e-15,5.540109565466456e-14,3.148010362726329e-06,3.9955562399688e-11,7.371343136095874e-11,1.481289683831491e-10,3.740489058635071e-09,1.4906877823106817e-08,7.9045301358489e-11,7.973271283767599e-11,2.805768296658943e-17,3.579978028555027e-18,5.73189284737803e-14,2.6225126866500112e-14,2.5026774235401667e-09
2.5036014967224402e-05,0.6168785232189872,1.1054018703307475e-09,1.31200018703159e-09,2.0336645542003938e-09,1.981823791702348e-09,0.0,0.0,1.9264767546864164e-08,2.2838878033353067e-11,3.9163559575577673e-07,1.2967070016052633e-09,3.0211994573069984e-11,5.487829077869887e-28,2.358533480647236e-19,1.2436153905067535e-12,6.974763576045756e-09,3.7029563871812725e-06,3.125696027835248e-14,1.7917700025794862e-17,2.984852987188233e-06,3.676320780260148e-13,2.3946557635132185e-14,9.696215952352161e-16,7.61261669258728e-14,2.102472221370271e-08,3.0224094746460427e-15,1.1751445983701374e-16,1.4080370129118371e-15,5.036384240083066e-18,7.141440443063896e-16,2.9157973803891445e-19,6.991136427981129e-13,7.222112296786803e-16,3.76,0.0,0.37342291605279754,0.9997348837782019,9.912833679047886e-09,2.1869155546360118e-11,0.13119648832481315,0.13118603912335175,3.258219470900242e-07,1.762705909963919e-12,0.00026134522078713647,1.6257676036557453e-09,2.259443638892926e-14,1.9824252270484444e-15,5.969279609508133e-14,3.3635891644431697e-06,4.1209579615042256e-11,7.885766548866172e-11,1.5511234563246744e-10,3.998401032985642e-09,1.617575845022102e-08,8.587677659370863e-11,8.663441241913613e-11,2.9667296294589534e-17,3.785189983700536e-18,6.060017065244553e-14,2.81485661113623e-14,2.6311854616022087e-09
2.5941555301233606e-05,0.6173409465542262,1.1623212481138292e-09,1.3444346629785241e-09,2.1215114139670738e-09,2.209781220091904e-09,0.0,0.0,2.0842082682217153e-08,2.61885817848585e-11,4.3306727585292095e-07,1.4157621957842614e-09,3.232399166326396e-11,6.409479992016305e-28,2.621234887689268e-19,1.31369468544076e-12,7.77715022188703e-09,3.959784077856568e-06,3.4338902084670717e-14,2.0068733925754988e-17,3.195258208133338e-06,3.9384811219023616e-13,2.5296429872425464e-14,1.1711727551057669e-15,8.483634098591309e-14,2.2961407500892507e-08,3.301802688929552e-15,1.4919806672272277e-16,1.8194415787711207e-15,6.268960151150684e-18,8.023735627382838e-16,3.170364009664575e-19,7.521017488825963e-13,8.320789090450959e-16,3.76,0.0,0.36937836854396217,0.9997346206580222,1.10673829658029e-08,2.6129625304507725e-11,0.13524128661192733,0.13523011650294006,3.223196464007134e-07,1.7544095427447798e-12,0.0002613451515179266,1.7392444936692628e-09,2.3474296811717755e-14,2.1316260142238518e-15,6.4144344785407e-14,3.5845825656431205e-06,4.244813838612929e-11,8.418446710994943e-11,1.622167958326308e-10,4.2648249687085185e-09,1.7497051018754693e-08,9.304273739084933e-11,9.387493525070276e-11,3.131902074804644e-17,3.995768806728247e-18,6.396717559147651e-14,3.013429569399326e-14,2.761786202450243e-09
2.684709563524281e-05,0.6177983626052658,1.2205255850955722e-09,1.3772797604065959e-09,2.2103184279841076e-09,2.4548368368160964e-09,0.0,0.0,2.2490755312133485e-08,2.988152467861737e-11,4.771561424209285e-07,1.5413381360476328e-09,3.4499004531258465e-11,7.4491203857231e-28,2.902672366705334e-19,1.385650693249515e-12,8.636741949303351e-09,4.224159776993147e-06,3.76184942049964e-14,2.2396311422496883e-17,3.412167735564703e-06,4.2089965930881077e-13,2.6682478913372803e-14,1.4047933215374247e-15,9.416063802923185e-14,2.5004708319714552e-08,3.597544887528306e-15,1.8793963942479615e-16,2.3283892100366904e-15,7.739121000570978e-18,8.978710396153727e-16,3.439305630659676e-19,8.070363035144547e-13,9.53609827945178e-16,3.76,0.0,0.36537762869465507,0.9997343496219174,1.2306421420744801e-08,3.101015737481708e-11,0.1392422863250834,0.13923037176400502,3.1885532941677476e-07,1.7462032255733226e-12,0.00026134508018530703,1.8561306414527898e-09,2.435979225984844e-14,2.2863701169732682e-15,6.875696531331002e-14,3.8108436488749214e-06,4.367145049402142e-11,8.969573372539925e-11,1.6944475065863339e-10,4.539849264638135e-09,1.8870978388462168e-08,1.0054931473623833e-10,1.0146052698637536e-10,3.3013375818944685e-17,4.211780721691454e-18,6.742100204703041e-14,3.218180336508473e-14,2.8945232726791267e-09
2.7752635969252014e-05,0.6182508256209173,1.2800335328470545e-09,1.4105500268219655e-09,2.300126812198338e-09,2.7176543266885934e-09,0.0,0.0,2.4211713890454662e-08,3.393829656717546e-11,5.239647830537976e-07,1.6736019440600382e-09,3.673630112827955e-11,8.617787691597293e-28,3.2035359406143474e-19,1.4595078084967791e-12,9.555421474412531e-09,4.495990051391828e-06,4.1103008428414957e-14,2.4909309283708226e-17,3.6355195632632973e-06,4.487800313194129e-13,2.8105177515998276e-14,1.6742043516678457e-15,1.0411870599742076e-13,2.7157363374847998e-08,3.910157639139306e-15,2.349987484387694e-16,2.953129125784319e-15,9.481518447159751e-18,1.0009838428705466e-15,3.723288814800312e-19,8.639329392273061e-13,1.0875570955656837e-15,3.76,0.0,0.36142022199228413,0.9997340707532103,1.3632961391002199e-08,3.657280972391901e-11,0.14319996197509982,0.14318727956493293,3.1542858353696686e-07,1.7380859776103587e-12,0.00026134500681097833,1.9763898499788304e-09,2.5251110418500677e-14,2.4467074857086254e-15,7.353193835204553e-14,4.0422284342546855e-06,4.4879724326495393e-11,9.539342385835432e-11,1.7679868577997177e-10,4.823562871360185e-09,2.0297797945843174e-08,1.0840265967432849e-10,1.0939745266609702e-10,3.4750887438735674e-17,4.433292751172614e-18,7.09627209220201e-14,3.4290586711760045e-14,3.0294410070719374e-09
2.8658176303261218e-05,0.6186983892622682,1.3408637809825977e-09,1.4442592692930286e-09,2.3909760432700117e-09,2.998902790762233e-09,0.0,0.0,2.6005879080434595e-08,3.837982800496677e-11,5.73554253925757e-07,1.8127228179725922e-09,3.903516042603206e-11,9.927243000670468e-28,3.524524751289844e-19,1.5352909889425137e-12,1.0535078091552325e-08,4.7751827540060744e-06,4.4799873872231985e-14,2.761685563193346e-17,3.865252152296191e-06,4.774825537341356e-13,2.956500929310861e-14,1.983421652190842e-15,1.1473025305209832e-13,2.9422143047508023e-08,4.240171734575078e-15,2.918074665749418e-16,3.7144991267495255e-15,1.1534402832387723e-17,1.112067157924411e-15,4.0230215095053343e-19,9.22808098012506e-13,1.2346943291581586e-15,3.76,0.0,0.3575056790645078,0.9997337841338801,1.505003970998909e-08,4.288324460337059e-11,0.14711478293146682,0.14710130942200944,3.120390006586718e-07,1.7300568287755988e-12,0.0002613449314162913,2.099986517502242e-09,2.614844118656766e-14,2.612690359192837e-15,7.84706177696222e-14,4.278595830180031e-06,4.607316494363838e-11,1.0127956814739542e-10,1.842811285778851e-10,5.1160561364094935e-09,2.1777799605862908e-08,1.1660895804774148e-10,1.1769201174216355e-10,3.653209391327087e-17,4.660373550344282e-18,7.459343073158688e-14,3.646015306747353e-14,3.1665844802696263e-09
2.956371663727042e-05,0.6191411066089848,1.4030351990190968e-09,1.478420808765004e-09,2.4829042886850327e-09,3.2992568415877976e-09,0.0,0.0,2.7874164119824356e-08,4.3227371065572866e-11,6.259841126366723e-07,1.958872082186029e-09,4.13948722802254e-11,1.1390007793246169e-27,3.866347736620126e-19,1.6130257446146364e-12,1.1577608532431196e-08,5.061647003562568e-06,4.871668351213431e-14,3.0528336755170966e-17,4.101304431009252e-06,5.070005668457589e-13,3.106246879374464e-14,2.336770742330507e-15,1.2601505867990654e-13,3.1801850197580905e-08,4.588127798319525e-15,3.599873827474052e-16,4.6361875240269296e-15,1.3939865633273275e-17,1.2314840849685313e-15,4.339255060365792e-19,9.83679077534767e-13,1.395815634190345e-15,3.76,0.0,0.35363353562353267,0.999733489844578,1.6560719002139822e-08,5.001079623940401e-11,0.15098721347808117,0.1509729257651387,3.0868617712838314e-07,1.7221148196275324e-12,0.00026134485402225076,2.2268856299928487e-09,2.7051976456965965e-14,2.784373152022833e-15,8.357442603747637e-14,4.519807584923624e-06,4.725197414193178e-11,1.0735627214071363e-10,1.918946618117204e-10,5.417421517252553e-09,2.3311304271465676e-08,1.2517444461967393e-10,1.2635055248270274e-10,3.8357547183194835e-17,4.8930934729196584e-18,7.83142560391727e-14,3.8690019433879253e-14,3.3059995689389302e-09
3.0469256971279626e-05,0.6195790301656182,1.4665669511396145e-09,1.5130476029613487e-09,2.5759487067590954e-09,3.619396710974679e-09,0.0,0.0,2.981747524596271e-08,4.8502480770095984e-11,6.813124508056622e-07,2.112223248583291e-09,4.381473729586606e-11,1.3019400169938886e-27,4.229723880231399e-19,1.6927383250342179e-12,1.268491786553169e-08,5.35529316458468e-06,5.2861202142069324e-14,3.3653404245386184e-17,4.343615794885058e-06,5.373274268903769e-13,3.259806485908679e-14,2.738902390712333e-15,1.3799298519734903e-13,3.429932115082637e-08,4.954576600491628e-15,4.4136773152907017e-16,5.745012549258578e-15,1.6744091411785084e-17,1.3596057363076361e-15,4.67278617625518e-19,1.0465640538580962e-12,1.5717356110969107e-15,3.76,0.0,0.3498033324110238,0.9997331879646417,1.8168089047079596e-08,5.8028537316526666e-11,0.15481771286836743,0.15480258799294846,3.053697136927615e-07,1.714259001244733e-12,0.0002613447746495196,2.3570527540094246e-09,2.7961911409237843e-14,2.9618126546047194e-15,8.884486056172203e-14,4.765728239102981e-06,4.8416350516848476e-11,1.1362571860955731e-10,1.9964192598757601e-10,5.727754157925743e-09,2.4898662698068434e-08,1.3410540736897429e-10,1.35379476385717e-10,4.022781607959874e-17,5.131525073825263e-18,8.212635793665197e-14,4.097971241410509e-14,3.4477330242493863e-09
3.137479730528883e-05,0.620012211867847,1.531478518800954e-09,1.5481523903582662e-09,2.670145676208307e-09,3.960008369259359e-09,0.0,0.0,3.183671216192682e-08,5.422699713555031e-11,7.395959263875558e-07,2.2729520801606532e-09,4.629406669626239e-11,1.4829570817262969e-27,4.6153829565263785e-19,1.774455622453415e-12,1.3858920406120231e-08,5.656032827805163e-06,5.724137071255402e-14,3.700198324760862e-17,4.592126106272982e-06,5.68456507167957e-13,3.417231900853838e-14,3.194808747630986e-15,1.506839893340706e-13,3.691742671926e-08,5.3400795551756366e-15,5.380046758154804e-16,7.0712198175812166e-15,1.9997619821007992e-17,1.4968113407321944e-15,5.024458919107698e-19,1.1114820957561247e-12,1.7632893877388052e-15,3.76,0.0,0.34601461514361653,0.999732878572111,1.9875268162827966e-08,6.701334443843186e-11,0.15860673537979786,0.15859075052729427,3.0208921545024395e-07,1.7064884351085446e-12,0.0002613446933184224,2.490454029789447e-09,2.8878443707470417e-14,3.145068010685315e-15,9.428349216514921e-14,5.016225078991177e-06,4.956648952400648e-11,1.200901694000219e-10,2.0752562079622168e-10,6.0471522767154754e-09,2.6540254688873896e-08,1.4340819935384675e-10,1.4478525026036744e-10,4.21434851291193e-17,5.3757428613978e-18,8.603092741931983e-14,4.3328768149709856e-14,3.5918325317213698e-09
3.228033763929803e-05,0.6204407030886412,1.5977897726620435e-09,1.5837477029574078e-09,2.7655309927519436e-09,4.321783647710454e-09,0.0,0.0,3.3932768518832227e-08,6.042302784757123e-11,8.008897956568467e-07,2.4412366611534407e-09,4.883218219255327e-11,1.6835547884604965e-27,5.0240657509201385e-19,1.858205401046767e-12,1.5101540627276917e-08,5.963778790954688e-06,6.186531541718762e-14,4.0584278227232316e-17,4.846775693998095e-06,6.003811991220687e-13,3.5785769612512144e-14,3.709840095668138e-15,1.6410813378823766e-13,3.965907332961396e-08,5.745208779424695e-15,6.522017777675773e-16,8.648798422241786e-15,2.3755617993642688e-17,1.6434883385687668e-15,5.395166715875999e-19,1.1784531771401355e-12,1.9713326749056928e-15,3.76,0.0,0.3422669344590158,0.9997325617437424,2.168540459516888e-08,7.704596272457552e-11,0.16235473036782416,0.1623378628671762,2.9884429180319597e-07,1.6988021929871366e-12,0.00026134461004894956,2.627056164654626e-09,2.980177510183469e-14,3.3342007553703843e-15,9.98919667184996e-14,5.271168090664091e-06,5.070258353892035e-11,1.267519664413257e-10,2.1554850638438323e-10,6.375717453782438e-09,2.823648852134969e-08,1.5308923382693564e-10,1.5457440131917562e-10,4.410515861825059e-17,5.6258239269412146e-18,9.00291985506403e-14,4.57367322650739e-14,3.738346755947411e-09
3.318587797330724e-05,0.6208645546443605,1.665520913104078e-09,1.6198460299727343e-09,2.8621400126277643e-09,4.70542037146674e-09,0.0,0.0,3.610653241746117e-08,6.711293156183981e-11,8.652479447943847e-07,2.6172574620814486e-09,5.142841586040525e-11,1.905327298409394e-27,5.456524862097956e-19,1.9440159934206104e-12,1.6414714072293064e-08,6.278445039917753e-06,6.674134830162434e-14,4.4410782798529795e-17,5.107505352853624e-06,6.33094913379779e-13,3.7438966400456516e-14,4.289722245137448e-15,1.7828559876309927e-13,4.252720406219118e-08,6.170547837560911e-15,7.865317066178636e-16,1.0515816402232015e-14,2.807816373080809e-17,1.8000324945866003e-15,5.785854403270966e-19,1.247498182759536e-12,2.1967418434405016e-15,3.76,0.0,0.3385598458626751,0.9997322375550222,2.3601677913619178e-08,8.821106966630277e-11,0.1660621423192281,0.1660443696420735,2.9563455641059765e-07,1.6911993568208872e-12,0.00026134452486076064,2.766826426444023e-09,3.0732109353873e-14,3.529274854529995e-15,1.0567200507506505e-13,5.5304299149705205e-06,5.182482191538743e-11,1.3361353236640975e-10,2.2371340406247728e-10,6.713554796453154e-09,2.9987800515958916e-08,1.6315500425329759e-10,1.6475353752405942e-10,4.6113455463369216e-17,5.8818471311484575e-18,9.41224310445782e-14,4.820315980916448e-14,3.887325375994632e-09
3.409141830731644e-05,0.6212838168007857,1.7346926110424663e-09,1.6564596724906907e-09,2.9600078024975715e-09,5.111622486006159e-09,0.0,0.0,3.835888690538666e-08,7.431930184183961e-11,9.327229210554558e-07,2.8011974174909717e-09,5.408211000884755e-11,2.149964709494701e-27,5.913524689333489e-19,2.031916846290195e-12,1.7800388262944744e-08,6.5999467302503025e-06,7.187798189496074e-14,4.849228172496018e-17,5.374256342980647e-06,6.665910807527043e-13,3.9132480422255257e-14,4.940574592769504e-15,1.9323669342486173e-13,4.552479990470213e-08,6.616691155872759e-15,9.438592336958067e-16,1.2714776413098633e-14,3.303053981640313e-17,1.9668479809254612e-15,6.197520251432988e-19,1.3186389022997797e-12,2.440414021255672e-15,3.76,0.0,0.33489290967505597,0.9997319060801819,2.5627300406700307e-08,1.0059733834788978e-10,0.1697294109048924,0.16971071066470128,2.9245962714126327e-07,1.683679018609108e-12,0.00026134443777318836,2.90973263741082e-09,3.166965585187983e-14,3.730356623767598e-15,1.1162540225606009e-13,5.793885803334891e-06,5.293339104254501e-11,1.4067737005875264e-10,2.3202319622522903e-10,7.0607731309402276e-09,3.1794654712361885e-08,1.7361205789056907e-10,1.7532932081674637e-10,4.81690186478627e-17,6.143894555100758e-18,9.831194028629719e-14,5.072761521008011e-14,4.038819117591321e-09
3.4996958641325645e-05,0.6216985392790879,1.8053257654519697e-09,1.6936011310011064e-09,3.059169186061008e-09,5.541100204782811e-09,0.0,0.0,4.069071050333613e-08,8.206495173111706e-11,1.0033659635016312e-06,2.9932419834689118e-09,5.6792617072479637e-11,2.4192579692860173e-27,6.395842788981214e-19,2.1219375798584105e-12,1.926052361955229e-08,6.928200169051146e-06,7.72839171322985e-14,5.2839868448640625e-17,5.6469703891393195e-06,7.008631532002416e-13,4.086688690139853e-14,5.668928901646761e-15,2.0898186746361015e-13,4.865488066062386e-08,7.084245739082122e-15,1.1273655703805885e-15,1.5292992416159754e-14,3.868353981480244e-17,2.144347517923913e-15,6.631218137861746e-19,1.3918980460228993e-12,2.703267210001794e-15,3.76,0.0,0.3312656909794595,0.99973156739221,2.7765518498287742e-08,1.1429750014195095e-10,0.17335697103199765,0.17333732098319266,2.893191260275881e-07,1.676240280298081e-12,0.0002613443488052416,3.0557431677708714e-09,3.261462344856996e-14,3.937514946546917e-15,1.1775403092628787e-13,6.061413574361569e-06,5.4028474400632675e-11,1.479460658404409e-10,2.4048082817557526e-10,7.417485014156034e-09,3.3657542623265096e-08,1.8446704946785918e-10,1.8630852161349494e-10,5.027249875877062e-17,6.412048986335785e-18,1.0259904574564148e-13,5.3309672213890166e-14,4.1928797787640565e-09
3.590249897533485e-05,0.6221087712617316,1.8774419708132566e-09,1.7312824273211312e-09,3.1596589380150474e-09,5.994570123429005e-09,0.0,0.0,4.3102877688205266e-08,9.037289896572829e-11,1.0772270333231907e-06,3.193579236945464e-09,5.955929946694006e-11,2.715102057493586e-27,6.904268775733128e-19,2.2141097817510576e-12,2.079709435012436e-08,7.263122797179572e-06,8.296808457667078e-14,5.746493202685252e-17,5.925589679876181e-06,7.359046047559088e-13,4.26427980686177e-14,6.481748772145218e-15,2.2554172228687506e-13,5.192050656481369e-08,7.573828542526619e-15,1.3405740928531013e-15,1.8302988197753526e-14,4.511378616697586e-17,2.3329524075907925e-15,7.088059555691101e-19,1.4672992174836715e-12,2.9862404239754946e-15,3.76,0.0,0.3276777595704241,0.9997312215628664,3.001961412692617e-08,1.2940840700278865e-10,0.17694525289565352,0.17692463093271532,2.8621267921981304e-07,1.668882253670388e-12,0.000261344257975609,3.2048269304198175e-09,3.35672321180656e-14,4.150820824079481e-15,1.2405983318676882e-13,6.3328935712562965e-06,5.511025261549542e-11,1.5542228365491257e-10,2.490893057187741e-10,7.783806973812155e-09,3.557698307314976e-08,1.9572664615787468e-10,1.9769792240767018e-10,5.242458596129646e-17,6.686398735297243e-18,1.0698516826609151e-13,5.594891386118672e-14,4.3495602515187546e-09
3.680803930934405e-05,0.6225145613983147,1.9510625642486047e-09,1.7695165887299833e-09,3.2615116241535808e-09,6.472755406871865e-09,0.0,0.0,4.559625946574839e-08,9.926635180949822e-11,1.1543548436837918e-06,3.402399890286909e-09,6.238152952645933e-11,3.0395045084414805e-27,7.43960786334944e-19,2.3084634480604133e-12,2.2412089394660107e-08,7.604633171808262e-06,8.893957480510318e-14,6.237920664050383e-17,6.210056866592299e-06,7.717089324179804e-13,4.4460797894525046e-14,7.386449971750736e-15,2.4293702279808446e-13,5.532477846754926e-08,8.08607243383302e-15,1.587377520620412e-15,2.1802918526589744e-14,5.2404060144287406e-17,2.533092785455584e-15,7.569216095464075e-19,1.5448669784989253e-12,3.2902938412640567e-15,3.76,0.0,0.3241286899026823,0.9997308686626942,3.239290620569927e-08,1.4603109344847343e-10,0.18049468202996902,0.1804730661865293,2.8313991694080393e-07,1.661604060235527e-12,0.0002613441653026625,3.356953373722331e-09,3.4527690000957745e-14,4.370348334800266e-15,1.3054483891337809e-13,6.608208619996309e-06,5.617890351186054e-11,1.6310877803792277e-10,2.578517011519021e-10,8.159859185738728e-09,3.755352204292396e-08,2.0739771908415827e-10,2.0950451214638845e-10,5.4625945631990845e-17,6.967028021818323e-18,1.1147163783697754e-13,5.864493239269157e-14,4.508914533441177e-09
