Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340)
1.6649206754075961e-06,0.7581044100419431,7.058574820336751e-06,1.1067129965006927e-06,9.480319706545413e-07,1.760302889948421e-05,0.0,0.0,4.146262598023423e-06,1.7718509963136836e-08,1.7130703326466515e-06,1.3692133774485048e-07,1.804707346381932e-08,3.0895157732211434e-18,2.2114236189724318e-13,3.1122908915505507e-09,8.967815683662854e-07,2.68756637564279e-06,7.077734385460317e-11,1.8142640011007987e-11,1.4765885345927117e-05,2.124493168746861e-11,1.3190769303359327e-10,3.083569942946363e-12,1.6325656235328276e-11,1.681773234570426e-06,3.697198709241387e-08,3.8665233729235097e-08,8.518843558261867e-13,5.49039680540187e-14,6.096198063701783e-13,2.971311399885327e-12,7.230102402383679e-09,1.387845740555043e-09,3.76,0.0,0.38963789613404437,0.9991533556179013,8.145730652701364e-06,7.208030034125451e-06,0.2752419399629794,0.27519377704640324,6.885279199666662e-06,2.1050124116890706e-10,0.0008316241949182562,1.2799772064255594e-08,3.153617004090675e-11,1.4668648042870507e-12,3.3443531479048946e-11,2.8111035688540492e-06,3.5136378350474797e-10,2.925330268285687e-07,3.2341450096659697e-07,1.9005898712263412e-06,1.2485265501785916e-06,1.5452662492086034e-07,1.8416117837260576e-07,3.066774337713747e-16,3.739413196944623e-16,1.3266013756308488e-10,2.1005830816797287e-12,3.91349978005115e-07,4.750168214075402e-10,9.123224658537174e-09,1.2399861301063147e-10,1.4113236320388814e-13,1.248779224918717e-10,2.3385271083007284e-08,3.14964148908536e-08,2.9139325938757392e-05,2.5031232719136477e-08,8.847059285020129e-07,7.820047660644403e-10,8.206839730769916e-11,7.437728955717458e-12,1.0701154560078999e-08,3.8698963327789376e-14,7.210482153349766e-11,1.053127479147181e-13,7.675203838339107e-06,1.1331121929956469e-09,1.7456498703484654e-18,3.127744249843751e-19,4.35559628157633e-14,5.435649892154563e-09,1.2109158802637069e-08,8.701799613663059e-17,3.2785760048935166e-09,1.5007863630346047e-14,6.340241229430267e-14,1.829146633676853e-07,3.4757515721512176e-13,7.478499744477631e-17,3.479303645861439e-13,7.1189963449722924e-09,3.659540876603348e-10,6.347144551918709e-13,4.876672899781968e-17,2.951564390051848e-18,1.331219187818903e-17,2.385586189898472e-15,1.8014837020086092e-11,7.02194452901482e-12,4.3755578050567795e-10,1.1909325001495802e-16,1.0861666285645343e-10,7.573901028611298e-15,6.385258074041213e-15,1.0342218532492106e-20,1.307860267139791e-09,1.283170950892971e-10,5.837400917048503e-16,1.6149886885461186e-13
1.7089220067554022e-06,0.7588314043938568,7.32823864857179e-06,1.1603087997635182e-06,9.917385202228922e-07,1.8622204193489434e-05,0.0,0.0,4.2947442698664945e-06,1.8622338724331908e-08,1.8761497126859388e-06,1.4958144161924713e-07,1.7959449082320667e-08,3.568054611920774e-18,2.4572004633306863e-13,3.3265061403119163e-09,9.533788951904397e-07,2.811061954536808e-06,7.923697105399635e-11,1.99911123679675e-11,1.549017692572604e-05,2.2316891365389363e-11,1.378090416852115e-10,3.4237782920827216e-12,1.736941235988912e-11,1.840336824711643e-06,3.668370592300363e-08,3.9922198814883165e-08,9.813384529482121e-13,6.081107747079962e-14,6.667350326817353e-13,3.17376031143932e-12,7.186965810204903e-09,1.4142295246266953e-09,3.76,0.0,0.38417243566274817,0.9991524821836121,8.677543439652133e-06,7.357719841870323e-06,0.28070651961863446,0.28065609935231817,6.789561514472435e-06,2.086650880196157e-10,0.0008316234646149907,1.3639729976586396e-08,3.3372308554785524e-11,1.55483518564117e-12,3.564311102531066e-11,2.967366288346382e-06,3.5799611452374044e-10,3.1177902611164907e-07,3.4452922448664316e-07,2.0621029830830796e-06,1.3896791681792744e-06,1.6332184171057302e-07,1.9482624698935195e-07,3.275090955969496e-16,3.99300444301557e-16,1.416156355724798e-10,2.2593704053667903e-12,4.2209696343306904e-07,5.288344894507928e-10,9.334234731701123e-09,1.3177499863682968e-10,1.507644166464811e-13,1.3458149612169977e-10,2.379983602261806e-08,3.2242679088954705e-08,3.071213812484011e-05,2.7753563230378484e-08,9.075856700605199e-07,8.015461903603316e-10,9.101630201905498e-11,8.271873803887169e-12,1.1672048310251705e-08,4.239237503472173e-14,8.102024310231257e-11,1.1829390480122635e-13,7.84810778175956e-06,1.1919995733739038e-09,1.960362923689804e-18,3.5118971859635737e-19,5.055543857522502e-14,5.510788203122078e-09,1.2385653891513568e-08,9.27222318210368e-17,3.5136142205498067e-09,1.6027968099896046e-14,6.861448897795948e-14,1.9198734237093988e-07,3.5340463232638567e-13,8.333799558871356e-17,3.939200753710883e-13,7.48386931417482e-09,3.997793962325737e-10,7.239594514685418e-13,5.322411231595282e-17,3.3662888678722583e-18,1.444421978575685e-17,2.608567432971857e-15,1.9332164732345045e-11,7.510375420206604e-12,4.67697462557517e-10,1.227045298944896e-16,1.1978523053148136e-10,8.492435598372924e-15,7.271086842901192e-15,1.1777703271429431e-20,1.4339050499886949e-09,1.3109742100460165e-10,6.815197894171275e-16,1.8848102426637194e-13
1.7529233381032084e-06,0.7595482141035587,7.600223839614275e-06,1.215013210860844e-06,1.0362281129179584e-06,1.967043097571188e-05,0.0,0.0,4.445772953943321e-06,1.9548339480636266e-08,2.051637469045279e-06,1.6308429628996608e-07,1.7877240501258784e-08,4.104593692556163e-18,2.722520284508457e-13,3.549085724443794e-09,1.0123461472749846e-06,2.9367172862760654e-06,8.845235160853334e-11,2.1970897477207905e-11,1.6229028418667782e-05,2.341169187630475e-11,1.439694590760024e-10,3.7953888550857275e-12,1.8458420838666108e-11,2.0094457091439845e-06,3.640119509656299e-08,4.120613464777952e-08,1.127320128761804e-12,6.726447023419421e-14,7.281579265160802e-13,3.383761484434767e-12,7.145829513099428e-09,1.440083461210131e-09,3.76,0.0,0.37878357770847304,0.9991515748676917,9.228443128159565e-06,7.505858409603168e-06,0.2860944841698254,0.28604172567476266,6.6951860328049846e-06,2.0685467070855426e-10,0.0008316227061719388,1.4514390678330918e-08,3.5270760403896794e-11,1.6453272620351437e-12,3.791832928931526e-11,3.128572922269804e-06,3.6452285042040124e-10,3.316822623197475e-07,3.663720564416192e-07,2.232090192842169e-06,1.5423162085845626e-06,1.7233833123565018e-07,2.0576249847971387e-07,3.491317013266264e-16,4.256201425514308e-16,1.5091066687544907e-10,2.426753417643788e-12,4.5426308485537803e-07,5.870223237432595e-10,9.544518113216468e-09,1.398721205451858e-10,1.6075517545237917e-13,1.4472262105955227e-10,2.420627381172694e-08,3.29799406780727e-08,3.232434477671527e-05,3.069299790489324e-08,9.30115353252803e-07,8.20753763057733e-10,1.0066565103943974e-10,9.173669519770634e-12,1.2703108639653437e-08,4.632790109264216e-14,9.075432725317017e-11,1.3245946532483766e-13,8.019850705162078e-06,1.2524312558514152e-09,2.19462055773736e-18,3.930962847270465e-19,5.845471482757261e-14,5.589632117794421e-09,1.2658121925795994e-08,9.863474427939035e-17,3.7581437100471425e-09,1.7086910476465973e-14,7.408914974097891e-14,2.0126298623090004e-07,3.591070481352009e-13,9.262046340340859e-17,4.4461980912691445e-13,7.856033212014279e-09,4.357081255422003e-10,8.23268013657528e-13,5.795361448168009e-17,3.827765834831691e-18,1.5635289181885754e-17,2.8480004573198822e-15,2.0704462578797152e-11,8.017534730690227e-12,4.989751116544468e-10,1.263339515783773e-16,1.31805854263254e-10,9.493674291808388e-15,8.266600746081449e-15,1.3391042875192872e-20,1.5683970099578097e-09,1.3386634963449595e-10,7.923648779956837e-16,2.1905845338810934e-13
1.7969246694510145e-06,0.760254982015903,7.874315714140885e-06,1.2707946742950077e-06,1.081473728716595e-06,2.0747494442075373e-05,0.0,0.0,4.5993625014951405e-06,2.049658423745665e-08,2.240148597156506e-06,1.7746119858383817e-07,1.7800428949600228e-08,4.703978235113448e-18,3.00820034605461e-13,3.780010444995774e-09,1.0737291593620337e-06,3.0645007877409387e-06,9.846784129669896e-11,2.4086912213415424e-11,1.6982262048370366e-05,2.452908216294908e-11,1.5038852802557584e-10,4.200747148790807e-12,1.9593713207086678e-11,2.189485111406396e-06,3.6124338291486174e-08,4.251820014415637e-08,1.2915589310173938e-12,7.430636196656115e-14,7.941273463624059e-13,3.6012779410128896e-12,7.106661325212636e-09,1.465425092113677e-09,3.76,0.0,0.37347024870932294,0.9991506330372637,9.798485211505665e-06,7.65248203440849e-06,0.2914069080357299,0.2913517292427473,6.60213392364335e-06,2.050696278336506e-10,0.0008316219190583827,1.542444699012194e-08,3.7231280048946855e-11,1.738292031982351e-12,4.0268500428643876e-11,3.294798861158888e-06,3.709458486229287e-10,3.522363002194826e-07,3.8893683804718525e-07,2.4106765656414547e-06,1.707001480027719e-06,1.8156974028434109e-07,2.169621407381521e-07,3.7154201312672593e-16,4.52896367184032e-16,1.6054380301682108e-10,2.603003858236412e-12,4.878576362698607e-07,6.497924884754786e-10,9.754254897171828e-09,1.4829596884725152e-10,1.7110287131743628e-13,1.5530346263218627e-10,2.460473276795139e-08,3.3707345784134166e-08,3.3975326401136946e-05,3.386035014000128e-08,9.522705363734572e-07,8.396073800204439e-10,1.1104760470118849e-10,1.0146300964561764e-11,1.379626940633259e-08,5.0513986174697065e-14,1.0135457871853125e-10,1.4787720748060352e-13,8.190447288047361e-06,1.3144223582774912e-09,2.4495376214087626e-18,4.386928358754329e-19,6.734010889267311e-14,5.672185048191121e-09,1.2926295576716124e-08,1.0475517622384187e-16,4.012229619111222e-09,1.8184544472677478e-14,7.982975209044455e-14,2.10738502582703e-07,3.6468512431265814e-13,1.0267158339456687e-16,5.003689557438648e-13,8.23524292552313e-09,4.738038218731498e-10,9.335089571359409e-13,6.296309351121067e-17,4.3400309845274974e-18,1.6886568131890512e-17,3.1049216285966102e-15,2.213208642643054e-11,8.54345287635618e-12,5.313893265487759e-10,1.2998106671409725e-16,1.4471828165104233e-10,1.0582300292315471e-14,9.383348401839703e-15,1.5200979167014458e-20,1.7116456838575144e-09,1.366263315821441e-10,9.175882752927886e-16,2.535913562143179e-13
1.8409260007988206e-06,0.7609518489694251,8.15029481300753e-06,1.3276195589802687e-06,1.1274469724755812e-06,2.185315512558295e-05,0.0,0.0,4.755523413214366e-06,2.1467145602702885e-08,2.442305424148911e-06,1.9274328360445308e-07,1.7728993108470835e-08,5.371208876277939e-18,3.3150345017218597e-13,4.019245068597477e-09,1.1375723881287193e-06,3.1943814781201565e-06,1.0932877482791874e-10,2.6343995802995967e-11,1.7749701841342898e-05,2.5668812021937867e-11,1.5706535303821908e-10,4.6423219580724555e-12,2.0776305933132026e-11,2.380837979962479e-06,3.5853021075567045e-08,4.3859522050383495e-08,1.4759253190049654e-12,8.198132157407664e-14,8.648881523614875e-13,3.826258095192336e-12,7.069428381668011e-09,1.4902713323938042e-09,3.76,0.0,0.36823139020113604,0.9991496560775209,1.0387708169337994e-05,7.797626435284757e-06,0.29664485058042794,0.29658716824241277,6.510386621441266e-06,2.0330960309795191e-10,0.0008316211027649465,1.6370586718747665e-08,3.925349716190295e-11,1.833675727373447e-12,4.2692798206122606e-11,3.466120091085261e-06,3.772669283910282e-10,3.734334694973059e-07,4.12216041099255e-07,2.597974618050653e-06,1.8843046880984392e-06,1.910092840174923e-07,2.284168595922042e-07,3.947352709416132e-16,4.811232402439098e-16,1.705129631866004e-10,2.788391677495349e-12,5.228875255488452e-07,7.173591476055967e-10,9.963646898774276e-09,1.570523417535081e-10,1.8180503095994589e-13,1.6632544375485444e-10,2.4995359147827702e-08,3.442405749517209e-08,3.566442130508408e-05,3.726657399373212e-08,9.740274444993521e-07,8.580875565421675e-10,1.2219303902898908e-10,1.1192938720431606e-11,1.495344631894181e-08,5.4959025748844565e-14,1.1286912532033722e-10,1.6461571103364632e-13,8.359910975400555e-06,1.3779889349278252e-09,2.7262418962188303e-18,4.881803589496782e-19,7.730309016330433e-14,5.758443737448262e-09,1.3189912512310394e-08,1.1108284617664928e-16,4.275931642264458e-09,1.932064975056487e-14,8.58392518224942e-14,2.2041060419334866e-07,3.7014152669530293e-13,1.1353106832483794e-16,5.61519434958322e-13,8.62124491403123e-09,5.141288304080459e-10,1.055603419889899e-12,6.826023719683377e-17,4.907362989222165e-18,1.8199216744686993e-17,3.3804422815271082e-15,2.3615347620401254e-11,9.088142910076716e-12,5.649396165362677e-10,1.336455561267154e-16,1.5856253999831804e-10,1.1763050949631786e-14,1.0633813177955611e-14,1.7227772596998446e-20,1.8639592566233307e-09,1.393799491932887e-10,1.0585907650118305e-15,2.924639717248791e-13
1.8849273321466267e-06,0.7616389538246958,8.427937325113164e-06,1.3854522122995648e-06,1.174118126288076e-06,2.298714924100617e-05,0.0,0.0,4.914262829121719e-06,2.2460095943269953e-08,2.6587366861584015e-06,2.0896146436916497e-07,1.7662909165002724e-08,6.111420456457144e-18,3.643788417132553e-13,4.2667382434357035e-09,1.20391882544364e-06,3.326328965219417e-06,1.2108138986047756e-10,2.8746894386080426e-11,1.8531173617780484e-05,2.6830632170763194e-11,1.6399855723186032e-10,5.122707298588877e-12,2.2007198809940096e-11,2.5838842439229437e-06,3.558713085325112e-08,4.523119350487405e-08,1.6824384581068021e-12,9.033631638684883e-14,9.406907693133467e-13,4.058635734662996e-12,7.034097127332233e-09,1.5146384885230998e-09,3.76,0.0,0.3630659586044914,0.9991486433929468,1.0996133426394702e-05,7.941326744207917e-06,0.3018093563238725,0.30174908603106815,6.419925822359813e-06,2.0157424523725496e-10,0.0008316202567950171,1.7353491409846895e-08,4.1336916432114434e-11,1.9314199643261973e-12,4.519025771935636e-11,3.642612999812085e-06,3.834878717626807e-10,3.952648724165908e-07,4.36200772828292e-07,2.79408389256424e-06,2.074800519315142e-06,2.0064975986435894e-07,2.401178355823086e-07,4.187051905921765e-16,5.102930213926387e-16,1.8081541208320909e-10,2.9831844751085274e-12,5.593572311692396e-07,7.899381174652678e-10,1.0172919462562294e-08,1.661468342547046e-10,1.9285849307135083e-13,1.7778923393844e-10,2.5378297213428555e-08,3.512925774537437e-08,3.739092677651072e-05,4.092274748683331e-08,9.953630189151174e-07,8.761754666021923e-10,1.3413242485018265e-10,1.2316727150938584e-11,1.6176533730404312e-08,5.967135221851045e-14,1.2534657646963875e-10,1.8274415235602446e-13,8.528254007267243e-06,1.4431479445812131e-09,3.025870709691566e-18,5.417615099182863e-19,8.844031324138975e-14,5.84839818843952e-09,1.3448716081924971e-08,1.1761674906305656e-16,4.549304168636155e-09,2.0494931741578354e-14,9.21201933946348e-14,2.30275813000247e-07,3.754788691627864e-13,1.252390862541726e-16,6.28435342554259e-13,9.013777624308961e-09,5.567441644608178e-10,1.190526492107433e-12,7.385254704427399e-17,5.53429106216096e-18,1.9574389254536294e-17,3.675755185234946e-15,2.5154514188318504e-11,9.65160103340492e-12,5.996244340084239e-10,1.3732699530803813e-16,1.7337885877737064e-10,1.3040703608373946e-14,1.2031460032927023e-14,1.9493278469236225e-20,2.0256440098736816e-09,1.4212992047832862e-10,1.216863549755915e-15,3.360852782229829e-13
1.928928663494433e-06,0.7623164334920244,8.707015528287794e-06,1.444255020311026e-06,1.2214562058981354e-06,2.4149189074967375e-05,0.0,0.0,5.07558452475385e-06,2.3475506570530367e-08,2.8900765792991067e-06,2.261463714258398e-07,1.7602150819645546e-08,6.9298581828244945e-18,3.995194775088187e-13,4.522422464414207e-09,1.2728099142088979e-06,3.460313432020416e-06,1.337727451616171e-10,3.1300245621401687e-11,1.9326504981743132e-05,2.8014294311936852e-11,1.711862807974213e-10,5.644624064012841e-12,2.3287373357320657e-11,2.799000069463017e-06,3.532655681641052e-08,4.663427264863653e-08,1.913274149335207e-12,9.94207515454669e-14,1.0217907024467344e-12,4.298330051084749e-12,7.000633309145013e-09,1.538542276031609e-09,3.76,0.0,0.35797292501460937,0.9991475944084914,1.1623765345633988e-05,8.083617497522698e-06,0.3069014551498825,0.30683851134823026,6.330733480552183e-06,1.998632079487218e-10,0.0008316193806646313,1.837383508211133e-08,4.348091775487435e-11,2.0314618665458686e-12,4.775977707177983e-11,3.824354183294164e-06,3.896104244803241e-10,4.1772039531627926e-07,4.6088078497714607e-07,2.9990905622760795e-06,2.2790677014168236e-06,2.1048356262658245e-07,2.52055762197075e-07,4.4344396526270596e-16,5.403961089845936e-16,1.9144776048803301e-10,3.1876469443296703e-12,5.972687648878741e-07,8.677465112812342e-10,1.0382323346646376e-08,1.7558482716411654e-10,2.0425941205690465e-13,1.8969474010914342e-10,2.5753689295553675e-08,3.582214914149577e-08,3.915410035019541e-05,4.4840055524043413e-08,1.0162549640949848e-06,8.938529798671508e-10,1.4689570508990745e-10,1.3520772200198857e-11,1.7467401456481463e-08,6.465922108734202e-14,1.3883587419948708e-10,2.0233208898788696e-13,8.695487449974101e-06,1.509917216463477e-09,3.3495673830784204e-18,5.996399796838345e-19,1.0085362755568433e-13,5.9420316115038685e-09,1.3702455973502411e-08,1.243555577033732e-16,4.8323964207733164e-09,2.170702168715343e-14,9.867469922385944e-14,2.4033046464223597e-07,3.806997154322956e-13,1.378361833447176e-16,7.014925384380908e-13,9.412571922320584e-09,6.017093768912189e-10,1.3393088142500302e-12,7.974732255661417e-17,6.225602372365381e-18,2.1013235982120334e-17,3.992141407183915e-15,2.6749812078557413e-11,1.0233807125900371e-11,6.354412081758758e-10,1.410248358889343e-16,1.8920759047666544e-10,1.4420060736907493e-14,1.3590782534700369e-14,2.2021023466885463e-20,2.1970037716532675e-09,1.4487910270196512e-10,1.3939906937019742e-15,3.8488966457014206e-13
1.9729299948422387e-06,0.7629844229589106,8.987298241125268e-06,1.5039884739279135e-06,1.2694290209812253e-06,2.5338963420388528e-05,0.0,0.0,5.239488913690435e-06,2.4513446955214135e-08,3.136963786447639e-06,2.4432829262880186e-07,1.7546689245799642e-08,7.831851217339922e-18,4.3699485033668287e-13,4.786214090785356e-09,1.3442854670550875e-06,3.5963056234874356e-06,1.4745063302668972e-10,3.400856339827499e-11,2.0135525310767202e-05,2.921955119440534e-11,1.7862618086168842e-10,6.2109213370156756e-12,2.4617791235121235e-11,3.026557119189242e-06,3.507118989782948e-08,4.8069781289150287e-08,2.1707728747910356e-12,1.0928650320526924e-13,1.1084480074000927e-12,4.545245725938513e-12,6.969001970053821e-09,1.5619978366715504e-09,3.76,0.0,0.35295127499411727,0.9991465085706974,1.2270591255776233e-05,8.224532627695476e-06,0.3119221625111905,0.31185645852368543,6.242791804501622e-06,1.9817614982047251e-10,0.0008316184739159518,1.943228294779849e-08,4.568475681065998e-11,2.133734126233546e-12,5.0400118555690674e-11,4.011420253047448e-06,3.956362968834726e-10,4.407887239193632e-07,4.862444870865924e-07,3.2130670674956666e-06,2.49768804211396e-06,2.2050270095090785e-07,2.6422086571772467e-07,4.689422698426139e-16,5.714210825371522e-16,2.0240596912114398e-10,3.402040325701119e-12,6.366216406116996e-07,9.510023763792644e-10,1.0592136678348169e-08,1.853714765546561e-10,2.160032388038232e-13,2.0204109930913857e-10,2.6121675853457318e-08,3.6501956695972023e-08,4.09531611547997e-05,4.9029772482866964e-08,1.0366817922297087e-06,9.111026967141565e-10,1.605121708685721e-10,1.4808128989748202e-11,1.8827891628103293e-08,6.993079718634694e-14,1.5338613728795063e-10,2.234492348749065e-13,8.861621228912591e-06,1.5783154140838101e-09,3.698477529903871e-18,6.620198340926912e-19,1.146500622077814e-13,6.039320393281237e-09,1.395088884543204e-08,1.312976252664595e-16,5.125252586835124e-09,2.2956476894776164e-14,1.0550445696288879e-13,2.5057071346423196e-07,3.858065807508839e-13,1.513632047446007e-16,7.810781768280419e-13,9.817351540347527e-09,6.490824340553066e-10,1.5030381392551046e-12,8.595164595338981e-17,6.986349290918689e-18,2.2516905167443748e-17,4.330977583162697e-15,2.8401426428760465e-11,1.0834725290671048e-11,6.723863798766134e-10,1.4473870824687684e-16,2.060891301582514e-10,1.5905934408037036e-14,1.5327349906517184e-14,2.4836282232276813e-20,2.378339368937282e-09,1.4763049560874955e-10,1.5916514455707342e-15,4.3933756997234003e-13
2.0169313261900446e-06,0.7636430553170542,9.268551284523169e-06,1.5646112408595501e-06,1.3180032390602813e-06,2.6556138053927737e-05,0.0,0.0,5.405973056410609e-06,2.55739839719731e-08,3.400040482176515e-06,2.635371132644181e-07,1.7496493014084512e-08,8.822783735118106e-18,4.768702064856042e-13,5.058013416288437e-09,1.41838358814463e-06,3.7342768336171424e-06,1.621634861198833e-10,3.687622272677626e-11,2.0958065744958673e-05,3.0446156672362994e-11,1.8631543288153396e-10,6.824577344701483e-12,2.5999392671627064e-11,3.266921816761132e-06,3.482092272761126e-08,4.953870362221927e-08,2.4574479380355233e-12,1.199879451564427e-13,1.200926715805457e-12,4.799273051577363e-12,6.9391674454200454e-09,1.5850197551274626e-09,3.76,0.0,0.34800000836865097,0.9991453853488101,1.2936581513056603e-05,8.364105455461305e-06,0.31687247963158316,0.3168039276826027,6.156083253408491e-06,1.9651273426216268e-10,0.0008316175361075643,2.0529490124492378e-08,4.7947566038440334e-11,2.2381652004462365e-12,5.310991171491403e-11,4.203887644918288e-06,4.015671647720541e-10,4.6445736239120056e-07,5.122789639519258e-07,3.4360717859483318e-06,2.7312454486272515e-06,2.306988148580066e-07,2.766029264135468e-07,4.951892734931274e-16,6.033546841719905e-16,2.1368535260066257e-10,3.6266218548674066e-12,6.774128496832393e-07,1.039924324973788e-09,1.0802666975625e-08,1.955117036240815e-10,2.280847459746808e-13,2.1482667335446675e-10,2.6482395531088647e-08,3.716792947780997e-08,4.278729133667114e-05,5.3503244520889824e-08,1.056622865153697e-06,9.279079809232733e-10,1.7501033706695317e-10,1.6181789275946374e-11,2.025981558640267e-08,7.549414100228537e-14,1.6904649910390984e-10,2.461652271657749e-13,9.026664162793657e-06,1.6483619970041736e-09,4.0737452118380086e-18,7.291048273251949e-19,1.2994178493226522e-13,6.140234088733374e-09,1.4193778930042477e-08,1.384409886463274e-16,5.4279119465723694e-09,2.4242781249901546e-14,1.1261071330525671e-13,2.609925379741056e-07,3.9080193351436645e-13,1.658612137705226e-16,8.67590179254608e-13,1.0227833538129119e-08,6.989195926458953e-10,1.6828608545479455e-12,9.247236720437813e-17,7.821856452201615e-18,2.408654466790907e-17,4.6937435991230854e-15,3.0109502860413295e-11,1.1454304414584356e-11,7.10455437373536e-10,1.4846815788005182e-16,2.2406383395734227e-10,1.750313019649658e-14,1.725785394081665e-14,2.796615374153125e-20,2.569948084497496e-09,1.5038724425396603e-10,1.8116224337608833e-15,4.999160900370248e-13
2.0609326575378505e-06,0.7642924617890219,9.550537951462744e-06,1.6260802430583915e-06,1.3671444528154247e-06,2.7800356254878894e-05,0.0,0.0,5.575030675445156e-06,2.6657181173902713e-08,3.679951318310522e-06,2.838022567144254e-07,1.7451528001896296e-08,9.908063630870624e-18,5.192060839447915e-13,5.337704789052877e-09,1.4951405983360743e-06,3.874198892726928e-06,1.7796027894123245e-10,3.990744487458104e-11,2.1793959175616635e-05,3.1693865761547396e-11,1.9425073365986175e-10,7.488700040502405e-12,2.7433094911863766e-11,3.5204546190794367e-06,3.45756495930528e-08,5.1041985016159125e-08,2.7759936768295138e-12,1.3158196848100273e-13,1.2994942176955495e-12,5.060288095744264e-12,6.9110933639252024e-09,1.6076220752795909e-09,3.76,0.0,0.3431181390252568,0.9991442242358344,1.362168959688586e-05,8.502368682396272e-06,0.32175339370517747,0.32168190494773397,6.070590533627088e-06,1.9487262943651348e-10,0.0008316165668104621,2.1666100343084163e-08,5.026835599289845e-11,2.3446794955970317e-12,5.588765654721821e-11,4.40183242978555e-06,4.074046702545555e-10,4.887126560706866e-07,5.389699971878745e-07,3.6681487380695665e-06,2.9803249304831193e-06,2.4106319422359527e-07,2.8919130092186303e-07,5.221726561358188e-16,6.361818274216501e-16,2.252805858668542e-10,3.861644219821623e-12,7.196368427731806e-07,1.134731159463911e-09,1.101425322781734e-08,2.0601018502131563e-10,2.4049804527630864e-13,2.2804904549453553e-10,2.683598520982858e-08,3.7819342193621586e-08,4.465563755576789e-05,5.827187165324964e-08,1.076058433454041e-06,9.442529897889345e-10,1.9041781805404508e-10,1.764466883553979e-11,2.1764950829377032e-08,8.135719514662866e-14,1.8586593987159457e-10,2.7054938548880656e-13,9.190623999278621e-06,1.7200771805934113e-09,4.476508973261265e-18,8.010976944334462e-19,1.4684603419296416e-13,6.244735433906274e-09,1.4430898605060058e-08,1.4578337269109086e-16,5.740408991495402e-09,2.5565345960678124e-14,1.199942674129413e-13,2.7159174672962454e-07,3.956881968128486e-13,1.8137140963024913e-16,9.61436651428206e-13,1.0643728776655207e-08,7.512752797709508e-10,1.87998345959033e-12,9.931608951944486e-17,8.737727607827387e-18,2.572330351569891e-17,5.082030689545235e-15,3.1874148795359154e-11,1.2092478741597216e-11,7.496429530434704e-10,1.5221253729500907e-16,2.431719367327039e-10,1.9216430568400985e-14,1.940015561611692e-14,3.143963720520646e-20,2.7721231197243425e-09,1.5315264141053158e-10,2.0557797253200903e-15,5.671395468935665e-13
