Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340)
0.0,0.7214933486844585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.6649008519527633,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.409034295340167e-22,0.7214933486844585,3.069804625388002e-27,7.836133029900157e-28,1.026580934889042e-39,3.515767048157822e-42,0.0,0.0,4.47816859523106e-22,8.616521886682789e-40,2.7591837632715807e-53,3.1236055654588073e-53,2.7328710546795594e-50,4.921013911554887e-66,5.433729451410911e-45,3.4819633661729696e-38,4.756182652784331e-24,4.999222123756205e-38,1.483051522775859e-63,7.15648690822627e-62,6.594115209050174e-37,4.220961819748547e-57,1.4853813376895018e-24,9.555505680966532e-59,1.7516362721990632e-42,1.795388858938526e-56,2.9488954424231874e-35,2.6930797664010018e-43,1.9817864095009426e-62,8.075454623467082e-63,1.8037210866976903e-58,4.511615167793291e-62,1.536833120334888e-50,5.858988804487655e-63,3.76,0.0,0.6649008519527632,0.9999999999999994,9.018979300356857e-54,1.3226993841592089e-21,5.1407402646734075e-17,4.919701650786939e-17,2.210386138864682e-18,3.4123745892391846e-36,5.219502339388127e-16,2.1247435376659996e-40,1.3272973059538752e-41,1.6645836157225658e-43,2.9121194659701126e-56,4.998153667967637e-38,4.757093537652896e-38,2.4673274623357357e-37,1.6031942421095648e-37,8.079199547911511e-42,3.2963223710254918e-43,3.9144788461742666e-26,4.0068077025676276e-39,2.8643805739753106e-53,4.2563921911842977e-57,7.557793076940434e-52,6.099359427231303e-66,6.0857429185599005e-43,1.0090129015647835e-50,1.4853813376895367e-24,7.867442671593755e-42,2.23588799815746e-62,1.5636931346942649e-59,4.7561826527842526e-24,9.188352171493102e-23,5.95702140147451e-36,1.835931102691088e-28,3.5593640761278776e-22,1.699993348133772e-38,1.0920281591745836e-58,9.055717870525292e-74,2.6222338443335427e-54,2.9423491249689758e-74,2.175171455265927e-60,9.470602481588833e-77,1.3226993841592089e-21,4.0745946623516193e-41,6.252148765200167e-81,5.1734852715802e-81,1.5754210120666553e-79,3.9144788491184897e-26,2.3591665124052158e-37,4.028530056967008e-60,1.122026519191444e-44,2.0711895686201196e-56,1.8431051834823732e-61,9.585469933891906e-52,1.3668838595973275e-41,5.921040371242693e-81,4.6421372768116683e-63,9.623046540201113e-40,2.5310361724585972e-59,2.574065390654704e-74,2.633140825474374e-78,2.573367779056458e-78,1.033557066981791e-79,9.581675185931402e-87,1.2078578182922974e-63,4.186440563053776e-58,6.317095173691795e-56,2.0628456050517876e-64,3.632371969189724e-58,1.402808599684584e-61,1.1662779437157362e-75,2.7505974086071505e-94,1.8359311026910932e-28,4.34550132383532e-39,1.5532767455998553e-92,6.621715195087815e-81
6.745296026952468e-22,0.7214933486844585,8.595452971303337e-27,2.1941172483728266e-27,6.20054884673965e-39,2.1235233012612695e-41,0.0,0.0,1.2538872066646962e-21,5.204379219556405e-39,3.275702999656531e-52,3.708344527351051e-52,3.244464516115015e-49,5.84222771579756e-65,3.281972588651993e-44,2.1031058731683747e-37,1.331731142779638e-23,3.019530162753582e-37,1.760678768048451e-62,8.49618125744679e-61,3.982845586266582e-36,5.011125872405917e-56,4.159067745530493e-24,1.134429634444343e-57,1.0579883084082302e-41,2.1350609465704875e-55,1.7811328472232754e-34,1.6266202011877135e-42,2.994875622037927e-61,1.2196423981212125e-61,2.1413776741277134e-57,6.817952954504527e-61,1.824528280461281e-49,6.956365137051029e-62,3.76,0.0,0.6649008519527632,0.9999999999999986,1.0707332225634087e-52,3.703558275645785e-21,1.4394072741085543e-16,1.3775164622203564e-16,6.189081188819758e-18,2.061074251899973e-35,1.4614606550276142e-15,1.2833450967507114e-39,8.016875727967026e-41,1.0054085038968762e-42,3.4572682299997206e-55,3.0188848154556932e-37,2.8732844967403915e-37,1.4902657872505082e-36,9.683293222340006e-37,4.879836527439654e-41,1.990978712099374e-42,1.0960540769302994e-25,2.4201118523508463e-38,1.730095040008565e-52,5.05318880936942e-56,8.972611940939442e-51,7.267158630614775e-65,3.6757887238833345e-42,6.094437926532427e-50,4.159067745530703e-24,4.751935373642651e-41,3.023887169320443e-61,1.8564164900052377e-58,1.331731142779591e-23,2.572738608017965e-22,3.5980409264905285e-35,5.140607087535048e-28,9.96621941315795e-22,1.0267959822727377e-37,1.2964570195069335e-57,2.0257287288780094e-72,3.1131160199922917e-53,6.581917298589598e-73,2.582363551692029e-59,2.1185358927216955e-75,3.703558275645785e-21,2.461055176060523e-40,1.3985806701801514e-79,1.1572879613107964e-79,3.524153787152114e-78,1.0960540787086102e-25,1.4249365734926917e-36,4.782670883630352e-59,6.777040175955321e-44,2.458916255865447e-55,2.1915767843193793e-60,1.1379869906082982e-50,8.255978511966385e-41,1.8616698293824976e-79,5.511145375030901e-62,5.8123201102814184e-39,3.0057889342846193e-58,8.093273438679353e-73,5.891996183236293e-77,8.091080036195244e-77,3.249668787721638e-78,4.577281805224613e-85,1.8253147488668885e-62,4.9701422364584285e-57,7.499655390206777e-55,2.4490103330372903e-63,4.3123520035984285e-57,1.6654143695453363e-60,3.6669644595134845e-74,1.584203276770303e-92,5.140607087535078e-28,2.624682799596057e-38,7.480421315119312e-91,2.081973204793909e-79
1.541781949017707e-21,0.7214933486844585,1.964674974400174e-26,5.015125139141582e-27,2.985297358672088e-38,1.0223850638652116e-40,0.0,0.0,2.8660279009478755e-21,2.5056845646473524e-38,3.2161046454617023e-51,3.6408746472176865e-51,3.1854345013327637e-48,5.735933815307124e-64,1.5801285244699967e-43,1.012554946882951e-36,3.0439568977821484e-23,1.4537737935955215e-36,1.728644855593901e-61,8.341601140230265e-60,1.917568702792204e-35,4.9199530971002695e-55,9.506440561212022e-24,1.1137897421734468e-56,5.093758279554815e-41,2.097782173514989e-54,8.575387946561682e-34,7.831476294916735e-42,3.221750530197835e-60,1.311787674783957e-60,2.102417298655148e-56,7.334442980778129e-60,1.7913326850613928e-48,6.831015598436986e-61,3.76,0.0,0.6649008519527629,0.9999999999999967,1.0512522272864515e-51,8.465276058618936e-21,3.290073769390981e-16,3.148609056503736e-16,1.4146471288724498e-17,9.92318530550013e-35,3.3404814972009716e-15,6.178754207539313e-39,3.859780565722137e-40,4.8406091545279174e-42,3.39436644953477e-54,1.4534630866498152e-36,1.383362800746523e-36,7.174988260468179e-36,4.662088856051963e-36,2.3494312292842317e-40,9.585705454941788e-42,2.505266461562063e-25,1.1651796799066648e-37,8.329756309031939e-52,4.961250738030225e-55,8.809363610468615e-50,7.187164201884132e-64,1.7697340423268665e-41,2.93420951937209e-49,9.506440561213036e-24,2.2878523288994966e-40,3.130757182484285e-60,1.8226407193377958e-57,3.0439568977819215e-23,5.880545389754859e-22,1.7323018235486734e-34,1.174995905722297e-27,2.2779930087217664e-21,4.9435806563720975e-37,1.2728697106213606e-56,4.002499436926775e-71,3.056475768953657e-52,1.3004759434082548e-71,2.5353798482589337e-58,4.1858699201877495e-74,8.465276058618939e-21,1.184892127812068e-39,2.7633597232758187e-78,2.2866059918466856e-78,6.963134012705649e-77,2.505266470123865e-25,6.86045621807349e-36,4.6956546343979866e-58,3.2628531178660987e-43,2.4141785611824955e-54,2.1532114830765004e-59,1.1172823755748134e-49,3.974898263706821e-40,4.1532829791049103e-78,5.410875209851958e-61,2.7983819338904043e-38,2.951514524907953e-57,1.8055647831336002e-71,1.1643293794236195e-75,1.8050754471045618e-75,7.249832301377533e-77,2.3833808968862415e-83,1.96359035141616e-61,4.879715120296901e-56,7.36320613445473e-54,2.4044529324797265e-62,4.23389277279434e-56,1.635113703791726e-59,8.180795989742359e-73,7.104232424654984e-91,1.1749959057223119e-27,1.2636717849705954e-37,3.875605606715401e-89,4.644767690841274e-78
3.2762866416626273e-21,0.7214933486844586,4.1749343612869445e-26,1.0657140920691618e-26,1.3037577873243281e-37,4.465024215856571e-40,0.0,0.0,6.0903092895142256e-21,1.0942982796087108e-37,2.84460814396139e-50,3.2203123940151027e-50,2.8174807425288034e-47,5.07336850225399e-63,6.900836403288791e-43,4.422093475038133e-36,6.468408407787572e-23,6.349012097244793e-36,1.5289667992772183e-60,7.378051742908563e-59,8.37452631549799e-35,4.351642797690821e-54,2.020118619257327e-23,9.851344136848987e-56,2.224578065692745e-40,1.8560867768292542e-53,3.745097211872336e-33,3.420211648692646e-41,2.9613437959898112e-59,1.2056689980985325e-59,1.8595642915422005e-55,6.741617304257157e-59,1.584413473738428e-47,6.044117418519547e-60,3.76,0.0,0.6649008519527626,0.9999999999999929,9.298206899893191e-51,1.7988711624565234e-20,6.991406759955832e-16,6.690794245070709e-16,3.006125148851232e-17,4.333715728326096e-34,7.0985231815307036e-15,2.6984242928425653e-38,1.6856675785698872e-39,2.114021191974577e-41,3.0022786846365593e-53,6.347655158368605e-36,6.04150879278879e-36,3.1335058771621054e-35,2.0360566874764069e-35,1.026058343361338e-39,4.1863294112020207e-41,5.323691230849662e-25,5.088645782260868e-37,3.6379055155239073e-51,4.3881700933935586e-54,7.791782350574877e-49,6.44916814739458e-63,7.728893523203704e-41,1.2814463866630311e-48,2.0201186192577698e-23,9.991652192924395e-40,2.833411631796989e-59,1.612105077374458e-56,6.46840840778658e-23,1.2496158953226987e-21,7.565417179871449e-34,2.496866299659882e-27,4.840735143533539e-21,2.158991552128948e-36,1.1258390511593502e-55,7.122234571391157e-70,2.7034182041509145e-51,2.3141274571303788e-70,2.2425147635229756e-57,7.448531872805308e-73,1.7988711624565243e-20,5.174735221188797e-39,4.9172509818246836e-77,4.068893189592302e-77,1.239052493677891e-75,5.323691268241302e-25,2.9961414707537183e-35,4.15325334752488e-57,1.4249736794319046e-42,2.135313597662253e-53,1.905090224914652e-58,9.88223608385314e-49,1.7359425016863245e-39,7.778639367381375e-77,4.78585784690234e-60,1.2221269106054594e-37,2.6107452425614436e-56,3.381623013080451e-70,2.072000056922246e-74,3.3807065408512086e-74,1.3578133545998042e-75,9.511447145698702e-82,1.8048779024102332e-60,4.316052762887392e-55,6.512672440268364e-53,2.126711504970018e-61,3.744830216920112e-55,1.4462395539295054e-58,1.5321725502558094e-71,2.672789794190191e-89,2.4968662996599478e-27,5.518786681263456e-37,1.5439293855293675e-87,8.6991358390358e-77
6.745296026952468e-21,0.7214933486844586,8.595453264448845e-26,2.1941172483841805e-26,5.4429321169189015e-37,1.8640597471597992e-39,0.0,0.0,1.2538872066646893e-20,4.568479904319184e-37,2.3910645480259516e-49,2.7068666057905666e-49,2.3682623300418338e-46,4.264471919526093e-62,2.880963355135304e-42,1.846136976743523e-35,1.3317311427800026e-22,2.650587570082441e-35,1.2851887232728554e-59,6.201697050884889e-58,3.496199883842242e-34,3.6578179776101585e-53,4.159067745528851e-23,8.28064833503421e-55,9.287175515198842e-40,1.5603994763237516e-52,1.5635043635681718e-32,1.4278712029728475e-40,2.5334919644704596e-58,1.0314409217503322e-58,1.563075834195192e-54,5.767596556398625e-58,1.3317949927485857e-46,5.084081078746816e-59,3.76,0.0,0.6649008519527618,0.9999999999999853,7.815703158420024e-50,3.7035582756457806e-20,1.4394072741085524e-15,1.3775164622205511e-15,6.189081188800136e-17,1.809241007207713e-33,1.461460655012224e-14,1.1265390236765585e-37,7.03733031624331e-39,8.825622330623303e-41,2.5235961352982637e-52,2.650021074801106e-35,2.5222109936362104e-35,1.3081770205265547e-34,8.500135871640249e-35,4.283591607291691e-39,1.7477101211173976e-40,1.0960540769521148e-24,2.1244094439013378e-36,1.5188225482393626e-50,3.688521370551177e-53,6.549462555737217e-48,5.575833463215255e-62,3.2266609103896574e-40,5.349786419178285e-48,4.159067745530702e-23,4.171318104479299e-39,2.407144197093423e-58,1.3550714572960754e-55,1.3317311427795888e-22,2.572738608016461e-21,3.158412747060726e-33,5.140607087535056e-27,9.966219413156398e-21,9.01336473179678e-36,9.46335641426076e-55,1.2012690153194186e-68,2.272385893752143e-50,3.903114196424984e-69,1.8849687803938088e-56,1.2563037703801957e-71,3.703558275645784e-20,2.1603500899808445e-38,8.293662501356498e-76,6.86278308614663e-76,2.089843134304843e-74,1.0960540925623889e-24,1.2508300848764306e-34,3.4910596908761e-56,5.94898460527974e-42,1.7948597411288422e-52,1.601580640930253e-57,8.306614877907317e-48,7.247218223564494e-39,1.3435665097021908e-75,4.022801889889618e-59,5.102139275613894e-37,2.1945537370289413e-55,5.84091280483452e-69,3.4948414492006614e-73,5.839329826959656e-73,2.345284905738234e-74,3.380517234198542e-80,1.5441111695866903e-59,3.627902408894776e-54,5.474293603996815e-52,1.7876293586395994e-60,3.1477554515292044e-54,1.2156514875466833e-57,2.6464470561643666e-70,9.255022470265987e-88,5.14060708753533e-27,2.3039848018908255e-36,5.4833152015880704e-86,1.5025593841318592e-75
1.368331479753215e-20,0.7214933486844588,1.7436491588326093e-25,4.4509235610342613e-26,2.2236153683232214e-36,7.615292549976316e-39,0.0,0.0,2.543599762091211e-20,1.8663731067430115e-36,1.9603391795766964e-48,2.2192527858177172e-48,1.941644542545724e-45,3.496271728164441e-61,1.176967534091071e-41,7.542071929653567e-35,2.701511746783136e-22,1.0828515089507036e-34,1.0536753653353256e-58,5.0845259330749363e-57,1.428311730744355e-33,2.9989001741031733e-52,8.436965998069003e-23,6.788975800760439e-54,3.794114231033555e-39,1.2794079537074748e-51,6.387425484067353e-32,5.833321128884136e-40,2.0947401491562883e-57,8.528018937998659e-58,1.281504005937502e-53,4.7687620509479225e-57,1.0918859987163274e-45,4.174199890933405e-58,3.76,0.0,0.6649008519527604,0.9999999999999704,6.4077856542550276e-49,7.512932502024287e-20,2.919940470334488e-15,2.794390537647855e-15,1.2554993268663295e-16,7.391339855217201e-33,2.96467732870336e-14,4.6022794923771416e-37,2.874979056652428e-38,3.6055546950524194e-40,2.068996580973989e-51,1.0826200771342497e-34,1.0304054886066043e-34,5.344329976485078e-34,3.472582856158117e-34,1.7499869447931132e-38,7.139966108533362e-40,2.2234239847249287e-24,8.678905756069425e-36,6.205446360155948e-50,3.0240726706049327e-52,5.369645105009815e-47,4.825399257596139e-61,1.3181962718055999e-39,2.1855623180746442e-47,8.436965998076563e-23,1.7041195524381373e-38,1.983666137407418e-57,1.1109694558181101e-54,2.7015117467814466e-22,5.2189840334013305e-21,1.2903146636440873e-32,1.0428088663285416e-26,2.0217187952399378e-20,3.6822535917844954e-35,7.758631666771086e-54,1.9730880080661145e-67,1.863039247465846e-49,6.410876787928914e-68,1.5454112911868857e-55,2.0634827152967442e-70,7.512932502024302e-20,8.825735022457167e-38,1.3622365562774888e-74,1.1272141826537959e-74,3.4325736234929177e-73,2.223424048497991e-24,5.110049032523297e-34,2.8621816555133636e-55,2.430354322074454e-41,1.4715344566316858e-51,1.3131670917331211e-56,6.810264741451828e-47,2.9607251152248085e-38,2.232355850894556e-74,3.2981360367854135e-58,2.084390372793099e-36,1.799253629579012e-54,9.704763983439457e-68,5.740375878496635e-72,9.702133841993711e-72,3.8967259475904495e-73,1.138651298741614e-78,1.2767011818871773e-58,2.974373583443366e-53,4.4881566394436405e-51,1.4656068715716956e-59,2.580720117003744e-53,9.966645360579655e-57,4.3971113647846754e-69,3.0792042713221397e-86,1.0428088663286535e-26,9.412529687423853e-36,1.8463032075015466e-84,2.496524889970872e-74
2.755935233869151e-20,0.7214933486844594,3.5118570306294377e-25,8.964536186414593e-26,8.988208844757817e-36,3.07822321300003e-38,0.0,0.0,5.1230248729442046e-20,7.544178504841111e-36,1.5875334933763127e-47,1.7972084446149798e-47,1.5723940910783702e-44,2.831371492426656e-60,4.757490953704687e-41,3.0486260613163588e-34,5.441072954791975e-22,4.377058932476082e-34,8.532936327323941e-58,4.117580925850329e-56,5.773464383080196e-33,2.4285871127337024e-51,1.6992762503137715e-22,5.497888619539043e-53,1.5336416348509295e-38,1.0361369240253251e-50,2.581899506790682e-31,2.357922768072774e-39,1.703407900731853e-56,6.934790344753597e-57,1.0377951692433759e-52,3.87788084124945e-56,8.842375908113924e-45,3.3900336010160985e-57,3.76,0.0,0.6649008519527574,0.9999999999999403,5.189190956010241e-48,1.5131680954781264e-19,5.881006862786345e-15,5.628138688503835e-15,2.5286817428251044e-16,2.987697746811116e-32,5.971110675976948e-14,1.860314954958363e-36,1.1621125016859721e-37,1.457422855622021e-39,1.6755270736315788e-50,4.376123447992449e-34,4.165063732514365e-34,2.160263624966296e-33,1.4036735122733662e-33,7.073727054448998e-38,2.886088459304411e-39,4.478163800424619e-24,3.508152470367546e-35,2.5087939174090412e-49,2.4489724529573983e-51,4.3484778234161475e-46,4.3191047920572153e-60,5.3283601451116467e-39,8.834392384429897e-47,1.6992762503168269e-22,6.888323696230562e-38,1.6104708180106074e-56,8.9969187750367e-54,5.441072954785144e-22,1.0511474884160453e-20,5.215658174010821e-32,2.100305181478618e-26,4.0719125030874373e-20,1.488425775965921e-34,6.283141210082682e-53,3.198460721754614e-66,1.508737485143928e-48,1.0392307536611663e-66,1.2515141311017806e-54,3.344994403013127e-69,1.513168095478133e-19,3.5675032074466686e-37,2.208244160480007e-73,1.8272627650042994e-73,5.564349763292324e-72,4.478164058205535e-24,2.0655635215976895e-33,2.3178689116901815e-54,9.823880751907183e-41,1.1916867550814625e-50,1.0634744644121109e-55,5.515128955663729e-46,1.1967724294884179e-37,3.6393034554207955e-73,2.670916072541551e-57,8.425439152174874e-36,1.4570925646267462e-53,1.5821214648857076e-66,9.30546725667391e-71,1.5816926854385274e-70,6.352646777432309e-72,3.737167561707323e-77,1.0381925344276296e-57,2.408724843715421e-52,3.6346256099378327e-50,1.1868869602586445e-58,2.0899340903464597e-52,8.07124781569428e-56,7.16840129821812e-68,1.0045920204207077e-84,2.1003051814790712e-26,3.804694993034968e-35,6.058760648641452e-83,4.0699656628240664e-73
5.531142742101023e-20,0.7214933486844599,7.048273602308607e-25,1.7991761437495962e-25,3.61411924528929e-35,1.237740181293563e-37,0.0,0.0,1.0281875094649997e-19,3.033480996294035e-35,1.2777850681385813e-46,1.4465497108667321e-46,1.2655995596790124e-43,2.278934100846781e-59,1.912966188271418e-40,1.2258391309068303e-33,1.0920195370819942e-21,1.7599961459344613e-33,6.868049561339349e-57,3.314187350583882e-55,2.3214846358286338e-32,1.9547381906436905e-50,3.410435551322878e-22,4.4251790665038214e-52,6.16670556172432e-38,8.339888315606576e-50,1.0381704360608525e-30,9.481112599413544e-39,1.3738601821324702e-55,5.593138556314819e-56,8.353078383465047e-52,3.127655802827582e-55,7.117113400082731e-44,2.7441417427959036e-56,3.76,0.0,0.6649008519527515,0.9999999999998801,4.1767123310173233e-47,3.036917786029509e-19,1.1803139647690006e-14,1.1295634990221283e-14,5.075046574687224e-16,1.2013401236010187e-31,1.1983977370089383e-13,7.480244614434931e-36,4.672803257929835e-37,5.860233202847622e-39,1.3486099564197205e-49,1.7596199916746608e-33,1.6747538081502902e-33,8.686325024033802e-33,5.6441094569770665e-33,2.844314557120483e-37,1.1604834760072105e-38,8.987643432440256e-24,1.410612678919633e-34,1.0091395288981292e-48,1.9711460858042557e-50,3.5000332611909295e-45,4.1386022521476985e-59,2.1425102220108236e-38,3.552270365671941e-46,3.410435551335163e-22,2.769764662306883e-37,1.2978634000658503e-55,7.24150307887297e-53,1.0920195370792475e-21,2.1096456585636224e-20,2.097193212468717e-31,4.2152978117787924e-26,8.172299918778053e-20,5.984894581790962e-34,5.057218718816775e-52,5.151022416949805e-65,1.2143631852252583e-47,1.6736490910541364e-65,1.0073274519877124e-53,5.38701036565437e-68,3.0369177860295343e-19,1.4344773492709196e-36,3.5563091440654907e-72,2.9427503515569605e-72,8.96121375434429e-71,8.987644468965978e-24,8.305540073537051e-33,1.8656225501417991e-53,3.950139244838872e-40,9.591731748843926e-50,8.559918350220198e-55,4.4390555888843676e-45,4.81216930295076e-37,5.877484804605673e-72,2.149785619630617e-56,3.387832026659803e-35,1.172798985174731e-52,2.555130391816407e-65,1.4986224591098545e-69,2.554437911830996e-69,1.0259541514372849e-70,1.2110513707000856e-75,8.373404325232108e-57,1.9387513085478794e-51,2.9254628961556196e-49,9.553107150851858e-58,1.6821608242151008e-51,6.496442424706351e-55,1.1576987244435579e-66,3.245838332324981e-83,4.215297811780615e-26,1.5298511230238845e-34,1.963219853881117e-81,6.573005422780629e-72
1.108155775856477e-19,0.7214933486844616,1.4121110058009e-24,3.604621194094148e-25,1.449423463108517e-34,4.963893050192534e-37,0.0,0.0,2.05995755380608e-19,1.2165615552674598e-34,1.0253420455039497e-45,1.1607650441202646e-45,1.0155639419418823e-42,1.8287010936553938e-58,7.671850009944701e-40,4.91616318485636e-33,2.187844020291702e-21,7.058371724240023e-33,5.511177328878438e-56,2.659426628638757e-54,9.310191699141348e-32,1.5685542928993927e-49,6.832754153322546e-22,3.550927512824292e-51,2.473124742897507e-37,6.692298484488985e-49,4.163527781575207e-30,3.802357307369233e-38,1.1035592120157048e-54,4.49270465561075e-55,6.702819344232666e-51,2.5123103284737318e-54,5.711035283283376e-43,2.226953180616394e-55,3.76,0.0,0.6649008519527396,0.9999999999997599,3.3515486058225518e-46,6.084417167132219e-19,2.3647405217497117e-14,2.2630627593678142e-14,1.0167776238189738e-15,4.817911207985171e-31,2.40097107565753e-13,2.999912652643421e-35,1.874003102836287e-36,2.350215619820294e-38,1.0821745575384867e-48,7.056863176911055e-33,6.716511822005862e-33,3.48360483993173e-32,2.2635403311568012e-32,1.1406973684514914e-36,4.6540577777021827e-38,1.800660269893654e-23,5.657187754408124e-34,4.0500247129229917e-48,1.5817205952143659e-49,2.808556267525609e-44,4.383731328258273e-58,8.592424593398638e-38,1.424619330269145e-45,6.832754153371814e-22,1.1107995103380193e-36,1.0420997411627163e-54,5.810850382684722e-52,2.1878440202806874e-21,4.226641998841788e-20,8.410682774565195e-31,8.44528307237922e-26,1.6373074750141752e-19,2.400210408231393e-33,4.0580995501212105e-51,8.268531780644345e-64,9.744499781998509e-47,2.6865774484458663e-64,8.08316840966469e-53,8.647344679815163e-67,6.084417167132322e-19,5.7528957562979634e-36,5.708663779852727e-71,4.723766034789988e-71,1.4384732684904808e-69,1.80066068558683e-23,3.330893043828791e-32,1.4970446036454233e-52,1.5841825126747175e-39,7.696760662124705e-49,6.868855673823503e-54,3.562062548106092e-44,1.9298951199688573e-36,9.447885174599574e-71,1.7250675709881948e-55,1.3586721671797203e-34,9.410989742340128e-52,4.1072974792820866e-64,2.4056254563715973e-68,4.106184337824472e-68,1.6491913343056157e-69,3.8997783755119836e-74,6.725982433110819e-56,1.5557258268176344e-50,2.347499734940631e-48,7.665780217679762e-57,1.349828199915293e-50,5.2129859140859475e-54,1.8609668876659787e-65,1.0436794008336012e-81,8.445283072386528e-26,6.135387245811985e-34,6.321629451218701e-80,1.0565914264055096e-70
