Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537)
4.2607051612691076e-06,0.802634799414024,5.552503506996437e-08,2.5058008550413776e-08,1.623498623897537e-08,1.046214719974392e-07,0.0,0.0,1.3072882244644562e-07,3.9534036095455407e-10,1.3131731063507166e-06,3.6498324151919804e-08,8.807978036365039e-10,7.03763103468829e-23,6.26757101426283e-16,1.6019232217024845e-10,3.959322101306047e-08,1.1316117601417069e-05,1.2519725701334083e-11,1.7685616695422284e-12,6.540282072944997e-05,8.44326726735991e-11,2.5707767922388075e-11,4.257160519836459e-15,6.35639158354412e-13,2.9312690009050066e-07,2.986395310656859e-12,5.864272448121875e-13,4.050053556973659e-15,7.006130587717882e-17,2.2039496186897414e-14,4.329176128002208e-17,1.0238485163520423e-11,4.195670234925222e-14,3.76,0.0,0.2580950373516722,0.9992114279517903,1.1270319276072235e-07,3.3687077202153617e-10,0.5376818858933642,0.537533714284935,3.866568410197626e-06,1.4140244345863827e-10,0.0007765251777245541,2.6493662539457546e-08,1.010798067035906e-11,3.269727214086119e-14,1.0740480345328106e-12,1.048826441899577e-05,5.874879861000617e-10,9.906869445296713e-09,1.2880368991575265e-08,1.3848504455814353e-07,3.436111550108776e-07,2.5402661526853467e-09,2.9839647656438374e-09,6.406572593881063e-16,1.793577895978089e-16,6.372797103825623e-12,3.2798622837171312e-12,2.6413242510035967e-08,1.409548510538286e-10,1.4337742690364135e-08,5.741695554356016e-12,5.5278502202969115e-15,8.651967378782378e-12
4.313124929429379e-06,0.803102666426175,5.6131201213772444e-08,2.5225338576159826e-08,1.6375396557042645e-08,1.079472790014875e-07,0.0,0.0,1.335816080148709e-07,4.107735905549081e-10,1.355923397421231e-06,3.720125344798e-08,8.999019486651309e-10,7.328397444416582e-23,6.456029432216752e-16,1.6177924462481337e-10,4.07009126734473e-08,1.1546074605460641e-05,1.2915958024652117e-11,1.8182643968513603e-12,6.679582612961468e-05,8.629851911867423e-11,2.547988131370109e-11,4.468244963286667e-15,6.531201559120884e-13,3.0100163366424107e-07,3.045108119489984e-12,6.113733816771478e-13,4.3368607379348054e-15,7.403814519262189e-17,2.2768777812283425e-14,4.457492553777839e-17,1.0394804617316204e-11,4.347247380186057e-14,3.76,0.0,0.2545445511844576,0.9992111796880923,1.1589133367294354e-07,3.5346227781228586e-10,0.5412338036689714,0.5410826044936792,3.814245256623012e-06,1.404995839223569e-10,0.0007765249828916706,2.7034284584119393e-08,1.0177448235361706e-11,3.3201653533885794e-14,1.089865108143353e-12,1.0690663077753182e-05,5.910224864165623e-10,1.0049452392895135e-08,1.3044157975162623e-08,1.408350112123362e-07,3.540246737105509e-07,2.583273474536318e-09,3.034805732311079e-09,6.466541769767361e-16,1.810316255810684e-16,6.432187787714067e-12,3.3488867951779963e-12,2.678474542342555e-08,1.4516472473997394e-10,1.4433591740978353e-08,5.899833421279484e-12,5.5986356070139025e-15,8.768662274610542e-12
4.365544697589651e-06,0.8035641011336673,5.673592147385823e-08,2.5392714814396853e-08,1.651658817355343e-08,1.1133041108868886e-07,0.0,0.0,1.3645691129173142e-07,4.2656621903755036e-10,1.3994595792652764e-06,3.791070937412361e-08,9.191392362139116e-10,7.627232314239109e-23,6.647668389796197e-16,1.6336936924443814e-10,4.1824265251929376e-08,1.1777391912334123e-05,1.3319159945391115e-11,1.8687316771803447e-12,6.819860733325534e-05,8.817862108753844e-11,2.5255451845710857e-11,4.686938983491293e-15,6.708400221746195e-13,3.089787922631161e-07,3.104088255828286e-12,6.370109191750283e-13,4.639639612604237e-15,7.818247470390915e-17,2.3512489064232758e-14,4.587918570542835e-17,1.0551758676386645e-11,4.502039599564399e-14,3.76,0.0,0.2510429079623745,0.9992109298300502,1.1912612923188371e-07,3.706165319199496e-10,0.544736888969502,0.5445826395766877,3.762642111389445e-06,1.3960914662411135e-10,0.0007765247868380541,2.7578170182824357e-08,1.0246109020158506e-11,3.3707346983756004e-14,1.1057481708850484e-12,1.0893894067436665e-05,5.945042871411489e-10,1.0192177677247817e-08,1.320780917378329e-08,1.431860507000937e-07,3.6459517949993087e-07,2.626308400728269e-09,3.0856872898866684e-09,6.526621169500798e-16,1.8270855447572563e-16,6.491711783367985e-12,3.4183883628907845e-12,2.7155640827880708e-08,1.494359515729402e-10,1.4528141584671003e-08,6.060127679449018e-12,5.669389717064857e-15,8.885093079171323e-12
4.417964465749922e-06,0.8040191920275298,5.733926599504905e-08,2.556016198296895e-08,1.6658579202789278e-08,1.1477095429310611e-07,0.0,0.0,1.3935452276467422e-07,4.427199575999979e-10,1.4437841374380945e-06,3.8626704214665364e-08,9.38507876830676e-10,7.934263511998276e-23,6.842503966447018e-16,1.6496273034932422e-10,4.296333151105252e-08,1.2010049001500301e-05,1.372936543401449e-11,1.9199672422048506e-12,6.961103745305443e-05,9.007279922643878e-11,2.503444542348377e-11,4.91343093157547e-15,6.887995754681913e-13,3.17058360472853e-07,3.1633334317329254e-12,6.633486509165725e-13,4.959051557706262e-15,8.249912432763384e-17,2.4270736056523232e-14,4.7204576274965596e-17,1.07093588948135e-11,4.660069902887747e-14,3.76,0.0,0.24758943576045403,0.9992106783979574,1.2240777584654987e-07,3.883440448209248e-10,0.5481918135954005,0.5480344916161883,3.711749062623296e-06,1.3873096052830108e-10,0.0007765245896258078,2.812527189175241e-08,1.0313976489791327e-11,3.4214366734242514e-14,1.1216981992760242e-12,1.1097934969499853e-05,5.979342292585442e-10,1.0335046711892198e-08,1.3371327684890707e-08,1.4553810752040535e-07,3.75322319368576e-07,2.6693693319225435e-09,3.1366075465879557e-09,6.586812690647066e-16,1.843886324030664e-16,6.551287287024108e-12,3.488361487618249e-12,2.752594079641396e-08,1.5376836542012786e-10,1.4621409932632304e-08,6.222585425556988e-12,5.740077026463024e-15,9.001265990762873e-12
4.470384233910194e-06,0.8044680263813712,5.794130357332276e-08,2.572770383587024e-08,1.680138680120463e-08,1.1826899220227406e-07,0.0,0.0,1.4227423610851535e-07,4.592364283338356e-10,1.4888994897310566e-06,3.9349250287329124e-08,9.580061062953417e-10,8.249620006203079e-23,7.04055233882934e-16,1.6655936210149671e-10,4.4118165398772955e-08,1.224402567998625e-05,1.4146608730206689e-11,1.9719748623189037e-12,7.103299111942792e-05,9.198087594387851e-11,2.481682819359342e-11,5.147912510562028e-15,7.069996564130427e-13,3.2524032747023726e-07,3.222841515879727e-12,6.903953598126519e-13,5.295776833116083e-15,8.699301216321861e-17,2.5043624442350724e-14,4.855113004830946e-17,1.0867616459714027e-11,4.821361246380523e-14,3.76,0.0,0.24418347189751757,0.9992104254118823,1.2573647341419872e-07,4.066553650285807e-10,0.5515992401047792,0.5514388234486239,3.661556335533347e-06,1.378648569518726e-10,0.0007765243912063031,2.8675543028059086e-08,1.0381063873825677e-11,3.472272813569174e-14,1.13771614311728e-12,1.1302763757207397e-05,6.013131407587417e-10,1.0478061040624808e-08,1.3534718711947567e-08,1.4789113453588566e-07,3.862057392760091e-07,2.7124547609763736e-09,3.187564727210309e-09,6.647118260121711e-16,1.8607190619071928e-16,6.611006011297796e-12,3.5588006851091622e-12,2.7895657994832133e-08,1.5816180126380012e-10,1.471341426644117e-08,6.387213957639359e-12,5.810751486134582e-15,9.117187339841272e-12
4.5228040020704656e-06,0.8049106902681282,5.854210180808933e-08,2.5895363211715043e-08,1.6945027230123962e-08,1.2182460612720568e-07,0.0,0.0,1.4521584814594947e-07,4.761171655325568e-10,1.5348079878744715e-06,4.007836019013667e-08,9.776321852771535e-10,8.573431779518099e-23,7.241829804354784e-16,1.681592996808103e-10,4.5288822006783224e-08,1.2479302076532415e-05,1.457092434773696e-11,2.0247583464259786e-12,7.246434446642987e-05,9.390267540898047e-11,2.460256635397825e-11,5.3905788260821416e-15,7.254411271336732e-13,3.3352468698893584e-07,3.2826105279918462e-12,7.181598194063213e-13,5.650514929839733e-15,9.166914562508198e-17,2.583125942133896e-14,4.9918878292684703e-17,1.1026542206953597e-11,4.985936535232897e-14,3.76,0.0,0.24082436280900174,0.9992101708914926,1.291124252066307e-07,4.2556107889426847e-10,0.5549598219405806,0.5547962887918485,3.6120542905745506e-06,1.3701066953043654e-10,0.0007765241915993006,2.922893765631421e-08,1.044738416985481e-11,3.523245345789373e-14,1.153803583335196e-12,1.150835878862982e-05,6.046418337205005e-10,1.062122233222097e-08,1.3697987556895664e-08,1.5024509250801748e-07,3.9724508470465936e-07,2.7555633041242106e-09,3.2385572026479006e-09,6.7075397559823935e-16,1.877584302799557e-16,6.670884549279196e-12,3.6297005663734854e-12,2.8264805630289034e-08,1.6261609538190182e-10,1.4804171840938982e-08,6.554020767734416e-12,5.881416077259132e-15,9.232863571532155e-12
4.575223770230737e-06,0.8053472685765871,5.9141726992271873e-08,2.606316207852761e-08,1.7089515913950403e-08,1.2543787526800317e-07,0.0,0.0,1.481791588079234e-07,4.933636170193017e-10,1.5815119191871546e-06,4.081404686197785e-08,9.973843990014258e-10,8.905830587862921e-23,7.44635280089276e-16,1.6976257843655167e-10,4.6475357532223235e-08,1.2715858635881452e-05,1.5002347078342167e-11,2.0783215415309687e-12,7.390497511764039e-05,9.583802354925606e-11,2.4391626294045945e-11,5.641628437219038e-15,7.441248704915921e-13,3.419114372832888e-07,3.3426386369881557e-12,7.466507958472815e-13,6.0239849226468615e-15,9.653262259473313e-17,2.6633745771858186e-14,5.130785095720072e-17,1.1186146634949136e-11,5.153818626012706e-14,3.76,0.0,0.23751146392153302,0.9992099148560641,1.325358377606007e-07,4.4507181042698416e-10,0.5582742035559881,0.5581075323705758,3.5632334198493494e-06,1.3616823420378459e-10,0.0007765239908913024,2.9785410575286285e-08,1.051295015450563e-11,3.5743556925376224e-14,1.1699614170571717e-12,1.1714698799802273e-05,6.07921104408178e-10,1.076453237882028e-08,1.3861139615315663e-08,1.525999496531566e-07,4.0844000117886146e-07,2.798693771962549e-09,3.2895835585968224e-09,6.768079038254962e-16,1.8944826246095776e-16,6.730803469918482e-12,3.701055896464991e-12,2.8633397402739314e-08,1.671310855150247e-10,1.4893699687071936e-08,6.723013534777949e-12,5.952015000624436e-15,9.348301231304218e-12
4.627643538391009e-06,0.8057778450276735,5.974024401559078e-08,2.623112157775749e-08,1.723486749554015e-08,1.2910887684615277e-07,0.0,0.0,1.5116397109251772e-07,5.109771454916152e-10,1.6290135081747862e-06,4.15563232275435e-08,1.017261056897082e-09,9.246949620686411e-23,7.654137867138555e-16,1.7136923281508547e-10,4.7677829239396856e-08,1.2953676113152067e-05,1.544091199487459e-11,2.132668331994239e-12,7.535476217204557e-05,9.778674804769107e-11,2.4183974761526477e-11,5.901263407638048e-15,7.630517893270273e-13,3.504005810904303e-07,3.4029241442844544e-12,7.758770495134173e-13,6.416925827377388e-15,1.0158863259023996e-16,2.7451187814717737e-14,5.271807658681995e-17,1.1346439918422299e-11,5.3250303289263886e-14,3.76,0.0,0.23424413952922862,0.9992096573247005,1.3600692077316152e-07,4.651982211305108e-10,0.561543020538114,0.561373190040098,3.5150843467756605e-06,1.35337389169742e-10,0.0007765237890220354,3.034491730490679e-08,1.0577774382767007e-11,3.625605167043563e-14,1.1861903227727465e-12,1.1921762897988687e-05,6.111517376494502e-10,1.0907993080656345e-08,1.4024180360889911e-08,1.5495568122067208e-07,4.19790134751635e-07,2.841845039692127e-09,3.340642465750385e-09,6.828738012608127e-16,1.9114144877339026e-16,6.790862140081109e-12,3.772861430320425e-12,2.9001447459641062e-08,1.7170661102109885e-10,1.498201461470394e-08,6.894200117771394e-12,6.022609738670628e-15,9.463506952672579e-12
4.68006330655128e-06,0.8062025021905227,6.033771657795223e-08,2.6399262063704502e-08,1.738109588545487e-08,1.328376862471522e-07,0.0,0.0,1.5417009102526829e-07,5.28959029881184e-10,1.6773149180789716e-06,4.230520245898711e-08,1.0372604922662285e-09,9.59692286476956e-23,7.865201642444087e-16,1.729792977582655e-10,4.889629542240725e-08,1.3192735568340074e-05,1.588665445462419e-11,2.187802639372475e-12,7.681358618991525e-05,9.974867833924118e-11,2.3979578637822963e-11,6.169689356920709e-15,7.82222805767166e-13,3.5899212559191027e-07,3.4634654783317573e-12,8.058473361007978e-13,6.83009696279892e-15,1.0684245791967578e-16,2.8283689413286616e-14,5.414958241475737e-17,1.1507431921706675e-11,5.499594409988684e-14,3.76,0.0,0.23102176267169916,0.9992093983161303,1.395258870013061e-07,4.8595100985508e-10,0.5647668997299824,0.5645938889083061,3.4675978249341827e-06,1.3451797484568394e-10,0.0007765235859907766,3.090741407351258e-08,1.0641869189119571e-11,3.6769960890216624e-14,1.2024918927604116e-12,1.2129530555094069e-05,6.143345034599212e-10,1.1051606440399457e-08,1.4187115338372919e-08,1.5731226909280545e-07,4.312951324608955e-07,2.8850160639115157e-09,3.391732695382709e-09,6.889518544220634e-16,1.9283804042495996e-16,6.8511147643361214e-12,3.845111993895741e-12,2.9368970353779927e-08,1.7634251301799317e-10,1.5069133215402633e-08,7.067588549342487e-12,6.093220103342517e-15,9.57848744288392e-12
4.732483074711552e-06,0.8066213214983263,6.093420710337855e-08,2.6567603140342797e-08,1.7528214307471145e-08,1.3662437716775687e-07,0.0,0.0,1.5719732761970015e-07,5.473104667271572e-10,1.72641825237898e-06,4.306069814754054e-08,1.0573810619706806e-09,9.955885976073693e-23,8.079560915491327e-16,1.745928091762988e-10,5.0130815371645564e-08,1.3433018360963623e-05,1.6339610101528174e-11,2.2437284219466676e-12,7.828132917868423e-05,1.0172364560684649e-10,2.3778404855218427e-11,6.44711551202128e-15,8.016388605569042e-13,3.6768608237309727e-07,3.524261197589651e-12,8.36570408617167e-13,7.264278317201338e-15,1.1229947485349228e-16,2.913135402372081e-14,5.560239462941201e-17,1.1669132210114983e-11,5.677533593052921e-14,3.76,0.0,0.22784371501372955,0.9992091378486565,1.4309295216484726e-07,5.073409126647151e-10,0.5679464593508364,0.5677702474560298,3.4207647339814077e-06,1.337098338610042e-10,0.0007765233819153296,3.147285780545304e-08,1.0705246700897868e-11,3.7285299348276756e-14,1.2188670104027328e-12,1.2337981601244183e-05,6.174701559632315e-10,1.1195374565629879e-08,1.4349950162692649e-08,1.596697014014553e-07,4.429546427566482e-07,2.9282060012156574e-09,3.4428532353317366e-09,6.950422445364217e-16,1.9453809611067696e-16,6.9113969692683376e-12,3.9178026099259695e-12,2.9735981003270695e-08,1.810386345142352e-10,1.5155071865194163e-08,7.243187029491213e-12,6.1637648451557706e-15,9.693249470741493e-12
4.7849028428718235e-06,0.8070343832639602,6.152977658471847e-08,2.6736163697736254e-08,1.7676235343419176e-08,1.4046902172219126e-07,0.0,0.0,1.602454928359094e-07,5.660325715603303e-10,1.7763255562480312e-06,4.382282382368968e-08,1.0776211460895822e-09,1.0323976511623746e-22,8.297232596537391e-16,1.7620980201413919e-10,5.138144934002337e-08,1.3674506144775582e-05,1.679981486778508e-11,2.3004496739156076e-12,7.97578745788447e-05,1.0371148277682567e-10,2.35804207038807e-11,6.733754759044842e-15,8.21300912378725e-13,3.7648246738170094e-07,3.5853099730291406e-12,8.680550190900504e-13,7.720270919798012e-15,1.1796515482372652e-16,2.999428465269273e-14,5.70765382836353e-17,1.1831550061487929e-11,5.858870561698463e-14,3.76,0.0,0.2247093867266161,0.9992088759404631,1.4670833485361478e-07,5.293787027198764e-10,0.5710823091147864,0.5709028756557227,3.374576079202169e-06,1.3291281101409085e-10,0.0007765231767278172,3.2041206108837283e-08,1.0767918837405228e-11,3.78020772973853e-14,1.2353160400058778e-12,1.254709621845112e-05,6.205594393794339e-10,1.133929965283485e-08,1.451269050332805e-08,1.6202797216438083e-07,4.547683159006569e-07,2.971414053642359e-09,3.49400313584393e-09,7.01145157689529e-16,1.9624166180939843e-16,6.971805723323259e-12,3.990928267624883e-12,3.01024946542426e-08,1.8579482052968294e-10,1.5239846727288035e-08,7.421003919526517e-12,6.234309248033014e-15,9.80779985751438e-12
4.837322611032095e-06,0.8074417666953982,6.212448485638974e-08,2.6904961945748184e-08,1.782517097236713e-08,1.4437169055963457e-07,0.0,0.0,1.6331440154092138e-07,5.851263802963239e-10,1.8270388179657198e-06,4.4591593203686e-08,1.0979791475987583e-09,1.0701332856789624e-22,8.518233676417544e-16,1.778303105201346e-10,5.2648258509147394e-08,1.391718086258751e-05,1.7267304975718382e-11,2.357970425122712e-12,8.124310724985489e-05,1.0571202451373087e-10,2.3385593800119022e-11,7.029823695302076e-15,8.412099372440234e-13,3.853813008857364e-07,3.646610581395753e-12,9.003099193483474e-13,8.198897216721985e-15,1.2384506559774888e-16,3.0872583844119565e-14,5.857203730611506e-17,1.1994694478070083e-11,6.043627961057025e-14,3.76,0.0,0.22161817637113604,0.9992086126094015,1.503722564387234e-07,5.520751901715918e-10,0.5741750503478283,0.5739923750885115,3.329022991248307e-06,1.3212675322693425e-10,0.0007765229703949972,3.261241726351178e-08,1.0829897307393328e-11,3.832031862093774e-14,1.2518405864227741e-12,1.2756854934409206e-05,6.236030844438535e-10,1.148338398036249e-08,1.4675342076879024e-08,1.6438708094100352e-07,4.667358043399878e-07,3.0146394557876364e-09,3.5451814961645004e-09,7.072607786487078e-16,1.979487849796155e-16,7.032451096440837e-12,4.0644839835085255e-12,3.046852684633473e-08,1.9061091820621923e-10,1.5323473754776176e-08,7.601047736403426e-12,6.304899707769032e-15,9.922145465521308e-12
4.889742379192367e-06,0.8078435499109163,6.271839055028271e-08,2.7074015443298895e-08,1.7975032606515825e-08,1.4833245299869865e-07,0.0,0.0,1.6640387146998679e-07,6.045928506369948e-10,1.878559970288265e-06,4.5367020524052394e-08,1.1184534920788282e-09,1.1088094670445598e-22,8.742581280942033e-16,1.794543702970239e-10,5.393130495990633e-08,1.4161024741248135e-05,1.774211693896248e-11,2.416294740862034e-12,8.27369134560683e-05,1.0772510721483813e-10,2.3193891751080723e-11,7.335542681438565e-15,8.613669279124911e-13,3.9438260743052366e-07,3.7081619139211045e-12,9.333438630123664e-13,8.701001451828652e-15,1.2994487246723092e-16,3.176635375227955e-14,6.008891481407847e-17,1.2158574195985814e-11,6.231828399529063e-14,3.76,0.0,0.2185694907821268,0.9992083478728419,1.5408494098615516e-07,5.754412220686218e-10,0.5772252761032516,0.5770393390596399,3.284096721612753e-06,1.313515095441225e-10,0.0007765227630727543,3.3186450209437785e-08,1.0891193625466963e-11,3.8840039452403374e-14,1.2684416062714866e-12,1.2967238616467886e-05,6.266018055282854e-10,1.162762991591868e-08,1.4837910650833848e-08,1.6674703250246676e-07,4.788567630557934e-07,3.0578816551587134e-09,3.596387641734387e-09,7.133892841062129e-16,1.9965952422930265e-16,7.09311844086226e-12,4.138465031088222e-12,3.0834093379788745e-08,1.9548677690810415e-10,1.540596869330162e-08,7.783327147210064e-12,6.3754246558213846e-15,1.0036293187476732e-11
4.942162147352638e-06,0.808239809954082,6.331155085376933e-08,2.7243341130501675e-08,1.8125831127924993e-08,1.5235137711180658e-07,0.0,0.0,1.6951372318529896e-07,6.244328634775098e-10,1.930890891778305e-06,4.614911992373349e-08,1.139042627382777e-09,1.148440380864983e-22,8.970292687257282e-16,1.8108201695447015e-10,5.523065164291402e-08,1.4406020286672218e-05,1.822428756241484e-11,2.475426720682546e-12,8.423918085269067e-05,1.0975056900407768e-10,2.3005282349917003e-11,7.65113589394115e-15,8.817728932776268e-13,4.034864157937617e-07,3.7699629582721316e-12,9.671656073963183e-13,9.227450052452296e-15,1.3627033947792947e-16,3.267569609663595e-14,6.162719304636605e-17,1.2323197695182851e-11,6.423494450351024e-14,3.76,0.0,0.21556274495465425,0.9992080817480884,1.578466151743123e-07,5.994876822783552e-10,0.5802335712754568,0.5800443527123211,3.239788641774777e-06,1.3058693109584082e-10,0.0007765225546936874,3.376326453517386e-08,1.0951819111767337e-11,3.9361246525834136e-14,1.2851191012126686e-12,1.317822846567258e-05,6.295563085405731e-10,1.1772039900299556e-08,1.5000402028068463e-08,1.6910783651769158e-07,4.911308498885935e-07,3.1011401372290303e-09,3.647620949932776e-09,7.195308536062025e-16,2.0137392591456388e-16,7.153885536698107e-12,4.2128666352602405e-12,3.119921028469915e-08,2.0042224831416772e-10,1.5487347083696265e-08,7.967850963760797e-12,6.445946103818928e-15,1.0150249939878436e-11
4.99458191551291e-06,0.8086306228098671,6.390402184724746e-08,2.7412955358147832e-08,1.827757692246168e-08,1.5642852983413556e-07,0.0,0.0,1.7264378003352187e-07,6.446472244513853e-10,1.9840334082199305e-06,4.6937905668837973e-08,1.1597450232980713e-09,1.1890403308734224e-22,9.201385250392822e-16,1.8271328422296815e-10,5.654636234465018e-08,1.4652150278498241e-05,1.8713853943565345e-11,2.5353704985298115e-12,8.574979847043752e-05,1.1178824972452953e-10,2.2819733905265076e-11,7.976831383027601e-15,9.024288577826036e-13,4.1269275893850146e-07,3.832012791242311e-12,1.001783914117737e-12,9.779132056953229e-15,1.4282733069794851e-16,3.360071213525292e-14,6.318689327770951e-17,1.2488573211368918e-11,6.618648653297392e-14,3.76,0.0,0.21259736192096107,0.9992078142521443,1.6165750820786363e-07,6.242254914087782e-10,0.5832005127229941,0.5830079931508092,3.19609024396015e-06,1.2983287103955148e-10,0.000776522345210049,3.4342820465460924e-08,1.1011784885532069e-11,3.988396543780102e-14,1.3018748216116529e-12,1.338980601035737e-05,6.324672870048054e-10,1.1916616439748745e-08,1.5162822039702434e-08,1.7146950723113949e-07,5.035577258705921e-07,3.144414374198873e-09,3.6988808003979704e-09,7.256856683445347e-16,2.0309203536897814e-16,7.21489756090291e-12,4.287683994395946e-12,3.156389379043273e-08,2.0541718651255346e-10,1.5567624264844545e-08,8.154628137160154e-12,6.516523476689448e-15,1.0264022653336078e-11
5.0470016836731815e-06,0.8090160634049239,6.44958584647027e-08,2.7582873911574028e-08,1.843027990628655e-08,1.6056397704822384e-07,0.0,0.0,1.7579386811365294e-07,6.652366650716774e-10,2.0379892936131496e-06,4.773339251875016e-08,1.1805591713161816e-09,1.2306237432843433e-22,9.43587643734855e-16,1.8434820677225918e-10,5.787850166794145e-08,1.4899397766318224e-05,1.9210853471454187e-11,2.596130241540617e-12,8.726865670426969e-05,1.1383799093273157e-10,2.263721477373453e-11,8.31286111520274e-15,9.233358610012013e-13,4.2200167397356524e-07,3.894310583529731e-12,1.0372075506229264e-12,1.0356959435533717e-14,1.4962181125704837e-16,3.4541502728019684e-14,6.476803618246082e-17,1.2654708740269077e-11,6.817313515795185e-14,3.76,0.0,0.20967277266186424,0.9992075454015826,1.655178517556263e-07,6.49665606766309e-10,0.5861266693571543,0.5859308295290222,3.152993135916116e-06,1.2908918457743898e-10,0.0007765221347251198,3.4925078852478147e-08,1.1071101881624257e-11,4.040820786662745e-14,1.3187092165972979e-12,1.3601953101617465e-05,6.353354194806315e-10,1.2061362109262667e-08,1.5325176545914716e-08,1.7383206323651916e-07,5.161370554441929e-07,3.1877040295552225e-09,3.750166769769198e-09,7.318539022474244e-16,2.0481390598191667e-16,7.275996964579466e-12,4.3629125844951775e-12,3.192816030404871e-08,2.1047144805866073e-10,1.564681537575427e-08,8.343667753831142e-12,6.587083844233272e-15,1.0377618265305223e-11
5.099421451833453e-06,0.8093962056657888,6.508711428274874e-08,2.7753112029774657e-08,1.8583949550598044e-08,1.6475778367910724e-07,0.0,0.0,1.789638162371599e-07,6.862018442107391e-10,2.092760271456525e-06,4.8535595229673273e-08,1.2014835843207427e-09,1.2732052152993586e-22,9.67378386409412e-16,1.85986819881665e-10,5.922713500343843e-08,1.5147746064786982e-05,1.9715323827843225e-11,2.657710151070872e-12,8.87956472988381e-05,1.1589963589224664e-10,2.245769342825633e-11,8.659461029304294e-15,9.444949570940358e-13,4.3141320211075077e-07,3.956855594480934e-12,1.073445292239556e-12,1.0961867506827302e-14,1.5665984862531629e-16,3.549816833253971e-14,6.637064171466427e-17,1.282161205180402e-11,7.019511514342448e-14,3.76,0.0,0.2067884159922399,0.999207275212817,1.6942787987623667e-07,6.758190223022174e-10,0.58901260225647,0.5888134231650758,3.1104890415857873e-06,1.2835572890297153e-10,0.0007765219232274081,3.551000116452936e-08,1.1129780853106053e-11,4.093398831022272e-14,1.3356230409801181e-12,1.381465190743764e-05,6.381613749289559e-10,1.2206279549725369e-08,1.5487471431361117e-08,1.7619552719497036e-07,5.288685067421101e-07,3.2310088163345312e-09,3.801478503115694e-09,7.380357286584506e-16,2.0653958587761333e-16,7.33721853827114e-12,4.438547834928142e-12,3.22920263839057e-08,2.155848920344196e-10,1.5724935358231524e-08,8.53497903058294e-12,6.6576495722384446e-15,1.0491043714809863e-11
5.151841219993725e-06,0.8097711224773307,6.56778418284092e-08,2.7923684439564516e-08,1.8738594914495597e-08,1.6901001377331514e-07,0.0,0.0,1.8215345588552632e-07,7.075433496145043e-10,2.1483480160233454e-06,4.93445287533206e-08,1.2225167962579094e-09,1.3167995080396716e-22,9.915125255219143e-16,1.8762915766709268e-10,6.05923285015396e-08,1.5397178748688436e-05,2.0227302985622555e-11,2.7201144605147e-12,9.033066333361147e-05,1.1797302956531862e-10,2.228113871329938e-11,9.016871093449232e-15,9.659072142786062e-13,4.4092738861215073e-07,4.019647159418881e-12,1.1105059230688258e-12,1.1594815369610036e-14,1.6394761394073307e-16,3.647080896493595e-14,6.799472916665308e-17,1.2989290696307779e-11,7.225265096024949e-14,3.76,0.0,0.2039437384453665,0.9992070037019809,1.7338782894022537e-07,7.026967685671881e-10,0.59185886478236,0.5916563276569622,3.0685697991275026e-06,1.2763236317391824e-10,0.0007765217107172583,3.609754947457145e-08,1.118783236560758e-11,4.146132355721328e-14,1.3526171811939799e-12,1.4027884906772068e-05,6.409458105684353e-10,1.235137145421546e-08,1.5649712593576038e-08,1.7855992555609256e-07,5.417517518538348e-07,3.2743284612717223e-09,3.852815665742304e-09,7.442313209985071e-16,2.0826912215962187e-16,7.39858984087838e-12,4.514585234156218e-12,3.265550871414907e-08,2.207573801268696e-10,1.580199895959458e-08,8.728571309787175e-12,6.728234521290134e-15,1.0604305934086895e-11
