Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169)
2.452184458542893e-10,0.8690302224213394,3.3785155809427937e-10,8.212432732393512e-13,7.864011186559664e-14,2.433868164561889e-13,0.0,0.0,6.259988266354485e-09,2.421049965435809e-14,7.54298601009107e-16,2.361301792199041e-15,3.815462985024558e-18,3.553012525607462e-27,8.920709446756133e-18,2.4443512036925646e-12,3.1662706729870755e-10,6.661028261016045e-12,3.594095923312788e-22,1.405150061409268e-20,5.457979653929494e-10,1.4638800945808492e-17,2.44034488265488e-10,1.2051367370101421e-20,2.440310882581714e-16,5.1348804943895446e-17,3.068908347949606e-15,2.2040119477249217e-19,8.850564207199265e-24,1.000136886884943e-23,1.844714613745251e-20,2.891182980012985e-25,4.106600265206462e-19,1.0494514489402082e-23,3.76,0.0,0.5818819863332284,0.9986630332358101,2.2085004642549036e-16,9.587609881825632e-08,0.0017602904995205533,0.0017012187100210923,5.9069860894988625e-05,7.489058854097365e-10,0.0013369604932267072,1.707696428810576e-13,4.019831973532264e-14,8.103958013321745e-17,9.825541604923697e-19,6.659706364024599e-12,3.656784429736055e-12,3.345067467008412e-11,2.132930083133375e-11,4.437128757564982e-14,2.625798336249028e-17,2.038536582322916e-11,2.3513420213045423e-12,3.7380452789480746e-21,5.735543490293988e-20,1.4216978921275272e-14,1.7368236381470193e-17,6.740853328127597e-15,9.290552345807549e-23,2.465045808567161e-10,1.1331519487748863e-16,6.046155530595325e-22,2.6153757916769167e-20,3.117295599098578e-10,1.3881108090050276e-09,2.819416646236735e-10,2.3768682549586677e-17,4.609429836163898e-09,3.432904864229792e-14,3.2690400350608254e-20,1.9787648936816385e-23,6.918070422078489e-16,9.145789539637316e-23,1.2020468866519577e-22,6.4226062835602475e-28,9.588098763473783e-08,1.6514988975310593e-15,4.932050166569646e-32,2.5989015836143384e-32
2.666294847647562e-10,0.8690551703281939,3.9788283804942546e-10,9.346977166860623e-13,9.936078600660793e-14,3.119051824193098e-13,0.0,0.0,6.805290838888109e-09,2.861609489634883e-14,9.735177442467127e-16,3.205479555614962e-15,5.030978744316911e-18,4.558175338102488e-27,1.0510710138062962e-17,2.8859003603823577e-12,3.446819633488173e-10,8.019972572918004e-12,5.183336627414961e-22,1.8067798974379863e-20,6.454269851991037e-10,1.881974796677738e-17,2.650755300738085e-10,1.5482457292027508e-20,2.883569725517556e-16,6.69161370789018e-17,3.9463010273283285e-15,3.080952087305337e-19,1.1396257730063023e-23,1.2884570227116858e-23,2.3776593285915055e-20,4.1104413975713596e-25,5.739894612475562e-19,1.5945406051648487e-23,3.76,0.0,0.5817285314296445,0.9985793360297517,2.945361721692529e-16,1.0423372165888782e-07,0.0019137365466774894,0.0018503318087738296,6.34024687979061e-05,8.747641786027184e-10,0.0014206571519244484,2.0372133439304606e-13,4.819016893383579e-14,1.0228029836851652e-16,1.3419086079814963e-18,8.01836730904152e-12,4.246470195983344e-12,3.920479957097314e-11,2.500265162008895e-11,5.579925004528951e-14,3.4484418952270994e-17,2.3916778246693633e-11,2.772797556576447e-12,4.818781858797871e-21,7.336314626587548e-20,1.80817536272399e-14,2.361934215304252e-17,8.503178265782458e-15,1.2365813797479386e-22,2.679936370757599e-10,1.3395279073866875e-16,8.121081491961945e-22,3.5662742450074687e-20,3.389023717731918e-10,1.4976373848678178e-09,3.321781261079029e-10,2.878501950892351e-17,4.998552276155955e-09,4.033968967163897e-14,4.192112517732699e-20,2.758822379666753e-23,8.856788279565337e-16,1.273925904121584e-22,1.646062502704145e-22,9.576474810557458e-28,1.0423949097155836e-07,1.9521738609395468e-15,7.332888267748751e-32,3.846330844956836e-32
2.8804052367522313e-10,0.8690801116578621,4.6256701825274096e-10,1.0567801084871044e-12,1.2336471518945304e-13,3.920368889204456e-13,0.0,0.0,7.350399615575963e-09,3.338859687038665e-14,1.2321524630473482e-15,4.2520486322457186e-15,6.500021737541791e-18,5.73581934807899e-27,1.2225243757448146e-17,3.363414786739993e-12,3.728007606066595e-10,9.523606590985136e-12,7.268375631531874e-22,2.2785739515659818e-20,7.534272095868319e-10,2.3729694232131718e-17,2.8607414577311183e-10,1.950809288024499e-20,3.3635412536113577e-16,8.551897669822584e-17,4.976951080659509e-15,4.1967906148843e-19,1.439202151107811e-23,1.6279683849778977e-23,3.005396126129462e-20,5.692873565252181e-25,7.817810821462939e-19,2.3456389124713533e-23,3.76,0.0,0.5815751169952066,0.9984998131985631,3.8467676347375305e-16,1.125891455896757e-07,0.0020671421350853523,0.0019995214659068285,6.76180336562707e-05,1.0086687027950886e-09,0.001500179435758076,2.3981176924605606e-13,5.698826792012583e-14,1.2661869898241564e-16,1.7860184371586706e-18,9.521683459055648e-12,4.868687959850446e-12,4.535977717725601e-11,2.8932976040136716e-11,6.896385979903008e-14,4.44463419836559e-17,2.7699983911598057e-11,3.2276974925034215e-12,6.092335826027314e-21,9.203592967676507e-20,2.2556402887304273e-14,3.130468377983042e-17,1.0537408290245498e-14,1.612804471924791e-22,2.8947721297062907e-10,1.5631337341631995e-16,1.068671338405149e-21,4.7483758786697444e-20,3.6606787307308416e-10,1.6054305729919898e-09,3.8633948983311935e-10,3.4391237400162037e-17,5.385597669771093e-09,4.679384569507488e-14,5.2726072815679995e-20,3.7481834481951565e-23,1.112107938969298e-15,1.7291565603761935e-22,2.196893290887835e-22,1.3826377747540967e-27,1.1259586647626963e-07,2.277930653269199e-15,1.0556819844836778e-31,5.512208510849761e-32
3.0945156258569005e-10,0.8691050464120711,5.318517041638358e-10,1.1878761304078788e-12,1.5087675679756643e-13,4.846401732337436e-13,0.0,0.0,7.895316850254053e-09,3.8527756692659634e-14,1.5336162637462578e-15,5.5291579609264174e-15,8.25223092069131e-18,7.099363809849564e-27,1.4063138046918066e-17,3.876746945384932e-12,4.009830752320466e-10,1.1175304024003444e-11,9.94808257174238e-22,2.826221569727777e-20,8.69803324885849e-10,2.9427299210726715e-17,3.0703042137401445e-10,2.417524845530655e-20,3.8801686746449595e-16,1.0748005736117542e-16,6.1732425715729914e-15,5.591439713152424e-19,1.7875551601770733e-23,2.0230072933558601e-23,3.735912673199139e-20,7.709350112373508e-25,1.0414520783348365e-18,3.356254238977152e-23,3.76,0.0,0.5814217430192447,0.9984242565447027,4.934329212344857e-16,1.2094237146839246e-07,0.002220507275415184,0.0021487845719965737,7.171967590952527e-05,1.1502876748936377e-09,0.0015757355422656835,2.790798978624314e-13,6.660621893270822e-14,1.5417870316168458e-16,2.3251910719112677e-18,1.1173026812530908e-11,5.521497664128989e-12,5.190466802898715e-11,3.3113435694719517e-11,8.396961139277835e-14,5.635889474471153e-17,3.1728940660218366e-11,3.7157507392191295e-12,7.575204269934745e-21,1.1355930998851642e-19,2.7676097930950485e-14,4.058761894051949e-17,1.286014366950505e-14,2.0670385710889847e-22,3.1095531354006504e-10,1.803963741062461e-16,1.381546522864223e-21,6.19398578229076e-20,3.932260662107247e-10,1.711519952136634e-09,4.4438563891089127e-10,4.0613270748799127e-17,5.770580106940351e-09,5.368300953596078e-14,6.522400685486516e-20,4.9807941163080226e-23,1.3734308961152235e-15,2.295645225265778e-22,2.8682836014118946e-22,1.9419393102792235e-27,1.209501146201785e-07,2.628759421694379e-15,1.4784884428618662e-31,7.684991694573217e-32
3.3086260149615697e-10,0.8691299745925475,6.056854094914672e-10,1.3283611421318201e-12,1.8211893158820885e-13,5.905631451769598e-13,0.0,0.0,8.440044684486898e-09,4.403332718924771e-14,1.8813477993683158e-15,7.0663486295845034e-15,1.0318431726457613e-17,8.662219233399223e-27,1.6023247721305643e-17,4.425749912625103e-12,4.292285260408962e-10,1.2978202806164308e-11,1.3330960525099703e-21,3.455422906877253e-20,9.945598454298553e-10,3.597123367608281e-17,3.279444424039549e-10,2.953078510525466e-20,4.43339521822905e-16,1.3313354223927167e-16,7.547565990687891e-15,7.307899507998309e-19,2.1884768788540575e-23,2.47794210245319e-23,4.57722918972721e-20,1.0238499989095858e-24,1.3609910835792637e-18,4.688430201390324e-23,3.76,0.0,0.5812684094910907,0.9983524682548502,6.230823650095373e-16,1.2929340014052728e-07,0.0023738319783352863,0.002298118100789683,7.571043281408173e-05,1.2992993338625955e-09,0.0016475232847632292,3.21561401473113e-13,7.70563780793437e-14,1.850708817639591e-16,2.969819297876861e-18,1.2975533586479239e-11,6.203071503006664e-12,5.882882466900074e-11,3.7537374545242476e-11,1.0091794021904348e-13,7.044743908522286e-17,3.599774468691667e-11,4.236664653625868e-12,9.28401320254455e-21,1.3811493244143613e-19,3.347434649634039e-14,5.163089277774272e-17,1.548748846576958e-14,2.6092072765348797e-22,3.324279436247851e-10,2.062012166959428e-16,1.7584788252305772e-21,7.936911908076688e-20,4.2037695356788414e-10,1.8159345758076124e-09,5.062770257814613e-10,4.747698082768001e-17,6.153513499462508e-09,6.099880670073092e-14,7.953269421492035e-20,6.493007533557003e-23,1.671947123490419e-15,2.989816051222476e-22,3.6742969754885178e-22,2.663165844780924e-27,1.29302235864978e-07,3.004650548165648e-15,2.0218109237174546e-31,1.0461913005459948e-31
3.522736404066239e-10,0.8691548962010173,6.840175368499959e-10,1.478600629375724e-12,2.173104928370557e-13,7.106439617538538e-13,0.0,0.0,8.984585153206643e-09,4.9905062817069667e-14,2.2788089484118647e-15,8.894487392399622e-15,1.2730604987117752e-17,1.0437797382195051e-26,1.8104453740316717e-17,5.010277363919159e-12,4.575367344714394e-10,1.493522008991046e-11,1.753504773771128e-21,4.1718894724650395e-20,1.1277011181421281e-09,4.342017851100195e-17,3.488162939251997e-10,3.562145081773007e-20,5.023164116169415e-16,1.628247876013947e-16,9.112317337497027e-15,9.3922577892702e-19,2.645781724990479e-23,2.997172893986109e-23,5.537394725710767e-20,1.3367002183206683e-24,1.7489578275545838e-18,6.413372858966513e-23,3.76,0.0,0.5811151164000798,0.9982842603819851,7.760178602206324e-16,1.3764223243973335e-07,0.0025271162545112196,0.0024475191069856803,7.95932606608228e-05,1.4553916617395755e-09,0.0017157306102678189,3.672889181647715e-13,8.834994220139141e-14,2.1939331351250595e-16,3.730321578683434e-18,1.4932119209810478e-11,6.911687538178827e-12,6.612188385928784e-11,4.21983140505637e-11,1.1990731825932307e-13,8.69472526692779e-17,4.0500627401401175e-11,4.790145215083812e-12,1.1235513243003477e-20,1.6588063089924682e-19,3.998306131327718e-14,6.45957296818846e-17,1.84350668357384e-14,3.2498517525314956e-22,3.53895107913296e-10,2.337273168815765e-16,2.2077086636929246e-21,1.0012370489374251e-19,4.4752053750761827e-10,1.9187029824935658e-09,5.719746625017383e-10,5.500815671143915e-17,6.534411586572845e-09,6.873299304834888e-14,9.576893112257344e-20,8.323556859854287e-23,2.0099197494865318e-15,3.829125432915318e-22,4.629256454759661e-22,3.5768728375722934e-27,1.3765223066316084e-07,3.4055946328800804e-15,2.7077493999775093e-31,1.394878624463989e-31
3.736846793170908e-10,0.8691798112392065,7.667983588788871e-10,1.6389506287336174e-12,2.5666799277290654e-13,8.457109981410842e-13,0.0,0.0,9.528940190073715e-09,5.614271958868097e-14,2.729483005110914e-15,1.1045702879879692e-14,1.5521857779112213e-17,1.2439520927972598e-26,2.0305662601347554e-17,5.63018356024034e-12,4.859073245514583e-10,1.704906634661465e-11,2.268777794501719e-21,4.9813446755063767e-20,1.2692313270010624e-09,5.183282354363161e-17,3.6964606055188765e-10,4.2493880587361056e-20,5.649418584295616e-16,1.9691008390590466e-16,1.0879897232530358e-14,1.1893689509749305e-18,3.1633063218683954e-23,3.5851311712975294e-23,6.624483671914921e-20,1.7189867655386717e-24,2.2144827521275605e-18,8.612076273158534e-23,3.76,0.0,0.5809618637355501,0.9982194543529035,9.54745681666822e-16,1.4598886918825942e-07,0.002680360114605798,0.00259698472407785,8.337103693451118e-05,1.6182621120775644e-09,0.0017805360919796722,4.162922548334365e-13,1.004970303054187e-13,2.572323950125406e-16,4.617088427310364e-18,1.7045492424483662e-11,7.645723667747127e-12,7.377375900146549e-11,4.70899484337223e-11,1.4103334642559707e-13,1.0610323478619166e-16,4.5231952361035216e-11,5.375897194820233e-12,1.3446575362863157e-20,1.9703049462975175e-19,4.7232625780832294e-14,7.964105215510425e-17,2.1718038711477968e-14,4.000138468178324e-22,3.753568109475122e-10,2.629740813510472e-16,2.7379618898743253e-21,1.245689544329037e-19,4.746568203749483e-10,2.0198532056646495e-09,6.414401112294851e-10,6.323251630538845e-17,6.913287940263076e-09,7.687745252326539e-14,1.1404856831940315e-19,1.0513528761767097e-22,2.3895763882544618e-15,4.832044768042596e-22,5.747691175121863e-22,4.716580295381357e-27,1.4600009945841796e-07,3.831582478807644e-15,3.5603899259626325e-31,1.8259769849938697e-31
3.9509571822755773e-10,0.8692047197088406,8.539789998268048e-10,1.8097581300050198e-12,3.0040534637427257e-13,9.96583014989476e-13,0.0,0.0,1.0073111632566123e-08,6.274605500082593e-14,3.2368729774721113e-15,1.355332445874751e-14,1.8726396116505103e-17,1.4680832766627872e-26,2.2625805653001337e-17,6.28532333530438e-12,5.143399228665365e-10,1.9322258606214963e-11,2.8925804221263435e-21,5.889524368928797e-20,1.4191544973853261e-09,6.126786641509663e-17,3.904338264661443e-10,5.0194596499867405e-20,6.312101805694504e-16,2.357563781376062e-16,1.2862710059652849e-14,1.486445606530246e-18,3.7449093649624704e-23,4.246279556338306e-23,7.846592495820061e-20,2.1810711133659607e-24,2.767266592609975e-18,1.1375946592022037e-22,3.76,0.0,0.5808086514868417,0.9981578805005378,1.1618841131294017e-15,1.5433331119736733e-07,0.0028335635692790834,0.0027465121622523374,8.7046562414951e-05,1.787617345830063e-09,0.0018421093969632747,4.685985855706138e-13,1.135067597652594e-13,2.9866360406601674e-16,5.640434518270595e-18,1.9318168525584926e-11,8.403651937068961e-12,8.177463276186411e-11,5.220614007643651e-11,1.6438884354973814e-13,1.2816962163204044e-16,5.018621227286837e-11,5.993624319081074e-12,1.5934186694901718e-20,2.3173493363558023e-19,5.5251956888868083e-14,9.692281728092028e-17,2.535111487439515e-14,4.871866650817064e-22,3.96813057128181e-10,2.939409070305492e-16,3.3584387159467836e-21,1.5308251691361848e-19,5.017858044975176e-10,2.119412783533831e-09,7.146354749050918e-10,7.217570734924528e-17,7.290155970358331e-09,8.542419495089008e-14,1.3448653551363793e-19,1.3106337528958303e-22,2.813109901532585e-15,6.01804358954772e-22,7.044288833486702e-22,6.1187838450234375e-27,1.5434584268602425e-07,4.28260507723242e-15,4.605784846377255e-31,2.3517094512894774e-31
4.1650675713802465e-10,0.8692296216116455,9.455114175885879e-10,1.9913614571957634e-12,3.4873389265631516e-13,1.1640693221214023e-12,0.0,0.0,1.0617101226810334e-08,6.971482796656724e-14,3.804499987134944e-15,1.645182363780906e-14,2.237949938330543e-17,1.7175205007308094e-26,2.5063838428694177e-17,6.975552083608706e-12,5.428341585292767e-10,2.1757132883432616e-11,3.639479197529396e-21,6.902177393160234e-20,1.5774745003016015e-09,7.178401147796511e-17,4.1117967543331476e-10,5.87700077946251e-20,7.011156915267112e-16,2.797409813625804e-16,1.507316313765305e-14,1.8359904364158683e-18,4.3944714892491837e-23,4.9851114890937783e-23,9.211836689772535e-20,2.7342012625224532e-24,3.417579924667646e-18,1.480742462953618e-22,3.76,0.0,0.5806554796432981,0.9980993776198996,1.400161981804159e-15,1.6267555926773418e-07,0.002986726629188386,0.002896098706344052,9.062256322133348e-05,1.9631729744950448e-09,0.0019006117302038151,5.242326372495859e-13,1.2738731759101628e-13,3.4375221873347234e-16,6.810556118363909e-18,2.175248178795964e-11,9.184033173374102e-12,9.011494989618452e-11,5.7540915038222375e-11,1.9006393215663435e-13,1.5340971073413145e-16,5.535802606399016e-11,6.643029426195715e-12,1.8715446405589308e-20,2.7016074258399857e-19,6.406856549523401e-14,1.1659345947416596e-16,2.934857144831653e-14,5.877475459688139e-22,4.1826385072011857e-10,3.2662718039096485e-16,4.07880168326609e-21,1.860535224420294e-19,5.289074921862238e-10,2.217408768587525e-09,7.915233881261419e-10,8.186330839678438e-17,7.665028929362436e-09,9.436535389294401e-14,1.5719686510557613e-19,1.6147699795262798e-22,3.2826791413594145e-15,7.407573061002639e-22,8.533853532679471e-22,7.822955375233035e-27,1.626894607732099e-07,4.758653594249551e-15,5.871925573773311e-31,2.985076215478172e-31
4.3791779604849157e-10,0.8692545169493454,1.0413483861759171e-09,2.1840906296321207e-12,4.0186245360949405e-13,1.348969938769309e-12,0.0,0.0,1.1160910632169866e-08,7.704879875077104e-14,4.435901763866757e-15,1.9776757881892763e-14,2.6517496373976226e-17,1.993614765135261e-26,2.7618739999436835e-17,7.700725749221144e-12,5.71389663149432e-10,2.435585584760785e-11,4.524918695974264e-21,8.025066119044716e-20,1.744195056499719e-09,8.343996872431008e-17,4.318836908163774e-10,6.826641090762443e-20,7.746526985513458e-16,3.292512655558335e-16,1.7523665919865455e-14,2.243846569512063e-18,5.1158951370343616e-23,5.806150929355591e-23,1.0728347915774378e-19,3.390536865160231e-24,4.176262677824627e-18,1.9020607059365426e-22,3.76,0.0,0.5805023481942649,0.9980437925461748,1.6724172257006552e-15,1.7101561418984155e-07,0.00313984930498826,0.0030457417138470538,9.41016928020964e-05,2.144653310219716e-09,0.0019561962565130377,5.832168632221025e-13,1.4214602711645073e-13,3.9255399512806586e-16,8.137493356991509e-18,2.4350597136436686e-11,9.985511921980274e-12,9.87854102655296e-11,6.308845869501832e-11,2.1814612120090149e-13,1.8209559405590117e-16,6.074213601763838e-11,7.323814617809675e-12,2.1807561629911033e-20,3.124711634093149e-19,7.370861410559646e-14,1.3880142719620138e-16,3.372426384544203e-14,7.030050890397793e-22,4.3970919585726745e-10,3.6103227680979444e-16,4.909162931024799e-21,2.238817884666688e-19,5.560218857358301e-10,2.313867736896214e-09,8.720670082065173e-10,9.232082977288409e-17,8.03791991708578e-09,1.0369318455912712e-13,1.8229271522732894e-19,1.9685609838756574e-22,3.800409674501634e-15,9.022049820489597e-22,1.0231268459820106e-21,9.87153468742372e-27,1.7103095413951968e-07,5.2597193581482724e-15,7.388709188665294e-31,3.739822365015074e-31
4.593288349589585e-10,0.8692794057236651,1.1414434786065091e-09,2.3882677044376077e-12,4.59997390927778e-13,1.5520757504675985e-12,0.0,0.0,1.1704541425605504e-08,8.474772890875696e-14,5.134631228515908e-15,2.3564716717651112e-14,3.117774282935531e-17,2.2977216975059728e-26,3.028951234504876e-17,8.460700815264114e-12,6.000060708048986e-10,2.7120435785633038e-11,5.565196327297227e-21,9.263966990096269e-20,1.9193197404790253e-09,9.629445274236955e-17,4.5254595558958697e-10,7.872998949654817e-20,8.518155013461498e-16,3.8468435312819634e-16,2.022662922077753e-14,2.7161654402528165e-18,5.913104426280802e-23,6.713952060774081e-23,1.2404271333493617e-19,4.1631733243288606e-24,5.0547236162791465e-18,2.4141866249804104e-22,3.76,0.0,0.5803492571290911,0.9979909797537072,1.9815954925017313e-15,1.7935347674435078e-07,0.0032929316073304978,0.0031954386129775703,9.748653387215106e-05,2.331791122628331e-09,0.002009008501543781,6.45571605921572e-13,1.5778941041210187e-13,4.451158065043971e-16,9.631096920276493e-18,2.711452110912585e-11,1.080681166515741e-11,1.0777696203728132e-10,6.884311149324163e-11,2.487203859184789e-13,2.1450789940174233e-16,6.633340497309153e-11,8.035681404494509e-12,2.52278434678918e-20,3.588259466464436e-19,8.419697228004987e-14,1.636908029058473e-16,3.849164019376271e-14,8.343332418519948e-22,4.6114909654758033e-10,3.9715555998485633e-16,5.860070978805729e-21,2.6697706012364057e-19,5.831289874255553e-10,2.4088157972135257e-09,9.562300064136527e-10,1.0357371450917746e-16,8.408841885067898e-09,1.1340006177214672e-13,2.098863921307833e-19,2.377031544036713e-22,4.368394489257707e-15,1.0883840161594544e-21,1.2151462918034653e-21,1.2309913388412225e-26,1.7937032319715875e-07,5.785793847620112e-15,9.187899928258522e-31,4.630404140443411e-31
4.807398738694255e-10,0.8693042879363289,1.24575105020253e-09,2.6042071013437394e-12,5.233426606300031e-13,1.7741686626617555e-12,0.0,0.0,1.2247995105817573e-08,9.281138122797028e-14,5.904255159654536e-15,2.7853270046179795e-14,3.6398600380201895e-17,2.631202362628972e-26,3.3075179743311076e-17,9.255334294051497e-12,6.286830180135393e-10,3.0052732896704364e-11,6.77743552548848e-21,1.062467106401184e-19,2.102851984388374e-09,1.1040618170118713e-16,4.731665523513881e-10,9.020681444940181e-20,9.325983908673385e-16,4.464468018338528e-16,2.3194464468894187e-14,3.2594066373766246e-18,6.79004501943853e-23,7.7130989971836e-23,1.4247763101057155e-19,5.066164873478405e-24,6.064939787564273e-18,3.0310468653465832e-22,3.76,0.0,0.5801962064371278,0.997940800974922,2.3307487688959175e-15,1.8768914770246564e-07,0.0034459735468641353,0.0033451869007884677,0.00010077960029863685,2.524327402223701e-09,0.002059186732868747,7.113152490030684e-13,1.7432324666745074e-13,5.014762456140316e-16,1.1300998837888909e-17,3.0046112152511115e-11,1.1646730309125584e-11,1.170807950667404e-10,7.479936481672913e-11,2.818692449027845e-13,2.5093553985951034e-16,7.212681358825012e-11,8.778330845877353e-12,2.8993703043064565e-20,4.0938141153251176e-19,9.555726975786678e-14,1.914009976612403e-16,4.3663754267002254e-14,9.831719387613184e-22,4.825835566777374e-10,4.349963813967457e-16,6.942497185121124e-21,3.1575828322607075e-19,6.102287995196421e-10,2.502278599869049e-09,1.0439765593802828e-09,1.156473392591455e-16,8.777807640803917e-09,1.2347847798403798e-13,2.400893719476503e-19,2.845429428854323e-22,4.988694685047731e-15,1.3016244545012216e-21,1.4309383324016995e-21,1.5186411996237976e-26,1.877075683513275e-07,6.336868680743963e-15,1.1303086397731284e-30,5.6719541391094524e-31
5.021509127798924e-10,0.8693291635890608,1.3542262222897516e-09,2.8322159107220527e-12,5.920998656683024e-13,2.0160217510925157e-12,0.0,0.0,1.2791273097179974e-08,1.0123951967254274e-13,6.74835293954676e-15,3.268091858392774e-14,4.221941681839529e-17,2.995424044407443e-26,3.597478817660596e-17,1.0084483717839319e-11,6.574201437058038e-10,3.315446895434796e-11,8.179557666384139e-21,1.211298455337028e-19,2.294795081821945e-09,1.2583387636266976e-16,4.937455633366391e-10,1.0274284387800524e-19,1.016995648226773e-15,5.149542873582984e-16,2.643958298518733e-14,3.880337734504312e-18,7.750683992784094e-23,8.808205491200206e-23,1.626698803908594e-19,6.114546644308287e-24,7.219455939657024e-18,3.7679191665169797e-22,3.76,0.0,0.5800431961077294,0.9978931248383015,2.7230340394984435e-15,1.960226278262827e-07,0.0035989751342354387,0.003494984141334139,0.00010398333893626836,2.7220111302248215e-09,0.0021068623220030073,7.804643595967754e-13,1.917526267647102e-13,5.616661921364708e-16,1.315658706149472e-17,3.314709028379723e-11,1.2504135925872038e-11,1.266883344557722e-10,8.095185696421774e-11,3.1767283450534887e-13,2.9167547104097426e-16,7.811745766391156e-11,9.551463685423081e-12,3.3122647623113755e-20,4.64290504909029e-19,1.0781194738453094e-13,2.2206651278538667e-16,4.925327793628184e-14,1.1510277146656923e-21,5.040125800176999e-10,4.745540798172983e-16,8.167822018916417e-21,3.706529087491987e-19,6.37321324267907e-10,2.594281345459656e-09,1.1352713406874009e-09,1.285670151934078e-16,9.144829851783229e-09,1.3392104134191317e-13,2.7301232184300863e-19,3.379223091883782e-22,5.663340145162354e-15,1.5443482434905639e-21,1.6719967828276408e-21,1.855225111348429e-26,1.9604269000054397e-07,6.912935604704017e-15,1.3769635229660667e-30,6.880245852664761e-31
5.235619516903594e-10,0.8693540326835842,1.4668248662866976e-09,3.072594185768091e-12,6.664683066239207e-13,2.2783994090323314e-12,0.0,0.0,1.3334376753476371e-08,1.1003190933059993e-13,7.670515374842862e-15,3.808704634458507e-14,4.8680507612453796e-17,3.391761001154914e-26,3.8987404755502835e-17,1.0948007130150354e-11,6.862170891981119e-10,3.642723637277499e-11,9.790253038781684e-21,1.373472936549663e-19,2.4951521915136624e-09,1.4263625912035202e-16,5.142830704281795e-10,1.1638392309765437e-19,1.1050015436894708e-15,5.906312857531909e-16,2.997439528634479e-14,4.58603410319418e-18,8.799009706266819e-23,1.0003914645066274e-22,1.8470117447993347e-19,7.324355737574998e-24,8.531383907291771e-18,4.641493891917434e-22,3.76,0.0,0.5798902261302521,0.9978478265244737,3.161711974317495e-15,2.043539178691291e-07,0.0037519363800879073,0.0036448279638844395,0.00010710013141361542,2.924599054668518e-09,0.002152160088316798,8.530338212722292e-13,2.100820042748116e-13,6.257093471024036e-16,1.5206983528383595e-17,3.6419046157565235e-11,1.337796273564579e-11,1.3659123428374559e-10,8.72953692344233e-11,3.5620898067131827e-13,3.370324558438124e-16,8.430054552837437e-11,1.0354780480026747e-11,3.7632276802407584e-20,5.237028589636325e-19,1.2098230593398598e-13,2.558167611698038e-16,5.5272513164468805e-14,1.3394742943201393e-21,5.254361702251073e-10,5.158279808612128e-16,9.54782127336994e-21,4.3209622753740475e-19,6.644065639062691e-10,2.684848793345265e-09,1.2300795126140877e-09,1.423579888760584e-16,9.50992104934957e-09,1.4472047380105523e-13,3.087651205862077e-19,3.9840994174378407e-22,6.394330193135235e-15,1.8190677452207617e-21,1.939812422177918e-21,2.246151750445496e-26,2.0437568853695508e-07,7.513986486195074e-15,1.6624641892753395e-30,8.271657905013208e-31
