Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596)
0.005670286138425092,0.5537280943234508,4.247763221349735e-07,1.6359473025989348e-07,9.371706839843139e-07,0.0003258764983102312,0.0,0.0,0.0006641830587068636,0.00031171472670311705,0.0024105337035408092,3.3484301997257185e-05,8.018693058301733e-09,2.8101388245821376e-21,2.7641572398634466e-15,2.872478907989288e-10,3.222827125413508e-05,0.0006145209145015241,1.6088197697056677e-09,1.280472144118765e-13,2.392091958689643e-05,1.4112516437660168e-13,7.528770262192954e-12,6.73243999688922e-07,3.3075181432805604e-08,0.0010633432395002415,8.786383197879418e-12,1.5762731150083404e-06,8.169327333119497e-06,7.565581552240699e-10,4.241921000916396e-10,4.266223784461954e-12,1.9575671662509634e-09,1.0435823141913771e-08,3.76,0.0,0.21053930640037638,0.994413317585133,0.003521759566838749,0.0006120038296309803,0.3710485153497986,0.36476484542590343,3.0940033284668174e-09,5.482277350550972e-15,5.881958292725322e-05,0.0003804607051707155,3.4311426143338903e-12,6.648851569726207e-12,1.4247422044614747e-10,0.001017567271784351,1.8928818608033112e-11,3.635761560428527e-08,2.695049821965543e-08,8.049483372601518e-06,6.80306776149341e-06,9.83345262537727e-07,8.035532576271805e-07,5.690503346357603e-16,6.671051883257563e-17,2.099382616171706e-11,1.8327916210160417e-12,8.115644881512895e-06,1.8868446503422105e-07,1.5177028937428724e-06,2.1865820669266706e-15,1.9552591391676e-07,9.502247347934492e-09,8.192588381352415e-08,1.1553173066085037e-07,0.00401585311629513,1.642186137570452e-05,1.016760901154321e-06,7.774459899326931e-13,8.401247989337032e-08,3.7629665319473267e-10,7.40311618176342e-07,1.424919565281649e-14,1.6333351306107332e-09,7.707267664714402e-11,9.319400402984258e-08,7.818002643728768e-07,9.069166319295827e-06,7.720687623630469e-09,1.1659823718335495e-14,4.994047111891992e-14,1.9504435406804276e-08,2.6785716910437422e-14,1.0044215159196246e-06,6.942610910258248e-14,3.2411322633801422e-15,2.0854800361653306e-10,6.131129453349471e-11,1.2139068566841196e-15,4.1341693714442215e-07,3.77292755138919e-14,2.2401547602878932e-08,2.421449702250608e-13,9.1879604335753e-15,2.6398390625140994e-11,2.6791929021519254e-19,4.082747954717453e-06,1.5908474241246162e-08,3.1921593931637174e-16,1.7040769425569245e-09,2.8229558906683695e-15,1.417881552982066e-10,4.841767226293016e-13,1.3286305317805326e-17,5.7842944168210206e-18
0.0056868987573620335,0.5537947678844867,4.299443431517434e-07,1.6640383052589582e-07,9.540534466912028e-07,0.00032967986806432695,0.0,0.0,0.0006699661651901359,0.00031699793616239626,0.002456438011128399,3.426486859977592e-05,8.232853719944504e-09,2.9418759052969735e-21,2.857227500184871e-15,2.927441350561327e-10,3.2745977873172084e-05,0.0006235696505724775,1.6605879282320427e-09,1.3094872748013828e-13,2.4042138522883235e-05,1.419712226895642e-13,7.739512736130162e-12,6.948774595491372e-07,3.3892978201015785e-08,0.0010812648985663801,8.942102954028988e-12,1.6264334357097512e-06,8.460382038190595e-06,7.855966290943114e-10,4.3567248743910283e-10,4.373360064819793e-12,1.9981748546638923e-09,1.067637414930246e-08,3.76,0.0,0.20985998517422888,0.9943230609893566,0.0035822346861110127,0.000623022916583672,0.37170813291908605,0.36531643675145314,3.084235365897553e-09,5.481893314076258e-15,5.8814244241482436e-05,0.00038443506288066376,3.4691059062292557e-12,6.7742758119345e-12,1.4523313005077877e-10,0.0010364345443528709,1.895343965662393e-11,3.704787196057067e-08,2.744055458526065e-08,8.19894741519221e-06,6.92881431509341e-06,9.951654062236475e-07,8.133662490504954e-07,5.798175062942848e-16,6.797274573447014e-17,2.147380770899548e-11,1.8635547482588417e-12,8.261954174793086e-06,1.9213160533415737e-07,1.5747793612351862e-06,2.227213508585395e-15,1.986250318931028e-07,9.82390769908364e-09,8.338524396008044e-08,1.1739604447626515e-07,0.004077278136153955,1.6817705046949163e-05,1.0318195937136507e-06,7.861369539323797e-13,8.523989982502222e-08,3.877221308110649e-10,7.549772907743537e-07,1.453148845604168e-14,1.6870750115945003e-09,7.961611731665534e-11,9.626024996387445e-08,7.91153067646148e-07,9.331949346275077e-06,7.973035025615587e-09,1.2040917833549909e-14,5.1779377798156394e-14,1.9818649024869765e-08,2.783982352638687e-14,1.0142035860362e-06,7.120745815089167e-14,3.318344462635218e-15,2.0855620481911974e-10,6.122678099455494e-11,1.2535824598348682e-15,4.270570903709391e-07,3.899846269424531e-14,2.236781420986186e-08,2.5008141358920314e-13,9.43422324357576e-15,2.6905418423364627e-11,2.7644033122992345e-19,4.150976402274635e-06,1.6295021505424968e-08,3.2697233893102493e-16,1.7437865427270233e-09,2.888151705098373e-15,1.4639746081180778e-10,4.990003715772926e-13,1.3593071143870538e-17,6.025030646727409e-18
0.005703511376298975,0.5538613626368458,4.3516818920749014e-07,1.692573931789138e-07,9.712056590851533e-07,0.0003335234470781043,0.0,0.0,0.0006757764867556768,0.0003223557972499689,0.0025032064007531126,3.506391277901168e-05,8.453198463814028e-09,3.07970372634557e-21,2.9533885625417184e-15,2.9833746761601427e-10,3.326978077616175e-05,0.0006327941419457534,1.7139504710607172e-09,1.3391120610758612e-13,2.4163565481752534e-05,1.4282266032855023e-13,7.955995179051671e-12,7.171645059258669e-07,3.4727510261221534e-08,0.0010994605407897591,9.101735739824854e-12,1.678116434046216e-06,8.760737078995077e-06,8.157043611596757e-10,4.4746295819292306e-10,4.483006024052233e-12,2.0395500565469274e-09,1.092278875385865e-08,3.76,0.0,0.20918180670880088,0.9942313624297829,0.003643670592021466,0.0006342136326515625,0.37236647998006484,0.36586493380904583,3.074483611390295e-09,5.481491019594699e-15,5.880882026357237e-05,0.0003884315220738669,3.5073345276106393e-12,6.901779978302791e-12,1.4803870189407076e-10,0.0010556338881237343,1.8977864255233958e-11,3.7749738669131636e-08,2.7938821305850596e-08,8.350818770047318e-06,7.05658584967792e-06,1.007095565946448e-06,8.232735847235145e-07,5.9077166716099445e-16,6.925689231240957e-17,2.196472668174284e-11,1.8947885840959565e-12,8.410683915679281e-06,1.9563317148310286e-07,1.6339227894166406e-06,2.2685254877647632e-15,2.017595459664617e-07,1.0156042094470912e-08,8.486829763092961e-08,1.1928749497896698e-07,0.00413954493165244,1.7223483958689253e-05,1.047068967333721e-06,7.948962843869308e-13,8.648247586401133e-08,3.99481933246891e-10,7.699256688197026e-07,1.481922320489885e-14,1.7424738810562778e-09,8.223850683456248e-11,9.94211558761372e-08,8.006703143049096e-07,9.602716716454949e-06,8.233104146048336e-09,1.2433673163143444e-14,5.3684348397908564e-14,2.013742779003286e-08,2.89358537617437e-14,1.0241339758312495e-06,7.303599542588752e-14,3.397479320324655e-15,2.0858293116752432e-10,6.114506160275004e-11,1.294472100749574e-15,4.4111702669564093e-07,4.030865099128122e-14,2.2335017593621458e-08,2.5825992841133526e-13,9.687076750616758e-15,2.7419899837175113e-11,2.8522031113599722e-19,4.220281342357835e-06,1.668966057214213e-08,3.3489110855032555e-16,1.7844561401611702e-09,2.954906956399585e-15,1.511511448507356e-10,5.142957306713553e-13,1.3907172077239868e-17,6.275613377691601e-18
0.005720123995235917,0.5539278806411263,4.4044829823979246e-07,1.7215598726457291e-07,9.886305641757406e-07,0.000337407640445489,0.0,0.0,0.0006816138280264917,0.0003277889734974916,0.00255085400457016,3.588187516975631e-05,8.679906843739637e-09,3.223897734995206e-21,3.0527406707371734e-15,3.040293385316022e-10,3.379970529561776e-05,0.0006421976144283866,1.7689536601786716e-09,1.3693578630131812e-13,2.4285200342950948e-05,1.4367958970595565e-13,8.178358562538162e-12,7.401232160516176e-07,3.55790162754475e-08,0.0011179339073894648,9.265409550358724e-12,1.7313654053421046e-06,9.070647003896585e-06,8.469188972859012e-10,4.595714791176992e-10,4.595214822606323e-12,2.0817050698134294e-09,1.1175223782464278e-08,3.76,0.0,0.20850475843111457,0.9941382009175198,0.0037060803871542653,0.0006455781178314987,0.37302357162345945,0.3664103230512623,3.064747880751472e-09,5.481070290197802e-15,5.880330975202981e-05,0.00039244990976684786,3.545828113706038e-12,7.031389820069376e-12,1.5089152299881027e-10,0.001075170098222161,1.900209123132855e-11,3.846336575881283e-08,2.8445413492496753e-08,8.505125264033086e-06,7.1864060878809135e-06,1.0191362540634444e-06,8.332757531472629e-07,6.019155130606773e-16,7.056327457645835e-17,2.2466820840106755e-11,1.926499593048426e-12,8.561867137313876e-06,1.991897671638985e-07,1.6952037873702537e-06,2.3105270348885496e-15,2.049295692762053e-07,1.0498975235015484e-08,8.637535474412283e-08,1.2120638526865593e-07,0.004202662479223253,1.7639449435943504e-05,1.0625105354315686e-06,8.037241051707129e-13,8.77403170213527e-08,4.115848774611914e-10,7.851620483759757e-07,1.5112501857423522e-14,1.799578355442359e-09,8.494208320301107e-11,1.0267938160146336e-07,8.103548668116004e-07,9.88170659569696e-06,8.50110903504325e-09,1.2838412957787205e-14,5.5657675483216636e-14,2.0460822568915036e-08,3.007544674485117e-14,1.0342156362439831e-06,7.491296958967885e-14,3.4785848986111675e-15,2.0862915252114559e-10,6.106634149061624e-11,1.3366094323797969e-15,4.556080862875044e-07,4.166109757232906e-14,2.2303230185634657e-08,2.6668695833689243e-13,9.946695279591291e-15,2.7941889445685926e-11,2.942666195043147e-19,4.290677818425326e-06,1.709252659900003e-08,3.4297496028548297e-16,1.826108774164974e-09,3.0232584983175904e-15,1.5605341380323766e-10,5.300775834679939e-13,1.422878138735175e-17,6.5364350319320764e-18
0.0057367366141728585,0.5539943239746584,4.457851070139233e-07,1.7510018512332552e-07,1.006331413521696e-06,0.00034133285705540686,0.0,0.0,0.0006874779883190319,0.0003332981249718176,0.0025993961741870098,3.671920659225296e-05,8.91316311255459e-09,3.374746407500756e-21,3.1553875809914844e-15,3.0982121086220053e-10,3.4335775903722656e-05,0.0006517833286463174,1.8256449716789013e-09,1.4002362009542362e-13,2.44070430162011e-05,1.445421263414707e-13,8.406746536060193e-12,7.637720996560192e-07,3.6447735368607366e-08,0.0011366887800206722,9.433257094994974e-12,1.7862247766121226e-06,9.390371732812772e-06,8.792790179832006e-10,4.7200619653378e-10,4.710040565752668e-12,2.1246523418993727e-09,1.1433840704548433e-08,3.76,0.0,0.2078288277728506,0.9940435552383055,0.003769477289733474,0.0006571185285741854,0.3736794230624631,0.36695259069266145,3.0550279898279012e-09,5.480630948224555e-15,5.879771145203093e-05,0.00039649004775500166,3.5845862604993656e-12,7.16313114003592e-12,1.5379218169128394e-10,0.0010950480049758853,1.9026119394468546e-11,3.9188903838156876e-08,2.896044712788897e-08,8.66189471735562e-06,7.318298765026131e-06,1.0312879738206674e-06,8.433732355985249e-07,6.13251758736675e-16,7.189221071291388e-17,2.2980332331912566e-11,1.958694310531331e-12,8.715537089144068e-06,2.028019950058514e-07,1.7586951571114694e-06,2.3532272163430155e-15,2.0813520896422834e-07,1.0853041263813147e-08,8.790672675542913e-08,1.231530191520094e-07,0.004266639780996597,1.806585874019408e-05,1.0781458006856793e-06,8.126205323162052e-13,8.901353105732219e-08,4.2403996370335253e-10,8.006918184343914e-07,1.5411428161209213e-14,1.8584361690859805e-09,8.772913892420666e-11,1.060376507599821e-07,8.202096376409565e-07,1.0169163790238439e-05,8.77726874410478e-09,1.3255468021389011e-14,5.77017246967692e-14,2.0788884354969278e-08,3.1260302483016774e-14,1.0444515820231674e-06,7.683965966506683e-14,3.56171035193923e-15,2.0869582172906699e-10,6.09908178760937e-11,1.380028894055623e-15,4.705418447243485e-07,4.305709555367857e-14,2.2272521430975072e-08,2.753690762900262e-13,1.0213257590316928e-14,2.8471440885637774e-11,3.035868407376497e-19,4.3621810245124915e-06,1.7503756167147216e-08,3.5122663481487555e-16,1.8687679732591683e-09,3.093243942639164e-15,1.611085787716047e-10,5.463611505875616e-13,1.4558075909187872e-17,6.807903017021597e-18
0.0057533492331098,0.5540606947316267,4.5117904983190757e-07,1.7809056178569693e-07,1.0243114664596003e-06,0.00034529950962676616,0.0,0.0,0.0006933687616576385,0.00033888390800265256,0.002648848482423751,3.7576368262262015e-05,9.153156378497825e-09,3.53255135566777e-21,3.2614360600482967e-15,3.1571456052114274e-10,3.487801619678672e-05,0.0006615545796253635,1.8840731323070483e-09,1.4317587687054584e-13,2.4529093442443485e-05,1.454103889388828e-13,8.641305480590594e-12,7.881301066243717e-07,3.733390704705663e-08,0.0011557289808481169,9.605416007929248e-12,1.8427401332448937e-06,9.720176614197273e-06,9.128247715480882e-10,4.847754403946749e-10,4.827538318928834e-12,2.168404452110127e-09,1.169880577871191e-08,3.76,0.0,0.20715400217209942,0.9939474039525426,0.003833874632918135,0.0006688370377092351,0.37433404963381894,0.3674917227093267,3.0453237545320568e-09,5.480172815394716e-15,5.879202409542324e-05,0.00040055175259692057,3.623608525902886e-12,7.297029788339519e-12,1.567412675023101e-10,0.0011152724730915315,1.904994753631674e-11,3.992650407036012e-08,2.9484039048325662e-08,8.821154938827453e-06,7.452287615835934e-06,1.0435512194007245e-06,8.535665060886457e-07,6.247831403806527e-16,7.324402143446303e-17,2.3505507850017185e-11,1.991379343015098e-12,8.871727230285282e-06,2.064704561944945e-07,1.8244719509622095e-06,2.3966351454351825e-15,2.1137656607462044e-07,1.1218584006382583e-08,8.946272657712335e-08,1.2512770119107185e-07,0.0043314858628874485,1.850297518158434e-05,1.0939762526302258e-06,8.215856744526142e-13,9.030222428677099e-08,4.368563765581905e-10,8.165204622778821e-07,1.571610767965535e-14,1.9190962002928486e-09,9.060202197056114e-11,1.0949875208872365e-07,8.302375897102789e-07,1.0465339909270202e-05,9.06180742717316e-09,1.368517686319039e-14,5.981893909731553e-14,2.1121664264035387e-08,3.249218472675611e-14,1.0548448932813894e-06,7.881737560492548e-14,3.646905964625399e-15,2.0878387489266514e-10,6.091868008201189e-11,1.4247657272782483e-15,4.859301148418137e-07,4.449797488902262e-14,2.2242957793502184e-08,2.843129852473697e-13,1.0486946985940195e-14,2.9008606815529856e-11,3.131887588654414e-19,4.434806305068946e-06,1.7923487277341812e-08,3.5964890130431257e-16,1.912457766661653e-09,3.1649016776117196e-15,1.6632105714999293e-10,5.631621013144925e-13,1.4895236124845674e-17,7.090440315379292e-18
0.005769961852046742,0.5541269950231025,4.566305592679196e-07,1.811276952671246e-07,1.0425739893128569e-06,0.00034930801473286895,0.0,0.0,0.0006992859367506074,0.00034454697490952273,0.0026992267250526333,3.845383200507968e-05,9.400080658907637e-09,3.6976260561846394e-21,3.370996279687138e-15,3.217108761255663e-10,3.542644887513645e-05,0.0006715146963422808,1.944288145683497e-09,1.4639374250266898e-13,2.465135159478817e-05,1.4628449946271411e-13,8.882184503449175e-12,8.132166346876683e-07,3.823777110331438e-08,0.001175058372613452,9.782029003169886e-12,1.900958246070554e-06,1.0060332480556752e-05,9.47597511059033e-10,4.978877266554794e-10,4.94776411635773e-12,2.2129741135239374e-09,1.1970290203720146e-08,3.76,0.0,0.2064802690752037,0.9938497253954529,0.0038992858640245153,0.0006807358343671824,0.374987466798886,0.3680277048384738,3.035634990868671e-09,5.479695712746455e-15,5.8786246400734915e-05,0.0004046348356011149,3.662894428583671e-12,7.43311165152901e-12,1.5973937092774178e-10,0.0011358484007830752,1.9073574430651527e-11,4.067631812284792e-08,3.0016306919312076e-08,8.982933716073409e-06,7.588396375004742e-06,1.0559264748245642e-06,8.638560304143117e-07,6.3651241348912165e-16,7.461902971087394e-17,2.4042598637323914e-11,2.0245613681726536e-12,9.03047122222857e-06,2.101957504658695e-07,1.8926115299193582e-06,2.4407599734811614e-15,2.1465373542292384e-07,1.1595957226529518e-08,9.104366848943581e-08,1.2713073658120828e-07,0.004397209772582235,1.8951068231832282e-05,1.110003367449057e-06,8.306196323464401e-13,9.160650155299256e-08,4.5004348679494827e-10,8.326535588515823e-07,1.6026647818342726e-14,1.9816084857832858e-09,9.356313694846836e-11,1.1306554059253132e-07,8.404417367905795e-07,1.0770493530809223e-05,9.354954425082148e-09,1.4127885825131301e-14,6.201184148325639e-14,2.145921352189354e-08,3.3772922503088364e-14,1.0653987170873461e-06,8.084745886890104e-14,3.734223165337895e-15,2.088942318238281e-10,6.08501095887915e-11,1.4708559889648494e-15,5.01784948660566e-07,4.598510331206433e-14,2.2214602772638725e-08,2.935255190471817e-13,1.0767951414839869e-14,2.9553438876110774e-11,3.2308036221372335e-19,4.508569154722283e-06,1.835185934556813e-08,3.6824455731956105e-16,1.957202693391436e-09,3.238270880984615e-15,1.716953742027662e-10,5.804965654608466e-13,1.5240446225183045e-17,7.384486000584256e-18
0.0057865744709836835,0.5541932269771253,4.6214006526319156e-07,1.8421216624634892e-07,1.061122254562702e-06,0.00035335879281609095,0.0,0.0,0.0007052292969508767,0.0003502879737256151,0.002750546922518711,3.935208047322715e-05,9.654134998325742e-09,3.87029931270287e-21,3.48418182151602e-15,3.2781165894723936e-10,3.598109572328948e-05,0.0006816670412469989,2.0063413184815e-09,1.4967842005420793e-13,2.4773817479474384e-05,1.4716458321700088e-13,9.129535466545483e-12,8.390515371277367e-07,3.915956751813101e-08,0.001194680858699689,9.963244080253395e-12,1.9609270987918475e-06,1.041111570245566e-05,9.83639933389545e-10,5.113517605148872e-10,5.070774972790101e-12,2.25837418069385e-09,1.2248470273433286e-08,3.76,0.0,0.20580761593867136,0.9937504976773104,0.003965724543697951,0.000692817123897309,0.375639690144691,0.3685605225781082,3.0259615149623587e-09,5.4791994607547116e-15,5.878037707318832e-05,0.0004087391028136675,3.7024434479525706e-12,7.571402645111897e-12,1.6278708325810663e-10,0.0011567807188806846,1.9096998833385918e-11,4.143849813327592e-08,3.0557369222570866e-08,9.147258801012503e-06,7.726648770576277e-06,1.068414214010094e-06,8.742422662118431e-07,6.48442353265815e-16,7.601756082178446e-17,2.4591860551769464e-11,2.0582471350235574e-12,9.191802921421e-06,2.139784759021538e-07,1.963193622931654e-06,2.4856108905890286e-15,2.179668054653045e-07,1.1985524891013652e-08,9.264986805067243e-08,1.2916243115146935e-07,0.00446382057744766,1.9410413637901382e-05,1.1262286074149123e-06,8.397224988510814e-13,9.292646616827559e-08,4.636108528670088e-10,8.490967841387571e-07,1.6343157851578568e-14,2.0460242418401263e-09,9.66149459940412e-11,1.167409385086087e-07,8.508251439129184e-07,1.1084890370514333e-05,9.656944333195256e-09,1.4583949184231142e-14,6.428303704761689e-14,2.1801583459545204e-08,3.510441282155808e-14,1.0761162690933977e-06,8.293128300402213e-14,3.823714548539175e-15,2.0902779653682623e-10,6.078528011031599e-11,1.518336562127109e-15,5.181186391739602e-07,4.7519887315463706e-14,2.2187516928964774e-08,3.0301364311210947e-13,1.1056463575967132e-14,3.010598765118601e-11,3.3326984829883644e-19,4.58348521799076e-06,1.8789013198205066e-08,3.770164287292638e-16,2.0030278066354187e-09,3.3133915252484933e-15,1.7723616466126491e-10,5.983811454812503e-13,1.5593894135027896e-17,7.690495822053969e-18
0.005803187089920625,0.5542593927387333,4.6770799552949647e-07,1.873445580601485e-07,1.0799595397128622e-06,0.00035745226820582514,0.0,0.0,0.0007111986202314659,0.00035610754791615644,0.0028028253216267934,4.02716073669638e-05,9.915523552493882e-09,4.050913055171659e-21,3.601109772309525e-15,3.340184225279658e-10,3.654197759211603e-05,0.0006920150097546551,2.07028528971322e-09,1.5303112945083666e-13,2.4896491136850102e-05,1.48050768925311e-13,9.38351300054418e-12,8.656551304984791e-07,4.009953636553873e-08,0.0012146003831812757,1.014921471199766e-11,2.022695915943142e-06,1.0772808240963553e-05,1.0209961161266759e-09,5.251764395406908e-10,5.196628893601403e-12,2.3046176449488877e-09,1.2533527536349046e-08,3.76,0.0,0.20513603023112278,0.9936496986837365,0.004033204345036886,0.0007050831277791997,0.3762907353849545,0.36909016118675403,3.0163031430857554e-09,5.478683879315428e-15,5.8774414804717725e-05,0.00041286435500648746,3.742255023541723e-12,7.711928703103034e-12,1.6588499634407595e-10,0.0011780743899086725,1.9120219482593113e-11,4.221319666042241e-08,3.1107345229445326e-08,9.314157896840223e-06,7.86706850796201e-06,1.0810149002573129e-06,8.847256624872932e-07,6.605757536001349e-16,7.743994223442472e-17,2.5153554098944432e-11,2.0924434640529455e-12,9.355756371690684e-06,2.1781922845710195e-07,2.03630038708336e-06,2.531197121269694e-15,2.2131585818167754e-07,1.2387661432843685e-08,9.428164200554045e-08,1.3122309119514252e-07,0.004531327362398221,1.9881293536417115e-05,1.1426534198396921e-06,8.488943586461386e-13,9.426221983021768e-08,4.775682221696793e-10,8.658559125455139e-07,1.66657489490877e-14,2.1123958840910315e-09,9.975996974852352e-11,1.2052793638651568e-07,8.61390927760488e-07,1.1408803453261948e-05,9.96801707847048e-09,1.5053729268958668e-14,6.663521502554973e-14,2.21488254887498e-08,3.6488622655185787e-14,1.0870008352005205e-06,8.507025422626852e-14,3.915433885068634e-15,2.0918545778550677e-10,6.072435769762875e-11,1.5672451679854008e-15,5.349437218585713e-07,4.9103773118704226e-14,2.2161757920178314e-08,3.127844549975589e-13,1.1352681027107107e-14,3.066630262858755e-11,3.4376562873828325e-19,4.659570288946882e-06,1.9235091066731303e-08,3.859673695988121e-16,2.049958678254718e-09,3.3903043830136335e-15,1.8294817426164304e-10,6.168329288363776e-13,1.5955771538144023e-17,8.008942796430822e-18
0.005836412327794508,0.5543915343501279,4.790208251705375e-07,1.937554494503795e-07,1.1185142984116868e-06,0.00036576902779535467,0.0,0.0,0.0007232142409491795,0.0003679849717037399,0.0029103228535286136,4.217652782193393e-05,1.0461146105289179e-08,4.437407511742041e-21,3.84667949004664e-15,3.4675600684406015e-10,3.768252501534843e-05,0.0007133115606999564,2.2040630172961883e-09,1.5994560978173118e-13,2.51424621077056e-05,1.4984197869266083e-13,9.911980231253154e-12,9.21252019058164e-07,4.203495150153931e-08,0.0012553465271975932,1.0536065146282411e-11,2.1518367190871027e-06,1.1530077362757945e-05,1.0998332135701719e-09,5.539443030312777e-10,5.457102966348685e-12,2.3996874105505386e-09,1.312502711348555e-08,3.76,0.0,0.20379601105010817,0.9934432972922228,0.004171342561521574,0.0007301782445744674,0.3775893550430505,0.3701398408469914,2.9970309774270346e-09,5.477594005219182e-15,5.876220614646045e-05,0.00042117699099284166,3.82266340024009e-12,7.999789778569786e-12,1.7223379357985508e-10,0.0012217657932818518,1.916604438374574e-11,4.38007613056096e-08,3.22345192385251e-08,9.655788625377678e-06,8.154504658206827e-06,1.106556911810471e-06,9.059856873885768e-07,6.854642029218065e-16,8.035757654238771e-17,2.631530170119658e-11,2.162395448307725e-12,9.691665586871809e-06,2.2567718627862114e-07,2.1904290683875487e-06,2.624612581718912e-15,2.2812220644512242e-07,1.3231192821149238e-08,9.762318540209932e-08,1.354325349264294e-07,0.00466906528667419,2.0858817997672e-05,1.1761074713367989e-06,8.674453550886401e-13,9.698149252233623e-08,5.066929119318017e-10,9.00345476841937e-07,1.732962865450104e-14,2.251222599482873e-09,1.0634004246599203e-10,1.2844904288462367e-07,8.83082352843571e-07,1.20863080519793e-05,1.0618397960650344e-08,1.603592996262003e-14,7.159371366598894e-14,2.2858131813560208e-08,3.9423434060539954e-14,1.1092845149477111e-06,8.951942964620821e-14,4.1057775298788845e-15,2.0957655316125745e-10,6.061486089057333e-11,1.6695016344791863e-15,5.70119425885504e-07,5.242483954806554e-14,2.2114436850441658e-08,3.3320319562515535e-13,1.1969046978422858e-14,3.181042342340913e-11,3.6571082030351244e-19,4.815311375376143e-06,2.0154594766191117e-08,4.044180162269285e-16,2.1472426247592513e-09,3.54967389626384e-15,1.9490539761253851e-10,6.555089570003621e-13,1.6705600663899444e-17,8.685130255573337e-18
0.00586963756566839,0.5545234373592585,4.905724111639266e-07,2.003650824830524e-07,1.1582645460986606e-06,0.00037426176668961314,0.0,0.0,0.0007353309144489984,0.0003801842916283374,0.003021853883998922,4.417277249908848e-05,1.1038687590958544e-08,4.860158914742977e-21,4.108716400164917e-15,3.5993597672700744e-10,3.88482385702171e-05,0.0007354321503669528,2.346070180160873e-09,1.6714728795679444e-13,2.5389265550957285e-05,1.5165923010046608e-13,1.0468879133425436e-11,9.80179392323427e-07,4.4045935028351085e-08,0.0012973291717938338,1.09439255083932e-11,2.2888003671963136e-06,1.233450922400119e-05,1.184490545291563e-09,5.842664598083415e-10,5.729670586043065e-12,2.4982900684939284e-09,1.3746352796020261e-08,3.76,0.0,0.20246011160029265,0.9932303398303597,0.004313812110030191,0.0007560392754244396,0.3788834540537524,0.37117662109300764,2.9778170281459757e-09,5.4764246402078206e-15,5.874960969670961e-05,0.0004295710439014899,3.904114263833061e-12,8.296902333011822e-12,1.7879049991664626e-10,0.001266962906625036,1.921103868337586e-11,4.5440239106335234e-08,3.339879798409556e-08,1.0008046109321935e-05,8.450893647912791e-06,1.1325559891960977e-06,9.276395118955473e-07,7.112004693480118e-16,8.337459415763065e-17,2.7530020431561318e-11,2.2344733166099658e-12,1.0038474643564559e-05,2.337743376275675e-07,2.3557057430423994e-06,2.7210807504378848e-15,2.3507330189346894e-07,1.4129766470651063e-08,1.0107085252236154e-07,1.3976152488213553e-07,0.004810496491188868,2.1886030885441604e-05,1.210376769876814e-06,8.862731293843257e-13,9.976509800984577e-08,5.374993587215138e-10,9.361704685633568e-07,1.8019215224415416e-14,2.3985326708053907e-09,1.1332472799332856e-10,1.3685419415676288e-07,9.055419925780296e-07,1.2805344426422869e-05,1.1308126238777825e-08,1.7077552272071765e-14,7.691063806802446e-14,2.3587544942604845e-08,4.259458727634955e-14,1.1322775144338707e-06,9.420691045411809e-14,4.305708617487604e-15,2.100743517453394e-10,6.052280026659278e-11,1.7779444124921933e-15,6.074172434022811e-07,5.596070464736943e-14,2.2073044856764366e-08,3.548411795490004e-13,1.2618731082688752e-14,3.2986173726256514e-11,3.889877063014412e-19,4.975921740864688e-06,2.111153616388108e-08,4.236198889698992e-16,2.249269750577741e-09,3.716721971436143e-15,2.076072855055523e-10,6.966715360884601e-13,1.7491543972630908e-17,9.417201382000672e-18
