Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088)
0.0007408113909489853,0.5559281593328643,3.3578963296289436e-08,4.9918454231556975e-09,1.2678095332225607e-08,1.0181121105013995e-05,0.0,0.0,2.920646179657942e-05,1.7418398614948325e-06,2.289494518313826e-05,1.1763375372910237e-07,7.280908957996009e-11,2.2640173170165194e-25,3.1525891185474015e-18,5.1126755123839065e-12,2.0602172301544828e-07,4.0209129840396404e-05,3.919567643736515e-13,1.5998865727811274e-15,5.609181948736093e-06,7.77123385727306e-14,6.780048114985672e-14,3.685482601878569e-11,8.01950185947954e-12,4.330851305839042e-06,2.0139566128197054e-12,1.1194394444662957e-10,5.844311173126813e-11,1.4279901028033875e-14,9.0433302633917e-13,8.158041687612008e-16,1.5807058850006554e-11,1.9448270197732698e-13,3.76,0.0,0.3348155348987827,0.9998188380505436,2.0122822982078415e-05,1.3858717033532065e-06,0.192758069952234,0.1926698624759065,1.6659727132845114e-08,2.7079703640389766e-14,9.165631154639574e-05,3.316092785057416e-06,1.0308233354027544e-13,5.327357896651766e-14,8.95072696843483e-13,2.584652714256253e-05,1.724965384132255e-11,4.477518747275931e-10,4.938623444613532e-10,6.69882503570408e-08,1.0534252527913939e-07,2.426773981740096e-08,2.073008523444129e-08,5.639285812904709e-16,3.5658447373650946e-17,2.683515962598648e-13,2.7644798875490852e-14,6.59157655886916e-08,1.5061734414891784e-09,2.5630825936419827e-09,6.987824656449853e-10,5.359894319988481e-17,3.9081950841642216e-10,5.900595731046995e-10,2.4442849430378785e-09,4.4601804371234545e-05,7.582805614393676e-08,3.3851228283737856e-08,1.3541659768719803e-09,1.7332526383874457e-11,8.430359511850734e-13,3.7549887125295555e-09,1.7690297702047863e-16
0.000745196157553956,0.556019498002351,3.393267942741586e-08,5.050184067918945e-09,1.2855865283656328e-08,1.0313632347379628e-05,0.0,0.0,2.948144779760453e-05,1.7598060449301673e-06,2.3274284717548384e-05,1.2010105009821418e-07,7.383840352384137e-11,2.349761025714092e-25,3.237901107262577e-18,5.1966145823169e-12,2.1037905012715643e-07,4.064825536600161e-05,4.0314443403328113e-13,1.636699581112953e-15,5.671677230587222e-06,7.858966015737676e-14,6.888447707971008e-14,3.803904116445417e-11,8.25145135258359e-12,4.4253831726610994e-06,2.0335821899183578e-12,1.150199952496323e-10,6.1191832334935e-11,1.489149693405249e-14,9.231947299461444e-13,8.380938928730538e-16,1.6059572087002452e-11,1.998073186067061e-13,3.76,0.0,0.3339152379262344,0.999817767947791,2.0454421680707013e-05,1.4183996507587417e-06,0.19365824945217297,0.19356881092851505,1.661542768753567e-08,2.707406085460675e-14,9.165621342428873e-05,3.3723417800603768e-06,1.0481425492291945e-13,5.418779563203027e-14,9.115589463696887e-13,2.609268568530448e-05,1.7327270972776673e-11,4.555423448480476e-10,5.017668926346248e-10,6.812640418552709e-08,1.0712514133636949e-07,2.462416854666849e-08,2.10363624790806e-08,5.730937835050973e-16,3.623796876160192e-17,2.72711455198116e-13,2.8166594552466254e-14,6.697446532257187e-08,1.5314110122107123e-09,2.5800285167383212e-09,7.134455888554478e-10,5.4470103651724165e-17,3.9703111701102173e-10,5.899119497320292e-10,2.4673855481655412e-09,4.518010626826323e-05,7.733756513902808e-08,3.417319365364251e-08,1.3668206726465473e-09,1.7837565801829863e-11,8.676093567913665e-13,3.831482898817635e-09,1.8051040171488577e-16
0.0007495809241589268,0.5561105919611756,3.4289030744601484e-08,5.1090614575234874e-09,1.3035608202984301e-08,1.0447239522755139e-05,0.0,0.0,2.9758217160878176e-05,1.7779032668330873e-06,2.3657762757373624e-05,1.2260839873444278e-07,7.487820354472792e-11,2.438452602334262e-25,3.3252231673711617e-18,5.281605031930852e-12,2.1481135971867647e-07,4.108937384453461e-05,4.1461208338678935e-13,1.6741973778800923e-15,5.734472169154152e-06,7.947135716759685e-14,6.998233313114474e-14,3.9256719972981853e-11,8.489350664786078e-12,4.5214795330909925e-06,2.0532657946733387e-12,1.1818065286315497e-10,6.405734313546007e-11,1.5526700947734423e-14,9.423635722301876e-13,8.609111424178738e-16,1.631523890788553e-11,2.0525473321811038e-13,3.76,0.0,0.3330173549476785,0.9998166892381852,2.0789936426383362e-05,1.4515236989549189e-06,0.19455601430649336,0.19446533348356917,1.65712472965831e-08,2.7068432764682833e-14,9.165611451323569e-05,3.429235111594395e-06,1.0656629279726957e-13,5.5114071246774375e-14,9.28281752482344e-13,2.633986255336012e-05,1.7404652826435604e-11,4.634376161423328e-10,5.097677187691431e-10,6.927935751939963e-08,1.0893075224021084e-07,2.4984263239155175e-08,2.1345805298748347e-08,5.823720291377875e-16,3.682463881866516e-17,2.771251166926098e-13,2.8696037612623485e-14,6.804597058651052e-08,1.556969643191333e-09,2.5970178286610496e-09,7.283584761901154e-10,5.535202368883794e-17,4.0331674858537066e-10,5.897597159976438e-10,2.4906602807948843e-09,4.5763810968587106e-05,7.886925350339996e-08,3.4497536708310987e-08,1.3795668761306265e-09,1.8355841227648985e-11,8.928269494533087e-13,3.909178653379324e-09,1.841745384630032e-16
0.0007539656907638976,0.556201441871973,3.464803628525855e-08,5.168482694990532e-09,1.3217344874617884e-08,1.0581947687284044e-05,0.0,0.0,3.0036782717791194e-05,1.7961329662669062e-06,2.4045407124611436e-05,1.251562941212228e-07,7.5928588119129e-11,2.53025873503762e-25,3.4145845098443714e-18,5.3676555628257016e-12,2.193197361733486e-07,4.153248015035222e-05,4.2636601915056585e-13,1.7123896320746632e-15,5.7975660347254825e-06,8.035742041798296e-14,7.109417675496876e-14,4.0508706998263296e-11,8.733338240607561e-12,4.6191589508408396e-06,2.0730071520822978e-12,1.2142828381851092e-10,6.70441328682463e-11,1.6186337896043855e-14,9.61843554356317e-13,8.842669608684708e-16,1.6574096161494096e-11,2.1082743399681027e-13,3.76,0.0,0.33212187943655835,0.9998156018631046,2.1129400656474557e-05,1.4852521339718014e-06,0.19545137103246646,0.19535943658516197,1.6527185636438526e-08,2.7062819323694587e-14,9.165601480786157e-05,3.4867773560303215e-06,1.0833859541117718e-13,5.605253577102677e-14,9.45243868344489e-13,2.65880658655123e-05,1.7481800173471367e-11,4.714388571153729e-10,5.178658108048777e-10,7.044726998268096e-08,1.1075960247308558e-07,2.5348051841279343e-08,2.165843779015648e-08,5.917644944849154e-16,3.74185298616748e-17,2.815930444115557e-13,2.923321325375098e-14,6.913040934152163e-08,1.5828527010580635e-09,2.6140527918439294e-09,7.435246989639723e-10,5.624479374975067e-17,4.0967713218650105e-10,5.896029478963113e-10,2.5141104347507747e-09,4.635295755922782e-05,8.042335104127112e-08,3.4824275630134014e-08,1.3924053003591135e-09,1.8887670860170037e-11,9.187042072707951e-13,3.9880903451721824e-09,1.8789606572105387e-16
0.0007583504573688683,0.5562920483955874,3.500971532510995e-08,5.228452802675902e-09,1.3401095580246764e-08,1.0717761929983862e-05,0.0,0.0,3.0317157391524054e-05,1.8144965994633895e-06,2.4437245904689813e-05,1.2774523576410905e-07,7.698965568405558e-11,2.625133420865569e-25,3.506012092939305e-18,5.4547764757242175e-12,2.2390527700785463e-07,4.1977569195557876e-05,4.384126018699563e-13,1.7512864462908896e-15,5.860958099005599e-06,8.124784073201678e-14,7.222015300943975e-14,4.179586645386199e-11,8.983555270606348e-12,4.718440150370981e-06,2.092805991619499e-12,1.2476531838980118e-10,7.015684760222363e-11,1.6871258914004202e-14,9.81638722783911e-13,9.081726012550375e-16,1.6836180067493432e-11,2.1652795879456624e-13,3.76,0.0,0.3312288048835413,0.9998145057633144,2.1472848098721636e-05,1.5195933318781092e-06,0.19634432613008446,0.19625112665933958,1.6483242384416606e-08,2.705722048480414e-14,9.165591430273593e-05,3.54497312087978e-06,1.1013131833484059e-13,5.70033156770886e-14,9.624479618571717e-13,2.683730395232616e-05,1.755871378198336e-11,4.795471797919502e-10,5.260621120161266e-10,7.163030220522953e-08,1.1261193897465603e-07,2.5715562290199952e-08,2.197428409617333e-08,6.012722763437701e-16,3.801971157217618e-17,2.8611577552715304e-13,2.9778207425208664e-14,7.022791074441022e-08,1.6090635860908117e-09,2.631135728275237e-09,7.589478728129499e-10,5.714852230115e-17,4.161130039244484e-10,5.894417190641333e-10,2.537737451251053e-09,4.6947585439850714e-05,8.200008949302789e-08,3.5153429796840586e-08,1.4053366937762674e-09,1.943337971005108e-11,9.452569583372406e-13,4.068232486714945e-09,1.9167566875070826e-16
0.0007627352239738391,0.5563824121911725,3.537408712808326e-08,5.288976890528279e-09,1.3586881420766915e-08,1.0854687370312778e-05,0.0,0.0,3.059935419263795e-05,1.8329956399802816e-06,2.4833307450655424e-05,1.3037572827883255e-07,7.806150612456649e-11,2.7231578039426e-25,3.5995762691719355e-18,5.542982057548789e-12,2.285690935400512e-07,4.2424635930217135e-05,4.507582972346299e-13,1.790899608815114e-15,5.9246476351134e-06,8.214260894218541e-14,7.336045095084549e-14,4.311908261025578e-11,9.24014574072766e-12,4.819342019022365e-06,2.112662047804627e-12,1.281942519122216e-10,7.340029500340626e-11,1.7582341194514006e-14,1.001753177849141e-12,9.326395289732664e-16,1.710152680524704e-11,2.2235889582274058e-13,3.76,0.0,0.33033812479648583,0.999813400878968,2.182031276978443e-05,1.5545557597987913e-06,0.19723488608210363,0.19714041011413294,1.643941721869327e-08,2.7051636201259294e-14,9.165581299237323e-05,3.603827045084447e-06,1.1194462891213683e-13,5.796654982214118e-14,9.798970064036108e-13,2.7087585357692788e-05,1.7635394417006705e-11,4.877638048211523e-10,5.343576192834722e-10,7.282861609876373e-08,1.1448801146512012e-07,2.6086822794639834e-08,2.22933687252575e-08,6.108965486949423e-16,3.862826069668053e-17,2.906939850323069e-13,3.0331106838629955e-14,7.133860520807326e-08,1.6356057372638581e-09,2.6482690205073204e-09,7.746316582116073e-10,5.806334736442674e-17,4.2262510747812437e-10,5.892761008388483e-10,2.5615427359537662e-09,4.754773431700917e-05,8.35997025659133e-08,3.548501953871885e-08,1.4183618128789654e-09,1.9993299886320454e-11,9.725013798630697e-13,4.149619735761293e-09,1.9551403969490995e-16
0.0007671199905788099,0.5564725339161208,3.574117123749799e-08,5.350060335986528e-09,1.3774724578216663e-08,1.0992729160565414e-05,0.0,0.0,3.088338622019675e-05,1.8516315789142691e-06,2.5233620387826517e-05,1.3304828149388427e-07,7.914424223760427e-11,2.824668699527369e-25,3.695330255379041e-18,5.632282912856064e-12,2.333123132167132e-07,4.287367534265314e-05,4.634098157262515e-13,1.8312399531106026e-15,5.9886339175808866e-06,8.304171588998042e-14,7.451522113897036e-14,4.447926033602453e-11,9.50325723060797e-12,4.921883609347089e-06,2.132575064716816e-12,1.3171764665800347e-10,7.677945023371377e-11,1.832049037341449e-14,1.0221910741481133e-12,9.576794342657966e-16,1.7370174704695948e-11,2.283228852421566e-13,3.76,0.0,0.32944983270038597,0.9998122871495966,2.2171828977407635e-05,1.590147976765054e-06,0.19812305735410224,0.1980272933396,1.6395709818303863e-08,2.7046066426391806e-14,9.16557108712294e-05,3.663343799381151e-06,1.137786829408437e-13,5.894238199679283e-14,9.97594087857024e-13,2.7338918841430515e-05,1.7711842840537867e-11,4.960900313089138e-10,5.427534016299242e-10,7.404237656113643e-08,1.1638807239515062e-07,2.6461861972031413e-08,2.2615716404155647e-08,6.206385899007875e-16,3.924425646543649e-17,2.9532820614735356e-13,3.089199897467946e-14,7.246262475543747e-08,1.6624826304981848e-09,2.6654551132008895e-09,7.905797662691265e-10,5.898937316508997e-17,4.292141950793048e-10,5.891061623388493e-10,2.5855275297164196e-09,4.81534442102362e-05,8.522242595732672e-08,3.58190634872011e-08,1.4314813797267877e-09,2.0567771659688858e-11,1.0004540197833026e-12,4.232266898314593e-09,1.994118776491839e-16
0.0007715047571837806,0.5565624142261228,3.6110987396336024e-08,5.411708403918676e-09,1.3964646374540029e-08,1.1131892484028982e-05,0.0,0.0,3.1169266662667485e-05,1.8704059250719986e-06,2.5638213618358033e-05,1.3576341052434466e-07,8.02379672029289e-11,2.9296379589333106e-25,3.7932768095184065e-18,5.722686939775268e-12,2.3813607871389964e-07,4.332468245970392e-05,4.763740027729414e-13,1.872317171342881e-15,6.0529162223518396e-06,8.394515242601397e-14,7.56845859130007e-14,4.587732548651214e-11,9.773040686025499e-12,5.026084140958953e-06,2.1525447945497756e-12,1.3533813328469845e-10,8.029946094667719e-11,1.9086642039943873e-14,1.0429566110804665e-12,9.833042338570627e-16,1.7642162557611373e-11,2.3442262045854955e-13,3.76,0.0,0.3285639221373266,0.9998111645141046,2.2527431324975952e-05,1.6263786346562125e-06,0.19900884639452657,0.19891178270786436,1.6352119863140918e-08,2.7040511113616175e-14,9.165560793370251e-05,3.7235280866110653e-06,1.1563363185184133e-13,5.993094246304933e-14,1.0155419510829285e-12,2.7591313379274882e-05,1.7788059811545272e-11,5.045270242971904e-10,5.512504599526048e-10,7.527175087272177e-08,1.1831237722762409e-07,2.6840708644555053e-08,2.2941351956078082e-08,6.304995899280927e-16,3.98677719081221e-17,3.000189022384263e-13,3.1460972092977665e-14,7.360010299395228e-08,1.6896977829099599e-09,2.6826965143478766e-09,8.067959589258334e-10,5.992669030993731e-17,4.358810277647626e-10,5.889319705239169e-10,2.609693233231638e-09,4.876475545193388e-05,8.686849738575447e-08,3.615558041584648e-08,1.4446961426214412e-09,2.115714317458605e-11,1.0291318151609905e-12,4.316188930029694e-09,2.0336988876056264e-16
0.0007758895237887514,0.5566520537751342,3.648355553426834e-08,5.473926204941132e-09,1.4156667498947565e-08,1.1272182557182687e-05,0.0,0.0,3.145700880262211e-05,1.8893202051786305e-06,2.6047116325314036e-05,1.3852163569197512e-07,8.134278344535431e-11,3.037893219243506e-25,3.89346918670713e-18,5.814207819020762e-12,2.43041544893979e-07,4.377765234700981e-05,4.896576865997284e-13,1.9141427965985796e-15,6.117493826780748e-06,8.485290941019916e-14,7.68687279564042e-14,4.731422533804793e-11,1.0049649575714257e-11,5.131962999556292e-06,2.1725709919642817e-12,1.3905841259595137e-10,8.396565291913438e-11,1.988176007028028e-14,1.0640540354626047e-12,1.0095260648162784e-15,1.7917527217569444e-11,2.406608487600091e-13,3.76,0.0,0.32768038666642263,0.999810032910762,2.2887154719273488e-05,1.6632564791273662e-06,0.1998922596347408,0.19979388457316755,1.630864703394978e-08,2.703497021642957e-14,9.165550417413442e-05,3.7843846420593026e-06,1.175096448089657e-13,6.093236111537008e-14,1.0337433358373798e-12,2.7844778160123415e-05,1.7864046085969647e-11,5.130759080436537e-10,5.598497414415853e-10,7.651690603617879e-08,1.20261184115084e-07,2.7223391676603493e-08,2.3270300432752113e-08,6.404806517883009e-16,4.0498879703564773e-17,3.0476673452881354e-13,3.20381152308116e-14,7.47511745101673e-08,1.7172547491922593e-09,2.6999957967186387e-09,8.232840403696821e-10,6.087543556582954e-17,4.426263729993277e-10,5.887535902628981e-10,2.634041474983242e-09,4.938170869796549e-05,8.853815659345899e-08,3.64945920993454e-08,1.458006914243767e-09,2.176176930551773e-11,1.0585520657465613e-12,4.401400935319706e-09,2.0738878626899597e-16
0.0007802742903937222,0.5567414532154084,3.6858895654135245e-08,5.53671917495543e-09,1.4350810668794573e-08,1.141360462868574e-05,0.0,0.0,3.1746626013310916e-05,1.908375964068029e-06,2.6460357976936418e-05,1.4132348265570565e-07,8.245879682588767e-11,3.1499295292067887e-25,3.9960074110991396e-18,5.9068600063119484e-12,2.4802988154534186e-07,4.423258010927081e-05,5.032679012747203e-13,1.9567292525615022e-15,6.1823660096313345e-06,8.576497771176049e-14,7.806783908144005e-14,4.879092911099459e-11,1.0333240674144914e-11,5.239539739802504e-06,2.1926534186769655e-12,1.4288125718817632e-10,8.778353543083792e-11,2.0706837203063503e-14,1.085487657056177e-12,1.0363572964226661e-15,1.8196306876237802e-11,2.4704037231577825e-13,3.76,0.0,0.3267992198637825,0.9998088922771999,2.3251034366917865e-05,1.700790350599811e-06,0.20077330348907596,0.2006736052719005,1.626529101232736e-08,2.702944368841189e-14,9.165539958680789e-05,3.845918233786195e-06,1.1940689032450288e-13,6.194679004168972e-14,1.0522015260227046e-12,2.8099322589619015e-05,1.79398024167455e-11,5.217380380857505e-10,5.685523341514724e-10,7.777801074456498e-08,1.2223475380289275e-07,2.76099402943726e-08,2.3602587200117017e-08,6.505830497842767e-16,4.113766154740663e-17,3.0957236057561824e-13,3.262351821350788e-14,7.591597520227907e-08,1.7451571198580386e-09,2.7173555991174397e-09,8.400478611094071e-10,6.183574102260789e-17,4.494510055886464e-10,5.885710843939124e-10,2.65857358713979e-09,5.000434492454885e-05,9.023164538272707e-08,3.683611893598965e-08,1.471414454787249e-09,2.2382012907796937e-11,1.0887324387345357e-12,4.487918170229012e-09,2.114692905656045e-16
0.0007846590569986929,0.5568306131971599,3.723702800428447e-08,5.6000930214149024e-09,1.4547099411351581e-08,1.1556163984994828e-05,0.0,0.0,3.203813176971939e-05,1.927574767295737e-06,2.687796836966333e-05,1.4416948330234908e-07,8.358611652570859e-11,3.2658816861028434e-25,4.100882573006335e-18,6.000650364781384e-12,2.5310227891212617e-07,4.4689460895785335e-05,5.172120384834304e-13,2.0000866448491985e-15,6.247532051263002e-06,8.668134821193088e-14,7.928203650006609e-14,5.030843146135106e-11,1.0623975384539772e-11,5.348834111713659e-06,2.2127918483248653e-12,1.4680952294073768e-10,9.17588321511485e-11,2.1562901778661893e-14,1.1072618430679944e-12,1.0638105506027232e-15,1.8478543466075924e-11,2.5356405780047736e-13,3.76,0.0,0.3259204153247301,0.999807742550319,2.3619105816343462e-05,1.7389891977497308e-06,0.20165198435260998,0.20155095112025329,1.6222051480832464e-08,2.7023931483231954e-14,9.165529416593651e-05,3.908133667344776e-06,1.2132552020849472e-13,6.29743782724873e-14,1.0709197166592851e-12,2.835495632303811e-05,1.8015329553622983e-11,5.305147754239414e-10,5.773593775644748e-10,7.905523863891901e-08,1.242333501378347e-07,2.8000384122331905e-08,2.3938237726098882e-08,6.608081589244695e-16,4.178419998998822e-17,3.144362300489313e-13,3.3217271776011556e-14,7.709464316066772e-08,1.7734085268458508e-09,2.7347786368408124e-09,8.570913357104965e-10,6.280769085484682e-17,4.5635571159080494e-10,5.883845135193922e-10,2.683290754978848e-09,5.063270547258572e-05,9.194920792511614e-08,3.718017826207421e-08,1.484919482000472e-09,2.301824737159456e-11,1.1196910721896e-12,4.575756067111245e-09,2.1561213026644665e-16
0.0007890438236036637,0.5569195343709844,3.7617973021191415e-08,5.664053067882635e-09,1.4745555117846187e-08,1.1699865941402787e-05,0.0,0.0,3.233153962586814e-05,1.946918196399898e-06,2.7299977556557977e-05,1.470601742544906e-07,8.472484882549908e-11,3.3855933874986463e-25,4.208154861141289e-18,6.0955930542983665e-12,2.5825993975357136e-07,4.514828989011563e-05,5.314973809266207e-13,2.044226910004057e-15,6.3129912332435425e-06,8.7602011799132e-14,8.051150891766412e-14,5.1867747005506835e-11,1.0922017031811076e-11,5.459866014597318e-06,2.232986055660202e-12,1.5084613137999467e-10,9.589743762627456e-11,2.2451008462370745e-14,1.1293809945718206e-12,1.0918986549330065e-15,1.8764276363660487e-11,2.6023482235528593e-13,3.76,0.0,0.32504396665908336,0.9998065836664561,2.3991404885801733e-05,1.777862053403084e-06,0.20252830860588933,0.2024259284191599,1.6178928122751107e-08,2.7018433554628466e-14,9.165518790568497e-05,3.971035777135399e-06,1.2326570727316684e-13,6.401525854114304e-14,1.0899007056618356e-12,2.861168920371573e-05,1.809062824360872e-11,5.394072733464086e-10,5.862718481453146e-10,8.0348764279214e-08,1.2625724022619265e-07,2.839475276371632e-08,2.4277277696707517e-08,6.71157128958138e-16,4.24385704878113e-17,3.1935901833536e-13,3.3819467352410536e-14,7.828731777713968e-08,1.8020126477192826e-09,2.7522676852433842e-09,8.744184255755485e-10,6.379142500512368e-17,4.633412860559999e-10,5.881939366352419e-10,2.708194674139106e-09,5.1266831964870504e-05,9.369109022488772e-08,3.752679248928647e-08,1.4985228267656619e-09,2.3670852358897646e-11,1.151446470237829e-12,4.6649301932299345e-09,2.1981804043047074e-16
0.0007929901135481374,0.5569993597773825,3.796324539228311e-08,5.7221227523932165e-09,1.4926036341613062e-08,1.183017904064747e-05,0.0,0.0,3.259724425979357e-05,1.9644522574360707e-06,2.768357183158764e-05,1.4970045344677407e-07,8.57595556665784e-11,3.4967712874315466e-25,4.306808276222141e-18,6.182037006368962e-12,2.629757370473165e-07,4.556289774861676e-05,5.446520668354403e-13,2.084632235151262e-15,6.372154539179711e-06,8.84342720897569e-14,8.163123573368579e-14,5.330773544934551e-11,1.1196640887241667e-11,5.561296877392553e-06,2.2512083537754635e-12,1.5457417831793779e-10,9.976681850099707e-11,2.3278604986313385e-14,1.1495868771352815e-12,1.1177316054389248e-15,1.9024457004745416e-11,2.663667130476129e-13,3.76,0.0,0.32425717186153635,0.9998055327887022,2.4330118477602314e-05,1.8134314308744874e-06,0.20331499079430418,0.20321138807427452,1.6140216167550294e-08,2.701349758718049e-14,9.165509154892449e-05,4.028238802433557e-06,1.2503044446358326e-13,6.496353143157347e-14,1.1072107482503162e-12,2.8843696846412884e-05,1.815820235758648e-11,5.475105208117068e-10,5.943840655453804e-10,8.15270153381286e-08,1.2810058990452825e-07,2.8753065101356833e-08,2.4585333167079838e-08,6.805781017257585e-16,4.303426391127648e-17,3.2384039775023513e-13,3.436873739718195e-14,7.937281630747079e-08,1.828060988255387e-09,2.7680666090299524e-09,8.902585950660285e-10,6.468696049996694e-17,4.696981046623163e-10,5.880190398109151e-10,2.73076916027473e-09,5.1842510316899364e-05,9.527978241343936e-08,3.784094770900757e-08,1.510850579672448e-09,2.42725132663584e-11,1.1807231272520148e-12,4.746342351801638e-09,2.236578972397382e-16
0.0007969364034926111,0.5570789927461999,3.831082787591032e-08,5.780675810454147e-09,1.5108308194463592e-08,1.1961425899819514e-05,0.0,0.0,3.2864510665663905e-05,1.982105940494561e-06,2.8070776035140432e-05,1.5237776959190456e-07,8.68036763528324e-11,3.6112970069924054e-25,4.407483207822294e-18,6.269432374288823e-12,2.6776247866257543e-07,4.5979076330362544e-05,5.580947683524159e-13,2.1256897332519778e-15,6.431554186198712e-06,8.92699957784004e-14,8.276359109197711e-14,5.4783205420206975e-11,1.1477443253306956e-11,5.664166142818278e-06,2.2694755034270933e-12,1.5839464885368896e-10,1.0377799550121226e-10,2.4133856896333823e-14,1.170079093350673e-12,1.1440990898793847e-15,1.9287530945442413e-11,2.7262235593829826e-13,3.76,0.0,0.3234722755237025,0.9998044743943723,2.4672312250569314e-05,1.8495608694821444e-06,0.20409977391123565,0.20399493886279974,1.610159782723395e-08,2.7008573112737732e-14,9.165499450315138e-05,4.086005549633187e-06,1.2681289857604286e-13,6.592279789591958e-14,1.1247385107282103e-12,2.9076610421359842e-05,1.822559257270211e-11,5.557095560522137e-10,6.025833504382162e-10,8.27187370330922e-08,1.2996484393382317e-07,2.91146028647558e-08,2.48961741624618e-08,6.901013691511667e-16,4.363642520234373e-17,3.283704138169233e-13,3.4924987949991604e-14,8.046987704035643e-08,1.8544007600673292e-09,2.7839234277834114e-09,9.063346819020512e-10,6.559222273594172e-17,4.761216620789349e-10,5.8784098488778e-10,2.7534971340923494e-09,5.242292387420437e-05,9.688855684207939e-08,3.815720420777308e-08,1.5232591973299854e-09,2.4888036828208886e-11,1.2106744971688991e-12,4.828861153801625e-09,2.2754998844615664e-16
0.0008008826934370848,0.5571584337412987,3.866073564255127e-08,5.839716457011137e-09,1.52923880624467e-08,1.2093610462487942e-05,0.0,0.0,3.313334891392021e-05,1.9998804370351673e-06,2.846161269058977e-05,1.5509252522953925e-07,8.785729328439805e-11,3.7291972273285775e-25,4.510209812421969e-18,6.357788150328484e-12,2.726210741870737e-07,4.639682220594571e-05,5.718312453914867e-13,2.167408277062181e-15,6.4911896534178204e-06,9.0109176241042e-14,8.390870310653975e-14,5.629494518052732e-11,1.176455163211143e-11,5.768488673907226e-06,2.2877873565822687e-12,1.623098331766676e-10,1.0793568743203993e-10,2.5017608671996437e-14,1.190860984636817e-12,1.171011020408637e-15,1.9553529511698604e-11,2.7900399989227316e-13,3.76,0.0,0.32268927302130596,0.9998034084357088,2.5018012952819684e-05,1.8862571534459052e-06,0.2048826625738622,0.20477658534213836,1.606307287263143e-08,2.700366009773801e-14,9.165489676398734e-05,4.144339612362484e-06,1.2861319406897516e-13,6.689317036946724e-14,1.1424864090186337e-12,2.9310437551812354e-05,1.8292799427354988e-11,5.640053836269798e-10,6.108705307491953e-10,8.392406103410664e-08,1.3185020265413874e-07,2.94793882489784e-08,2.5209819876570155e-08,6.997279177983996e-16,4.424511661222918e-17,3.329495297214276e-13,3.5488287329914986e-14,8.157860463743365e-08,1.8810347202613295e-09,2.7998403109798985e-09,9.22649677404757e-10,6.650730449956393e-17,4.826125545742446e-10,5.876598111906183e-10,2.776379615352765e-09,5.300810365597997e-05,9.851759721437916e-08,3.8475576486230975e-08,1.5357492396818032e-09,2.5517718766631907e-11,1.2413149576717324e-12,4.912498269788662e-09,2.314948650716806e-16
0.0008048289833815585,0.5572376832344186,3.901298411751757e-08,5.8992487863978655e-09,1.5478292589462214e-08,1.222673669697472e-05,0.0,0.0,3.3403769143427386e-05,2.0177769521237102e-06,2.8856104541529174e-05,1.5784512689864508e-07,8.892048847594764e-11,3.8506224113124865e-25,4.615038599654014e-18,6.44711384291406e-12,2.775524433555393e-07,4.681613197481828e-05,5.858672652949246e-13,2.209796748079989e-15,6.55106042094585e-06,9.095180686076618e-14,8.506670252958161e-14,5.784376044829456e-11,1.2058095896698292e-11,5.874279459387256e-06,2.3061437690923228e-12,1.6632207959277944e-10,1.1224476753253298e-10,2.5930727372121565e-14,1.2119359254716994e-12,1.1984774769222674e-15,1.982248291958844e-11,2.8551393798981155e-13,3.76,0.0,0.321908159741897,0.9998023348644758,2.5367247560986128e-05,1.9235271380987592e-06,0.2056636613875065,0.20555633205722287,1.6024641075163935e-08,2.699875850867272e-14,9.165479832701047e-05,4.203244608668221e-06,1.3043145590314991e-13,6.78747524467651e-14,1.1604566382011335e-12,2.9545186016809062e-05,1.835982345791204e-11,5.72398919583791e-10,6.192463764101695e-10,8.514311964332582e-08,1.3375686863132293e-07,2.984744361017953e-08,2.5526289673459706e-08,7.094586606378281e-16,4.486039638462496e-17,3.3757820369422096e-13,3.6058704442043654e-14,8.269910469909312e-08,1.907965656327764e-09,2.8158194809123774e-09,9.392066075064786e-10,6.743229842408416e-17,4.891713838937871e-10,5.874755568365841e-10,2.7994178050285624e-09,5.35980809229797e-05,1.0016708878701693e-07,3.879608088515044e-08,1.5483213225664068e-09,2.6161860286678312e-11,1.2726591761808105e-12,4.997265484117068e-09,2.35493083549016e-16
