Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124)
9.90367930418727e-11,0.9286683781025994,9.081459247873622e-21,5.213937524356494e-13,5.259068599439902e-25,8.338001032260118e-31,0.0,0.0,2.549831875959573e-22,7.982824650549575e-48,3.4704493889474394e-24,1.6718691886780455e-30,3.2016815901223893e-21,4.029457996383022e-43,1.016335664726185e-31,2.698810296415423e-26,1.3402205022813773e-39,7.265552569552535e-31,1.016811932116809e-25,9.333423203068583e-21,3.442117756072992e-10,5.338100139427989e-18,1.9689583022926033e-30,2.837353646572436e-63,1.4422530949636566e-46,3.8353855935234346e-39,5.474935362286653e-32,5.630098062773368e-54,1.7835581561285584e-83,1.4566547848041175e-79,1.523068331309536e-51,6.848889004843314e-44,1.9874454347009614e-36,7.310825763572487e-65,3.76,0.0,0.7653801990496883,0.9999999999997395,2.3612991162767865e-31,5.214186270035654e-56,0.001581790445110317,0.0015262520915579536,5.553766512880189e-05
9.999999999999999e-11,0.9287245026051546,9.34908156086234e-21,5.264646970295327e-13,5.466677333037156e-25,8.752637128573373e-31,0.0,0.0,2.6250318541464017e-22,8.549423009458603e-48,3.613766617419157e-24,1.7550085175702532e-30,3.3280548402713885e-21,4.272121738921807e-43,1.0668725536338681e-31,2.8053480130744836e-26,1.4353495940822345e-39,7.626850302739518e-31,1.0569533489574292e-25,9.608440008916366e-21,3.5094287839795995e-10,5.4953868169339996e-18,2.0668422278875472e-30,3.1703168880539905e-63,1.559911542252757e-46,4.107504464643529e-39,5.747283509248207e-32,6.156986584677825e-54,2.139269409188674e-83,1.674353386297778e-79,1.662852867409504e-51,7.335276746059801e-44,2.107255307307379e-36,8.29792780865758e-65,3.76,0.0,0.7653648309860918,0.999999999999737,2.478720549896412e-31,5.763569728968864e-56,0.0015971585154381275,0.0015411116136903578,5.604619986200223e-05
1.1998241706910595e-10,0.9287245026051546,1.6150444594127727e-20,6.316650685119227e-13,1.1329606100580326e-24,2.1709207898000854e-30,0.0,0.0,4.537017880173127e-22,2.976036154643542e-47,7.753221325828357e-24,4.352947082593844e-30,6.89661255939164e-21,1.260145451153427e-42,2.6459839557041443e-31,5.813976120086865e-26,4.98404756342711e-39,1.8916575044999496e-30,2.190576447542386e-25,1.659736521192345e-20,5.053016422563563e-10,9.492416476797748e-18,5.125013458156717e-30,1.9377365898739194e-62,6.26467400729541e-46,1.4277465906471186e-38,1.4258764343246263e-31,2.9106370118131605e-53,2.3523182994927852e-82,1.3514123023725467e-78,7.591273556775223e-51,2.5446866033064726e-43,6.215482910188417e-36,5.984638633674971e-64,3.76,0.0,0.7650460791128518,0.9999999999996844,6.147869787771106e-31,3.1143808548652294e-55,0.001915910543036873,0.0018494444349046247,6.646509752894507e-05
1.409280410963392e-10,0.9287806026122224,2.6175197330426728e-20,7.419363845885046e-13,2.1565582922116926e-24,4.8429137664606244e-30,0.0,0.0,7.357853450031739e-22,9.05410011903851e-47,1.5283001206521047e-23,9.710579790641235e-30,1.3126025810079334e-20,3.2847254171967483e-42,5.9022552539262415e-31,1.1066575533874673e-25,1.5110020695905144e-38,4.2198502347452666e-30,4.169800270876246e-25,2.689754993692969e-20,6.972550341496346e-10,1.5383042259546747e-17,1.1429679673190159e-29,1.0012458259828138e-61,2.1943336439207717e-45,4.3350109166846076e-38,3.1816176922943353e-31,1.1937450090689285e-52,2.0863333830390256e-81,8.987872920762643e-78,3.0598540337788387e-50,7.703616915719066e-43,1.618963892738111e-35,3.683465658880722e-63,3.76,0.0,0.7647121050332858,0.9999999999996292,1.371446872240446e-30,1.434783911931186e-54,0.002249884814556289,0.0021727612089407363,7.712221110545384e-05
1.6187366512357243e-10,0.9288366781344971,3.967278640522209e-20,8.522077006655136e-13,3.7541012375452546e-24,9.663396287953491e-30,0.0,0.0,1.1160246396919548e-21,2.3630258623534142e-46,2.7515028230907264e-23,1.937613545556478e-29,2.284695994843345e-20,7.496658670491149e-42,1.1776318842637996e-30,1.9264175662997415e-25,3.9212720850516144e-38,8.419995931797773e-30,7.258873043334933e-25,4.0764516909651626e-20,9.200872314092226e-10,2.3313296545095822e-17,2.2799998194936154e-29,4.3073033459220894e-61,6.423713938503475e-45,1.128062696349337e-37,6.349896704148336e-31,4.0486380868556506e-52,1.5939445716718993e-80,5.060858241149401e-77,1.0050467355582326e-49,1.9938780133720126e-42,3.688588177157153e-35,1.8490542103769968e-62,3.76,0.0,0.7643782767473446,0.999999999999574,2.7364885313046913e-30,5.485610186827564e-54,0.0025837133233296786,0.002496195920049392,8.751556310577776e-05
1.8281928915080567e-10,0.928892729182667,5.716061311157069e-20,9.62479016743088e-13,6.1082998796644694e-24,1.7730286459789692e-29,0.0,0.0,1.6093222417970206e-21,5.498556409792336e-46,4.625175077584008e-23,3.555101819501748e-29,3.7169980369826024e-20,1.5487724380959516e-41,2.160548825449783e-30,3.134411124276312e-25,9.074523949041652e-38,1.5448617221355854e-29,1.1811131496393288e-24,5.872892429882085e-20,1.1738129019270103e-09,3.3586543565417414e-17,4.1821399236548456e-29,1.557164310967171e-60,1.6537844699132786e-44,2.6171278723150548e-37,1.1653169989887062e-30,1.1867436386687566e-51,9.343991233870656e-80,2.3551410219605168e-76,2.8645616256083626e-49,4.602704617115871e-42,7.607695698263124e-35,7.636465684601019e-62,3.76,0.0,0.7640445941914091,0.9999999999995188,5.020779672909915e-30,1.789430670012233e-53,0.0029173961329908046,0.0028197422333316262,9.76515520333069e-05
2.037649131780389e-10,0.9289487557674169,7.915641569622767e-20,1.0727503328213853e-12,9.42718182391773e-24,3.0463922584585777e-29,0.0,0.0,2.2307065430627373e-21,1.1693399979524838e-45,7.367094166319496e-23,6.10830926535214e-29,5.735912714255416e-20,2.9594895115898827e-41,3.711955028835614e-30,4.837348968890885e-25,1.9199299420378246e-37,2.6543086992921846e-29,1.822886999292076e-24,8.132153944482898e-20,1.4584461148573294e-09,4.650618731567185e-17,7.183669091920133e-29,4.9469256944878294e-60,3.851617480082037e-44,5.549415701646403e-37,2.0026396931639205e-30,3.1047916259248166e-51,4.5708262312569625e-79,9.373706922125266e-76,7.311469720780674e-49,9.716704613192971e-42,1.4515665405484946e-34,2.7248994360706337e-61,3.76,0.0,0.763711057301887,0.9999999999994637,8.626463355365718e-30,5.169298352091134e-53,0.0032509333071460674,0.0031433939691021045,0.00010753642115164036
2.2471053720527214e-10,0.9290047578994264,1.0617827495326898e-19,1.183021648900581e-12,1.3944103728110917e-23,4.9651483585208393e-29,0.0,0.0,2.995348110649525e-21,2.3132475752972614e-45,1.1235846089292515e-22,9.955574402145576e-29,8.483186589289041e-20,5.311244909082985e-41,6.049473110792143e-30,7.154920710187501e-25,3.780705195860851e-37,4.326030310558446e-29,2.696335660851948e-24,1.0907322805460498e-19,1.7740003559998828e-09,6.237566537535468e-17,1.1704963192450627e-28,1.4098088779537484e-59,8.283007728951541e-44,1.0947365473118048e-36,3.264643561459011e-30,7.410730054885955e-51,1.9154025901182598e-78,3.275012134543194e-75,1.710697075267588e-48,1.909997770433276e-41,2.6019398632745514e-34,8.612449485785636e-61,3.76,0.0,0.7633776660152127,0.9999999999994085,1.4059526968657145e-29,1.3507343822242223e-52,0.0035843249093745018,0.003467145098893573,0.00011717626248009208
2.456561612325054e-10,0.9290607355893709,1.3874461860258897e-19,1.2932929649808709e-12,1.9917759989080365e-23,7.748021242292398e-29,0.0,0.0,3.9185719163284646e-21,4.3060808547314055e-45,1.653327446266214e-22,1.5535448453075655e-28,1.2115904600485158e-19,9.047995203449052e-41,9.439404260957403e-30,1.0219795351556114e-24,7.008250184690464e-37,6.750560940036391e-29,3.851484262072846e-24,1.4251494632824101e-19,2.120488539018425e-09,8.149844440670489e-17,1.8260224853664554e-28,3.648503891419362e-59,1.662882867070557e-43,2.0322854334981447e-36,5.0954062849772845e-30,1.6325609105474293e-50,6.906299033518757e-78,1.0156409669120563e-74,3.704188423867778e-48,3.5353342404796573e-41,4.42825630907234e-34,2.4328327177837384e-60,3.76,0.0,0.7630444202678477,0.9999999999993533,2.193920131908169e-29,3.2305326465642226e-52,0.003917571003227767,0.0037909897425435256,0.00012657701970700117
2.666017852597386e-10,0.9291166888479209,1.7737422905511253e-19,1.403564281062469e-12,2.763219835787186e-23,1.1659424145860332e-28,0.0,0.0,5.015878252444201e-21,7.628570430352545e-45,2.3608667608036075e-22,2.337808800322013e-28,1.680648284253749e-19,1.4762210232953564e-40,1.4203625982607614e-29,1.4177622111849208e-24,1.2367176464518256e-36,1.0158225910751983e-28,5.343257844632163e-24,1.821777277835955e-19,2.497923024218326e-09,1.0417801262186449e-16,2.7470688422274534e-28,8.78180467988159e-59,3.1626707638262642e-43,3.590552891506771e-36,7.669164393555869e-30,3.383761293344255e-50,2.29973131423365e-77,2.8879401884714516e-74,7.571470080316344e-48,6.231235829055503e-41,7.2192560690169575e-34,6.382990806118483e-60,3.76,0.0,0.76271131999628,0.9999999999992981,3.3014035779295385e-29,7.22733603502453e-52,0.004250671652230143,0.004114922163317776,0.00013574449306610946
2.8754740928697186e-10,0.9291726176857426,2.2258624799373465e-19,1.5138355971456098e-12,3.7396828882259064e-23,1.70126635879165e-28,0.0,0.0,6.3029545243179775e-21,1.2956102901568095e-44,3.286111823318534e-22,3.4111678841086517e-28,2.274266417068716e-19,2.3217004213619073e-40,2.0723479860667508e-29,1.918703042369424e-24,2.0925139544653317e-36,1.482193018474301e-28,7.231482086861908e-24,2.2859267604117038e-19,2.9063156288381427e-09,1.307178756582574e-16,4.0072050549731457e-28,1.9906195494925335e-58,5.740160866327795e-43,6.081190643993486e-36,1.1192439944438732e-29,6.651009373725124e-50,7.046467591638439e-77,7.652653337139133e-74,1.4706109199058521e-47,1.0532719367796595e-40,1.1346569309289922e-33,1.5652978486348714e-59,3.76,0.0,0.7623783651370243,0.9999999999992429,4.8170961276077174e-29,1.5272717429277548e-51,0.00458362691987852,0.004438936765238231,0.00014468434200876965
3.084930333142051e-10,0.9292285221134972,2.749001839174547e-19,1.6241069132305455e-12,4.954643854766918e-23,2.417502547117954e-28,0.0,0.0,7.795693967270847e-21,2.1223247385580203e-44,4.474326708074851e-22,4.847263295002162e-28,3.0127510931622007e-19,3.5382087683280974e-40,2.9445938730502963e-29,2.5419629779270968e-24,3.415517366835311e-36,2.1061584595454532e-28,9.580884393007577e-24,2.822909536625116e-19,3.34567764297118e-09,1.6142155019844973e-16,5.692624443009626e-28,4.265055301234267e-58,1.0013482756940443e-42,9.933648614570701e-36,1.590741557252936e-29,1.2489470935410909e-49,1.9950081254442736e-76,1.8925849693677316e-73,2.7372346820756803e-47,1.7178895621969554e-40,1.7282927402572556e-33,3.611042309581083e-59,3.76,0.0,0.7620455556266222,0.9999999999991878,6.844967504702639e-29,3.067080531771164e-51,0.004916436869642401,0.004763028088948383,0.000153402089338407
3.2943865734143834e-10,0.9292844021418416,3.348359163102888e-19,1.7343782293175489e-12,6.444119898806085e-23,3.3570411834452114e-28,0.0,0.0,9.510205346254007e-21,3.3678502466587415e-44,5.976324190673123e-22,6.731087369550171e-28,3.917940071331829e-19,5.245802428859804e-40,4.0886801975307786e-29,3.306000880236521e-24,5.4011420588837865e-36,2.924639954581364e-28,1.2461094137474166e-23,3.438037766364415e-19,3.816019837442396e-09,1.965925608191734e-16,7.902752194319536e-28,8.719734267504256e-58,1.68594234163237e-42,1.5718210347448767e-35,2.2093689365660422e-29,2.2518245688137916e-49,5.292698353544766e-76,4.423033593437577e-73,4.900327467644861e-47,2.714927337946373e-40,2.5613101673858655e-33,7.900226276691365e-59,3.76,0.0,0.7617128914016431,0.9999999999991326,9.50500948612434e-29,5.89354799556766e-51,0.005249101564963889,0.005087190809668985,0.00016190312325483594
3.5038428136867157e-10,0.9293402577814283,4.0291370419309337e-19,1.84464954540691e-12,8.246668286816581e-23,4.568483298655036e-28,0.0,0.0,1.1462833163914903e-20,5.197365320938101e-44,7.848869723894918e-22,9.160084679706587e-28,5.013201795359819e-19,7.591944883926429e-40,5.563735029868589e-29,4.230573442134844e-24,8.306905645338554e-36,3.9799663841918112e-28,1.594664359082151e-23,4.1366240275694584e-19,4.317352480393051e-09,2.365344333488981e-16,1.0751513493905855e-27,1.7063788591073975e-57,2.7517782482588472e-42,2.4185605708584075e-35,3.007192184346141e-29,3.9170806274872626e-49,1.3223069561973854e-75,9.81053097384594e-73,8.480648407611246e-47,4.17360682640167e-40,3.705596588304695e-33,1.647744672745275e-58,3.76,0.0,0.761380372398682,0.9999999999990774,1.2934788962518503e-28,1.088260632464158e-50,0.005581621069257695,0.005411419732891701,0.00017019270166055708
3.713299053959048e-10,0.9293960890429044,4.796541907859213e-19,1.9549208614989402e-12,1.0403387256529698e-22,6.106922852896387e-28,0.0,0.0,1.367016803575061e-20,7.824324473137988e-44,1.0154888765488511e-21,1.2244717416190323e-27,6.323434918168055e-19,1.0754507149545779e-39,7.436776241605766e-29,5.33673504331031e-24,1.2462831975992785e-35,5.320119799046071e-28,2.0116968013267727e-23,4.923981259364574e-19,4.849685345409088e-09,2.815506916184212e-16,1.436798241824351e-27,3.217670014995815e-57,4.3673981406029525e-42,3.629920336438643e-35,4.0205716384607076e-29,6.59979740254948e-49,3.140209061908896e-75,2.0806766003475173e-72,1.4229766207071848e-46,6.259310110707233e-40,5.2477476618163145e-33,3.296875312095703e-58,3.76,0.0,0.7610479985543614,0.9999999999990222,1.7290245224658644e-28,1.9409934784255556e-50,0.005913995445911124,0.00573570979227022,0.0001782759542696487
3.9227552942313805e-10,0.929451895936913,5.655784131398632e-19,2.0651921775939698e-12,1.2957917862946146e-22,8.034537798771295e-28,0.0,0.0,1.614906843518556e-20,1.1522312973053338e-43,1.2963901256509225e-21,1.6109650414203127e-27,7.875067352893563e-19,1.4946811090843053e-39,9.783427148668588e-29,6.646837612707392e-24,1.8289895417539347e-35,6.999249650451951e-28,2.5056406466709672e-23,5.805422641526754e-19,5.413027728727367e-09,3.319448505729507e-16,1.889774318002137e-27,5.860797462500938e-57,6.761379697714041e-42,5.328669464928961e-35,5.290554525015352e-29,1.0807990249965477e-48,7.113417560678582e-75,4.235688320906019e-72,2.3231419072870674e-46,9.183205264448295e-40,7.291700754159915e-33,6.351778544272385e-58,3.76,0.0,0.7607157698053308,0.999999999998967,2.2747361140799526e-28,3.354311008359957e-50,0.006246224758284081,0.00606005604515254,0.00018615788707541838
4.132211534503713e-10,0.929507678474093,6.612078066299465e-19,2.1754634936923457e-12,1.5956444810935895e-22,1.0420838988578869e-27,0.0,0.0,1.8916669844156902e-20,1.6635653460955944e-43,1.6352204320307783e-21,2.0894249907810202e-27,9.696055806602328e-19,2.0420943087224448e-39,1.2688217598185767e-28,8.184530425680673e-24,2.631316443664046e-35,9.07788913755682e-28,3.085420160892987e-23,6.786261548305741e-19,6.007388455848455e-09,3.880204136342642e-16,2.4503459353928335e-27,1.0358685287233418e-56,1.0234270209213096e-41,7.668129484354532e-35,6.863041315042072e-29,1.725308178535939e-48,1.546488111909739e-74,8.3154012996464e-72,3.6989180240647185e-46,1.3208331146001487e-39,9.96011438490986e-33,1.1834983529275615e-57,3.76,0.0,0.7603836860882668,0.9999999999989119,2.9502866247732763e-28,5.637107975392284e-50,0.006578309069709066,0.0063844536708662705,0.00019384338406510488
4.3416677747760453e-10,0.9295634366650773,7.670642152709647e-19,2.2857348097944366e-12,1.9447698424711306e-22,1.334327030774039e-27,0.0,0.0,2.1990406827955895e-20,2.3594521700260726e-43,2.040331304192382e-21,2.6753786778509767e-27,1.1815884750892866e-18,2.747336507115029e-39,1.624530989032123e-28,9.974759897370572e-24,3.7185102232080484e-35,1.1623477244929307e-27,3.760450026408761e-23,7.871811431742809e-19,6.6327758982031795e-09,4.500808660341103e-16,3.1366251505194503e-27,1.780043428685759e-56,1.518044773539598e-41,1.0838631594646798e-34,8.789184463196563e-29,2.6914059241367113e-48,3.2358718880351903e-74,1.5792854216403515e-71,5.758666168720783e-46,1.866188478781911e-39,1.3397374731623175e-32,2.1385644716821996e-57,3.76,0.0,0.7600517473398722,0.9999999999988567,3.7775933290719526e-28,9.233907881781878e-50,0.006910248443491165,0.006708897966391082,0.00020133721154738424
4.5511240150483777e-10,0.9296191705204961,8.836698958833413e-19,2.3960061259006306e-12,2.348295541700015e-22,1.688741887082497e-27,0.0,0.0,2.5388020758258354e-20,3.292874731924098e-43,2.5208114526450958e-21,3.385985759290545e-27,1.4265565977545895e-18,3.644851714666117e-39,2.055875268198772e-28,1.2043769321820309e-23,5.170158397564343e-35,1.4710541303885096e-27,4.54063529098707e-23,9.067385786581548e-19,7.289197978191566e-09,5.184296728108986e-16,3.9686174388080306e-27,2.983724663236689e-56,2.2104521035716866e-41,1.5072626888861066e-34,1.1125529427739078e-28,4.111685733199868e-48,6.544817083449437e-74,2.911144435615772e-71,8.78230800724133e-46,2.5942478394804742e-39,1.7771004793388666e-32,3.759606074078095e-57,3.76,0.0,0.7597199534968776,0.9999999999988015,4.780877150983778e-28,1.4782662175066642e-49,0.00724204294290807,0.00703338434505346,0.00020864401945761327
4.76058025532071e-10,0.9296748800509735,1.0115475293975407e-18,2.5062774420113342e-12,2.811604105407782e-22,2.1147648502195574e-27,0.0,0.0,2.9127583110935783e-20,4.528690541028794e-43,3.0865332875062766e-21,4.240165475393692e-27,1.7077637460818204e-18,4.774512098433325e-39,2.5743246645494027e-28,1.4419098603037656e-23,7.083092981762364e-35,1.842124797217634e-27,5.436371408662049e-23,1.0378298031526192e-18,7.976662186150805e-09,5.933702720264137e-16,4.968366738468232e-27,4.886271132195412e-56,3.165127784835664e-41,2.0652656766039685e-34,1.3934435565686304e-28,6.163024048634253e-48,1.2825212754372429e-73,5.2215420245626155e-71,1.314556957788553e-45,3.5535583454272816e-39,2.3275115476562374e-32,6.443993281960206e-57,3.76,0.0,0.7593883044960398,0.9999999999987463,5.986841722963128e-28,2.3170003914180655e-49,0.007573692631210047,0.007357908332120866,0.0002157683457636189
4.970036495593042e-10,0.9297305652671297,1.151220224767525e-18,2.6165487581269727e-12,3.340332988909444e-22,2.6227282689085246e-27,0.0,0.0,3.322750218418166e-20,6.145399661094241e-43,3.748166311786496e-21,5.258633279279616e-27,2.0286162932855308e-18,6.18201219837431e-39,3.1924365207168123e-28,1.7129583949281716e-23,9.573302775930327e-35,2.284556199474506e-27,6.458544165330535e-23,1.1809861481703005e-18,8.695175584323259e-09,6.752060731944321e-16,6.1599966855662296e-27,7.836906601148688e-56,4.462743767795865e-41,2.7917575343751586e-34,1.728419939606183e-28,9.078504984859369e-48,2.4427723727442276e-73,9.134655811976653e-71,1.9339968153321265e-45,4.8021979838144196e-39,3.013183817538231e-32,1.079438364629393e-56,3.76,0.0,0.7590568002741434,0.9999999999986912,7.424724979320031e-28,3.562713799787305e-49,0.007905197571619971,0.007682465563775375,0.00022271461749207418
5.179492735865374e-10,0.9297862261795795,1.3032115314010616e-18,2.726820074247991e-12,3.9403748158869035e-22,3.223927841291838e-27,0.0,0.0,3.770654787664417e-20,8.237518763105871e-43,4.5172265511503985e-21,6.464035949095078e-27,2.392673062563545e-18,7.919572048323998e-39,3.9239368345107083e-28,2.020535754428247e-23,1.277949697292822e-34,2.8081832222612353e-27,7.618529706023763e-23,1.3367389226683274e-18,9.444744824293366e-09,7.642404503136378e-16,7.569864520992002e-27,1.2325905755433074e-55,6.204166014063417e-41,3.7272227184338003e-34,2.124950220195818e-28,1.316122173934704e-47,4.530641253945607e-73,1.561794029062916e-70,2.8008213838421648e-45,6.409689929569658e-39,3.8595276660930436e-32,1.7700946508567164e-56,3.76,0.0,0.7587254407679994,0.999999999998636,9.126489601556526e-28,5.381661093393283e-49,0.008236557827333301,0.008007051782585895,0.00022948715525622252
5.388948976137706e-10,0.9298418627989344,1.4680454425896347e-18,2.837091390374855e-12,4.61787744400032e-22,3.9306368433174025e-27,0.0,0.0,4.258385690691278e-20,1.091780077467643e-42,5.406086949580099e-21,7.880980048804036e-27,2.803645288925137e-18,1.0046358221458118e-38,4.783737392962812e-28,2.3677847201699696e-23,1.6865326197538965e-34,3.4236914884417135e-27,8.92819443624922e-23,1.5056194113093212e-18,1.0225376149514229e-08,8.607767408766003e-16,9.226592751425858e-27,1.9046101080498108e-55,8.513248044020031e-41,4.919483658077316e-34,2.5911506636915e-28,1.8801529541446405e-47,8.202601058064072e-73,2.6143912300062334e-70,3.997252660157101e-45,8.457955133671456e-39,4.895289990380212e-32,2.8467399419815463e-56,3.76,0.0,0.7583942259144459,0.9999999999985808,1.1126863077919261e-27,7.998453061189454e-49,0.008567773461518088,0.008331662836856874,0.00023609017390718813
5.598405216410037e-10,0.9298974751358,1.646246409102836e-18,2.9473627065080475e-12,5.379244228992666e-22,4.7561774632370764e-27,0.0,0.0,4.7878959040381407e-20,1.4320144986268381e-42,6.428029664738057e-21,9.536174972381931e-27,3.2653964807481463e-18,1.2629259847250993e-38,5.788021853128568e-28,2.7579775972694475e-23,2.2023695239572195e-34,4.142679391474837e-27,1.0399895033976815e-22,1.6881588620134556e-18,1.1037075413109506e-08,9.651182387609156e-16,1.1161231669929669e-26,2.8944171836812432e-55,1.1542061745844688e-40,6.424857913961663e-34,3.135833039880291e-28,2.649629416886318e-47,1.4518201858368578e-72,4.291771817278787e-70,5.628482489477024e-45,1.1043654010884604e-38,6.153003486792535e-32,4.496020145972253e-56,3.76,0.0,0.7580631556503484,0.9999999999985256,1.346353929782506e-27,1.1709126144258978e-48,0.00889884453731498,0.008656294676005465,0.00024252778715675295
5.807861456682369e-10,0.9299530632007784,1.8383393419432902e-18,3.057634022648073e-12,6.231134079270653e-22,5.7149301899738924e-27,0.0,0.0,5.361178052607028e-20,1.8602346124543127e-42,7.597252903126427e-21,1.1458451682846627e-26,3.781942387842751e-18,1.5743332335432146e-38,6.9542570099127855e-28,3.194516176748018e-23,2.8479281996809707e-34,4.97766620059554e-27,1.2046478327608169e-22,1.884888485321376e-18,1.1879848078833625e-08,1.0775681938681658e-15,1.340727970527513e-26,4.3322425094221944e-55,1.5474384355822462e-40,8.309019221746617e-34,3.768511107743986e-28,3.6873116730815503e-47,2.516910864607715e-72,6.918743080332323e-70,7.826551417193814e-45,1.4279226042083352e-38,7.669115134905939e-32,6.983344034829435e-56,3.76,0.0,0.7577322299125989,0.9999999999984704,1.6177204890333265e-27,1.690446203806534e-48,0.009229771117837234,0.008980943350317828,0.0002488040078210816
6.017317696954701e-10,0.9300086270044663,2.044849627286968e-18,3.1679053387954526e-12,7.180461748878499e-22,6.822410120310483e-27,0.0,0.0,5.980267214726339e-20,2.3949625598169774e-42,8.928926828919983e-21,1.367891573907857e-26,4.357450848534036e-18,1.9472651881202207e-38,8.301284806452215e-28,3.6809316897525346e-23,3.6493706490900608e-34,5.942158413674165e-27,1.3881281294316576e-22,2.096339441505465e-18,1.2753699239510361e-08,1.1984298047644328e-15,1.600085687773049e-26,6.391951781570104e-55,2.053241933394985e-40,1.0648366568993011e-33,4.499451257865745e-28,5.071646268598069e-47,4.279083455593868e-72,1.0967593249826474e-69,1.0757290687866249e-44,1.829572800414338e-38,9.484496613682977e-32,1.0678682803088959e-55,3.76,0.0,0.7574014486381166,0.9999999999984153,1.9311754856981425e-27,2.408896308390355e-48,0.00956055326617068,0.009305605006160617,0.0002549227526091786
6.226773937227033e-10,0.9300641665574562,2.2663031284009487e-18,3.2781766549507282e-12,8.234397878385508e-22,8.095271027956383e-27,0.0,0.0,6.647241070006858e-20,3.0578000993739936e-42,1.0439196493559511e-20,1.6230955348331487e-26,4.996241765796748e-18,2.3910778948027473e-38,9.849327168304529e-28,4.2208847674488506e-23,4.636832664536345e-34,7.05065322321357e-27,1.5918130917465762e-22,2.3230428410416943e-18,1.3658633616415471e-08,1.3280062189530348e-15,1.8980712794508382e-26,9.307301428853751e-55,2.698104117275944e-40,1.3531011946760894e-33,5.339675506630782e-28,6.900083492303766e-47,7.145261775580486e-72,1.7114760017667265e-69,1.4625482036976085e-44,2.3243930992743514e-38,1.164455507511606e-31,1.6095014775173833e-55,3.76,0.0,0.7570708117638482,0.9999999999983601,2.29143038334378e-27,3.3915533494894943e-48,0.00989119104537378,0.009630275886147796,0.00026088784195608467
6.436230177499365e-10,0.9301196818703358,2.5032262021224264e-18,3.3884479711144623e-12,9.400369321375735e-22,9.551387537815251e-27,0.0,0.0,7.364222919598079e-20,3.8738530792924075e-42,1.2145242010226153e-20,1.9150406172977406e-26,5.702786937887943e-18,2.916169619976024e-38,1.1620085013426748e-27,4.8181653883297384e-23,5.845038559486166e-34,8.318709967812235e-27,1.81713441718811e-22,2.5655297311493036e-18,1.4594655578538925e-08,1.4666005251897787e-15,2.238841304534779e-26,1.338415796634599e-54,3.513630850918353e-40,1.705838537969484e-33,6.301015995660747e-28,9.292540620550669e-47,1.1730316729724126e-71,2.6319079214193423e-69,1.9684262776584086e-44,2.929773686408299e-38,1.419981306405311e-31,2.3931128332113575e-55,3.76,0.0,0.7567403192267664,0.9999999999983049,2.7035418290891758e-27,4.7212135340156063e-48,0.010221684518477572,0.009954952324137808,0.000266703005025661
6.645686417771697e-10,0.9301751729536879,2.7561456996969354e-18,3.4987192872872355e-12,1.0686059167127913e-21,1.1209852847710903e-26,0.0,0.0,8.133381600478419e-20,4.872140624305222e-42,1.4065276829224302e-20,2.247554663088763e-26,6.481710045122954e-18,3.534028605158228e-38,1.3636735421119372e-27,5.476692836894066e-23,7.313604385450008e-34,9.762948064011228e-27,2.0655727862371285e-22,2.8243310975000004e-18,1.5561769140205823e-08,1.6145157544626846e-15,2.626833253477395e-26,1.9025694609674963e-54,4.537051144686011e-40,2.1346350856498856e-33,7.396113818880912e-28,1.2395849856588193e-46,1.895647390546016e-71,3.9920976390207696e-69,2.624181286000257e-44,3.665528888509553e-38,1.720599240787353e-31,3.51349832160949e-55,3.76,0.0,0.756409970963872,0.9999999999982497,3.1729109812505908e-27,6.503210331099663e-48,0.010552033748485724,0.010279630745858795,0.0002723718790854084
6.855142658044029e-10,0.9302306398180916,3.0255889849996877e-18,3.608990603469647e-12,1.2099407105489281e-21,1.3091067617278563e-26,0.0,0.0,8.956934751964457e-20,6.086101027476926e-42,1.6218612793967468e-20,2.624727618631294e-26,7.337786461875111e-18,4.257335688068766e-38,1.5924038651428822e-27,6.200515643366182e-23,9.087764420860874e-34,1.1401124294133131e-26,2.338657859526305e-22,3.099977850084909e-18,1.6559977981307174e-08,1.772054871924336e-15,3.066785669664977e-26,2.675025136054476e-54,5.812282747973449e-40,2.6527073350040513e-33,8.63847792881436e-28,1.6388252750559424e-46,3.018051846510864e-71,5.97787104017892e-69,3.4673875588757783e-44,4.554306210244588e-38,2.0724673139601436e-31,5.097220443138293e-55,3.76,0.0,0.7560797669121923,0.9999999999981946,3.7053086260855505e-27,8.869048291410901e-48,0.010882238798374504,0.010604307663653657,0.0002778980147613251
