Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166)
1.3042516823502033e-05,0.8599665060453946,1.7816964348019975e-07,6.297585395992008e-08,5.6311936761999264e-08,1.925995604985918e-06,0.0,0.0,9.82022906118252e-07,1.0184804171408775e-08,2.5186390891164955e-05,2.755064288719975e-07,6.8926597020775484e-09,5.3800456039229785e-21,1.498200647283242e-14,5.687546059910166e-10,5.405682592063544e-07,7.083951802028923e-05,2.9025981292289033e-10,9.865905038789187e-13,0.0004985122774361498,7.612371654746017e-10,1.6916879316850884e-11,4.582388412541161e-13,8.527537725742514e-12,3.3294927764883015e-06,2.2220946185248868e-11,7.376305730048471e-13,2.034849986596927e-12,1.0308331575985829e-14,5.673011258617034e-13,7.353667997324228e-16,5.319103419089055e-11,1.1647138757829452e-12,3.76,0.0,0.01660972042907279,0.9991052660016527,1.6901458072587e-06,2.5074127964196875e-08,0.8539733005327543,0.8528711883754727,3.5527244240506084e-07,1.0375560066824458e-10,0.000815364907426011,1.811172709841554e-07,2.1694375051807802e-11,1.0139418762543443e-13,5.410828829080169e-12,5.403793023907598e-05,9.332178543542774e-10,6.303141887696645e-08,1.1725348542795667e-07,8.09687910253357e-07,4.851524485279131e-06,1.1094564308069045e-08,1.3265075586652348e-08,1.9849491172161006e-15,5.757989595768214e-16,2.1190891951035274e-11
1.3185594819719636e-05,0.8600611563313005,1.8035032327787843e-07,6.37505087837594e-08,5.726336682915227e-08,1.973492386634524e-06,0.0,0.0,9.98156481878186e-07,1.0411494319351765e-08,2.580247759663425e-05,2.8189338598411934e-07,6.99348263193847e-09,5.597483235389118e-21,1.5399650806416086e-14,5.762882070629384e-10,5.548701492560382e-07,7.182767960816533e-05,2.9841038538455897e-10,1.014230588940578e-12,0.000505755750269379,7.724301395740292e-10,1.7141009154471856e-11,4.824823882104256e-13,8.753740310588773e-12,3.406359827413183e-06,2.259618801164961e-11,7.780833356225649e-13,2.165397800928644e-12,1.0861940292836444e-14,5.832966604465319e-13,7.532281397083288e-16,5.412957071732269e-11,1.199038489145209e-12,3.76,0.0,0.015903939794500548,0.9991040771990538,1.7363501983939434e-06,2.605116399652173e-08,0.854686863170233,0.853568479626842,3.43512636594844e-07,1.0353363726021612e-10,0.000815363936907919,1.8368308739448383e-07,2.1768974939447797e-11,1.0317906850159512e-13,5.506143396019126e-12,5.462906906376861e-05,9.338770070788712e-10,6.388744798769409e-08,1.1872951850508755e-07,8.208769773482635e-07,4.96312470050299e-06,1.1236414133727974e-08,1.3436733775578254e-08,2.0110472194460188e-15,5.833638133616451e-16,2.1469199477632068e-11
1.332867281593724e-05,0.8601518303441383,1.8254654862924296e-07,6.453228834380449e-08,5.8225139542212426e-08,2.021610786206974e-06,0.0,0.0,1.0143629423152655e-06,1.0639692159633754e-08,2.642571295763326e-05,2.8836402624478184e-07,7.09442770673327e-09,5.821908875093558e-21,1.5825004696986378e-14,5.838787475476229e-10,5.69407559155472e-07,7.281638124494841e-05,3.0671255051647845e-10,1.0423800621555719e-12,0.0005130055914750797,7.836321883182796e-10,1.7366835086110984e-11,5.077792197198533e-13,8.983732742339846e-12,3.484224405823875e-06,2.2974991991991604e-11,8.204274007866642e-13,2.3028800208243854e-12,1.1439543680007084e-14,5.995643773730953e-13,7.713422447473067e-16,5.507748015162213e-11,1.2339924494381435e-12,3.76,0.0,0.015228153376220145,0.9991028850776645,1.7833654457870684e-06,2.7054666197030636e-08,0.8553704439740896,0.8542357656754617,3.3225257230637117e-07,1.0332106489502556e-10,0.0008153629636965222,1.8625148694765806e-07,2.1843451085881107e-11,1.0498150531072966e-13,5.602410673331389e-12,5.521693614062046e-05,9.345075022924952e-10,6.474994630041217e-08,1.2021623892224769e-07,8.321472331168145e-07,5.075998052243512e-06,1.1379048950753456e-08,1.3609354716337148e-08,2.037347423724118e-15,5.90987328990147e-16,2.1749666533704005e-11
1.3471750812154843e-05,0.8602386971061224,1.8475853774513804e-07,6.532125869070317e-08,5.9197317168694515e-08,2.070353812640346e-06,0.0,0.0,1.0306420753114087e-06,1.0869376232456063e-08,2.705608374916929e-05,2.9491900165714433e-07,7.195492110262665e-09,6.053507458977339e-21,1.625816475453578e-14,5.915271251171916e-10,5.841825540403852e-07,7.380559308133464e-05,3.1516819437096423e-10,1.071045040972125e-12,0.0005202615273029869,7.948428869020359e-10,1.7594384056762786e-11,5.341661134072917e-13,9.217550065767853e-12,3.563094140621507e-06,2.3357406642620817e-11,8.64737180901774e-13,2.4475938853093247e-12,1.2041957965514377e-14,6.16106348136025e-13,7.897117618762141e-16,5.6034834963045214e-11,1.2695816771924245e-12,3.76,0.0,0.014581086481387182,0.9991016896456346,1.831199648482094e-06,2.8085064617184463e-08,0.8560253173434749,0.8548743215121375,3.2147101089024056e-07,1.0311748443705466e-10,0.0008153619877978251,1.8882240132660555e-07,2.1917831487630256e-11,1.0680162501968011e-13,5.699637651786513e-12,5.580154011742633e-05,9.351105689671638e-10,6.561901573130673e-08,1.2171383461296747e-07,8.435001659822365e-07,5.190151112812828e-06,1.1522486997405226e-08,1.378296002670164e-08,2.063852770255145e-15,5.98670385455265e-16,2.203232541856821e-11
1.3614828808372446e-05,0.8603219184563256,1.8698650518537132e-07,6.61174853249746e-08,6.017996261612535e-08,2.119724535773246e-06,0.0,0.0,1.0469936864938431e-06,1.1100525935489612e-08,2.7693577075021284e-05,3.015589738390228e-07,7.296673182775646e-09,6.2924681396240935e-21,1.669922862782289e-14,5.99234226675378e-10,5.991972132923902e-07,7.479528656238789e-05,3.237792219610455e-10,1.10023170265686e-12,0.0005275232955683071,8.060618299034519e-10,1.7823682689466833e-11,5.616808565356433e-13,9.455227570830772e-12,3.64297677468364e-06,2.3743480464196437e-11,9.1108948124627e-13,2.5998466312112687e-12,1.2670020703822663e-14,6.329246629131311e-13,8.083393908437362e-16,5.700170816620698e-11,1.3058121470161652e-12,3.76,0.0,0.013961518589055843,0.999100490909559,1.8798609650735919e-06,2.914279292605535e-08,0.8566527035173992,0.8554853679416471,3.1114761635064613e-07,1.0292251371435133e-10,0.0008153610092165906,1.913957655361507e-07,2.1992143112328813e-11,1.086395557430131e-13,5.797831380459034e-12,5.6382890920484966e-05,9.356873828877541e-10,6.649475702780646e-08,1.232224908182369e-07,8.549372417254884e-07,5.305590669540349e-06,1.1666746187499292e-08,1.3957570951016067e-08,2.0905662613533763e-15,6.064138512328779e-16,2.2317208054530723e-11
1.375790680459005e-05,0.8604016493559495,1.892306620361685e-07,6.69210333214685e-08,6.117313943953746e-08,2.1697260854296145e-06,0.0,0.0,1.0634175985558526e-06,1.1333121505441093e-08,2.8338180374768275e-05,3.0828461390231e-07,7.39796841450096e-09,6.538984367721294e-21,1.7148295017854196e-14,6.070009279121207e-10,6.144536306631938e-07,7.578543437165855e-05,3.325475571815973e-10,1.1299462857038463e-12,0.0005347906451656027,8.172886304192297e-10,1.8054757281162873e-11,5.90362267655373e-13,9.696800795619537e-12,3.7238801633561297e-06,2.413326195807022e-11,9.595635603922283e-13,2.7599557514196962e-12,1.3324591209917853e-14,6.500214310959207e-13,8.272278836942305e-16,5.797817334032847e-11,1.3426898881768009e-12,3.76,0.0,0.013368281047976499,0.999099288874535,1.929357614228942e-06,3.022828844840108e-08,0.8572537708764568,0.8560700738855248,3.0126291697983175e-07,1.0273578679758959e-10,0.0008153600279563864,1.9397151776236206e-07,2.2066411934849417e-11,1.1049542685595692e-13,5.89699897327882e-12,5.696099968965485e-05,9.362390689923878e-10,6.73772698331517e-08,1.247423902248792e-07,8.664599045368081e-07,5.422323719716696e-06,1.1811844135839829e-08,1.4133208389491069e-08,2.1174908616469553e-15,6.142185834743038e-16,2.260434593781407e-11
1.3900984800807653e-05,0.8604780381806282,1.9149121620895537e-07,6.773196729652981e-08,6.217691187539523e-08,2.2203616505275914e-06,0.0,0.0,1.079913650609845e-06,1.1567143999363951e-08,2.89898814304528e-05,3.150966023442819e-07,7.49937543938549e-09,6.793253977379886e-21,1.760546367307572e-14,6.148280953143345e-10,6.299539143981237e-07,7.677601037776001e-05,3.414751431001173e-10,1.1601950886465368e-12,0.0005420633356028785,8.285229192369364e-10,1.8287633850726806e-11,6.202502186144023e-13,9.942305529260187e-12,3.805812273119123e-06,2.4526799626528117e-11,1.0102411918003478e-12,2.9282492583558063e-12,1.4006551001898597e-14,6.673987815828562e-13,8.463800442655918e-16,5.896430463170254e-11,1.380220985179226e-12,3.76,0.0,0.012800254872232896,0.9990980835442176,1.979697875208895e-06,3.1341992202593785e-08,0.8578296381467339,0.8566295585869862,2.917982686233932e-07,1.0255695330968265e-10,0.0008153590440196292,1.9654959923815967e-07,2.2140662995751958e-11,1.1236936887783998e-13,5.997147602721754e-12,5.7535878716381814e-05,9.367667036066155e-10,6.826665274126392e-08,1.2627371309608628e-07,8.780695780883294e-07,5.540357465749466e-06,1.1957798154714954e-08,1.430989289430979e-08,2.1446295030441862e-15,6.220854305947126e-16,2.2893770259477233e-11
1.4044062797025256e-05,0.8605512270003028,1.937683725528026e-07,6.855035157940024e-08,6.319134483759096e-08,2.2716344782448534e-06,0.0,0.0,1.0964816975733227e-06,1.1802575275780436e-08,2.964866837289777e-05,3.2199562893927925e-07,7.600892029211713e-09,7.05547927000004e-21,1.8070835410792914e-14,6.227165848442684e-10,6.457001873673553e-07,7.776698958329138e-05,3.50563941771895e-10,1.1909844724609013e-12,0.0005493411365550535,8.397643440430792e-10,1.8522338115791725e-11,6.513856570086805e-13,1.0191777814986477e-11,3.888781180217608e-06,2.492414199524844e-11,1.0632067266966797e-12,3.1050659527344567e-12,1.4716804250335946e-14,6.85058863390573e-13,8.657987278700307e-16,5.996017677722393e-11,1.418411578329363e-12,3.76,0.0,0.012256368630560923,0.9990968749208725,2.0308900884105754e-06,3.2484348938406044e-08,0.858381376510049,0.8571648937221437,2.827358195070852e-07,1.023856777647449e-10,0.0008153580574076255,1.9912995411476685e-07,2.221492042511835e-11,1.142615136600759e-13,6.098284510538363e-12,5.810754138455404e-05,9.372713165764946e-10,6.91630033609288e-08,1.2781663740262585e-07,8.897676665208394e-07,5.6596993105236405e-06,1.2104625288321066e-08,1.4487644709250418e-08,2.1719850831314316e-15,6.300152302639452e-16,2.3185511797015998e-11
1.418714079324286e-05,0.8606213518472058,1.9606233319349405e-07,6.937625010318158e-08,6.42165039620179e-08,2.3235478731966563e-06,0.0,0.0,1.1131216095834654e-06,1.203939797567759e-08,3.031452968769946e-05,3.28982392645639e-07,7.702516087832462e-09,7.325867104868464e-21,1.854451210421084e-14,6.306672450447493e-10,6.616945871931523e-07,7.875834807600001e-05,3.5981593472874844e-10,1.2223208581546212e-12,0.0005566238274360242,8.510125686654707e-10,1.8758895563863546e-11,6.838106289801321e-13,1.04452539530846e-11,3.972795069530591e-06,2.532533760611484e-11,1.1185471581355092e-12,3.2907556977267974e-12,1.5456278237129896e-14,7.030038458291743e-13,8.854868408087285e-16,6.096586509833512e-11,1.4572678642991104e-12,3.76,0.0,0.011735596425367648,0.9990956630054253,2.0829426558993595e-06,3.3655807174673766e-08,0.8589100116245151,0.8576771054215016,2.7405847655874384e-07,1.0222163893515459e-10,0.0008153570681206122,2.0171252933892222e-07,2.2289207508267314e-11,1.1617199416444272e-13,6.2004169955375684e-12,5.867600211406904e-05,9.377538933053692e-10,7.006641836384052e-08,1.2937133894351464e-07,9.01555555486252e-07,5.78035685296335e-06,1.2252342295792522e-08,1.4666483750343073e-08,2.199560472210048e-15,6.380088135089683e-16,2.3479601111345482e-11
1.4330218789460463e-05,0.8606885429724541,1.9837329754645202e-07,7.020972666709271e-08,6.525245558363088e-08,2.3761051966834546e-06,0.0,0.0,1.1298332714427158e-06,1.2277595503432468e-08,3.098745422091069e-05,3.3605760150730575e-07,7.804245645851487e-09,7.604628984257979e-21,1.902659671762818e-14,6.386809141531185e-10,6.779392663884191e-07,7.975006298208323e-05,3.692331225734554e-10,1.2542107309711187e-12,0.0005639111969885661,8.6226727234851e-10,1.899733139541942e-11,7.175683025078882e-13,1.0702770504104904e-11,4.057862233303679e-06,2.5730435050452583e-11,1.1763521864342e-12,3.485679698597821e-12,1.6225923820437533e-14,7.212359192695169e-13,9.054473401888908e-16,6.198144553355577e-11,1.4967960966726406e-12,3.76,0.0,0.011236955957638468,0.9990944477975099,2.1358640419736462e-06,3.485681923683347e-08,0.8594165255592302,0.8581671762055411,2.657498731617577e-07,1.0206452924552328e-10,0.0008153560761577949,2.0429727453534998e-07,2.236354669089108e-11,1.1810094478923472e-13,6.303552432027222e-12,5.924127630697327e-05,9.382153766989263e-10,7.09769935506541e-08,1.3093799147134088e-07,9.134346130542063e-07,5.902337883786276e-06,1.24009657023637e-08,1.4846429664710156e-08,2.2273585085372987e-15,6.460670005571902e-16,2.3776068331946636e-11
1.4473296785678066e-05,0.8607529250917406,2.007014627472322e-07,7.105084469290607e-08,6.629926680241197e-08,2.4293098659298163e-06,0.0,0.0,1.146616582088959e-06,1.251715200772036e-08,3.166743118443721e-05,3.4322197257728464e-07,7.90607885527678e-09,7.891981151483052e-21,1.9517193277072748e-14,6.467584252388402e-10,6.944363924856062e-07,8.074211242153347e-05,3.788175258195445e-10,1.286660635635549e-12,0.000571203042891341,8.735281490600005e-10,1.9237670638142144e-11,7.527029910092822e-13,1.0964364291800058e-11,4.143991070243539e-06,2.6139482947685516e-11,1.2367142857761202e-12,3.690210787944656e-12,1.7026715910730063e-14,7.397572951009375e-13,9.256832334100147e-16,6.30069946179343e-11,1.5370025865023534e-12,3.76,0.0,0.010759506674082236,0.9990932292955148,2.1896627737023084e-06,3.60878412943612e-08,0.8599018586467448,0.8586360468380466,2.577943382792232e-07,1.0191405419242677e-10,0.0008153550815173834,2.0688414189458214e-07,2.2437959661574895e-11,1.200485009575842e-13,6.407698246947498e-12,5.980338029608067e-05,9.386566690228617e-10,7.189482388919597e-08,1.3251676680207227e-07,9.254061907398585e-07,6.0256503814491605e-06,1.25505117583932e-08,1.5027501783670046e-08,2.2553820092911588e-15,6.541906077431611e-16,2.4074943494093628e-11
1.461637478189567e-05,0.8608146176205798,2.030470234996079e-07,7.189966765865466e-08,6.735700542747644e-08,2.4831653534180758e-06,0.0,0.0,1.163471454095834e-06,1.2758052362451153e-08,3.23544501611558e-05,3.504762318257569e-07,8.008013984766477e-09,8.188144674299406e-21,2.001640693044383e-14,6.54900600481754e-10,7.111881481838863e-07,8.173447546543371e-05,3.8857118404944203e-10,1.3196771838895013e-12,0.0005784991713823135,8.847949068282489e-10,1.947993802913014e-11,7.892601775220689e-13,1.1230072406515195e-11,4.231190084295599e-06,2.6552529998293043e-11,1.2997287723200682e-12,3.904733716594139e-12,1.7859653951337132e-14,7.585702067957946e-13,9.46197578173334e-16,6.404258953310509e-11,1.5778937028376095e-12,3.76,0.0,0.010302347993019385,0.9990920074966259,2.2443474415150857e-06,3.7349333398100723e-08,0.8603669112568058,0.8590846181006687,2.501768668905108e-07,1.0176993178880281e-10,0.0008153540841966264,2.0947308606544654e-07,2.251246732607825e-11,1.2201479969764236e-13,6.512861952507852e-12,6.0362331295928356e-05,9.390786336772636e-10,7.28200035865757e-08,1.3410783493665491e-07,9.374716243057857e-07,6.150302508273184e-06,1.2700996521528498e-08,1.520971921717357e-08,2.2836337601502107e-15,6.623804394575256e-16,2.4376256130588387e-11
1.4759452778113273e-05,0.8608737348995592,2.054101726902931e-07,7.275625861198721e-08,6.842574008407329e-08,2.5376751861753213e-06,0.0,0.0,1.1803978131927914e-06,1.3000282147780402e-08,3.3048501109779776e-05,3.5782111408259066e-07,8.110049414597439e-09,8.493345555016113e-21,2.052434388612053e-14,6.631082600761543e-10,7.28196731476591e-07,8.272713209511803e-05,3.984961573981509e-10,1.3532670452763767e-12,0.0005857993968979,8.960672671081352e-10,1.9724158209378015e-11,8.272865391107095e-13,1.1499932208040661e-11,4.319467884015282e-06,2.6969624935814867e-11,1.365493873401198e-12,4.129645450315262e-12,1.8725762413006655e-14,7.776769094587043e-13,9.669934818574276e-16,6.508830806100649e-11,1.6194758732773046e-12,3.76,0.0,0.009864617605666644,0.9990907823968683,2.2999266997367346e-06,3.864175951752218e-08,0.8608125454947158,0.8595137524920716,2.4288309168444704e-07,1.0163189203196667e-10,0.0008153530841918458,2.1206406405261565e-07,2.2587089923965542e-11,1.2399997888411314e-13,6.6190511038965486e-12,6.091814735600518e-05,9.394820968916265e-10,7.375262611201457e-08,1.357113641578733e-07,9.496322348066639e-07,6.276302606751181e-06,1.2852435772337348e-08,1.5393100757088656e-08,2.312116533618744e-15,6.706373002411328e-16,2.468003586774933e-11
1.4902530774330877e-05,0.8609303864100176,2.0779110094963103e-07,7.362068092443548e-08,6.950554009847721e-08,2.5928429452026503e-06,0.0,0.0,1.1973955978161033e-06,1.3243827631230069e-08,3.374957436947228e-05,3.6525736294643765e-07,8.212183632522713e-09,8.80781480586688e-21,2.1041111519456408e-14,6.713822113147137e-10,7.454643558100284e-07,8.372006316311137e-05,4.085945248666638e-10,1.387436960915235e-12,0.0005931035417272087,9.07344964175023e-10,1.9970355494626934e-11,8.668299720099181e-13,1.177398132926575e-11,4.4088331812954985e-06,2.7390816616466237e-11,1.4341107984585074e-12,4.3653554723718405e-12,1.962609128964019e-14,7.970796814555934e-13,9.880741018266661e-16,6.614422866713501e-11,1.6617555844784315e-12,3.76,0.0,0.009445489849613986,0.9990895539911464,2.3564092672118576e-06,3.9965587577880346e-08,0.8612395868275169,0.8599242758548704,2.3589925595568606e-07,1.0149967639424014e-10,0.0008153520814984668,2.1465703511817508e-07,2.2661846949188743e-11,1.2600417828652002e-13,6.726273358092074e-12,6.147084731609613e-05,9.398678493441927e-10,7.469278428275865e-08,1.3732752115194917e-07,9.618893292430332e-07,6.403659196020729e-06,1.3004845153834623e-08,1.5577665037504142e-08,2.3408330682882098e-15,6.789619795999209e-16,2.4986311662580927e-11
1.504560877054848e-05,0.8609846769805553,2.1018999762121758e-07,7.449299735927362e-08,7.059647568233419e-08,2.6486722647892436e-06,0.0,0.0,1.2144647586730024e-06,1.3488675748960605e-08,3.445766066424008e-05,3.727857307518454e-07,8.314415228899534e-09,9.131788580830168e-21,2.156681824957309e-14,6.79723264480408e-10,7.629932502041894e-07,8.471325035577244e-05,4.1886838700989505e-10,1.4221937258024025e-12,0.0006004114356807447,9.18627744545249e-10,2.0218554219043224e-11,9.079396168127289e-13,1.2052257678808897e-11,4.499294791120443e-06,2.7816153921034502e-11,1.505683810861144e-12,4.612286092125414e-12,2.0561716613359186e-14,8.167808231885417e-13,1.009442644544354e-15,6.72104304074681e-11,1.7047393827137027e-12,3.76,0.0,0.009044174151425883,0.9990883222732824,2.413803927820758e-06,4.132128949733891e-08,0.861648825641064,0.8603169789334262,2.2921218765312417e-07,1.0137303733523254e-10,0.0008153510761110497,2.1725196068813722e-07,2.2736757332670913e-11,1.2802753817286337e-13,6.834536395864283e-12,6.202045076372235e-05,9.402366477091519e-10,7.564057026119419e-08,1.389564710883064e-07,9.74244201682943e-07,6.532380968511745e-06,1.315824000784813e-08,1.5763430346993094e-08,2.3697861009010268e-15,6.873552737104385e-16,2.5295112877448374e-11
1.5188686766766083e-05,0.8610367069847699,2.1260704980578134e-07,7.537327142385529e-08,7.169861770919003e-08,2.7051668320579022e-06,0.0,0.0,1.2316052583405104e-06,1.3734814087218558e-08,3.51727511070946e-05,3.8040697846983393e-07,8.416742893285263e-09,9.465508229100079e-21,2.2101573733292012e-14,6.881322123419307e-10,7.807856594293508e-07,8.570667615755957e-05,4.29319862626572e-10,1.4575442143718739e-12,0.0006077229157729912,9.299153664222133e-10,2.0468778300689727e-11,9.506658846839822e-13,1.2334799445104757e-11,4.590861630074897e-06,2.824568591324455e-11,1.5803203018478706e-12,4.870872759646377e-12,2.153374096406715e-14,8.367826597989526e-13,1.0311023663821191e-15,6.828699307398604e-11,1.7484338743531236e-12,3.76,0.0,0.008659913535429097,0.9990870872360506,2.4721195311564968e-06,4.270934122399564e-08,0.8620410187309253,0.8606926188654382,2.228092745313788e-07,1.012517378348537e-10,0.0008153500680233169,2.1984880426218182e-07,2.281183926638948e-11,1.3007020122352183e-13,6.943848029003206e-12,6.256697799348165e-05,9.405892161350366e-10,7.659607566890568e-08,1.4059837774776721e-07,9.866981336873515e-07,6.662476786743941e-06,1.3312635620814828e-08,1.5950414910957518e-08,2.398978326601387e-15,6.958179570681042e-16,2.5606467862785402e-11
1.5331764762983687e-05,0.8610865725305881,2.1504244400236168e-07,7.626156561348801e-08,7.281203804379673e-08,2.7623303862699817e-06,0.0,0.0,1.2488170708672992e-06,1.3982230863999637e-08,3.5894837204028196e-05,3.881218757107479e-07,8.519165409464964e-09,9.809220469345195e-21,2.2645488623000412e-14,6.966098590435162e-10,7.988438441106968e-07,8.670032381685349e-05,4.3995109372576547e-10,1.4934953466352169e-12,0.0006150378259182844,9.412075991668024e-10,2.072105186306671e-11,9.95060483255385e-13,1.2621645098562254e-11,4.683542716687596e-06,2.867946164722397e-11,1.6581308649428647e-12,5.141564386645714e-12,2.254329400838321e-14,8.570875384655159e-13,1.0530565721876462e-15,6.937399701532507e-11,1.7928457264405184e-12,3.76,0.0,0.008291983195874247,0.9990858488712143,2.531364992995705e-06,4.413022277292159e-08,0.8624168907299211,0.8610519206101458,2.1667844035843945e-07,1.011355509461764e-10,0.0008153490572281815,2.2244753132851755e-07,2.2887110511021733e-11,1.321323099547162e-13,7.054216056273239e-12,6.311044996834288e-05,9.40926247657502e-10,7.75593915387587e-08,1.422534035771775e-07,9.99252395621147e-07,6.793955680294952e-06,1.3468046914187968e-08,1.6138636536261105e-08,2.4284124566454233e-15,7.043508220530479e-16,2.5920405920358082e-11
1.547484275920129e-05,0.8611343656415521,2.174963642056121e-07,7.715794388073714e-08,7.393680911813451e-08,2.820166718528766e-06,0.0,0.0,1.2661001814191936e-06,1.4230914910938366e-08,3.6623910857767864e-05,3.959312005992698e-07,8.621681653064183e-09,1.0163177391340805e-20,2.31986749271173e-14,7.051569817942961e-10,8.171700809346379e-07,8.769417731325969e-05,4.507642391015371e-10,1.5300541361438403e-12,0.000622356016639449,9.52504222791378e-10,2.0975398419267112e-11,1.0411764440917183e-12,1.291283339641319e-11,4.777347169417215e-06,2.911753045556312e-11,1.7392293731978379e-12,5.42482367355124e-12,2.3591533019808738e-14,8.776978331582735e-13,1.0753086169772958e-15,7.04715233988528e-11,1.837981667133525e-12,3.76,0.0,0.007939689129777832,0.9990846071695578,2.591549296062273e-06,4.5584418263085635e-08,0.8627771354749956,0.861395578315835,2.1080812213459373e-07,1.0102425936730545e-10,0.0008153480437177741,2.2504810928086563e-07,2.296258804329121e-11,1.34214010239657e-13,7.1656484605489945e-12,6.365088828261894e-05,9.41248405549508e-10,7.853060848380224e-08,1.4392170983615433e-07,1.0119082466998053e-06,6.926826842898276e-06,1.3624488887616844e-08,1.632811312027966e-08,2.458091143363923e-15,7.129546261358908e-16,2.6236954671239623e-11
1.5617920755418893e-05,0.8611801744303983,2.1996899480966596e-07,7.806246834538936e-08,7.50730045322523e-08,2.8786796710104915e-06,0.0,0.0,1.2834545859109236e-06,1.4480855655467717e-08,3.7359964371384804e-05,4.038357398346408e-07,8.724290586013445e-09,1.0527636716782263e-20,2.3761245539041686e-14,7.1377438401237e-10,8.35766662720216e-07,8.868822132633637e-05,4.6176148364287834e-10,1.5672276252588603e-12,0.0006296773447886403,9.638050274759746e-10,2.123184201245515e-11,1.089068149116488e-12,1.3208403383933936e-11,4.872284207982209e-06,2.9559941578185197e-11,1.8237330560332034e-12,5.7211274432367e-12,2.4679643447537484e-14,8.986159391076715e-13,1.0978619034272067e-15,7.157965387092148e-11,1.883848486323231e-12,3.76,0.0,0.007602366827865899,0.9990833621209172,2.6526814904040436e-06,4.707241595436402e-08,0.8631224173159996,0.8617242566292271,2.0518724827963548e-07,1.0091765503144467e-10,0.0008153470274834655,2.2765050734124823e-07,2.3038288599080026e-11,1.363154465377052e-13,7.278153141992555e-12,6.418831512679909e-05,9.415563246117742e-10,7.9509816568088e-08,1.4560345661119703e-07,1.0246669366998297e-06,7.0610996297145564e-06,1.3781976038886e-08,1.6518861984867064e-08,2.4880170858385807e-15,7.216301647458016e-16,2.6556143674694716e-11
1.5760998751636497e-05,0.8612240832652668,2.2246051695207047e-07,7.8975203854807e-08,7.622069825660775e-08,2.9378731369064365e-06,0.0,0.0,1.3008802907000562e-06,1.4732043103241671e-08,3.810299045167758e-05,4.1183628850878113e-07,8.826991255744321e-09,1.0902861684975456e-20,2.4333314916900286e-14,7.224628237861271e-10,8.546358986779071e-07,8.9682441205669e-05,4.729450259253035e-10,1.6050229758923472e-12,0.0006370016732799292,9.751098131062503e-10,2.149040568842185e-11,1.13879135965858e-12,1.3508394400682879e-11,4.968363150259073e-06,3.000674469617697e-11,1.911762580262109e-12,6.030966980962736e-12,2.5808839440334966e-14,9.198442814894895e-13,1.120719885173637e-15,7.269847103735778e-11,1.9304530360034678e-12,3.76,0.0,0.0072793800211501435,0.9990821137142116,2.714770694308659e-06,4.8594708284387784e-08,0.863453372368849,0.8620385919492246,1.998052177471978e-07,1.0081553871438849e-10,0.000815346008515894,2.3025469648317724e-07,2.3114227993324254e-11,1.3843676841166093e-13,7.391738282793075e-12,6.47227532538109e-05,9.41850612406257e-10,8.049710558035309e-08,1.4729880300299297e-07,1.0375297053432979e-06,7.1967835547047785e-06,1.3940523174885944e-08,1.6710900807883635e-08,2.5181928889938145e-15,7.303781728819083e-16,2.6877999530903394e-11
1.59040767478541e-05,0.8612661729288328,2.2497111378907408e-07,7.989621182424321e-08,7.737996574235742e-08,2.997751059461431e-06,0.0,0.0,1.318377312237678e-06,1.4984467820876372e-08,3.885298221246553e-05,4.1993365026528054e-07,8.929782788234613e-09,1.1289121494281102e-20,2.4914998170966534e-14,7.312231124296355e-10,8.737801144159185e-07,9.067682294225435e-05,4.843170958428778e-10,1.6434473456374031e-12,0.0006443288708330799,9.864183888315851e-10,2.1751113608191514e-11,1.190403243031089e-12,1.3812846079911318e-11,5.065593415353498e-06,3.0457989221621415e-11,2.0034421289354134e-12,6.354848381417504e-12,2.6980364456430584e-14,9.41385304455651e-13,1.1438860622243661e-15,7.382805782374364e-11,1.977802230977441e-12,3.76,0.0,0.006970119480772163,0.9990808619374713,2.7778260944946523e-06,5.015179190558923e-08,0.8637706097154326,0.862339193627369,1.9465188002679557e-07,1.0071771965869675e-10,0.0008153449868049848,2.328606493622517e-07,2.3190422105770254e-11,1.4057812165961832e-13,7.506411851116085e-12,6.525422594712097e-05,9.421318504352338e-10,8.149256475544846e-08,1.4900790707083198e-07,1.0504977848014807e-06,7.333888288191335e-06,1.4100144327764554e-08,1.6904246378431593e-08,2.5486212592251072e-15,7.391994602948368e-16,2.720255259596781e-11
