Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47)
6.984785050842017e-08,0.6216815800139235,5.349318577057034e-20,3.3132485586028672e-15,2.193965525007509e-20,1.493675385325544e-20,0.0,0.0,1.4064627451828634e-20,2.634806671946704e-39,4.229499896667822e-20,2.993858517907308e-20,1.4828107280279453e-19,3.8928958469439315e-43,1.1315173463254353e-31,3.2568906340191205e-19,3.35762176901802e-25,1.3016764913600048e-20,1.5061547485179063e-25,1.3441435877705561e-25,9.315148801059408e-12,2.4525271316139886e-19,3.807140057035693e-21,3.9298295553668616e-43,8.6239845327325e-31,1.124052814627621e-19,2.003419056016438e-29,5.74471481588834e-41,6.666566245265865e-51,4.29270206257364e-48,1.3121395550525603e-33,1.2989570598609493e-34,6.0944140779196505e-28,5.1892063444506256e-46,3.76,0.0,0.8471753728524909,0.9997980631209294,4.230452250092452e-21,9.812463060212917e-42,0.00034223242943801964,0.0003418639886199515,3.684210051110045e-07,1.1795206655273019e-12,0.00020193687906772066,3.1258770365955504e-15,1.1655298946928499e-17,5.659637657840913e-29,1.7325674042760972e-27,3.981116538208534e-19
7.576864818793624e-08,0.6216847953328128,6.911216458344543e-20,3.883147863776449e-15,2.8233853521068437e-20,1.918619159052921e-20,0.0,0.0,2.0596633366557426e-20,4.9380787127266156e-39,5.731252597593635e-20,3.8455974162837206e-20,1.993969369272049e-19,5.310467086400478e-43,1.4870214253056474e-31,3.8413813743357397e-19,5.100032263623571e-25,1.6719973032078916e-20,1.9313702891003013e-25,1.6738393425876484e-25,1.0962969626449761e-11,3.053862244639398e-19,4.5854367941580074e-21,6.646342522103855e-43,1.3940981031150712e-30,1.5483782833189806e-19,3.0296741832952956e-29,1.0009814905718205e-40,1.6694965384760608e-50,8.343652836791676e-48,2.268418354671405e-33,2.005681087025387e-34,9.23589299363902e-28,1.153027422776654e-45,3.76,0.0,0.8471463691676143,0.9997980631209288,5.433996344031659e-21,1.9056414608360197e-41,0.00037123611596241913,0.0003708676844014528,3.6840845146073695e-07,1.1798721642783577e-12,0.00020193687906771955,3.679827887226211e-15,1.2705249436434313e-17,7.936478333988329e-29,2.4266260303745023e-27,4.768587374093896e-19
8.168944586745231e-08,0.6216880105416317,8.757457411135079e-20,4.498206872314462e-15,3.562687678671006e-20,2.4164708581263798e-20,0.0,0.0,2.926229666766651e-20,8.81366369078131e-39,7.610260417410419e-20,4.8434697776386587e-20,2.617208543975404e-19,7.04797411636813e-43,1.9108616103267512e-31,4.473555105181211e-19,7.499512259326363e-25,2.105854281959109e-20,2.4327070486162015e-25,2.0472798283035962e-25,1.2744909198179235e-11,3.7349232728720414e-19,5.435955691742923e-21,1.0770666867094114e-42,2.1683733649309344e-30,2.0827901447447891e-19,4.436695561671312e-29,1.6688750814405184e-40,3.8883924133616546e-50,1.5394099526439803e-47,3.7494665875212465e-33,2.9905476096794745e-34,1.3551015462583607e-27,2.4038735969293874e-45,3.76,0.0,0.8471173664757586,0.9997980631209282,6.844033374249137e-21,3.5155633359619677e-41,0.000400238809600065,0.00039987038702776886,3.6839589815316085e-07,1.180029779824525e-12,0.00020193687906771844,4.2789446496891936e-15,1.3755162919350168e-17,1.0838703690181438e-28,3.310593382088069e-27,5.637949952822751e-19
8.761024354696839e-08,0.621691225640384,1.0915010503400035e-19,5.158421531542843e-15,4.421017349186934e-20,2.9929845908715786e-20,0.0,0.0,4.0505888637675415e-20,1.5086512679715386e-38,9.928895897063292e-20,5.999008879625448e-20,3.3646103412237516e-19,9.140576665556695e-43,2.4094724538710686e-31,5.154110174040931e-19,1.0726418028236318e-24,2.6082618762904953e-20,3.017576521433503e-25,2.4657688705367404e-25,1.466096430743028e-11,4.498077050863495e-19,6.3593372634869425e-21,1.683413649885596e-42,3.263395310677513e-30,2.7448509016790913e-19,6.321095561811827e-29,2.679474239175269e-40,8.520648653432259e-50,2.717260432121398e-47,5.9644569670750446e-33,4.328257731384589e-34,1.9339643575752026e-27,4.748186763128367e-45,3.76,0.0,0.8470883647768899,0.9997980631209277,8.476860363386258e-21,6.207613357785115e-41,0.0004292405103849565,0.00042887209653278443,3.6838334521002016e-07,1.180092679858463e-12,0.00020193687906771733,4.923225316027091e-15,1.4805039437051096e-17,1.4472408312258214e-28,4.416578450376278e-27,6.592551088854301e-19
9.945183890600054e-08,0.6216976555077037,1.627749813821876e-19,6.6143008257208564e-15,6.532540734983922e-20,4.4055670329675575e-20,0.0,0.0,7.27292396753295e-20,4.000302707975192e-38,1.6162103029448473e-19,8.830327703478224e-20,5.279773496100785e-19,1.453710910452559e-42,3.65806053675358e-31,6.664127268205124e-19,2.0488875131344146e-24,3.839268128152042e-20,4.46939905076081e-25,3.4423970184558e-25,1.8895408303212414e-11,6.27883578285372e-19,8.428797702802584e-21,3.767974792433012e-42,6.815719281562833e-30,4.528659258671527e-19,1.198775421327641e-28,6.302215318754901e-40,3.629178447057395e-49,7.638108410726041e-47,1.374436465504436e-32,8.425629656796585e-34,3.6784288509046884e-27,1.6458876036247478e-44,3.76,0.0,0.8470303643579767,0.9997980631209261,1.2477636954073906e-20,1.7474759209444704e-40,0.0004872409335324685,0.00048687253631455045,3.6835824059662515e-07,1.1801368774900678e-12,0.00020193687906771505,6.3472703307568854e-15,1.690468219868156e-17,2.4405391322171454e-28,7.437158797664181e-27,8.77209459539022e-19
9.999999999999998e-08,0.621704084934802,1.6562502115229917e-19,6.686068307903897e-15,6.644005227037195e-20,4.4799388547795767e-20,0.0,0.0,7.458982158315544e-20,4.1731243500702843e-38,1.6509653947941964e-19,8.979395345481025e-20,5.383185404021263e-19,1.482980201241434e-42,3.724679832292745e-31,6.73894898262012e-19,2.1071364060874445e-24,3.9040800381430155e-20,4.54653900767134e-25,3.492214224436063e-25,1.910441637024673e-11,6.369664319574877e-19,8.531919742425173e-21,3.901645152756271e-42,7.036033623886879e-30,4.628125066652016e-19,1.2324673877112162e-28,6.5398132406655094e-40,3.867216176605911e-49,7.989066799837702e-47,1.4248276528967522e-32,8.671670959865062e-34,3.782268688873804e-27,1.7373718275999134e-44,3.76,0.0,0.8470276795479335,0.999798063120926,1.2688276012941504e-20,1.8278995648301754e-40,0.0004899257437847561,0.0004895573473108269,3.683570785193959e-07,1.180138628852015e-12,0.00020193687906771497,6.417565494841522e-15,1.7001873537780467e-17,2.4964027701240426e-28,7.606954248049342e-27,8.88210771752639e-19
1.112934342650327e-07,0.621704084934802,2.323701099132395e-19,8.250750264859044e-15,9.236116669165981e-20,6.204728649031638e-20,0.0,0.0,1.2171808110846997e-19,9.455444637516193e-38,2.503982893637536e-19,1.2436488835118323e-19,7.834084043455059e-19,2.1804127752853737e-42,5.289719329343839e-31,8.38084121627485e-19,3.6344516029562e-24,5.407161498758031e-20,6.353636721418419e-25,4.6113921175630535e-25,2.3666275943196234e-11,8.410044055308828e-19,1.08050703894764e-20,7.672673565087e-42,1.303704744578501e-29,7.066252946691079e-19,2.11271358424689e-28,1.3394751149553324e-39,1.2865655797219539e-48,1.9036742762203504e-46,2.858384793480133e-32,1.5159980363715912e-33,6.49814662680011e-27,4.891626421232367e-44,3.76,0.0,0.8469723679106032,0.9997980631209245,1.757329940967926e-20,4.36118306998701e-40,0.0005452373856769277,0.0005448690040184062,3.6833313784939343e-07,1.180144001491623e-12,0.0002019368790677127,7.95194687755709e-15,1.900417910512609e-17,3.8775175103337056e-28,1.1802938514383651e-26,1.1338943501295287e-18
1.2313502962406483e-07,0.6217105139217092,3.205183478582962e-19,1.0067731925369921e-14,1.261500816198421e-19,8.441382958996049e-20,0.0,0.0,1.9262577303035823e-19,2.038515237416239e-37,3.725824504957373e-19,1.6919541036635296e-19,1.111923625500052e-18,3.1270805293487215e-42,7.366891232003448e-31,1.031640778289587e-18,6.0804813478634075e-24,7.356310800590881e-20,8.74394182734561e-25,5.978694635220185e-25,2.897354155672345e-11,1.0902464801019651e-18,1.3503892176125342e-20,1.4510808997581137e-41,2.3263184316005243e-29,1.054485117944054e-18,3.513653370081291e-28,2.6268984085471752e-39,3.9654416120972925e-48,4.31302344592137e-46,5.480642210010286e-32,2.563879092886098e-33,1.0827891378401551e-26,1.2880783714710699e-43,3.76,0.0,0.846914375434497,0.9997980631209226,2.3908047066049197e-20,9.8863280825967e-40,0.0006032298670902875,0.0006028614999165012,3.6830803682756534e-07,1.1801101782278088e-12,0.0002019368790677103,9.737238911504944e-15,2.110353128828562e-17,5.878900658185341e-28,1.7879088100936452e-26,1.4328785918219697e-18
1.3497662498309698e-07,0.6217169424684554,4.300473162131257e-19,1.2065205129535687e-14,1.6759529863470263e-19,1.1170115854324866e-19,0.0,0.0,2.9137026235536635e-19,4.100983577787156e-37,5.360993657863309e-19,2.238889379715971e-19,1.5222450967655991e-18,4.3302804148353756e-42,9.959529083614169e-31,1.2485734108233533e-18,9.711211304357156e-24,9.734285132160198e-20,1.172270062656908e-24,7.548778483612213e-25,3.481717947305909e-11,1.3764196788425458e-18,1.6545530807126113e-20,2.5942649499342993e-41,3.9308167022952646e-29,1.517516722332047e-18,5.580182329118715e-28,4.842817817854609e-39,1.1191998918407409e-47,9.120619354801521e-46,9.868262681408223e-32,4.1291321861337574e-33,1.7224640228247778e-26,3.1198184304708152e-43,3.76,0.0,0.8468563869293866,0.9997980631209207,3.163648028584095e-20,2.0894249809701017e-39,0.0006612183780444807,0.0006608500242808593,3.6828293747364677e-07,1.1800530627897955e-12,0.00020193687906770798,1.1703130397661347e-14,2.3202739721318023e-17,8.584845708667973e-28,2.6089295244737396e-26,1.778179184139481e-18
1.5865981570116128e-07,0.6217297982415853,7.259334783173819e-19,1.6601449244369795e-14,2.775292796700199e-19,1.8346904254994367e-19,0.0,0.0,5.996576252602655e-19,1.4327603286344866e-36,1.0235086812745793e-18,3.677373323802425e-19,2.620438539761373e-18,7.6773675287582e-42,1.7018944260698418e-30,1.759697716034046e-18,2.230035996111686e-23,1.5988547837335827e-19,1.9827789083674267e-24,1.131035372375614e-24,4.811346953074539e-11,2.0619227222976897e-18,2.3757546401499608e-20,7.363813354756386e-41,9.939143902651049e-29,2.885560204596084e-18,1.2666644101043845e-27,1.4382521428161673e-38,7.713691615327954e-47,3.561677089187423e-45,2.788591664218771e-31,9.590925097634017e-33,3.9230229120538114e-26,1.5605110484035165e-42,3.76,0.0,0.8467404218310643,0.9997980631209161,5.196288374577922e-20,8.11641214302851e-39,0.0007771834896629873,0.0007768151594959254,3.6823274394862873e-07,1.1799540582190495e-12,0.00020193687906770307,1.6176647637196875e-14,2.7400729821802626e-17,1.67811896782514e-27,5.093953551702714e-26,2.626120543212735e-18
2.0602619713728987e-07,0.6217555045072388,1.729121920169707e-18,2.7837738551949228e-14,6.4004107282990085e-19,4.159927853684336e-19,0.0,0.0,1.8840450376591597e-18,1.112444721187878e-35,2.9392374431517957e-18,8.337976418331578e-19,6.123125957471819e-18,1.9657943559203255e-41,4.153656615377458e-30,3.1508875312646803e-18,8.80697191545612e-23,3.6251978448996784e-19,4.796281618200559e-24,2.137671927134917e-24,8.114138775681873e-11,3.895964757665409e-18,4.3562679952816517e-20,4.3174835088470594e-40,4.541248751177533e-28,8.195046860123927e-18,4.8581922763255185e-27,8.624317133288512e-38,1.9740046132708017e-45,3.5704193865344753e-44,1.5131373511964824e-30,3.822177905309662e-32,1.5220834756728113e-25,2.2330551436454227e-41,3.76,0.0,0.8465085392744026,0.9997980631209049,1.1781923133099996e-19,7.912703626738929e-38,0.0010090660793526556,0.0010086977834851533,3.6813237758349045e-07,1.1797793273673167e-12,0.0002019368790676929,2.7290171104581156e-14,3.5795033890270104e-17,5.0531139690889275e-27,1.531564305745698e-25,5.104936496452309e-18
2.4540907326912285e-07,0.6217768726755523,3.136311329232511e-18,3.937479356200849e-14,1.139048140924101e-18,7.303202519877213e-19,0.0,0.0,3.962145031395945e-18,3.9215725740970116e-35,5.931005988061172e-18,1.463821627202381e-18,1.060046727804273e-17,3.740571104510935e-41,7.706547367547238e-30,4.771063254802199e-18,2.188784166371338e-22,6.364422773730709e-19,8.87306529265995e-24,3.2384112853537736e-24,1.151345502448894e-10,5.9010447235734845e-18,6.679410445208002e-20,1.3810412005256499e-39,1.213262161414603e-27,1.6433452456038018e-17,1.1814376003028855e-26,2.6941901012418138e-37,1.277437673327408e-44,1.4873474339867596e-43,4.387756347890819e-30,9.506748899785287e-32,3.7385369767465962e-25,1.0646790585114374e-40,3.76,0.0,0.8463157883941944,0.9997980631208934,2.068443587693686e-19,3.169917089891173e-37,0.0012018169935541442,0.0012014487131177057,3.680489488087006e-07,1.1796890993376073e-12,0.000201936879067684,3.8729296276568016e-14,4.2772835603936746e-17,1.0736673090754551e-26,3.2519281721192928e-25,8.191732113820186e-18
2.8479194940095583e-07,0.6217982359786862,5.261580260739457e-18,5.290205236701849e-14,1.888996840231873e-18,1.1952703596616088e-18,0.0,0.0,7.36414566676278e-18,1.1463543944287281e-34,1.0740337045094517e-17,2.395746814238605e-18,1.6686408061168552e-17,6.572192499357092e-41,1.3290075576459097e-29,6.920520450498187e-18,4.801234395348384e-22,1.0416255035364848e-18,1.5268736898259473e-23,4.5806678296942224e-24,1.550575952213203e-10,8.3457534213051e-18,9.778457860658051e-20,3.8718780397870136e-39,2.8126267790105016e-27,2.970256720183478e-17,2.5267114839435621e-26,7.170287026934962e-37,6.388934859822128e-44,5.13690362054404e-43,1.0834615713531218e-29,2.080624960716166e-31,8.107234544017858e-25,4.077076235093379e-40,3.76,0.0,0.8461230814061219,0.9997980631208798,3.3852943779303703e-19,1.0460691089975763e-36,0.00139452402154971,0.0013941557446634978,3.679655391003149e-07,1.17959353763816e-12,0.00020193687906767464,5.2164206365868837e-14,4.9749173304409134e-17,2.0625628984893708e-26,6.243639485553709e-25,1.2507110920053148e-17
3.241748255327888e-07,0.6218195944177483,8.318944170226997e-18,6.841695154094794e-14,2.97174975341711e-18,1.8568762570144554e-18,0.0,0.0,1.2510225733548814e-17,2.8978147551939936e-34,1.7938135783452797e-17,3.721839911054056e-18,2.4516243874523925e-17,1.0883107984914899e-40,2.168729902428562e-29,9.70996397310299e-18,9.595419019588092e-22,1.6181851480083002e-18,2.486450505746304e-23,6.164958601214355e-24,2.009095783022026e-10,1.1231034664333682e-17,1.3819899071633877e-19,9.855383492735926e-39,5.860460964996152e-27,4.9700083708287965e-17,4.9146383586969576e-26,1.6905063339490654e-36,2.7696951703873475e-43,1.5590931093560278e-42,2.368016831651633e-29,4.142131325115331e-31,1.6032832162688242e-24,1.3219947649008166e-39,3.76,0.0,0.8459304183001889,0.9997980631208643,5.259121549841228e-19,2.9934198155989993e-36,0.0015871871733345577,0.001586818888119661,3.6788214843617574e-07,1.1794737899367515e-12,0.00020193687906766488,6.759431535531295e-14,5.672408718479533e-17,3.6991913681403414e-26,1.1193614125922645e-24,1.8374759773402734e-17
4.029405777964547e-07,0.6218622967080881,1.8276089516967386e-17,1.0539759154290222e-13,6.575685326744199e-18,4.0123997739589445e-18,0.0,0.0,2.990488094105097e-17,1.425774212909565e-33,4.2091741047934775e-17,8.042273495754251e-18,4.574595377846961e-17,2.6389668468006483e-40,5.138725445811648e-29,1.768817349250822e-17,3.2069576959177842e-21,3.496625014873927e-18,5.858465063670133e-23,1.005979608953277e-23,3.1039658116633304e-10,1.832368699576669e-17,2.545619661540615e-19,5.591466943201371e-38,2.0903807507896833e-26,1.1826777907184206e-16,1.533574884777466e-25,7.60775296089143e-36,4.130581227315628e-42,1.1722100834257601e-41,9.098152802264056e-29,1.3690530920710753e-30,5.245859824755554e-24,1.062870735363012e-38,3.76,0.0,0.8455452236947721,0.9997980631208273,1.1364081926554295e-18,1.9436515864840214e-35,0.0019723818882384572,0.001972013550736857,3.6771542430200646e-07,1.179236822686275e-12,0.0002019368790676443,1.0443779265492955e-13,7.06698039463722e-17,1.0216922525736964e-25,3.0896734892996423e-24,3.636597155183457e-17
4.817063300601207e-07,0.621904979555433,3.526766076732725e-17,1.5029087171926564e-13,1.2948003929775182e-17,7.740036427330903e-18,0.0,0.0,5.999187706644971e-17,4.95611586213824e-33,8.378335756061298e-17,1.5513777838982738e-17,7.485955713188861e-17,5.602756049192918e-40,1.0721756740792592e-28,2.9678095622378886e-17,8.666870823459907e-21,6.745086660011131e-18,1.2150544990569715e-22,1.4923669654188347e-23,4.435880035462349e-10,2.7180550274618676e-17,4.306366143626885e-19,2.3332559048157642e-37,5.887559368338396e-26,2.4039230826946097e-16,3.876491344907933e-25,2.556470824970407e-35,2.9730452422507793e-41,5.627481106253764e-41,2.6859572465989604e-28,3.6582429491135875e-30,1.3932373105579373e-23,5.100274581604943e-38,3.76,0.0,0.8451602044980174,0.9997980631207823,2.1921642152895277e-18,8.255201940706387e-35,0.0023574012181850562,0.0023570327809036085,3.675487763662874e-07,1.1789886055074594e-12,0.000201936879067622,1.4925505962741904e-13,8.461030542166394e-17,2.414642431709177e-25,7.300081880780006e-24,6.564584583833774e-17
5.604720823237866e-07,0.6219476429686384,6.19751607273138e-17,2.0306664503070368e-13,2.3389730105369848e-17,1.3732803584514432e-17,0.0,0.0,1.0687628138228938e-16,1.4142238586811723e-32,1.4891865329337815e-16,2.7525403776090954e-17,1.12173467690332e-16,1.0793417226485948e-39,2.0367554194448243e-28,4.6686301863615006e-17,2.0359192065267635e-20,1.1967500182264585e-17,2.294349051843895e-22,2.075677525909514e-23,6.004762899755323e-10,3.7802203602820005e-17,6.817453698524071e-19,8.386487464851781e-37,1.4254089372859132e-25,4.3812126128189456e-16,8.507962043864782e-25,7.273703334238419e-35,1.689890303695682e-40,2.206277291354285e-40,6.727354823052031e-28,8.499080023869297e-30,3.2221277381293964e-23,1.9397307404037896e-37,3.76,0.0,0.8447753606300319,0.9997980631207294,3.889459137083217e-18,2.8436090714772795e-34,0.002742245243058947,0.0027418766585194736,3.6738220467900914e-07,1.1787738152802237e-12,0.00020193687906759825,2.0204146363368107e-13,9.85459095014461e-17,5.05657931143101e-25,1.5280597893612973e-23,1.1041770534164643e-16
7.180035868511184e-07,0.6220329115280101,1.586284737345664e-16,3.3210726233265796e-13,6.464800295288658e-17,3.665820446859674e-17,0.0,0.0,2.688459782510997e-16,9.240997587394386e-32,3.765632342640726e-16,7.347600045085539e-17,2.1163171742419363e-16,3.354472706016721e-39,6.175880949942619e-28,9.987414498186837e-17,9.497494325980433e-20,3.194588204105316e-17,6.8456647851381755e-22,3.532936821991032e-23,9.85313231582527e-10,6.433838405981468e-17,1.4718989836515786e-18,1.2861088330707186e-35,7.087275572028515e-25,1.1821200673307782e-15,3.2112669460724153e-24,5.500886179716462e-34,7.515100051135798e-39,3.479925513579328e-39,3.596053402918133e-27,3.810739390615593e-29,1.4319069071390543e-22,2.8026651259786776e-36,3.76,0.0,0.8440061985611106,0.9997980631205994,1.0382478016915344e-17,3.4166283361122686e-33,0.0035114076968180154,0.003511038675388744,3.670492895849068e-07,1.178305415397221e-12,0.00020193687906754562,3.315032131409249e-13,1.2640367963355515e-16,1.798371126289889e-24,5.432188527779323e-23,2.6964594513879445e-16
8.755350913784502e-07,0.622118102456993,3.374816342132185e-16,4.921865242721144e-13,1.482451592693561e-16,8.170429073118267e-17,0.0,0.0,5.515271515709175e-16,3.793665413912792e-31,7.79897528444332e-16,1.63764218999124e-16,3.4488451680165883e-16,8.404454574881658e-39,1.518974765752068e-27,1.8537763409971708e-16,3.1920731217698096e-19,7.120134414005407e-17,1.6620970500905354e-21,5.37759914632481e-23,1.464846958587399e-09,9.793095266265031e-17,2.749019582960311e-18,9.52175096256829e-35,2.46858180683199e-24,2.6082447536459533e-15,9.08470227475951e-24,2.666440918906e-33,8.403623102971741e-38,2.459992556371879e-38,1.3038605640439843e-26,1.2384217548510611e-28,4.630800489266102e-22,1.7681604730878152e-35,3.76,0.0,0.8432377368496292,0.9997980631204371,2.3140595374672802e-17,1.9894810789318973e-32,0.004279869887834993,0.004279500239784532,3.6671667880276723e-07,1.1778403022294128e-12,0.00020193687906748655,4.927861635234094e-13,1.5424559894938392e-16,5.021403419008419e-24,1.5163799732745046e-22,5.632473001833085e-16
9.999999999999997e-07,0.6222032158262967,5.595044232105336e-16,6.403510802639951e-13,2.598984309003223e-16,1.4045256678828594e-16,0.0,0.0,8.84837187285143e-16,9.73810706659202e-31,1.2621365433389124e-15,2.815164031195746e-16,4.742073361235425e-16,1.561828311400684e-38,2.788253335215317e-27,2.810713405863239e-16,7.205686898302518e-19,1.2239758605330882e-16,3.024858980825709e-21,7.108896405733832e-23,1.9106515770602094e-09,1.2946097889845663e-16,4.1831422667905464e-18,3.872687442727598e-34,5.6862563300097656e-24,4.4265146237700146e-15,1.8120429225372545e-23,8.043626643474051e-33,4.6582709806378365e-37,9.563404310172634e-38,3.0722791077699e-26,2.725471901835841e-28,1.0163521987511494e-21,6.079707147584475e-35,3.76,0.0,0.8426310736819712,0.9997980631202862,3.977949027805079e-17,6.504362638502825e-32,0.004886533501299714,0.0048861632240651005,3.664540995780223e-07,1.1774733368275635e-12,0.00020193687906743538,6.426940786387328e-13,1.7623376078431388e-16,1.0045402759844638e-23,3.0330761934733296e-22,9.301426786682076e-16
1.033066595905782e-06,0.6222032158262967,6.328701357836988e-16,6.829045250551792e-13,2.9799568915633633e-16,1.602964801195685e-16,0.0,0.0,9.923248602181187e-16,1.2097302468157466e-30,1.418711471808894e-15,3.212905696825864e-16,5.121474823435143e-16,1.8147448285325726e-38,3.230734691732525e-27,3.112324976306866e-16,8.730666195821828e-19,1.396905830731384e-16,3.4980389913986484e-21,7.609477754262654e-23,2.0390170209902008e-09,1.3857779129586603e-16,4.635817447522005e-18,5.174005447668663e-34,6.916861581317054e-24,5.034446506692714e-15,2.1376528058092355e-23,1.0292911837122929e-32,6.439271798860146e-37,1.270094223243338e-37,3.753543701115283e-26,3.2846099879333207e-28,1.2241959554957272e-21,7.931874504204107e-35,3.76,0.0,0.8424699748577751,0.9997980631202427,4.5399752707929964e-17,8.422071517797405e-32,0.005047632453861832,0.005047261989579287,3.663843720363222e-07,1.1773757299246973e-12,0.0002019368790674211,6.858536905026838e-13,1.8207410052950823e-16,1.1866161522895266e-23,3.58271310045386e-22,1.0518841961974935e-15
1.190598100433114e-06,0.6222882517064893,1.083770628560056e-15,9.037928946170802e-13,5.441632323715793e-16,2.864577513296881e-16,0.0,0.0,1.6302998031645003e-15,3.2753904871639664e-30,2.357551678222096e-15,5.741619519414852e-16,7.134155858029076e-16,3.522046153473346e-38,6.187386892050662e-27,4.853036983168138e-16,2.0790088504569183e-18,2.4963400529494685e-16,6.638527940601782e-21,1.0228414835570729e-22,2.7077629661878517e-09,1.8627676954769416e-16,7.25244981315248e-18,2.355756034927184e-33,1.6769438267261914e-23,8.840333782727976e-15,4.4340007184877784e-23,3.4751819030136994e-32,4.0186498588168624e-36,5.550737545077398e-37,9.285771609851907e-26,7.595890825647037e-28,2.8242578085795832e-21,2.9162111485776203e-34,3.76,0.0,0.8417029119483329,0.999798063120016,8.113157688908406e-17,2.9617095433427354e-31,0.005814696032054243,0.005814324562049073,3.6605236900427745e-07,1.1769112757152608e-12,0.00020193687906734905,9.106694314659495e-13,2.098915505423996e-16,2.4997384876780585e-23,7.546392973796953e-22,1.8080438026436948e-15
1.3481296049604459e-06,0.6223732101681704,1.7330165596202835e-15,1.1543174642285553e-12,9.236144690867537e-16,4.767341395081691e-16,0.0,0.0,2.5061774218834284e-15,7.868364522204548e-30,3.6654152370352655e-15,9.555423104754034e-16,9.486565801071332e-16,6.303792238372893e-38,1.0941266188944259e-26,7.152441485222286e-16,4.4656823454723485e-18,4.1545088142183936e-16,1.1644167296534109e-20,1.323429820215555e-22,3.471024339133202e-09,2.410258561751399e-16,1.0715846100102699e-17,9.215851827721034e-33,3.6543825068174746e-23,1.4465157688495487e-14,8.368670982077077e-23,1.0580955551781268e-31,2.0674505703137153e-35,2.1238022588190217e-36,2.0565776390604107e-25,1.5855563578806986e-27,5.883980139774705e-21,9.23870165808605e-34,3.76,0.0,0.8409365474846796,0.9997980631197568,1.3502227721704514e-16,9.067902532881312e-31,0.00658106125897525,0.0065806885938771344,3.6572066942799073e-07,1.1764472404742258e-12,0.00020193687906727058,1.1671972783435347e-12,2.37700248214011e-16,4.810145922697062e-23,1.4519595343703015e-21,2.9157017419834773e-15
1.6631926140151095e-06,0.6225428951179217,3.810823138971652e-15,1.741850622270372e-12,2.2612112793919615e-15,1.127026871573209e-15,0.0,0.0,5.143164584881252e-15,3.554635289267725e-29,7.683870893090554e-15,2.2589551474207558e-15,1.5210476478983844e-15,1.6860640230394514e-37,2.8631118956744305e-26,1.3721321876337282e-15,1.649463625168773e-17,9.821532385661382e-16,3.004811544048015e-20,2.0406738589041053e-22,5.280851537801848e-09,3.716661698189538e-16,2.0632245619239742e-17,1.0997857514490283e-31,1.3807538628565977e-22,3.3192186228553943e-14,2.4213537113565747e-22,8.210770559167566e-31,4.1969547844716794e-34,2.5214442458906644e-35,7.972696755513402e-25,5.51558815604664e-27,2.0407888820683756e-20,7.092366490829593e-33,3.76,0.0,0.8394059113510145,0.9997980631191407,3.1920016887131345e-16,6.619109849020844e-30,0.008111699202488087,0.008111323579573443,3.650581795271257e-07,1.1755204444260358e-12,0.00020193687906709386,1.7752459958020976e-12,2.9330018475175353e-16,1.4569687175810633e-22,4.3971899691959676e-21,6.572729206424209e-15
1.9782556230697733e-06,0.6227122712390106,7.260570899529973e-15,2.4400336765013835e-12,4.737213834691039e-15,2.2902320264032204e-15,0.0,0.0,9.266067070103873e-15,1.2365605913578033e-28,1.4108398049876381e-14,4.590420630036764e-15,2.229243354647415e-15,3.7939442047404046e-37,6.314496591865227e-26,2.337986504425855e-15,4.856976742105091e-17,1.995848313459403e-15,6.548978587352809e-20,2.912722558714441e-22,7.468014934016558e-09,5.304822762894529e-16,3.524245076167308e-17,7.650635790537825e-31,4.1319498296387677e-22,6.582678396675454e-14,5.750448735199332e-22,4.4044868897709774e-30,4.016903917748769e-33,1.8575510915002556e-34,2.4301094877903802e-24,1.533613177554332e-26,5.662552131504674e-20,3.584808739592525e-32,3.76,0.0,0.837878061375455,0.9997980631183933,6.486463605922171e-16,3.2635657458451016e-29,0.009639551365246538,0.009639172028473844,3.6439690010560525e-07,1.1745954555864047e-12,0.0002019368790668908,2.50971572943119e-12,3.4889064185115985e-16,3.6272566910362826e-22,1.0945947750200898e-20,1.2909010261339005e-14
