Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778)
6.139029552746709e-07,0.9686010706368456,2.1191476809753305e-07,1.4483897681097513e-07,4.9901686363359563e-08,1.45455673355984e-07,0.0,0.0,1.440541661185453e-07,2.8112588377952185e-10,4.6080502358505985e-07,9.81002610098874e-09,3.7413545449551445e-09,1.6481935033361165e-20,4.2988849767982225e-14,1.7270429354806835e-08,1.6656684294553524e-08,7.426874900435812e-06,6.379483971155784e-11,1.271270831830891e-12,0.0001853615680208301,1.206922068130099e-09,6.014707036617499e-10,2.6000452381367183e-16,3.7378289502140493e-13,1.2651360891270873e-07,4.2179498589121636e-11,5.316399605831127e-15,3.5396835302934756e-17,4.525996098718202e-18,7.860961118421295e-14,1.9859038154113298e-16,2.4346041620504972e-11,5.5082139906981394e-14,3.76,0.0,0.16874086228291682,0.9982014031283307,8.506654739205578e-08,6.967169071031559e-11,0.7828992207451642,0.782499725070172,1.9832005022320016e-05,3.204064183398915e-09,0.001790458277942175,6.338133260800281e-08,4.754718285317749e-10,3.561016809564228e-14,3.049814488421914e-12,7.211681412380918e-06,2.406602196476668e-09,1.3405995527778688e-07,1.4672288797870845e-07,3.907094347676305e-07,1.5253412210733032e-07,3.677712846859156e-09,4.357893235270329e-09,7.574569413616804e-13,3.069832634524385e-13
6.282211810673576e-07,0.9695971513626515,2.184663439641272e-07,1.4875263014852214e-07,5.1481463780579356e-08,1.5489812401256093e-07,0.0,0.0,1.4936455233286886e-07,3.0058071873033495e-10,4.915062427658409e-07,1.0533901368889952e-08,3.929236063756246e-09,1.8467795268890576e-20,4.66469276216064e-14,1.804379464386917e-08,1.782591143094522e-08,7.691471949687489e-06,6.931420823983363e-11,1.361020982600068e-12,0.00019234098785011935,1.2592358301763573e-09,6.291102545186119e-10,2.9469689859855044e-16,3.999927425516413e-13,1.3439819461359768e-07,4.4070333485740445e-11,5.993367613313951e-15,4.1621667325175396e-17,5.20633165821433e-18,8.277994996364487e-14,2.115569808391476e-16,2.539932207583697e-11,5.97087763263194e-14,3.76,0.0,0.16206927875308277,0.998201103521367,9.096613702969698e-08,7.727418730509425e-11,0.7895778092949874,0.7891647686946905,1.9072119931095077e-05,3.147129919659397e-09,0.0017904577287649697,6.564951432999606e-08,4.795882597653913e-10,3.7022790099994815e-14,3.170041129949427e-12,7.4631032975823235e-06,2.424627009545092e-09,1.3867845909216406e-07,1.517669161030391e-07,4.1041340841051146e-07,1.6399080540736237e-07,3.805371886278317e-09,4.522067125997036e-09,8.133687384957489e-13,3.296148561047e-13
6.425394068600443e-07,0.9705539002931383,2.250569635635315e-07,1.5268999020934434e-07,5.306788261482776e-08,1.6469967986215687e-07,0.0,0.0,1.5472641283507752e-07,3.207772595625055e-10,5.234516146552373e-07,1.1288922219299776e-08,4.120433429580555e-09,2.0631115639867508e-20,5.050404351686154e-14,1.882681808332299e-08,1.904140404889875e-08,7.957986712499073e-06,7.515509157739151e-11,1.454638106058202e-12,0.00019938396327077204,1.3121970608451666e-09,6.571094823893615e-10,3.329113798496865e-16,4.272345624916679e-13,1.4255269330156018e-07,4.5985967267228793e-11,6.738314069475332e-15,4.872922944713299e-17,5.965234969023804e-18,8.704569484131858e-14,2.2498264804665657e-16,2.646196643177043e-11,6.456703700863796e-14,3.76,0.0,0.15566147507255776,0.9982008010152861,9.709480166643201e-08,8.546190352251896e-11,0.795992682430923,0.7955659353775445,1.8342281121638397e-05,3.0924462645798586e-09,0.001790457174918952,6.793452516271785e-08,4.835522433285247e-10,3.844582463306896e-14,3.2911188928386984e-12,7.715993234365988e-06,2.4419030259829165e-09,1.4333657576388264e-07,1.5686381094742561e-07,4.305801420909085e-07,1.7601481847886315e-07,3.9336563772078955e-09,4.687467919870671e-09,8.716870662183261e-13,3.532192545273987e-13
6.568576326527311e-07,0.9714728725477452,2.3168444443435182e-07,1.5665089535967296e-07,5.466104361684012e-08,1.748632369926597e-07,0.0,0.0,1.6013843422966768e-07,3.417170436591496e-10,5.566585583214485e-07,1.2075446059307984e-08,4.314841589913405e-09,2.2982142090540995e-20,5.4564755782741496e-14,1.9619188309479232e-08,2.0303504107243703e-08,8.226338773214358e-06,8.132732341967721e-11,1.5521687899465554e-12,0.00020648805364480288,1.365781351072424e-09,6.854568465021537e-10,3.7489685958356034e-16,4.555160200763424e-13,1.5097895259791892e-07,4.792519625730625e-11,7.556171796987808e-15,5.681538026190407e-17,6.809086279179701e-18,9.140580360805409e-14,2.388695396128878e-16,2.7533571415849295e-11,6.965996372033154e-14,3.76,0.0,0.14950702193412502,0.9982004956852337,1.0345414562541369e-07,9.426067478467835e-11,0.8021542670249029,0.8017136581296137,1.7641300440075666e-05,3.039924216547466e-09,0.0017904566164684,7.023567869129762e-08,4.873704402839415e-10,3.987889632075538e-14,3.4130171925320542e-12,7.970268532638878e-06,2.45846265238232e-09,1.48032356995241e-07,1.620114191241237e-07,4.512041313391805e-07,1.8861910886284176e-07,4.062511022491188e-09,4.854010936334224e-09,9.324395505612844e-13,3.7780760552889805e-13
6.711758584454178e-07,0.9723555617562367,2.3834673029937076e-07,1.60635113231764e-07,5.626104546741913e-08,1.853915114320667e-07,0.0,0.0,1.65599359695382e-07,3.6340109359655887e-10,5.911441124411005e-07,1.2893819171516514e-08,4.512357590047789e-09,2.5531364840372143e-20,5.883354819121994e-14,2.0420602231318425e-08,2.161253979741443e-08,8.496451191778508e-06,8.784072686568632e-11,1.653657330132969e-12,0.00021365090877035567,1.4199650769000042e-09,7.141411352228829e-10,4.209124830420393e-16,4.848445192428966e-13,1.5967875461686542e-07,4.9886858859009467e-11,8.452088337934526e-15,6.598326215539328e-17,7.744566579977108e-18,9.585927295427616e-14,2.532196662506126e-16,2.8613765193762904e-11,7.499044750524628e-14,3.76,0.0,0.143595902384954,0.9982001876031027,1.10045717177173e-07,1.0369654228634848e-10,0.8080725776846482,0.8076179574667869,1.6968036725133606e-05,2.9894782942897073e-09,0.0017904560534918147,7.255231817889644e-08,4.910491936240959e-10,4.132165787867074e-14,3.5357078329424703e-12,8.225850139754324e-06,2.474336784179145e-09,1.5276392294955433e-07,1.672076252336606e-07,4.7227969139959344e-07,2.0181646021893937e-07,4.191883652253261e-09,5.0216156541516486e-09,9.956529574314575e-13,4.033907088161996e-13
6.854940842381045e-07,0.9732034024937997,2.4504188418631494e-07,1.6464235191429584e-07,5.786798204490068e-08,1.9628704761383493e-07,0.0,0.0,1.7110798627215992e-07,3.8582994430896873e-10,6.269249396212855e-07,1.3744377009821117e-08,4.712880655039614e-09,2.828951201546681e-20,6.331482855616694e-14,2.1230764205062717e-08,2.2968826402559832e-08,8.768250342291725e-06,9.47051068506257e-11,1.7591458207786344e-12,0.00022087026579945983,1.4747253856157048e-09,7.431514305973034e-10,4.712277940622233e-16,5.152272196325221e-13,1.6865381572616774e-07,5.186983627790263e-11,9.4314285145974e-15,7.634361932511298e-17,8.77866133470712e-18,1.0040513928711661e-13,2.6803489562982817e-16,2.970220381819838e-11,8.056123672492431e-14,3.76,0.0,0.1379184955234324,0.9981998768375924,1.1687101270397185e-07,1.1379573831167276e-10,0.813757233053763,0.8132884577182182,1.6321393950305878e-05,2.941026397505473e-09,0.0017904554861759036,7.488381518440926e-08,4.94594545432163e-10,4.277378678820304e-14,3.6591647008054916e-12,8.482662471489159e-06,2.4895548815593787e-09,1.5752946103885503e-07,1.7245035556361485e-07,4.938009712942537e-07,2.1561948743067672e-07,4.321725114830144e-09,5.1902056055116226e-09,1.0613532155095207e-12,4.299790261927607e-13
6.998123100307913e-07,0.9740177726143714,2.5176808177113473e-07,1.6867226990461053e-07,5.9481940346865726e-08,2.0755222660781894e-07,0.0,0.0,1.7666316229516362e-07,4.0900366944356754e-10,6.640173306896575e-07,1.4627444462078535e-08,4.916312255180527e-09,3.126754318785611e-20,6.801292745362128e-14,2.204938537695194e-08,2.4372667047230877e-08,9.041665759916274e-06,1.0193024286306193e-10,1.868674242962766e-12,0.00022814394623659013,1.5300401809828535e-09,7.724770796150823e-10,5.261228778931601e-16,5.466710509731122e-13,1.7790578660729978e-07,5.3873052868375385e-11,1.0499776862365004e-14,8.801511914283243e-17,9.918664061925231e-18,1.0504247925085578e-13,2.8331695510504323e-16,3.079856803901354e-11,8.637494459015508e-14,3.76,0.0,0.1324655608405366,0.9981995634545876,1.2393148028586048e-07,1.245846725053838e-10,0.8192174714673708,0.8187344026898901,1.5700319435271324e-05,2.894489673225941e-09,0.0017904549145817401,7.722956825222001e-08,4.980122530032015e-10,4.423498139038286e-14,3.783363452508663e-12,8.74063325175072e-06,2.5041450544211347e-09,1.6232722460176404e-07,1.777375811750809e-07,5.157619676296959e-07,2.3004063210806232e-07,4.451989157654067e-09,5.359708256781322e-09,1.1295654365681198e-12,4.575826897439393e-13
7.14130535823478e-07,0.9747999954937119,2.58523604980504e-07,1.7272448488977774e-07,6.110299897067336e-08,2.1918927410090664e-07,0.0,0.0,1.8226378496617076e-07,4.32921906886314e-10,7.024372089705777e-07,1.554333608670546e-08,5.122556156791116e-09,3.44766428532102e-20,7.293209709494145e-14,2.287618317139038e-08,2.5824353353201235e-08,9.316629995657606e-06,1.0952588196780711e-10,1.9822805514722618e-12,0.00023546985301837138,1.5858881077218146e-09,8.021076713623371e-10,5.858885011593099e-16,5.791827252490939e-13,1.8743625259295673e-07,5.589547616117694e-11,1.1662939934608563e-14,1.0112467669788686e-16,1.1172179770375377e-17,1.0977040998591405e-13,2.990674348715893e-16,3.190256046354716e-11,9.24340562039167e-14,3.76,0.0,0.12722822317971888,0.9981992475171949,1.3122852279105548e-07,1.3608991903137486e-10,0.8244621659893151,0.8239646707094958,1.5103802131812011e-05,2.8497923872874358e-09,0.0017904543387447778,7.958900166960101e-08,5.013078039834443e-10,4.570495818907954e-14,3.908281260596568e-12,8.999693360519986e-06,2.518134125139747e-09,1.671555315042062e-07,1.83067320442852e-07,5.381565381207101e-07,2.450921584797027e-07,4.582632306744803e-09,5.530054878651086e-09,1.2003139337866073e-12,4.862115091972712e-13
7.284487616161647e-07,0.9755513421829167,2.6530683586147427e-07,1.7679858144870404e-07,6.273122706515823e-08,2.3120026811746835e-07,0.0,0.0,1.8790879805373733e-07,4.575838834466515e-10,7.42200134562602e-07,1.6492356329205404e-08,5.3315184598967004e-09,3.792821387175035e-20,7.807651037297533e-14,2.371088090207011e-08,2.73241660154433e-08,9.593078478549129e-06,1.1750173214841427e-10,2.1000007595228764e-12,0.00024284596767442832,1.6422485353779756e-09,8.32033019234776e-10,6.508262487179253e-16,6.127687470149083e-13,1.9724673425372544e-07,5.793611662271705e-11,1.2926948480540596e-14,1.158077823595069e-16,1.2547128242961346e-17,1.14588089158306e-13,3.1528779197114306e-16,3.301390304687817e-11,9.87409351441635e-14,3.76,0.0,0.12219795829110217,0.9981989290856937,1.3876350054469915e-07,1.483382045568691e-10,0.8294998388551339,0.8289877890768563,1.4530870979179389e-05,2.8068618008087487e-09,0.0017904537588535618,8.196156428784434e-08,5.044864306067243e-10,4.718345013364241e-14,4.033896642017348e-12,9.259776689544401e-06,2.531547687366262e-09,1.720127626872712e-07,1.8843764110877656e-07,5.609784148032699e-07,2.6078614966641683e-07,4.713613751380695e-09,5.701180415444042e-09,1.2736222385103315e-12,5.158749786602434e-13
7.427669874088515e-07,0.9762730334775751,2.721162507390482e-07,1.8089411777473104e-07,6.436668367410193e-08,2.4358714647391403e-07,0.0,0.0,1.9359718971434188e-07,4.829884386952485e-10,7.833213086297997e-07,1.7474799723571312e-08,5.543107624181751e-09,4.163387090200416e-20,8.34502600965058e-14,2.455320748553194e-08,2.8872375310806633e-08,9.870949384789612e-06,1.2586745597605656e-10,2.2218690212890803e-12,0.0002502703475690857,1.6991015416966857e-09,8.622431474377697e-10,7.212486572091612e-16,6.474354221652053e-13,2.0733868820397166e-07,5.999402719023148e-11,1.429805949760269e-14,1.3220883219812682e-16,1.405174716889253e-17,1.19494714790896e-13,3.319793544455087e-16,3.4132334889266734e-11,1.0529782961847083e-13,3.76,0.0,0.11736657895695896,0.9981986082179318,1.4653773364159376e-07,1.6135639700562582e-10,0.8343386753438296,0.8338119479429033,1.3980593319463876e-05,2.7656280518059535e-09,0.0017904531749785796,8.434672840335952e-08,5.075531230666353e-10,4.867020398360243e-14,4.160189260974359e-12,9.520820005313265e-06,2.5444101814103643e-09,1.768973606811007e-07,1.9384666190210964e-07,5.842212169094981e-07,2.7713450432759934e-07,4.844895225485406e-09,5.873023352078904e-09,1.3495131158153994e-12,5.465822829115132e-13
7.570852132015382e-07,0.9769662419049064,2.7895041466890585e-07,1.8501063151307274e-07,6.600941740100016e-08,2.5635171396395124e-07,0.0,0.0,1.9932799042715746e-07,5.091340479532622e-10,8.25815577716942e-07,1.849095108264061e-08,5.757234484513238e-09,4.560543386296461e-20,8.905735842333515e-14,2.5402897239182328e-08,3.0469241550267364e-08,1.0150183513468747e-05,1.3463266460758672e-10,2.347917712177474e-12,0.0002577411232233782,1.756427895618432e-09,8.927282810757226e-10,7.974793451447848e-16,6.831888654378615e-13,2.1771350809877228e-07,6.206830262160717e-11,1.5782758159871588e-14,1.5048146110474065e-16,1.5694595124290364e-17,1.244895249260963e-13,3.4914332558689026e-16,3.5257610317284776e-11,1.1210687822263921e-13,3.76,0.0,0.11272622166602532,0.9981982849694047,1.5455250396056804e-07,1.7517149502799215e-10,0.8389865371008859,0.8384450136396804,1.3452073377903603e-05,2.7260240413957112e-09,0.0017904525871085862,8.674398869524071e-08,5.105126420776082e-10,5.016497847142806e-14,4.287139760871705e-12,9.78276281893507e-06,2.5567449474888008e-09,1.8180782810016034e-07,1.9929255377609524e-07,6.078784633818033e-07,2.9414893367050976e-07,4.976440887627164e-09,6.045525575614883e-09,1.4280085792349839e-12,5.783423033318375e-13
7.71403438994225e-07,0.9776320936323344,2.8580797617381757e-07,1.8914764480184816e-07,6.765946633338724e-08,2.6949564927260725e-07,0.0,0.0,2.0510027103548023e-07,5.360188444353024e-10,8.696974380965077e-07,1.9541085680764565e-08,5.973812257224048e-09,4.9854921447302236e-20,9.490173649261547e-14,2.6259689748045565e-08,3.211501548418622e-08,1.0430724168501612e-05,1.4380691211265026e-10,2.478177506743761e-12,0.0002652564957166229,1.8142090399981504e-09,9.234788392073118e-10,8.798531394247197e-16,7.200350068896607e-13,2.283725257956943e-07,6.415807869342188e-11,1.738775962483644e-14,1.707888784472027e-16,1.7484554401752226e-17,1.29571797145504e-13,3.667807888605965e-16,3.638949722373041e-11,1.1917011533479373e-13,3.76,0.0,0.1082693338147995,0.9981979593930896,1.6280905693071205e-07,1.8981061813972872e-10,0.8434509749343774,0.842894541483204,1.2944450807017436e-05,2.687985324328293e-09,0.0017904519954279757,8.915286121614265e-08,5.133695307082901e-10,5.1667543740369666e-14,4.414729686273144e-12,1.0045547262521578e-05,2.5685742688709487e-09,1.8674272613188092e-07,2.0477354080551473e-07,6.319435850073743e-07,3.11840958811827e-07,5.10821720809845e-09,6.218632237359433e-09,1.5091299048963854e-12,6.111636235902947e-13
7.857216647869117e-07,0.9782716703004471,2.9268766226472474e-07,1.933046686022711e-07,6.931685817306785e-08,2.8302051161904974e-07,0.0,0.0,2.109131408883662e-07,5.636406405517035e-10,9.149810401536559e-07,2.062546943154898e-08,6.192756538235866e-09,5.439454470085906e-20,1.0098724425197987e-13,2.7123329786298008e-08,3.380993866886671e-08,1.071251704637518e-05,1.5339969012737454e-10,2.612677454172401e-12,0.00027281473416662465,1.8724270741386347e-09,9.544854303098093e-10,9.687161982091084e-16,7.579795975518554e-13,2.393170126564548e-07,6.626253127635307e-11,1.9120010721648605e-14,1.933042061048248e-16,1.9430833689952047e-17,1.3474084796767547e-13,3.84892713051419e-16,3.7527775639876736e-11,1.26489476176039e-13,3.76,0.0,0.103988661414821,0.9981976315398362,1.7130860309279178e-07,2.0530099748560703e-10,0.8477392411051781,0.8471677880702128,1.245689928333082e-05,2.6514500040939302e-09,0.0017904514000310046,9.157288243329459e-08,5.161281255103115e-10,5.3177679664475364e-14,4.5429413700701954e-12,1.0309117971666382e-05,2.579919439473223e-09,1.9170067302736674e-07,2.1028790078553954e-07,6.564099361572974e-07,3.302219084803289e-07,5.2401928577786455e-09,6.392291618162237e-09,1.5928976452453619e-12,6.450545352084317e-13
8.000398905795984e-07,0.9788860107835043,2.9958827374603637e-07,1.9748120640121883e-07,7.098161052599287e-08,2.9692774713061574e-07,0.0,0.0,2.1676574607657189e-07,5.919969483789199e-10,9.616801928136414e-07,2.1744359062860222e-08,6.4139852939851246e-09,5.923670069223415e-20,1.0731765047588184e-13,2.7993567281220868e-08,3.555424380134269e-08,1.0995510129415066e-05,1.6342042282961414e-10,2.7514450513251873e-12,0.00028041417328743273,1.931064736215505e-09,9.857388496565726e-10,1.064426130107956e-15,7.970282144388227e-13,2.505481809644884e-07,6.838087531365835e-11,2.0986691523793342e-14,2.1821081872672057e-16,2.154297060528985e-17,1.399960321433363e-13,4.034799572357554e-16,3.867223651330626e-11,1.3406680156787503e-13,3.76,0.0,0.099877237285901,0.9981973014585301,1.8005231949276935e-07,2.21669967187712e-10,0.8518583011312967,0.8512717230888227,1.198862515963792e-05,2.6163586321820828e-09,0.0017904508008585644,9.400360831673165e-08,5.187925669711874e-10,5.469517443767449e-14,4.671757814226429e-12,1.0573421973710807e-05,2.5908008115144956e-09,1.9668034260029787e-07,2.158339655680582e-07,6.812708061169102e-07,3.493029170492634e-07,5.372338595766752e-09,6.56645499321685e-09,1.6793316425758408e-12,6.800230430222744e-13
8.143581163722852e-07,0.9794761128803718,3.065086807860188e-07,2.0167675736471135e-07,7.265373131244042e-08,3.1121869495185214e-07,0.0,0.0,2.2265726775732194e-07,6.210849993095575e-10,1.0098083680146098e-06,2.2898002290775623e-08,6.637418846013555e-09,6.43939662931283e-20,1.1389664296755437e-13,2.8870157308897643e-08,3.7348155028151747e-08,1.1279653584282027e-05,1.7387846222867124e-10,2.8945063133631854e-12,0.00028805321102343015,1.990105385662544e-09,1.0172300781721843e-09,1.1673521096795899e-15,8.371862650514926e-13,2.6206718543609287e-07,7.05123637245951e-11,2.2995216809428888e-14,2.4570268606289017e-16,2.3830834078117487e-17,1.4533674186606145e-13,4.225432761155559e-16,3.982268066591836e-11,1.419038424148008e-13,3.76,0.0,0.09592836971615948,0.9981969691958059,1.8904135093858938e-07,2.389449562418805e-10,0.8558148451254812,0.8552130406622389,1.153886617580604e-05,2.5826541110783795e-09,0.0017904501980800225,9.64446134722716e-08,5.213668093804042e-10,5.621982475149959e-14,4.801162669869081e-12,1.0838408581491865e-05,2.601237824063143e-09,2.0168046273820377e-07,2.2141012116764144e-07,7.065194299966634e-07,3.690949228866827e-07,5.504627163425174e-09,6.741076497699713e-09,1.7684510424941894e-12,7.16076870595213e-13
8.286763421649719e-07,0.9800429349386262,3.134478187388075e-07,2.0589081901306938e-07,7.433321926445484e-08,3.2589459309311947e-07,0.0,0.0,2.2858692056280224e-07,6.509017628957254e-10,1.0593787052273688e-06,2.4086637993721616e-08,6.86297985000424e-09,6.987909207903026e-20,1.2072782893228942e-13,2.9752860112693952e-08,3.919188823309686e-08,1.1564899665355328e-05,1.847830837610275e-10,3.0418858419247685e-12,0.00029573030625842483,2.049532985578405e-09,1.0489502823918252e-09,1.2778749892559343e-15,8.784589914982139e-13,2.7387512480511573e-07,7.265628625109671e-11,2.5153237413465013e-14,2.759847172216785e-16,2.630462659697125e-17,1.5076240591390293e-13,4.420833256119523e-16,4.097891790885188e-11,1.5000226393805785e-13,3.76,0.0,0.09213563157046663,0.9981966347964017,1.9827681114629424e-07,2.57153480928843e-10,0.8596152986844924,0.8589981702439337,1.1106890216665864e-05,2.550281601290556e-09,0.0017904495918285672,9.889549031667845e-08,5.238546301291625e-10,5.775143485228422e-14,4.931140185527032e-12,1.1104029292215364e-05,2.611249063515923e-09,2.0669981392884757e-07,2.2701480766576246e-07,7.321489992159379e-07,3.89608667011703e-07,5.637033183539875e-09,6.9161129971479095e-09,1.860274307358598e-12,7.532234656761291e-13
8.429945679576586e-07,0.9805873974144346,3.204046842141042e-07,2.101228894803531e-07,7.602006448308787e-08,3.409565840241947e-07,0.0,0.0,2.3455395108761887e-07,6.814439649011142e-10,1.1104040160225782e-06,2.5310496387690665e-08,7.09059326997419e-09,7.570499636346068e-20,1.2781473551071095e-13,3.0641441137116384e-08,4.108565130802751e-08,1.1851202622766576e-05,1.9614348218293354e-10,3.1936068908897898e-12,0.00030344397659831977,2.1093320852089598e-09,1.0808908152120407e-09,1.3963874071351282e-15,9.208514743341825e-13,2.859730434635647e-07,7.481196826365785e-11,2.7468641475522943e-14,3.0927310671261005e-16,2.8974886315144855e-17,1.562724887355614e-13,4.621006681480992e-16,4.2140766292976845e-11,1.5836364968382203e-13,3.76,0.0,0.08849284982955581,0.9981962983034462,2.077597837970703e-07,2.763231377094195e-10,0.8632658333477804,0.8626332870820299,1.069199411664168e-05,2.5191884321713095e-09,0.001790448982000248,1.0135584829254484e-07,5.262596384459525e-10,5.928981524697139e-14,5.061675110096128e-12,1.1370237691204494e-05,2.620852309513177e-09,2.1173722780363737e-07,2.3264651893892237e-07,7.581526715553013e-07,4.108546920444117e-07,5.76953305904195e-09,7.091523960995811e-09,1.954819229816234e-12,7.914700056767711e-13
8.573127937503454e-07,0.9811103843707366,3.273783313800178e-07,2.1437246941394338e-07,7.771424903298711e-08,3.564057200189432e-07,0.0,0.0,2.4055763645074856e-07,7.127081045786369e-10,1.1628967886848623e-06,2.656979920314137e-08,7.3201863482661205e-09,8.188475938015044e-20,1.351608104599814e-13,3.153567107096793e-08,4.302964440977404e-08,1.2138518614867525e-05,2.0796876775044374e-10,3.3496914297674377e-12,0.00031119279622586433,2.1694878025542426e-09,1.1130432171735884e-09,1.5232938921987544e-15,9.643686361936904e-13,2.983619331426747e-07,7.697876954014605e-11,2.9949555587730776e-14,3.4579568213788983e-16,3.185248902378407e-17,1.6186648949361788e-13,4.825957779633256e-16,4.330805147529364e-11,1.6698950532667274e-13,3.76,0.0,0.0849940955427488,0.99819595975806,2.17491323522948e-07,2.9648159657551625e-10,0.8667723766426217,0.8661243222699426,1.0293502517595354e-05,2.489324015986037e-09,0.0017904483687332894,1.0382531312093417e-07,5.285852836596613e-10,6.083478326709966e-14,5.192752702263621e-12,1.1636989360294572e-05,2.630064549876378e-09,2.1679158569935636e-07,2.383038022335649e-07,7.845235807752491e-07,4.3284334143702977e-07,5.902104876286054e-09,7.267271337645286e-09,2.0521029465012415e-12,8.308234031708899e-13
8.716310195430321e-07,0.9816127449161827,3.343678684829933e-07,2.1863906356388343e-07,7.941574755621249e-08,3.72242968257466e-07,0.0,0.0,2.4659728292780764e-07,7.446904711916909e-10,1.2168691928725504e-06,2.7864759863957656e-08,7.551688571919298e-09,8.843161761660559e-20,1.427694229675442e-13,3.24353258948064e-08,4.5024060205990934e-08,1.2426805624825115e-05,2.2026796267726202e-10,3.5101602047096725e-12,0.00031897539382592585,2.2299858071414568e-09,1.1453992180614363e-09,1.659010965025629e-15,1.0090152452789373e-12,3.1104273462079805e-07,7.915608302888187e-11,3.260434584678583e-14,3.8579225340152843e-16,3.494864999606636e-17,1.6754394107492553e-13,5.035690466748167e-16,4.448060618349805e-11,1.7588126228689202e-13,3.76,0.0,0.08163367417792326,0.9981956191996285,2.2747245683554835e-07,3.1765659483088504e-10,0.8701406217320825,0.8694769723996604,9.91076676990487e-06,2.4606397654760945e-09,0.0017904477522142318,1.0630352608970347e-07,5.308348630133349e-10,6.238616274027117e-14,5.324358725336708e-12,1.1904241790555329e-05,2.6389020334844725e-09,2.2186181723877745e-07,2.4398525760805187e-07,8.112548458016538e-07,4.55584758973923e-07,6.034728315045187e-09,7.44331943379714e-09,2.152141951844444e-12,8.712903115050677e-13
8.859492453357188e-07,0.9820952945871775,3.4137245457832313e-07,2.2292218210582675e-07,8.112452789079461e-08,3.884692156927034e-07,0.0,0.0,2.526722246497667e-07,7.773871597980868e-10,1.2723330843210831e-06,2.9195583668650745e-08,7.785031635941309e-09,9.535895830291671e-20,1.5064386458368001e-13,3.3340186928666686e-08,4.706908411207287e-08,1.27160233811426e-05,2.330499978604666e-10,3.675032797183913e-12,0.00032679045057967587,2.2908123029991883e-09,1.177950738645014e-09,1.803967235587151e-15,1.0547959187595152e-12,3.240163394461512e-07,8.134333360572084e-11,3.5441618815031584e-14,4.295149633122038e-16,3.827492570808072e-17,1.733044090767577e-13,5.250207885321947e-16,4.565826976297837e-11,1.8504028117798131e-13,3.76,0.0,0.07840611635301983,0.9981952766662489,2.3770418300941818e-07,3.3987593127763814e-10,0.873376036681513,0.8726967088333745,9.543163872379081e-06,2.433089014908664e-09,0.0017904471323033726,1.0879014337535928e-07,5.330115289997166e-10,6.39437826385429e-14,5.456479356556684e-12,1.2171954299128375e-05,2.647380318236298e-09,2.2694689893035995e-07,2.496895372597332e-07,8.383395794800193e-07,4.790888885281021e-07,6.1673845595093585e-09,7.619634798841554e-09,2.254952112063391e-12,9.128771304725195e-13
9.002674711284056e-07,0.9825588166752881,3.483912964604668e-07,2.2722134173634915e-07,8.284055168269187e-08,4.050852736889081e-07,0.0,0.0,2.587818223644816e-07,8.107940863164651e-10,1.3293000095875207e-06,3.0562467973821034e-08,8.020149403948285e-09,1.0268031406579321e-19,1.5878735026146623e-13,3.42500408768911e-08,4.9164894520600925e-08,1.300613328196121e-05,2.463237098641398e-10,3.844327680370508e-12,0.00033463669822604596,2.3519540118651196e-09,1.2106898924164092e-09,1.9586034976170016e-15,1.1017151261140918e-12,3.3728359166408184e-07,8.353997683354903e-11,3.847022239501237e-14,4.772286394610164e-16,4.184321544168294e-17,1.791474907775932e-13,5.469512454318583e-16,4.684088779245781e-11,1.94467855098677e-13,3.76,0.0,0.075306168934015,0.9981949321942486,2.4818747492908587e-07,3.6316746078619454e-10,0.876483873358641,0.8757887866085259,9.190095459658851e-06,2.4066269439830364e-09,0.0017904465090866344,1.1128483539690868e-07,5.351182963119685e-10,6.550747773244476e-14,5.589101203110518e-12,1.244008795002334e-05,2.655514273679836e-09,2.3204585278725138e-07,2.554153447531632e-07,8.657708969022238e-07,5.033654740619351e-07,6.30005621194825e-09,7.796186112088358e-09,2.3605486793761862e-12,9.555900120082906e-13
