Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133)
4.224894725934793e-09,0.5885593943649075,2.2938392144664674e-14,4.522092208745361e-16,1.8052798997941697e-17,6.4887895837640845e-22,0.0,0.0,7.967475689013824e-17,1.1148731666903648e-27,4.664157622603178e-19,1.0208390517241835e-23,1.2851075211899505e-21,7.648088738228193e-37,1.4894326083585658e-24,1.2560834949943302e-22,6.056423511207333e-25,2.947788630819395e-14,2.1252765951486375e-27,1.195169060549115e-29,1.3935458574481078e-14,2.5048044849224556e-23,2.2491017117277403e-25,1.0782183129982646e-43,1.6096031602959325e-31,1.7406526782984653e-22,2.3058644021291172e-26,2.6401490409898703e-36,1.527259485937022e-51,3.908904107867102e-52,1.4848002191911637e-31,4.777668883570909e-35,1.1510039431065772e-27,6.271783791094485e-39,3.76,0.0,0.6067740458483032,0.9998158997885744,8.060144032431812e-25,1.4044099883050881e-35,1.1400340767521578e-05,1.1225869471271006e-05,1.7447109504435756e-07,1.186915925782954e-13,0.00018410021139308124,7.89002922048308e-18,1.0094362425104716e-19,8.516338119153668e-28,3.127911493211626e-26,2.947759155288063e-14,2.1213748479087226e-15,1.4767240701656063e-14,7.848927449397733e-15,4.1979903487948075e-16,1.6928200114491194e-19,1.219331023705749e-20,5.536256589472395e-21,2.4865233051621116e-29,6.37035092654647e-29,4.673688277519315e-24,5.087662386179051e-23
4.291437219314442e-09,0.5885594140560995,2.349586554046048e-14,4.708443790590698e-16,1.8810256055419354e-17,6.828234440835017e-22,0.0,0.0,8.232128118576477e-17,1.1885631910725632e-27,4.912138195669783e-19,1.088888254764082e-23,1.3488172529986764e-21,7.954661446067777e-37,1.5245316149134057e-24,1.3105256240318573e-22,6.520012383520559e-25,3.045116429964924e-14,2.251035472180655e-27,1.2522550260478136e-29,1.4379981805052327e-14,2.6244195675090107e-23,2.383282917810547e-25,1.2280810631696395e-43,1.7535817106665519e-31,1.8457063231750958e-22,2.439918873763888e-26,2.9102428363734784e-36,1.7990607834153955e-51,4.49235092602342e-52,1.5921047662949486e-31,5.212473794403825e-35,1.2384811428027277e-27,6.967217493721332e-39,3.76,0.0,0.6067738662935667,0.9998158994879776,8.660222174503953e-25,1.5609089961947466e-35,1.1579895504668451e-05,1.1404516779374874e-05,1.75378519065872e-07,1.2125266751174353e-13,0.00018410051198886914,8.143065029425638e-18,1.0366733678850716e-19,9.112779019604313e-28,3.335012043008828e-26,3.0450854895478886e-14,2.1583141963881946e-15,1.5119197934761546e-14,8.040317018556179e-15,4.3732045298576634e-16,1.7931253258412803e-19,1.2792008607790235e-20,5.857097384228033e-21,2.664278482348719e-29,6.72058237711839e-29,4.8997477484544875e-24,5.2699854099621093e-23
4.357979712694091e-09,0.5885594337472859,2.4056167260018894e-14,4.899152701194792e-16,1.9585889338630232e-17,7.179659716850311e-22,0.0,0.0,8.501318837205904e-17,1.2658834462780718e-27,5.169104692902756e-19,1.160177707004038e-23,1.414603136986e-21,8.267743672896706e-37,1.5597602276689642e-24,1.3663434789903387e-22,7.010737395859544e-25,3.144038648237853e-14,2.381987430249619e-27,1.3111200139921918e-29,1.4831523830025177e-14,2.747760567470569e-23,2.523016121513628e-25,1.3958567358947937e-43,1.9079004060703524e-31,1.9553828200477337e-22,2.5793443033852675e-26,3.202727752121473e-36,2.1136856214409535e-51,5.1519007782954736e-52,1.705246763227382e-31,5.678760532808126e-35,1.331031644100157e-27,7.726861553552992e-39,3.76,0.0,0.606773686738883,0.9998158992355877,9.29435019113264e-25,1.7319435880035683e-35,1.17594501886863e-05,1.1583190722942492e-05,1.7625925446205466e-07,1.2381341718629056e-13,0.00018410076437786388,8.400115974559412e-18,1.064139088620136e-19,9.739111613633764e-28,3.551853856977126e-26,3.1440061949627184e-14,2.1952601621877547e-15,1.5472633784197452e-14,8.232706145582043e-15,4.5525519553887355e-16,1.897580004418844e-19,1.3410044810741211e-20,6.190720214364022e-21,2.8514082944753733e-29,7.083325997128446e-29,5.132335498315441e-24,5.455593777734546e-23
4.42452220607374e-09,0.5885594534384663,2.4619213207467477e-14,5.094236848125675e-16,2.037978891525427e-17,7.543286916140123e-22,0.0,0.0,8.775053568471554e-17,1.3469534163275124e-27,5.435232660949389e-19,1.2347994303205575e-23,1.4824984173083664e-21,8.587332213488812e-37,1.5951125199666055e-24,1.423546025478489e-22,7.529703403337111e-25,3.244555536059175e-14,2.5182534023135176e-27,1.371790636071583e-29,1.529008568067854e-14,2.8748831252085627e-23,2.6684281598628598e-25,1.5833440108994902e-43,2.0731234586070616e-31,2.069815723697703e-22,2.72425761681517e-26,3.519028932833748e-36,2.477022841105076e-51,5.896095716568203e-52,1.824440262337869e-31,6.178228140235021e-35,1.4288593511276607e-27,8.555479937349364e-39,3.76,0.0,0.6067735071842526,0.9998158990244403,9.963864790848604e-25,1.9186000575116244e-35,1.1939004819575144e-05,1.176189051713421e-05,1.7711408607315813e-07,1.2637333648061943e-13,0.0001841009755241525,8.661183024667934e-18,1.0918294291006667e-19,1.0396222299359543e-27,3.7787040239072314e-26,3.2445215211740775e-14,2.2322125467448522e-15,1.5827491071120352e-14,8.42606636114118e-15,4.736049530073941e-16,2.0062809768565823e-19,1.404772001096766e-20,6.537399267168713e-21,3.0482287996432686e-29,7.458774689591214e-29,5.3715055613937424e-24,5.644488785490812e-23
4.557607192833038e-09,0.5885594928208097,2.575321356147257e-14,5.497599101412541e-16,2.2022734049617386e-17,8.308034334894424e-22,0.0,0.0,9.336177127358365e-17,1.520830554293061e-27,5.995677153064244e-19,1.3944114481192433e-23,1.624750090534241e-21,9.246009058202287e-37,1.6661653098179856e-24,1.542140169294667e-22,8.65690353874032e-25,3.4503742905252226e-14,2.8072134220890498e-27,1.4986550618823923e-29,1.6228272834777118e-14,3.1406951088255054e-23,2.97679760476358e-25,2.0254083575621674e-43,2.438646573477446e-31,2.3134950898027846e-22,3.031016601261054e-26,4.229100347091835e-36,3.3770565595255846e-51,7.676817570436665e-52,2.081857882451171e-31,7.283805119929668e-35,1.641184695314304e-27,1.044006851231799e-38,3.76,0.0,0.6067731480751511,0.9998158986996821,1.1414545477522048e-24,2.3434398739519176e-35,1.2298113921965884e-05,1.211936463152534e-05,1.787490638070332e-07,1.3148875379068505e-13,0.00018410130028008128,9.195369215904729e-18,1.1478684093005865e-19,1.1806353798355258e-27,4.263505323956214e-26,3.450337003046203e-14,2.3061358066163243e-15,1.6541249589564112e-14,8.815590295157345e-15,5.115559496267833e-16,2.2368114154337247e-19,1.538318844997523e-20,7.271024278974493e-21,3.472226934885707e-29,8.24854837976712e-29,5.869803009971082e-24,6.032143656518565e-23
4.668849721734482e-09,0.5885595257395424,2.6708816592076112e-14,5.848334906131485e-16,2.3452846122922803e-17,8.986686967920461e-22,0.0,0.0,9.819200738207235e-17,1.678774784518411e-27,6.49382122289091e-19,1.5388838850160656e-23,1.7504235785557772e-21,9.816498874765771e-37,1.7258867326744424e-24,1.6455963439313486e-22,9.69602949849299e-25,3.627309568399265e-14,3.0661385411589988e-27,1.6104751862388197e-29,1.7034034204064994e-14,3.3749793256396516e-23,3.253115836767745e-25,2.4741308732223835e-43,2.783035217394271e-31,2.5329998308974e-22,3.305312895826553e-26,4.9095186639131585e-36,4.344547078276965e-51,9.516245664180275e-52,2.3175699822572636e-31,8.325926052338854e-35,1.8367488488232637e-27,1.2274254755537345e-38,3.76,0.0,0.6067728479046821,0.9998158985058763,1.2748117213191356e-24,2.75727539001249e-35,1.2598284391779574e-05,1.2418241396508013e-05,1.800427599638619e-07,1.3575789862726163e-13,0.00018410149408415078,9.654216720062624e-18,1.195365367086725e-19,1.3087481614390572e-27,4.7018522143231804e-26,3.6272693888951616e-14,2.367944521751743e-15,1.71417480596426e-14,9.14392638996027e-15,5.445658494633233e-16,2.4434052955102537e-19,1.656240777100329e-20,7.926752600350409e-21,3.859256772729523e-29,8.949368434117829e-29,6.306978729104588e-24,6.366272432875822e-23
4.780092250635926e-09,0.5885595586582587,2.767108039280741e-14,6.211507403933885e-16,2.4935087202476267e-17,9.70234193340756e-22,0.0,0.0,1.0314992335316913e-16,1.8488343807107143e-27,7.019875640815493e-19,1.693897778439989e-23,1.882425959309644e-21,1.040508388419051e-36,1.7858828434393675e-24,1.7530329514647368e-22,1.0829450879579065e-24,3.80870457140213e-14,3.341510750898513e-27,1.727687810168312e-29,1.78594266259165e-14,3.6205557784165175e-23,3.546971881991774e-25,3.0073693873343827e-43,3.1660781383553213e-31,2.767617152572377e-22,3.596480244668899e-26,5.6775366382349745e-36,5.554493746667815e-51,1.1737193673427447e-51,2.573138200652847e-31,9.485254643653604e-35,2.049894014711502e-27,1.437395858684923e-38,3.76,0.0,0.6067725477343616,0.9998158983647933,1.4199125314993363e-24,3.231383069208866e-35,1.2898454713110995e-05,1.2717180994154089e-05,1.8127347489254327e-07,1.4001879078486555e-13,0.00018410163516526768,1.0124300091632917e-17,1.243440684602462e-19,1.4466420769742601e-27,5.171712292188883e-26,3.8086613534423775e-14,2.4297688075533265e-15,1.7745533867083668e-14,9.474634956786545e-15,5.787552987892467e-16,2.6631458892455877e-19,1.7800418173650594e-20,8.622560001014005e-21,4.277650510842088e-29,9.688136058220462e-29,6.763213632865245e-24,6.70960088906775e-23
4.8913347795373696e-09,0.5885595915769588,2.8639676496594995e-14,6.587182358342182e-16,2.6469808295558836e-17,1.0456040342944132e-21,0.0,0.0,1.0823574230253532e-16,2.0316244671764378e-27,7.574670754264271e-19,1.8599028331310434e-23,2.0209122491444648e-21,1.1011715842709225e-36,1.846130580035406e-24,1.864487206237803e-22,1.206303959114452e-24,3.99456028486037e-14,3.6339069854128266e-27,1.8504163229613658e-29,1.8704454126997548e-14,3.8776823598368596e-23,3.858965709991337e-25,3.6383498459394294e-43,3.5910362926532407e-31,3.018027974588906e-22,3.9050697630221155e-26,6.541690855972716e-36,7.059405771281875e-51,1.4407243967150978e-51,2.849673991887628e-31,1.0771480414923189e-34,2.281700919373319e-27,1.6769742207274526e-38,3.76,0.0,0.6067722475641897,0.9998158982616945,1.5774632462188016e-24,3.7727517846293913e-35,1.3198624885960222e-05,1.3016180359083698e-05,1.8244427397521415e-07,1.4426954781328064e-13,0.00018410173826195972,1.0605623264566313e-17,1.2920776258653343e-19,1.5947470087222434e-27,5.674372599175332e-26,3.9945138783696776e-14,2.4916078965447232e-15,1.835238410393214e-14,9.807604789930047e-15,6.141304746138969e-16,2.896495894620329e-19,1.9098606137518255e-20,9.359733920857486e-21,4.7289980056987324e-29,1.0465693955935654e-28,7.238729713303774e-24,7.062133316969218e-23
5.002577308438813e-09,0.5885596244956426,2.961429223177575e-14,6.9754211504805465e-16,2.8057343299724516e-17,1.1248824641756924e-21,0.0,0.0,1.1344967648773283e-16,2.2277760422134587e-27,8.159039283241095e-19,2.0373537855345917e-23,2.166037375313356e-21,1.1636338598644523e-36,1.9066080147583565e-24,1.9799951915660324e-22,1.3402867380324728e-24,4.1848776486134415e-14,3.943906934809528e-27,1.9787838491651598e-29,1.956912053993825e-14,4.1466163833415555e-23,4.189698709211857e-25,4.3819883291031405e-43,4.061358535313126e-31,3.284929125789972e-22,4.2316334587747775e-26,7.511089776694675e-36,8.921664123630294e-51,1.7604220000962996e-51,3.1483195652703735e-31,1.2194809421010371e-34,2.5332862818895943e-27,1.9494841481544098e-38,3.76,0.0,0.6067719473941661,0.9998158981849895,1.748193098246097e-24,4.3889875950809693e-35,1.3498794910327346e-05,1.331523657335341e-05,1.835580751574551e-07,1.4850840356689784e-13,0.00018410181496513308,1.109819002407856e-17,1.3412599310104304e-19,1.7534965288150405e-27,6.21112932986321e-26,4.1848278998710673e-14,2.5534610600072237e-15,1.8962086705446477e-14,1.0142730028936277e-14,6.50697132686829e-16,3.143920297502276e-19,2.0458352238551324e-20,1.0139562492585888e-20,5.214918485752914e-29,1.1282868945709403e-28,7.733741523364083e-24,7.423873679540247e-23
5.113819837340257e-09,0.58855965741431,3.0594630148261754e-14,7.37628094001528e-16,2.969800962398656e-17,1.2081738509329454e-21,0.0,0.0,1.187919277027242e-16,2.4379359893816237e-27,8.773816198009436e-19,2.2267102787447442e-23,2.317956174960331e-21,1.227888845225109e-36,1.967294313050167e-24,2.0995919076929635e-22,1.485520640380653e-24,4.37965755658143e-14,4.272092894934198e-27,2.1129132481225752e-29,2.0453429510382433e-14,4.427614582219419e-23,4.539773524619445e-25,5.255027168978735e-43,4.5806861273090865e-31,3.5690333573147164e-22,4.576724119640498e-26,8.595429460922738e-36,1.121483372799642e-50,2.1417260025000875e-51,3.470247795729515e-31,1.3765972975166112e-34,2.805802900802733e-27,2.2585294143335484e-38,3.76,0.0,0.6067716472242911,0.9998158981274927,1.9328543392408717e-24,5.088343733917249e-35,1.3798964786212444e-05,1.361434686109972e-05,1.8461765430479012e-07,1.5273370376009989e-13,0.0001841018724596074,1.1602004003953928e-17,1.3909718034692381e-19,1.9233277226172566e-27,6.783287390184563e-26,4.379604308220479e-14,2.6153276075354813e-15,1.9574440055989558e-14,1.047990996441751e-14,6.884606229861451e-16,3.405886251742408e-19,2.1881031123387075e-20,1.0963334269622107e-20,5.737059905165272e-29,1.2140472186821834e-28,8.248456467395123e-24,7.794825532801372e-23
5.225062366241701e-09,0.5885596903329611,3.158040742017535e-14,7.789814832746336e-16,3.1392108835708794e-17,1.2955826762049579e-21,0.0,0.0,1.2426268768851082e-16,2.6627670883835373e-27,9.419838591214399e-19,2.4284367327606686e-23,2.4768233938207064e-21,1.293929453084763e-36,2.0281696905812217e-24,2.2233113207470863e-22,1.6426529787103712e-24,4.5789008579062844e-14,4.619049610992516e-27,2.2529271134980923e-29,2.1357384504326174e-14,4.720933108669629e-23,4.9097938891300555e-25,6.276184525926242e-43,5.152857471795959e-31,3.871069347388412e-22,4.9408952038932875e-26,9.805010109944066e-36,1.4025165873218557e-50,2.5948024256604587e-51,3.81666213043427e-31,1.549623675221416e-34,3.1004397374500204e-27,2.6080077289004777e-38,3.76,0.0,0.6067713470545647,0.9998158980850721,2.1322222915386838e-24,5.87975278188604e-35,1.4099134513615609e-05,1.3913508582962908e-05,1.8562565077884491e-07,1.5694390134086014e-13,0.00018410191487826165,1.211706868885858e-17,1.4411978985233552e-19,2.1046810030096355e-27,7.392159896537945e-26,4.5788439489130405e-14,2.677206884436117e-15,2.0189252578757843e-14,1.0819048835904778e-14,7.274259058420246e-16,3.6828629543699085e-19,2.3368011502478532e-20,1.183233796267904e-20,6.297098271989515e-29,1.3039299416818753e-28,8.783075104067315e-24,8.174992037114992e-23
5.336304895143145e-09,0.5885597232515961,3.2571355021060254e-14,8.216072112077449e-16,3.3139927554095516e-17,1.3872135215138083e-21,0.0,0.0,1.2986213870004394e-16,2.902948030573279e-27,1.0097945501108762e-18,2.643002165442734e-23,2.642793684356701e-21,1.3617479307262702e-36,2.0892153539938192e-24,2.3511864296560296e-22,1.8123512416766383e-24,4.7826083604893974e-14,4.985364061607328e-27,2.398947772602501e-29,2.2280988818250255e-14,5.026827532462484e-23,5.300364389401604e-25,7.466353434370752e-43,5.781914477961967e-31,4.1917817097180126e-22,5.324700685392239e-26,1.1150758281988814e-35,1.745361431747783e-50,3.1312309166314637e-51,4.188796464939521e-31,1.739741311885046e-34,3.4184220350873745e-27,3.002129077825672e-38,3.76,0.0,0.6067710468849866,0.9998158980542295,2.3470954219904975e-24,6.772869577639341e-35,1.4399304092536927e-05,1.4212719228387957e-05,1.8658457513641793e-07,1.6113755010078977e-13,0.00018410194571866814,1.2643387424783092e-17,1.491923310169697e-19,2.2979998474860377e-27,8.03906749329233e-26,4.782547626202699e-14,2.739098268009921e-15,2.0806342169315804e-14,1.1160055552739668e-14,7.675975741989686e-16,3.9753214732129325e-19,2.4920656130356928e-20,1.2747862065769532e-20,6.896736742610535e-29,1.3980131247080157e-28,9.337791560218635e-24,8.564376082125715e-23
5.4475474240445885e-09,0.5885597561702147,3.3567216988415747e-14,8.655098445411785e-16,3.494173824690281e-17,1.4831710560690666e-21,0.0,0.0,1.3559045401174335e-16,3.1591734326412655e-27,1.0808977754267926e-18,2.8708800332378104e-23,2.816021604219357e-21,1.4313359061482732e-36,2.1504134480626023e-24,2.4832493266940993e-22,1.995303163979391e-24,4.9907808339302974e-14,5.371625266365116e-27,2.5510972858126137e-29,2.322424558815532e-14,5.345552839794647e-23,5.712090258934083e-25,8.848792710170219e-43,6.472108423349122e-31,4.531931002745205e-22,5.72869491631789e-26,1.2644247317655906e-35,2.1617844620221135e-50,3.764163046771521e-51,4.587915028195896e-31,1.948187232787083e-34,3.7610114237578224e-27,3.4454329261749695e-38,3.76,0.0,0.6067707467155572,0.9998158980314543,2.578295407224871e-24,7.778111483121537e-35,1.4699473522976483e-05,1.451197640875931e-05,1.874968159947546e-07,1.6531329897950466e-13,0.00018410196849166706,1.3180963428062097e-17,1.5431335589900936e-19,2.5037305639424905e-27,8.725337760220492e-26,4.990716106040953e-14,2.8010011655306716e-15,2.1425535690477662e-14,1.1502843445192966e-14,8.089798734667255e-16,4.2837345932537767e-19,2.654032179053227e-20,1.371119452524875e-20,7.537704798648563e-29,1.496373345118472e-28,9.912793901543624e-24,8.962980368596685e-23
5.558789952946032e-09,0.5885597890888171,3.456774980159785e-14,9.106936058686863e-16,3.6797799904180847e-17,1.5835600268126412e-21,0.0,0.0,1.4144779834512472e-16,3.432153847565936e-27,1.1553777833040493e-18,3.11254809755326e-23,2.9966616150831086e-21,1.5026844269068486e-36,2.2117470109985022e-24,2.619531250560787e-22,2.1922167829186306e-24,5.203419010903874e-14,5.778424123306497e-27,2.709497446146169e-29,2.4187157797204242e-14,5.677363432472107e-23,6.145577209304376e-25,1.0449326810994188e-42,7.227905488297584e-31,4.89229373557121e-22,6.153432514994988e-26,1.429771651957065e-35,2.665449707244037e-50,4.508495429437244e-51,5.015312267352142e-31,2.1762552618242052e-34,4.129506003735685e-27,3.942805306797758e-38,3.76,0.0,0.6067704465462761,0.9998158980142455,2.826667186386343e-24,8.906698423812334e-35,1.4999642804934367e-05,1.4811277851593812e-05,1.8836464583857796e-07,1.6946988725401976e-13,0.0001841019856980869,1.3729799789371674e-17,1.5948145799461403e-19,2.7223220984583226e-27,9.452304744142955e-26,5.2033501174541036e-14,2.862915013698986e-15,2.2046668545050573e-14,1.1847330053946666e-14,8.515767183103378e-16,4.608576686869312e-19,2.822835929304779e-20,1.472362247028988e-20,8.221757500932023e-29,1.5990857288918269e-28,1.0508264453959482e-23,9.37080739442103e-23
5.670032481847476e-09,0.5885598220074033,3.557272180613049e-14,9.571623897860005e-16,3.87083586616644e-17,1.6884852496576803e-21,0.0,0.0,1.4743432826454439e-16,3.722615773948622e-27,1.2333189752935209e-18,3.368488302364464e-23,3.1848680815180066e-21,1.5757839958955564e-36,2.2731999330859614e-24,2.760062636439644e-22,2.4038204875016492e-24,5.420523587930433e-14,6.2063532587913376e-27,2.874269778926527e-29,2.5169728282794395e-14,6.02251312728833e-23,6.601431279860013e-25,1.229656740788209e-42,8.053992386786925e-31,5.273662366270588e-22,6.599468267804177e-26,1.6124090584717158e-35,3.272183953207673e-50,5.381068333099333e-51,5.472312724459952e-31,2.4252970096520055e-34,4.52524041616459e-27,4.499496984092513e-38,3.76,0.0,0.6067701463771437,0.9998158980015126,3.093079006521077e-24,1.0170695483998569e-34,1.529981193841067e-05,1.5110621395166957e-05,1.8919022639389307e-07,1.7360614009323224e-13,0.00018410199842889923,1.4289899475368588e-17,1.6469527099332897e-19,2.954225864355299e-27,1.022130853546559e-25,5.4204503533133356e-14,2.924839277541453e-15,2.2669584280452956e-14,1.2193436935281125e-14,8.95391708186785e-16,4.9503235939311225e-19,2.9986113486767404e-20,1.5786431978096476e-20,8.95067475954233e-29,1.7062239873188604e-28,1.1124380108577243e-23,9.787859419124092e-23
5.78127501074892e-09,0.5885598549259731,3.658191262694274e-14,1.0049197793531865e-15,4.067364843629955e-17,1.798051600764616e-21,0.0,0.0,1.535501925805307e-16,4.031301665213294e-27,1.314805893733708e-18,3.6391866501311344e-23,3.380795269697518e-21,1.650624607834172e-36,2.334756914524458e-24,2.9048731663915467e-22,2.6308630672114126e-24,5.6420952271430036e-14,6.656006874525376e-27,3.045535541445732e-29,2.617195974376597e-14,6.381255155401378e-23,7.08025868542736e-25,1.4422148406042967e-42,8.955282142648158e-31,5.676845295108357e-22,7.067357032208727e-26,1.813699952134379e-35,4.000268120277537e-50,6.400880917004918e-51,5.960270910360115e-31,2.696722879185515e-34,4.9495859124413815e-27,5.121142362367423e-38,3.76,0.0,0.6067698462081598,0.9998158979925112,3.378422467205302e-24,1.158305726083185e-34,1.5599980923405485e-05,1.541000498303566e-05,1.8997561410516352e-07,1.7772096402721424e-13,0.00018410200742768797,1.4861265333601767e-17,1.6995346763080677e-19,3.1998955677305846e-27,1.1033694817454397e-25,5.642017472102059e-14,2.9867734481835925e-15,2.3294134185727315e-14,1.2541089462514744e-14,9.404281431804573e-16,5.309452499614007e-19,3.1814923279162535e-20,1.690090784186178e-20,9.726260596167575e-29,1.8178604539582295e-28,1.1761312632502117e-23,1.0214138507580899e-22
5.892517539650364e-09,0.5885598878445265,3.7595112593521346e-14,1.0539690622257543e-15,4.2693891549001936e-17,1.9123640080604597e-21,0.0,0.0,1.5979553274489728e-16,4.358969938585525e-27,1.3999232094794922e-18,3.925133080784092e-23,3.584597346142707e-21,1.7271957850382523e-36,2.39640342412622e-24,3.053991818587087e-22,2.874113759526081e-24,5.868134558826704e-14,7.127980597727588e-27,3.223415722636053e-29,2.719385474746388e-14,6.753842161725729e-23,7.582665667506622e-25,1.686096380585286e-42,9.936919751502743e-31,6.102666858403214e-22,7.557653642464828e-26,2.03507981488609e-35,4.870744470553242e-50,7.589314649689392e-51,6.480571183451317e-31,2.9920030449713824e-34,5.403950421704442e-27,5.813778251836277e-38,3.76,0.0,0.6067695460393242,0.9998158979860237,3.683612563946587e-24,1.3157671896157847e-34,1.59001497599189e-05,1.570942665867236e-05,1.9072276550126142e-07,1.8181334250841982e-13,0.0001841020139129912,1.5443900100462994e-17,1.752547586708415e-19,3.459787033320425e-27,1.1890814420546553e-25,5.868052100455302e-14,3.0487170410059756e-15,2.3920176896736786e-14,1.2890216631475796e-14,9.866890395170164e-16,5.686441814688993e-19,3.3716121657367875e-20,1.8068333345106992e-20,1.0550342430391883e-28,1.9340661198600248e-28,1.2419228971613461e-23,1.0649646613518115e-22
6.11500259745325e-09,0.5885599536815846,3.963275190092288e-14,1.1559550629430545e-15,4.6900072236991125e-17,2.15564692193433e-21,0.0,0.0,1.7267517162852966e-16,5.0743671603595646e-27,1.5813882972546214e-18,4.544749039053348e-23,4.0164423262837e-21,1.8854857418911516e-36,2.5199105374882836e-24,3.3652661431300343e-22,3.412418891941298e-24,6.333618667802008e-14,8.141277248071325e-27,3.599501953783055e-29,2.929664503061462e-14,7.541558755456438e-23,8.66064275706347e-25,2.2835715849038857e-42,1.2163011041099858e-30,7.025602866489026e-22,8.607689178214005e-26,2.544221961349038e-35,7.139013961635193e-50,1.0571010451025543e-50,7.62388394448645e-31,3.660311161532661e-34,6.408551884899931e-27,7.43829559989433e-38,3.76,0.0,0.6067689457020987,0.9998158979788991,4.357309826949996e-24,1.6854149610969391e-34,1.6500486987501897e-05,1.6308376919611483e-05,1.9210971299103268e-07,1.899270591608806e-13,0.00018410202103259497,1.664298676875147e-17,1.8598165081839334e-19,4.024068294821857e-27,1.3744680573302124e-25,6.333526239447313e-14,3.172630673789318e-15,2.5176210019208492e-14,1.3592628007801065e-14,1.0828949401878588e-15,6.495920840837493e-19,3.7740986709551874e-20,2.0567157801591827e-20,1.2351416883676283e-28,2.1804625269718593e-28,1.379865834918554e-23,1.1548356923106414e-22
6.3062949761329815e-09,0.5885600102881542,4.1395769794747206e-14,1.2477995619757098e-15,5.069415346709174e-17,2.3809757598344766e-21,0.0,0.0,1.841643340657126e-16,5.757522817915558e-27,1.749811277247005e-18,5.130884022239809e-23,4.4143579641162925e-21,2.027012486861885e-36,2.6262663620877927e-24,3.6469347953997114e-22,3.9346245159251646e-24,6.748134784473115e-14,9.089449775889683e-27,3.9451336248265294e-29,3.1167529194719824e-14,8.265451606119781e-23,9.66852797636352e-25,2.9368611553256695e-42,1.4386329500887491e-30,7.899504908703457e-22,9.587325611369545e-26,3.060996328477024e-35,9.803943035111372e-50,1.3925793839704308e-50,8.723762029049101e-31,4.3260297638578605e-34,7.38208991281153e-27,9.126397917882059e-38,3.76,0.0,0.6067684295333666,0.9998158979752684,5.008972046059478e-24,2.0699402959153238e-34,1.7016655721526316e-05,1.682345896902817e-05,1.931963809295381e-07,1.9682331477504176e-13,0.00018410202465900477,1.7710022638470318e-17,1.9533113764829228e-19,4.558991590214697e-27,1.549433608945227e-25,6.748033165047388e-14,3.279197522919603e-15,2.6259733121154978e-14,1.4200679241865488e-14,1.1695517389195991e-15,7.25349614112169e-19,4.144534733728368e-20,2.2896876922947836e-20,1.4072479406071061e-28,2.407562488550488e-28,1.5053268257078923e-23,1.2350598067801252e-22
6.497587354812713e-09,0.5885600668946754,4.316810400158788e-14,1.3434994232240048e-15,5.465341565511291e-17,2.62180460231791e-21,0.0,0.0,1.9603806642624686e-16,6.508039547562452e-27,1.9301552931786763e-18,5.76909518189427e-23,4.8377071925595126e-21,2.1734940143986934e-36,2.7327119372486737e-24,3.9417226387153474e-22,4.5163225536475716e-24,7.175869569554529e-14,1.0111981614990288e-26,4.3120018902747964e-29,3.309658983461438e-14,9.033786457732825e-23,1.0754589273265965e-24,3.747091092663088e-42,1.6928922324907844e-30,8.852496906636019e-22,1.0640957859485494e-25,3.660310127494589e-35,1.3330101765125934e-49,1.8198357695052875e-50,9.939790520562927e-31,5.085301011485391e-34,8.465529723717684e-27,1.1126732664805903e-37,3.76,0.0,0.6067679133650734,0.9998158979724734,5.7330387941322606e-24,2.5260220289257706e-34,1.753282401649019e-05,1.7338629954906462e-05,1.941936731652146e-07,2.0364177213821488e-13,0.00018410202744955173,1.8810414913560508e-17,2.0479150327872189e-19,5.1424028215650845e-27,1.7395296314114406e-25,7.175758167242972e-14,3.3857863710798326e-15,2.7345963434633158e-14,1.4812231169241052e-14,1.259861132709719e-15,8.070601767070255e-19,4.538212917505032e-20,2.540100116576954e-20,1.5963333667716122e-28,2.649113691192388e-28,1.6372087283958932e-23,1.3180151936146293e-22
