Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133)
0.00029367109342153116,0.6370856695486352,1.3961075187171346e-08,6.781099027664584e-09,2.0490417000622242e-08,3.969345360069755e-07,0.0,0.0,1.4367375358006078e-06,1.9210095326137796e-08,5.562640625529052e-05,1.5267191220728329e-07,4.507130007696795e-10,4.530071046102547e-25,1.5464913197263824e-17,1.9483738400701407e-11,1.7096059431243321e-06,9.948597006546535e-05,2.671937445528722e-12,3.1848819701649006e-15,4.9065240466300896e-05,3.0980617043241343e-12,3.339703377881394e-13,2.501564276450924e-11,1.622304039555709e-11,2.6530682329244776e-06,1.9429489427718567e-13,4.796602885952482e-11,1.0489341436062792e-09,3.960202677852804e-13,3.155914514770661e-13,2.572176916100973e-16,2.8383400391636556e-11,6.522903938130269e-13,3.76,0.0,0.1643897295151256,0.9997066394703651,2.5561719771753613e-06,1.4250900204670116e-07,0.4424983558591433,0.4422375227157813,5.655118327626686e-08,4.0749299109846707e-13,0.0001840818846133788,2.9527783632282608e-08,1.0355879421442402e-13,7.49316156576161e-14,2.193075794682866e-12,5.480786543973374e-05,8.455239898416872e-11,2.586550034025839e-09,2.2569415338534828e-08,1.53072143614709e-07,4.703228509576229e-07,6.2149579264101394e-09,5.975280619527262e-09,7.282265185275846e-16,7.315682781108923e-17,9.072767665799385e-13,2.73603903575416e-13
0.0002951450122065325,0.6372035635079466,1.4165954308639453e-08,6.873683002445391e-09,2.0779572045168426e-08,4.042986967954403e-07,0.0,0.0,1.4576973738634958e-06,1.9566134694214242e-08,5.631221684086237e-05,1.5551139058922109e-07,4.547729300365976e-10,4.699692938623078e-25,1.581203663820146e-17,1.9797950335249134e-11,1.740712585016331e-06,0.0001002971974187125,2.732717203627152e-12,3.2620791236248018e-15,4.947919005428218e-05,3.1246993525329735e-12,3.3944606799351943e-13,2.5886576694933918e-11,1.6536209104602324e-11,2.7021687332737336e-06,1.9841750176272284e-13,4.98732485770257e-11,1.0907458860502987e-09,4.1050573942879606e-13,3.2254349683716124e-13,2.649300165156818e-16,2.8850436652605155e-11,6.673256174315283e-13,3.76,0.0,0.16331579839430913,0.9997056520558606,2.6054368073775064e-06,1.4604441188829384e-07,0.4435733493107301,0.44331005244367844,5.619034559982912e-08,4.070810742313219e-13,0.00018408170272678648,2.9813024868087346e-08,1.0505653699097965e-13,7.615931541970725e-14,2.229005220390121e-12,5.513618950558481e-05,8.474169403009983e-11,2.6290224563015823e-09,2.292394741062461e-08,1.5555365550490047e-07,4.780510952015197e-07,6.320318490526762e-09,6.076611596078138e-09,7.398339596708336e-16,7.432287024201886e-17,9.217369330213226e-13,2.764832447687061e-13
0.0002966189309915339,0.6373206886768287,1.4373436570864806e-08,6.967481485758597e-09,2.1072568205148892e-08,4.1177329019655586e-07,0.0,0.0,1.478903200057504e-06,1.9927233305923437e-08,5.700296162421809e-05,1.5839608575342077e-07,4.5885290059777325e-10,4.875406785384066e-25,1.6166558467718543e-17,2.0116650648020677e-11,1.7722963368281661e-06,0.0001011103317597884,2.7947377162765837e-12,3.3409012549805054e-15,4.989420067329011e-05,3.1514090995088527e-12,3.4500292004781136e-13,2.678567618824006e-11,1.685482248401094e-11,2.752045875860148e-06,2.0261516699429278e-13,5.184988533755584e-11,1.1340826289876434e-09,4.254789017616531e-13,3.2962790689287724e-13,2.728469544817067e-16,2.9324217384651696e-11,6.82656486020956e-13,3.76,0.0,0.1622488833514735,0.9997046600296438,2.655508397034958e-06,1.4965279108002834e-07,0.4446413321031043,0.44437556034893017,5.583186675971003e-08,4.0667184415617433e-13,0.00018408151999125668,3.010000383876333e-08,1.0657470562101888e-13,7.740467135784387e-14,2.2654514729600044e-12,5.5464679076866173e-05,8.49296782637336e-11,2.672111971875111e-09,2.328357483664908e-08,1.5807081563048877e-07,4.858913909296718e-07,6.4271481576792325e-09,6.179356196581342e-09,7.5160571502447735e-16,7.55054178585912e-17,9.364017645344107e-13,2.793845560051025e-13
0.00029809284977653524,0.6374370500833255,1.4583554540915272e-08,7.06250895941517e-09,2.1369454636204488e-08,4.1935971267390045e-07,0.0,0.0,1.5003578133128531e-06,2.029345043853056e-08,5.769866137014296e-05,1.6132663752417666e-07,4.6295307953997716e-10,5.057435413900377e-25,1.6528633948465118e-17,2.0439899791089684e-11,1.8043636313269987e-06,0.00010192536283196107,2.858022660869538e-12,3.42137817327193e-15,5.0310265613018326e-05,3.1781904940470878e-12,3.5064210138321275e-13,2.7713796391432527e-11,1.7178973592236695e-11,2.8027105765566376e-06,2.0688908555359673e-13,5.3898266176177964e-11,1.1789955648168371e-09,4.4095499756269815e-13,3.3684698276684527e-13,2.8097311097135376e-16,2.980483184014292e-11,6.982880479519324e-13,3.76,0.0,0.1611889385493961,0.9997036633646033,2.7063983495344226e-06,1.5333539058190748e-07,0.4457023500795923,0.445434092246929,5.547573131163931e-08,4.0626528322082657e-13,0.00018408133640221286,3.0388735497705224e-08,1.081135583132396e-13,7.86679059227582e-14,2.3024210561374754e-12,5.5793347810156414e-05,8.511636194945277e-11,2.715826779861048e-09,2.3648365542177814e-08,1.6062409533382135e-07,4.938452254585989e-07,6.535465114807911e-09,6.2835319281594895e-09,7.635439738295271e-16,7.670469244502487e-17,9.51274029367897e-13,2.823080592928075e-13
0.0002995667685615366,0.6375526527231768,1.4796340186430888e-08,7.158781628019493e-09,2.1670280863510052e-08,4.2705937783994606e-07,0.0,0.0,1.5220640497616388e-06,2.0664846153903306e-08,5.839933724302465e-05,1.6430369410725487e-07,4.670736386966462e-10,5.245979621870771e-25,1.689843140367293e-17,2.0767755792345154e-11,1.8369209813128522e-06,0.00010274228050083641,2.922595808307769e-12,3.5035403797797868e-15,5.072737820288925e-05,3.2050430873451537e-12,3.5636470728516267e-13,2.8671817189036446e-11,1.7508757261521787e-11,2.854173893496439e-06,2.1124049406617795e-13,5.602079091044791e-11,1.225537487452314e-09,4.569497159550003e-13,3.442030686677108e-13,2.893138492490861e-16,3.0292370644727935e-11,7.142254302359526e-13,3.76,0.0,0.16013591845005265,0.9997026620330146,2.758118421984312e-06,1.5709347965432086e-07,0.44675644878465515,0.44648569365319807,5.512192394981428e-08,4.0586137391331226e-13,0.00018408115195379715,3.067923505754632e-08,1.0967338906982766e-13,7.994927399237059e-14,2.3399214496375063e-12,5.612220967245606e-05,8.530175310172307e-11,2.760175206442611e-09,2.401838834599708e-08,1.632139716938978e-07,5.019141051341974e-07,6.64528802961841e-09,6.3891567619846705e-09,7.756508896766415e-16,7.79209066710408e-17,9.663563224039506e-13,2.8525398227737715e-13
0.00030104068734653795,0.6376675015587705,1.501182600166401e-08,7.256315582996933e-09,2.1975097044511966e-08,4.3487371666027103e-07,0.0,0.0,1.5440247832065926e-06,2.1041481308787963e-08,5.910501081237764e-05,1.6732791224026905e-07,4.712147539530091e-10,5.441289701396796e-25,1.727611344970679e-17,2.1100280657354753e-11,1.869974980280235e-06,0.00010356107475409158,2.988481299523123e-12,3.5874188147170266e-15,5.1145531811880184e-05,3.2319664330434138e-12,3.621719994467912e-13,2.9660643771404387e-11,1.7844269960902804e-11,2.9064470297434917e-06,2.1567064678333974e-13,5.821993392007089e-11,1.273762831533042e-09,4.734792063947475e-13,3.516985497741537e-13,2.9787380016266287e-16,3.078692549142877e-11,7.30473839568756e-13,3.76,0.0,0.1590897778129842,0.9997016560065329,2.8106805267109443e-06,1.6092834606060516e-07,0.4478036734655276,0.4475304097850188,5.4770429420667784e-08,4.054600988041362e-13,0.000184080966641538,3.0971517994521754e-08,1.1125444855001825e-13,8.124899581453896e-14,2.3779590853785277e-12,5.6451278941665006e-05,8.548586245328371e-11,2.8051656670862754e-09,2.439371294742934e-08,1.658409280101101e-07,5.100995555450522e-07,6.756635784054623e-09,6.496248876155796e-09,7.879286728835255e-16,7.91542863403048e-17,9.81651488603374e-13,2.882225532585173e-13
0.0003025146061315393,0.6377816015204208,1.523004591179847e-08,7.355125812210052e-09,2.228395421481742e-08,4.4280417762241795e-07,0.0,0.0,1.5662429254152353e-06,2.1423417565693055e-08,5.9815704058620435e-05,1.7039995732864417e-07,4.753766046142495e-10,5.6435950993150585e-25,1.7661850249321738e-17,2.143753687152238e-11,1.903532303171701e-06,0.00010438173570121746,3.0557041464637087e-12,3.673044781262069e-15,5.156471984834237e-05,3.2589600871755943e-12,3.6806518204948567e-13,3.068120723533261e-11,1.8185609998354637e-11,2.9595413355320107e-06,2.2018079590074558e-13,6.049824604165645e-11,1.323727714067149e-09,4.905600902769572e-13,3.593358518798665e-13,3.0665832688676694e-16,3.128858913581412e-11,7.470385633793418e-13,3.76,0.0,0.1580504716936074,0.9997006452561888,2.864096732901352e-06,1.6484129627944202e-07,0.44884406907391194,0.44856828556311423,5.442123260630741e-08,4.050614406013017e-13,0.00018408078045973044,3.1265600051943146e-08,1.128570364772816e-13,8.256732204346338e-14,2.4165413111379515e-12,5.6780570207151036e-05,8.566869858135531e-11,2.8508066808053403e-09,2.4774409912358344e-08,1.6850545402830857e-07,5.184031217560305e-07,6.869527253058852e-09,6.604826438550791e-09,8.003796206299871e-16,8.040506070605106e-17,9.971623583234135e-13,2.9121400618913954e-13
0.00030398852491654067,0.6378949575068883,1.545103293098649e-08,7.455229145925772e-09,2.2596903822702044e-08,4.508522271010566e-07,0.0,0.0,1.5887214268911965e-06,2.181071741018243e-08,6.053143938221456e-05,1.735205034895212e-07,4.795593749115163e-10,5.8531608649813655e-25,1.8055813811462547e-17,2.177958568884647e-11,1.937599707891225e-06,0.00010520425357310601,3.1242894560733732e-12,3.76045032566135e-15,5.1984935759718385e-05,3.286023608185604e-12,3.7404550159668333e-13,3.1734465570113954e-11,1.8532877427545922e-11,3.0134683089547085e-06,2.247722387154569e-13,6.285835761611367e-11,1.3754900012954089e-09,5.082094729918607e-13,3.671174468618672e-13,3.1567233912004773e-16,3.179745572929681e-11,7.639249715345611e-13,3.76,0.0,0.1570179554405639,0.9996996297523795,2.9183792695703797e-06,1.6883365584365247e-07,0.4498776802686345,0.4495993656142928,5.407431845497156e-08,4.0466538210659944e-13,0.00018408059340358925,3.1561497241191987e-08,1.1448140406298546e-13,8.390448201822252e-14,2.4556748258488534e-12,5.7110098370839056e-05,8.585027191853513e-11,2.8971068958459006e-09,2.5160550727369752e-08,1.7120804539854717e-07,5.268263686554157e-07,6.983981932759905e-09,6.714908220460132e-09,8.130059434962188e-16,8.16734544426463e-17,1.0128917363192366e-12,2.9422857661901767e-13
0.00030531505182304186,0.6379963458181979,1.5652315181846282e-08,7.546441669419176e-09,2.2882100530164706e-08,4.5819723630689914e-07,0.0,0.0,1.6091771554580759e-06,2.2163925452475165e-08,6.117993100589811e-05,1.7637102774701768e-07,4.833419099812826e-10,6.048169798440702e-25,1.8417566193355513e-17,2.2091579495409683e-11,1.968702144854927e-06,0.0001059460993519892,3.1872021668700748e-12,3.840663688162503e-15,5.236400352870336e-05,3.3104401502483095e-12,3.795032889489849e-13,3.271116605875388e-11,1.88505702817159e-11,3.062724140228036e-06,2.2897512604141197e-13,6.505463593557126e-11,1.4236621060444226e-09,5.245945234965952e-13,3.742463303077167e-13,3.2398594730841636e-16,3.226167292943404e-11,7.794022843634936e-13,3.76,0.0,0.15609445947939593,0.9996987117097585,2.9679845023030804e-06,1.7249578549317577e-07,0.4508021663458048,0.45052156396213366,5.3764035071730415e-08,4.0431113811002184e-13,0.00018408042430029088,3.1829370101858497e-08,1.1596221774336977e-13,8.512424877659557e-14,2.4913727952010633e-12,5.740688883491392e-05,8.601261462900333e-11,2.939347931980116e-09,2.551279177181699e-08,1.7367333834555363e-07,5.345109273455468e-07,7.088343832274614e-09,6.815283470573806e-09,8.245214969263139e-16,8.283026344642618e-17,1.0272373377283061e-12,2.9696165526493707e-13
0.00030664157872954304,0.6380971389768455,1.5855892053669723e-08,7.638726431647472e-09,2.3170692941432215e-08,4.656397891188305e-07,0.0,0.0,1.6298484027482446e-06,2.252157602072875e-08,6.183254213354784e-05,1.7926189510910938e-07,4.871416820955359e-10,6.249448382477596e-25,1.8786260674217926e-17,2.2407554293785896e-11,2.0002283345130318e-06,0.00010668943447403753,3.251258365839533e-12,3.922368741183531e-15,5.2743893878257525e-05,3.3349126102238238e-12,3.8503359021083296e-13,3.3715885058969865e-11,1.9173222502897652e-11,3.1126724635187548e-06,2.3324587543228975e-13,6.732140150343685e-11,1.4733831601835385e-09,5.414674996157614e-13,3.8149599045362836e-13,3.3249400218317983e-16,3.2731871916658246e-11,7.951486115403772e-13,3.76,0.0,0.15517639523786186,0.9996977897698537,3.0183106420778777e-06,1.7622431954609132e-07,0.4517212251322866,0.4514383258039399,5.345557774251413e-08,4.0395897368481437e-13,0.00018408025447978955,3.209873846767172e-08,1.174611371155644e-13,8.635966295472162e-14,2.527528796199308e-12,5.770389481594529e-05,8.617394782981785e-11,2.9821364511655603e-09,2.5869554369854286e-08,1.7617024157502025e-07,5.422948803030084e-07,7.194002068831527e-09,6.9169061476755495e-09,8.36182724056037e-16,8.400170640804612e-17,1.0417644129977348e-12,2.997138322387542e-13
0.0003079681056360442,0.6381973404880964,1.6061788614857935e-08,7.732096258743864e-09,2.3462719938447082e-08,4.731809924865921e-07,0.0,0.0,1.6507374017664502e-06,2.288371642242753e-08,6.248928999165872e-05,1.8219361563163147e-07,4.909588343314322e-10,6.4571828817697e-25,1.916203416177071e-17,2.2727555500657783e-11,2.0321833790796217e-06,0.00010743425206886695,3.316477303995241e-12,4.00558995657568e-15,5.3124602112061526e-05,3.3594406711748693e-12,3.90637301169027e-13,3.4749379464950364e-11,1.9500910966609943e-11,3.163321977074077e-06,2.3758547282835914e-13,6.966074531478713e-11,1.5246991648132164e-09,5.58841933698705e-13,3.8886832260892734e-13,3.412007463589553e-16,3.3208123899444225e-11,8.111680435424464e-13,3.76,0.0,0.15426373076764519,0.9996968639097471,3.0693669430240433e-06,1.8002026479694895e-07,0.4526348885825851,0.4523496830686746,5.3148935722600205e-08,4.036088765390086e-13,0.0001840800839375648,3.2369614581991614e-08,1.1897837894879077e-13,8.761091772778297e-14,2.5641484928973043e-12,5.800112782991404e-05,8.633427751476237e-11,3.0254789953013923e-09,2.6230892556295195e-08,1.7869912977943156e-07,5.501794104409627e-07,7.300971354878445e-09,7.019790415835165e-09,8.479912931060348e-16,8.518794941620112e-17,1.0564750023254643e-12,3.0248528832669645e-13
0.0003092946325425454,0.6382969538358495,1.6270030484058963e-08,7.826563775714213e-09,2.3758220843704036e-08,4.808219656638404e-07,0.0,0.0,1.6718464121237018e-06,2.3250394535533897e-08,6.31501920982471e-05,1.851667054049594e-07,4.947935126838374e-10,6.671589967917866e-25,1.954502460472048e-17,2.305163208038665e-11,2.0645724374812803e-06,0.00010818054534513534,3.3828785111404565e-12,4.090352088777843e-15,5.350612355896467e-05,3.384024017724371e-12,3.9631540270512223e-13,3.581242560655848e-11,1.9833713807061233e-11,3.214681481620462e-06,2.4199491576919996e-13,7.207481613284544e-11,1.5776573918754094e-09,5.767317110703774e-13,3.963652517416607e-13,3.5011017272678775e-16,3.3690500848642195e-11,8.274647280061989e-13,3.76,0.0,0.15335643430838344,0.9996959341060893,3.121162768950173e-06,1.838846411400448e-07,0.45354318846349356,0.45325566749687873,5.284409831111601e-08,4.0326083444401214e-13,0.00018407991266964832,3.264201087271564e-08,1.2051415318984463e-13,8.887819203972197e-14,2.60123711598659e-12,5.829859960002632e-05,8.649361080584876e-11,3.069382164702328e-09,2.6596860990928084e-08,1.8126038209928074e-07,5.581657142996491e-07,7.409266493571663e-09,7.123950525714245e-09,8.599489609525335e-16,8.638917080039168e-17,1.0713713438418492e-12,3.0527620557395294e-13
0.0003106211594490466,0.6383959824839253,1.648064416509514e-08,7.922140745494909e-09,2.4057235632940884e-08,4.885638403232911e-07,0.0,0.0,1.6931777202344928e-06,2.3621658815776775e-08,6.381526626661364e-05,1.8818168664704093e-07,4.986458655885464e-10,6.892876164161878e-25,1.9935372556253158e-17,2.337983252844373e-11,2.0974007258480375e-06,0.00010892830759041901,3.4504821994156657e-12,4.1766801756769805e-15,5.388845357287424e-05,3.4086623360472708e-12,4.0206885505201717e-13,3.690581967970478e-11,2.017171047726383e-11,3.2667598818682704e-06,2.464752013505691e-13,7.45658218630078e-11,1.6323064143450462e-09,5.95151079054986e-13,4.039887329154164e-13,3.5922661201770547e-16,3.41790754779023e-11,8.440428704460558e-13,3.76,0.0,0.15245447428665976,0.9996950003350978,3.1737075944338926e-06,1.878184817114136e-07,0.4544461563551042,0.4541563106416756,5.254105488554909e-08,4.029148352502862e-13,0.00018407974067149841,3.2915939954664384e-08,1.2206868609786545e-13,9.016167935576965e-14,2.6388003344779322e-12,5.859632205725019e-05,8.665195386086713e-11,3.113852636834292e-09,2.6967514947317983e-08,1.8385438225050386e-07,5.662550022125184e-07,7.51890235486408e-09,7.229400791293151e-09,8.720575152019158e-16,8.76055491118148e-17,1.0864556341691774e-12,3.0808676944766475e-13
0.0003119476863555478,0.6384944298761263,1.669365572011118e-08,8.018840262869941e-09,2.4359804558039948e-08,4.964077607638528e-07,0.0,0.0,1.7147336397485828e-06,2.3997558306674544e-08,6.448453061047922e-05,1.9123908771034174e-07,5.025160448217312e-10,7.121263319185085e-25,2.0333220845321728e-17,2.3712204939804065e-11,2.13067351842857e-06,0.0001096775321710415,3.5193086413563296e-12,4.264599760112098e-15,5.4271587532606526e-05,3.4333553138675294e-12,4.0789862424408503e-13,3.8030378366234916e-11,2.051498174688337e-11,3.3195661866099047e-06,2.5102735499833814e-13,7.713603146299746e-11,1.6886961481632696e-09,6.14114655669804e-13,4.1174075458235875e-13,3.685542980043879e-16,3.4673921494358105e-11,8.609067352642686e-13,3.76,0.0,0.1515578193146324,0.9996940625725506,3.227011006592242e-06,1.9182283308477112e-07,0.455343823652182,0.455051643870137,5.2239794875140105e-08,4.0257086687574123e-13,0.00018407956793884891,3.319141462964944e-08,1.2364218960533278e-13,9.146156712463395e-14,2.676843631175891e-12,5.8894307341195925e-05,8.68093134551531e-11,3.158897180377032e-09,2.7342910348302108e-08,1.8648151811971793e-07,5.744484985074276e-07,7.629894151312835e-09,7.3361558581877864e-09,8.843186980085316e-16,8.88372603361773e-17,1.1017300688664942e-12,3.109171672286913e-13
0.00031327421326204897,0.6385922994354231,1.6909091736807834e-08,8.116675435139158e-09,2.466596832418735e-08,5.043548840372184e-07,0.0,0.0,1.7365165118138418e-06,2.4378142646486085e-08,6.515800354754259e-05,1.9433944318979454e-07,5.06404205094486e-10,7.35697042552585e-25,2.0738718655721728e-17,2.4048799054620492e-11,2.1643961480389004e-06,0.00011042821253196911,3.589378348332591e-12,4.354136703489258e-15,5.465552084178436e-05,3.458102640452878e-12,4.13805698303527e-13,3.9186939264733125e-11,2.0863609750364325e-11,3.37310951058866e-06,2.5565241415447866e-13,7.978777630308933e-11,1.7468778820915073e-09,6.336374389137222e-13,4.196233366314142e-13,3.780977496429849e-16,3.51751134096625e-11,8.780606464729192e-13,3.76,0.0,0.150666438189102,0.9996931207937831,3.281082706105375e-06,1.958987554081899e-07,0.45623622156510024,0.4559416983642127,5.194030778358125e-08,4.022289173139584e-13,0.00018407939446695384,3.3468447889460125e-08,1.2523489603048526e-13,9.277805411094028e-14,2.715372831471786e-12,5.91925678006864e-05,8.696569557712112e-11,3.204522629385998e-09,2.7723103759865908e-08,1.8914218213365064e-07,5.827474416339224e-07,7.742257196714018e-09,7.444230468087105e-09,8.967343208439044e-16,9.008448563676338e-17,1.1171968870520863e-12,3.1376758948537883e-13
0.00031460074016855015,0.6386895945649748,1.712697959844677e-08,8.215658528819999e-09,2.4975768290806872e-08,5.124063800766817e-07,0.0,0.0,1.7585287053190612e-06,2.4763462075767775e-08,6.583570380333681e-05,1.9748329402298456e-07,5.103105038514864e-10,7.600232339796738e-25,2.1152014591174756e-17,2.4389665526036822e-11,2.1985740065817587e-06,0.00011118034219670092,3.6607125172176274e-12,4.445317175471519e-15,5.504024892872699e-05,3.4829040066121093e-12,4.1979109156328595e-13,4.037636135499586e-11,2.1217677989333622e-11,3.427399076184573e-06,2.6035141990873686e-13,8.252345164892442e-11,1.8069043102835455e-09,6.537348160900262e-13,4.2763853091892575e-13,3.878614226513847e-16,3.568272652087846e-11,8.955089884516376e-13,3.76,0.0,0.149780299890518,0.9996921749736848,3.3359325083608893e-06,2.0004732255160005e-07,0.45712338112083845,0.45682650512171896,5.1642583167465035e-08,4.0188897462609693e-13,0.00018407922025128368,3.3747052918599794e-08,1.2684703276242658e-13,9.411133417732165e-14,2.754393608647626e-12,5.949111599440158e-05,8.712110672619487e-11,3.2507358971101025e-09,2.810815238895263e-08,1.9183677146719935e-07,5.911530843316554e-07,7.856006926520506e-09,7.55363947978889e-09,9.093062337096479e-16,9.134741119552629e-17,1.1328583998547643e-12,3.1663822878829847e-13
0.00031592726707505134,0.6387863186482935,1.7347346360988966e-08,8.315803073455637e-09,2.5289246135923107e-08,5.205634318905756e-07,0.0,0.0,1.7807726173076301e-06,2.515356744681248e-08,6.651765041600301e-05,2.0067118749762484e-07,5.14235101853408e-10,7.851281203428244e-25,2.1573262262973496e-17,2.4734853591464386e-11,2.2332125458961686e-06,0.0001119339147671378,3.733332447116732e-12,4.538167850804448e-15,5.5425767246316114e-05,3.5077591046893268e-12,4.258557949630737e-13,4.159952560066059e-11,2.1577271370181567e-11,3.482444213478989e-06,2.6512543949722667e-13,8.534551852779759e-11,1.8688295732412497e-09,6.744225730727328e-13,4.3578842417144185e-13,3.97849966645934e-16,3.6196837134340114e-11,9.132562069100256e-13,3.76,0.0,0.14889937358175706,0.9996912250866935,3.391570345111157e-06,2.0426962229099462e-07,0.458005333164205,0.45770609495755626,5.134661065149306e-08,4.015510269454243e-13,0.00018407904528700675,3.402724309427761e-08,1.284788268425953e-13,9.54616093540703e-14,2.7939118818209116e-12,5.9789964691786116e-05,8.727555294914153e-11,3.297543989848861e-09,2.849811411307467e-08,1.9456568763978701e-07,5.996666938249914e-07,7.971159082707895e-09,7.664398048201366e-09,9.220362385671963e-16,9.262621725941329e-17,1.1487168289970356e-12,3.1952928069421676e-13
0.0003172537939815525,0.6388824750484094,1.7570219555426875e-08,8.417122719031134e-09,2.560644395020735e-08,5.288272357318964e-07,0.0,0.0,1.8032506733226976e-06,2.5548510232607614e-08,6.720386274081312e-05,2.039036773676265e-07,5.181781630207453e-10,8.1103698331794e-25,2.2002618220076786e-17,2.508441568026411e-11,2.2683172783823606e-06,0.00011268892392346625,3.807259633403844e-12,4.632715745593475e-15,5.5812071271869266e-05,3.5326676285588545e-12,4.3200085984024817e-13,4.285733552557957e-11,2.1942476227285773e-11,3.538254362303615e-06,2.6997555459977633e-13,8.825650553387403e-11,1.932709297443639e-09,6.957169052517485e-13,4.4407513646698287e-13,4.080679979313802e-16,3.671752241294846e-11,9.313068098202916e-13,3.76,0.0,0.14802362860697968,0.9996902711067922,3.44800626584557e-06,2.0856675648402377e-07,0.4588821083589859,0.458580498504849,5.105237991392057e-08,4.012150624730223e-13,0.00018407886956946261,3.4309031989703094e-08,1.30130512340391e-13,9.682907694955791e-14,2.8339334239502894e-12,6.00891268738789e-05,8.74290407234455e-11,3.344953981761132e-09,2.8893047481902426e-08,1.973293368768796e-07,6.082895519885911e-07,8.08772952856164e-09,7.776521444096943e-09,9.34926221503713e-16,9.392109446850993e-17,1.1647745635802178e-12,3.2244094289051015e-13
0.0003185803208880537,0.6389780671090436,1.7795627519097428e-08,8.519630123060155e-09,2.5927404543783983e-08,5.37199001246666e-07,0.0,0.0,1.8259653276888505e-06,2.5948342535529896e-08,6.789436045456464e-05,2.071813239763151e-07,5.221398540874693e-10,8.37775150878595e-25,2.2440240917947134e-17,2.5438403518714284e-11,2.303893777567493e-06,0.00011344536342406085,3.882516354622725e-12,4.7289882051737465e-15,5.6199156507019145e-05,3.557629273620464e-12,4.3822732924176796e-13,4.415071776660696e-11,2.231338035139801e-11,3.594839074260259e-06,2.749028506241196e-13,9.125901060568677e-11,1.9986006343446688e-09,7.176344271468992e-13,4.5250082167859243e-13,4.185203052992521e-16,3.7244860310022556e-11,9.496653682994023e-13,3.76,0.0,0.1471530344905521,0.9996893130075035,3.505250439076771e-06,2.129398412397723e-07,0.45975373718902635,0.45944974621601686,5.075988069888826e-08,4.0088106948054913e-13,0.00018407869309373427,3.459243337735018e-08,1.3180232533146156e-13,9.821394114428248e-14,2.8744642147026744e-12,6.0388615734119526e-05,8.75815761625264e-11,3.3929730303590694e-09,2.9293011707145257e-08,2.001281303489869e-07,6.170229555511074e-07,8.205734280001301e-09,7.890025085415847e-09,9.479780907323728e-16,9.523223378009528e-17,1.1810339520521446e-12,3.2537341605255055e-13
0.0003199068477945549,0.6390730981541984,1.8023598454063675e-08,8.623338880671429e-09,2.625217114589319e-08,5.456799516111615e-07,0.0,0.0,1.8489190638195268e-06,2.6353117094001747e-08,6.858916355890288e-05,2.1050469424336574e-07,5.261203451565249e-10,8.653686361257216e-25,2.2886293665070843e-17,2.5796868801408194e-11,2.339947678734017e-06,0.00011420322710541362,3.959125158294595e-12,4.827013058202668e-15,5.658701847762418e-05,3.5826437367965858e-12,4.445362485554542e-13,4.548062251551118e-11,2.2690073015158076e-11,3.6522080124921666e-06,2.7990843673313347e-13,9.43557024046375e-11,2.0665622906521744e-09,7.401921813409927e-13,4.610676698536037e-13,4.292117594329215e-16,3.777892980084523e-11,9.683365172968292e-13,3.76,0.0,0.1462875609362422,0.9996883507618874,3.563313153545442e-06,2.173900070485337e-07,0.4606202499590354,0.4603138683635779,5.046910281030261e-08,4.005490363089571e-13,0.00018407851585484805,3.4877461228508016e-08,1.3349450072834795e-13,9.961640815238808e-14,2.915510292090503e-12,6.068844467907711e-05,8.773316538955779e-11,3.4416083866661967e-09,2.9698066689389085e-08,2.0296248378909118e-07,6.258682162366033e-07,8.325189621173725e-09,8.004924648741902e-09,9.611937235383966e-16,9.655982382156874e-17,1.1974973361243235e-12,3.2832690345778803e-13
