Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41)
0.000547972329700544,0.5831228257524058,1.9424231195305402e-10,1.8049458703019512e-10,6.466460415428653e-10,7.89653445623494e-09,0.0,0.0,1.2665630631628868e-07,8.58856904548626e-10,9.008477419512236e-06,4.139403342546546e-09,2.802388100785405e-11,5.4535384124817115e-30,1.3074318178057166e-20,1.9042510323225467e-13,6.30882559668886e-08,2.620324956733984e-05,4.200753487929444e-15,3.3918034464063574e-17,3.4461331376174927e-06,4.3541109018615034e-14,5.024450835644267e-15,1.211045583574492e-13,4.0212651116243484e-13,8.049538281762305e-08,2.989082137679642e-16,1.2902060289789705e-13,5.1149558513265815e-12,1.0459360754263203e-15,3.997842722060353e-15,2.142480707374146e-18,5.739958821318401e-13,5.0107098302620736e-15,3.76,0.0,0.6268578982271625,0.9998876127319515,6.577584120566745e-08,2.269707267941769e-09,0.20132629383581285,0.20128392540493112,2.586581979066259e-08,3.307700518792825e-14,8.577485449392075e-05,2.283591791576823e-09,8.660107787795197e-16,1.9199269412156877e-15,4.483730077890773e-14,1.7594581582972073e-05,1.580846251571486e-11,1.7148520988063728e-11,2.1427622056848254e-11,2.569863708392501e-09,4.10665957135505e-09,1.3674028627100048e-10,1.1774125774388859e-10,2.1906003405990002e-17,1.3261552250537894e-18,9.505673446574419e-15,4.294583469481189e-15,3.07298599817209e-09,6.188914124719873e-11,1.9222962618614309e-10
0.000551957908742591,0.5832506105355489,1.9741358465149567e-10,1.8206841961562338e-10,6.529386820612352e-10,8.078012378928213e-09,0.0,0.0,1.2906735125515245e-07,8.842485978214737e-10,9.182555314900916e-06,4.2187467072734925e-09,2.8412929488278408e-11,5.6540338584331275e-30,1.3337318492315741e-20,1.9324922571762673e-13,6.429570753417559e-08,2.6564464952334326e-05,4.297735697608964e-15,3.4706699002075317e-17,3.4946930083836816e-06,4.4163152091491216e-14,5.055940994034316e-15,1.2517825015062475e-13,4.099050082533952e-13,8.208642409030553e-08,3.0727898423871035e-16,1.3474823691499254e-13,5.3431533724225996e-12,1.0861986579058538e-15,4.10757865884785e-15,2.2233206296416057e-18,5.831646232952135e-13,5.162445674972771e-15,3.76,0.0,0.6255894165737989,0.999887243444735,6.715801456527273e-08,2.3431195468930376e-09,0.2025949963255139,0.2025519908728545,2.581391978115031e-08,3.3072718088803487e-14,8.577482278725691e-05,2.3160810622319995e-09,8.777425933641538e-16,1.9510763237754883e-15,4.5550255933964444e-14,1.778979896461452e-05,1.5904562905720308e-11,1.7427924089393026e-11,2.170255602115646e-11,2.610324991632795e-09,4.168229176236128e-09,1.3993460167676042e-10,1.2047981289987338e-10,2.22260403596892e-17,1.3455294425002446e-18,9.644532567243168e-15,4.356035295604075e-15,3.112146617618109e-09,6.28033243653719e-11,1.9345097690731514e-10
0.000555943487784638,0.5833781369928135,2.0062287671726478e-10,1.8365840644814269e-10,6.592954588932015e-10,8.262453717346769e-09,0.0,0.0,1.3150780937065334e-07,9.101915878016229e-10,9.358567671791524e-06,4.299249022034358e-09,2.880442270987041e-11,5.86124160369802e-30,1.3604395078394748e-20,1.9610855483637889e-13,6.551999748251729e-08,2.6927866443587953e-05,4.396562984001028e-15,3.5510446457553565e-17,3.543567259770972e-06,4.4789386686042764e-14,5.0878881198970034e-15,1.293691997223263e-13,4.1779622793487285e-13,8.3701037710267e-08,3.1583805725927187e-16,1.406941338755283e-13,5.580094858750801e-12,1.1277949855895183e-15,4.219776098286907e-15,2.3066958207038676e-18,5.924518405314561e-13,5.318007995311356e-15,3.76,0.0,0.624323501938544,0.9998868718582643,6.856210149856628e-08,2.4183992842424066e-09,0.20386113402023734,0.20381748672805516,2.5762125275453585e-08,3.3068440007130414e-14,8.577479088342034e-05,2.3487961805213835e-09,8.896028671866563e-16,1.9826342025737775e-15,4.6272369562266874e-14,1.798538567450776e-05,1.600042644628807e-11,1.7711058580880854e-11,2.1980535554776883e-11,2.651306903120747e-09,4.230562608924866e-09,1.431842209823993e-10,1.2326566881123113e-10,2.2549995619298288e-17,1.3651408638826669e-18,9.785091771332603e-15,4.41792104766492e-15,3.151729501575154e-09,6.372864174131556e-11,1.9467002904463562e-10
0.000559929066826685,0.5835054056453589,2.0387045924304544e-10,1.8526468854173925e-10,6.657169861944091e-10,8.449889667558923e-09,0.0,0.0,1.339778572361025e-07,9.366935067634093e-10,9.536518544844574e-06,4.380924462614696e-09,2.919835727491376e-11,6.0740931756633795e-30,1.387560460299276e-20,1.990034994271685e-13,6.67613199598579e-08,2.729344870577409e-05,4.49726569567954e-15,3.6329522880785584e-17,3.59275537071277e-06,4.541980779728368e-14,5.120297514065637e-15,1.3368039150792078e-13,4.2580161364950937e-13,8.533950901758066e-08,3.2458864871138004e-16,1.4686544117153493e-13,5.826068500721062e-12,1.1707638219230346e-15,4.334477946669202e-15,2.392670682438456e-18,6.018589266802082e-13,5.477479164114426e-15,3.76,0.0,0.6230601491256827,0.9998864979767417,6.998838288161627e-08,2.4955827272541174e-09,0.20512471211899053,0.20508041817103465,2.5710436057793505e-08,3.306417092242657e-14,8.577475878277127e-05,2.3817373131083486e-09,9.015930465872352e-16,2.014605316879011e-15,4.700374852633808e-14,1.8181333613024177e-05,1.609605381323606e-11,1.799796921925636e-11,2.2261599847713227e-11,2.692815561555841e-09,4.293669126034765e-09,1.4648976229812166e-10,1.2609935465345535e-10,2.2877914129820676e-17,1.384992209126939e-18,9.927370517306823e-15,4.480241108915105e-15,3.191740139372735e-09,6.466522666054358e-11,1.9588678880863366e-10
0.0005639146458687321,0.583632417017181,2.0715660323348902e-10,1.868874063498224e-10,6.722038834145063e-10,8.640351638821369e-09,0.0,0.0,1.364776719456434e-07,9.637620338346604e-10,9.716411915027078e-06,4.463787369215143e-09,2.95947298344224e-11,6.294437742990771e-30,1.415100428684207e-20,2.0193446893066986e-13,6.801987131804269e-08,2.766120642094497e-05,4.599874546986668e-15,3.716417680927019e-17,3.642256820644224e-06,4.605441041527579e-14,5.153174488188206e-15,1.3811488150369173e-13,4.339226279105086e-13,8.700212663740393e-08,3.335340085602149e-16,1.532695146355533e-13,6.081370954408604e-12,1.2151448990332208e-15,4.451727585695088e-15,2.4813108112510474e-18,6.113872877716556e-13,5.640943181130717e-15,3.76,0.0,0.6217993529501978,0.9998861218043403,7.143714292277889e-08,2.5747066747774457e-09,0.2063857358100068,0.20634079039156616,2.565885191284502e-08,3.3059910814260406e-14,8.577472648566754e-05,2.4149046349158746e-09,9.137145786643946e-16,2.046994448992404e-15,4.774450070646987e-14,1.8377634785151256e-05,1.6191445680153732e-11,1.828870118136178e-11,2.2545788443959842e-11,2.7348571408362133e-09,4.357558066692363e-09,1.498518463014805e-10,1.2898140179409711e-10,2.3209840758764044e-17,1.405086194458032e-18,1.0071388275541668e-14,4.542995877517836e-15,3.2321840697318583e-09,6.561321356859909e-11,1.9710126245289438e-10
0.0005679002249107791,0.5837591716296185,2.1048158073894514e-10,1.8852670422854145e-10,6.787567731119023e-10,8.833871253944031e-09,0.0,0.0,1.3900743112190818e-07,9.91404894781314e-10,9.898251691069991e-06,4.547852246916299e-09,2.999353709006405e-11,6.522021267855135e-30,1.443065206822783e-20,2.0490188007115776e-13,6.929585011654374e-08,2.8031134288403947e-05,4.704420662987031e-15,3.801466092448613e-17,3.692071089501564e-06,4.669318952452978e-14,5.186524449764166e-15,1.426757985440746e-13,4.421607527131024e-13,8.868918248943735e-08,3.4267742328526335e-16,1.5991392302257723e-13,6.3463075266458265e-12,1.2609789667193545e-15,4.571568898672894e-15,2.572683084945936e-18,6.210383431865281e-13,5.808485695715981e-15,3.76,0.0,0.6205411082376946,0.9998857433452061,7.290866917707744e-08,2.6558084816787746e-09,0.2076442102708236,0.20759860856877133,2.5607372625734663e-08,3.305565966225186e-14,8.577469399246462e-05,2.4482983291356328e-09,9.259689364534341e-16,2.0798064196908592e-15,4.849473488416573e-14,1.8574281298964298e-05,1.6286602718331708e-11,1.8583300039545758e-11,2.283314124319452e-11,2.777437869390134e-09,4.422238853440125e-09,1.532710965974611e-10,1.3191234413034619e-10,2.3545821139324275e-17,1.4254255829071074e-18,1.0217164869225532e-14,4.6061857666516665e-15,3.2730668810000096e-09,6.657273807962085e-11,1.9831345627509664e-10
0.0005758713829948733,0.5840119126563101,2.1724913008156066e-10,1.9185562066659573e-10,6.920630329376623e-10,9.230210910542169e-09,0.0,0.0,1.4415749591001592e-07,1.0484447386579166e-09,1.0267785767075449e-05,4.719646713073665e-09,3.079844275535632e-11,6.997769241446815e-30,1.5002928863023e-20,2.109477121462323e-13,7.190089463237561e-08,2.8777479357335397e-05,4.919451573559753e-15,3.9764148745990383e-17,3.7926360060823454e-06,4.798325712024164e-14,5.254665205686191e-15,1.5218977948617417e-13,4.589943578599031e-13,9.213779209714121e-08,3.61571766096043e-16,1.7395504923172566e-13,6.906346120837456e-12,1.3571744846124852e-15,4.8192047739582025e-15,2.7638986279542545e-18,6.407142743342387e-13,6.156156704954757e-15,3.76,0.0,0.6180322525532931,0.9998849795831891,7.592118631589785e-08,2.8240977291282164e-09,0.21015353216243293,0.21010660346031193,2.5504727767641282e-08,3.304718414543921e-14,8.577462841917154e-05,2.515765606439746e-09,9.508820841835414e-16,2.146718356956616e-15,5.0024088935307865e-14,1.896857925657335e-05,1.6476214981803106e-11,1.918428273702812e-11,2.341750083838875e-11,2.8642419480084124e-09,4.5540140505867375e-09,1.6028360814015382e-10,1.3792306522275346e-10,2.4230127867173398e-17,1.4668517507415404e-18,1.0514074688243802e-14,4.733872630898025e-15,3.3561717339888916e-09,6.8526947837766e-11,2.0073102985809156e-10
0.0005838425410789674,0.5842636328798504,2.241753057441192e-10,1.952526049204984e-10,7.056408158640745e-10,9.639165851250075e-09,0.0,0.0,1.4942948337948292e-07,1.1078757587898826e-09,1.0645150666458758e-05,4.896427180164378e-09,3.1613048922871434e-11,7.506515683987471e-30,1.559291578630184e-20,2.1714439502884794e-13,7.4578085651409e-08,2.9532441843098897e-05,5.1426167688669864e-15,4.158007770547564e-17,3.8944459698154095e-06,4.928997033958801e-14,5.324763927480932e-15,1.6224884942000716e-13,4.763146807958889e-13,9.568773870621603e-08,3.8129875617988237e-16,1.8905373796704392e-13,7.508804321532732e-12,1.4596982834405718e-15,5.077747162389323e-15,2.9668798676917218e-18,6.608983255037655e-13,6.521210776719607e-15,3.76,0.0,0.6155335408843602,0.9998842067233008,7.90283012737095e-08,3.000760442835079e-09,0.21265271900566904,0.21260444407100892,2.540249977334802e-08,3.3038744209971495e-14,8.577456206568793e-05,2.5841407744041727e-09,9.76344499498484e-16,2.215380513565981e-15,5.1592700022392584e-14,1.9364166333277365e-05,1.6664895927402894e-11,1.9801290123578664e-11,2.4015005094045463e-11,2.9532787160650183e-09,4.6890717628094695e-09,1.6753235379257142e-10,1.4413584780047508e-10,2.4931206990300702e-17,1.509293271104084e-18,1.08182615601009e-14,4.8633053065378826e-15,3.441100391752156e-09,7.052896406722966e-11,2.0313956084750833e-10
0.0005918136991630616,0.5845143364292731,2.3126232302969864e-10,1.9871885032500478e-10,7.194952368674449e-10,1.0060996909357427e-08,0.0,0.0,1.5482483482775762e-07,1.1697614480315692e-09,1.1030375151137875e-05,5.078315780278275e-09,3.243733112345852e-11,8.039412077298312e-30,1.6201111274107018e-20,2.234954029709881e-13,7.73290926404163e-08,3.029597995910806e-05,5.374182091233102e-15,4.34646018703852e-17,3.997496838448984e-06,5.0613288839218724e-14,5.396865754771986e-15,1.728808278125384e-13,4.941343115276618e-13,9.934147939193817e-08,4.018861297801874e-16,2.0527877105015157e-13,8.156459261646326e-12,1.5689166744115021e-15,5.3475665639655376e-15,3.182212958526304e-18,6.816023225384221e-13,6.904395651082245e-15,3.76,0.0,0.6130449322170579,0.9998834247976818,8.223243816634362e-08,3.1861162186825894e-09,0.21514181183694414,0.2150921714514442,2.5300686940113694e-08,3.3030339694690465e-14,8.577449493476949e-05,2.6534256025541065e-09,1.0023684578924228e-15,2.285833002302621e-15,5.320147453450367e-14,1.976098302338841e-05,1.685265083988763e-11,2.043470232402187e-11,2.4625986862521047e-11,3.0446000208927004e-09,4.827490458834194e-09,1.7502244574516e-10,1.5055506946309622e-10,2.564943881692959e-17,1.5527731693583834e-18,1.1129890612658426e-14,4.994487654728618e-15,3.527899390190773e-09,7.25799147538443e-11,2.0553910133944412e-10
0.0005997848572471558,0.5847640274232091,2.3851241842619005e-10,2.022555437640522e-10,7.336314873944751e-10,1.0495968453366363e-08,0.0,0.0,1.6034500125115033e-07,1.234166041315925e-09,1.1423486940626696e-05,5.2654374068370315e-09,3.3271265684079044e-11,8.627366220132739e-30,1.682801641736556e-20,2.3000423760026334e-13,8.0155621462937e-08,3.1068052188588034e-05,5.614421092863027e-15,4.541992375955574e-17,4.101784477846691e-06,5.19531722190296e-14,5.471016236021989e-15,1.8411485810439841e-13,5.124661636288864e-13,1.0310152640749475e-07,4.2336219905745646e-16,2.2270288707401855e-13,8.85224904877442e-12,1.6852150434131918e-15,5.629041050604059e-15,3.4105044716904547e-18,7.028382954607627e-13,7.306488397836329e-15,3.76,0.0,0.6105663857038129,0.9998826338380188,8.553607722314935e-08,3.3804941913757672e-09,0.21762085152533586,0.21756982648545967,2.519928757222062e-08,3.30219704391999e-14,8.577442702913286e-05,2.7236219973409596e-09,1.0289663095152887e-15,2.3581165355064013e-15,5.485133283442054e-14,2.0158971361659e-05,1.7039484971937403e-11,2.108490548422978e-11,2.525078437426775e-11,3.138258624295739e-09,4.969350000159179e-09,1.8275904592632915e-10,1.571851506332001e-10,2.638520753531916e-17,1.5973146925676958e-18,1.1449128034497733e-14,5.127423782785647e-15,3.616616089767744e-09,7.468094754932372e-11,2.079297042595631e-10
0.0006077560153312499,0.5850127099629133,2.4592783046450715e-10,2.0586395191362555e-10,7.480547904372113e-10,1.0944348308672804e-08,0.0,0.0,1.6599144344860303e-07,1.3011544902486908e-09,1.1824512789644643e-05,5.457919661913328e-09,3.411482991635181e-11,9.200513172241435e-30,1.747417343853829e-20,2.366745347353266e-13,8.30594135391354e-08,3.184861727279753e-05,5.863614269535202e-15,4.744832789992653e-17,4.207304761741599e-06,5.330957991126699e-14,5.547262639786587e-15,1.95981426895877e-13,5.313235064952041e-13,1.069704461344626e-07,4.457560752789848e-16,2.414028720675416e-13,9.59927656348221e-12,1.8089989900935587e-15,5.922559977626009e-15,3.652392390249196e-18,7.246185008728782e-13,7.728295589110693e-15,3.76,0.0,0.6080978606561104,0.9998818338755595,8.89417538305113e-08,3.5842329548804775e-09,0.22008987877987224,0.22003744989738047,2.5098299980859673e-08,3.301363628401446e-14,8.577435835145728e-05,2.7947319989921587e-09,1.0561509193811395e-15,2.4322727551514355e-15,5.654321720577998e-14,2.0558074830020597e-05,1.7225403529080805e-11,2.1752294995617532e-11,2.5889743682191142e-11,3.2343081746494107e-09,5.114731615192178e-09,1.907473775452208e-10,1.6403056468163445e-10,2.7138908317229322e-17,1.642941794207464e-18,1.1776146734823295e-14,5.2621180537252055e-15,3.7072986620900116e-09,7.683322864087025e-11,2.103114233855832e-10
0.0006157271734153441,0.5852603881323089,2.5351086863166846e-10,2.0954518751054317e-10,7.627704869488969e-10,1.1406407834197846e-08,0.0,0.0,1.7176563249867984e-07,1.3707924749045299e-09,1.2233478500655294e-05,5.6558929309469725e-09,3.4968001702297084e-11,9.934448722680445e-30,1.8140075409977166e-20,2.435098491225081e-13,8.604224653410315e-08,3.263763421287011e-05,6.122053465545821e-15,4.9552126161391937e-17,4.314053571865342e-06,5.46824714466197e-14,5.625651349836567e-15,2.0851242906031893e-13,5.507198945776849e-13,1.1095086057260386e-07,4.690971885334799e-16,2.614597837209484e-13,1.040081862937318e-11,1.9406949591398346e-15,6.2285154209923544e-15,3.908521478050455e-18,7.469553710347336e-13,8.170654559312364e-15,3.76,0.0,0.6056393165456685,0.9998810249411065,9.245205987307495e-08,3.797680861213678e-09,0.22254893414836788,0.2224950822508326,2.4997722483720956e-08,3.3005337070128885e-14,8.577428890438347e-05,2.866757784772293e-09,1.0839347434637034e-15,2.5083432782308436e-15,5.827806870693131e-14,2.0958238352499015e-05,1.7410411709384878e-11,2.2437266872124612e-11,2.6543212666645515e-11,3.332803271471366e-09,5.263717936271579e-09,1.9899270417938062e-10,1.7109581951314618e-10,2.7910937141100783e-17,1.6896783632002495e-18,1.2111114633064543e-14,5.398575056625159e-15,3.7999961144742956e-09,7.903794489250585e-11,2.1268431339645098e-10
0.0006236983314994383,0.5855070659969465,2.6126376825568477e-10,2.133006595162557e-10,7.777839067812443e-10,1.1882422133437627e-08,0.0,0.0,1.7766905052901937e-07,1.443146443689942e-09,1.2650408896423762e-05,5.859490540666729e-09,3.5830760296146e-11,1.059242728297486e-29,1.8826336114428994e-20,2.5051401045962397e-13,8.910593656280848e-08,3.343506228198443e-05,6.390032713107165e-15,5.173374199328976e-17,4.422026798381549e-06,5.607180596848702e-14,5.7062321333179806e-15,2.2174128808188014e-13,5.706693344345631e-13,1.1504545050187335e-07,4.934161916999287e-16,2.8295934282575043e-13,1.1260341999429039e-11,2.0807516941175082e-15,6.547318696181644e-15,4.1795927068976075e-18,7.698616210695782e-13,8.634435844920665e-15,3.76,0.0,0.6031907130119443,0.9998802070649917,9.606964733692378e-08,4.021196691563539e-09,0.22499805800988948,0.22494276394121293,2.4897553406170647e-08,3.299707263986271e-14,8.577421869051213e-05,2.939701676545906e-09,1.1123314063465828e-15,2.5863717304341006e-15,6.005687656427841e-14,2.1359408349392064e-05,1.759451462716937e-11,2.3140235506605623e-11,2.721155295929515e-11,3.433799429572919e-09,5.4163930856051746e-09,2.0750036699908004e-10,1.7838549037747106e-10,2.870170241272626e-17,1.7375492398596372e-18,1.2454214416396376e-14,5.536799687713912e-15,3.894758336139771e-09,8.129630221176637e-11,2.1504842995655793e-10
0.0006316694895835324,0.5857527476076076,2.691888148590299e-10,2.1713169532330083e-10,7.931004821186322e-10,1.2372670079269259e-08,0.0,0.0,1.8370319104994672e-07,1.5182836115267879e-09,1.3075327845002833e-05,6.068848798883042e-09,3.670308551958247e-11,1.1243518071785132e-29,1.953350638291392e-20,2.576907334811713e-13,9.225233836524619e-08,3.424086102383345e-05,6.6678557311459035e-15,5.399559451296993e-17,4.531220339890153e-06,5.747754277098803e-14,5.789053484465868e-15,2.357029958258453e-13,5.911861331159324e-13,1.1925695627147154e-07,5.187440889957493e-16,3.0599207626699677e-13,1.2181509241909722e-11,2.2296411878477156e-15,6.879382789756883e-15,4.4663116726937135e-18,7.933501575908917e-13,9.120543908210817e-15,3.76,0.0,0.6007520098611572,0.999879380277078,9.979722883296791e-08,4.2551498003156195e-09,0.22743729057575673,0.2273805351966645,2.479779108025767e-08,3.2988842835959537e-14,8.577414771240356e-05,3.0135661423085467e-09,1.1413539738474876e-15,2.666401546046654e-15,6.188062458473083e-14,2.1761532713059663e-05,1.7777717396119243e-11,2.3861614524213848e-11,2.7895127361076335e-11,3.537353166292544e-09,5.572842680807614e-09,2.1627575435312906e-10,1.8590419320237967e-10,2.951161358879751e-17,1.786579173305338e-18,1.2805621940623418e-14,5.676797078935161e-15,3.991636108383383e-09,8.360952867551827e-11,2.174038297476202e-10
0.0006396406476676266,0.5859974369984454,2.772884518500701e-10,2.2103933795692414e-10,8.087257894800735e-10,1.2877434293331855e-08,0.0,0.0,1.8986955920507698e-07,1.5962719466649216e-09,1.3508258317023926e-05,6.284106997794039e-09,3.758495815444232e-11,1.1899373566519821e-29,2.026216889775137e-20,2.6504398142291344e-13,9.548334505161339e-08,3.505499024562203e-05,6.955844954288901e-15,5.634031352926179e-17,4.64163010330725e-06,5.889964102706256e-14,5.874167063737205e-15,2.5043415776382746e-13,6.122849724425196e-13,1.2358817787473899e-07,5.451124157433135e-16,3.3065349328138467e-13,1.3168186005596862e-11,2.3878594202765926e-15,7.225131267827863e-15,4.769413540756118e-18,8.174340966573727e-13,9.629917861581663e-15,3.76,0.0,0.5983231670619581,0.9998785446067641,1.0363757756849085e-07,4.499920196890317e-09,0.2298666718939307,0.22980843608241538,2.4698433844990608e-08,3.298064750200177e-14,8.577407597257825e-05,3.0883537957750737e-09,1.1710164195324777e-15,2.7484768779647367e-15,6.375031365915563e-14,2.2164560743621417e-05,1.7960025090040235e-11,2.4601825739954208e-11,2.859430594029367e-11,3.643522028096259e-09,5.733153831379043e-09,2.2532429380982253e-10,1.9365657661219127e-10,3.0341101763492806e-17,1.836794279987272e-18,1.3165525137720698e-14,5.81857263364985e-15,4.0906810943336334e-09,8.597887297056277e-11,2.1975057050865543e-10
0.0006476118057517207,0.5862411381876846,2.8556499508696617e-10,2.2502491892042454e-10,8.246654323247243e-10,1.3397001167220422e-08,0.0,0.0,1.9616967231956358e-07,1.6771801660482283e-09,1.3949222447368285e-05,6.505407429362053e-09,3.847635962815066e-11,1.2857233093823982e-29,2.1012850062850652e-20,2.7257737281009263e-13,9.880088830294176e-08,3.5877410011969325e-05,7.254322106961643e-15,5.877035846217055e-17,4.7532520038115875e-06,6.033806004382747e-14,5.961620392760607e-15,2.659730779645546e-13,6.339808557870458e-13,1.280419752439145e-07,5.725534054542994e-16,3.5704440241038045e-13,1.4224454057706785e-11,2.5559277707043515e-15,7.584990335528795e-15,5.08964288164758e-18,8.421268073102576e-13,1.0163532950355053e-14,3.76,0.0,0.5959041447416837,0.9998777000829888,1.0759352809036849e-07,4.7558987897309875e-09,0.23228624185281954,0.23222650650452764,2.4599480045767415e-08,3.2972486482004493e-14,8.577400347351704e-05,3.1640673964831707e-09,1.2013313140129592e-15,2.8326420610941953e-15,6.566694792434977e-14,2.25684430841602e-05,1.81414427795345e-11,2.5361292624307245e-11,2.930946140943053e-11,3.752364514829133e-09,5.89741516274157e-09,2.3465149095417143e-10,2.0164735814912674e-10,3.119057911133644e-17,1.888219319209749e-18,1.3534093788030983e-14,5.9621319950156385e-15,4.19194586377421e-09,8.840560599344939e-11,2.2208871110662817e-10
0.0006555829638358149,0.5864838551759592,2.9402066102720827e-10,2.2909012028902947e-10,8.409249811337337e-10,1.3931660963652057e-08,0.0,0.0,2.0260506042177178e-07,1.7610777524016176e-09,1.4398241542813598e-05,6.732895468651351e-09,3.937727294251129e-11,1.3788971611184736e-29,2.1786250229570323e-20,2.8029500570071085e-13,1.0220693938108645e-07,3.67080806481481e-05,7.563608766690823e-15,6.128837375408073e-17,4.86608196501092e-06,6.179275860045511e-14,6.051466840825638e-15,2.823598481554809e-13,6.562893030565036e-13,1.326212699320625e-07,6.011007195578885e-16,3.8527122073289913e-13,1.5354623960676413e-11,2.734394237668278e-15,7.959410793437283e-15,5.427818319084596e-18,8.674419207528754e-13,1.0722402241235229e-14,3.76,0.0,0.5934949031883315,0.9998768467342221,1.1166797811939274e-07,5.023487774648298e-09,0.23469604017931014,0.2346347862079127,2.450092803563975e-08,3.296435962152685e-14,8.577393021766099e-05,3.2407098535536465e-09,1.2323132307627736e-15,2.918944004938766e-15,6.763159360058289e-14,2.2973131723833354e-05,1.8321975428578338e-11,2.61404618340495e-11,3.004098309524173e-11,3.8639400594284484e-09,6.065716858550397e-09,2.442629288583578e-10,2.0988132223408382e-10,3.206047659084741e-17,1.9408805524843864e-18,1.3911522998358423e-14,6.107481145652832e-15,4.295483906391369e-09,9.089101800914996e-11,2.2441831160364017e-10
0.0006635541219199091,0.5867255919483767,3.0265802571772e-10,2.3323602264900307e-10,8.575102098109586e-10,1.4481707898563895e-08,0.0,0.0,2.0917726665225818e-07,1.8480349682449644e-09,1.4855336084673132e-05,6.966719678647615e-09,4.028768178766666e-11,1.4614886696101478e-29,2.258301898943729e-20,2.882012182826704e-13,1.0570350983998873e-07,3.7546962743214424e-05,7.884055945371443e-15,6.389727775390682e-17,4.980115919078461e-06,6.32636955846293e-14,6.143762963123876e-15,2.9963642009945235e-13,6.792261784715374e-13,1.3732904720537067e-07,6.307880131782373e-16,4.1544622843834944e-13,1.6563245517622115e-11,2.9238345725104224e-15,8.348847104543708e-15,5.784770167483381e-18,8.933932569738611e-13,1.1307577996880819e-14,3.76,0.0,0.5910954028524321,0.9998759845884557,1.1586388996579158e-07,5.303100950610898e-09,0.23709610643689888,0.2370333147744507,2.4402776174235344e-08,3.2956266766604964e-14,8.577385620741013e-05,3.3182842303327238e-09,1.2639775985523654e-15,3.0074293586105976e-15,6.964531040628124e-14,2.337858000446297e-05,1.8501627995134265e-11,2.6939779913350286e-11,3.0789262710502656e-11,3.978309250774226e-09,6.238150676548889e-09,2.541642006353033e-10,2.1836325929660177e-10,3.295125961900343e-17,1.9948062661920515e-18,1.4298019918075337e-14,6.254626325645322e-15,4.401349652737789e-09,9.343642211993876e-11,2.2673943331184064e-10
0.0006715252800040032,0.5869663524739225,3.114795071502393e-10,2.3746386256577054e-10,8.744270127184788e-10,1.5047440173107204e-08,0.0,0.0,2.158878477447238e-07,1.938122856114137e-09,1.532052576312777e-05,7.207031823037889e-09,4.1207570468779944e-11,1.5641871889354268e-29,2.3403738459903016e-20,2.9629977764155356e-13,1.0929265185406146e-07,3.8394017147319865e-05,8.216018911495187e-15,6.65997606229257e-17,5.09534980674253e-06,6.475083009843166e-14,6.238558415090332e-15,3.178466755002944e-13,7.028076708331682e-13,1.4216835628036695e-07,6.616496919420137e-16,4.4768783011097764e-13,1.7855118532242728e-11,3.1248536280193237e-15,8.753754575950608e-15,6.161330757761126e-18,9.19994895989688e-13,1.1920152908675891e-14,3.76,0.0,0.5887056043453316,0.9998751136732038,1.2018429132017717e-07,5.595163932331202e-09,0.23948648002744163,0.23942213162470782,2.4305022827461346e-08,3.2948207763535235e-14,8.577378144512292e-05,3.396793744649119e-09,1.2963373998276902e-15,3.098144710333241e-15,7.170915501487338e-14,2.3784742586652764e-05,1.8680405450994165e-11,2.7759693929968722e-11,3.155469397655503e-11,4.095533701882051e-09,6.4148099764219955e-09,2.643609968545546e-10,2.2709804686646463e-10,3.3863360619682476e-17,2.050022380303167e-18,1.4693760053759457e-14,6.403574015731765e-15,4.509598489054309e-09,9.604315525710033e-11,2.290521388506948e-10
