Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41)
3.8600499664288273e-10,0.5628450957931898,8.54524259374944e-18,3.1456515275090915e-20,1.7641688040001797e-21,9.782700274677173e-22,0.0,0.0,1.4393478974211323e-20,1.030824966522829e-34,1.6881115489725955e-21,9.74666770636907e-21,8.29187459833426e-27,3.1469016880742994e-43,9.833521822889861e-29,3.504620087727167e-18,1.642038074109668e-30,8.67025134463066e-18,1.1464690180881789e-33,7.776154302581343e-36,1.7818423625779244e-18,6.392884602931391e-29,1.5045351011937844e-16,1.2261310616632152e-41,1.4683598285332192e-38,3.7186854025072523e-29,2.573052315544434e-33,1.5893979707606995e-41,1.684915315590583e-63,1.8396352476339708e-54,2.082934687876834e-39,1.301779953680482e-43,8.332123774665203e-35,1.90381853551376e-49,3.76,0.0,0.8281716619907755,0.9999438570603486,2.7706957252657e-22,7.592905659199362e-44,1.624746594718562e-07,1.5831857362290926e-07,4.156085771770975e-09,5.1886078104917574e-17,5.614293965122359e-05,1.0159559330166185e-21,7.12382509168274e-24,1.4414305908198968e-32,1.0522962305223399e-32,8.669396295781349e-18,4.553818980384251e-18,5.7164263516105514e-18,2.768789965069483e-18,1.3734183289408347e-20,2.443577154114871e-25,7.955681304273423e-26,2.3889296772499817e-27,2.6858784614067863e-26,3.2786951637835957e-25,3.895899811440635e-20,2.2067699778436465e-28,3.1372561718995148e-21,1.9823907679695965e-30,1.5400937407796343e-16
3.947160751715892e-10,0.5628450961624936,8.928277797415981e-18,3.3019567610768175e-20,1.8849238075410384e-21,1.0454715579103676e-21,0.0,0.0,1.506020967996748e-20,1.1277001178674872e-34,1.804094095750768e-21,1.0578099817368678e-20,8.904271422442493e-27,3.3615552374198737e-43,1.0271863285650212e-28,3.662087005405783e-18,1.7961873847859218e-30,9.109874582133385e-18,1.252697160455868e-33,8.314305316564633e-36,1.863220237526468e-18,6.835329426954441e-29,1.5376809364436418e-16,1.3696835832444622e-41,1.642402323211451e-38,4.1105173837624386e-29,2.8115612363486697e-33,1.7840718547336124e-41,2.0613754313540523e-63,2.1502485976548538e-54,2.3086336522058843e-39,1.486953518440908e-43,9.309443967606734e-35,2.224261590467577e-49,3.76,0.0,0.8281716583241665,0.9999431547402348,2.9610265815808386e-22,8.546459393074106e-44,1.6614126842236557e-07,1.6189748122221455e-07,4.243787119507731e-09,5.4192175845098006e-17,5.684525976477793e-05,1.0641968982716765e-21,7.466853729780897e-24,1.5678719099194206e-32,1.1726355236882752e-32,9.108960783266486e-18,4.733132317477603e-18,5.971308838690666e-18,2.892339667579603e-18,1.4673608997789758e-20,2.669979054197922e-25,8.507054562510542e-26,2.6100329395503635e-27,2.911593947955142e-26,3.499064252042382e-25,4.1473365111337916e-20,2.386164732092768e-28,3.352005753850086e-21,2.2150369825124932e-30,1.5748494467974419e-16
4.034271537002957e-10,0.5628450965317973,9.319409509531379e-18,3.4638248328357286e-20,2.01102085491395e-21,1.1156577903757305e-21,0.0,0.0,1.574246347886162e-20,1.2312769172872784e-34,1.925229511877109e-21,1.1459931950088455e-20,9.547362103183501e-27,3.5856074034549365e-43,1.0719299733788369e-28,3.822902742099141e-18,1.9609816627525663e-30,9.561699736900664e-18,1.366105129484039e-33,8.876716284620676e-36,1.9464172242365793e-18,7.297721759886082e-29,1.5707917199015814e-16,1.5263221830503314e-41,1.8326046942932052e-38,4.533418658076351e-29,3.066200351560154e-33,1.9975867027287316e-41,2.510950440161573e-63,2.504760325869968e-54,2.5534014996452375e-39,1.6935363738829692e-43,1.0376215220419579e-34,2.5898283004962883e-49,3.76,0.0,0.8281716546575577,0.9999424690643722,3.1598108282885557e-22,9.596006775374292e-44,1.698078773566431e-07,1.6547664559470824e-07,4.331231677750625e-09,5.65456700649238e-17,5.753093562746238e-05,1.1136074856644767e-21,7.81820343828353e-24,1.7021328374949796e-32,1.3035816787135763e-32,9.560724577612897e-18,4.9148203774501574e-18,6.231484199350002e-18,3.0184613897830422e-18,1.5654417859063432e-20,2.911685777770839e-25,9.08335918624285e-26,2.8460669212807346e-27,3.150942162790252e-26,3.7287954188521725e-25,4.408593304280904e-20,2.575200835992312e-28,3.576226419476291e-21,2.4689788099468764e-30,1.6096051526635577e-16
4.1213823222900216e-10,0.5628450969011011,9.718619476476632e-18,3.631367880088687e-20,2.1425716321320072e-21,1.188891464041218e-21,0.0,0.0,1.6440267773590297e-20,1.3418606814335485e-34,2.0516262067460545e-21,1.2394002254221493e-20,1.022198813521862e-26,3.819247018764491e-43,1.117580253962825e-28,3.987060263628234e-18,2.136904226673979e-30,1.0025792063623108e-17,1.4870054150801997e-33,9.463920928664578e-36,2.0314334530298547e-18,7.780500572673016e-29,1.6038674890453462e-16,1.6969146801053378e-41,2.0400716713545128e-38,4.989044766071152e-29,3.337672508823459e-33,2.2313020391515438e-41,3.045792909552395e-63,2.908219990670975e-54,2.818418306442659e-39,1.923458874608137e-43,1.1538419567690525e-34,3.0056868788365734e-49,3.76,0.0,0.8281716509909488,0.9999417996380686,3.3672261576503055e-22,1.0748957376157055e-43,1.734744862746887e-07,1.6905606598850847e-07,4.41842019838176e-09,5.894639157024829e-17,5.8200361931070555e-05,1.1641895772644539e-21,8.17786787822175e-24,1.8444990172999774e-32,1.4458012198603421e-32,1.002475287857978e-17,5.098833422736696e-18,6.496935972274005e-18,3.1471474179559682e-18,1.6677458569639074e-20,3.1693637902904883e-25,9.685149001560817e-26,3.097681257212211e-27,3.404437239111937e-26,3.9680586091137774e-25,4.679798738670813e-20,2.774119965829209e-28,3.810112988958101e-21,2.745639261856271e-30,1.6443608583780256e-16
4.2084931075770864e-10,0.5628450972704048,1.012588952912324e-17,3.8046976898352265e-20,2.279687582904995e-21,1.2652351859279189e-21,0.0,0.0,1.7153649918893265e-20,1.4597637685318473e-34,2.183392364897899e-21,1.338217174404007e-20,1.0928995749727782e-26,4.062662149738125e-43,1.164134315985963e-28,4.154552546847822e-18,2.3244494445307153e-30,1.0502214913929995e-17,1.615716866367707e-33,1.0076452897394855e-35,2.1182690538445576e-18,8.284104780846468e-29,1.6369082813115704e-16,1.8823643908129865e-41,2.265956057786596e-38,5.479093715693038e-29,3.626694913230497e-33,2.4866412582379066e-41,3.679735593499917e-63,3.3661242235008566e-54,3.104910575037301e-39,2.178774240215623e-43,1.2802288811293345e-34,3.477467531308113e-49,3.76,0.0,0.8281716473243399,0.9999411460765741,3.5834498876258223e-22,1.2013119267818394e-43,1.7714109517650246e-07,1.726357416539449e-07,4.505353431071734e-09,6.139417168175252e-17,5.885392342547328e-05,1.215944956588488e-21,8.545839170195741e-24,1.9952594838359552e-32,1.5999852420770193e-32,1.0501108982978712e-17,5.285122812014737e-18,6.7676477447210294e-18,3.278390061076235e-18,1.7743577168860586e-20,3.4436931334505125e-25,1.0312978013161203e-25,3.365538833981008e-27,3.6726014210313786e-26,4.217022324091693e-25,4.961078417656273e-20,2.9831620509167294e-28,4.0538596952214396e-21,3.0465006050309173e-30,1.679116563940888e-16
4.295603892864151e-10,0.5628450976397085,1.0541201582060133e-17,3.983925700332741e-20,2.4224799093908394e-21,1.3447514311375283e-21,0.0,0.0,1.788263722154026e-20,1.5853055974233605e-34,2.3206359463804846e-21,1.4426323738480264e-20,1.1669235777585654e-26,4.316040099373203e-43,1.2115893135259848e-28,4.325372579626326e-18,2.5241227589587548e-30,1.0991029796475985e-17,1.7525646692090542e-33,1.0714845766230575e-35,2.2069241562368886e-18,8.808973244428922e-29,1.6699141340958526e-16,2.0836109359809096e-41,2.511459997085925e-38,6.005305501433503e-29,3.9339990795504345e-33,2.765093417842602e-41,4.4284649912989736e-63,3.8844452066482946e-54,3.414152274113415e-39,2.461664405605582e-43,1.417431050211447e-34,4.011290515344074e-49,3.76,0.0,0.828171643657731,0.9999405080048254,3.808658962544218e-22,1.3396713758577094e-43,1.8080770406208434e-07,1.7621567184355118e-07,4.592032123286942e-09,6.388884223323531e-17,5.949199517436944e-05,1.2688753128853221e-21,8.922107968025105e-24,2.154706588653686e-32,1.7668497986870277e-32,1.0989854344760189e-17,5.473640975200038e-18,7.043603152361928e-18,3.4121816507484224e-18,1.8853617048009065e-20,3.735367377590923e-25,1.09674004057618e-25,3.6503157461042395e-27,3.9559649819312063e-26,4.475853631845312e-25,5.2525550573251883e-20,3.202565105912092e-28,4.307660185894874e-21,3.373105749878262e-30,1.713872269352188e-16
4.382714678151216e-10,0.5628450980090123,1.096453762901789e-17,4.169163009679541e-20,2.5710595763145415e-21,1.4275025439500667e-21,0.0,0.0,1.8627256939872933e-20,1.7188127355994818e-34,2.463464688269776e-21,1.5528360272055765e-20,1.2443562506942584e-26,4.579567420336065e-43,1.2599424089404387e-28,4.499513360745136e-18,2.7364408043139425e-30,1.149229681504526e-17,1.8978802379899752e-33,1.1379633037209645e-35,2.2973988893868374e-18,9.355544767482125e-29,1.7028850847531893e-16,2.3016341972620633e-41,2.77784030761303e-38,6.569465856724685e-29,4.2603305999826e-33,3.0682198233034393e-41,5.309835799264385e-63,4.469684569125907e-54,3.7474690126164174e-39,2.7744548605357153e-43,1.5661255584127252e-34,4.613802787549533e-49,3.76,0.0,0.8281716399911221,0.9999398850555397,4.0430299562135076e-22,1.4908418125972585e-43,1.8447431293143434e-07,1.7979585581203152e-07,4.678457020323372e-09,6.643023556369413e-17,6.011494446001322e-05,1.3229822735012687e-21,9.30666403906661e-24,2.323135196455496e-32,1.9471384843856397e-32,1.1491049013117186e-17,5.664341240544603e-18,7.324785878536828e-18,3.5485145408565876e-18,2.0008418992936502e-20,4.0450934006605477e-25,1.1648970553243067e-25,3.952701082074992e-27,4.2550658154516556e-26,4.744718219147932e-25,5.554348850875353e-20,3.432562133631968e-28,4.571707532491975e-21,3.727064763102801e-30,1.748627974611968e-16
4.4698254634382806e-10,0.5628450983783161,1.1395879746033424e-17,4.360520370050377e-20,2.7255373082095397e-21,1.513550737161605e-21,0.0,0.0,1.938753628424476e-20,1.8606188460148137e-34,2.6119861038141727e-21,1.6690204665715092e-20,1.3252834574763454e-26,4.853429907060218e-43,1.3091907729443575e-28,4.6769678999626774e-18,2.961931335864215e-30,1.2006074336334452e-17,2.0520012827206404e-33,1.20713481389591e-35,2.3896933820946626e-18,9.924258098388052e-29,1.735821170597681e-16,2.5374518166049133e-41,3.066405498781537e-38,7.173401910994312e-29,4.606449289789899e-33,3.3976508515278153e-41,6.343978086421256e-63,5.1288815134554723e-54,4.1062358286689945e-39,3.1196109519766667e-43,1.7270161697694608e-34,5.292205454389375e-49,3.76,0.0,0.8281716363245132,0.9999392768706551,4.286739070044473e-22,1.6557352356281824e-43,1.881409217845524e-07,1.8337629281628082e-07,4.764628865286255e-09,6.901818452209265e-17,6.072312934479807e-05,1.3782673788833482e-21,9.699495811455908e-24,2.500843351055585e-32,2.1416205528464805e-32,1.2004751300268353e-17,5.857177961997467e-18,7.611179654702774e-18,3.687381107773377e-18,2.1208821157967026e-20,4.373591521553399e-25,1.2358243012192963e-25,4.2733970585224934e-27,4.570449694867329e-26,5.023780358691773e-25,5.86657720823075e-20,3.673384018380369e-28,4.846194224825973e-21,4.1100509103880814e-30,1.7833836797202715e-16
4.5569362487253454e-10,0.5628450987476198,1.1835210085772185e-17,4.558108198325075e-20,2.8860235945261545e-21,1.6029580934570216e-21,0.0,0.0,2.0163502416465846e-20,2.011064797293982e-34,2.7663074843406494e-21,1.7913797079928712e-20,1.409791355300696e-26,5.137812612045335e-43,1.3593315844493753e-28,4.857729217889022e-18,3.201133376398986e-30,1.2532419527812068e-17,2.2152716736562014e-33,1.2790524426588478e-35,2.483807762788197e-18,1.0515551929283942e-28,1.7687224289030675e-16,2.7921241538750836e-41,3.378522439942204e-38,7.818986548463596e-29,4.9731288970533764e-33,3.7550940140698425e-41,7.553719428281136e-63,5.869679668316838e-54,4.4918822940354646e-39,3.4997567270775856e-43,1.9008367759174887e-34,6.054292839742594e-49,3.76,0.0,0.8281716326579043,0.9999386830989779,4.539962136939295e-22,1.83531317673074e-43,1.9180753062143865e-07,1.8695698211534274e-07,4.850548399132241e-09,7.165252245748087e-17,6.131690102182432e-05,1.434732122123263e-21,1.0100591084140936e-23,2.6881312935969907e-32,2.351094118471086e-32,1.2531018319316704e-17,6.0521063053739094e-18,7.902768259506433e-18,3.828773749926789e-18,2.245565911910076e-20,4.721595224337459e-25,1.3095772533156612e-25,4.6131187528899e-27,4.902669763460738e-26,5.313202973797097e-25,6.189355207568495e-20,3.925255533020643e-28,5.131312182475062e-21,4.523808784846812e-30,1.81813938467714e-16
4.64404703401241e-10,0.5628450991169235,1.228251088315077e-17,4.762036565713544e-20,3.0526286846624208e-21,1.6957865641715496e-21,0.0,0.0,2.0955182450508458e-20,2.1704985641367862e-34,2.9265358976091212e-21,1.920109902813606e-20,1.4979665466755377e-26,5.432899831117841e-43,1.4103620307087858e-28,5.041790346103446e-18,3.454597083557923e-30,1.3071387783933572e-17,2.3880415657017308e-33,1.3537695181674978e-35,2.5797421595162602e-18,1.112986489658214e-28,1.8015888969022005e-16,3.066749661224417e-41,3.715610638154822e-38,8.508132166520933e-29,5.361157372161006e-33,4.1423276335313174e-41,8.964660248947586e-63,6.70032281852186e-54,4.905888259015132e-39,3.9176645533232495e-43,2.0883482703519502e-34,6.90848324493303e-49,3.76,0.0,0.8281716289912956,0.9999381033986602,4.80287461778326e-22,2.0305835950396218e-43,1.954741394420929e-07,1.9053792297044725e-07,4.936216360631387e-09,7.433308322789967e-17,6.18966013395287e-05,1.4923779059352037e-21,1.0509936251116433e-23,2.885302567318936e-32,2.5763828664366587e-32,1.306990541046531e-17,6.2490824695878015e-18,8.19953551962009e-18,3.972684888190712e-18,2.3749765825509478e-20,5.089851407113407e-25,1.3862114049390062e-25,4.972594351676631e-27,5.252287010246953e-26,5.613147578172175e-25,6.522795137807078e-20,4.188400175412873e-28,5.4272527443780675e-21,4.970146936738639e-30,1.852895089482617e-16
4.731157819299474e-10,0.5628450994862272,1.273776445386992e-17,4.9724152004425633e-20,3.2254625892698263e-21,1.7920979696761667e-21,0.0,0.0,2.176260345240852e-20,2.339275258007335e-34,3.0927781883656782e-21,2.055409225708977e-20,1.5898960456717602e-26,5.73887510800846e-43,1.4622793072721827e-28,5.229144327120932e-18,3.722883790427669e-30,1.3623032846896412e-17,2.5706673611764878e-33,1.4313393612187933e-35,2.6774966999507224e-18,1.176763558081457e-28,1.8344206117871764e-16,3.3624662044397796e-41,4.079144205932722e-38,9.242791686070023e-29,5.7713367898214854e-33,4.5612034661362085e-41,1.060551154198115e-62,7.62969761343551e-54,5.349785417911415e-39,4.3762623954468206e-43,2.290339511037162e-34,7.863858206586598e-49,3.76,0.0,0.8281716253246868,0.9999375374366244,5.075651602536447e-22,2.242603020276091e-43,1.991407482465153e-07,1.9411911464499927e-07,5.021633486379059e-09,7.70597011975939e-17,6.246256337520087e-05,1.5512060509140072e-21,1.092751645136326e-23,3.0926637893698697e-32,2.8183368434799185e-32,1.3621466261772063e-17,6.448063633579277e-18,8.501465309480156e-18,4.119106965762756e-18,2.5091971614324392e-20,5.479120304308053e-25,1.4657822679900224e-25,5.352565078626049e-27,5.619870131055716e-26,5.923774293595279e-25,6.867006612490931e-20,4.463039470608177e-28,5.734206672040043e-21,5.450940150749552e-30,1.8876507941367438e-16
4.818268604586539e-10,0.5628450998555309,1.3200953193681973e-17,5.189353489268124e-20,3.404635080982618e-21,1.891953999616476e-21,0.0,0.0,2.258579244026962e-20,2.51775714634151e-34,3.265140978712582e-21,2.197477822810181e-20,1.6856672658694187e-26,6.055921237161399e-43,1.5150806179575434e-28,5.419784214372231e-18,4.0065660311191676e-30,1.4187406860361325e-17,2.7635116873269516e-33,1.5118152852423684e-35,2.7770715113877723e-18,1.2429302506539408e-28,1.867217610709413e-16,3.6804518638827594e-41,4.470653163869307e-38,1.0024957954325387e-28,6.204483301601827e-33,5.013648518765748e-41,1.2508382254253739e-62,8.667370013560714e-54,5.825158350147475e-39,4.878640403028222e-43,2.507627922724424e-34,8.930198156235818e-49,3.76,0.0,0.828171621658078,0.9999369848883359,5.358467810910341e-22,2.4724781882689484e-43,2.0280735703470577e-07,1.9770055640457082e-07,5.106800510803255e-09,7.98322112352967e-17,6.301511166367105e-05,1.6112177993183286e-21,1.13533156334245e-23,3.310524591463103e-32,3.077832816222886e-32,1.4185752962870854e-17,6.64900793356801e-18,8.80854155112627e-18,4.2680324480890446e-18,2.6483104219642653e-20,5.890175438942281e-25,1.5483453730749907e-25,5.753785151027872e-27,6.005995448173414e-26,6.245241860203637e-25,7.222096622855248e-20,4.749392840121053e-28,6.0523641514932954e-21,5.9681308374031086e-30,1.9224064986395618e-16
4.905379389873604e-10,0.5628451002248347,1.3672059573283571e-17,5.412960486926303e-20,3.590255698973465e-21,1.995416214149963e-21,0.0,0.0,2.3424776383771738e-20,2.706313751702548e-34,3.443730669826135e-21,2.346517411906587e-20,1.7853678928866735e-26,6.384220278418584e-43,1.5687631747062376e-28,5.613703072091589e-18,4.3062276725180944e-30,1.4764560843835032e-17,2.966943274448141e-33,1.5952505962903746e-35,2.878466720754505e-18,1.3115304141832434e-28,1.8999799307801194e-16,4.021929376631907e-41,4.891729465987738e-38,1.0856667968572547e-28,6.661426875898759e-33,5.501672334942065e-41,1.4709298767776665e-62,9.823655068646789e-54,6.33364910433716e-39,5.42806822855791e-43,2.741062606880174e-34,1.0118026040493523e-48,3.76,0.0,0.8281716179914692,0.9999364454356864,5.651497595872617e-22,2.721370979881684e-43,2.0647396580666426e-07,2.012822475168636e-07,5.191718166202601e-09,8.265044870532543e-17,6.355456431333743e-05,1.672414349470037e-21,1.1787317176081905e-23,3.5391967317886864e-32,3.3557771461139904e-32,1.476281647935356e-17,6.851874270568165e-18,9.120748213365586e-18,4.419453822473778e-18,2.7923988820415076e-20,6.323803374090098e-25,1.633956270530211e-25,6.17702154023109e-27,6.411246451742321e-26,6.577707694731078e-25,7.588169943784652e-20,5.047674032078797e-28,6.3819148036254975e-21,6.523736356486271e-30,1.9571622029911132e-16
4.992490175160669e-10,0.5628451005941385,1.415106614210278e-17,5.643344909391206e-20,3.782433745706048e-21,2.102546043142293e-21,0.0,0.0,2.427958220467507e-20,2.9053217873118506e-34,3.62865344091052e-21,2.5027315891552993e-20,1.8890859900412803e-26,6.723953547441979e-43,1.623324197677206e-28,5.810893975393044e-18,4.622463828602478e-30,1.5354544312484953e-17,3.1813370371797937e-33,1.681698593034008e-35,2.981682454604647e-18,1.382607889862665e-28,1.9327076090699578e-16,4.388163116505739e-41,5.344023366592674e-38,1.173999794353738e-28,7.143011473079575e-33,6.027363135800435e-41,1.7248367599918283e-62,1.1109625536049079e-53,6.876954568503693e-39,6.027990130289155e-43,2.9915223197170624e-34,1.1438644501418138e-48,3.76,0.0,0.8281716143248604,0.9999359187686969,5.954914941370376e-22,2.9904967350868294e-43,2.1014057456239085e-07,2.0486418725173313e-07,5.276387182721688e-09,8.551424947336256e-17,6.408123130281471e-05,1.7347968278610976e-21,1.2229503379358588e-23,3.7789948709183884e-32,3.6531035528441014e-32,1.5352706272585124e-17,7.05662246195117e-18,9.43806931231555e-18,4.573363598332766e-18,2.941544800889807e-20,6.780803874526222e-25,1.7226705296439365e-25,6.623054132981757e-27,6.836214113003571e-26,6.921327850887613e-25,7.96532882310141e-20,5.35809457093486e-28,6.723047677411533e-21,7.1198442228458e-30,1.9919179071914393e-16
5.079600960447733e-10,0.5628451009634421,1.4637955521916782e-17,5.880615145624642e-20,3.981278292611675e-21,2.21340478772392e-21,0.0,0.0,2.5150236776220438e-20,3.115165281889663e-34,3.820015251362986e-21,2.6663253300452876e-20,1.9969098392403344e-26,7.0753016341466795e-43,1.6787609150649886e-28,6.011350010129922e-18,4.955881026366566e-30,1.5957405861322473e-17,3.407073921075365e-33,1.7712125667533676e-35,3.0867188391268178e-18,1.4562065132072856e-28,1.9654006826096328e-16,4.780464694839144e-41,5.829250990214118e-38,1.2677068231540164e-28,7.650094718643025e-33,6.592896766588127e-41,2.017046054660845e-62,1.2537197727722401e-53,7.456832088373748e-39,6.682046947623078e-43,3.2599193846587503e-34,1.2904180674799164e-48,3.76,0.0,0.8281716106582516,0.9999354045828873,6.268893466739572e-22,3.2811303401316587e-43,2.138071833018855e-07,2.0844637488114134e-07,5.3608082883987564e-09,8.842344989528091e-17,6.459541711241705e-05,1.7983663311641516e-21,1.2679856224644799e-23,4.0302354786931574e-32,3.97077670412894e-32,1.5955470883885962e-17,7.263213001549805e-18,9.760488910355061e-18,4.729754306703436e-18,3.095830185076522e-20,7.261989594810159e-25,1.8145437399277146e-25,7.092675430403628e-27,7.281496309248174e-26,7.27625709240406e-25,8.353673488352451e-20,5.680859106637673e-28,7.075951262886773e-21,7.758621300546635e-30,2.0266736112405814e-16
5.166711745734798e-10,0.5628451013327459,1.5132710413459852e-17,6.1248792456534e-20,4.186898174342469e-21,2.328053618818062e-21,0.0,0.0,2.6036766923924202e-20,3.3362354614129766e-34,4.0179218388087955e-21,2.837505518557475e-20,2.1089281184666688e-26,7.438444385210318e-43,1.7350705632719021e-28,6.215064273032232e-18,5.307097048545898e-30,1.6573192519303437e-17,3.6445410503163554e-33,1.863845801335082e-35,3.1935760001367193e-18,1.5323701141155637e-28,1.9980591883892864e-16,5.200187485463228e-41,6.349187517734088e-38,1.3670036288704921e-28,8.183548220865384e-33,7.200529251428097e-41,2.3525312417496275e-62,1.4119123032086696e-53,8.075094537446434e-39,7.394063182918462e-43,3.547195985287641e-34,1.4527629081749828e-48,3.76,0.0,0.8281716069916428,0.9999349025821611,6.593606422535074e-22,3.59460242885077e-43,2.1747379202514824e-07,2.120288096792016e-07,5.444982209120596e-09,9.137788682771325e-17,6.509741783863761e-05,1.863123879018492e-21,1.3138356516496327e-23,4.293238105307344e-32,4.3097883703116e-32,1.6571157288633196e-17,7.471607318599077e-18,1.0087991117116763e-17,4.888618500708377e-18,3.255336782767253e-20,7.76818637464225e-25,1.9096315097845627e-25,7.58669084059295e-27,7.747698386780165e-26,7.642648821720798e-25,8.753301610319116e-20,6.016171144626943e-28,7.440813478800328e-21,8.442305058975873e-30,2.0614293151385805e-16
5.253822531021863e-10,0.5628451017020496,1.5635313594877728e-17,6.37624492337737e-20,4.399401990141536e-21,2.446553577552237e-21,0.0,0.0,2.6939199425481494e-20,3.56893078183684e-34,4.22247871969353e-21,3.016480829550646e-20,2.2252298662375613e-26,7.813560908942621e-43,1.79225038685977e-28,6.422029871671222e-18,5.6767409768747614e-30,1.720194987296007e-17,3.894131688025392e-33,1.959651573264702e-35,3.302254063079323e-18,1.6111425168527743e-28,2.0306831633586398e-16,5.648728024270411e-41,6.905669298576434e-38,1.472109786289095e-28,8.744257488261947e-33,7.852599541286238e-41,2.736804956463412e-62,1.5869041137821142e-53,8.73361194868667e-39,8.16805514967947e-43,3.854325190345039e-34,1.6322899519968136e-48,3.76,0.0,0.8281716033250343,0.9999344124782031,6.929226691696405e-22,3.932301777352523e-43,2.2114040073217904e-07,2.156114909221661e-07,5.5289096686352e-09,9.437739762508661e-17,6.558752179661939e-05,1.9290704223080785e-21,1.3604984034007472e-23,4.568325140637518e-32,4.6711582552607465e-32,1.719981101989235e-17,7.681767721958542e-18,1.04205600892088e-17,5.04994875542532e-18,3.420146085298352e-20,8.300233156169145e-25,2.0079894668308825e-25,8.105918602616618e-27,8.235433013836179e-26,8.02065509872192e-25,9.164308422680467e-20,6.364232265182666e-28,7.817821676027493e-21,9.17320599629234e-30,2.0961850188854786e-16
5.340933316308928e-10,0.5628451020713533,1.614574792102906e-17,6.634819558045512e-20,4.618898104556097e-21,2.568965575499954e-21,0.0,0.0,2.785756101078555e-20,3.813656948517882e-34,4.433791189661859e-21,3.203461680406247e-20,2.3459044708422626e-26,8.200829578108096e-43,1.8502976385218472e-28,6.632239924439471e-18,6.0654532179675344e-30,1.7843722114832287e-17,4.15624521368199e-33,2.0586831516201058e-35,3.4127531530301485e-18,1.6925675400416332e-28,2.063272644427063e-16,6.127526806755928e-41,7.500595192381587e-38,1.5832486305434829e-28,9.333121882248161e-33,8.551531346319466e-41,3.1759640722884526e-62,1.780152541950334e-53,9.434312554667684e-39,9.008238299558485e-43,4.182311561821222e-34,1.8304861143747232e-48,3.76,0.0,0.8281715996584256,0.9999339339902734,7.275926790232317e-22,4.29567710645987e-43,2.2480700942297783e-07,2.1919441788841853e-07,5.612591388559137e-09,9.742182013789654e-17,6.606600972626327e-05,1.996206846532241e-21,1.4079717587998582e-23,4.8558217662418063e-32,5.05593433007756e-32,1.784147621684842e-17,7.893657379276138e-18,1.0758180030052947e-17,5.21373766781151e-18,3.5903393280808794e-20,8.858981935983801e-25,2.1096732580173963e-25,8.651189742931401e-27,8.745320101227551e-26,8.41042665091803e-25,9.586786771571864e-20,6.725242014283621e-28,8.207162639540997e-21,9.953709037510038e-30,2.1309407224813151e-16
5.428044101595993e-10,0.5628451024406571,1.6663996317749338e-17,6.900710204686159e-20,4.845494652492256e-21,2.695350396080765e-21,0.0,0.0,2.879187836139576e-20,4.070827028285914e-34,4.651964325504032e-21,3.398659782603539e-20,2.471041526938271e-26,8.60042804649753e-43,1.909209578919166e-28,6.845687560425304e-18,6.473885652088264e-30,1.8498552558200053e-17,4.4312869852544984e-33,2.1609937980619237e-35,3.5250733947027e-18,1.7766889966048516e-28,2.0958276684640995e-16,6.638073296491744e-41,8.135933390499888e-38,1.7006477385441092e-28,9.951054324909055e-33,9.299841187861403e-41,3.6767712835485516e-62,1.9932171195721634e-53,1.0179187815787781e-38,9.919047293241064e-43,4.532194665838364e-34,2.0489392352292923e-48,3.76,0.0,0.8281715959918169,0.9999334668428385,7.633878871186706e-22,4.6862427677101e-43,2.284736180975447e-07,2.2277758985843084e-07,5.696028088420427e-09,1.0051099270265801e-16,6.653315716152553e-05,2.0645340082633762e-21,1.4562535684260361e-23,5.156054965178439e-32,5.465196054899224e-32,1.849619613953751e-17,8.107240101064765e-18,1.1100835188941425e-17,5.3799778562630456e-18,3.76599749600015e-20,9.445297484612437e-25,2.214738550786533e-25,9.223347806244136e-27,9.277986285790802e-26,8.812112939066926e-25,1.0020827570981344e-19,7.099393732661824e-28,8.60902260007335e-21,1.0786281800524086e-29,2.1656964259261306e-16
