Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58)
5.8754535438484775e-15,0.9161336217373167,3.872787959576659e-18,2.690010081808465e-17,2.1542420103439177e-23,1.3052564365873936e-25,0.0,0.0,2.5258631338275033e-13,3.430451372109548e-23,2.4731118777033537e-29,2.1387487887861169e-29,1.6512554982784553e-25,3.2944211663804324e-40,1.8306577480634394e-26,3.116095216213447e-21,1.5232188889944528e-14,6.606677423136237e-21,1.3853316770083577e-36,1.5136368417064562e-33,9.69630496809552e-19,9.47844282842347e-31,1.3572865435698816e-14,6.1854894247961556e-34,3.3291286538286197e-25,2.6245546132921354e-30,2.980271934141711e-17,2.0178562228221818e-24,4.286623416422413e-37,7.068913769833087e-37,7.795105026288916e-34,3.8250817374632304e-35,1.3960089714202826e-25,8.33815527502056e-38,3.76,0.0,0.7212462447401018,0.9999999511500294,4.527549214343277e-30,6.974832218756038e-23,8.161867436333778e-08,7.854452197627543e-08,3.0741523538640854e-09,1.3115239366321271e-18,4.8849718023851296e-08,2.533091933785775e-22,6.327871465224791e-23,1.2381652665229466e-25,4.700464790034808e-32,6.6053256400656345e-21,6.063357376114599e-21,5.0710539663356943e-20,3.26289717408084e-20,1.5928434751014432e-23,1.0158564696332934e-26,6.801996519545409e-16,5.19459144812551e-21,1.1948421662430593e-34,1.8788537457691905e-33,5.199461487999757e-28,4.0524986661229606e-35,1.9901220402643196e-24,8.45703822595848e-32,1.3572868565840168e-14,3.336767069400358e-33,1.1559510640533256e-25,1.5232188947325554e-14,2.459145100573914e-34,6.242745685720864e-14,3.501360963397331e-19,3.497038181808245e-26,1.9016199425664536e-13,3.828064486653124e-24,2.962211647464437e-23,7.099591409307044e-16,3.790769574148013e-29
1.0823203910359891e-14,0.9161336332250812,7.806544982045991e-18,4.955331091629671e-17,7.296806572059623e-23,4.7531990784822055e-25,0.0,0.0,4.652905445001161e-13,1.1618404524150298e-22,1.5824068994382725e-28,1.3680500061636344e-28,1.0561366480531497e-24,2.1071019963605962e-39,6.20014622143818e-26,1.0553726262125974e-20,2.8059293914058114e-14,2.2376510809890032e-20,8.862627159517714e-36,9.681204064464672e-33,3.2839937502560847e-18,6.0624117596378495e-30,2.500264088403579e-14,3.956223197904848e-33,1.127523628038012e-24,1.6836524228618306e-29,1.0093690513080276e-16,7.148579668172771e-24,2.755036520979176e-36,4.560303680755564e-36,4.9857696040615644e-33,2.4927304423770315e-34,8.928818790535295e-25,5.333427631456861e-37,3.76,0.0,0.7212461760083559,0.9999999100137353,2.895896536071667e-29,2.362267001140908e-22,1.5035018265669307e-07,1.446872893415019e-07,5.662893202753986e-09,4.4419112268989716e-18,8.998579937539982e-08,8.579228044514905e-22,2.1431666014306025e-22,4.193628375511076e-25,3.0064973330386316e-31,2.2371435639837183e-20,2.053553577748614e-20,1.7174825914505287e-19,1.105089670873567e-19,5.395138187062607e-23,3.440871174774691e-26,1.2530655438429417e-15,1.759325850670543e-20,7.642189737995921e-34,1.2017085149086262e-32,3.325551877684912e-27,4.8843928214819125e-34,6.740900774317965e-24,2.8644065886894097e-31,2.500265148533582e-14,2.1342620487486836e-32,3.9150253180055245e-25,2.80592941083987e-14,1.573002358485005e-33,1.1499769899554235e-13,1.1858552092173561e-18,1.1844032848216258e-25,3.502981625621827e-13,1.2965243469400704e-23,1.003253141417581e-22,1.3538560034952674e-15,2.4245642037421323e-28
2.0718704643382723e-14,0.916133656200607,1.7521341692040496e-17,9.486108922872919e-17,2.672910157671273e-22,1.985882114779574e-24,0.0,0.0,8.906989150484882e-13,4.255114710629334e-22,1.1291430227753256e-27,9.755892311186112e-28,7.530294717494216e-24,1.5023759821351988e-38,2.2707315832017532e-25,3.865185685124808e-20,5.371349999204787e-14,8.195687458431398e-20,6.322088848738337e-35,6.902794771370276e-32,1.2027317342441981e-17,4.322574844624787e-29,4.786217529020633e-14,2.820813788975695e-32,4.1294301298145735e-24,1.20741946979568e-28,3.696685297196346e-16,2.849831802136027e-23,1.9672511081701676e-35,3.283502358109443e-35,3.554945232437198e-32,1.829392142199209e-33,6.36628089268177e-24,3.803533843045164e-36,3.76,0.0,0.7212460385448839,0.9999998277425849,2.064919484535853e-28,8.651546505847344e-22,2.878131795977513e-07,2.769728565749909e-07,1.0840322610973181e-08,1.6267899802044372e-17,1.72256524278695e-07,3.1420788161135987e-21,7.849226275448707e-22,1.5359855099833058e-24,2.143784982718201e-30,8.193462494744202e-20,7.520835292919107e-20,6.290061319724297e-19,4.0472506032551233e-19,1.9762243653603645e-22,1.2604198425612931e-25,2.398979132217357e-15,6.44333011612128e-20,5.44894687050693e-33,8.5682406944974e-32,2.3711259975013246e-26,6.741806288259563e-33,2.4692735740182837e-23,1.0491606527270718e-30,4.7862214116309364e-14,1.5217719614867315e-31,1.4338349172019403e-24,5.371350070379909e-14,1.1217612856229662e-32,2.2013750217061935e-13,4.3430571815075796e-18,4.337828910696176e-25,6.705698170051809e-13,4.748516069391174e-23,3.6742925435153433e-22,2.768111093022853e-15,1.728727291746309e-27
4.0509706109428385e-14,0.916133702151646,4.434009400363104e-17,1.854820936953837e-16,1.0220741294947294e-21,9.467552298803089e-24,0.0,0.0,1.741515289410571e-12,1.6264306504560662e-21,8.534830277957345e-27,7.365146268521156e-27,5.683028492202419e-23,1.133832550514174e-37,8.679371033445327e-25,1.4773865988891744e-19,1.0502189626732134e-13,3.133042161413819e-19,4.775744126757926e-34,5.20955124328407e-31,4.5972316918529456e-17,3.2622771813366674e-28,9.358117814161613e-14,2.128853751495316e-31,1.5783880425222756e-23,9.217138959673009e-28,1.412967533627362e-15,1.2667663113369943e-22,1.4852773312717088e-34,2.520794491419258e-34,2.6829865443259803e-31,1.4560184324546968e-32,4.804558762984465e-23,2.8723920096179565e-35,3.76,0.0,0.7212457636180185,0.9999996632060353,1.5585742722705652e-27,3.3068766315851684e-21,5.627390948984549e-07,5.415441210483382e-07,2.119497227615736e-08,6.217981493785439e-17,3.367922231584234e-07,1.2010180341337899e-20,3.0002912335207936e-21,5.871868203408289e-24,1.6181033063833556e-29,3.1319112365515793e-19,2.874622751207281e-19,2.4042225263525927e-18,1.5469631267009222e-18,7.556114480995606e-22,4.81951980690524e-25,4.691533502745315e-15,2.462823543547117e-19,4.112313685780139e-32,6.466374260444298e-31,1.7894541599180108e-25,1.0001983909131902e-31,9.442059217537289e-23,4.0109894823199646e-30,9.358132654639181e-14,1.1484988474259546e-30,5.480535887549342e-24,1.0502189898784417e-13,8.468898208921069e-32,4.304143850877858e-13,1.6600379928477165e-17,1.6581078946665298e-24,1.3111103977438918e-12,1.8151274585061512e-22,1.4044130357829203e-21,6.102448363519577e-15,1.304656637440228e-26
8.009170904151971e-14,0.9161337940536715,1.2753536485567552e-16,3.6674601767710215e-16,3.998238745423992e-21,5.168693244507183e-23,0.0,0.0,3.443146571237401e-12,6.357324621435834e-21,6.65115157437436e-26,5.725624285189328e-26,4.414975585894884e-22,8.808505979866668e-37,3.392528018125822e-24,5.774734519172816e-19,2.0763862529504913e-13,1.224949683248463e-18,3.717186012928085e-33,4.047286034617534e-30,1.7969745297205006e-16,2.534488309683005e-27,1.8501892000129373e-13,1.6538701243270632e-30,6.169520109771499e-23,7.323438494148825e-27,5.522832437292362e-15,6.3395515449255945e-22,1.1540118420586122e-33,2.0236088398778933e-33,2.0845024912272455e-30,1.24761364650192e-31,3.732516091169409e-22,2.236710905834268e-34,3.76,0.0,0.721245213764602,0.9999993341559381,1.211125212919506e-26,1.2925780270312417e-20,1.1125906111741566e-06,1.0706871699902276e-06,4.1903435031805794e-08,2.430387788515375e-16,6.658406186849647e-07,4.694666247035461e-20,1.1728077513753824e-20,2.295857700305306e-23,1.25738724576034e-28,1.2242882661905277e-18,1.123571445537282e-18,9.397330601857646e-18,6.0465823514181e-18,2.9553802247451865e-21,1.8852593620603852e-24,9.279550911065836e-15,9.626521969402114e-19,3.1948194248780203e-31,5.02356411986808e-30,1.3901613848103074e-24,1.5402509396969835e-30,3.693617916414043e-22,1.5684147550166462e-29,1.8501950007917696e-13,8.922845873942669e-30,2.1422051333371744e-23,2.076386359289095e-13,6.584040972962519e-31,8.509572646430387e-13,6.488633900028376e-17,6.481623698457173e-24,2.592180650498028e-12,7.095709787198737e-22,5.489431538734978e-21,1.479434627601936e-14,1.0135576679665979e-25
1.5925571490570236e-13,0.9161339778575137,4.121657523197388e-16,7.293625150114339e-16,1.5833346654383862e-20,3.2046589282023105e-22,0.0,0.0,6.846403267645388e-12,2.513530037408681e-20,5.27569377216781e-25,4.519562511796037e-25,3.480297857842736e-21,6.94384602905684e-36,1.3412997232361118e-23,2.2831780160824455e-18,4.128718292598422e-13,4.845674157069971e-18,2.941372041621936e-32,3.1906760297556163e-29,7.10501495371562e-16,1.9981142795646934e-26,3.6789334835513e-13,1.3037781996383594e-29,2.4392628584104133e-22,6.0298787014772e-26,2.1835002602648473e-14,3.604195622295196e-21,9.097604341862126e-33,1.6978773460518615e-32,1.64346865103127e-29,1.166986203472305e-30,2.942315292854429e-21,1.77859810390368e-33,3.76,0.0,0.7212441140590267,0.9999986761477405,9.552196698554738e-26,5.110534631033007e-20,2.21229238642515e-06,2.128975347607843e-06,8.331701449414112e-08,9.608594932023807e-16,1.3238454128090278e-06,1.8562955482179096e-19,4.6375185929877515e-20,9.082683683536798e-23,9.917123273393084e-28,4.841324318022502e-18,4.441936805394343e-18,3.715319839799057e-17,2.3905729868774937e-17,1.16996954320669e-20,7.4651287661131e-24,1.8467219507724578e-14,3.8060425558331656e-18,2.518590971262805e-30,3.960092567762907e-29,1.0958362649691785e-23,2.417222513421703e-29,1.4626947107076183e-21,6.205998401607097e-29,3.678956418363237e-13,7.034604831707187e-29,8.469721498091174e-23,4.128718713034636e-13,5.197736260540054e-30,1.6919995383506062e-12,2.5654040713729595e-16,2.5630547279401002e-23,5.154277552135521e-12,2.806113744722513e-21,2.170323292322812e-20,4.027033739870704e-14,7.989950736867259e-25
2.38419720769885e-13,0.9161341616610772,8.544608614621165e-16,1.0920985029241545e-15,3.5533560076066217e-20,9.333681297383558e-22,0.0,0.0,1.0249652141501514e-11,5.633482463043857e-20,1.676494510366387e-24,1.4315768101094542e-24,1.1013944219077439e-20,2.1975212973904147e-35,3.00616399202893e-23,5.117184046464969e-18,6.181046944376173e-13,1.0865106947468169e-17,9.333587004113625e-32,1.0097884823622845e-28,1.5924614417600725e-15,6.323753120924747e-26,5.507663695630139e-13,4.1260990817657904e-29,5.4670044376426015e-22,1.962711230439079e-25,4.893628309413576e-14,1.0111492479898268e-20,2.879167558881925e-32,5.590851679458332e-32,5.201581422577064e-29,4.0821884440182894e-30,9.31140622523432e-21,5.6790071756423616e-33,3.76,0.0,0.7212430143551283,0.9999980182621898,3.0239955802388526e-25,1.1454050661332735e-19,3.311992485277399e-06,3.1872662978837616e-06,1.247261328805359e-07,2.153435026166025e-15,1.9817275599306475e-06,4.160705933071043e-19,1.0394871935581848e-19,2.0366736298574615e-22,3.1395344640142834e-27,1.0852144069319304e-17,9.954829463728272e-18,8.326724638865083e-17,5.357723323177716e-17,2.624960354396455e-20,1.6752214694819537e-23,2.7670398662923605e-14,8.53025463511763e-18,7.970758593427533e-30,1.2532431329980828e-28,3.467903428590987e-23,1.0624380833047925e-28,3.2825982411334197e-21,1.3918303516948812e-28,5.507715098501161e-13,2.2263762030001673e-28,1.8982816983677465e-22,6.181047886683429e-13,1.6465111573051845e-29,2.5329839094227034e-12,5.749667289432357e-16,5.745184121083829e-23,7.716316355729135e-12,6.290433112015445e-21,4.8641488595900434e-20,7.653501946248161e-14,2.5285738725289748e-24
3.967477324982503e-13,0.9161345292673696,2.2121327140419555e-15,1.8179386941475853e-15,9.869083161336627e-20,3.933701972100767e-21,0.0,0.0,1.7056126424899177e-11,1.5599824708979047e-19,7.794221818895968e-24,6.599028990998227e-24,5.064851612739615e-20,1.0105884851537575e-34,8.324186044859451e-23,1.4170010646874684e-17,1.0285694084363064e-12,3.0116168477449484e-17,4.3221358609374786e-31,4.644214190630152e-28,4.409981253471956e-15,2.908530315122327e-25,9.165081906024769e-13,1.8975306286853998e-28,1.513866469875861e-21,9.692584607879838e-25,1.3550005754394647e-13,4.07501482377548e-20,1.3241047567520993e-31,2.8375003804380266e-31,2.39268610285277e-28,2.3536034182209732e-29,4.281915368330708e-20,2.712437034700855e-32,3.76,0.0,0.7212408149523611,0.9999967028589123,1.3919002353763722e-24,3.1717696403325015e-19,5.511387653800032e-06,5.303856513993751e-06,2.075309888621198e-07,5.962481411268513e-15,3.297124030682757e-06,1.1523143917426555e-18,2.879080698803374e-19,5.646107357187908e-22,1.4450946328953298e-26,3.0060122704213123e-17,2.7561665525686332e-17,2.305596486384018e-16,1.48350843396864e-16,7.28609310982032e-20,4.6520103187614364e-23,4.612327997905143e-14,2.3620797133546608e-17,3.6657676002059723e-29,5.763265220136939e-28,1.5946933544641898e-22,8.278120870745921e-28,9.11697959621046e-21,3.8598177160228635e-28,9.165224246568935e-13,1.0240199795249432e-27,5.256545230411637e-22,1.028569669372443e-12,7.591286814210317e-29,4.21477953138756e-12,1.5921063654217162e-15,1.591355386106918e-22,1.2840219973994576e-11,1.7426486083347778e-20,1.3468709729566347e-19,1.814236399660645e-13,1.1628213782630623e-23
5.550757442266155e-13,0.9161348968725489,4.200670943159356e-15,2.5442799472049187e-15,1.9369155198882107e-19,1.0070276061900728e-20,0.0,0.0,2.3862569426007957e-11,3.05347222597758e-19,2.0879242408566504e-23,1.7561620447142166e-23,1.3453655003472516e-19,2.684488324428156e-34,1.6293101811778127e-22,2.7735830327603858e-17,1.4390327672968236e-12,5.900016228078096e-17,1.1544801654689765e-30,1.2337670450486415e-27,8.632438188306816e-15,7.726905086869963e-25,1.2822443832037365e-12,5.040597902084991e-28,2.963177529658788e-21,2.7128563246062004e-24,2.6520577279112784e-13,1.0216264714074119e-19,3.517384881687881e-31,8.08958663055067e-31,6.357084324278846e-28,7.239263298654156e-29,1.137393709275051e-19,7.495893129395533e-32,3.76,0.0,0.7212386155563013,0.999995387945944,3.699951519713946e-24,6.208342727726152e-19,7.71077611676136e-06,7.420457815008104e-06,2.9031800631548254e-07,1.1669672064022471e-14,4.6120301919794e-06,2.255797688704649e-18,5.636513638413752e-19,1.106262191014379e-21,3.841380003414458e-26,5.885506051799798e-17,5.394061109679705e-17,4.51260513135052e-16,2.9035855837794323e-16,1.4291921512272977e-19,9.128779466380992e-23,6.463818297887265e-14,4.623380463137092e-17,9.738023255298163e-29,1.5309094915534467e-27,4.235845225966587e-22,2.9477278467746997e-27,1.7892877691716173e-20,7.56506980101277e-28,1.2822722445121335e-12,2.7205030140905256e-27,1.0288971038191216e-21,1.4390332780457524e-12,2.0205342111047193e-28,5.896344936042524e-12,3.1162645617978024e-15,3.115656183575797e-22,1.796389192361833e-11,3.4123326932744695e-20,2.6362041518596937e-19,3.2945086676634806e-13,3.0888523728468764e-23
7.134037559549808e-13,0.9161352644766144,6.820206496825975e-15,3.2711368198129693e-15,3.2077726933044974e-19,2.0452642410048928e-20,0.0,0.0,3.066898114981666e-11,5.043813491725917e-19,4.368236467508253e-23,3.651455797908466e-23,2.7923640311217784e-19,5.571937431212079e-34,2.691267463371935e-22,4.581450914568624e-17,1.849494771025418e-12,9.754109700839869e-17,2.4090049980063675e-30,2.561013347938326e-27,1.4260029881406528e-14,1.6039576152927204e-24,1.6479749474583427e-12,1.0462428819380047e-27,4.894616460689901e-21,5.903468416123941e-24,4.3804429197355085e-13,2.048267470278323e-19,7.300864133328545e-31,1.7880458378700863e-30,1.3197253009505389e-27,1.6974140834257739e-28,2.360705395435623e-19,1.630713218628474e-31,3.76,0.0,0.7212364161669481,0.9999940735231098,7.684693470557289e-24,1.0255114751525773e-18,9.910157874182338e-06,9.537070197316793e-06,3.730871888798033e-07,1.9274455624128575e-14,5.926446219322361e-06,3.726650848995667e-18,9.312278882759258e-19,1.8291376644054667e-21,7.978487472400874e-26,9.724440743037634e-17,8.908788627527082e-17,7.453545546066131e-16,4.795907316402589e-16,2.3656599228840764e-19,1.5116317025580902e-22,8.321509471337819e-14,7.636875929060634e-17,2.0213116729569265e-28,3.1775196989381233e-27,8.791473959448296e-22,7.642486664442848e-27,2.963249690076486e-20,1.2512241262098746e-27,1.6480209694295792e-12,5.6473527707763535e-27,1.6995515462728446e-21,1.8494956146932036e-12,4.201751793576038e-28,7.577681001252411e-12,5.1473970951152736e-15,5.147779502692013e-22,2.3087332660538217e-11,5.63870541468747e-20,4.354350772108977e-19,5.2060651879394e-13,6.411195052018201e-23
8.71731767683346e-13,0.9161356320795666,1.007087404464099e-14,3.998524268045859e-15,4.801962761099023e-19,3.622116742426353e-20,0.0,0.0,3.747536160145012e-11,7.531002140056107e-19,7.910987328991662e-23,6.572807686942826e-23,5.017595274712445e-19,1.0012503397359336e-33,4.0182661378903486e-22,6.840590949050024e-17,2.2599554196285627e-12,1.4576363640265221e-16,4.3517661928219034e-30,4.602392889649898e-27,2.1292959382620177e-14,2.8825147158692877e-24,2.0136998834603368e-12,1.8800726986068756e-27,7.308165630523128e-21,1.1093666804957234e-23,6.54006228270474e-13,3.5950693049375997e-19,1.3119588336522615e-30,3.407031860906853e-30,2.3719202258241945e-27,3.397029175819939e-28,4.24194091024551e-19,3.095878463251022e-31,3.76,0.0,0.7212342167843019,0.9999927595902292,1.3818026618485334e-23,1.5312075875266406e-18,1.2109532926084464e-05,1.1653693657211008e-05,4.5583854029381676e-07,2.877626565795908e-14,7.24037229298985e-06,5.565007766661101e-18,1.3906882578476644e-18,2.7337670137362013e-21,1.4346391026040035e-25,1.4523581532296962e-16,1.329996084990707e-16,1.1128260697327303e-15,7.160374573874624e-16,3.5394667151182293e-19,2.2625719402449672e-22,1.0185400187925983e-13,1.14025128982688e-16,3.632346922516417e-28,5.709772006855361e-27,1.57970227243146e-21,1.6480990340786884e-26,4.4358648449522986e-20,1.8706119290672124e-27,2.0137685994233463e-12,1.0149201845193573e-26,2.5376133651439733e-21,2.259956679319861e-12,7.564446506490803e-28,9.258788628763098e-12,7.685458669634332e-15,7.688093926522699e-22,2.821054265313676e-11,8.422393059915688e-20,6.501245472381825e-19,7.548801364787507e-13,1.1520533578079628e-22
1e-12,0.9161363672821303,1.3167232261914744e-14,4.588210200365274e-15,6.332140986929605e-19,5.36697432356623e-20,0.0,0.0,4.298947593627132e-11,9.910283101429908e-19,1.1899183021217874e-22,9.837473388910353e-23,7.498988804222971e-19,1.496443551521794e-33,5.287646595705987e-22,9.001696522118666e-17,2.592485992953737e-12,1.9194532325196802e-16,6.5324101978278e-30,6.87910870792754e-27,2.8021207570902134e-14,4.308478427621923e-24,2.309985026929434e-12,2.8099395044528734e-27,9.616973741009158e-21,1.7177416199459224e-23,8.605798500484901e-13,5.297946995045897e-19,1.96085578563015e-30,5.3306951714989405e-30,3.5455502074955826e-27,5.5037606925865275e-28,6.339734314244214e-19,4.87796743482098e-31,3.76,0.0,0.7212324349761271,0.9999916954766551,2.0663150559180145e-23,2.0149635700559003e-18,1.3891334949460432e-05,1.3368468145703233e-05,5.228658450385639e-07,3.786469412580633e-14,8.30448035257999e-06,7.323890767391002e-18,1.8303212816197073e-18,3.6002503994335594e-21,2.1453354376913135e-25,1.9116112705353619e-16,1.74998303962664e-16,1.464323391286058e-15,9.422061203800869e-16,4.665366217472586e-19,2.983234967410096e-22,1.1699961936804166e-13,1.5004678820759068e-16,5.428995164293897e-28,8.53358546081029e-27,2.3608807686231926e-21,2.804444198793892e-26,5.849324525333803e-20,2.464121777387373e-27,2.310075452208573e-12,1.5170194071649406e-26,3.339309117373976e-21,2.592487650617736e-12,1.132297455176385e-27,1.0620558237482787e-11,1.0113320179284949e-14,1.0118968673227931e-21,3.2360903299381346e-11,1.1086617443339874e-19,8.554868138494335e-19,9.762841491094859e-13,1.721820697253019e-22
1.1883877911400766e-12,0.9161363672821303,1.846610387290636e-14,5.454946194813573e-15,8.9695304237627e-19,8.813604296936727e-20,0.0,0.0,5.1088028707139645e-11,1.3995906320863589e-18,1.9904292467629076e-22,1.6341702317202372e-22,1.2431792290186293e-18,2.4808833640360948e-33,7.467297757510405e-22,1.2712636581923552e-16,3.0808726514827454e-12,2.7134471756004087e-16,1.0896557235787503e-29,1.1405736825351279e-26,3.9575582644755816e-14,7.143630916287732e-24,2.7451328710542658e-12,4.658537121564862e-27,1.358152947585927e-20,2.987678380262125e-23,1.2152656418860673e-12,8.647197175529977e-19,3.250892717524704e-30,9.396675076112754e-30,5.879261353292768e-27,1.0124138891204485e-27,1.050996334725433e-18,8.750074659481554e-31,3.76,0.0,0.72122981803913,0.9999901331936628,3.428242232017508e-23,2.8456529045410524e-18,1.6508262913411662e-05,1.5886973796041684e-05,6.212877634959078e-07,5.346887067615865e-14,9.866755245778294e-06,1.0344727736830573e-17,2.58544756241828e-18,5.090245488039409e-21,3.5593681414284153e-25,2.7005309712892797e-16,2.471020416245938e-16,2.067843454304288e-15,1.3305379646037809e-15,6.604474120587349e-19,4.2251224835411037e-22,1.3931775331224692e-13,2.119001449766356e-16,9.000899441230579e-28,1.4147204626725245e-26,3.913752979886322e-21,5.453678350613577e-26,8.285489353773154e-20,3.4851726272064046e-27,2.745260574692024e-12,2.5153354798791318e-26,4.7159425445303045e-21,3.0808749925295154e-12,1.8812463493610244e-27,1.2620321904294491e-11,1.4282202226345425e-14,1.4294659393672321e-21,3.8456272137143116e-11,1.5664027442639643e-19,1.208103759400876e-18,1.3527425919466383e-12,2.8545038950156823e-22
1.5050438145968071e-12,0.9161371024802407,2.938743992608526e-14,6.913665339493172e-15,1.4459500228852021e-18,1.7494327160427455e-19,0.0,0.0,6.47005707840567e-11,2.2448151753402765e-18,4.053774168620767e-22,3.2905629034732304e-22,2.494845584234207e-18,4.978988899516126e-33,1.197621058290134e-21,2.038960984330034e-16,3.901784462912139e-12,4.3594061966127484e-16,2.2092721940460872e-29,2.2894862698840744e-26,6.348193190838772e-14,1.4339544667185486e-23,3.4765433467377713e-12,9.34964871519276e-27,2.1783128011520342e-20,6.462741443405784e-23,1.9489089403405853e-12,1.7038907875077244e-18,6.524626465365395e-30,2.0723483714743655e-29,1.1803539701424319e-26,2.3652629644214777e-27,2.1091605359009253e-18,2.0172138909417444e-30,3.76,0.0,0.7212254193207854,0.9999875087548034,6.88894267748663e-23,4.5641623549034846e-18,2.0906966078914894e-05,2.0120298201838054e-05,7.866657058231614e-07,8.574295716555569e-14,1.2491180491690143e-05,1.6596027672833352e-17,4.148333667064343e-18,8.179931620142517e-21,7.15250482759742e-25,4.333680662053863e-16,3.962168727730763e-16,3.3161870779058564e-15,2.1337809428369623e-15,1.0635843340884692e-18,6.809427740675385e-22,1.7702933088053314e-13,3.398545942177805e-16,1.8065695564443647e-27,2.839186640974028e-26,7.85387384417437e-21,1.3639539513904613e-25,1.3356403252009393e-19,5.604027031454455e-27,3.4767481704310274e-12,5.0492673852093075e-26,7.563848762218382e-21,3.901788217715207e-12,3.789103742325709e-27,1.598095197185837e-11,2.2906135436257923e-14,2.2938301575014543e-21,4.87010841209941e-11,2.514223986294957e-19,1.937505832050645e-18,2.1229545810728723e-12,5.728751668287303e-22
1.821699838053538e-12,0.9161378376738969,4.283602019032908e-14,8.374807544304483e-15,2.1292811975618266e-18,3.062542481431632e-19,0.0,0.0,7.831298787531075e-11,3.288770369714503e-18,7.254359693570102e-22,5.822828740207267e-22,4.399894781296129e-18,8.781420806736416e-33,1.7544800015139305e-21,2.987139487524644e-16,4.722690853973197e-12,6.397587981935474e-16,3.936278723910139e-29,4.038758955693772e-26,9.301371570421462e-14,2.529536255073509e-23,4.207931311302479e-12,1.6490351037057505e-26,3.191281279576288e-20,1.2225316199558634e-22,2.854857138082301e-12,2.967594239078605e-18,1.1507939552383953e-29,3.985492806233577e-29,2.082529977550412e-26,4.762440707356163e-27,3.719690107180859e-18,4.112345292872705e-30,3.76,0.0,0.7212210206292677,0.9999848862721348,1.2165350402255283e-22,6.686727656762928e-18,2.530564242277511e-05,2.435366684339233e-05,9.519723987352257e-07,1.2559375932733132e-13,1.5113649546746118e-05,2.432003277380717e-17,6.079771688120159e-18,1.2007276679540799e-20,1.2630888740570403e-24,6.352450375435783e-16,5.803114600367677e-16,4.857724808569642e-15,3.125683204744273e-15,1.5645808966997665e-18,1.0024871153581873e-21,2.1498862264128016e-13,4.978839939713484e-16,3.1864891517057065e-27,5.0073276505528153e-26,1.3850422828663785e-20,2.880763688280145e-25,1.9667797514378305e-19,8.231221615123947e-27,4.208231386759086e-12,8.907381511364172e-26,1.1081294259561757e-20,4.7226963549195484e-12,6.706838774168537e-27,1.9340686413853136e-11,3.3556882016384146e-14,3.3622124193333745e-21,5.894498254462091e-11,3.686229104025622e-19,2.8382758742012358e-18,3.0654280931897387e-12,1.0103647084001744e-21
2.455011884966999e-12,0.9161393080478485,7.731935816394797e-14,1.1304850285880507e-14,3.90710685178619e-18,7.398189820492471e-19,0.0,0.0,1.0553744726834707e-10,5.972859202161649e-18,1.8256182860467758e-21,1.4301928467158863e-21,1.0726513569161219e-17,2.141099095065545e-32,3.1860213293411325e-21,5.42489495664411e-16,6.364487375218678e-12,1.1658680773821096e-15,9.814503210328649e-29,9.852316134383634e-26,1.689602280848073e-13,6.170142151227219e-23,5.670639710154455e-12,4.0209284211437255e-26,5.795586372573461e-20,3.429688028871767e-22,5.183361194396137e-12,7.120663327395734e-18,2.806146335185885e-29,1.1511364584145268e-28,5.0816978550299674e-26,1.481828524586121e-26,9.068171419326263e-18,1.4064330200318423e-29,3.76,0.0,0.7212122233267133,0.9999796471694814,2.974514824535693e-22,1.2143993593365425e-17,3.410291464627049e-05,3.282053671246237e-05,1.2823721586055561e-06,2.2800698689413173e-13,2.0352724973307712e-05,4.4190526341224424e-17,1.1049952722234423e-17,2.1892214731305157e-20,3.0883815787722276e-24,1.1549346873766998e-15,1.0533131410406183e-15,8.819868976719841e-15,5.675142910360276e-15,2.864908460499861e-18,1.8385852965018328e-21,2.916499135810715e-13,9.0415019644959e-16,7.770704342922823e-27,1.2208216900648286e-25,3.376260148844435e-20,9.564046250238003e-25,3.6086612047450347e-19,1.5026441807435184e-26,5.671184681643823e-12,2.172901265342006e-25,2.0124656228238652e-20,6.3644973655499295e-12,1.6483012087493857e-26,2.6057497871983827e-11,6.093737403793988e-14,6.112238569839183e-21,7.943005402096472e-11,6.704832075776294e-19,5.1537069651764135e-18,5.4668175735485554e-12,2.463418025660017e-21
