Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58)
3.6785150972887345e-06,1.039953044153077,0.00018921635058520163,0.00013707365530582597,8.116903516878976e-05,0.0019144638540002108,0.0,0.0,9.847432610362841e-05,6.919228444650772e-07,0.005953396505111906,0.00027871841510948716,1.7068653351068434e-05,1.0609137363527502e-11,2.9334530273080276e-08,2.0392225610091284e-06,0.0001596893481226242,0.00018058244426730883,1.703709069565402e-05,1.4017975587757816e-05,0.012948577602562697,3.982577935394266e-07,1.241471300066582e-07,1.7523998289185126e-08,6.211295228854183e-09,0.0021918144349008218,2.4044120763567453e-06,1.4610358149424662e-05,1.2385015367589768e-08,5.687884125333699e-10,6.787112799331481e-09,8.358491264498706e-10,1.0237635644137813e-07,1.3454250443675126e-08,3.76,0.0,4.4859707676887183e-07,0.9903421208262501,0.0017158553790951924,1.8334599573233077e-05,0.7367767816287034,0.6986274597049535,2.463731191954227e-06,1.3260733652722677e-08,0.003509112047556049,5.783420200933075e-07,1.7923661563731802e-09,4.314928060092687e-11,3.2525433598162667e-09,0.0004159171459830382,5.3682713022174e-09,0.0001808392590766647,0.00017168769871219293,0.0008040452377582639,0.004784890315110534,7.736690709890826e-07,1.1793037543910384e-06,6.794265626476254e-13,6.460311615266337e-13,7.320780083768704e-08,5.2574017652554884e-08,2.6504199392216377e-05,1.752330094595072e-07,0.00010980401679771202,2.4752216951953177e-10,2.7724623733975945e-09,1.161997814121645e-06,1.2213268358207646e-09,9.36942457231222e-09,0.00010796399658579911,0.0001604852908650659,5.483072036574706e-10,8.729576277615193e-10,4.20144649725177e-14,8.026370263999092e-06,9.20427248073578e-05
3.7291491039550906e-06,1.0400124579696046,0.00019238181556217247,0.00013924138553669297,8.278470252788286e-05,0.00196001557256811,0.0,0.0,0.00010122063629656836,7.12959823176705e-07,0.006117606638958408,0.00028612514568321986,1.753316561460108e-05,1.1175078207539201e-11,3.038342833960904e-08,2.0754130627471303e-06,0.00016378024785621603,0.00018326046335268468,1.7611870845496153e-05,1.4434584210930733e-05,0.01312934373561571,4.0403089109838817e-07,1.2681950232403506e-07,1.845883539959262e-08,6.392404513764309e-09,0.002247812360044254,2.4048238218493718e-06,1.4842164275603857e-05,1.3114263479745165e-08,5.979965798827237e-10,7.09635318679633e-09,8.488090247572999e-10,1.0284335666118457e-07,1.368115773982754e-08,3.76,0.0,4.48481977860306e-07,0.9901843140783941,0.0017631195532695151,1.901168005690868e-05,0.7370285365893496,0.698207566119269,2.4622506591090114e-06,1.3252766681112833e-08,0.0035085528652702503,5.872484088683139e-07,1.8073154256433136e-09,4.394832618797787e-11,3.3151020150747017e-09,0.0004242903228326982,5.363883788096812e-09,0.00018388148442792678,0.00017450852361300542,0.0008166300457321178,0.004903743427623352,7.860698409431018e-07,1.1982442301628099e-06,6.913434763191495e-13,6.573553344687061e-13,7.450651779242912e-08,5.381560810029139e-08,2.6933168950966974e-05,1.795525934123972e-07,0.00011547809173334729,2.5145327240368815e-10,2.8429548228891574e-09,1.2498947945309307e-06,1.2408266951476358e-09,9.36667620296794e-09,0.00010846044216039773,0.00016678380744011715,5.593749599730031e-10,8.914842974355887e-10,4.290658018942806e-14,8.1487403428672e-06,9.509753395592317e-05
3.7797831106214466e-06,1.0400723616115741,0.00019559348278407426,0.00014143625334883314,8.442659255067376e-05,0.0020062878888664985,0.0,0.0,0.00010402135530432173,7.344849750117283e-07,0.006284707639417154,0.00029366429446547415,1.8006176903691396e-05,1.1767744500671104e-11,3.146164527567188e-08,2.1121324774278775e-06,0.00016794475663127554,0.000185957105214591,1.8200736676899284e-05,1.4859798645055806e-05,0.013310111677787817,4.0980975153524926e-07,1.2954848255188298e-07,1.9435857378759415e-08,6.577940516734121e-09,0.002304761937966974,2.4052547338255205e-06,1.5076306755858783e-05,1.3879130045099971e-08,6.284762334879651e-10,7.417671349505046e-09,8.619244526587241e-10,1.0331807904615289e-07,1.3911762134189371e-08,3.76,0.0,4.483655616108114e-07,0.9900237809572732,0.0018112959090948611,1.9706937735277088e-05,0.7372815458471477,0.6977837539525017,2.4607563106938334e-06,1.3244725372320708e-08,0.0035079840237342633,5.963218490442853e-07,1.8224383438204666e-09,4.475919627083023e-11,3.3786045866684766e-09,0.00043276817696698906,5.3594504266395955e-09,0.00018696410266146157,0.0001773660141982592,0.0008293525515286431,0.005024175047060006,7.986372435618319e-07,1.2174391310511182e-06,7.034293555074524e-13,6.688399348925824e-13,7.582379613330978e-08,5.507621920040438e-08,2.7367520350761378e-05,1.8392761469935512e-07,0.00012138092808264934,2.5543119079569635e-10,2.9146866237873964e-09,1.3440743214609101e-06,1.2605619102413356e-09,9.36409021819745e-09,0.00010896388369741476,0.00017326804547936238,5.706819117379634e-10,9.103249732805916e-10,4.381843188793096e-14,8.272797042531708e-06,9.824118720843498e-05
3.830417117287802e-06,1.0401327611366202,0.00019885178114005265,0.0001436584065163594,8.60949871446022e-05,0.0020532900156413213,0.0,0.0,0.00010687711067353582,7.565071858593388e-07,0.006454738018227498,0.00030133779589504946,1.848776465946485e-05,1.23882769677841e-11,3.256987786911989e-08,2.1493862326967254e-06,0.000172184013229204,0.00018867320825891005,1.8803959338311775e-05,1.5293728347401987e-05,0.013490880902433394,4.15594469020923e-07,1.3233529720602305e-07,2.0456710211115437e-08,6.768016682007565e-09,0.002362677153594198,2.405705090011551e-06,1.531282783739157e-05,1.4681079761142319e-08,6.602756517835017e-10,7.751479595669313e-09,8.751961400790692e-10,1.0380059945177026e-07,1.4146190402681871e-08,3.76,0.0,4.482478194249143e-07,0.9898604841129921,0.0018603983905807902,2.042075656834811e-05,0.7375358256870497,0.697355973080292,2.4592479699819517e-06,1.3236608775241158e-08,0.0035074053906136477,6.055639721453193e-07,1.8377352585286075e-09,4.558197858583881e-11,3.4430588127870694e-09,0.0004413521818668269,5.354970655429287e-09,0.00019008734277795784,0.00018026035388819328,0.0008422130199667632,0.005146194535663726,8.113723543779735e-07,1.2368900973398454e-06,7.156857598093932e-13,6.80486432417585e-13,7.715980486485843e-08,5.6356129573292356e-08,2.7807275473688545e-05,1.8835832960875263e-07,0.00012751962178003543,2.594561095470029e-10,2.9876759227240784e-09,1.4449194698010557e-06,1.2805330813051014e-09,9.36167716778384e-09,0.00010947454674142422,0.00017994235172968373,5.822337236537863e-10,9.294821706697915e-10,4.47504822898903e-14,8.398550719053114e-06,0.00010147621846337905
3.881051123954158e-06,1.0401936626305426,0.00020215712646698097,0.00014590798053784585,8.779016287142983e-05,0.0021010312099255138,0.0,0.0,0.00010978852402714552,7.790354535579193e-07,0.006627736552937341,0.00030914760344684914,1.897800396257526e-05,1.3037858467630071e-11,3.370883450142002e-08,2.187179652510857e-06,0.00017649916604408963,0.00019140963448778688,1.9421813084024394e-05,1.573648151582539e-05,0.013671650868973841,4.213851388871699e-07,1.351811943848993e-07,2.1523095799194502e-08,6.962749119540293e-09,0.0024215721236096706,2.406175165115492e-06,1.5551770399287832e-05,1.5521629674165877e-08,6.934447295783608e-10,8.098201767135418e-09,8.886247444322466e-10,1.0429099172404253e-07,1.438457275056955e-08,3.76,0.0,4.48128742705489e-07,0.9896943859745181,0.0019104410644023193,2.1153529320573855e-05,0.7377913924967308,0.6969241731679603,2.4577254595044944e-06,1.3228415934761729e-08,0.0035068168327899696,6.149763792234739e-07,1.8532064118221356e-09,4.6416756724976536e-11,3.508472128167955e-09,0.00045004380099367255,5.3504439107148435e-09,0.00019325141623616142,0.00018319170904282356,0.0008552116191071137,0.0052698109840286795,8.24276179997296e-07,1.2565986639833937e-06,7.281142073003138e-13,6.922962569197808e-13,7.851470832687769e-08,5.7655620441493155e-08,2.8252453412122412e-05,1.928449823050834e-07,0.00013390142840200744,2.6352819053940176e-10,3.0619409788853622e-09,1.5528332568766182e-06,1.3007406706734438e-09,9.359448303480705e-09,0.00010999266212573887,0.0001868111664896956,5.940361933566726e-10,9.489583191992492e-10,4.57032043597408e-14,8.52601101050789e-06,0.00010480522267157978
3.9316851306205135e-06,1.0402550722041162,0.00020550992092967468,0.0001481850982337601,8.951239058302806e-05,0.002149520768645343,0.0,0.0,0.00011275621029364754,8.020788851706012e-07,0.00680374227043331,0.0003170956892160415,1.9476967384437592e-05,1.3717715077096884e-11,3.487923497282165e-08,2.225517951575319e-06,0.0001808913726781894,0.00019416726988532348,2.00545751695625e-05,1.618816494406315e-05,0.01385242102251502,4.271818576096199e-07,1.3808744394354158e-07,2.2636773466609582e-08,7.162256635150959e-09,0.0024814610915758636,2.4066652305891555e-06,1.5793177951258027e-05,1.6402350779781998e-08,7.280350209090283e-10,8.458273414108599e-09,9.022108485323526e-10,1.0478932758490987e-07,1.4627042886022828e-08,3.76,0.0,4.480083228486188e-07,0.9895254487652458,0.001961438115929163,2.1905657779759234e-05,0.7380482627596353,0.6964883036954674,2.4561886011384576e-06,1.3220145892235777e-08,0.0035062182164159374,6.245606382539173e-07,1.868851937267537e-09,4.726360994319837e-11,3.5748516488317216e-09,0.00045884448668229947,5.345869627736571e-09,0.00019645651632214519,0.0001861602283774258,0.000868348418543319,0.005395033191603816,8.373496555205909e-07,1.2765662566693089e-06,7.407161725897165e-13,7.042707966805593e-13,7.988866597464531e-08,5.897497553137634e-08,2.8703070379068634e-05,1.9738780408796098e-07,0.00014053376410509688,2.6764757199739435e-10,3.137500155599457e-09,1.6682395013779804e-06,1.3211849986950168e-09,9.357415625790589e-09,0.00011051846602169035,0.0001938790248231687,6.060952546920572e-10,9.687557574971742e-10,4.667708205930389e-14,8.655186809397132e-06,0.00010823085657798562
3.982319137286869e-06,1.0403169959898175,0.0002089105523873794,0.00015048986933837526,9.126193504860908e-05,0.002198768024081502,0.0,0.0,0.00011578077691555941,8.256466939873732e-07,0.006982794429961345,0.0003251840434805053,1.998472483732138e-05,1.4429117170012966e-11,3.608181030508068e-08,2.264406229642553e-06,0.00018536179951686506,0.0001969470247925693,2.070252574118023e-05,1.6648883873706116e-05,0.014033190793481051,4.329847227899343e-07,1.4105533764696995e-07,2.379956147775587e-08,7.366660758955525e-09,0.00254235842278027,2.4071755543827556e-06,1.6037094631987412e-05,1.732486965577992e-08,7.640997823223006e-10,8.832141963433073e-09,9.159549584864305e-10,1.0529567651527336e-07,1.4873738094041216e-08,3.76,0.0,4.4788655123759005e-07,0.9893536345191684,0.0020134038450472487,2.267755298068487e-05,0.7383064530477789,0.6960483139832041,2.454637216197646e-06,1.3211797685971339e-08,0.0035056094069726815,6.343182814622476e-07,1.8846718570050204e-09,4.8122612962682374e-11,3.6422041565556923e-09,0.0004677556790014405,5.341247241061978e-09,0.00019970281751139962,0.00018916604237212108,0.0008816233876239076,0.005521869647075179,8.505936419261916e-07,1.296794187820755e-06,7.534930848348915e-13,7.164113964958972e-13,8.128183215469008e-08,6.031448096937382e-08,2.915913961766828e-05,2.0198701264831567e-07,0.000147424206405536,2.718143677944839e-10,3.21437191155867e-09,1.7915837088632576e-06,1.3418662395904232e-09,9.355591933536126e-09,0.00011105219998464975,0.0002011505577271196,6.184169810176447e-10,9.8887672793685e-10,4.767261060443374e-14,8.786086234685744e-06,0.00011175583943071766
4.032953143953225e-06,1.0403794401384647,0.00021235939374742856,0.00015282239008697425,9.303905457375993e-05,0.0022487823391836633,0.0,0.0,0.00011886282303761552,8.497481962459608e-07,0.007164932505622835,0.00033341467424107137,2.050134342351721e-05,1.517338048754902e-11,3.731730252073574e-08,2.303849465682815e-06,0.00018991162128253897,0.00019974983427057543,2.136594771927433e-05,1.711874184295451e-05,0.014213959597263931,4.387938331370538e-07,1.4408618930176659e-07,2.5013338572909675e-08,7.576085771925906e-09,0.0026042785987994603,2.407706400692311e-06,1.628356520707633e-05,1.8290870126942253e-08,8.016940165452394e-10,9.220266879741592e-09,9.298575015739499e-10,1.0581010563576771e-07,1.5124799310659743e-08,3.76,0.0,4.4776341923622224e-07,0.989178905097654,0.0020663526617689374,2.346963543349412e-05,0.7385659800142994,0.6956041532186222,2.453071125526563e-06,1.3203370351735925e-08,0.003504990269329186,6.442508025865069e-07,1.9006660787972617e-09,4.8993835774230656e-11,3.7105360831061126e-09,0.00047677880458239287,5.336576184931568e-09,0.00020299047482495337,0.00019220926267675154,0.0008950363936189409,0.005650328508632118,8.640089234177325e-07,1.3172836525459685e-06,7.664463257153157e-13,7.287193557490013e-13,8.269435587646353e-08,6.167442517258167e-08,2.962067131005033e-05,2.0664281132209945e-07,0.00015458049479112122,2.7602866675495655e-10,3.2925747916698766e-09,1.923333983952164e-06,1.362784417294533e-09,9.353990876363303e-09,0.00011159411099659327,0.00020863049325068147,6.31007588531362e-10,1.0093233712596278e-09,4.869029672316937e-14,8.918716603524372e-06,0.00011538295365460005
4.08358715061958e-06,1.040442410815779,0.0002158568023070237,0.0001551827427991959,9.484400061167795e-05,0.0022995731027374545,0.0,0.0,0.00012200293867531741,8.743928075636317e-07,0.007350196168333649,0.0003417896067391012,2.1026887283804045e-05,1.595186719705909e-11,3.858646439794058e-08,2.3438525119333332e-06,0.0001945420205672594,0.0002025766584502326,2.204512667554312e-05,1.7597840532275215e-05,0.01439472683388855,4.4460928844747493e-07,1.4718133486450162e-07,2.6280045517281604e-08,7.790658730408722e-09,0.0026672362117727846,2.4082580297001646e-06,1.6532635066553358e-05,1.9302094961342095e-08,8.408745164957778e-10,9.623119818763758e-09,9.439188241182941e-10,1.0633267958542782e-07,1.5380371197356786e-08,3.76,0.0,4.4763891818146945e-07,0.9890012222068414,0.0021202990816286613,2.428233535689042e-05,0.7388268603857563,0.6951557704837084,2.4514901495972835e-06,1.3194862923277325e-08,0.0035043606678039,6.543596540765861e-07,1.9168343930726614e-09,4.987734343613202e-11,3.779853494250497e-09,0.00048591527541573645,5.331855893614575e-09,0.00020631962318079608,0.00019528998151228735,0.0009085871998446482,0.0057804175841252034,8.775962047420609e-07,1.3380357245422118e-06,7.795772273707955e-13,7.411959264491937e-13,8.4126380580248e-08,6.305509873357266e-08,3.0087672485733097e-05,2.1135538834189525e-07,0.00016201053115558021,2.802905319527602e-10,3.3721274175279237e-09,2.063981969270741e-06,1.3839394012932827e-09,9.352627010320912e-09,0.00011214445150502284,0.0002163236575607412,6.438734396202778e-10,1.0300977211149151e-09,4.9730658915042376e-14,9.053084402708682e-06,0.00011911504548631408
4.134221157285936e-06,1.0405059141988524,0.00021940311908415417,0.00015757099545941037,9.667701736704181e-05,0.0023511497243831727,0.0,0.0,0.0001252017038645255,8.995900390720413e-07,0.0075386252672354015,0.0003503108829509714,2.156141744546043e-05,1.6765986936006394e-11,3.989005919986901e-08,2.3844200878345813e-06,0.00019925418734348708,0.0002054284828675694,2.2740350703724456e-05,1.8086279607096085e-05,0.01457549188769263,4.504311895845023e-07,1.5034213252565982e-07,2.760168666246966e-08,8.010509488434915e-09,0.0027312459583779527,2.4088306973089934e-06,1.6784350221943447e-05,2.0360347597562944e-08,8.816999095838832e-10,1.0041184772058459e-08,9.581391893558247e-10,1.0686346039840714e-07,1.564060221557677e-08,3.76,0.0,4.4751303937513334e-07,0.9888205474156502,0.0021752577208610036,2.51160929161855e-05,0.7390891109541706,0.6947031147833079,2.4498941086093215e-06,1.3186274432860527e-08,0.003503720466228544,6.646462442339195e-07,1.9331764699708087e-09,5.0773195870808056e-11,3.85016207357338e-09,0.0004951664876164003,5.3270858017747304e-09,0.00020969037674193862,0.000198408271070066,0.0009222754637587103,0.005912144311126068,8.913561084824904e-07,1.359051351962149e-06,7.928870703065206e-13,7.538423112400719e-13,8.557804390166437e-08,6.44567942992634e-08,3.056014692978389e-05,2.1612491608692252e-07,0.00016972238004562293,2.846000000091659e-10,3.4530484775070373e-09,2.214043811143435e-06,1.4053309024653486e-09,9.351515856664542e-09,0.00011270347945805448,0.0002242349759502045,6.570210462262432e-10,1.0512016985246063e-09,5.079422771116449e-14,9.18919525993319e-06,0.0001229550255682465
4.184855163952292e-06,1.0405699564725321,0.00022299866813873476,0.0001599872012950514,9.853834139299224e-05,0.002403521629485878,0.0,0.0,0.0001284596877928496,9.253494932472513e-07,0.007730259810550311,0.00035898056105907047,2.210499167007744e-05,1.7617197837421028e-11,4.1228860377725555e-08,2.4255567738625285e-06,0.0002040493184527413,0.00020830631878314241,2.3451910283756138e-05,1.858415655768851e-05,0.014756254127020994,4.5625963845642137e-07,1.535699627676753e-07,2.898033151864243e-08,8.235770717645943e-09,0.0027963226335009682,2.409424654869663e-06,1.703875730287381e-05,2.1467493902193223e-08,9.242307022494235e-10,1.04749582024126e-08,9.725187753082214e-10,1.0740250737891995e-07,1.5905644701276414e-08,3.76,0.0,4.473857740746679e-07,0.988636842174414,0.002231243291358541,2.597135846623268e-05,0.7393527485688108,0.6942461350742998,2.448282822592502e-06,1.3177603911820775e-08,0.003503069528014108,6.751119342945659e-07,1.9496918563980877e-09,5.1681447659583556e-11,3.921467106120258e-09,0.0005045338201573972,5.32226534484593e-09,0.00021310282826250446,0.0002015641829102201,0.0009361007350382748,0.006045515736901606,9.05289172332829e-07,1.3803313532509486e-06,8.063770812683633e-13,7.666596613801376e-13,8.704947743315927e-08,6.587980644368751e-08,3.1038095090954794e-05,2.2095155033201319e-07,0.00017772426871074504,2.8895708039094807e-10,3.535356716465828e-09,2.3740611519611974e-06,1.426958468939484e-09,9.350673964037415e-09,0.00011327145833549234,0.0002323694737846328,6.704570732236316e-10,1.0726371062798459e-09,5.1881545934685455e-14,9.327053914899362e-06,0.0001269058694980362
4.235489170618647e-06,1.0406345438257176,0.0002266437558851037,0.0001624313983538709,0.00010042820118173503,0.002456698253856854,0.0,0.0,0.00013177744791366877,9.51680859427138e-07,0.00792513994587298,0.0003678007148989423,2.265766430144641e-05,1.8507007533136652e-11,4.2603651246416105e-08,2.467267005266255e-06,0.00020892861707177008,0.00021121120348410743,2.418009813921198e-05,1.9091566536406266e-05,0.014937012903933757,4.6209473799354006e-07,1.5686622839565081e-07,3.041811633566401e-08,8.46657792465743e-09,0.002862481123593318,2.4100401489033553e-06,1.7295903553200555e-05,2.2625463956853467e-08,9.685293246790156e-10,1.0924949169126474e-08,9.870576726640473e-10,1.0794987697458956e-07,1.6175654939398523e-08,3.76,0.0,4.472571134831526e-07,0.9884500678341371,0.0022882705954070997,2.68485927992728e-05,0.7396177901277154,0.6937847802956207,2.4466561115128267e-06,1.3168850391132772e-08,0.0035024077162190683,6.857580354589998e-07,1.9663799731016775e-09,5.2602147835942526e-11,3.9937734618962144e-09,0.0005140186335726387,5.317393959417821e-09,0.00021655704843331203,0.00020475774736070603,0.0009500624536523501,0.006180538498317059,9.193958463578826e-07,1.4018764129628281e-06,8.200484310919404e-13,7.796490746992669e-13,8.854080648287496e-08,6.7324431534532e-08,3.152151399002146e-05,2.2583542949621398e-07,0.00018602458694576678,2.933617547108974e-10,3.619070925062087e-09,2.5446021490815276e-06,1.4488214819787024e-09,9.350118974184392e-09,0.0001138486571757133,0.00024073227738288157,6.841883418041876e-10,1.0944056232785286e-09,5.299316896118119e-14,9.466664190340462e-06,0.00013097061833075926
4.286123177285003e-06,1.0406996824475663,0.00023033867039708752,0.00016490360908112027,0.00010234681674931892,0.002510689038326826,0.0,0.0,0.00013515552904368717,9.785939090085204e-07,0.008123305939894337,0.0003767734333822535,2.321948611380886e-05,1.9436974130853427e-11,4.401522463195918e-08,2.5095550657208543e-06,0.00021389329215593925,0.00021414420056752056,2.4925209087877908e-05,1.9608602192465346e-05,0.015117767553927804,4.679365921240472e-07,1.602323545393021e-07,3.1917245691251593e-08,8.703069465676677e-09,0.0029297363997096374,2.410677420818402e-06,1.755583682663938e-05,2.383625387391645e-08,1.0146601756401817e-09,1.1391679442385035e-08,1.0017558826756482e-09,1.0850562264839902e-07,1.6450793238172453e-08,3.76,0.0,4.471270487384538e-07,0.9882601856663701,0.002346354520196481,2.774826739771275e-05,0.7398842525689538,0.6933189993991405,2.445013795381339e-06,1.3160012901995988e-08,0.003501734893619795,6.965858058721718e-07,1.9832401117704516e-09,5.353533967765066e-11,4.067085579247284e-09,0.0005236222686293282,5.312471083631192e-09,0.000220053085228467,0.00020798897291840506,0.000964159947939835,0.006317218801684644,9.336764902463987e-07,1.4236870775661456e-06,8.339022325291329e-13,7.928115935345578e-13,9.00521498313238e-08,6.879096759330381e-08,3.201039712856013e-05,2.3077667389174817e-07,0.00019463188671602934,2.978139760325331e-10,3.7042099286741724e-09,2.726262520038714e-06,1.4709191519028912e-09,9.349869691359537e-09,0.00011443535059819442,0.000249328614827269,6.982218328636631e-10,1.116508798812439e-09,5.4129664978502236e-14,9.60802896302812e-06,0.00013515237903063854
4.3367571839513585e-06,1.0407653785236146,0.00023408368070690705,0.00016740383989770192,0.00010429439921518176,0.002565503423171637,0.0,0.0,0.0001385944624450076,1.0060984903165322e-06,0.008324798157554844,0.0003859008198952963,2.3790504160770295e-05,2.040870716087515e-11,4.5464382489748414e-08,2.552425080906093e-06,0.00021894455785956743,0.00021710640020337912,2.568753988534432e-05,2.0135353504466344e-05,0.015298517395671094,4.73785305748637e-07,1.6366978862464467e-07,3.3479994084133974e-08,8.94538655818625e-09,0.0029981035102195418,2.411336706622302e-06,1.781860558188417e-05,2.5101927639978296e-08,1.0626896673670913e-09,1.1875683605894962e-08,1.0166133150777193e-09,1.0906979474945182e-07,1.6731224003135588e-08,3.76,0.0,4.469955709015276e-07,0.9880671568837105,0.0024055100321050287,2.8670864691848853e-05,0.7401521528616273,0.692848741381381,2.4433556943659726e-06,1.3151090476435996e-08,0.0035010509227831757,7.075964475576435e-07,2.0002714321715287e-09,5.448106049814524e-11,4.1414074481543215e-09,0.0005333460449705342,5.307496157583096e-09,0.00022359096325454405,0.00021125784565381993,0.0009783924327041464,0.006455562402576345,9.481313705626702e-07,1.4457637512465536e-06,8.479395380559549e-13,8.061482026492866e-13,9.158361948631195e-08,7.027971414899814e-08,3.2504734398407246e-05,2.357753849741481e-07,0.00020355488155514087,3.023136681809483e-10,3.7907925759265195e-09,2.919666613759779e-06,1.4932505140618282e-09,9.349946155590645e-09,0.00011503181882152346,0.0002581638166987027,7.125646903845896e-10,1.1389480468134239e-09,5.529161524558358e-14,9.751150134828418e-06,0.00013945432486911003
4.387391190617714e-06,1.0408316382318095,0.0002378790360992623,0.00016993208078037192,0.00010627115037709761,0.002621150842391568,0.0,0.0,0.00014209476489278523,1.0342045231389847e-06,0.008529657040626094,0.0003951849916727806,2.4370761625193125e-05,2.1423868488172557e-11,4.6951935492814004e-08,2.5958810120218134e-06,0.00022408363293296727,0.0002200989193758744,2.6467389061503188e-05,2.067190761087843e-05,0.01547926173074909,4.796409847138508e-07,1.6718000031391398e-07,3.510870753005375e-08,9.193673289501776e-09,0.0030675975731877256,2.4120182366294188e-06,1.8084258877197658e-05,2.6424618986032196e-08,1.112686270428041e-09,1.2377509146949091e-08,1.0316297860340133e-09,1.0964244038276357e-07,1.7017115810765345e-08,3.76,0.0,4.468626709438325e-07,0.9878709426609192,0.0024657521707568794,2.9616878322538692e-05,0.7404215079966051,0.6923739553160757,2.4416816289063635e-06,1.3142082147921791e-08,0.003500355666141415,7.187911033098564e-07,2.0174729593315165e-09,5.543934143761345e-11,4.216742593470695e-09,0.000543191259728639,5.302468623741549e-09,0.0002271706831039983,0.00021456432862094807,0.0009927590073351496,0.0065955745856213855,9.627606580032921e-07,1.468106691718131e-06,8.621613376658397e-13,8.196598271388558e-13,9.31353204365754e-08,7.179097208515498e-08,3.3004511992053745e-05,2.4083164459443957e-07,0.00021280244572515917,3.0686072506178154e-10,3.8788377268174245e-09,3.125468507393804e-06,1.5158144248709281e-09,9.35036971996797e-09,0.00011563834767674391,0.0002672433167321061,7.272242248092153e-10,1.161724640068509e-09,5.647961434968911e-14,9.896028603877701e-06,0.00014387969576603693
4.43802519728407e-06,1.0408984677384527,0.00024172496540200282,0.0001724883048451132,0.00010827726228220036,0.002677640717845813,0.0,0.0,0.00014565693772960187,1.0629219929187779e-06,0.008737923085721687,0.00040462807914671254,2.4960297670396827e-05,2.2484173185231066e-11,4.8478702589270886e-08,2.639926649251612e-06,0.0002293117400959878,0.0002231229021012966,2.7265056749852336e-05,2.1218348638720936e-05,0.01565999984342288,4.855037357840872e-07,1.7076448141219009e-07,3.680580515833026e-08,9.448076622008713e-09,0.0031382337684169644,2.412722235164874e-06,1.8352846364459016e-05,2.7806533283185768e-08,1.1647205585006103e-09,1.2897716533063681e-08,1.0468050161189006e-09,1.102236032783173e-07,1.7308641481606563e-08,3.76,0.0,4.4672833973387134e-07,0.9876715041566528,0.0025270960428511,3.0586813408815836e-05,0.7406923349769995,0.6918945903875569,2.439991419831574e-06,1.313298695199877e-08,0.0034996489860690217,7.301708535488447e-07,2.0348435807717055e-09,5.6410207254199076e-11,4.293094058136789e-09,0.0005531591861104668,5.29738792736962e-09,0.000230792220714504,0.00021790836127396157,0.0010072586539688975,0.006737260144310785,9.775644246657995e-07,1.4907160060527676e-06,8.765685566525942e-13,8.333473303278081e-13,9.470735040461347e-08,7.332504348019327e-08,3.350971231423483e-05,2.459455142543281e-07,0.0002223836131291325,3.11455009990364e-10,3.968364240448053e-09,3.3443531282692844e-06,1.5386095579224243e-09,9.351163132127001e-09,0.000116255228615896,0.0002765726523874081,7.422079163962941e-10,1.1848397044143535e-09,5.769427046153362e-14,1.0042664235951112e-05,0.0001484317985708243
4.488659203950425e-06,1.040965873194063,0.00024562167627485416,0.00017507246793483288,0.00011031291679479927,0.002734982453244087,0.0,0.0,0.00014928146590778332,1.0922609445977513e-06,0.008949636821740232,0.00041423222527019914,2.555914729300623e-05,2.359139036095279e-11,5.004551052818929e-08,2.6845656051868937e-06,0.00023463010538789396,0.00022617951962099816,2.8080844509523434e-05,2.177475753069625e-05,0.015840731000398203,4.913736666122359e-07,1.7442474573918416e-07,3.8573780806572064e-08,9.708746394879621e-09,0.003210027329149136,2.413448920265219e-06,1.862441828265371e-05,2.924994946264826e-08,1.2188652529761626e-09,1.3436879274319393e-08,1.0621386283406022e-09,1.1081332365962782e-07,1.7605978152774084e-08,3.76,0.0,4.4659256802289094e-07,0.9874688025358017,0.0025895568157624123,3.158118682043209e-05,0.7409646508083803,0.6914105959249666,2.4382848884807347e-06,1.3123803926937354e-08,0.003498930744961944,7.417367131419768e-07,2.0523820438067285e-09,5.7393676115798194e-11,4.3704643864059595e-09,0.0005632510719549943,5.292253516958775e-09,0.0002344555267359741,0.0002212898588923782,0.001021890235695502,0.006880623360833182,9.925426413361959e-07,1.5135916465385236e-06,8.911620533874572e-13,8.472115116621404e-13,9.629979959922539e-08,7.488223144092906e-08,3.402031389498343e-05,2.5111703436540597e-07,0.0002323075759659808,3.1609635503314934e-10,4.059390962352378e-09,3.577037400396029e-06,1.5616344001850106e-09,9.352350620097886e-09,0.00011688275871562953,0.00028615746533128874,7.575234185551095e-10,1.2082942129219592e-09,5.893620558769831e-14,1.0191055836099304e-05,0.00015311400728015853
