Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570)
0.00023331318715797238,0.7858343919888053,6.48805876287261e-05,2.0786960311950207e-05,4.780129292562248e-05,0.010322638639964467,0.0,0.0,0.0007873113657748978,5.3282421578258484e-05,0.07186078679245285,0.002092747816912278,3.543523021115345e-06,3.4146323374276e-14,2.281775994354773e-10,1.7474762502453064e-07,0.0018691296869172754,0.003915661437056203,4.689274354295495e-06,8.900916694976714e-09,0.0011655713798006033,1.0533643547955462e-09,1.7989954615122532e-08,8.51218171793798e-05,4.505785955967616e-07,0.02708412125906613,6.858203242964339e-08,0.000920063395917374,0.0016452093809304618,9.745813001135548e-07,1.3103373570378726e-07,4.288164218092132e-10,1.4993416530109082e-07,1.972791101345329e-06,3.76,0.0,0.0009466306256551626,0.9234820507660851,0.027132259209479294,0.003904765081242905,0.9463047007552303,0.8045818550539707,1.0871352441760996e-08,4.664948434729373e-12,0.0003267569373481609,7.152625010318181e-05,7.337159707457363e-10,1.970948895666785e-10,6.152046941932876e-09,0.01550310284823433,2.7597857559002046e-10,1.393977527120409e-05,1.3198936817628958e-05,0.0003171533573592769,0.003088053520430253,1.5263222250822824e-05,1.619334261846577e-05,2.0012824349873863e-12,3.145193818925893e-13,6.510663084836313e-09,2.7785169236735058e-09,0.00011135772864537221,3.830681575844617e-06,0.003911244225599079,7.076344467663801e-07,2.830779082968917e-12,8.594499769922101e-08,0.00012283787667731992,3.464041196865382e-07,0.005419356499994599,0.0032851553635450735,8.162566674856333e-07,2.4651161216579846e-09,6.476247329412343e-07,4.8060266814190066e-08,0.00036283870274909246,2.721869407584536e-10,4.967891928528416e-06,2.1624644100833743e-08,0.00020283460259758922,0.00034068921374987514,1.7625865025316094e-13,2.5966755061540026e-14,1.1185002241242074e-08,4.765113929985952e-08,1.216042066603987e-07,4.8389737130537195e-11
0.00023402206040680317,0.7858854009071311,6.487031615778572e-05,2.0784051971187214e-05,4.7799385719049156e-05,0.010364785430353756,0.0,0.0,0.0007875281301004539,5.334048386990828e-05,0.0723057023363565,0.002104841348607367,3.5584495357597266e-06,3.4204649081593794e-14,2.2850861036747037e-10,1.7478329388367177e-07,0.0018694452249052216,0.00393261281121164,4.71186090573466e-06,8.938739158514614e-09,0.0011703786687252726,1.0606755968825469e-09,1.799463770190118e-08,8.564693973861077e-05,4.5074194387150577e-07,0.027204423043253635,6.905460347678368e-08,0.0009270908500268652,0.001655477805283709,9.791143097494683e-07,1.31576235584254e-07,4.3041417693648555e-10,1.5034051014310048e-07,1.9947829388251144e-06,3.76,0.0,0.0009268242712017837,0.9231013300068712,0.02726674526590162,0.003928051834761149,0.9466608043120572,0.8041754878642687,1.0828279130504152e-08,4.662324259677893e-12,0.00032662222642111644,7.149233025262119e-05,7.332077587516054e-10,1.9695814105493572e-10,6.1482901194018915e-09,0.015520092671658436,2.757075725660374e-10,1.3937861452767553e-05,1.3196298496023216e-05,0.00031696260005023905,0.0030871322486329227,1.5252357206734588e-05,1.6181805923093994e-05,2.000737109905949e-12,3.144336710374034e-13,6.5091720499366305e-09,2.7908285357282574e-09,0.00011128212089531528,3.827711632073647e-06,0.0039296313696002535,7.074164043830227e-07,2.8291966472220643e-12,8.584566338593747e-08,0.00012317103372343528,3.477424967321096e-07,0.005423579059952005,0.003303931280534311,8.133673037265509e-07,2.4553535552561696e-09,6.483792663202525e-07,4.8116558622059916e-08,0.0003649985703726011,2.738104153978513e-10,4.971679695440411e-06,2.163080689601661e-08,0.00020343751872217057,0.0003437410970381325,1.7630887906561815e-13,2.5974154575975155e-14,1.1234956573936333e-08,4.765633054470435e-08,1.2205173623704983e-07,4.873146263534736e-11
0.00023473093365563395,0.7859363893427321,6.48603498942335e-05,2.0781166649063537e-05,4.779747612595454e-05,0.010406933364347204,0.0,0.0,0.0007877490653068295,5.339904596309066e-05,0.07275094614346274,0.0021169443818857226,3.5733402807032984e-06,3.426315034264051e-14,2.2883957652165015e-10,1.7481895961660646e-07,0.0018697524337006654,0.003949509837319728,4.7344221560192e-06,8.976557508091791e-09,0.0011751830848967893,1.0680046706672766e-09,1.79992630845397e-08,8.61715121539379e-05,4.5090560065852225e-07,0.027324472097724792,6.95283701342958e-08,0.0009341339996633399,0.0016657277029101772,9.836366322566985e-07,1.3211802964095014e-07,4.3201270301590814e-10,1.507471468035921e-07,2.0168930041907194e-06,3.76,0.0,0.0009074371863368155,0.9227207699015118,0.02740120524980487,0.003951377399665922,0.947016649427657,0.8037690056654807,1.0786019817260048e-08,4.6597052612239526e-12,0.0003264875723384459,7.14589216783148e-05,7.327007304184815e-10,1.9682155048008374e-10,6.144533022330201e-09,0.015536730408676785,2.7543673535552653e-10,1.3935950930787106e-05,1.3193667376292581e-05,0.00031677215670274485,0.0030862093341660285,1.5241565704760846e-05,1.617034733864021e-05,2.0001918838482808e-12,3.1434797568082534e-13,6.5076804755569e-09,2.803114294271563e-09,0.00011120661309406893,3.8247417293744056e-06,0.003947958153210044,7.071952759815239e-07,2.8276168233788005e-12,8.574648426863389e-08,0.00012350012320015358,3.490802797711756e-07,0.005427810362960635,0.0033226975281174208,8.105542449954344e-07,2.445827761093951e-09,6.491340604404772e-07,4.817287115332034e-08,0.00036715754851033075,2.7543322232321825e-10,4.975463322061887e-06,2.163694149125644e-08,0.00020403833896678582,0.0003467997445568535,1.763588784103781e-13,2.598152032145262e-14,1.1284743023857228e-08,4.766149450369703e-08,1.224992389335702e-07,4.9073513685091796e-11
0.00023543980690446473,0.7859873577905108,6.485068541984723e-05,2.0778304905097396e-05,4.779556674128886e-05,0.010449082603582738,0.0,0.0,0.0007879740623374179,5.34580969715672e-05,0.07319651321234123,0.002129056905107109,3.5881955455391712e-06,3.4321823220224405e-14,2.2917050893264565e-10,1.7485463190103924e-07,0.001870051600466939,0.003966352690173957,4.756958371114023e-06,9.01437207833818e-09,0.0011799846278391065,1.0753515544791426e-09,1.8003833696666117e-08,8.669553241684536e-05,4.510695744943125e-07,0.02744426887337564,7.00033326789562e-08,0.0009411927907342538,0.0016759589971618782,9.881483527480738e-07,1.3265912821910546e-07,4.336120045450166e-10,1.511540801831465e-07,2.0391211842086906e-06,3.76,0.0,0.0008884604915963809,0.9223403704394998,0.027535639301378468,0.003974741704799071,0.9473722399528371,0.8033624164420156,1.0744557324604263e-08,4.657091362105176e-12,0.0003263529750964333,7.142601661443856e-05,7.321949039509931e-10,1.966851266784316e-10,6.140776040197107e-09,0.01555302064839663,2.751660664395772e-10,1.3934044355113702e-05,1.3191043949813494e-05,0.00031658203576806254,0.0030852850203737414,1.5230846947554134e-05,1.6158966015698125e-05,1.999646859163516e-12,3.1426231253264005e-13,6.506188752161925e-09,2.8153742456056664e-09,0.00011113120987589618,3.821772169116866e-06,0.003966224730974502,7.069711744223068e-07,2.826039707317957e-12,8.564746370242145e-08,0.00012382520597086508,3.504174252041055e-07,0.005432050834894951,0.003341454042315465,8.07815975086994e-07,2.436533877053916e-09,6.498892222811628e-07,4.8229212266518165e-08,0.00036931563407584033,2.7705535913989903e-10,4.97924369515109e-06,2.1643051768190568e-08,0.0002046370772629355,0.0003498650782777091,1.7640867990194018e-13,2.5988856952841607e-14,1.1334362581023696e-08,4.766663360141571e-08,1.22946696464309e-07,4.941589236684369e-11
0.00023614868015329552,0.7860383067307186,6.484131930464739e-05,2.0775467259191886e-05,4.779366003155084e-05,0.010491233306501065,0.0,0.0,0.0007882030138129313,5.3517626072409176e-05,0.07364239861093218,0.0021411789072513,3.6030156146081537e-06,3.438067636878977e-14,2.2950141824973838e-10,1.7489032115085927e-07,0.001870343003996944,0.0039831415456700455,4.779469810983927e-06,9.05218320089773e-09,0.0011847832973989007,1.0827162270725153e-09,1.8008352384843885e-08,8.721899864316944e-05,4.5123387275160443e-07,0.027563813827452436,7.047949134930871e-08,0.0009482671697127366,0.0016861716155371412,9.926495550500494e-07,1.3319953976159768e-07,4.3521208563234346e-10,1.5156131490680207e-07,2.061467366782449e-06,3.76,0.0,0.0008698854955353183,0.9219601315903753,0.02767004756382027,0.003998144679046904,0.9477275796272234,0.802955727984536,1.0703874838633442e-08,4.65448248654402e-12,0.0003262184346843031,7.139360723689164e-05,7.316902960104415e-10,1.9654887798408918e-10,6.137019543988844e-09,0.015568967935143873,2.7489556822755643e-10,1.3932142340868779e-05,1.3188428679190591e-05,0.00031639224510604606,0.0030843595403997684,1.5220200133900919e-05,1.6147661100870627e-05,1.9991021353085944e-12,3.1417669767316163e-13,6.50469724680273e-09,2.8276084366719137e-09,0.00011105591559889573,3.818803239428363e-06,0.003984431259393308,7.067442091830301e-07,2.824465388663068e-12,8.554860482243777e-08,0.00012414634208441592,3.5175389093755667e-07,0.005436300890316332,0.003360200761572975,8.051510079038846e-07,2.4274671375610705e-09,6.506448557249914e-07,4.8285589593581655e-08,0.00037147282429173906,2.7867682368849034e-10,4.98302167461512e-06,2.164914148441724e-08,0.0002052337475963687,0.0003529370213655717,1.7645831415259887e-13,2.599616897885567e-14,1.138381622740285e-08,4.767175014740509e-08,1.233940911260224e-07,4.9758600714165715e-11
0.0002368575534021263,0.7860892366293305,6.483224811568699e-05,2.077265419009322e-05,4.779175833942302e-05,0.010533385628367158,0.0,0.0,0.0007884358140226304,5.3577622510466425e-05,0.07408859747553193,0.0021533103778929,3.6178007674697694e-06,3.443971048966541e-14,2.2983231439133879e-10,1.749260346526261e-07,0.0018706269149270658,0.00399987658070672,4.801956729713236e-06,9.089991191510082e-09,0.0011895790937322375,1.0900986676321848e-09,1.8012821889336982e-08,8.774190906868003e-05,4.5139850177470236e-07,0.027683107423121016,7.095684635714353e-08,0.0009553570836203044,0.001696365489555954,9.971403217378652e-07,1.3373927263736266e-07,4.368129499480835e-10,1.5196885533676426e-07,2.0839314409215144e-06,3.76,0.0,0.0008517036907522673,0.9215800533047,0.02780443018306968,0.004021586251326539,0.9480826720820884,0.8025489478947121,1.0663955901374466e-08,4.651878560226839e-12,0.00032608395108456583,7.136168567196811e-05,7.311869215914278e-10,1.964128122537104e-10,6.133263886949848e-09,0.015584576768352591,2.7462524305907247e-10,1.3930245470084406e-05,1.318582199931053e-05,0.0003162027920092636,0.0030834331175236184,1.5209624459405778e-05,1.6136431737545982e-05,1.998557812356398e-12,3.140911460075252e-13,6.503206276264862e-09,2.8398169150069126e-09,0.00011098073435555549,3.81583521565959e-06,0.004002577896788872,7.065144864488994e-07,2.82289395060407e-12,8.544991055390378e-08,0.00012446359077010374,3.5308963634931035e-07,0.005440560932730316,0.003378937626664297,8.025578869504393e-07,2.418622887693692e-09,6.514010616366104e-07,4.834201054554704e-08,0.000373629116677291,2.80297614035436e-10,4.986798094200769e-06,2.165521427632077e-08,0.00020582836400289645,0.00035601549816073787,1.765078108025807e-13,2.600346076632428e-14,1.143310493469353e-08,4.767684633605513e-08,1.2384140578354234e-07,5.010164071450097e-11
0.00023756642665095709,0.7861401479383934,6.48234684119422e-05,2.076986613772396e-05,4.778986388789961e-05,0.010575539721292174,0.0,0.0,0.0007886723589150039,5.363807560254781e-05,0.0745351050097904,0.0021654513071702503,3.6325512788817e-06,3.4498918550629024e-14,2.3016320644311984e-10,1.7496177967777522e-07,0.0018709035959456508,0.004016557973091458,4.824419375547287e-06,9.127796350345162e-09,0.0011943720172916897,1.0974988557622142e-09,1.8017244833261916e-08,8.826426204479435e-05,4.515634669142057e-07,0.027802150129052274,7.143539788601608e-08,0.0009624624800100515,0.0017065405546385466,1.0016207340956928e-06,1.34278336281545e-07,4.384146008630515e-10,1.5237670557805684e-07,2.1065132967107843e-06,3.76,0.0,0.0008339067499982322,0.9212001355150071,0.027938787307551595,0.004045066350572937,0.9484375208431107,0.8021420835898602,1.0624784402956932e-08,4.64927951026516e-12,0.00032594952427335175,7.133024400463331e-05,7.306847942731611e-10,1.9627693685794088e-10,6.129509404837266e-09,0.015599851602479899,2.743550932060476e-10,1.3928354293492559e-05,1.3183224318395573e-05,0.00031601368322498014,0.0030825059654871648,1.519911911747729e-05,1.6125277066888267e-05,1.9980139798652996e-12,3.1400567168383123e-13,6.501716164119531e-09,2.851999728701307e-09,0.00011090566998292845,3.8128683608152747e-06,0.00402066480318062,7.062821091994008e-07,2.8213254709064094e-12,8.53513836194658e-08,0.0001247770104337507,3.544246222310288e-07,0.005444831354838252,0.003397664580602986,8.000351848511495e-07,2.4099965610395403e-09,6.521579379370505e-07,4.839848231814059e-08,0.0003757845090364208,2.8191772846392065e-10,4.990573762169475e-06,2.1661273662588514e-08,0.0002064209405643322,0.00035910043416116676,1.7655719851572562e-13,2.6010736536175954e-14,1.1482229663160448e-08,4.768192425473726e-08,1.2428862385129452e-07,5.044501428814472e-11
0.00023827529989978787,0.7861910410963743,6.481497674485937e-05,2.0767103507047388e-05,4.7787978784589126e-05,0.010617695734255209,0.0,0.0,0.00078891254609065,5.3698974741323585e-05,0.07498191648372002,0.0021776016857561935,3.6472674184429825e-06,3.4558305120237626e-14,2.304941031081427e-10,1.749975654352054e-07,0.001871173301995193,0.004033185901454053,4.846857990882503e-06,9.165598974216218e-09,0.0011991620688138367,1.1049167714481435e-09,1.802162376163945e-08,8.878605603442231e-05,4.5172877251840484e-07,0.027920942419025787,7.191514607948461e-08,0.000969583306950345,0.0017166967499871026,1.0060908720958616e-06,1.348167390698069e-07,4.4001704141608667e-10,1.527848694822984e-07,2.129212825280047e-06,3.76,0.0,0.0008164865223671376,0.9208203781367096,0.028073119087930882,0.004068584905726446,0.9487921293330678,0.8017351423074666,1.0586344574393946e-08,4.646685265171771e-12,0.00032581515422073245,7.129927428641804e-05,7.30183926302605e-10,1.961412587131386e-10,6.125756416722474e-09,0.015614796846945138,2.7408512087442313e-10,1.3926469331137256e-05,1.3180636019016636e-05,0.0003158249249771467,0.0030815782888116445,1.5188683299730848e-05,1.6114196228251674e-05,1.9974707201926565e-12,3.1392028818170977e-13,6.500227225513774e-09,2.8641569263592244e-09,0.00011083072607246362,3.809902925968941e-06,0.004038692140164296,7.06047177291885e-07,2.819760021917207e-12,8.525302654684494e-08,0.00012508665865479818,3.557588107140524e-07,0.0054491125387833815,0.003416381568554172,7.975815027673477e-07,2.401583678024668e-09,6.529155796793413e-07,4.845501189721156e-08,0.00037793899944611324,2.835371654650558e-10,4.9943494619567e-06,2.1667323047553262e-08,0.00020701149140455496,0.00036219175600475645,1.7660650502283315e-13,2.6018000372248176e-14,1.1531191363804612e-08,4.768698588840295e-08,1.2473572926870686e-07,5.078872328011537e-11
0.00023898417314861865,0.786241916528507,6.480676966854552e-05,2.0764366668028554e-05,4.778610502608813e-05,0.010659853813126847,0.0,0.0,0.0007891562747922315,5.376030939896138e-05,0.07542902723271953,0.0021897615048357653,3.661949450955446e-06,3.4617875389956405e-14,2.308250125975353e-10,1.7503339901355665e-07,0.001871436280472196,0.004049760545161049,4.8692728123753535e-06,9.20339935148716e-09,0.0012039492493071847,1.1123523950520826e-09,1.8025961131863836e-08,8.930728960793356e-05,4.5189442202335207e-07,0.028039484771549824,7.239609104804696e-08,0.0009767195130089073,0.001726834018470388,1.0105508144648966e-06,1.3535448836768833e-07,4.4162027425176024e-10,1.5319335066052245e-07,2.1520299187735204e-06,3.76,0.0,0.0007994350295667515,0.9204407810689746,0.028207425676877035,0.004092141845720886,0.9491465008744652,0.801328131109599,1.0548620980546843e-08,4.644095754842788e-12,0.0003256808408910329,7.126876854294883e-05,7.296843285147507e-10,1.9600578431206138e-10,6.122005225789551e-09,0.015629416866092614,2.738153282058939e-10,1.3924591073234703e-05,1.3178057459043964e-05,0.0003156365229883952,0.0030806502831055107,1.5178316196288907e-05,1.6103188359541e-05,1.9969281174645488e-12,3.138350083018204e-13,6.498739739825531e-09,2.87628855705938e-09,0.00011075590597953534,3.8069391506824374e-06,0.004056660070795959,7.058097875450063e-07,2.8181976703946054e-12,8.515484167777687e-08,0.00012539259218449585,3.5709216523754255e-07,0.005453404856391208,0.003435088537749689,7.951954698474932e-07,2.393379860298959e-09,6.536740791229062e-07,4.851160606408241e-08,0.00038009258624517936,2.851559237293519e-10,4.998125952816481e-06,2.167336572393118e-08,0.00020760003068568802,0.0003652893914516732,1.7665575716032317e-13,2.6025256228148832e-14,1.1579990978437981e-08,4.769203311954015e-08,1.2518270648358663e-07,5.113276948974956e-11
0.00023969304639744944,0.7862927746471216,6.479884373889041e-05,2.076165595562761e-05,4.77842445018541e-05,0.010702014100693873,0.0,0.0,0.0007894034458917237,5.3822069130508806e-05,0.07587643265661163,0.0022019307560805458,3.6765976367227973e-06,3.4677622882810455e-14,2.3115594231542597e-10,1.7506928584955228e-07,0.0018716927714233936,0.004066282084231726,4.8916640710454585e-06,9.241197753587045e-09,0.0012087335600405229,1.1198057073146347e-09,1.803025928641526e-08,8.982796143924409e-05,4.520604180135462e-07,0.02815777766949616,7.287823287611157e-08,0.0009838710472373333,0.001736952306511404,1.0150006386829652e-06,1.3589159237269967e-07,4.4322430171296136e-10,1.5360215249215335e-07,2.174964470319471e-06,3.76,0.0,0.0007827444622680384,0.9200613441955728,0.028341707228838785,0.00411573709947221,0.9495006386921027,0.8009210568872048,1.0511598512845408e-08,4.641510910524976e-12,0.0003255465842431294,7.123871878112225e-05,7.29186010465921e-10,1.95870519720856e-10,6.118256119644254e-09,0.015643715979176735,2.7354571727980214e-10,1.392271998180403e-05,1.3175488972591731e-05,0.0003154484825004366,0.003079722135363328,1.5168016996714328e-05,1.6092252598175993e-05,1.99638624999627e-12,3.1374984413309455e-13,6.497253979108639e-09,2.8883946703186e-09,0.00011068121283265622,3.8039772634060296e-06,0.004074568759480649,7.055700338202906e-07,2.8166384781720437e-12,8.505683117520617e-08,0.00012569486694504834,3.5842465050945637e-07,0.00545770866940439,0.0034537854374059713,7.928757427749523e-07,2.385380818679537e-09,6.544335258033785e-07,4.856827140076889e-08,0.0003822452680233856,2.86774002138466e-10,5.001903970451023e-06,2.1679404875867075e-08,0.00020818657260439363,0.00036839326936674403,1.7670498087092903e-13,2.603250792455486e-14,1.1628629437694187e-08,4.7697067733192426e-08,1.256295404383542e-07,5.147715466405283e-11
0.00024040191964628022,0.7863436158519646,6.479119550949862e-05,2.075897167294406e-05,4.77823989979255e-05,0.010744176736683415,0.0,0.0,0.0007896539618795052,5.3884243577031816e-05,0.07632412821869088,0.002214109431620449,3.6912122311446393e-06,3.4737546777624085e-14,2.3148689920323395e-10,1.7510523340796093e-07,0.001871943007735377,0.004082750699261099,4.9140319922624446e-06,9.278994443718566e-09,0.0012135150025316562,1.1272766893221123e-09,1.803452049055646e-08,9.034807030202577e-05,4.5222676221975494e-07,0.02827582159975089,7.336157161050412e-08,0.0009910378591560904,0.0017470515639780482,1.0194404209205292e-06,1.3642805919421935e-07,4.448291258461981e-10,1.540112781254019e-07,2.1980163740000964e-06,3.76,0.0,0.0007664071765311768,0.9196820673856965,0.028475963899828132,0.004139370595867681,0.949854545915576,0.8005139263643085,1.047526238239925e-08,4.638930664788811e-12,0.0003254123842307393,7.120911699593276e-05,7.2868898053301e-10,1.957354705979158e-10,6.114509370899704e-09,0.015657698460368442,2.7327629011477894e-10,1.392085649172669e-05,1.3172930870949081e-05,0.0003152608082934345,0.0030787940242557967,1.5157784890612157e-05,1.608138808170521e-05,1.9958451865078727e-12,3.136648068612995e-13,6.495770207385366e-09,2.9004753160563835e-09,0.00011060664954236887,3.8010174818575187e-06,0.004092418371865599,7.053280071006628e-07,2.8150825022958842e-12,8.495899702991484e-08,0.0001259935380295774,3.5975623243186036e-07,0.005462024329712541,0.0034724722186447107,7.906210052581499e-07,2.377582345061925e-09,6.55194006602015e-07,4.8625014295043147e-08,0.0003843970436109428,2.8839139975721645e-10,5.005684227625602e-06,2.1685443582091726e-08,0.00020877113138828267,0.0003715033197019318,1.7675420123206215e-13,2.6039759154317347e-14,1.1677107661624844e-08,4.770209142251376e-08,1.2607621654908835e-07,5.182188046254979e-11
0.000241110792895111,0.7863944405305207,6.478382153967534e-05,2.0756314093075675e-05,4.778057020087765e-05,0.01078634185778801,0.0,0.0,0.0007899077268530717,5.3946822468518253e-05,0.07677210944478471,0.0022262975240223077,3.7057934847815215e-06,3.4797654088663706e-14,2.3181788989225685e-10,1.7514124867559345e-07,0.0018721872153207677,0.00409916657134627,4.936376795807843e-06,9.316789681361069e-09,0.0012182935785364894,1.1347653224889003e-09,1.8038746942431994e-08,9.086761506603021e-05,4.5239345557277594e-07,0.028393617052879808,7.384610725921867e-08,0.000998219898739906,0.0017571317440765375,1.023870236086584e-06,1.3696389569233495e-07,4.4643474834502293e-10,1.5442073048632823e-07,2.221185524821551e-06,3.76,0.0,0.0007504156903068788,0.9193029504947438,0.028610195847213544,0.004163042263755512,0.950208225581721,0.8001067461021034,1.0439598113422293e-08,4.6363549515108734e-12,0.00032527824080269953,7.117995517696922e-05,7.281932458844822e-10,1.956006422243066e-10,6.11076523792993e-09,0.015671368538782156,2.730070486703053e-10,1.3919001011319275e-05,1.3170383443442423e-05,0.00031507350470547465,0.0030778661204112555,1.514761906766927e-05,1.6070593947876237e-05,1.995304995701482e-12,3.13579907183977e-13,6.4942886658573504e-09,2.912530544560611e-09,0.00011053221880984706,3.798060013399499e-06,0.004110209074737719,7.050837955677538e-07,2.8135297949192155e-12,8.486134106829007e-08,0.00012628865970297327,3.6108687806211146e-07,0.005466352179576748,0.003491148834416089,7.884299674702266e-07,2.369980323008001e-09,6.559556058154136e-07,4.868184094541247e-08,0.0003865479120683385,2.900081158258598e-10,5.009467414769118e-06,2.1691484818611836e-08,0.00020935372129243137,0.000374619473478905,1.768034424957924e-13,2.6047013490052216e-14,1.1725426561153877e-08,4.770710578985513e-08,1.2652272068693278e-07,5.2166948483760944e-11
0.0002418196661439418,0.7864452490583227,6.47767183983984e-05,2.0753683458695694e-05,4.77787597015292e-05,0.010828509597692309,0.0,0.0,0.0007901646465025712,5.400979562655922e-05,0.07722037192232954,0.002238495026269234,3.7203416438803812e-06,3.4857941821682764e-14,2.321489203297248e-10,1.7517733604490265e-07,0.0018724256133021558,0.0041155298820128505,4.958698696021085e-06,9.354583712953822e-09,0.001223069290038501,1.1422715885655547e-09,1.8042940733684665e-08,9.138659469352077e-05,4.52560498268736e-07,0.02851116452280719,7.433183980285422e-08,0.0010054171164035008,0.0017671928032475632,1.0282901578897657e-06,1.3749910885759082e-07,4.480411706103511e-10,1.548305122919107e-07,2.2444718186841044e-06,3.76,0.0,0.0007347626800114382,0.9189239933650755,0.028744403229522066,0.004186752031935,0.950561680636997,0.7996995225029399,1.04045915364807e-08,4.633783705846644e-12,0.0003251441539032344,7.115122531459186e-05,7.276988125669482e-10,1.9546603950719757e-10,6.107023965245124e-09,0.01568473039852243,2.727379948484231e-10,1.3917153923486013e-05,1.3167846958273217e-05,0.00031488657565136057,0.003076938586688945,1.5137518718289517e-05,1.6059869335301936e-05,1.9947657449440653e-12,3.1349515541981e-13,6.492809586290208e-09,2.9245604064552974e-09,0.0001104579231352197,3.795105055406518e-06,0.004127941035925214,7.048374846779704e-07,2.8119804038177828e-12,8.476386495920432e-08,0.00012658028540360415,3.624165555916788e-07,0.005470692551848789,0.0035098152394244593,7.863013655793061e-07,2.3625707233857685e-09,6.56718405221383e-07,4.873875736599637e-08,0.0003886978726764969,2.9162414975262094e-10,5.0132542005604925e-06,2.1697531461418835e-08,0.0002099343565960043,0.0003777416627717148,1.768527280967168e-13,2.6054274383377616e-14,1.1773587037002784e-08,4.7712112349560644e-08,1.2696903916624492e-07,5.2512360289527425e-11
0.00024252853939277257,0.786496041799249,6.476988265878505e-05,2.0751079983454174e-05,4.777696899825704e-05,0.01087068008709939,0.0,0.0,0.0007904246280965962,5.40731529668173e-05,0.07766891129945681,0.002250701931735018,3.734856950160095e-06,3.491840473949221e-14,2.3247999590060203e-10,1.7521350097910247e-07,0.0018726584141901736,0.004131840813146024,4.980997901826462e-06,9.392376772149545e-09,0.0012278421392385897,1.1497954696177867e-09,1.804710387251782e-08,9.190500823581675e-05,4.527278897805381e-07,0.02862846450650901,7.481876918899202e-08,0.0010126294629878012,0.0017772347010653149,1.0327002587726209e-06,1.380337061845845e-07,4.496483937745868e-10,1.5524062605101132e-07,2.267875152352603e-06,3.76,0.0,0.0007194409771737825,0.9185451958267504,0.02887858620625004,0.004210499829147151,0.9509149139398134,0.7992922618142171,1.0370228781954515e-08,4.6312168642029285e-12,0.0003250101234722144,7.112291940579766e-05,7.272056855898698e-10,1.9533166699061574e-10,6.103285783939853e-09,0.01569778817874928,2.7246913049529817e-10,1.3915315586981969e-05,1.3165321663370261e-05,0.00031470002464014887,0.0030760115784440665,1.5127483034404299e-05,1.604921338429467e-05,1.9942274923615948e-12,3.134105608698411e-13,6.49133318795784e-09,2.936564952669602e-09,0.00011038376482560884,3.792152795613276e-06,0.0041456144242033284,7.045891572361518e-07,2.81043437256567e-12,8.466657021995757e-08,0.00012686846774569562,3.6374523428100327e-07,0.005475045770185582,0.003528471390056595,7.842339613021399e-07,2.3553495946040622e-09,6.574824841428415e-07,4.879576939124911e-08,0.00039084692492726843,2.93239501106468e-10,5.0170452325012006e-06,2.1703586289380817e-08,0.0002105130515989826,0.00038086982068958735,1.769020806701466e-13,2.6061545167478443e-14,1.1821589978821789e-08,4.7717112533128154e-08,1.2741515872837647e-07,5.2858117359546355e-11
