Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414)
8.745662212590155e-07,0.9609731187572836,6.12726723907476e-06,4.12402905371129e-06,2.115484235177318e-06,1.5385602767673383e-05,0.0,0.0,2.716571919480187e-06,1.417378336762918e-08,2.2404956577110113e-05,1.5347561012195103e-06,1.5180309038088992e-07,3.0177179045878345e-16,2.6600051716270292e-11,4.00074856411117e-08,1.2720535748068876e-06,2.4170212843009873e-05,2.7194203938674038e-08,3.866604952874735e-08,0.0013842176760232184,2.825721670785783e-08,1.9933157777603764e-09,1.4895876538395385e-12,4.261044148798356e-11,1.3480836606459036e-05,1.3422147071924392e-07,5.981373221006703e-08,3.192086312711786e-13,3.8045427433855325e-14,3.467876327994555e-12,6.869823837447022e-14,5.931935153457519e-09,9.256195124110429e-11,3.76,0.0,5.56104336062533e-06,0.9968446076300583,1.022143034861867e-05,2.8430945370845342e-08,0.5630641292957579,0.5601947295122245,1.423193477633803e-06,7.228411787372347e-09,0.003093112045442763,1.5941062782492808e-07,2.9676750413517737e-09,1.2214554454707888e-12,7.73375105352905e-11,2.374455449804041e-05,3.881745912356562e-09,3.488267533465857e-06,3.1010032013834896e-06,1.4776578706083839e-05,1.7773031821010776e-05,2.7769209349519082e-08,4.039612668846065e-08,1.7452184930426133e-14,1.504054153852767e-14,1.5194529417522579e-09,9.682634575717993e-10,6.302821137073994e-07,8.40471304562306e-10,9.060836814503464e-08,2.7881646405370782e-11,5.0626445543430614e-12,3.6529980541009954e-11,9.32649361569384e-08,4.9222605633800845e-09,9.453864860058714e-06,2.2427849854767234e-07,2.3528241306550587e-11,2.181875820039425e-15,1.98857155744696e-10,3.0212948767918286e-11,3.293805448619044e-07,1.980314424439375e-11,1.3194475299090288e-10,2.82995794415304e-14
8.780889556060644e-07,0.9609741963520897,6.139768606549444e-06,4.134188642982133e-06,2.120923611428801e-06,1.5461813874713486e-05,0.0,0.0,2.721663419070544e-06,1.4211825968232351e-08,2.2610423974248794e-05,1.5453872625713712e-06,1.525712151625651e-07,3.054277402059123e-16,2.6861968280605672e-11,4.011121535470957e-08,1.279566452105213e-06,2.42748970241594e-05,2.746598141757316e-08,3.8955983577377374e-08,0.0013903324753694285,2.8393056768998733e-08,1.9985536218057898e-09,1.5065818350856564e-12,4.286388394609461e-11,1.3577088191375308e-05,1.3422336602497755e-07,6.009549078471438e-08,3.241814586587789e-13,3.84984551884814e-14,3.49165499741181e-12,6.908288833614838e-14,5.933468322374894e-09,9.303109977123969e-11,3.76,0.0,5.322377793821091e-06,0.9968442666573727,1.0286242180103413e-05,2.866245863137044e-08,0.5630705990751649,0.5601883608232364,1.4230800312228998e-06,7.228307049708723e-09,0.0030931109846911776,1.5953652645818371e-07,2.9680965262661553e-09,1.2241878952884025e-12,7.75354034840197e-11,2.3842448704846116e-05,3.8816961083043966e-09,3.496781245774128e-06,3.1086058684650256e-06,1.4841562164829658e-05,1.793764090908315e-05,2.7823317414729558e-08,4.047719561516149e-08,1.7497931791818343e-14,1.507958064220201e-14,1.5234262816790666e-09,9.730819033360268e-10,6.319370972949668e-07,8.483279467942958e-10,9.066763637188008e-08,2.804772741096871e-11,5.075472638060093e-12,3.6625944294004913e-11,9.323678728477375e-08,4.922126244949127e-09,9.467235992015642e-06,2.2618712503893645e-07,2.3200980630372733e-11,2.15129069652183e-15,1.9992252130367795e-10,3.0378282767656224e-11,3.3149004339028023e-07,1.9934290906545572e-11,1.3307025725226873e-10,2.854172339368914e-14
8.816116899531133e-07,0.9609752722986055,6.1522795980331565e-06,4.144345248398901e-06,2.1263674823332186e-06,1.553818524918793e-05,0.0,0.0,2.726768016818215e-06,1.4249836934017777e-08,2.2816736449166034e-05,1.556046190492492e-06,1.5334044110879136e-07,3.091126077822445e-16,2.7125233132417763e-11,4.0214929356789707e-08,1.2870962306467277e-06,2.4379568104122838e-05,2.7739146564152307e-08,3.92468173246177e-08,0.001396447163822623,2.852889495739821e-08,2.003790911126752e-09,1.5237192372847267e-12,4.3117902129387494e-11,1.3673581362122211e-05,1.342252576751014e-07,6.037724439812626e-08,3.2921197708709603e-13,3.895520782446845e-14,3.515521267393263e-12,6.94685178854608e-14,5.935002447305617e-09,9.35002748375753e-11,3.76,0.0,5.09459190513323e-06,0.99684392510896,1.035121968555536e-05,2.8895333953860053e-08,0.5630770582442097,0.5601819804800211,1.4229709903269814e-06,7.2282031906451064e-09,0.003093109922153352,1.5966099644538734e-07,2.9685177001894145e-09,1.2269226960148255e-12,7.773345440153422e-11,2.3940282957654924e-05,3.881646227735425e-09,3.5052954374867e-06,3.116208263975107e-06,1.4906438360554328e-05,1.8102909423113632e-05,2.7877466770233792e-08,4.055832534512298e-08,1.7543667961952686e-14,1.511861330082754e-14,1.5273991100114235e-09,9.77903849059158e-10,6.335907786460371e-07,8.562163802504679e-10,9.072728825889106e-08,2.82141831452273e-11,5.088297918737205e-12,3.672183128251509e-11,9.320865099420103e-08,4.921992922760414e-09,9.480605453001591e-06,2.2810476752070185e-07,2.288841589724289e-11,2.122080208060872e-15,2.0098974047186229e-10,3.0543899090097566e-11,3.33604038946533e-07,2.0065721817226017e-11,1.3419981866365398e-10,2.878474218449325e-14
8.851344243001623e-07,0.9609763466776208,6.164800028418087e-06,4.154499055075005e-06,2.131815834556599e-06,1.561471700304234e-05,0.0,0.0,2.7318857188790768e-06,1.428781734446409e-08,2.302389298141272e-05,1.5667328817434376e-06,1.5411077083986137e-07,3.128265072052427e-16,2.738984731429988e-11,4.031862962536631e-08,1.2946429207900085e-06,2.448422608316381e-05,2.801370041332202e-08,3.953855262183852e-08,0.0014025617412003987,2.866473125956463e-08,2.0090277406185122e-09,1.541000625620034e-12,4.337249641798965e-11,1.3770316030970462e-05,1.3422714599300293e-07,6.065899305461759e-08,3.343006404875774e-13,3.941570415862588e-14,3.539475356169063e-12,6.985512609422806e-14,5.9365375418760924e-09,9.396947652506342e-11,3.76,0.0,4.87718973879167e-06,0.99684358298465,1.0416362999839981e-05,2.9129574454204358e-08,0.5630835072985441,0.5601755889787262,1.4228661540292949e-06,7.2281001696770724e-09,0.0030931088578287557,1.5978405734101527e-07,2.968938576393277e-09,1.2296598270764519e-12,7.793166284177152e-11,2.4038057368900404e-05,3.881596273785161e-09,3.5138102214374153e-06,3.1238105047071057e-06,1.4971208236178524e-05,1.826883625543551e-05,2.7931656577517997e-08,4.063951467091158e-08,1.7589394408383518e-14,1.5157640269498672e-14,1.5313715016440216e-09,9.827292933874633e-10,6.352432144969501e-07,8.641365504643479e-10,9.078732697955326e-08,2.838101383709359e-11,5.101120622538286e-12,3.68176448209257e-11,9.318052738967003e-08,4.92186055224858e-09,9.493973259195697e-06,2.3003144907661825e-07,2.258990431623039e-11,2.0941842332887355e-15,2.0205882227883783e-10,3.070979921722975e-11,3.35722532175651e-07,2.0197436984569736e-11,1.353334345029762e-10,2.902863520811062e-14
8.886571586472112e-07,0.9609774195662357,6.177329719589927e-06,4.164650243133006e-06,2.1372686552151927e-06,1.5691409245973365e-05,0.0,0.0,2.7370165313517496e-06,1.4325768269676382e-08,2.32318925622641e-05,1.5774473336010605e-06,1.5488220697026486e-07,3.1656955286115055e-16,2.7655811879257038e-11,4.042231808513314e-08,1.3022065328537605e-06,2.4588870961641766e-05,2.8289644009207684e-08,3.983119130608594e-08,0.0014086762073260047,2.8800565662588586e-08,2.014264202933864e-09,1.5584267675462424e-12,4.362766719082336e-11,1.3867292114408825e-05,1.3422903128644167e-07,6.094073675898538e-08,3.3944790493107625e-13,3.9879963064750205e-14,3.563517482683883e-12,7.0242712074395e-14,5.938073618959329e-09,9.443870492014784e-11,3.76,0.0,4.669697947401103e-06,0.9968432402842674,1.0481672257342712e-05,2.936518324777999e-08,0.5630899467112224,0.5601691867928702,1.422765330571941e-06,7.227997948146461e-09,0.003093107791716846,1.599057284418195e-07,2.969359167741716e-09,1.232399268662675e-12,7.813002837295772e-11,2.413577205135103e-05,3.881546249502189e-09,3.5223257072757896e-06,3.1314127041690505e-06,1.5035872733237957e-05,1.8435420309818846e-05,2.7985886029875484e-08,4.072076243044615e-08,1.7635112072549112e-14,1.519666228295744e-14,1.5353435294594042e-09,9.875582350319483e-10,6.368944600969151e-07,8.720884035275912e-10,9.084775571212992e-08,2.8548219714624337e-11,5.113940969476282e-12,3.6913388136813e-11,9.315241657158395e-08,4.921729090828247e-09,9.50733942607342e-06,2.319671928094996e-07,2.2304831199066866e-11,2.067545279348379e-15,2.0312977567711452e-10,3.08759846179188e-11,3.3784552377341814e-07,2.0329436420844855e-11,1.3647110213912151e-10,2.927340187852941e-14
8.921798929942601e-07,0.9609784910380298,6.189868500214968e-06,4.174798987845706e-06,2.1427259318758744e-06,1.5768262085514412e-05,0.0,0.0,2.7421604602818416e-06,1.4363690770470841e-08,2.3440734194633105e-05,1.588189543844634e-06,1.5565475210821854e-07,3.2034185950567905e-16,2.792312789046215e-11,4.052599660895256e-08,1.309787077118094e-06,2.469350274000799e-05,2.8566978404916497e-08,4.0124735199891234e-08,0.0014147905620280857,2.8936398154116073e-08,2.019500388531961e-09,1.5759984327958074e-12,4.3883414825644513e-11,1.3964509533033025e-05,1.3423091384831115e-07,6.122247551648584e-08,3.4465422863310394e-13,4.0348003473651436e-14,3.5876478665973704e-12,7.063127497687282e-14,5.939610690718386e-09,9.490796011068621e-11,3.76,0.0,4.471664761328846e-06,0.9968428970076327,1.0547147591985929e-05,2.960216344953298e-08,0.5630963769337314,0.5601627743743737,1.4226683369383605e-06,7.2278964891571945e-09,0.003093106723817065,1.600260287901522e-07,2.9697794867046047e-09,1.2351410017078544e-12,7.832855057771805e-11,2.423342711809491e-05,3.881496157675045e-09,3.5308420015694924e-06,3.1390149726855017e-06,1.5100432791695253e-05,1.8602660501384956e-05,2.8040154351420693e-08,4.080206750562788e-08,1.768082187048885e-14,1.5235680056160013e-14,1.5393152643840016e-09,9.923906727666067e-10,6.385445692449112e-07,8.800718860858593e-10,9.090857763982105e-08,2.8715801005011013e-11,5.126759173589097e-12,3.700906437309332e-11,9.312431863648434e-08,4.9215984978062066e-09,9.520703968437427e-06,2.3391202184024475e-07,2.2032608733454493e-11,2.042108367157372e-15,2.0420260954335484e-10,3.104245674810986e-11,3.399730144850275e-07,2.0461720142336332e-11,1.3761281903085625e-10,2.9519041629319693e-14
8.95702627341309e-07,0.9609795611632223,6.202416205533003e-06,4.1849454597736776e-06,2.148187652555954e-06,1.5845275627118793e-05,0.0,0.0,2.7473175116660165e-06,1.4401585898458677e-08,2.3650416892983624e-05,1.5989595107423811e-06,1.5642840885520703e-07,3.2414354226460685e-16,2.8191796421016467e-11,4.0629667019308166e-08,1.3173845638258142e-06,2.4798121418801407e-05,2.8845704662309223e-08,4.041918611110441e-08,0.0014209048051404293,2.9072228722322828e-08,2.024736385726683e-09,1.5937163933854385e-12,4.413973969908174e-11,1.4061968211437832e-05,1.3423279395736343e-07,6.150420933281293e-08,3.4992007195908993e-13,4.0819844373182364e-14,3.6118667282845215e-12,7.102081399041249e-14,5.941148768647603e-09,9.537724218587675e-11,3.76,0.0,4.282659005073517e-06,0.9968425531545622,1.0612789137245817e-05,2.9840518174058614e-08,0.5631027983969737,0.5601563521545438,1.4225749984548619e-06,7.227795757494966e-09,0.0030931056541288393,1.6014497717725102e-07,2.9701995453709027e-09,1.2378850078699814e-12,7.85272290531626e-11,2.4331022682524778e-05,3.88144600099301e-09,3.539359207903724e-06,3.146617417496492e-06,1.5164889349759751e-05,1.8770555756521015e-05,2.8094460796131056e-08,4.088342882100736e-08,1.772652469354345e-14,1.5274694284829452e-14,1.543286775442811e-09,9.97226605426681e-10,6.401935943258707e-07,8.880869453346921e-10,9.096979595091686e-08,2.8883757934605414e-11,5.1395754431109935e-12,3.710467659012999e-11,9.309623367722729e-08,4.921468734297485e-09,9.534066900447093e-06,2.3586595930679823e-07,2.1772674809815983e-11,2.0178209216704508e-15,2.0527733267959197e-10,3.120921705102619e-11,3.4210500510373763e-07,2.0594288169233063e-11,1.3875858272575464e-10,2.9765553913398554e-14
8.992253616883579e-07,0.9609806300088268,6.214972677155894e-06,4.195089824899343e-06,2.1536538057224266e-06,1.5922449974240175e-05,0.0,0.0,2.752487691455856e-06,1.4439454696129404e-08,2.3860939683244074e-05,1.6097572330383738e-06,1.5720317980553582e-07,3.2797471663429894e-16,2.846181855371405e-11,4.0733331089721536e-08,1.3249990031837218e-06,2.4902726998644766e-05,2.9125823851776565e-08,4.071454583275068e-08,0.0014270189365017311,2.92080573558899e-08,2.0299722807344996e-09,1.6115814236225972e-12,4.439664218667619e-11,1.4159668078112167e-05,1.3423467187889963e-07,6.178593821407773e-08,3.5524589742965063e-13,4.1295504808270676e-14,3.636174288835994e-12,7.141132834050924e-14,5.942687863611663e-09,9.584655123618903e-11,3.76,0.0,4.102269158472929e-06,0.9968422087248676,1.0678597026169074e-05,3.008025053567828e-08,0.5631092115122069,0.5601499205450141,1.4224851484103045e-06,7.227695719550568e-09,0.0030931045826515877,1.602625921464848e-07,2.9706193554613943e-09,1.2406312695122634e-12,7.872606341094678e-11,2.4428558858323666e-05,3.8813957821225265e-09,3.5478774269775815e-06,3.1542201428536256e-06,1.5229243343714944e-05,1.893910501279471e-05,2.814880464691595e-08,4.0964845342487313e-08,1.777222140903833e-14,1.5313705645994814e-14,1.547258129812729e-09,1.0020660319069484e-09,6.418415863461463e-07,8.961335290153866e-10,9.103141383894446e-08,2.905209072894553e-11,5.152389980639521e-12,3.720022776779916e-11,9.306816178315169e-08,4.921339763145128e-09,9.547428235646757e-06,2.3782902836314907e-07,2.1524491899169816e-11,1.9946326669244772e-15,2.0635395381443266e-10,3.137626695736616e-11,3.4424149646957425e-07,2.0727140525518463e-11,1.3990839085914158e-10,3.0012938202798554e-14
9.027480960354069e-07,0.9609816976387942,6.227537762871676e-06,4.205232244757647e-06,2.1591243802907146e-06,1.5999785228410638e-05,0.0,0.0,2.7576710055615643e-06,1.4477298196933415e-08,2.4072301602721028e-05,1.6205827099398028e-06,1.579790675458965e-07,3.3183549848214796e-16,2.873319538081057e-11,4.0836990546133784e-08,1.3326304053639104e-06,2.5007319480241087e-05,2.9407337052020318e-08,4.1010816142909424e-08,0.0014331329559553686,2.9343884043980267e-08,2.0352081577218173e-09,1.6295943001120381e-12,4.465412266292194e-11,1.4257609065337177e-05,1.3423654786542713e-07,6.206766216678876e-08,3.606321697258656e-13,4.177500388095399e-14,3.660570770058348e-12,7.180281728833742e-14,5.944227985882651e-09,9.631588735329849e-11,3.76,0.0,3.930102460707142e-06,0.9968418637183569,1.0744571391389479e-05,3.0321363648513455e-08,0.5631156166719375,0.5601434799386406,1.4223986276931204e-06,7.2275963432467285e-09,0.003093103509384714,1.603788919965598e-07,2.9710389283409984e-09,1.2433797696869266e-12,7.892505327730838e-11,2.4526035759451314e-05,3.881345503512161e-09,3.5563967566975067e-06,3.161823250113393e-06,1.529349570775327e-05,1.9108307218869123e-05,2.8203185214712172e-08,4.104631607606066e-08,1.781791286095058e-14,1.535271479851709e-14,1.55122939287455e-09,1.0069089511600934e-09,6.434885949682689e-07,9.042115854108779e-10,9.109343450280901e-08,2.922079961278183e-11,5.1652029832981555e-12,3.729572080751471e-11,9.304010304023996e-08,4.921211548843518e-09,9.560787986992668e-06,2.398012521783671e-07,2.128754597990226e-11,1.9724955256565193e-15,2.0743248160424678e-10,3.1543607885498594e-11,3.4638248946807224e-07,2.0860277238864523e-11,1.4106224115305087e-10,3.026119398843952e-14
9.062708303824558e-07,0.9609827641141553,6.240111316454068e-06,4.215372876563381e-06,2.1645993656229217e-06,1.6077281489316186e-05,0.0,0.0,2.762867459855497e-06,1.451511742536389e-08,2.4284501700013043e-05,1.6314359411046086e-06,1.5875607465494356e-07,3.3572600404694195e-16,2.9005928003796223e-11,4.0940647068252524e-08,1.340278780505078e-06,2.5111898864370126e-05,2.9690245349839025e-08,4.1307998804614035e-08,0.0014392468633491827,2.94797087762166e-08,2.040444098851771e-09,1.647755801762385e-12,4.4912181501306453e-11,1.4355791109087242e-05,1.3423842215728492e-07,6.234938119783365e-08,3.660793556945625e-13,4.225836075041757e-14,3.6850563944742316e-12,7.21952801297144e-14,5.945769145175189e-09,9.678525063002491e-11,3.76,0.0,3.7657840551458835e-06,0.9968415181348341,1.0810712365144256e-05,3.0563860626556945e-08,0.5631220142507769,0.560137030710358,1.4223152844448878e-06,7.227497597968259e-09,0.003093102434327607,1.604938947846883e-07,2.9714582750306593e-09,1.2461304921158531e-12,7.912419829308468e-11,2.4623453500130872e-05,3.881295167466625e-09,3.5649172922678665e-06,3.1694268378277802e-06,1.5357647373818132e-05,1.9278161334417702e-05,2.8257601837605182e-08,4.112784006658268e-08,1.7863599870559734e-14,1.5391722383601958e-14,1.5552006282636839e-09,1.0117553621951459e-09,6.451346685450029e-07,9.123210633416272e-10,9.115586114692927e-08,2.938988481010382e-11,5.178014642894704e-12,3.739115853421207e-11,9.301205753127121e-08,4.921084057465115e-09,9.574146166878819e-06,2.417826539356758e-07,2.1061345511313786e-11,1.951363523296829e-15,2.0851292463434157e-10,3.171124124165614e-11,3.485279850290598e-07,2.0993698340529216e-11,1.422201314151983e-10,3.051032077990371e-14
9.097935647295047e-07,0.960983829493153,6.252693197477297e-06,4.225511873335259e-06,2.170078751525651e-06,1.6154938854869975e-05,0.0,0.0,2.768077060175526e-06,1.4552913397038024e-08,2.4497539034924758e-05,1.6423169266294564e-06,1.595342037028847e-07,3.3964634993916317e-16,2.928001753317299e-11,4.104430229086505e-08,1.3479441387138333e-06,2.5216465151884936e-05,2.997454983991846e-08,4.160609556577219e-08,0.001445360658535274,2.961553154265996e-08,2.0456801843304298e-09,1.6660667097927502e-12,4.5170819074351554e-11,1.4454214148933754e-05,1.3424029498323965e-07,6.263109531446155e-08,3.715879243536114e-13,4.2745594633034893e-14,3.709631385322496e-12,7.25887161940943e-14,5.9473113506796945e-09,9.725464116027398e-11,3.76,0.0,3.6089561731784193e-06,0.9968411719740988,1.0877020079290306e-05,3.080774458374143e-08,0.5631284046062575,0.5601305732179969,1.4222349737296912e-06,7.227399454495419e-09,0.003093101357479646,1.6060761832971808e-07,2.9718774062188314e-09,1.248883421172041e-12,7.932349811370954e-11,2.4720812194835984e-05,3.881244776302269e-09,3.573439126278789e-06,3.1770310018322365e-06,1.542169927145275e-05,1.944866633003956e-05,2.8312053879975633e-08,4.1209416396577076e-08,1.79092832370826e-14,1.5430729025299714e-14,1.559171897919599e-09,1.01660526407593e-09,6.467798541527047e-07,9.204619121615163e-10,9.121869698136773e-08,2.95593465441669e-11,5.190825146075549e-12,3.748654369829172e-11,9.298402533596772e-08,4.92095725659043e-09,9.587502787161619e-06,2.4377325683156e-07,2.0845420451907784e-11,1.9311926961468204e-15,2.0959529142012176e-10,3.187916842012664e-11,3.506779841254802e-07,2.112740386525717e-11,1.4338205953796982e-10,3.0760318105214127e-14
9.133162990765536e-07,0.9609848938313694,6.26528327113608e-06,4.235649384016779e-06,2.175562528247398e-06,1.6232757421283163e-05,0.0,0.0,2.77329981232826e-06,1.4590687118777598e-08,2.471141267838119e-05,1.6532256670380605e-06,1.6031345725108394e-07,3.4359665314122264e-16,2.955546508823606e-11,4.114795780511831e-08,1.3556264900660048e-06,2.5321018343708765e-05,3.026025162462649e-08,4.1905108159105456e-08,0.001451474341369804,2.975135233378955e-08,2.0509164924524173e-09,1.6845278077393844e-12,4.543003575365447e-11,1.4552878127951686e-05,1.3424216656105235e-07,6.291280452426624e-08,3.771583468972281e-13,4.3236724802410825e-14,3.734295966558258e-12,7.298312484358924e-14,5.948854611093941e-09,9.772405903898259e-11,3.76,0.0,3.4592773552488407e-06,0.9968408252359473,1.0943494665320217e-05,3.1053018634005543e-08,0.5631347880796104,0.560124107803062,1.4221575572185546e-06,7.227301884940293e-09,0.0030931002788401997,1.6072008021522443e-07,2.972296332272587e-09,1.2516385418644433e-12,7.952295240919076e-11,2.4818111958278703e-05,3.881194332181031e-09,3.5819623487912825e-06,3.184635835331072e-06,1.5485652327655873e-05,1.9619821187174944e-05,2.836654073167041e-08,4.129104418507472e-08,1.7954963738292483e-14,1.546973533099269e-14,1.5631432621340105e-09,1.021458655919562e-09,6.484241976239894e-07,9.286340817537529e-10,9.12819452219558e-08,2.9729185037519205e-11,5.203634674475834e-12,3.758187897752291e-11,9.295600653113452e-08,4.9208311152411e-09,9.600857859183483e-06,2.457730840749085e-07,2.0639321320478212e-11,1.9119410035599694e-15,2.1067959040823434e-10,3.204739080344236e-11,3.5283248777225305e-07,2.1261393851183467e-11,1.4454802349742414e-10,3.1011185510616165e-14
9.168390334236025e-07,0.9609859571818478,6.277881408070651e-06,4.245785553593955e-06,2.1810506864755664e-06,1.6310737283133584e-05,0.0,0.0,2.7785357220921004e-06,1.4628439588688874e-08,2.492612171234241e-05,1.664162163269831e-06,1.6109383785167762e-07,3.47577031007633e-16,2.9832271796859565e-11,4.1251615159766234e-08,1.3633258446079465e-06,2.542555844083209e-05,3.05473518138127e-08,4.220503830210722e-08,0.0014575879117128094,2.988717114048331e-08,2.0561530996458876e-09,1.7031398814623632e-12,4.568983190992917e-11,1.4651782992628805e-05,1.342440370980182e-07,6.319450883517048e-08,3.827910967012874e-13,4.3731770589427456e-14,3.75905036285291e-12,7.337850547201877e-14,5.950398934652927e-09,9.819350436206676e-11,3.76,0.0,3.3164217074007577e-06,0.9968404779201716,1.1010136254378087e-05,3.1299685891357445e-08,0.5631411649965091,0.5601176347914784,1.4220829028882635e-06,7.22720486268608e-09,0.0030930991984086213,1.608312977925641e-07,2.972715063248336e-09,1.2543958398208606e-12,7.972256086407127e-11,2.4915352905397706e-05,3.881143837084677e-09,3.590487047419753e-06,3.1922414289803543e-06,1.5549507466743797e-05,1.979162489802096e-05,2.8421061807197653e-08,4.137272258648473e-08,1.8000642131123166e-14,1.550874189187034e-14,1.5671147795978562e-09,1.0263155368950184e-09,6.500677435797153e-07,9.368375225267853e-10,9.134560909041394e-08,2.9899400512028816e-11,5.216443404865691e-12,3.7677166978907494e-11,9.292800119079282e-08,4.920705603815942e-09,9.614211393795402e-06,2.4778215888618986e-07,2.044261829811983e-11,1.8935682439508687e-15,2.117658299776988e-10,3.2215909762567496e-11,3.549914970251726e-07,2.1395668339740518e-11,1.4571802135231e-10,3.126292256036237e-14
9.203617677706515e-07,0.9609870195952075,6.290487484196734e-06,4.255920523209979e-06,2.18654321733314e-06,1.6388878533432214e-05,0.0,0.0,2.783784795220175e-06,1.4666171796241833e-08,2.5141665229718355e-05,1.6751264166688555e-06,1.6187534804720383e-07,3.5158760126512493e-16,3.011043879528663e-11,4.135527586238526e-08,1.371042212357843e-06,2.5530085444309503e-05,3.0835851524612385e-08,4.25058876970183e-08,0.0014637013694280216,3.002298795399945e-08,2.061390080516883e-09,1.7219037191523092e-12,4.595020791304768e-11,1.4750928692777495e-05,1.3424590679148066e-07,6.347620825541073e-08,3.8848664932864613e-13,4.4230751382292725e-14,3.7838947995940545e-12,7.37748575039862e-14,5.9519443291571676e-09,9.866297722637301e-11,3.76,0.0,3.180078191712687e-06,0.9968401300265607,1.1076944977275172e-05,3.154774946993606e-08,0.5631475356677798,0.5601111544942993,1.422010884733911e-06,7.2271083623291566e-09,0.003093098116184257,1.609412881838926e-07,2.9731336089021934e-09,1.2571553012698042e-12,7.992232317737474e-11,2.501253515134672e-05,3.881093293008535e-09,3.5990133074119717e-06,3.199847870968357e-06,1.561326561021883e-05,1.9964076465447693e-05,2.847561654494509e-08,4.1454450789496785e-08,1.80463191522577e-14,1.5547749283392167e-14,1.5710865074470726e-09,1.0311759062217456e-09,6.517105354602933e-07,9.45072185410229e-10,9.140969181446768e-08,3.006999318891088e-11,5.229251509292588e-12,3.7772410240504654e-11,9.290000938630725e-08,4.920580694029815e-09,9.627563401378498e-06,2.498005044966595e-07,2.0254900369400585e-11,1.8760359744666464e-15,2.1285401844102194e-10,3.238472665708322e-11,3.571550129798413e-07,2.1530227375567884e-11,1.468920512430977e-10,3.1515528836500334e-14
9.238845021177004e-07,0.9609880811197545,6.303101380540313e-06,4.266054430276876e-06,2.192040112375014e-06,1.646718126368753e-05,0.0,0.0,2.7890470374431195e-06,1.4703884722348725e-08,2.5358042334284197e-05,1.6861184289731868e-06,1.6265799037024564e-07,3.556284820127085e-16,3.0389967227923535e-11,4.145894138055855e-08,1.378775603307007e-06,2.563459935525703e-05,3.112575188125521e-08,4.2807658030819207e-08,0.0014698147143826963,3.015880276595882e-08,2.066627507893015e-09,1.7408201113371441e-12,4.621116413208148e-11,1.4850315181449145e-05,1.342477758293201e-07,6.375790279352309e-08,3.9424548253447667e-13,4.4733686626591366e-14,3.80882950288542e-12,7.41721803939814e-14,5.953490801999491e-09,9.913247772963231e-11,3.76,0.0,3.0499499490792095e-06,0.9968397815548996,1.1143920964505309e-05,3.179721248407005e-08,0.5631539003900752,0.560104667208385,1.421941382494553e-06,7.227012359623747e-09,0.0030930970321664383,1.6105006828514402e-07,2.97355197869999e-09,1.259916913025718e-12,8.012223906253515e-11,2.510965881148372e-05,3.8810427018655525e-09,3.6075412117265686e-06,3.2074552470936422e-06,1.567692767664375e-05,2.0137174902914513e-05,2.8530204406421198e-08,4.153622801601418e-08,1.8091995518702572e-14,1.5586758065738878e-14,1.5750585013071932e-09,1.0360397631682862e-09,6.533526155563263e-07,9.533380218508098e-10,9.147419662795862e-08,3.0240963288754894e-11,5.242059155219867e-12,3.7867611233216883e-11,9.287203118650732e-08,4.920456358855223e-09,9.640913891864685e-06,2.5182814414760046e-07,2.0075774500972173e-11,1.8593074341604894e-15,2.139441640452982e-10,3.255384283537072e-11,3.5932303677063875e-07,2.1665071006425008e-11,1.4807011139102428e-10,3.176900393866375e-14
