Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414)
1.691383245694736e-08,0.8874300026095033,5.058594618005409e-07,1.011150475167657e-08,7.795751342378833e-09,2.7143924152115524e-08,0.0,0.0,3.9206745362009574e-07,9.966669969132767e-11,2.53261420412453e-10,2.5707129190300276e-09,1.3269413786985832e-11,2.610866770461943e-21,1.1538852717542055e-14,4.63844377257728e-09,1.9996601660155783e-08,5.709496256431268e-08,4.912656252192473e-15,2.1581061170138162e-14,2.825738679907391e-06,5.203275151839549e-12,8.744564344567499e-09,1.7914137375189155e-15,5.113989023219211e-13,9.722745768436325e-11,9.197657238427857e-10,4.371023614877772e-12,2.389704601754175e-18,2.2667981448505115e-18,3.9175127115304954e-15,2.079265002982511e-17,7.62469056528883e-12,1.1805820624812852e-16,3.76,0.0,0.44895219159691613,0.9969062297431268,8.435131503355488e-10,1.6509127421699868e-10,0.1127275771961578,0.11253846746096335,0.0001833131982814138,4.388931505995587e-08,0.0030933063098255585,1.098363520821976e-09,2.2323666835248948e-10,1.900592025425905e-13,7.506112770355584e-14,5.6966816709126247e-08,8.305722475679652e-10,1.5350336908001194e-08,1.1440789157445273e-08,1.613269696730605e-09,4.427491847739312e-11,8.591846062932807e-09,2.3792572976955624e-09,8.390913029277729e-16,1.6749516907757508e-15,1.8280148762362934e-10,1.6099221010541975e-12,2.520668123623401e-10,1.0148959631247683e-15,1.6303297804069308e-08,2.824741524116771e-13,2.4758540387736296e-15,1.3948265055997233e-14,2.0111306349484817e-08,1.1584938822614624e-08,4.1788071317010844e-07,2.108574752275122e-12,9.230075789734078e-08,8.89948928251828e-12,9.1953056289774e-15,2.839520081229046e-16,7.263920152991301e-11,7.266011054576995e-16,1.4668907880839406e-16,2.2374562210442213e-20
1.7249407669095752e-08,0.8877551352605175,5.197011072935332e-07,1.0563016772935868e-08,8.16994825842892e-09,2.842454202808152e-08,0.0,0.0,3.989493307237006e-07,1.0334231725721842e-10,2.6733950940726374e-10,2.6939123318396324e-09,1.4240344588156178e-11,2.8244940055800415e-21,1.2003329545202258e-14,4.736091885919959e-09,2.0347711537766195e-08,5.930399963187152e-08,5.313328852404105e-15,2.3502815574021146e-14,2.9357060735913175e-06,5.5074090149650456e-12,8.801858295337778e-09,1.8727391102791032e-15,5.242972455821849e-13,1.0445596338808283e-10,9.698658541765195e-10,4.69884836597349e-12,2.525519742725982e-18,2.386338400406117e-18,4.106716689936784e-15,2.239815355210722e-17,8.181741767249866e-12,1.3164362742297298e-16,3.76,0.0,0.4469612718443065,0.9969062200351799,9.002764769564359e-10,1.7094818455194797e-10,0.11471859453282739,0.11453006840798152,0.0001825065325422325,4.3730597317966325e-08,0.0030933062678359154,1.1403977996776786e-09,2.3051173008077025e-10,1.9313017336635205e-13,7.922234519508364e-14,5.916895357742556e-08,8.452743236302289e-10,1.568046130644803e-08,1.1715754656685764e-08,1.6816811222325249e-09,4.705064117725049e-11,8.72671751365093e-09,2.435546213396126e-09,8.7336091077700895e-16,1.7154836829980846e-15,1.8679873918778214e-10,1.6738533593665374e-12,2.6263024598044406e-10,1.0902711596650418e-15,1.6592474365364055e-08,2.9038674379416917e-13,2.6345367315885195e-15,1.4563141178301042e-14,2.0465904265996988e-08,1.1640748698544178e-08,4.291528334283279e-07,2.2393644902389477e-12,9.277811691501889e-08,8.950692276860421e-12,9.781586189385315e-15,3.063178795546555e-16,7.610885793128683e-11,7.7494667040357e-16,1.5734021886826624e-16,2.4132918239773412e-20
1.7584982881244144e-08,0.888078826504977,5.336104044078547e-07,1.1024739832384774e-08,8.553670978536936e-09,2.973640127878247e-08,0.0,0.0,4.057993600429573e-07,1.0707291516046753e-10,2.8189301256998964e-10,2.8197519456229073e-09,1.52605470012817e-11,3.051249416017446e-21,1.2478462918946836e-14,4.832377100295804e-09,2.069722443661729e-08,6.155120365680419e-08,5.740035073032453e-15,2.5559325051592543e-14,3.0476376356282732e-06,5.822692727969174e-12,8.856586746297105e-09,1.9556929187637673e-15,5.371725144445653e-13,1.1207365957155181e-10,1.0215344940980244e-09,5.043634873345524e-12,2.666039610565318e-18,2.5094353740720914e-18,4.300428262359137e-15,2.4088753425371128e-17,8.766211477895222e-12,1.4645961771481157e-16,3.76,0.0,0.44497918094240896,0.9969062103055855,9.59550823929473e-10,1.7687991651685416e-10,0.11670078494285699,0.11651283487347851,0.00018170344459053633,4.357202265082766e-08,0.0030933062258394865,1.1831406051296103e-09,2.378466009725635e-10,1.9616915939561684e-13,8.355046618004015e-14,6.140904477087187e-08,8.599004395613286e-10,1.6012633618637615e-08,1.1993147783548085e-08,1.7516631317942116e-09,4.994114935135675e-11,8.860165015406543e-09,2.492125494752564e-09,9.079600043052603e-16,1.7555369574597437e-15,1.9073974898764552e-10,1.738933254805622e-12,2.734238264520123e-10,1.1695025151498673e-15,1.6880412430352524e-08,2.9831254100194194e-13,2.799688659914668e-15,1.5191795829847166e-14,2.0818907178534898e-08,1.1695636147992358e-08,4.4048133299144095e-07,2.375840331225003e-12,9.324525660292069e-08,9.000458350562464e-12,1.0393814483106741e-14,3.29979871830095e-16,7.966959260857566e-11,8.254070928741546e-16,1.6858061270964758e-16,2.5996304987505202e-20
1.7920558093392536e-08,0.8884010827348926,5.47585318604264e-07,1.1496670165647786e-08,8.94693633461483e-09,3.107950541741012e-08,0.0,0.0,4.126177061432211e-07,1.1085793858505664e-10,2.9692812441471636e-10,2.948193898093048e-09,1.633140436178788e-11,3.29167376606152e-21,1.296428686352663e-14,4.927275060856701e-09,2.1045150287323375e-08,6.3836378173355e-08,6.194070438476225e-15,2.7757503991046433e-14,3.161525977092624e-06,6.149292194402773e-12,8.90882206832719e-09,2.040254381889763e-15,5.500222886908783e-13,1.2009370963034018e-10,1.0747812194556814e-09,5.405859566957419e-12,2.811320514600942e-18,2.6361086442266183e-18,4.498625031481321e-15,2.5866823168350416e-17,9.378767098936952e-12,1.6258773926575712e-16,3.76,0.0,0.4430058797394467,0.9969062005543671,1.0213885202210927e-09,1.8288523515851518e-10,0.11867418757131974,0.11848680603304299,0.00018090391856145726,4.34136733565139e-08,0.0030933061838359804,1.2265876459247037e-09,2.452391472619913e-10,1.9917668755816474e-13,8.8048873614206e-14,6.368689254367797e-08,8.744510389595065e-10,1.6346944345693256e-08,1.2273023921071445e-08,1.8232308470745465e-09,5.2948943403036095e-11,8.992209134624349e-09,2.5489977734033755e-09,9.428626438732181e-16,1.7950964609731563e-15,1.9462341660689236e-10,1.8051565911846898e-12,2.84449039856985e-10,1.2527001265478563e-15,1.7167117196996387e-08,3.0624933471888297e-13,2.971418131730782e-15,1.5834299634812863e-14,2.1170322251651236e-08,1.1749611060309136e-08,4.518650855969019e-07,2.5181574450031433e-12,9.370262556004323e-08,9.04886721077796e-12,1.1032659594260042e-14,3.5498736842685127e-16,8.332191776338292e-11,8.780268783057976e-16,1.804335583665829e-16,2.796919866726727e-20
1.8256133305540928e-08,0.888721910313933,5.616238708218497e-07,1.1978803062141071e-08,9.34975952443165e-09,3.245385298521865e-08,0.0,0.0,4.194045327131977e-07,1.146968380902268e-10,3.124510290573057e-10,3.0791996388664866e-09,1.745430348192393e-11,3.5463178597420955e-21,1.346082927689097e-14,5.020764055262202e-09,2.1391499003899137e-08,6.615932786252469e-08,6.6767748751079845e-15,3.010448730801766e-14,3.277363728953145e-06,6.487371594836409e-12,8.958634587673563e-09,2.126402554826146e-15,5.628443157180111e-13,1.285294518080677e-10,1.1296150549221982e-09,5.785999346543767e-12,2.961417747718858e-18,2.766376973314218e-18,4.701283607681219e-15,2.773472955655624e-17,1.002007103077201e-11,1.801129291552865e-16,3.76,0.0,0.44104132925726447,0.9969061907815492,1.0858415558839048e-09,1.889629208282247e-10,0.1206388413896839,0.12045202088856383,0.00018010793865842292,4.3255619106263984e-08,0.003093306141825122,1.2707346481207297e-09,2.526872813215516e-10,2.021532759100063e-13,9.272091132505704e-14,6.600230036363095e-08,8.889265623396322e-10,1.668348333006739e-08,1.2555438263786148e-08,1.8963998396620127e-09,5.607654288075023e-11,9.1228701022205e-09,2.6061654803805656e-09,9.780432216411595e-16,1.8341484484437048e-15,1.984487596462818e-10,1.8725182038239776e-12,2.957074238025276e-10,1.3399748624384277e-15,1.745259384313011e-08,3.1419501424807943e-13,3.149831944523331e-15,1.649072657296874e-14,2.1520156617218066e-08,1.1802683210674842e-08,4.6330300532470883e-07,2.6664731628887897e-12,9.415063477183547e-08,9.095991907499109e-12,1.1698795741148268e-14,3.8139068296977357e-16,8.706634077567853e-11,9.328503827924738e-16,1.9292292029914173e-16,3.0056194295325837e-20
1.859170851768932e-08,0.8890413155775512,5.757241341029841e-07,1.2471132908078076e-08,9.762154164139879e-09,3.385943773967943e-08,0.0,0.0,4.2616000256252835e-07,1.1858906955564488e-10,3.284679033015985e-10,3.2127300057255754e-09,1.8630634149885982e-11,3.815742278695984e-21,1.396811193982832e-14,5.112824878726243e-09,2.1736280483936856e-08,6.851985854482825e-08,7.189533392444987e-15,3.260763269583871e-14,3.395143542116446e-06,6.837093399219889e-12,9.006092646792111e-09,2.214116359244562e-15,5.756365006938968e-13,1.3739439663918372e-10,1.1860444852447203e-09,6.184531397740509e-12,3.1163856022244815e-18,2.9002583397517603e-18,4.90837967854786e-15,2.9694831370963956e-17,1.069078036243535e-11,1.9912354393185297e-16,3.76,0.0,0.4390854906905592,0.9969061809871578,1.1529615749278597e-09,1.9511176901268731e-10,0.122594785196583,0.12240851826899775,0.00017931548915334713,4.3097918812227484e-08,0.00309330609980664,1.3155773551051399e-09,2.601889607512757e-10,2.0509943379204253e-13,9.756988354648185e-14,6.835507290347728e-08,9.033274471593347e-10,1.702233974803039e-08,1.2840445806044359e-08,1.9711861261962236e-09,5.932648711881055e-11,9.252167819460375e-09,2.663630851798278e-09,1.0134764900945786e-15,1.8726804185416e-15,2.022149075976739e-10,1.9410129593297307e-12,3.072005668465214e-10,1.4314383701343538e-15,1.7736847526519706e-08,3.221475636115729e-13,3.335035387884787e-15,1.7161153939420462e-14,2.1868417374581287e-08,1.1854862266024213e-08,4.747940434158039e-07,2.820946968075245e-12,9.458966089754547e-08,9.14189939405876e-12,1.2392902175370109e-14,4.0924105681883643e-16,9.09033644481397e-11,9.899218112905827e-16,2.0607313329658185e-16,3.226200666586122e-20
1.8927283729837712e-08,0.8893593048331083,5.898842305010225e-07,1.2973653226699621e-08,1.0184132337973625e-08,3.529624883222245e-08,0.0,0.0,4.3288427762014e-07,1.2253409412710335e-10,3.4498491958775637e-10,3.3487452969047565e-09,1.9861788641421914e-11,4.100517104657813e-21,1.4486150537564763e-14,5.203440704879607e-09,2.2079504608766908e-08,7.09177771730665e-08,7.73377675428438e-15,3.5274522812145477e-14,3.5148580874687765e-06,7.1986183791559636e-12,9.051262663284034e-09,2.303374611432242e-15,5.883968972860764e-13,1.4670222439586552e-10,1.2440774663118926e-09,6.601933013954602e-12,3.276277385539454e-18,3.0377699685970938e-18,5.119888074608768e-15,3.174947819025059e-17,1.1391546575288525e-11,2.1971140206688582e-16,3.76,0.0,0.43713832540611236,0.9969061711712203,1.222799868647089e-09,2.0133059016679382e-10,0.12454205761858218,0.12435633683113394,0.00017852655438703802,4.294062221996604e-08,0.003093306057780266,1.361111527611616e-09,2.6774218748539594e-10,2.080156619816973e-13,1.0259905448821918e-13,7.074501603237036e-08,9.176541278448663e-10,1.7363602102510407e-08,1.3128101330734135e-08,2.047606163470422e-09,6.270133587097468e-11,9.380121863628401e-09,2.721395934305152e-09,1.0491375878829138e-15,1.9106810520946067e-15,2.059210959872944e-10,2.010635755374706e-12,3.1893010791416004e-10,1.5272030840836983e-15,1.8019883384921372e-08,3.3010505780266554e-13,3.527132246737234e-15,1.7845662303958904e-14,2.221511159071433e-08,1.1906157789742188e-08,4.863371853672037e-07,2.9817404848995732e-12,9.502004927284108e-08,9.186651042691123e-12,1.3115663080648556e-14,4.3859065643978674e-16,9.483348722945067e-11,1.049285216025088e-15,2.1990920627253275e-16,3.459147129573894e-20
1.9262858941986105e-08,0.8896758843599988,6.041023282459554e-07,1.3486356715952379e-08,1.0615704645337146e-08,3.6764270976386906e-08,0.0,0.0,4.3957751893328564e-07,1.2653137816275524e-10,3.6200824880844533e-10,3.4872053395754875e-09,2.1149161243677476e-11,4.401221627113984e-21,1.501495469252297e-14,5.292596962212312e-09,2.242118124360198e-08,7.335289182511374e-08,8.310982139829383e-15,3.8112967402400166e-14,3.6365000559162014e-06,7.57210562008894e-12,9.094209186982413e-09,2.3941560484047187e-15,6.011236989295224e-13,1.5646678254001204e-10,1.3037214360405961e-09,7.038681423835344e-12,3.4411454357347124e-18,3.1789283610305675e-18,5.3357828314771685e-15,3.390100922562974e-17,1.2123015260062738e-11,2.4197182432536224e-16,3.76,0.0,0.43519979494202754,0.9969061613337645,1.295407369376589e-09,2.0761820954823072e-10,0.1264806971109416,0.1262955150603557,0.000177741118769368,4.278377126636848e-08,0.0030933060157457364,1.4073329437343884e-09,2.7534500691619094e-10,2.1090245284000578e-13,1.0781164793824873e-13,7.317193680738036e-08,9.31907035816706e-10,1.770735821626674e-08,1.3418459398360226e-08,2.1256768435170806e-09,6.620366993688317e-11,9.506751493528039e-09,2.7794625903161464e-09,1.0850020631273147e-15,1.948140153095997e-15,2.095666607771172e-10,2.0813815204801396e-12,3.308977357080783e-10,1.6273822354653053e-15,1.830170653614036e-08,3.3806565918480537e-13,3.726224805131395e-15,1.8544335470052856e-14,2.2560246300371046e-08,1.1956579245386493e-08,4.979314482797339e-07,3.149017467101696e-12,9.544211665235827e-08,9.230303118378663e-12,1.3867767471366312e-14,4.694925705597241e-16,9.885720341837484e-11,1.1109844950790852e-15,2.344567259535915e-16,3.7049545339608174e-20
1.9598434154134497e-08,0.8899910604097729,6.183766391456164e-07,1.4009235283818468e-08,1.105688024548203e-08,3.826348460712464e-08,0.0,0.0,4.462398866672138e-07,1.3058039317988388e-10,3.795440629983061e-10,3.628069554697127e-09,2.2494147791048964e-11,4.7184440366837086e-21,1.5554528007483494e-14,5.380281215870681e-09,2.2761320237665663e-08,7.582501169672297e-08,8.922673794835056e-15,4.113100536090286e-14,3.7600621584232018e-06,7.957712533408927e-12,9.134994955251091e-09,2.4864393521460428e-15,6.138152306024958e-13,1.667020831812352e-10,1.3649833250850623e-09,7.495253624213283e-12,3.611041136901375e-18,3.323749322697376e-18,5.556037248615534e-15,3.615175219734329e-17,1.2885825846886165e-11,2.660036720497437e-16,3.76,0.0,0.4332698610069703,0.9969061514748199,1.370834644654998e-09,2.1397346705389863e-10,0.12841074195837632,0.12822609127139903,0.00017695916677907666,4.2627401236772384e-08,0.003093305973702795,1.4542373989403778e-09,2.829955070346817e-10,2.1376029045455044e-13,1.1321084689639012e-13,7.56356434650663e-08,9.460865995149088e-10,1.8053695225380534e-08,1.371157433647631e-08,2.205415488678591e-09,6.983609178129586e-11,9.632075654827146e-09,2.8378325030410082e-09,1.1210458943451254e-15,1.985048592225323e-15,2.1315103301370577e-10,2.1532452137991494e-12,3.431051881124161e-10,1.7320898628966658e-15,1.858232207808981e-08,3.4602761403134353e-13,3.93241385057356e-15,1.9257260433515424e-14,2.2903828506237833e-08,1.2006135999608623e-08,5.095758784365619e-07,3.3229437851332316e-12,9.585615371452364e-08,9.272907214074276e-12,1.464990909080267e-14,5.020008071097922e-16,1.0297500335024156e-10,1.175063391150536e-15,2.4974186046257344e-16,3.9641308476094456e-20
1.993400936628289e-08,0.8903048392062607,6.32705416201913e-07,1.4542280081482315e-08,1.150766689995495e-08,3.9793866031937386e-08,0.0,0.0,4.528715401054054e-07,1.3468061580220717e-10,3.975985379019347e-10,3.771297018394223e-09,2.3898145212812066e-11,5.052781104816213e-21,1.6104868118424244e-14,5.4664830545924076e-09,2.3099931424305898e-08,7.83339470943507e-08,9.57042367280455e-15,4.433690672987167e-14,3.885537126049701e-06,8.355594868472354e-12,9.173680946554521e-09,2.5802031720963515e-15,6.264699410809958e-13,1.7742230054168297e-10,1.4278695673710013e-09,7.972126218375554e-12,3.7860149343609696e-18,3.472247990956764e-18,5.78062394490116e-15,3.850402225187947e-17,1.3680611347933537e-11,2.9190938335659345e-16,3.76,0.0,0.43134848547941146,0.9969061415944162,1.4491318917713842e-09,2.2039521705811394e-10,0.13033223027581245,0.13014810360910867,0.00017618068296342817,4.2471541750512154e-08,0.0030933059316511895,1.501820706079212e-09,2.906918175878601e-10,2.1658965077854136e-13,1.1879979323746363e-13,7.81359454131097e-08,9.601932444242e-10,1.840269957304728e-08,1.4007500229454239e-08,2.286839846664948e-09,7.360122614609055e-11,9.756112985260999e-09,2.8965071813238747e-09,1.1572455091316604e-15,2.0213982527834973e-15,2.1667373371427606e-10,2.226221824901587e-12,3.555542515912098e-10,1.8414408241769842e-15,1.8861735088849778e-08,3.5398924920067035e-13,4.145798678836094e-15,1.998452734087581e-14,2.3245865179084988e-08,1.2054837324460433e-08,5.21269549092516e-07,3.5036874125698702e-12,9.626242734911583e-08,9.31451065018347e-12,1.546278630907256e-14,5.361702899571699e-16,1.0718737356735473e-10,1.2415654904612933e-15,2.6579136279754766e-16,4.2371963765795394e-20
2.0605159790579673e-08,0.8909282297968306,6.615195742595416e-07,1.5638829367596054e-08,1.2438097665192915e-08,4.294801769356109e-08,0.0,0.0,4.6604333682579824e-07,1.430326155783916e-10,4.352882056964629e-10,4.0646766090857384e-09,2.6888763265906062e-11,5.775227163234064e-21,1.7237809840198093e-14,5.634407327898594e-09,2.3772609629873643e-08,8.346151120416228e-08,1.0980628203087035e-14,5.1346547019938516e-14,4.14219668158564e-06,9.188800562422009e-12,9.244989023334806e-09,2.7720869153057568e-15,6.5166327026118e-13,2.003749777321146e-10,1.5585384253005195e-09,8.988676112355604e-12,4.151393995345594e-18,3.780335808931008e-18,6.2426815527701226e-15,4.352233520214722e-17,1.536860562297019e-11,3.497702304467331e-16,3.76,0.0,0.42753125800519376,0.9969061217693569,1.6145352101050625e-09,2.33433683492445e-10,0.1341496889359565,0.13396658839895154,0.00017463405838635885,4.2161449162190144e-08,0.0030933058475210193,1.5990072145080552e-09,3.0621459286261815e-10,2.221648034994199e-13,1.3055928814216925e-13,8.324557861699424e-08,9.881894651867353e-10,1.9109052557926182e-08,1.460799994330324e-08,2.4548187890337503e-09,8.154024639257031e-11,1.0000400195013635e-08,3.0147760257244934e-09,1.2300201377012333e-15,2.09239353176912e-15,2.2353262586249028e-10,2.3754939095406857e-12,3.8118459686897206e-10,2.074536354731159e-15,1.94169737303101e-08,3.699052521353889e-13,4.594545440371369e-15,2.1482463074731834e-14,2.3925329650121686e-08,1.214971031146696e-08,5.448010282809762e-07,3.886308916035195e-12,9.705264485475592e-08,9.39488555508468e-12,1.71835635427402e-14,6.097172481120052e-16,1.1589775294902255e-10,1.382012856032104e-15,3.002934272100827e-16,4.82713848450615e-20
2.120919517244678e-08,0.8914845645963357,6.876218347894858e-07,1.6660389027452308e-08,1.3308405793113178e-08,4.5893030780802795e-08,0.0,0.0,4.777944908974762e-07,1.507193975946136e-10,4.710448416050748e-10,4.336384925369462e-09,2.979615778125103e-11,6.490111186333718e-21,1.8294136321079742e-14,5.780402581500759e-09,2.4372893239784252e-08,8.82003474849032e-08,1.238990012669957e-14,5.838548097547338e-14,4.379659770932681e-06,9.982196498000516e-12,9.302562578000298e-09,2.949631498069179e-15,6.741980621638024e-13,2.2283622814935208e-10,1.681750423034821e-09,9.97776616943417e-12,4.498089614929149e-18,4.070331681111531e-18,6.6730629679897275e-15,4.840897156920889e-17,1.7003365250344626e-11,4.093556571134718e-16,3.76,0.0,0.42412464404697425,0.9969061038537316,1.7737093264615705e-09,2.4538450550799404e-10,0.13755651731666102,0.13737431548019877,0.00017325380379704263,4.188432014267645e-08,0.003093305771771838,1.6887550963482581e-09,3.2032382597513703e-10,2.2708966155641803e-13,1.418224364700149e-13,8.796751605712724e-08,1.0131408904424098e-09,1.9754745350888264e-08,1.515860040362222e-08,2.6119515538422907e-09,8.916605017309334e-11,1.0216038568376866e-08,3.1222720124025596e-09,1.2958233423172771e-15,2.1543157855233262e-15,2.2949158107600691e-10,2.5135953151361768e-12,4.050971123771442e-10,2.3013720282134207e-15,1.9912626390272198e-08,3.842133162458813e-13,5.0239928887890694e-15,2.288062205581371e-14,2.4531631233738595e-08,1.2232261572372894e-08,5.661389495783841e-07,4.25571111025495e-12,9.773955004845293e-08,9.464200253928263e-12,1.8844475959164205e-14,6.821605947192951e-16,1.2406533331866963e-10,1.5171368623704067e-15,3.342399012675152e-16,5.411062701940152e-20
2.1813230554313887e-08,0.8920364678341532,7.138750659025453e-07,1.7714718174854033e-08,1.4209914637133376e-08,4.8938484879017904e-08,0.0,0.0,4.894485676520878e-07,1.5856418063835154e-10,5.085784005058334e-10,4.615103765922528e-09,3.2916477210932474e-11,7.270083345361456e-21,1.9385045133744054e-14,5.9215144454526556e-09,2.4968378965242444e-08,9.305556596746954e-08,1.3942693908153522e-14,6.617247120203625e-14,4.623208418775096e-06,1.0817712303161212e-11,9.354206117879289e-09,3.1316414683199892e-15,6.965943595154484e-13,2.470961893756826e-10,1.810303759882991e-09,1.104000763973945e-11,4.861981459621423e-18,4.372450859360472e-18,7.117029289861936e-15,5.3659879985026196e-17,1.8751250214772613e-11,4.767723804994357e-16,3.76,0.0,0.4207451741448206,0.9969060858690811,1.9429453949573175e-09,2.5753359141125264e-10,0.14093620762247308,0.14075488115469004,0.00017188454887959566,4.1609123764604963e-08,0.003093305695990925,1.7806381350011535e-09,3.3455422149996324e-10,2.319292974280975e-13,1.5374731915265866e-13,9.28051108016169e-08,1.0378625434858523e-09,2.0410392420031404e-08,1.5719137348805885e-08,2.7748409575974676e-09,9.726374384433872e-11,1.0427783913888407e-08,3.2307714125676396e-09,1.3617867613928773e-15,2.214342409951818e-15,2.35246889618992e-10,2.6552260199096718e-12,4.2982238654962423e-10,2.5450772472695888e-15,2.0404460923243003e-08,3.984976823876747e-13,5.478231336158045e-15,2.432679044597329e-14,2.5133032256884054e-08,1.2312181289542073e-08,5.876230344286846e-07,4.649908227484259e-12,9.840456772059213e-08,9.530849109541009e-12,2.0616033393017933e-14,7.608820290637373e-16,1.3254672986466954e-10,1.660782660283919e-15,3.71106067760094e-16,6.048652195858902e-20
2.2417265936180994e-08,0.8925839748213313,7.402703182222088e-07,1.8801741554529133e-08,1.5142623835693338e-08,5.208410999800897e-08,0.0,0.0,5.010064643442764e-07,1.6656409026841565e-10,5.479253316944953e-10,4.900588941198945e-09,3.625785252557163e-11,8.118887608369628e-21,2.0510316674975084e-14,6.057742174574591e-09,2.5559123590171745e-08,9.802609958315582e-08,1.564998311863563e-14,7.476434787313768e-14,4.872800963601916e-06,1.1696197766001169e-11,9.400218146152488e-09,3.317993547048671e-15,7.188467233911666e-13,2.7324305618677277e-10,1.944219324264266e-09,1.2178146370845646e-11,5.2433317294072875e-18,4.6867606890099e-18,7.574402520228063e-15,5.92879791339498e-17,2.0615690577417797e-11,5.527511610202408e-16,3.76,0.0,0.41739263201538573,0.9969060678156051,2.1225221836916165e-09,2.6987476269991434e-10,0.14428897609883298,0.14410850183857687,0.00017052620595962617,4.1335913895645137e-08,0.003093305620176983,1.874632540123987e-09,3.488962766498107e-10,2.366862098862284e-13,1.663507379250988e-13,9.775729258162634e-08,1.0623568020996194e-09,2.107647213029162e-08,1.6289916170615417e-08,2.9436052308542294e-09,1.058495183952096e-10,1.0635734434332617e-08,3.3402773002855278e-09,1.4277909109050502e-15,2.27245636082052e-15,2.4079841583906855e-10,2.8003578750301052e-12,4.5537251355486996e-10,2.8063533488414904e-15,2.089250623524338e-08,4.1275111351070487e-13,5.9577867187373e-15,2.5821602334300968e-14,2.5729572238721385e-08,1.2389520311295192e-08,6.092486245323559e-07,5.069953858763375e-12,9.904863110298429e-08,9.594995376093371e-12,2.250246248707768e-14,8.462344801091142e-16,1.4134466062557113e-10,1.8131986877956448e-15,4.1106951958305386e-16,6.743397850427272e-20
2.30213013180481e-08,0.8931271205876589,7.667989411200703e-07,1.992137802724345e-08,1.610652112940767e-08,5.5329602644654236e-08,0.0,0.0,5.124690691364632e-07,1.7471630162887745e-10,5.89122291297518e-10,5.192596491627774e-09,3.982839394852899e-11,9.040328426261531e-21,2.1669675565605285e-14,6.189098814264101e-09,2.6145183736205537e-08,1.0311089235901758e-07,1.752328988032301e-14,8.422050627291192e-14,5.128395957291911e-06,1.2618486157915389e-11,9.440882434332582e-09,3.508565412091192e-15,7.409505346017078e-13,3.013665260534961e-10,2.0835135725653166e-09,1.3394912893886713e-11,5.642393928686683e-18,5.0133233400074916e-18,8.045001016654097e-15,6.530598248237304e-17,2.2600032503486583e-11,6.380624739760073e-16,3.76,0.0,0.4140668030986776,0.9969060496935068,2.3127142519259164e-09,2.8240198053569355e-10,0.14761503726800027,0.14743539222372692,0.00016917868806134924,4.10647264405536e-08,0.0030933055443287593,1.9707147039670395e-09,3.6334086514722614e-10,2.413628223335221e-13,1.7964904477585113e-13,1.0282300277598409e-07,1.0866260149585904e-09,2.175345517009376e-08,1.687123899664611e-08,3.118366672523608e-09,1.1493984494595374e-10,1.0839985475876613e-08,3.4507912531124823e-09,1.4937218699909924e-15,2.328647649667075e-15,2.461466327634199e-10,2.9489630343070846e-12,4.817600479515046e-10,3.0859114903300872e-15,2.1376791028816888e-08,4.269669947838403e-13,6.46316982792345e-15,2.736572149098932e-14,2.632129037517997e-08,1.2464328591003144e-08,6.310112238072783e-07,5.51692233050089e-12,9.967254895157364e-08,9.656779629123835e-12,2.4508030222876306e-14,9.38580160481405e-16,1.5046181317453474e-10,1.9746316929102913e-15,4.543142317390242e-16,7.498926000529683e-20
