Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39)
3.4133107618206894e-08,0.48593951677775926,7.144827582687151e-14,1.7761645079077457e-16,1.5853079136496574e-16,3.2470611204971346e-17,0.0,0.0,7.594908176262607e-12,4.292742825731183e-19,2.7992486018136543e-18,7.841686379908531e-17,3.268173353764258e-23,8.56878198085145e-42,1.0104902336593367e-28,3.2311298153695434e-17,3.93487302484657e-15,1.8069525408534653e-15,8.642407009875107e-30,6.33276983067366e-34,4.6667208329511135e-17,1.9443018804034646e-26,3.103982842804506e-17,3.1780241708696335e-25,2.583727078285216e-21,1.040330536949954e-23,1.4599484231282717e-25,1.69239411586021e-29,3.9150507256880435e-30,4.4549461815023933e-32,1.3943632438404226e-24,1.2819079852871703e-34,4.7304755056511666e-27,1.2543672148118262e-36,3.76,0.0,0.5263433916844201,0.9999649882813743,1.8595030322100182e-18,4.170220537233811e-20,7.170393120912396e-07,7.153212179845251e-07,1.718091752115193e-09,3.483123949709095e-16,3.5011711028814894e-05,3.924784698380724e-20,8.627001816941944e-24,6.117982438450109e-25,2.0077729437997087e-24,1.8054540285377223e-15,2.2249651851653694e-17,4.209909649062994e-17,2.2158439953152586e-17,1.5145010188564068e-17,1.1716635960684877e-20,1.7845534004414683e-18,4.276710634288401e-20,5.580614266178552e-22,5.193954051474789e-23,1.913851253898526e-18,1.21006737055119e-26,3.931697690045723e-18,1.703450515570244e-23,1.478800948339462e-16,2.335750076123956e-18,3.172696554776565e-30,1.0453872673221285e-20,3.9373157385322366e-15,6.620213496703239e-12,5.230625789891115e-13,6.238959241061023e-24
3.530542314982947e-08,0.4859395190415599,7.628229368398744e-14,1.9552859378310684e-16,1.7500046000771346e-16,3.579876151049715e-17,0.0,0.0,7.870989925348807e-12,4.598890684610676e-19,2.9589667814112748e-18,8.294704080319235e-17,3.61114990873656e-23,9.614476936833335e-42,1.0487823499020663e-28,3.256253290670907e-17,4.069932953865152e-15,1.934204839858517e-15,9.623972837880515e-30,7.007734466577264e-34,4.9933923200153534e-17,2.1377738747577613e-26,3.108432056891688e-17,3.507952739952816e-25,2.7549829766229263e-21,1.2240181855090573e-23,1.612192373735332e-25,1.9316841938023554e-29,4.3323191264684284e-30,4.92904102547808e-32,1.528064833074397e-24,1.5111170728645526e-34,5.478500301741462e-27,1.4376431709434308e-36,3.76,0.0,0.5263433670571839,0.999964988281098,2.084723824623804e-18,4.4615326879231894e-20,7.416663029742195e-07,7.399480879046785e-07,1.7182125694800745e-09,3.5588369953101766e-16,3.5011711028827715e-05,4.199562350700545e-20,8.934928813351873e-24,6.544711344788065e-25,2.1561085423482673e-24,1.932619777698469e-15,2.3026649814325406e-17,4.327295945872298e-17,2.290458943847323e-17,1.6212718933075677e-17,1.3028728375418964e-20,1.9066589229545997e-18,4.637416203713333e-20,5.905366578894427e-22,5.326615603404931e-23,1.929621050862812e-18,1.2964719388966856e-26,4.224279473975363e-18,1.9640819589053926e-23,1.5295950077952465e-16,2.49646021442376e-18,3.6159662863441995e-30,1.161641485030134e-20,4.072543954804184e-15,6.829968430588476e-12,5.586485399309345e-13,6.711819302880608e-24
3.647773868145205e-08,0.4859395213053604,8.126407908513924e-14,2.1457336625608738e-16,1.9255066057456615e-16,3.934269623471007e-17,0.0,0.0,8.148029628113149e-12,4.915987950367193e-19,3.1200178135496278e-18,8.751217316362831e-17,3.976767995066846e-23,1.074724484970224e-41,1.0873312204641827e-28,3.2785299073771356e-17,4.204987403659763e-15,2.0657881958982415e-15,1.0675264255028854e-29,7.731346354526175e-34,5.331120045468006e-17,2.3427822756956078e-26,3.1122376749553254e-17,3.859354612214124e-25,2.9311333167946143e-21,1.4325897503459982e-23,1.7744133637519928e-25,2.195254925542295e-29,4.7782205674670035e-30,5.435570362122796e-32,1.669105151013986e-24,1.7716371923042405e-34,6.3157594744695455e-27,1.6404388556216756e-36,3.76,0.0,0.5263433424299486,0.9999649882808209,2.3304799902515186e-18,4.7626748752479274e-20,7.66293292704955e-07,7.645749861985122e-07,1.718303856673915e-09,3.631441729429063e-16,3.5011711028835365e-05,4.483640973558751e-20,9.242878494445776e-24,6.985466695698413e-25,2.3099869814751164e-24,2.0641157144979666e-15,2.3803648786132944e-17,4.441808539221395e-17,2.3642539662110872e-17,1.7309374681771144e-17,1.4431388960643154e-20,2.0326390440086915e-18,5.018269906896589e-20,6.232175853431511e-22,5.456513668296546e-23,1.9436108085361396e-18,1.385859023784858e-26,4.526453781423772e-18,2.2530952160391066e-23,1.5803893353105675e-16,2.662348702242368e-18,4.103495929349096e-30,1.2857887390218007e-20,4.207772137739063e-15,7.0386166198133104e-12,5.95341477401539e-13,7.202336178801566e-24
3.7650054213074626e-08,0.48593952356916076,8.639269296284567e-14,2.3478259078406835e-16,2.1121308150982512e-16,4.310879586901007e-17,0.0,0.0,8.426022335716242e-12,5.24407246669518e-19,3.2822769979484774e-18,9.21082989844092e-17,4.3656809613683305e-23,1.1971245320314904e-41,1.1261620133283085e-28,3.298262768697801e-17,4.3400363895750525e-15,2.2017025476172218e-15,1.179832450843007e-29,8.505839319652642e-34,5.679904020451418e-17,2.5595598189181169e-26,3.11549362542891e-17,4.232831624098983e-25,3.112126350183005e-21,1.6684606898933172e-23,1.946895926737778e-25,2.4846587789076517e-29,5.2537039944430604e-30,5.975599505182204e-32,1.817575951332907e-24,2.066509825166009e-34,7.249697587902646e-27,1.8641157450151593e-36,3.76,0.0,0.5263433178027145,0.9999649882805427,2.5980617943968886e-18,5.0736467005230576e-20,7.909202812834463e-07,7.892019056531551e-07,1.7183728265551033e-09,3.7010630275075294e-16,3.5011711028809256e-05,4.777020582722289e-20,9.550852148928099e-24,7.440227579219094e-25,2.469449749366282e-24,2.1999418403126454e-15,2.4580648509908554e-17,4.5535151670325626e-17,2.4372381875233202e-17,1.8434264059941284e-17,1.5927007638850657e-20,2.1624802433051357e-18,5.4199994830893964e-20,6.560722710785278e-22,5.583905010502005e-23,1.956008788003957e-18,1.4782286579528832e-26,4.838112237486746e-18,2.5723766328970906e-23,1.631183930885353e-16,2.8333998428522978e-18,4.638058375194176e-30,1.4180211681617093e-20,4.343000287336866e-15,7.246163913153063e-12,6.331355505977356e-13,7.710610108504668e-24
3.88223697446972e-08,0.485939525832961,9.166720214295591e-14,2.5618790037546866e-16,2.310191815896208e-16,4.7103407984736223e-17,0.0,0.0,8.704963125375648e-12,5.583181881996331e-19,3.44563354559397e-18,9.67318784203431e-17,4.778536034961596e-23,1.3290724560158935e-41,1.1652987939579848e-28,3.315726236440605e-17,4.475079926948993e-15,2.34194783956631e-15,1.299516088075366e-29,9.333536879514589e-34,6.039744253306265e-17,2.788332338490422e-26,3.1182800260040993e-17,4.6289792489576775e-25,3.2979108732446174e-21,1.934193944917699e-23,2.1299218468471644e-25,2.8014917674834554e-29,5.7597182412409934e-30,6.550193042385877e-32,1.9735626473028858e-24,2.39895913984447e-34,8.288134249323326e-27,2.1100841873917576e-36,3.76,0.0,0.5263432931754817,0.9999649882802637,2.888799572583301e-18,5.3944477661807593e-20,8.155472687096936e-07,8.138288408031585e-07,1.7184249445607817e-09,3.76782141088079e-16,3.50117110287902e-05,5.079701192003545e-20,9.858851136241432e-24,7.908974902207689e-25,2.6345403896227128e-24,2.340098155360468e-15,2.5357648790794508e-17,4.662482694717972e-17,2.5094209766083126e-17,1.9586690614021293e-17,1.7517915053947282e-20,2.2961692909680137e-18,5.84334986509782e-20,6.890721722836672e-22,5.709024331055481e-23,1.966985641660964e-18,1.57358087412411e-26,5.1591477401937355e-18,2.923857551215982e-23,1.681978794519539e-16,3.0095979870540645e-18,5.2225030210283236e-30,1.5585246202569958e-20,4.478228403597595e-15,7.452616128518579e-12,6.720249495831543e-13,8.236753774915476e-24
3.999468527631978e-08,0.4859395280967613,9.7086679235814e-14,2.7882073889871633e-16,2.5200019034270067e-16,5.133284670802816e-17,0.0,0.0,8.984847100228908e-12,5.933353650407601e-19,3.6099892348195285e-18,1.0137975350711191e-16,5.215974380009427e-23,1.4710018468301763e-41,1.204764587976713e-28,3.3311680069227646e-17,4.610118031109149e-15,2.4865240217879336e-15,1.4267745317939222e-29,1.0216856805879493e-33,6.41064075021374e-17,3.029318971237749e-26,3.1206652056040106e-17,5.048386664063315e-25,3.488436221777408e-21,2.2325039082727874e-23,2.323770186321824e-25,3.147393039224725e-29,6.297212030224593e-30,7.16041483661082e-32,2.1371445487883194e-24,2.772396540252155e-34,9.439271573395883e-27,2.379803708626685e-36,3.76,0.0,0.5263432685482499,0.9999649882799835,3.204063234878786e-18,5.725077675769732e-20,8.401742549836967e-07,8.384557875299565e-07,1.7184643292451058e-09,3.8318330460339056e-16,3.5011711028790507e-05,5.3916828138123307e-20,1.0166876879225279e-23,8.391691371434578e-25,2.8053044813793174e-24,2.4845846589667525e-15,2.6134649481947713e-17,4.768776954131431e-17,2.5808118605468055e-17,2.0765974556987823e-17,1.9206383972785274e-20,2.43369324426654e-18,6.289082887323274e-20,7.221918228543717e-22,5.832085394895506e-23,1.9766956342873596e-18,1.671915705185623e-26,5.489454482051464e-18,3.3095129131380316e-23,1.732773926213068e-16,3.1909275330338595e-18,5.859755180543641e-30,1.707478785968293e-20,4.613456486521245e-15,7.657979053119026e-12,7.120038951253771e-13,8.780892190458361e-24
4.116700080794236e-08,0.4859395303605613,1.0265020253412844e-13,3.0271236150881625e-16,2.741871085349613e-16,5.58033922507401e-17,0.0,0.0,9.265669389197262e-12,6.294625032823888e-19,3.775257171692453e-18,1.0604911102471008e-16,5.67863115503406e-23,1.6233555630224416e-41,1.2445814414756324e-28,3.344811145285083e-17,4.745150717369236e-15,2.635431049406778e-15,1.5618015052021852e-29,1.1158315665814925e-33,6.792593515723254e-17,3.2827323552480903e-26,3.122707450154333e-17,5.491636816939148e-25,3.683652265247301e-21,2.5662603645131247e-23,2.5287173126404127e-25,3.5240444672475165e-29,6.86713397271012e-30,7.80732802696846e-32,2.308395091542451e-24,3.190425167446351e-34,1.0711701569542098e-26,2.6747833220300836e-36,3.76,0.0,0.5263432439210194,0.9999649882797024,3.545261787899074e-18,6.065536033954304e-20,8.648012401054557e-07,8.630827427327274e-07,1.718494081418412e-09,3.8932097742085517e-16,3.501171102878514e-05,5.712965459611347e-20,1.0474930858033335e-23,8.88836147462408e-25,2.981789619428859e-24,2.6334013497825808e-15,2.69116504728071e-17,4.8724626179450713e-17,2.6514204547385465e-17,2.1971452491686632e-17,2.0994630661522392e-20,2.5750394443227267e-18,6.757976996784501e-20,7.554085382184149e-22,5.953282242758949e-23,1.9852778513322673e-18,1.7732331843374222e-26,5.82892796458529e-18,3.731359899403468e-23,1.7835693259658878e-16,3.3773729262215053e-18,6.552815496209973e-30,1.865057331019466e-20,4.748684536107817e-15,7.862258443623873e-12,7.530666385339112e-13,9.34316258947152e-24
4.2339316339564935e-08,0.4859395326243613,1.083568559172327e-13,3.2789383507595053e-16,2.976107087147855e-16,6.052129049478046e-17,0.0,0.0,9.547425146850004e-12,6.667033097915431e-19,3.941360649745543e-18,1.1073744826233693e-16,6.167135569826147e-23,1.7865860228505445e-41,1.2847704787955004e-28,3.3568560622217043e-17,4.880178001025974e-15,2.7886688822267065e-15,1.704787321874914e-29,1.2160533341365803e-33,7.185602553173779e-17,3.5487788226041387e-26,3.1244565032496165e-17,5.959306490997657e-25,3.883509401173427e-21,2.9384923992644935e-23,2.7450369253288787e-25,3.93317024307985e-29,7.47043256939808e-30,8.49199502982579e-32,2.487382058984729e-24,3.6568443543332383e-34,1.2114413452353168e-26,2.996581842705409e-36,3.76,0.0,0.5263432192937899,0.9999649882794205,3.9138428737560584e-18,6.415822446513302e-20,8.894282240749709e-07,8.877097040656202e-07,1.7185165469216375e-09,3.9520591688774016e-16,3.501171102876881e-05,6.043549140282e-20,1.0783014605261028e-23,9.398971461457863e-25,3.164045394363039e-24,2.7865482259591892e-15,2.768865167973363e-17,4.973603106896361e-17,2.72125640738335e-17,2.3202477114217417e-17,2.2884816236691898e-20,2.7201955128074975e-18,7.25082696710915e-20,7.8870214248517e-22,6.072790457827936e-23,1.9928573826887906e-18,1.8775333452421302e-26,6.177465006387818e-18,4.1914566006296424e-23,1.834364993777951e-16,3.5689186591486915e-18,7.304759353066756e-30,2.0314280266694864e-20,4.883912552357309e-15,8.06546002632402e-12,7.95207461499008e-13,9.923714333412412e-24
4.351163187118751e-08,0.4859395348881613,1.1420572876139442e-13,3.5439603860986307e-16,3.223015358144078e-16,6.549275262618182e-17,0.0,0.0,9.830109553269546e-12,7.050614723139812e-19,4.108232102400027e-18,1.1544254148859743e-16,6.682110941751975e-23,1.9611554864854104e-41,1.3253519591831165e-28,3.367482439659508e-17,5.015199897356211e-15,2.9462374843261487e-15,1.8559189470612963e-29,1.3226237526978832e-33,7.589667864998098e-17,3.82765858638658e-26,3.125954835451688e-17,6.4519663704858095e-25,4.087958549572553e-21,3.352392277941875e-23,2.973000082433897e-25,4.3765364726026137e-29,8.108056210803635e-30,9.215477539767911e-32,2.67416779652582e-24,4.1756540329610525e-34,1.3656800874099596e-26,3.34680820667304e-36,3.76,0.0,0.5263431946665615,0.9999649882791378,4.3112923249404454e-18,6.775936520338717e-20,9.140552068922423e-07,9.123366697479666e-07,1.7185335064122668e-09,4.0084846248464993e-16,3.5011711028756524e-05,6.383433866391545e-20,1.1091129702348975e-23,9.923509324530142e-25,3.352123372733711e-24,2.9440252852739267e-15,2.8465653039242195e-17,5.072260533292346e-17,2.790329359821329e-17,2.4458416894317086e-17,2.4879047991992456e-20,2.8691493486212494e-18,7.768443615512811e-20,8.220547163920461e-22,6.190768487334619e-23,1.999546485439362e-18,1.9848162221286254e-26,6.534963744004598e-18,4.6919007215034374e-23,1.8851609296492118e-16,3.765549271307509e-18,8.118736294056585e-30,2.2067528785226976e-20,5.019140535269722e-15,8.26758949729202e-12,8.384206759313361e-13,1.0522708829929043e-23
4.468394740281009e-08,0.4859395371519612,1.201959158558968e-13,3.8224966368811747e-16,3.482899078058088e-16,7.072395481731385e-17,0.0,0.0,1.0113717813917164e-11,7.4454065957486e-19,4.2758121449420005e-18,1.201624170513382e-16,7.224174751463174e-23,2.1475363286110987e-41,1.3663453312228504e-28,3.376851084020587e-17,5.150216421614296e-15,3.108136823660679e-15,2.0153800584016133e-29,1.435826820404288e-33,8.00478945293507e-17,4.1195659220850474e-26,3.127238713140325e-17,6.9701811047409005e-25,4.296951147462327e-21,3.8113192937858087e-23,3.212875226673172e-25,4.8559507749117055e-29,8.780953177685615e-30,9.97883653051167e-32,2.8688094186418407e-24,4.751059094677554e-34,1.5348669079393717e-26,3.727121794957664e-36,3.76,0.0,0.5263431700393345,0.9999649882788539,4.7391337346896294e-18,7.145877863434142e-20,9.386821885572696e-07,9.36963638431905e-07,1.7185463077423943e-09,4.062585470745698e-16,3.5011711028750256e-05,6.732619648382502e-20,1.1399277776956734e-23,1.0461964780299679e-24,3.546077077258568e-24,3.1058325252180883e-15,2.9242654503276276e-17,5.168495672832093e-17,2.8586489193430483e-17,2.573865573965559e-17,2.697938069934848e-20,3.0218891245689593e-18,8.311653522760314e-20,8.55450365631667e-22,6.307358983978112e-23,2.0054457104405297e-18,2.0950818498421677e-26,6.901323627235355e-18,5.234828317384646e-23,1.9359571335796291e-16,3.9672493490092984e-18,8.997969437027201e-30,2.3911882535176747e-20,5.1543684848450595e-15,8.468652522541523e-12,8.827006238025051e-13,1.1140319466927796e-23
4.585626293443267e-08,0.4859395394157608,1.2632651732461567e-13,4.114852149025102e-16,3.756059164107615e-16,7.622103795628934e-17,0.0,0.0,1.0398245159499403e-11,7.851445213788678e-19,4.444048703918188e-18,1.2489532506919814e-16,7.793938698015652e-23,2.346211300029522e-41,1.4077692827880323e-28,3.385105672848239e-17,5.285227589029718e-15,3.274366871688659e-15,2.1833511058507006e-29,1.5559582092095268e-33,8.430967318190733e-17,4.424689343629226e-26,3.1283391076292754e-17,7.51450937176944e-25,4.510439143422318e-21,4.31880358551177e-23,3.4649282112795893e-25,5.373261884316412e-29,9.490071641474024e-30,1.0783132255781308e-31,3.0713590090048164e-24,5.387473704013528e-34,1.720024198289351e-26,4.1392327628074156e-36,3.76,0.0,0.5263431454121085,0.9999649882785693,5.198928042548438e-18,7.525646084913055e-20,9.633091690700533e-07,9.615906091019016e-07,1.7185559664363603e-09,4.1144570913550473e-16,3.5011711028741135e-05,7.091106496718937e-20,1.1707460500889749e-23,1.1014329250104393e-24,3.745961967103553e-24,3.2719699430635743e-15,3.0019656035626426e-17,5.262367951750888e-17,2.926224638921056e-17,2.7042592655357262e-17,2.9187817881890086e-20,3.1784032840460495e-18,8.881298756076459e-20,8.888750095222422e-22,6.422690114865212e-23,2.0106449689504597e-18,2.208330263886775e-26,7.276445411433253e-18,5.822412562476383e-23,1.986753605569161e-16,4.174003525243798e-18,9.94575489370977e-30,2.5848850048435105e-20,5.289596401083322e-15,8.668654738185841e-12,9.28041676986434e-13,1.1776731564035905e-23
4.820089399767782e-08,0.4859395439433601,1.390053901304632e-13,4.742231820870581e-16,4.3434008383558372e-16,8.803723300133226e-17,0.0,0.0,1.097003815372528e-11,8.697407738284356e-19,4.7823151795661445e-18,1.343942229235324e-16,9.018985215073417e-23,2.7824279675935117e-41,1.4919801193785366e-28,3.398771056852609e-17,5.5552339141142136e-15,3.619818995205497e-15,2.545529021428241e-29,1.8182496549334353e-33,9.316491883518096e-17,5.07531069908748e-26,3.130091139334196e-17,8.683711734611013e-25,4.950711649591719e-21,5.494441395128577e-23,4.006618319407226e-25,6.529172681261897e-29,1.102076520139693e-29,1.251877132980455e-31,3.500366412640156e-24,6.862060035593421e-34,2.142553262777364e-26,5.0659433559640795e-36,3.76,0.0,0.52634309615766,0.9999649882779968,6.2208034909185846e-18,8.31466160501278e-20,1.0125631266388898e-06,1.0108445535629788e-06,1.7185686929694658e-09,4.2118752329653593e-16,3.501171102871958e-05,7.835983435045285e-20,1.232393679529704e-23,1.2160759328617256e-24,4.163756704263737e-24,3.617235300739053e-15,3.157365920412231e-17,5.44325488416311e-17,3.0591824129335346e-17,2.971923017717545e-17,3.3936770882483824e-20,3.5027098604292286e-18,1.0103339267596889e-19,9.557629406727344e-22,6.650021750479996e-23,2.019255745067562e-18,2.4437755965428214e-26,8.052584171038701e-18,7.140422192852274e-23,2.088347353725418e-16,4.602612937820102e-18,1.2060528697600355e-29,3.0006392090417983e-20,5.560052133548628e-15,9.06549913655365e-12,1.0218847353560062e-12,1.3106760914250888e-23
5.0545525060922976e-08,0.48593954847095905,1.5223525219573279e-13,5.428502556296721e-16,4.98740276962837e-16,1.0098975162273888e-16,0.0,0.0,1.1545450881472394e-11,9.588790534621012e-19,5.122733126567531e-18,1.4392886227038612e-16,1.0362030511111329e-22,3.273884180991533e-41,1.5781203377378812e-28,3.409344093698e-17,5.825218993872864e-15,3.982593684167886e-15,2.9438339598744306e-29,2.112113701518285e-33,1.0246241564261046e-16,5.780921894105535e-26,3.131379692983372e-17,9.963925829757982e-25,5.4084016849188545e-21,6.911106857139185e-23,4.600146406618241e-25,7.859866135063278e-29,1.2707720091584686e-29,1.443086242337672e-31,3.961513244576587e-24,8.639072807629873e-34,2.642310158160067e-26,6.141649571797789e-36,3.76,0.0,0.5263430469032161,0.9999649882774211,7.390138252359125e-18,9.142979975667791e-20,1.061817079598752e-06,1.060098498978281e-06,1.7185758388610312e-09,4.3014280695368603e-16,3.501171102869301e-05,8.618064769526575e-20,1.2940572784888128e-23,1.3362764313428333e-24,4.6059892436855686e-24,3.97982133386344e-15,3.312766239666287e-17,5.615369786558235e-17,3.189277496559342e-17,3.248381059208276e-17,3.914095673773744e-20,3.841981912067519e-18,1.1441601074857181e-19,1.0226352993129044e-21,6.87354463513762e-23,2.0259213141136402e-18,2.6911525187139244e-26,8.862611782853828e-18,8.664012523256056e-23,2.1899421741176856e-16,5.0512555011920524e-18,1.44908645444602e-29,3.455116648952456e-20,5.830507732665661e-15,9.458167189266361e-12,1.1199054181031714e-12,1.4514517292639995e-23
5.289015612416813e-08,0.48593955299855734,1.6600908964891796e-13,6.176037914771985e-16,5.690391677902912e-16,1.1512643254522112e-16,0.0,0.0,1.2124446083752761e-11,1.0525878876736883e-18,5.465077868689141e-18,1.5349113939180808e-16,1.1827765532546118e-22,3.8248393780850957e-41,1.666316091111244e-28,3.417508572162852e-17,6.095182949055431e-15,4.362690804384888e-15,3.3795992336636095e-29,2.440380826001333e-33,1.1220216360950677e-16,6.542840419182522e-26,3.132328444943584e-17,1.1359412446528412e-24,5.88314271246029e-21,8.603574004684816e-23,5.247548647984044e-25,9.381572458824216e-29,1.4558517790896572e-29,1.652786173045606e-31,4.455053990976231e-24,1.0761788761049558e-33,3.2290516760232735e-26,7.381895366310098e-36,3.76,0.0,0.5263429976487767,0.9999649882768414,8.72072513233526e-18,1.0010598109531411e-19,1.1110710279496407e-06,1.1093524429099217e-06,1.718579841934344e-09,4.383749747616743e-16,3.5011711028676306e-05,9.437350594195703e-20,1.355738329335245e-23,1.462033503817684e-24,5.073170983373838e-24,4.3597280168804266e-15,3.4681665526330775e-17,5.779139993339172e-17,3.316583150556332e-17,3.533203504019668e-17,4.481468199912431e-20,4.1961363938926996e-18,1.290335063090196e-19,1.0894273213434607e-21,7.093881285308108e-23,2.031070756031883e-18,2.9504613413094395e-26,9.70578015360067e-18,1.0411786484232057e-22,2.2915380667456784e-16,5.519809945411711e-18,1.7265700380131003e-29,3.949337900349285e-20,6.100963198434441e-15,9.846702924799395e-12,1.2220597607129835e-12,1.6001911902193438e-23
5.5234787187413285e-08,0.4859395575261555,1.8031996798401777e-13,6.987182041301005e-16,6.454658916258051e-16,1.3049453728851876e-16,0.0,0.0,1.2706986892909907e-11,1.1508955105634866e-18,5.809182823264133e-18,1.6307474383669035e-16,1.3420793819413823e-22,4.4397398137439476e-41,1.7566846814048769e-28,3.423802339782812e-17,6.36512589985777e-15,4.760110250707332e-15,3.854111962630114e-29,2.8061101736261387e-33,1.223841627245408e-16,7.362306784113124e-26,3.13302793989534e-17,1.287434271177102e-24,6.374575877312272e-21,1.0609706620206348e-22,5.9508221718618225e-25,1.1111142696555049e-28,1.658073806944486e-29,1.8818214002309015e-31,4.981179688270762e-24,1.3277231681222796e-33,3.913269836709979e-26,8.803070611796424e-36,3.76,0.0,0.526342948394342,0.9999649882762587,1.0226919085176531e-17,1.0917512936802146e-19,1.160324971691556e-06,1.1586063839578443e-06,1.7185821021882949e-09,4.4594236670018e-16,3.501171102865934e-05,1.0293841010202458e-19,1.4174383747393392e-23,1.5933487829339484e-24,5.5658424488540066e-24,4.7569553235637974e-15,3.6235668543206525e-17,5.934972443686862e-17,3.441170982152161e-17,3.8259814211121876e-17,5.0971545822752035e-20,4.565094279222023e-18,1.449607655771923e-19,1.1560888367400515e-21,7.311525334356769e-23,2.0350419057637993e-18,3.2217023877269054e-26,1.0581360872516997e-17,1.2402832778736539e-22,2.3931350316091205e-16,6.008155733981587e-18,2.0415087112493841e-29,4.4842465742464695e-20,6.371418530854992e-15,1.023114990816009e-11,1.3283042621624951e-12,1.7571048076913698e-23
5.757941825065844e-08,0.48593956205375316,1.9516103051498193e-13,7.86424985967009e-16,7.282460791359219e-16,1.4714074981342567e-16,0.0,0.0,1.3293036828507142e-11,1.2538298660169915e-18,6.154927072389467e-18,1.726747793990051e-16,1.514563313689776e-22,5.123223688694414e-41,1.849335244182772e-28,3.4286465995512313e-17,6.6350479658906e-15,5.174851940980375e-15,4.368614776197826e-29,3.212603188880575e-33,1.3300841296594016e-16,8.240489004290695e-26,3.133544255109488e-17,1.4512799967909757e-24,6.882349845927752e-21,1.29705731820128e-22,6.711925821167931e-25,1.3066036857110758e-28,1.8781959001896242e-29,2.1310352572143056e-31,5.540022865642525e-24,1.623629963090381e-33,4.7062127233312594e-26,1.0422423054737406e-35,3.76,0.0,0.5263428991399118,0.999964988275672,1.192362674278032e-17,1.1863721405140147e-19,1.2095789108244985e-06,1.207860321373329e-06,1.7185833682895741e-09,4.528986396646699e-16,3.5011711028636347e-05,1.1187536126655207e-19,1.4791590160490484e-23,1.730226392770469e-24,6.084572690022195e-24,5.1715032272738986e-15,3.7789671420594016e-17,6.083254503229222e-17,3.5631109075816024e-17,4.1263258288092447e-17,5.762447403405643e-20,4.948780459275795e-18,1.6227481467776003e-19,1.2225811949345333e-21,7.52686648473446e-23,2.0380995703180413e-18,3.5048759939070216e-26,1.1488644731661263e-17,1.4656693374407696e-22,2.494733068707737e-16,6.51617305943265e-18,2.397017060321218e-29,5.060712796087906e-20,6.641873729927337e-15,1.0611551245762153e-11,1.4385958800436548e-12,1.9224223578086918e-23
5.992404931390359e-08,0.4859395665813505,2.1052549698083942e-13,8.809527275957302e-16,8.176018897034612e-16,1.6511117743391978e-16,0.0,0.0,1.3882559793257198e-11,1.3614186107522173e-18,6.502225322538803e-18,1.8228745753873676e-16,1.70067170757969e-22,5.880125297154509e-41,1.9443692797020369e-28,3.43236994559071e-17,6.90494926615514e-15,5.6069158111461904e-15,4.924307460569802e-29,3.6634170775261585e-33,1.4407491430626164e-16,9.178486834839351e-26,3.133925645688246e-17,1.627878161287675e-24,7.406120648690539e-21,1.5730559998507115e-22,7.532780899351363e-25,1.5264312281289404e-28,2.1169756980673724e-29,2.401269937971132e-31,6.131662171022167e-24,1.9693889506008565e-33,5.619904864136383e-26,1.2258070690075122e-35,3.76,0.0,0.5263428498854864,0.9999649882750821,1.3826296413475905e-17,1.2849220479580083e-19,1.2588328453484685e-06,1.2571142547613323e-06,1.7185840352320436e-09,4.592931320309552e-16,3.501171102861435e-05,1.2118436061337932e-19,1.5409019118392775e-23,1.8726728918936296e-24,6.629958686467986e-24,5.603371701155276e-15,3.934367414441011e-17,6.224354783192088e-17,3.6824711329045184e-17,4.43386673330093e-17,6.47857516103642e-20,5.347123644476157e-18,1.8105473954929115e-19,1.288874775395674e-21,7.740211190104486e-23,2.040450497405802e-18,3.799982508397401e-26,1.2426941250161758e-17,1.7193332562734548e-22,2.5963321780412605e-16,7.043742838925893e-18,2.796317387321951e-29,5.679536556365535e-20,6.912328795651501e-15,1.0987949590250335e-11,1.5528920257360365e-12,2.096393345038726e-23
