Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42)
0.0005022244488515901,0.7599452739950132,0.00011533115524087212,4.5219477530951246e-05,9.593235034551299e-05,0.036314989629686864,0.0,0.0,0.0009326179661175196,6.0957312159111046e-05,0.34848687388686067,0.014149524272221695,1.4072609885842666e-05,4.77974076241332e-13,1.3967770368867172e-09,2.868081193283624e-07,0.0022193651912082407,0.007820934283196706,2.5736676171361285e-05,1.0043440665465263e-07,0.0035021182151545077,1.5515009552465653e-08,4.352582434624337e-08,0.0003913904960032361,5.453774519804808e-07,0.05286067211769962,8.717603392725985e-07,0.005998126158638718,0.003375896298990166,2.5765949944165122e-06,5.729138135561789e-07,1.7374777393696374e-09,5.007848713330948e-07,4.3370062817234256e-05,3.76,0.0,2.3022951781974544e-06,0.7159816627556184,0.11445641351398131,0.020282833409845477,0.7814290491472397,0.2651949216454436,5.9783354059523305e-09,4.1240461212057805e-12,0.0003347284597203063,1.9787343475933333e-05,6.646207198696651e-10,1.0600892386698681e-10,3.854692044407409e-09,0.009191299143501778,1.0704095583040007e-10,1.4039739865516321e-05,1.2571291665436508e-05,0.00020657619238018796,0.003193853062380535,5.989562982546835e-06,6.637033377139158e-06,1.7893110779952163e-12,3.427097201265539e-13,8.893051571908049e-09,1.0255348821698718e-08,5.272709986988748e-05,2.1065381218580213e-06,0.006146897123083739,4.707336213476611e-07,3.2398480005097487e-12,2.3548419490966082e-08,0.00019212440090515234,7.156598450216335e-07,0.008789423540384186,0.010545589951030485,1.3134774617015365e-06,2.0628001721132154e-09,2.6602497957714482e-06,2.1709905995662366e-07,0.0018371180963455364,2.4404051842155393e-09,1.0390694602620192e-05,2.46120917732542e-08,0.000932796863841534,0.003352665061825126,2.545833976896538e-13,3.9801266498393697e-14,9.768108695587644e-08,1.137786947892378e-07,2.8136501524596683e-07,6.046982248834187e-10,0.00014188622033006233
0.0005056883791014703,0.7602088285227615,0.00011562016382532072,4.5271049052402786e-05,9.604318754875355e-05,0.03657156462641414,0.0,0.0,0.0009321449213656357,6.093156043001671e-05,0.35106503401083256,0.014288359069189805,1.4121707885143689e-05,4.829205694171748e-13,1.4041787461753239e-09,2.8719883337776847e-07,0.002220915338256111,0.007824939287180374,2.58363621024343e-05,1.0115105822932556e-07,0.0035191169347539605,1.568438098351483e-08,4.3619370460470967e-08,0.0003932266988308483,5.452878871483954e-07,0.05284465506965843,8.814591909789778e-07,0.006050181471799682,0.0033834336312318163,2.584867230969468e-06,5.749539831614843e-07,1.7499325926566218e-09,5.040227403241702e-07,4.392104679489481e-05,3.76,0.0,2.2946070607937137e-06,0.7141397691464823,0.11530223751321667,0.020458856801120678,0.7828563261244292,0.26361084901414805,5.942664228455306e-09,4.0994389027030016e-12,0.0003338673564723733,1.9655950425713866e-05,6.611417032369823e-10,1.054410025225912e-10,3.834755530911294e-09,0.009151739313619943,1.0609105890209102e-10,1.4010915162452928e-05,1.2540061203700279e-05,0.00020559060203059388,0.0031871517673220263,5.966731111491886e-06,6.6117360488190386e-06,1.7865219689200317e-12,3.4217549642958857e-13,8.881348281684174e-09,1.0252339498844664e-08,5.244301521265823e-05,2.0959834748918985e-06,0.006129161041508913,4.6968770338313005e-07,3.2253720035773126e-12,2.3353192552508907e-08,0.0001918142640974267,7.17063823459758e-07,0.008845281901380522,0.010580938230234307,1.3243025732948349e-06,2.07373946885511e-09,2.684473757031848e-06,2.1908353603893516e-07,0.0018495172425787548,2.4568834272089562e-09,1.0457478695634149e-05,2.4698003081167585e-08,0.000938111448289503,0.003387744492363076,2.5547201232565313e-13,3.9940187651573097e-14,9.794678033474232e-08,1.1382451497577589e-07,2.820191861641444e-07,6.117769273080942e-10,0.00014195961704140605
0.0005091523093513504,0.7604715794271597,0.00011591161159933482,4.532291512416019e-05,9.615409636511534e-05,0.03682762687226618,0.0,0.0,0.0009316493133939619,6.090260253763996e-05,0.35363691370654976,0.014427475757152764,1.4170346907128688e-05,4.879134830138767e-13,1.4115871377592715e-09,2.8758912068638503e-07,0.0022224571388887357,0.00782857037991037,2.5934847785421847e-05,1.0186804011901772e-07,0.0035360244224110593,1.5854082230144934e-08,4.3712813349758094e-08,0.0003950462196760408,5.45183917979544e-07,0.05282514042206881,8.911816157363685e-07,0.006102075164953066,0.003390825580083447,2.593065847762521e-06,5.769671732453113e-07,1.7623696011343602e-09,5.072510292255827e-07,4.447261745629569e-05,3.76,0.0,2.2869871264741254e-06,0.712303177747845,0.11614691768612802,0.020634392961941868,0.7842772932462623,0.26203492727211875,5.907176639698072e-09,4.074958361925418e-12,0.00033300873205860436,1.95248989225276e-05,6.57681099726236e-10,1.0487589354576513e-10,3.814905442279312e-09,0.009112326174449951,1.0514927231083771e-10,1.3982100224854941e-05,1.2508882023171737e-05,0.0002046094240229461,0.003180466496334233,5.9440494340115355e-06,6.586605192149156e-06,1.7837347821474442e-12,3.416416416527575e-13,8.869621573481547e-09,1.0248653047454088e-08,5.2160455479004043e-05,2.085487104202207e-06,0.006111160775975025,4.686430433991157e-07,3.210948512465874e-12,2.315962719946976e-08,0.00019150341247937185,7.18441685145298e-07,0.008900760774524364,0.010615555439131244,1.3351290520885618e-06,2.084602028079833e-09,2.7086868574553434e-06,2.2106723847204081e-07,0.0018618844025729954,2.4733191627597234e-09,1.052380197561255e-05,2.4782167015545192e-08,0.0009434052971185575,0.003422862878923632,2.563425525960002e-13,4.0076283097684916e-14,9.821123655383236e-08,1.1387032270492483e-07,2.8266355170015424e-07,6.188976686169602e-10,0.0001420349490937666
0.0005126162396012306,0.7607335273292326,0.00011620552103332073,4.537508117417233e-05,9.626508861754672e-05,0.03708317636557893,0.0,0.0,0.00093113157386571,6.087049891686474e-05,0.3562024968011943,0.014566871850937526,1.4218532817659705e-05,4.929485888918944e-13,1.4190027654443984e-09,2.879790211507815e-07,0.0022239906696332958,0.007831832903057096,2.6032142379699564e-05,1.0258538385346385e-07,0.0035528415048678014,1.6024106801792596e-08,4.380616192014519e-08,0.0003968491666893848,5.450657971243527e-07,0.05280217678991004,9.00927469752849e-07,0.006153805096581355,0.003398074213660293,2.601192305027493e-06,5.789535980338067e-07,1.7747885922592016e-09,5.10469747761845e-07,4.502472221081206e-05,3.76,0.0,2.2794348549227066e-06,0.7104718739838336,0.11699045012397358,0.020809433071716482,0.785691977771533,0.2604671154688831,5.871871719134631e-09,4.050603863363323e-12,0.00033215257966465276,1.9394201601578717e-05,6.542388626034654e-10,1.0431359224935199e-10,3.795141841746599e-09,0.009073059747515072,1.0421552671814168e-10,1.3953296418077475e-05,1.2477755168901678e-05,0.0002036326555811271,0.0031737971851143686,5.921517117212278e-06,6.561639882368293e-06,1.780949808895018e-12,3.411082115340068e-13,8.857872996746485e-09,1.02442988801297e-08,5.187941691447243e-05,2.0750486506314246e-06,0.0060929053469933984,4.675996637195492e-07,3.1965776258895866e-12,2.296771091682275e-08,0.00019119195532823645,7.197941905641716e-07,0.008955856108768473,0.010649446296696103,1.345956720912601e-06,2.0953879794358093e-09,2.7328874584904144e-06,2.2305003254258253e-07,0.0018742196321512603,2.4897124651531837e-09,1.0589660412219797e-05,2.4864587462908322e-08,0.0009486785677876771,0.003458019386717322,2.571950587114926e-13,4.020955912417308e-14,9.84745046280776e-08,1.1391614373762415e-07,2.8329838854398947e-07,6.260608085823159e-10,0.0001421122702531435
0.0005160801698511107,0.7609946728835543,0.00011650191494983442,4.5427552659209064e-05,9.63761762661705e-05,0.03733821319542841,0.0,0.0,0.0009305921282220856,6.0835309267155264e-05,0.35876176778788355,0.014706544901614056,1.4266271442358476e-05,4.980321986598201e-13,1.4264262337098376e-09,2.883685997267415e-07,0.0022255160076611693,0.007834732106267638,2.6128255097707214e-05,1.0330312094556312e-07,0.0035695690017840914,1.619444825915248e-08,4.389942555243425e-08,0.0003986356473929122,5.449337743866602e-07,0.05277581227385389,9.106966175276403e-07,0.006205369172092225,0.0034051815607561396,2.60924804669005e-06,5.80913473636793e-07,1.7871894006396864e-09,5.136789092153314e-07,4.557730896265819e-05,3.76,0.0,2.2719497318547235e-06,0.708645843132103,0.11783283108900199,0.0209839684566124,0.7871004069394659,0.25890737272572883,5.836748547835508e-09,4.026374772600282e-12,0.0003312988924076956,1.926387070556742e-05,6.508149459956663e-10,1.0375409391977471e-10,3.7754647886141815e-09,0.009033940046656428,1.0328975322770896e-10,1.3924505019177438e-05,1.2446681626946998e-05,0.00020266029379677804,0.0031671437732862895,5.899133341697795e-06,6.536839209688863e-06,1.7781673399261025e-12,3.405752617658961e-13,8.84610410806174e-09,1.0239286309825382e-08,5.15998957239689e-05,2.0646677592933592e-06,0.006074403600788289,4.6655758645563855e-07,3.1822594447881497e-12,2.277743122865764e-08,0.00019087999928463605,7.2112208985432e-07,0.009010564002599699,0.010682615532955162,1.3567854172825226e-06,2.106097481085104e-09,2.7570739659946417e-06,2.250317873347839e-07,0.0018865229857042952,2.506063406770157e-09,1.065505019542589e-05,2.4945268947477954e-08,0.0009539314098748598,0.0034932131928411708,2.5802957748957213e-13,4.0340023052407075e-14,9.873663321174393e-08,1.1396200360064153e-07,2.8392396962299344e-07,6.332667133219144e-10,0.00014219163056653072
0.0005195441001009909,0.7612550167770973,0.00011680081624065346,4.548033439611514e-05,9.648737110379168e-05,0.03759273755004216,0.0,0.0,0.0009300313950018299,6.079709248156651e-05,0.36131471188572567,0.014846492499623325,1.4313568480893046e-05,5.031718440704567e-13,1.433858077477935e-09,2.8875789419892017e-07,0.0022270332305742817,0.007837273138713087,2.6223195109913604e-05,1.0402127949204159e-07,0.003586207725213159,1.6365100166233392e-08,4.3992613181722926e-08,0.00040040576862628415,5.447880962223884e-07,0.05274609441498538,9.204889198911053e-07,0.0062567653482061055,0.0034121496074074335,2.6172344838131647e-06,5.828469984390678e-07,1.7995718659031265e-09,5.168785256823487e-07,4.6130326153815795e-05,3.76,0.0,2.264531248899418e-06,0.7068250703112249,0.11867405702952567,0.021157990603167087,0.7885026079690302,0.25735565824030837,5.801806208546613e-09,4.002270456528281e-12,0.00033044766333053854,1.913391804159912e-05,6.474093066530825e-10,1.0319739383766849e-10,3.75587434122444e-09,0.008994967077403009,1.0237188339084762e-10,1.389572761093748e-05,1.2415662508157542e-05,0.0002016923355415394,0.0031605062047702697,5.876897309392674e-06,6.512202287969017e-06,1.775387672370633e-12,3.4004284931351376e-13,8.834316502451024e-09,1.0233624541070459e-08,5.1321888002586284e-05,2.054344079787371e-06,0.006055664193546547,4.655168334107481e-07,3.167994079072951e-12,2.258877570778401e-08,0.00019056764808862185,7.224261205332767e-07,0.009064880717684527,0.010715067890230546,1.3676149876425858e-06,2.116730729630233e-09,2.7812447996403448e-06,2.2701237338709207e-07,0.001898794516072624,2.5223720579229717e-09,1.0719967761268917e-05,2.5024216592218718e-08,0.0009591639643615949,0.0035284434873514596,2.5884616192947626e-13,4.046768316904376e-14,9.899766778711408e-08,1.1400792735165966e-07,2.8454056324414524e-07,6.405157499476125e-10,0.0001422730759879856
0.0005230080303508711,0.7615145597882788,0.00011710224813016446,4.553343199609548e-05,9.659868516556778e-05,0.037846749728423654,0.0,0.0,0.0009294497849137921,6.075590654244836e-05,0.36386131513248654,0.014986712280807283,1.436042957457554e-05,5.083564899705416e-13,1.4412988332005873e-09,2.8914693221600876e-07,0.0022285424162075407,0.00783946103771254,2.6316971497518672e-05,1.0473989188781709e-07,0.003602758478490818,1.6536056255540693e-08,4.40857336635308e-08,0.00040215963644738234,5.446290050825468e-07,0.0527130701187779,9.303042597188943e-07,0.006307991639022627,0.003418980291570437,2.6251530149216497e-06,5.847543868720214e-07,1.8119358382160108e-09,5.20068615990884e-07,4.6683722845955476e-05,3.76,0.0,2.2571789047142447e-06,0.7050095404591096,0.11951412460533124,0.02133149117840295,0.7898986080529126,0.255811931303134,5.767043786047397e-09,3.978290283398915e-12,0.0003295988853915227,1.9004354932091015e-05,6.440218941061324e-10,1.0264348679989116e-10,3.736370535875057e-09,0.008956140836264202,1.0146184942425492e-10,1.3866965550158569e-05,1.2384698840938885e-05,0.00020072877731448614,0.003153884428243247,5.8548081891592915e-06,6.4877281945526705e-06,1.7726110892675968e-12,3.3951102829356953e-13,8.82251170509087e-09,1.0227322655302531e-08,5.104538978393889e-05,2.04407726583487e-06,0.006036695567776724,4.644774259277167e-07,3.153781605781053e-12,2.2401731984636528e-08,0.00019025500223925838,7.237070101501962e-07,0.009118802698265777,0.010746808122728357,1.3784453089747162e-06,2.1272879336638825e-09,2.80539845368598e-06,2.2899166655018403e-07,0.0019110342743939145,2.5386384866580467e-09,1.0784409767735003e-05,2.510143589357173e-08,0.0009643763628503107,0.003563709474771585,2.5964486888193e-13,4.0592548361698716e-14,9.925765510011362e-08,1.1405393986383438e-07,2.851484339639588e-07,6.47808299789453e-10,0.0001423566480227635
0.0005264719606007512,0.7617733026564771,0.00011740623426133549,4.5586851252720243e-05,9.671013071239814e-05,0.03810025011796421,0.0,0.0,0.0009288477026159854,6.07118087004726e-05,0.36640156422533277,0.015127201918683879,1.4406860353310107e-05,5.135863120030555e-13,1.4487490954172286e-09,2.8953576620099465e-07,0.0022300436429523516,0.007841300752024405,2.640959340070295e-05,1.0545899146867e-07,0.0036192220577645736,1.6707310298462357e-08,4.417879636015429e-08,0.00040389735627384654,5.444567406663338e-07,0.05267678577489332,9.401425282377364e-07,0.006359046104379636,0.0034256755125809685,2.6330050264078687e-06,5.866358544837519e-07,1.8242811750095198e-09,5.232492047517134e-07,4.72374486131065e-05,3.76,0.0,2.2498922038676637e-06,0.7031992383667874,0.12035303064857487,0.021504461994134944,0.791288434360086,0.25427615128392395,5.732460366908609e-09,3.954433622688308e-12,0.0003287525514803234,1.8875192314282617e-05,6.406526595799566e-10,1.020923676905596e-10,3.71695340963158e-09,0.008917461313148285,1.0055958391764738e-10,1.3838220129084916e-05,1.2353791600630469e-05,0.00019976961535045508,0.0031472783960836107,5.8328651747279695e-06,6.463416034294973e-06,1.769837878728119e-12,3.389798539134988e-13,8.810691278587417e-09,1.0220389634038593e-08,5.0770397037673406e-05,2.0338669753984492e-06,0.0060175059946626416,4.634393851225851e-07,3.1396221081520712e-12,2.221628771113041e-08,0.00018994215968198505,7.249654755393531e-07,0.00917232653414751,0.010777840992168781,1.3892762704498167e-06,2.1377693356811776e-09,2.8295334666060654e-06,2.309695466835971e-07,0.0019232423104861727,2.5548627592669967e-09,1.0848373083752777e-05,2.517693302217049e-08,0.0009695687296978344,0.0035990103710980483,2.604257621944343e-13,4.071462861418576e-14,9.951664089522467e-08,1.1410006583176504e-07,2.857478425186767e-07,6.551447493761229e-10,0.00014244238472323236
0.0005299358908506314,0.7620312463471783,0.00011771279877970315,4.564059776080303e-05,9.682172012584138e-05,0.038353239184751906,0.0,0.0,0.0009282255473174914,6.0664855553029105e-05,0.3689354464489373,0.015267959120653977,1.4452866397101062e-05,5.188718647904719e-13,1.4562094790590337e-09,2.899244587276105e-07,0.0022315369896152818,0.00784279715167663,2.6501070027836603e-05,1.0617861038734898e-07,0.0036355992527707668,1.6878856108306452e-08,4.4271810902728097e-08,0.0004056190329499733,5.442715399943693e-07,0.052637287312847704,9.500036243698589e-07,0.006409926844788153,0.0034322371353389786,2.640791886541128e-06,5.884916117647258e-07,1.8366077419227458e-09,5.264203187610748e-07,4.779145348965919e-05,3.76,0.0,2.2426706563407038e-06,0.7013941486944034,0.12119077214564687,0.02167689499109228,0.7926721140381298,0.25274827762407354,5.698055039292114e-09,3.9306998450219735e-12,0.00032790865442542636,1.8746440789317372e-05,6.373015557866703e-10,1.0154403121942872e-10,3.6976229916173554e-09,0.008878928491816221,9.966502007951142e-11,1.380949269896336e-05,1.232294176829014e-05,0.00019881484560518682,0.003140688063907591,5.811067469219853e-06,6.439264922496302e-06,1.7670683292993923e-12,3.384493814745552e-13,8.798856790140618e-09,1.0212834369597455e-08,5.0496905666710286e-05,2.0237128697481717e-06,0.005998103592697544,4.6240273170263063e-07,3.125515674179203e-12,2.2032430631174194e-08,0.0001896292162214206,7.262022249016667e-07,0.009225448944368202,0.010808171266534019,1.4001077809581702e-06,2.148175213331907e-09,2.8536484194630137e-06,2.3294589724577653e-07,0.0019354186729953885,2.5710449404801328e-09,1.0911854791422004e-05,2.5250714425184815e-08,0.000974741182869687,0.0036343454025819337,2.611889085666582e-13,4.083393435538372e-14,9.977467053242437e-08,1.1414632992028701e-07,2.863390465080189e-07,6.625254938598814e-10,0.0001425303211590233
0.0005333998211005115,0.762288391686759,0.0001180219659376948,4.569467685663715e-05,9.693346569572634e-05,0.038605717491564905,0.0,0.0,0.0009275837115292863,6.061510289106035e-05,0.3714629498125012,0.015408981636388493,1.449845318117681e-05,5.242150894845657e-13,1.4636805418020148e-09,2.90313048785248e-07,0.002233022535481953,0.007843955010379135,2.6591410521820178e-05,1.068987792599223e-07,0.0036518908453882894,1.7050687570691493e-08,4.4364786548719185e-08,0.00040732477060829737,5.440736368245745e-07,0.05259462009302437,9.59887453645984e-07,0.006460632010772672,0.0034386669825222597,2.6485149379976053e-06,5.903218657109649e-07,1.8489154111523599e-09,5.295819845352448e-07,4.834568808314308e-05,3.76,0.0,2.235513778766295e-06,0.6995942559402726,0.12202734627378453,0.02184878226903482,0.7940496742073659,0.25122826985511415,5.663826893348248e-09,3.907088322453881e-12,0.00032706718697965887,1.8618110536013248e-05,6.339685345910758e-10,1.0099847187479233e-10,3.6783793004597843e-09,0.008840542348993813,9.877809159921701e-11,1.3780784688450329e-05,1.2292150363115161e-05,0.0001978644638552957,0.0031341133912175705,5.789414260940192e-06,6.415273958135635e-06,1.7643027244288472e-12,3.379196652188935e-13,8.787009784628188e-09,1.0204665644041869e-08,5.022491148580275e-05,2.013614614172037e-06,0.005978496292637952,4.6136748610927063e-07,3.1114623857811525e-12,2.1850148516550306e-08,0.00018931626498512008,7.274179554851576e-07,0.00927816680657041,0.010837803720463512,1.41093976557268e-06,2.1585058572694433e-09,2.877741926834974e-06,2.3492060422684861e-07,0.0019475634091739402,2.587185093169585e-09,1.0974852190438878e-05,2.5322787074960036e-08,0.000979893832654686,0.0036697138079939498,2.619343801183169e-13,4.0950476860291416e-14,1.0003178576980326e-07,1.1419275624820728e-07,2.8692229947211267e-07,6.699509361503575e-10,0.00014262048874010688
0.0005368637513503917,0.7625447396490181,0.00011833376011637205,4.574909416893052e-05,9.704537976089531e-05,0.038857685691660676,0.0,0.0,0.0009269225815371292,6.0562605740094315e-05,0.37398406300651227,0.015550267255954988,1.454362610898302e-05,5.296059849105204e-13,1.4711628192038782e-09,2.907015621460927e-07,0.00223450035981993,0.007844779012245524,2.6680623928871048e-05,1.0761953008592983e-07,0.0036680976100414474,1.722279865285219e-08,4.445773233626629e-08,0.000409014672707282,5.438632617559896e-07,0.05254882893914465,9.69793928173347e-07,0.006511159799603472,0.003444966837224884,2.6561755045282764e-06,5.9212682747468e-07,1.861204060622132e-09,5.32734231791066e-07,4.890010354772687e-05,3.76,0.0,2.2284210946452614e-06,0.6977995444488443,0.12286275039091657,0.02202011607718134,0.7954211419612376,0.24971608759506475,5.6297750211444355e-09,3.883598428375796e-12,0.0003262281418239145,1.8490211346732982e-05,6.306535468796468e-10,1.0045568425977069e-10,3.659222354109516e-09,0.008802302855142392,9.789873258913428e-11,1.3752097482725334e-05,1.2261418402473883e-05,0.00019691846590469072,0.00312755434141265,5.767904760718897e-06,6.391442265153075e-06,1.7615413471818566e-12,3.373907593405613e-13,8.775151812316472e-09,1.019589213550387e-08,4.9954410312592195e-05,2.0035718778590495e-06,0.005958691849144629,4.603336684032446e-07,3.0974623191051246e-12,2.1669429204645504e-08,0.00018900339659989323,7.286133529469503e-07,0.009330477146594627,0.010866743133823598,1.421772159262371e-06,2.1687615753878174e-09,2.9018126386741355e-06,2.3689355645629467e-07,0.0019596765650045753,2.6032832785166313e-09,1.1037362772944757e-05,2.5393158492702163e-08,0.0009850267823312841,0.003705114837819804,2.6266225465865693e-13,4.1064268294640917e-14,1.0028803146881615e-07,1.1423936875411204e-07,2.874978507295136e-07,6.774214822900774e-10,0.000142712915567336
0.0005403276816002718,0.7628002912488143,0.00011864820630080773,4.5803856037175866e-05,9.715747508886665e-05,0.03910914451029277,0.0,0.0,0.0009262425385728532,6.050741851284928e-05,0.3764987752685566,0.015691813802486788,1.4588390616629984e-05,5.350431382256651e-13,1.478656939524255e-09,2.910900540389381e-07,0.0022359705421765006,0.007845273770075639,2.6768719386777814e-05,1.0834089919112178e-07,0.0036842203149889106,1.7395183385862213e-08,4.4550657956200545e-08,0.0004106888421548291,5.436406429524611e-07,0.05249995824037624,9.797229745601023e-07,0.006561508445753169,0.0034511384506699253,2.6637749091608005e-06,5.939067156166496e-07,1.8734735774834283e-09,5.358770998061439e-07,4.945465148396999e-05,3.76,0.0,2.2213921321048575e-06,0.6960099984412934,0.12369698200112231,0.02219088878422376,0.7967865443690262,0.24821169053707087,5.5958985164353674e-09,3.860229537311981e-12,0.0003253915115814556,1.8362752700667187e-05,6.273565391293733e-10,9.991566264346803e-11,3.6401521586625116e-09,0.008764209975459503,9.702687776764531e-11,1.3723432323433723e-05,1.2230746813962323e-05,0.0001959768469891718,0.0031210108808222368,5.746538180128204e-06,6.367768968311673e-06,1.7587844795855998e-12,3.3686271789206385e-13,8.763284423369472e-09,1.0186522437898514e-08,4.968539787282559e-05,1.9935843330747075e-06,0.005938697875670123,4.5930129828944586e-07,3.0835155304594547e-12,2.149026057551431e-08,0.00018869069978568492,7.297890952080979e-07,0.009382377108472962,0.010894994289485002,1.4326049175053526e-06,2.1789427136514968e-09,2.9258592622193507e-06,2.388646474347638e-07,0.001971758185458831,2.619339556359218e-09,1.109938420790007e-05,2.5461836442296396e-08,0.0009901401296762585,0.0037405477519082586,2.6337261250599126e-13,4.117532121631152e-14,1.0054344867890817e-07,1.1428619142534691e-07,2.880659468116221e-07,6.849375489107912e-10,0.0001428076271409146
0.000543791611850152,0.7630550474435154,0.00011896532993152947,4.585896832538312e-05,9.726976452098656e-05,0.03936009477765153,0.0,0.0,0.0009255439567850358,6.044959473121952e-05,0.37900707663452476,0.01583361914808486,1.4632752082495148e-05,5.405415580560533e-13,1.486163542835634e-09,2.914785916289008e-07,0.002237433162875334,0.007845443793505248,2.6855706082862175e-05,1.0906291997484813e-07,0.0037002597195299656,1.7567835842577166e-08,4.4643573404820715e-08,0.0004123473810532987,5.434060052119409e-07,0.052448051751647906,9.896745297251818e-07,0.0066116762377645055,0.003457183527784366,2.6713144507832927e-06,5.956617393373363e-07,1.885723858113528e-09,5.390106286942467e-07,5.0009284150832145e-05,3.76,0.0,2.2144264271624916e-06,0.6942256019573927,0.12453003882312005,0.02236109293284405,0.7981459084650302,0.24671503848324966,5.562196475412599e-09,3.836981025517358e-12,0.0003245572887907369,1.8235743625184654e-05,6.240774623657609e-10,9.937840115743276e-11,3.621168711689796e-09,0.00872626366808266,9.616246221399336e-11,1.3694790541300253e-05,1.2200136534978537e-05,0.00019503960209989383,0.003114482980094746,5.725313725332262e-06,6.344253186482099e-06,1.7560324029351223e-12,3.3633559473010314e-13,8.751409170034292e-09,1.0176565022322757e-08,4.941786981912942e-05,1.983651656596244e-06,0.005918521780458735,4.582703952116153e-07,3.069622093412398e-12,2.1312630559103666e-08,0.0001883782604774339,7.309458500075786e-07,0.009433864007504811,0.010922561973512221,1.4434380169439626e-06,2.189049641441237e-09,2.9498805511327353e-06,2.4083377455538426e-07,0.0019838083140779955,2.6353539846300425e-09,1.1160914420420748e-05,2.5528829392364906e-08,0.0009952339646878965,0.003776011823685561,2.64065541267691e-13,4.1283649322675514e-14,1.0079807957100567e-07,1.1433324796044745e-07,2.886268304916773e-07,6.924995629977573e-10,0.00014290464525248625
0.0005472555421000321,0.7633090093547052,0.00011928515657384497,4.5914436449732876e-05,9.738226067313837e-05,0.03961053741966414,0.0,0.0,0.0009248272039223895,6.038918709564675e-05,0.38150895787239686,0.015975681210660272,1.4676715721194311e-05,5.46098293758284e-13,1.4936831718142668e-09,2.918672051302259e-07,0.002238888302696239,0.007845293498810461,2.6941593038927717e-05,1.0978562256972301e-07,0.0037162165747753814,1.7740750202598654e-08,4.473648801319596e-08,0.0004139903907604034,5.431595699959768e-07,0.052393152644463786,9.996485336310532e-07,0.006661661513396534,0.0034631037313707907,2.67879539321218e-06,5.97392104263166e-07,1.8979548041982786e-09,5.42134855451985e-07,5.0563954420679645e-05,3.76,0.0,2.2075235231782707e-06,0.6924463388688704,0.12536191877406794,0.022530721225017845,0.7994992612503321,0.24522609133765474,5.5286679964969425e-09,3.813852270875381e-12,0.00032372546591165,1.8109192759223814e-05,6.208162698695976e-10,9.88438940699453e-11,3.6022720125567576e-09,0.008688463885276191,9.530542160458157e-11,1.3666173560112984e-05,1.2169588574583553e-05,0.00019410672644113716,0.0031079706137841817,5.704230621900116e-06,6.3208940600221965e-06,1.7532853978754468e-12,3.3580944359304636e-13,8.739527603930627e-09,1.0166028246855559e-08,4.915182178650571e-05,1.9737735285319915e-06,0.00589817078443857,4.572409782895323e-07,3.0557820884960035e-12,2.113652715957423e-08,0.00018806616194407048,7.320842732506154e-07,0.009484935314588954,0.010949450973393048,1.4542714492513349e-06,2.1990827485645474e-09,2.9738752916672738e-06,2.428008378388685e-07,0.001995826993168684,2.6513266196121276e-09,1.1221951544394917e-05,2.559414611849357e-08,0.0010003083705877843,0.003811506338896935,2.64741131714876e-13,4.1389266804571115e-14,1.0105196497440861e-07,1.1438056166076711e-07,2.8918074029002195e-07,7.001079557054028e-10,0.0001430039884351726
