Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986),S(1341),S(6104)
1.067562079140087e-05,0.8967469872954834,1.3363966754485785e-05,7.105959823117399e-06,5.890136482303876e-06,0.00031417901943989776,0.0,0.0,1.7217956763130905e-05,1.676381189525503e-07,0.0010306265500267626,4.038288696285684e-05,2.2485766800688095e-07,1.3799691711435093e-15,4.698648774289866e-11,6.833856386169817e-08,5.399999900739904e-05,0.00014429213787110878,2.042906581245392e-07,4.623645402301597e-08,0.0025304345135150276,1.288023439476218e-08,2.7135329722331536e-09,4.177208963785913e-09,1.2708576119777665e-09,0.00042088554085242943,1.265438201233149e-07,1.680133471150805e-06,1.670728792690097e-08,8.976039511849464e-11,2.0368703308158884e-10,4.4540364244940353e-11,1.4034879955302878e-08,7.351085716034517e-09,3.76,0.0,9.728207838508943e-07,0.9973733062487083,0.0003079340376475493,3.423673688213147e-05,0.7178818742187967,0.7106314571683194,2.8500957515745287e-07,6.523439511250262e-10,0.0014790487052160565,2.711900954087647e-07,8.401557261515728e-11,7.212893850057364e-12,3.7640914993167564e-10,0.00020563287957156646,1.7800807712746372e-09,5.7432155555878545e-06,5.758607685843655e-06,5.206579440691964e-05,0.0007332312920695719,2.5358314499723237e-07,3.371749494430923e-07,3.922458465916111e-15,7.112685582910084e-15,2.559831906033129e-09,1.5099606772658698e-09,4.081952968577944e-06,1.0692567563630972e-07,4.8724582508921784e-06,4.2407774096515476e-12,3.151745621411399e-09,5.27338040447745e-08,5.742334127309405e-10,2.6239019676763763e-09,0.00010571597351871374,2.4148366899332886e-05,2.9384830765348376e-10,4.292415504109448e-11,9.09977240190722e-14,7.630145818845358e-08,5.115333616542626e-06,7.133537712475706e-11,4.850997085570597e-09,5.973573081592199e-10,2.83356270124344e-09,2.9214508072731553e-05,6.336742164687649e-08,1.6242976375534124e-12,4.030117511920088e-17,4.839044460906526e-10,3.388414562749253e-09,1.5144854832040735e-15,1.3493985133197416e-07,1.3410549094469922e-11,4.2435620104554675e-13,8.017641527708111e-10,2.524875749302083e-10,8.300241660225417e-18,7.405638434143194e-08,9.64191525108923e-13,1.011884539068285e-08,6.724002638081886e-15,8.106813877266465e-14,3.939709477199213e-12,1.244979080376363e-14,2.2525125135380934e-06,8.667045130096655e-08,1.3266428420655173e-12,3.6188882618464767e-07,2.033625101186894e-14,1.022344479590896e-08,2.57700081671652e-15,5.350350880287948e-15,2.817547573673112e-17,1.792130323478877e-10,6.88374667691953e-08,5.861990461188881e-09,6.847657546399302e-11,1.2732148076112838e-15,7.688956287536107e-09,1.8491577247420925e-11
1.0744798605752699e-05,0.8967510327389464,1.3448885228197495e-05,7.153379320341854e-06,5.9335132505528605e-06,0.00031632251792382255,0.0,0.0,1.7306745467570472e-05,1.684598124246729e-07,0.0010407203091832035,4.075409296576865e-05,2.2681663163749737e-07,1.4081766413375116e-15,4.76432524053732e-11,6.880886509782289e-08,5.446912251543431e-05,0.00014526755526123625,2.071816323475403e-07,4.686424257200198e-08,0.0025477487166396685,1.2969065729827295e-08,2.7334028295084468e-09,4.25369544176724e-09,1.2823696072427972e-09,0.00042467582458338146,1.2656264973526263e-07,1.6909721301942534e-06,1.7055968634520094e-08,9.132474798498026e-11,2.0675044536928657e-10,4.4836947445843945e-11,1.4058886361196162e-08,7.357456753486866e-09,3.76,0.0,9.710069472063692e-07,0.9973630252115959,0.00031077370792347844,3.433001108928266e-05,0.7179048876252103,0.710599800197958,2.849967484893569e-07,6.523148872703063e-10,0.0014790334574630527,2.7214421940237173e-07,8.439844318396338e-11,7.262981789927491e-12,3.7916197694990673e-10,0.00020712883361100238,1.7799750961077167e-09,5.782529289189798e-06,5.7971926401975846e-06,5.2413080641193844e-05,0.0007392731987644699,2.5517869597357736e-07,3.3929891056917977e-07,3.9493942547213626e-15,7.161528624061443e-15,2.5774301812003286e-09,1.52276221937292e-09,4.1092371867600354e-06,1.0780547355071675e-07,4.956129364331926e-06,4.269274207572521e-12,3.1790909233093275e-09,5.282861069782106e-08,5.780631000175867e-10,2.6242098752689743e-09,0.00010576142929599638,2.4462956378811558e-05,2.9517852957371167e-10,4.316222804439204e-11,9.140927245742487e-14,7.6726652928234e-08,5.164959992802164e-06,7.202872008679236e-11,4.889024860958096e-09,6.020733382711873e-10,2.855770345063891e-09,2.9216396191093295e-05,6.385434347354503e-08,1.637004306357494e-12,4.0616439277454934e-17,4.918186027491756e-10,3.3888050769472163e-09,1.530238942227977e-15,1.3504863644391995e-07,1.3569944765924849e-11,4.281571218017962e-13,8.068165479931892e-10,2.539797096684818e-10,8.365170966262961e-18,7.512703707481038e-08,9.659083452880896e-13,1.0177103810203838e-08,6.821113283567139e-15,8.18174527650278e-14,3.965983142186553e-12,1.253012294722296e-14,2.2613601270917264e-06,8.849008693135103e-08,1.3544965043783152e-12,3.656074912225942e-07,2.0544877060734448e-14,1.0361672270290032e-08,2.5970129113969013e-15,5.4052490915147685e-15,2.86434655175869e-17,1.794587877170893e-10,6.938873772240723e-08,5.969765207428656e-09,6.980273195144286e-11,1.2796329909420103e-15,7.772334371095152e-09,1.8695033109184887e-11
1.0813976420104528e-05,0.8967550883504469,1.3534371334503046e-05,7.201104503351505e-06,5.977171253861224e-06,0.0003184796138716035,0.0,0.0,1.7396331409914066e-05,1.692893086989444e-07,0.0010508835297584264,4.112786644474991e-05,2.2879045619471952e-07,1.4369121659046623e-15,4.8307466218144475e-11,6.928225986707948e-08,5.4941335621240165e-05,0.00014624308785559867,2.1010332516944375e-07,4.749825505163132e-08,0.002565061903857542,1.3057898670407363e-08,2.7534149569606486e-09,4.331407844607187e-09,1.2939667560875553e-09,0.0004284916591468247,1.2658167162023065e-07,1.701869621946927e-06,1.7410595005462535e-08,9.291314143833195e-11,2.098560249604958e-10,4.5135435850487945e-11,1.4083054885053236e-08,7.363859225657849e-09,3.76,0.0,9.693867088480297e-07,0.997352678811705,0.0003136341950377598,3.442412681493214e-05,0.7179279395065782,0.7105680541475068,2.849839001827098e-07,6.522857425890872e-10,0.001479018112784605,2.7310694609573174e-07,8.478379871462556e-11,7.313395000393966e-12,3.8193244828558934e-10,0.00020862988886866262,1.7798690635797152e-09,5.822097845117015e-06,5.8360281412141325e-06,5.27626410667836e-05,0.0007453515818609908,2.567848077806136e-07,3.4143692935003043e-07,3.9765064546322925e-15,7.210691628593565e-15,2.5951438422724268e-09,1.5356330938230868e-09,4.136699758572812e-06,1.0869055779656855e-07,5.041042047137147e-06,4.297953020851517e-12,3.2066155857577135e-09,5.293141705595905e-08,5.819177211796439e-10,2.6245210710821793e-09,0.00010580688394291711,2.478024703616681e-05,2.965191625316741e-10,4.3402122225821784e-11,9.182404187840628e-14,7.715480555587958e-08,5.214949383546922e-06,7.272712559382201e-11,4.927316485908178e-09,6.068223520309377e-10,2.878132643572106e-09,2.9218293861765285e-05,6.434360087897344e-08,1.649799143726553e-12,4.0933890826663954e-17,4.99848703292735e-10,3.3891998710265513e-09,1.5462585209096374e-15,1.3515505163604593e-07,1.373083736973677e-11,4.31995696889572e-13,8.118944168731765e-10,2.5547900095500444e-10,8.430550746638028e-18,7.62106587346542e-08,9.6777126242022e-13,1.0235634797002232e-08,6.919398020625346e-15,8.25720372601981e-14,3.99242869347215e-12,1.2610894876255122e-14,2.2702089069154175e-06,9.033797511421858e-08,1.3827826557567388e-12,3.6936839833579736e-07,2.0755868622789962e-14,1.0501890582080161e-08,2.6171186558045277e-15,5.460769760793347e-15,2.9118448044586017e-17,1.7971116065507596e-10,6.994344335128926e-08,6.078761005515513e-09,7.114657974549336e-11,1.2860961697898303e-15,7.856126098115194e-09,1.8899492109763705e-11
1.0883154234456357e-05,0.8967591541942411,1.3620426447294017e-05,7.2491362559264835e-06,6.0211117213464105e-06,0.0003206503957078275,0.0,0.0,1.7486717928949005e-05,1.701266601154344e-07,0.001061116629078109,4.150422443033388e-05,2.307792490177861e-07,1.4661846522028213e-15,4.897919738926338e-11,6.975875851672428e-08,5.541665698583205e-05,0.0001472187396357719,2.1305597833254844e-07,4.813853748416842e-08,0.0025823740719894874,1.3146733253846475e-08,2.7735700288865457e-09,4.41036392327923e-09,1.3056497075200167e-09,0.0004323332124257509,1.2660088678124527e-07,1.712826452012424e-06,1.7771256483219544e-08,9.452591220220388e-11,2.1300431602294103e-10,4.5435834953604396e-11,1.4107386241401282e-08,7.37029344905018e-09,3.76,0.0,9.679392274459217e-07,0.9973422666316364,0.00031651563298876835,3.451909007721334e-05,0.717951030096735,0.7105362184658687,2.849710285009191e-07,6.522565164782627e-10,0.0014790026705617492,2.7407830946148074e-07,8.517164608261273e-11,7.364134653497006e-12,3.8472063829644867e-10,0.00021013611295285799,1.7797626714689367e-09,5.861922058620653e-06,5.87511496406009e-06,5.3114476799211854e-05,0.0007514666712415635,2.5840150392484005e-07,3.4358903703069306e-07,4.003795642601952e-15,7.260175643983036e-15,2.612973269755044e-09,1.548573756176978e-09,4.164341136478648e-06,1.0958096145967656e-07,5.12721318165115e-06,4.326814382517572e-12,3.2343206832270853e-09,5.304235195900297e-08,5.857973374640104e-10,2.6248355633536353e-09,0.00010585233758076422,2.5100258050333038e-05,2.9787014404692503e-10,4.36438439108005e-11,9.22420129430171e-14,7.758592860373313e-08,5.265305307839082e-06,7.343064273524183e-11,4.9658731526561825e-09,6.116044997009685e-10,2.9006502452496787e-09,2.9220201074871368e-05,6.483524027645186e-08,1.6626825131761834e-12,4.1253538790547323e-17,5.079963333856736e-10,3.389598963597185e-09,1.5625500548193482e-15,1.3525915979302494e-07,1.3893239696463906e-11,4.358722855386951e-13,8.169979497368475e-10,2.5698550436469736e-10,8.496382860501994e-18,7.730739938819988e-08,9.697826236372626e-13,1.0294440503415406e-08,7.018870395526607e-15,8.333192819369148e-14,4.019046250100931e-12,1.2692110286888325e-14,2.2790589741585573e-06,9.221443378421515e-08,1.4115061634768178e-12,3.7317201724472403e-07,2.0969251928260503e-14,1.0644132850529645e-08,2.637319928892768e-15,5.516919789002115e-15,2.960051852117138e-17,1.7996989575643118e-10,7.050160637566105e-08,6.188985488118564e-09,7.250829989546557e-11,1.2926043987364167e-15,7.940334995821553e-09,1.910496294798617e-11
1.0952332048808186e-05,0.8967632303344201,1.3707052040473306e-05,7.297475506613992e-06,6.0653359059549e-06,0.0003228349520696944,0.0,0.0,1.7577908379099724e-05,1.7097191831405986e-07,0.0010714200256259163,4.188318401437377e-05,2.3278311854241116e-07,1.4960031648161515e-15,4.9658515105383995e-11,7.02383718183567e-08,5.589510532126701e-05,0.00014819451462058154,2.1603983679551832e-07,4.878513634702987e-08,0.0025996852178211886,1.3235569517730787e-08,2.793868739139652e-09,4.4905816613820906e-09,1.317419114559104e-09,0.0004362006528920302,1.266202962486278e-07,1.7238431294141428e-06,1.813804373002015e-08,9.616340126111909e-11,2.1619586957193638e-10,4.573815052900152e-11,1.413188116020138e-08,7.376759743288011e-09,3.76,0.0,9.666459047241965e-07,0.9973317882524089,0.0003194181563552868,3.46149069368136e-05,0.7179741596284156,0.7105042925978672,2.8495813186887616e-07,6.522272083414842e-10,0.0014789871301731832,2.750583435379493e-07,8.55619925111143e-11,7.415201957201676e-12,3.8752662282307783e-10,0.00021164757345498088,1.7796559175413868e-09,5.902002797409564e-06,5.914453917871079e-06,5.346858951766895e-05,0.0007576186962417599,2.6002880978665443e-07,3.457552673517408e-07,4.031262419797117e-15,7.309981761558579e-15,2.630918859926159e-09,1.5615846636043363e-09,4.192161802022463e-06,1.1047671753779216e-07,5.214659850017686e-06,4.3558588511398635e-12,3.262207292940034e-09,5.3161547085550276e-08,5.897020141916414e-10,2.6251533613596337e-09,0.0001058977903316836,2.5423008742792064e-05,2.9923142274201194e-10,4.38873995561176e-11,9.266316972749673e-14,7.802003500173851e-08,5.3160313179330614e-06,7.413932106114092e-11,5.004696078889283e-09,6.164199348039894e-10,2.9233238158188872e-09,2.9222117822309667e-05,6.532930867212904e-08,1.675654788049154e-12,4.157539243632174e-17,5.162631035472441e-10,3.3900023741397342e-09,1.5791195304928306e-15,1.35361022249069e-07,1.4057164651379741e-11,4.3978725145390075e-13,8.221273332008868e-10,2.5849927414064973e-10,8.56266921710541e-18,7.841741098619993e-08,9.719448277350165e-13,1.0353523025701822e-08,7.119544123983347e-15,8.409716164472642e-14,4.045835972313439e-12,1.2773772902730686e-14,2.287910451128652e-06,9.411978357207656e-08,1.4406719360953024e-12,3.7701882236165293e-07,2.118505346761092e-14,1.0788432742412756e-08,2.6576186333020505e-15,5.5737061455544685e-15,3.0089773400553123e-17,1.802347547075977e-10,7.106324954017084e-08,6.30044636692067e-09,7.388807582263136e-11,1.2991577449092907e-15,8.024964600352684e-09,1.9311454347611978e-11
1.1021509863160015e-05,0.8967673168349567,1.379424968269798e-05,7.346123226394757e-06,6.109845083398524e-06,0.00032503337182219414,0.0,0.0,1.766990613149572e-05,1.7182513428765692e-07,0.0010817941391236068,4.226476235230441e-05,2.3480217428321921e-07,1.5263769275977609e-15,5.034548952595128e-11,7.072111094678024e-08,5.637669939262038e-05,0.0001491704168665116,2.190551486977979e-07,4.943809856657734e-08,0.0026169953381035456,1.3324407499894023e-08,2.8143118003557043e-09,4.572079278074305e-09,1.3292756343181863e-09,0.0004400941496306948,1.2663990107878204e-07,1.7349201666807233e-06,1.851104864157379e-08,9.782595391385873e-11,2.1943124353638008e-10,4.604238861503809e-11,1.4156540386157102e-08,7.383258431165352e-09,3.76,0.0,9.654901440546818e-07,0.9973212432534154,0.00032234190030758106,3.471158349722527e-05,0.7179973283335198,0.710472275984417,2.8494520885546744e-07,6.521978175881846e-10,0.0014789714909951774,2.7604708244802515e-07,8.595484555289111e-11,7.466598153617747e-12,3.903504791202545e-10,0.00021316433795288755,1.7795487995509573e-09,5.942340959991204e-06,5.954045843994871e-06,5.382498143337603e-05,0.0007638078857246344,2.616667525201841e-07,3.479356564158514e-07,4.058907410379382e-15,7.360111114293639e-15,2.6489810240440208e-09,1.5746662749490254e-09,4.220162264286059e-06,1.113778589515098e-07,5.303399336808558e-06,4.385087009492482e-12,3.2902764949857416e-09,5.3289137006774095e-08,5.936318205391763e-10,2.6254744753444515e-09,0.00010594324231876904,2.574851857838296e-05,3.006029572869589e-10,4.4132795745357326e-11,9.308749940240158e-14,7.845713806010176e-08,5.367130999789867e-06,7.485321058959226e-11,5.043786506648574e-09,6.212688139840602e-10,2.9461540374578196e-09,2.922404409773204e-05,6.582585367717803e-08,1.6887163510618263e-12,4.189946126346608e-17,5.24650649392686e-10,3.3904101229603928e-09,1.595973088889278e-15,1.3546069882858858e-07,1.4222625256097743e-11,4.437409628119994e-13,8.272827503422449e-10,2.6002036325162693e-10,8.629411773486973e-18,7.954084737460958e-08,9.74260326149519e-13,1.0412884406411904e-08,7.221433092180499e-15,8.486777384108884e-14,4.072798059243729e-12,1.285588647544833e-14,2.2967634613129495e-06,9.605434782224818e-08,1.4702849237195362e-12,3.8090929286576975e-07,2.1403299995727852e-14,1.0934824481380661e-08,2.6780166958510175e-15,5.631135869494288e-15,3.0586310398388735e-17,1.8050551520592882e-10,7.16283956190411e-08,6.413151433192869e-09,7.528609334723144e-11,1.3057562872756565e-15,8.110018456493075e-09,1.951897505653662e-11
1.1090687677511844e-05,0.8967714137597473,1.3882021032426787e-05,7.395080426483946e-06,6.154640551151407e-06,0.0003272457440724803,0.0,0.0,1.7762714574975513e-05,1.726863584326938e-07,0.0010922393906068046,4.2648976665294905e-05,2.3683652681707185e-07,1.5573153257551837e-15,5.104019177790429e-11,7.120698746008565e-08,5.6861458019846466e-05,0.0001501464504681169,2.2210216532575416e-07,5.009747151220873e-08,0.0026343044295530174,1.3413247238422778e-08,2.834899943225175e-09,4.654875231034581e-09,1.3412199280861176e-09,0.0004440138723630503,1.266597023530644e-07,1.7460580799290683e-06,1.8890364361988436e-08,9.951391982723471e-11,2.2271100282584275e-10,4.634855550093237e-11,1.4181364678063931e-08,7.389789838694252e-09,3.76,0.0,9.64457134964534e-07,0.9973106312123786,0.00032528700061797806,3.480912590500026e-05,0.7180205364433514,0.7104401680626709,2.849322581579651e-07,6.521683436327014e-10,0.0014789557524015344,2.7704456041668e-07,8.635021307315955e-11,7.518324517320024e-12,3.931922857920771e-10,0.00021468647401416568,1.7794413152396543e-09,5.982937474107649e-06,5.993891614335526e-06,5.418365525972863e-05,0.0007700344681505566,2.633153609588821e-07,3.5013024256207365e-07,4.086731260356416e-15,7.410564874726177e-15,2.667160187600638e-09,1.5878190507909364e-09,4.248343058431347e-06,1.1228441855450383e-07,5.393449131656091e-06,4.414499463295068e-12,3.3185293724276324e-09,5.3425259241169395e-08,5.975868293330948e-10,2.6257989164580535e-09,0.00010598869366614609,2.6076807166127494e-05,3.0198471545092897e-10,4.438003918457726e-11,9.351499193813501e-14,7.889725145297832e-08,5.418607973586211e-06,7.557236181386413e-11,5.083145701293943e-09,6.261512968757039e-10,2.969141608060303e-09,2.9225979896523192e-05,6.632492352016093e-08,1.701867593876369e-12,4.222575499312479e-17,5.331606318819797e-10,3.3908222311491655e-09,1.6131170289459803e-15,1.3555824788584736e-07,1.4389634650183224e-11,4.477337922616256e-13,8.324643808600952e-10,2.61548823447033e-10,8.696612532293719e-18,8.067786430670854e-08,9.767316239507512e-13,1.0472526636654952e-08,7.32455135784463e-15,8.564380116377537e-14,4.099932746746782e-12,1.293845478523486e-14,2.3056181293997653e-06,9.801845261061152e-08,1.5003501182789714e-12,3.848439127770934e-07,2.1624018536034014e-14,1.108334285745342e-08,2.6985160680355228e-15,5.689216070574235e-15,3.1090228505679257e-17,1.8078196994731067e-10,7.21970674205467e-08,6.5271085583714675e-09,7.670254071581494e-11,1.31240011597982e-15,8.195500117427574e-09,1.9727533846059055e-11
1.1159865491863673e-05,0.8967755211726518,1.3970367833254815e-05,7.444348156258741e-06,6.199723627504006e-06,0.00032947215818348685,0.0,0.0,1.7856337117030055e-05,1.735556405977191e-07,0.0011027562024966955,4.303584424229854e-05,2.3888628776724426e-07,1.5888279079796322e-15,5.1742693950879816e-11,7.16960132808854e-08,5.734940007952992e-05,0.00015112261955843785,2.251811410805159e-07,5.076330299073866e-08,0.002651612488851945,1.3502088771661708e-08,2.855633915810186e-09,4.738988219448338e-09,1.353252661405945e-09,0.00044795999146868504,1.266797011767308e-07,1.757257388945102e-06,1.9276085298865058e-08,1.0122765309025712e-10,2.2603571939873618e-10,4.6656657713860674e-11,1.4206354808197071e-08,7.396354295152823e-09,3.76,0.0,9.63533660870169e-07,0.9972999517053122,0.0003282535936709702,3.490754035000819e-05,0.7180437841888305,0.7104079682661473,2.849192785880953e-07,6.521387858934987e-10,0.0014789399137635321,2.780508117872501e-07,8.674810323344695e-11,7.570382353764016e-12,3.9605212273072516e-10,0.00021621404919929254,1.779333462337843e-09,6.023793295261207e-06,6.033992129792542e-06,5.4544614184123697e-05,0.0007762986716427823,2.649746655265732e-07,3.5233906624734785e-07,4.1147346364994215e-15,7.461344252999e-15,2.6854567896184616e-09,1.60104345350514e-09,4.276704744327313e-06,1.1319642914313639e-07,5.484826931891273e-06,4.4440968400252845e-12,3.3469670114045198e-09,5.3570054310269975e-08,6.015671168556808e-10,2.6261266966980957e-09,0.00010603414449904987,2.6407894260070745e-05,3.033766732575194e-10,4.462913669822755e-11,9.394563984184644e-14,7.934038920312823e-08,5.470465894218914e-06,7.62968257095593e-11,5.122774950528198e-09,6.310675459805447e-10,2.992287240538115e-09,2.9227925215779336e-05,6.68265670595969e-08,1.715108916697361e-12,4.2554283558114295e-17,5.417947375762304e-10,3.391238720541606e-09,1.6305578112547365e-15,1.3565372634363782e-07,1.4558206092753676e-11,4.517661169254258e-13,8.376724012303637e-10,2.6308470530941255e-10,8.764273539725193e-18,8.182861945564466e-08,9.793612808537414e-13,1.05324516582653e-08,7.428913151351025e-15,8.642528015142654e-14,4.127240305348353e-12,1.3021481641271987e-14,2.314474581299528e-06,1.000124267623161e-07,1.5308725537982433e-12,3.8882317102931785e-07,2.18472363845398e-14,1.1234023236653608e-08,2.719118726535677e-15,5.747953930317572e-15,3.16016280020601e-17,1.8106392567812073e-10,7.276928779124069e-08,6.642325694638159e-09,7.813760862890535e-11,1.3190893317218451e-15,8.281413144515791e-09,1.99371395102082e-11
1.1229043306215502e-05,0.8967796391375263,1.4059291909518361e-05,7.493927501305178e-06,6.245095650670933e-06,0.00033171270378682814,0.0,0.0,1.795077718468916e-05,1.7443303012964013e-07,0.001113344998667864,4.3425382442005566e-05,2.409515697884191e-07,1.6209243886197602e-15,5.245306909290359e-11,7.218820067863099e-08,5.784054450653358e-05,0.0001520989283094192,2.282923334474784e-07,5.1435641241054916e-08,0.0026689195126488457,1.3590932138218617e-08,2.876514482903232e-09,4.8244371870209285e-09,1.36537450415153e-09,0.0004519326780064391,1.2669989867795516e-07,1.7685186172624167e-06,1.9668307138569243e-08,1.0296751226870079e-10,2.2940597233155737e-10,4.696670200680332e-11,1.4231511561735327e-08,7.402952133133124e-09,3.76,0.0,9.627079275572284e-07,0.9972892043064825,0.0003312418164728762,3.500683306569828e-05,0.7180670718006867,0.7103756760248418,2.849062690596067e-07,6.521091437924684e-10,0.0014789239744498407,2.790658710365561e-07,8.714852447638025e-11,7.622772997793967e-12,3.989300710587888e-10,0.00021774713106468798,1.7792252385643105e-09,6.0649094053244275e-06,6.0743483187894954e-06,5.4907861841375536e-05,0.0007826007240489985,2.6664469815367e-07,3.545621699349086e-07,4.142918225323205e-15,7.512450495012652e-15,2.7038712819875864e-09,1.614339947318001e-09,4.305247905255913e-06,1.141139234654719e-07,5.5775506451883846e-06,4.4738797878010624e-12,3.375590501225628e-09,5.372366579535457e-08,6.055727626621424e-10,2.626457828855594e-09,0.00010607959494389748,2.674179976013647e-05,3.047788142150586e-10,4.488009522529964e-11,9.437943792561747e-14,7.978656566748202e-08,5.522708451805036e-06,7.702665374168936e-11,5.162675563477025e-09,6.360177265510413e-10,3.015591662163046e-09,2.9229880054286736e-05,6.733083379673862e-08,1.7284407278913824e-12,4.288505709350035e-17,5.505546789016315e-10,3.3916596136837144e-09,1.6483020618556259e-15,1.357471897310039e-07,1.4728352964068886e-11,4.558383184041055e-13,8.429069848530989e-10,2.646280583045757e-10,8.832396883595185e-18,8.29932724273872e-08,9.821519122476173e-13,1.0592661365871157e-08,7.534532876867467e-15,8.721224750456333e-14,4.154721038311042e-12,1.3104970882181732e-14,2.3233329441655644e-06,1.0203660186971579e-07,1.5618573066718894e-12,3.928475615416539e-07,2.207298111383677e-14,1.1386901570784282e-08,2.7398266737311334e-15,5.807356703064686e-15,3.2120610469112783e-17,1.8135120230748512e-10,7.334507961994185e-08,6.758810875503476e-09,7.959149026899696e-11,1.325824045173327e-15,8.367761107085292e-09,2.0147800865124627e-11
1.1298221120567331e-05,0.8967837677182567,1.4148795162154063e-05,7.543819581577196e-06,6.2907579779492795e-06,0.0003339674707950281,0.0,0.0,1.8046038225354092e-05,1.7531857591792318e-07,0.0011240062045124967,4.381760869470485e-05,2.430324865524645e-07,1.6536146498994112e-15,5.3171391206556425e-11,7.26835622529509e-08,5.8334910295548515e-05,0.00015307538093233176,2.314360029674411e-07,5.2114534929037434e-08,0.0026862254975587013,1.367977737696942e-08,2.8975424254251967e-09,4.91124132501794e-09,1.3775861306021667e-09,0.000455932103734395,1.267202960069138e-07,1.779842292238953e-06,2.0067126861681006e-08,1.0473386046007863e-10,2.3282234788919555e-10,4.727869534708706e-11,1.4256835736218737e-08,7.409583688588971e-09,3.76,0.0,9.619694101339863e-07,0.9972783885883705,0.0003342518066610811,3.51070103293647e-05,0.7180903995096308,0.7103432907653203,2.84893228577183e-07,6.520794167542935e-10,0.0014789079338264864,2.800897727889413e-07,8.755148551134003e-11,7.675497812234455e-12,4.018262130747697e-10,0.00021928578716566712,1.7791166416263718e-09,6.106286811229469e-06,6.1149611358867995e-06,5.5273402288631183e-05,0.0007889408529990757,2.68325492198204e-07,3.567995979891045e-07,4.171282732124782e-15,7.563884880684265e-15,2.722404128840911e-09,1.6277089983606852e-09,4.3339731466921734e-06,1.1503693422973022e-07,5.671638392216785e-06,4.503848974326008e-12,3.4044009344597974e-09,5.3886240395159525e-08,6.096038494081961e-10,2.6267923264677668e-09,0.00010612504512835544,2.707854371299658e-05,3.0619112861793477e-10,4.513292181568896e-11,9.481638309027156e-14,8.023579552356479e-08,5.5753393721782385e-06,7.776189787169054e-11,5.202848869821507e-09,6.410020064809032e-10,3.0390556139465066e-09,2.9231844412500082e-05,6.783777388856103e-08,1.741863443628192e-12,4.321808592771011e-17,5.594421944209555e-10,3.3920849337993034e-09,1.6663565761300077e-15,1.3583869222003528e-07,1.4900088767112185e-11,4.599507827826671e-13,8.481683021929448e-10,2.661789308294281e-10,8.900984691503496e-18,8.417198477407743e-08,9.851061902430148e-13,1.0653157608869443e-08,7.641425113533445e-15,8.800474008963802e-14,4.182375279809313e-12,1.3188926376472073e-14,2.3321933464146532e-06,1.0409131231040728e-07,1.593309495940667e-12,3.9691758328974933e-07,2.230128057703755e-14,1.1542014407353859e-08,2.760641938224807e-15,5.8674317170061566e-15,3.264727880380145e-17,1.8164363207598454e-10,7.392446584149789e-08,6.8765722163938845e-09,8.10643813288866e-11,1.3326043764290046e-15,8.45454758224235e-09,2.0359526748493802e-11
