Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37)
3.645982520379345e-07,0.6330231462416459,2.8268939532477006e-08,1.716396033016909e-09,1.3737146829131405e-09,1.3324735440552985e-08,0.0,0.0,8.586469869312008e-08,4.006718088802629e-11,1.9549843268479408e-10,2.392762203811274e-11,1.1301534096426973e-10,1.7610579977941517e-26,3.254831128687879e-19,7.053501462213702e-13,7.600467997667645e-10,2.0155275382919615e-09,3.35922219440939e-18,5.965052855260556e-19,1.729679571635176e-09,2.2552601530318317e-16,6.483291022639834e-13,1.1657876581031153e-16,7.668557410588369e-15,2.3597804066156813e-11,2.1473832605174074e-10,1.7143454705953367e-11,4.045223991472674e-19,1.522452431139224e-19,5.13273945435793e-17,1.0298025286184047e-16,8.116916200578403e-11,7.369427911779603e-13,3.76,0.0,0.7088725736556375,0.9997140814948798,2.571630775652532e-09,4.560560035224284e-08,0.004019243434198018,0.004018452596530697,7.841899653813569e-07,4.1211411608957125e-12,0.00028582747735832897,1.1553723453623482e-12,9.604962046279742e-16,1.7808573630357276e-16,1.2912564173195884e-15,1.7346930215548385e-09,1.3860532697813422e-12,7.387100695925227e-12,1.0274834952849453e-11,2.5458039344553267e-11,2.2396895430083805e-12,6.896854111501891e-11,5.2217804751064106e-11,1.4188982119653223e-17,1.9421279472750212e-18,3.5096632638470503e-14,1.8343382647021798e-17,1.0860557176100552e-11,3.679164504211034e-15,2.6271200942715373e-11,4.052741513848533e-13,1.1055117142754718e-18,1.3767684699956205e-14,1.6739165305783814e-10,1.7561818242096738e-09,5.7687679650116025e-08,6.40951666248333e-14,2.9986422372051477e-08,1.6500666448037092e-10,1.118509869192708e-16,2.830458502940364e-18,8.78797327798607e-14,1.3432363402206204e-20,5.664257323173103e-17,3.24005443472763e-19,4.6171697468244364e-08,9.57513842681863e-13,2.4599328508089873e-24,3.7219392859639654e-25,6.778982380643181e-23,1.7462960103895775e-11
3.723811200957047e-07,0.633033034309769,2.896596034266164e-08,1.7806834861228195e-09,1.4235139241045679e-09,1.3979542669967156e-08,0.0,0.0,8.790671169671077e-08,4.186642697233569e-11,2.0384586141788889e-10,2.4504651769024758e-11,1.1432415702286242e-10,1.8581759348235993e-26,3.3459685610197306e-19,7.082125766283644e-13,7.851997893813479e-10,2.0985850120298543e-09,3.700925644235021e-18,6.488567256376312e-19,1.8029877258932542e-09,2.3597737737767713e-16,6.483193722445495e-13,1.2340998580386208e-16,7.939934546554916e-15,2.5006728896471753e-11,2.1530737412473876e-10,1.7646248091538108e-11,4.407652344994824e-19,1.6255878405942845e-19,5.334291238997842e-17,1.0799025930315315e-16,8.278999969980422e-11,7.71977328077491e-13,3.76,0.0,0.7087870213089813,0.9997140792329479,2.732969916485948e-09,4.6576953371228894e-08,0.004104792441293636,0.004104001441192519,7.84095785729865e-07,4.12087633253027e-12,0.0002858274684966081,1.2126605148288358e-12,9.922776589908807e-16,1.862601484235644e-16,1.3644642042577003e-15,1.8095242493475943e-09,1.4155671120844112e-12,7.601466966220157e-12,1.0593031097514213e-11,2.6594758172577356e-11,2.3787438564122066e-12,7.186294132321941e-11,5.477234552243152e-11,1.4237770200837792e-17,1.9492644086521082e-18,3.52494364895577e-14,1.913715057294341e-17,1.1362826685718376e-11,3.9281222435125144e-15,2.6847737353069364e-11,4.2065105927426247e-13,1.1701519932185267e-18,1.441536163200763e-14,1.7091662825692556e-10,1.7666552545809148e-09,5.966919179601416e-08,6.949944771498065e-14,3.0422685049563064e-08,1.6747823706842346e-10,1.1967738641881284e-16,3.0718443189416284e-18,9.212592590740249e-14,1.4270063916172623e-20,6.183679808889967e-17,3.5581813067867616e-19,4.716335825482916e-08,9.987034883368798e-13,2.6951151064903546e-24,4.0723015434591232e-25,7.491846572429725e-23,1.746309983464937e-11
3.793857013476979e-07,0.6330419325526938,2.9592407461004837e-08,1.838986021315638e-09,1.4686131953187932e-09,1.4582433350157342e-08,0.0,0.0,8.975086024223807e-08,4.352153645727807e-11,2.1145655021047913e-10,2.5026141912315555e-11,1.1545385745381323e-10,1.9481644413052117e-26,3.4287185922784726e-19,7.108720858486382e-13,8.080964934245834e-10,2.174702887004073e-09,4.0304094701215694e-18,6.986658306939519e-19,1.8702431653789698e-09,2.455772075807646e-16,6.483122765190625e-13,1.297651139863392e-16,8.187169291008463e-15,2.6319888062897443e-11,2.1578566231842072e-10,1.8099916371949166e-11,4.754431903105625e-19,1.7220975301948184e-19,5.5182772153568274e-17,1.1261195998813734e-16,8.42236421278932e-11,8.040915283809665e-13,3.76,0.0,0.7087100330043088,0.9997140771767437,2.883086580304473e-09,4.745110027084282e-08,0.004181777720948744,0.00418098657051235,7.840110337633035e-07,4.120638014319032e-12,0.00028582747038500883,1.2656784308513696e-12,1.0213585231828652e-15,1.9360575074277578e-16,1.4323591622385538e-15,1.8782219909452943e-09,1.4421256998436362e-12,7.799593412102799e-12,1.0885291210432195e-11,2.7651815886519322e-11,2.5091888595860195e-12,7.45169794757019e-11,5.712216985660631e-11,1.4282830622897723e-17,1.9558742896120055e-18,3.539031026240831e-14,1.9866031964326932e-17,1.1827792948398398e-11,4.162274540405865e-15,2.736717488161186e-11,4.3467441888861544e-13,1.2316414666828618e-18,1.5015088591891633e-14,1.74087397702099e-10,1.7761206180817327e-09,6.14744801557571e-08,7.463286270903205e-14,3.081392389902873e-08,1.6969372332569448e-10,1.2703378853409828e-16,3.301615615933846e-18,9.606160115364413e-14,1.505370782387764e-20,6.681445163194781e-17,3.8644757526324416e-19,4.8056016192647376e-08,1.0365114666536612e-12,2.9211421490631712e-24,4.408673446674904e-25,8.182993392031969e-23,1.7463238894091445e-11
3.863902825996911e-07,0.6330508298309351,3.021801194047107e-08,1.8976882458727994e-09,1.5139629497673053e-09,1.5198153861151743e-08,0.0,0.0,9.160099239100613e-08,4.521064908249473e-11,2.1915754478297065e-10,2.5549730576355014e-11,1.1653929542105218e-10,2.040629538978396e-26,3.5121727343621144e-19,7.136106501301167e-13,8.312373101373515e-10,2.2521137252461854e-09,4.3816244184515904e-18,7.511007668597923e-19,1.9387089690316755e-09,2.553601863610893e-16,6.483067580191455e-13,1.3631886297680695e-16,8.437225314417262e-15,2.7676493029433316e-11,2.1623389891956257e-10,1.8554612483574306e-11,5.121535496781961e-19,1.8221484658454696e-19,5.704702907180558e-17,1.1734055985107805e-16,8.563354315937635e-11,8.367485393066225e-13,3.76,0.0,0.7086330530424495,0.9997140751098965,3.037883011929908e-09,4.832518038959528e-08,0.004258754639378566,0.004257963334677347,7.839262910038867e-07,4.120399722143705e-12,0.000285827472896638,1.3200950606461337e-12,1.0508923410132117e-15,2.0110597600958664e-16,1.502024802198788e-15,1.9481982797681038e-09,1.4686806544766788e-12,8.002657177827975e-12,1.1183173049056489e-11,2.8741956508139487e-11,2.6448078250572563e-12,7.721735546816176e-11,5.951989950083579e-11,1.4329045581368882e-17,1.962666686454906e-18,3.5534370629289386e-14,2.060900425123536e-17,1.2305240703343314e-11,4.4062898360665e-15,2.7887137551379676e-11,4.4887084385070184e-13,1.294833084221173e-18,1.5631061877406008e-14,1.772565496709863e-10,1.7856211727515532e-09,6.33004834554393e-08,8.002927801023995e-14,3.1203921261548287e-08,1.7190128742324733e-10,1.3469271241666114e-16,3.5436453816881324e-18,1.0010735785759363e-13,1.5866143274823886e-20,7.209108145796347e-17,4.1905664252577104e-19,4.894882793509148e-08,1.0750177163555828e-12,3.161380763434395e-24,4.765849259492643e-25,8.9236857508642e-23,1.7463390540474577e-11
3.933948638516843e-07,0.6330597261445935,3.084276041589423e-08,1.9567708846046992e-09,1.5595496170280178e-09,1.582668418178335e-08,0.0,0.0,9.345709016586207e-08,4.6933859614765864e-11,2.2694647801119527e-10,2.6075465344321205e-11,1.175818424978462e-10,2.1356015124576816e-26,3.596346927433493e-19,7.164283589147596e-13,8.54621069080834e-10,2.330816356920466e-09,4.7554881839131775e-18,8.062334371360401e-19,2.0083847078485365e-09,2.6532607989064502e-16,6.483028193946241e-13,1.4307362138120186e-16,8.690087587794232e-15,2.9077214322864977e-11,2.1665391065961765e-10,1.901027722577584e-11,5.509765731009133e-19,1.9257856269447873e-19,5.893556274198308e-17,1.2217616611436074e-16,8.701977761578262e-11,8.699391142814643e-13,3.76,0.0,0.7085560814224793,0.9997140730349502,3.197383580459272e-09,4.9199194024215314e-08,0.004335723197490265,0.004334931734591932,7.838415574505877e-07,4.120161455922956e-12,0.0002858274735095131,1.375926778166163e-12,1.0808795184757247e-15,2.087697886923965e-16,1.5734517056702488e-15,2.019453062303819e-09,1.4952319822343074e-12,8.210669554560693e-12,1.1486719404533084e-11,2.986601009240578e-11,2.785755430347872e-12,7.996392131090245e-11,6.19653818587906e-11,1.4376469717985847e-17,1.9696461091218273e-18,3.568163045783462e-14,2.1366157074901934e-17,1.2795400867301447e-11,4.660469119797677e-15,2.8407624957503784e-11,4.632390657676357e-13,1.3595264688891703e-18,1.6263586204659848e-14,1.8042408498339922e-10,1.7951550170738616e-09,6.514714886960561e-08,8.56960675771939e-14,3.1592750547877735e-08,1.7410140745653956e-10,1.4266023807766306e-16,3.798315385781829e-18,1.0426512146492212e-13,1.6707997353763726e-20,7.767854627013656e-17,4.537308174354933e-19,4.9841792728124275e-08,1.1142220255050562e-12,3.41642607680437e-24,5.144683729569633e-25,9.716504172834149e-23,1.7463554754159906e-11
4.003994451036775e-07,0.6330686214937692,3.146664205674839e-08,2.0162153814384774e-09,1.605360222064935e-09,1.646800405274527e-08,0.0,0.0,9.531913651935171e-08,4.8691262435341945e-11,2.348210615542374e-10,2.6603394099367267e-11,1.185828564710762e-10,2.2331117799113092e-26,3.681257521008128e-19,7.193252756156073e-13,8.782466470532456e-10,2.4108096740625957e-09,5.152933456045866e-18,8.641355509374098e-19,2.079269973005764e-09,2.7547467479121737e-16,6.483004623636865e-13,1.5003176915127581e-16,8.945741782029451e-15,3.052272365724205e-11,2.1704741330491357e-10,1.9466855112056593e-11,5.919942646149757e-19,2.033053218837137e-19,6.084826043107643e-17,1.2711886378914507e-16,8.838244499542245e-11,9.036540438094133e-13,3.76,0.0,0.7084791181434752,0.9997140709531573,3.3616112692156545e-09,5.007314146994672e-08,0.00441268339619091,0.004411891771160425,7.837568331023822e-07,4.1199232155369976e-12,0.00028582747099199676,1.433190017400323e-12,1.1113203616090258e-15,2.1664498304112483e-16,1.6466011888705986e-15,2.091986286409313e-09,1.5217796928619037e-12,8.423639891568573e-12,1.1795970045568127e-11,3.1024805002517196e-11,2.932189934383883e-12,8.27565323649196e-11,6.445846774963179e-11,1.4425151709029846e-17,1.9768165561124833e-18,3.5832111695134134e-14,2.213760448177326e-17,1.329850557817123e-11,4.925121309694892e-15,2.892863669537825e-11,4.77777877368284e-13,1.4253876162964585e-18,1.6912968156851807e-14,1.835900044586904e-10,1.8047203029585933e-09,6.701442665966173e-08,9.164062356924543e-14,3.1980479658902486e-08,1.7629452604050862e-10,1.5094241809768342e-16,4.066009402667365e-18,1.0853682717740962e-13,1.7579904895366037e-20,8.358892152841338e-17,4.90557347540652e-19,5.07349098624712e-08,1.1541241830409413e-12,3.686884988226564e-24,5.546047280924433e-25,1.0564115913501837e-22,1.746373150985575e-11
4.0740402635567067e-07,0.6330775158785635,3.2089648329181116e-08,2.0760038772742424e-09,1.65138235888787e-09,1.7122093026217777e-08,0.0,0.0,9.718711526528761e-08,5.048295155818439e-11,2.427790851764257e-10,2.7133565008279216e-11,1.1954367838078212e-10,2.3331928395825886e-26,3.766921201455413e-19,7.223014411020748e-13,9.021129647469211e-10,2.4920926251897373e-09,5.5749071108326984e-18,9.24878604964012e-19,2.1513643745383175e-09,2.858057764241496e-16,6.482996880743066e-13,1.5719567809721847e-16,9.204174218113489e-15,3.201369390203273e-11,2.1741601891890013e-10,1.9924294126446636e-11,6.352903846106475e-19,2.1439947191468215e-19,6.27850164972867e-17,1.3216871736133834e-16,8.972166718896212e-11,9.37884165165945e-13,3.76,0.0,0.708402163204518,0.9997140688593639,3.530587743104135e-09,5.094702302060772e-08,0.004489635236387466,0.004488843445287031,7.836721179582477e-07,4.119685000975389e-12,0.00028582747051816555,1.4919012708689185e-12,1.1422150203242545e-15,2.2460971326690106e-16,1.7215678002218294e-15,2.165797899866872e-09,1.5483237618755214e-12,8.64157577835932e-12,1.2110961896679923e-11,3.2219167596913295e-11,3.0842731705450394e-12,8.559504748334028e-11,6.699901152743654e-11,1.4475134825738276e-17,1.9841815639374256e-18,3.5985839035451394e-14,2.292316403420875e-17,1.3814788041503477e-11,5.2005632885389985e-15,2.9450172360659983e-11,4.924861282500808e-13,1.4933877634169206e-18,1.7579515965201005e-14,1.8675430891575259e-10,1.8143152178216145e-09,6.890226992990984e-08,9.787035478674321e-14,3.23671713960254e-08,1.7848105292918568e-10,1.595452775095265e-16,4.3471130369389615e-18,1.1292441912996859e-13,1.8482508396460875e-20,8.983449745337957e-17,5.296252280190235e-19,5.1628178670009316e-08,1.194723978778132e-12,3.9733760655943604e-24,5.970829903545744e-25,1.1469276476312324e-22,1.7463920782979333e-11
4.1440860760766386e-07,0.6330864092990767,3.2711772794632963e-08,2.136119190948933e-09,1.6976041688851363e-09,1.7788930505829794e-08,0.0,0.0,9.906101102277918e-08,5.230902064473042e-11,2.508184159800702e-10,2.766602651079267e-11,1.20465630312669e-10,2.435878282004775e-26,3.853354957173438e-19,7.253568774842705e-13,9.262189839240997e-10,2.574664211774616e-09,6.022370799421126e-18,9.885338698365233e-19,2.224667540264113e-09,2.963192075334812e-16,6.483004974209516e-13,1.6456771230265007e-16,9.465371826609913e-15,3.355079905799246e-11,2.1776124177923688e-10,2.0382545525070588e-11,6.809504612597744e-19,2.258652918333323e-19,6.47457319489353e-17,1.3732577260711158e-16,9.103758663364048e-11,9.726203700116408e-13,3.76,0.0,0.7083252166046895,0.9997140667564658,3.7043334044909757e-09,5.18208389686392e-08,0.0045665787189868,0.004565786757875865,7.835874120171652e-07,4.119446812287207e-12,0.000285827469210957,1.5520770890534326e-12,1.1735635263446677e-15,2.327599076836359e-16,1.798274336521956e-15,2.2408878499545516e-09,1.5748642079786468e-12,8.864483194835699e-12,1.2431729187133874e-11,3.3449921980461113e-11,3.242170539032566e-12,8.847932912046479e-11,6.958687119365562e-11,1.452645739516667e-17,1.9917442490630385e-18,3.614283080381847e-14,2.3723029925989313e-17,1.4344482405370648e-11,5.4871199263376934e-15,2.997223154926857e-11,5.073627214795138e-13,1.562838136708627e-18,1.8263539328984305e-14,1.8991699917301804e-10,1.8239379805430676e-09,7.081063442071194e-08,1.0439268546021562e-13,3.2752883794446496e-08,1.8066136712712977e-10,1.6847481384180495e-16,4.6420135776309296e-18,1.1742984971908905e-13,1.941645793055927e-20,9.642777727485683e-17,5.710251883018072e-19,5.2521598520853354e-08,1.2360212034063577e-12,4.276529453702901e-24,6.419933604456963e-25,1.2434830947182732e-22,1.746412255181535e-11
4.2141318885965706e-07,0.6330953017554102,3.3333010903625906e-08,2.1965448014591688e-09,1.7440143211949857e-09,1.84684957856787e-08,0.0,0.0,1.0094080916298813e-07,5.41695630177682e-11,2.589369976065155e-10,2.82008272989608e-11,1.2135001340184858e-10,2.541202818092398e-26,3.9405760508891807e-19,7.284915893854578e-13,9.505637049413425e-10,2.6585234849695777e-09,6.496299708921941e-18,1.0551723794696252e-18,2.2991791147752515e-09,3.0701480712416862e-16,6.483028910110176e-13,1.7215022851474682e-16,9.72932210946354e-15,3.513471423408008e-11,2.1808450392627996e-10,2.0841563650086368e-11,7.290618017186513e-19,2.3770699572356924e-19,6.67303140588914e-17,1.4259005779842335e-16,9.233036459136662e-11,1.0078536113696267e-12,3.76,0.0,0.7082482783430742,0.9997140646417583,3.8828674454504205e-09,5.269458960515004e-08,0.004643513844895679,0.004642721709830922,7.835027152781174e-07,4.119208649490451e-12,0.0002858274697937008,1.6137340797931206e-12,1.2053658083756591e-15,2.4099242353954306e-16,1.8767995745845777e-15,2.3172560832449806e-09,1.6014010116958023e-12,9.092366658670734e-12,1.275830358859618e-11,3.471788976859313e-11,3.40605099872461e-12,9.14092432896785e-11,7.222190837510988e-11,1.457915331390968e-17,1.9995073508332147e-18,3.6303103727495204e-14,2.4537081104469346e-17,1.4887823644594134e-11,5.785124096754858e-15,3.0494813857386155e-11,5.224066105540631e-13,1.6344452515817823e-18,1.896534924894721e-14,1.9307807604845913e-10,1.8335868549639445e-09,7.27394782980726e-08,1.1121505418966289e-13,3.313767043645682e-08,1.8283581889480249e-10,1.7773699715810463e-16,4.951099861497276e-18,1.2205507897898714e-13,2.0382411059381738e-20,1.0338147552526151e-16,6.148496788448565e-19,5.3415168820630685e-08,1.2780156484892e-12,4.596986784276682e-24,6.894280308262478e-25,1.3463715306627495e-22,1.7464336795099345e-11
4.2841777011165025e-07,0.6331041932476654,3.3953359790334195e-08,2.257264829182615e-09,1.7906019923301876e-09,1.916076808885724e-08,0.0,0.0,1.0282649575532189e-07,5.6064671675438956e-11,2.671328493169167e-10,2.873801630249053e-11,1.2219810590852355e-10,2.649202267093125e-26,4.02860198041547e-19,7.317055640852944e-13,9.751461640618377e-10,2.7436695438162246e-09,6.997683181843621e-18,1.124864920443347e-18,2.3748987584137004e-09,3.178924293523959e-16,6.483068690345522e-13,1.7994557653781765e-16,9.996013101323473e-15,3.6766115627420895e-11,2.1838714079693637e-10,2.130130574075998e-11,7.797135038700049e-19,2.4992873648294084e-19,6.87386759687508e-17,1.4796158454225673e-16,9.360017940846445e-11,1.0435749105634714e-12,3.76,0.0,0.7081713484187588,0.9997140625193688,4.066207901523514e-09,5.35682752199628e-08,0.0047204406150207715,0.004719648302056104,7.834180277400899e-07,4.1189705125657125e-12,0.00028582746815655855,1.676888908917204e-12,1.2376217324863214e-15,2.494448457937419e-16,1.9570328064137153e-15,2.3949025467503015e-09,1.6279342018511429e-12,9.325229370311642e-12,1.3090714354157417e-11,3.6023889852637404e-11,3.5760870578137398e-12,9.438465944936128e-11,7.490398822271149e-11,1.4633252565399296e-17,2.0074732731187516e-18,3.646667243764122e-14,2.536558045450422e-17,1.544504744313129e-11,6.094916690931477e-15,3.101791888145713e-11,5.37616796312838e-13,1.707235600357242e-18,1.9685257857718174e-14,1.9623754035958967e-10,1.8432601621954455e-09,7.468876194281642e-08,1.183449128937465e-13,3.352158076820489e-08,1.8500473178665999e-10,1.8733777005809247e-16,5.274762132717006e-18,1.268020739475331e-13,2.1381032735918674e-20,1.1070851624249882e-16,6.61192857114829e-19,5.4308889007732115e-08,1.3207071064613546e-12,4.935401080442606e-24,7.3948031993782575e-25,1.4558957807396742e-22,1.7464563490205226e-11
4.3542235136364344e-07,0.6331130837759441,3.457281808812787e-08,2.3182640161316997e-09,1.8373568451913298e-09,1.9865726601909354e-08,0.0,0.0,1.0471805751612374e-07,5.7994439304627686e-11,2.7540406490681403e-10,2.927764266905037e-11,1.2301116153742916e-10,2.7599135209530745e-26,4.1174504369627745e-19,7.34998772385854e-13,9.999654310828323e-10,2.8301015316186423e-09,7.527523250376566e-18,1.1976820217345265e-18,2.451826146277873e-09,3.2895194237642296e-16,6.483124312660504e-13,1.8795609960951283e-16,1.0265433332661402e-14,3.844568049295336e-11,2.1867040668878003e-10,2.1761731750237586e-11,8.329964682976286e-19,2.6253460964124506e-19,7.07707362916364e-17,1.534403487682925e-16,9.484722484018494e-11,1.0797753637210733e-12,3.76,0.0,0.7080944268308308,0.999714060385027,4.25437170544093e-09,5.444189610165796e-08,0.004797359030268643,0.00479656653545521,7.833333494020689e-07,4.118732401496351e-12,0.00028582746858686007,1.7415582993745213e-12,1.270331060024256e-15,2.579602952305792e-16,2.0390948576893113e-15,2.4738271873509868e-09,1.654463747218367e-12,9.563073343927771e-12,1.3428988455980133e-11,3.736873818372322e-11,3.752454762950747e-12,9.74054504259971e-11,7.76329793350858e-11,1.4688781655769347e-17,2.015644120368994e-18,3.663355295051737e-14,2.620832229086497e-17,1.601639007876217e-11,6.416846627304391e-15,3.15415462181881e-11,5.529923238627295e-13,1.7822801864404813e-18,2.0423578254705827e-14,1.9939539292346486e-10,1.8529562827670502e-09,7.665844775852688e-08,1.2578972580150376e-13,3.390466040390838e-08,1.8716840460866348e-10,1.972830477196064e-16,5.613391903232533e-18,1.3167280804576298e-13,2.2412995199794865e-20,1.184220311230716e-16,7.10150573137739e-19,5.520275855067779e-08,1.3640953706280225e-12,5.2924366589427485e-24,7.922456968145841e-25,1.5723680379731885e-22,1.746480261375674e-11
4.4242693261563664e-07,0.6331219733403476,3.51913857700591e-08,2.3795277063507863e-09,1.8842690088197565e-09,2.0583350503938982e-08,0.0,0.0,1.066154817622868e-07,5.995895829304596e-11,2.837488114935644e-10,2.9819755751931664e-11,1.237904081071952e-10,2.873374525174061e-26,4.207139272509919e-19,7.38371170221428e-13,1.025020606947982e-09,2.9178186337172836e-09,8.08683562857453e-18,1.2736939463458862e-18,2.5299609673127576e-09,3.401932272509149e-16,6.483195771561904e-13,1.961841347406947e-16,1.0537571796317815e-14,4.017408711725237e-11,2.1893547976433862e-10,2.2222804177774505e-11,8.890034101541013e-19,2.755286570970121e-19,7.282641874857118e-17,1.5902633192663542e-16,9.607170853123588e-11,1.1164461474560835e-12,3.76,0.0,0.7080175135783805,0.9997140582431477,4.447374737864996e-09,5.5315452537613844e-08,0.004874269091545761,0.004873476410931925,7.83248680263044e-07,4.1184943162836936e-12,0.00028582746668634224,1.8077590313556138e-12,1.303493481641388e-15,2.667147244063597e-16,2.122844473111726e-15,2.554029952127829e-09,1.6809896843350134e-12,9.805899521149064e-12,1.3773150714988174e-11,3.875324758608173e-11,3.935333687212329e-12,1.0047149238073344e-10,8.040875372304924e-11,1.4745763964262567e-17,2.0240217277513437e-18,3.6803758678309336e-14,2.7065615981741855e-17,1.6602088316523605e-11,6.751270855424832e-15,3.2065695464547593e-11,5.68532279718849e-13,1.8584078672093043e-18,2.1180624352497998e-14,2.025516345566821e-10,1.8626736540727466e-09,7.86485000030013e-08,1.3355696856307228e-13,3.428695140172786e-08,1.8932711318327204e-10,2.075787180326218e-16,5.967381821143271e-18,1.3666926050492002e-13,2.347897786836046e-20,1.265353577058225e-16,7.618203551680352e-19,5.6096776945739514e-08,1.4081802351630792e-12,5.6687690326662844e-24,8.478205468005801e-25,1.6961100009258577e-22,1.7465054142742726e-11
4.4943151386762983e-07,0.6331308619409776,3.5809064005075865e-08,2.441041826975806e-09,1.931329059395367e-09,2.1313618991864886e-08,0.0,0.0,1.0851875636917557e-07,6.195832074013695e-11,2.9216532823184614e-10,3.036440509189939e-11,1.245370465051034e-10,2.989624277833631e-26,4.297686474552898e-19,7.418227001122421e-13,1.050310821867349e-09,3.006820073939124e-09,8.676647951602735e-18,1.3529706851188661e-18,2.6093029234796906e-09,3.516161769158581e-16,6.48328305889466e-13,2.046320130227211e-16,1.0812417917326858e-14,4.195201478643765e-11,2.1918346661737536e-10,2.268448791567214e-11,9.478288707665524e-19,2.8891487068487136e-19,7.490565184419937e-17,1.6471950212727972e-16,9.72738506430724e-11,1.1535785237999818e-12,3.76,0.0,0.7079406086604995,0.999714056088756,4.645231874739388e-09,5.618894481404307e-08,0.004951170799758497,0.004950377929389843,7.831640203220062e-07,4.118256256932873e-12,0.00028582746744554316,1.8755079411307623e-12,1.3371085903873875e-15,2.755007917285682e-16,2.2084418814808443e-15,2.6355107874265883e-09,1.7075119710161215e-12,1.0053707872636379e-11,1.412322392120755e-11,4.0178227594190234e-11,4.124906917255075e-12,1.0358266476276932e-10,8.323118676477721e-11,1.480422005221769e-17,2.0326076878141302e-18,3.697730338873246e-14,2.793719011069888e-17,1.7202379311333902e-11,7.098554354316936e-15,3.259036621776587e-11,5.842357892123164e-13,1.9369688047824256e-18,2.195671073708459e-14,2.0570626607538033e-10,1.872410769727957e-09,8.065888463505077e-08,1.4165412749046742e-13,3.4668492513724266e-08,1.9148111195201436e-10,2.1823064179516393e-16,6.33712554813941e-18,1.4179341584240345e-13,2.4579667225154563e-20,1.3506203760363583e-16,8.16301395616287e-19,5.699094371479787e-08,1.4529614951092061e-12,6.065084816054563e-24,9.063035569111887e-25,1.8274530082011958e-22,1.7465318054633923e-11
4.56436095119623e-07,0.6331397495779363,3.642585502323846e-08,2.5027928696831447e-09,1.9785280020467815e-09,2.205651130332762e-08,0.0,0.0,1.1042786973117355e-07,6.399261846724186e-11,3.006519249760717e-10,3.091164040621937e-11,1.2525224982717268e-10,3.108702823563374e-26,4.389110141837618e-19,7.453532921411537e-13,1.0758352332397554e-09,3.097105113354982e-09,9.298001132601508e-18,1.435581951950543e-18,2.689851728975843e-09,3.6322069527429447e-16,6.483386163869047e-13,2.1330205991451036e-16,1.1089961524548855e-14,4.37801437630574e-11,2.1941540656553442e-10,2.314675010541043e-11,1.0095692292246984e-18,3.0269719559458014e-19,7.700836856852598e-17,1.7051981508757203e-16,9.84538825744462e-11,1.1911638446381304e-12,3.76,0.0,0.7078637120762806,0.9997140539273965,4.847957032512311e-09,5.706237321602643e-08,0.0050280641558131155,0.005027271091732454,7.830793695779481e-07,4.118018223441546e-12,0.0002858274653348527,1.9448219216753657e-12,1.3711759383978108e-15,2.84559102747039e-16,2.2956945201072023e-15,2.7182696397497535e-09,1.7340306578022519e-12,1.0306497492056187e-11,1.4479228947449961e-11,4.1644484304814836e-11,4.321361039752843e-12,1.0673885022336547e-10,8.610015712341694e-11,1.4864167955169418e-17,2.0414033751288303e-18,3.7154198130309806e-14,2.88234424370793e-17,1.781750051657537e-11,7.459070126632172e-15,3.311555807533476e-11,6.001020140719113e-13,2.0164185409570035e-18,2.275215253533189e-14,2.088592882952414e-10,1.8821661811202746e-09,8.268956916999413e-08,1.500886988902403e-13,3.504931941959413e-08,1.9363063547298773e-10,2.292446529247667e-16,6.723017642816929e-18,1.4704726336893185e-13,2.5715756705391907e-20,1.4401581475381802e-16,8.736945370092956e-19,5.7885258403347886e-08,1.49843894637565e-12,6.4820816300056846e-24,9.677940739357543e-25,1.966738171857638e-22,1.7465594326930935e-11
