Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37)
0.0,0.6325585903417827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7128919506957914,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.893127711520631e-22,0.6325585903417827,4.012830365179866e-28,8.64185405802516e-30,6.072282630621151e-42,6.988464118322926e-43,0.0,0.0,1.1703270770811485e-22,1.859423205961557e-40,5.502704516152121e-54,6.366383490200421e-54,1.05803098835551e-51,3.886353180194087e-71,4.179126647280907e-47,2.6669457873726255e-39,2.7416941640058314e-25,3.744931839499357e-39,1.1091901611344612e-66,1.730423674303705e-65,8.244242913201389e-39,1.5405245627085495e-59,4.128012558670544e-26,4.8032523538397075e-60,7.366647758608707e-44,7.521801283636925e-59,3.6776181731373444e-37,7.845700644642629e-46,3.4570429829238774e-64,2.373063591906162e-65,1.0283475415749542e-59,1.0744315281925005e-64,4.647855592071699e-52,1.0970957424877849e-64,3.76,0.0,0.7128919506957914,0.9999999999999996,9.529110098052655e-55,7.389080995689362e-23,6.5148221838475255e-18,6.269254364609778e-18,2.455678192377457e-19,1.0229101028422446e-37,4.554318755174867e-16,3.2219980958676706e-42,6.97306905689789e-44,2.8885090985059883e-45,2.5054584277691736e-57,3.7442078782371054e-39,3.6330618054995274e-39,1.0676794870476982e-38,5.6973565377946e-39,8.467406835740144e-44,3.114379383639158e-48,7.042713625698252e-28,6.133362440049035e-41,2.8218505019319673e-59,9.427884549531753e-58,1.519898120911055e-52,1.4886091273340787e-69,4.257391260955071e-45,5.721545040908169e-54,4.128012558670811e-26,2.040841562095142e-42,4.144872766701231e-65,3.852665646843289e-61,2.7416941640057805e-25,2.081295959434995e-23,7.0268033379260706e-37,3.943453990629803e-46,9.622014939680001e-23,2.6130254590870893e-38,2.4809567435351473e-60,6.328585075412035e-76,1.5620134654177519e-55,1.6112556315830697e-76,1.0346243065441036e-74,1.5508735742256569e-90,7.389080995689362e-23,5.0361064382928696e-42,8.542906525182578e-95,9.068652326892079e-95,9.566414977567994e-82,7.042713629367575e-28
1.6500757592257766e-21,0.6325585903417827,1.1235925041865678e-27,2.4197191362481888e-29,3.667658709023098e-41,4.2210323335550795e-42,0.0,0.0,3.276915815827219e-22,1.1230916164007812e-39,6.532810802534094e-53,7.558170479755633e-53,1.2560943893753035e-50,4.6138784955258126e-70,2.524192494957423e-46,1.6108352555728665e-38,7.676743659216495e-25,2.2619388310637876e-38,1.3168305614550393e-65,2.0543589861334507e-64,4.979522719573904e-38,1.8289107608476846e-58,1.155843516427666e-25,5.7024211944784725e-59,4.449455246199635e-43,8.94193578252202e-58,2.2212813765742777e-36,4.738803568939864e-45,5.22428335579477e-63,3.585853002959762e-64,1.2208542013577678e-58,1.6236811525345422e-63,5.517934158905973e-51,1.3026309525229155e-63,3.76,0.0,0.7128919506957914,0.9999999999999988,1.1312959508658463e-53,2.0689426787930214e-22,1.8241502114773073e-17,1.7553912220907626e-17,6.875898938654403e-19,6.178377021164826e-37,1.2752092514466116e-15,1.9460868499055278e-41,4.211733710373044e-43,1.7446594954960968e-44,2.9744802454426713e-56,2.2615015584607688e-38,2.194369330518206e-38,6.448784101766099e-38,3.441203348826896e-38,5.114313734811663e-43,1.8810851477336532e-47,1.9719598151980468e-27,3.704550913789659e-40,3.350100915910799e-58,1.1192784537199894e-56,1.804423049143493e-51,2.061443006910936e-68,2.5714643344548334e-44,3.4558132047655755e-53,1.1558435164278274e-25,1.232668303505474e-41,5.442314759401789e-64,4.5738846768436463e-60,7.676743659216186e-25,5.827628686417881e-23,4.244189216107308e-36,2.3818462103443193e-45,2.694164183110385e-22,1.57826737728852e-37,2.945393617127403e-59,1.4156799512419963e-74,1.8544223861434398e-54,3.6043143976251006e-75,2.4538275654942048e-73,6.775884245074725e-89,2.0689426787930214e-22,3.0418082887288916e-41,3.7324606398052573e-93,3.962162967179637e-93,2.139968764821483e-80,1.9719598174143185e-27
3.7716017353732036e-21,0.6325585903417827,2.568211447268551e-27,5.530786597144111e-29,1.7658197891765123e-40,2.0322453747403538e-41,0.0,0.0,7.490093293319367e-22,5.4072026829362175e-39,6.4139523853960124e-52,7.42065659676565e-52,1.2332409200260737e-49,4.529933266832343e-69,1.2152900290289202e-45,7.755478349676595e-38,1.7546842649638492e-24,1.0890261789356207e-37,1.2928720584989202e-64,2.016981834768683e-63,2.3974258391593604e-37,1.7956354302933797e-57,2.6419280375485432e-25,5.5986709436354715e-58,2.1422211682033738e-42,8.784527318117477e-57,1.0694513647473215e-35,2.28153031682565e-44,5.620045636480383e-62,3.857386630312153e-63,1.1986418944597037e-57,1.7466827212023176e-62,5.417540478113955e-50,1.279267347272155e-62,3.76,0.0,0.7128919506957914,0.9999999999999971,1.1107130730677575e-52,4.729011837241192e-22,4.169486197662416e-17,4.0123227933504315e-17,1.5716340431198384e-18,2.9746225790617506e-36,2.914764003295457e-15,9.369570462804601e-41,2.0277684817557782e-42,8.399784458432605e-44,2.9203623433925823e-55,1.0888156509996298e-37,1.0564943730339974e-37,3.104811948331709e-37,1.6567912811891053e-37,2.4623219168699453e-42,9.056615247856586e-47,4.507336720464636e-27,1.783581797566322e-39,3.289148945105116e-57,1.0989142230921164e-55,1.7715932497273792e-50,2.6147582998965124e-67,1.2380493979425821e-43,1.6638252979816572e-52,2.64192803754932e-25,5.934767262572799e-41,5.571824668168678e-63,4.490667142785192e-59,1.7546842649636994e-24,1.3320294140383242e-22,2.0433944106688426e-35,1.1467564204809136e-44,6.158089561395094e-22,7.598678035024029e-37,2.8918056953720225e-58,2.7971457772920394e-73,1.8206828952893337e-53,7.121517870780152e-74,4.971615657027067e-72,2.75059262682198e-87,4.729011837241193e-22,1.464499752255563e-40,1.515149660829495e-91,1.60839469057818e-91,4.2282176637058017e-79,4.507336731135031e-27
8.014653687668058e-21,0.6325585903417827,5.457449364411804e-27,1.1752921518954255e-28,7.711798942871628e-40,8.875349524634599e-41,0.0,0.0,1.5916448248303702e-21,2.361467471571188e-38,5.673068249367725e-51,6.563486724291908e-51,1.0907876277526686e-48,4.006674674648936e-68,5.307490842042956e-45,3.387021149960136e-37,3.728704063048515e-24,4.756063436259073e-37,1.1435307025494546e-63,1.7839975912607432e-62,1.0470188499769865e-36,1.5882192031706243e-56,5.614097079788916e-25,4.951961046714393e-57,9.355642653432662e-42,7.77191264348328e-56,4.6705750798739035e-35,9.964045702119731e-44,5.165790188524993e-61,3.545562867658011e-62,1.0601851814619752e-56,1.6055035376615908e-61,4.791753201192111e-49,1.1320961813148299e-61,3.76,0.0,0.7128919506957914,0.9999999999999938,9.824131347142853e-52,1.0049150154137532e-21,8.860158170032634e-17,8.526185935870168e-17,3.3397223416246707e-18,1.299095830606037e-35,6.193873506955528e-15,4.091937581773879e-40,8.855797702361375e-42,3.668406555079034e-43,2.583027420661057e-54,4.7551440054464244e-37,4.613988492929983e-37,1.3559529485474787e-36,7.235642802982975e-37,1.0753606774768349e-41,3.95526181746339e-46,9.578090531038398e-27,7.789370298862922e-39,2.909214993583531e-56,9.719771855157861e-55,1.5669541667207138e-49,3.355799689251573e-66,5.406887100399865e-43,7.26636220283751e-52,5.614097079792308e-25,2.5918687838609597e-40,5.018974216972955e-62,3.9719443114009814e-58,3.728704063047861e-24,2.8305625048312317e-22,8.924040239165505e-35,5.0081865681589195e-44,1.308594031796427e-21,3.318542333039336e-36,2.5577696971343504e-57,4.977372073354425e-72,1.6103734023037286e-52,1.2672360549798463e-72,8.947450979282391e-71,9.931688184627767e-86,1.0049150154137538e-21,6.395855176631911e-40,5.470818847416786e-90,5.807502859109115e-90,7.523887419752715e-78,9.578090577638818e-27
1.650075759225777e-20,0.6325585903417827,1.1235925322615452e-26,2.419719136264776e-28,3.21952425253982e-39,3.7052837604628484e-40,0.0,0.0,3.2769158158272507e-21,9.858661838008263e-38,4.768555691695393e-50,5.517006072712268e-50,9.168727260088475e-48,3.367851484298127e-67,2.21577294838492e-44,1.4140146564621776e-36,7.676743659218907e-24,1.985562861387848e-36,9.612064720418444e-63,1.4995574693738805e-61,4.371097592583066e-36,1.3349939376513464e-55,1.155843516426413e-24,4.162421637799479e-56,3.9057966416139783e-41,6.53359274943216e-55,1.949873155387948e-34,4.159795776870753e-43,4.4194422648568505e-60,3.0332884139892045e-61,8.91149525967931e-56,1.3735441238218763e-60,4.027757290381474e-48,9.526022317542034e-61,3.76,0.0,0.7128919506957913,0.9999999999999872,8.257774345729256e-51,2.068942678793021e-21,1.824150211477307e-16,1.7553912220911222e-16,6.8758989386184774e-18,5.423469365237053e-35,1.2752092514125195e-14,1.7083033904487e-39,3.6971212140578053e-41,1.531487524006661e-42,2.1711901861121348e-53,1.9851790171179717e-36,1.9262493692268703e-36,5.660836640299012e-36,3.020738436324145e-36,4.489419188349529e-41,1.651243949422951e-45,1.9719598152348252e-26,3.2519087657145795e-38,2.4453704955689578e-55,8.170053904421724e-54,1.3171193931866444e-48,4.5733209421248315e-65,2.257269025646395e-42,3.033563181485233e-51,1.1558435164278293e-24,1.0820541962229602e-39,4.254734643168979e-61,3.3386586538850306e-57,7.67674365921618e-24,5.827628686416387e-22,3.725611129767859e-34,2.090819305884861e-43,2.6941641831101652e-21,1.3854260984068333e-35,2.149959669837624e-56,8.395066000553413e-71,1.3536158769094857e-51,2.137378829834163e-71,1.517316077065548e-69,3.374474990552034e-84,2.068942678793024e-21,2.67014363358285e-39,1.85881202019354e-88,1.9732066483581935e-88,1.2690135847887549e-76,1.9719598346895827e-26
3.3472965401437187e-20,0.6325585903417829,2.2792877734691317e-26,4.908573105032762e-28,1.3152807084339265e-38,1.513729353790953e-39,0.0,0.0,6.647457797821067e-21,4.027585041041041e-37,3.909550060129463e-49,4.523174903848658e-49,7.517076558951866e-47,2.7611681238374633e-66,9.052155483047405e-44,5.776711253256989e-36,1.5572822851563955e-23,8.111672162350841e-36,7.880551618224075e-62,1.229427812839886e-60,1.7857359919741966e-35,1.0945086870239846e-54,2.3447111333192434e-24,3.412604741590545e-55,1.5956453711053771e-40,5.356965388799283e-54,7.965868067662213e-34,1.6994146256009466e-42,3.654080328219894e-59,2.5079755506076707e-60,7.30618222374842e-55,1.135676229573599e-59,3.3021987734842053e-47,7.826525464020485e-60,3.76,0.0,0.712891950695791,0.9999999999999741,6.770222322544262e-50,4.196998005551557e-21,3.700419000425393e-16,3.560936479099967e-16,1.3948252132542662e-17,2.2156641991328755e-34,2.5868530527862625e-14,6.978976755739332e-39,1.5103946500768013e-40,6.256626247548295e-42,1.780072892309675e-52,8.11010403322528e-36,7.869357192769488e-36,2.3126364761011867e-35,1.23407021550014e-35,1.8340742614024373e-40,6.745870321978906e-45,4.0002613395617284e-26,1.3285108379648719e-37,2.0048624755082461e-54,6.698303804666958e-53,1.0798540555143938e-47,6.622869240523649e-64,9.221681283156766e-42,1.2393095427145835e-50,2.3447111333250294e-24,4.420544457161539e-39,3.502608158602534e-60,2.737234295092087e-56,1.557282285155281e-23,1.182176104958406e-21,1.5220337102076788e-33,8.541679082311078e-43,5.465304485737252e-21,5.659917665391331e-35,1.7626668810571783e-55,1.3788921506946264e-69,1.10977607791164e-50,3.510651146132868e-70,2.4988258931780743e-68,1.1124982159745561e-82,4.196998005551567e-21,1.0908407989599638e-38,6.1281386351250875e-87,6.505275286163529e-87,2.0843586236150063e-75,4.00026141904076e-26
6.741738101979602e-20,0.6325585903417829,4.5906784541517314e-26,9.88628104268588e-28,5.316574925103144e-38,6.118736373352052e-39,0.0,0.0,1.3388541761808922e-20,1.6280142691332862e-36,3.1660550007169746e-48,3.662984311559169e-48,6.087523490749901e-46,2.2360655347912708e-65,3.659025977749705e-43,2.3350390502231037e-35,3.136498123627108e-23,3.278867582803413e-35,6.381875380241822e-61,9.956225179078381e-60,7.218230394193339e-35,8.863615118076265e-54,4.7224463670960546e-24,2.763615797492331e-54,6.449853711751839e-40,4.338342062455862e-53,3.219931236188083e-33,6.869324385694192e-42,2.9714374374820556e-58,2.0394417067095543e-59,5.916735790353713e-54,9.23518557646125e-59,2.674206182026066e-46,6.364875394937176e-59,3.76,0.0,0.7128919506957907,0.9999999999999479,5.482701566985893e-49,8.453108659068626e-21,7.452956578321564e-16,7.172026993120191e-16,2.8092958520137316e-17,8.956068947006669e-34,5.210140655292986e-14,2.821013988977257e-38,6.1052566672573424e-40,2.5290283640309717e-41,1.4415491796163294e-51,3.2782337199080626e-35,3.1809199973403606e-35,9.34804639506217e-35,4.988309121851629e-35,7.413621705515112e-40,2.726788642100951e-44,8.056864388475264e-26,5.370053217664085e-37,1.6235896125254466e-53,5.424460086202153e-52,8.744938112270276e-47,1.0017132468926292e-62,3.727551651006971e-41,5.009487323018878e-50,4.7224463671194425e-24,1.7868547480100814e-38,2.8422152158620986e-59,2.2166836518413915e-55,3.1364981236226024e-23,2.381002577590886e-21,6.152303608910711e-33,3.45268325495551e-42,1.1007585090989869e-20,2.287829214644829e-34,1.4274533599047882e-54,2.235243628125196e-68,8.987254407720072e-50,5.690916792055535e-69,4.056040216141307e-67,3.6132684725330847e-81,8.453108659068672e-21,4.40935291983424e-38,1.9903501693241008e-85,2.1128398911306646e-85,3.3788351499589167e-74,8.056864709742221e-26
1.353062122565137e-19,0.6325585903417829,9.21346060858664e-26,1.9841696918460682e-27,2.1377713993212297e-37,2.4603172264702084e-38,0.0,0.0,2.687070968978552e-20,6.546173773516359e-36,2.548316505275475e-47,2.9482884515171598e-47,4.8997685078329975e-45,1.7997800756884952e-64,1.471278252662529e-42,9.389089322119271e-35,6.294929800575346e-23,1.3184182343043685e-34,5.136689100506061e-60,8.013636196161634e-59,2.902418694585037e-34,7.134208564141111e-53,9.477916834614278e-24,2.224398422961584e-53,2.5934578100072048e-39,3.4919287889017105e-52,1.2947201882721839e-32,2.762140206643901e-41,2.3965719410493952e-57,1.6448826834135015e-58,4.76230370845087e-53,7.448600597570108e-58,2.152433785932174e-45,5.166070612224929e-58,3.76,0.0,0.7128919506957899,0.9999999999998954,4.412955205882326e-48,1.6965329966102755e-20,1.4958031734113897e-15,1.4394208021170781e-15,5.638237129431175e-17,3.60119593327648e-33,1.0456715859343385e-13,1.1343173177532659e-37,2.4548968542666435e-39,1.016911182045586e-40,1.1602841915668622e-50,1.3181633607973937e-34,1.279033940596626e-34,3.7588083411733757e-34,2.0057771584745272e-34,2.9809849208898685e-39,1.0964297207560739e-43,1.6170070487341255e-25,2.1592747804722922e-36,1.3068061697297308e-52,4.3660773946233483e-51,7.03868698460421e-46,1.5554118441411888e-61,1.4988326346508022e-40,2.0142928223269098e-49,9.47791683470832e-24,7.184864353024951e-38,2.289943834988795e-58,1.784180416900445e-54,6.294929800557231e-23,4.778655522851626e-21,2.473814222327155e-32,1.3883087515151721e-41,2.2092146301488876e-20,9.199260649669945e-34,1.1489386574353989e-53,3.59979097944036e-67,7.23372422065603e-49,9.165046052242771e-68,6.536409843654523e-66,1.1648507428705822e-79,1.696532996610294e-20,1.7729814160265916e-37,6.416519809932023e-84,6.8114039550685765e-84,5.4415098452229393e-73,1.6170071779141557e-25
2.71083874729949e-19,0.632558590341783,1.845902808973529e-25,3.975252867188458e-27,8.573419493678074e-37,9.866974422383978e-38,0.0,0.0,5.3835045545742255e-20,2.625308467958253e-35,2.0448635083330414e-46,2.365815813872745e-46,3.931755650738229e-44,1.4442101645235076e-63,5.900483838380539e-42,3.7654447553897768e-34,1.2611793154499076e-22,5.287446798474425e-34,4.12187044282704e-59,6.430438366279988e-58,1.1639997103859374e-33,5.7247530760028304e-52,1.8988857769509133e-23,1.7849396467058974e-52,1.040092577047677e-38,2.802075518075175e-51,5.19240703251254e-32,1.1077538609813241e-40,1.9250569142343187e-56,1.3212588529651075e-57,3.8214488066105616e-52,5.983263832744008e-57,1.7271925575978684e-44,4.214560570140598e-57,3.76,0.0,0.7128919506957884,0.9999999999997905,3.5411186353358894e-47,3.398977258017098e-20,2.996818204569853e-15,2.8838570077312522e-15,1.129611968386012e-16,1.4442406365943305e-32,2.0949866263591995e-13,4.549119780458216e-37,9.845234367122878e-39,4.078268664160677e-40,9.310549913735694e-50,5.286424641519298e-34,5.129498162585049e-34,1.5074502615588325e-33,8.044063510910731e-34,1.195508473102778e-38,4.397173575378463e-43,3.23964826892289e-25,8.65965762895692e-36,1.0486296521769217e-51,3.503502143052283e-50,5.64810302320359e-45,2.4504030882008546e-60,6.010993326087667e-40,8.078215150195954e-49,1.8988857769886276e-23,2.881451956478009e-37,1.83844777873698e-57,1.4316933304152113e-53,1.2611793154426425e-22,9.573961413356227e-21,9.92110147197306e-32,5.567739031045994e-41,4.4261268722461967e-20,3.689314967480337e-33,9.21950918058665e-53,5.778461775478878e-66,5.804608122813295e-48,1.4711928664817797e-66,1.0495816632635602e-64,3.741355011018408e-78,3.398977258017171e-20,7.110448463585734e-37,2.0609059735860175e-82,2.1877378255711247e-82,8.734828413901691e-72,3.239648786992589e-25
