Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456)
0.0007661769041608468,0.8176364559186963,0.00011520365374728438,3.5445959358822035e-05,7.172663266488054e-05,0.05659405525525024,0.0,0.0,0.0007386225309088659,4.457286774707965e-05,0.5543643913986684,0.023505247351369347,1.3696004241447014e-05,6.044795138692805e-13,1.3899811219587997e-09,3.1879122746539073e-07,0.0021911258463010574,0.007162616358473063,2.966454037157364e-05,1.4441603039507543e-07,0.00609433745228332,2.7197199513863316e-08,3.771978117954675e-08,0.0003880938866832555,4.0246442894269964e-07,0.05841703274098273,1.1852089385231533e-06,0.00859512964838987,0.003851357495510927,2.5028915761199853e-06,5.690949149239191e-07,2.2613710569347455e-09,5.141195864688498e-07,6.130924008262978e-05,3.76,0.0,3.214955177208711e-06,0.5728852927546176,0.17111412008684102,0.047037424530846375,1.0527896103669983,0.2772036249598205,5.9041174067666464e-09,3.983084893543975e-12,0.0002617574678403348,1.575327914193102e-05,9.11013347440804e-11,7.82265523781516e-11,2.8196156529730977e-09,0.006396850274937537,8.060133282542976e-11,1.4648483207870658e-05,1.37220553399553e-05,0.00016387102337923762,0.0031083749305623088,6.035605855051477e-06,6.6644344938344975e-06,1.5269953742497864e-12,2.8768779494812744e-13,7.4011807158680225e-09,1.0767310341277468e-08,4.433872917339151e-05,1.576947523395685e-06,0.008108924734662485,2.574055617898444e-12,3.55936803648813e-07,0.00020480999687634658,1.512556309829279e-08,1.0283177543563419e-06,0.017549260474718952,0.01684246752251846,2.4580247027015657e-06,7.074855556697368e-11,2.9793418151853944e-09,3.1974176657392097e-07,0.0033522226366156024,4.2495358465165606e-09,4.9334238730944126e-06,4.0019886046849524e-07,1.526887421688625e-05,0.0012782234906934182,0.006798771335814784,2.7766858868982897e-08,2.816971453305671e-13,9.640713396826466e-08,4.0164595756314525e-07,1.1139179966382805e-09,0.0002026408440727561,3.049457425070223e-09,2.292563498840931e-11,4.108224359984111e-07,7.025958655152342e-08,4.3796237494799664e-14,3.0541157657097316e-05,1.1062097324624398e-09,5.3086024070351724e-06,2.7516046559626555e-12,3.043605859083071e-11,5.130392319030146e-12,1.3069468555729573e-12
0.0007707782730399097,0.8179181039069194,0.00011546482383692643,3.5437291658280324e-05,7.170133275350128e-05,0.056881210918961346,0.0,0.0,0.0007364783881912832,4.43707791247124e-05,0.5571993425496901,0.023673248392095943,1.3710779016267368e-05,6.095941731126328e-13,1.39409950942374e-09,3.189596310359895e-07,0.002192461937400188,0.007150559081186993,2.9697083779820165e-05,1.4506368342096362e-07,0.006116122026496366,2.744116284568142e-08,3.774871367253975e-08,0.00038914146640608955,4.0141970552851e-07,0.058236794165937085,1.1948192864286635e-06,0.008650913742816962,0.0038592983488044026,2.5087156840758937e-06,5.692749847587007e-07,2.27206995822577e-09,5.157850665952563e-07,6.182492856055666e-05,3.76,0.0,3.2069413249468343e-06,0.5709401568279538,0.17202080602789827,0.047283564437316676,1.0542257367424164,0.2755879395225029,5.869757832984355e-09,3.959951359221617e-12,0.0002608687142639126,1.5613977573184655e-05,9.047047914015828e-11,7.770569613541497e-11,2.8012234592439607e-09,0.0063613183283762155,7.983197411411844e-11,1.4614631259573891e-05,1.3677228823337445e-05,0.00016290919304429806,0.00310111642115696,6.012009771815362e-06,6.63838528953776e-06,1.5220906951454755e-12,2.867637492738931e-13,7.378390189478267e-09,1.0734284541049865e-08,4.4029341504352915e-05,1.5673833554222153e-06,0.008072591410767967,2.559829713812282e-12,3.548223707285342e-07,0.00020442510185126318,1.49638668257528e-08,1.0292291548681985e-06,0.01762709456810816,0.01686006881817636,2.4732684942302553e-06,7.018758880047039e-11,2.9865353077659956e-09,3.1813498755932385e-07,0.0033706818176375878,4.272942619659105e-09,4.964968240325754e-06,4.027724472237464e-07,1.531297546034717e-05,0.0012836991980309837,0.006845718637663113,2.7742958109754432e-08,2.8145464646647293e-13,9.653871510624496e-08,4.0213077394734967e-07,1.1233686417836048e-09,0.00020288736900895312,3.0544360604087727e-09,2.3133976527578935e-11,4.1175361051288537e-07,7.046394407283968e-08,4.375853315376887e-14,3.0335283204334705e-05,1.100047718336777e-09,5.325460455050991e-06,2.7228388412785746e-12,3.068186945577816e-11,5.082242133889932e-12,1.3154291860914236e-12
0.0007753796419189725,0.8181984763045093,0.0001157278994601193,3.542878222088201e-05,7.167598481408883e-05,0.05716758793654963,0.0,0.0,0.0007343318058767931,4.416851234289121e-05,0.5600223810724334,0.023841171248809283,1.3725147173633498e-05,6.147499207898978e-13,1.3982134733250607e-09,3.1912782812305693e-07,0.00219377939880108,0.007138298935587397,2.9728563680143e-05,1.4571002188463888e-07,0.006137805185494013,2.768550272807894e-08,3.77773542473936e-08,0.0003901744516482628,4.0037034159181657e-07,0.058054656603394705,1.2044365442272366e-06,0.008706506367083526,0.0038671175399578052,2.5144838027606205e-06,5.694328370661719e-07,2.282718900277126e-09,5.1743753349074e-07,6.233924715768962e-05,3.76,0.0,3.1990215067326463e-06,0.5690034239147033,0.1729247160285504,0.047528167889425633,1.055653775106158,0.2739825456937398,5.835617294089995e-09,3.936965385299259e-12,0.0002599838001144083,1.547581802422365e-05,8.98446302581431e-11,7.718878347085945e-11,2.782962648717015e-09,0.0063260122000315345,7.907059407837862e-11,1.4580903196755409e-05,1.3632662271097645e-05,0.00016195416038486732,0.0030938887004393722,5.988602036606513e-06,6.612544059082295e-06,1.5172077447845314e-12,2.8584379765891766e-13,7.355672404643798e-09,1.0700909601642827e-08,4.372268339029374e-05,1.5578917003188136e-06,0.008036316840899794,2.5456932583610557e-12,3.5371000328094793e-07,0.0002040432589855889,1.4804163999173265e-08,1.0301354913181921e-06,0.017704147313916237,0.01687688989663601,2.4884818725980814e-06,6.963118998535237e-11,2.9936086984917937e-09,3.1654049096659337e-07,0.003389102463567315,4.296300529188759e-09,4.996369457861419e-06,4.053345422356057e-07,1.5356196752612277e-05,0.0012891453506986867,0.006892584195986432,2.7717393770415243e-08,2.811952708598749e-13,9.666951517661646e-08,4.02613103768643e-07,1.1328518800702049e-09,0.00020313706156031868,3.059203215464223e-09,2.334325531025907e-11,4.1267185268077155e-07,7.066616321554485e-08,4.3718204980724856e-14,3.013108154541417e-05,1.0939382024576397e-09,5.342159223273657e-06,2.6944122739164275e-12,3.092782368521286e-11,5.0345544240869605e-12,1.3238824023723578e-12
0.0007799810107980353,0.818477579340165,0.00011599289453670447,3.5420433383938975e-05,7.16505974956789e-05,0.057453192782692494,0.0,0.0,0.0007321830387393552,4.396610176388881e-05,0.5628335464095471,0.024009013979865906,1.3739114412141094e-05,6.199472660022511e-13,1.4023234291205206e-09,3.192958728362519e-07,0.0021950784269721894,0.007125839821775215,2.9758994998203657e-05,1.4635508306835897e-07,0.006159388330765962,2.7930211938551625e-08,3.7805712556476634e-08,0.00039119293886176254,3.993165297504684e-07,0.05787066761321285,1.2140606985246856e-06,0.008761906410527098,0.0038748160230356135,2.5201967969839192e-06,5.695688190559152e-07,2.2933180095095718e-09,5.190770991753808e-07,6.285216562341794e-05,3.76,0.0,3.191194741653588e-06,0.5670750468654382,0.17382585846875445,0.04777123520533036,1.0570737806958306,0.27238736423286897,5.8016941045540426e-09,3.914125838932884e-12,0.0002591027038487525,1.533879549972464e-05,8.922375304030742e-11,7.667578693606044e-11,2.7648324519480606e-09,0.006290930581399187,7.831710022573473e-11,1.4547299870632255e-05,1.3588354856904934e-05,0.00016100588167982472,0.0030866916725110715,5.965381146939091e-06,6.5869091419904776e-06,1.5123466123671264e-12,2.8492795687200494e-13,7.333028297354239e-09,1.0667194264106042e-08,4.341872914882901e-05,1.5484719313680886e-06,0.008000106569593164,2.5316457894438224e-12,3.5259973358468117e-07,0.00020366451736877797,1.4646427775980778e-08,1.0310373791042932e-06,0.01778042158536347,0.0168929401042466,2.5036653804530403e-06,6.907933328779863e-11,3.0005637445334774e-09,3.149582101647877e-07,0.0034074846513761884,4.319609672709503e-09,5.027627473145105e-06,4.078851392699035e-07,1.5398545772137943e-05,0.0012945619620311967,0.006939367666463211,2.7690198395551428e-08,2.8091934871115674e-13,9.679955655842063e-08,4.030931697808956e-07,1.142368079394331e-09,0.00020338985038233727,3.0637604583319445e-09,2.3553479575497338e-11,4.135772515219346e-07,7.086625360541054e-08,4.367530431618502e-14,2.9928539311901932e-05,1.0878810090296668e-09,5.358699263482631e-06,2.666320703242097e-12,3.11739157210742e-11,4.987326643554633e-12,1.3323063355344197e-12
0.0007845823796770982,0.818755419245524,0.0001162598228743286,3.541224768480541e-05,7.162517938485351e-05,0.057738031941211444,0.0,0.0,0.0007300323362761241,4.376358091111035e-05,0.5656328783672329,0.02417677469977654,1.375268638137276e-05,6.251867618667784e-13,1.4064298381365203e-09,3.194638307960604e-07,0.002196359216354052,0.007113185579553417,2.9788392502948966e-05,1.4699890688875632e-07,0.006180872847470524,2.817528328684408e-08,3.783379834421487e-08,0.0003921970240133477,3.9825845916767096e-07,0.05768487395102818,1.2236917327826113e-06,0.008817112791070884,0.003882394736799418,2.5258555227959556e-06,5.696832889364658e-07,2.303867416838199e-09,5.207038780274194e-07,6.336365424864621e-05,3.76,0.0,3.1834600673773775e-06,0.5651549786616133,0.1747242418489068,0.04801276682480752,1.058485808398365,0.2708023165004308,5.7679865916101765e-09,3.891431595955685e-12,0.0002582254039836778,1.5202904872660189e-05,8.860781219937204e-11,7.616667896835448e-11,2.7468320909105696e-09,0.006256072170356232,7.757140125290887e-11,1.4513822168480327e-05,1.3544305782255446e-05,0.0001600643136404678,0.0030795252439572915,5.942345596622088e-06,6.561478873864041e-06,1.5075073869896494e-12,2.840162437162385e-13,7.310458798897106e-09,1.0633147121614046e-08,4.311745332444447e-05,1.539123428368754e-06,0.00796396594512675,2.5176868373539955e-12,3.5149159291319383e-07,0.00020328892447012603,1.4490631732723266e-08,1.0319354187584409e-06,0.017855920351266,0.01690822870201,2.5188195664109147e-06,6.853199253223642e-11,3.007402187912885e-09,3.1338807838529474e-07,0.0034258284579880434,4.342870147763547e-09,5.058742257414526e-06,4.1042423358691447e-07,1.5440030255864682e-05,0.0012999490482552762,0.006986068716260035,2.7661404189592726e-08,2.806272067151926e-13,9.692886189250928e-08,4.0357118917810803e-07,1.1519176103663999e-09,0.00020364566443057197,3.0681093600272292e-09,2.3764657664554274e-11,4.144698964931265e-07,7.106422500465248e-08,4.3629881950090274e-14,2.972764323558552e-05,1.0818759551073354e-09,5.375081139293391e-06,2.638559935015185e-12,3.1420140106202504e-11,4.940556188882302e-12,1.3407008210431165e-12
0.000789183748556161,0.8190320022528598,0.00011652869877726663,3.540422787002512e-05,7.15997394021851e-05,0.05802211190366729,0.0,0.0,0.0007278799429327722,4.356098248834521e-05,0.5684204170992246,0.024344451578595595,1.3765868724020987e-05,6.30469081641883e-13,1.4105331465642589e-09,3.1963174601832587e-07,0.0021976219595394287,0.0071003399899629005,2.98167708765526e-05,1.4764153862049847e-07,0.0062022601046713656,2.84207096773385e-08,3.7861621148237046e-08,0.0003931868025859375,3.971963158154545e-07,0.05749732158467294,1.2333296585186888e-06,0.008872124454346996,0.0038898546049159206,2.53146083963995e-06,5.697765599846543e-07,2.314367260698244e-09,5.223179876199257e-07,6.387368386068027e-05,3.76,0.0,3.1758165408334e-06,0.5632431724172037,0.17561987478647756,0.04825276330441273,1.0598899127521006,0.26922732445512204,5.734493095199401e-09,3.868881540709811e-12,0.0002573518790964667,1.5068140890615683e-05,8.799677205610251e-11,7.566143167218456e-11,2.728960766910039e-09,0.006221435670543761,7.683340691717649e-11,1.4480470911553935e-05,1.3500514097886394e-05,0.00015912941256829863,0.003072389323719445,5.919493870265663e-06,6.536251580196227e-06,1.502690159465729e-12,2.8310867531574847e-13,7.287964843386815e-09,1.0598776622568335e-08,4.281883075149153e-05,1.5298455771884367e-06,0.007927900125773985,2.5038159206581586e-12,3.5038561167544087e-07,0.0002029165261528911,1.4336749816224371e-08,1.0328302014718093e-06,0.017930646671067977,0.0169227648656426,2.5339450086884394e-06,6.798914110620417e-11,3.0141257518037555e-09,3.118300289268467e-07,0.0034441339603199107,4.366082051885504e-09,5.089713870925181e-06,4.1295182728616665e-07,1.548065799564848e-05,0.0013053066285151557,0.007032687023869902,2.7631043134085565e-08,2.803191693080735e-13,9.7057454074717e-08,4.0404737586009015e-07,1.1615008613608594e-09,0.00020390443301531027,3.0722514940209095e-09,2.3976798299405306e-11,4.153498775779284e-07,7.126008731659612e-08,4.358198832144575e-14,2.9528380133264018e-05,1.0759228487658176e-09,5.391305426424953e-06,2.6111258259417508e-12,3.1666491477665955e-11,4.894240377637391e-12,1.3490656985772184e-12
0.0007937851174352238,0.8193073345943844,0.00011679953695143704,3.539637649505348e-05,7.15742864694162e-05,0.05830543916855766,0.0,0.0,0.0007257260982443657,4.3358338398269944e-05,0.5711962030914433,0.02451204284123802,1.3778667039478607e-05,6.357948674968636e-13,1.4146337510420317e-09,3.1979964957342986e-07,0.0021988668475857783,0.007087306776517634,2.9844144707733593e-05,1.482830206428934e-07,0.006223551455659101,2.8666484102327392e-08,3.788919029744547e-08,0.00039416236957974423,3.9613028247932097e-07,0.05730805571076325,1.2429745045773093e-06,0.00892694037298058,0.003897196536225233,2.5370135983297224e-06,5.698489290044764e-07,2.3248176843799605e-09,5.239195439658587e-07,6.438222581634701e-05,3.76,0.0,3.168263238158374e-06,0.561339581380015,0.17651276601291307,0.04849122531310774,1.0612861479498237,0.2676623106483432,5.701211967878835e-09,3.8464745659282275e-12,0.0002564821078255497,1.4934498182509248e-05,8.73905973305031e-11,7.516001743071847e-11,2.711217689534541e-09,0.006187019791075249,7.610302806932516e-11,1.4447246826507212e-05,1.3456978813847125e-05,0.0001582011346614177,0.003065283822659841,5.896824474802494e-06,6.5112256110775444e-06,1.497895015967103e-12,2.822052678787084e-13,7.265547336836333e-09,1.056409107358203e-08,4.2522836487313705e-05,1.5206377701261818e-06,0.007891914085699978,2.49003256779692e-12,3.492818193612288e-07,0.0002025473667307255,1.418475630253976e-08,1.0337223070310021e-06,0.018004603690242683,0.016936557685743474,2.549042305809394e-06,6.745075228913781e-11,3.0207361632751678e-09,3.102839949798567e-07,0.0034624012353251152,4.389245482652795e-09,5.120542443212767e-06,4.1546792849569994e-07,1.552043684663723e-05,0.0013106347248963927,0.007079222278952129,2.7599146917970658e-08,2.7999555798962927e-13,9.718535521146594e-08,4.045219400564907e-07,1.1711182286729103e-09,0.00020416608585078106,3.076188435697527e-09,2.4189910396268743e-11,4.1621728518624656e-07,7.145385057362656e-08,4.3531673416040774e-14,2.9330736907971705e-05,1.0700214891375302e-09,5.407372712420755e-06,2.5840142847781748e-12,3.191296457051666e-11,4.848376472578256e-12,1.357400811919721e-12
0.0007983864863142867,0.8195814225013375,0.00011707235188788844,3.538869589244675e-05,7.154882913457316e-05,0.0585880202407212,0.0,0.0,0.0007235710367897116,4.315567975583431e-05,0.573960277148705,0.024679546766611393,1.379108684577789e-05,6.411646482095459e-13,1.4187320688722497e-09,3.1996759380116725e-07,0.002200094069832743,0.007074089606260303,2.9870528419224166e-05,1.4892339028436294e-07,0.006244748238175733,2.8912599573472182e-08,3.791651523270049e-08,0.0003951238195124935,3.950605386288271e-07,0.057117120769174655,1.2526262856113526e-06,0.008981559546073723,0.0039044214251179993,2.542514629541176e-06,5.69900730601971e-07,2.3352188325454474e-09,5.255086608504081e-07,6.488925199266967e-05,3.76,0.0,3.160799253606772e-06,0.5594441589328405,0.17740292437058847,0.048728153629147196,1.0626745678412748,0.26610719821823864,5.668141574682071e-09,3.824209572826073e-12,0.0002556160688710342,1.4801971264996703e-05,8.678925324111703e-11,7.466240911218759e-11,2.6936020861228542e-09,0.006152823246757465,7.538017669634264e-11,1.4414150688751427e-05,1.341369907315952e-05,0.00015727943674192463,0.0030582086534123787,5.874335942513412e-06,6.486399344648167e-06,1.4931220354996646e-12,2.81306036271713e-13,7.243207147163763e-09,1.052909864207513e-08,4.222944574759262e-05,1.5114994058292996e-06,0.007856012619976298,2.4763363191483545e-12,3.4818024449655223e-07,0.0002021814890699528,1.4034625834017559e-08,1.0346122989213967e-06,0.018077794636277532,0.016949616168146497,2.564112052684787e-06,6.691679933597287e-11,3.0272351497211778e-09,3.087499094630541e-07,0.00348063036006798,4.412360537777839e-09,5.1512281038265025e-06,4.179725456900632e-07,1.5559374726350875e-05,0.0013159333624739534,0.0071256741821976435,2.756574688876327e-08,2.796566907829658e-13,9.731258633956403e-08,4.049950862890772e-07,1.1807701026603604e-09,0.00020443055310095828,3.0799217621241186e-09,2.44040027987753e-11,4.170722101046354e-07,7.16455249354099e-08,4.3478986677807826e-14,2.9134700560869348e-05,1.0641716684038804e-09,5.423283596432287e-06,2.5572212737650135e-12,3.215955421971368e-11,4.8029617042317705e-12,1.3657060088796893e-12
0.0008029878551933495,0.819854272203421,0.00011734715788717863,3.538118858753773e-05,7.152337587361665e-05,0.05886986163026832,0.0,0.0,0.000721414988220708,4.295303690017885e-05,0.5767126803818685,0.024846961686848076,1.3803133610512067e-05,6.465790070790498e-13,1.422828572825205e-09,3.201356457530468e-07,0.00220130381362876,0.007060692090999306,2.9895936271604677e-05,1.495626876604325e-07,0.006265851774538479,2.9159049121702623e-08,3.794360550872753e-08,0.0003960712464203598,3.9398726049954695e-07,0.05692456045631921,1.262285010870701e-06,0.00903598099857525,0.003911530151835463,2.5479647539360954e-06,5.699323111806053e-07,2.345570852727075e-09,5.270854540338041e-07,6.539473477961917e-05,3.76,0.0,3.1534236988134493e-06,0.5575568585946954,0.1782903588097483,0.04896354913683604,1.0640552259346183,0.2645619108860088,5.635280293024153e-09,3.802085471101781e-12,0.00025475374099527006,1.4670554547739457e-05,8.619270477206089e-11,7.416857962724995e-11,2.676113179703145e-09,0.00611884475806063,7.466476586130236e-11,1.4381183364287526e-05,1.3370674068457671e-05,0.00015636427600432653,0.0030511637305213365,5.8520268153044825e-06,6.46177116977201e-06,1.4883712943248214e-12,2.804109948731326e-13,7.2209451256177725e-09,1.0493807358770143e-08,4.193863397898895e-05,1.5024298888284687e-06,0.00782020034947488,2.4627267067664938e-12,3.470809147305007e-07,0.00020181893465284536,1.388633342796874e-08,1.0355007256191665e-06,0.018150222814720958,0.016961949234228644,2.5791548436394917e-06,6.638725518589482e-11,3.0336244188856677e-09,3.072277052357419e-07,0.0034988214117945464,4.43542731520029e-09,5.181770994715504e-06,4.204656880308413e-07,1.5597479602304475e-05,0.0013212025693489675,0.007172042445203096,2.7530874111278252e-08,2.7930288282818506e-13,9.743916874721811e-08,4.05467013598189e-07,1.1904568733551469e-09,0.00020469776542503208,3.0834530519675383e-09,2.461908436832059e-11,4.179147435720824e-07,7.183512069718384e-08,4.342397710091748e-14,2.8940258189437072e-05,1.0583731720435282e-09,5.439038689464758e-06,2.530742806227366e-12,3.2406255355489945e-11,4.7579932558566914e-12,1.3739811411966193e-12
0.0008075892240724124,0.8201258899280717,0.00011762396970187591,3.537385737088122e-05,7.149793546000007e-05,0.05915096985140531,0.0,0.0,0.000719258177465738,4.275043940789476e-05,0.5794534541950555,0.02501428598695146,1.3814812790283928e-05,6.520386759022827e-13,1.4269237138384361e-09,3.2030385137032913e-07,0.002202496264598409,0.007047117788450264,2.992038244563573e-05,1.5020095769058507e-07,0.006286863371774667,2.9405825870996782e-08,3.797047045795335e-08,0.00039700474385806066,3.9291062127944667e-07,0.05673041773698178,1.2719507160717772e-06,0.009090203780562762,0.003918523582586968,2.5533647944620416e-06,5.699439752062323e-07,2.3558738990406848e-09,5.28650042061302e-07,6.589864707719635e-05,3.76,0.0,3.1461357029948977e-06,0.555677634022458,0.17917507838597638,0.049197412822621626,1.0654281753971304,0.2630263729549538,5.602626512697234e-09,3.780101178700821e-12,0.00025389510302359694,1.454024233766989e-05,8.560091660548315e-11,7.367850168655728e-11,2.6587501799842303e-09,0.0060850830506391,7.395670966965372e-11,1.4348345629993224e-05,1.3327902869166457e-05,0.00015545560937900766,0.0030441489703960344,5.82989563843033e-06,6.4373394790236965e-06,1.4836428701527747e-12,2.7952015832773325e-13,7.198762124189967e-09,1.0458225119927845e-08,4.1650376914765494e-05,1.4934286295190859e-06,0.007784481725626505,2.4492032531599042e-12,3.459838568814625e-07,0.00020145974358381342,1.3739854435105443e-08,1.0363881264942736e-06,0.018221891605274803,0.016973565720785153,2.5941712962951797e-06,6.586209242477112e-11,3.0399056658160233e-09,3.0571731529201494e-07,0.003516974467963453,4.4584459131297105e-09,5.212171339084423e-06,4.229473709730671e-07,1.5634759478443822e-05,0.0013264423766583878,0.007218326790370365,2.7494559359340858e-08,2.789344463260542e-13,9.756512419360547e-08,4.0593791788230277e-07,1.2001789444947368e-09,0.0002049676540192339,3.086783885140688e-09,2.483516426930969e-11,4.187449773056626e-07,7.202264829072924e-08,4.336669322386201e-14,2.874739697504268e-05,1.0526257783833976e-09,5.454638614596668e-06,2.5045749453091982e-12,3.265306300160126e-11,4.713468249609448e-12,1.3822260644309037e-12
0.0008121905929514752,0.8203962818996156,0.00011790280258796645,3.5366704862682923e-05,7.147251668744987e-05,0.05943135142180981,0.0,0.0,0.0007171008248641161,4.254791610757826e-05,0.5821826402730016,0.025181518104371144,1.3826129805679227e-05,6.575443480175168e-13,1.4310178836627373e-09,3.204722392846776e-07,0.002203671606988306,0.007033370203117317,2.9943881046416156e-05,1.5083824260426115e-07,0.006307784321857331,2.9652923045674706e-08,3.799711917461261e-08,0.0003979244048977608,3.918307911253637e-07,0.056534734856827654,1.2816234566052382e-06,0.00914422696666279,0.003925402569727445,2.5587155681886875e-06,5.699360085052655e-07,2.3661281312126237e-09,5.302025422417537e-07,6.64009622904567e-05,3.76,0.0,3.138934413262852e-06,0.5538064390124707,0.1800570922577367,0.04942974577143286,1.0667934690568486,0.26150050930747615,5.570178635818951e-09,3.758255621690118e-12,0.0002530401338450772,1.4411028844132095e-05,8.501385381591937e-11,7.319214814390799e-11,2.6415123005089876e-09,0.006051536855082592,7.32559232913574e-11,1.4315638109712277e-05,1.3285384475694836e-05,0.00015455339374408466,0.0030371642910341137,5.8079409648623395e-06,6.413102673507779e-06,1.4789368389152557e-12,2.786335409261446e-13,7.176658979941901e-09,1.0422359689605114e-08,4.1364650495533794e-05,1.484495044292671e-06,0.007748861035049715,2.4357654903688838e-12,3.4488909690098923e-07,0.00020110395461660734,1.359516453643457e-08,1.0372750323358135e-06,0.018292804458075813,0.01698447437997325,2.609162052700786e-06,6.534128358838093e-11,3.0460805864122243e-09,3.0421867259129454e-07,0.00353508960626791,4.4814164300725616e-09,5.242429432079726e-06,4.2541761610097023e-07,1.5671222392847786e-05,0.0013316528185790737,0.007264526950804749,2.7456833062942223e-08,2.785516899932313e-13,9.769047375369269e-08,4.064079922549126e-07,1.2099367319026016e-09,0.000205240150653808,3.0899158422820797e-09,2.505225196165594e-11,4.19563003435224e-07,7.220811827771913e-08,4.330718304387326e-14,2.8556104182163177e-05,1.0469292593413393e-09,5.470084006711821e-06,2.4787138045403304e-12,3.2899972277525856e-11,4.66938376422e-12,1.3904406378754736e-12
0.000816791961830538,0.8206654543355545,0.00011818367160480027,3.5359733302037485e-05,7.144712793216716e-05,0.05971101286182364,0.0,0.0,0.000714943146873825,4.234549522575716e-05,0.5849002805192994,0.025348656518351793,1.383709000385327e-05,6.630965344607355e-13,1.4351115003300667e-09,3.206408615139415e-07,0.002204830023602795,0.00701945279698838,2.996644605451075e-05,1.514745787448638e-07,0.00632861590476165,2.990033388620523e-08,3.802356090231524e-08,0.000398830322221028,3.9074793745799787e-07,0.056337553489007146,1.2913032722338961e-06,0.009198049651125379,0.003932167954689817,2.5640178726925993e-06,5.699087393593929e-07,2.376333709835401e-09,5.317430684311291e-07,6.69016542260551e-05,3.76,0.0,3.1318189910619556e-06,0.5519432274749128,0.18093640966468527,0.04966054914628929,1.0681511594692246,0.2599842452898137,5.537935074370294e-09,3.736547732871078e-12,0.00025218881240078654,1.428290820460184e-05,8.443148207574779e-11,7.270949231582459e-11,2.6243987700162014e-09,0.006018204906201118,7.256232296629206e-11,1.4283061485992515e-05,1.324311800197114e-05,0.00015365758652026012,0.0030302096116725684,5.786161363619464e-06,6.3890591721001295e-06,1.474253268896368e-12,2.7775115551640557e-13,7.154636488288417e-09,1.038621872646845e-08,4.1081430798043155e-05,1.475628555422125e-06,0.007713342434002121,2.4224129649638056e-12,3.437966598765622e-07,0.00020075160549296497,1.3452239778579408e-08,1.0381619613405469e-06,0.01836296487796085,0.0169946838957853,2.624127751491322e-06,6.482480134671553e-11,3.052150863012994e-09,3.0273170993948756e-07,0.0035531669046377223,4.504338964830774e-09,5.272545562852679e-06,4.27876444883604e-07,1.5706876405974155e-05,0.0013368339317514296,0.007310642668190414,2.7417725240189023e-08,2.7815491835377846e-13,9.781523706628662e-08,4.068774254482603e-07,1.219730648138978e-09,0.00020551518760670518,3.092850504463029e-09,2.5270356875747077e-11,4.203689141591623e-07,7.239154130345246e-08,4.324549390492198e-14,2.836636716834112e-05,1.0412833837640367e-09,5.485375509282769e-06,2.4531555492941543e-12,3.314697839158314e-11,4.62573686979581e-12,1.3986247238072533e-12
