Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284)
2.396129399378569e-07,0.9633160568882135,5.859107195575068e-09,8.424166529977275e-08,2.356882239158822e-09,1.3441089588003489e-08,0.0,0.0,4.052882242589856e-09,7.442843612155747e-16,1.6636224324354614e-07,2.519774357781691e-09,5.860620201491968e-09,1.2408128515644813e-21,1.7331218328351944e-14,1.0551896112832821e-08,1.24543388498171e-10,5.007762040759688e-06,2.8390616762907088e-11,3.909895925074613e-12,0.00026493864060315683,3.6216456516311754e-09,4.243213929451653e-10,1.585203955411169e-20,3.702199202739659e-15,2.364015473787144e-08,1.1613883992349396e-12,1.315464953049646e-16,3.3818008802584984e-22,1.8619035361938152e-22,2.590457579941909e-15,1.2233643972770216e-18,5.386219619260439e-13,2.474905597137463e-21,3.76,0.0,0.03508820061482597,0.9970169321537986,3.5606485726756735e-10,3.3869051244380686e-17,0.5716172285513684,0.5710675496840958,1.4435061370572256e-05,9.286871222674611e-09,0.0029779146117978332,9.919792220858572e-08,6.10663508699368e-09,7.747043952111258e-16,8.82062312843625e-14,4.889938010927468e-06,3.736112981642288e-09
2.4390633850175084e-07,0.9636005199949622,6.1778363781687605e-09,8.573390131445421e-08,2.4944697384054812e-09,1.4060293102613248e-08,0.0,0.0,4.272067113600289e-09,8.178206595402733e-16,1.7393614685318492e-07,2.6551078710531694e-09,6.122688868475183e-09,1.3480539916036878e-21,1.8602835465302826e-14,1.0872454041362748e-08,1.3499184514478583e-10,5.1317183959202e-06,3.024412772153086e-11,4.053870551321266e-12,0.0002717346026718072,3.745733120900927e-09,4.383467875278485e-10,1.8476246793565988e-20,4.0198680986298e-15,2.47087775511686e-08,1.238354347417147e-12,1.423182013228185e-16,4.0540077678477023e-22,2.184519411392058e-22,2.7392404028860936e-15,1.3069260003671261e-18,5.751069710978538e-13,2.8606676960304004e-21,3.76,0.0,0.033341521673994096,0.9970168043682441,3.7518961388878693e-10,3.84021206947533e-17,0.573370711508998,0.5728079526230879,1.3786048997134663e-05,9.164826030844292e-09,0.0029779142220483176,1.0171579080416529e-07,6.14502141081232e-09,8.219914330456784e-16,9.362674893464362e-14,5.008490889845176e-06,3.746434309413538e-09
2.481997370656448e-07,0.9638708809750584,6.506396023293923e-09,8.720862356581207e-08,2.637025035269526e-09,1.4695005211394828e-08,0.0,0.0,4.498812557790314e-09,8.970348399000377e-16,1.816971976328633e-07,2.7944530519045794e-09,6.389996067454915e-09,1.462138205664512e-21,1.993551787462348e-14,1.1193277615733993e-08,1.4607343993339282e-10,5.2559940392478285e-06,3.217364547558427e-11,4.19976048245148e-12,0.00027855233218941047,3.8709418268388296e-09,4.5240940502131596e-10,2.1472275344949365e-20,4.357282195206153e-15,2.579895620435496e-08,1.318376963457019e-12,1.537202703256362e-16,4.842061595905583e-22,2.555240094488709e-22,2.8931858163600174e-15,1.3940553089065838e-18,6.131321983884811e-13,3.296675730714423e-21,3.76,0.0,0.03168179280111292,0.9970166762166199,3.948813969874642e-10,4.343208830507296e-17,0.5750372663551285,0.5744613510345826,1.3169344089745905e-05,9.048852212184858e-09,0.00297791383161441,1.042413760663577e-07,6.181635467969746e-09,8.710398564876898e-16,9.924995212417727e-14,5.127227904255205e-06,3.756233517518799e-09
2.5249313562953876e-07,0.964127841837936,6.844811870014939e-09,8.866589701135137e-08,2.784608738893582e-09,1.534526080853104e-08,0.0,0.0,4.733221327572248e-09,9.822428655401457e-16,1.8964586753403394e-07,2.9378119409377165e-09,6.6624600002807755e-09,1.5833561367250576e-21,2.1330468894955768e-14,1.1514200590654173e-08,1.5781146991897172e-10,5.380572034331642e-06,3.4180232587858976e-11,4.3475339667160814e-12,0.00028539074915794526,3.99722847380492e-09,4.665009395359586e-10,2.4884003942929624e-20,4.715191934501944e-15,2.6910419559412698e-08,1.401480908258187e-12,1.6577483957738648e-16,5.762928095127544e-22,2.98007494217485e-22,3.0523551688731045e-15,1.4848039393775435e-18,6.527191671638285e-13,3.7881907577116505e-21,3.76,0.0,0.03010468560096908,0.9970165477159026,4.1514050602228946e-10,4.900151459258218e-17,0.576621220404954,0.5760320760199799,1.2583338342620232e-05,8.938647524982342e-09,0.0029779134405260275,1.0677429468869391e-07,6.216553801934323e-09,9.218697242343306e-16,1.0507811774778298e-13,5.246131774305495e-06,3.765537149380065e-09
2.567865341934327e-07,0.9643720696466831,7.1931045324607656e-09,9.010580628150342e-08,2.9372799852143054e-09,1.6011092002708963e-08,0.0,0.0,4.975394162643501e-09,1.0737711924006073e-15,1.9778259919583682e-07,3.085184590905706e-09,6.939997495858808e-09,1.7120054431760996e-21,2.2788861194785875e-14,1.1835063855037536e-08,1.7022948580842134e-10,5.505436304611605e-06,3.6264916769649904e-11,4.497160597351712e-12,0.00029224882655974393,4.124551078592755e-09,4.806134060852325e-10,2.875944844761398e-20,5.094356544252175e-15,2.8042896003010334e-08,1.4876885750301746e-12,1.785043165688564e-16,6.83562485945102e-22,3.465636863446532e-22,3.2168093002460765e-15,1.5792219287701384e-18,6.938887004130268e-13,4.340888216847662e-21,3.76,0.0,0.02860608714703737,0.9970164188822036,4.3596696000899636e-10,5.515558289754498e-17,0.578126685557937,0.5775242430780572,1.202650351505609e-05,8.833924773915654e-09,0.0029779130488115702,1.093141822331896e-07,6.249850222420232e-09,9.745005034762072e-16,1.111134535547845e-13,5.365186104545244e-06,3.7743703794513804e-09
2.610799327573267e-07,0.9646041982576913,7.551289667791778e-09,9.152845395681113e-08,3.095096464085144e-09,1.669252825084201e-08,0.0,0.0,5.225429779768749e-09,1.1719568377574562e-15,2.0610780722158596e-07,3.236569152107058e-09,7.222524200296729e-09,1.8483908848716707e-21,2.43118366387324e-14,1.2155715316391758e-08,1.8335128416365415e-10,5.630571588864063e-06,3.8428691414456685e-11,4.648611312049785e-12,0.00029912558779691647,4.252868958517765e-09,4.947391379897459e-10,3.3151052076405776e-20,5.4955437707932985e-15,2.9196113961093463e-08,1.5770201533151506e-12,1.9193138120450217e-16,8.081417475641738e-22,4.0191877291802766e-22,3.386608588628261e-15,1.6773577785477272e-18,7.366609395497327e-13,4.960879253028213e-21,3.76,0.0,0.02718208925537777,0.9970162897308115,4.573605095922653e-10,6.194219617242661e-17,0.5795575690213526,0.5789417628376621,1.1497387445452673e-05,8.734411060970971e-09,0.0029779126564980067,1.1186069220842508e-07,6.281595841110351e-09,1.0289510863063179e-15,1.173581005064501e-13,5.484375338390707e-06,3.782757075399339e-09
2.6537333132122064e-07,0.9648248299737081,7.919378143550827e-09,9.293395896048546e-08,3.2581144464192516e-09,1.738959648635405e-08,0.0,0.0,5.483424865415948e-09,1.277147442863526e-15,2.1462187939648965e-07,3.3919619563314846e-09,7.509954757964117e-09,1.9928244044989983e-21,2.590050623271247e-14,1.24760097746229e-08,1.9720089987223725e-10,5.755963399062541e-06,4.067251616837079e-11,4.80185838867716e-12,0.00030602010425066415,4.3821427169001295e-09,5.088707835314918e-10,3.8115988660809814e-20,5.919529620314569e-15,3.03698023691e-08,1.6694936946951582e-12,2.0607898855483201e-16,9.524029385464443e-22,4.648685986547708e-22,3.5618129943650116e-15,1.7792584992000092e-18,7.81055363437736e-13,5.6547324629532865e-21,3.76,0.0,0.025828978292481923,0.9970161602762363,4.793206489127981e-10,6.941207470910355e-17,0.5809175835000016,0.5802883512561376,1.0994610263773533e-05,8.639847073657129e-09,0.0029779122636109483,1.1441349519208046e-07,6.311859115021224e-09,1.085239808627018e-15,1.238141351364097e-13,5.603684715006697e-06,3.790719868785756e-09
2.696667298851146e-07,0.9650345371145977,8.297376204056152e-09,9.432245505941821e-08,3.42638881127907e-09,1.8102321242222967e-08,0.0,0.0,5.749474071122676e-09,1.3897013296866688e-15,2.2332517784961587e-07,3.551357599247097e-09,7.802202983632241e-09,2.1456252037576163e-21,2.7555950142177905e-14,1.279580878673785e-08,2.1180259887850923e-10,5.881597980480494e-06,4.299731753253317e-11,4.956875437594494e-12,0.0003129314929552649,4.512334226250315e-09,5.23001301944683e-10,4.371647914046064e-20,6.367098108312652e-15,3.1563691100597876e-08,1.7651251797660608e-12,2.2097037214249016e-16,1.1189866078088621e-21,5.362836518559602e-22,3.742482100828872e-15,1.88496965510199e-18,8.270908075236743e-13,6.429496051129264e-21,3.76,0.0,0.02454322549048962,0.99701603053225,5.018466272539734e-10,7.76188547694681e-17,0.5822102568786722,0.5815675393100734,1.0516860792602163e-05,8.549986408655738e-09,0.0029779118701747085,1.1697227799583045e-07,6.340705896240668e-09,1.1433844707493883e-15,1.3048357176123246e-13,5.723100228468849e-06,3.798280231964297e-09
2.7396012844900855e-07,0.9652338635099073,8.685285635525817e-09,9.569408946709565e-08,3.5999730728479255e-09,1.883072476897412e-08,0.0,0.0,6.023670011468765e-09,1.5099875518529981e-15,2.322180401629336e-07,3.7147490211341655e-09,8.099182025873968e-09,2.307119813901899e-21,2.9279217777831915e-14,1.3114980523800144e-08,2.2718087116747078e-10,6.007462273936942e-06,4.540398949337835e-11,5.113637390896614e-12,0.0003198589143817029,4.643406609441037e-09,5.371239588230587e-10,5.002012149975325e-20,6.839041017081356e-15,3.2777511357019104e-08,1.8639285860013476e-12,2.3662904773076083e-16,1.3108254218774841e-21,6.171142787805489e-22,3.9286751523695645e-15,1.994535409430883e-18,8.747854829731548e-13,7.292720379517318e-21,3.76,0.0,0.02332147774451864,0.9970159005119239,5.249374604546875e-10,8.66191880865043e-17,0.5834389414225926,0.5827826822036476,1.0062893127378237e-05,8.464594929144175e-09,0.0029779114762123787,1.1953674287059853e-07,6.368199486915864e-09,1.2034023530574314e-15,1.3736836461618934e-13,5.842608589106171e-06,3.8054585308299145e-09
2.782535270129025e-07,0.9654233259171328,9.083103929653471e-09,9.70490215422059e-08,3.778919407226961e-09,1.9574827147808274e-08,0.0,0.0,6.3061032645316635e-09,1.6383859399078215e-15,2.4130078043010787e-07,3.882127585884851e-09,8.400804521918118e-09,2.477642160264415e-21,3.1071327943464076e-14,1.3433399621379878e-08,2.433604239934008e-10,6.1335438800424225e-06,4.789339417669674e-11,5.272120488878682e-12,0.0003268015703260902,4.7753242191267225e-09,5.512323210173458e-10,5.710023434560554e-20,7.33615766105167e-15,3.401099602103968e-08,1.9659159561639264e-12,2.5307881758352166e-16,1.531169632797071e-21,7.08396130223474e-22,4.120451089529843e-15,2.107998568921909e-18,9.241569957191972e-13,8.252480895186115e-21,3.76,0.0,0.022160548868107616,0.9970157702276647,5.485919420769957e-10,9.647284220434563e-17,0.5846068225198792,0.5839369681185826,9.631523386879609e-06,8.38345015411949e-09,0.002977911081745885,1.2210660675026144e-07,6.3944006985019275e-09,1.2653102318806602e-15,1.4447041000346243e-13,5.96219718687987e-06,3.812274078740545e-09
2.8254692557679647e-07,0.9656034153693804,9.490824445383189e-09,9.838742157706834e-08,3.963278679008068e-09,2.0334646399042588e-08,0.0,0.0,6.596862374701734e-09,1.7752871410089078e-15,2.505736902675686e-07,4.053483158201391e-09,8.706982744164238e-09,2.6575336204389264e-21,3.293326904077385e-14,1.3750947024630547e-08,2.6036617534510474e-10,6.2598310253213185e-06,5.0466362521844107e-11,5.432302264012407e-12,0.00033375870189821584,4.908052615650264e-09,5.653202510907169e-10,6.50362143181277e-20,7.85925465978158e-15,3.526387997603045e-08,2.071097466957092e-12,2.703437751658902e-16,1.7836141632753224e-21,8.112558439646923e-22,4.317868581635715e-15,2.2254006282699575e-18,9.752223653436498e-13,9.317401420421165e-21,3.76,0.0,0.02105741128396645,0.9970156396912507,5.728086543190223e-10,1.0724280162707752e-16,0.5857169269887754,0.58503342652853,9.221626625494872e-06,8.306340678127036e-09,0.0029779106867960474,1.2468160053198194e-07,6.419367914399262e-09,1.3291243987967222e-15,1.5179154832305528e-13,6.081854056673177e-06,3.818745204622947e-09
2.8684032414069043e-07,0.9657745984559422,9.90843656865724e-09,9.970946967033377e-08,4.15310046758007e-09,2.111019858603679e-08,0.0,0.0,6.896033857735674e-09,1.9210926531743934e-15,2.6003703978022825e-07,4.228804178937209e-09,9.017628738573461e-09,2.84714307586118e-21,3.486599932628929e-14,1.4067509829025442e-08,2.782232476394494e-10,6.386312530137564e-06,5.312369497271028e-11,5.594161522697881e-12,0.00034072958760572884,5.04155854365709e-09,5.793819013945896e-10,7.391390751929365e-20,8.40914571838468e-15,3.65359003938824e-08,2.1794814976371682e-12,2.884483102557656e-16,2.0721273720074827e-21,9.269169666400997e-22,4.520986056904862e-15,2.3467818140117832e-18,1.027998043722859e-12,1.0496677789873712e-20,3.76,0.0,0.020009188128364223,0.9970155089138613,5.975859786652924e-10,1.189953697475822e-16,0.5867721309713504,0.5860749360995634,8.832133899230702e-06,8.23306561987775e-09,0.002977910291382639,1.2726146839143057e-07,6.44315715521406e-09,1.3948606759837711e-15,1.5933356598076367e-13,6.2015678454178754e-06,3.824889300447443e-09
2.911337227045844e-07,0.9659373185391208,1.0335925869935065e-08,1.0101535467871316e-07,4.34843309313138e-09,2.1901497914771514e-08,0.0,0.0,7.203702207927844e-09,2.076214854212767e-15,2.6969107848409184e-07,4.408077738536298e-09,9.33265445515934e-09,3.0468269565823478e-21,3.687044721572441e-14,1.438298111769267e-08,2.9695696163463496e-10,6.512977778313073e-06,5.5866162182324887e-11,5.757678325039e-12,0.0003477135415296406,5.175809907617985e-09,5.934117078219552e-10,8.382599513808149e-20,8.986651415178916e-15,3.782679699338872e-08,2.2910746983397267e-12,3.0741711443730695e-16,2.4010815628490784e-21,1.0567061184690414e-21,4.729861730226994e-15,2.472181127746937e-18,1.0824999333785854e-12,1.1800101819500478e-20,3.76,0.0,0.01901314574856371,0.9970153779061098,6.229221062681828e-10,1.3180027152906072e-16,0.5877751674342391,0.5870642321973881,8.462029477781113e-06,8.163434098317612e-09,0.002977909895524435,1.298459671312374e-07,6.465822145971062e-09,1.4625344292550746e-15,1.6709819729448554e-13,6.321327780945606e-06,3.830722860917882e-09
2.9542712126847835e-07,0.9660919969104819,1.0773274259304186e-08,1.023052732427875e-07,4.549323642317791e-09,2.270855682924031e-08,0.0,0.0,7.519949907281194e-09,2.2410770254614093e-15,2.795360361878821e-07,4.591289648536242e-09,9.651971870808957e-09,3.2569492790839876e-21,3.894751163135558e-14,1.469725979620122e-08,3.165928305547956e-10,6.639816688321487e-06,5.869450572822877e-11,5.9228339628735774e-12,0.00035470991158700096,5.310775746444994e-09,6.074043832906005e-10,9.487239344402262e-20,9.592598996329382e-15,3.913631227124938e-08,2.405882057898654e-12,3.2727518694781915e-16,2.775285302200222e-21,1.2020594041604036e-21,4.944553628717524e-15,2.60163638857423e-18,1.1387434054842097e-12,1.3238085592254885e-20,3.76,0.0,0.01806668657373646,0.9970152466780725,6.488150480556005e-10,1.4573075691283171e-16,0.588728633295992,0.5880039140208424,8.11034819539361e-06,8.097264734782534e-09,0.0029779094992392658,1.3243486556109167e-07,6.487414384692145e-09,1.5321605851012603e-15,1.7508712632827e-13,6.441123642445351e-06,3.836261541978345e-09
2.997205198323723e-07,0.966239033889548,1.1220460139024978e-08,1.0357942888223212e-07,4.755817993568972e-09,2.353138610281129e-08,0.0,0.0,7.844857436561515e-09,2.4161133704652184e-15,2.895721238356763e-07,4.778424511109206e-09,9.975493104669658e-09,3.477881677034389e-21,4.1098062388231733e-14,1.5010250425569758e-08,3.371565544175713e-10,6.76681968599955e-06,6.160943883597556e-11,6.089610936273379e-12,0.0003617180778767672,5.4464262073686355e-09,6.213549110040729e-10,1.071606683146767e-19,1.0227822177254633e-14,4.046419170764912e-08,2.523906970963048e-12,3.4804784085062235e-16,3.2000176096348173e-21,1.3645290732101147e-21,5.165119615166301e-15,2.7351842746414704e-18,1.1967433174843994e-12,1.482168604573555e-20,3.76,0.0,0.017167342340766535,0.997015115239315,6.752626445612705e-10,1.6086370492730165e-16,0.5896349961996191,0.5888964513802922,7.77617293363278e-06,8.034385179938593e-09,0.0029779091025440674,1.3502794390797807e-07,6.507983211829834e-09,1.6037536458853857e-15,1.8330198858501183e-13,6.560945732468232e-06,3.841520205955153e-09
3.0401391839626626e-07,0.9663788098677953,1.1677458553370654e-08,1.0483803115605769e-07,4.967960842011526e-09,2.436999492570901e-08,0.0,0.0,8.178503288121038e-09,2.601769028732593e-15,2.997995343124443e-07,4.969465786623571e-09,1.0303130526340365e-08,3.7100034249340125e-21,4.332294061526348e-14,1.532186305419529e-08,3.586740145562054e-10,6.893977678696725e-06,6.461164710834965e-11,6.257992928714219e-12,0.0003687374511050514,5.582732519229725e-09,6.352585375340262e-10,1.2080646445618566e-19,1.0893160950565058e-14,4.1810183948249524e-08,2.645151304240787e-12,3.697607095077228e-16,3.681064087449279e-21,1.5457904326929441e-21,5.391617409534492e-15,2.8728603637256895e-18,1.2565140302936673e-12,1.656262984726942e-20,3.76,0.0,0.016312767657276166,0.9970149835989196,7.022625754751796e-10,1.7727972847428657e-16,0.5904966009479884,0.5897441911386003,7.458632229462755e-06,7.974631664274315e-09,0.002977908705454918,1.3762499325511088e-07,6.527575880112002e-09,1.6773277007431076e-15,1.9174437266710104e-13,6.68078485039911e-06,3.8465129502734005e-09
3.083073169601602e-07,0.9665116863006815,1.2144241335641952e-08,1.060812948837254e-07,5.18579572399056e-09,2.5224390988763202e-08,0.0,0.0,8.520963980380221e-09,2.7985000847031497e-15,3.1021844321428255e-07,5.164395859216212e-09,1.0634796857109162e-08,3.953701454642317e-21,4.5622959207463056e-14,1.5632013049329288e-08,3.811712683279378e-10,7.021282030752881e-06,6.770178925809387e-11,6.427964781101907e-12,0.00037576747108608463,5.719666965325274e-09,6.49110765763664e-10,1.359339494697895e-19,1.1589461400300013e-14,4.3174040964329004e-08,2.7696154617196398e-12,3.9243975332667665e-16,4.2247550554207e-21,1.7476490155435667e-21,5.62410460859645e-15,3.0146991727738914e-18,1.3180694250459729e-12,1.8473338542205367e-20,3.76,0.0,0.015500733885086191,0.9970148517655091,7.298123689127784e-10,1.9506327976958848e-16,0.5913156756188687,0.5905493633314608,7.156898002404603e-06,7.917848570972457e-09,0.0029779083079870907,1.4022581500819228e-07,6.546237624414125e-09,1.7528964396983179e-15,2.0041582190411824e-13,6.800632267283742e-06,3.851253155254423e-09
3.126007155240542e-07,0.9666380066502903,1.2620777252252881e-08,1.0730943942323657e-07,5.409365041175157e-09,2.6094580563564827e-08,0.0,0.0,8.872314073859077e-09,3.0067735720631985e-15,3.2082900958502866e-07,5.363196100372256e-09,1.0970405264480085e-08,4.209370364819531e-21,4.799890330582664e-14,1.594062092866524e-08,4.046745440007079e-10,7.148724540252002e-06,7.088049784213559e-11,6.5995124648263964e-12,0.0003828076053153937,5.857202855935012e-09,6.629073477283221e-10,1.526762729110372e-19,1.2317575522230475e-14,4.455551819270151e-08,2.897298448737115e-12,4.161112667570928e-16,4.838005757656353e-21,1.97204800721848e-21,5.86263870382098e-15,3.1607341963489165e-18,1.3814229193735373e-12,2.0566953961519478e-20,3.76,0.0,0.014729123328160024,0.9970147197472709,7.579094104024888e-10,2.1430275641571944e-16,0.5920943373755592,0.5913140869830675,6.870183394851077e-06,7.863888030046132e-09,0.002977907910155091,1.42830220387685e-07,6.564011731328815e-09,1.8304731684657296e-15,2.0931783584966363e-13,6.920479701958375e-06,3.855753528416766e-09
3.1689411408794814e-07,0.9667580972810496,1.310703214379929e-08,1.0852268800252733e-07,5.6387100842363515e-09,2.698056857916616e-08,0.0,0.0,9.232626188652466e-09,3.2270674735515353e-15,3.3163137662085665e-07,5.565846930515127e-09,1.1309869450232516e-08,4.4774124233548895e-21,5.045153080156577e-14,1.624761219254205e-08,4.292102358102277e-10,7.276297417000999e-06,7.414837999547994e-11,6.772623054003591e-12,0.000389857347611832,5.995314500643091e-09,6.766442773858436e-10,1.711760404823521e-19,1.3078361049997007e-14,4.5954374656947024e-08,3.0281979347891575e-12,4.40801885513728e-16,5.528358708981682e-21,2.2210759335268772e-21,6.107277097636495e-15,3.310997943940956e-18,1.4465874831983326e-12,2.2857363875175702e-20,3.76,0.0,0.013995923709873676,0.9970145875519791,7.865509515919234e-10,2.350906080859288e-16,0.5928345979882619,0.5920403756322751,6.597740719903212e-06,7.812609532680758e-09,0.0029779075119726922,1.4543802994585105e-07,6.580939608149829e-09,1.9100708181403647e-15,2.184518717121418e-13,7.04031929842987e-06,3.860026125994174e-09
3.211875126518421e-07,0.9668722683108603,1.3602969063036545e-08,1.0972126710071802e-07,5.873871056089018e-09,2.788235869545667e-08,0.0,0.0,9.60197102324663e-09,3.4598707163946097e-15,3.426256723443698e-07,5.7723278786152295e-09,1.1653103732256198e-08,4.7582375628874946e-21,5.298157286160094e-14,1.655291715721326e-08,4.548048991796873e-10,7.4039932616342496e-06,7.750601816311097e-11,6.947284697052287e-12,0.00039691621682525136,6.1339771805585e-09,6.90317783346235e-10,1.915858034936096e-19,1.3872681286855342e-14,4.737037307139203e-08,3.1623103149849078e-12,4.665385940038393e-16,6.304028248853185e-21,2.4969746123150886e-21,6.358077118177205e-15,3.4655219761141745e-18,1.5135756540244661e-12,2.535922787804298e-20,3.76,0.0,0.013299222925209159,0.9970144551870156,8.157341186739978e-10,2.5752344379926083e-16,0.5935383690805974,0.592730142583671,6.33885951136714e-06,7.763879564776655e-09,0.0029779071134529767,1.4804907310736654e-07,6.597060851029936e-09,1.99170195619232e-15,2.2781934577481334e-13,7.160143604405997e-06,3.864082389222019e-09
3.2548091121573606e-07,0.9669808144198552,1.4108548409705797e-08,1.1090540587597372e-07,6.114887094691591e-09,2.879995337334235e-08,0.0,0.0,9.98041737457781e-09,3.705683163507864e-15,3.5381201024962564e-07,5.9826176398303796e-09,1.2000023120403666e-08,5.052263369557251e-21,5.558973447243165e-14,1.6856470789581915e-08,4.814852460947117e-10,7.531805045789836e-06,8.095397082839686e-11,7.12348658774223e-12,0.0004039837556067388,6.273167120527356e-09,7.039243215871609e-10,2.1406856371951653e-19,1.470140494280468e-14,4.880327992918833e-08,3.2996307700704238e-12,4.933487329373301e-16,7.173947371299903e-21,2.802147371590442e-21,6.6150960325769834e-15,3.624336939466713e-18,1.582399551724021e-12,2.808800349554511e-20,3.76,0.0,0.012637204054185416,0.9970143226593902,8.45455920534795e-10,2.8170213976700464e-16,0.5942074671149445,0.5933852058972463,6.092864670829586e-06,7.717571258735563e-09,0.0029779067146083714,1.506631877323779e-07,6.612413312109405e-09,2.0753788003154458e-15,2.3742163471567754e-13,7.279945550920913e-06,3.867933187802175e-09
3.2977430977963e-07,0.9670840156188968,1.4623728062160572e-08,1.1207533563692866e-07,6.3617962953997985e-09,2.973335394185127e-08,0.0,0.0,1.036803215923638e-08,3.965015600606845e-15,3.6519048991944656e-07,6.196694131195582e-09,1.2350543386599738e-08,5.3599150651516195e-21,5.827669499968837e-14,1.7158212543754275e-08,5.092781406263518e-10,7.659726093329798e-06,8.449277323664548e-11,7.301218935838585e-12,0.00041105952923847826,6.412861461420764e-09,7.174605681791315e-10,2.387982937767986e-19,1.5565405976879226e-14,5.025286557575332e-08,3.440153324958711e-12,5.212600070998445e-16,8.14781689989029e-21,3.1391675365728628e-21,6.878391058938551e-15,3.787472600395114e-18,1.6530708928126085e-12,3.1059972496605625e-20,3.76,0.0,0.012008140623522269,0.9970141899757589,8.757132566256652e-10,3.0773194779211797e-16,0.5948436181296053,0.5940072931296833,5.859114706983327e-06,7.673564062582225e-09,0.002977906315450677,1.532802197009178e-07,6.627033165445042e-09,2.161113227740707e-15,2.472600768360438e-13,7.399718433027272e-06,3.871588838096268e-09
3.34067708343524e-07,0.9671821379798212,1.5148463505756686e-08,1.132312893548125e-07,6.614635732872509e-09,3.068256066228451e-08,0.0,0.0,1.076488043572379e-08,4.238389719369256e-15,3.767611976163083e-07,6.414534545383447e-09,1.27045811294453e-08,5.6816254828388594e-21,6.104310876085725e-14,1.7458086199723253e-08,5.382105945950684e-10,7.787750062520734e-06,8.812293811259111e-11,7.480472937457943e-12,0.00041814312452042516,6.55303823257313e-09,7.309234120417166e-10,2.6596047313848527e-19,1.6465563444388965e-14,5.171890426875275e-08,3.5838709057164124e-12,5.503004932698463e-16,9.23615707718817e-21,3.510787188063498e-21,7.14801937707957e-15,3.9549578776608476e-18,1.7256010042141185e-12,3.429226740184076e-20,3.76,0.0,0.011410392104180196,0.9970140571424425,9.06502924562584e-10,3.3572260420376215e-16,0.5954484622401554,0.5945980458396191,5.6370000626037354e-06,7.631743425558828e-09,0.0029779059159911,1.5590002251765144e-07,6.64095497159895e-09,2.2489167834354873e-15,2.573359732808046e-13,7.519455891470368e-06,3.875059127914768e-09
3.3836110690741793e-07,0.9672754343293269,1.5682707957978896e-08,1.1437350121359208e-07,6.87344148252952e-09,3.1647572789527585e-08,0.0,0.0,1.1171025427672647e-08,4.526338096782778e-15,3.885242068480267e-07,6.636115402560118e-09,1.3062053833549427e-08,6.017835036700593e-21,6.388960560884497e-14,1.775603970445319e-08,5.683097633690441e-10,7.915870929114178e-06,9.184495637072222e-11,7.661240745241467e-12,0.00042523414871110607,6.693676324437678e-09,7.443099477498123e-10,2.9575263989698397e-19,1.7402761348900022e-14,5.32011742257303e-08,3.730775394969117e-12,5.804986482613456e-16,1.045036163860703e-20,3.919946194424227e-21,7.424038138099292e-15,4.126820873760489e-18,1.8000008365171352e-12,3.780289817535413e-20,3.76,0.0,0.010842399633034,0.997013924165444,9.378216274562775e-10,3.657884393093335e-16,0.5960235579167087,0.5951590238686391,5.425941524811459e-06,7.592000499372201e-09,0.002977905516240287,1.585224569359698e-07,6.654211740772128e-09,2.3388006923045297e-15,2.6765058919678403e-13,7.63915189528296e-06,3.878353357866959e-09
3.426545054713119e-07,0.9673641449083235,1.622641249028722e-08,1.1550220619560688e-07,7.1382486415627146e-09,3.2628388630632994e-08,0.0,0.0,1.15865285479437e-08,4.829404170819548e-15,4.0047957890939554e-07,6.8614126003644535e-09,1.342287992382011e-08,6.368991685295675e-21,6.681679152421855e-14,1.8052025015602006e-08,5.99602941790429e-10,8.044082970315014e-06,9.565929781747695e-11,7.843515438441827e-12,0.0004323322285199771,6.83475546151836e-09,7.576174684068464e-10,3.283849583821435e-19,1.8377888498751856e-14,5.46994576604146e-08,3.880857685698028e-12,6.118833170754995e-16,1.1802754440995377e-20,4.369781519369569e-21,7.706504472868245e-15,4.303088905110955e-18,1.8762809767279382e-12,4.1610779088892535e-20,3.76,0.0,0.010302681947522842,0.9970137910504636,9.696659809770427e-10,3.980484873475005e-16,0.5965703860482625,0.5956917094091617,5.225388714480004e-06,7.554231854313732e-09,0.00297790511620835,1.6114739060049577e-07,6.666834994390779e-09,2.4307758686295533e-15,2.7820515479096635e-13,7.758800725288129e-06,3.8814803596723844e-09
