Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284)
5.423265153862429e-10,0.8712165553000731,6.591601937006154e-18,2.164663592284884e-12,1.1094254230172455e-19,1.6428710703249123e-16,0.0,0.0,3.3967140043489357e-17,1.090519631660323e-31,2.1994608374392316e-15,1.5061906741634398e-19,4.05869846851192e-17,1.7372794907656352e-36,3.988944914166089e-27,3.559709061143174e-16,6.755431935158334e-26,3.874495836587811e-11,9.554174651713054e-22,1.3788925751865055e-19,2.5888303863530177e-09,1.4965542253180927e-16,1.8362370347397048e-19,1.5707842873232115e-43,1.101363327690617e-29,7.211383723255454e-18,5.172427703879812e-26,5.560596227139819e-32,1.9190229467352983e-55,9.370521374453198e-48,9.718037701121203e-28,1.2690715628523274e-34,9.613381858176156e-28,1.938764076015409e-47,3.76,0.0,0.6025413709140031,0.997835818882342,2.1282811126903727e-20,2.869003431923079e-40,0.0038989430708941297,0.003788370626037141,0.00011056416886771484,3.0445609167649657e-09,0.0021641810633627433,8.863581290168935e-13,2.174692969810652e-13,1.1764242488083255e-27,4.700596307572268e-27,3.874348405657115e-11,1.3915888043455816e-11
5.52824486951738e-10,0.8712287588919907,7.01928950640156e-18,2.2314652867860467e-12,1.2017859734515389e-19,1.7482922675849364e-16,0.0,0.0,3.614584646453738e-17,1.2348747026644453e-31,2.340580772522374e-15,1.6316969484089376e-19,4.319704014426568e-17,1.9392060743488296e-36,4.3657331397988546e-27,3.7839371538989095e-16,7.604473690115788e-26,4.04565313029474e-11,1.0235938113959005e-21,1.4605895880759174e-19,2.6902821349760916e-09,1.5852094162580208e-16,1.9858320110510159e-19,1.857797370661754e-43,1.2236374540151317e-29,7.711382353535721e-18,5.72134354755283e-26,6.290353350822545e-32,2.478262661220562e-55,1.129558316029145e-47,1.0797964544773203e-27,1.4541114728322335e-34,1.0819458970695662e-27,2.3671415437410957e-47,3.76,0.0,0.6024661458275373,0.9978156377662407,2.3056242503720696e-20,3.431460785340682e-40,0.003974168258811689,0.0038621204459614415,0.00011203923072435849,3.1456029720363944e-09,0.0021843621772628533,9.23296668609106e-13,2.2679829557621689e-13,1.2963969089322267e-27,5.276766325809081e-27,4.0454961994102016e-11,1.4348923749817935e-11
5.633224585172331e-10,0.8712409609606481,7.46608564140253e-18,2.299278906882278e-12,1.2998975970561408e-19,1.8583261896707973e-16,0.0,0.0,3.8419822883184e-17,1.395106575595442e-31,2.487874062730629e-15,1.7650269567125829e-19,4.592172950924256e-17,2.15998766747288e-36,4.769670557416176e-27,4.0176958705363705e-16,8.5413626536296e-26,4.220928175388043e-11,1.0950946410070368e-21,1.5454531266463646e-19,2.793691431530754e-09,1.6772997914322056e-16,2.1445365178379476e-19,2.1905130949339322e-43,1.3568138695680908e-29,8.236619687933446e-18,6.316688593354566e-26,7.099523420375951e-32,3.185262919634046e-55,1.3569695229820926e-47,1.197429717702848e-27,1.6618807616481616e-34,1.2150023622345677e-27,2.879456119032785e-47,3.76,0.0,0.6023909301326842,0.9977959571451893,2.4940224939648092e-20,4.090541795596858e-40,0.004049384057074405,0.003935880557168072,0.00011349460665064661,3.2476775748742393e-09,0.002204042796067624,9.61035053736857e-13,2.3633874467284686e-13,1.4259548354574505e-27,5.910543644855377e-27,4.220761326273221e-11,1.478530303552237e-11
5.738204300827282e-10,0.871253161506235,7.932470813142689e-18,2.3681060742492248e-12,1.404001827659836e-19,1.9730827481502248e-16,0.0,0.0,4.0791336959617404e-17,1.5726177471337888e-31,2.6414877220753553e-15,1.9065097253906415e-19,4.8763809126005664e-17,2.4009670675590802e-36,5.2021198093511e-27,4.261199443888181e-16,9.573310373950428e-26,4.400335366399604e-11,1.1700064304031959e-21,1.63354348531259e-19,2.8990586000364424e-09,1.7728907000200172e-16,2.312723812272076e-19,2.5751762113117056e-43,1.5016329307939593e-29,8.787926065455284e-18,6.961427785616135e-26,7.995026441024701e-32,4.075205768851302e-55,1.624806027266006e-47,1.3253592800119203e-27,1.8946687492931614e-34,1.36152600847382e-27,3.490135617373171e-47,3.76,0.0,0.6023157238282711,0.997776764602771,2.6939407645792064e-20,4.860588235400949e-40,0.0041245904668547675,0.004009650702905871,0.00011493055459494252,3.3507593230073e-09,0.0022232353361936047,9.995744870731977e-13,2.460910301555285e-13,1.5656576540740341e-27,6.606426918491851e-27,4.4001581706952074e-11,1.5224923585172554e-11
5.843184016482233e-10,0.871265360528942,8.41892834317642e-18,2.4379483097969058e-12,1.514345537542096e-19,2.09267225038137e-16,0.0,0.0,4.3262664477508537e-17,1.7689047323791273e-31,2.8015692903669615e-15,2.0564815608555226e-19,5.17260462843548e-17,2.6635526714123557e-36,5.664482638016178e-27,4.514662534159129e-16,1.070797163772799e-25,4.583888508398527e-11,1.2484159104819964e-21,1.7249209602073829e-19,3.0063839576700183e-09,1.8720474907227665e-16,2.490775110000713e-19,3.018751425052143e-43,1.658869628072146e-29,9.36614558168865e-18,7.658654221071812e-26,8.984237763315425e-32,5.1907704477244425e-55,1.9393392939044505e-47,1.4642715967798306e-27,2.1549456267358433e-34,1.5225975218164533e-27,4.2157554385005403e-47,3.76,0.0,0.6022405269131262,0.9977580480388283,2.9058542702453913e-20,5.7577512192263875e-40,0.004199787489325121,0.004083430629840532,0.00011634732908822277,3.454823209866452e-09,0.002241951897798388,1.0389160980396148e-12,2.560555106266055e-13,1.7160854609157298e-27,7.369170277157693e-27,4.5837005276232e-11,1.5667686172999472e-11
5.948163732137185e-10,0.8712775580289589,8.925944232250851e-18,2.5088070485996046e-12,1.6311809865011626e-19,2.2172053504139354e-16,0.0,0.0,4.5836088343417094e-17,1.985563025943517e-31,2.968266767413962e-15,2.2152861191780108e-19,5.4811218026262915e-17,2.9492221409298124e-36,6.1581999313449875e-27,4.778300146805694e-16,1.1953462960508314e-25,4.7716008882826636e-11,1.330409787361062e-21,1.819645848634004e-19,3.1156678150111046e-09,1.9748355111378525e-16,2.679079645386589e-19,3.528986495429772e-43,1.8293347520933743e-29,9.97213609003443e-18,8.411595619154097e-26,1.0075011510702939e-31,6.583544821811213e-55,2.3076761289160874e-47,1.6148849047679174e-27,2.4453745003498564e-34,1.6993624216155605e-27,5.075307128758751e-47,3.76,0.0,0.6021653393860779,0.9977397956447281,3.130248604205164e-20,6.800173471271944e-40,0.00427497512565766,0.004157220087931998,0.00011774518136670788,3.5598446095580395e-09,0.0022602042895149242,1.0790609536475218e-12,2.662325214836462e-13,1.8778396770570317e-27,8.203791726118394e-27,4.7714016737984326e-11,1.6113494373716195e-11
6.053143447792136e-10,0.871289754006476,9.454007229740033e-18,2.580683631969986e-12,1.7547657907462841e-19,2.3467930697531853e-16,0.0,0.0,4.851389900509481e-17,2.2242909898429493e-31,3.141728640860087e-15,2.3832743601296306e-19,5.802211164549998e-17,3.259522419427572e-36,6.684752264141987e-27,5.052327665569669e-16,1.3318381351280503e-25,4.9634852395002146e-11,1.4160750087020995e-21,1.917778449214175e-19,3.2269104759675053e-09,2.0813201079493124e-16,2.8780346233071296e-19,4.114489412841052e-43,2.013875521976647e-29,1.0606769214905598e-17,9.223613978585989e-26,1.127569878620571e-31,8.315680568241282e-55,2.7378545111386237e-47,1.777949771412674e-27,2.7688209593850366e-34,1.8930336670552765e-27,6.090501020527201e-47,3.76,0.0,0.6020901612459539,0.9977219959134869,3.367619679973074e-20,8.00819947312286e-40,0.0043501533770244375,0.004231018830471823,0.00011912435933449913,3.6657992814759652e-09,0.002278004018326941,1.1200100527416526e-12,2.7662237275473727e-13,2.051542788771759e-27,9.1155830592448e-27,4.963274332475946e-11,1.656225468853771e-11
6.158123163447087e-10,0.8713019484616837,1.0003608661364542e-17,2.653579322458271e-12,1.885362972418738e-19,2.481546747932756e-16,0.0,0.0,5.129839344581771e-17,2.4868950928350678e-31,3.322103819943066e-15,2.5608046176396567e-19,6.136152348949612e-17,3.596073557803908e-36,7.24565981646967e-27,5.336960770992737e-16,1.4811823430458349e-25,5.1595538141690324e-11,1.5054984598150272e-21,2.0193790613229503e-19,3.3401122380291347e-09,2.191566626280202e-16,3.0880452792743655e-19,4.784800937013157e-43,2.2133767515774502e-29,1.1270930333989827e-17,1.0098212405818149e-25,1.2595172332262106e-31,1.0461806877065868e-54,3.2389442889143933e-47,1.954250142104924e-27,3.1283660457986384e-34,2.10489431647661e-27,7.286093894972209e-47,3.76,0.0,0.602014992491583,0.9977046376144586,3.618473830892897e-20,9.404589381380717e-40,0.004425322244597361,0.004304826613956245,0.00012048510769050501,3.772663354752395e-09,0.002295362314880258,1.1617643368919247e-12,2.8722535319426665e-13,2.2378392414843686e-27,1.0110118308291769e-26,5.159330745548602e-11,1.701387624935246e-11
6.263102879102038e-10,0.8713141413947721,1.0575242506312832e-17,2.7274952954030313e-12,2.0232409256415788e-19,2.621578065538113e-16,0.0,0.0,5.4191875647275226e-17,2.7752939640644016e-31,3.509541666360409e-15,2.7482425496059405e-19,6.483225951240695e-17,3.96056861518394e-36,7.842483036697597e-27,5.632415476611108e-16,1.6443405184816246e-25,5.359818344718515e-11,1.5987672601637114e-21,2.1245079852654492e-19,3.455273392179902e-09,2.305640409917722e-16,3.3095248276864546e-19,5.550483356584407e-43,2.4287614862034732e-29,1.1965518606954299e-17,1.1039034450165137e-25,1.4042845476030442e-31,1.3111260080115664e-54,3.821161116851365e-47,2.1446038953204616e-27,3.5273165437537717e-34,2.3363002683749496e-27,8.690255937166253e-47,3.76,0.0,0.6019398331217934,0.9976877098048017,3.883327739219496e-20,1.101476403451688e-39,0.004500481729548198,0.004378643198130327,0.00012182766788430728,3.880413333700326e-09,0.0023122901220164957,1.2043246842569917e-12,2.9804172797552103e-13,2.4373951215326535e-27,1.1193264084095522e-26,5.3595826351867474e-11,1.7468270961147523e-11
6.368082594756989e-10,0.8713263328059305,1.1169405223551576e-17,2.802432653977783e-12,2.1686734666817563e-19,2.766998994341346e-16,0.0,0.0,5.719665557679685e-17,3.0915239161643364e-31,3.704191927440838e-15,2.9459612095406826e-19,6.843713406804295e-17,4.354777649285402e-36,8.476822413723147e-27,5.93890804795713e-16,1.8223281684516148e-25,5.56429011686246e-11,1.695968431839399e-21,2.233225521692573e-19,3.572394223161037e-09,2.42360680064175e-16,3.542894522043658e-19,6.423203477159355e-43,2.660992164624519e-29,1.2691446936501922e-17,1.204987132068077e-25,1.5628698037988214e-31,1.6370651148536692e-54,4.495986243857133e-47,2.349863887270595e-27,3.969218905298933e-34,2.5886830015489322e-27,1.0334967766174031e-46,3.76,0.0,0.601864683135414,0.997671201803519,4.162708537355032e-20,1.2867054641621289e-39,0.004575631833048558,0.004452468345856343,0.00012315227824779147,3.9890260816917355e-09,0.0023287981207325997,1.2476919205105396e-12,3.0907174279881774e-13,2.6508990936715683e-27,1.237118804474658e-26,5.564041276815844e-11,1.792535319851568e-11
6.47306231041194e-10,0.87133852269535,1.1786595836605742e-17,2.8783924202729883e-12,2.321939797142688e-19,2.917921822579399e-16,0.0,0.0,6.03150496944909e-17,3.437743160411809e-31,3.906204770032481e-15,3.1543409920968797e-19,7.217897051603204e-17,4.780547496609106e-36,9.150319284575518e-27,6.256655041819423e-16,2.0162167861652943e-25,5.77297992827789e-11,1.7971892290243674e-21,2.34559197180789e-19,3.6914750093687177e-09,2.545531138486381e-16,3.7885835997191574e-19,7.415834214254574e-43,2.911071267398978e-29,1.3449642015398184e-17,1.3134660865398243e-25,1.7363295998188546e-31,2.0366838524259917e-54,5.2763011688708405e-47,2.5709185153052206e-27,4.457870287177982e-34,2.863552454887528e-27,1.2256462347550992e-46,3.76,0.0,0.6017895425312737,0.9976551032043028,4.457153730876931e-20,1.4992986832841967e-39,0.0046507725562699226,0.004526301823165032,0.00012445917394388026,4.098478827474596e-09,0.0023448967173363665,1.2918668123646271e-12,3.2031562145633346e-13,2.879062020339819e-27,1.365036967926795e-26,5.772717457792858e-11,1.8385039964977894e-11
6.578042026066891e-10,0.8713507110632199,1.2427315758095409e-17,2.9553755503592607e-12,2.483324554956975e-19,3.0744591045389335e-16,0.0,0.0,6.354937993131312e-17,3.8162376192872072e-31,4.115730712936896e-15,3.3737697062021386e-19,7.60606000033177e-17,5.2398059300570303e-36,9.864655438439244e-27,6.58587322557733e-16,2.2271358793857413e-25,5.985898162433858e-11,1.9025167755379907e-21,2.4616676367624987e-19,3.8125160231276675e-09,2.671478761042403e-16,4.047029342482428e-19,8.542549112460785e-43,3.180042469921749e-29,1.4241044263879526e-17,1.4297495209929416e-25,1.9257818670046012e-31,2.525033906807658e-54,6.176529350935199e-47,2.8086927558869075e-27,4.99733346163048e-34,3.1624998437584577e-27,1.4495703006006192e-46,3.76,0.0,0.6017144113082012,0.997639403848854,4.767211301876715e-20,1.7427570620043133e-39,0.0047259039003836115,0.004600143399118846,0.0001257485871033025,4.208749148425487e-09,0.0023605960701274012,1.3368500785079976e-12,3.317735699441727e-13,3.122617947123734e-27,1.5037608760337973e-26,5.985621551239876e-11,1.8847250580810335e-11
6.683021741721842e-10,0.8713628979097305,1.3092068882178394e-17,3.0333829249628413e-12,2.6531177746939824e-19,3.236723688094302e-16,0.0,0.0,6.690197424029374e-17,4.229425298349842e-31,4.332920663826404e-15,3.604642516225811e-19,8.008486212328802e-17,5.734561314926297e-36,1.0621554094534686e-26,6.926779619454453e-16,2.456275154319963e-25,6.203054744441053e-11,2.0120384303621405e-21,2.5815128178935764e-19,3.9355175305737424e-09,2.801515003757234e-16,4.3186770178416024e-19,9.818938105507094e-43,3.468991305988562e-29,1.506660789798169e-17,1.554261934346352e-25,2.132407906849465e-31,3.119925402531522e-54,7.21279446054555e-47,3.0641487392272626e-27,5.591948626123428e-34,3.487200683354353e-27,1.7098912210670434e-46,3.76,0.0,0.6016392894650258,0.997624093841143,5.0934396258281966e-20,2.0209627978763196e-39,0.004801025866560815,0.004673992845870733,0.00012702074676580342,4.3198149777884524e-09,0.002375906075134095,1.382642382834478e-12,3.4344577391646827e-13,3.382323655251207e-27,1.6540036587991604e-26,6.202763471891074e-11,1.931190685981999e-11
6.788001457376794e-10,0.8713750832350721,1.3781361406936955e-17,3.1124153645047444e-12,2.831614939574645e-19,3.404828663626949e-16,0.0,0.0,7.037516556334797e-17,4.679862394182949e-31,4.557925850785761e-15,3.8473620169067526e-19,8.425460368328269e-17,6.266906935889221e-36,1.1422779312654206e-26,7.279591416021009e-16,2.7048865969494084e-25,6.424459215713019e-11,2.125841390648495e-21,2.7051878160965952e-19,4.060479791938718e-09,2.935705199208993e-16,4.603979940082025e-19,1.1262114720544914e-42,3.779046306744414e-29,1.5927300840659688e-17,1.6874439215625947e-25,2.357455236554355e-31,3.842375902972477e-54,8.403087157818622e-47,3.33828677612796e-27,6.246349327200034e-34,3.8394176761517024e-27,2.0118143661247334e-46,3.76,0.0,0.6015641770005764,0.9976091635199357,5.436407577461185e-20,2.3382127986240806e-39,0.004876138455972566,0.004747849938521788,0.00012827587902251416,4.431654587245785e-09,0.002390836393591516,1.4292443453636837e-12,3.5533240279027426e-13,3.6589596997505654e-27,1.816512439023425e-26,6.424152750758824e-11,1.977893278743734e-11
6.892981173031745e-10,0.8713872670394343,1.44957019345227e-17,3.192473619440872e-12,3.01911693885339e-19,3.5788873938387805e-16,0.0,0.0,7.397129242662287e-17,5.170247817629792e-31,4.7908978622796426e-15,4.1023381700640914e-19,8.857267941679197e-17,6.839020526319724e-36,1.2270137170287244e-26,7.644526025395745e-16,2.97428676702928e-25,6.650120687140785e-11,2.2440130967681425e-21,2.832752932097147e-19,4.187403061417003e-09,3.0741146774469665e-16,4.903399408218106e-19,1.2890847423110984e-42,4.1113796837566303e-29,1.6824104814556075e-17,1.829751988869927e-25,2.6022396939902706e-31,4.717124241560705e-54,9.767450092042091e-47,3.632145947366307e-27,6.965475069234275e-34,4.221003884116078e-27,2.3611911225834693e-46,3.76,0.0,0.6014890739136829,0.997594603474516,5.796694441332768e-20,2.6992562728131503e-39,0.004951241669789758,0.0048217144551879745,0.00012951420694921892,4.544246595129681e-09,0.0024053964362154515,1.4766565352262345e-12,3.6743360710840324e-13,3.9533298905943216e-27,1.9920695047020406e-26,6.649798488305447e-11,2.0248254715567366e-11
6.997960888686696e-10,0.8713994493230065,1.523560129099891e-17,3.2735583852253893e-12,3.215930121048826e-19,3.759013461885472e-16,0.0,0.0,7.76926978938743e-17,5.703429603353197e-31,5.031988577640246e-15,4.36998838163235e-19,9.304195073431846e-17,7.453168765523832e-36,1.3165474950733643e-26,8.021800994735863e-16,3.265858928219541e-25,6.88004791453412e-11,2.3666407968193696e-21,2.9642684657986084e-19,4.3162875874626016e-09,3.216808765234775e-16,5.217404767751819e-19,1.4725680736672904e-42,4.46720844821473e-29,1.775801522400192e-17,1.9816594132811717e-25,2.868148413123908e-31,5.773216493361521e-54,1.1328173235446496e-46,3.946805114505184e-27,7.754588277718032e-34,4.6339056814223594e-27,2.764586980358982e-46,3.76,0.0,0.6014139802031742,0.9975804045163348,6.174890020678739e-20,3.109333295170004e-39,0.005026335509183138,0.004895586176851684,0.0001307359507548155,4.657569948251393e-09,0.002419595391555202,1.52487948152921e-12,3.797495226230262e-13,4.266262388634929e-27,2.1814931399576422e-26,6.879709429889444e-11,2.0719801029850915e-11
7.102940604341647e-10,0.8714116300859797,1.6001572634268226e-17,3.3556702923968205e-12,3.422366248346736e-19,3.9453207034928315e-16,0.0,0.0,8.154173020618208e-17,6.282409578459289e-31,5.2813502101219426e-15,4.650737433796606e-19,9.766528648901204e-17,8.111706680482449e-36,1.4110682552110824e-26,8.411634056373766e-16,3.581055456714141e-25,7.114249249299195e-11,2.4938119950571003e-21,3.099794716588977e-19,4.44713361263903e-09,3.3638527864336705e-16,5.54647334525814e-19,1.6789083675073746e-42,4.8477951184517267e-29,1.8730041275513416e-17,2.143656010033706e-25,3.1566419949379382e-31,7.044672823778761e-54,1.3110009072044607e-46,4.2833835281204734e-27,8.61928773382172e-34,5.0801660814146666e-27,3.229355914979692e-46,3.76,0.0,0.6013388958678803,0.997566557696246,6.571594541519507e-20,3.574217739495258e-39,0.005101419975323312,0.004969464887436844,0.00013194132770618803,4.771603931140523e-09,0.0024334422087561335,1.5739136661573324e-12,3.9228026758948193e-13,4.598609110492541e-27,2.3856388477870134e-26,7.113893916440082e-11,2.119350236328314e-11
7.207920319996598e-10,0.871423809328543,1.679413127095256e-17,3.438809921401678e-12,3.638742551243049e-19,4.137923154176629e-16,0.0,0.0,8.552074171961024e-17,6.910350080285038e-31,5.539135236164008e-15,4.945017564456704e-19,1.024455617080981e-16,8.817082312673056e-36,1.5107691420031586e-26,8.814243047093236e-16,3.921400015474023e-25,7.352732714575358e-11,2.6256139735530393e-21,3.2393919826619703e-19,4.579941373929517e-09,3.5153120612121293e-16,5.891090511065643e-19,1.9105586087333497e-42,5.254448813201718e-29,1.974120582766754e-17,2.3162490463333645e-25,3.4692576144811973e-31,8.57124605532836e-54,1.5140400344077076e-46,4.643041817211906e-27,9.565526601753797e-34,5.5619277480778725e-27,3.763720997660468e-46,3.76,0.0,0.6012638209066308,0.9975530542752007,6.987418764943827e-20,4.100261475558852e-39,0.00517649506938073,0.0050433503736538815,0.00013313055228328133,4.886328147068883e-09,0.0024469456268680204,1.623759534536616e-12,4.0502594681112153e-13,4.9512468877190654e-27,2.605400167670982e-26,7.352359960599213e-11,2.1669291251499198e-11
7.312900035651549e-10,0.8714359870508868,1.7613794772230208e-17,3.5229777925194272e-12,3.865381679902484e-19,4.336935083702923e-16,0.0,0.0,8.963208958978203e-17,7.590578763765387e-31,5.805496441587398e-15,5.253268394645593e-19,1.07385658412611e-16,9.571835993201405e-36,1.6158476225272506e-26,9.229845959224105e-16,4.288490082508886e-25,7.595505953621549e-11,2.7621342882916805e-21,3.3831205613607135e-19,4.714711102569162e-09,3.6712519064744624e-16,6.251749610486556e-19,2.1701945765296897e-42,5.688525989197506e-29,2.0792545542750732e-17,2.499962956222576e-25,3.8076112553958586e-31,1.0399280247504264e-53,1.7449729171279358e-46,5.026982620959167e-27,1.0599626716814011e-33,6.081436484314407e-27,4.376861894429325e-46,3.76,0.0,0.601188755318256,0.997539885743046,7.422983884549791e-20,4.694443184058301e-39,0.005251560792525709,0.005117242425083702,0.00013430383609509282,5.001722528376417e-09,0.002460114156043261,1.6744174883190635e-12,4.1798664888947015e-13,5.3250767901666454e-27,2.8417099513141486e-26,7.595115195104386e-11,2.2147102365925093e-11
7.4178797513065e-10,0.8714481632532006,1.8461082787304314e-17,3.608174380468758e-12,4.102611760412879e-19,4.542470942258343e-16,0.0,0.0,9.387813469139642e-17,8.326595634544987e-31,6.0805868494501776e-15,5.575937010753328e-19,1.1248846432642156e-16,1.0378605176629772e-35,1.7265053503443065e-26,9.65866085947602e-16,4.6839991639336925e-25,7.842576306528206e-11,2.9034602432056816e-21,3.531040748470154e-19,4.851443024369458e-09,3.831737635033999e-16,6.628952027619292e-19,2.4607301407677183e-42,6.151431501721093e-29,2.188511070134725e-17,2.6953403133617134e-25,4.1734009504430426e-31,1.2582685255242128e-53,2.0071581467069593e-46,5.436451550872987e-27,1.1728297699456721e-33,6.64104429488957e-27,5.0790098377612036e-46,3.76,0.0,0.6011136991015853,0.9975270437881795,7.87892164262819e-20,5.364418814804104e-39,0.0053266171459284105,0.005191140834015472,0.00013546138804191666,5.117767316622039e-09,0.0024729561078843353,1.725887895988035e-12,4.3116245020913796e-13,5.721025354226928e-27,3.095541162439304e-26,7.84216694950593e-11,2.26268721558914e-11
7.522859466961451e-10,0.8714603379356745,1.933651716732873e-17,3.694400104277388e-12,4.350766343022576e-19,4.754645397310424e-16,0.0,0.0,9.826124234842949e-17,9.122077987693088e-31,6.364559769461575e-15,5.913477887065689e-19,1.177568737510651e-16,1.1240123592749051e-35,1.8429483642761894e-26,1.0100905943056796e-15,5.10967944748571e-25,8.09395075655007e-11,3.04967943869812e-21,3.683212838599558e-19,4.990137359531654e-09,3.996834556089653e-16,7.023207113221785e-19,2.785336007561577e-42,6.64461937860705e-29,2.301996538867802e-17,2.9029414881119287e-25,4.568409077097712e-31,1.518403390276908e-53,2.304303403962864e-46,5.872737851371853e-27,1.2958652125680928e-33,7.243213043330568e-27,5.881550033348397e-46,3.76,0.0,0.6010386522554496,0.997514520317972,8.35587422070837e-20,6.118576852788985e-39,0.00540166413075886,0.005265045395540022,0.00013660341422193378,5.2344430740595305e-09,0.0024854795750203556,1.7781710855035322e-12,4.445534121732775e-13,6.1400438190272805e-27,3.3679082085138493e-26,8.093522196496196e-11,2.3108539102157835e-11
7.627839182616403e-10,0.8714725110984978,2.0240621774976972e-17,3.781655341578208e-12,4.610184460207683e-19,4.973573278581425e-16,0.0,0.0,1.027837812328937e-16,9.980887763838711e-31,6.657568724233115e-15,6.26635297108802e-19,1.2319378624917361e-16,1.2159226242466962e-35,1.9653869188041764e-26,1.0556799451800483e-15,5.5673640484896345e-25,8.349636007232981e-11,3.2008791928014435e-21,3.839697124444002e-19,5.130794322986807e-09,4.166607974359699e-16,7.435032249833656e-19,3.147456825854382e-42,7.169593840732032e-29,2.4198187270610728e-17,3.123345684625732e-25,4.9945057335424075e-31,1.8275805096820064e-53,2.640496036797909e-46,6.337175328304812e-27,1.4298225748147756e-33,7.890517558227246e-27,6.7971330396139474e-46,3.76,0.0,0.6009636147786788,0.9975023074272947,8.854494360121726e-20,6.966095720799103e-39,0.00547670174818693,0.005338955907379852,0.00013773011810121766,5.351730662843292e-09,0.0024976924625803713,1.831267354681767e-12,4.581595851032485e-13,6.583109430017191e-27,3.6598677179089827e-26,8.349187629041665e-11,2.3592043344601804e-11
7.732818898271354e-10,0.8714846827418607,2.1173922616696548e-17,3.869940418544642e-12,4.881210571700615e-19,5.199369617381834e-16,0.0,0.0,1.0744812414174718e-16,1.0907076610979324e-30,6.959767502008088e-15,6.635031601020129e-19,1.2880210757577446e-16,1.3138848432205397e-35,2.094035718527299e-26,1.102655973142502e-15,6.058969794816189e-25,8.60963842696718e-11,3.357147147404701e-21,4.00055389720777e-19,5.2734141241892145e-09,4.3411231906091424e-16,7.864952776280103e-19,3.55083214346631e-42,7.727910119457919e-29,2.542086781831297e-17,3.357150534464928e-25,5.45365109256207e-31,2.194177598784639e-53,3.0202360054995998e-46,6.831143044248454e-27,1.5754993579199817e-33,8.58564946688478e-27,7.839794044610711e-46,3.76,0.0,0.6008885866701035,0.9974903974206252,9.375445245392444e-20,7.917006093709851e-39,0.0055517299993823495,0.005412872169992504,0.00013884170041036104,5.469611257722254e-09,0.0025096024660862873,1.8851769638888525e-12,4.719810054923361e-13,7.051224581913756e-27,3.972519930986583e-26,8.609169604932433e-11,2.4077326957038395e-11
7.837798613926305e-10,0.8714968528659528,2.213694764784195e-17,3.95925562376702e-12,5.164194624573952e-19,5.432149590227426e-16,0.0,0.0,1.1225664687204706e-16,1.1904893572089453e-30,7.271310081093493e-15,7.019990594529349e-19,1.3458474833264675e-16,1.4182030924036057e-35,2.22911371015413e-26,1.1510405148648204e-15,6.586499499142736e-25,8.873964126324279e-11,3.518570630760008e-21,4.165843445832538e-19,5.41799696747324e-09,4.520445500740863e-16,8.313502054308888e-19,3.9995154814893234e-42,8.321175429110732e-29,2.6689112042298868e-17,3.604973203775124e-25,5.9478989152000294e-31,2.627859696269224e-53,3.4484711122730058e-46,7.356066206519711e-27,1.733739123678727e-33,9.331420335940367e-27,9.025082926642117e-46,3.76,0.0,0.6008135679285542,0.99747878277936,9.919400629674798e-20,8.982255986308266e-39,0.0056267488855147076,0.0054867939863921635,0.00013993835932287504,5.58806632422377e-09,0.002521217104142141,1.939900146114785e-12,4.860176997902598e-13,7.545418204365791e-27,4.307009449447976e-26,8.873474224124658e-11,2.456433355916823e-11
7.942778329581256e-10,0.8715090214709638,2.313022691356655e-17,4.049601198390876e-12,5.459491994962974e-19,5.672028560738626e-16,0.0,0.0,1.1721172904600755e-16,1.2978790260770872e-30,7.592350686029135e-15,7.421714160957482e-19,1.405446249579014e-16,1.529191886194879e-35,2.3708443579022302e-26,1.2008554151758507e-15,7.152044882251857e-25,9.14261890114689e-11,3.6852373272632824e-21,4.335626057463915e-19,5.5645430518256245e-09,4.704640196376864e-16,8.781221389702018e-19,4.497897684832017e-42,8.951049835593038e-29,2.8004038759069145e-17,3.86744991724599e-25,6.479398959899133e-31,3.1397546275952427e-53,3.9306346512528955e-46,7.913416903692279e-27,1.9054331972189016e-33,1.0130765690816486e-26,1.037020254303831e-45,3.76,0.0,0.6007385585528618,0.9974674561856702,1.0487044710700203e-19,1.0173780739252792e-38,0.005701758407753437,0.0055607211622636125,0.0001410202903412504,5.707077632638617e-09,0.0025325436945766123,1.9954370998154533e-12,5.00269681712644e-13,8.066744805104982e-27,4.6645266905661556e-26,9.142107271826103e-11,2.505300861369941e-11
