Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139)
1.8325134051609026e-09,0.8642928714396413,1.8819750439118586e-19,6.66030925930357e-13,1.4761920731975377e-22,5.907434485558999e-27,0.0,0.0,2.5505344780888228e-20,8.91956340830074e-43,2.4662223853220173e-20,1.1870772277135034e-26,7.240258729056723e-18,2.7244199927776014e-40,1.8296904131408943e-28,9.974874792871808e-24,1.3079306668667046e-34,5.1478908033047455e-27,3.769915208084573e-23,1.8916053992398998e-19,6.032783805867511e-09,6.096371314930836e-16,1.120325753049645e-26,3.1800433160842866e-55,1.2061291162768596e-40,2.8422021076687277e-34,3.3713975331607267e-29,1.1419050823160212e-46,2.969438988097083e-72,1.1838045317022111e-69,1.5724868093930292e-44,6.885431418992496e-39,2.1174057768112367e-32,4.133478062753539e-55,3.76,0.0,0.8626216845981238,0.999999999999667,1.67306177053628e-27,6.884259400236695e-49,0.007272890858728948,0.007145384157249438,0.00012748898063931203,5.65527135233866e-09
1.9000757271588366e-09,0.8643338044061567,2.106861981747913e-19,6.905865967233855e-13,1.711264256118936e-22,7.08062903165348e-27,0.0,0.0,2.956152244578655e-20,1.232306333760662e-42,2.950389327284617e-20,1.422951113254632e-26,8.367797473864021e-18,3.395651656085597e-40,2.192482569379165e-28,1.1531031338595845e-23,1.6867968645654006e-34,6.170233124084668e-27,4.358576221353837e-23,2.1088292261153635e-19,6.488051429006054e-09,6.796096895109869e-16,1.3415988948541122e-26,4.735882890705776e-55,1.6109331403181857e-40,3.6689735814899204e-34,4.042694534209595e-29,1.58201277657378e-46,5.118310752900121e-72,1.9025228084310488e-69,2.1773140190912466e-44,8.873462067099211e-39,2.6316639289494945e-32,6.387137959630618e-55,3.76,0.0,0.8623547084364274,0.9999999999996547,2.0053223557185807e-27,9.898976769031272e-49,0.007539867475693348,0.007411002730809831,0.00012884585588643428,5.912892847817986e-09
1.9676380491567703e-09,0.8643747247066097,2.349959031433049e-19,7.151422675183294e-13,1.9739176085564716e-22,8.43323379808663e-27,0.0,0.0,3.412795634718545e-20,1.6875480061911773e-42,3.507732381638221e-20,1.6949244140267554e-26,9.62204652291656e-18,4.2005946059807e-40,2.6106225148138565e-28,1.3262544957954825e-23,2.1562408029190108e-34,7.348914344047857e-27,5.0136693091834165e-23,2.34207081342287e-19,6.959956986002044e-09,7.547366906650498e-16,1.5964330120998058e-26,6.955059579206896e-55,2.1299302247976605e-40,4.694638597055701e-34,4.8169929193543117e-29,2.1668611027294048e-46,8.654932646549532e-72,3.007689364793401e-69,2.9805872023713537e-44,1.1334491105365823e-38,3.2460313523605696e-32,9.719924493637222e-55,3.76,0.0,0.8620878149030815,0.9999999999996424,2.388392952077264e-27,1.4054377419063236e-48,0.007806761480944809,0.007676639819777293,0.00013010157338494695,6.1678670683088504e-09
2.035200371154704e-09,0.864415632344922,2.6121443623903063e-19,7.396979383153477e-13,2.266349296909486e-22,9.985077577545205e-27,0.0,0.0,3.9253254852839034e-20,2.2918617249848956e-42,4.146239260101606e-20,2.006992145983777e-26,1.1012133579432711e-17,5.1601185162399826e-40,3.0902031609309792e-28,1.5182111208559458e-23,2.7336884231976643e-34,8.701212909005718e-27,5.740018188825519e-23,2.5918974854905627e-19,7.44850296253878e-09,8.352001408040662e-16,1.8884868726363134e-26,1.0082373735739565e-54,2.7897012964258806e-40,5.9578360097426825e-34,5.705727751910612e-29,2.936532494203734e-46,1.4380066806499397e-71,4.683067161555221e-69,4.0371338863102254e-44,1.435882087301745e-38,3.9755201046116603e-32,1.458395711087218e-54,3.76,0.0,0.8618210039725117,0.9999999999996301,2.8278890347016272e-27,1.971999982394035e-48,0.008073572900060487,0.007942288150562717,0.00013126343253511044,6.419955039107963e-09
2.1027626931526377e-09,0.8644565273250138,2.8943197794673295e-19,7.642536091146073e-13,2.590861157692629e-22,1.1757397394992634e-26,0.0,0.0,4.4989201036088854e-20,3.088291466704753e-42,4.874456860605493e-20,2.3634337884968087e-26,1.2547499183337682e-17,6.297533065665377e-40,3.637746708175827e-28,1.7302866783537077e-23,3.4391602244517427e-34,1.0245634300368662e-26,6.542615661703199e-23,2.858876122724251e-19,7.953691405791797e-09,9.21181865015584e-16,2.221672042925368e-26,1.443989763924272e-54,3.6217816832585632e-40,7.503053915646617e-34,6.721151517274769e-29,3.940250563647737e-46,2.3503281322296277e-71,7.189005176444501e-69,5.414233774590335e-44,1.805001983337911e-38,4.8367671381734355e-32,2.1595089035252723e-54,3.76,0.0,0.8615542756191513,0.9999999999996178,3.329824863089432e-27,2.736626794577182e-48,0.008340301758609569,0.00820794097544941,0.0001323382068291358,6.668946348335066e-09
2.1703250151505714e-09,0.8644974096508039,3.197411501568928e-19,7.88809279916283e-13,2.9498625250088994e-22,1.3772886390978336e-26,0.0,0.0,5.139085897953116e-20,4.1307295016404826e-42,5.701509853764543e-20,2.768823033304795e-26,1.423789614359307e-17,7.638790334001027e-40,4.260218887340523e-28,1.9638389089240567e-23,4.2955565302001876e-34,1.200195274826459e-26,7.42662355048068e-23,3.1435731474604423e-19,8.475523955778818e-09,1.0128635031318518e-15,2.600160768340089e-26,2.0447267557530216e-54,4.663381974285229e-40,9.381292072522552e-34,7.876362250516219e-29,5.238058067081407e-46,3.782697024469596e-71,1.0890066270863457e-68,7.19391286815744e-44,2.252634525351771e-38,5.848147515630468e-32,3.1583550859372505e-54,3.76,0.0,0.8612876298174404,0.9999999999996054,3.900627037758716e-27,3.758716010947269e-48,0.008606948082153268,0.008473592034966768,0.00013333218147973012,6.9146568059759465e-09
2.237887337148505e-09,0.8645382793262102,3.522370940019954e-19,8.133649507205594e-13,3.3458731451352283e-22,1.605574166512294e-26,0.0,0.0,5.851667990494813e-20,5.486285058860716e-42,6.637119239214058e-20,3.2280375300931775e-26,1.6093388963023287e-17,9.212698089004122e-40,4.965043166891746e-28,2.2202695811127226e-23,5.328962715919853e-34,1.3991252909119555e-26,8.397372631425574e-23,3.4465545109133343e-19,9.014001874398167e-09,1.11042650558972e-15,3.028393804088154e-26,2.864686580349986e-54,5.958181316305281e-40,1.1650774909120745e-33,9.185331647265631e-29,6.902736233540595e-46,6.000434330225039e-71,1.629173208306578e-68,9.475552082313954e-44,2.7922257552270554e-38,7.029891131937749e-32,4.565829037685973e-54,3.76,0.0,0.8610210665418268,0.9999999999995931,4.547148045305297e-27,5.1127295411336964e-48,0.008873511896244766,0.008739235523041209,0.0001342511882712789,7.156926284138185e-09
2.305449659146439e-09,0.8645791363551497,3.870175476329649e-19,8.379206215276301e-13,3.7815261850057466e-22,1.8631712066904288e-26,0.0,0.0,6.642860809336277e-20,7.238096882907473e-42,7.691620865722651e-20,3.746268626464116e-26,1.8124353256393416e-17,1.1051144856320896e-39,5.760114920639328e-28,2.5010244472855305e-23,6.568976604135352e-34,1.6235971496408746e-26,9.460362563925634e-23,3.768385681141013e-19,9.569126072312018e-09,1.2140521296203024e-15,3.511088191460031e-26,3.9734132004897167e-54,7.557204854558042e-40,1.4377719809108837e-33,1.0662933158458966e-28,9.021992186464889e-46,9.389532866567748e-71,2.4088044363901797e-68,1.2378871125531667e-43,3.4390038137606107e-38,8.404203204517295e-32,6.5287572685818e-54,3.76,0.0,0.8607545857667667,0.9999999999995808,5.2766797882357176e-27,6.891373093855553e-48,0.009139993226429229,0.009004866054734459,0.00013510063782344193,7.395616725653211e-09
2.3730119811443725e-09,0.8646199807415375,4.2418292393676223e-19,8.624762923376982e-13,4.259571315876963e-22,2.1528145946012054e-26,0.0,0.0,7.519218663922597e-20,9.488639216917029e-42,8.875983922834682e-20,4.3290311037379316e-26,2.0341475164110688e-17,1.318933560451281e-39,6.653815564237587e-28,2.8075931989222446e-23,8.04905553484503e-34,1.8759938875359356e-26,1.0621261817458468e-22,4.1096316316869913e-19,1.0140897134402134e-08,1.3239214356571172e-15,4.053244991077737e-26,5.459424023757692e-54,9.519778264917632e-40,1.763715633652719e-33,1.2324970068576308e-28,1.1700923165991502e-45,1.4505317144363048e-70,3.5223285601954786e-68,1.6047274309881665e-43,4.2101495599230077e-38,9.995387763458591e-32,9.239919931407995e-54,3.76,0.0,0.8604881874667231,0.9999999999995685,6.096967103080782e-27,9.209318959448036e-48,0.009406392098243765,0.009270478635696557,0.00013588555013999582,7.630610263836344e-09
2.4405743031423062e-09,0.8646608124892871,4.638363881589462e-19,8.870319631509762e-13,4.782877889480449e-22,2.477403883678503e-26,0.0,0.0,8.487666296661247e-20,1.2363603325230444e-41,1.0201829391552586e-19,4.9821729043960963e-26,2.275575076055797e-17,1.56660397989237e-39,7.655026648313962e-28,3.141509421372836e-23,9.806886790439662e-34,2.1588420599258444e-26,1.1885907596221884e-22,4.470856831080165e-19,1.0729315343410691e-08,1.440215284021923e-15,4.660156960014021e-26,7.434584468365845e-54,1.1914574299389894e-39,2.1513804627691617e-33,1.4188203548916465e-28,1.5064794111614595e-45,2.2138330696297632e-70,5.097099583084635e-68,2.065162828885336e-43,5.124977919759261e-38,1.1829974840794763e-31,1.2950425035297967e-53,3.76,0.0,0.8602218716161678,0.9999999999995561,7.016221259525966e-27,1.2207531420092785e-47,0.009672708537217434,0.009536068633797646,0.00013661058297870173,7.86180748348201e-09
2.50813662514024e-09,0.8647016316023124,5.060839354339037e-19,9.115876339676876e-13,5.354438204923517e-22,2.840008107992883e-26,0.0,0.0,9.555509411592723e-20,1.6016438337811712e-41,1.1681448455552534e-19,5.711884851703394e-26,2.5378485457302174e-17,1.852385218014366e-39,8.773143909653242e-28,3.5043505479419236e-23,1.1884781860380753e-33,2.4748158890125533e-26,1.3260305760929743e-22,4.852625233154149e-19,1.1334380701849294e-08,1.5631143318756188e-15,5.33741617436944e-26,1.0039335050113828e-53,1.4820754725422407e-39,2.610301519081098e-33,1.627038068537599e-28,1.9262157590032303e-45,3.3402873138773274e-70,7.303483099016377e-68,2.6394500709976645e-43,6.205129999683778e-38,1.3936851284077176e-31,1.798492000323353e-53,3.76,0.0,0.8599556381895794,0.9999999999995438,8.043133441455782e-27,1.6058289901221834e-47,0.009938942568871212,0.00980163175283968,0.0001372800581411493,8.089125816644463e-09
2.5756989471381736e-09,0.8647424380845248,5.510344682135291e-19,9.36143304788065e-13,5.977370871822211e-22,3.243870537785369e-26,0.0,0.0,1.0730445178639339e-19,2.0633649887733675e-41,1.3327820870442186e-19,6.524710361056221e-26,2.822129340113145e-17,2.1809467222408853e-39,1.0018091277972499e-27,3.8977378134397476e-23,1.4330096490862278e-33,2.826741406048525e-26,1.4750630748277045e-22,5.255500268201176e-19,1.1956092952143483e-08,1.6927990304391042e-15,6.090921594218647e-26,1.3448881953900589e-53,1.8329217784320654e-39,3.1511775039760056e-33,1.8590262482821148e-28,2.4468352491002708e-45,4.985494989880532e-70,1.036762786335917e-67,3.351491986963417e-43,7.47477685815963e-38,1.6347395409394935e-31,2.4760177517633686e-53,3.76,0.0,0.8596894871614451,0.9999999999995315,9.186888208850808e-27,2.0970990309124106e-47,0.010205094218718005,0.010067164008386557,0.00013789798564404568,8.312498075603539e-09
2.6432612691361074e-09,0.8647832319398342,5.987998735983446e-19,9.606989756123537e-13,6.65492426325419e-22,3.6924134291889135e-26,0.0,0.0,1.2020572715748248e-19,2.6440956851136777e-41,1.5154633295156055e-19,7.427555144353622e-26,3.1296096867881114e-17,2.557396727265004e-39,1.1400334842476089e-27,4.323336207240173e-23,1.7195676400617073e-33,3.2176005883434964e-26,1.6363225488257837e-22,5.680044834815956e-19,1.2594451595318381e-08,1.8294496224373406e-15,6.926886575880566e-26,1.788051417027252e-53,2.2543953748766474e-39,3.785978104063203e-33,2.116765184943864e-28,3.0889410725169584e-45,7.364822113628919e-70,1.4587552682745672e-67,4.2293687723744124e-43,8.960834661770762e-38,1.9095615225659248e-31,3.3807686602563892e-53,3.76,0.0,0.8594234185062591,0.9999999999995192,1.0457176942876184e-26,2.719882633857369e-47,0.01047116351226265,0.010332661705346016,0.0001384680861386426,8.531871099000243e-09
2.710823591134041e-09,0.8648240131721502,6.494951005616525e-19,9.852546464408084e-13,7.390480058673856e-22,4.1892427679809676e-26,0.0,0.0,1.3434403548435591e-19,3.3710420025878096e-41,1.7176297584708644e-19,8.427696907070436e-26,3.461512565256426e-17,2.987312486704315e-39,1.2930896777702367e-27,4.782854425992222e-23,2.0540329676722918e-33,3.650535490960343e-26,1.8104601319884897e-22,6.126821292364381e-19,1.3249455908362837e-08,1.973246139745496e-15,7.85184633141703e-26,2.3602196505096524e-53,2.7583515594216598e-39,4.528058349578949e-33,2.402342156231024e-28,3.876640608368849e-45,1.0773863093314058e-69,2.035327795147548e-67,5.305929767931769e-43,1.0693191606639463e-37,2.2218290229008116e-31,4.580095775235596e-53,3.76,0.0,0.8591574321985245,0.9999999999995068,1.1864211273705303e-26,3.504644690631747e-47,0.010737150475001877,0.01059812141713788,0.00013899381174368823,8.747204500197764e-09
2.7783859131319748e-09,0.8648647817853805,7.032382370623457e-19,1.0098103172736964e-12,8.187556874977381e-22,4.7381530073950917e-26,0.0,0.0,1.4980872046920445e-19,4.2768667221384964e-41,1.9407969044676588e-19,9.532795037978938e-26,3.8190916456279354e-17,3.4767719576724967e-39,1.4621369229214427e-27,5.2780448259905343e-23,2.442932645074284e-33,4.1288523731215964e-26,1.9981437905336656e-22,6.596391454013066e-19,1.3921104960407468e-08,2.1243684012165033e-15,8.872665336487373e-26,3.094263098880219e-53,3.358260975664555e-39,5.39228023771043e-33,2.7179542213996265e-28,4.838027970513487e-45,1.561510853998846e-69,2.8171890932831976e-67,6.619450061270369e-43,1.2704946715332877e-37,2.575511668888133e-31,6.158836978771926e-53,3.76,0.0,0.8588915282127512,0.9999999999994945,1.341873649114892e-26,4.487870640701376e-47,0.011003055132424349,0.010863539966286345,0.0001394783654542775,8.95846950719598e-09
2.8459482351299085e-09,0.8649055377834323,7.601505870381724e-19,1.0343659881112966e-12,9.049813987812379e-22,5.343131799662374e-26,0.0,0.0,1.666934583983842e-19,5.400635515366896e-41,2.186556464569511e-19,1.0750900290959087e-25,4.2036312270017944e-17,4.0323870067526813e-39,1.6483928157608225e-27,5.810703375264116e-23,2.8934927173668666e-33,4.656025819034332e-26,2.2000583142744395e-22,7.089316580310348e-19,1.460939762773624e-08,2.2829960106869564e-15,9.996544685117181e-26,4.030298127569071e-53,4.069381488591675e-39,6.39514200748761e-33,3.0659110140156648e-28,6.005718156507879e-45,2.243246834477953e-69,3.869858597654848e-67,8.21435765218148e-43,1.5032661017128104e-37,2.974885650644304e-31,8.223249600668136e-53,3.76,0.0,0.8586257065234576,0.9999999999994822,1.5132044937139688e-26,5.713062707026095e-47,0.011268877510010636,0.011128914406412508,0.00013992471915036,9.165647892474636e-09
2.913510557127842e-09,0.8649462811702101,8.203567472765356e-19,1.0589216589539004e-12,9.98105514293693e-22,6.008364721299211e-26,0.0,0.0,1.8509636204532007e-19,6.788902168275954e-41,2.4565781197996893e-19,1.2090464458907788e-25,4.616446175561546e-17,4.6613381902166705e-39,1.8531347140951595e-27,6.382669605388432e-23,3.4136940436041076e-33,5.235702853143676e-26,2.4169053077640277e-22,7.606157373286223e-19,1.5314332607700424e-08,2.44930835515083e-15,1.1231029391700965e-25,5.217049104893866e-53,4.908943518202904e-39,7.554915391809905e-33,3.448637532894376e-28,7.417436828027138e-45,3.195568699487261e-69,5.2774920709966846e-67,1.0142036583311449e-42,1.7716621386837419e-37,3.424548963307156e-31,1.0905698617006885e-52,3.76,0.0,0.8583599671051703,0.9999999999994699,1.7015989380105527e-26,7.2318709558800835e-47,0.011534617633233225,0.01139424200554451,0.00014033563028755785,9.368730987333553e-09
2.981072879125776e-09,0.8649870119496194,8.839846841585583e-19,1.0834773298018115e-12,1.0985232457918178e-21,6.738239992120919e-26,0.0,0.0,2.0512008433740844e-19,8.496949726775019e-41,2.7526113485728785e-19,1.3560350039708472e-25,5.058881862410474e-17,5.371411166403497e-39,2.077701113553737e-27,6.995826563080221e-23,4.012331142244371e-33,5.871707049792482e-26,2.6494031813289705e-22,8.147473971037567e-19,1.6035908431605823e-08,2.6234846030901375e-15,1.2584015640280708e-25,6.713423962865905e-53,5.896349586484213e-39,8.891791199225312e-33,3.8686769313697586e-28,9.116669990821098e-45,4.515714328039896e-69,7.14757399308119e-67,1.246171212025596e-42,2.0801117399998364e-37,3.9294370056074393e-31,1.4370221858376777e-52,3.76,0.0,0.8580943099324229,0.9999999999994575,1.908299637115882e-26,9.105373355250827e-47,0.01180027552755653,0.011659520230660109,0.00014071365735547696,9.567718775114064e-09
3.0486352011237096e-09,0.8650277301255619,9.511658102738259e-19,1.1080330006553472e-12,1.2066450413179512e-21,7.537353188071326e-26,0.0,0.0,2.2687192178909104e-19,1.059020595582868e-40,3.0764872361461463e-19,1.5169839894375323e-25,5.5323141011810734e-17,6.171034788722786e-39,2.3234930195492735e-27,7.652100761601717e-23,4.699074187355189e-33,6.568042637361839e-26,2.8982871420012977e-22,8.713825942751946e-19,1.6774123476671985e-08,2.8057037029474016e-15,1.4063757981962762e-25,8.59033120578923e-53,7.053388757231677e-39,1.0428033543320704e-32,4.328693305026361e-28,1.1153377940670023e-44,6.332407719887084e-69,9.616647678381509e-67,1.524142394968551e-42,2.4334731425855865e-37,4.494838530711439e-31,1.8819110134392774e-52,3.76,0.0,0.8578287349797579,0.9999999999994452,2.134607958234443e-26,1.1405520502963194e-46,0.012065851218436879,0.011924746733343131,0.00014106117422205955,9.762619055521045e-09
3.1161975231216433e-09,0.86506843570194,1.0220350609017905e-18,1.1325886715148378e-12,1.3228969932207692e-21,8.410511947844111e-26,0.0,0.0,2.5046391769985115e-19,1.3145853252832023e-40,3.4301202800710883e-19,1.6928646897300536e-25,6.038149085445297e-17,7.069320934846527e-39,2.5919753151231307e-27,8.353462132017913e-23,5.484534258505976e-33,7.328898596866942e-26,3.1643091843661255e-22,9.305772284135353e-19,1.752897597713652e-08,2.9961443817287364e-15,1.5678876480726097e-25,1.0932768186854685e-52,8.404466723935048e-39,1.2188143072016285e-32,4.831474478012311e-28,1.3584778087278655e-44,8.814993621564929e-69,1.285728255564596e-66,1.8559093902951515e-42,2.837064226082763e-37,5.126411948197753e-31,2.450065748851333e-52,3.76,0.0,0.8575632422217249,0.9999999999994329,2.3818853126863562e-26,1.4216761625131919e-46,0.012331344731322535,0.012189919336465963,0.00014138038345188058,9.95344667426372e-09
3.183759845119577e-09,0.8651091286826541,1.0967309703567195e-18,1.157144342380628e-12,1.4477212550619631e-21,9.362740673282423e-26,0.0,0.0,2.760129651164745e-19,1.62546549863325e-40,3.8155101916385185e-19,1.884692357854859e-25,6.577823325948071e-17,8.076106127970659e-39,2.8846781246791473e-27,9.10192397432433e-23,6.380331945775863e-33,8.158652754992078e-26,3.4482380813313643e-22,9.92387141321437e-19,1.8300464034567018e-08,3.1949851437279685e-15,1.7438363807932615e-25,1.3842213937028246e-52,9.976852296928465e-39,1.4199029555663697e-32,5.379934788026562e-28,1.6476201471756983e-44,1.2184930711154767e-68,1.7086511480534808e-66,2.2503694885350048e-42,3.2966942578852682e-37,5.830201975633849e-31,3.171825667119744e-52,3.76,0.0,0.857297831632882,0.9999999999994206,2.6515544861220996e-26,1.7637869961109396e-46,0.012596756091653692,0.01245503602182306,0.0001416733286732827,1.0140222813099939e-08
3.2513221671175107e-09,0.8651498090716037,1.1753957481928653e-18,1.1817000132530762e-12,1.5815764674197292e-21,1.039928522351638e-25,0.0,0.0,3.036409095578187e-19,2.0023022227709343e-40,4.2347436932877793e-19,2.093527175810945e-25,7.152803587681982e-17,9.20199501063808e-39,3.2031981735918996e-27,9.899542908473054e-23,7.399169421106924e-33,9.061875871524774e-26,3.7508593748299316e-22,1.056868116649003e-18,1.9088585627428316e-08,3.4024042693644702e-15,1.9351592285601603e-25,1.743936260821738e-52,1.1800941096552065e-38,1.6490194217773113e-32,5.977117870094906e-28,1.9902028045989778e-44,1.6730180923240006e-68,2.2576008394969452e-66,2.7176528167488157e-42,3.818697051989073e-37,6.612656639910983e-31,4.0841036156388496e-52,3.76,0.0,0.857032503187795,0.9999999999994083,2.945100966916572e-26,2.1783986847530564e-46,0.012862085324862485,0.012720094918658189,0.0001419419060518177,1.0322974336510246e-08
3.3188844891154444e-09,0.8651904768726862,1.2581753552673806e-18,1.2062556841325567e-12,1.724938192570785e-21,1.1525617602841637e-25,0.0,0.0,3.3347465150166796e-19,2.457534692201048e-40,4.68999631197575e-19,2.3204752172094464e-25,7.764586826821547e-17,1.045840573060299e-38,3.549200143695845e-27,1.0748418825314554e-22,8.55490608443146e-33,1.0043335721187072e-25,4.072975366461209e-22,1.124075879541918e-18,1.9893338619956414e-08,3.6185798141268364e-15,2.142832087873126e-25,2.1867237268008577e-52,1.3910537261688253e-38,1.9093922194384745e-32,6.626199439259005e-28,2.3946705989800008e-44,2.282313980817986e-68,2.966431973801001e-66,3.2692616442679496e-42,4.409965570769684e-37,7.480644627333908e-31,5.23162587791736e-52,3.76,0.0,0.8567672568610376,0.9999999999993959,3.2640742727418664e-26,2.6788905359756754e-46,0.013127332456372997,0.012985094293023542,0.00014218787493169705,1.0501733190959543e-08
3.386446811113378e-09,0.8652311320897992,1.3452195796584854e-18,1.2308113550194572e-12,1.8782993580340162e-21,1.2747440642344243e-25,0.0,0.0,3.656462486331988e-19,3.005662976787168e-40,5.183534168499647e-19,2.5666894090863e-25,8.414700127535313e-17,1.1857617299436701e-38,3.9244180246621226e-27,1.165069483747933e-22,9.862637895999375e-33,1.1108001169863758e-25,4.415405108080882e-22,1.1940660963199236e-18,2.0714720770389906e-08,3.843689607614641e-15,2.3678702136949445e-25,2.7294727187684463e-52,1.6343154013960629e-38,2.2045485519512179e-32,7.330490072318823e-28,2.870586056840474e-44,3.0942878369793988e-68,3.8771511552966943e-66,3.918222044849078e-42,5.077987999466652e-37,8.441472981543976e-31,6.668372771962946e-52,3.76,0.0,0.8565020926271919,0.9999999999993836,3.610089275318677e-26,3.2807615770087934e-46,0.013392497511601258,0.013250032537910099,0.0001424128677059808,1.0676535852768392e-08
3.454009133111312e-09,0.8652717747268378,1.4366821124367313e-18,1.2553670259141832e-12,2.042170708945446e-21,1.4070692675287006e-25,0.0,0.0,4.0029301785501104e-19,3.6635433426263066e-40,5.717715762774948e-19,2.833370492908078e-25,9.104700638693408e-17,1.3412818984547514e-38,4.330656461275988e-27,1.260855723021599e-22,1.1338780505903606e-32,1.2261046245235773e-25,4.778984392345571e-22,1.2668943741832852e-18,2.1552729738608357e-08,4.077911252670646e-15,2.6113289085854296e-25,3.392059581026278e-52,1.9140333928951745e-38,2.5383357040659274e-32,8.09343798876394e-28,3.4287498250162864e-44,4.170261378020847e-68,5.041664951294443e-66,4.679248724668518e-42,5.8308853215334585e-37,9.502905147842513e-31,8.459247389618017e-52,3.76,0.0,0.8562370104608471,0.9999999999993713,3.984827523349049e-26,4.001913672557342e-46,0.013657580515955262,0.013514908164089342,0.0001426183989753666,1.0847422820678017e-08
3.5215714551092456e-09,0.8653124047876961,1.5327206232872016e-18,1.2799226968171552e-12,2.217081269244407e-21,1.550155220626001e-25,0.0,0.0,4.375576370582937e-19,4.450719418883549e-40,6.294993755062902e-19,3.121767984769125e-25,9.836175510486325e-17,1.513816179715347e-38,4.769792096621435e-27,1.3624235412203273e-22,1.300115629571851e-32,1.350785420181625e-25,5.164565743218982e-22,1.3426162609451857e-18,2.2407363093221574e-08,4.321422124596789e-15,2.8743042068329734e-25,4.197801059904128e-52,2.2347989795972102e-38,2.9149435682832395e-32,8.918631831031167e-28,4.081331204356116e-44,5.588349741422002e-68,6.523859133830362e-66,5.568923864821439e-42,6.677450423974701e-37,1.06731793629312e-30,1.0682002955413422e-51,3.76,0.0,0.855972010336601,0.999999999999359,4.3900385636296515e-26,4.862965765311206e-46,0.013922581494834973,0.01377971979161403,0.0001428058740478539,1.1014438149691966e-08
3.5891337771071793e-09,0.8653530222762678,1.6334968359807325e-18,1.30447836772881e-12,2.4035788116506065e-21,1.7046442574099415e-25,0.0,0.0,4.775882466547881e-19,5.3897927894434776e-40,6.917916743143385e-19,3.4331811347783925e-25,1.061074183096894e-16,1.704881213984734e-38,5.243774911179805e-27,1.4700001866348858e-22,1.4869085449190787e-32,1.485402158038766e-25,5.573018406444499e-22,1.4212872447881918e-18,2.3278618318148517e-08,4.574399370447957e-15,3.1579335536118633e-25,5.173965046816629e-52,2.601676696874814e-38,3.3389283491199695e-32,9.809803444224808e-28,4.842009425085577e-44,7.447600749185767e-68,8.402064143177312e-66,6.605890862147158e-42,7.627188761494863e-37,1.1961027389113143e-30,1.342946264837188e-51,3.76,0.0,0.855707092229059,0.9999999999993466,4.827541260345054e-26,5.887601967599275e-46,0.014187500473632328,0.014044466141931177,0.0001429765968262206,1.1177629023130907e-08
3.656696099105113e-09,0.8653936271964445,1.7391766036923574e-18,1.3290340386496019e-12,2.602230336415721e-21,1.8712036608578418e-25,0.0,0.0,5.205385508691594e-19,6.506836870026013e-40,7.589131035427935e-19,3.768959885634497e-25,1.143004656254263e-16,1.916100767882361e-38,5.754629557848161e-27,1.5838172100588408e-22,1.6963481172041193e-32,1.630536226183807e-25,6.005228339989375e-22,1.5029627540431173e-18,2.416649281872161e-08,4.837019908398089e-15,3.4633964791915767e-25,6.352345111528599e-52,3.0202428137487005e-38,3.8152374895825163e-32,1.0770830655442928e-27,5.726126308237774e-44,9.873046385815229e-68,1.077196965947582e-65,7.811063892192558e-42,8.690360608716458e-37,1.3375693592186584e-30,1.6812069377910266e-51,3.76,0.0,0.8554422561128348,0.9999999999993343,5.299225112540421e-26,7.102956411864096e-46,0.014452337477731239,0.014309146030564534,0.00014313177712590799,1.1337045360123494e-08
3.7242584211030467e-09,0.8654342195521164,1.849929984165406e-18,1.3535897095800035e-12,2.813622558829127e-21,2.050526128088067e-25,0.0,0.0,5.665679187916027e-19,7.831858228819854e-40,8.31138242001129e-19,4.1305058303886625e-25,1.2295766478387596e-16,2.149211550661151e-38,6.304456692886019e-27,1.7041104598695819e-22,1.9306949182642005e-32,1.7867911515400437e-25,6.462098204464804e-22,1.58769815698867e-18,2.507098392735024e-08,5.109460427173461e-15,3.791915268227133e-25,7.769905361534043e-52,3.4966261474696515e-38,4.349235865287742e-32,1.1805740052856693e-27,6.750850982031693e-44,1.3021844854097433e-67,1.3750060054766412e-65,9.207854255921574e-42,9.878024929272897e-37,1.4926954362129017e-30,2.0960806977567135e-51,3.76,0.0,0.8551775019625498,0.999999999999322,5.807051569774866e-26,8.54003796053028e-46,0.01471709253250762,0.014573758360325827,0.0001432725374641328,1.1492739455875369e-08
