Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376)
2.8336466549095058e-12,0.7357051275491598,6.4676682612677e-17,2.2268571398458566e-17,1.739586893371642e-21,8.662678605543744e-27,0.0,0.0,1.811016713300221e-19,1.0332931645729038e-33,5.121076155908094e-25,2.3178573239093192e-30,4.5684156947033194e-27,2.4537560303969224e-38,2.341639254842453e-25,1.017031478837299e-26,2.7198440084355894e-33,6.906998571842867e-18,2.105048433760908e-33,1.214243682904787e-31,1.2080172864241182e-16,4.281294375767714e-27,2.2907180410093544e-31,5.9212253467582766e-55,1.3047433174090063e-38,2.2810337346227057e-28,7.351554129600125e-32,9.682978246024815e-48,9.23043653925969e-72,7.816799055615944e-66,2.89338634654715e-37,5.148703283009493e-45,1.680843703746198e-35,6.539128301017965e-50,3.76,0.0,0.635343549641308,0.9999927781210018,1.3773916630927158e-32,2.806000644286254e-47,9.480498214981271e-07,9.071378120341368e-07,4.0912008607250995e-08,5.368282236545251e-16,7.221878998202187e-06,3.8094305317036323e-20,2.82752993606238e-21,4.3678041463817826e-33,2.7029418904856022e-34,6.90699809466911e-18,6.5002267590471645e-18,4.0867787147254754e-17,2.3989425800915638e-17,2.085345499249951e-21,2.380618967728649e-25,2.9380509223266095e-25,1.6524191305667902e-26,1.7224700875051882e-37,3.1878718843272067e-36,6.470752151501085e-31,1.1351221274537428e-28,2.2588011976260926e-22,5.402825843422809e-33
3.995005139900659e-12,0.7357051805320731,1.2851399262540945e-16,3.14199208775992e-17,3.5228055446779384e-21,2.4431100480758745e-26,0.0,0.0,3.5998051307222176e-19,4.133393455154854e-33,1.437595856367116e-24,6.525438271615663e-30,1.2816705793666693e-26,6.871335396585949e-38,4.652847794529111e-25,2.85213090855339e-26,1.107461615716452e-32,1.3755734256785998e-17,6.557771753942936e-33,3.4012803421517492e-31,2.401168850860053e-16,1.1992548634599416e-26,6.658613079599797e-31,5.0370164731288804e-54,5.230407712278804e-38,6.396906089817857e-28,2.9398407896789887e-31,8.244204721004685e-47,2.5718466648791408e-70,9.958071110062717e-65,1.159461053351938e-36,3.0534691502834057e-44,6.853893603264645e-35,5.659532743230913e-49,3.76,0.0,0.6353431610873772,0.9999898334996856,5.575335916825312e-32,2.4248063780577315e-46,1.3366037523635672e-06,1.2789521257677645e-06,5.765162489336924e-08,1.0665793059148096e-15,1.016650031434319e-05,7.577555709923391e-20,5.628586175059044e-21,1.74301524670947e-32,1.1017498298395866e-33,1.3755732918067152e-17,1.2905832780154382e-17,8.120480568078354e-17,4.766756749039468e-17,4.591323331012498e-21,4.770978334349556e-25,8.235403018719752e-25,4.7044940732361e-26,6.889380879618995e-37,1.273524956338889e-35,2.5839585970747192e-30,4.532488774216274e-28,5.322986031087659e-22,1.5588589463062647e-32
5.156363624891812e-12,0.7357052335149539,2.1402381464589237e-16,4.058610048374269e-17,5.9771442438137316e-21,5.286905066757473e-26,0.0,0.0,5.997146066645664e-19,1.1428536961972823e-32,3.0973567212145025e-24,1.4099232585405796e-29,2.7598065041849133e-26,1.4769957862216268e-37,7.748661728164697e-25,6.13909175140902e-26,3.110255890572116e-32,2.2960680872181145e-17,1.545818402594582e-32,7.3131046484127755e-31,4.000196735155748e-16,2.5785210129336227e-26,1.4814996183806859e-30,2.2404324983891117e-53,1.448934713359544e-37,1.3771242428805168e-27,8.126124740087451e-31,3.720445900155052e-46,2.2615569960822242e-69,5.64640028910559e-64,3.210890637822626e-36,1.0917253361056023e-43,1.9272249126994183e-34,2.5480315968254814e-48,3.76,0.0,0.6353427725336842,0.9999868976975147,1.558337847660617e-31,1.0905278439343167e-45,1.7251574456435533e-06,1.6507824593237444e-06,7.43749834844984e-08,1.7760693816624068e-15,1.3102302485278359e-05,1.26330046818514e-19,9.390715253968456e-21,4.81551485092145e-32,3.09697888416318e-33,2.2960677989520442e-17,2.1475955633379478e-17,1.3523569645997677e-16,7.938439358285953e-17,8.392561774888687e-21,8.0210343599610715e-25,1.7718184498770397e-24,1.027056468285303e-25,1.906521161182545e-36,3.521750525211264e-35,7.143077522959496e-30,1.2511734558456948e-27,1.0256191345811422e-21,3.446752616875568e-32
7.479080594874119e-12,0.7357053394806181,4.499767900220149e-16,5.896426623049132e-17,1.3030787163746936e-20,1.635088881291304e-25,0.0,0.0,1.2617707793241813e-18,5.120114082407124e-32,9.49246682857361e-24,4.348613519846653e-29,8.447696367808719e-26,4.504387343648826e-37,1.6290974196182852e-24,1.8776402188396117e-25,1.44202432104438e-31,4.849323467750488e-17,5.589396481002277e-32,2.231586297343465e-30,8.41595154333229e-16,7.868323409641993e-26,4.842251394295187e-30,2.26791611426e-52,6.519285216113157e-37,4.216052297742404e-27,3.638255770245552e-30,3.8189965837844735e-45,8.587151459426994e-68,9.056256526726276e-63,1.443599848005353e-35,7.587929217702949e-43,8.959046030311298e-34,2.667117971307644e-47,3.76,0.0,0.6353419954270109,0.9999810524451889,7.152529484704476e-31,1.1381988818927732e-44,2.502264119447723e-06,2.3944911228453176e-06,1.0777299064075852e-07,3.733344835770949e-15,1.8947554810964782e-05,2.6617254163363213e-19,1.9815009695085392e-20,2.1557059050452304e-31,1.4386073535751907e-32,4.849322585367266e-17,4.50807363349426e-17,2.843251039513655e-16,1.6690296782743984e-16,2.07838385625246e-20,1.7240222522899364e-24,5.4138784038327904e-24,3.2337836429556836e-25,8.565008930076258e-36,1.579964678837525e-34,3.202044217550479e-29,5.5849335970235795e-27,2.7415545037333523e-21,1.1150024102521137e-31
9.801797564856425e-12,0.735705445446153,7.723672817859569e-16,7.74056988993367e-17,2.316354565298977e-20,3.7269538583286097e-25,0.0,0.0,2.1673146348655773e-18,1.5002414164196686e-31,2.1454612303329163e-23,9.891325221238434e-29,1.9071462477186718e-25,1.0133789558933402e-36,2.796231655053272e-24,4.235723148673618e-25,4.350654445042789e-31,8.361241588533925e-17,1.4437616960849957e-31,5.023327268211236e-30,1.4455421801099236e-15,1.7711674898038402e-25,1.1586818510840844e-29,1.0883669695023989e-51,1.917423042072775e-36,9.525247558999914e-27,1.0654383588335852e-29,1.8833930814651624e-44,8.502179177917503e-67,5.673614957308342e-62,4.243000958794043e-35,2.9326845411110596e-42,2.708713259179838e-33,1.3085220161004745e-46,3.76,0.0,0.635341218321288,0.9999752421536335,2.1400236160527262e-30,5.573823273860996e-44,3.2793698429117547e-06,3.1382636765457103e-06,1.411061561322287e-07,6.406812245842638e-15,2.475784636637473e-05,4.578486610518383e-19,3.413393500129535e-20,6.313303847512183e-31,4.346768850197947e-32,8.361239596454006e-17,7.725667716614795e-17,4.880280809055963e-16,2.864829167122211e-16,4.1064245103683636e-20,3.035046551312263e-24,1.2201997804131218e-23,7.491409400551725e-25,2.515890843210365e-35,4.635743224057687e-34,9.388639597675961e-29,1.631201457060897e-26,5.7106897673886194e-21,2.648892755737895e-31
1e-11,0.7357055514115584,8.038747981995617e-16,7.898236015402363e-17,2.4179226436800577e-20,3.9618904079474487e-25,0.0,0.0,2.2558632192662695e-18,1.6249534570540669e-31,2.2790587674414716e-23,1.0513234838843525e-28,2.0257052800424279e-25,1.076054640632183e-36,2.9102951733816776e-24,4.498745385646284e-25,4.724626321653749e-31,8.705658052993267e-17,1.5501135184635283e-31,5.334267044220581e-30,1.5045976459256451e-15,1.8808011476465086e-25,1.2367076389980297e-29,1.2278704034031994e-51,2.077523526502093e-36,1.0118389262723689e-26,1.15394668376323e-29,2.1315103202963118e-44,1.044746349597237e-66,6.576895093033728e-62,4.597000434351715e-35,3.24742239712422e-42,2.9420832799725298e-33,1.479733034266244e-46,3.76,0.0,0.6353411520092292,0.9999747479611484,2.3222689901527858e-30,6.301908125099535e-44,3.3456819018189584e-06,3.2017343428895443e-06,1.4394754827804702e-07,6.668050392167793e-15,2.5252038851493713e-05,4.76612289698762e-19,3.55372172302103e-20,6.837831983768423e-31,4.720993461754227e-32,8.705655937072761e-17,8.039737165788358e-17,5.079360096865582e-16,2.981695932917738e-16,4.32181230729902e-20,3.166193832193955e-24,1.2958690686648784e-23,7.974534896888166e-25,2.725642527329188e-35,5.021723572912646e-34,1.016973461320796e-28,1.7662884737051682e-26,6.0329107937416625e-21,2.825859464296245e-31
1.2124514534838732e-11,0.7357055514115584,1.1810272799608592e-15,9.591302196226284e-17,3.663782862666372e-20,7.139789692371419e-25,0.0,0.0,3.3163905532340895e-18,3.484086019898277e-31,4.076790872687683e-23,1.89189360444274e-28,3.619926500313109e-25,1.9169743749102703e-36,4.275644044364971e-24,8.033808758868571e-25,1.0386957638033141e-30,1.2842517997563293e-16,3.0762020709143344e-31,9.507634871639028e-30,2.2118747331739575e-15,3.35228008253256e-25,2.3207527056539218e-29,3.7115978561293894e-51,4.469245375371633e-36,1.8103330902837033e-26,2.4729538161517693e-29,6.605281675883132e-44,5.333114027517558e-66,2.4144974297423913e-61,9.883346195900333e-35,8.452957023679755e-42,6.47915073513777e-33,4.556349735691342e-46,3.76,0.0,0.6353404412165157,0.9999694666136876,5.069969957571609e-30,1.9375842361256733e-43,4.056474616036768e-06,3.882099994609194e-06,1.7437460577768593e-07,9.794633015972982e-15,3.053338631222514e-05,7.01583346662403e-19,5.23807141124748e-20,1.4655296144937554e-30,1.039098665350517e-31,1.2842514216393074e-16,1.179462638971731e-16,7.462369019574639e-16,4.380621256148821e-16,7.103525048035634e-20,4.774212231653615e-24,2.3122989000974367e-23,1.4571716556681296e-24,5.856790207085128e-35,1.0780081672757057e-33,2.1818394858369277e-28,3.776474265064136e-26,1.0269375049821158e-20,5.279333656375881e-31
1.4447231504821039e-11,0.735705657376834,1.6757891053332982e-15,1.1448885182290274e-16,5.37153979974721e-20,1.2224056093401077e-24,0.0,0.0,4.7090428457509025e-18,6.9818499999757945e-31,6.924444261112512e-23,3.235463074475388e-28,6.14171033141053e-25,3.2415020195511035e-36,6.0667109800254666e-24,1.3620469879747377e-24,2.1382496592380908e-30,1.8303765205003943e-16,5.783288980617742e-31,1.6085636861319675e-29,3.1406067680069955e-15,5.671601377213296e-25,4.142475005074691e-29,1.0302572806765892e-50,8.988800169963315e-36,3.07722941983818e-26,4.9528735067431474e-29,1.878147777068243e-43,2.5443300070766616e-65,8.157624628353421e-61,1.9864775189443746e-34,2.03427291276429e-41,1.33614525876548e-32,1.2916643647869941e-45,3.76,0.0,0.6353396641126938,0.9999637256174686,1.0360558649507687e-29,5.483795187514517e-43,4.833578438823882e-06,4.625999951467781e-06,2.075784651481616e-07,1.3894972456812207e-14,3.6274382531133375e-05,9.975995393470379e-19,7.4588260185324e-20,2.9355639349425983e-30,2.1415515633743327e-31,1.830375878966669e-16,1.6709237416164311e-16,1.0588440539354877e-15,6.215786022100022e-16,1.1249456846079813e-19,6.988691663378474e-24,3.9168657151881344e-23,2.5314999239421386e-24,1.1764436887629758e-34,2.163088505618122e-33,4.375173441061745e-28,7.544334013675224e-26,1.6753278821068418e-20,9.394034242471328e-31
1.6769948474803345e-11,0.73570576334198,2.2564854087930863e-15,1.331357978549759e-16,7.465737166526955e-20,1.934503215109331e-24,0.0,0.0,6.345315755003688e-18,1.2624483369059005e-30,1.08723935742095e-22,5.11673475657046e-28,9.63285678221497e-25,5.067062325508625e-36,8.168810079298819e-24,2.13471540578347e-24,3.969590806536231e-30,2.475551362353501e-16,9.95141453471716e-31,2.515848298222156e-29,4.23175221130128e-15,8.870569829017746e-25,6.818756185179582e-29,2.4750600952945415e-50,1.631307860191708e-35,4.838216322835498e-26,8.9507289292931e-29,4.6094800706380064e-43,9.840094519165425e-65,2.336069095495123e-60,3.6026791526692e-34,4.321267932754699e-41,2.484647006279395e-32,3.169261405672857e-45,3.76,0.0,0.6353388870098224,0.9999580189583597,1.9098741128765497e-29,1.3433722396911644e-42,5.6106813112742184e-06,5.369963421800733e-06,2.407178595674362e-07,1.870599977609088e-14,4.1981041640001536e-05,1.346118203403742e-18,1.0078918035720664e-19,5.3057940956114955e-30,3.979911083230106e-31,2.4755503561427734e-16,2.2463827333744167e-16,1.4257422354373904e-15,8.369704762247183e-16,1.6723616734849658e-19,9.73373385325236e-24,6.133574672365272e-23,4.062949628472765e-24,2.1322759264713925e-34,3.9164060164132035e-33,7.916413387806714e-28,1.3599086361771134e-25,2.5497389527766446e-20,1.5439026013391025e-30
2.1415382414767958e-11,0.7357059752718834,3.675013601547579e-15,1.706534431118647e-16,1.2917599393771824e-19,4.122721479888207e-24,0.0,0.0,1.034890007021211e-17,3.3396121199636025e-30,2.2817878058166536e-22,1.0904156957930521e-27,2.0172803547119752e-24,1.0540855381209463e-35,1.3303620981424259e-23,4.4639620975894336e-24,1.105505425968163e-29,4.0672255443335023e-16,2.449291776415077e-30,5.239339331045561e-29,6.901338899731198e-15,1.8473229804136533e-24,1.5623117819933179e-28,1.0654340193977179e-49,4.3474691762463695e-35,1.0199123652716681e-25,2.3650997168322085e-28,2.066490703786757e-42,1.0247912808023114e-63,1.394356232112085e-59,9.587879893006273e-34,1.5113714975568375e-40,6.941077130410537e-32,1.4272907591201635e-44,3.76,0.0,0.6353373328069312,0.9999467078308825,5.248091314099903e-29,6.030128684691681e-42,7.16488420516903e-06,6.858080402766229e-06,3.068037536880258e-07,3.045281314894869e-14,5.329216911685435e-05,2.201537658349076e-18,1.653001559240336e-19,1.4023601551446533e-29,1.1104157285617308e-30,4.067223437125521e-16,3.6470429863070944e-16,2.3219834744865108e-15,1.363133507783278e-15,3.2372453079170804e-19,1.7074203771365734e-23,1.2804413003118622e-22,8.892176019477345e-24,5.667608205143333e-34,1.0387669448408677e-32,2.096965499555413e-27,3.574742754927324e-25,5.110299827338684e-20,3.540627476789981e-30
2.606081635473257e-11,0.7357061872012685,5.435279579639599e-15,2.0848669466757967e-16,2.0226997696497697e-19,7.599897970037068e-24,0.0,0.0,1.5327496076276403e-17,7.307156871108643e-30,4.14389085418681e-22,2.013337442072494e-27,3.6556824826779406e-24,1.8975675713658872e-35,1.967512185917342e-23,8.07784309773948e-24,2.540333086456398e-29,6.067538779875556e-16,5.09562145472415e-30,9.442194096957673e-29,1.0220745663625262e-14,3.329188872934576e-24,3.0751269753180154e-28,3.4447607112760336e-49,9.582930657767462e-35,1.8645771058438198e-25,5.169030169665248e-28,6.928157711826785e-42,6.313904322264574e-63,5.811230078390495e-59,2.1104140988493298e-33,4.177471329827556e-40,1.599448856755936e-31,4.802513907727021e-44,3.76,0.0,0.6353357786078419,0.9999355316030412,1.1911965659693597e-28,2.0233758995082648e-41,8.719083297730164e-06,8.346449939818972e-06,3.726332858504229e-07,4.5020503674617726e-14,6.446839695744954e-05,3.2695709797364955e-18,2.461685462430336e-19,3.065749623123052e-29,2.5554756865930162e-30,6.067534961163714e-16,5.376980256316693e-16,3.4341063869426496e-15,2.0160586666998167e-15,5.547782358603535e-19,2.7396384257572036e-23,2.313187923527662e-22,1.6804778093351154e-23,1.246002566632338e-33,2.278835225113208e-32,4.5942729391389e-27,7.772160632386565e-25,8.97526968704168e-20,7.004480253172808e-30
3.0706250294697184e-11,0.7357063991301354,7.53595626503053e-15,2.4665617970493116e-16,2.9600552666099264e-19,1.271038723601869e-23,0.0,0.0,2.1281455257514476e-17,1.4070694226846737e-29,6.830377638913583e-22,3.37786720419561e-27,6.0128927761506536e-24,3.1006068338184565e-35,2.7278377116797293e-23,1.3267448629012816e-23,5.12511889530516e-29,8.484629309122471e-16,9.45233556549504e-30,1.544539939660055e-28,1.4190082930364753e-14,5.445826830740201e-24,5.459328878518384e-28,9.197755533246232e-49,1.8588932612266202e-34,3.1003450074338664e-25,9.942229199513986e-28,1.9125172936949427e-41,2.9019864585988e-62,1.9253413199151412e-58,4.0878615351575755e-33,9.841202463853658e-40,3.2350440929312635e-31,1.3303473385400843e-43,3.76,0.0,0.6353342244125547,0.9999244886661829,2.376184650841171e-28,5.59113519098886e-41,1.0273278588966583e-05,9.835071039167451e-06,4.3820744987033235e-07,6.239456325820371e-14,7.551133381555342e-05,4.551917127610974e-18,3.436445653004071e-19,5.898304762646801e-29,5.162011626169754e-30,8.484623027973165e-16,7.43179116476381e-16,4.7612600768882375e-15,2.795255322224693e-15,8.746162608738343e-19,4.142766980496651e-23,3.79307276945405e-22,2.876684985127843e-23,2.4106813289786134e-33,4.399603660024769e-32,8.85824982710524e-27,1.4871504446977957e-24,1.4410227908602221e-19,1.2537791301999414e-29
3.53516842346618e-11,0.7357066110584838,9.975721703223474e-15,2.8518241773651074e-16,4.124389547814749e-19,1.9821212480571582e-23,0.0,0.0,2.821112801661779e-17,2.4712430980070643e-29,1.0502240347826461e-21,5.2920531264472825e-27,9.225934348405357e-24,4.7263844174315076e-35,3.6108470168594564e-23,2.032810095842814e-23,9.410782218536847e-29,1.132651247564282e-15,1.6128680344989878e-29,2.3569970945432253e-28,1.8809460696033355e-14,8.310418122251377e-24,8.991365096418524e-28,2.1426051598837974e-48,3.2887106005288496e-34,4.818364120647901e-25,1.7441802804599955e-27,4.596753984749513e-41,1.0901111004380334e-61,5.435307443430098e-58,7.221517308442894e-33,2.065681420668421e-39,5.953843270477896e-31,3.2092308111455373e-43,3.76,0.0,0.6353326702210694,0.9999135774307555,4.317797853952495e-28,1.3457092467984473e-40,1.1827470078887247e-05,1.1323942710857695e-05,5.035272357258727e-07,8.256054425508714e-14,8.642256924216524e-05,6.0502455834162966e-18,4.579738644408837e-19,1.035020757361698e-28,9.487850874271868e-30,1.1326502837947309e-15,9.807130616123224e-16,6.302596935238238e-15,3.700234737972133e-15,1.2973995797211589e-18,6.002018089568217e-23,5.802326330532923e-22,4.584886366829638e-23,4.2538413077991794e-33,7.747084759989052e-32,1.5577679692882684e-26,2.5953796666293605e-24,2.1679700063587567e-19,2.0870137457765034e-29
4.4642552114591024e-11,0.735707034913626,1.586725647060291e-14,3.6338669939833734e-16,7.215757859325705e-19,4.1624010078223936e-23,0.0,0.0,4.499901047114058e-17,6.28436500302267e-29,2.1466478561739313e-21,1.126407088000327e-26,1.8780393246283407e-23,9.497522206925211e-35,5.742959774150905e-23,4.1264336423092654e-23,2.604449106184879e-28,1.8316118205213722e-15,3.932784801820962e-29,4.746742227547085e-28,2.999877556606705e-14,1.6736231382669706e-23,2.079622862742932e-27,8.869734342834785e-48,8.487278115272344e-34,1.011930298881126e-24,4.425238168434509e-27,2.0255456537274303e-40,1.1372012267812855e-60,3.2612617835653946e-57,1.8579363274390696e-32,7.188352423287454e-39,1.6544137876456837e-30,1.4275902998782156e-42,3.76,0.0,0.6353295618495047,0.9998921437996457,1.1725061596700342e-27,5.959872143680329e-40,1.4935841654817196e-05,1.4302433830510036e-05,6.334076137935701e-07,1.3121078015175716e-13,0.00010785620035072737,9.701383755273875e-18,7.381526865764737e-19,2.6273764665528884e-28,2.629197708530179e-29,1.831609858599524e-15,1.5502299920876284e-15,1.0024446047665769e-14,5.885596314572182e-15,2.5081581599827334e-18,1.1491694172805525e-22,1.1741595265734264e-21,1.0017161983331398e-22,1.0920224053869613e-32,1.980323981571995e-31,3.971386484192363e-26,6.515639064445703e-24,4.277505775532543e-19,4.9581918561157494e-29
5.393341999452025e-11,0.7357074587666951,2.309941011152922e-14,4.432615708046831e-16,1.1459353621669663e-18,7.639254470647e-23,0.0,0.0,6.569392499385178e-17,1.3390213922581247e-28,3.8406086299783404e-21,2.105026732833953e-26,3.3466280853879395e-23,1.671100039631388e-34,8.359954984589854e-23,7.3330851948751e-23,5.9954083667575375e-28,2.7098084324007475e-15,8.136945729029048e-29,8.370325985316557e-28,4.3789561667360686e-14,2.9512260620962545e-23,4.1471112727186034e-27,2.7911223900626916e-47,1.8347547625098328e-33,1.8717278478917424e-24,9.40738574324972e-27,6.7210648088761566e-40,7.037295454343378e-60,1.3705898957740983e-56,4.003762460850335e-32,1.9875129406268664e-38,3.821247935982552e-30,4.7753366234437896e-42,3.76,0.0,0.6353264534931478,0.999871218367357,2.655401360216645e-27,1.9866253458966013e-39,1.8044198025591763e-05,1.7281915455441578e-05,7.622822635799525e-07,1.9085683188784107e-13,0.00012878163263780105,1.423576839628751e-17,1.0885815559072579e-18,5.588265054884876e-28,6.05610930002375e-29,2.709804936183665e-15,2.2428865943141894e-15,1.4592938199595234e-14,8.568271168760719e-15,4.2991898957371775e-18,2.0138323498944457e-22,2.080376970601429e-21,1.9040499945634242e-22,2.3483992225460922e-32,4.240871207875528e-31,8.482288543322192e-26,1.370674838311815e-23,7.435661388993766e-19,1.0196885734831566e-28
6.322428787444948e-11,0.7357078826176906,3.166178990199634e-14,5.249673851613244e-16,1.7016178477441472e-18,1.2786534702594364e-22,0.0,0.0,9.02986357682617e-17,2.529347900074142e-28,6.2754414689713275e-21,3.6013340838396113e-26,5.447052453730864e-23,2.6862524273278876e-34,1.1457967245511118e-22,1.1903500465782271e-22,1.2159484891504222e-27,3.773227392096227e-15,1.503573516326713e-28,1.3484666589491254e-27,6.018268357109578e-14,4.754428145987088e-23,7.463031093778217e-27,7.306704342227165e-47,3.515355724594665e-33,3.1776722528941634e-24,1.7729783300293038e-26,1.8448260753008316e-39,3.250403389676596e-59,4.590815042662549e-56,7.646443263482847e-32,4.6942720806569283e-38,7.771868972185565e-30,1.319601393655259e-41,3.76,0.0,0.6353233451519984,0.9998507890844385,5.309604795329858e-27,5.4737722047194517e-39,2.115253919128273e-05,2.0262379803021526e-05,8.901589679069502e-07,2.6138527589477987e-13,0.00014921091555443748,1.9665737164999925e-17,1.511068122583838e-18,1.0537289452658937e-27,1.22836612943577e-28,3.773221701390195e-15,3.055409577336961e-15,2.000140985817102e-14,1.1744417038289203e-14,6.781715356803171e-18,3.3068780312507173e-22,3.36734336838333e-21,3.288202391129848e-22,4.476256041382702e-32,8.050230422074606e-31,1.6059438919309728e-25,2.5565335020458132e-23,1.1850299916072415e-18,1.896212669919617e-28
7.25151557543787e-11,0.7357083064666131,4.15440835560834e-14,6.086628434650127e-16,2.4045707688265834e-18,2.0013024798909853e-22,0.0,0.0,1.1881588960161861e-16,4.378402911194081e-28,9.600716031739936e-21,5.779647034710923e-26,8.301852584108054e-23,4.0443523048912095e-34,1.5033160999008697e-22,1.809446971347685e-22,2.2484200503091077e-27,5.027674003495305e-15,2.558054532049044e-28,2.034672930425746e-27,7.917899907720195e-14,7.173821069992597e-23,1.245374377336472e-26,1.6781650271853547e-46,6.17104738349527e-33,5.07144071840559e-24,3.062158412660907e-26,4.4249633260493754e-39,1.2341623147299972e-58,1.3152399587497522e-55,1.337880498916551e-31,9.89415160618824e-38,1.440550986407218e-29,3.185026815733015e-41,3.76,0.0,0.6353202368260569,0.9998308441872517,9.695987370568555e-27,1.3178303444771598e-38,2.4260865151961937e-05,2.3243819150867184e-05,1.017045449347495e-06,3.426836371554146e-13,0.0001691558127388832,2.6003196800432372e-17,2.0073533713110203e-18,1.820818629443088e-27,2.2706182507461694e-28,5.027665330022723e-15,3.984612198000209e-15,2.624324909183113e-14,1.5410221401378947e-14,1.0066047768705902e-17,5.160560000424404e-22,5.1046816738874374e-21,5.29308951240721e-22,7.81748688220222e-32,1.4002165582684647e-30,2.786053578395422e-25,4.3699941944650945e-23,1.772763437236415e-18,3.2727297137865282e-28
8.180602363430793e-11,0.7357087303134626,5.273605857644992e-14,6.945050203656894e-16,3.2705911299640144e-18,2.9761933233978136e-22,0.0,0.0,1.5124841593542944e-16,7.093731901439908e-28,1.3972086489369126e-20,8.836139471439048e-26,1.2037296011207666e-22,5.794118990010945e-34,1.9081730290841628e-22,2.616859516997613e-22,3.8745328937074665e-27,6.478777960040052e-15,4.086200191139861e-28,2.9213526387084525e-27,1.0077935926903896e-13,1.0300010373778838e-22,1.9612044177352622e-26,3.4933873306762818e-46,1.0137466469388394e-32,7.72338301310917e-24,4.9499989375907074e-26,9.588333668227219e-39,4.0388249258110524e-58,3.351370665216074e-55,2.190394172298988e-31,1.913002586995955e-37,2.4875109054496541e-29,6.942754761989414e-41,3.76,0.0,0.6353171285153227,0.9998113721909752,1.6523280731468057e-26,2.8662565787556855e-38,2.7369175907701225e-05,2.6226225836357508e-05,1.1429493707120003e-06,4.3464038136384025e-13,0.00018862780901288833,3.325963706730365e-17,2.579113789871509e-18,2.9447906021883383e-27,3.9101152050814716e-28,6.478765383531767e-15,5.027391921302637e-15,3.331189515332478e-14,1.956190123642254e-14,1.4261601417037865e-17,7.726532421833493e-22,7.363162643520645e-21,8.07363560689654e-22,1.2776303261727598e-31,2.2792244022826365e-30,4.523337029185161e-25,6.991596041474199e-23,2.5272242465816593e-18,5.3317172930133125e-28
9.109689151423715e-11,0.7357091541582388,6.52275616227781e-14,7.826493887942633e-16,4.315327435167597e-18,4.251041120958608e-22,0.0,0.0,1.8759892686093094e-16,1.091147604757407e-27,1.9551149841704497e-20,1.3002555361816212e-25,1.678326468255533e-22,7.983852073561439e-34,2.3599898536021605e-22,3.639406364834169e-22,6.315134603061566e-27,8.131998432263314e-15,6.2108272338786475e-28,4.034211706688877e-27,1.2498460856656658e-13,1.4223615215577795e-22,2.9498546827064544e-26,6.733157799751286e-46,1.580831662868845e-32,1.1335605638288564e-23,7.596836437420933e-26,1.9181428694856403e-38,1.1743725999088044e-57,7.785893292587574e-55,3.403918117552321e-31,3.455929936497725e-37,4.061651178185452e-29,1.3968248374229703e-40,3.76,0.0,0.635314020219796,0.9997923618829718,2.66635326153518e-26,5.755392987005431e-38,3.04774714585725e-05,2.9209592256160057e-05,1.2678783355213986e-06,5.371449073049882e-13,0.00020763811701329877,4.144614388723732e-17,3.2279634108508794e-18,4.5215706610262916e-27,6.36694918359076e-28,8.131980896669029e-15,6.1807282094327065e-15,4.120083807426986e-14,2.4195702788331978e-14,1.947689977011508e-17,1.1175689678455579e-21,1.0214688672360603e-20,1.1800583891528926e-21,1.9821283506973435e-31,3.52195768767185e-30,6.971689139494101e-25,1.0620174750487025e-22,3.4687080867272614e-18,8.294351459158463e-28
