Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087)
1.6396102060032978e-06,0.9162611075573172,8.004989796766343e-06,3.1340761036642013e-06,1.8740975156670418e-06,3.5722946479786975e-05,0.0,0.0,5.020384365939526e-06,3.630530380368217e-08,2.904256996619296e-05,1.942077091566287e-06,3.3134813188019465e-08,5.810927623005867e-17,3.688750288945006e-12,3.070572667178378e-08,2.6081620106866035e-06,1.871646916370488e-05,6.921628805310521e-09,3.2072675984376774e-09,0.00036802997942905394,2.0351527436739547e-09,1.2330337555091724e-09,9.365387944950473e-12,5.887618536367229e-11,1.995344553770898e-05,5.496962569545718e-08,2.4380649916933718e-08,4.008674510610299e-12,1.8892443422362123e-13,4.223588552749822e-12,5.626939145774859e-14,5.316006512503423e-09,4.6287776867229517e-11,3.76,0.0,0.03071067606819631,0.9983499578961874,1.978648449135616e-05,1.3693608263942725e-07,0.7385219197448522,0.7376652249755682,2.9416429240453194e-06,1.0606766142936124e-09,0.0015761020608394496,1.0164511679719262e-07,4.86209644358307e-10,2.853544284787354e-12,1.193970401117954e-10,2.1535163982805683e-05,1.9856692952918393e-09,2.5926484767179058e-06,2.5263019731613756e-06,1.812470651671976e-05,2.6017915993809254e-05,1.4134376276400822e-07,1.8817147169867845e-07,3.8317851183857624e-14,1.8852196092075452e-14,1.1341178893999267e-09,1.2182127652912643e-10,1.5538320245538951e-06,3.347179330106969e-09,6.105647368718926e-08,1.363823224298006e-10,2.0563622497231e-12,1.995925882469633e-10,9.181494131187196e-08,5.79007983203815e-09,3.6756071993073766e-05,3.454705606025787e-07,6.091039751590616e-08,1.6409628441823825e-11
1.654532232053169e-06,0.9163915740530807,7.973761982332688e-06,3.1343357963862466e-06,1.871631926698276e-06,3.6039959723102176e-05,0.0,0.0,5.0358082774891425e-06,3.65770837383445e-08,2.9731933976384144e-05,1.9768113928190695e-06,3.3412856716697887e-08,5.837371247014186e-17,3.719008169213876e-12,3.075256181304506e-08,2.6485365333677305e-06,1.8944884327763294e-05,7.076852166365004e-09,3.2522781218490313e-09,0.00037269111288937507,2.0624126247559653e-09,1.2334997278201818e-09,9.617744623787146e-12,5.979080644535021e-11,2.0312394447605998e-05,5.510859223635045e-08,2.4714883589619624e-08,4.187879377513472e-12,1.9494656621347194e-13,4.287847548365328e-12,5.632196286545428e-14,5.327577318244185e-09,4.711587650900779e-11,3.76,0.0,0.029823661623373996,0.9983489395130818,2.0013857155051824e-05,1.3897347130095533e-07,0.7394138911356573,0.7385460653094105,2.8670824180273088e-06,1.0562135104981903e-09,0.0015761004511463009,1.0244946268333032e-07,4.868124710072081e-10,2.849004086107625e-12,1.193650456409041e-10,2.180493496228634e-05,1.987756704710576e-09,2.594012472390891e-06,2.528245135895779e-06,1.8285131782671156e-05,2.6634816698736596e-05,1.4091362625337295e-07,1.8763353337797376e-07,3.8381132482546166e-14,1.8879266867332364e-14,1.1357033052826346e-09,1.2368150259081914e-10,1.5594406157416647e-06,3.426958855441065e-09,6.141205053713865e-08,1.3850391939202098e-10,2.0588898820909487e-12,2.002902536055716e-10,9.186879284330602e-08,5.707675805206412e-09,3.687183857429251e-05,3.527377618698057e-07,5.9082618052906324e-08,1.5915149164960257e-11
1.66945425810304e-06,0.9165182966469837,7.942255440638081e-06,3.1341246029017016e-06,1.8690080618632586e-06,3.635513487171126e-05,0.0,0.0,5.051026292188742e-06,3.684684468081052e-08,3.0426774775596764e-05,2.011591044256735e-06,3.368872365690725e-08,5.862504958488445e-17,3.748831710453248e-12,3.0793653918213423e-08,2.688885406496114e-06,1.9173527600449207e-05,7.232582694577378e-09,3.296856589290879e-09,0.00037735821972100707,2.0897117017392762e-09,1.2337842319517238e-09,9.87321431838869e-12,6.070495542803786e-11,2.0671755067097438e-05,5.5243498847088475e-08,2.5049536464962004e-08,4.372573176117923e-12,2.0106241904912011e-13,4.35182352482119e-12,5.636994748495092e-14,5.338682523266175e-09,4.794650944430108e-11,3.76,0.0,0.028962267739632626,0.9983479211896611,2.0240410625488337e-05,1.4101257286265274e-07,0.7402802519114137,0.7394012796615587,2.794675470081208e-06,1.051879104992224e-09,0.001576098841582835,1.0324496230842013e-07,4.873659977222208e-10,2.8442047507387133e-12,1.1931892386427182e-10,2.2074645367978878e-05,1.98978262963726e-09,2.5949611730590808e-06,2.529762296842593e-06,1.844152898709071e-05,2.725624712595209e-05,1.404740259178676e-07,1.870817626021328e-07,3.843707274497157e-14,1.89028506412663e-14,1.1370808132958323e-09,1.2554379279479562e-10,1.5646855877683092e-06,3.5073356757556227e-09,6.177291785855448e-08,1.4062436590455215e-10,2.06104651632265e-12,2.0094170818446912e-10,9.191930424261397e-08,5.62750050302542e-09,3.6984583727492236e-05,3.6005464562430766e-07,5.7305452385993206e-08,1.543448408678477e-11
1.6843762841529111e-06,0.9166413834794223,7.910495746854142e-06,3.133459104366849e-06,1.8662347510421348e-06,3.666848415826154e-05,0.0,0.0,5.06604240395139e-06,3.711459827596362e-08,3.112695007771887e-05,2.046409782203449e-06,3.3962432940375914e-08,5.886371578937172e-17,3.778233744657663e-12,3.0829178227855034e-08,2.7292038364052167e-06,1.940239178631625e-05,7.388768536271839e-09,3.3409973722986646e-09,0.0003820311262824394,2.117048766536325e-09,1.2338927758019862e-09,1.0131763645440942e-11,6.161852312348779e-11,2.103146403997176e-05,5.537445554057802e-08,2.5384595361188486e-08,4.562833625948643e-12,2.072711142114113e-13,4.4155088118353145e-12,5.6413721968810455e-14,5.349336940000519e-09,4.877958147444602e-11,3.76,0.0,0.028125754394327157,0.9983469030253056,2.046614249911823e-05,1.430533467088033e-07,0.7411217417745588,0.7402316083892384,2.7243598750415223e-06,1.0476696805225145e-09,0.0015760972323016404,1.0403163410221752e-07,4.878717285586868e-10,2.8391594135818535e-12,1.1925933649490755e-10,2.2344278930150988e-05,1.991748911351833e-09,2.59550922308647e-06,2.5308677128122165e-06,1.859390200963267e-05,2.7882064572993716e-05,1.400255506592337e-07,1.865169785169877e-07,3.848589169365064e-14,1.892305468259807e-14,1.1382568554110748e-09,1.2740792650681897e-10,1.5695746288521107e-06,3.58829137938492e-09,6.213919376361128e-08,1.4274340696406094e-10,2.0628439048277544e-12,2.0154794129906233e-10,9.196657335597723e-08,5.5495088686761946e-09,3.709439115477587e-05,3.6742054041309775e-07,5.557782641267733e-08,1.496733218149656e-11
1.6992983102027822e-06,0.9167609395668664,7.878507523554785e-06,3.132355650485932e-06,1.8633205520445434e-06,3.698002012374706e-05,0.0,0.0,5.080860525506336e-06,3.7380356295733535e-08,3.183231837902517e-05,2.081261539085924e-06,3.423400426202884e-08,5.909013440667388e-17,3.8072269353556296e-12,3.0859308723535184e-08,2.7694872476623026e-06,1.9631469900266612e-05,7.545358739874307e-09,3.384695588095483e-09,0.0003867096638928264,2.1444226471917077e-09,1.2338308605022256e-09,1.0393359252105497e-11,6.253140522551481e-11,2.1391460041317827e-05,5.550156972192999e-08,2.5720047533574366e-08,4.758737562541275e-12,2.1357175762891715e-13,4.478896507499238e-12,5.6453651459586294e-14,5.359555027091147e-09,4.961500109461202e-11,3.76,0.0,0.027313402939013343,0.9983458851155314,2.0691051044129e-05,1.4509576262083185e-07,0.741939079062086,0.7410377704637731,2.6560752245239083e-06,1.0435816272087699e-09,0.0015760956234542015,1.0480949974510863e-07,4.883311501714411e-10,2.8338816787310763e-12,1.1918692283182166e-10,2.261381999377697e-05,1.9936572791501503e-09,2.595671050898854e-06,2.531575466426877e-06,1.8742258310742785e-05,2.8512127181299476e-05,1.3956876990225834e-07,1.8593997358264558e-07,3.85278077118892e-14,1.893998544263877e-14,1.1392378139957396e-09,1.292736903729334e-10,1.574115533680235e-06,3.669807652850354e-09,6.251099134753242e-08,1.4486079899064992e-10,2.0642936690833366e-12,2.0210995498942813e-10,9.201069519161973e-08,5.4736556684332255e-09,3.720134277217763e-05,3.7483479998666423e-07,5.389866532146928e-08,1.4513392890945872e-11
1.7142203362526533e-06,0.9168770668921034,7.846314468486743e-06,3.1308303474063503e-06,1.8602737536809755e-06,3.728975559419103e-05,0.0,0.0,5.095484490094614e-06,3.764413062904197e-08,3.2542739064536656e-05,2.116140441753814e-06,3.450345804896629e-08,5.930472316565743e-17,3.835823756387119e-12,3.088421791169925e-08,2.809731277434252e-06,1.986075516129682e-05,7.702303293664345e-09,3.427947075063664e-09,0.0003913936686919968,2.1718322068440355e-09,1.233603970695291e-09,1.0657967862631927e-11,6.344350218578259e-11,2.1751683757120848e-05,5.5624946228412816e-08,2.6055880658758418e-08,4.960360930363343e-12,2.199634415642019e-13,4.541980451411009e-12,5.649008952213803e-14,5.369350891517023e-09,5.045267944289859e-11,3.76,0.0,0.026524515482140573,0.9983448675520682,2.091513516767904e-05,1.4713980033271284e-07,0.7427329613626901,0.7418204640881984,2.5897628550183978e-06,1.039611439442333e-09,0.0015760940151868083,1.0557858404083351e-07,4.887457305744884e-10,2.8283843796516383e-12,1.1910230114159304e-10,2.2883253503334692e-05,1.9955094212993e-09,2.595460858466796e-06,2.5318994537113496e-06,1.88866087826355e-05,2.9146294040993104e-05,1.3910423403001808e-07,1.8535151415502716e-07,3.8563037557344206e-14,1.8953748426417517e-14,1.1400300012381608e-09,1.3114087823437615e-10,1.578316185801559e-06,3.751866294657403e-09,6.28884187190792e-08,1.4697630953666638e-10,2.0654073628906965e-12,2.026287618172893e-10,9.205176200256761e-08,5.399895587039304e-09,3.730551870954926e-05,3.822968030317672e-07,5.226689562741097e-08,1.407236664245299e-11
1.7291423623025244e-06,0.9169898644918694,7.813939381858131e-06,3.128899046857095e-06,1.857102379218674e-06,3.759770365861954e-05,0.0,0.0,5.109918053136651e-06,3.7905933272267264e-08,3.3258072508799514e-05,2.151040809544048e-06,3.4770815429082266e-08,5.950789358204725e-17,3.864036473229243e-12,3.090407662468818e-08,2.849931769837278e-06,2.0090240986452198e-05,7.859553160448649e-09,3.470748367989502e-09,0.00039608298150430846,2.199276342715223e-09,1.2332175655112183e-09,1.0925556322407355e-11,6.435471908952317e-11,2.2112077861766633e-05,5.574468737037099e-08,2.639208281968083e-08,5.167778777210583e-12,2.264452464266953e-13,4.604755197664756e-12,5.6523378140086235e-14,5.3787382912222355e-09,5.129253024863905e-11,3.76,0.0,0.025758414289570035,0.9983438504229383,2.1138394384332253e-05,1.491854490931006e-07,0.7435040661160865,0.7425803672970483,2.52536579754994e-06,1.0357557128718692e-09,0.001576092407633585,1.0633891479163558e-07,4.891169180108573e-10,2.8226792949429225e-12,1.190060814420765e-10,2.315256498766425e-05,1.997307031831096e-09,2.594892611956758e-06,2.531853372866937e-06,1.902696760150824e-05,2.9784425290125353e-05,1.3863247481561085e-07,1.8475234106700627e-07,3.859179609744972e-14,1.896444807445371e-14,1.1406396830307767e-09,1.3300929054569597e-10,1.5821845408287878e-06,3.834449228387032e-09,6.327157903620762e-08,1.4908971699526207e-10,2.066196381740568e-12,2.0310538276746065e-10,9.208986336696991e-08,5.32818331629536e-09,3.740699731374152e-05,3.8980595286916036e-07,5.068144704982907e-08,1.3643955323467041e-11
1.7440643883523955e-06,0.9170994285419557,7.781404193192737e-06,3.126577336471363e-06,1.8538141901823253e-06,3.7903877648254134e-05,0.0,0.0,5.124164893872156e-06,3.816577632020164e-08,3.3978180171189314e-05,2.1859571521954223e-06,3.503609819940052e-08,5.970005041827782e-17,3.891877126736658e-12,3.0919053838209565e-08,2.890084770317961e-06,2.0319920985123922e-05,8.017060309234573e-09,3.5130966731679004e-09,0.0004007774477062483,2.226753985126673e-09,1.2326770702137254e-09,1.1196091639503346e-11,6.526496553133835e-11,2.247258699363515e-05,5.586089297295691e-08,2.6728642491117457e-08,5.381065250021623e-12,2.330162425172147e-13,4.667215987818811e-12,5.655384770851446e-14,5.387730638216871e-09,5.213446978035116e-11,3.76,0.0,0.025014441202403676,0.9983428338125206,2.1360828785665648e-05,1.5123270723459248e-07,0.744253051195019,0.7433181385388223,2.462828728693787e-06,1.0320111414799239e-09,0.0015760908009276975,1.0709052267587599e-07,4.894461399297207e-10,2.8167788606518578e-12,1.188988529814572e-10,2.3421740545086135e-05,1.999051691008807e-09,2.593980033490137e-06,2.5314507141742673e-06,1.9163352081256e-05,3.042638220847567e-05,1.3815400585923409e-07,1.841431702139083e-07,3.8614296065942784e-14,1.8972187654341972e-14,1.1410730493817452e-09,1.3487873468558914e-10,1.585728610443074e-06,3.917538515093432e-09,6.366057054671243e-08,1.5120081030916066e-10,2.066671935258304e-12,2.0354084525082147e-10,9.21250862660529e-08,5.258473636691756e-09,3.7505855154815566e-05,3.973616771192761e-07,4.914125423410791e-08,1.3227862714349481e-11
1.7589864144022666e-06,0.9172058524398566,7.74872998765804e-06,3.1238805312350373e-06,1.8504166904582498e-06,3.8208291116856225e-05,0.0,0.0,5.1382286169726046e-06,3.8423671957476235e-08,3.470292468585307e-05,2.220884167568393e-06,3.5299328794203525e-08,5.98815912180795e-17,3.919357519161091e-12,3.092931650457672e-08,2.9301865200506963e-06,2.0549788953345917e-05,8.174777743985993e-09,3.554989843447401e-09,0.00040547691709768213,2.2542640965417887e-09,1.231987868491126e-09,1.1469541023785506e-11,6.617415549133085e-11,2.2833157728959362e-05,5.597366041853602e-08,2.706554852578672e-08,5.600293592053245e-12,2.396754917084759e-13,4.7293587239468715e-12,5.658181704725584e-14,5.396341002096523e-09,5.2978416793336076e-11,3.76,0.0,0.02429195707162424,0.998341817801629,2.158243901102337e-05,1.532815817505241e-07,0.7449805554704554,0.7440344172416383,2.4020979230100844e-06,1.028374514743778e-09,0.0015760891951997287,1.0783344112814071e-07,4.897348020663636e-10,2.8106949761829156e-12,1.187811809174231e-10,2.3690766828436648e-05,2.000744924134149e-09,2.592736593950941e-06,2.530704750970818e-06,1.9295782528927345e-05,3.107202730602524e-05,1.3766932303179324e-07,1.835246931475541e-07,3.863074783967332e-14,1.8977069161577194e-14,1.1413361940089082e-09,1.367490250356888e-10,1.58895644719218e-06,4.001116365021242e-09,6.405548663367192e-08,1.5330938868021724e-10,2.0668451415680313e-12,2.0393618120492917e-10,9.215751515977983e-08,5.190721492052357e-09,3.760216703503226e-05,4.0496342733878177e-07,4.764525832162477e-08,1.2823794884276375e-11
1.7739084404521377e-06,0.917309226885025,7.715937031822458e-06,3.12082366600386e-06,1.8469171306638612e-06,3.8510957822168044e-05,0.0,0.0,5.152112754126341e-06,3.867963245043002e-08,3.5432169946406817e-05,2.255816739142287e-06,3.5560530253023166e-08,6.005290590865948e-17,3.946489202273594e-12,3.0935029401026476e-08,2.9702334503486e-06,2.0779838868229335e-05,8.332659529548092e-09,3.596426353289525e-09,0.0004101812437766565,2.2818056706341716e-09,1.2311552953652353e-09,1.1745871923642315e-11,6.708220721202797e-11,2.3193738554116627e-05,5.608308468962893e-08,2.7402790141005346e-08,5.8255361413330835e-12,2.464220490514338e-13,4.7911799418240505e-12,5.660759347715225e-14,5.4045821139354715e-09,5.3824292476838724e-11,3.76,0.0,0.023590341209061134,0.9983408024675989,2.180322621939044e-05,1.5533208788022274e-07,0.745687199360456,0.7447298243625536,2.343121206951668e-06,1.0248427148745032e-09,0.0015760875905666675,1.0856770622185466e-07,4.899842876184937e-10,2.8044381047312577e-12,1.1865362356317114e-10,2.3959631030170404e-05,2.002388291364849e-09,2.591175506781343e-06,2.5296285316476877e-06,1.942428210214188e-05,3.172122440621834e-05,1.3717890490952636e-07,1.828975776642407e-07,3.8641359234769866e-14,1.8979193229696532e-14,1.1414351477356841e-09,1.3861998223328299e-10,1.5918761300712554e-06,4.08516514865684e-09,6.445641586549672e-08,1.5541526128074297e-10,2.0667269474167964e-12,2.0429242529433573e-10,9.21872320602847e-08,5.1248820584516625e-09,3.769600600038017e-05,4.1261067863080133e-07,4.619240838715294e-08,1.2431460551109838e-11
1.7888304665020088e-06,0.9174096399568159,7.68304479892502e-06,3.1174214890328826e-06,1.843322512750496e-06,3.8811891708388123e-05,0.0,0.0,5.165820765596557e-06,3.8933670139400564e-08,3.616578118551169e-05,2.290749933414903e-06,3.581972618856984e-08,6.021437646597351e-17,3.973283467459717e-12,3.093635499243699e-08,3.010222177141219e-06,2.1010064882790127e-05,8.490660814828775e-09,3.6374052739117847e-09,0.00041489028601766366,2.309377731380976e-09,1.2301846306917653e-09,1.2025052060402831e-11,6.798904307618791e-11,2.3554279836509818e-05,5.618925841227209e-08,2.7740356905869682e-08,6.056864330332708e-12,2.532549643115676e-13,4.852676784339898e-12,5.663147290402074e-14,5.4124663705265776e-09,5.46720204012557e-11,3.76,0.0,0.02290899085421065,0.9983397878843532,2.202319206235825e-05,1.5738424870299783e-07,0.7463735853631897,0.7454049629210266,2.2858479140237328e-06,1.0214127141388031e-09,0.0015760859871439058,1.0929335655442792e-07,4.90195956515968e-10,2.7980194886844083e-12,1.1851672160238263e-10,2.4228320867852754e-05,2.003983242840839e-09,2.5893097227087e-06,2.528234872613269e-06,1.9548876668668777e-05,3.23738387241333e-05,1.3668321320756676e-07,1.8226246839000364e-07,3.8646335321342315e-14,1.8978659049156337e-14,1.1413758567942103e-09,1.4049143339994184e-10,1.5944957508735364e-06,4.16966740712785e-09,6.486344205038143e-08,1.5751824696691184e-10,2.0663280650485227e-12,2.0461061320925965e-10,9.22143166031468e-08,5.060910807348246e-09,3.778744335441737e-05,4.203029292314671e-07,4.478166274640559e-08,1.205057140544675e-11
1.80375249255188e-06,0.9175071771901765,7.650071993587442e-06,3.1136884564627976e-06,1.8396395948058517e-06,3.9111106889620384e-05,0.0,0.0,5.179356041752346e-06,3.918579743141511e-08,3.6903625049455176e-05,2.3256789971760956e-06,3.607694075467414e-08,6.036637664020456e-17,3.999751337673239e-12,3.0933453307767666e-08,3.0501494955074027e-06,2.1240461320762833e-05,8.648737853326641e-09,3.677926248578141e-09,0.0004196039061532752,2.3369793321808766e-09,1.2290810932257392e-09,1.2307049460520796e-11,6.889458948558702e-11,2.391473379418989e-05,5.629227189968911e-08,2.8078238728941524e-08,6.294348686813736e-12,2.601732834442488e-13,4.91384697523047e-12,5.665373990002908e-14,5.420005838924249e-09,5.552152646542886e-11,3.76,0.0,0.022247320656453146,0.9983387741224776,2.2242338658152663e-05,1.5943809474091404e-07,0.7470402985745501,0.7460604185169748,2.230228841195761e-06,1.018081572259877e-09,0.0015760843850475396,1.100104331349519e-07,4.903711447802452e-10,2.7914502223640605e-12,1.183709885432778e-10,2.44968245696362e-05,2.0055311501616966e-09,2.587151925350053e-06,2.526536352173135e-06,1.9669594668346298e-05,3.302973693968893e-05,1.361826932206779e-07,1.8161998737194888e-07,3.8645878255940325e-14,1.8975564294174804e-14,1.1411641497673413e-09,1.4236321244450857e-10,1.5968234012966483e-06,4.2546058619658235e-09,6.527664429495159e-08,1.5961817399452637e-10,2.065659093838616e-12,2.0489178005735556e-10,9.223884611657068e-08,4.998763562551422e-09,3.7876548674214625e-05,4.2803970007534685e-07,4.3411990133002095e-08,1.1680842403958147e-11
1.818674518601751e-06,0.9176019216491486,7.6170365758986404e-06,3.1096387277094822e-06,1.8358748960236128e-06,3.9408617634251793e-05,0.0,0.0,5.192721904572832e-06,3.9436026793261904e-08,3.7645569667867914e-05,2.3605993545854343e-06,3.633219861430441e-08,6.05092717346366e-17,4.025903561080134e-12,3.09264818295465e-08,3.090012374241331e-06,2.1471022671457585e-05,8.806848021098494e-09,3.7179894680942286e-09,0.000424321970459058,2.36460955499601e-09,1.2278498352257966e-09,1.259183248558883e-11,6.979877674123262e-11,2.4275054464364714e-05,5.6392213196165536e-08,2.841642584641756e-08,6.538058835764635e-12,2.671760499980879e-13,4.974688793152428e-12,5.6674667835513955e-14,5.427212261248005e-09,5.6372738843754325e-11,3.76,0.0,0.021604762172222375,0.9983377612493137,2.2460668566696605e-05,1.6149366357114277e-07,0.7476879071908236,0.7466967598338766,2.1762162066870366e-06,1.014846433888971e-09,0.0015760827843789818,1.1071897927444377e-07,4.905111639665509e-10,2.78473953151505e-12,1.182169316587714e-10,2.4765130859768562e-05,2.007033449840726e-09,2.5847145276378767e-06,2.524545305273654e-06,1.9786466977503836e-05,3.3688787266015555e-05,1.3567777425230277e-07,1.8097073465991223e-07,3.8640187130869245e-14,1.897000505752359e-14,1.1408057776458687e-09,1.4423515918070468e-10,1.5988671607888534e-06,4.339963424248658e-09,6.569609706689472e-08,1.6171487973803438e-10,2.064730464923638e-12,2.0513695884838543e-10,9.226089568853426e-08,4.9383965523806415e-09,3.7963389828199346e-05,4.3582053434216936e-07,4.208237076503538e-08,1.1321992033272654e-11
1.833596544651622e-06,0.9176939539982513,7.5839557849828024e-06,3.1052861617041773e-06,1.8320347018153882e-06,3.970443835020621e-05,0.0,0.0,5.205921609124544e-06,3.9684370744922773e-08,3.83914847187091e-05,2.3955066041897896e-06,3.658552490772981e-08,6.06434184332692e-17,4.051750606266833e-12,3.0915595395749956e-08,3.129807950508745e-06,2.170174358506456e-05,8.964949832259218e-09,3.757595646560687e-09,0.00042904434904168613,2.3922675095173806e-09,1.2264959375716115e-09,1.28793698602555e-11,7.07015389250739e-11,2.4635197670928105e-05,5.64891681210339e-08,2.875490881076129e-08,6.78806350236915e-12,2.7426230644760035e-13,5.035201046160449e-12,5.669451903257064e-14,5.434097059728441e-09,5.7225587933628105e-11,3.76,0.0,0.02098076337669557,0.9983367493290275,2.2678184765678135e-05,1.6355099944813242e-07,0.7483169629968338,0.7473145391273476,2.1237636089294505e-06,1.0117045261515667e-09,0.0015760811852363612,1.1141904047865148e-07,4.906173006857133e-10,2.7778974179913797e-12,1.1805504522698713e-10,2.50332289446059e-05,2.008491481110155e-09,2.5820096690151837e-06,2.52227381906009e-06,1.9899526776030234e-05,3.435085951312276e-05,1.3516887003565902e-07,1.803152888788858e-07,3.862945783952181e-14,1.8962075792957928e-14,1.140306404983894e-09,1.4610711939117865e-10,1.6006350851183067e-06,4.425723203138447e-09,6.61218702613603e-08,1.6380821041305684e-10,2.0635523336668105e-12,2.0534717907160706e-10,9.228053823196578e-08,4.879766457192034e-09,3.8048032995711285e-05,4.4364499698714854e-07,4.079179730622713e-08,1.0973742543378754e-11
1.8485185707014932e-06,0.9177833525717982,7.5508461620136035e-06,3.100644313932975e-06,1.828125069038442e-06,3.9998583571018995e-05,0.0,0.0,5.218958345012283e-06,3.993084185334849e-08,3.914124148865594e-05,2.430396515883664e-06,3.6836945220898774e-08,6.076916467565715e-17,4.0773026589245024e-12,3.0900946113429096e-08,3.169533524591433e-06,2.1932618867959764e-05,9.123002952107334e-09,3.796745997433377e-09,0.00043377091573016166,2.4199523323532097e-09,1.2250244053688618e-09,1.316963069813004e-11,7.160281378315482e-11,2.4995120991137455e-05,5.6583220312689043e-08,2.9093678479778932e-08,7.0444305159716185e-12,2.814310954695815e-13,5.095383046673221e-12,5.671354490409203e-14,5.440671341961585e-09,5.808000630336769e-11,3.76,0.0,0.020374788189584887,0.9983357384226785,2.289489062759369e-05,1.6561015293531142e-07,0.7489280018399879,0.7479142926996071,2.0728259866286894e-06,1.0086531562677851e-09,0.0015760795877223651,1.1211066434342825e-07,4.906908162031091e-10,2.7709343028794196e-12,1.1788579356342881e-10,2.5301108498692087e-05,2.0099064705702673e-09,2.5790492133520463e-06,2.519733729202994e-06,2.0008809417215143e-05,3.501582514699821e-05,1.346563791629923e-07,1.796542078063787e-07,3.8613882956983333e-14,1.8951869264470372e-14,1.1396715624536255e-09,1.4797894540487412e-10,1.6021351956473224e-06,4.511868513830689e-09,6.655402927091264e-08,1.6589802080239279e-10,2.0621347195358675e-12,2.0552346536069118e-10,9.229784454800821e-08,4.8228304514819116e-09,3.813054268809405e-05,4.5151267425709346e-07,3.953927571545203e-08,1.063582015564189e-11
1.8634405967513643e-06,0.9178701934412152,7.517723572569617e-06,3.0957264342262758e-06,1.8241518313117752e-06,4.029106794269506e-05,0.0,0.0,5.231835237803432e-06,4.0175452726560125e-08,3.98947129290344e-05,2.46526502769662e-06,3.7086485554087044e-08,6.088684957284067e-17,4.1025696198553455e-12,3.0882683283441266e-08,3.2091865546774572e-06,2.2163643477933587e-05,9.280968207971626e-09,3.8354422099329755e-09,0.00043850154797006493,2.4476631862396172e-09,1.223440164016755e-09,1.346258452574235e-11,7.250254261062734e-11,2.535478372156383e-05,5.667445127254976e-08,2.9432726006121032e-08,7.307226814960951e-12,2.886814611522808e-13,5.155234586928966e-12,5.673198612331951e-14,5.446945906330259e-09,5.893592864012661e-11,3.76,0.0,0.019786316014623252,0.9983347285883165,2.3110789897738046e-05,1.6767118054697098e-07,0.7495215440906274,0.7484965413602482,2.023359580088119e-06,1.0056897092373666e-09,0.0015760779919246177,1.1279390045266226e-07,4.907329461073988e-10,2.763858297724176e-12,1.1770963404639944e-10,2.5568759650794745e-05,2.011279737685987e-09,2.575844747532743e-06,2.5169366169444424e-06,2.01143523004743e-05,3.5683557344273805e-05,1.3414068550328162e-07,1.789880289387333e-07,3.8593651635084944e-14,1.8939476502174677e-14,1.138906688840219e-09,1.4985049514087854e-10,1.6033754692927566e-06,4.5983828849326674e-09,6.699263505881856e-08,1.6798417398630635e-10,2.0604874918820123e-12,2.056668362437503e-10,9.231288338742885e-08,4.7675462419272104e-09,3.821098177115529e-05,4.594231731943649e-07,3.832382600447992e-08,1.030795524742813e-11
1.8783626228012354e-06,0.9179545504804127,7.48460322845845e-06,3.0905454652503384e-06,1.8201206044016261e-06,4.0581906211308735e-05,0.0,0.0,5.244555350425865e-06,4.041821600805956e-08,4.065177370742932e-05,2.500108242541584e-06,3.7334172290874255e-08,6.099680335933392e-17,4.127561104176821e-12,3.08609533356718e-08,3.2487646517534107e-06,2.2394812519916467e-05,9.438807597873487e-09,3.873686425842912e-09,0.00044323612672075174,2.4753992592731146e-09,1.2217480557137357e-09,1.3758201304628803e-11,7.340067013872654e-11,2.5714146843426383e-05,5.676294040889384e-08,2.97720428271907e-08,7.576518452509554e-12,2.960124501338726e-13,5.214755914959478e-12,5.675007282542528e-14,5.452931247581141e-09,5.979329169831872e-11,3.76,0.0,0.01921484129234909,0.9983337198810535,2.3325886673111904e-05,1.6973414440062525e-07,0.7500980950890844,0.7490617908737015,1.9753218936574755e-06,1.0028116455912012e-09,0.0015760763979245052,1.1346880027875887e-07,4.907449000456734e-10,2.756678092993753e-12,1.1752701704776855e-10,2.5836172970537437e-05,2.0126125302807625e-09,2.572407580666205e-06,2.513893806818502e-06,2.021619474705466e-05,3.635393104259652e-05,1.336221586049633e-07,1.7831727004187593e-07,3.8568949511075686e-14,1.892498676472101e-14,1.13801714043096e-09,1.5172163190775107e-10,1.6043638291528386e-06,4.685250065287711e-09,6.743774423545049e-08,1.7006654107738197e-10,2.0586202125550645e-12,2.0577830297859308e-10,9.232572151022828e-08,4.713872101906769e-09,3.828941148883933e-05,4.673761211306349e-07,3.7144482912952763e-08,9.989882510931753e-12
