Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46)
9.999999999999998e-08,0.7289555534253314,7.129006930494939e-10,2.864737146219488e-10,3.804033711327965e-11,1.1164752664785053e-12,0.0,0.0,7.927906953959145e-11,2.3862115405970636e-16,2.4898455234429945e-11,1.754367713363346e-14,1.1299857735304616e-13,8.306028543503763e-28,4.533998227826535e-19,2.0837829360412045e-13,4.976036822080151e-14,8.455054810552147e-09,7.749185667715123e-18,3.7258136231059566e-19,4.188395987017219e-08,2.084903211279204e-14,4.0538534645811444e-15,1.812117780622465e-25,5.660770424263768e-19,8.251133888391237e-13,3.694425057566686e-16,6.689826429917011e-25,1.029602798393515e-28,1.7971719870770612e-29,7.346510600296043e-20,1.632021706501373e-22,2.093423788346255e-16,3.871269909434625e-22,3.76,0.0,0.7461397319189884,0.9992342840544027,1.4051983798353735e-13,2.516148440606884e-19,0.0191903894353919,0.01917962190831539,1.0674164408090034e-05,2.4804917190707634e-10,0.0007657070991611004,1.897788562697248e-11,2.9316051483074554e-13,1.8268585279116758e-18,9.72932037906398e-17,8.440347341437593e-09,2.2550599367527645e-11,2.77651227845354e-10,3.211732730020001e-10,2.2401416121079307e-10,9.358912684998126e-12
1.0200604995589161e-07,0.7289555534253314,7.264008426231409e-10,2.9655675738340345e-10,3.956453999802769e-11,1.184423884078462e-12,0.0,0.0,8.247619490731263e-11,2.5822750975849843e-16,2.6378006172927758e-11,1.9130399119976328e-14,1.197206375244254e-13,8.465638859852377e-28,4.545138873247481e-19,2.228272092632248e-13,5.386034730943837e-14,8.796437031748803e-09,8.367018354061376e-18,3.947263785161845e-19,4.357680126679808e-08,2.196907658396291e-14,4.357117098623727e-15,2.08171855323932e-25,6.173610168064696e-19,8.894710198995175e-13,3.89905814105213e-16,7.585462484655978e-25,1.2307014996512482e-28,2.1411919032282862e-29,7.890176336766476e-20,1.7631306804501345e-22,2.256925911367246e-16,4.345092330721189e-22,3.76,0.0,0.7457597281848171,0.9992342836995861,1.5211005813449982e-13,2.833887056187648e-19,0.019570394863409675,0.019559628997677093,1.0668755409317251e-05,2.4795809539279817e-10,0.000765707098657678,1.9747388335542995e-11,2.9979833688908006e-13,1.9385198151182118e-18,1.032223756926072e-16,8.780831701914943e-09,2.2997306219054936e-11,2.808404067293874e-10,3.282674254118527e-10,2.3155114225077603e-10,9.884567128657065e-12
1.0825646117824634e-07,0.7291110456877739,7.682295172026639e-10,3.2876157847091866e-10,4.449561205951334e-11,1.4134383689716601e-12,0.0,0.0,9.283775845846855e-11,3.270777123767884e-16,3.134888260582621e-11,2.479493655347236e-14,1.4228538115375953e-13,8.953813385503846e-28,4.575495354248253e-19,2.7233274780226026e-13,6.825558186841754e-14,9.90292476372161e-09,1.0546208605035535e-17,4.691452160240146e-19,4.9064913552996264e-08,2.5678991771834213e-14,5.404800942095239e-15,3.1522753301949377e-25,7.997419803278984e-19,1.1132231545039857e-12,4.578915434897093e-16,1.1054527465296965e-24,2.099204160684247e-28,3.6155278924495054e-29,9.765308759337367e-20,2.220440073599589e-22,2.825157041950587e-16,6.136035081448822e-22,3.76,0.0,0.7445769604856796,0.9992342825500186,1.9281330794057626e-13,4.0450189954557033e-19,0.020753168054058115,0.020742406876255594,1.0651919833447702e-05,2.476745882272248e-10,0.0007657070970563361,2.224209522355552e-11,3.2046016291725135e-13,2.3147250297873487e-18,1.2319414374408912e-16,9.88429086373937e-09,2.4387296302937153e-11,2.90469162861807e-10,3.504640703401565e-10,2.5551814109078684e-10,1.163515366437354e-11
1.1450687240060106e-07,0.7292662913791802,8.097069466261876e-10,3.621203781013193e-10,4.97002459409863e-11,1.6697784144804593e-12,0.0,0.0,1.0380396832036734e-10,4.087782565785151e-16,3.688752664159862e-11,3.167486440742647e-14,1.6738691298492125e-13,9.429329030351926e-28,4.600386109365343e-19,3.2903715144829425e-13,8.533125113320758e-14,1.1074137031589789e-08,1.3152863670686611e-17,5.52091265069601e-19,5.487612327207681e-08,2.972674931630104e-14,6.618542021216987e-15,4.661012492013256e-25,1.019892230045558e-18,1.3748743573377822e-12,5.323805823407392e-16,1.5780929416311607e-24,3.4728301736183523e-28,5.92211939026417e-29,1.193328681175688e-19,2.757508750116762e-22,3.4891231273114676e-16,8.491747257540846e-22,3.76,0.0,0.7433960686865415,0.9992342813339106,2.41111964686062e-13,5.657680238344928e-19,0.02193406566822892,0.021923308439498305,1.0635110987732414e-05,2.473915483608327e-10,0.0007657070954054517,2.4883602966549337e-11,3.410907835653417e-13,2.735523476225173e-18,1.4552625017057791e-16,1.1052109075431732e-08,2.5774489963113195e-11,2.996700453704065e-10,3.7279484668526463e-10,2.801849598219499e-10,1.3560411014606506e-11
1.207572836229558e-07,0.7294212908906571,8.508387648626922e-10,3.965854355112524e-10,5.51758888849588e-11,1.954894390059306e-12,0.0,0.0,1.1537352270603906e-10,5.04814398075784e-16,4.3021217514063413e-11,3.9940706195175696e-14,1.9512939359102688e-13,9.89374443556498e-28,4.621066867786806e-19,3.9346487489885264e-13,1.0539284610573158e-13,1.2309943277992811e-08,1.624601654400216e-17,6.439747506111738e-19,6.101005298774657e-08,3.4117704329365534e-14,8.011849449800614e-15,6.746843636626786e-25,1.2826441300539172e-18,1.678036559685049e-12,6.134930317370346e-16,2.2114980977242436e-24,5.590714310468337e-28,9.440434878123857e-29,1.4418364709256262e-19,3.382076436792596e-22,4.2576413492713665e-16,1.1541678131901135e-21,3.76,0.0,0.7422170498120444,0.9992342800514326,2.978751598354976e-13,7.771054189004618e-19,0.023113090680928795,0.023102336663301755,1.0618328832074623e-05,2.471090104752515e-10,0.0007657070937051529,2.767162364067438e-11,3.616897476686022e-13,3.2031512659093214e-18,1.7033666106720028e-16,1.2284135575798324e-08,2.7158893885438595e-11,3.0848868187266546e-10,3.952521144980226e-10,3.0551393629699e-10,1.566519584208079e-11
1.2700769484531053e-07,0.7295760446126917,8.916306930360168e-10,4.321127125519972e-10,6.092000197185303e-11,2.270224768769869e-12,0.0,0.0,1.2754513116650926e-10,6.167479202214405e-16,4.977694233103905e-11,4.97748646607245e-14,2.2561241159867009e-13,1.0348631249573473e-27,4.638592557790733e-19,4.661373951674205e-13,1.2876058239354416e-13,1.3610213262924055e-08,1.9889486744404753e-17,7.4520019912552395e-19,6.746632534802763e-08,3.885658237942876e-14,9.598212752920377e-15,9.581339770024893e-25,1.593096763306971e-18,2.02641613055272e-12,7.013329142860835e-16,3.0478471342838163e-24,8.782454947268095e-28,1.4686565194524347e-28,1.7245167721019493e-19,4.1020508471504226e-22,5.139671332979514e-16,1.543484402168954e-21,3.76,0.0,0.7410399008915491,0.9992342787027495,3.6401430780637323e-13,1.0501354701062532e-18,0.02429024606244486,0.024279494518841534,1.0601573327016907e-05,2.468269209472305e-10,0.0007657070919555638,3.0605869926881924e-11,3.8225694880055175e-13,3.7198050534547124e-18,1.9774125636621743e-16,1.3580220006296336e-08,2.8540514735923458e-11,3.169661671582528e-10,4.178289433492569e-10,3.3147162633202057e-10,1.7954107693882282e-11
1.3325810606766526e-07,0.7297305529351499,9.320885332461896e-10,4.686614813414778e-10,6.693006035061507e-11,2.6171965154510204e-12,0.0,0.0,1.403175144909885e-10,7.462164420766023e-16,5.718142474259241e-11,6.137153138344961e-14,2.5893110011055666e-13,1.0795552895005949e-27,4.653855995906309e-19,5.475721462876954e-13,1.557691426140003e-13,1.4974817062765818e-08,2.4151967022735635e-17,8.561667810240843e-19,7.424456308722141e-08,4.3947550162455886e-14,1.1391066370724008e-14,1.3373990883326973e-24,1.956611030482564e-18,2.423808792066877e-12,7.959894813008722e-16,4.1374481682439595e-24,1.349462628009743e-27,2.235058555506774e-28,2.043867384364365e-19,4.925489509753309e-22,6.144292819975591e-16,2.034135126642613e-21,3.76,0.0,0.7398646189591289,0.999234277288023,4.404823720584971e-13,1.3983589402300322e-18,0.025465534778352148,0.025454784972586415,1.058484442701229e-05,2.465452472840496e-10,0.0007657070901568032,3.368605520331397e-11,4.027924970360616e-13,4.2876424472556184e-18,2.2785385163657876e-16,1.494021240834072e-08,2.991935916081553e-11,3.2513951564485185e-10,4.405190437389202e-10,3.5802838463470597e-10,2.0431517907592382e-11
1.3950851729001998e-07,0.7298848162472814,9.722181628127994e-10,5.061939882598711e-10,7.320355350720824e-11,2.997225466308206e-12,0.0,0.0,1.5368940460622594e-10,8.94932732635717e-16,6.526115081312906e-11,7.493657484383009e-14,2.951762594176004e-13,1.1236051082867837e-27,4.667619901032366e-19,6.382816086484773e-13,1.8676742138667987e-13,1.6403625069318508e-08,2.9107101965096985e-17,9.772686334555773e-19,8.134438902786268e-08,4.93942784762659e-14,1.3403759210855976e-14,1.837795431447594e-24,2.3788048019181375e-18,2.8740949606703693e-12,8.97538433542215e-16,5.539796867817928e-24,2.0323028155561823e-27,3.334119547036874e-28,2.402419808467809e-19,5.860582884806679e-22,7.280684944740205e-16,2.6453918804815805e-21,3.76,0.0,0.7386912010535625,0.9992342758074118,5.282731357276707e-13,1.8373392392573438e-18,0.02663895978952106,0.02662821098629768,1.0568142088575453e-05,2.462640131665951e-10,0.0007657070883089894,3.691189364886587e-11,4.2329657796202504e-13,4.90878243089711e-18,2.607862205158185e-16,1.6363963220735815e-08,3.129543378666103e-11,3.3304206989775085e-10,4.6331670510806764e-10,3.8515798636887644e-10,2.310159572698624e-11
1.457589285123747e-07,0.7300388349377162,1.01202552891657e-09,5.446751524010608e-10,7.973798556472483e-11,3.4117167006042e-12,0.0,0.0,1.6765954447536776e-10,1.0646840312878784e-15,7.404239224542306e-11,9.068740888056649e-14,3.3443448499064703e-13,1.1671642080796371e-27,4.680542728274631e-19,7.387725364280308e-13,2.2211827299752466e-13,1.7896507988824694e-08,3.483355868711002e-17,1.1088951646061937e-18,8.876542608266209e-08,5.5199997957559644e-14,1.564952867113617e-14,2.4896310443286202e-24,2.8655481109554618e-18,3.381235477617139e-12,1.0060430581852548e-15,7.324715371493536e-24,3.0051549733535183e-27,4.8838567118308865e-28,2.80273791946887e-19,6.915638746716149e-22,8.558107065469709e-16,3.3989397280335006e-21,3.76,0.0,0.7375196442183242,0.9992342742610705,6.284204773110632e-13,2.384892603627234e-18,0.027810524052124832,0.027799775517034393,1.0551466272502623e-05,2.459832430124008e-10,0.0007657070864122403,4.02831002878042e-11,4.4376938519085725e-13,5.585305788457873e-18,2.9664811702464523e-16,1.785132327721865e-08,3.266874522037371e-11,3.407038675464619e-10,4.862167401136929e-10,4.128372871818025e-10,2.5968331773850658e-11
1.5200933973472944e-07,0.7301926093944691,1.0515166435776906e-09,5.840722951186762e-10,8.65308756078639e-11,3.862064905505286e-12,0.0,0.0,1.8222668799678087e-10,1.257331374433886e-15,8.3551227217484e-11,1.0885284441506946e-13,3.7678829928726857e-13,1.2103819967784495e-27,4.693199327456023e-19,8.495453044933211e-13,2.621982617661972e-13,1.945333684098915e-08,4.141509029024581e-17,1.251431341393639e-18,9.650729725643626e-08,6.13675483745493e-14,1.81414784900041e-14,3.328883686566868e-24,3.422958389398879e-18,3.949267679251528e-12,1.1215552876195703e-15,9.573574329191111e-24,4.36985585961011e-27,7.035632685385137e-28,3.2474168442947666e-19,8.099067746315939e-22,9.98588104532803e-16,4.3190281222787504e-21,3.76,0.0,0.7363499455015794,0.9992342726491511,7.419976518900552e-13,3.0612849535300295e-18,0.02898023051764699,0.028969481517168428,1.0534816936356122e-05,2.457029278872058e-10,0.000765707084466666,4.379939097691309e-11,4.642111244465773e-13,6.319255528218818e-18,3.355472979884905e-16,1.9402143804100414e-08,3.403930004931767e-11,3.4815197067752065e-10,5.09214434546457e-10,4.410459179014099e-10,2.9035559134825434e-11
1.5825975095708416e-07,0.7303461400049387,1.0906975789080777e-09,6.243548971017058e-10,9.357975802410277e-11,4.349654735145636e-12,0.0,0.0,1.9738959990330295e-10,1.474808928159906e-15,9.381355910863695e-11,1.2967292738711205e-13,4.2231628583818455e-13,1.253406316595849e-27,4.706097602053403e-19,9.71093357408345e-13,3.0739741513683415e-13,2.1073982957996412e-08,4.894059266110716e-17,1.405257962560898e-18,1.0456962564802755e-07,6.78994223171141e-14,2.0892559904631074e-14,4.397931023209901e-24,4.057395754464512e-18,4.582301755251537e-12,1.2441166860884125e-15,1.2380600442253836e-23,6.2571792005598146e-27,9.981362248057722e-28,3.739081994138417e-19,9.419370052583599e-22,1.1573374872749428e-15,5.432621089079082e-21,3.76,0.0,0.7351821019561758,0.9992342709718032,8.701165783552592e-13,3.889435174916509e-18,0.030148082132888793,0.030137331934390728,1.0518194035640824e-05,2.4542305008536624e-10,0.000765707082472378,4.746048238256037e-11,4.84622030746773e-13,7.112637315262769e-18,3.775895462110747e-16,2.101627641799434e-08,3.5407104841378094e-11,3.5541076202353027e-10,5.323055022318406e-10,4.697660098918707e-10,3.230697233764125e-11
1.645101621794389e-07,0.7304994271559095,1.1295744626160886e-09,6.654943797077954e-10,1.0088218285508462e-10,4.875861164842481e-12,0.0,0.0,2.1314705566228877e-10,1.719123326861724e-15,1.0485513336782483e-10,1.533987655319034e-13,4.710932242840118e-13,1.2963841403494653e-27,4.719692168367093e-19,1.1039027449278074e-12,3.581189795132145e-13,2.275831798352692e-08,5.750415521674205e-17,1.570751918993931e-18,1.1295203445221229e-07,7.479780404492544e-14,2.3915555672536943e-14,5.7463343809370676e-24,4.775458353552793e-18,5.284517350372221e-12,1.3737593698804751e-15,1.58542719636411e-23,8.833279838668523e-27,1.3961827146457197e-27,4.280388210535995e-19,1.0885122991811257e-21,1.3329987514934204e-15,6.769546072119539e-21,3.76,0.0,0.7340161106396361,0.9992342692291734,1.0139271330504726e-12,4.895124566015347e-18,0.03131408183997665,0.03130332971171306,1.0501597529458874e-05,2.451436095104939e-10,0.0007657070804294885,5.126609197789743e-11,5.050023613715501e-13,7.967419914562058e-18,4.228786937138088e-16,2.2693573123619433e-08,3.6772166145025e-11,3.625022119272553e-10,5.554860443241098e-10,4.989819473946682e-10,3.578614446804388e-11
1.7076057340179361e-07,0.7306524712335514,1.1681534737504637e-09,7.074639081696711e-10,1.0843571615312616e-10,5.442049841073353e-12,0.0,0.0,2.2949784137668083e-10,1.9923530177625617e-15,1.1670155270839697e-10,1.8029234584359726e-13,5.231902254533102e-13,1.3394622832701538e-27,4.734395584044207e-19,1.2484517312273729e-12,4.147791788745124e-13,2.4506213871772245e-08,6.720510595670582e-17,1.7482864425973947e-18,1.2165414696159737e-07,8.206460403512765e-14,2.7223066574615737e-14,7.431677042883839e-24,5.583977766212203e-18,6.060160376551353e-12,1.5105068654069258e-15,2.0118805068441568e-23,1.2307205896294223e-26,1.9276203641918904e-27,4.874019003494874e-19,1.2504969624742812e-21,1.5265134924387085e-15,8.362641186505387e-21,3.76,0.0,0.7328519686141503,0.9992342674214066,1.1746164501874512e-12,6.107212253254989e-18,0.03247823257636955,0.03246747778747863,1.048502737731158e-05,2.44864615682437e-10,0.0007657070783381027,5.5215938052395486e-11,5.253523741431231e-13,8.88553563061596e-18,4.715166448279052e-16,2.4433886311670116e-08,3.813449048938747e-11,3.6944611898772887e-10,5.78752512565568e-10,5.286801441705554e-10,3.947654261052014e-11
1.7701098462414834e-07,0.7308052726234228,1.2064408386437022e-09,7.502382147447873e-10,1.1623794033887372e-10,6.049577427615218e-12,0.0,0.0,2.4644075368725587e-10,2.2966476112793963e-15,1.2937829077814977e-10,2.1062634411014496e-13,5.786748658205495e-13,1.3827881801313698e-27,4.750587475629772e-19,1.405210467516291e-12,4.778069762093723e-13,2.631754288645029e-08,7.814805109269779e-17,1.938231344794714e-18,1.306755865685049e-07,8.970148965535816e-14,3.082750004663756e-14,9.520458016747878e-24,6.490014460299996e-18,6.913540009659249e-12,1.6543749088631045e-15,2.531573416031619e-23,1.6939599377531372e-26,2.6292911044004802e-27,5.522685870374179e-19,1.4287608201694347e-21,1.7388237129937725e-15,1.024790066812858e-20,3.76,0.0,0.7316896729465681,0.9992342655486456,1.3534082293255154e-12,7.557856400026073e-18,0.033640537274866475,0.033629779095372854,1.0468483535762723e-05,2.4458607008024675e-10,0.0007657070761983249,5.930973971435389e-11,5.456723148004334e-13,9.868880748685224e-18,5.236033999735378e-16,2.6237068756744348e-08,3.949408438432997e-11,3.7626032672073084e-10,6.021016761552963e-10,5.588488422713396e-10,4.3381541760810135e-11
1.8326139584650307e-07,0.73095783171047,1.2444428270202703e-09,7.937934399939688e-10,1.2428645455639384e-10,6.699791948155295e-12,0.0,0.0,2.639745996761628e-10,2.6342272371885446e-15,1.4291070444419505e-10,2.4468392772997927e-13,6.376113207586386e-13,1.4265107317837109e-27,4.768621869088606e-19,1.5746407192487861e-12,5.476438378027898e-13,2.819217759982089e-08,9.044290946727128e-17,2.1409532456441902e-18,1.4001597676684618e-07,9.770991235833204e-14,3.47410606278019e-14,1.2089042095723378e-23,7.500853301840988e-18,7.849025847271943e-12,1.805372191050749e-15,3.160558915196009e-23,2.3052712699280308e-26,3.546189202480172e-27,6.229127684635913e-19,1.6241782437606795e-21,1.9708706345760803e-15,1.2464618325605168e-20,3.76,0.0,0.7305292207083927,0.9992342636110308,1.5515620501726575e-12,9.282741029323289e-18,0.034800998863613736,0.03479023656442684,1.0451965962363307e-05,2.443079664656469e-10,0.0007657070740102638,6.354721688136209e-11,5.659624195935263e-13,1.0919315991485368e-17,5.792370797192107e-16,2.8102973615323347e-08,4.085095432051906e-11,3.829609184246238e-10,6.255305918931086e-10,5.894779309050986e-10,4.7504437349155896e-11
1.895118070688578e-07,0.7311101488790283,1.2821657482611814e-09,8.381069903493433e-10,1.3257887502223953e-10,7.394033125683603e-12,0.0,0.0,2.820981967718444e-10,3.0073819065271156e-15,1.5732404483386156e-10,2.8275855299639747e-13,7.000604960152488e-13,1.4707811512051206e-27,4.788833073721285e-19,1.7571956401279408e-12,6.24743500402459e-13,3.012999089170236e-08,1.0420494198924798e-16,2.356815794570543e-18,1.496749411539839e-07,1.0609113179866508e-13,3.897574196457131e-14,1.5224666870953685e-23,8.623999120620755e-18,8.871045205094898e-12,1.963501051054237e-15,3.9169672652844344e-23,3.104187556190905e-26,4.732843765430281e-27,6.996110141039105e-19,1.8376272553685948e-21,2.2235936029746896e-15,1.505552881693647e-20,3.76,0.0,0.7293706089757722,0.9992342616087014,1.7703726949378148e-12,1.1321308265090036e-17,0.035959620266112435,0.03594885311902363,1.0435474616812176e-05,2.44030301457391e-10,0.0007657070717740212,6.79280902675587e-11,5.862229221553331e-13,1.203866697512892e-17,6.385139484753902e-16,3.0031454423797264e-08,4.220510676948988e-11,3.895623924832717e-10,6.490365772687872e-10,6.205587833381172e-10,5.184845651491298e-11
2.0201262951356725e-07,0.731414058994973,1.3567998040986585e-09,9.289242995252877e-10,1.4988598694443924e-10,8.919914849999145e-12,0.0,0.0,3.20109965172287e-10,3.869922051132441e-15,1.8889403770381446e-10,3.7218294311438225e-13,8.357250481434464e-13,1.5615862043300999e-27,4.837050013830191e-19,2.163448063444577e-12,8.02606158547358e-13,3.4194646262176195e-08,1.3661841591672289e-16,2.8294038375542935e-18,1.6994708741241698e-07,1.2397616067919654e-13,4.845535122660662e-14,2.3606942840550334e-23,1.1238304765569979e-17,1.1192667257219688e-11,2.301134824498808e-15,5.896124612985864e-23,5.467927438030003e-26,8.191073314153179e-27,8.722890925616986e-19,2.322145676977387e-21,2.794809936693746e-15,2.1548896681110696e-20,3.76,0.0,0.7270588953549723,0.9992342574104466,2.2753156059896378e-12,1.651749233536958e-17,0.03827135418318647,0.03826057515919977,1.0402570440434231e-05,2.434762853311415e-10,0.0007657070671573944,7.711891250113358e-11,6.266560358314652e-13,1.4491245795884504e-17,7.68373175372142e-16,3.407555992407833e-08,4.490528499670583e-11,4.025189490821511e-10,6.962701929004847e-10,6.84047861352149e-10,6.121249014272888e-11
2.1326336971380577e-07,0.7316867545812763,1.423080028169919e-09,1.0130483658283999e-09,1.6627299425894183e-10,1.0457061555909043e-11,0.0,0.0,3.563258505174429e-10,4.7922567609073045e-15,2.2057128486160814e-10,4.695503933871259e-13,9.703852161966557e-13,1.6467741967476106e-27,4.890990222596946e-19,2.5783254857760556e-12,9.923163834286298e-13,3.8067637826834005e-08,1.7207472273230649e-16,3.3032688007653272e-18,1.8927776888270575e-07,1.41357067916252e-13,5.82010237686957e-14,3.422700757722854e-23,1.4054908319353808e-17,1.3623579241806688e-11,2.6293105165767145e-15,8.344454950323612e-23,8.83333830080099e-26,1.3027056683870148e-26,1.0512319897564035e-18,2.8287356477879873e-21,3.3889680533950367e-15,2.917668782028434e-20,3.76,0.0,0.7249846183880203,0.9992342534120562,2.8140970622454483e-12,2.2747990010111663e-17,0.04034565050529769,0.04033485831047753,1.0373045961882357e-05,2.4297918591373417e-10,0.0007657070628386565,8.587828186790971e-11,6.629468712438573e-13,1.6951870426731492e-17,8.986347662657351e-16,3.792780301088599e-08,4.7326216128210364e-11,4.1395911176830944e-10,7.390216436111537e-10,7.426720162910019e-10,7.042767727263718e-11
2.2451410991404428e-07,0.7319586723010522,1.488555643349271e-09,1.0993236768752526e-09,1.8341400013428946e-10,1.2157345899559747e-11,0.0,0.0,3.9443460124058043e-10,5.868596559492921e-15,2.5549155713363475e-10,5.849449177945507e-13,1.1172377160457546e-12,1.7362689427435608e-27,4.956700073696818e-19,3.042364281561641e-12,1.213151431361489e-12,4.214336496630019e-08,2.143234973970021e-16,3.825251047046793e-18,2.0963478183359653e-07,1.5995868710102933e-13,6.916342100813244e-14,4.86568168095095e-23,1.7361698614263896e-17,1.64060884026281e-11,2.9804023444162966e-15,1.1603584531342265e-22,1.391348196234988e-25,2.0204510662643514e-26,1.2542087933361547e-18,3.4074894464777876e-21,4.064541641277463e-15,3.885315628662792e-20,3.76,0.0,0.7229162593988648,0.9992342492060856,3.4414820686349058e-12,3.080562952820087e-17,0.04241402987871682,0.042403222167372925,1.0343605813613382e-05,2.4248351487024273e-10,0.0007657070583653649,9.509794728684988e-11,6.99145233908927e-13,1.9662617752117645e-17,1.0421151309732253e-15,4.198053153646413e-08,4.973844237959064e-11,4.2524628979433294e-10,7.819906663375841e-10,8.026794583748351e-10,8.04073454418231e-11
2.357648501142828e-07,0.7322298143737913,1.55326443180824e-09,1.1876501283851326e-09,2.0129576127369674e-10,1.4028324716339974e-11,0.0,0.0,4.344296826946907e-10,7.114741527535213e-15,2.9379939504472943e-10,7.204220086352862e-13,1.276535868860445e-12,1.8311229103270673e-27,5.035870358441003e-19,3.5578779558144858e-12,1.4681715579475451e-12,4.64210973075099e-08,2.6423231295878117e-16,4.397390675011099e-18,2.310159350667488e-07,1.7978375655200366e-13,8.140421349476767e-14,6.795228699328167e-23,2.1209834007116303e-17,1.9567781730188776e-11,3.3542697840498068e-15,1.5881695867288437e-22,2.142038762363381e-25,3.0635155829423395e-26,1.4829234141247951e-18,4.063565375233167e-21,4.8268264620147265e-15,5.0969652906625216e-20,3.76,0.0,0.7208538015026027,0.9992342447932973,4.166208256311834e-12,4.108875394448487e-17,0.04447650918630623,0.044465683617876374,1.031424975167355e-05,2.419892511425244e-10,0.0007657070537380836,1.0477630797724071e-10,7.352522874300317e-13,2.2632925867487662e-17,1.199311783616664e-15,4.623290481458037e-08,5.214200081036872e-11,4.3642524333387454e-10,8.251683386756161e-10,8.640571935264171e-10,9.116897416848681e-11
2.470155903145213e-07,0.7325001830126505,1.6172443325294182e-09,1.2779336328271648e-09,2.1990523672976656e-10,1.6077493822313667e-11,0.0,0.0,4.763046617634713e-10,8.547176351436977e-15,3.356387975997949e-10,8.781279741757616e-13,1.4485081571078927e-12,1.9324580915078345e-27,5.13018904494505e-19,4.127081600196182e-12,1.7605482763288895e-12,5.0900107628242627e-08,3.227256166011585e-16,5.021712113180642e-18,2.5341903861436857e-07,2.0083418533710683e-13,9.498255983619986e-14,9.338416874403813e-23,2.5652448268355842e-17,2.313666733618523e-11,3.750746623652054e-15,2.1426767195697725e-22,3.2302176063401497e-25,4.5508309013005585e-26,1.7391045759683367e-18,4.802109942179688e-21,5.681037884435295e-15,6.596402113206776e-20,3.76,0.0,0.7187972278625109,0.9992342401744435,4.9973315379438286e-12,5.405536431335468e-17,0.04653310526274924,0.04652225950178685,1.0284977537550798e-05,2.4149639362330435e-10,0.000765707048957367,1.1491177103226025e-10,7.712691408367421e-13,2.5871901173813522e-17,1.370704706107e-15,5.0684086000856754e-08,5.4536928284768155e-11,4.475331751470921e-10,8.68547067378311e-10,9.267993137954965e-10,1.0272991127686057e-10
2.5826633051475984e-07,0.7327697804244699,1.6805333866800182e-09,1.370085099918645e-09,2.39229591792735e-10,1.8312293965241e-11,0.0,0.0,5.200532053001638e-10,1.0183059187871611e-14,3.811533031466735e-10,1.0602957672454677e-12,1.6333601673041328e-12,2.0414718396756666e-27,5.24135781009237e-19,4.752091428539158e-12,2.0935604586775278e-12,5.557967183893471e-08,3.9078456762632313e-16,5.700227425880735e-18,2.7684190377245234e-07,2.2311121297146002e-13,1.0995508406763024e-13,1.2646707634910703e-22,3.074457660358857e-17,2.714113552297506e-11,4.169647853817771e-15,2.8531875604578527e-22,4.780316256746535e-25,6.635352361640608e-26,2.0245051742267157e-18,5.628250120379009e-21,6.632301700890556e-15,8.432280466896952e-20,3.76,0.0,0.7167465216899083,0.9992342353502677,5.9442146955462335e-12,7.022827229278954e-17,0.048583834894687705,0.048572966610854584,1.0255788933223906e-05,2.41004949460046e-10,0.000765707044023771,1.2550275129825408e-10,8.071968605949626e-13,2.9388327126566e-17,1.5567568111691178e-15,5.533324206011246e-08,5.692326147299491e-11,4.5860103923230575e-10,9.121203821863208e-10,9.909057611406481e-10,1.1510745721113557e-10
2.6951707071499836e-07,0.7330386088097935,1.7431696848830642e-09,1.464019606234975e-09,2.592562011254035e-10,2.0740116674021637e-11,0.0,0.0,5.656690786039087e-10,1.2040210706423921e-14,4.3048605570312036e-10,1.2692408106309341e-12,1.831276407576286e-12,2.1594422421236565e-27,5.371102712064877e-19,5.434924586896445e-12,2.4705905403484685e-12,6.045906896459892e-08,4.69446739979853e-16,6.434939512859459e-18,3.012823431336423e-07,2.466155383339099e-13,1.26375863544779e-13,1.6899058682570883e-22,3.654308368580632e-17,3.160992091615235e-11,4.6107756845535145e-15,3.7540946625759876e-22,6.953520995057404e-25,9.511286515088103e-26,2.3409016704324295e-18,6.547086836680273e-21,7.685646536656791e-15,1.0658335030916399e-19,3.76,0.0,0.7147016662440202,0.9992342303215045,7.016516261561836e-12,9.020037902418009e-17,0.050628714820858976,0.05061782168892269,1.0226683696684147e-05,2.405149125359381e-10,0.000765707038937838,1.3654767127133764e-10,8.430364640717738e-13,3.319067292870771e-17,1.7579144030576152e-15,6.017954373425454e-08,5.930103685249952e-11,4.696546232924145e-10,9.55882763923781e-10,1.0563812992862147e-09,1.2831893462282869e-10
