Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340),S(8723),CHO3(1596),S(1341),S(5297),S(3358),S(5795),C3H5(1339),S(1542),CFO2(168)
0.0002482382700885192,0.9310000511621808,0.0002616386285416958,8.645279550388819e-05,0.00012364301016390926,0.06479762122135528,0.0,0.0,0.000695823600067514,2.3053440921617374e-05,0.41555431258562303,0.01811362333504791,2.6892418246697732e-05,1.3174939460092602e-11,1.4709669359930734e-08,1.4884456500135242e-06,0.0033647860503607796,0.005811225978631633,0.00010247499334254716,2.404217207392761e-06,0.019228205417500876,1.3828209486925043e-07,1.9960863450142568e-07,0.00015144553208186232,3.3206874724679797e-07,0.07157997746043014,1.0855555432276816e-06,0.0032866066326809186,0.0011071053197521824,1.2416449491801948e-06,7.55388014415709e-07,2.136269541435019e-09,2.742915880099101e-07,1.595116075095802e-05,3.76,0.0,1.5437938362129748e-06,0.6666587220531679,0.12305767193683956,0.03348531023595634,1.1053786999984228,0.45022953756644585,6.424637801060766e-08,9.63541911501581e-11,0.0006532379786975392,7.588633228773279e-06,2.9813790001958586e-09,1.1283390940058178e-10,5.4876847411545645e-09,0.005762518139206288,3.9549983727751843e-10,7.018891854612203e-05,6.39508369895569e-05,0.00040903691190850974,0.01131432469346304,5.831246413780011e-06,7.303583259979104e-06,7.157015592801585e-14,9.794197096040783e-14,3.550173996224554e-08,7.614747933922182e-08,5.831959541352981e-05,1.928750989624177e-06,0.015625804354194493,2.121582696357158e-07,2.544474529972076e-11,8.438245837386717e-09,0.0007737787685471246,1.0554808730945518e-06,0.015272960452971702,0.02744943042473002,1.1620765720800035e-06,4.429296083487159e-10,1.2044544603695716e-05,1.3029958646869394e-06,0.0072475224280094475,4.3684577962466794e-08,8.881135147231648e-06,5.766343462508782e-09,0.0032347250292142104,0.004900007001151269,1.0707434403192904e-13,1.9836737848574424e-14,9.544759506936896e-07,1.1351779558485626e-06,3.66382359197859e-07,1.2157536198901062e-09,0.00014091288532423307,4.6237900526974243e-11,1.8509992891428252e-11,0.0006656179921008357,6.943891963837066e-09,1.3071241609876594e-10,1.8368803291070894e-06,1.8142171085098636e-06,3.7437427524987235e-05,0.0005447744679356243,2.5486354717355638e-12,3.80478039744381e-09,3.1510993093952343e-10,0.00028256570069752434,9.803902542112043e-07,2.1323208027333847e-07,9.64224612112384e-06,6.173953256734644e-12,3.7746781583686095e-06,9.991224010231454e-10,0.0007930023642991433,1.7104133195339602e-09,0.0001257785454681788,0.00040158662428525484,6.143992242467914e-08,1.1715517745661855e-05,6.874632006574254e-10,2.491069753148675e-13,2.6423075962539272e-05,2.4959439858362916e-08,1.0073082334015901e-09,4.395580809404491e-09,5.444593243229655e-07,1.1904859315150602e-11,9.049649313503765e-08
0.00024913510478897783,0.9312221528078503,0.0002618963875777309,8.639496168239999e-05,0.00012366893899895054,0.0650683587758418,0.0,0.0,0.0006947852982238682,2.3032216538690278e-05,0.4174666474489854,0.018211388187278337,2.693789402710597e-05,1.3244543326907649e-11,1.4744837286856401e-08,1.4898795258923306e-06,0.0033686924343078652,0.005814778515018904,0.00010269271124968665,2.4082400072608803e-06,0.019270282746519516,1.3910002266148355e-07,1.9998730806104086e-07,0.00015205806576832842,3.3187167027319305e-07,0.07155693985666453,1.0915620405555655e-06,0.0033058076252487504,0.0011106449333344874,1.2450537312890508e-06,7.56681810780125e-07,2.1438479107044388e-09,2.747682573560633e-07,1.6080896878145216e-05,3.76,0.0,1.5409643770825518e-06,0.6653273602983335,0.12362119512521684,0.03368053201180196,1.1063633407343443,0.44888090741316,6.405410651065826e-08,9.606747151891642e-11,0.0006519334183125771,7.553543337543818e-06,2.969719880876729e-09,1.1245954773965548e-10,5.471080887190147e-09,0.00574646228270054,3.934338146016595e-10,7.013316125802453e-05,6.385871456185683e-05,0.00040777137301284015,0.011302184326781189,5.818118699128971e-06,7.287160862922641e-06,7.14790360136989e-14,9.781723052481489e-14,3.5458065383841414e-08,7.612324890729655e-08,5.810489415700498e-05,1.922375097847033e-06,0.015612559906112483,2.1192985964698545e-07,2.5374407109062322e-11,8.388390037774383e-09,0.000773529779785531,1.0566187969334587e-06,0.015368945660175605,0.02753064056654929,1.170101407693945e-06,4.449906246720939e-10,1.2133077311662066e-05,1.3124290370353316e-06,0.007283269169396161,4.390015364279212e-08,8.927066953677519e-06,5.783214024701299e-09,0.0032542928889005493,0.004932236958871454,1.0738758981014738e-13,1.9894767466097908e-14,9.554901824848685e-07,1.132868460223075e-06,3.672491427847196e-07,1.2229708240006058e-09,0.00014104975223693713,4.641783636003907e-11,1.8446669003197287e-11,0.0006687936801392242,6.926191651613214e-09,1.3076766719403063e-10,1.8549064205168265e-06,1.823106023055435e-06,3.731685731599022e-05,0.000548751129734151,2.5347493250763784e-12,3.833131115741979e-09,3.173910429178882e-10,0.0002849633088773352,9.854031465315188e-07,2.1436486490487456e-07,9.694656785762465e-06,6.210051301593384e-12,3.7632821786824307e-06,1.0042944782001327e-09,0.0007998555768075743,1.7251950632990218e-09,0.00012570717397628425,0.0004026426153942181,6.178017670756969e-08,1.1780034455700338e-05,6.913898388667878e-10,2.504432816816339e-13,2.656884375244808e-05,2.5097584138229438e-08,1.0135342162764455e-09,4.42272123288924e-09,5.489490111306353e-07,1.1964039740123576e-11,9.000442494709922e-08
0.00025003193948943645,0.9314437952081029,0.00026215337484058706,8.633663930608955e-05,0.00012369402872722816,0.06533851160390822,0.0,0.0,0.0006937380348471581,2.301050046080555e-05,0.4193757675680704,0.01830912768163892,2.6982771961997046e-05,1.3314170773846015e-11,1.4779781602297786e-08,1.491298926703886e-06,0.003372568074613683,0.0058182250511162395,0.0001029079322960018,2.412224578987506e-06,0.01931219552660996,1.3991910875758674e-07,2.0036254718348537e-07,0.00015266794294026943,3.316669968953424e-07,0.07153209025875328,1.0975668248325102e-06,0.0033249931070684423,0.0011141649626530748,1.2484359932255691e-06,7.579548500840662e-07,2.1514062721558778e-09,2.7524001958812863e-07,1.6210765255499098e-05,3.76,0.0,1.5381413750569735e-06,0.6639989195284763,0.12418403864738506,0.033875479527616985,1.1073452741544096,0.44753688970231237,6.386249226304034e-08,9.578172810325429e-11,0.0006506317201126621,7.518518709470759e-06,2.9580933768922632e-09,1.120859762974317e-10,5.454500024233204e-09,0.0057304360259510445,3.913794531409575e-10,7.007710984732843e-05,6.376651584714198e-05,0.0004065083302887758,0.011290048111292068,5.8050082284939414e-06,7.270759086154317e-06,7.138733628852083e-14,9.76916970744882e-14,3.5414082611582585e-08,7.609710200361496e-08,5.789084183914986e-05,1.916020580616823e-06,0.015599046696936411,2.116996809734448e-07,2.5304078676883735e-11,8.338816147941711e-09,0.0007732742839087807,1.0577288306230944e-06,0.01546463675958616,0.02761118828470881,1.1781110494497308e-06,4.470347562080698e-10,1.2221457399061071e-05,1.321844956311564e-06,0.007318980568878189,4.4115516404427085e-08,8.972652058715089e-06,5.799761854959835e-09,0.0032738228335055073,0.004964475729136972,1.0769484311832888e-13,1.9951686946715875e-14,9.564895333126434e-07,1.130559566168009e-06,3.681072492876953e-07,1.230191430764885e-09,0.00014118642268464975,4.659779424318087e-11,1.838346806703291e-11,0.00067195243323401,6.908484235095127e-09,1.3082095594408588e-10,1.87294706926006e-06,1.8318996165199424e-06,3.71964492187417e-05,0.0005527358412392689,2.520925829692235e-12,3.861541816925768e-09,3.196746989371318e-10,0.0002873684283476936,9.903948857603896e-07,2.1549354282817687e-07,9.746895612284704e-06,6.246120766120821e-12,3.751843458007409e-06,1.0094275181350014e-09,0.0008067233571226833,1.7400082293933756e-09,0.00012563407907841998,0.00040368951867421804,6.212033152268558e-08,1.1844545850221916e-05,6.95314193006734e-10,2.517775670048247e-13,2.6714574749309515e-05,2.5235688144608808e-08,1.01973402504624e-09,4.449747438637474e-09,5.534535032762887e-07,1.2022910262436537e-11,8.951458089795173e-08
0.00025092877418989506,0.931664977636748,0.0002624096020709061,8.627783436103027e-05,0.0001237182855879906,0.06560807947387585,0.0,0.0,0.000692681970224498,2.298830025569789e-05,0.42128165730052386,0.018406840612535787,2.7027054624216775e-05,1.3383817911963911e-11,1.4814503619057396e-08,1.492704010004589e-06,0.0033764131151178337,0.005821566387469143,0.000103120668840633,2.4161712029506143e-06,0.019353945137770393,1.4073934149628565e-07,2.0073436903947736e-07,0.00015327515865456672,3.314548140752225e-07,0.07150544907017811,1.1035697712026516e-06,0.0033441626475431622,0.0011176654370075767,1.2517918082302216e-06,7.592072368947317e-07,2.158944529895554e-09,2.757068918076411e-07,1.6340760565449544e-05,3.76,0.0,1.5353248486469842e-06,0.662673399959358,0.12474619878852444,0.03407014796793983,1.1083245048715469,0.4461974733712813,6.367153369624463e-08,9.549695857620547e-11,0.0006493328843091813,7.4835612742184495e-06,2.9464996945801083e-09,1.117132029713231e-10,5.437942631155295e-09,0.00571443961610557,3.8933669502740835e-10,7.002076925903653e-05,6.367424540797644e-05,0.00040524781067189096,0.01127791615851468,5.791915426223694e-06,7.254378473942153e-06,7.129506831277185e-14,9.756538650039433e-14,3.5369797464339064e-08,7.606906021940853e-08,5.767744129802652e-05,1.9096874093620952e-06,0.01558527047148278,2.114677583223732e-07,2.5233763278116165e-11,8.289523531696987e-09,0.0007730124483395436,1.0588113458918832e-06,0.015560030929534474,0.027691075790820707,1.1861052349144696e-06,4.4906197636074324e-10,1.2309680900905602e-05,1.3312432083450125e-06,0.007354656249354613,4.433066397277109e-08,9.017889316423988e-06,5.81598806690113e-09,0.00329331436805427,0.0049967228081090375,1.0799612438571148e-13,2.000750004401048e-14,9.5747412096584e-07,1.1282514032795574e-06,3.689567559579308e-07,1.237415375766747e-09,0.00014132291117538136,4.677777624376577e-11,1.8320392184832575e-11,0.0006750942043485533,6.890771653150427e-09,1.308723190466627e-10,1.891000824134391e-06,1.8405976834121484e-06,3.707620745303711e-05,0.0005567285030327935,2.50716510936701e-12,3.890011784354588e-09,3.2196085591110075e-10,0.0002897810078460427,9.953653755388545e-07,2.1661809009462499e-07,9.798961447698611e-06,6.2821608420687686e-12,3.7403635529725168e-06,1.0145213911883237e-09,0.0008136054900557413,1.7548523536708786e-09,0.00012555929070781326,0.0004047274017347925,6.246037975501362e-08,1.190905064032507e-05,6.992361725942536e-10,2.5310980306859254e-13,2.6860265965548217e-05,2.537374900893953e-08,1.0259074272052573e-09,4.476658414161369e-09,5.579727246428502e-07,1.2081469701004539e-11,8.902696267729227e-08
0.0002518256088903537,0.9318856994011009,0.000262665081414861,8.621855248459966e-05,0.00012374171573243433,0.06587706219201389,0.0,0.0,0.0006916172628224786,2.2965623415118906e-05,0.4231843013159655,0.01850452578791165,2.707074462325349e-05,1.345349629792314e-11,1.4849003840712153e-08,1.4940946647506422e-06,0.00338022769901025,0.005824803317673993,0.00010333093327531897,2.420080141666291e-06,0.01939553295302846,1.415607092047006e-07,2.0110278612101045e-07,0.0001538797081451336,3.3123520935721966e-07,0.07147703654047749,1.1095707581506208e-06,0.003363315820358976,0.0011211463861429045,1.2551212505368089e-06,7.604390635434044e-07,2.166462586234715e-09,2.7616889089747e-07,1.6470877517020033e-05,3.76,0.0,1.5325148154318636e-06,0.6613508016917133,0.12530767189297526,0.034264532585413,1.109301037561807,0.44486264727041613,6.348122922581857e-08,9.521316059053978e-11,0.0006480369110008127,7.448672914228945e-06,2.9349390338510537e-09,1.1134123563387528e-10,5.421409170815173e-09,0.00569847329422829,3.8730548085318754e-10,6.996414438194714e-05,6.358190770364604e-05,0.0004039898404703935,0.011265788578623454,5.7788406989166214e-06,7.238019548337557e-06,7.120224403520649e-14,9.74383151667053e-14,3.532521594002889e-08,7.603914498533621e-08,5.746469525384429e-05,1.903375551287545e-06,0.015571236892627849,2.112341162763113e-07,2.516346407056029e-11,8.240511406976467e-09,0.0007727444375882975,1.0598667177735157e-06,0.015655125423949447,0.027770305319801958,1.194083714326125e-06,4.510722701023672e-10,1.239774392644713e-05,1.3406233875032777e-06,0.007390295835104726,4.4545594081523305e-08,9.062777649645967e-06,5.83189390918951e-09,0.003312767005277868,0.005028977695809744,1.0829145679745866e-13,2.0062211054139535e-14,9.584440583148959e-07,1.12594409832176e-06,3.6979774033411977e-07,1.244642608897318e-09,0.00014145923160599627,4.695778492327732e-11,1.8257443462430886e-11,0.000678218948910294,6.873055700706568e-09,1.309217936873291e-10,1.9090662417931366e-06,1.8492000388591884e-06,3.695613614620294e-05,0.0005607290156905437,2.493467226495679e-12,3.918540306076324e-09,3.2424947098016266e-10,0.000292200995998711,1.000314522231319e-06,2.1773848344632503e-07,9.850853163341377e-06,6.318170730134745e-12,3.7288439963846653e-06,1.0195759753532385e-09,0.0008205017610727045,1.7697269733978516e-09,0.00012548283842812334,0.00040575633210020526,6.280031430481678e-08,1.1973547540271636e-05,7.031556871306424e-10,2.544399621819253e-13,2.700591442325483e-05,2.551176387105996e-08,1.0320541920445421e-09,4.503453155639779e-09,5.625066000477394e-07,1.2139716824491074e-11,8.854157166902243e-08
0.0002527224435908123,0.9321059598357737,0.00026291982410212364,8.615879934394308e-05,0.00012376432514348113,0.06614545960166712,0.0,0.0,0.00069054406928888,2.2942477356239228e-05,0.42508368459039325,0.01860218202852779,2.7113844551008564e-05,1.352320258701683e-11,1.488328337016035e-08,1.4954710458042392e-06,0.0033840119688339936,0.005827936628494831,0.0001035387380018284,2.423951657397475e-06,0.01943696033848375,1.423832002628674e-07,2.0146781380511442e-07,0.00015448158681986921,3.310082721147181e-07,0.07144687276648912,1.1155696615079158e-06,0.003382452203431063,0.00112460784024191,1.258424393670978e-06,7.616504496495625e-07,2.1739603298731058e-09,2.766260340719787e-07,1.6601110845801473e-05,3.76,0.0,1.5297112920346496e-06,0.6600311247144968,0.1258684543632655,0.03445862869979938,1.1102748769623114,0.4435324001663567,6.329157725543178e-08,9.493033177691257e-11,0.0006467438001767069,7.413855465546913e-06,2.923411536585335e-09,1.1097008232805605e-10,5.4049000802170226e-09,0.005682537295443016,3.8528574814763196e-10,6.990724016207575e-05,6.348950720878295e-05,0.00040273444520627806,0.01125366548039531,5.765784457363299e-06,7.2216828361782266e-06,7.110886966449343e-14,9.731049145675275e-14,3.528034121761604e-08,7.600737757503143e-08,5.725260627482445e-05,1.8970849633493564e-06,0.015556951542653645,2.10998779594337e-07,2.5093183759728353e-11,8.191778722575766e-09,0.0007724704133186559,1.0608953188253373e-06,0.01574991757088078,0.027848879129037937,1.2020462307999905e-06,4.530656519126412e-10,1.2485642638770974e-05,1.3499850948560114e-06,0.007425898951800957,4.4760304472740486e-08,9.10731605586744e-06,5.847480860144203e-09,0.0033321802655071637,0.005061239896060127,1.085808680236777e-13,2.0115825130268373e-14,9.593994567024508e-07,1.1236377752584082e-06,3.706302769730566e-07,1.251873088402865e-09,0.000141595397279516,4.7137822633716097e-11,1.8194624030902868e-11,0.0006813266247579593,6.855337951926858e-09,1.3096941384839286e-10,1.9271418868254466e-06,1.8577065181774205e-06,3.6836239335221324e-05,0.0005647372797899916,2.479832141356093e-12,3.947126669353696e-09,3.2654050150885095e-10,0.00029462834132864987,1.00524223499719e-06,2.1885470047593792e-07,9.902569654040943e-06,6.354149638332509e-12,3.717286297362957e-06,1.0245911569841817e-09,0.000827411956288184,1.7846316272387837e-09,0.0001254047514388057,0.00040677637720143303,6.31401280699709e-08,1.2038035267589016e-05,7.070726454417167e-10,2.5576801748586e-13,2.715151715426045e-05,2.5649729876496027e-08,1.0381740868829195e-09,4.530130650937387e-09,5.670550542163133e-07,1.219765021619585e-11,8.805840873395401e-08
0.0002536192782912709,0.9323257583103325,0.000263173841168208,8.609858071040212e-05,0.00012378611985902602,0.06641327158630785,0.0,0.0,0.0006894625442978475,2.2918869413990118e-05,0.4269797924341541,0.018699808169365156,2.715635698825172e-05,1.3592931403502261e-11,1.4917343572602194e-08,1.4968333375925725e-06,0.003387766066241457,0.005830967099358181,0.00010374409543147548,2.4277860231759483e-06,0.019478228652580025,1.432068030709218e-07,2.0182946958821968e-07,0.000155080790276731,3.3077408845753585e-07,0.07141497767755008,1.1215663585474854e-06,0.0034015713793209205,0.0011280498299657395,1.2617013127176127e-06,7.628415048987496e-07,2.1814376660018118e-09,2.7707833855008024e-07,1.6731455316739884e-05,3.76,0.0,1.5269142939630237e-06,0.6587143688945313,0.12642854266537806,0.03465243170432642,1.1112460278762923,0.44220672073559897,6.310257617617722e-08,9.464846975233393e-11,0.0006454535517063385,7.379110714009248e-06,2.911917377966756e-09,1.105997503730361e-10,5.38841580238295e-09,0.005666631848421726,3.8327743831115973e-10,6.985006139909696e-05,6.339704828599519e-05,0.0004014816497294781,0.011241546971027413,5.75274709314451e-06,7.205368840427448e-06,7.10149559143229e-14,9.718193013397197e-14,3.523517872168829e-08,7.597377907885312e-08,5.7041176824574065e-05,1.8908156114974704e-06,0.01554241991582604,2.107617724044316e-07,2.5022925372674728e-11,8.143324700802195e-09,0.0007721905340800488,1.0618975118151984e-06,0.015844404779129982,0.02792679950014172,1.2099925366890887e-06,4.550421103440269e-10,1.2573373277093835e-05,1.3593279383660525e-06,0.007461465226682219,4.497479289791851e-08,9.15150360201572e-06,5.862750227028316e-09,0.003351553677402001,0.005093508916833547,1.0886438216166687e-13,2.0168346714178596e-14,9.603404282342487e-07,1.1213325553779696e-06,3.714544409879567e-07,1.2591067549402407e-09,0.00014173142086172947,4.7317891386525566e-11,1.813193585680129e-11,0.0006844171923534268,6.837620154775107e-09,1.3101521484588846e-10,1.9452263327253205e-06,1.8661169785116246e-06,3.671652095924393e-05,0.0005687531959202137,2.4662599190724342e-12,3.9757701588031736e-09,3.288339051082838e-10,0.0002970629922426147,1.0101484258008759e-06,2.1996671904686836e-07,9.954109841055449e-06,6.390096783059552e-12,3.7056919398915602e-06,1.029566830414872e-09,0.0008343358625429844,1.7995658554249012e-09,0.00012532505854236017,0.00040778760435576753,6.347981400534879e-08,1.2102512543485083e-05,7.109869581285523e-10,2.570939420913517e-13,2.72970712012325e-05,2.5787644186376502e-08,1.0442668963033958e-09,4.556689962066758e-09,5.716180107532267e-07,1.2255268782270753e-11,8.757747456796629e-08
0.0002545161129917295,0.93254509417133,0.0002634271437870076,8.603790220765925e-05,0.00012380710590283663,0.06668049806595522,0.0,0.0,0.0006883728407610263,2.2894806847448738e-05,0.4288726104663594,0.01879740305876728,2.7198284537363986e-05,1.3662684200779994e-11,1.4951185433579313e-08,1.4981816033526524e-06,0.0033914901321795005,0.005833895503056175,0.00010394701797846324,2.4315835064532264e-06,0.019519339246491692,1.4403150603164106e-07,2.0218776866864224e-07,0.0001556773142893359,3.3053274464516486e-07,0.0713813710462609,1.1275607290835255e-06,0.0034206729349170453,0.001131472386405197,1.264952083841862e-06,7.640123336206424e-07,2.1888944981171546e-09,2.775258216621186e-07,1.6861905722786325e-05,3.76,0.0,1.5241238357851755e-06,0.6574005339864286,0.12698793332415417,0.03484593706027344,1.112214495166749,0.44088559757377416,6.291422436731082e-08,9.436757211544553e-11,0.0006441661653492316,7.344440400577173e-06,2.900456723151562e-09,1.1023024708631644e-10,5.3719567696453025e-09,0.005650757176043434,3.8128049168830894e-10,6.97926128215284e-05,6.330453519976462e-05,0.0004002314783281455,0.011229433156342797,5.7397289881934166e-06,7.189078051794746e-06,7.092051282250707e-14,9.705264492941425e-14,3.5189733520602236e-08,7.593837042287774e-08,5.6830409259684054e-05,1.8845674587824658e-06,0.015527647425099515,2.105231186806681e-07,2.4952691807878053e-11,8.095148460691085e-09,0.0007719049555554522,1.0628736589012322e-06,0.015938584531631685,0.02800406873632759,1.2179223928362658e-06,4.570016440413588e-10,1.2660932149867598e-05,1.3686515336580465e-06,0.007496994288527369,4.518905711782452e-08,9.195339420816493e-06,5.8777034202097226e-09,0.003370886777391593,0.0051257842699346,1.0914202539882128e-13,2.0219780657486174e-14,9.61267083119954e-07,1.1190285572363755e-06,3.722703072080428e-07,1.2663435577217596e-09,0.00014186731444036296,4.749799339461297e-11,1.806938089240227e-11,0.0006874906145588144,6.819903947517919e-09,1.3105923177171959e-10,1.963318161703524e-06,1.8744312967274836e-06,3.659698487221964e-05,0.0005727766646894832,2.452750581474629e-12,4.0044700616166895e-09,3.3112963960772745e-10,0.000299504897040731,1.015033009409594e-06,2.2107451767865157e-07,1.0005472670482844e-05,6.426011389277338e-12,3.694062384631839e-06,1.0345028973484475e-09,0.000841273267369645,1.814529199679475e-09,0.00012524378817322076,0.0004087900807475869,6.381936508328429e-08,1.2166978092329382e-05,7.148985358947863e-10,2.584177097116468e-13,2.744257361665596e-05,2.5925503970776256e-08,1.050332408587031e-09,4.5831301677831165e-09,5.761953933093024e-07,1.2312571406501315e-11,8.709876957184653e-08
0.0002554129476921881,0.9327639669107467,0.00026367974311763634,8.597676929969703e-05,0.0001238272892369388,0.06694713898530026,0.0,0.0,0.0006872751102974743,2.287029686397024e-05,0.4307621245139869,0.01889496555415493,2.7239629819231434e-05,1.3732466631508314e-11,1.498480966229872e-08,1.499515832928216e-06,0.0033951843070763013,0.005836722607852032,0.00010414751811595397,2.435344367357119e-06,0.019560293466515884,1.4485729755549006e-07,2.025427246337514e-07,0.00015627115474926782,3.3028432725301413e-07,0.07134607253924248,1.1335526544270774e-06,0.003439756460012875,0.0011348755409443425,1.2681767841341512e-06,7.65163042015094e-07,2.1963307281931635e-09,2.7796850072085e-07,1.699245687599747e-05,3.76,0.0,1.5213399314439218e-06,0.6560896196696806,0.127546622904022,0.03503914027492185,1.1131802837367932,0.4395690192227009,6.272652020020984e-08,9.408763645250794e-11,0.0006428816407913039,7.309846234225336e-06,2.889029723605387e-09,1.0986157974320492e-10,5.355523401660212e-09,0.0056349134972429596,3.792948479120531e-10,6.973489911387902e-05,6.321197214669835e-05,0.000398983954765231,0.011217324141379164,5.726730516280057e-06,7.17281095062709e-06,7.082554927473207e-14,9.69226479282732e-14,3.5144010102786565e-08,7.59011724221135e-08,5.6620305853101075e-05,1.8783404654504782e-06,0.015512639428608642,2.1028284225404052e-07,2.4882485832191607e-11,8.047249037476527e-09,0.0007716138315599278,1.0638241215696595e-06,0.01603245436117217,0.02808068915502478,1.2258355658416394e-06,4.5894426130070586e-10,1.2748315625654917e-05,1.3779555030514725e-06,0.007532485767149622,4.5403094899448626e-08,9.238822691754543e-06,5.89234191357936e-09,0.00339017910709694,0.00515806546977567,1.0941382522165022e-13,2.027013206751321e-14,9.621795283889153e-07,1.1167258978159278e-06,3.7307795006060534e-07,1.2735834534319286e-09,0.00014200308972789374,4.7678130994924824e-11,1.800696108027708e-11,0.0006905468558471453,6.802190883170066e-09,1.3110149873321594e-10,1.981415961803064e-06,1.8826493633888783e-06,3.6477634859450895e-05,0.0005768075867215004,2.4393041139745983e-12,4.033225666602753e-09,3.334276630094621e-10,0.0003019540039595439,1.0198959022612005e-06,2.2217807532595146e-07,1.0056657103659586e-05,6.461892687659177e-12,3.68239907663031e-06,1.0393992647197228e-09,0.0008482239587620671,1.8295212027208645e-09,0.00012516096851785863,0.00040978387348363854,6.415877429431404e-08,1.2231430641342536e-05,7.188072896253741e-10,2.597392945149902e-13,2.7588021460662102e-05,2.6063306407065034e-08,1.0563704143204896e-09,4.609450357240626e-09,5.807871260424671e-07,1.2369556937156781e-11,8.662229395863978e-08
0.00025630978239264674,0.9329823759057879,0.0002639316498393838,8.591518741955949e-05,0.00012384667573861284,0.06721319432844589,0.0,0.0,0.0006861695025706292,2.284534658836034e-05,0.43264832073974857,0.01899249452733177,2.7280395446553893e-05,1.3802278304830034e-11,1.5018217263168603e-08,1.5008361239089133e-06,0.0033988487306007716,0.005839449174834151,0.00010434560831776605,2.4390688659165224e-06,0.01960109265092271,1.456841660737181e-07,2.0289435295392427e-07,0.0001568623077389719,3.300289218012624e-07,0.07130910165072968,1.1395420157168051e-06,0.003458821549135018,0.00113825932543397,1.2713754908906169e-06,7.662937425780923e-07,2.2037462617532782e-09,2.784063930917371e-07,1.7123103619583554e-05,3.76,0.0,1.518562593863018e-06,0.6547816255028903,0.12810460803348434,0.035232036929873936,1.1141433985533755,0.43825697413869724,6.253946203419016e-08,9.380866033284181e-11,0.0006415999776000158,7.275329874147076e-06,2.87763652530969e-09,1.094937552765187e-10,5.339116111245685e-09,0.005619101024711554,3.773204474473405e-10,6.967692491799609e-05,6.311936326012724e-05,0.00039773910207117685,0.011205220029737183,5.713752041664782e-06,7.156568005284932e-06,7.073007401226694e-14,9.679195110587011e-14,3.5098012912487754e-08,7.58622057077212e-08,5.641086873732887e-05,1.8721345922860656e-06,0.015497401195988499,2.1004096668324245e-07,2.481231020584446e-11,7.999625501013743e-09,0.0007713173128309686,1.0647492546617836e-06,0.016126011880845063,0.028156663096439057,1.2337318247745834e-06,4.608699683797054e-10,1.2835520139082118e-05,1.3872394758087682e-06,0.0075679392941039505,4.561690402026094e-08,9.281952668992704e-06,5.906667195143498e-09,0.00340943021661555,0.0051903520349493,1.0967980923933142e-13,2.031940605617708e-14,9.630778702293025e-07,1.1144246907790097e-06,3.738774429849211e-07,1.2808263926773662e-09,0.0001421387578138557,4.785830623125312e-11,1.7944678278351838e-11,0.0006935858832836431,6.784482513977396e-09,1.311420495007612e-10,1.9995183308707057e-06,1.8907710907685512e-06,3.635847461050441e-05,0.0005808458626718453,2.425920517085051e-12,4.0620362610334224e-09,3.357279335532451e-10,0.00030441026113119053,1.0247370238871908e-06,2.232773715154516e-07,1.010766212892644e-05,6.497739917323889e-12,3.670703435652571e-06,1.0442558479205771e-09,0.0008551877254727483,1.8445414089036052e-09,0.00012507662736138531,0.0004107690495133031,6.449803466142159e-08,1.2295868921356537e-05,7.227131309497829e-10,2.610586707691537e-13,2.773341180457532e-05,2.6201048684711027e-08,1.062380711937799e-09,4.635649653246859e-09,5.853931329447965e-07,1.2426224318228128e-11,8.614804759321824e-08
