Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68)
0.0039952215170723565,0.5210711109556887,8.293392413935104e-09,1.3392959540556037e-09,7.164339954792102e-09,1.1116075823287454e-05,0.0,0.0,5.4254917727521295e-05,1.081578594856561e-05,3.14974790352206e-05,7.928964017854021e-08,3.2588401526088913e-11,2.6332530996938704e-27,1.3889235034944932e-19,7.678374268969686e-13,9.844965963179631e-08,4.5522725834849475e-05,2.2717617033402364e-13,3.50152103087093e-17,1.4741119986563581e-06,3.3551948279234916e-15,7.298557989485726e-15,2.1039869684623184e-10,1.2588145913895761e-11,7.25382338234302e-06,8.220227634214418e-14,6.554282895070444e-10,8.981820699196327e-11,9.329840517421435e-15,8.793526991986643e-13,4.581127896555104e-15,4.7447054522427e-12,3.94966077506732e-11,3.76,0.0,0.5819776873433419,0.9998015419277771,6.498109991334689e-05,3.1215442340352703e-06,0.13627660456260407,0.13616414191736936,2.514962626375822e-09,1.1751143420432573e-15,3.8592176739927346e-05,1.4856722554977459e-05,4.3609497904182404e-14,3.037882729096785e-14,5.260128856789653e-13,2.510956597219694e-05,4.50080856557209e-12,1.1280469356351217e-10,1.2293082671367428e-10,3.7943352234977465e-08,1.924410035361657e-08,1.969108795636227e-08,1.4659546380864867e-08,2.9084432895827005e-16,1.0473083161832926e-17,4.360010168444074e-14,5.111545489739918e-15,8.43792636284232e-08,1.0922341125380961e-09,2.0750461729329095e-10,4.772820952165556e-18,1.1292283295771532e-09,9.5489768604371e-12,1.5366358366351073e-09,2.1354981611792295e-09,0.00011281600786015941,5.102566422299515e-08,1.9174938678896945e-08,8.333973110679168e-15,3.3605324991295034e-09,1.384553114433913e-13,3.3319010432147296e-09,2.6718467146937273e-17,2.5082870738847564e-13,9.167766616429556e-15,6.829866939398647e-11,1.3081316773815098e-07,6.33678373082459e-08,1.3575111171977166e-11,2.936577791400626e-17,1.0082995129609451e-18,3.532719240137464e-10,7.007382989472553e-18,7.115032476155624e-08,8.035601745332107e-17,1.1604246282909424e-20,1.0446313207348335e-12,3.316850520318578e-13
0.004012872659518541,0.5211213631356926,8.382536967250756e-09,1.3561708605711618e-09,7.26146289314485e-09,1.1261193782277987e-05,0.0,0.0,5.478391582169861e-05,1.0948886392031923e-05,3.190052888611384e-05,8.086838742526378e-08,3.307849642419152e-11,2.734182702455023e-27,1.4272562228509475e-19,7.805910694719975e-13,1.0022267082290925e-07,4.590946793908771e-05,2.340365084337538e-13,3.5762847468390245e-17,1.4868092761392872e-06,3.3843991688365935e-15,7.420063651957443e-15,2.1661004953500241e-10,1.2934034470739442e-11,7.397596660292483e-06,8.291168236370306e-14,6.681940345974242e-10,9.3336031943832e-11,9.673619740949826e-15,8.958454085463804e-13,4.683927823923021e-15,4.8271801110405e-12,4.02624978734527e-11,3.76,0.0,0.5814356477619679,0.9997996883079762,6.598728212163366e-05,3.181054027183557e-06,0.13681759468765337,0.1367037273388631,2.5126424242233184e-09,1.1754699590707473e-15,3.859210518660833e-05,1.509534387737731e-05,4.4310196896492934e-14,3.088343669096007e-14,5.351197234958248e-13,2.5308105316354144e-05,4.518200065610761e-12,1.1465291962785487e-10,1.2478718884753982e-10,3.8564223157069954e-08,1.9552927923482465e-08,1.9965419356173356e-08,1.4864652219143768e-08,2.9564653242007593e-16,1.0646005919981646e-17,4.432892286815566e-14,5.2078565267754214e-15,8.565905790128699e-08,1.1096540019902745e-09,2.0959131721491207e-10,4.851677306572532e-18,1.1494530533299445e-09,9.632881225293565e-12,1.5597891798057061e-09,2.1613387466410614e-09,0.00011434536817410461,5.197813725287804e-08,1.939575545672969e-08,8.45020694650527e-15,3.3989084065272253e-09,1.408621530118426e-13,3.3922351688399835e-09,2.7202508878024977e-17,2.575876613830114e-13,9.414798614199534e-15,7.014436371982717e-11,1.3063745176291847e-07,6.424079576832728e-08,1.394061298749421e-11,3.0156428307336e-17,1.0391234215876501e-18,3.575198629391297e-10,7.17441296881808e-18,7.182009130359976e-08,8.20825135596407e-17,1.1936201345073937e-20,1.0600692914900074e-12,3.3654443593010857e-13
0.004030523801964726,0.5211715695740989,8.47241117403212e-09,1.3732234228574986e-09,7.359727599091355e-09,1.1407741179402525e-05,0.0,0.0,5.53167985981847e-05,1.1083486540682382e-05,3.230738393432602e-05,8.247359527450955e-08,3.3574968592324765e-11,2.840309013910132e-27,1.46653466561092e-19,7.935208149545704e-13,1.0202286347028257e-07,4.629773376857688e-05,2.4108331488224004e-13,3.652411378444087e-17,1.4995578447676128e-06,3.4137253326997072e-15,7.543295210599675e-15,2.2298774586002838e-10,1.3288557422700265e-11,7.543690666535445e-06,8.362481390118283e-14,6.811870144877738e-10,9.698116334424561e-11,1.0029070923377577e-14,9.12595216898374e-13,4.7889054109743726e-15,4.910920745473629e-12,4.104106243411741e-11,3.76,0.0,0.5808940942570926,0.9997978169572488,6.700621907837565e-05,3.2415623174754447e-06,0.13735808629116372,0.13724280009681394,2.5103243169076513e-09,1.1758252000501651e-15,3.859203294888311e-05,1.5336956112149644e-05,4.501969210727167e-14,3.139515172586144e-14,5.443610978028695e-13,2.5507854316579073e-05,4.5355715209386174e-12,1.1652674794727064e-10,1.26666662549217e-10,3.9193630741389954e-08,1.986590192293313e-08,2.0242705400974227e-08,1.507197730475027e-08,3.0051454312533615e-16,1.0821298293757138e-17,4.5067992884175793e-14,5.305676068283422e-15,8.695479889033754e-08,1.1273058597854189e-09,2.1172184332874267e-10,4.931615535547597e-18,1.1699856287575236e-09,9.719022933460102e-12,1.583228437961648e-09,2.1874568814186395e-09,0.00011589211080620341,5.2945327358466736e-08,1.961879471455628e-08,8.567695456290503e-15,3.4376667706658168e-09,1.4330492487164306e-13,3.4534743985272862e-09,2.7693814807205017e-17,2.64515481301412e-13,9.668003208117337e-15,7.203628606425197e-11,1.3045733632259077e-07,6.512153732098379e-08,1.4315231461783693e-11,3.096679964947802e-17,1.070804505579969e-18,3.61813258336802e-10,7.344773491683825e-18,7.249121050082397e-08,8.384005240707991e-17,1.2276941259098924e-20,1.075670084531321e-12,3.41454967854955e-13
0.0040481749444109105,0.5212217303222739,8.563019111784546e-09,1.3904552531919499e-09,7.459146175184656e-09,1.1555728165952836e-05,0.0,0.0,5.585358330628731e-05,1.1219603280313048e-05,3.271807639447687e-05,8.410563855593701e-08,3.407789084451353e-11,2.949596384331046e-27,1.5067917319918602e-19,8.06628889100627e-13,1.038505899551385e-07,4.66875228471594e-05,2.4832115319111003e-13,3.7299233411765915e-17,1.51235766402285e-06,3.443173257118798e-15,7.668275529801617e-15,2.295358298210099e-10,1.3651909438994783e-11,7.692135137518267e-06,8.434168921133276e-14,6.944112629161367e-10,1.0075786712375413e-10,1.0396558570406232e-14,9.296054230070461e-13,4.8961047985852394e-15,4.995945045298636e-12,4.183248362024263e-11,3.76,0.0,0.5803530262062776,0.9997959277200645,6.803804837775388e-05,3.3030834144173704e-06,0.1378980798700318,0.13778136055395068,2.508008301708577e-09,1.1761800648187234e-15,3.8591960020747994e-05,1.5581586957371455e-05,4.573806547391431e-14,3.191406059934646e-14,5.537387764438349e-13,2.5708827920208514e-05,4.552922951891444e-12,1.184264907612315e-10,1.2856948885032083e-10,3.983167424651964e-08,2.018306916773772e-08,2.0522968509770706e-08,1.5281538633134446e-08,3.0544913104340997e-16,1.0998988085733289e-17,4.581744262739724e-14,5.405023240165714e-15,8.82666489658729e-08,1.1451922776960028e-09,2.1389744967561158e-10,5.012648820455664e-18,1.1908300092011588e-09,9.807454704477639e-12,1.6069564872688277e-09,2.2138552303874134e-09,0.00011745640669856835,5.392742328631403e-08,1.984407642154615e-08,8.686448220397661e-15,3.476810982981096e-09,1.457841172330308e-13,3.515629948106383e-09,2.8192474980450825e-17,2.7161615356732283e-13,9.92752465629185e-15,7.397551643660708e-11,1.3027290137808404e-07,6.60100909851892e-08,1.4699178557209587e-11,3.1797350453964623e-17,1.1033646180507505e-18,3.661525470043145e-10,7.518518300336339e-18,7.316364638790659e-08,8.562909602338134e-17,1.262668100180162e-20,1.0914346712990703e-12,3.464169589620644e-13
0.004065826086857095,0.5212718454317532,8.654364801153634e-09,1.4078679701085586e-09,7.559730812955925e-09,1.1705164931237263e-05,0.0,0.0,5.639428711261984e-05,1.1357253651393531e-05,3.3132638838612754e-05,8.576489641599779e-08,3.458733653255502e-11,3.0612321337411734e-27,1.5480544934960978e-19,8.199173827719577e-13,1.0570620691508328e-07,4.707883473033205e-05,2.557546792482241e-13,3.808842447661624e-17,1.5252086933908188e-06,3.4727428797184535e-15,7.795026537031534e-15,2.3625842870266746e-10,1.4024289118728632e-11,7.84296008367436e-06,8.506232649324475e-14,7.078708858619452e-10,1.0467053352790893e-10,1.0776457750446236e-14,9.468793576517887e-13,5.005570439109159e-15,5.082271143172538e-12,4.2636945811834313e-11,3.76,0.0,0.5798124429862649,0.9997940204397047,6.908290884013726e-05,3.3656317875477222e-06,0.13843757592106817,0.13831940907166593,2.5056943759023755e-09,1.1765345532095847e-15,3.859188639615385e-05,1.5829264253826463e-05,4.6465399253864216e-14,3.244025190103935e-14,5.632545356755774e-13,2.591104126240225e-05,4.5702543787265035e-12,1.2035246173910792e-10,1.3049590970867934e-10,4.0478454285477684e-08,2.0504476921823223e-08,2.080623103576499e-08,1.5493353119382308e-08,3.1045107345202786e-16,1.1179103250633449e-17,4.657739831009407e-14,5.505917344629843e-15,8.959477177557662e-08,1.1633158717323512e-09,2.1611942075168167e-10,5.0947897475728576e-18,1.211990195018693e-09,9.898230343750239e-12,1.6309762262714495e-09,2.2405364642113694e-09,0.00011903842815470437,5.4924615706795344e-08,2.0071620458991468e-08,8.806474809841999e-15,3.516344426013518e-09,1.4830022367752582e-13,3.5787131408128996e-09,2.8698580304849707e-17,2.7889374274833383e-13,1.0193511218568212e-14,7.596315799302957e-11,1.3008422744785942e-07,6.690648598731713e-08,1.5092670792785864e-11,3.2648549095629206e-17,1.1368261358613791e-18,3.7053816726146717e-10,7.695701544466764e-18,7.38373631957113e-08,8.745011175423532e-17,1.2985638337761143e-20,1.1073640279737954e-12,3.5143072195701307e-13
0.00408347722930328,0.5213219149540284,8.746452318064756e-09,1.4254631793954348e-09,7.66149358673831e-09,1.1856061707510881e-05,0.0,0.0,5.693892709799251e-05,1.1496454858998343e-05,3.355110422182134e-05,8.745175259324116e-08,3.5103378858249786e-11,3.1783143708439094e-27,1.5903272932462617e-19,8.333880823025729e-13,1.0759007400398343e-07,4.7471669007705835e-05,2.633885991980706e-13,3.8891885201746334e-17,1.53811089236185e-06,3.502434138153085e-15,7.923567993809755e-15,2.431597595242634e-10,1.4405898085777234e-11,7.996195807258351e-06,8.578674359777417e-14,7.215700670231315e-10,1.0872368760327934e-10,1.1169153941416304e-14,9.644203739113851e-13,5.1173468192225334e-15,5.1699168851648304e-12,4.3454635737478713e-11,3.76,0.0,0.5792723439729135,0.9997920949581801,7.014094059874196e-05,3.4292220776419045e-06,0.13897657494099486,0.13885694600993218,2.503382536761554e-09,1.1768886650507493e-15,3.859181206900247e-05,1.6080015993367684e-05,4.720177596299999e-14,3.297380920641184e-14,5.729100436724203e-13,2.6114509677107557e-05,4.587565821620646e-12,1.2230495436866216e-10,1.3244615507376781e-10,4.1134072102885604e-08,2.083017291021166e-08,2.109251509420672e-08,1.5707437447941357e-08,3.1552109643915943e-16,1.1361669851901045e-17,4.734797632054489e-14,5.608377871569698e-15,9.093933213002017e-08,1.181679283211443e-09,2.1838907397301962e-10,5.1780497516637805e-18,1.233470223334653e-09,9.991404802596493e-12,1.6552905740032004e-09,2.2675033104326055e-09,0.00012063834893785541,5.593709734369769e-08,2.030144688978229e-08,8.927784753737255e-15,3.5562705269153565e-09,1.5085367524584491e-13,3.6427354140914725e-09,2.921222260684535e-17,2.863522721616542e-13,1.0466112099453914e-14,7.800033695107445e-11,1.298913956352386e-07,6.781075178819429e-08,1.549592928238332e-11,3.3520873871656973e-17,1.1712115213025757e-18,3.749705636550352e-10,7.876377657721221e-18,7.451232537092511e-08,8.930357264175552e-17,1.3354033493887978e-20,1.1234591359549906e-12,3.564965712547526e-13
0.0041011283717494644,0.5213719389406936,8.839285661248518e-09,1.4432424997416697e-09,7.764446777504816e-09,1.2008428765873298e-05,0.0,0.0,5.748752025281679e-05,1.1637224271247887e-05,3.397350587944731e-05,8.916659538830162e-08,3.562609219699239e-11,3.300668711124551e-27,1.633634386016191e-19,8.470431381791486e-13,1.0950255383137789e-07,4.786602530304856e-05,2.7122774827293827e-13,3.9709838349802864e-17,1.5510642204306225e-06,3.5322469701267292e-15,8.05392248515438e-15,2.5024412916430537e-10,1.4796941922479718e-11,8.151872899001767e-06,8.651495928983824e-14,7.355130680570083e-10,1.1292199061151415e-10,1.1575042993870351e-14,9.822318672587228e-13,5.231480209504556e-15,5.2589002269558805e-12,4.4285742460765645e-11,3.76,0.0,0.5787327285412117,0.9997901511162517,7.1212285083624e-05,3.4938690951889188e-06,0.13951507742644986,0.1393939717273197,2.501072781554966e-09,1.177242400166396e-15,3.859173703314699e-05,1.6333870315701073e-05,4.7947278785195344e-14,3.3514820155683376e-14,5.827070554691924e-13,2.6319248695079978e-05,4.604857300652469e-12,1.2428427719867794e-10,1.3442046385219308e-10,4.1798629535189853e-08,2.1160205261021827e-08,2.1381843158932076e-08,1.5923808647261036e-08,3.2065995629486205e-16,1.1546715206891352e-17,4.812930683776963e-14,5.712424496791279e-15,9.23004959912953e-08,1.2002851758121343e-09,2.2070775986659296e-10,5.2624418372638394e-18,1.2552741629723826e-09,1.0087034215104878e-11,1.6799024691040002e-09,2.294758515806222e-09,0.00012225634424772207,5.696506295734362e-08,2.0533576128523443e-08,9.050387677075683e-15,3.59659275505943e-09,1.5344493956158566e-13,3.7077083183832265e-09,2.9733494621514014e-17,2.9399591796457426e-13,1.0745479353812307e-14,8.008820344059961e-11,1.296944875988227e-07,6.872291810128457e-08,1.590917973102568e-11,3.441481301104177e-17,1.206543924051139e-18,3.7945018477117456e-10,8.06060233793382e-18,7.518849758357661e-08,9.118995737398408e-17,1.3732095457765597e-20,1.1397209821582333e-12,3.616148230673181e-13
0.004118779514195649,0.5214219174433458,8.93286892318854e-09,1.4612076102525255e-09,7.868603030215748e-09,1.2162276421062717e-05,0.0,0.0,5.804008347203012e-05,1.177957942513448e-05,3.4399877543519066e-05,9.090981788192355e-08,3.615555234014982e-11,3.425090123234226e-27,1.6780209996843497e-19,8.608849606337738e-13,1.1144401388042689e-07,4.826190327599066e-05,2.7927711580209405e-13,4.0542527497777486e-17,1.5640686370962346e-06,3.5621813133752e-15,8.186114628697412e-15,2.575159387907295e-10,1.519763133191579e-11,8.310022249943951e-06,8.724699279158526e-14,7.497042326296185e-10,1.1727024783038252e-10,1.199453245305622e-14,1.0003172799775387e-12,5.348018191878324e-15,5.349240064526949e-12,4.5130457476869154e-11,3.76,0.0,0.5781935960652395,0.9997881887533802,7.229708507255458e-05,3.559587827405659e-06,0.1400530838739888,0.13993048658094157,2.4987651075476266e-09,1.1775957583772619e-15,3.8591661282390544e-05,1.6590855512764704e-05,4.870199149657984e-14,3.406337976207121e-14,5.926474853931639e-13,2.652527405335418e-05,4.62212883580919e-12,1.2629076759920268e-10,1.3641909204838624e-10,4.247222996970093e-08,2.149462252560235e-08,2.1674237906513628e-08,1.6142483922049396e-08,3.258684783130211e-16,1.1734269095933804e-17,4.8921529297815304e-14,5.8180770895603566e-15,9.367843072062492e-08,1.2191362360533474e-09,2.230768638522965e-10,5.3479800038328395e-18,1.2774061326291015e-09,1.0185175948662153e-11,1.7048148743362235e-09,2.3223047996195044e-09,0.0001238925907792865,5.8008709432283804e-08,2.0768028564809434e-08,9.174293275589552e-15,3.6373145677622072e-09,1.5607456834774351e-13,3.773643522280965e-09,3.02624900297061e-17,3.0182908998271245e-13,1.1031771452465734e-14,8.222793374548766e-11,1.2949358556129182e-07,6.964301491775511e-08,1.6332652873659076e-11,3.5330865646618515e-17,1.242847451195792e-18,3.839774785018897e-10,8.248432082770183e-18,7.58658447425337e-08,9.310975052454674e-17,1.4120058345181066e-20,1.1561505594608768e-12,3.6678579555013584e-13
0.004136430656641834,0.5214718505136577,9.027206088972764e-09,1.4793601577512254e-09,7.973974842117045e-09,1.2317615026557612e-05,0.0,0.0,5.85966335541539e-05,1.1923538025531558e-05,3.483025334259929e-05,9.268181793857112e-08,3.669183480719522e-11,3.553822310684825e-27,1.7234978491859812e-19,8.749154496560395e-13,1.1341482593076737e-07,4.865930262235905e-05,2.8754174494412725e-13,4.1390165115449923e-17,1.5771241018620328e-06,3.592237105656611e-15,8.32016541288281e-15,2.6497968470752873e-10,1.5608181038433443e-11,8.470675049923482e-06,8.798286270617009e-14,7.64147987019264e-10,1.2177341126467447e-10,1.2428042438131904e-14,1.0186800759130173e-12,5.467007853800142e-15,5.440955414003676e-12,4.598897471190236e-11,3.76,0.0,0.5776549459181762,0.9997862077077352,7.33954846840766e-05,3.6263934377338807e-06,0.14059059478008915,0.14046649092646643,2.496459512000689e-09,1.1779487394987317e-15,3.859158481048683e-05,1.6851000026210237e-05,4.94659979989449e-14,3.461957692256519e-14,6.027331158605387e-13,2.6732601693861497e-05,4.639380447003816e-12,1.2832473906402828e-10,1.3844228174461031e-10,4.3154978088643134e-08,2.18334737640721e-08,2.1969721660235674e-08,1.6363480126778068e-08,3.311474445143581e-16,1.1924359542777352e-17,4.9724766321816603e-14,5.925355711238974e-15,9.507330504715259e-08,1.2382351777168073e-09,2.2549780668095432e-10,5.434676261772799e-18,1.2998703012292939e-09,1.0285888635394267e-11,1.7300307766982693e-09,2.3501449225946856e-09,0.00012554726670838682,5.9068235773189226e-08,2.100482448682239e-08,9.299511160123728e-15,3.6784394303894392e-09,1.587430424963176e-13,3.8405528119611235e-09,3.079930345629717e-17,3.0985614780691055e-13,1.1325149725599603e-14,8.442073035357482e-11,1.29288772283116e-07,7.057107252745508e-08,1.6766584679960448e-11,3.6269542225489536e-17,1.2801464513157734e-18,3.885528962011176e-10,8.439923426621426e-18,7.654433200420811e-08,9.506344253959618e-17,1.4518157276001795e-20,1.1727488670695737e-12,3.720098089060381e-13
0.004154081799088018,0.5215217382033279,9.122301249256257e-09,1.497701776928152e-09,8.080574584223518e-09,1.2474454979597664e-05,0.0,0.0,5.915718720263982e-05,1.2069117947088083e-05,3.526466780901588e-05,9.448299823109953e-08,3.723501513436869e-11,3.6898270768051975e-27,1.7700663455939013e-19,8.891364535033341e-13,1.1541536362115478e-07,4.905822307510587e-05,2.9602673973883303e-13,4.225295750201897e-17,1.5902305742356208e-06,3.622414284782985e-15,8.456095471155513e-15,2.7263996074584713e-10,1.602880847107346e-11,8.633862790415578e-06,8.872258784093882e-14,7.788488421650186e-10,1.2643658450931862e-10,1.2876003659663044e-14,1.037323745335887e-12,5.588497130245446e-15,5.534064596408426e-12,4.686149056907119e-11,3.76,0.0,0.5771167774722735,0.9997842078161742,7.4507629402041e-05,3.694301268812839e-06,0.1411276106411524,0.141001985118106,2.494155992171371e-09,1.1783013433408068e-15,3.8591507611138524e-05,1.711433244790673e-05,5.0239382607537244e-14,3.5183495638739145e-14,6.129656231335519e-13,2.6941247763605458e-05,4.6566121540552884e-12,1.3038648475606227e-10,1.404902629472129e-10,4.384697852173813e-08,2.217680843120176e-08,2.2268316746179434e-08,1.6586814128909063e-08,3.364975809097921e-16,1.2117012677575351e-17,5.053913934199822e-14,6.0342806173196666e-15,9.648528873456463e-08,1.2575847365457067e-09,2.2797204548895264e-10,5.522542493571633e-18,1.3226708627018358e-09,1.038923218665662e-11,1.755553181142184e-09,2.3782817345933797e-09,0.00012722055172345142,6.014384313077893e-08,2.1243984812763307e-08,9.426050947018354e-15,3.719970910057265e-09,1.614507722768571e-13,3.908448091977269e-09,3.1344030481424736e-17,3.1808141080594723e-13,1.1625774856303774e-14,8.666781989210957e-11,1.2908013105551588e-07,7.150712154230745e-08,1.721121588882673e-11,3.72313634813228e-17,1.3184652970189133e-18,3.9317690010169346e-10,8.635133723411899e-18,7.722392478432505e-08,9.705152984347128e-17,1.4926633536508e-20,1.1895169108723947e-12,3.7728718549333384e-13
0.004171732941534203,0.5215715805641202,9.218158352303726e-09,1.5162341532351153e-09,8.188415159547388e-09,1.2632806714798577e-05,0.0,0.0,5.972176101780731e-05,1.2216337233698787e-05,3.5703155880064966e-05,9.631376630066685e-08,3.7785171065958145e-11,3.829234728467036e-27,1.8177782779125072e-19,9.035505355286072e-13,1.1744600434784359e-07,4.94586644046916e-05,3.047373997766653e-13,4.313116137941249e-17,1.6033880137286688e-06,3.652712788620196e-15,8.593930799347802e-15,2.805014593428585e-10,1.6459735614926497e-11,8.79961726501548e-06,8.946618839780429e-14,7.938113949029053e-10,1.3126502575523143e-10,1.3338857590816128e-14,1.0562518353217838e-12,5.7125364780334236e-15,5.628586678785747e-12,4.774820393969927e-11,3.76,0.0,0.5765790900988675,0.9997821889142533,7.563366606906832e-05,3.763326842661384e-06,0.1416641319535095,0.14153696950861602,2.4918545453130628e-09,1.1786535697108325e-15,3.85914296779977e-05,1.738088151789864e-05,5.102223050127921e-14,3.575523271116633e-14,6.23346959274409e-13,2.7151228616432363e-05,4.67382397667874e-12,1.3247634710121936e-10,1.4256329452024824e-10,4.4548336950487226e-08,2.252467636555524e-08,2.257004607632475e-08,1.68125033474589e-08,3.4191971203496057e-16,1.2312258366644056e-17,5.1364794825823036e-14,6.144872258126077e-15,9.791455280866085e-08,1.2771876698095735e-09,2.3050107436819034e-10,5.611593416458542e-18,1.3458120474083966e-09,1.0495267811327639e-11,1.781385114043448e-09,2.406718035745327e-09,0.0001289126270093454,6.123573481160656e-08,2.1485530511442335e-08,9.553922413875756e-15,3.761912551055913e-09,1.6419830980918034e-13,3.977341385861119e-09,3.189676763938112e-17,3.26509542683102e-13,1.1933813365125667e-14,8.897045537209898e-11,1.2886774567477452e-07,7.245119291876982e-08,1.7666792234473885e-11,3.821686097848727e-17,1.3578296092041963e-18,3.9784995106318e-10,8.834121914533774e-18,7.790458876715095e-08,9.907451484797107e-17,1.5345738846805785e-20,1.2064557038473164e-12,3.8261824994698637e-13
0.004189384083980388,0.5216213776478321,9.314781538063906e-09,1.534959034433455e-09,8.297509726813235e-09,1.27926807109784e-05,0.0,0.0,6.029037149574029e-05,1.2365214099668144e-05,3.614575290374466e-05,9.817453465233911e-08,3.834238112958565e-11,3.971051499941686e-27,1.866674496160625e-19,9.181600551147619e-13,1.1950713180787703e-07,4.98606264199899e-05,3.1367916375352174e-13,4.4025026378766726e-17,1.616596379856871e-06,3.6831325550537205e-15,8.733696193207074e-15,2.885689738129901e-10,1.6901190938671495e-11,8.967970572948638e-06,9.021368404255071e-14,8.090403300076778e-10,1.3626415289058868e-10,1.3817060692575229e-14,1.0754679328635732e-12,5.839176534898328e-15,5.724542012893883e-12,4.864931623134612e-11,3.76,0.0,0.5760418831683619,0.9997801508362115,7.677374290059151e-05,3.833485862702292e-06,0.14220015921342516,0.142071444449282,2.4895551686751532e-09,1.17900541841217e-15,3.8591351004666335e-05,1.7650676124117298e-05,5.181462717174573e-14,3.6334888590304955e-14,6.338791561494153e-13,2.736256081746148e-05,4.691015934513284e-12,1.3459468362348304e-10,1.446616444260279e-10,4.525916133837091e-08,2.2877127916342806e-08,2.2874932319360213e-08,1.7040564944724003e-08,3.474147128682794e-16,1.251012804874912e-17,5.2201873713940095e-14,6.257151280687369e-15,9.936126987095911e-08,1.297046761468063e-09,2.3308642538675405e-10,5.701843007215476e-18,1.3692981510212298e-09,1.0604058042591296e-11,1.807529629168713e-09,2.4354565922714794e-09,0.0001306236752684603,6.234411630683152e-08,2.172948215762937e-08,9.68313531740688e-15,3.804267856898249e-09,1.6698625900324769e-13,4.047244838294082e-09,3.2457612432047774e-17,3.3514538416305254e-13,1.2249440045030518e-14,9.132991908213408e-11,1.2865170043005107e-07,7.340331798180937e-08,1.8133565135539734e-11,3.922657860941348e-17,1.3982659332956395e-18,4.025725060871513e-10,9.036946953797958e-18,7.858628991636015e-08,1.0113290603076224e-16,1.5775725417039348e-20,1.2235662664202043e-12,3.8800332928720094e-13
0.004207035226426572,0.5216711295063248,9.412174688090435e-09,1.553878060290061e-09,8.407870900873998e-09,1.2954087482269486e-05,0.0,0.0,6.086303502792096e-05,1.2515766930083525e-05,3.6592494642330924e-05,1.0006572076342122e-07,3.890672259727198e-11,4.1208474850891705e-27,1.9167375561168903e-19,9.329666374363383e-13,1.215991324552199e-07,5.026410896894907e-05,3.2285746451929853e-13,4.493475170979747e-17,1.629855632139797e-06,3.713673522010616e-15,8.875411139958187e-15,2.9684739995877374e-10,1.7353406297988544e-11,9.138955119406675e-06,9.09650938745877e-14,8.245404214173633e-10,1.414395476570193e-10,1.4311083262423136e-14,1.0949756347002212e-12,5.968467201177182e-15,5.821950081883491e-12,4.956503138939009e-11,3.76,0.0,0.575505156050229,0.9997780934149681,7.792800949231838e-05,3.904794214899267e-06,0.1427356929171007,0.14260541028992388,2.487257859503047e-09,1.1793568892411328e-15,3.859127158469541e-05,1.7923745301205735e-05,5.2616658105524544e-14,3.692254750948705e-14,6.445638943897699e-13,2.7575261140562942e-05,4.708188047118472e-12,1.3674178797077331e-10,1.4678554352679885e-10,4.5979560130429936e-08,2.323421397352745e-08,2.31829977671152e-08,1.7271015729610346e-08,3.5298333558734896e-16,1.2710648622319542e-17,5.305049283888466e-14,6.3711385286511905e-15,1.0082561372340088e-07,1.3171648246215102e-09,2.357296693552005e-10,5.7933024617060764e-18,1.3931335081088857e-09,1.0715666769956237e-11,1.8339898015952802e-09,2.4645003077108027e-09,0.00013235388071723432,6.34691953034386e-08,2.19758607858957e-08,9.813699282256752e-15,3.847040430887187e-09,1.6981502259898847e-13,4.1181707145727286e-09,3.302666333411886e-17,3.4399351132644694e-13,1.2572828386386213e-14,9.374752007759155e-11,1.2843208008248446e-07,7.436352844915222e-08,1.8611791431728142e-11,4.0261071944887546e-17,1.4398004988480447e-18,4.0734503410384214e-10,9.243668044232799e-18,7.926899448497827e-08,1.0322721797830064e-16,1.6216848647811603e-20,1.2408496269447245e-12,3.934427530635518e-13
