Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68)
9.999999999999999e-11,0.5084206836892038,2.6660684895581725e-18,7.945714263273554e-23,4.988807153027728e-23,1.103672137260517e-22,0.0,0.0,2.569062597917338e-13,4.715554969720837e-21,8.106363890865005e-25,1.9883542679205086e-24,6.439514493353228e-24,1.466665273866293e-42,1.7183379166779552e-30,6.1104776562659246e-21,2.310172557986781e-17,1.4889218250805544e-20,6.19670030795143e-39,5.960909891063407e-41,9.548176997259405e-22,1.747956515174515e-33,9.182877368751997e-19,5.712884476467881e-32,5.302301050349051e-26,1.872689209505924e-29,2.7079716187832003e-20,9.668259160905432e-26,3.681475149375177e-37,4.7645514731523297e-39,1.096926783588985e-31,4.0746909197577384e-34,1.9318423598658663e-24,4.539698798087849e-31,3.76,0.0,0.718331300015591,0.9999906769053619,1.4767341431150375e-25,6.503657113932288e-15,3.781448361079692e-09,3.7055251140960574e-09,7.592324686836063e-11,5.112832753063189e-20,9.323094380902049e-06,6.28621165906053e-25,1.698342393184216e-27,4.236240364520161e-28,4.318164103751904e-29,1.4880924697117e-20,1.2378147200043923e-20,5.304591702533025e-21,2.344357238451184e-21,3.626550043433678e-24,7.204105390867238e-30,7.647811155110152e-21,9.408614859145013e-24,8.071288993220291e-30,1.8234931959147398e-28,2.1426974423695147e-23,2.690036215812491e-33,8.2474565442767795e-25,2.433258473015357e-35,9.24428963954521e-19,1.097720971756209e-36,3.827549338909583e-23,2.3089193117021754e-17,5.406363940627724e-30,3.458140459011165e-14,5.3148865529821145e-17,3.5400168295051226e-29,2.2220108907383965e-13,1.9464306053899483e-29,1.9849880396822875e-17,3.451032358589457e-20,2.300781705022274e-27,1.7396537225993118e-40,7.369696192210999e-32,4.4364185394876184e-38,1.800475310565331e-35,6.503669649969916e-15,3.0081276646029143e-23,1.4663206433124733e-40,5.3917591328520596e-45,1.2315794779866671e-45,2.742801478203734e-19,7.197561352404615e-41,2.8799447753113783e-29,5.216867180797681e-43,2.934968324862463e-33,7.828658938256599e-38,3.99291742128092e-32
1.0143062206764447e-10,0.5084206836892038,2.7412886293762993e-18,8.130224015604928e-23,5.157938926863899e-23,1.1507354848006364e-22,0.0,0.0,2.605823349174544e-13,4.8514525260970026e-21,8.458700771964267e-25,2.0897833930354026e-24,6.719226448605015e-24,1.530377112132614e-42,1.7677220042138017e-30,6.2857992756879465e-21,2.3432405259745455e-17,1.533933877738934e-20,6.558384915191688e-39,6.220403514729543e-41,9.823374844224058e-22,1.8240457824169594e-33,9.31336341033665e-19,5.961600248535909e-32,5.45510044022432e-26,1.9820164988759996e-29,2.785666699766286e-20,1.0088241381718684e-25,3.841794914506206e-37,4.975657797298136e-39,1.14467164900026e-31,4.312427853244877e-34,2.01576063234888e-24,4.804755846999243e-31,3.76,0.0,0.7183312999614889,0.9999905613446676,1.5415192548363198e-25,6.596699868259679e-15,3.835546595665455e-09,3.7585507790521596e-09,7.699581649470141e-11,5.2594536954149794e-20,9.43865507165405e-06,6.4707195115506015e-25,1.7474433684406096e-27,4.351420997298608e-28,4.4991982747816777e-29,1.5330706049039677e-20,1.272255302178899e-20,5.456758950034959e-21,2.4116198192114716e-21,3.783954382870679e-24,7.623999473576723e-30,7.759613647479364e-21,9.679760705494528e-24,8.474557518024174e-30,1.9021388150100575e-28,2.2342714591465141e-23,2.8417987184372165e-33,8.60569677681356e-25,2.6116244743111064e-35,9.37654136746315e-19,1.1440563649192703e-36,3.9378629472132545e-23,2.3419511683540733e-17,5.721976413406987e-30,3.50760188562772e-14,5.468030966454607e-17,3.644224532381943e-29,2.2537898221066361e-13,2.0033995583310566e-29,2.042173967660142e-17,3.5391984353060116e-20,2.4007260969919145e-27,1.841225537815221e-40,7.690496963816328e-32,4.6957679341559165e-38,1.9056458792577e-35,6.59671276551316e-15,3.094812906533235e-23,1.5740996698922214e-40,5.787758402777574e-45,1.3034864527228328e-45,2.8218335778751704e-19,7.510850961766243e-41,2.965721838675248e-29,5.560927436964083e-43,3.1045324237357116e-33,8.286338226868764e-38,4.166742599332483e-32
1.1861293882372452e-10,0.5084206837495036,3.726406688061669e-18,1.0590675506235154e-22,7.470072522136291e-23,1.8242268360166904e-22,0.0,0.0,3.0473498421682675e-13,6.6344863508108534e-21,1.3515618878989691e-24,3.6250623524537425e-24,1.0732838021431334e-23,2.4446082057282414e-42,2.4151619205072227e-30,8.583255224856213e-21,2.7404393830753398e-17,2.1317755604609422e-20,1.225126429165875e-38,9.947023759462113e-41,1.3434193219611287e-21,2.916746923779835e-33,1.0878607701532465e-18,9.533524716807202e-32,7.45986570164715e-26,3.7029380291629576e-29,3.803795660814944e-20,1.6114748515695128e-25,6.144458320801019e-37,8.027407027041675e-39,1.8302990091174326e-31,8.053472790076962e-34,3.2199396533573403e-24,8.977142965265096e-31,3.76,0.0,0.7183312993117033,0.9999892085452509,2.4746194800601557e-25,7.714178840723994e-15,4.4852870289808805e-09,4.395438933872861e-09,8.984809494587365e-11,7.180532258091986e-20,1.079145444415212e-05,8.902805304342924e-25,2.3915193293846566e-27,5.83939871647986e-28,7.063259984491202e-29,2.1304307006938252e-20,1.7197982883193454e-20,7.450680254146085e-21,3.2930397858499326e-21,6.042253893143317e-24,1.4231324005706407e-29,9.107674444819458e-21,1.3237305772104558e-23,1.4544292215275613e-29,3.0276148131771537e-28,3.540332577837453e-23,5.192297445778608e-33,1.3746180125816376e-24,5.695709227353067e-35,1.0964937008592835e-18,1.8016401223505903e-36,5.385251999405241e-23,2.738676251235549e-17,1.0689912130142289e-29,4.101627211310189e-14,7.477258252469746e-17,5.0194733295809145e-29,2.635445689972461e-13,2.753435828386222e-29,2.792406428190881e-17,4.6825240805674844e-20,3.83486843528746e-27,3.4401116098688642e-40,1.2297418873439915e-31,8.78075923835574e-38,3.5615680325227104e-35,7.714196477062485e-15,4.232138321962217e-23,3.4393033281522184e-40,1.2637684734565885e-44,2.4354034256849505e-45,3.8587218316416023e-19,1.2009814954123278e-40,4.1013592171866203e-29,1.1258095681567905e-42,5.760289637331224e-33,1.5495388619879982e-37,6.663072342609587e-32
1.3579525557980457e-10,0.5084206838098034,4.8623436350377585e-18,1.3551444459287856e-22,1.0337007812270506e-22,2.719463429221966e-22,0.0,0.0,3.488905611770716e-13,8.696048125853348e-21,2.02645501223094e-24,5.858304819555861e-24,1.6087139537978217e-23,3.6642815156382105e-42,3.1626983544369045e-30,1.123369887152677e-20,3.1377119891455924e-17,2.837781411994062e-20,2.102517571651076e-38,1.4925813164313007e-40,1.7609276593826493e-21,4.3765348522077446e-33,1.2440270714262397e-18,1.4305821759549238e-31,9.777737773444348e-26,6.355523907281595e-29,4.97834203522676e-20,2.4154670218000413e-25,9.221502329051072e-37,1.2151463312432718e-38,2.746197881943687e-31,1.381667747627305e-33,4.826423953258022e-24,1.5408619440915006e-30,3.76,0.0,0.7183312986619176,0.9999879185059936,3.7276094265904195e-25,8.83165781502741e-15,5.135027461708635e-09,5.032381745618854e-09,1.0264571587730087e-10,9.396197248140868e-20,1.2081493657230177e-05,1.1737494362053443e-24,3.1353869452696413e-27,7.512989295507275e-28,1.0406928813197036e-28,2.835803773400306e-20,2.2283828187014606e-20,9.750717917052787e-21,4.309874641046974e-21,9.054306986841244e-24,2.441104980839147e-29,1.0465465557728379e-20,1.7350566984500985e-23,2.3302102650458386e-29,4.522002577954441e-28,5.264254101051571e-23,8.716265909289008e-33,2.0603943860338602e-24,1.117987804764452e-34,1.2553336231909537e-18,2.6618615591618757e-36,7.058795209485859e-23,3.135401120305674e-17,1.8347017083437496e-29,4.695605900337217e-14,9.800154486820823e-17,6.626171549147587e-29,3.017062400482662e-13,3.625541174199259e-29,3.65968452162731e-17,5.981108734635587e-20,5.748139331565646e-27,5.904686441181006e-40,1.845194778194648e-31,1.5083995353494617e-37,6.115114612836284e-35,8.83168093028448e-15,5.547079990361663e-23,6.7600202327308535e-40,2.482354253667655e-44,4.1801722581456414e-45,5.057485646456176e-19,1.8019909834088315e-40,5.435634831829675e-29,2.0757710988195904e-42,9.818823747756048e-33,2.6619604959940483e-37,9.998182405775827e-32
1.5297757233588462e-10,0.5084206838701031,6.14907994572451e-18,1.7083088287543706e-22,1.381110813348903e-22,3.8679779832862017e-22,0.0,0.0,3.9304906820645984e-13,1.1036156319471666e-20,2.894742956148602e-24,8.964934734094517e-24,2.297287195190541e-23,5.232875648388093e-42,4.010058386862021e-30,1.4235572306036637e-20,3.535058336768085e-17,3.6554181481691964e-20,3.3827645424605633e-38,2.1338129176207824e-40,2.2348720260683213e-21,6.256535545078055e-33,1.3998360710445762e-18,2.0452388926770504e-31,1.2408721856806413e-25,1.0226424628189175e-28,6.3086143435807e-20,3.449461226315839e-25,1.3185350022571105e-36,1.7523239880851664e-38,3.9256676512825703e-31,2.2222207389283658e-33,6.892478464896598e-24,2.47943226811585e-30,3.76,0.0,0.7183312980121319,0.9999866883152454,5.349561326279628e-25,9.9491367911705e-15,5.784767893848719e-09,5.6693789818454546e-09,1.153889117336788e-10,1.1904996356048205e-19,1.3311684361448414e-05,1.4979774812894741e-24,3.978062428576746e-27,9.361929602727846e-28,1.4611323487022225e-28,3.652636229282287e-20,2.7958454793984044e-20,1.2355460535556595e-20,5.461525857182441e-21,1.2927256620194203e-23,3.926120234719854e-29,1.1832987039952855e-20,2.2019578491190764e-23,3.5409439852724016e-29,6.434814104318606e-28,7.457915175804306e-23,1.3718724873490406e-32,2.9423419147734933e-24,2.0251118145446984e-34,1.4141739037412028e-18,3.746347807963125e-36,8.958523143779708e-23,3.5321257755649594e-17,2.9520432069648227e-29,5.2895379929498516e-14,1.2436688498822078e-16,8.46878890581108e-29,3.398639983076166e-13,4.620336918795816e-29,4.643975973143117e-17,7.434092940483222e-20,8.208736579364756e-27,9.501322854469693e-40,2.637803312833306e-31,2.4292019149697984e-37,9.843198099612741e-35,9.949166125104482e-15,7.039637439220676e-23,1.2258069780028964e-39,4.498384237363658e-44,6.726365832284504e-45,6.418109547504009e-19,2.575972901231273e-40,6.974308638763642e-29,3.562156713131031e-42,1.569086560361816e-32,4.287103118025064e-37,1.4293530313231871e-31
1.7015988909196467e-10,0.5084206839304029,7.58659612857738e-18,2.125606048283985e-22,1.794471527048121e-22,5.301298540810661e-22,0.0,0.0,4.372105075884315e-13,1.365482941471047e-20,3.980539393959926e-24,1.3137161773927037e-23,3.157990616069208e-23,7.193676178393217e-42,4.95696976836917e-30,1.758732279774048e-20,3.932478418530561e-17,4.5879823464870415e-20,5.173167194591709e-38,2.9365340126185802e-40,2.765261910075666e-21,8.609862094985368e-33,1.5552885932542684e-18,2.8147126668456658e-31,1.5352823195276522e-25,1.5640293235230035e-28,7.7939240515452e-20,4.741991328292821e-25,1.8148486940726115e-36,2.4323181478164983e-38,5.401993043626578e-31,3.3971625728673925e-33,9.475114218326219e-24,3.792155612835516e-30,3.76,0.0,0.7183312973623462,0.9999855151964607,7.390241830093801e-25,1.1066615769153834e-14,6.434508325401136e-09,6.30643041109653e-09,1.2807791397114867e-10,1.4705483580240953e-19,1.4484803101780703e-05,1.8634273984302386e-24,4.918355999013258e-27,1.137667557520443e-27,1.975112802710085e-28,4.5842044260437705e-20,3.4200992783642636e-20,1.526350274727399e-20,6.747397456365449e-21,1.776775028071616e-23,6.002519372179797e-29,1.3210238941722713e-20,2.724437432744576e-23,5.159282616782487e-29,8.814609542531608e-28,1.0171209637493748e-22,2.0525542523818985e-32,4.0447954713648415e-24,3.443438682298001e-34,1.573014542509908e-18,5.074902766492672e-36,1.1084466398322308e-22,3.9288502170138784e-17,4.5146846515566803e-29,5.88342352768943e-14,1.5386829188010865e-16,1.055177990511337e-28,3.7801784660962255e-13,5.738232932000123e-29,5.745248540761863e-17,9.04062114499054e-20,1.1284555006422841e-26,1.4531708935464608e-39,3.629956448037782e-31,3.7183999917466603e-37,1.5059771758504652e-34,1.1066652061447888e-14,8.709810223950231e-23,2.0861621706793433e-39,7.650699849899855e-44,1.0287557569136092e-44,7.940578070989993e-19,3.5447794270781675e-40,8.723140598314612e-29,5.774674264882656e-42,2.3833610527941415e-32,6.5625362163714346e-37,1.9670561362287393e-31
1.8734220584804471e-10,0.5084206839907025,9.174872723991305e-18,2.614071126639835e-22,2.2790149514853267e-22,7.050948476774776e-22,0.0,0.0,4.813748814873909e-13,1.6552085908641397e-20,5.307878391072385e-24,1.858333182812778e-23,4.209724679646343e-23,9.589776284048461e-42,6.003160916595683e-30,2.1287402777592953e-20,4.329972227025522e-17,5.638609083726482e-20,7.593513193799751e-38,3.918883154546753e-40,3.3521067583160507e-21,1.1489614675439011e-32,1.7103854603617911e-18,3.7563938355332587e-31,1.861004707162646e-25,2.2959615579297724e-28,9.433585557259384e-20,6.321465020046913e-25,2.4223461079480678e-36,3.2736742330036257e-38,7.208444135998908e-31,4.984733224550841e-33,1.2631089445310267e-23,5.5669377631046716e-30,3.76,0.0,0.7183312967125606,0.9999843965019212,9.900112222433797e-25,1.218409474897798e-14,7.084248756365885e-09,6.943535802900274e-09,1.4071295306153034e-10,1.7796219199987908e-19,1.5603497597137725e-05,2.27052812485443e-24,5.954896767574681e-27,1.3548351541973415e-27,2.5895055167271594e-28,5.633623310058791e-20,4.0991309654251065e-20,1.8473445204725857e-20,8.166895999502358e-21,2.3681942212340508e-23,8.809114577444187e-29,1.459722130976724e-20,3.302498841614713e-23,7.264255158352235e-29,1.170901207591078e-27,1.3452112009917612e-22,2.9479871538552525e-32,5.391982156112059e-24,5.563452469569446e-34,1.7318555394969453e-18,6.6655695404551e-36,1.3436655596608762e-22,4.325574444652884e-17,6.627198222480274e-29,6.477262541476641e-14,1.8650545520265511e-16,1.2879583891550073e-28,4.1616778768413787e-13,6.979444165307131e-29,6.963470013844417e-17,1.0799841681915636e-19,1.5043187793450018e-26,2.1332689767602372e-39,4.844037165507096e-31,5.463170454000503e-37,2.2115759913077187e-34,1.218413873924015e-14,1.0557597926103665e-22,3.373107435548062e-39,1.2362373259739912e-43,1.5102209642420214e-44,9.62487576368554e-19,4.730255811387852e-40,1.0687890674915347e-28,8.938308557136255e-42,3.474877930222831e-32,9.642192288281528e-37,2.6250708648686413e-31
2.0452452260412476e-10,0.5084206840510024,1.0913890303244904e-17,3.180728822134357e-22,2.8399709722144825e-22,9.148446507371673e-22,0.0,0.0,5.255421919542409e-13,1.9727944311627526e-20,6.900714625104565e-24,2.552729868205491e-23,5.471303598007241e-23,1.2464077376873097e-41,7.148360913632845e-30,2.533426982099617e-20,4.727539754850031e-17,6.810280142226557e-20,1.0776019121913012e-37,5.0990012425810235e-40,3.9954159767307674e-21,1.49488805072926e-32,1.865127492740308e-18,4.887673030097534e-31,2.21803988049108e-25,3.258454217351926e-28,1.12269161788233e-19,8.216164361762628e-25,3.152288289534338e-36,4.295436431365698e-38,9.378276363840188e-31,7.071200673620802e-33,1.6416910673105193e-23,7.90081916725104e-30,3.76,0.0,0.7183312960627749,0.9999833297067386,1.293032865127887e-24,1.330157373064351e-14,7.733989186742971e-09,7.580694927765001e-09,1.532942584965192e-10,2.1175769748534178e-19,1.667029273542629e-05,2.7196769568455088e-24,7.086155664645078e-27,1.5868703005507964e-27,3.310627802407932e-28,6.803854622273547e-20,4.830998443260898e-20,2.198389454965189e-20,9.719430575459542e-21,3.0775495615934275e-23,1.2499121947898446e-28,1.5993934187331346e-20,3.936145456862448e-23,9.941139124440746e-29,1.5164722561847654e-27,1.7346741373190911e-22,4.0938914733261246e-32,7.00802176434198e-24,8.617799689000454e-34,1.890696894702191e-18,8.534696468200712e-36,1.6015121387471242e-22,4.722298458482408e-17,9.405008186817215e-29,7.071055069687015e-14,2.2227806524134444e-16,1.5456625096294545e-28,4.5431382416141187e-13,8.344006174281961e-29,8.298608211658596e-17,1.2710906755011496e-19,1.9551927780105156e-26,3.0276110647402134e-39,6.302422483399476e-31,7.759947096138804e-37,3.1398993805623167e-34,1.3301626158406767e-14,1.258300015169889e-22,5.228489913835034e-39,1.9149900045668378e-43,2.1433562324199722e-44,1.1470987182495572e-18,6.15424061177509e-40,1.287431883714137e-28,1.331478783765128e-41,4.8980743294240244e-32,1.3696365154932922e-36,3.415539309245727e-31
2.2170683936020481e-10,0.508420684111302,1.2803629467486973e-17,3.8325936906377498e-22,3.4825673366761966e-22,1.1625306698591657e-21,0.0,0.0,5.697124409316456e-13,2.3182423146623745e-20,8.78292360535119e-24,3.4207818024633356e-23,6.96145570367955e-23,1.5859289723741275e-41,8.392299503510632e-30,2.9726386630916764e-20,5.125180994605532e-17,8.105831775635072e-20,1.4865272102182464e-37,6.495032140876412e-40,4.695198930465438e-21,1.9040733825300443e-32,2.019515508835746e-18,6.225941178265225e-31,2.606388374770197e-25,4.495272159981937e-28,1.317323614190335e-19,1.0454246315278787e-24,4.0159425310453376e-36,5.517145533136821e-38,1.1944730528570986e-30,9.750805748714082e-33,2.0888833807024777e-23,1.0899934535167828e-29,3.76,0.0,0.7183312954129892,0.9999823124031545,1.6532742366596552e-24,1.4419052714150994e-14,8.38372961653239e-09,8.217907557174995e-09,1.6582205879184427e-10,2.4842707986481853e-19,1.7687596275536395e-05,3.2112415725093436e-24,8.310466415693863e-27,1.833005288742377e-27,4.144282996683342e-28,8.097714663579012e-20,5.6138282738987e-20,2.5793463387562843e-20,1.1404412790326372e-20,3.9153584824214675e-23,1.7240095049472042e-28,1.740037761419152e-20,4.6253806485488956e-23,1.3281334621446329e-28,1.9227533913925417e-27,2.189942298850547e-22,5.527101546251501e-32,8.916927248844719e-24,1.2885438106787479e-33,2.0495386081255206e-18,1.069700608933022e-35,1.8819894443086848e-22,5.119022258502851e-17,1.2974340214112822e-28,7.664801146222696e-14,2.6118581287380576e-16,1.8287312684491732e-28,4.924559585767172e-13,9.831789616673382e-29,9.750630982032835e-17,1.4772972421297244e-19,2.4877768757582143e-26,4.176866174124406e-39,8.02748346708221e-31,1.0714418313009929e-36,4.333415269868837e-34,1.4419114318873287e-14,1.4786016529643704e-22,7.822540559810033e-39,2.8632326862249155e-43,2.9569524435032775e-44,1.3478896894046682e-18,7.838565927122023e-40,1.5288185057757767e-28,1.9203780091027595e-41,6.711471708238793e-32,1.891170852732505e-36,4.350602346236731e-31
2.3888915611628484e-10,0.5084206841716018,1.484407084676273e-17,4.576670145323175e-22,4.212029659490438e-22,1.4513038474362444e-21,0.0,0.0,6.138856302590409e-13,2.6915540948510806e-20,1.0978301892185865e-23,4.4877962449308114e-23,8.698823819281712e-23,1.9817933066335721e-41,9.734707089747759e-30,3.446222102116114e-20,5.522895938897667e-17,9.527962060874651e-20,2.001817165783203e-37,8.12512329058841e-40,5.451464944043683e-21,2.381823584454114e-32,2.1735503251727602e-18,7.7885895059253725e-31,3.026050728349534e-25,6.0539134555368975e-28,1.5271868567389615e-19,1.306374327567023e-24,5.024582371641789e-36,6.958836776454104e-38,1.4941032804833632e-30,1.3125707259013574e-32,2.610286520736682e-23,1.4679472590565488e-29,3.76,0.0,0.7183312947632036,0.9999813422951116,2.075989995212424e-24,1.5536531699500997e-14,9.033470045734148e-09,8.855173463586371e-09,1.7829658149140932e-10,2.879561287528089e-19,1.865770427424292e-05,3.745561930721582e-24,9.626044700725085e-27,2.092526097877777e-27,5.09579750686656e-28,9.517881646402803e-20,6.445813274927114e-20,2.990077026240039e-20,1.3221256756723567e-20,4.89208974622079e-23,2.321385873759117e-28,1.8816551626671764e-20,5.370207775746315e-23,1.7382240508357708e-28,2.394234525638932e-27,2.715274781916084e-22,7.285304835439691e-32,1.114260517985445e-23,1.869576220647504e-33,2.2083806797668087e-18,1.3165666339365902e-35,2.1851005457107656e-22,5.515745844714598e-17,1.747217089394167e-28,8.258500803580755e-14,3.032283895372823e-16,2.13760408024279e-28,5.30594193374754e-13,1.1442513789296035e-28,1.131950620008897e-16,1.6985198574398993e-19,3.108740675446702e-26,5.6251723336102955e-39,1.0041585239053129e-30,1.4441524544219826e-36,5.83827091116364e-34,1.553660322056532e-14,1.7166646710258065e-22,1.1356444222479696e-38,4.1540319526707704e-43,3.9822564297357495e-44,1.5648589474295266e-18,9.80505763091818e-40,1.7935249313721563e-28,2.6943844910744064e-41,8.977501466018953e-32,2.549123447625856e-36,5.44239963981606e-31
2.560714728723649e-10,0.5084206842319016,1.703519509907611e-17,5.419952515044191e-22,5.033581427596267e-22,1.7843146624398707e-21,0.0,0.0,6.580617616774132e-13,3.0927316263459777e-20,1.3510567317069498e-23,5.780455556786115e-23,1.070196562618587e-22,2.438233723966821e-41,1.1175314732955474e-29,3.9540245899751524e-20,5.920684580336114e-17,1.1079237875700185e-19,2.6403871693547955e-37,1.0007426315942772e-39,6.264223301540443e-21,2.9334434726905293e-32,2.327232756360604e-18,9.593009538706909e-31,3.477027482426796e-25,7.985592817072901e-28,1.7522139459074732e-19,1.6072563601924045e-24,6.189487597704102e-36,8.641037696019233e-38,1.8400394747613163e-30,1.730592730835991e-32,3.2114762763438855e-23,1.9363635888226957e-29,3.76,0.0,0.7183312941134179,0.9999804171930775,2.566504354818489e-24,1.6654010686694098e-14,9.683210474348248e-09,9.492492420422924e-09,1.9071805317142677e-10,3.30330695507655e-19,1.958280626403947e-05,4.322952058194848e-24,1.1031005694923393e-26,2.3647686231297114e-27,6.170055247631639e-28,1.1066902671893344e-19,7.325210197361145e-20,3.4304439631242365e-20,1.5169379083130543e-20,6.018163659890951e-23,3.061644309898578e-28,2.0242456257659378e-20,6.170630186620923e-23,2.234713240003586e-28,2.9353175879384597e-27,3.314763013889624e-22,9.406807556456419e-32,1.3708856203742424e-23,2.643271045111547e-33,2.367223109625931e-18,1.5952363134523174e-35,2.5108485142901365e-22,5.912469217118012e-17,2.304617734543387e-28,8.852154072918384e-14,3.484054871979292e-16,2.4727188624712983e-28,5.687285309138506e-13,1.3175759298039886e-28,1.3005201767046344e-16,1.934674892791999e-19,3.8247241319131693e-26,7.420121134192992e-39,1.2367086988211187e-30,1.9065455626964976e-36,7.704287755530714e-34,1.6654092863408493e-14,1.972489036388394e-22,1.606490663231075e-38,5.872518421614865e-43,5.252960094664074e-44,1.798004950815378e-18,1.2075535604250973e-39,2.0821271586159704e-28,3.6913175995969943e-41,1.176233635702289e-31,3.365431173711038e-36,6.7030696431190125e-31
2.7325378962844494e-10,0.5084206842922013,1.9376982909486126e-17,6.369425101405973e-22,5.952444005265224e-22,2.1647131311930267e-21,0.0,0.0,7.022408368338664e-13,3.5217767648325336e-20,1.6403359202643347e-23,7.326762439386997e-23,1.2989354031665317e-22,2.959464278846813e-41,1.2713854148494562e-29,4.495893925242704e-20,6.318546911534419e-17,1.2762101526972986e-19,3.4203722709093693e-37,1.2160097624734797e-39,7.133483246754716e-21,3.564236554786014e-32,2.4805636150989216e-18,1.1656593103463823e-30,3.959319180817962e-25,1.0345225089811924e-27,1.9923377691373133e-19,1.950849214589223e-24,7.52194424312107e-36,1.0584765979099067e-37,2.235601329932974e-30,2.2409296850410796e-32,3.898003696314835e-23,2.508560076876699e-29,3.76,0.0,0.7183312934636322,0.9999795350091004,3.13021110721429e-24,1.7771489675730855e-14,1.0332950902374688e-08,1.0129864202072033e-08,2.0308669944453837e-10,3.755366929677629e-19,2.0464990197013305e-05,4.943701732844075e-24,1.2523380136263149e-26,2.6491151637217413e-27,7.371529701782372e-28,1.27472003578222e-19,8.250337481501621e-20,3.9003101839091776e-20,1.724819886324811e-20,7.303952288736053e-23,3.9658017627528885e-28,2.1678091536620772e-20,7.026651218515453e-23,2.8285042497856363e-28,3.5503178995022234e-27,3.992336330992795e-22,1.193032417004607e-31,1.663937549977219e-23,3.6538855678346514e-33,2.5260658977027608e-18,1.9067373617402546e-35,2.859236423189456e-22,6.309192375713436e-17,2.985468700384688e-28,9.44576098411511e-14,3.9671679832180753e-16,2.834512040137959e-28,6.06858973469976e-13,1.5030979926776625e-28,1.480768560909208e-16,2.1856790998865306e-19,4.6423376796832484e-26,9.612742332334487e-39,1.5026341978618285e-30,2.471964813950038e-36,9.984956672821215e-34,1.777158324732852e-14,2.246074717957621e-22,2.2218719272916223e-38,8.116784586996251e-43,6.805189579396384e-44,2.0473261589133826e-18,1.4671813968585266e-39,2.3952011860359107e-28,4.953016344387527e-41,1.513572743749493e-31,4.3636663995388485e-36,8.144749600419475e-31
2.90436106384525e-10,0.5084206843525011,2.1869414989236833e-17,7.432062234509014e-22,6.973836638985578e-22,2.5956488081311845e-21,0.0,0.0,7.464228572859733e-13,3.978691367006704e-20,1.9680238582346396e-23,9.155986989993237e-23,1.55793775338709e-22,3.549680158010695e-41,1.4350057704187763e-29,5.071678412630118e-20,6.716482925109856e-17,1.4578877041147488e-19,4.36112143549622e-37,1.4601299003013337e-39,8.059253983381361e-21,4.2795050263480714e-32,2.633543712183432e-18,1.399673232969097e-30,4.472926369741043e-25,1.3191408827550013e-27,2.2474914997103406e-19,2.339919077853634e-24,9.033244589640836e-36,1.2811527332915496e-37,2.684107079685045e-30,2.856140156008891e-32,4.675395195624842e-23,3.198747752512178e-29,3.76,0.0,0.7183312928138466,0.9999786937520928,3.772573644053113e-24,1.888896866661184e-14,1.098269132981347e-08,1.0767288583880534e-08,2.1540274496391438e-10,4.235600951891747e-19,2.1306247160493056e-05,5.608078067626985e-24,1.410112900384475e-26,2.944991156278406e-27,8.704313729014772e-28,1.4561079128701063e-19,9.21957309028223e-20,4.3995393093796383e-20,1.9457137665416142e-20,8.759779668952831e-23,5.0562825752225825e-28,2.3123457489617058e-20,7.938274198031372e-23,3.531064132997913e-28,4.243465528365735e-27,4.751767373812923e-22,1.4894789101490846e-31,1.995775323410507e-23,4.9519476745221285e-33,2.6849090439971713e-18,2.2519639538962169e-35,3.2302673472014305e-22,6.7059153205012e-17,3.806662767344854e-28,1.0039321565832159e-13,4.481620158475122e-16,3.2234185504790623e-28,6.44985523240565e-13,1.7007513739547535e-28,1.6726925676314937e-16,2.4514496091151544e-19,5.56816235992349e-26,1.2257488534532086e-38,1.8041697557767163e-30,3.154678279063349e-36,1.2737433517696404e-33,1.888907437225111e-14,2.5374216863871428e-22,3.012732117707748e-38,1.0998778046434262e-42,8.677494493980495e-44,2.3128210319005658e-18,1.7615701318202597e-39,2.7333230125773905e-28,6.525379530916344e-41,1.9170846513050237e-31,5.569036824965103e-36,9.779575549030276e-31
