Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143)
2.3515237485380572e-08,0.575736143053312,4.795113674537457e-25,8.501892233421184e-18,9.285772035671754e-28,1.595682078704432e-34,0.0,0.0,3.2460474942702743e-24,7.049627924269846e-50,3.726216665210869e-24,5.877106633858077e-34,1.0089846308631951e-22,3.3767378872114745e-48,7.524643406452777e-36,1.5678795232280475e-32,1.0058120211719184e-39,1.3909536940713616e-34,1.4625884754999164e-28,1.245305885431095e-28,8.837758241566192e-14,4.454385977350969e-22,7.694949123126302e-35,1.523124234594649e-65,5.068821074241128e-46,4.959571001549689e-40,2.2383419076116073e-36,4.128194853841769e-58,1.6873850384190927e-80,5.834994408135313e-82,1.757983082237922e-49,3.893740376398311e-44,4.807680373615212e-37,3.6409567332101494e-64,3.76,0.0,0.666021455996762,0.9998620519392176,4.5193608880468084e-35,4.728931401943031e-59,3.068665824747394e-05,3.05842806247827e-05,1.0237728501826671e-07,1.609178181328281e-13,0.00013794806078277791
2.3995658689587256e-08,0.5757362095728558,5.293643781960338e-25,8.675587292313848e-18,1.03684765043903e-27,1.7642703324150718e-34,0.0,0.0,3.583748830177361e-24,8.771614168179202e-50,4.113862680710238e-24,6.55504154387481e-34,1.0911461805529084e-22,3.706875939193213e-48,8.138536362511868e-36,1.6985377551850316e-32,1.184083654331315e-39,1.5379375749162256e-34,1.55393369531331e-28,1.319989681354508e-28,9.203537701580197e-14,4.721832775644715e-22,8.448017267184491e-35,1.9274634783148103e-65,6.056669857482545e-46,5.838616950473918e-40,2.5726895605064237e-36,4.938907703857163e-58,2.375736817813166e-80,8.214586986348132e-82,2.1321546948903183e-49,4.555134866176801e-44,5.570188256187711e-37,4.71696372248439e-64,3.76,0.0,0.6660208290766766,0.9998620519392176,4.996843942262636e-35,5.895177318265865e-59,3.131357833644412e-05,3.121119940958661e-05,1.023785805656315e-07,1.622211236634572e-13,0.00013794806078277775
2.447607989379394e-08,0.5757362760923369,5.8322893614997e-25,8.849282351216678e-18,1.1556726220406483e-27,1.94675823188132e-34,0.0,0.0,3.948651723242432e-24,1.0866152249098328e-49,4.532731704103464e-24,7.295817595193709e-34,1.1781055849383771e-22,4.0612285439291426e-48,8.788404041113191e-36,1.8371312225930568e-32,1.3903763496667373e-39,1.6970441893409989e-34,1.6489924724683448e-28,1.3974707095488384e-28,9.57673891091114e-14,4.999320119341454e-22,9.256547772096044e-35,2.429733374066671e-65,7.216918847501205e-46,6.8558335030439e-40,2.948677101280368e-36,5.88752831864282e-58,3.3271100759559966e-80,1.1503140058364152e-81,2.5781230769704566e-49,5.315299556394497e-44,6.438263006764578e-37,6.083840965746951e-64,3.76,0.0,0.6660202021571815,0.9998620519392176,5.513694182752146e-35,7.322450432012354e-59,3.194049783534125e-05,3.1838117848922504e-05,1.0237963141267827e-07,1.6347129072392164e-13,0.00013794806078277756
2.4956501098000623e-08,0.5757363426117554,6.4133636534939225e-25,9.022977410130482e-18,1.2858693314129644e-27,2.1439810979233967e-34,0.0,0.0,4.342327526694914e-24,1.3403850448672329e-49,4.984627218396433e-24,8.103895796229122e-34,1.2700345488463237e-22,4.4409856088135316e-48,9.4755451645815e-36,1.983968433544478e-32,1.6285338900133055e-39,1.8690026873846022e-34,1.7478377115769747e-28,1.4777907991572482e-28,9.957361866915552e-14,5.286999431458277e-22,1.0123304017878818e-34,3.051457764106492e-65,8.57620704387114e-46,8.030174235994763e-40,3.3704931028964404e-36,6.994031150592135e-58,4.635369294136421e-80,1.6024929774582689e-81,3.1082098890292988e-49,6.186938379177236e-44,7.424368574408256e-37,7.813107857090444e-64,3.76,0.0,0.6660195752382764,0.9998620519392176,6.072277441681699e-35,9.063382588350196e-59,3.25674167441659e-05,3.2465035899757344e-05,1.0238048059087106e-07,1.6467047265387513e-13,0.0001379480607827776
2.5436922302207306e-08,0.5757364091311115,7.039261444800561e-25,9.196672469056116e-18,1.4283011600559705e-27,2.3568063884275158e-34,0.0,0.0,4.766403207926458e-24,1.6466875368269661e-49,5.471416521630526e-24,8.983960772707555e-34,1.3671069636302272e-22,4.8473658219565434e-48,1.0201275777295295e-35,2.1393632935670093e-32,1.9028495715562195e-39,2.0545703448548467e-34,1.850542251780014e-28,1.5609913163422368e-28,1.034540656648699e-13,5.585020505025716e-22,1.1051120566694267e-34,3.818421746086038e-65,1.0164756532688934e-45,9.382809266643451e-40,3.842650273367901e-36,8.280797299358759e-58,6.425553064369704e-80,2.2211895609139674e-81,3.736605306777373e-49,7.184119895076678e-44,8.542181968732453e-37,9.992163182135608e-64,3.76,0.0,0.6660189483199616,0.9998620519392176,6.675050571211451e-35,1.1180071147383502e-58,3.319433506291864e-05,3.309195352662282e-05,1.0238116356695317e-07,1.6582073784572867e-13,0.00013794806078277775
2.591734350641399e-08,0.5757364756504046,7.71246007355905e-25,9.370367527994486e-18,1.583879266959155e-27,2.5861342543853053e-34,0.0,0.0,5.222562046756e-24,2.01505557254895e-49,5.995031527232457e-24,9.940927451372186e-34,1.469498868758564e-22,5.28161647802934e-48,1.0966928986114314e-35,2.3036350801120278e-32,2.2181095235650788e-39,2.254533057056622e-34,1.9571788668039323e-28,1.647113169405729e-28,1.0740873006137354e-13,5.8935315206188695e-22,1.2042903090806596e-34,4.761424002064388e-65,1.2016781710248578e-45,1.0937338861700836e-39,4.370003189380707e-36,9.77284781174283e-58,8.86346832577332e-80,3.0636764507551735e-81,4.479613896293807e-49,8.322394082002139e-44,9.806685734281897e-37,1.2727439220967943e-63,3.76,0.0,0.6660183214022367,0.9998620519392176,7.324563018333404e-35,1.374557718603806e-58,3.382125279160001e-05,3.371887070028687e-05,1.0238170957162026e-07,1.669240726865033e-13,0.00013794806078277775
2.687818591482736e-08,0.5757366086888033,9.211087805419777e-25,9.717757645913285e-18,1.9383676775374305e-27,3.098065093429378e-34,0.0,0.0,6.238147952037047e-24,2.983841226143195e-49,7.16079404472678e-24,1.2106417829436476e-33,1.6909558224623948e-22,6.238860209474284e-48,1.262341940717366e-35,2.6601132504096817e-32,2.993362681862549e-39,2.7009332697641606e-34,2.1825390894956305e-28,1.8282822572629273e-28,1.1554071090175525e-13,6.542608141326654e-22,1.423034373871024e-34,7.3294728970242226e-65,1.6670909324309694e-45,1.4760072223570235e-39,5.611535729828597e-36,1.3487651833146863e-57,1.6634427878440315e-79,5.7488006764628005e-81,6.387006586096147e-49,1.1092599460604926e-43,1.284282574117771e-36,2.0411923687677966e-63,3.76,0.0,0.6660170675685577,0.9998620519392176,8.77447600580877e-35,2.0581103510281517e-58,3.50750864787509e-05,3.4972703596358696e-05,1.0238248231328327e-07,1.6899750417011015e-13,0.0001379480607827774
2.783902832324073e-08,0.5757367417269517,1.0930753576205971e-24,1.0065147763895124e-17,2.3576417701818528e-27,3.687649645826526e-34,0.0,0.0,7.403703479761259e-24,4.356675550711533e-49,8.498691898129435e-24,1.4644550386243697e-33,1.935855258298541e-22,7.323260168396514e-48,1.4456012889080475e-35,3.056063641761581e-32,4.004304073845985e-39,3.215081525194864e-34,2.4244992633755397e-28,2.021616362912179e-28,1.2396956085764794e-13,7.235383143329834e-22,1.6710289915359258e-34,1.1139055766554828e-64,2.2910297162234237e-45,1.9744975787437078e-39,7.141475439008913e-36,1.8401425115947723e-57,3.066038640422224e-79,1.0594492319434192e-80,9.014333913655536e-49,1.465650852797544e-43,1.6682607430999343e-36,3.225775967648508e-63,3.76,0.0,0.6660158137372393,0.9998620519392176,1.044432324253009e-34,3.0444865543914378e-58,3.632891780562304e-05,3.622653444170371e-05,1.0238294507506707e-07,1.7090512750679782e-13,0.00013794806078277724
2.87998707316541e-08,0.5757368747648495,1.2894346212214105e-24,1.0412537881949111e-17,2.8508793332462282e-27,4.363322185949182e-34,0.0,0.0,8.734790552186301e-24,6.2782027907703636e-49,1.0026584981028571e-23,1.76036314409757e-33,2.205679012623085e-22,8.545805022182253e-48,1.6475962843466378e-35,3.494231291717426e-32,5.312179637583911e-39,3.804345241946336e-34,2.683639229267103e-28,2.227426779284219e-28,1.3269527956800424e-13,7.972985668561056e-22,1.950853650899807e-34,1.672467104722468e-64,3.1203628089113455e-45,2.61940517033215e-39,9.0129070417508e-36,2.4837359794635793e-57,5.553514733496518e-79,1.9186983420819822e-80,1.2600152796431555e-48,1.9205530544891777e-43,2.1503529926457605e-36,5.027240375495782e-63,3.76,0.0,0.6660145599082814,0.9998620519392176,1.2357992648603366e-34,4.452197331946912e-58,3.758274677222084e-05,3.748036313644742e-05,1.02383197722684e-07,1.7266017226592846e-13,0.00013794806078277762
2.976071314006747e-08,0.5757370078024969,1.512616560123513e-24,1.075992800008529e-17,3.428183537145873e-27,5.134092565448167e-34,0.0,0.0,1.0247935009543276e-23,8.936912696825141e-49,1.1763439137307302e-23,2.1036314824545525e-33,2.5019397614105916e-22,9.917921922306673e-48,1.869477191919655e-35,3.977444785100793e-32,6.991510413580167e-39,4.476596550624068e-34,2.9605377869932255e-28,2.44601794620347e-28,1.4171786665219957e-13,8.756520679841215e-22,2.265200482533555e-34,2.4824129396476216e-64,4.213762769659999e-45,3.4474761384458344e-39,1.1286285279510507e-35,3.3189761685705724e-57,9.89253951595271e-79,3.417322105050047e-80,1.7451434300327327e-48,2.496869153115098e-43,2.751469945365176e-36,7.731993122135489e-63,3.76,0.0,0.6660133060816841,0.9998620519392176,1.4541002318969099e-34,6.440300129120551e-58,3.883657337854879e-05,3.8734189612702206e-05,1.0238330813602197e-07,1.7427482194776199e-13,0.00013794806078277783
3.072155554848084e-08,0.5757371408398939,1.765195053345927e-24,1.1107318118314676e-17,4.1006388704064605e-27,6.00956338092702e-34,0.0,0.0,1.1960646100333139e-23,1.2576244794635919e-48,1.372934849145139e-23,2.499983021701738e-33,2.826179900384921e-22,1.145146934347596e-47,2.1124184497203383e-35,4.508615469338618e-32,9.132420920045313e-39,5.240227680940322e-34,3.255772697287112e-28,2.6776876010912677e-28,1.5103732171603236e-13,9.587069478099299e-22,2.616873743892842e-34,3.644653571044533e-64,5.644185411627043e-45,4.503150668418315e-39,1.4030143613217323e-35,4.393645329993002e-57,1.7344675631451593e-78,5.990824650408947e-80,2.3960293966688428e-48,3.2218394836673516e-43,3.496115387953513e-36,1.1744321501045489e-62,3.76,0.0,0.6660120522574473,0.9998620519392176,1.7020549146388574e-34,9.220425376110663e-58,4.009039762461132e-05,3.9988013824763e-05,1.0238332201336457e-07,1.75760293612102e-13,0.00013794806078277767
3.168239795689421e-08,0.5757372738770404,2.049890550143954e-24,1.1454708236649334e-17,4.8803681119986026e-27,6.999946984806481e-34,0.0,0.0,1.3891435282058442e-23,1.750793266115667e-48,1.5945556986234686e-23,2.955621485042325e-33,3.179970451708246e-22,1.3158729655378935e-47,2.3776179377945054e-35,5.090736677521749e-32,1.1843274867800237e-38,6.104166251554764e-34,3.5699206837079753e-28,2.9227269264571485e-28,1.6065364435615109e-13,1.0465690208870013e-21,3.008789253313979e-34,5.2959689544561775e-64,7.501759122445445e-45,5.839862655891974e-39,1.732184041589546e-35,5.7652763972304e-57,2.9956940063038443e-78,1.0345771898285523e-79,3.262405699307978e-48,4.127680092637983e-43,4.4128593599988364e-36,1.7629000999876823e-62,3.76,0.0,0.6660107984355711,0.9998620519392176,1.982555700030174e-34,1.3071789611368627e-57,4.134421951041287e-05,4.1241835741873554e-05,1.0238327010511008e-07,1.7712691233951614e-13,0.00013794806078277756
3.2643240365307576e-08,0.5757374069139366,2.3695726481366857e-24,1.1802098355102412e-17,5.780590304135831e-27,8.116082340593736e-34,0.0,0.0,1.6059834346960388e-23,2.412794009462191e-48,1.843447914454186e-23,3.4772548459099155e-33,3.564909996720204e-22,1.50524014667293e-47,2.6662962657108993e-35,5.726882959081729e-32,1.5253646148192743e-38,7.077890465746075e-34,3.903557434560028e-28,3.1814206942372978e-28,1.705668341632061e-13,1.1393418358260151e-21,3.443973778693069e-34,7.620155449218408e-64,9.897134861545614e-45,7.521504695719109e-39,2.1248343099258032e-35,7.502724663966071e-57,5.100590103887826e-78,1.7613000981562547e-79,4.4069175677855686e-48,5.252286571297276e-43,5.5348541368469455e-36,2.6167135092252296e-62,3.76,0.0,0.6660095446160554,0.9998620519392176,2.29867244649963e-34,1.835980302150242e-57,4.259803903595791e-05,4.249565534307675e-05,1.0238317336329994e-07,1.78384180735175e-13,0.00013794806078277767
3.360408277372094e-08,0.5757375399505822,2.7272625687812093e-24,1.2149488473688226e-17,6.815679721303819e-27,9.36945171948357e-34,0.0,0.0,1.8486412867413783e-23,3.293541708403951e-48,2.121972004919227e-23,4.0721191462417916e-33,3.9826236349797683e-22,1.7145591766275543e-47,2.979696079079854e-35,6.420209318192196e-32,1.951766053711066e-38,8.171444213161542e-34,4.257257604814051e-28,3.454047406948089e-28,1.8077689072383805e-13,1.2371267238271402e-21,3.925564384044059e-34,1.0862163188425329e-63,1.2965358587995915e-44,9.624075870490733e-39,2.590705152753048e-35,9.687929882452899e-57,8.566889333837683e-78,2.957915740957982e-79,5.907962909803912e-48,6.6400091004452856e-43,6.900396292581067e-36,3.8428843719450156e-62,3.76,0.0,0.6660082907989003,0.9998620519392176,2.6536572128384727e-34,2.555902207700085e-57,4.3851856201250873e-05,4.3749472613965315e-05,1.0238304619090744e-07,1.795408435858651e-13,0.0001379480607827777
3.456492518213431e-08,0.5757376729869775,3.1261355314565027e-24,1.2496878592422294e-17,8.001225808989804e-27,1.0772197238004964e-33,0.0,0.0,2.1192794969171676e-23,4.455513702622401e-48,2.4326094550193168e-23,4.7480026292164694e-33,4.434761969348733e-22,1.945180789520465e-47,3.319081384762265e-35,7.173950459857094e-32,2.4817743402378236e-38,9.395452079975204e-34,4.631594818029523e-28,3.740879435683437e-28,1.9128381362187855e-13,1.3400228461568954e-21,4.456807738803838e-34,1.534591978499666e-63,1.687033095344485e-44,1.2237529738844013e-38,3.1406661454552094e-35,1.241788590106e-56,1.4202730393258817e-77,4.903274262717168e-79,7.86304945227255e-48,8.34250367297471e-43,8.553537638586997e-36,5.586720719938214e-62,3.76,0.0,0.6660070369841058,0.9998620519392176,3.0509489420577465e-34,3.528131072470727e-57,4.5105671006296204e-05,4.500328754472034e-05,1.0238289840326976e-07,1.8060494772928816e-13,0.00013794806078277767
3.552576759054768e-08,0.5757378060231223,3.569523029842456e-24,1.2844268711321421e-17,9.354094040195252e-27,1.233713723987498e-33,0.0,0.0,2.4201675456682655e-23,5.976390118739288e-48,2.7779645727278873e-23,5.5132701694208125e-33,4.923000116243167e-22,2.198494939332233e-47,3.685736894061187e-35,7.991420043475786e-32,3.136880653554632e-38,1.0761134272194624e-33,5.027141668275082e-28,4.042183155058556e-28,2.0208760243918561e-13,1.4481272406031705e-21,5.041059396152301e-34,2.1496650353629314e-63,2.180991977865102e-44,1.5467838855486858e-38,3.786806793420847e-35,1.580683344213791e-56,2.3254960966603622e-77,8.027557952782087e-79,1.0392742439178555e-47,1.0419663635765197e-42,1.0544747204403386e-35,8.043873814255237e-62,3.76,0.0,0.6660057831716718,0.9998620519392176,3.4941781011207354e-34,4.8310177576043206e-57,4.6359483451098335e-05,4.6257100128746265e-05,1.0238273659295883e-07,1.8158389732188874e-13,0.00013794806078277764
3.6486609998961044e-08,0.5757379390590167,4.060915014203235e-24,1.319165883040374e-17,1.0892487639520963e-26,1.4077782525247073e-33,0.0,0.0,2.753683531421117e-23,7.952144275586353e-48,3.160766263502506e-23,6.376887983974728e-33,5.449036740194147e-22,2.4759299755590316e-47,4.0809673832060067e-35,8.876009943684474e-32,3.9422908106073934e-38,1.2280321456809072e-33,5.444469722046366e-28,4.358219075202256e-28,2.1318825675629868e-13,1.5615348669418579e-21,5.681783045661004e-34,2.986864655741039e-63,2.8021794890457397e-44,1.943929258735644e-38,4.5425308592074217e-35,1.9988692057097743e-56,3.762604030840739e-77,1.2987077953256103e-78,1.3645283229176015e-47,1.2940635601897742e-42,1.293162639061478e-35,1.1475672731765166e-61,3.76,0.0,0.6660045293615984,0.9998620519392176,3.987171277453165e-34,6.564239380937394e-57,4.761329353566173e-05,4.7510910361600595e-05,1.0238256520010146e-07,1.8248450483587304e-13,0.00013794806078277767
3.8408294815787784e-08,0.5757382051300541,5.2024767437987495e-24,1.388643906919758e-17,1.4605730810846844e-26,1.81437903548731e-33,0.0,0.0,3.5286635177061354e-23,1.3767221241930748e-47,4.0502579533717714e-23,8.438196829322685e-33,6.621412252169794e-22,3.1090630854394546e-47,4.962469053972803e-35,1.0860504902331678e-31,6.126723038109979e-38,1.5829674079391195e-33,6.346750579765436e-28,5.035501000275163e-28,2.3628016020774487e-13,1.8046295279038184e-21,7.1470370777813484e-34,5.637243912723598e-63,4.545515262958981e-44,3.0210667025916e-38,6.44352005290689e-35,3.1382316395008124e-56,9.552991004346375e-77,3.2966552698072533e-78,2.308572559682756e-47,1.964383743581448e-42,1.916329309642653e-35,2.2769952625253315e-61,3.76,0.0,0.666002021748533,0.9998620519392176,5.138763802346604e-34,1.186061032119395e-56,5.0120906624090074e-05,5.001852376313621e-05,1.0238220431827112e-07,1.840752544790679e-13,0.00013794806078277786
4.013781115093185e-08,0.5757384445931315,6.432388474897994e-24,1.4511741284950256e-17,1.8794492944833385e-26,2.255442050116034e-33,0.0,0.0,4.363867806279978e-23,2.20418426315182e-47,5.00885674632667e-23,1.0732927704288221e-32,7.823309770660893e-22,3.776460736138633e-47,5.86702461966623e-35,1.2911703550584678e-31,8.956329185821232e-38,1.9680808733061103e-33,7.2390080549438685e-28,5.697936946579673e-28,2.5807814910186653e-13,2.0424634942511615e-21,8.69583267760081e-34,9.75116371177421e-63,6.896583509333798e-44,4.4163380767660385e-38,8.694307213491698e-35,4.620132227246774e-56,2.1376946029867465e-76,7.375655983338677e-78,3.63315384097695e-47,2.8121136794798314e-42,2.6878929119088563e-35,4.1084558152762835e-61,3.76,0.0,0.6659997649048472,0.9998620519392176,6.387961754329151e-34,1.9748202823574901e-56,5.237775033170367e-05,5.2275367760962535e-05,1.0238186928792949e-07,1.8529688623432804e-13,0.00013794806078277775
4.1867327486075914e-08,0.5757386840553973,7.879798681004178e-24,1.5137043501648773e-17,2.3937675343607758e-26,2.7778875168121368e-33,0.0,0.0,5.347047541174446e-23,3.4625599483560825e-47,6.137274966046394e-23,1.3516951405578848e-32,9.175096493001367e-22,4.545936767429704e-47,6.885330960034827e-35,1.5236722975519914e-31,1.2906315495915844e-37,2.424370844553293e-33,8.21067746294989e-28,6.411894878955199e-28,2.8083797566548663e-13,2.298863845994071e-21,1.0486466937747465e-33,1.6557120611391486e-62,1.0305022545505579e-43,6.364066420223657e-38,1.1582081595530125e-34,6.693692216682191e-56,4.669599227611965e-76,1.6108365318140979e-77,5.626613426081873e-47,3.9685703611451284e-42,3.720290356385099e-35,7.261233453649049e-61,3.76,0.0,0.6659975080688095,0.9998620519392176,7.867654628930712e-34,3.2292482661377074e-56,5.4634586392212855e-05,5.4532204115030425e-05,1.0238152915875696e-07,1.8634769384831347e-13,0.00013794806078277767
4.359684382121998e-08,0.5757389235168519,9.570886221162147e-24,1.5762345719454287e-17,3.019679944002352e-26,3.3922362348113354e-33,0.0,0.0,6.496072740699747e-23,5.334129714646949e-47,7.456016622643652e-23,1.68670143767559e-32,1.0687391411475946e-21,5.427064613647439e-47,8.025626963947892e-35,1.785800405402659e-31,1.8336000864079894e-37,2.9610745657303857e-33,9.265056265179681e-28,7.178703746354604e-28,3.045596374380528e-13,2.574316792898515e-21,1.254284212915485e-33,2.7510902428513642e-62,1.5159955451744142e-43,9.041431138266242e-38,1.5244852751899498e-34,9.547862960255432e-56,9.808748155165486e-76,3.383050792279697e-77,8.567300855606606e-47,5.5233063656910005e-42,5.08358721781363e-35,1.2519303842562288e-60,3.76,0.0,0.6659952512404199,0.9998620519392176,9.607639886975967e-34,5.175876744436176e-56,5.6891414805643537e-05,5.6789032822699434e-05,1.0238118657296087e-07,1.8725185793272523e-13,0.00013794806078277764
4.532636015636404e-08,0.5757391629774948,1.1533705604003524e-23,1.6387647938547787e-17,3.77532516483827e-26,4.109891002817284e-33,0.0,0.0,7.830104178951438e-23,8.070310111511221e-47,8.987066034127246e-23,2.086851337182248e-32,1.2371000395224435e-21,6.429769543594901e-47,9.296324383988816e-35,2.0798784050435873e-31,2.5704310766808963e-37,3.588213258083185e-33,1.0405430860710605e-27,7.999638197062323e-28,3.2924313195817556e-13,2.869289216691471e-21,1.4889974873575098e-33,4.480775349535444e-62,2.1976864415541282e-43,1.2674727530258249e-37,1.9844089665592106e-34,1.3423532858958318e-55,1.9964276629054745e-75,6.884590437628949e-77,1.2837481275142433e-46,7.587683366836628e-42,6.863625887260949e-35,2.110524650607551e-60,3.76,0.0,0.6659929944196781,0.9998620519392176,1.1640213024968473e-33,8.143265847785937e-56,5.9148235572021664e-05,5.9045853882690725e-05,1.0238084281460584e-07,1.880300510450063e-13,0.00013794806078277767
4.705587649150811e-08,0.5757394024373265,1.3798230148530127e-23,1.7012950159131564e-17,4.680970978942532e-26,4.943171916865688e-33,0.0,0.0,9.369624301062612e-23,1.2011957253758803e-46,1.0753923200360774e-22,2.5616063824703574e-32,1.4236903774805131e-21,7.564316958146754e-47,1.0706000183109885e-34,2.408309136754781e-31,3.559068021464778e-37,4.3166253359093645e-33,1.1635076521249668e-27,8.875920071138917e-28,3.5488845676401953e-13,3.1842291833022765e-21,1.755399055837639e-33,7.168756509905925e-62,3.1429264049818847e-43,1.7549674021759325e-37,2.5567336230344092e-34,1.8624103499780863e-55,3.9589654556755973e-75,1.3650257207887888e-76,1.8953834574634196e-46,1.0298763414000187e-41,9.164581182226348e-35,3.4879852958588724e-60,3.76,0.0,0.6659907376065843,0.9998620519392176,1.4000267546949404e-33,1.2598807446801632e-55,6.140504869137313e-05,6.130266729445137e-05,1.0238049844495526e-07,1.8869985465188384e-13,0.00013794806078277767
5.051490916179624e-08,0.5757398813545558,1.9365198069115824e-23,1.8263554605734913e-17,7.038915653852809e-26,7.012258549073716e-33,0.0,0.0,1.3155968511190437e-22,2.5717406850975366e-46,1.509927552148234e-22,3.7794592535909133e-32,1.8560498499455855e-21,1.0272059520681575e-46,1.397757460909711e-34,3.1783455915353145e-31,6.632718577443884e-37,6.126320556249983e-33,1.4375209346154558e-27,1.0799089316949633e-27,4.090645873845974e-13,3.8756882989152404e-21,2.394427264927426e-33,1.7900679818709957e-61,6.246257197239237e-43,3.270577570573577e-37,4.13345877685336e-34,3.4746619869790464e-55,1.5611530144511201e-74,5.3801669065137465e-76,4.0176218890134424e-46,1.8429359035606626e-41,1.589699104160385e-34,9.276681694836157e-60,3.76,0.0,0.6659862240033408,0.9998620519392176,1.9860424754247988e-33,2.9317159478796487e-55,6.591865198909978e-05,6.581627117257878e-05,1.0237980862289536e-07,1.8976889176850704e-13,0.00013794806078277767
5.3973941832084366e-08,0.5757403602685394,2.6548403886278455e-23,1.951415906134117e-17,1.0301508864836476e-25,9.716434609258957e-33,0.0,0.0,1.8044393962684027e-22,5.211026103078107e-46,2.0709231214234368e-22,5.435549226539451e-32,2.3748641084122464e-21,1.3638063083330244e-46,1.7911635634818979e-34,4.116548520909713e-31,1.186821457471427e-36,8.493347768762799e-33,1.751145121604261e-27,1.2957091402958578e-27,4.67088009603165e-13,4.6519590171102554e-21,3.194259676332265e-33,4.189639056041777e-61,1.1867583012194954e-42,5.852188813220505e-37,6.465204361458472e-34,6.208398167461148e-55,5.397760979208016e-74,1.8594486468729042e-75,8.104890092942762e-46,3.170258808891208e-41,2.6588703144448147e-34,2.290071630347646e-59,3.76,0.0,0.6659817104306888,0.9998620519392176,2.7519309640121604e-33,6.431918052748339e-55,7.043222469903083e-05,7.032984445580353e-05,1.0237911849232714e-07,1.9055893307112714e-13,0.00013794806078277767
6.089200717266062e-08,0.5757413180867702,4.7074278459001676e-23,2.201536801075899e-17,2.0661558050901906e-25,1.7605109437636927e-32,0.0,0.0,3.202613923699033e-22,1.9427305071407994e-45,3.6753797863934343e-22,1.0565538184247098e-31,3.709118433485717e-21,2.2722510012961297e-46,2.8064580608510207e-34,6.587327573025846e-31,3.518584201525673e-36,1.540928565338838e-32,2.5075144241065377e-27,1.8008768529830082e-27,5.946766500446858e-13,6.470437987135669e-21,5.378209080420145e-33,2.174601772440697e-60,3.9823107221345415e-42,1.7350042795863026e-36,1.4646338104300711e-33,1.814312245891368e-54,6.409441068157096e-73,2.2043876107158613e-74,3.09145379008047e-45,8.637458093464784e-41,6.87402586492391e-34,1.3016921763853846e-58,3.76,0.0,0.6659726833771592,0.9998620519392176,4.986195577092982e-33,2.8863852132415323e-54,7.945927835633549e-05,7.935689923761818e-05,1.0237773781333373e-07,1.9155064306461295e-13,0.00013794806078277767
6.711826597917926e-08,0.5757421801120783,7.450683639005407e-23,2.4266456126469394e-17,3.6127105619163937e-25,2.839996727508423e-32,0.0,0.0,5.073304399575591e-22,5.4051214036033446e-45,5.821928554523307e-22,1.8041571905772338e-31,5.299542813825681e-21,3.411200652509122e-46,4.022039209929463e-34,9.616321685869368e-31,8.31513958214277e-36,2.489266988596175e-32,3.3494435393111715e-27,2.343399382025669e-27,7.226639661031189e-13,8.425039065198725e-21,8.155925721545337e-33,7.615187848298515e-60,1.029137024953355e-41,4.100171424016298e-36,2.8130049033931934e-33,4.2346290136878756e-54,3.817765425416506e-72,1.3124050202497266e-73,8.734355030375139e-45,1.9106415186476056e-40,1.4653787698793706e-33,4.8341187385113155e-58,3.76,0.0,0.6659645591336038,0.9998620519392176,8.043561672938471e-33,9.162393950023421e-54,8.758352203972871e-05,8.748114390673268e-05,1.0237649561544915e-07,1.9205262234470517e-13,0.00013794806078277767
7.33445247856979e-08,0.5757430421268714,1.1292852090101286e-22,2.6517544325878228e-17,5.998154527113209e-25,4.385958771373726e-32,0.0,0.0,7.69613687921233e-22,1.359431721911918e-44,8.8313469316919e-22,2.935107733093698e-31,7.316948644815507e-21,4.916938500280267e-46,5.570825771772146e-34,1.3561054137800764e-30,1.8112476283511822e-35,3.850604183252893e-32,4.359370558213582e-27,2.9729687750780613e-27,8.631162006050235e-13,1.069497943908289e-20,1.1880992879326175e-32,2.3359623782573e-59,2.4272078257970977e-41,8.931208453909656e-36,5.076383020697503e-33,9.111784634502257e-54,1.8138414894875477e-71,6.23075329379938e-73,2.2300511882557038e-44,3.912534449774433e-40,2.908373220559729e-33,1.55751967885655e-57,3.76,0.0,0.665956434989162,0.9998620519392176,1.2422101520284016e-32,2.58040287702407e-53,9.570766662188876e-05,9.560528944982888e-05,1.0237525347468509e-07,1.9235274416982718e-13,0.00013794806078277767
