Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603)
9.958109951673236e-07,1.0402961624312355,5.8179557226174436e-05,3.9045282686382654e-05,1.7613666545752826e-05,0.00027056586293823867,0.0,0.0,1.243591349397931e-05,7.947852013947219e-08,0.00041020143270812206,2.55240286723695e-05,1.3651926085200305e-06,1.1718985882295713e-13,8.799740834955231e-10,5.396193765991093e-07,2.1565005076491186e-05,4.5725472091590524e-05,5.84985585077114e-07,6.626811271409839e-07,0.0026177422273998235,6.184051279216621e-08,2.7483749414714047e-08,2.704317449446187e-10,6.91054426367059e-10,0.00022441520209393406,1.8910425464235495e-06,4.040803838167663e-06,1.1851663604757906e-10,1.1476010693947424e-11,1.8864270521883672e-10,2.590195167456122e-10,7.443210578504775e-08,1.6269229733235158e-08,3.76,0.0,1.204248144395396e-06,0.99619921992107,0.00015790283140618738,4.499987125087635e-05,0.7939063132231874,0.7873657166570497,2.110020822190259e-06,1.0235112377943134e-08,0.003161957620918602,2.796838561281635e-07,8.943777773767958e-10,1.282136351841105e-11,8.291555468976351e-10,7.182245179068709e-05,5.203223991573373e-09,5.007397981660522e-05,4.8662047620903175e-05,0.00022340136497788643,0.00037258335590314675,3.1941924038237215e-07,4.772005790710828e-07,2.112878446572291e-13,1.846554322571378e-13,1.872860013372848e-08,4.918187312595939e-09,8.968202432851519e-06,1.583921022873362e-08,7.872382520853152e-07,5.848069893650884e-11,4.2692595984930014e-10,1.2920122191276747e-07,4.683566958262226e-10,1.0082965664623668e-08,9.089941094397978e-05,5.0291514667380825e-06,4.981212503388099e-10,1.988143493872736e-10,4.121254985980376e-14,1.9224851043181197e-06,6.86331373469703e-06,4.3734292900857387e-10,2.3688908214931346e-08,3.6877029079573204e-09,3.141156770073015e-09,4.663291465399597e-05,1.5966886128213124e-08,5.567346436996048e-13,2.1433151045816334e-17,4.045580330833001e-09,1.7407847964302234e-08,5.480811767716702e-15,3.293319756770985e-08,2.378027414856748e-11,2.907757006440342e-14,3.7275685881119767e-10,1.4373557000807489e-10,5.547795479010895e-18,4.02912054044418e-08,3.3763088433495785e-12,3.857767188545021e-09,2.426509309345434e-15,8.847876892372512e-14,5.335999186354028e-11,3.5008389923072005e-13,3.4985373074056686e-06,5.996214029494876e-09
9.99481833430824e-07,1.0402983780373907,5.823707810401342e-05,3.908655360637353e-05,1.7637858272923822e-05,0.00027157894198874137,0.0,0.0,1.247136282545761e-05,7.977532908862368e-08,0.0004130308004977117,2.5661757263416545e-05,1.3701246031411932e-06,1.1804534108027894e-13,8.854345346477519e-10,5.402771581714096e-07,2.1650255761191652e-05,4.5887919954850555e-05,5.893472973903626e-07,6.661883055280625e-07,0.0026280095082930467,6.209754823660324e-08,2.7519101676321324e-08,2.726895574101254e-10,6.93836940179216e-10,0.00022559196646902151,1.8910296136916614e-06,4.049277760480839e-06,1.1981629266621185e-10,1.156117552346679e-11,1.8977090334183396e-10,2.5929302628331703e-10,7.443956563388034e-08,1.627459660967846e-08,3.76,0.0,1.1730407050595293e-06,0.9961961393190435,0.00015866091935054134,4.5005384313189535e-05,0.7939179129157731,0.787350506908085,2.1099667067016794e-06,1.0234911708999801e-08,0.003161947839531126,2.7994426602145097e-07,8.947104562703316e-10,1.2836818661690886e-11,8.302764032248068e-10,7.212424609682615e-05,5.203096313767123e-09,5.013001275457162e-05,4.871462515470259e-05,0.00022392125422205045,0.00037515385606434054,3.197264133368484e-07,4.776617694205989e-07,2.1154504361949543e-13,1.848796495245978e-13,1.875161469199713e-08,4.942000733318005e-09,8.978006707984778e-06,1.594932019564073e-08,7.963010094607664e-07,5.854618141276515e-11,4.2862281093367357e-10,1.2916864884877797e-07,4.688664174071908e-10,1.0082748872030295e-08,9.092354409595987e-05,5.067227410564642e-06,4.980253667974976e-10,1.990848694120761e-10,4.120549634642084e-14,1.9240929960310238e-06,6.898521034202819e-06,4.3964853005270313e-10,2.3743894166536733e-08,3.6965085459102313e-09,3.1489956257301015e-09,4.663469808084429e-05,1.603852676383142e-08,5.581245832362896e-13,2.1486615762066636e-17,4.078053857570374e-09,1.740789073679462e-08,5.488398065113808e-15,3.29832133825783e-08,2.3939356057411928e-11,2.9163616800888564e-14,3.734580753903196e-10,1.4394578570063813e-10,5.5616250415715405e-18,4.054044333054485e-08,3.3754397376057045e-12,3.862742614973215e-09,2.4415115500812687e-15,8.89609326564165e-14,5.3477803814584995e-11,3.5080170520977954e-13,3.5061690292038992e-06,6.065256557656858e-09
9.999999999999997e-07,1.040300594444424,5.8245202424915204e-05,3.909238075869507e-05,1.764127539446716e-05,0.00027172202585533655,0.0,0.0,1.2476371312630791e-05,7.981723974500527e-08,0.0004134306960036184,2.5681212355259286e-05,1.3708214987735678e-06,1.181664099056807e-13,8.862066531356363e-10,5.403700379120467e-07,2.166229641835596e-05,4.591084967936023e-05,5.899640591288954e-07,6.666838485060681e-07,0.0026294588074562693,6.21338309965652e-08,2.75240941301498e-08,2.730092195339216e-10,6.942299639133295e-10,0.00022575818134539484,1.8910277977412213e-06,4.050474141508042e-06,1.2000054508444255e-10,1.1573230912217677e-11,1.899304472683331e-10,2.5933164331733613e-10,7.444061986854522e-08,1.6275354258362045e-08,3.76,0.0,1.1687643910230281e-06,0.9961957041878878,0.0001587680118397861,4.500616435566304e-05,0.7939195503148285,0.787348359389705,2.10995912160935e-06,1.023488338832208e-08,0.003161946457922872,2.7998091583123963e-07,8.947574203900732e-10,1.2839001661897205e-11,8.304347232007875e-10,7.216684831195344e-05,5.203078285760229e-09,5.013792500241347e-05,4.8722049123143337e-05,0.0002239944642686204,0.00037551711516067333,3.197697981795984e-07,4.777269075547664e-07,2.1158135944001571e-13,1.8491130903045675e-13,1.8754864399991832e-08,4.94536381399309e-09,8.979390699378845e-06,1.596488087973763e-08,7.975867549567851e-07,5.855542715629205e-11,4.2886246974932943e-10,1.2916406792709647e-07,4.689383698885887e-10,1.0082718374007407e-08,9.092695074759237e-05,5.0726157061173525e-06,4.980130780912218e-10,1.9912307995460456e-10,4.120460502992348e-14,1.9243200001204033e-06,6.9034949212675495e-06,4.3997425197718923e-10,2.3751649018186562e-08,3.6977503964531518e-09,3.1501008533093085e-09,4.6634949938226456e-05,1.604864467000655e-08,5.583205520724001e-13,2.1494153823290648e-17,4.082647256638888e-09,1.7407896821210777e-08,5.48947028837173e-15,3.2990244711790404e-08,2.3961847334490304e-11,2.917577850947557e-14,3.7355715331598925e-10,1.4397548813244023e-10,5.563574894566372e-18,4.057567800225165e-08,3.3753175002960923e-12,3.8634455985823086e-09,2.4436324005935214e-15,8.90290425191274e-14,5.3494395818166016e-11,3.5090304871895e-13,3.5072461714844253e-06,6.075046140494717e-09
1.0031526716943245e-06,1.040300594444424,5.829465860329424e-05,3.912784264822017e-05,1.7662078246257185e-05,0.0002725930158457504,0.0,0.0,1.2506868623167011e-05,8.007231069009256e-08,0.0004158664804076014,2.579965548536617e-05,1.3750653670843342e-06,1.189046872246323e-13,8.909115538208866e-10,5.409353004349788e-07,2.173559187932976e-05,4.605035516813825e-05,5.937223304609198e-07,6.697014260744444e-07,0.002638276725246604,6.235458695381017e-08,2.755448155042996e-08,2.749592351411999e-10,6.966225701699692e-10,0.00022677004322131794,1.891016798736479e-06,4.057754450747793e-06,1.2112584610817505e-10,1.164675944465675e-11,1.9090270702566953e-10,2.5956664954221765e-10,7.444704055794658e-08,1.6279964400186082e-08,3.76,0.0,1.143409732692136e-06,0.9961930552287005,0.0001594200337526512,4.5010920130539745e-05,0.7939295128151405,0.7873352903856742,2.109913248231103e-06,1.0234711103418457e-08,0.0031619380470727498,2.8020332898536617e-07,8.950431859361512e-10,1.2852291039923396e-11,8.313985330011097e-10,7.24260612321694e-05,5.202968570050777e-09,5.0186080264736444e-05,4.876723077981317e-05,0.0002244389616116355,0.000377729484767751,3.200338965764168e-07,4.781234257253624e-07,2.1180237058557716e-13,1.8510398593757663e-13,1.877464209158035e-08,4.965834472997025e-09,8.98781159281851e-06,1.6059651260746458e-08,8.054441711452111e-07,5.861169382665537e-11,4.303213444332688e-10,1.2913628735243615e-07,4.693761601464317e-10,1.0082533351567076e-08,9.09476781807904e-05,5.105472166404126e-06,4.979447360040764e-10,1.993556952325004e-10,4.119972015192142e-14,1.9257013638976567e-06,6.933779394458054e-06,4.4195747138528365e-10,2.379879573204098e-08,3.705300201417293e-09,3.1568185846347287e-09,4.663648291373608e-05,1.6110233116561658e-08,5.595116596585456e-13,2.1539970624274116e-17,4.1106455508548985e-09,1.740793408504199e-08,5.496001264643022e-15,3.303287262132884e-08,2.4098880950382556e-11,2.924985690103523e-14,3.7416048236180305e-10,1.441563601889487e-10,5.5754262458893486e-18,4.079033787735954e-08,3.3745761476439357e-12,3.867726294328995e-09,2.456553182492143e-15,8.944370247911119e-14,5.359514483014941e-11,3.515197566948754e-13,3.513799099981115e-06,6.134842449870028e-09
1.006823509957825e-06,1.0403028116620259,5.8352298206467806e-05,3.916915022087472e-05,1.7686326406413426e-05,0.00027360808548423,0.0,0.0,1.2542430965029913e-05,8.036946823185637e-08,0.0004187084522813565,2.593772343517587e-05,1.3800148572144305e-06,1.1976790444914784e-13,8.964051359886424e-10,5.415938098502442e-07,2.182101353217986e-05,4.621277775329593e-05,5.98110675658586e-07,6.732205039851533e-07,0.002648543878114283,6.261162892572824e-08,2.7589889425445888e-08,2.772408137000514e-10,6.99411320912447e-10,0.00022794943284747503,1.891004096622556e-06,4.066233913191096e-06,1.2244534164597739e-10,1.1732763542359864e-11,1.9203812340295206e-10,2.5984038925704326e-10,7.445453028473103e-08,1.6285333109739316e-08,3.76,0.0,1.115275581505085e-06,0.9961899676473761,0.00016018017578348003,4.501647873192581e-05,0.7939411130013762,0.7873200671658468,2.1098604128718344e-06,1.0234510554539548e-08,0.0031619282435350247,2.804610679151932e-07,8.953759710890502e-10,1.2867780577667783e-11,8.32521933368555e-10,7.272789763434302e-05,5.202840760960509e-09,5.0242182749460094e-05,4.881986494155787e-05,0.0002249545096209846,0.00038031022011696423,3.2034168723642945e-07,4.785855436779606e-07,2.1205982841050122e-13,1.8532844373916712e-13,1.8797682551892207e-08,4.989688539859879e-09,8.997617312046196e-06,1.6170202459363752e-08,8.146680447813493e-07,5.867723678539514e-11,4.320215623333823e-10,1.2910413861856305e-07,4.698859358755843e-10,1.0082319042627146e-08,9.097181321231175e-05,5.143886085703652e-06,4.978786164668225e-10,1.9962682826665384e-10,4.119515928961553e-14,1.9273102221219564e-06,6.969088898239479e-06,4.442697583519235e-10,2.3853614399575298e-08,3.7140781183070384e-09,3.1646258972032945e-09,4.663826915445649e-05,1.618200536171594e-08,5.608959176991204e-13,2.159321735030633e-17,4.143355499179426e-09,1.7407977992898918e-08,5.50362142288827e-15,3.308217796163899e-08,2.4258849500445948e-11,2.9336290905357546e-14,3.7486407844297386e-10,1.4436729346825133e-10,5.5891995357409354e-18,4.104089038276501e-08,3.3737181045227582e-12,3.87271823247785e-09,2.471634286329269e-15,8.9927078754092e-14,5.371201983442498e-11,3.522380538686053e-13,3.5214275182364937e-06,6.204974104893164e-09
1.0104943482213254e-06,1.040305029699268,5.840999641914975e-05,3.9210476720602195e-05,1.7710602696658895e-05,0.0002746241518701977,0.0,0.0,1.2578049928131445e-05,8.066680497688113e-08,0.0004215566961900067,2.6075961211392118e-05,1.3849730323236012e-06,1.2063500000827448e-13,9.019152763377974e-10,5.422526926770767e-07,2.190652082069617e-05,4.6375187732183486e-05,6.02512324535704e-07,6.767455542472798e-07,0.002658810966752544,6.28686741351556e-08,2.762532567826854e-08,2.7953432872609974e-10,7.022031969718408e-10,0.00022913013585761002,1.890991502660108e-06,4.074716151992417e-06,1.2377482465076312e-10,1.1819188904425072e-11,1.9317715964471782e-10,2.601142480768506e-10,7.446203455501982e-08,1.629070274327676e-08,3.76,0.0,1.088562629521239e-06,0.9961868765723906,0.00016094134661130967,4.502206014614813e-05,0.7939527135505625,0.7873048373205883,2.109808168429647e-06,1.0234310056037336e-08,0.003161918428909449,2.807175053834528e-07,8.957088163154397e-10,1.2883287202827752e-11,8.336466015892531e-10,7.302975574034729e-05,5.2027128868978915e-09,5.029832059914301e-05,4.8872528072187285e-05,0.0002254679205304097,0.00038289604044559335,3.206497825791029e-07,4.790481191614979e-07,2.1231741985884694e-13,1.8555302510246514e-13,1.882073628556337e-08,5.0135629423236406e-09,9.00742408322832e-06,1.6280972836891352e-08,8.239729375738425e-07,5.874281087725456e-11,4.33723466612381e-10,1.2907220385099659e-07,4.703957560501577e-10,1.0082105887654908e-08,9.099594920357042e-05,5.182469519041821e-06,4.978263032909504e-10,1.998982698955349e-10,4.119175483266145e-14,1.928919584653946e-06,7.004449628544318e-06,4.4658539631619114e-10,2.3908351641708687e-08,3.722842537849946e-09,3.1724178111461965e-09,4.664005680458287e-05,1.6253843675066086e-08,5.622774016065866e-13,2.1646357639442354e-17,4.176183793541389e-09,1.7408022445221967e-08,5.5112585979248176e-15,3.3131132061381655e-08,2.4419262383729825e-11,2.942291935048814e-14,3.7556886229446627e-10,1.445785855055781e-10,5.602945350101076e-18,4.129210218883292e-08,3.3728656395371765e-12,3.8777184344549036e-09,2.4867549415953997e-15,9.041106184930279e-14,5.3828433707911123e-11,3.5295659691720307e-13,3.529054282541095e-06,6.275653924928981e-09
1.0141651864848259e-06,1.0403072485646314,5.8467752769264594e-05,3.9251822531437933e-05,1.7734907062788548e-05,0.00027564121596112325,0.0,0.0,1.2613725588754322e-05,8.096432416330211e-08,0.0004244111924298616,2.6214368914101416e-05,1.3899398530628008e-06,1.2150598121708992e-13,9.074419702656218e-10,5.429119549820454e-07,2.1992113845525745e-05,4.6537585126679034e-05,6.069272688249276e-07,6.802765916355107e-07,0.0026690779910204143,6.312572256571375e-08,2.7660790674704158e-08,2.8183981593629844e-10,7.049982029058532e-10,0.00023031215277492787,1.8909790123928103e-06,4.083201171294451e-06,1.2511434059250598e-10,1.1906036621692878e-11,1.9431982296004629e-10,2.603882285681268e-10,7.446955312226106e-08,1.629607330569673e-08,3.76,0.0,1.0631990752871715e-06,0.9961837820010496,0.0001617035474018564,4.502766440182026e-05,0.7939643145349793,0.7872896009180433,2.1097564843362655e-06,1.0234109601903016e-08,0.003161908603187471,2.80972663644383e-07,8.960417260776476e-10,1.2898810846551089e-11,8.347725350419042e-10,7.333163598653616e-05,5.202584948182891e-09,5.035449419266621e-05,4.892522059134878e-05,0.00022597921642735386,0.0003854869243150132,3.2095817998883685e-07,4.795111482425768e-07,2.1257514760800813e-13,1.8577773213309903e-13,1.8843803498686432e-08,5.037457688990231e-09,9.017232117028098e-06,1.6391961448714205e-08,8.333591562983156e-07,5.880841667224504e-11,4.354270592419721e-10,1.290404842626376e-07,4.709056317619505e-10,1.0081893831994069e-08,9.102008616686244e-05,5.221222816136463e-06,4.977871263734031e-10,2.0017002146439362e-10,4.118945076311863e-14,1.9305294651966968e-06,7.03986166858556e-06,4.4890439065916434e-10,2.3963008915635416e-08,3.731593698789421e-09,3.1801945715012553e-09,4.664184586549683e-05,1.6325748232849108e-08,5.636561551513143e-13,2.169939317260209e-17,4.209130527416149e-09,1.7408067427816662e-08,5.518912849298066e-15,3.317973755876939e-08,2.4580120279464168e-11,2.950974276937268e-14,3.7627483252218716e-10,1.447902362405865e-10,5.616664123203155e-18,4.1543974641728204e-08,3.3720187842198053e-12,3.882726904488259e-09,2.501915228539088e-15,9.089565213817686e-14,5.394439128770501e-11,3.536753860313434e-13,3.536679391537602e-06,6.346884315627907e-09
1.0178360247483263e-06,1.0403094682660419,5.852556680622092e-05,3.929318802562889e-05,1.7759239453050874e-05,0.0002766592787063123,0.0,0.0,1.2649458022412432e-05,8.126202900460565e-08,0.00042727192152035027,2.6352946644883122e-05,1.3949152818758192e-06,1.223808554506301e-13,9.129852133773684e-10,5.435716026454135e-07,2.2077792707020995e-05,4.669996995867936e-05,6.113555004370421e-07,6.838136307175625e-07,0.002679344950779393,6.338277420181528e-08,2.7696284769864523e-08,2.8415731112545583e-10,7.077963432651322e-10,0.0002314954841353565,1.8909666215862052e-06,4.0916889752027565e-06,1.2646393504020356e-10,1.1993307787981207e-11,1.9546612059568164e-10,2.6066233321778164e-10,7.447708575195644e-08,1.6301444801859516e-08,3.76,0.0,1.039116744856127e-06,0.996180683930645,0.00016246677931838234,4.5033291527379996e-05,0.7939759160232969,0.7872743580227102,2.109705331567215e-06,1.0233909186428712e-08,0.0031618987663605057,2.812265646383629e-07,8.963747047180697e-10,1.2914351443129516e-11,8.358997312183812e-10,7.363353880859772e-05,5.202456945265214e-09,5.0410703897815605e-05,4.8977942906538956e-05,0.00022648841920756854,0.00038808285051211857,3.21266876967702e-07,4.7997462716453e-07,2.128330142513401e-13,1.8600256687166893e-13,1.8866884391052496e-08,5.06137278864173e-09,9.02704161743981e-06,1.6503167360104883e-08,8.428270073103191e-07,5.887405472278159e-11,4.37132342187465e-10,1.290089810754942e-07,4.71415573751083e-10,1.0081682823743217e-08,9.104422411377465e-05,5.260146325852426e-06,4.97760448686714e-10,2.0044208428404317e-10,4.118819382844933e-14,1.9321398772130964e-06,7.07532510178743e-06,4.512267467789982e-10,2.4017587663359766e-08,3.7403318373723185e-09,3.187956420666671e-09,4.664363633839589e-05,1.63977192117727e-08,5.650322216313634e-13,2.17523256125724e-17,4.242195796730863e-09,1.7408112927387312e-08,5.526584238003023e-15,3.3227997072497775e-08,2.4741423869924567e-11,2.9596761691456694e-14,3.769819876792305e-10,1.4500224558637765e-10,5.630356284598064e-18,4.179650909161277e-08,3.3711775703419323e-12,3.8877436460218345e-09,2.5171152276474316e-15,9.138084999947146e-14,5.405989736782633e-11,3.5439442140612687e-13,3.5443028439400443e-06,6.418667686091905e-09
1.0215068630118268e-06,1.0403116888108963,5.858343810011569e-05,3.933457356405901e-05,1.7783599818074806e-05,0.00027767834104727577,0.0,0.0,1.2685247303883213e-05,8.155992268981149e-08,0.00043013886420187965,2.6491694506764047e-05,1.3998992829355063e-06,1.2325963014323584e-13,9.185450014838324e-10,5.442316413678825e-07,2.2163557505251905e-05,4.68623422501006e-05,6.157970114588373e-07,6.873566858595239e-07,0.002689611845893349,6.363982902863275e-08,2.7731808308551595e-08,2.8648685016655244e-10,7.105976225936926e-10,0.00023268013048719524,1.8909543262166826e-06,4.100179567787531e-06,1.278236536620739e-10,1.2081003500071935e-11,1.966160598356612e-10,2.609365644360323e-10,7.448463222108257e-08,1.6306817236589553e-08,3.76,0.0,1.0162509085223706e-06,0.9961775823584553,0.0001632310435218049,4.5038941551099834e-05,0.7939875180807594,0.7872591086956237,2.109654682563832e-06,1.0233708804192266e-08,0.003161888918419918,2.814792299962792e-07,8.967077564631733e-10,1.292990892986579e-11,8.37028187720422e-10,7.393546464153631e-05,5.202328878527055e-09,5.0466950071690666e-05,4.903069541353964e-05,0.0002269955505763043,0.0003906837980471064,3.215758711310871e-07,4.804385523408943e-07,2.130910223011937e-13,1.8622753129609893e-13,1.8889979156379278e-08,5.0853082502353126e-09,9.036852782009869e-06,1.6614589646126084e-08,8.523767965542577e-07,5.893972556432116e-11,4.388393174080244e-10,1.2897769552072498e-07,4.719255924176461e-10,1.0081472813618605e-08,9.106836305522392e-05,5.299240396209429e-06,4.977456646475075e-10,2.0071445963212402e-10,4.1187933405097265e-14,1.9337508339324108e-06,7.110840011781065e-06,4.5355247009051004e-10,2.407208931187813e-08,3.749057187379034e-09,3.1957035984335395e-09,4.6645428224304484e-05,1.6469756789020616e-08,5.664056438782968e-13,2.1805156604230163e-17,4.275379699838861e-09,1.740815893148928e-08,5.534272826464435e-15,3.327591320188786e-08,2.4903173840377525e-11,2.968397664286527e-14,3.7769032626774685e-10,1.452146134302957e-10,5.6440222592102874e-18,4.2049706892552155e-08,3.3703420299145453e-12,3.8927686617376395e-09,2.5323550196410325e-15,9.186665581710854e-14,5.4174956699543197e-11,3.5511370323996655e-13,3.5519246385335114e-06,6.49100644887828e-09
1.0251777012753273e-06,1.0403139102060925,5.864136624096734e-05,3.9375979496659415e-05,1.7807988110798716e-05,0.0002786984039180862,0.0,0.0,1.2721093507238828e-05,8.185800838365643e-08,0.000433012001433716,2.6630612604174573e-05,1.404891822082154e-06,1.2414231278791756e-13,9.24121330598968e-10,5.448920766770977e-07,2.224940834001774e-05,4.702470202287904e-05,6.202517941510284e-07,6.909057712311007e-07,0.0026998786762284428,6.389688703206908e-08,2.776736162562855e-08,2.8882846901105593e-10,7.134020454293253e-10,0.00023386609239077542,1.8909421224610158e-06,4.108672953085298e-06,1.2919354222575202e-10,1.216912485769807e-11,1.977696480009494e-10,2.6121092455918264e-10,7.449219231754034e-08,1.631219061467751e-08,3.76,0.0,9.945401068142748e-07,0.9961744772817451,0.00016399634117080118,4.504461450109692e-05,0.7939991207693574,0.7872438529945294,2.109604511159202e-06,1.0233508450042787e-08,0.0031618790593570287,2.817306810438359e-07,8.970408854273625e-10,1.2945483246971018e-11,8.381579022563968e-10,7.423741391965563e-05,5.202200748213984e-09,5.052323306109818e-05,4.908347849683861e-05,0.0002275006320495141,0.00039328974615127977,3.218851602035018e-07,4.809029203491131e-07,2.133491741918417e-13,1.8645262732390502e-13,1.8913087982530842e-08,5.109264082898312e-09,9.046665802050905e-06,1.67262273915341e-08,8.620088295722782e-07,5.900542971597757e-11,4.4054798685691476e-10,1.2894662883868107e-07,4.724356978329833e-10,1.0081263754823709e-08,9.10925030014944e-05,5.338505374389965e-06,4.977421985654631e-10,2.0098714875432244e-10,4.118862136879594e-14,1.935362348356655e-06,7.146406482400393e-06,4.558815660247827e-10,2.412651527335851e-08,3.757769980153151e-09,3.203436342017917e-09,4.6647221524084276e-05,1.6541861142257995e-08,5.67776464262913e-13,2.1857887774762436e-17,4.3086823374945036e-09,1.740820542848383e-08,5.541978678517577e-15,3.3323488527027655e-08,2.5065370879027915e-11,2.977138814657573e-14,3.783998467407669e-10,1.4542733963470854e-10,5.6576624673952465e-18,4.230356940242527e-08,3.3695121951893295e-12,3.8978019535775695e-09,2.5476346854694266e-15,9.23530699800207e-14,5.4289573991665555e-11,3.558332317349645e-13,3.559544774173849e-06,6.563903020003533e-09
1.0288485395388277e-06,1.0403161324580557,5.869935083797639e-05,3.941740616280395e-05,1.783240428640133e-05,0.00027971946824571965,0.0,0.0,1.275699670587625e-05,8.21562892267779e-08,0.00043589131439188665,2.6769701042906476e-05,1.4098928667639754e-06,1.2502891093573732e-13,9.297141969375696e-10,5.455529139339179e-07,2.233534531085848e-05,4.718704929897129e-05,6.247198409462282e-07,6.944609008107693e-07,0.002710145441653025,6.415394819872886e-08,2.7802945046377664e-08,2.9118220368923375e-10,7.162096163039921e-10,0.00023505337041813295,1.8909300066864166e-06,4.1171691351005425e-06,1.3057364659848882e-10,1.2257672963531548e-11,1.9892689244907932e-10,2.614854158523039e-10,7.449976583963116e-08,1.6317564940882227e-08,3.76,0.0,9.739259852783867e-07,0.9961713686977663,0.0001647626734219103,4.505031040534252e-05,0.7940107241479931,0.7872285909740503,2.1095547925078505e-06,1.0233308119086932e-08,0.003161869189163122,2.819809388058086e-07,8.973740956167059e-10,1.2961074337483235e-11,8.39288872638153e-10,7.453938707654264e-05,5.202072554681835e-09,5.057955320293156e-05,4.913629253003483e-05,0.00022800368495506817,0.0003959006742748767,3.221947420145311e-07,4.813677279244697e-07,2.1360747228230112e-13,1.8667785681438208e-13,1.8936211051729718e-08,5.133240295923974e-09,9.05648086284903e-06,1.6838079690683315e-08,8.717234115131218e-07,5.907116768111489e-11,4.422583524817389e-10,1.2891578227894642e-07,4.729458997506128e-10,1.0081055602925307e-08,9.111664396227276e-05,5.377941606747231e-06,4.977495031687799e-10,2.0126015286554455e-10,4.1190211971275977e-14,1.9369744332667804e-06,7.182024597678152e-06,4.5821404002878306e-10,2.4180866945317403e-08,3.7664704446306795e-09,3.2111548860924427e-09,4.664901623844412e-05,1.661403244963663e-08,5.691447247009012e-13,2.1910520733883445e-17,4.342103812828531e-09,1.7408252407495246e-08,5.549701859389672e-15,3.3370725608912845e-08,2.5228015676968243e-11,2.985899672258331e-14,3.7911054750397973e-10,1.4564042403777022e-10,5.6712773249964716e-18,4.255809798283668e-08,3.368688098659644e-12,3.902843522764673e-09,2.5629543063044663e-15,9.284009288200308e-14,5.440375391086131e-11,3.565530070973901e-13,3.5671632497873467e-06,6.637359818947215e-09
