Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745)
5.200507401493262e-05,0.851550402441923,6.248679722722746e-05,2.659821907853373e-05,3.5326608331307325e-05,0.002270282899829704,0.0,0.0,0.00015031944926346058,2.2942923075235815e-06,0.011452154405878791,0.0003862236842655075,7.089161258493929e-07,3.6006766029936966e-14,2.621834115275781e-10,2.465301945351739e-07,0.0008094778234902527,0.0005300566314292449,1.5228038366392399e-06,7.399248467207976e-08,0.0024473778116611117,4.036998971340478e-09,1.2646885981751966e-08,1.6686353705783261e-06,3.131481764967251e-08,0.0047920117723467565,3.9589592284623295e-08,2.292790280737973e-05,1.957299109630755e-05,3.0895076018235856e-08,1.518164591833891e-08,1.9787367653255316e-10,3.7960269143465425e-08,1.951460583585515e-08,3.76,0.0,2.1926282010877544e-06,0.9868071459390118,0.003986989092074003,0.00028612871266256435,0.8292653066110857,0.8012697786890239,7.375624967523807e-08,9.193100390808489e-11,0.0008112912763709064,3.808645369086977e-06,1.5948752364603435e-09,7.61261355900864e-11,3.219971822273065e-09,0.0025380105915065866,8.838502936508885e-10,2.0389731442947884e-05,2.1088755133798545e-05,0.0002612049959596766,0.004199643794971173,3.570468598370156e-06,4.328639125127875e-06,2.476987630791702e-14,3.0324482882198244e-14,9.157819939480676e-09,3.4988479045714347e-09,4.099266650568406e-05,1.4926833377222512e-06,0.00042044703967161236,1.0291279420743567e-07,8.921273119561957e-12,1.1727009673645243e-08,7.815435189724945e-06,5.062760754555657e-09,0.0004422281776662433,0.00039715794125887914,1.1181720724770962e-08,8.95341457126559e-12,7.542144753873433e-08,7.608104679338232e-09,6.439009948781149e-05,2.6943512517114155e-10,1.3023132123711424e-07,1.7400411086184488e-10,3.364929868366979e-05,3.7438021841193693e-06,2.8328651475266042e-15,5.031691285255552e-16,9.634690748240598e-09,1.9555150157244746e-07,3.032895716626021e-09,8.550566566649277e-13,1.0024583170621938e-06,1.960820187107574e-13,8.047726510687542e-12,5.700840010725224e-06,1.0131645011129269e-10,6.012811532051844e-13,9.354849332689158e-10,1.2853791131502744e-08,7.149231804162506e-06,3.087906458910282e-06,8.42193761067386e-13,1.4070119697019238e-11,1.9277295457277487e-13,5.3779638733415924e-08
5.2372443265064024e-05,0.8515814228201345,6.331897817291008e-05,2.695175471706116e-05,3.58064533645771e-05,0.0023060112483984786,0.0,0.0,0.0001524748325793916,2.3334282269289085e-06,0.011667546377312548,0.00039351264529143877,7.258644067348147e-07,3.7561297920061247e-14,2.698350172343103e-10,2.500049816958393e-07,0.0008211111002514935,0.0005375483368299808,1.5659139845205583e-06,7.556960013096941e-08,0.0024665671663134784,4.074014682473214e-09,1.290142222239986e-08,1.7261417416418204e-06,3.203309954933202e-08,0.004883210587692817,3.9885023920202605e-08,2.3587821831264333e-05,2.0266296075843257e-05,3.188060840569313e-08,1.5652567868298393e-08,2.0069146795763726e-10,3.845913139106796e-08,2.0041893951410416e-08,3.76,0.0,2.185879837045665e-06,0.9865824755122201,0.0040598496164405504,0.00029258131284155814,0.8294274110493624,0.8009676439047997,7.372833566920626e-08,9.189646808777683e-11,0.0008111065683342844,3.862535359648376e-06,1.6152113065185578e-09,7.711947930539147e-11,3.262361434326589e-09,0.0025767801192945246,8.832836963792173e-10,2.0660267613198886e-05,2.1371388534049517e-05,0.00026427786581519346,0.0042568049567382575,3.6164979221188365e-06,4.384416019919174e-06,2.5112400937709362e-14,3.0743786541461116e-14,9.284630078327226e-09,3.5640212709743492e-09,4.153723906632148e-05,1.5126099371849944e-06,0.00043381821116017055,1.0436509186455346e-07,9.037780278933868e-12,1.1879673840992834e-08,8.183634040742577e-06,5.152246419653947e-09,0.0004422876053318601,0.0004066378904393962,1.1333054366161489e-08,9.072291141403858e-12,7.643577140522277e-08,7.711822366637466e-09,6.614687432033494e-05,2.7679262871230495e-10,1.319698337795896e-07,1.7628092895032323e-10,3.3738855095717224e-05,3.902638515930861e-06,2.8699295195534177e-15,5.097520542826112e-16,1.0005034255030612e-08,1.994274101123228e-07,3.07015185754376e-09,9.063231645570375e-13,1.0239458307799518e-06,2.0237509702566205e-13,8.147822618033536e-12,5.780019074171037e-06,1.0606096048347205e-10,6.129845761573504e-13,9.53834116566122e-10,1.3036116563025262e-08,7.351115670757994e-06,3.176499094143733e-06,8.65747567748442e-13,1.4473821900121098e-11,2.0098314315533559e-13,5.6424110520155625e-08
5.273981251519543e-05,0.8516128206361785,6.415443299333325e-05,2.7306665636840937e-05,3.628845942793471e-05,0.0023422129300722056,0.0,0.0,0.00015464842511113633,2.373120546111332e-06,0.011885857426932343,0.00040090547449861326,7.43144811288552e-07,3.9170228211924455e-14,2.7765263864549515e-10,2.534994392481721e-07,0.0008327982732773736,0.0005451423210364196,1.6099891382250416e-06,7.716717956616404e-08,0.0024857834209983058,4.111254371697267e-09,1.3159458423854037e-08,1.785232049141956e-06,3.276336140502586e-08,0.004975703066767771,4.018504698365298e-08,2.4264619647310784e-05,2.0978788543588226e-05,3.2889748647005804e-08,1.6134720169433045e-08,2.035275748838817e-10,3.896172856657012e-08,2.0587409467861453e-08,3.76,0.0,2.180086800866414e-06,0.9863548649478979,0.0041336861372305534,0.0002991702335845599,0.8295916002906701,0.8006618682854212,7.370010305258199e-08,9.186151714017192e-11,0.0008109194431116072,3.9168902009137755e-06,1.635605065767807e-09,7.811593854209786e-11,3.304895365956628e-09,0.002615877676648091,8.827102557881801e-10,2.0931830761515417e-05,2.1655159749298078e-05,0.00026735180208630496,0.004314218773690546,3.6626563659225405e-06,4.440348594120501e-06,2.5456630970796755e-14,3.1165176922580224e-14,9.412077555325347e-09,3.630105678409639e-09,4.208377172997802e-05,1.5326106195407747e-06,0.0004475242322323537,1.0582312089456439e-07,9.154668137643294e-12,1.2032775584515292e-08,8.566703080622221e-06,5.244935252692516e-09,0.00044235017990149284,0.00041630967525177904,1.1485249720544142e-08,9.191767090962616e-12,7.745458448389539e-08,7.816081267145357e-09,6.794528510739761e-05,2.843248465944079e-10,1.3371526174595915e-07,1.785651595614429e-10,3.38301792127885e-05,4.068219063203194e-06,2.9071144944776684e-15,5.163563921679822e-16,1.038717520123907e-08,2.033557864955375e-07,3.1084824547720686e-09,9.603482888625455e-13,1.0465888292041456e-06,2.088287993048929e-13,8.24814512374496e-12,5.8610473277043085e-06,1.1099517736305623e-10,6.248663505923005e-13,9.72463637256956e-10,1.3220645051565759e-08,7.556923577489151e-06,3.266947688564766e-06,8.897478096342643e-13,1.4885982207555358e-11,2.0954550761651737e-13,5.917907852965209e-08
5.3107181765326835e-05,0.8516445974979907,6.499297364996505e-05,2.7662873791487005e-05,3.6772526774630216e-05,0.002378889735774956,0.0,0.0,0.0001568399183128667,2.413369900695432e-06,0.012107102284693005,0.00040840280509619006,7.607611904341101e-07,4.083476689833147e-14,2.856375530759768e-10,2.5701292942974707e-07,0.0008445369253235745,0.0005528397627954771,1.6550413516268465e-06,7.878514990346076e-08,0.002505027075171475,4.148722052102533e-09,1.3420978615073222e-08,1.8459339442897745e-06,3.3505614841843704e-08,0.005069495029912606,4.048969726250539e-08,2.4958598883740834e-05,2.1710789263964203e-05,3.392275505592235e-08,1.6628233633065112e-08,2.063815962030689e-10,3.946800094265783e-08,2.1151717961724668e-08,3.76,0.0,2.1751493115901503e-06,0.9861243035792407,0.0042085026877056375,0.0003058976426231471,0.8297578880485329,0.800352441250693,7.367154915297126e-08,9.182614979723982e-11,0.000810729891932717,3.971701087591554e-06,1.6560514659807702e-09,7.911527075916148e-11,3.3475635892284705e-09,0.002655299047933421,8.821299563199912e-10,2.1204360621535115e-05,2.194000621838673e-05,0.00027042598023626366,0.00437187288740221,3.7089322116993026e-06,4.4964226388866716e-06,2.5802496912450096e-14,3.1588568937016285e-14,9.540136821326781e-09,3.697105213754257e-09,4.26321351034161e-05,1.5526806973270095e-06,0.0004615698078213964,1.0728655233863439e-07,9.27190926374142e-12,1.2186275725422358e-08,8.965088196538702e-06,5.34097558902204e-09,0.0004424160766440616,0.00042617590900435876,1.1638282480319135e-08,9.311821131147223e-12,7.847773589890883e-08,7.920869460145644e-09,6.978598942567549e-05,2.920345527137425e-10,1.35467314242343e-07,1.8085638079112488e-10,3.3923316079774855e-05,4.2407959886977955e-06,2.9444132044899958e-15,5.22980922449704e-16,1.0781358462353858e-08,2.0733639653000864e-07,3.1479279984537824e-09,1.017254524100976e-12,1.0704431346803546e-06,2.1544548567143292e-13,8.348670625860271e-12,5.94395657865449e-06,1.1612466579637144e-10,6.369278459560728e-13,9.913760710844762e-10,1.3407356039868694e-08,7.766664084964262e-06,3.3592725551425457e-06,9.141948652514698e-13,1.530669319817006e-11,2.1847346953049354e-13,6.204819376314356e-08
5.347455101545824e-05,0.851676754939629,6.583440977319202e-05,2.802030014618452e-05,3.7258554136382384e-05,0.0024160433481740093,0.0,0.0,0.00015904899682327926,2.4541767776739728e-06,0.012331295179839394,0.0004160052526500093,7.787173394615618e-07,4.25561169533139e-14,2.937909610901222e-10,2.605448020892457e-07,0.0008563245940998245,0.0005606418171038546,1.7010824766036493e-06,8.042342953009854e-08,0.0025242986251630796,4.186421739349713e-09,1.3685964419343999e-08,1.9082749501608664e-06,3.425986415985893e-08,0.0051645919475917824,4.079901019417472e-08,2.5670062243429008e-05,2.246261632915776e-05,3.4979877122847653e-08,1.713323552387436e-08,2.0925312320329957e-10,3.9977887264460166e-08,2.173539777561564e-08,3.76,0.0,2.170978321099533e-06,0.985890781408641,0.004284303093041385,0.00031276571606090497,0.8299262876727052,0.800039353100828,7.364267156221386e-08,9.179036489479909e-11,0.000810537906577618,4.026958987788627e-06,1.6765454061897451e-09,8.01172305704951e-11,3.3903559490393515e-09,0.002695039811286274,8.815427841845283e-10,2.1477796170467483e-05,2.2225864515775134e-05,0.00027349957493174215,0.004429754728654971,3.7553136239096497e-06,4.552623803738076e-06,2.6149928057160093e-14,3.2013876014690663e-14,9.66878187923314e-09,3.7650237172728326e-09,4.3182198039948455e-05,1.5728154112214793e-06,0.000475959570450792,1.087550517057617e-07,9.38947591944622e-12,1.2340134614722465e-08,9.379240095012303e-06,5.440521890969646e-09,0.0004424854783724538,0.0004362391917102836,1.1792128858665939e-08,9.432432395062281e-12,7.950507566655224e-08,8.026175167806547e-09,7.166964136740955e-05,2.9992450686608854e-10,1.3722570134323494e-07,1.831541722774728e-10,3.401831256326038e-05,4.420628293731897e-06,2.9818188070008256e-15,5.296244298888206e-16,1.1187827674613288e-08,2.1136897029901935e-07,3.1885304931148614e-09,1.0771679874344589e-12,1.0955664972639855e-06,2.2222748649808692e-13,8.449375588489255e-12,6.028778668738413e-06,1.2145504266163735e-10,6.491704020246724e-13,1.0105739828362949e-09,1.3596229011495933e-08,7.980343116634866e-06,3.453493751648455e-06,9.390887917792037e-13,1.5736046286971732e-11,2.277808301222637e-13,6.50351840941467e-08
5.3841920265589645e-05,0.8517092944204998,6.66785488521509e-05,2.8378864752781147e-05,3.774643881471361e-05,0.002453675340364196,0.0,0.0,0.0001612753387265774,2.4955415138724547e-06,0.0125584498332429,0.0004237134147113416,7.97016993711127e-07,4.4335472606006473e-14,3.0211398416966615e-10,2.6409439524753896e-07,0.0008681587743591012,0.000568549613730741,1.7481241499121317e-06,8.20819283570664e-08,0.0025435985636506468,4.224357449048772e-09,1.395439504100103e-08,1.972282436988386e-06,3.502610622922499e-08,0.005260998933057409,4.1113020856867475e-08,2.6399312298792115e-05,2.32345848198807e-05,3.6061355111192925e-08,1.7649849389903216e-08,2.1214173996826116e-10,4.049132480414553e-08,2.2339040057023458e-08,3.76,0.0,2.1674943518055126e-06,0.9856542891161895,0.004361090967465534,0.00031977663734772334,0.8300968121406141,0.7997225950271485,7.361346811753378e-08,9.175416137323559e-11,0.00081034347938347,4.082654649030878e-06,1.6970817376030796e-09,8.112156997669619e-11,3.4332621724640967e-09,0.002735095340034489,8.809487273775578e-10,2.17520756866886e-05,2.251267040977371e-05,0.000276571760919014,0.004487851527941409,3.801788661517334e-06,4.608937611074134e-06,2.6498852550216054e-14,3.2441010179396625e-14,9.797986306617567e-09,3.833864777453257e-09,4.373382775932652e-05,1.5930099341057307e-06,0.0004906980750043306,1.102282792621591e-07,9.507340087826994e-12,1.2494312170093093e-08,9.80961388856767e-06,5.543734872925772e-09,0.00044255857571914387,0.0004465021082667404,1.1946765615097595e-08,9.553580458413975e-12,8.053645502556094e-08,8.131986786392244e-09,7.359689099863332e-05,3.0799745246787106e-10,1.3899013466864033e-07,1.854581159920435e-10,3.4115217419903276e-05,4.607981860045512e-06,3.0193244975230686e-15,5.362857060276455e-16,1.1606824918708842e-08,2.1545320186613225e-07,3.2303334868141697e-09,1.1402184111645755e-12,1.1220186149600534e-06,2.2917710012599705e-13,8.550236365334342e-12,6.115545461897553e-06,1.269919710339439e-10,6.615953278474314e-13,1.0300599261590836e-09,1.3787243492282932e-08,8.19796390511415e-06,3.5496310679922186e-06,9.644293191787534e-13,1.61741316673676e-11,2.374817735929221e-13,6.814385408507386e-08
5.420928951572105e-05,0.8517422173246844,6.752519642928232e-05,2.873848682665787e-05,3.8236076774860244e-05,0.002491787174659609,0.0,0.0,0.00016351861582453744,2.5374642946102035e-06,0.01278857945017436,0.0004315278704606734,8.156638242172224e-07,4.617401758744607e-14,3.10607662497073e-10,2.6766103568011774e-07,0.0008800369200705301,0.0005765642557466741,1.79617778015209e-06,8.376054789440486e-08,0.0025629273791277817,4.262533194102519e-09,1.422624725675947e-08,2.0379835972516987e-06,3.58043303982403e-08,0.00535872073531717,4.1431763960314377e-08,2.7146651283949135e-05,2.402700646378295e-05,3.716741966248086e-08,1.8178194896187984e-08,2.1504702378664994e-10,4.100824941759331e-08,2.296324878491546e-08,3.76,0.0,2.1646264604427118e-06,0.9854148180675495,0.004438869711588167,0.00032693259622600855,0.8302694740489255,0.7994021591218039,7.358393688475108e-08,9.171753827816839e-11,0.0008101466032510605,4.138778604667641e-06,1.7176552686231784e-09,8.212803860221134e-11,3.4762718783329156e-09,0.0027754608043780702,8.803477756970777e-10,2.2027136808666156e-05,2.2800358922292805e-05,0.0002796417139009144,0.004546150326320937,3.848345290205238e-06,4.665349470994115e-06,2.684919745146119e-14,3.286988212687433e-14,9.927723279148437e-09,3.903631726056148e-09,4.4286889970869416e-05,1.6132593752543053e-06,0.0005057897935263121,1.117058903313447e-07,9.625473500062962e-12,1.2648767913667406e-08,1.0256668658920274e-05,5.6507816201478205e-09,0.00044263556741641445,0.0004569672266241487,1.2102170084786128e-08,9.67524536344371e-12,8.157172677418706e-08,8.238292918011874e-09,7.55683838145918e-05,3.162561142643861e-10,1.4076032797323823e-07,1.8776779704588405e-10,3.421408136570831e-05,4.803129484159327e-06,3.0569235227951927e-15,5.429635515207028e-16,1.2038590399104778e-08,2.1958874903438743e-07,3.273382098706206e-09,1.206539126396301e-12,1.1498611509367489e-06,2.3629659059687673e-13,8.651229223416319e-12,6.204288832393815e-06,1.3274115425413856e-10,6.742039007083742e-13,1.049836443418932e-09,1.3980379055714401e-08,8.419526942281008e-06,3.647704013720833e-06,9.902158448121577e-13,1.662103825415082e-11,2.475908700750403e-13,7.137808472792748e-08
5.4576658765852456e-05,0.8517755249602925,6.837415629918974e-05,2.9099084825196252e-05,3.87273627420766e-05,0.002530380201495377,0.0,0.0,0.00016577849391904515,2.5799451525620914e-06,0.013021696713523141,0.0004394491803671505,8.34661433323311e-07,4.8072923366177874e-14,3.1927295283968197e-10,2.712440395179613e-07,0.0008919564466723711,0.000584686818061681,1.8452545348471568e-06,8.545918133744069e-08,0.0025822855553692342,4.300952982019004e-09,1.450149541030086e-08,2.105405420607199e-06,3.659451841105027e-08,0.005457761732421281,4.175527383636787e-08,2.7912380884505857e-05,2.4840189292181545e-05,3.8298291411014254e-08,1.8718387662049465e-08,2.17968545572277e-10,4.1528595603031244e-08,2.3608640783813933e-08,3.76,0.0,2.1623113128386126e-06,0.9851723603211906,0.004517642509928899,0.0003342357876499265,0.8304442856052654,0.7990780383864924,7.355407614329376e-08,9.168049476104707e-11,0.0008099472716507508,4.195321180649429e-06,1.7382607699553822e-09,8.313638393752127e-11,3.519374587023613e-09,0.002816131173327094,8.797399207577772e-10,2.2302916595098698e-05,2.308886438998408e-05,0.0002827086114126289,0.004604637986609143,3.894971394826844e-06,4.72184469640223e-06,2.7200888800927083e-14,3.330040130517237e-14,1.0057965594702104e-08,3.974327633389139e-09,4.484124899958737e-05,1.6335587846418709e-06,0.0005212391100628907,1.1318753560439714e-07,9.743847663219679e-12,1.2803461010665101e-08,1.0720866997010644e-05,5.761835702231447e-09,0.00044271666058093246,0.000467637095948295,1.225832020960441e-08,9.79740764493029e-12,8.261074561352188e-08,8.345082402888112e-09,7.758476019336397e-05,3.247031960293855e-10,1.4253599774668505e-07,1.9008280450954268e-10,3.4314957146079067e-05,5.006350903893588e-06,3.0946091941322938e-15,5.4965677850625e-16,1.2483362119629707e-08,2.2377523316069703e-07,3.31772304510352e-09,1.2762670406923237e-12,1.1791577475183668e-06,2.4358818540627404e-13,8.752330366901736e-12,6.295040653193961e-06,1.3870832970258091e-10,6.869973651116329e-13,1.0699060656090686e-09,1.4175615332098958e-08,8.645029933340972e-06,3.747731805700026e-06,1.0164474285518086e-12,1.7076853627317608e-11,2.58123078199652e-13,7.474183310837319e-08
5.494402801598386e-05,0.851809218558885,6.922523071136694e-05,2.9460576527680504e-05,3.922019030013286e-05,0.0025694556584416038,0.0,0.0,0.00016805463310440825,2.622983966823764e-06,0.013257813777469693,0.0004474778858642048,8.540133502814111e-07,5.0033347375949656e-14,3.281107265527907e-10,2.748427128671623e-07,0.0009039147334009526,0.0005929183459758269,1.8953653276685409e-06,8.717771366387762e-08,0.0026016735708934723,4.339620812197734e-09,1.4780111411576535e-08,2.1745746687097957e-06,3.739664433953408e-08,0.0055581259250823386,4.208358442952314e-08,2.86968020253358e-05,2.5674437295795822e-05,3.945418060982938e-08,1.9270539103223263e-08,2.209058702951694e-10,4.20522965615648e-08,2.427584572502897e-08,3.76,0.0,2.1604923571836186e-06,0.9849269086349663,0.004597412328645002,0.0003416884106789211,0.8306212586201255,0.7987502267401935,7.352388437279993e-08,9.164303007968512e-11,0.0008097454786278876,4.252272502665844e-06,1.7588929797923565e-09,8.414635158537139e-11,3.562559730430186e-09,0.00285710121689629,8.791251560036862e-10,2.2579351586141198e-05,2.3378120526648126e-05,0.0002857716336941095,0.0046633012048790815,3.9416547920465e-06,4.7784085183406255e-06,2.7553851686265898e-14,3.3732475997221033e-14,1.018868569814188e-08,4.045955303815639e-09,4.539676791502307e-05,1.653903157358355e-06,0.0005370503155555493,1.1467286145969637e-07,9.862433888437466e-12,1.2958350308747445e-08,1.1202674520326787e-05,5.877077278141935e-09,0.00044280207100238567,0.0004785142447784509,1.2415194574424608e-08,9.92004835921767e-12,8.365336849654171e-08,8.452344352097626e-09,7.964665484873069e-05,3.333413782604197e-10,1.4431686382413647e-07,1.9240273224513392e-10,3.441789960652963e-05,5.217932816752987e-06,3.1323749009721606e-15,5.563642130122608e-16,1.2941375555984759e-08,2.2801223902638887e-07,3.3634046637811694e-09,1.3495426066378245e-12,1.209974036768804e-06,2.510540733208361e-13,8.853515961067e-12,6.3878327846713824e-06,1.4489926229283438e-10,6.999769317940106e-13,1.0902713123062534e-09,1.4372932021423646e-08,8.874467755017857e-06,3.849733355997364e-06,1.0431227884006746e-12,1.7541663976806126e-11,2.6909374725804663e-13,7.823913199281595e-08
5.531139726611527e-05,0.8518432992749485,7.007822057635223e-05,2.982287911649551e-05,3.971445199182309e-05,0.002609014669331825,0.0,0.0,0.00017034668806882515,2.666580462183435e-06,0.01349694226162011,0.0004556145090419215,8.73723026842909e-07,5.205643123310255e-14,3.371217677218799e-10,2.7845635244698005e-07,0.0009159091256918646,0.0006012598537451914,1.9465208058289694e-06,8.891602174313864e-08,0.002621091898423731,4.378540673194608e-09,1.5062064741328774e-08,2.245517849970803e-06,3.821067453030184e-08,0.005659816930642126,4.241672928728856e-08,2.9500214656703883e-05,2.653005008014535e-05,4.0635286768857164e-08,1.98347562790868e-08,2.2385855741990847e-10,4.2579284259487794e-08,2.496550611470714e-08,3.76,0.0,2.159119086630136e-06,0.9846784564720276,0.004678181913464826,0.00034929266734662947,0.8308004044989712,0.7984187190259008,7.349336024115378e-08,9.16051435987255e-11,0.0008095412188076659,4.309622503632073e-06,1.779546609067329e-09,8.515768551092974e-11,3.6058166621047266e-09,0.002898365508556026,8.785034767188865e-10,2.2856377865593127e-05,2.366806048679057e-05,0.00028882996455717745,0.004722126522255215,3.988383243150272e-06,4.8350261015268215e-06,2.7908010312021088e-14,3.41660134056619e-14,1.0319855706776754e-08,4.11851727150793e-09,4.595330866256417e-05,1.674287438126196e-06,0.0005532276027972127,1.1616151029173959e-07,9.981203319517666e-12,1.3113394378048355e-08,1.1702559367910468e-05,5.996693192534868e-09,0.0004428920234358848,0.0004896011791843383,1.2572772447103512e-08,1.0043149116215186e-11,8.469945498241331e-08,8.560068180714667e-09,8.175469628327171e-05,3.421733158740303e-10,1.4610265000611602e-07,1.947271797491384e-10,3.4522965763937625e-05,5.438168889865336e-06,3.170214124595952e-15,5.630846973934048e-16,1.3412863325947387e-08,2.322993147657922e-07,3.410476936178012e-09,1.4265097800246103e-12,1.2423776474740738e-06,2.5869640222631546e-13,8.954762156321786e-12,6.482697063651927e-06,1.5131973768888157e-10,7.13143776762131e-13,1.1109346916772832e-09,1.457230890980232e-08,9.10783241804197e-06,3.953727259985615e-06,1.0702402966641244e-12,1.8015554048241004e-11,2.805186189400083e-13,8.187408933789678e-08
5.567876651624667e-05,0.8518777681854306,7.093292567485645e-05,3.018590925943253e-05,4.0210039421284165e-05,0.0026490582435078802,0.0,0.0,0.00017265430840432126,2.710734208602509e-06,0.013739093245609242,0.0004638595523566518,8.937938328481691e-07,5.414329895597377e-14,3.463067714287131e-10,2.820842462429816e-07,0.0009279369376492199,0.0006097123231663546,1.9987313376764656e-06,9.067397445688615e-08,0.0026405410043486097,4.417716539969785e-09,1.534732245896818e-08,2.318261194300262e-06,3.903656756197063e-08,0.005762837977398449,4.275474155036027e-08,3.0322917539103125e-05,2.74073225212985e-05,4.1841798305896976e-08,2.0411141744744258e-08,2.268261613516773e-10,4.310948949221873e-08,2.5678277268400434e-08,3.76,0.0,2.158146382229984e-06,0.984426998006056,0.004759953787830195,0.0003570507615064786,0.8309817342345799,0.7980835110163523,7.346250259379688e-08,9.15668347900215e-11,0.0008093344873994251,4.367360931510244e-06,1.8002163467671247e-09,8.617012829553956e-11,3.649134667557937e-09,0.0029399184279382574,8.778748800362784e-10,2.3133931123919443e-05,2.3958616930192926e-05,0.0002918827922453866,0.0047811003369786186,4.035144467012107e-06,4.891682560077738e-06,2.8263288070440116e-14,3.4600919739539016e-14,1.045144743638234e-08,4.1920157964539045e-09,4.651073219696498e-05,1.6947065259117023e-06,0.0005697750614615958,1.176531208484604e-07,1.0100126961863075e-11,1.3268551551815315e-08,1.2220991673590265e-05,6.120877065141051e-09,0.0004429867518977976,0.0005009003809249299,1.2731033818943568e-08,1.0166692113029076e-11,8.574886759550641e-08,8.66824364131952e-09,8.390950624271352e-05,3.5120163590507164e-10,1.478930846867604e-07,1.9705575300523844e-10,3.4630214878210134e-05,5.667359761185404e-06,3.2081204520134393e-15,5.698170927974239e-16,1.3898054858147969e-08,2.3663597185362348e-07,3.458991507541523e-09,1.5073159716103199e-12,1.2764382083391699e-06,2.6651727700370867e-13,9.056045112154977e-12,6.579665292828689e-06,1.5797555524685185e-10,7.264990403591856e-13,1.1318987005368644e-09,1.4773725889422004e-08,9.345113034086624e-06,4.059731784684707e-06,1.0977979766692447e-12,1.849860708976523e-11,2.92413828631399e-13,8.565088772215952e-08
5.604613576637808e-05,0.8519126262893391,7.178914486943378e-05,3.0549583192916426e-05,4.070684335791852e-05,0.0026895872751828307,0.0,0.0,0.00017497713892442433,2.755444620906633e-06,0.013984277264178115,0.00047221349835834583,9.142290518261603e-07,5.6295055190184694e-14,3.556663421472242e-10,2.8572567417470143e-07,0.000939995454578482,0.0006182767021825012,2.052007000517577e-06,9.245143282948897e-08,0.002660021348183286,4.457152371123171e-09,1.5635849215015277e-08,2.392830627883142e-06,3.987427421679343e-08,0.0058671918993043,4.30976539426537e-08,3.1165208027187684e-05,2.8306544422680582e-05,4.307389221178952e-08,2.0999793408952542e-08,2.2980823189121463e-10,4.364284194974562e-08,2.6414827271892285e-08,3.76,0.0,2.157533927377451e-06,0.984172528125811,0.004842730251250912,0.00036496489765537013,0.8311652583996274,0.7977445994187572,7.34313104441678e-08,9.152810323293954e-11,0.0008091252802003965,4.425477357450265e-06,1.8208968652873226e-09,8.718342139291303e-11,3.692502974672065e-09,0.0029817541637952145,8.772393649445169e-10,2.3411946721973386e-05,2.424972208736198e-05,0.0002949293102847442,0.004840208916720738,4.081926153164198e-06,4.948362973359506e-06,2.8619607613609665e-14,3.5037100302621066e-14,1.058343242771348e-08,4.266452860726099e-09,4.706889861779986e-05,1.7151552786196494e-06,0.0005866966732164034,1.1914732857629297e-07,1.0219175711640416e-11,1.3423779967527067e-08,1.2758443018101725e-05,6.24982936986587e-09,0.00044308649996463315,0.0005124143056121468,1.2889959448778662e-08,1.0290660168998985e-11,8.680147218853551e-08,8.776860857834695e-09,8.611169917257368e-05,3.6042893521459255e-10,1.4968790148940917e-07,1.993880653451317e-10,3.473970852422392e-05,5.90581303168879e-06,3.2460875899763045e-15,5.765602816540086e-16,1.4397176060274983e-08,2.410216851514112e-07,3.509001704935262e-09,1.5921119897262164e-12,1.312227347220513e-06,2.7451875749327565e-13,9.157341021069262e-12,6.678769230569425e-06,1.648725207013553e-10,7.400438263663022e-13,1.153165824458047e-09,1.49771629818823e-08,9.586295787287883e-06,4.167764857360406e-06,1.1257935000405096e-12,1.8990904800045284e-11,3.0479590625479747e-13,8.957378369987417e-08
