Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43)
0.00015558033909291588,0.5480340235371771,3.663964677324312e-09,4.1060097876509207e-10,5.698733644969645e-10,5.463903733497141e-07,0.0,0.0,4.286533982688877e-06,1.6828150211975774e-07,2.2548246445998029e-07,6.981677612076129e-10,2.1016387039958296e-12,5.766025193493325e-29,7.31978210075503e-21,1.040183912682413e-13,2.045378424948959e-09,1.7969463766794869e-06,6.412485297846944e-16,4.5876900066912886e-18,2.1863461649509386e-07,2.595619606564364e-15,3.53949875870936e-15,6.175875045798016e-14,2.3826874024838626e-14,1.7274716260552076e-08,9.669588852871175e-14,6.992456255040643e-13,2.507932959775589e-15,1.2680890300199246e-18,5.427828185082987e-15,2.0027119547635965e-18,3.65007736205603e-13,2.0605253410735885e-16,3.76,0.0,0.5876618473416579,0.9999080431563991,4.0153416684610994e-07,1.906926826737789e-07,0.04782086379948092,0.04781829708062424,2.3961565762672976e-08,2.5351411946541107e-14,8.545449012004802e-05,3.876241105910875e-08,1.241613203191474e-15,1.0068776342061522e-15,1.1188858430891758e-14,1.6090165021509647e-06,3.977308589326492e-12,7.699293834408136e-12,1.2954279150455516e-11,1.245592593860775e-09,1.814199620650031e-09,8.244661721399422e-10,6.657635028474534e-10,1.2777256231759498e-17,7.717947977183986e-19,5.534383406276442e-15,3.3022116806243145e-16,1.7025991495229255e-09,2.921394098443718e-11,3.403566665371417e-10,7.714269779126013e-12,1.0337697211691288e-18,1.1147937751463204e-11,3.723380998403978e-10,5.613855610905358e-10,3.2444231923145775e-06,4.822306237256553e-10,6.775807473868016e-09,3.081377375477211e-10,1.4237973936885354e-15,6.739705062220225e-17,2.848383138436946e-11,1.1470605031863383e-18,2.033536771065133e-13,1.217552595073811e-14,1.874912382273195e-07
0.00015681015567775756,0.5480706024992014,3.689336835019051e-09,4.136132639781033e-10,5.766103414089757e-10,5.528233199333305e-07,0.0,0.0,4.322211749096368e-06,1.7057700899290717e-07,2.3068561898385463e-07,7.123785007669033e-10,2.1354999156164032e-12,5.901392563055194e-29,7.476198725191084e-21,1.0554372322956397e-13,2.076469928060169e-09,1.8250065601173202e-06,6.569217780262617e-16,4.694236535978824e-18,2.2206921564666456e-07,2.6365610682027577e-15,3.5574909377382656e-15,6.30469789098637e-14,2.4274750582421197e-14,1.7682021133839933e-08,9.817383040889471e-14,7.154730723919264e-13,2.5865212412796454e-15,1.308084565334153e-18,5.557910833550021e-15,2.0511827275659378e-18,3.711361954076557e-13,2.1272675801325913e-16,3.76,0.0,0.5872985143540221,0.9999079726386229,4.082231393588592e-07,1.9222668010145644e-07,0.048184170989714795,0.04818156223862891,2.3946847260126224e-08,2.535022520288791e-14,8.545448408486949e-05,3.9656016865284396e-08,1.2665248547732007e-15,1.0236135911161867e-15,1.1400548263488587e-14,1.632773676435107e-06,4.007255665885986e-12,7.829302265145165e-12,1.314570458924163e-11,1.26627217512303e-09,1.8450070275265751e-09,8.366136822992705e-10,6.757535912792279e-10,1.2963900923990671e-17,7.830675137051361e-19,5.61517950300103e-15,3.359295472975516e-16,1.7298410140863624e-09,2.97084413520583e-11,3.4441360481044715e-10,7.83103515149416e-12,1.049198308874412e-18,1.1325579353826918e-11,3.736985705823657e-10,5.633887748846174e-10,3.2773835671845316e-06,4.934098857395541e-10,6.8062295396897754e-09,3.0950056434583843e-10,1.4515624519943496e-15,6.871467751537332e-17,2.9076606800691585e-11,1.1710676248174668e-18,2.0766691853759644e-13,1.2433153139876683e-14,1.8893030776725807e-07
0.00015803997226259924,0.5481071588628188,3.714820823097305e-09,4.166402898403391e-10,5.833901895778278e-10,5.592969925871909e-07,0.0,0.0,4.3579303921851525e-06,1.728834202660574e-07,2.359659333740818e-07,7.267962136976246e-10,2.1696410995511308e-12,6.164799950210353e-29,7.635313912502788e-21,1.0708370339176497e-13,2.107981307984259e-09,1.8532770189150202e-06,6.728849897390886e-16,4.8025793498268045e-18,2.2553002163948423e-07,2.6778185567022424e-15,3.575667592168872e-15,6.435884679873012e-14,2.4730209154840133e-14,1.8096432833540352e-08,9.966211526831585e-14,7.319437292104126e-13,2.6675094446354488e-15,1.3492656624619124e-18,5.690095841942321e-15,2.1005429413148387e-18,3.7732180628961595e-13,2.1956433793496653e-16,3.76,0.0,0.5869354058539438,0.9999079018030369,4.1498712588085184e-07,1.9376200455342687e-07,0.048547253654107975,0.04854460250026786,2.3932137893752217e-08,2.5349039217574104e-14,8.545447802253654e-05,4.056284673342003e-08,1.2917699652807774e-15,1.0405237976049961e-15,1.1614863850428497e-14,1.6566792166758634e-06,4.037180202792008e-12,7.960681511739717e-12,1.3338770150945497e-11,1.2871670818704248e-09,1.876134157600969e-09,8.488628521637848e-10,6.858297242239933e-10,1.3152321366877259e-17,7.944474852203095e-19,5.696744381653059e-15,3.416969228460123e-16,1.7573325374950375e-09,3.0208032511719685e-11,3.4848166340359823e-10,7.949370253085525e-12,1.0647730746359603e-18,1.1504832637498972e-11,3.7504464108980613e-10,5.654021715739413e-10,3.3104865709883757e-06,5.047684973644019e-10,6.836775694014333e-09,3.1086886597677984e-10,1.4797304387252578e-15,7.005145897519102e-17,2.967771603556178e-11,1.1954139741749178e-18,2.1204744925683765e-13,1.2694780669186225e-14,1.9036877336490304e-07
0.00015926978884744092,0.548143692642065,3.740416780834481e-09,4.1968204071813436e-10,5.902128861187961e-10,5.658115380156122e-07,0.0,0.0,4.393690172371903e-06,1.7520066968352208e-07,2.4132391157214475e-07,7.414228623670229e-10,2.2040625077798756e-12,6.226570614778681e-29,7.797167859360826e-21,1.0863836272295982e-13,2.139915615074174e-09,1.8817575931448328e-06,6.891419981605023e-16,4.912736530713718e-18,2.2901702154100586e-07,2.719391968771054e-15,3.59402912225922e-15,6.569474294750207e-14,2.519334223688407e-14,1.8518034131375765e-08,1.0116072400413707e-13,7.486592723807028e-13,2.7509665596132184e-15,1.3916627688367839e-18,5.824401405238332e-15,2.1508041933733055e-18,3.8356470226233077e-13,2.2656800757566824e-16,3.76,0.0,0.5865725217020304,0.9999078306492328,4.2182653924946407e-07,1.9529868423692861e-07,0.04891011193197366,0.04890741800424984,2.3917437657813862e-08,2.5347853990034688e-14,8.545447193301457e-05,4.1482987720837294e-08,1.3173504416337279e-15,1.057608811886066e-15,1.18318183004311e-14,1.6807326181891937e-06,4.067082219666084e-12,8.09343609542117e-12,1.3533479738438454e-11,1.3082782868726474e-09,1.9075824226004343e-09,8.612137536131853e-10,6.959919458310708e-10,1.3342524961081952e-17,8.05935113850529e-19,5.779079093694251e-15,3.475236013428463e-16,1.785074568343999e-09,3.0712736286659796e-11,3.525606863790467e-10,8.069286309114504e-12,1.0804943003774406e-18,1.168570286101431e-11,3.763764701374532e-10,5.674257225849362e-10,3.3437327897738308e-06,5.163081496113194e-10,6.867445666530672e-09,3.122426282504218e-10,1.5083053827274261e-15,7.140759343152577e-17,3.028722655576573e-11,1.2201023089062938e-18,2.1649600984344348e-13,1.2960452190475686e-14,1.9180663655301423e-07
0.0001604996054322826,0.5481802038509772,3.766123883376101e-09,4.2273847775409476e-10,5.970783936861854e-10,5.723671018159604e-07,0.0,0.0,4.429491348738613e-06,1.7752869187645023e-07,2.4676005610453965e-07,7.562604197326966e-10,2.2387644279826636e-12,6.413521754579271e-29,7.96178663287222e-21,1.1020781380879822e-13,2.172275904743582e-09,1.910448123046901e-06,7.056967214313326e-16,5.024729646454307e-18,2.3253020242228097e-07,2.7612812010226323e-15,3.612576914499029e-15,6.705506137965118e-14,2.5664243199005086e-14,1.8946908341172293e-08,1.0266963827324619e-13,7.656213772426956e-13,2.83696354979981e-15,1.43530699313044e-18,5.9608458641517905e-15,2.2019781848675766e-18,3.8986501872015565e-13,2.337405298675777e-16,3.76,0.0,0.5862098617589921,0.9999077591768031,4.28741791018748e-07,1.9683674754799724e-07,0.049272745962524324,0.049270008889181996,2.3902746546584853e-08,2.534666951970405e-14,8.545446581626833e-05,4.241652671719379e-08,1.3432685722322171e-15,1.07486971670381e-15,1.2051428687608325e-14,1.7049333786922988e-06,4.09696173609642e-12,8.227574517763317e-12,1.3729841052178675e-11,1.329606772742883e-09,1.939353231771917e-09,8.736669634768435e-10,7.062407877298576e-10,1.3534520788000675e-17,8.1753100098726045e-19,5.8621900706455895e-15,3.5340989168820486e-16,1.8130679583424234e-09,3.122257445169418e-11,3.566505199241246e-10,8.190794557026526e-12,1.0963631091275012e-18,1.1868195297227028e-11,3.776942143859866e-10,5.694593892038993e-10,3.377122807404735e-06,5.280305397538108e-10,6.898238989886477e-09,3.1362183032592527e-10,1.5372917091233707e-15,7.278328257547246e-17,3.0905206100704107e-11,1.245135397350015e-18,2.2101334736865666e-13,1.323021172863337e-14,1.932438988605606e-07
0.00016172942201712429,0.5482166925036112,3.7919419778627425e-09,4.258095660310562e-10,6.039866794960584e-10,5.789638288232489e-07,0.0,0.0,4.465334179199624e-06,1.798674221341907e-07,2.5227486844201234e-07,7.713108664372788e-10,2.2737471249400747e-12,6.619273979246858e-29,8.129210083826214e-21,1.1179210154843621e-13,2.2050652344048494e-09,1.939348448987417e-06,7.22553082404408e-16,5.138577737240575e-18,2.360695513570731e-07,2.8034861500049856e-15,3.631311545648743e-15,6.844020006389268e-14,2.6143006088133182e-14,1.9383139175452334e-08,1.0418883922953735e-13,7.828317185970085e-13,2.925572903509604e-15,1.4802300521249263e-18,6.099447532779121e-15,2.2540767019518223e-18,3.962228903912733e-13,2.410846897734194e-16,3.76,0.0,0.5858474258856157,0.9999076873853404,4.3573329176130117e-07,1.983762230241989e-07,0.04963515588489686,0.04963237529359663,2.3888064554336582e-08,2.5345485806018093e-14,8.545445967226324e-05,4.336355048869177e-08,1.3695263165829205e-15,1.0923071929411668e-15,1.227370877574848e-14,1.7292809976970962e-06,4.12681877165586e-12,8.363102082078132e-12,1.392785894694643e-11,1.3511535228110771e-09,1.9714479935932943e-09,8.862226940032572e-10,7.16576424401496e-10,1.3728316805653612e-17,8.292355950002834e-19,5.9460792191228955e-15,3.5935610429266777e-16,1.841313560896619e-09,3.1737568761112505e-11,3.607510117963145e-10,8.313906242508871e-12,1.1123799120028916e-18,1.2052315232435452e-11,3.7899802893425843e-10,5.715031357832362e-10,3.4106572059389673e-06,5.399373696910634e-10,6.929155248023681e-09,3.150064516343822e-10,1.5666936086348746e-15,7.417872972915066e-17,3.1531722612557816e-11,1.2705160160866548e-18,2.2560021380864624e-13,1.3504103597600653e-14,1.9468056181336714e-07
0.00016295923860196597,0.5482531586139947,3.817871137175982e-09,4.288953017897758e-10,6.10937729932889e-10,5.856018633637911e-07,0.0,0.0,4.501218920290428e-06,1.8221679642094742e-07,2.5786884896861507e-07,7.865761899337946e-10,2.309010857417563e-12,6.799871144542749e-29,8.299472054147077e-21,1.1339127591204467e-13,2.2382866599401354e-09,1.968458411462577e-06,7.397149585683328e-16,5.254299662544612e-18,2.3963505542194925e-07,2.84600671220335e-15,3.650233625115019e-15,6.985056106024688e-14,2.662972561012307e-14,1.9826810736976932e-08,1.0571830794476636e-13,8.002919707883688e-13,3.016868706976733e-15,1.5264643105182923e-18,6.240224770467004e-15,2.307111617324617e-18,4.0263844808500237e-13,2.486032950944716e-16,3.76,0.0,0.5854852139427656,0.9999076152744382,4.4280145112085963e-07,1.9991713934883237e-07,0.04999734183815007,0.0499945173559484,2.387339167534614e-08,2.5344302848412637e-14,8.545445350096451e-05,4.432414567532496e-08,1.39612567681501e-15,1.1099218558485228e-15,1.2498672266036131e-14,1.7537749765584754e-06,4.156653345896101e-12,8.500023946735689e-12,1.4127537629784872e-11,1.3729195046312355e-09,2.0038681152563677e-09,8.988810504249061e-10,7.269989395385761e-10,1.3923918876867766e-17,8.410492496883816e-19,6.0307490691710174e-15,3.653625511375218e-16,1.869812225523724e-09,3.2257740948470126e-11,3.648620113602247e-10,8.438632606334075e-12,1.1285451800288253e-18,1.2238067927153589e-11,3.8028806728267175e-10,5.735569382346126e-10,3.444336565813424e-06,5.520303459509065e-10,6.960194224738973e-09,3.163964808974216e-10,1.5965151993712901e-15,7.559413591481795e-17,3.2166844223133745e-11,1.2962469500905432e-18,2.3025736566309556e-13,1.3782172381955207e-14,1.9611662693441763e-07
0.00016418905518680765,0.5482896021961339,3.843910712780347e-09,4.319956462696686e-10,6.179315131642511e-10,5.922813488709316e-07,0.0,0.0,4.5371458273144115e-06,1.8457675152974745e-07,2.635424967286993e-07,8.020583887222197e-10,2.3445559137723487e-12,6.927034246262281e-29,8.472611469954196e-21,1.1500544610350456e-13,2.2719432465294613e-09,1.9977778511293512e-06,7.571864251067026e-16,5.371917568442415e-18,2.432267016969496e-07,2.8888427840633382e-15,3.669344523504452e-15,7.128655151665348e-14,2.7124496987973118e-14,2.0278007664767885e-08,1.0725802605849053e-13,8.180038074619022e-13,3.110927053077744e-15,1.574042826719257e-18,6.383196012719228e-15,2.3610949034545608e-18,4.091118287796285e-13,2.562991817876288e-16,3.76,0.0,0.5851232257914046,0.9999075428436897,4.499466775918037e-07,2.0145952538545063e-07,0.050359303961246264,0.05035643521459468,2.3858727903893817e-08,2.5343120646324142e-14,8.545444730233746e-05,4.529839876208672e-08,1.4230688836305657e-15,1.1277147295262848e-15,1.2726336245073841e-14,1.778414818920231e-06,4.186465478350784e-12,8.638348106834286e-12,1.432888444831378e-11,1.3949057014768075e-09,2.0366150020931346e-09,9.116425381708824e-10,7.375087922901148e-10,1.4121338207988002e-17,8.529726592204609e-19,6.116205263714916e-15,3.7142954639929546e-16,1.8985648036779304e-09,3.278311271186444e-11,3.6898336995165266e-10,8.564984910075074e-12,1.1448600096057345e-18,1.2425458650822324e-11,3.8156448097121724e-10,5.75620760307518e-10,3.4781614656344513e-06,5.643111811133269e-10,6.991355514484977e-09,3.1779189971969613e-10,1.62676101528369e-15,7.702970718100965e-17,3.281063932203408e-11,1.3223309944984438e-18,2.3498556580715266e-13,1.4064463016915857e-14,1.9755209574352165e-07
0.00016541887177164933,0.5483260232640316,3.870060867277079e-09,4.351105932731866e-10,6.249680139251023e-10,5.990024281383767e-07,0.0,0.0,4.573115154069111e-06,1.869472251049975e-07,2.6929630938220145e-07,8.177594701900349e-10,2.3803825519952944e-12,7.165684547613842e-29,8.648660725077102e-21,1.1663462772887025e-13,2.3060380589515156e-09,2.0273066088116328e-06,7.749714273118928e-16,5.491449041841969e-18,2.468444772657295e-07,2.9319942619549888e-15,3.688644430337667e-15,7.274858390566461e-14,2.7627416437588332e-14,2.0736815099223553e-08,1.088079746207786e-13,8.359689019140285e-13,3.2078261651822385e-15,1.6229993580909572e-18,6.528379691245598e-15,2.4160386392547203e-18,4.1564316434219937e-13,2.641752153932387e-16,3.76,0.0,0.5847614612925955,0.9999074700926892,4.571693785223534e-07,2.03003410184567e-07,0.05072104239304754,0.05071812900779369,2.3844073234265426e-08,2.534193919918936e-14,8.545444107634728e-05,4.6286396075031034e-08,1.4503577915237306e-15,1.1456863285731438e-15,1.2956712778921716e-14,1.8032000307821482e-06,4.216255188527402e-12,8.778078825766282e-12,1.4531903027317579e-11,1.4171130800223347e-09,2.0696900575817693e-09,9.245072174275929e-10,7.481060176004423e-10,1.432057950464264e-17,8.650060794362059e-19,6.202448522874738e-15,3.7755740615877266e-16,1.9275721440492743e-09,3.331370571490559e-11,3.7311494092628874e-10,8.692974425474248e-12,1.1613244904353821e-18,1.2614492656802804e-11,3.8282741953141236e-10,5.776945766079724e-10,3.5121324821111588e-06,5.767815936674711e-10,7.022638864504055e-09,3.191926947562348e-10,1.6574351568097036e-15,7.84856491443428e-17,3.3463176549885584e-11,1.3487709550156252e-18,2.397855832366851e-13,1.435102081039947e-14,1.9898696975716807e-07
0.000166648688356491,0.5483624218317155,3.896321073620423e-09,4.3824011712197193e-10,6.320472087550883e-10,6.057652433133661e-07,0.0,0.0,4.609127153476986e-06,1.893281553563937e-07,2.7513078366385216e-07,8.336814487038441e-10,2.4164910588881358e-12,7.30385018703354e-29,8.827655729952899e-21,1.182789250252465e-13,2.3405741653755695e-09,2.0570445254453674e-06,7.930740245028043e-16,5.6129159696767025e-18,2.5048836921438306e-07,2.975461042158876e-15,3.708134638980889e-15,7.42370743191862e-14,2.813858077268243e-14,2.1203318540680516e-08,1.1036813526105053e-13,8.541889270624883e-13,3.307645741589746e-15,1.6733682857399155e-18,6.6757943490425985e-15,2.4719549806954616e-18,4.2223258801196395e-13,2.722342812866792e-16,3.76,0.0,0.5843999203074698,0.9999073970210309,4.644699604909779e-07,2.04548822922091e-07,0.051082557272348623,0.05107959887373561,2.3829427660748464e-08,2.5340758506445733e-14,8.545443482295934e-05,4.7288223835833664e-08,1.477994614075707e-15,1.1638376153492469e-15,1.3189818538632806e-14,1.8281301197263812e-06,4.24602249591156e-12,8.919223708734472e-12,1.4736600143618404e-11,1.439542611457689e-09,2.1030946836821608e-09,9.374755235460754e-10,7.587910117847571e-10,1.4521651741685084e-17,8.771500851479486e-19,6.289484252140147e-15,3.837464480378818e-16,1.956835096101229e-09,3.384954159197759e-11,3.772565789739525e-10,8.82261242464617e-12,1.177939693435604e-18,1.2805175199273374e-11,3.840770311683703e-10,5.797783555180194e-10,3.54625019065218e-06,5.894433061974402e-10,7.054043924739126e-09,3.2059884997186976e-10,1.6885421326175508e-15,7.996216890703341e-17,3.412452472522084e-11,1.3755696444828945e-18,2.4465819126620644e-13,1.464189131560882e-14,2.0042125048957178e-07
0.0001678785049413327,0.5483987979131592,3.922691511833984e-09,4.4138420704963387e-10,6.391690845834325e-10,6.125699360604558e-07,0.0,0.0,4.645182077125797e-06,1.9171948125239096e-07,2.810464150619457e-07,8.498263474286849e-10,2.4528816963221257e-12,7.500383880884219e-29,9.009639219996176e-21,1.1993836859617685e-13,2.375554637149267e-09,2.0869914421178064e-06,8.114982902733192e-16,5.736337102693602e-18,2.5415836463229997e-07,3.019243020941777e-15,3.7278155410547e-15,7.575244375041133e-14,2.865808735204547e-14,2.1677603958712497e-08,1.1193848909066453e-13,8.726655557198946e-13,3.4104674949760538e-15,1.725184712965369e-18,6.825458483866939e-15,2.5288561818505574e-18,4.28880232873104e-13,2.8047929170881304e-16,3.76,0.0,0.5840386026972498,0.9999073236283094,4.718488290907222e-07,2.060957929430507e-07,0.05144384873785338,0.0514408449505206,2.3814791177635082e-08,2.5339578567530873e-14,8.545442854213893e-05,4.8303968125942745e-08,1.5059812416816545e-15,1.1821691327440248e-15,1.3425666274912024e-14,1.8532045954644912e-06,4.275767419976685e-12,9.061787264683545e-12,1.4942979707760948e-11,1.4621952591293423e-09,2.136830279677281e-09,9.505475234496892e-10,7.695638140832564e-10,1.4724562259130863e-17,8.894050809028205e-19,6.377313809147608e-15,3.8999699143323767e-16,1.986354506303635e-09,3.439064193271371e-11,3.8140814057419447e-10,8.953910193060233e-12,1.194705818364335e-18,1.2997511515616493e-11,3.8531346230809984e-10,5.818720720918605e-10,3.5805151651200683e-06,6.022980466963835e-10,7.085570470108749e-09,3.22010353281127e-10,1.720086185009678e-15,8.14594750482711e-17,3.479475289210138e-11,1.402729885225875e-18,2.496041688883389e-13,1.493712041196269e-14,2.0185493945224015e-07
0.00016910832152617437,0.548435151522338,3.949171374450915e-09,4.445428275994108e-10,6.46333612630288e-10,6.19416647001422e-07,0.0,0.0,4.6812801754084284e-06,1.941211425911871e-07,2.8704369769658325e-07,8.661962000111475e-10,2.4895547643183453e-12,7.78882830826269e-29,9.194638421561603e-21,1.2161307028014646e-13,2.4109825521110984e-09,2.1171472000829755e-06,8.302483884091338e-16,5.861734800965356e-18,2.5785445061251207e-07,3.0633400944800687e-15,3.747688518725835e-15,7.72951186363249e-14,2.9186034433179036e-14,2.2159757859125414e-08,1.1351901800633593e-13,8.914004602543682e-13,3.5163754002871144e-15,1.778484480471972e-18,6.977390745029643e-15,2.5867546042194636e-18,4.355862341613227e-13,2.88913188644712e-16,3.76,0.0,0.583677508323259,0.9999072499141193,4.79306388768597e-07,2.0764434977902216e-07,0.05180491692816538,0.05180186737614755,2.380016377922079e-08,2.533839938188315e-14,8.545442223385149e-05,4.933371487357586e-08,1.5343199324804314e-15,1.2006819760216475e-15,1.3664273344976643e-14,1.8784229700554146e-06,4.3054899801659005e-12,9.205778007833714e-12,1.5151049483501297e-11,1.4850719973434374e-09,2.170898242935255e-09,9.6372380014155e-10,7.804249613038369e-10,1.4929320037884536e-17,9.017716540135548e-19,6.465943179786851e-15,3.963093579910687e-16,2.0161312247607993e-09,3.4937028287378644e-11,3.855694841600975e-10,9.086879033988413e-12,1.2116240754910587e-18,1.3191506861021598e-11,3.865368574347778e-10,5.839756905399947e-10,3.6149279774128977e-06,6.153475492208528e-10,7.117218065126362e-09,3.2342718534731056e-10,1.7520719641208697e-15,8.297777973683487e-17,3.547393036814249e-11,1.430254510254962e-18,2.5462430189630336e-13,1.5236754369131122e-14,2.0328803815325406e-07
0.00017033813811101605,0.5484714826732451,3.975760528780351e-09,4.4771594663321085e-10,6.535407685990623e-10,6.263055160402144e-07,0.0,0.0,4.717421697640604e-06,1.9653307978675371e-07,2.9312312466746336e-07,8.827930477317581e-10,2.526510538676856e-12,8.002492516205419e-29,9.38269565065755e-21,1.2330307538489993e-13,2.446860991144766e-09,2.1475116407200967e-06,8.493284895841529e-16,5.989128841319084e-18,2.6157661425079475e-07,3.1077521588840175e-15,3.767754150788482e-15,7.886552954310069e-14,2.972252098085699e-14,2.2649867142690282e-08,1.1510970338965231e-13,9.103953129890618e-13,3.625455177997378e-15,1.8333041029287926e-18,7.131609754698766e-15,2.6456626964730653e-18,4.4235072658916167e-13,2.975389364880258e-16,3.76,0.0,0.5833166370468978,0.9999071758780556,4.868430430882937e-07,2.0919452310151097e-07,0.05216576198181296,0.052162666288540896,2.3785545459805197e-08,2.5337220948941244e-14,8.545441589806238e-05,5.0377549894215265e-08,1.5630126314557758e-15,1.2193768214954678e-15,1.3905653292098518e-14,1.9037847573124848e-06,4.335190195904748e-12,9.351201270413718e-12,1.5360814387936567e-11,1.508173802053829e-09,2.205299970556621e-09,9.770045696472448e-10,7.913746309347735e-10,1.5135933032122435e-17,9.142502576623576e-19,6.5553745217739934e-15,4.02683870847182e-16,2.0461661036534725e-09,3.5488722193805345e-11,3.897404696081008e-10,9.221530262844891e-12,1.2286948246519518e-18,1.3387166506562774e-11,3.877473595982162e-10,5.860891780079743e-10,3.649489197767975e-06,6.2859355231087e-10,7.148986323706207e-09,3.2484932700218965e-10,1.7845038842823435e-15,8.451729686513524e-17,3.6162126674452815e-11,1.4581463608380357e-18,2.597193812185369e-13,1.5540839759663405e-14,2.0472054809779e-07
0.00017156795469585773,0.5485077913798464,4.002459121914737e-09,4.5090356707216925e-10,6.607905493268689e-10,6.332366826535315e-07,0.0,0.0,4.753606891830749e-06,1.9895523388443175e-07,2.9928518802393974e-07,8.996189384340103e-10,2.5637492867884234e-12,8.44711856668394e-29,9.573846426913e-21,1.2500842945931555e-13,2.4831930339733183e-09,2.178084605537523e-06,8.687427023253669e-16,6.118538546675382e-18,2.653248426457601e-07,3.1524791102029243e-15,3.788012991620232e-15,8.04641113189107e-14,3.026764666174393e-14,2.3148019092541135e-08,1.1671052650008188e-13,9.296517863261903e-13,3.737794377006968e-15,1.8896808151190034e-18,7.28813417848545e-15,2.7055929964436144e-18,4.4917384042963925e-13,3.0635952287775063e-16,3.76,0.0,0.5829559887296435,0.999907101519714,4.944591947938761e-07,2.1074634272613622e-07,0.052526384037246764,0.0525232418255478,2.3770936213690773e-08,2.5336043268144243e-14,8.545440953473701e-05,5.1435558888121546e-08,1.5920613017702595e-15,1.2382542579615033e-15,1.4149819583386663e-14,1.9292894728496404e-06,4.3648680865988565e-12,9.49806203809722e-12,1.5572278474601285e-11,1.5315016316982867e-09,2.2400368588021946e-09,9.903899131212206e-10,8.024128836780469e-10,1.5344406717757568e-17,9.268412196848755e-19,6.6456100724193255e-15,4.091208546748791e-16,2.0764599909989234e-09,3.604574517685987e-11,3.939209582720776e-10,9.35787519225455e-12,1.2459184997195013e-18,1.3584495695912712e-11,3.889451103801704e-10,5.882125145602804e-10,3.684199394974191e-06,6.420377989646315e-10,7.180875082787624e-09,3.2627676935896855e-10,1.8173862590658585e-15,8.607823757866025e-17,3.685941152023601e-11,1.4864082866420502e-18,2.648902024661861e-13,1.5849423437086787e-14,2.0615247078846744e-07
0.00017279777128069942,0.5485440776560758,4.029266684307884e-09,4.5410566334060054e-10,6.680829374061282e-10,6.402102855552976e-07,0.0,0.0,4.789836004726797e-06,2.013875467773781e-07,3.055303783987212e-07,9.166759315616393e-10,2.6012713032290835e-12,8.453319677335965e-29,9.768132580354367e-21,1.2672923282662396e-13,2.5199817707407068e-09,2.20886593621835e-06,8.88495330162726e-16,6.2499864040160376e-18,2.690991228998642e-07,3.197520844457611e-15,3.8084662969015784e-15,8.209130463833072e-14,3.0821511688823126e-14,2.3654301564786294e-08,1.1832146910186285e-13,9.49171552678534e-13,3.853483057637496e-15,1.9476526435901203e-18,7.446982751872098e-15,2.7665581495713183e-18,4.56055711727348e-13,3.153779668403223e-16,3.76,0.0,0.5825955632330796,0.9999070268386903,5.021552455458148e-07,2.1229983866360797e-07,0.05288678323281239,0.052883594124909665,2.375633603518455e-08,2.5334866338931746e-14,8.54544031438408e-05,5.250782740062812e-08,1.6214681179100198e-15,1.2573152351529895e-15,1.4396788738471956e-14,1.954936634726879e-06,4.394523671635966e-12,9.646367833201618e-12,1.5785448577763657e-11,1.5550564564622337e-09,2.2751103020365093e-09,1.0038802605528333e-09,8.13540107640004e-10,1.5554751509617544e-17,9.395451839799136e-19,6.736655023536265e-15,4.156206364805997e-16,2.107013735201117e-09,3.6608118727085234e-11,3.9811081348784445e-10,9.495925160379854e-12,1.2632960865524086e-18,1.3783499672153056e-11,3.9013024939321934e-10,5.903456705492888e-10,3.719059136163231e-06,6.556820385530432e-10,7.2128840353695466e-09,3.2770949832488574e-10,1.8507237859466953e-15,8.766081757483383e-17,3.756585488972616e-11,1.515043148357635e-18,2.701375683198002e-13,1.616255264651208e-14,2.0758380772501198e-07
