Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68)
7.697158241409394e-06,0.8513810273149466,2.4328264153176527e-05,5.460043650774224e-06,4.550451624363131e-06,0.00039893313725778063,0.0,0.0,4.610893533591094e-05,5.360393108123255e-07,0.0002897131520407488,1.3474603550071827e-05,2.7421129552213048e-08,6.288093972064386e-16,1.2348031125713246e-11,4.449265571619087e-08,3.106920606334867e-05,3.269221984336048e-05,1.409091260141667e-08,1.0731717567321294e-09,0.00019228970194019597,2.6337644899633196e-10,1.335706787330115e-09,1.939206154403281e-09,6.971779218025157e-10,0.00016863105640016013,2.8767432777446846e-08,6.977418427851282e-07,4.965040177093199e-09,4.356634096609408e-11,8.901772982760972e-11,3.7444959983886925e-11,9.136544170851908e-09,4.605044349241772e-09,3.76,0.0,0.13038088215694849,0.9987417571738902,0.000210836913324151,2.8204228451656534e-05,0.7924668821125177,0.7912973398109372,1.9257531216391706e-06,1.1330554044541493e-10,0.0007654381388729848,7.555365279988012e-07,3.1620425069360393e-10,1.4982250610909304e-11,4.2051400639820266e-10,8.640483027788442e-05,7.98869759548254e-10,3.68887936843119e-06,4.13946440821301e-06,5.664351342455088e-05,0.0002465060256781017,1.5378724407457955e-06,1.8423591647397603e-06,4.791348287581873e-15,5.540465166713726e-15,1.662076828690691e-09,1.1080341295874294e-10,9.240028105686608e-06,9.775261523396845e-08,8.497715230387973e-07,4.350740296878698e-09,1.6194321590833748e-12,2.9003488319078004e-09,5.521360684396535e-08,4.5157002657711335e-08,0.00046382249459848285,6.999722188851851e-06,1.2745738457786921e-06,1.14509381662371e-09,8.743874524792595e-09,8.609792990666245e-10,1.0225029725136454e-06,3.6290258885107892e-12,1.6351299076325482e-08,2.4329024474198644e-11,2.85624939615337e-05,3.6178182838093355e-08,3.754226288797016e-16,6.560870456666664e-17,3.0939108317035175e-11,1.758786904641378e-08,1.7450520411676096e-08,1.7146327429849417e-15,1.690412417701038e-07,3.2393820693504356e-15,1.5070620431733016e-12,2.507080993165001e-06,6.929453759010292e-13,1.8502695120264436e-14,2.6465651819620156e-11,7.998181780559028e-08,3.085938780047275e-08,1.2281280430693996e-09,3.781305976618855e-15,4.844091996377887e-15,1.6197885283306679e-15,1.5656292975628754e-12,9.099157815841141e-10,2.858759826979825e-10
7.736487965392648e-06,0.8515523202803594,2.42282914316384e-05,5.451715571094067e-06,4.55367644457747e-06,0.0004009675570855537,0.0,0.0,4.6305566503024264e-05,5.401131662612172e-07,0.00029319457309235123,1.3612109008934398e-05,2.7503809575766366e-08,6.243594847124772e-16,1.2309285982664814e-11,4.4501938368858844e-08,3.134092335527093e-05,3.294417140658319e-05,1.4222519381448169e-08,1.0800940446274735e-09,0.00019382651240826203,2.6551378609687846e-10,1.3361662196929043e-09,1.972608841687259e-09,7.041433682903475e-10,0.00017035109446459116,2.8744673869709858e-08,7.034701475804536e-07,5.088305545652887e-09,4.43136849492102e-11,8.991486313277642e-11,3.7442062463844265e-11,9.140254500106112e-09,4.614645522579586e-09,3.76,0.0,0.1290829394353703,0.9987374430745509,0.00021229841085927548,2.8322392029618855e-05,0.793766483956527,0.7925861553271011,1.9072887471905918e-06,1.1299790447730931e-10,0.0007654348318814879,7.629749493323756e-07,3.1622537088851787e-10,1.4979589446818405e-11,4.2139859260294495e-10,8.734510934607324e-05,8.000066085279858e-10,3.6893679893653897e-06,4.138720767823626e-06,5.673582180985972e-05,0.0002492461376649519,1.5337614837294823e-06,1.8374507426380149e-06,4.791382924132927e-15,5.540484850418429e-15,1.6620891668391946e-09,1.119011508520839e-10,9.245303573327675e-06,9.882484539131921e-08,8.686400878243318e-07,4.388067723249938e-09,1.619342857476563e-12,2.9014258146055544e-09,5.532742104829082e-08,4.469962278246253e-08,0.000465541391815781,7.093264233060102e-06,1.2603436852940886e-06,1.1320786143271022e-09,8.78440665277538e-09,8.650566882228369e-10,1.0336367131583948e-06,3.669461728056074e-12,1.6447242025078782e-08,2.4467427210801368e-11,2.8628460920443717e-05,3.661533601208685e-08,3.775544009546719e-16,6.59807922299801e-17,3.1254423760483924e-11,1.759845701747589e-08,1.728339255870762e-08,1.7235886237943442e-15,1.7072135649842574e-07,3.254858461096725e-15,1.509446174797829e-12,2.5171698150520422e-06,6.94231162165137e-13,1.8719884559608883e-14,2.6810099449237743e-11,7.996069014207788e-08,3.116258174018722e-08,1.2567934651990443e-09,3.817675055024918e-15,4.957133162609528e-15,1.6433819302323084e-15,1.6085552718936144e-12,9.236702575570165e-10,2.90105101613654e-10
7.775817689375902e-06,0.8517219156942533,2.412814941524937e-05,5.443240401044092e-06,4.5568534679424785e-06,0.0004029883081276461,0.0,0.0,4.650010381609864e-05,5.441741322990198e-07,0.000296682535551351,1.3749613147710986e-05,2.7586044259294e-08,6.19881646976569e-16,1.226980211891138e-11,4.450905130716321e-08,3.1612797456332206e-05,3.319655682970959e-05,1.4353517442746858e-08,1.086973383167117e-09,0.000195366017691369,2.676550477997284e-10,1.33656225416943e-09,2.0063087603395317e-09,7.111175582072987e-10,0.00017207120584021958,2.872208806705864e-08,7.09192006460332e-07,5.213695747993916e-09,4.506767537726218e-11,9.081230310993693e-11,3.743742459320473e-11,9.14389843689572e-09,4.62417319228371e-09,3.76,0.0,0.12779792016486655,0.9987331300053974,0.0002137568527673022,2.8440281798627495e-05,0.7950531867761095,0.7938620644155903,1.88900823991309e-06,1.1269332553872158e-10,0.0007654315256848985,7.704071081509611e-07,3.162321675628073e-10,1.4976524975463804e-11,4.2227330523477223e-10,8.828896476636884e-05,8.011315607903336e-10,3.689715225477016e-06,4.137798554435031e-06,5.682356423934208e-05,0.0002519854702047606,1.5295987328681603e-06,1.8324799310169665e-06,4.791192741605536e-15,5.5402453905364145e-15,1.662023748795224e-09,1.1299892667691317e-10,9.249936898719446e-06,9.989657084844577e-08,8.8773545622385e-07,4.4254106432990216e-09,1.6191790250914966e-12,2.9023061284482725e-09,5.544105777966194e-08,4.424648606027691e-08,0.00046724112459236076,7.187170895869132e-06,1.2462578442653536e-06,1.1192003521803916e-09,8.8244083977589e-09,8.69079128172513e-10,1.0447908943780657e-06,3.709976803813091e-12,1.6541862475148044e-08,2.460384554408084e-11,2.8693727873678083e-05,3.7054694972328236e-08,3.796556088931788e-16,6.63475452389437e-17,3.156812222386153e-11,1.7608352084473075e-08,1.7117811524231832e-08,1.7324973614485986e-15,1.7240469794339287e-07,3.2700708182588678e-15,1.511714101289779e-12,2.527162721467961e-06,6.955155763747951e-13,1.8937349904653872e-14,2.715525350280508e-11,7.993449974231575e-08,3.14664573139086e-08,1.2859328984159303e-09,3.854120343123122e-15,5.072043223437241e-15,1.6671385432650864e-15,1.6522897986748586e-12,9.374768524641702e-10,2.9434961535616243e-10
7.815147413359155e-06,0.8518898304341025,2.4027882210224912e-05,5.43462824982683e-06,4.559988133423688e-06,0.0004049954764820605,0.0,0.0,4.6692556420584466e-05,5.48221913252999e-07,0.00030017679397682394,1.3887109672219471e-05,2.7667845654413228e-08,6.153801589557725e-16,1.2229631358568077e-11,4.45140816890769e-08,3.188482889967488e-05,3.3449372580046674e-05,1.4483906904674384e-08,1.0938108898400092e-09,0.00019690819093835335,2.6980019621698087e-10,1.3368974560668963e-09,2.0403059928337434e-09,7.181003085832109e-10,0.00017379131293081946,2.869967566396285e-08,7.149072058541474e-07,5.341229909672729e-09,4.5828321480043947e-11,9.17100927623114e-11,3.743112005859828e-11,9.147481205638517e-09,4.633628046595714e-09,3.76,0.0,0.12652569566000257,0.9987288180616022,0.0002152122611187432,2.855789647024427e-05,0.7963271189573229,0.7951251957934934,1.8709097684449543e-06,1.1239177319696387e-10,0.0007654282203561382,7.778323126974813e-07,3.1622523761698245e-10,1.4973082097512736e-11,4.231386868573356e-10,8.923636951983686e-05,8.022447444058095e-10,3.6899277571564565e-06,4.136705734728637e-06,5.690684261077264e-05,0.0002547237800388594,1.5253874659148962e-06,1.8274506643506243e-06,4.790787175131652e-15,5.539757687048308e-15,1.6618838430070776e-09,1.1409669575043466e-10,9.253947276027034e-06,1.0096769816716313e-07,9.070566013507853e-07,4.462769229538496e-09,1.6189438398484453e-12,2.902995865967628e-09,5.5554521118807183e-08,4.379762072179811e-08,0.0004689218879156261,7.281435539781147e-06,1.2323167913739946e-06,1.1064592793599765e-09,8.863893185495484e-09,8.730479456813689e-10,1.0559650693957594e-06,3.750569337757832e-12,1.6635179608919443e-08,2.473830934539988e-11,2.8758301854715863e-05,3.749624079507744e-08,3.817267147390353e-16,6.670904446829893e-17,3.1880200039189384e-11,1.7617580611032374e-08,1.6953786769471932e-08,1.741360360405104e-15,1.7409118168219395e-07,3.285023592130788e-15,1.5138685151899147e-12,2.5370605803102825e-06,6.967986644904761e-13,1.915507676297379e-14,2.7501087915875922e-11,7.99033367572429e-08,3.1771035576105444e-08,1.3155507379074647e-09,3.890644513664514e-15,5.188839509441306e-15,1.6910572409075458e-15,1.696840448462851e-12,9.513336303513711e-10,2.9860893895976237e-10
7.85447713734241e-06,0.8520560812104377,2.3927532659279358e-05,5.425889010659726e-06,4.563085734383181e-06,0.0004069891506915986,0.0,0.0,4.68829338962612e-05,5.522562202609023e-07,0.0003036771089689336,1.402459255636795e-05,2.7749226105956663e-08,6.108591472814991e-16,1.2188824312283438e-11,4.4517115471993216e-08,3.2157018555412466e-05,3.370261516624237e-05,1.4613688697842107e-08,1.1006077036511135e-09,0.00019845300556905926,2.7194919379382974e-10,1.337174356807019e-09,2.0746006560198917e-09,7.250914476854924e-10,0.0001755113414271541,2.8677436946903236e-08,7.206155421987117e-07,5.470927190280915e-09,4.659563353347273e-11,9.260827734619801e-11,3.742322146808382e-11,9.151007937454655e-09,4.643010773219782e-09,3.76,0.0,0.12526613851419852,0.9987245073320601,0.0002166646594473064,2.8675234827638e-05,0.7975884076104609,0.7963756768882944,1.8529915196342078e-06,1.1209321732105829e-10,0.0007654249159633177,7.852498822926403e-07,3.1620516908468715e-10,1.496928517950472e-11,4.239952693567129e-10,9.018729698624337e-05,8.033462859613154e-10,3.6900121505310855e-06,4.135450145221873e-06,5.69857591770656e-05,0.0002574608303371988,1.5211308901823162e-06,1.822366792631737e-06,4.7901755200700746e-15,5.539032475546345e-15,1.6616726687154578e-09,1.1519441537427227e-10,9.257353800054674e-06,1.0203813647507825e-07,9.266024685583079e-07,4.50014370070661e-09,1.6186404340737073e-12,2.9035010817219063e-09,5.566781519055221e-08,4.335305035095471e-08,0.0004705838773501449,7.376051604907787e-06,1.2185208879066741e-06,1.0938555520836547e-09,8.90287447545144e-09,8.769644739633337e-10,1.067158806793756e-06,3.791237609125052e-12,1.6727213232991543e-08,2.4870849375165252e-11,2.8822189878932276e-05,3.793995466485123e-08,3.837681941106801e-16,6.706537314620306e-17,3.219065597294896e-11,1.762616871454732e-08,1.6791326679579443e-08,1.7501790371745615e-15,1.7578072398749423e-07,3.2997213345539327e-15,1.5159121145417172e-12,2.546864265489344e-06,6.980804730175257e-13,1.9373051153462997e-14,2.7847577373924204e-11,7.986729080240779e-08,3.2076338383486845e-08,1.3456513889720804e-09,3.927250333785638e-15,5.3075393912583416e-15,1.7151368901490177e-15,1.7422148016108014e-12,9.652386694982045e-10,3.0288249205899164e-10
7.893806861325663e-06,0.8522206845739906,2.3827142344868952e-05,5.417032359851416e-06,4.566151419130866e-06,0.0004089694216403192,0.0,0.0,4.707124624314383e-05,5.562767712588223e-07,0.0003071832471774073,1.416205603893339e-05,2.783019823290219e-08,6.0632259146673035e-16,1.2147430362041279e-11,4.451823736673702e-08,3.2429367621601926e-05,3.3956281138055115e-05,1.4742864546243588e-08,1.10736498425769e-09,0.00020000043527232034,2.74102003306366e-10,1.337395452490669e-09,2.1091929015674278e-09,7.320908146569581e-10,0.0001772312202671389,2.8655372192425603e-08,7.263168218167336e-07,5.60280678571021e-09,4.736962284894247e-11,9.350690421690695e-11,3.741380030760917e-11,9.154483667887533e-09,4.652322059154444e-09,3.76,0.0,0.12401912258955881,0.9987201978994984,0.00021811407269907917,2.87922957253316e-05,0.7988371785803009,0.797613633848307,1.8352516983936805e-06,1.1179762807934851e-10,0.00076542161256982,7.92659147365986e-07,3.1617254081066766e-10,1.4965158049352753e-11,4.2484357364474574e-10,9.114172094125053e-05,8.044363105743242e-10,3.689974855343031e-06,4.134039494380578e-06,5.706041646285831e-05,0.0002601963906946129,1.5168321422341978e-06,1.8172320809873343e-06,4.789366926242002e-15,5.538080321974913e-15,1.6613933943225826e-09,1.1629204480473758e-10,9.260175454200586e-06,1.0310779746094485e-07,9.463719769404733e-07,4.537534320567551e-09,1.6182718913797572e-12,2.903827789152889e-09,5.5780944169018824e-08,4.2912792726466835e-08,0.0004722272889168034,7.4710126102172164e-06,1.2048703894224146e-06,1.0813892351187272e-09,8.941365750671066e-09,8.808300511412592e-10,1.078371690388924e-06,3.831979954038221e-12,1.681798374308669e-08,2.5001497235769354e-11,2.8885398941500788e-05,3.838581787958603e-08,3.857805355063563e-16,6.741661674066145e-17,3.2499491175658124e-11,1.7634145338572837e-08,1.6630438307404183e-08,1.7589548189739634e-15,1.7747324183094275e-07,3.3141686904475257e-15,1.5178476006131043e-12,2.5565746563406883e-06,6.993610490603137e-13,1.9591259502902736e-14,2.8194697309039665e-11,7.982645092941515e-08,3.238238837975414e-08,1.3762392672127223e-09,3.963940663541077e-15,5.428160280343759e-15,1.7393763520840016e-15,1.788420450163485e-12,9.791900632728905e-10,3.071696991419843e-10
7.933136585308917e-06,0.8523836569040517,2.3726751598688756e-05,5.408067754952374e-06,4.56919019127933e-06,0.0004109363824040739,0.0,0.0,4.725750386080758e-05,5.602832909546644e-07,0.0003106949813046956,1.429949461865615e-05,2.791077490109527e-08,6.017743239624002e-16,1.2105497645910454e-11,4.451753079355992e-08,3.2701877611092e-05,3.421036708601231e-05,1.4871436942012113e-08,1.114083910406396e-09,0.00020155045400296876,2.7625858785815964e-10,1.3375632030381338e-09,2.1440829166096957e-09,7.390982593879286e-10,0.00017895088157574585,2.8633481664553787e-08,7.320108607314999e-07,5.736887931843264e-09,4.815030179659757e-11,9.44060227075221e-11,3.7402926860775465e-11,9.157913334331758e-09,4.661562590426509e-09,3.76,0.0,0.12278452300189269,0.9987158898406387,0.00021956052715718674,2.890907808856665e-05,0.8000735564611874,0.7988391915580394,1.817688527487077e-06,1.1150497593598635e-10,0.0007654183102344265,8.000594494975076e-07,3.1612792221803437e-10,1.496072399118563e-11,4.256841089746887e-10,9.20996155521041e-05,8.055149419287191e-10,3.689822202489129e-06,4.132481361250648e-06,5.713091714533551e-05,0.0002629302371157532,1.512494286932926e-06,1.8120502086183345e-06,4.788370399241693e-15,5.536911629301208e-15,1.661049139375669e-09,1.1738954520796565e-10,9.262431093156309e-06,1.0417659536657251e-07,9.663640217069706e-07,4.5749413959798525e-09,1.6178412416628147e-12,2.903981955728766e-09,5.5893912284667963e-08,4.247686319053116e-08,0.00047385231892271026,7.566312155342993e-06,1.1913654515278174e-06,1.0690603047447609e-09,8.97938049922384e-09,8.846460181366729e-10,1.0896033190358689e-06,3.87279476489898e-12,1.6907512072422953e-08,2.513028529194265e-11,2.89479360144006e-05,3.883381185812877e-08,3.8776423914907797e-16,6.776286276602703e-17,3.280670910635607e-11,1.764153918807726e-08,1.6471127251252713e-08,1.76768914139542e-15,1.7916865288814667e-07,3.3283703803075083e-15,1.5196776746425006e-12,2.566192636759452e-06,7.006404403902117e-13,1.9809688643253665e-14,2.8542423894810724e-11,7.978090558609278e-08,3.2689208964177964e-08,1.407318798858194e-09,4.000718452535535e-15,5.550719630131321e-15,1.7637744827120281e-15,1.8354650006052127e-12,9.931859213514098e-10,3.114699899098086e-10
7.97246630929217e-06,0.8525450144225535,2.3626399514916257e-05,5.399004434152651e-06,4.572206910483522e-06,0.0004128901281309605,0.0,0.0,4.744171753191408e-05,5.642755108045806e-07,0.00031421209010260676,1.4436903050072069e-05,2.799096920132998e-08,5.972180305703856e-16,1.206307305009049e-11,4.451507784642745e-08,3.2974550340771266e-05,3.4464869641123464e-05,1.4999409122883836e-08,1.1207656767486165e-09,0.00020310303597940335,2.784189108774339e-10,1.3376800309852464e-09,2.179270924176852e-09,7.461136422917051e-10,0.00018067026061382568,2.8611765612937538e-08,7.376974845111983e-07,5.873189907420948e-09,4.893768380325835e-11,9.530568400252065e-11,3.7390670215564106e-11,9.161301774065529e-09,4.670733051890531e-09,3.76,0.0,0.12156221610862827,0.9987115832263308,0.00022100405038259622,2.902558091284024e-05,0.8012976646091874,0.8000524736505871,1.8003002473568453e-06,1.1121523164809327e-10,0.0007654150090114157,8.074501414390285e-07,3.160718731111616e-10,1.49560057456769e-11,4.2651737331316644e-10,9.306095537378842e-05,8.065823022863324e-10,3.689560402303645e-06,4.1307831883265235e-06,5.719736396005326e-05,0.0002656621519971958,1.508120317670172e-06,1.8068247690234526e-06,4.78719479542583e-15,5.535536626784996e-15,1.6606429714389133e-09,1.1848687963268888e-10,9.264139429966396e-06,1.0524444697788014e-07,9.86577476007915e-07,4.612365275375669e-09,1.6173514638208901e-12,2.9039694986620524e-09,5.600672382966345e-08,4.2045276827060194e-08,0.00047545916383467783,7.661943921901344e-06,1.178006137106017e-06,1.0568686551837733e-09,9.016932192924901e-09,8.884137170299332e-10,1.1008533064584533e-06,3.913680489850687e-12,1.6995819650773492e-08,2.5257246609443303e-11,2.900980804412248e-05,3.928391814585603e-08,3.897198159699934e-16,6.810420059134264e-17,3.3112315460750614e-11,1.7648374701046273e-08,1.6313398025114824e-08,1.7763834475838374e-15,1.8086687554209836e-07,3.342331198333564e-15,1.5214050357720613e-12,2.5757190944780846e-06,7.019186955328886e-13,2.0028325807837348e-14,2.8890734040933925e-11,7.973074258616909e-08,3.2996824259390504e-08,1.4388944210108513e-09,4.037586735483793e-15,5.67523493705582e-15,1.7883301336030823e-15,1.883356076216283e-12,1.0072243706579244e-09,3.157827995533095e-10
8.011796033275424e-06,0.852704773187277,2.352612396608698e-05,5.389851415366178e-06,4.5752062931356495e-06,0.00041483075591524537,0.0,0.0,4.7623898404634006e-05,5.682531689814518e-07,0.00031773435836134794,1.457427633890242e-05,2.80707944269044e-08,5.926572521292592e-16,1.2020202205179157e-11,4.4510959266758353e-08,3.3247387920102604e-05,3.4719785474567744e-05,1.512678504887713e-08,1.1274114920452681e-09,0.00020465815568094053,2.805829361141175e-10,1.3377483202625744e-09,2.2147571836450427e-09,7.531368340843673e-10,0.00018238929572169204,2.8590224271153436e-08,7.433765280982015e-07,6.0117320373398255e-09,4.973178336374314e-11,9.62059410301507e-11,3.7377098280140136e-11,9.164653722584276e-09,4.679834127007019e-09,3.76,0.0,0.12035207949581812,0.998707278121698,0.0002224446711502741,2.914180326324373e-05,0.8025096251551537,0.8012536025209656,1.7830851159393435e-06,1.1092836626270684e-10,0.0007654117089506794,8.148305871321671e-07,3.1600494349490605e-10,1.4951025510188967e-11,4.273438536744371e-10,9.402571534470111e-05,8.076385124932052e-10,3.6891955429106293e-06,4.128952275884367e-06,5.725985960267537e-05,0.0002683919241007726,1.503713157019194e-06,1.801559270687213e-06,4.7858488145426276e-15,5.533965357121818e-15,1.6601779022291518e-09,1.1958401297754768e-10,9.265319022187875e-06,1.0631127161220063e-07,1.0070111929704404e-06,4.649806347112937e-09,1.6168054871181011e-12,2.9037962803721087e-09,5.6119383163212424e-08,4.16180448373416e-08,0.0004770480201492636,7.757901674849469e-06,1.1647924189282773e-06,1.0448141036041873e-09,9.054034269584915e-09,8.921344892885848e-10,1.1121212810538327e-06,3.954635632150371e-12,1.708292836044579e-08,2.5382414889645507e-11,2.9071021949311316e-05,3.973611842055209e-08,3.9164778656413444e-16,6.844072125674384e-17,3.3416318099478615e-11,1.7654675295123266e-08,1.6157254318226932e-08,1.7850391874874556e-15,1.825678288866121e-07,3.3560560119483893e-15,1.5230323787469793e-12,2.5851549203955485e-06,7.031958638514146e-13,2.0247158627507103e-14,2.923960538706554e-11,7.967604907866228e-08,3.330525908030292e-08,1.4709705819348921e-09,4.074548627989475e-15,5.801723741768455e-15,1.813042152569518e-15,1.9321013196186814e-12,1.021303556341617e-09,3.2010756903959836e-10
8.051125757258678e-06,0.8528629491006715,2.342596161025001e-05,5.380617496184938e-06,4.57819291341637e-06,0.0004167583646995005,0.0,0.0,4.780405797890641e-05,5.722160103485178e-07,0.0003212615768962625,1.4711609738272692e-05,2.8150264056178205e-08,5.880953871410478e-16,1.1976929485014575e-11,4.450525441274111e-08,3.352039274195873e-05,3.497511129743896e-05,1.5253569382853215e-08,1.134022579626442e-09,0.00020621578784571978,2.827506276377322e-10,1.3377704154052893e-09,2.25054199102153e-09,7.601677154802003e-10,0.00018410792827263994,2.856885785541952e-08,7.490478356702342e-07,6.152533695145632e-09,5.0532616032727314e-11,9.710684834503303e-11,3.736227770003215e-11,9.167973812361812e-09,4.688866497679754e-09,3.76,0.0,0.11915399196792732,0.9987029745862542,0.00022388241940025222,2.9257744273988853e-05,0.803709559014997,0.8024426993365944,1.7660414085188428e-06,1.1064435111438543e-10,0.0007654084100978089,8.222001617125944e-07,3.159276733646951e-10,1.494580493746249e-11,4.281640252297346e-10,9.499387078295963e-05,8.086836920110668e-10,3.6887335892185753e-06,4.12699578817208e-06,5.731850665342346e-05,0.0002711193485281154,1.4992756563075943e-06,1.796257136687473e-06,4.784341000578371e-15,5.532207687682899e-15,1.659656890815099e-09,1.206809119501143e-10,9.265988261645965e-06,1.0737699110593542e-07,1.0276640072180831e-06,4.687265038222488e-09,1.6162061837146606e-12,2.9034681063132607e-09,5.6231894715637454e-08,4.119517073298953e-08,0.0004786190842861447,7.854179263435277e-06,1.1517241780311096e-06,1.0328963892501257e-09,9.090700129372706e-09,8.958096744519678e-10,1.1234068857299624e-06,3.995658749642291e-12,1.716886050226521e-08,2.5505824422450403e-11,2.913158461897104e-05,4.019039449668742e-08,3.9354868058287216e-16,6.877251738894496e-17,3.371872699476533e-11,1.766046979389034e-08,1.600269861617591e-08,1.7936578161204645e-15,1.8427143272854837e-07,3.3695497448890086e-15,1.5245623915082794e-12,2.5945010080725087e-06,7.044719955617525e-13,2.046617512642078e-14,2.9589016296975675e-11,7.961691152484188e-08,3.361453892202058e-08,1.5035517412727325e-09,4.111607325991019e-15,5.930203629881465e-15,1.8379093842119836e-15,1.981708394871787e-12,1.0354216425086585e-09,3.244437453265357e-10
8.090455481241932e-06,0.8530195579011475,2.332594790239553e-05,5.371311253925054e-06,4.5811712042904506e-06,0.0004186730551490162,0.0,0.0,4.798220808850255e-05,5.761637864201107e-07,0.00032479354252542316,1.484889874367974e-05,2.8229391729644113e-08,5.835356923287736e-16,1.193329800075061e-11,4.449804123608706e-08,3.3793567470701925e-05,3.5230843860409406e-05,1.537976746514715e-08,1.1406001754490117e-09,0.00020777590746794892,2.84921949834494e-10,1.3377486209359587e-09,2.286625679301159e-09,7.672061771670491e-10,0.00018582610261140653,2.854766656283278e-08,7.547112604547451e-07,6.295614306513522e-09,5.1340198440887465e-11,9.800846201096363e-11,3.734627385538761e-11,9.171266571436736e-09,4.697830844037079e-09,3.76,0.0,0.1179678335344332,0.9986986726740572,0.00022531732617381414,2.9373403147636793e-05,0.8048975859031501,0.8036198840510348,1.749167417536453e-06,1.1036315782206522e-10,0.0007654051124942135,8.295582515134053e-07,3.1584059260047134e-10,1.494036513307533e-11,4.289783515354173e-10,9.596539738145763e-05,8.097179589376257e-10,3.688180381797876e-06,4.124920752980786e-06,5.7373407480506606e-05,0.00027384422668221746,1.4948105948202696e-06,1.7909217037909635e-06,4.782679741570646e-15,5.53027330632731e-15,1.6590828425477072e-09,1.2177754503454233e-10,9.266165361588022e-06,1.0844152979712398e-07,1.0485347369489592e-06,4.724741812652123e-09,1.6155563716389509e-12,2.9029907204449516e-09,5.634426299329607e-08,4.077665796984228e-08,0.00048017255245327265,7.950770622397914e-06,1.1388012117647798e-06,1.021115176418406e-09,9.126943119173131e-09,8.99440608580507e-10,1.1347097776881947e-06,4.036748454033838e-12,1.7253638751611685e-08,2.562751001490165e-11,2.9191502910152693e-05,4.064672833094422e-08,3.9542303555421775e-16,6.90996829728431e-17,3.401955415221661e-11,1.7665785205645225e-08,1.5849732041966516e-08,1.8022407911232817e-15,1.8597760759060357e-07,3.382817366259968e-15,1.5259977531166343e-12,2.6037582530083187e-06,7.057471418137579e-13,2.068536371898475e-14,2.993894585072961e-11,7.955341566906846e-08,3.392468992835912e-08,1.536642370350701e-09,4.148766101141321e-15,6.060692233176369e-15,1.862930670592507e-15,2.0321849901693163e-12,1.0495768131612695e-09,3.287907816374601e-10
