Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735)
4.910543619095775e-05,0.802393419901378,5.279574610504621e-05,2.426565505464568e-05,3.385566569472387e-05,0.0015582183333133239,0.0,0.0,0.00013690329256277705,1.8269159154041612e-06,0.008260690927388174,0.0002820055070623476,4.4834858917173914e-07,1.780488843500672e-14,1.5277879364128698e-10,1.7619305041318608e-07,0.0006788346739952017,0.0004064397972422237,9.298214085186002e-07,3.9967642016590136e-08,0.0015253414843705462,2.15004491635021e-09,9.105254606355617e-09,1.4018981545777823e-06,2.6594733647341583e-08,0.003513827489828739,2.3781460752799963e-08,1.4960229480080459e-05,1.4424647630850979e-05,2.318782044343124e-08,1.1417288640036486e-08,1.5204853932320575e-10,3.0685864071704215e-08,1.2774651417327179e-08,3.76,0.0,2.895464492477318e-06,0.9899926437147484,0.003068759954938058,0.00018841636677558208,0.6665383724054342,0.6465410072029708,5.1966353000306044e-08,6.117225092780406e-11,0.0007707350256841334,3.207451021266015e-06,1.6581590302147528e-10,6.417693170284721e-11,2.6866734470312923e-09,0.0020656132331528416,7.021380793192909e-10,1.4365536074752086e-05,1.4846468557091445e-05,0.00020818982411518035,0.0030990110799198702,2.8153735472725367e-06,3.384265042817509e-06,2.414802587999949e-14,2.6232783419396663e-14,6.941463860851304e-09,2.258531513560045e-09,3.354228755016171e-05,1.2692087617871828e-06,0.00024922014826591916,6.4907496647338176e-12,9.8420130582454e-08,4.0736255287650415e-06,1.0874811899714385e-08,3.83523166305826e-09,0.00040782609588672767,0.0002359877844816809,1.0121590779701519e-08,1.1168462479616567e-10,9.309622911121972e-12,1.642589214515012e-07,3.8085872747706385e-05,1.4250639632226266e-10,6.026922126598992e-08,5.9701617201933855e-09,1.2083800444747877e-07,2.671029518703057e-05,2.2818458458363676e-06,1.8525243932752273e-10,2.8920551957005428e-15,6.034949819449576e-09,2.2147492259860177e-09,4.568332628847565e-13,6.615145307409203e-07,4.204908130169111e-11,1.2850902178201972e-13,5.8028547774001e-09,1.4768301295518568e-09,5.068884663108325e-16,5.325276542467376e-06,5.428661503601451e-11,8.59559352271786e-08,6.821561776515559e-13,3.617976665853269e-13,5.879945097606953e-12,1.3412298243599064e-14,4.053800674761487e-06,1.6393733535057766e-06,6.677508966654601e-12,8.600116861400416e-06,2.9753348163118627e-12
4.93983620154047e-05,0.8024118365997287,5.340529444092963e-05,2.4545208719388862e-05,3.4249513392126896e-05,0.0015778056803358222,0.0,0.0,0.00013849663739834203,1.8520695351031715e-06,0.008390620917900472,0.0002864065494783199,4.576554011878247e-07,1.846565649917165e-14,1.5661278326527625e-10,1.7832800696755253e-07,0.0006872336514980026,0.00041144523144681134,9.522522195063887e-07,4.070057404138017e-08,0.0015355367298928767,2.166674432905502e-09,9.26421134282072e-09,1.4424668348104724e-06,2.7107003929217834e-08,0.0035688186101214547,2.3931788876565728e-08,1.532126033942009e-05,1.4858734670443956e-05,2.3816788437852837e-08,1.171438164451977e-08,1.538979434623938e-10,3.103279366586035e-08,1.3059094894096688e-08,3.76,0.0,2.7927862031629177e-06,0.9898534878438298,0.0031149217565892744,0.00019186237989667648,0.6666356751642435,0.6463580476519238,5.195013098562273e-08,6.115498239411852e-11,0.00077062669055462,3.2441020419859007e-06,1.6766161095273611e-10,6.49002658701556e-11,2.7170982799772937e-09,0.0020924371816775592,7.018246158802017e-10,1.4529915123934173e-05,1.5019431586626346e-05,0.0002103569101322538,0.003135234100465292,2.846988029233118e-06,3.4222522833007992e-06,2.4436661403170116e-14,2.6546314590336977e-14,7.0245291138103276e-09,2.2932032563130128e-09,3.393132619041469e-05,1.283840123374469e-06,0.0002558615852721039,6.564256976549221e-12,9.96222480094496e-08,4.232536273702596e-06,1.0999153430120793e-08,3.884091181728906e-09,0.00040783626918920187,0.00024065503004576448,1.0233713628291571e-08,1.1294210230749322e-10,9.411321508838783e-12,1.6713708662845108e-07,3.892145228469392e-05,1.4563501194117902e-10,6.096674930716462e-08,6.039820003096561e-09,1.2223349332853303e-07,2.6758732266623552e-05,2.3556752756525185e-06,1.873616411308084e-10,2.924980105121978e-15,6.22686572013282e-09,2.2389272364019913e-09,4.792901147315735e-13,6.699157576870138e-07,4.3096057544725915e-11,1.319803433498341e-13,5.849261528033568e-09,1.4858777194647701e-09,5.126588688069315e-16,5.454876384884183e-06,5.639484111729944e-11,8.642062089619474e-08,6.986434915468363e-13,3.6766565894123647e-13,5.944453120013883e-12,1.3733759343709475e-14,4.09235158423048e-06,1.6798870370620639e-06,6.842541170998802e-12,8.791158963095628e-06,3.0515653645828778e-12
4.969128783985165e-05,0.8024304485361866,5.4018092568487316e-05,2.482622630735129e-05,3.464550367142284e-05,0.0015976199082763918,0.0,0.0,0.00014010395966704034,1.8775694129578285e-06,0.008522074596690804,0.00029086171810793,4.67130693577791e-07,1.914737830015564e-14,1.605240177165867e-10,1.8047678798336587e-07,0.000695676217105686,0.00041651063237826974,9.75130585712149e-07,4.1442492683583004e-08,0.0015457424151888684,2.183385326952153e-09,9.425290755046688e-09,1.4839984967413964e-06,2.7627096497016455e-08,0.0036244803268319042,2.4084259814763608e-08,1.569035998705881e-05,1.530325647742378e-05,2.445914509383626e-08,1.2017694863858859e-08,1.5576011016802376e-10,3.1382310109373595e-08,1.3351814573211412e-08,3.76,0.0,2.6979512557433804e-06,0.9897127520285264,0.0031616177698234773,0.0001953703419435276,0.6667340582836779,0.6461731497764278,5.193387002565705e-08,6.113753445195239e-11,0.0007705171254065735,3.2810867206439677e-06,1.6951623933046246e-10,6.562690670917065e-11,2.7476651074783443e-09,0.0021194795647858475,7.015078278391982e-10,1.4695118112893614e-05,1.5193332588109974e-05,0.00021252992807299802,0.0031716539513964945,2.8787463407651105e-06,3.460411967494185e-06,2.472705086905149e-14,2.6861750401321357e-14,7.108101800097043e-09,2.3282919503332502e-09,3.4322400865192915e-05,1.2985450072640081e-06,0.000262648502858819,6.6381119008743175e-12,1.0083011659030469e-07,4.396978595188901e-06,1.1124093483152304e-08,3.934067836390529e-09,0.0004078472979351949,0.00024540356369829577,1.03468318546176e-08,1.1420741551484662e-10,9.513886431120817e-12,1.7005515842216814e-07,3.9773619338985235e-05,1.488258334051921e-10,6.166776067039286e-08,6.109856468302016e-09,1.236356855877665e-07,2.680794349652922e-05,2.432033937816016e-06,1.8948008032315754e-10,2.958049159970893e-15,6.4240616762472415e-09,2.263612961434621e-09,5.02773474608759e-13,6.78677912405844e-07,4.416581874523829e-11,1.3552995789716758e-13,5.895905314810164e-09,1.4949415341428574e-09,5.184545281037861e-16,5.586817581380538e-06,5.857593842496652e-11,8.688522895121752e-08,7.154238954870451e-13,3.736122158389639e-13,6.009236580327937e-12,1.4062368963062988e-14,4.131685272664718e-06,1.7211529833351213e-06,7.010638030462428e-12,8.985479587386767e-06,3.1294710511001613e-12
4.9984213664298596e-05,0.8024492568377378,5.463406863445455e-05,2.5108676114960406e-05,3.5043594345045364e-05,0.001617662247369703,0.0,0.0,0.00014172515452479697,1.903417296736747e-06,0.008655060955753295,0.0002953713879348797,4.7677670917986865e-07,1.9850546083754904e-14,1.6451336944130314e-10,1.8263920701093467e-07,0.000704161456345789,0.0004216367059497992,9.984624947674696e-07,4.219341118568005e-08,0.0015559587335613862,2.2001790086195407e-09,9.588497293079571e-09,1.5265091384205072e-06,2.815505583250895e-08,0.0036808165879960554,2.423889451743339e-08,1.6067668901199597e-05,1.5758381118443263e-05,2.5115057919677496e-08,1.2327306927088928e-08,1.576349161277914e-10,3.173439599106403e-08,1.3653036110145454e-08,3.76,0.0,2.610371348318027e-06,0.9895704283430524,0.0032088508404428057,0.00019894114359908082,0.6668335300389305,0.6459863054305793,5.1917560713785004e-08,6.111990613024721e-11,0.0007704063240693761,3.318402389458094e-06,1.7137955221924645e-10,6.635675974761052e-11,2.778370085399533e-09,0.0021467395499968887,7.011877020745524e-10,1.48611256392441e-05,1.536815235326364e-05,0.00021470854295871283,0.0032082666769338228,2.910644138783854e-06,3.4987388711000974e-06,2.5019165960718304e-14,2.717906008171551e-14,7.192173848147791e-09,2.3638000475526013e-09,3.471546550245246e-05,1.313321661565675e-06,0.0002695830192825468,6.7123052177214e-12,1.0204359313441872e-07,4.567107748087537e-06,1.1249616003837522e-08,3.9851994813615145e-09,0.0004078592300781032,0.00025023445891117355,1.0460916559082126e-08,1.1548042557690005e-10,9.617290322638495e-12,1.7301330261041604e-07,4.064262293712218e-05,1.5207979851625943e-10,6.237219062749631e-08,6.180265909136684e-09,1.2504444050955107e-07,2.6857943674274337e-05,2.5110029757861614e-06,1.9160752263660802e-10,2.991258702892928e-15,6.6266455233205896e-09,2.2888192116906393e-09,5.273242285710118e-13,6.878168431317612e-07,4.5258746613722436e-11,1.3915906598762941e-13,5.942789272756208e-09,1.5040224073754981e-09,5.242748031681124e-16,5.721116907254678e-06,6.083192464839246e-11,8.734980779773809e-08,7.324992890911828e-13,3.796380264829021e-13,6.074287485853019e-12,1.4398251060829632e-14,4.171814588524039e-06,1.7631797097774268e-06,7.18183424892565e-12,9.18310060199385e-06,3.209079939351865e-12
5.0277139488745546e-05,0.8024682626064106,5.525314918357179e-05,2.5392525735491386e-05,3.544374222806698e-05,0.0016379339016126342,0.0,0.0,0.00014336011359309563,1.929614896020422e-06,0.008789588859799816,0.0002999359299085975,4.865956920262081e-07,2.0575656045507974e-14,1.6858169784426886e-10,1.8481507185874513e-07,0.0007126884321155372,0.00042682415466091105,1.0222539182799004e-06,4.2953340622289454e-08,0.0015661858790466908,2.2170568976610286e-09,9.753834617783607e-09,1.5700148017290322e-06,2.8690924066265516e-08,0.0037378312542337465,2.4395713995544243e-08,1.6453328509132728e-05,1.622427675289443e-05,2.578469271542201e-08,1.264329578857615e-08,1.5952223405720948e-10,3.2089033196329926e-08,1.3962990161431385e-08,3.76,0.0,2.5295024014083442e-06,0.9894265090478103,0.003256623755895783,0.00020257568172959886,0.6669340985838798,0.6457975066768185,5.190119431814751e-08,6.110209649247367e-11,0.0007702942805173667,3.356046278659277e-06,1.732513089219386e-10,6.708972862612861e-11,2.809209290758502e-09,0.0021742162291991615,7.008642258840868e-10,1.5027917886499262e-05,1.554387121579536e-05,0.0002168924160301514,0.0032450682207339843,2.9426769959204956e-06,3.5372276687091214e-06,2.5312977565815185e-14,2.7498211996986712e-14,7.276736958229452e-09,2.399729945509028e-09,3.511047294895062e-05,1.3281682931133643e-06,0.0002766672483522467,6.78682752143353e-12,1.0326253116301587e-07,4.7430815557537124e-06,1.1375704587480696e-08,4.037525487193616e-09,0.0004078721149738518,0.00025514879127770966,1.0575939848155208e-08,1.167609905351305e-10,9.721506743087869e-12,1.7601167249702716e-07,4.1528712685372265e-05,1.5539784739517334e-10,6.307997357877129e-08,6.251043058106225e-09,1.264596153739419e-07,2.6908748028910932e-05,2.5926656230334393e-06,1.9374373072197029e-10,3.0246050284738545e-15,6.834725710579705e-09,2.314559183158085e-09,5.529845124136179e-13,6.97348934625517e-07,4.6375225206695706e-11,1.4286886781761145e-13,5.989916679710192e-09,1.513121215460928e-09,5.301190445482124e-16,5.857790417696983e-06,6.316484936222161e-11,8.781440845896604e-08,7.498714745731392e-13,3.857437757882647e-13,6.1395977136012384e-12,1.4741530427889216e-14,4.21275245201252e-06,1.8059757164761746e-06,7.356164459413967e-12,9.384042837832355e-06,3.290420253204855e-12
5.0570065313192495e-05,0.8024874669192972,5.5875259188096654e-05,2.5677742072310286e-05,3.5845903155422655e-05,0.0016584360481652456,0.0,0.0,0.00014500872499316158,1.956163881098468e-06,0.008925667042956793,0.00030455571080309165,4.965898861850159e-07,2.1323208026218367e-14,1.7272984847839908e-10,1.870041846478631e-07,0.0007212561850171909,0.0004320736771550621,1.0465108083750127e-06,4.3722289881317223e-08,0.0015764240463150127,2.2340204230253617e-09,9.921305584551968e-09,1.6145315649383678e-06,2.9234740910294605e-08,0.0037955280961219947,2.45547393181931e-08,1.6847481143466333e-05,1.670111154012853e-05,2.6468213435817027e-08,1.2965738670356141e-08,1.6142193275021453e-10,3.2446202914032416e-08,1.4281912440217254e-08,3.76,0.0,2.4548412338855956e-06,0.989280986593457,0.003304939243939626,0.00020627485919380207,0.6670357719511925,0.6456067457941808,5.188476273285267e-08,6.108410463624493e-11,0.000770180988872981,3.394015516961822e-06,1.7513126408157167e-10,6.782571513979858e-11,2.84017872339763e-09,0.0022019086182067313,7.00537386996937e-10,1.5195474632402706e-05,1.572046905860637e-05,0.00021908120493989756,0.0032820544272841065,2.974840402434863e-06,3.5758729361058173e-06,2.5608455785413935e-14,2.7819173658336973e-14,7.361782604955644e-09,2.436083985713425e-09,3.5507374987069374e-05,1.343083068113706e-06,0.00028390329818660644,6.861669224742873e-12,1.0448678096400163e-07,4.925060370621944e-06,1.1502342485817457e-08,4.091086778452129e-09,0.00040788600344288394,0.0002601476381202564,1.0691874771135004e-08,1.1804896536997738e-10,9.826510111074863e-12,1.790504085600437e-07,4.243213866305377e-05,1.5878092208245062e-10,6.379104311407194e-08,6.322182592825301e-09,1.2788106557850365e-07,2.6960372234037298e-05,2.6771072312104786e-06,1.9588846434420541e-10,3.0580843862907064e-15,7.048411237799583e-09,2.3408464641941533e-09,5.797977286491929e-13,7.072911197529005e-07,4.751564080971122e-11,1.4666056256800034e-13,6.037290960970161e-09,1.5222388779288209e-09,5.359865949088706e-16,5.996853422371548e-06,6.557679342945342e-11,8.827908460836124e-08,7.675421535243477e-13,3.9193014405991637e-13,6.205159014311198e-12,1.5092332648218563e-14,4.254511851999246e-06,1.8495494833705052e-06,7.533663212750363e-12,9.588326053987704e-06,3.3735203671350296e-12
5.0862991137639445e-05,0.802506870828536,5.650032207929515e-05,2.59642913529032e-05,3.62500320001871e-05,0.0016791698367619456,0.0,0.0,0.0001466708733835297,1.983065881879001e-06,0.009063304105511632,0.0003092310930767909,5.067615345706458e-07,2.20937051959004e-14,1.7695865223288265e-10,1.8920634187189972e-07,0.0007298637337179889,0.0004373859677714134,1.071239094187664e-06,4.4500265646766125e-08,0.0015866734305685346,2.251071022413738e-09,1.0090912227501233e-08,1.660075535100387e-06,2.9786543591957502e-08,0.0038539107915899857,2.4715991609682306e-08,1.725026999688794e-05,1.7189053544789097e-05,2.7165782052431154e-08,1.32947120042066e-08,1.633338771338043e-10,3.2805885643995096e-08,1.461004377006278e-08,3.76,0.0,2.385922489463488e-06,0.9891338536248926,0.003353799971326286,0.00021003958464415871,0.667138558052185,0.6454140152861896,5.18682584328789e-08,6.106592969298373e-11,0.0007700664434098795,3.4323071321168382e-06,1.7701916778861868e-10,6.856461928174372e-11,2.8712743077419828e-09,0.0022298156563641744,7.002071735848299e-10,1.5363775257720157e-05,1.5897925321484793e-05,0.00022127456394977626,0.0033192210433952234,3.0071297682357e-06,3.6146691527036165e-06,2.5905569943668644e-14,2.8141911733199458e-14,7.447302040029596e-09,2.4728644520297894e-09,3.590612235281376e-05,1.3580641128368713e-06,0.00029129326995384756,6.9368205630382355e-12,1.0571618965049748e-07,5.113207030424693e-06,1.1629512613563354e-08,4.145925872023611e-09,0.00040790094783264537,0.0002652320780899132,1.0808695263787591e-08,1.1934420206031174e-10,9.932275651423247e-12,1.8212963810597834e-07,4.335315131358955e-05,1.6222996613055672e-10,6.450533207612643e-08,6.393679142138433e-09,1.2930864476480676e-07,2.7012832421016643e-05,2.7644152975367564e-06,1.9804148058501203e-10,3.0916929840755633e-15,7.267811589901159e-09,2.3676950424873497e-09,6.078085627170874e-13,7.176608908965758e-07,4.8680381817046726e-11,1.5053534774773885e-13,6.084915694066112e-09,1.53137635827255e-09,5.418767895859777e-16,6.138320460310264e-06,6.806986834559727e-11,8.874389260229675e-08,7.855129237411553e-13,3.9819780666886344e-13,6.270963016612483e-12,1.545078405899237e-14,4.297105842893374e-06,1.8939094674529057e-06,7.71436496614295e-12,9.795968903210466e-06,3.4584087961571904e-12
5.1155916962086394e-05,0.8025264753612803,5.712825978088345e-05,2.6252139143686585e-05,3.6656082692894534e-05,0.0017001363891335716,0.0,0.0,0.0001483464400009851,2.0103224868119896e-06,0.009202508510711688,0.0003139624347334997,5.171128777220405e-07,2.288765372898643e-14,1.8126892452354899e-10,1.9142133446279305e-07,0.0007385100753345648,0.00044276171609113676,1.0964446783062074e-06,4.5287272383201346e-08,0.001596934227436841,2.2682101418228515e-09,1.0262655744393543e-08,1.706662840275202e-06,3.0346366789855335e-08,0.003912982923338693,2.487949204647505e-08,1.7661839075479964e-05,1.768827064033822e-05,2.7877558415384118e-08,1.3630291373723467e-08,1.652579283270821e-10,3.316806120511212e-08,1.494763013687013e-08,3.76,0.0,2.322315794754895e-06,0.988985102985166,0.0034032085425136725,0.00021387077232035698,0.6672424646764666,0.6452193078884008,5.185167443239481e-08,6.10475708276391e-11,0.0007699506385559971,3.4709180515503622e-06,1.7891476569349994e-10,6.930633928883877e-11,2.902491894640526e-09,0.0022579362062012725,6.998735742729524e-10,1.5532798755486127e-05,1.6076219009282728e-05,0.0002234721441330524,0.0033565637197946635,3.039540425005845e-06,3.653610704105722e-06,2.6204288598270712e-14,2.8466392056608e-14,7.533286295217049e-09,2.5100735690707637e-09,3.630666475497416e-05,1.3731095143489026e-06,0.00029883925659533343,7.012271598838466e-12,1.0695060122300674e-07,5.307686809959055e-06,1.1757197555342644e-08,4.202086915260991e-09,0.00040791700208059865,0.00027040319075859296,1.0926376101433251e-08,1.2064654964614656e-10,1.003877935231796e-11,1.852494749307961e-07,4.429200133337461e-05,1.6574592418777948e-10,6.52227726260512e-08,6.465527292431089e-09,1.3074220494952432e-07,2.70661451923878e-05,2.854679491338944e-06,2.0020253405239193e-10,3.1254269909877246e-15,7.49303666935381e-09,2.395119312065515e-09,6.370629981306939e-13,7.284763111742608e-07,4.9869838608152946e-11,1.544944185373707e-13,6.132794613659451e-09,1.540534664692733e-09,5.477889571601165e-16,6.28220527516308e-06,7.064621552412526e-11,8.9208891512913e-08,8.037852761040963e-13,4.0454743372709095e-13,6.3370012313473624e-12,1.5817011709428223e-14,4.340547541477904e-06,1.939064099957051e-06,7.89830407171739e-12,1.0006988897997286e-05,3.5451141854600353e-12
5.1448842786533344e-05,0.8025462815196415,5.77589927443893e-05,2.6541250365584173e-05,3.706400824188579e-05,0.0017213367984410999,0.0,0.0,0.00015003530270485123,2.037935241828414e-06,0.009343288581618706,0.00031875008918460547,5.276461525505647e-07,2.3705562462448474e-14,1.8566146448502154e-10,1.936489478623052e-07,0.0007471941858416427,0.00044820160647872544,1.122133433173355e-06,4.6083312321957643e-08,0.0016072066328699135,2.2854392350741397e-09,1.04365364822854e-08,1.7543096216030637e-06,3.0914242571467565e-08,0.003972747976288142,2.504526185402581e-08,1.8082333150617452e-05,1.819893041086368e-05,2.860370011478052e-08,1.3972551456237396e-08,1.6719394370375102e-10,3.3532708744062625e-08,1.5294922738845082e-08,3.76,0.0,2.263623130554561e-06,0.9888347277192983,0.0034531674984034483,0.00021776934183500793,0.6673474994913817,0.6450226165756084,5.183500424622304e-08,6.102902723844369e-11,0.0007698335688964849,3.5098451030871267e-06,1.8081779912463963e-10,7.005077168963571e-11,2.933827263296926e-09,0.002286269053138529,6.995365781503875e-10,1.5702523740697177e-05,1.6255328700571735e-05,0.00022567359358115967,0.0033940780128165825,3.072067628436409e-06,3.6926918847965464e-06,2.6504579551733242e-14,2.8792579643468286e-14,7.6197261855571e-09,2.5477135006104613e-09,3.67089508954394e-05,1.388217321285796e-06,0.00030654334153430886,7.088012226484997e-12,1.0818985663521579e-07,5.508667368327815e-06,1.188537957300633e-08,4.259615723940896e-09,0.00040793422177782,0.00027566205620375934,1.1044892850964139e-08,1.219558542948143e-10,1.0145997924076792e-11,1.8841001898733653e-07,4.524893955855164e-05,1.6932974157410085e-10,6.594329631103531e-08,6.537721594125957e-09,1.3218159666005027e-07,2.712032763546202e-05,2.9479916796883248e-06,2.0237137709712295e-10,3.159282540994019e-15,7.724196726436673e-09,2.423134080263395e-09,6.676083304396195e-13,7.397560254354264e-07,5.1084403420954665e-11,1.585389671154375e-13,6.180931616570536e-09,1.5497148508541925e-09,5.537224200491457e-16,6.428520790848244e-06,7.330800552104724e-11,8.967414316121691e-08,8.223605915191882e-13,4.1097968975913295e-13,6.403265056023007e-12,1.619114331837503e-14,4.384850123707032e-06,1.9850217835344354e-06,8.085514765003447e-12,1.0221402377323173e-05,3.6336652997527957e-12
5.174176861098029e-05,0.8025662902806218,5.839243998641021e-05,2.6831589310353e-05,3.747376075466715e-05,0.0017427721287216844,0.0,0.0,0.0001517373360245967,2.065905649296956e-06,0.009485652498021576,0.0003235944051126692,5.383635910582331e-07,2.4547942540735917e-14,1.9013705416482284e-10,1.958889620990024e-07,0.0007559150205047974,0.00045370631761877504,1.1483111974472903e-06,4.6888385449113084e-08,0.001617490843028764,2.3027597633295056e-09,1.0612553923740784e-08,1.8030320252273148e-06,3.1490200332343075e-08,0.004033209335055346,2.5213322303476545e-08,1.8511897709477697e-05,1.8721200051257832e-05,2.9344362341874416e-08,1.4321565964619468e-08,1.6914177695838018e-10,3.389980674462522e-08,1.565217803438399e-08,3.76,0.0,2.2094763999855857e-06,0.9886827210780129,0.0035036793151068083,0.000221736217951635,0.6674536700412753,0.6448239345687292,5.1818241854210045e-08,6.101029815670935e-11,0.000769715229176637,3.5490850157608706e-06,1.827280052116061e-10,7.079781135433537e-11,2.965276123282199e-09,0.002314812905244491,6.991961747800719e-10,1.5872928460444256e-05,1.643523255676907e-05,0.0002278785576146989,0.0034317593861897164,3.104706560563221e-06,3.7319069009561717e-06,2.68064098634679e-14,2.9120438701683214e-14,7.706612312797167e-09,2.585786348016184e-09,3.7112928490647926e-05,1.403385544668686e-06,0.0003144075973711258,7.1640321770326e-12,1.0943379386338582e-07,5.716318691585655e-06,1.2014040613330651e-08,4.318559820587141e-09,0.00040795266423320734,0.0002810097545861491,1.1164221825500749e-08,1.232719593703279e-10,1.0253908756588367e-11,1.9161135606054068e-07,4.622421684979148e-05,1.7298236384942402e-10,6.666683413416004e-08,6.61025656835887e-09,1.3362666907456442e-07,2.71753973360989e-05,3.0444459520762536e-06,2.0454776003606518e-10,3.193255736356085e-15,7.961402287411226e-09,2.4517545745709523e-09,6.994931802425812e-13,7.515192710079993e-07,5.232447022210241e-11,1.6267018197676087e-13,6.229330766935923e-09,1.5589180166552506e-09,5.596764951195194e-16,6.5772790876457014e-06,7.605743719758643e-11,9.013971215047632e-08,8.412401379207932e-13,4.174952333717803e-13,6.4697457793915915e-12,1.6573307230683717e-14,4.430026821471734e-06,2.0317908894221554e-06,8.276031153385493e-12,1.0439224474090636e-05,3.724091012330381e-12
5.203469443542724e-05,0.8025865025960274,5.902851912773187e-05,2.712311965764684e-05,3.7885291460263667e-05,0.001764443414347724,0.0,0.0,0.00015345241121072454,2.0942351669999403e-06,0.009629608293410185,0.0003284957263365316,5.492674190271048e-07,2.5415307054579825e-14,1.9469645772284235e-10,1.9814115187089767e-07,0.0007646715143370307,0.00045927652204870786,1.1749837723267698e-06,4.770248949521196e-08,0.0016277870541737771,2.3201731945938466e-09,1.079070667385038e-08,1.8528461940755519e-06,3.207426673762894e-08,0.004094370281465853,2.5383694708212436e-08,1.895067890419299e-05,1.9255246265861908e-05,3.00996977503068e-08,1.4677407589309424e-08,1.7110127817708904e-10,3.426933303758094e-08,1.601965778778172e-08,3.76,0.0,2.159535178963024e-06,0.9885290765213737,0.003554746402739569,0.00022577233035501237,0.6675609837465949,0.6446232553413683,5.180138166828217e-08,6.099138284665916e-11,0.0007695956143047431,3.588634420711877e-06,1.8464511701307914e-10,7.154735154666502e-11,2.9968341166239823e-09,0.0023435663930458806,6.988523542083718e-10,1.6043990804474668e-05,1.6615908331726925e-05,0.00023008667899843908,0.0034696032129213506,3.137452332200719e-06,3.771249873391847e-06,2.710974586262608e-14,2.944993264611317e-14,7.793935069047917e-09,2.624294148701111e-09,3.751854429416148e-05,1.4186121587591195e-06,0.00032243408456634023,7.240321023328153e-12,1.1068224797925678e-07,5.930813030727028e-06,1.2143162316077278e-08,4.378968472433783e-09,0.0004079723885383199,0.00028644736572080797,1.1284340048601842e-08,1.2459470550574055e-10,1.036248988552182e-11,1.9485355745144544e-07,4.721808397517848e-05,1.7670473637452858e-10,6.739331662630837e-08,6.68312671383187e-09,1.350772701664727e-07,2.723137239265354e-05,3.1441386440683302e-06,2.0673143138203985e-10,3.227342651219428e-15,8.204764080665506e-09,2.4809964494585426e-09,7.327675049789554e-13,7.637858881659262e-07,5.359043457427573e-11,1.668892472570596e-13,6.277996301496498e-09,1.5681453090100234e-09,5.656504943153814e-16,6.728491378776777e-06,7.889673682202625e-11,9.060566589994835e-08,8.604250673422861e-13,4.2409471692350727e-13,6.536434586177341e-12,1.6963632372406255e-14,4.476090919338354e-06,2.079379754604239e-06,8.469887204526845e-12,1.0660469083360913e-05,3.816420293864324e-12
