Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64)
4.36971879729535e-07,0.6722351704433799,3.3951145923874317e-09,1.185956149494593e-09,5.40214575077994e-10,1.3278127035480933e-10,0.0,0.0,5.924012513925274e-08,2.147699995855957e-12,3.510059438209029e-10,4.4365485295981783e-10,2.435354138112607e-12,1.24741190661897e-26,1.875114747804101e-18,1.077343176695548e-11,1.961720297842583e-09,3.836138221086284e-08,2.334218266566148e-16,7.520358124013144e-17,1.1851351226297873e-07,6.381788207752693e-14,1.066083601431102e-11,5.073249886141544e-16,3.087393438778975e-14,4.657562665337624e-11,5.274676566519404e-12,4.926894089767932e-14,2.75515863583919e-18,1.5334126687002106e-19,3.3141599497322853e-16,5.622306279216332e-19,8.440767193170293e-13,7.954880868039056e-18,3.76,0.0,0.4826394458042542,0.9994070262463312,1.7370349637508687e-10,1.9545990196251117e-12,0.026637275087333826,0.026633395418746906,3.6026465471202003e-06,5.700177184292123e-11,0.0005928742927366687,5.824608033112077e-11,1.4512706731714073e-13,4.956921476328474e-16,2.502920096023508e-15,3.814507122042104e-08,2.365938998332109e-11,1.0273144302648277e-10,1.8830139969775957e-10,4.3269407019956075e-10,1.1586094135549118e-10,1.0231967757160958e-10,2.524606472922898e-11,7.58262921399642e-17,1.7285230039900272e-17,5.026717806212755e-13,4.054923965047755e-15,2.019951506843236e-10,7.432523746381001e-14,4.861974895199769e-10,4.5332030690107783e-13,1.1071384413199604e-17,1.0619179084741306e-13,1.961435621386289e-09,6.196496752447351e-08
4.521457782965194e-07,0.6723493512406088,3.56529033372623e-09,1.2591759202001808e-09,5.817875991649014e-10,1.4434883599912045e-10,0.0,0.0,6.124448725839449e-08,2.334906018553127e-12,3.855517149828521e-10,4.5970918565713616e-10,2.6726223620506048e-12,1.3622849613137203e-26,1.948761977530329e-18,1.0784185885040697e-11,2.0283569886177757e-09,4.1042853728825154e-08,2.70717105081434e-16,8.638682037401068e-17,1.268246805833237e-07,6.880695609733119e-14,1.0644000480463825e-11,5.43418188774993e-16,3.195627986924227e-14,5.285870606422315e-11,5.710416477545186e-12,5.541459251557049e-14,3.048051535737013e-18,1.6573492934229684e-19,3.4556055898940256e-16,6.214882782565639e-19,9.323220209693431e-13,9.439264841193177e-18,3.76,0.0,0.48173992814934286,0.9994070214512731,1.9365671012260006e-10,2.0922522943793172e-12,0.02753679879954216,0.02753290640593507,3.595967898112948e-06,5.693011405491662e-11,0.0005928742895059676,6.232397994582971e-11,1.5026687737610765e-13,5.18900494970465e-16,2.769734424316976e-15,4.080432293764863e-08,2.44549247752996e-11,1.0474313203453668e-10,1.9405646323698578e-10,4.538804044612971e-10,1.2619589044837951e-10,1.0635497583559278e-10,2.6896970328172513e-11,7.586289429004219e-17,1.7297080327585218e-17,5.03085543490264e-13,4.339916595339472e-15,2.138132448280873e-10,8.130869573842588e-14,5.026661190403211e-10,4.69727385068066e-13,1.2150232954071955e-17,1.1245085613598325e-13,2.027637489576237e-09,6.416640237241029e-08
4.824935754304882e-07,0.6725770749220032,3.913223513184826e-09,1.4113520161647965e-09,6.69604293641484e-10,1.693705319253034e-10,0.0,0.0,6.524314320602613e-08,2.73905942243967e-12,4.61204209166532e-10,4.918639336984661e-10,3.1844418237573804e-12,1.6114205602948095e-26,2.097524251935152e-18,1.081092178770289e-11,2.1614766715232458e-09,4.667119067501901e-08,3.5935904385845774e-16,1.1239140632089235e-16,1.44278281943706e-07,7.935116542108732e-14,1.0610535997834834e-11,6.191346221614993e-16,3.411732587260428e-14,6.725282117597861e-11,6.634235169766153e-12,6.923850551047454e-14,3.693950534879961e-18,1.9198329329627527e-19,3.7421934725555115e-16,7.503790146980356e-19,1.1240872063478471e-12,1.3044264455128208e-17,3.76,0.0,0.47994591920387153,0.9994070115950932,2.3817101346838327e-10,2.381569517419192e-12,0.029330820686635502,0.029326900863736117,3.5826479547195963e-06,5.67871987313971e-11,0.0005928742828892569,7.088494553657967e-11,1.6055459824583975e-13,5.670424447674888e-16,3.3601177961357446e-15,4.638381534957481e-08,2.604074134739642e-11,1.0895427555434804e-10,2.0569880102158166e-10,4.976895132328301e-10,1.4847438901898152e-10,1.1454142771232836e-10,3.038636615459216e-11,7.597070344255026e-17,1.7328964212074863e-17,5.041567438140627e-13,4.9386250137876885e-15,2.381982520829147e-10,9.641135131404215e-14,5.355223083022595e-10,5.024794277799802e-13,1.4501877144011956e-17,1.2536319777420277e-13,2.1596634369706214e-09,6.858074751061925e-08
5.128413725644571e-07,0.6728039506928546,4.270837591122332e-09,1.5710499319190426e-09,7.635774019591295e-10,1.9700450527141101e-10,0.0,0.0,6.922848117288459e-08,3.1842311011600686e-12,5.460381218656301e-10,5.240977701594994e-10,3.74620426099768e-12,1.8874022606300782e-26,2.2483290247056794e-18,1.0844893441401806e-11,2.294432229486909e-09,5.265209134229703e-08,4.694219242909925e-16,1.4377644909914707e-16,1.6283740927835037e-07,9.064874963606722e-14,1.057735358401811e-11,6.995248094572315e-16,3.6274167330123314e-14,8.431904186853359e-11,7.627300534617287e-12,8.524250359895357e-14,4.424202022464755e-18,2.201783138149714e-19,4.033876104097487e-16,8.932505359275966e-19,1.3364133068331846e-12,1.762834163313805e-17,3.76,0.0,0.47815859127489724,0.9994070013849612,2.8921122476534784e-10,2.689577263535636e-12,0.031118162657420005,0.03111421277214543,3.5693776628042956e-06,5.6644818645442686e-11,0.0005928742760659303,7.998440127129146e-11,1.7085530988232832e-13,6.175848812333396e-16,4.02997009662492e-15,5.2309717440904123e-08,2.761958320901771e-11,1.1343505647506668e-10,2.1754730853667784e-10,5.435848566196728e-10,1.729752225197891e-10,1.2288677530951261e-10,3.413041891121629e-11,7.612668657882998e-17,1.7372194119648894e-17,5.055649536438191e-13,5.575584441945192e-15,2.6357819745532694e-10,1.1308151600826165e-13,5.682708984186224e-10,5.351583584970125e-13,1.71216568290773e-17,1.3879848318442818e-13,2.291187044272179e-09,7.301066167670004e-08
5.431891696984259e-07,0.6730299817110863,4.637644831919002e-09,1.7381046523985788e-09,8.636080991494707e-10,2.2736569818022575e-10,0.0,0.0,7.320062669393578e-08,3.672029111959376e-12,6.4057704152386e-10,5.564326617612991e-10,4.358055158634118e-12,2.1914401244927335e-26,2.4012962202074422e-18,1.088640437690102e-11,2.4272748536677006e-09,5.898400874221777e-08,6.043910680874057e-16,1.8120382361348678e-16,1.824986758155082e-07,1.0269804391819272e-13,1.0544461300521164e-11,7.845516363005772e-16,3.842762724456071e-14,1.0434940991057464e-10,8.688927397683247e-12,1.0358994962395993e-13,5.243855187735389e-18,2.5032072661435526e-19,4.3308557529473654e-16,1.0502302103199945e-18,1.5694618757905667e-12,2.336037927591828e-17,3.76,0.0,0.47637791948062896,0.999406990821831,3.472317442672544e-10,3.016292880861434e-12,0.032898849590695355,0.03289486701701533,3.556156836765269e-06,5.650296928399335e-11,0.0005928742690365372,8.962029037022977e-11,1.811715208184037e-13,6.706419815773529e-16,4.783652874700615e-15,5.85801504033627e-08,2.919148534104461e-11,1.182062454202602e-10,2.2963373660111634e-10,5.917803490450554e-10,1.9979654459398205e-10,1.313959036402493e-10,3.8134099669684477e-11,7.633315620982276e-17,1.7427265484399718e-17,5.073239865362071e-13,6.250742998158041e-15,2.8995390495308484e-10,1.313864024272819e-13,6.009124788014095e-10,5.677763844893215e-13,2.0020439083668963e-17,1.5275625731082277e-13,2.4222099620354023e-09,7.745645329248932e-08
5.735369668323948e-07,0.6732551711228605,5.013185656646485e-09,1.9123370182214484e-09,9.69583778364439e-10,2.6056760960571083e-10,0.0,0.0,7.715970292760888e-08,4.204030277423641e-12,7.453488439637767e-10,5.888914315530432e-10,5.020014291199804e-12,2.5247741043470744e-26,2.556565075115862e-18,1.093574201083851e-11,2.5600581498396206e-09,6.566540361385913e-08,7.680522523105213e-16,2.253633176923566e-16,2.0325870121941987e-07,1.1549737038431081e-13,1.0511867030896646e-11,8.741808060327912e-16,4.057856808522433e-14,1.2764702592906473e-10,9.818398610997781e-12,1.2444347069716848e-13,6.157976325655562e-18,2.8241437674907565e-19,4.633338191468096e-16,1.2213980846599585e-18,1.823324481246662e-12,3.0422692316127726e-17,3.76,0.0,0.4746038790319638,0.9994069799066495,4.126813184732297e-10,3.3617406798439218e-12,0.03467290627260431,0.03466888839148397,3.5429852921554956e-06,5.6361647412216405e-11,0.0005928742618016219,9.979057957819955e-11,1.9150559692349186e-13,7.263210159991961e-16,5.6252969715989555e-15,6.519324885932923e-08,3.075648251374018e-11,1.2328640244382513e-10,2.419858423202685e-10,6.424983268693198e-10,2.290427599375186e-10,1.4007325097476772e-10,4.2401868765316003e-11,7.659224264951538e-17,1.7494642088277215e-17,5.094469034861076e-13,6.964053104861344e-15,3.17331088925443e-10,1.5139743857751274e-13,6.334476351700551e-10,6.003463301988689e-13,2.3208400960310308e-17,1.672387464274777e-13,2.5527338365730824e-09,8.191841435010014e-08
6.038847639663636e-07,0.6734795220626225,5.3970270829126545e-09,2.0935544555686058e-09,1.0813797275312305e-09,2.96722327782412e-10,0.0,0.0,8.110583074881965e-08,4.7817806462311234e-12,8.608860601527617e-10,6.214977055882001e-10,5.732000360806899e-12,2.8886841737248096e-26,2.7142933431377457e-18,1.0993174746924639e-11,2.6928379949428834e-09,7.269474437341339e-08,9.644905884442836e-16,2.769701251970016e-16,2.2511411161752198e-07,1.290450421403263e-13,1.0479577843321524e-11,9.683808732439785e-16,4.272788936122936e-14,1.545252959323466e-10,1.1014975442411396e-11,1.4796488128560946e-13,7.171658867344425e-18,3.1646653656212407e-19,4.941532411678895e-16,1.4067950218386743e-18,2.09803466161506e-12,3.901073981220894e-17,3.76,0.0,0.47283644523214347,0.9994069686403579,4.860020593839387e-10,3.725952289284977e-12,0.03644035739697732,0.036436301596322995,3.5298628450730834e-06,5.622085279586639e-11,0.0005928742543617264,1.1049325831553502e-10,2.0185975490388033e-13,7.847223437195458e-16,6.558795118106009e-15,7.214716061620783e-08,3.2314609288305144e-11,1.2869226144697366e-10,2.5462803168511553e-10,6.959680330456047e-10,2.608249028795482e-10,1.4892284462359316e-10,4.6937717111630475e-11,7.69059094349292e-17,1.7574754198446993e-17,5.119458614193787e-13,7.715471231088117e-15,3.457195698664387e-10,1.7319058910564305e-13,6.658769495878006e-10,6.328815984554091e-13,2.6694994220924264e-17,1.8225042477720738e-13,2.682760309955759e-09,8.639681968935722e-08
6.342325611003325e-07,0.6737030376531435,5.788761202687647e-09,2.281551887860856e-09,1.19886067988895e-09,3.3594056334455746e-10,0.0,0.0,8.503912884042044e-08,5.406795946558667e-12,9.877261862909648e-10,6.542758559291159e-10,6.493851418977909e-12,3.28450051203177e-26,2.8746563275229146e-18,1.1058950077507406e-11,2.8256723914931767e-09,8.007050706502725e-08,1.1980876775090868e-15,3.3676225677396064e-16,2.4806153962795665e-07,1.4333936654576086e-13,1.0447600121455287e-11,1.0671232706782538e-15,4.487652533637436e-14,1.8530715351532766e-10,1.2277905500675321e-11,1.74315123389367e-13,8.290033711346332e-18,3.524881724152457e-19,5.25565026608304e-16,1.6064296024687173e-18,2.3935780700148802e-12,4.9332820963944617e-17,3.76,0.0,0.4710755934764093,0.9994069570238923,5.676285678357773e-10,4.108966993959091e-12,0.03820122756567572,0.03819713124028318,3.51678931221341e-06,5.608058374401871e-11,0.0005928742467173895,1.2172633780196246e-10,2.1223605710209055e-13,8.459394265179035e-16,7.587795884978577e-15,7.944004641639096e-08,3.3865900018419154e-11,1.3443902702785558e-10,2.67581883167239e-10,7.524242408896513e-10,2.9526095166248426e-10,1.5794833373892312e-10,5.174520419572869e-11,7.727599575320523e-17,1.7668000027095152e-17,5.148320289861689e-13,8.504957629090715e-15,3.751326044740428e-10,1.9684662264125115e-13,6.982010004984266e-10,6.653961271472084e-13,3.048892749032174e-17,1.977976446316519e-13,2.8122910200113187e-09,9.089192640198572e-08
6.645803582343013e-07,0.6739257210055655,6.188003697799679e-09,2.4761127949305948e-09,1.3218822463372218e-09,3.7833168259943355e-10,0.0,0.0,8.895971378244924e-08,6.080562032343841e-12,1.1264119403330593e-09,6.872509391113742e-10,7.305341727045451e-12,3.7136131827853364e-26,3.0378461009583744e-18,1.1133295518194318e-11,2.95862132076837e-09,8.779117531267511e-08,1.4735171055673543e-15,4.0549788532453784e-16,2.7209762438721277e-07,1.583786472610151e-13,1.0415939915583949e-11,1.1703823300939357e-15,4.702544266915455e-14,2.2032426305969686e-10,1.3606428669996924e-11,2.0365422062733023e-13,9.518279831189173e-18,3.904941678010908e-19,5.575906221071276e-16,1.8202839591019578e-18,2.7099010532211707e-12,6.160976123449702e-17,3.76,0.0,0.46932129925166166,0.999406945058184,6.57987154389796e-10,4.510832053483459e-12,0.03995554128893377,0.039951401840439014,3.5037645110464787e-06,5.594083738963887e-11,0.000592874238869147,1.334878501591483e-10,2.2263640748449466e-13,9.100588863073644e-16,8.715700330191279e-15,8.707007968429367e-08,3.5410388851768396e-11,1.4054058986081673e-10,2.8086657423587064e-10,8.121060078618702e-10,3.3247608369264777e-10,1.6715301936457898e-10,5.682749279997531e-11,7.770422146912855e-17,1.777474732089121e-17,5.181156324280133e-13,9.332476063696702e-15,4.055863116406932e-10,2.224513299179247e-13,7.304203627633882e-10,6.979043528869644e-13,3.459814609879012e-17,2.1388831993344729e-13,2.9413276003247146e-09,9.540397335412125e-08
6.949281553682702e-07,0.6741475752194422,6.594392403857464e-09,2.677010401611643e-09,1.450292232486876e-09,4.240037406706606e-10,0.0,0.0,9.286770013871114e-08,6.804535322378047e-12,1.2774914664498922e-09,7.204486344705638e-10,8.166195425199764e-12,4.1774818209406246e-26,3.204070740691849e-18,1.1216418967159993e-11,3.09174659544719e-09,9.58552402730611e-08,1.7957383170678685e-15,4.839526479256552e-16,2.97219011577812e-07,1.7416118483300617e-13,1.0384602834395092e-11,1.278135297283369e-15,4.917563792622925e-14,2.5991620863493396e-10,1.4999781258176914e-11,2.3614124483167386e-13,1.0861635146515308e-17,4.3050350547963827e-19,5.902517186655122e-16,2.048318644066613e-18,3.0469178141497443e-12,7.607459166401636e-17,3.76,0.0,0.46757353813611796,0.99940693274416,7.574951551312083e-10,4.931603001792895e-12,0.04170332298569933,0.04169913782253198,3.49078825971546e-06,5.580161189123082e-11,0.0005928742308175327,1.4577584749679558e-10,2.3306254900412056e-13,9.771605855993698e-16,9.945660103470335e-15,9.503544627157973e-08,3.694810973155996e-11,1.470096605648483e-10,2.944992221936553e-10,8.752555596969802e-10,3.7260287374605305e-10,1.7653988205312825e-10,6.218738084487014e-11,7.819216270721949e-17,1.789533189492017e-17,5.218059766017463e-13,1.0197993537886287e-14,4.370991853808874e-10,2.500956943617781e-13,7.625356076993711e-10,7.304211788297607e-13,3.9029822217704995e-17,2.30531658341897e-13,3.0698716802378458e-09,9.993318082305203e-08
7.252759525022391e-07,0.6743686033827849,7.00758592651075e-09,2.8840089404024975e-09,1.5839318481094513e-09,4.73063514164973e-10,0.0,0.0,9.676320054021555e-08,7.580143232343626e-12,1.4415184923997125e-09,7.538951834399963e-10,9.076097458504687e-12,4.6776444342688987e-26,3.3735532514685998e-18,1.1308507486385268e-11,3.2251117124271764e-09,1.0426120058937781e-07,2.1699889483698515e-15,5.729169318551723e-16,3.2342235345586713e-07,1.9068527668499805e-13,1.0353593828847352e-11,1.3903623412818926e-15,5.13281351198526e-14,3.044296742515311e-10,1.645719882162033e-11,2.7193429196843773e-13,1.2325407638394828e-17,4.725394187319791e-19,6.235702295765672e-16,2.2904766375126793e-18,3.4045163157914648e-12,9.297222433390195e-17,3.76,0.0,0.46583228579897246,0.9994069200827428,8.665603367774962e-10,5.371343926857068e-12,0.04344459698397328,0.04344036352131281,3.4778603770218788e-06,5.5662905726848246e-11,0.0005928742225630774,1.5858840098844803e-10,2.435160621968873e-13,1.0473177301353161e-15,1.1280577123255338e-14,1.0333434420182903e-07,3.8479096398022684e-11,1.5385785523523534e-10,3.0849515332239665e-10,9.421172712835867e-10,4.1578144092980787e-10,1.8611160713505525e-10,6.782733058528003e-11,7.874123942091534e-17,1.803005523441405e-17,5.259113893481595e-13,1.1101480015943953e-14,4.696916808429191e-10,2.7987602078202354e-13,7.945473031162903e-10,7.629619390029618e-13,4.379034952627054e-17,2.4773793383627735e-13,3.197924884849576e-09,1.0447975024194302e-07
7.556237496362079e-07,0.6745888085721039,7.427262306839687e-09,3.096864928302261e-09,1.7226368199061372e-09,5.256165329314696e-10,0.0,0.0,1.0064632576503338e-07,8.408784600072993e-12,1.6190524461978137e-09,7.876173276563048e-10,1.0034702320039565e-11,5.215725174936729e-26,3.546530426341508e-18,1.1409726778263083e-11,3.3587817066193234e-09,1.1300756234565778e-07,2.6017757480107115e-15,6.731931701229886e-16,3.507043088783217e-07,2.079492173316344e-13,1.0322917250668658e-11,1.5070465580381532e-15,5.3483983332446974e-14,3.542176214742949e-10,1.7977918210047084e-11,3.1119046368236863e-13,1.3914986682321938e-17,5.166295235539671e-19,6.575682626747407e-16,2.5466866339620437e-18,3.782563130100064e-12,1.1255912748272654e-16,3.76,0.0,0.46409751800005855,0.9994069070748509,9.855803827656104e-10,5.830127730693743e-12,0.04517938752114759,0.0451751031808821,3.464980682459253e-06,5.5524716784924144e-11,0.0005928742141063098,1.7192359994365726e-10,2.539983647456176e-13,1.1205969947141956e-15,1.2723104778723514e-14,1.1196498341600979e-07,4.000338238989465e-11,1.6109576787375606e-10,3.2286811785450354e-10,1.0129367070530605e-09,4.621595519154115e-10,1.9587060761026042e-10,7.374949509833003e-11,7.935272246275263e-17,1.817918443169642e-17,5.304391957279017e-13,1.2042908145893777e-14,5.033858562470921e-10,3.1189402928220987e-13,8.264560133557385e-10,7.955423591965825e-13,4.8885342344320715e-17,2.655182904859214e-13,3.325488835015891e-09,1.090438640429975e-07
7.859715467701768e-07,0.6748081938524518,7.853117736550943e-09,3.3153284296707434e-09,1.866238416190131e-09,5.817671105665759e-10,0.0,0.0,1.0451718481427836e-07,9.291830104295086e-12,1.8106585362341866e-09,8.216422459829046e-10,1.1041641100609284e-11,5.793442503574778e-26,3.723251944687403e-18,1.1520221883261906e-11,3.492823006425089e-09,1.2209283902158894e-07,3.0968642210867648e-15,7.855931706160821e-16,3.7906154332977454e-07,2.2595129879891058e-13,1.0292576969379054e-11,1.6281739690200916e-15,5.5644254359612355e-14,4.096384700066985e-10,1.9561179132507788e-11,3.5406585240478853e-13,1.5635854574644487e-17,5.62805937332537e-19,6.922680946980619e-16,2.8168657446814137e-18,4.180907433426304e-12,1.351030029191791e-16,3.76,0.0,0.46236921058950997,0.9994068937213992,1.1149424529150133e-09,6.308036369879912e-12,0.04690771874434225,0.046903380955030015,3.4521489961976253e-06,5.5387042965289926e-11,0.0005928742054477565,1.857795508824625e-10,2.6451071205553023e-13,1.1970586649216827e-15,1.4275650311862913e-14,1.2092558551998414e-07,4.1521001045897853e-11,1.687330381360713e-10,3.3763046526333523e-10,1.0879597108227043e-09,5.118926854271263e-10,2.0581904486256681e-10,7.99557422083721e-11,8.00277409666235e-17,1.8342953648728993e-17,5.353957528505279e-13,1.3022252983482495e-14,5.382050580719119e-10,3.462569187501829e-13,8.582622993298773e-10,8.281785193342204e-13,5.431964042047636e-17,2.8388457032110705e-13,3.4525651473502124e-09,1.1362568558932087e-07
8.163193439041456e-07,0.6750267622774657,8.284865327473981e-09,3.539144300376238e-09,2.0145643886023117e-09,6.416183734454579e-10,0.0,0.0,1.0837588498406932e-07,1.0230622677031704e-11,2.0169077966906372e-09,8.559974925356965e-10,1.2096527167687072e-11,6.412617082091851e-26,3.9039794492611015e-18,1.1640117591161609e-11,3.6273032914452186e-09,1.3151555144779936e-07,3.661267124781658e-15,9.109355013075046e-16,4.0849072894886867e-07,2.4468981087018256e-13,1.0262576335516694e-11,1.7537335151115037e-15,5.781004034383899e-14,4.710552861453848e-10,2.120622531315642e-11,4.007155295332574e-13,1.7493598234679218e-17,6.111053842893391e-19,7.276921500622292e-16,3.1009217208541784e-18,4.599384301765069e-12,1.6088246686450469e-16,3.76,0.0,0.4606473395074254,0.9994068800232987,1.2550228115155475e-09,6.805161076717748e-12,0.04862961471074083,0.04862522090757445,3.4393651390755616e-06,5.524988247511123e-11,0.0005928741965879421,2.0015437661733582e-10,2.750541988981024e-13,1.2767567935731996e-15,1.594037827347775e-14,1.3021438353502663e-07,4.30319855061995e-11,1.767784066579839e-10,3.5279328828229675e-10,1.1674315526717002e-09,5.65144060266641e-10,2.1595884748050613e-10,8.644767620095328e-11,8.076728082563601e-17,1.8521564540587277e-17,5.407864727587086e-13,1.4039491719188145e-14,5.74173643105516e-10,3.830774016081106e-13,8.899667185607663e-10,8.608868187882674e-13,6.009731819031523e-17,3.0284916163783535e-13,3.5791554342238237e-09,1.1822535918768119e-07
8.466671410381145e-07,0.6752445168894111,8.722233936909284e-09,3.768053406359851e-09,2.1674398351139304e-09,7.052722880938434e-10,0.0,0.0,1.1222253193341926e-07,1.1226477909756604e-11,2.238377099936277e-09,8.907109361834844e-10,1.3198960691465056e-11,7.07517755787768e-26,4.088985373168694e-18,1.1769518295280716e-11,3.762291352878926e-09,1.4127422776160036e-07,4.301231933392842e-15,1.0500429482775534e-15,4.389885445542339e-07,2.641630410942546e-13,1.0232918121648287e-11,1.8837170459764172e-15,5.998245145299612e-14,5.388349833081597e-10,2.2912305277376876e-11,4.512935363846378e-13,1.949392106840482e-17,6.615692881904406e-19,7.638629798838052e-16,3.3987547720287964e-18,5.037817414130523e-12,1.9018673457196544e-16,3.76,0.0,0.4589318807835329,0.999406865981457,1.4061865195535407e-09,7.321602561206617e-12,0.05034509938792493,0.05034064701269808,3.426628932604191e-06,5.5113233446373564e-11,0.0005928741875273891,2.1504621534722105e-10,2.8562976192443883e-13,1.3597393703741936e-15,1.771921495216501e-14,1.3982962165216434e-07,4.453636871386074e-11,1.8523975634711723e-10,3.683665406463862e-10,1.2515961349593934e-09,6.220846288846106e-10,2.2629172825622384e-10,9.322665746509553e-11,8.157218108486025e-17,1.8715185749431785e-17,5.466158164307705e-13,1.5094603409541383e-14,6.113167333223845e-10,4.224737113858677e-13,9.215698252201306e-10,8.936839422400309e-13,6.622169777704797e-17,3.224248655039683e-13,3.7052613037664533e-09,1.228430101756871e-07
8.770149381720833e-07,0.6754614607192224,9.16496704761247e-09,4.001793801064389e-09,2.324687989454732e-09,7.728296867103057e-10,0.0,0.0,1.1605722974802136e-07,1.2280684453448598e-11,2.4756491384128883e-09,9.258107007418829e-10,1.4348532219819813e-11,7.78316561597653e-26,4.2785517852190015e-18,1.1908508251277357e-11,3.897856957044406e-09,1.513674033631301e-07,5.023227394295079e-15,1.203740058847762e-15,4.7055167566994883e-07,2.8436927478062166e-13,1.0203604557589165e-11,2.0181193050952394e-15,6.216261363739719e-14,6.133475383995811e-10,2.4678672875906e-11,5.059528771834278e-13,2.1642654979885595e-17,7.142438549661513e-19,8.008032389704743e-16,3.7102590429965896e-18,5.496021256394845e-12,2.233153091295726e-16,3.76,0.0,0.45722281053685565,0.999406851596778,1.5687871863709426e-09,7.857471194071109e-12,0.0520541966542072,0.052049683155284035,3.413940198963373e-06,5.4977093889276165e-11,0.0005928741782666178,2.304532197678189e-10,2.9623818286306406e-13,1.4460485016281188e-15,1.9613853633244793e-14,1.497695549910789e-07,4.6034183416272445e-11,1.9412414731668234e-10,3.843591334746159e-10,1.3406952499096174e-09,6.828930393956044e-10,2.368191993834835e-10,1.002938200654e-10,8.244313526732421e-17,1.8923953228276155e-17,5.528873057146736e-13,1.6187568714029384e-14,6.496599988231617e-10,4.64569585630574e-13,9.530721701695706e-10,9.26586824770397e-13,7.2695365557081e-17,3.426247778558833e-13,3.830884359866981e-09,1.274787450768616e-07
9.073627353060522e-07,0.6756775967865462,9.612821702534732e-09,4.240101847873506e-09,2.486130942413567e-09,8.443902906907037e-10,0.0,0.0,1.1988008099992704e-07,1.3394504412691281e-11,2.7293123786904385e-09,9.613251061154736e-10,1.5544825503643914e-11,8.538742136722987e-26,4.472969445800442e-18,1.2057152335949703e-11,4.034070712418076e-09,1.617936208718524e-07,5.833929305617e-15,1.372850783416584e-15,5.031768145504871e-07,3.0530679510940823e-13,1.0174637379253183e-11,2.1569379107871083e-15,6.43516664461335e-14,6.94965227601423e-10,2.650458766020597e-11,5.648455133109774e-13,2.3945772516754117e-17,7.691801479973896e-19,8.38535662860658e-16,4.03532381096552e-18,5.973802916212856e-12,2.605776749803417e-16,3.76,0.0,0.4555201049753793,0.9994068368701634,1.7431667757875726e-09,8.412887171210565e-12,0.05375693029896335,0.05375235313125031,3.4012987609977033e-06,5.48414618972409e-11,0.0005928741688061475,2.46373556201911e-10,3.0688009241485724e-13,1.5357205980584525e-15,2.162576055839539e-14,1.6003244936426162e-07,4.752546216657863e-11,2.0343785168040804e-10,4.0077901554935504e-10,1.4349678822146716e-09,7.477555690670857e-10,2.475425860532322e-10,1.0765008743511926e-10,8.338069673793509e-17,1.91479715408838e-17,5.596035606176786e-13,1.73183696387867e-14,6.892294638435984e-10,5.094942267476763e-13,9.844743010011972e-10,9.596126174565273e-13,7.952019212936812e-17,3.63462184370739e-13,3.956026202174277e-09,1.3213265181674028e-07
9.37710532440021e-07,0.6758929280997836,1.006556749559313e-08,4.4827132819501265e-09,2.651590299701658e-09,9.200527320645763e-10,0.0,0.0,1.2369118680316393e-07,1.4569173733961476e-11,2.9999609897969153e-09,9.97282611343784e-10,1.678741974061605e-11,9.34419237628218e-26,4.672536843771679e-18,1.2215496670455518e-11,4.171003940526305e-09,1.725514300834026e-07,6.740205650513063e-15,1.558196231306288e-15,5.368606602051372e-07,3.269738832764169e-13,1.0146017826673995e-11,2.3001733335273823e-15,6.65507608901101e-14,7.8406188495777e-10,2.838931516215717e-11,6.281223584390796e-13,2.6409399137822274e-17,8.264341572751317e-19,8.770830468211627e-16,4.3738344589921065e-18,6.4709635506505026e-12,3.022929964660894e-16,3.76,0.0,0.4538237403957204,0.9994068218025107,1.929655462138552e-09,8.987980659998413e-12,0.05545332402296283,0.05544868064788294,3.388704442215095e-06,5.4706335615348784e-11,0.000592874159146495,2.628054037532911e-10,3.175559748453248e-13,1.6287865693595507e-15,2.3756181475777913e-14,1.7061658104702593e-07,4.901023732508694e-11,2.1318638781522284e-10,4.176332417088312e-10,1.534649556779235e-09,8.168660316363507e-10,2.584630386626423e-10,1.1529618645918608e-10,8.43852837072243e-17,1.9387314985166274e-17,5.667663307386546e-13,1.8486989288159344e-14,7.300513321775835e-10,5.573822426411438e-13,1.0157767620786884e-09,9.92778654727678e-13,8.669735527550935e-17,3.8495046605050804e-13,4.080688426098193e-09,1.3680479999336096e-07
