Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024)
0.00018801212723011784,0.7911257588402698,9.32768830461668e-05,3.470460758066331e-05,6.560728452709111e-05,0.013772928881643703,0.0,0.0,0.0007526261807100335,3.8340535568712224e-05,0.10373486915414969,0.003221143990449251,5.519645441169421e-06,1.481832035001333e-13,6.314195633552432e-10,2.8342039048363465e-07,0.0018114669723657835,0.004148503967151004,1.0278162288042555e-05,3.976902536608668e-08,0.0020908537754877623,2.9434878377992682e-09,2.7121697370978347e-08,9.268329297478699e-05,3.5028093585915175e-07,0.035963127347788226,1.2478538165606293e-07,0.0010416590828239806,0.0012692171364195367,8.456689232440441e-07,2.115358359643484e-07,5.725206526952778e-10,1.7204237423635875e-07,2.8195731862546545e-06,3.76,0.0,1.1090072799945011e-05,0.8990763280988551,0.03512251738044285,0.0070221661783377515,0.8627025998904623,0.6686851956171279,1.4888786963434011e-08,1.0248130670783711e-11,0.0004180910472279286,3.787664541759928e-05,1.2299526779005118e-09,1.851178284254372e-10,6.399352868628735e-09,0.012528632793577396,3.2316147291493943e-10,2.0655135470610344e-05,2.2912469753781257e-05,0.0003606715597715697,0.004571065556755707,1.1796457692549781e-05,1.3084307940432148e-05,3.7139960704933856e-14,2.8624114630822354e-14,1.0264798802205985e-08,6.901280580206314e-09,0.00011631609878859947,3.6653029299102527e-06,0.006641050807323519,4.6662948384298436e-07,5.451206093131976e-12,6.30520337409519e-08,0.00019127510929261966,3.795254796808958e-07,0.0038823874969210704,0.005058988157483234,4.4922088622891275e-07,8.613662908694087e-10,7.621118967950436e-07,6.69900392761108e-08,0.0006797294799840534,8.921852682768022e-10,3.2577844100218106e-06,9.376942529336243e-09,0.00038450690327461695,0.000675673522297916,9.656088898988524e-14,1.5078857262156504e-14,4.531666556174604e-08,5.707235616084832e-07,1.1466565837642484e-07,1.155597078348823e-10,0.00012890464951647695,6.5056573915403585e-12,1.2393992856526978e-11,9.360858603337335e-05,1.6893747417287433e-09,3.946936847464289e-12,2.8003045082187537e-07,1.1813150051582085e-06,6.87222963442316e-05,1.95366707487434e-05,9.969691472119228e-12,2.987972933060291e-11,4.362616432801975e-11,3.3443273895635603e-06,1.4817555237684555e-07,2.487270061194611e-08,1.7813876337307507e-06,1.6967342949064826e-13,2.2212649613031455e-06,1.8739630351706467e-10,1.32675466519714e-05,7.907447618016272e-12,2.5896173339711963e-05,3.555679094163976e-05,6.34164805072646e-08
0.00018892863034428078,0.7912203061389859,9.330067780647283e-05,3.4705820701355e-05,6.56205994842963e-05,0.01385836962046108,0.0,0.0,0.000753642769318167,3.8469799786058074e-05,0.10457713733658826,0.003247374366320102,5.550505777224025e-06,1.4881776327073615e-13,6.334636863921515e-10,2.836019516647175e-07,0.0018123858908548017,0.004170101251690178,1.0345769566215291e-05,4.0013210200835876e-08,0.0021029237902255482,2.9704804966074432e-09,2.715214748564068e-08,9.337929780365832e-05,3.508556482609144e-07,0.036163411820204175,1.2592727229327708e-07,0.0010518862769311218,0.0012776410627516476,8.503301414066955e-07,2.1278451726565214e-07,5.753286821283005e-10,1.7274255926524955e-07,2.8610807408139186e-06,3.76,0.0,1.079230834221934e-05,0.8983896007826155,0.03536875603895435,0.007087809209886181,0.8633024999244562,0.6679122742112005,1.487045448472957e-08,1.0236546603477931e-11,0.0004177717033678064,3.788345792557678e-05,1.228500299145777e-09,1.8489615353917054e-10,6.39247977515413e-09,0.012529017133417406,3.225028440018377e-10,2.065197469053413e-05,2.290446024012773e-05,0.00036029561022011,0.004568556710195158,1.1784681254320325e-05,1.3071363807460534e-05,3.7130987402896376e-14,2.861717787535398e-14,1.0263068995717485e-08,6.939644507074342e-09,0.00011617408134662352,3.6600563191927114e-06,0.0066803659590083594,4.6645382546109335e-07,5.446482023905779e-12,6.291943252332263e-08,0.00019196753500296763,3.823824004419628e-07,0.003894385494719233,0.005099099365158172,4.509139672129055e-07,8.638587130088924e-10,7.651610006578193e-07,6.728659377779707e-08,0.000684978760887892,8.990861688156708e-10,3.268103173696438e-06,9.398331808602734e-09,0.00038736511594788213,0.0006838877499675563,9.678116144998449e-14,1.511325603097599e-14,4.5546539969451244e-08,5.707875008569297e-07,1.1552458666305366e-07,1.1674218546603861e-10,0.00012985563291475303,6.537211618931825e-12,1.2398653370091758e-11,9.444161472654308e-05,1.6939970370503994e-09,3.9780900977526695e-12,2.819853911743412e-07,1.1862121177023491e-06,6.870587931199573e-05,1.9771390042363788e-05,9.958506625010653e-12,3.02464061946282e-11,4.41857437491172e-11,3.3998790314745516e-06,1.4919813656742393e-07,2.504677296630143e-08,1.7939560173352873e-06,1.7133727495307396e-13,2.2323673245882128e-06,1.8799289226248295e-10,1.3467697336482024e-05,8.02673948418863e-12,2.5919768975324515e-05,3.5715875672900686e-05,6.39316202581274e-08
0.00018984513345844371,0.7913148599828274,9.332417049108421e-05,3.470681579343943e-05,6.563353364913813e-05,0.013943810865914237,0.0,0.0,0.0007546470246354139,3.8598030829176186e-05,0.10541978575605945,0.003273640838901635,5.581238116298968e-06,1.4945018748501577e-13,6.35496742935552e-10,2.8378156003189355e-07,0.0018133071183459588,0.004191578217707603,1.0413201327052297e-05,4.025693029425559e-08,0.0021149753673907834,2.9975479222785952e-09,2.7182450456583355e-08,9.407417321554264e-05,3.5142568396967117e-07,0.03636282486987266,1.2707182992474073e-07,0.0010621363681767118,0.0012860379632374604,8.549776852363343e-07,2.1402958731091702e-07,5.781381849263616e-10,1.7344169041563577e-07,2.902872055319635e-06,3.76,0.0,1.0511278545270814e-05,0.8977033464784814,0.03561497515393285,0.007153565073829094,0.8639021444236081,0.6671402344380752,1.4852208095714799e-08,1.0224974836279643e-11,0.00041745257946828386,3.7889514551820696e-05,1.2270413329419386e-09,1.8467373928258885e-10,6.385576657143338e-09,0.012529020586324711,3.218455352080909e-10,2.0648689958652206e-05,2.289624393040501e-05,0.0003599181937560998,0.004566027013182044,1.1772876418994117e-05,1.3058387538556241e-05,3.712174340877346e-14,2.861003261542189e-14,1.0261266477090115e-08,6.977841528034324e-09,0.00011603113922514876,3.6547992137543647e-06,0.006719436911048974,4.662786830320445e-07,5.4417265494774845e-12,6.278651265079325e-08,0.00019265082840665807,3.85232417453702e-07,0.003906509873530023,0.005139179330779082,4.5262233654466134e-07,8.663752693921526e-10,7.682364672044545e-07,6.758541303026029e-08,0.0006902229288599854,9.059803590908757e-10,3.2785155597188017e-06,9.41994453046748e-09,0.00039022605003303075,0.0006921290888840494,9.700373473958636e-14,1.5148014083660404e-14,4.577457350157273e-08,5.708358410987241e-07,1.1638217142857903e-07,1.1792688381372729e-10,0.00013079833238407394,6.5686879808205945e-12,1.2403022985473656e-11,9.527715766009973e-05,1.6985292892700643e-09,4.009299167927875e-12,2.839424775832666e-07,1.1911385763369369e-06,6.868729230168554e-05,2.0007336766853333e-05,9.947018996348e-12,3.061506591944555e-11,4.4747693941234654e-11,3.4559176646889088e-06,1.502202689370309e-07,2.5220850527201872e-08,1.8065280631813644e-06,1.7300484442561773e-13,2.243404250740553e-06,1.8859484919021392e-10,1.3669256039026682e-05,8.146870561940545e-12,2.5942930313152686e-05,3.587338716591588e-05,6.444678971539659e-08
0.00019076163657260665,0.7914094187097317,9.334737300051127e-05,3.470759949713847e-05,6.564609849493591e-05,0.014029251868991698,0.0,0.0,0.0007556390831795428,3.8725233982007414e-05,0.10626279817307456,0.003299943146050422,5.611843281026471e-06,1.5008052302110016e-13,6.375188985686756e-10,2.8395926755821467e-07,0.0018142306452493986,0.004212935453693832,1.048045782587036e-05,4.050018766706448e-08,0.002127008465464322,3.0246898822581374e-09,2.7212610297335747e-08,9.476791867290928e-05,3.5199109684865996e-07,0.03656136720192726,1.2821904323027918e-07,0.0010724091811999269,0.0012944080160731519,8.596116575020149e-07,2.1527105504416574e-07,5.809491590654533e-10,1.7413977810787919e-07,2.94494632709659e-06,3.76,0.0,1.0246022418644493e-05,0.8970175691479004,0.035861172909798573,0.007219432334441777,0.8645015222750168,0.6663690811007946,1.4834044080598856e-08,1.0213415429110618e-11,0.00041713367737155114,3.789482571125296e-05,1.2255760564456728e-09,1.8445062255196033e-10,6.378644834183808e-09,0.012528652346738618,3.211895489209792e-10,2.0645285152210007e-05,2.2887826946028635e-05,0.0003595393734431497,0.004563477435897355,1.1761044949689117e-05,1.3045381088392433e-05,3.7112236478508757e-14,2.860268482771135e-14,1.0259393346472902e-08,7.015871780751251e-09,0.00011588730793698514,3.6495324532452574e-06,0.006758263945575337,4.661040560224087e-07,5.4369408296583784e-12,6.265329487774139e-08,0.00019332511752268502,3.8807542878350707e-07,0.0039187600628600916,0.005179227241586878,4.54345798577279e-07,8.689155242231401e-10,7.713382970241659e-07,6.788649546220237e-08,0.0006954619419458324,9.128677834632218e-10,3.2890213670878533e-06,9.44177953034601e-09,0.0003930895517178682,0.0007003972345863414,9.722859686218955e-14,1.5183129546447338e-14,4.600078103481652e-08,5.70868957039346e-07,1.1723838394593199e-07,1.1911378928143411e-10,0.00013173275044168397,6.600087288592883e-12,1.2407105736683265e-11,9.611518809120935e-05,1.7029728627267321e-09,4.040564127197244e-12,2.859017767007415e-07,1.1960943992639507e-06,6.866659204202823e-05,2.0244509354356254e-05,9.93523768407758e-12,3.098570576373906e-11,4.53119966523505e-11,3.5124434248892817e-06,1.512419000732834e-07,2.5394924239373313e-08,1.8191030914223285e-06,1.7467610984253996e-13,2.254375888313036e-06,1.8920216307503946e-10,1.3872219407522753e-05,8.267838853368267e-12,2.5965665186953516e-05,3.602934517698638e-05,6.496198551106319e-08
0.0001916781396867696,0.7915039806914309,9.337029678658436e-05,3.4708178231861656e-05,6.565830509109521e-05,0.014114691896157123,0.0,0.0,0.0007566190803324215,3.885141465939612e-05,0.10710615869352154,0.0033262810300725572,5.642322088640553e-06,1.50708815570392e-13,6.395303147908348e-10,2.8413512443460556e-07,0.0018151564563933542,0.004234173550608548,1.0547539323899567e-05,4.074298433439798e-08,0.0021390230457912517,3.0519061485827258e-09,2.724263082053658e-08,9.546053377625282e-05,3.525519392218429e-07,0.03675903959382401,1.2936890106697933e-07,0.0010827045431067905,0.0013027513982464313,8.642321584586811e-07,2.1650892935914944e-07,5.837616012832816e-10,1.7483683239947582e-07,2.987302753679095e-06,3.76,0.0,9.995634142892438e-06,0.8963322726083903,0.0361073475379417,0.007285409578792377,0.8651006226240547,0.6655988187794828,1.4815958938101355e-08,1.0201868440341423e-11,0.0004168149988528669,3.789940174265225e-05,1.224104737573266e-09,1.8422683889142676e-10,6.371685578144892e-09,0.012527921423697692,3.2053488733628595e-10,2.0641764015253648e-05,2.2879215223372557e-05,0.00035915921017834305,0.004560908912269645,1.1749188541179294e-05,1.3032346336049247e-05,3.710247410289693e-14,2.859514028456942e-14,1.0257451631329916e-08,7.053735416657205e-09,0.0001157426218799433,3.644256844664498e-06,0.006796847373914442,4.65929942378966e-07,5.4321259848022844e-12,6.251979927077733e-08,0.00019399052819209085,3.90911335792314e-07,0.003931135484973062,0.005219242302486573,4.560841649879824e-07,8.714790569008643e-10,7.744664860674594e-07,6.818983914068388e-08,0.0007006957602107901,9.197483889664287e-10,3.2996203738665048e-06,9.46383558550494e-09,0.00039595546914069344,0.0007086918872501026,9.74557352227147e-14,1.5218600452123284e-14,4.622517741622156e-08,5.708872144967576e-07,1.1809319630309743e-07,1.2030288845795226e-10,0.00013265889254794952,6.631410344779806e-12,1.2410905613846695e-11,9.695567943476207e-05,1.7073290980528268e-09,4.07188504090855e-12,2.878633548437004e-07,1.2010796015286344e-06,6.864383392740239e-05,2.048290623169494e-05,9.923171560667788e-12,3.1358322979604663e-11,4.587863387899403e-11,3.5694564406825216e-06,1.522629812656308e-07,2.5568985177630198e-08,1.8316804320281847e-06,1.763510435334627e-13,2.265282389623045e-06,1.8981482149013072e-10,1.407658408651899e-05,8.389642358560358e-12,2.5987981186292487e-05,3.618376930675135e-05,6.547720425483973e-08
0.00019259464280093252,0.791598544332933,9.339295286877458e-05,3.470855820380693e-05,6.567016411773047e-05,0.01420013022890207,0.0,0.0,0.0007575871502912151,3.897657839587543e-05,0.10794985176096077,0.0033526542375841794,5.672675350776729e-06,1.5133510966367737e-13,6.415311491235753e-10,2.8430917913428757e-07,0.0018160845314506564,0.004255293101554678,1.061444608777443e-05,4.098532230465592e-08,0.002151019072481315,3.079196497716799e-09,2.727251564741891e-08,9.615201825585845e-05,3.531082619292843e-07,0.036955842892577126,1.3052139245978815e-07,0.0010930222833923343,0.0013110682854635951,8.688392859111137e-07,2.177432190972788e-07,5.865755071356616e-10,1.7553286299617937e-07,3.029940532834126e-06,3.76,0.0,9.759259908281437e-06,0.8956474605385757,0.036353497315190705,0.007351495416147228,0.8656994348702987,0.6648294518402034,1.4797949369073702e-08,1.0190333926799204e-11,0.0004164965456229,3.7903252904108117e-05,1.2226276353187076e-09,1.8400242254327566e-10,6.364700114949087e-09,0.012526836643424747,3.198815524655815e-10,2.063813016338789e-05,2.2870414519667383e-05,0.0003587777627691236,0.004558322341324436,1.1737308822453593e-05,1.3019285087841386e-05,3.709246351726142e-14,2.8587404561453254e-14,1.0255443289094159e-08,7.0914326004245225e-09,0.00011559711437316149,3.6389731635981424e-06,0.006835187535465704,4.6575633864756e-07,5.4272830972011735e-12,6.238604523162127e-08,0.00019464718410944554,3.9374004303438814e-07,0.003943635555224377,0.0052592237355808735,4.578372543349219e-07,8.740654611198551e-10,7.776210258289753e-07,6.849544178548396e-08,0.0007059243456667357,9.266221252100784e-10,3.310312338104101e-06,9.48611141801618e-09,0.0003988236524146321,0.0007170127515914619,9.768513665791236e-14,1.5254424744770904e-14,4.6447777456860195e-08,5.708909706104799e-07,1.1894658137855701e-07,1.2149416810750857e-10,0.00013357676698907614,6.6626579430820654e-12,1.2414426562579566e-11,9.779860526099669e-05,1.7115993125438172e-09,4.103261970559749e-12,2.8982727797625636e-07,1.2060941948820926e-06,6.86190720467426e-05,2.0722525819744614e-05,9.910829278246328e-12,3.173291481156085e-11,4.644758786105038e-11,3.6269568335795062e-06,1.532834645157886e-07,2.5743024548312113e-08,1.844259424875891e-06,1.7802961821065677e-13,2.276123910581517e-06,1.904328108594125e-10,1.4282346717145057e-05,8.512279075567591e-12,2.600988566555842e-05,3.633667899413792e-05,6.599244253559835e-08
0.00019351114591509546,0.7916931080720149,9.341535185000131e-05,3.4708745413308824e-05,6.56816858797785e-05,0.014285566163312549,0.0,0.0,0.000758543426024308,3.910073083499426e-05,0.10879386214907431,0.003379062519376782,5.702903873276214e-06,1.5195944870151493e-13,6.435215552193132e-10,2.844814784749817e-07,0.0018170148453406601,0.004276294701468855,1.0681178389050163e-05,4.122720357845452e-08,0.0021629965123128284,3.1065607103947576e-09,2.7302268216867154e-08,9.684237196398803e-05,3.5366011438058386e-07,0.03715177801209448,1.3167650659250778e-07,0.0011033622338654959,0.001319358852083247,8.734331352777452e-07,2.1897393304612614e-07,5.893908710509685e-10,1.7622787926246038e-07,3.07285886258229e-06,3.76,0.0,9.536094934010368e-06,0.8949631364830466,0.036599620562333145,0.00741768847739341,0.8662979486634244,0.6640609844434362,1.4780012264830019e-08,1.0178811943777477e-11,0.00041617831932998966,3.790638936884906e-05,1.2211450000610492e-09,1.837774064964278e-10,6.3576896262798276e-09,0.01252540665193628,3.1922954614322066e-10,2.0634387088369475e-05,2.2861430418716748e-05,0.00035839508800733613,0.0045557185884838826,1.172540735918926e-05,1.3006199080051075e-05,3.708221171078403e-14,2.857948304412391e-14,1.0253370209729978e-08,7.128963509457967e-09,0.00011545081769220678,3.6336821554102547e-06,0.006873284796614725,4.65583240084902e-07,5.422413212432879e-12,6.22520515191951e-08,0.00019529520685504148,3.965614581613174e-07,0.003956259682382867,0.005299170779718556,4.596048916418498e-07,8.766743440273994e-10,7.808019035228179e-07,6.880330078288139e-08,0.0007111476622013589,9.334889442860478e-10,3.3210969987183832e-06,9.508605697577695e-09,0.0004016939536496869,0.00072535953677268,9.791678746540287e-14,1.529060028430297e-14,4.666859592597042e-08,5.708805740463233e-07,1.1979851281788205e-07,1.226876151606328e-10,0.00013448638476301665,6.693830868391384e-12,1.2417672483441854e-11,9.864393929318479e-05,1.7157848005327373e-09,4.1346949738127814e-12,2.917936116928736e-07,1.2111381876561967e-06,6.859235921195671e-05,2.0963366532848085e-05,9.898219273643142e-12,3.2109478495620776e-11,4.70188410766673e-11,3.6849447179744826e-06,1.5430330254721337e-07,2.5917033690568075e-08,1.8568394198288663e-06,1.7971180695678404e-13,2.2869006105286824e-06,1.9105611650764146e-10,1.4489503937064647e-05,8.63574700037502e-12,2.6031385752645015e-05,3.648809351081122e-05,6.65076969228031e-08
0.0001944276490292584,0.7917876703787128,9.343750393191323e-05,3.4708745661941596e-05,6.569288032060663e-05,0.01437099900964888,0.0,0.0,0.0007594880392315917,3.9223877719159364e-05,0.10963817495426392,0.003405505630287087,5.73300845602549e-06,1.525818749817088e-13,6.455016829670422e-10,2.846520676785764e-07,0.0018179473686083197,0.004297178946827198,1.0747736503754967e-05,4.146863014766815e-08,0.0021749553346399005,3.133998571468288e-09,2.7331891794065265e-08,9.753159486746004e-05,3.542075446064137e-07,0.03734684593060731,1.3283423279972807e-07,0.0011137242285766307,0.0013276232710561517,8.780137996548344e-07,2.202010799380147e-07,5.922076863827385e-10,1.7692189023124322e-07,3.1160569412168007e-06,3.76,0.0,9.325380654440814e-06,0.8942793038570425,0.03684571564268646,0.00748398741447792,0.8668961538990847,0.6632934205522055,1.4762144696134656e-08,1.016730254504777e-11,0.0004158603215623229,3.79088212214206e-05,1.219657073861359e-09,1.835518225331548e-10,6.350655251226557e-09,0.012523639917670784,3.1857887003307154e-10,2.0630538162540875e-05,2.2852268336429422e-05,0.0003580112407407443,0.004553098486819102,1.1713485656139717e-05,1.2993089981566735e-05,3.707172543548929e-14,2.857138093557032e-14,1.0251234218199628e-08,7.166328333404882e-09,0.00011530376310305675,3.6283845363898318e-06,0.006911139549683587,4.6541064076388097e-07,5.417517340661952e-12,6.211783627099385e-08,0.00019593471592763587,3.993754918298469e-07,0.003969007268939913,0.005339082690056944,4.613869080071948e-07,8.793053254317285e-10,7.840091022506716e-07,6.911341319887768e-08,0.0007163656755099649,9.403488006782612e-10,3.331974076340705e-06,9.531317044213753e-09,0.00040456622697262795,0.0007337319563097379,9.815067343147351e-14,1.5327124850802304e-14,4.688764754549484e-08,5.708563651965848e-07,1.2064896501125674e-07,1.2388321670550013e-10,0.00013538775946848696,6.724929896823339e-12,1.2420647231469491e-11,9.94916554053758e-05,1.7198868337680156e-09,4.166184104511022e-12,2.9376242120232594e-07,1.2162115846500474e-06,6.856374698585746e-05,2.120542677826825e-05,9.885349773339164e-12,3.24880112584198e-11,4.75923762372634e-11,3.7434202011240737e-06,1.5532244881372941e-07,2.6091004077495203e-08,1.869419776806392e-06,1.8139758321308898e-13,2.2976126520758903e-06,1.9168472270840945e-10,1.4698052380432359e-05,8.760044126876266e-12,2.605248835731489e-05,3.663803195609009e-05,6.702296396797728e-08
0.00019534415214342133,0.7918822297548053,9.345941892962229e-05,3.4708564559370106e-05,6.570375703511965e-05,0.01445642809193875,0.0,0.0,0.0007604211203089319,3.934602487998289e-05,0.11048277558840144,0.0034319833290714207,5.762989892815971e-06,1.532024297262435e-13,6.47471678595589e-10,2.848209904288238e-07,0.0018188820677812873,0.004317946435365934,1.0814120711977608e-05,4.170960399453922e-08,0.002186895511302921,3.1615098697592985e-09,2.736138947876033e-08,9.821968704061066e-05,3.5475059930821456e-07,0.037541047688193066,1.339945605589647e-07,0.001124108103747595,0.0013358617138709188,8.82581369878464e-07,2.2142466844874651e-07,5.95025945460401e-10,1.7761490461373936e-07,3.15953396732063e-06,3.76,0.0,9.126402065459286e-06,0.8935959659509682,0.03709178096071789,0.007550390899863305,0.8674940407147711,0.6625267639398569,1.4744343902818995e-08,1.015580578287276e-11,0.0004155425538500355,3.791055845420037e-05,1.218164090749081e-09,1.833257012740227e-10,6.3435980878671684e-09,0.012521544734131038,3.17929525634979e-10,2.0626586643099826e-05,2.2842933526165376e-05,0.00035762627394205534,0.004550462838255897,1.1701545159433194e-05,1.2979959396423189e-05,3.706101121489265e-14,2.856310326267461e-14,1.02490370768378e-08,7.203527273683099e-09,0.00011515598089497296,3.623080994854435e-06,0.006948752211917151,4.652385336726431e-07,5.4125964578930585e-12,6.198341702374659e-08,0.00019656582877761357,4.021820576133894e-07,0.0039818777114065396,0.005378958737638303,4.631831402360418e-07,8.819580370573129e-10,7.872426011626696e-07,6.942577579184205e-08,0.0007215783530297372,9.472016511757013e-10,3.34294327412591e-06,9.554244030859317e-09,0.00040744032854477967,0.0007421297279818944,9.838677985768315e-14,1.536399614867544e-14,4.710494698496152e-08,5.708186763758616e-07,1.2149791307191317e-07,1.2508095997983818e-10,0.00013628090719711337,6.7559557957527606e-12,1.2423354615779249e-11,0.00010034172762020513,1.7239066617934867e-09,4.1977294127000935e-12,2.9573377131242835e-07,1.221314387027588e-06,6.853328570959421e-05,2.1448704955677182e-05,9.872228798319272e-12,3.286851031640047e-11,4.816817628264215e-11,3.8023833831261594e-06,1.5634085750723424e-07,2.6264927317136332e-08,1.8819998658433227e-06,1.8308692076801168e-13,2.3082602009533445e-06,1.9231861273015376e-10,1.4907988677854532e-05,8.88516844685017e-12,2.607320017925087e-05,3.678651325231077e-05,6.753824020621422e-08
0.00019626065525758427,0.7919767847332959,9.34811062859071e-05,3.470820752995523e-05,6.571432528238515e-05,0.014541852747583264,0.0,0.0,0.0007613427983166477,3.946717822912496e-05,0.1113276497717311,0.003458495378284504,5.792848971209969e-06,1.5382115310892885e-13,6.494316847736178e-10,2.8498828892682154e-07,0.0018198189057058265,0.004338597765816482,1.0880331297480962e-05,4.19501270908576e-08,0.0021988170165422372,3.1890943979180414e-09,2.739076421314494e-08,9.890664865862392e-05,3.552893239060908e-07,0.03773438438438891,1.3515747948298262e-07,0.0011345136977043615,0.001344074350505252,8.871359345849497e-07,2.2264470719664726e-07,5.978456396381188e-10,1.783069308091616e-07,3.2032891397819092e-06,3.76,0.0,8.93848522448149e-06,0.8929131259347429,0.037337814960712735,0.007616897625999577,0.8680915994856692,0.6617610181975058,1.472660728400208e-08,1.0144321708020943e-11,0.0004152250176672337,3.7911610964238955e-05,1.2166662769980924e-09,1.830990722211331e-10,6.336519194790425e-09,0.012519129222536896,3.172815142909729e-10,2.0622535676211444e-05,2.2833431083903515e-05,0.0003572402387753737,0.004547812414734959,1.1689587258785628e-05,1.2966808866247115e-05,3.705007535232273e-14,2.855465488262626e-14,1.0246780487636467e-08,7.240560543026153e-09,0.00011500750041224875,3.6177721922113854e-06,0.006986123224504704,4.650669108076507e-07,5.407651507178207e-12,6.184881073335956e-08,0.0001971886608404769,4.04981071917073e-07,0.0039948704005988355,0.005418798208979936,4.6499343049478046e-07,8.846321218462519e-10,7.905023756114067e-07,6.974038502461447e-08,0.0007267856638764174,9.540474547886138e-10,3.3540042785271417e-06,9.577385185829715e-09,0.0004103161165777441,0.000750552573743219,9.862509158628606e-14,1.5401211810621973e-14,4.7320508856689076e-08,5.70767832012357e-07,1.223453328154753e-07,1.2628083236335453e-10,0.00013716584642871137,6.786909323854557e-12,1.2425798399242986e-11,0.00010119413010676578,1.7278455123297087e-09,4.229330944651842e-12,2.977077264155161e-07,1.2264465922260166e-06,6.850102452957947e-05,2.1693199456680864e-05,9.858864168828937e-12,3.325097287505183e-11,4.87462243762133e-11,3.8618343568987965e-06,1.5735848356449074e-07,2.643879515333948e-08,1.8945790671403161e-06,1.8477979374621385e-13,2.3188434258637182e-06,1.9295776888018705e-10,1.511930945635425e-05,9.011117949939915e-12,2.609352771580053e-05,3.693355614062244e-05,6.805352215769667e-08
0.0001971771583717472,0.7920713338778933,9.350257508492461e-05,3.4707679819131644e-05,6.572459399779564e-05,0.014627272326975546,0.0,0.0,0.0007622532009517422,3.9587343749611735e-05,0.11217278352592096,0.003485041544162473,5.822586472423707e-06,1.5443808428158423e-13,6.513818407075659e-10,2.851540039443755e-07,0.0018207578418626808,0.004359133537654244,1.0946368547337703e-05,4.2190201397215145e-08,0.002210719826914907,3.216751952286197e-09,2.7420018789376115e-08,9.95924799912124e-05,3.5582376258495175e-07,0.03792685717589238,1.363229793126577e-07,0.0011449408508120587,0.0013522613493824243,8.916775802705222e-07,2.2386120474173012e-07,6.006667593418707e-10,1.789979769139563e-07,3.2473216578077335e-06,3.76,0.0,8.760994895025278e-06,0.8922307868619912,0.03758381612548906,0.0076835063048117875,0.8686888208205127,0.6609961867411632,1.4708932388879208e-08,1.0132850369782587e-11,0.00041490771443394284,3.7911988550410445e-05,1.2151638513931384e-09,1.8287196379974224e-10,6.329419592560979e-09,0.01251640133448581,3.166348371912308e-10,2.061838830097266e-05,2.2823765953240295e-05,0.0003568531846601561,0.004545147959328349,1.1677613289633726e-05,1.2953639872614444e-05,3.7038923938931056e-14,2.854604048909529e-14,1.0244466094443812e-08,7.277428365045095e-09,0.00011485835008486609,3.6124587639783507e-06,0.007023253051635609,4.6489576326106384e-07,5.402683399780833e-12,6.171403379416423e-08,0.00019780332557056826,4.077724538961608e-07,0.004007984721912242,0.005458600405677373,4.6681762598700134e-07,8.873272333034869e-10,7.937883972995274e-07,7.005723707611094e-08,0.0007319875787832981,9.60886172667779e-10,3.365156760036965e-06,9.600738995180142e-09,0.0004131934513471347,0.0007590002196360698,9.886559302452174e-14,1.5438769401426847e-14,4.753434771132574e-08,5.707041488348497e-07,1.231912007401453e-07,1.2748282137062487e-10,0.00013804259792962384,6.8177912311484925e-12,1.2427982298227738e-11,0.0001020488371785435,1.7317045916557568e-09,4.2609887428912265e-12,2.9968435047464857e-07,1.2316081938744895e-06,6.846701142391683e-05,2.1938908664377888e-05,9.845263509036142e-12,3.3635396128200605e-11,4.932650390031954e-11,3.921773208159367e-06,1.5837528267308595e-07,2.6612599466483506e-08,1.9071567711048194e-06,1.8647617659801252e-13,2.3293624983414748e-06,1.936021725468261e-10,1.5332011339340543e-05,9.137890623634687e-12,2.611347726942599e-05,3.7079179177192555e-05,6.856880632920667e-08
