Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311),C3H4(6313),S(3720),C3H4(6745),C2H2F3(67),C2H2F3(68),S(3125),C2H4(456),S(1075),S(4373),C3H3(4302),C3H3(8085),CHF(40),CF(50),S(7024),S(1340),S(8723),CHO3(1596)
0.0021180994770925803,0.9338059003806971,0.0002665299734231841,2.0352563391950508e-05,4.7850012291995896e-05,0.16009737348471978,0.0,0.0,0.00010579696877455911,3.760198048363958e-06,1.13393836611198,0.07526065838705838,6.558431828403932e-06,1.4289383511287292e-11,3.826253162182666e-09,5.47476330052174e-07,0.0018748554223500928,0.0014976486184388525,2.8484337204055426e-05,5.944379518595953e-07,0.025524285988484673,2.2742720047016263e-07,4.580816733511235e-08,0.0001795354982067535,3.8808684581988416e-08,0.004430498576887531,3.087661335826886e-06,0.011450651862264623,0.0016797209510769628,1.2004067044423945e-06,1.9562325124106204e-07,2.6586782000061757e-09,1.9248402513231542e-07,6.670257458298126e-05,3.76,0.0,1.0527716022781076e-06,0.14933079964287793,0.3870512576454586,0.07137604866386107,1.4021115244242457,0.04699990872317665,2.1428287639097597e-09,2.09135045767526e-12,9.240039660129657e-05,2.46864204033009e-07,5.264456903900543e-11,6.005711620155421e-12,2.542679578778156e-10,0.0006160680581634028,4.76998462803196e-12,1.128167931309075e-05,8.084504204021761e-06,2.1068364822714955e-05,0.0020188325912655373,1.282862316175117e-06,1.4875853703191362e-06,8.140935536879703e-15,7.879035865234176e-15,2.8261884059673637e-09,1.738042198146443e-09,3.520601596060065e-06,1.4987315870609206e-07,0.004433929015663942,4.71864725684356e-08,5.49257303236979e-13,1.9276031673485854e-10,0.00031359097075613036,9.513666310315579e-07,0.023479897149511167,0.012520876720493304,3.850102759174959e-06,6.613211071335641e-10,1.2439436009688612e-05,1.1479723814901385e-06,0.007636698241544963,1.800059228589271e-08,4.839047495792397e-06,1.3199325152786579e-09,0.003905173688183035,0.022495125192966946,1.719246134114268e-14,2.859602135351781e-15,8.322878986089349e-08,1.2561279500975395e-07,4.153701303170319e-07,6.088178112631816e-09,0.0002673541262822044,1.4853394637271584e-10,4.0463470352943675e-13,0.0005955203732999697,4.858366802880378e-10,1.419552781968781e-10,1.3570743898722411e-06,7.129492432553127e-07,1.8393820222339214e-06,0.0010772578295190245,3.34339000435591e-14,3.1301166294093666e-09,1.9357315146424906e-09,0.0007821576871066367,6.039751787871456e-07,1.420763966269771e-07,9.509666177522798e-06,4.8998654814798175e-12,1.4509289391046732e-07,3.617667536904611e-10,0.0010002591934383132,9.760875354097129e-10,1.2292288775343593e-05,0.00014783859956318568,5.142031448985061e-08,1.713129157423925e-05,4.483806057435978e-10,3.912875694329604e-13
0.0021387305915302676,0.9340726657815059,0.0002672102946041824,2.0098142717582855e-05,4.74950421002267e-05,0.16083372753818387,0.0,0.0,0.00010386417608179211,3.6722873192643427e-06,1.1361016135857491,0.07571815464538281,6.451760071012609e-06,1.4510184182818552e-11,3.822115343964198e-09,5.477456544374556e-07,0.0018629507989449015,0.0014698114226662435,2.8332444700309426e-05,5.918075593006958e-07,0.02568572001030447,2.2808601904598935e-07,4.553043468403883e-08,0.00017728408481341784,3.788029091957415e-08,0.00429854311086127,3.0852958190920476e-06,0.01139101084978917,0.0016611403817393094,1.187653481513804e-06,1.9320888116158147e-07,2.6422737616400217e-09,1.8927443756369897e-07,6.603060812366743e-05,3.76,0.0,1.0447143296204852e-06,0.14721423899210337,0.38829146431631945,0.07107638865724315,1.4032422848077806,0.046087554552258055,2.101414713153996e-09,2.0523854454084946e-12,9.109074629148007e-05,2.378252318201674e-07,5.09606464922449e-11,5.8408783564888715e-12,2.4740992081399027e-10,0.0006013595853737193,4.609777948555929e-12,1.117033913325996e-05,7.990057253060238e-06,2.0543879190507797e-05,0.0019974559877190216,1.2608273912787043e-06,1.462026544498511e-06,8.027169863282204e-15,7.76894817028328e-15,2.785994139808767e-09,1.688754959646099e-09,3.4286210601036246e-06,1.4614269262888113e-07,0.004415246620880119,4.620909864747984e-08,5.377123057182095e-13,1.8501059580525834e-10,0.00031320257753064077,9.48833545030345e-07,0.02338915875540912,0.012390693790759,3.842651384657731e-06,6.50479506279343e-10,1.2402088334748515e-05,1.1444014380836993e-06,0.007632169133293749,1.7989922236186468e-08,4.75548737151997e-06,1.2783896190320427e-09,0.0038958457160372544,0.022595580052711072,1.665135466237704e-14,2.7696005149216004e-15,8.207413693146907e-08,1.2461340674644e-07,4.14026497728451e-07,6.129801091682725e-09,0.00026671018219050907,1.4976871958192537e-10,3.941066530770208e-13,0.0005921052818999128,4.786262911294983e-10,1.428923879105852e-10,1.3305688525215568e-06,6.974290102740991e-07,1.7856971968282378e-06,0.0010703425487117186,3.1988899244880216e-14,3.109252973463263e-09,1.9453532062199374e-09,0.0007794805531170872,5.983497539251362e-07,1.409783635011937e-07,9.441840435621035e-06,4.87577560251691e-12,1.4208490555620433e-07,3.5551441536068437e-10,0.0009897021093891614,9.657855690855776e-10,1.2200376231530205e-05,0.000148010660655849,5.121717233659435e-08,1.7076318930475247e-05,4.4599788912701955e-10,3.9063344326795413e-13
0.002159361705967955,0.9343337785305806,0.00026785061145696463,1.9845424877956237e-05,4.714097151347244e-05,0.1615612492063087,0.0,0.0,0.00010197615976834981,3.5868535855013118e-06,1.1382110570769632,0.07617146760157059,6.346621164267787e-06,1.4728962314724764e-11,3.817417074581106e-09,5.479822251990309e-07,0.0018510982426737533,0.0014426383438329198,2.81807421823898e-05,5.890859752417917e-07,0.025845712225871544,2.2871866799752048e-07,4.525135611145463e-08,0.00017506406469682185,3.697717167313178e-08,0.004172263099821613,3.0824587611872916e-06,0.011330899481340067,0.0016428061948127158,1.1749691126753353e-06,1.9083709956986256e-07,2.625827320239439e-09,1.8610448794864151e-07,6.536021758165769e-05,3.76,0.0,1.0367018360713655e-06,0.1451377885935318,0.3895083147555847,0.07077605048381062,1.4043493616618545,0.04519961603338568,2.0611060108421897e-09,2.014435814616454e-12,8.980591474684787e-05,2.2916811081752812e-07,4.9334627513203623e-11,5.681224966168093e-12,2.407651867052783e-10,0.0005870523313468679,4.455950748997319e-12,1.1060005346051229e-05,7.896819566635349e-06,2.0033952048367316e-05,0.0019763426896638376,1.2391691757076575e-06,1.4369054019927958e-06,7.915119345670434e-15,7.660519775355387e-15,2.7464311887267545e-09,1.6415529777237479e-09,3.33934390798147e-06,1.4251854794287518e-07,0.004396629782894717,4.525482412196727e-08,5.265234888273755e-13,1.7760187375741661e-10,0.0003127615240160877,9.462022533604621e-07,0.023298666252467123,0.012262609992282167,3.834651658707988e-06,6.397709169031532e-10,1.236391007516342e-05,1.1407562544104979e-06,0.0076272496557436885,1.797833183688459e-08,4.673345214341602e-06,1.2382414674245502e-09,0.003886321324722468,0.02269439658562657,1.612841488014107e-14,2.682620572338935e-15,8.093260753018277e-08,1.2362871963187863e-07,4.126426908990898e-07,6.170221470474825e-09,0.00026605039649046366,1.5097776309800802e-10,3.838929792660924e-13,0.0005887319627276837,4.714845154016104e-10,1.4382090590540744e-10,1.304688766292967e-06,6.823021018867753e-07,1.7337428838706646e-06,0.001063466709556176,3.0611560272840215e-14,3.0884512815749696e-09,1.9548200618376404e-09,0.0007767713679633412,5.927577347937551e-07,1.3988331180435471e-07,9.37408851729407e-06,4.851428800665048e-12,1.3919005088885286e-07,3.493682026433088e-10,0.000979241882848736,9.555781190238671e-10,1.2110068039909308e-05,0.0001481685973473956,5.101149772583459e-08,1.702033222693276e-05,4.436013474866994e-10,3.899328322994913e-13
0.0021799928204056422,0.9345893797803216,0.00026845103663575536,1.9594452186664678e-05,4.678784247558117e-05,0.16227999809751048,0.0,0.0,0.00010013166059223306,3.503823131395378e-06,1.1402682004288478,0.07662062571945295,6.243005300113602e-06,1.4945525232408357e-11,3.812155156422945e-09,5.481845717524685e-07,0.0018392980119970263,0.001416111845626475,2.8029122396005324e-05,5.862766222321959e-07,0.026004263591186075,2.2932579935025562e-07,4.4970921358917517e-08,0.00017287530411134373,3.609854377452861e-08,0.0040513910151222165,3.0791612292188673e-06,0.011270366328813309,0.0016247158465240647,1.1623546931008606e-06,1.8850616962416295e-07,2.6093461852395446e-09,1.8297452763786688e-07,6.469181730131993e-05,3.76,0.0,1.028733772989794e-06,0.14310060098177946,0.39070221940550565,0.07047527220368525,1.4054333741498952,0.04433536074430647,2.0218695280650016e-09,1.977470933911719e-12,8.85453775864892e-05,2.208749106378344e-07,4.7764455669018113e-11,5.526575924913949e-12,2.3432655577636403e-10,0.0005731344330734165,4.308221719396042e-12,1.0950673439867418e-05,7.804775597932228e-06,1.9538153573934617e-05,0.0019554899657439357,1.2178828887441917e-06,1.412216333813822e-06,7.804735277167429e-15,7.553703555433137e-15,2.707481356664315e-09,1.5963382522644342e-09,3.252684040204318e-06,1.3899745476209692e-07,0.0043780698121800785,4.4323054571125335e-08,5.156761898336128e-13,1.7051807619811337e-10,0.0003122684998290569,9.434746302788809e-07,0.023208459195896456,0.01213660989276919,3.826117958860216e-06,6.29196334096401e-10,1.2324925303513136e-05,1.1370390102606722e-06,0.007621954192265567,1.796585499646084e-08,4.592603208176254e-06,1.1994400652915563e-09,0.0038766085235710248,0.02279159956162978,1.5623016845458343e-14,2.598558327319951e-15,7.980423885971403e-08,1.2265814954539988e-07,4.112196456306992e-07,6.209433157749619e-09,0.00026537540557128596,1.5216074579142734e-10,3.739831766793612e-13,0.0005853999689808242,4.644121698598414e-10,1.4474088968199307e-10,1.279420636939523e-06,6.675579327950787e-07,1.6834583453288862e-06,0.0010566362646873368,2.9298495043470595e-14,3.0677312992066706e-09,1.964134350304561e-09,0.0007740353505717843,5.872003602727965e-07,1.3879159630351004e-07,9.306435892880525e-06,4.826845694608635e-12,1.3640296890639322e-07,3.433267833203651e-10,0.0009688844332788237,9.454709616892513e-10,1.2021312275221873e-05,0.00014831216511032564,5.080342737258973e-08,1.6963377134582657e-05,4.411921663585766e-10,3.8918681208501525e-13
0.0022006239348433296,0.9348396065889301,0.00026901172143692543,1.934526625744499e-05,4.6435698576768506e-05,0.1629900350473362,0.0,0.0,9.832946519108512e-05,3.4231244010330493e-06,1.1422745006708703,0.07706565712638075,6.1409024975276905e-06,1.5159683931089058e-11,3.806327457127266e-09,5.483513176866145e-07,0.0018275503805144197,0.0013902148705256735,2.787748773702671e-05,5.833829416317305e-07,0.026161376125533015,2.2990805587409058e-07,4.4689127993944256e-08,0.00017071764135302646,3.5243653712442376e-08,0.003935671612966847,3.0754143332885575e-06,0.011209457768112968,0.001606866667986332,1.1498113265649036e-06,1.8621444641251466e-07,2.592837400180033e-09,1.7988486141667372e-07,6.402579630126623e-05,3.76,0.0,1.0208098703332948e-06,0.141101849249042,0.391873582110531,0.07017427984619284,1.4064949230337978,0.04349407967746829,1.983673195964738e-09,1.9414611784547598e-12,8.730862314977986e-05,2.1292862940261238e-07,4.624815046583918e-11,5.376762193303427e-12,2.280870949148381e-10,0.0005595944223104591,4.1663229303209205e-12,1.084233934342767e-05,7.713910378651235e-06,1.9056068061119144e-05,0.0019348951554348014,1.1969637964378655e-06,1.3879537894251274e-06,7.695971935234964e-15,7.44845527372859e-15,2.669127519075619e-09,1.553017289200779e-09,3.1685584678948122e-06,1.3557625487973098e-07,0.0043595590725571225,4.3413212932006705e-08,5.051564026426254e-13,1.6374394217428994e-10,0.00031172426383646704,9.40652634456954e-07,0.02311857446099051,0.012012677037610608,3.817064737118774e-06,6.187566218482168e-10,1.2285157764238539e-05,1.1332518570326796e-06,0.007616296760057554,1.795252476013146e-08,4.513243455353872e-06,1.1619390683204478e-09,0.003866715132726993,0.022887213461161862,1.513455691210101e-14,2.51731337610676e-15,7.868906227430381e-08,1.2170114611656495e-07,4.097583222792096e-07,6.247431373579966e-09,0.00026468583443854166,1.5331736697478077e-10,3.643671553824218e-13,0.0005821088379595551,4.5741008144296397e-10,1.4565239636060396e-10,1.2547509930896276e-06,6.531862037146023e-07,1.6347852903379225e-06,0.0010498566745376,2.8046498155054095e-14,3.047111314496143e-09,1.973298320761898e-09,0.0007712774238953343,5.816788014835596e-07,1.3770355565623504e-07,9.238906946684719e-06,4.802046071079236e-12,1.3371859598168437e-07,3.3738881912421304e-10,0.0009586350834497457,9.35469291271948e-10,1.1934059725138087e-05,0.0001484411471133201,5.0593093788983075e-08,1.6905497946273504e-05,4.387714932054685e-10,3.883964708906446e-13
0.002221255049281017,0.9350845921306833,0.00026953285444064845,1.909790787024774e-05,4.6084584807790425e-05,0.16369142213128662,0.0,0.0,9.656840391352913e-05,3.344687934258184e-06,1.1442313696331914,0.07750658967248544,6.040302591374597e-06,1.5371253526382723e-11,3.7999328921110075e-09,5.484811812383301e-07,0.0018158556385312553,0.0013649308291334569,2.7725749988449806e-05,5.804083856475983e-07,0.026317052845047328,2.3046607085002812e-07,4.440598116780011e-08,0.00016859088926317382,3.441177616672515e-08,0.003824861484185649,3.071229214909247e-06,0.011148218048974364,0.0015892558859556462,1.1373401250980842e-06,1.8396037421575564e-07,2.5763077523093504e-09,1.7683574909884866e-07,6.336251914874611e-05,3.76,0.0,1.01292992999045e-06,0.1391407263207538,0.3930228003048868,0.06987328779366958,1.4075345913210635,0.04267508642232031,1.9464859686380186e-09,1.9063778944103357e-12,8.609515204818666e-05,2.0531314074877203e-07,4.4783804159460704e-11,5.231620932459871e-12,2.220401259420026e-10,0.0005464212090979592,4.029999149155689e-12,1.0734999365144992e-05,7.624209465836759e-06,1.858729330884762e-05,0.0019145556618723515,1.1764072042528482e-06,1.3641122679778878e-06,7.58878641853378e-15,7.344733423798919e-15,2.6313535654647077e-09,1.5115009349306617e-09,3.086887167702639e-06,1.3225189702360735e-07,0.0043410909081129335,4.2524738925435833e-08,4.949507517933817e-13,1.5726497890829133e-10,0.0003111296388601347,9.377383018512853e-07,0.02302904636330112,0.01189079402119948,3.8075064988246336e-06,6.084525157828655e-10,1.2244630894901417e-05,1.129396919559549e-06,0.007610291020332868,1.7938373333877307e-08,4.435247997723911e-06,1.1256937275087274e-09,0.003856648787257291,0.02298126248425776,1.4662452213164225e-14,2.4387887711432407e-15,7.758710317420393e-08,1.20757190924469e-07,4.082597034851971e-07,6.284212625884224e-09,0.00026398229657477093,1.5444735621340145e-10,3.5503521941413065e-13,0.0005788580934503167,4.5047907676645727e-10,1.4655548277433558e-10,1.2306664192209356e-06,6.391768945359263e-07,1.5876677551376065e-06,0.0010431329304382139,2.6852536109979565e-14,3.0266082193795013e-09,1.9823142029906095e-09,0.0007685022236033538,5.761941633097222e-07,1.3661951277455892e-07,9.171525001589371e-06,4.777048910107546e-12,1.3113214800354117e-07,3.3155296729514494e-10,0.0009484985910013298,9.255777504860228e-10,1.1848263725384996e-05,0.00014855535367807636,5.038062547620266e-08,1.6846737640347357e-05,4.363404391502678e-10,3.8756290824079834e-13
0.002241886163718704,0.9353244657894847,0.0002700146601568719,1.8852416851503502e-05,4.573454732614928e-05,0.16438422266902428,0.0,0.0,9.484734871317849e-05,3.2684463024330896e-06,1.1461401754858607,0.07794345098534634,5.94119522340168e-06,1.5580053689181804e-11,3.792971404606626e-09,5.485729756058894e-07,0.0018042140946405655,0.0013402435895097592,2.757383003582233e-05,5.773564098374332e-07,0.026471297698368444,2.310004678597579e-07,4.4121493356202855e-08,0.0001664948375717395,3.360221269201311e-08,0.003718728611787364,3.0666170357082255e-06,0.011086689363701347,0.0015718806416295116,1.1249422082382022e-06,1.8174248370893854e-07,2.559763782210706e-09,1.7382740711280902e-07,6.270232682330077e-05,3.76,0.0,1.005093819072155e-06,0.13721644427840077,0.3941502651827149,0.06957249915683036,1.408552944875805,0.04187771639197403,1.9102777880476416e-09,1.8721933652922268e-12,8.49044767462489e-05,1.9801314308950243e-07,4.3369578740872507e-11,5.0909952352109466e-12,2.161792145229114e-10,0.0005336040662313306,3.8990071936244904e-12,1.0628650138458088e-05,7.5356588941708346e-06,1.813144005269852e-05,0.001894468945149502,1.1562084509925367e-06,1.3406863110404294e-06,7.483138489616055e-15,7.24249907729795e-15,2.594144343973628e-09,1.4717042136271526e-09,3.007592946698847e-06,1.2902143234878464e-07,0.004322659573553763,4.165708848381607e-08,4.850464672940879e-13,1.510674193552639e-10,0.0003104855063331191,9.34733738875626e-07,0.022939906774390614,0.011770942555070286,3.797457782395064e-06,5.982846260699974e-10,1.2203367846252993e-05,1.1254762978267261e-06,0.007603950287769572,1.7923432106726307e-08,4.358598836018953e-06,1.0906608350344077e-09,0.0038464169408681257,0.02307377055838415,1.4206139956001101e-14,2.3628909038008985e-15,7.649838092933373e-08,1.1982579578854572e-07,4.067247919666489e-07,6.31977468546148e-09,0.0002632653938073399,1.5555047309806436e-10,3.459780469107402e-13,0.0005756472478780738,4.436199729385636e-10,1.4745020555374585e-10,1.2071535848313093e-06,6.255202573064522e-07,1.5420519901258421e-06,0.0010364695772728458,2.5713737211507333e-14,3.0062375701004907e-09,1.9911842076273835e-09,0.0007657141069757543,5.707474858708991e-07,1.355397751762783e-07,9.104312342786712e-06,4.751872409799707e-12,1.2863910371743952e-07,3.25817882010857e-10,0.0009384791791833191,9.158004605669638e-10,1.1763880003991132e-05,0.00014865462169439474,5.016614711809244e-08,1.678713794564141e-05,4.339000806808809e-10,3.8668723348527467e-13
0.0022625172781563915,0.9355593533169634,0.00027045739768214805,1.860883196478529e-05,4.538563323585372e-05,0.16506850121986255,0.0,0.0,9.316521113268194e-05,3.1943340450971075e-06,1.1480022442388307,0.0783762685205995,5.843569834092212e-06,1.5785909047394614e-11,3.785443942303577e-09,5.486256089158802e-07,0.0017926260770119386,0.0013161374662080695,2.7421657555947654e-05,5.742304660033177e-07,0.026624115503604776,2.3151186061750495e-07,4.383568408360663e-08,0.00016442925511292117,3.281429047061325e-08,0.0036170519284049285,3.0615889668448773e-06,0.01102491191617157,0.0015547380078328983,1.1126187020955417e-06,1.7955938901931239e-07,2.543211793043464e-09,1.708600100878063e-07,6.20455375866143e-05,3.76,0.0,9.97301463760603e-07,0.13532823371213645,0.39525636185662216,0.06927210615010293,1.409550533008559,0.041101326075259695,1.8750195500913566e-09,1.8388807793399073e-12,8.373612116100072e-05,1.9101411279976986e-07,4.2003703095591676e-11,4.954733873845671e-12,2.1049815974508206e-10,0.000521132614214909,3.7731153226312816e-12,1.0523288569328357e-05,7.448245130821834e-06,1.7688131432667996e-05,0.001874632516139003,1.136362903537595e-06,1.3176704962799552e-06,7.378990422965444e-15,7.141715736905163e-15,2.557485607870124e-09,1.4335461645297845e-09,2.930601315954997e-06,1.2588201021654982e-07,0.004304260166947281,4.0809733220813426e-08,4.754313600990928e-13,1.451381825119688e-10,0.00030979280100808693,9.316411158349244e-07,0.022851185235204578,0.011653103533809415,3.7869331404734093e-06,5.882534406455963e-10,1.2161391501278634e-05,1.1214920686015954e-06,0.007597287539521093,1.7907731671999707e-08,4.283277948217788e-06,1.0567986724067343e-09,0.003836026869405475,0.023164761345339922,1.3765076746883176e-14,2.289529392051554e-15,7.54229088337907e-08,1.1890650115118335e-07,4.051546083937112e-07,6.354116559717783e-09,0.00026253571618369773,1.566265069797133e-10,3.371866714200754e-13,0.0005724758042633554,4.368335689038785e-10,1.4833662120582527e-10,1.1841992702176882e-06,6.122068086362024e-07,1.4978863528555225e-06,0.0010298707360030578,2.4627382161792235e-14,2.986013648114302e-09,1.9999105263297616e-09,0.0007629171621127541,5.653397460078588e-07,1.3446463533748774e-07,9.037290241538267e-06,4.726534011232163e-12,1.2623518894779147e-07,3.201822157415776e-10,0.0009285805672129261,9.061410508956673e-10,1.1680866531963285e-05,0.00014873881397851205,4.994977977293826e-08,1.6726739406766604e-05,4.314514612958696e-10,3.857705643569812e-13
0.002283148392594079,0.9357893769418252,0.000270861359299361,1.8367190809512652e-05,4.503789037658056e-05,0.16574432356996358,0.0,0.0,9.152094044047501e-05,3.122287612104892e-06,1.1498188612043387,0.07880506960843478,5.747415655620894e-06,1.5988649565474726e-11,3.7773524302280444e-09,5.486380837933123e-07,0.0017810919338730915,0.0012925972090328001,2.726917068603717e-05,5.710339953344327e-07,0.026775511886823457,2.320008528381166e-07,4.3548579618971023e-08,0.00016239389191213759,3.2047361129615584e-08,0.003519620874649302,3.0561561784861433e-06,0.010962923991095084,0.00153782500464174,1.1003707380142035e-06,1.7740978464447294e-07,2.5266578588630725e-09,1.679336924238609e-07,6.13924478570374e-05,3.76,0.0,9.895528437914072e-07,0.13347534310131928,0.3963414695054949,0.06897229046717153,1.4105278890460393,0.04034529231232832,1.8406830717433422e-09,1.8064141978423258e-12,8.258962027867024e-05,1.8430226087077242e-07,4.068447030449051e-11,4.822691059701225e-12,2.049909841872711e-10,0.0005089968069574725,3.652102658086437e-12,1.0418911787880215e-05,7.3619550337214415e-06,1.7257002488237505e-05,0.001855043930883641,1.116865952363904e-06,1.2950594320585201e-06,7.276306855684976e-15,7.042349191814116e-15,2.5213639629844796e-09,1.3969496795896202e-09,2.8558403710337787e-06,1.2283087418645833e-07,0.004285888564846816,3.998215989761977e-08,4.660937980920148e-13,1.3946483609975405e-10,0.00030905250596706684,9.284626604732846e-07,0.022762909066966406,0.01153725709868557,3.7759471215494443e-06,5.783593285414725e-10,1.211872449031293e-05,1.1174462867090238e-06,0.007590315423829539,1.7891301847621322e-08,4.209267306072658e-06,1.0240669597172385e-09,0.0038254856741708615,0.023254258247254633,1.3338737929970646e-14,2.2186169705176887e-15,7.436069407509432e-08,1.179988745175447e-07,4.0355018926016504e-07,6.38723846326251e-09,0.0002617938418610112,1.5767527661598122e-10,3.2865246449396903e-13,0.000569343257988418,4.3012063794205215e-10,1.492147861861859e-10,1.1617903889185392e-06,5.992273224500324e-07,1.4551212066366326e-06,0.0010233401260009599,2.35908952002617e-14,2.9659495210581328e-09,2.0084953318876253e-09,0.0007601152174801629,5.599718588230067e-07,1.3339437105863044e-07,8.970478979850283e-06,4.7010504233703244e-12,1.239163616951566e-07,3.146446204710317e-10,0.0009188060001279686,8.966026881302075e-10,1.1599183380881174e-05,0.0001488078185749443,4.9731641036728314e-08,1.666558143978713e-05,4.289955929015898e-10,3.848140255195971e-13
0.002303779507031766,0.936014655485055,0.00027122686905277306,1.8127529729768403e-05,4.4691367123482496e-05,0.16641175671234548,0.0,0.0,8.991352188701764e-05,3.052245310379415e-06,1.1515912724051138,0.07922988149584038,5.6527217054980185e-06,1.6188110907853175e-11,3.768699741204145e-09,5.486094967063799e-07,0.0017696120333847987,0.0012696079917570461,2.7116315678396098e-05,5.677704219863023e-07,0.02692549322273108,2.3246803813126413e-07,4.3260212652126e-08,0.0001603884811323158,3.1300799619331945e-08,0.0034262349646403873,3.0503298294650934e-06,0.010900762022589421,0.0015211386133588427,1.0881994507547912e-06,1.7529244229758154e-07,2.510107832134481e-09,1.6504854984203814e-07,6.0743333076688725e-05,3.76,0.0,9.818479871254144e-07,0.1316570382287946,0.3974059615100999,0.06867322365165483,1.411485530875274,0.03960901160078508,1.807241059581524e-09,1.7747685247151254e-12,8.146451979225868e-05,1.7786449182149227e-07,3.9410235073401735e-11,4.694726216352124e-12,1.9965192454957467e-10,0.0004971869184826829,3.5357586386064513e-12,1.0315517104830628e-05,7.2767758138172654e-06,1.683769968180724e-05,0.001835700785437611,1.0977130077225966e-06,1.272847752806694e-06,7.175054642629109e-15,6.944367377522971e-15,2.4857668167204076e-09,1.3618413437747553e-09,2.7832406794502062e-06,1.198653582372946e-07,0.004267541360454673,3.917386989799288e-08,4.570226827027108e-13,1.3403556153710882e-10,0.00030826564788901387,9.252006516839753e-07,0.02267510347845873,0.011423382698621198,3.7645142520935295e-06,5.686025433495852e-10,1.2075389202996743e-05,1.1133409860205077e-06,0.007583046268162233,1.7874171695302274e-08,4.13654888965698e-06,9.924268066944462e-10,0.003814800285014302,0.023342284411659104,1.2926616949797925e-14,2.1500693844365233e-15,7.331173772549197e-08,1.1710250897537093e-07,4.019125847724961e-07,6.419141786597376e-09,0.00026104033701641226,1.586966297620901e-10,3.203671193636407e-13,0.0005662490983757627,4.2348192131005473e-10,1.5008475696408272e-10,1.1399140070030033e-06,5.865728234539589e-07,1.413708825232611e-06,0.001016881086907563,2.260183584640978e-14,2.946057102871466e-09,2.016940778272511e-09,0.0007573118516601657,5.546446792377459e-07,1.3232924583443173e-07,8.903897875397673e-06,4.6754376476698984e-12,1.216787982033965e-07,3.0920374877255624e-10,0.000909158277758496,8.871881044774002e-10,1.1518792588721092e-05,0.00014886154801554727,4.95118451804139e-08,1.660370237895345e-05,4.265334569924747e-10,3.838187471059491e-13
