Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459)
2.527281488386888e-12,0.6735370616875538,4.233558855212237e-17,3.8707249320140036e-19,3.71322219510511e-22,1.4730292238871568e-22,0.0,0.0,1.401188884390436e-12,8.008702633407504e-21,5.001568577429129e-25,5.92288716214813e-25,1.984353520014456e-22,4.734300848825588e-41,7.2721752097754e-27,1.7536526045012815e-19,6.513458189106349e-15,2.4380101420309436e-19,2.558546812815687e-36,2.565547304535085e-35,1.172896518318146e-18,7.905190338679405e-30,1.3407972413248902e-15,8.36670844968531e-31,6.3010264743451615e-24,1.7293372074063437e-28,5.3648495154203664e-17,1.852144184130037e-23,2.0391792423593392e-34,2.3407160886061048e-35,1.6422581193586584e-30,1.2919884784811957e-32,9.659381070283656e-23,5.589962426954604e-30,3.76,0.0,0.7368642117674845,0.9999969481718766,8.644479720136396e-26,1.7700036949186677e-12,1.073819766768243e-07,1.0301232718567422e-07,4.36964942300327e-09,1.0051730232255261e-17,3.0518267223603264e-06,4.1657025029181983e-22,1.4344843887683955e-23,3.5874835242715195e-25,3.380834422605026e-28,2.435523005559819e-19,2.3298111638748766e-19,9.664671720178403e-19,5.347294184068806e-19,2.5408247097258378e-23,8.72345535648169e-28,2.762656595842671e-17,8.433966336652276e-21,2.583390984992341e-30,7.842665167225085e-29,1.3712442458386704e-23,2.2842550647139285e-31,3.342028178559119e-24,2.155064186441204e-33,1.3409729561171353e-15,7.993413407992601e-23,4.017092961863576e-35,3.0565369987990345e-31,6.513093855118434e-15,2.6523302281924353e-13,3.6613895545887186e-17,5.860523438972706e-26,1.135921117029847e-12,4.60478045197389e-19,5.584100233718868e-31,2.9533108441376053e-37,2.4002912541286083e-26,1.150538552533255e-37,3.951075225808109e-36,4.813638486506828e-43,1.7700040587858105e-12,2.686578382286971e-22,2.874571233175181e-47,2.757430892941779e-47,6.493662926062987e-43,8.116150661617276e-17,1.6657724526741157e-18,1.6276070652865042e-37,2.6093282503645217e-26,8.876588095308306e-34,6.575718994213649e-34
4.0219024785254525e-12,0.6735370694690386,1.0080877357311801e-16,6.167348189368897e-19,9.761735469894648e-22,5.442654533444102e-22,0.0,0.0,2.229844938078686e-12,2.0282336580521806e-20,2.017506335123812e-24,2.4310185391251593e-24,7.990595978060987e-22,1.9067063702760094e-40,1.8415261606664428e-26,4.440729055665847e-19,1.0365824998726767e-14,6.192290727602024e-19,1.3532918998417324e-35,1.0335076764318304e-34,2.970635906516653e-18,3.1843562233522664e-29,2.133572557164227e-15,3.369977535765936e-30,1.5957474223290948e-23,1.0379903428878783e-27,1.358237651314691e-16,7.426035347998705e-23,8.213979195386666e-34,9.655050355643433e-35,6.614718798768225e-30,8.411247208256869e-32,3.8896441237291103e-22,3.653942080228483e-29,3.76,0.0,0.7368641482604752,0.9999951529991915,3.488371019335767e-25,2.8167744584588213e-12,1.70887105976109e-07,1.639365262442875e-07,6.950579559281367e-09,2.5446203320930063e-17,4.84699857857008e-06,1.0559042769596321e-21,3.6396390303524386e-23,9.084689015036408e-25,1.3606846482990083e-27,6.183022941252723e-19,5.89191390852629e-19,2.4468316069472457e-18,1.3537976188765349e-18,8.314787671639634e-23,2.254055761454714e-27,4.4065450227553837e-17,2.1359551981609684e-20,1.0433866901065193e-29,3.1580184371418794e-28,5.518152103927136e-23,1.492239135780677e-30,1.2306460158240376e-23,5.511007437197655e-33,2.1340175377853846e-15,2.0243754266973747e-22,1.6202688321951475e-34,1.784122109594737e-30,1.0364902317256817e-14,4.2207217917485823e-13,9.272440547706991e-17,1.4872884951369105e-25,1.8076783731271253e-12,1.1660942064963316e-18,2.2491595111198058e-30,1.9308814248477768e-36,9.665579352910786e-26,7.5206782222391775e-37,2.5831092348693374e-35,5.2918868041373297e-42,2.816775379957974e-12,6.803850996821032e-22,3.1594093913037026e-46,3.027651424348464e-46,4.2448238503801825e-42,1.7959345324070757e-16,4.218486064062943e-18,6.555589132790043e-37,6.671434586065939e-26,5.797979668745376e-33,3.327150047891243e-33
5.5165234686640174e-12,0.6735370772505226,1.841302592307957e-16,8.4716181153285515e-19,1.903888310352093e-21,1.3462786728531918e-21,0.0,0.0,3.058501230451841e-12,3.81580213780102e-20,5.212723166774873e-24,6.380476450888072e-24,2.061293647198214e-21,4.919348224462975e-40,3.4642041166812174e-26,8.353663954891946e-19,1.4218445890551735e-14,1.1683526645821765e-18,4.259491411137637e-35,2.6671306302111282e-34,5.5892200141436965e-18,8.217124250451559e-29,2.9262251686189644e-15,8.69543211289177e-30,3.002126873559311e-23,3.490245891686376e-27,2.5545002474992516e-16,1.9118523171787223e-22,2.119539440343538e-33,2.545242884285159e-34,1.7067634364888863e-29,2.932882495754728e-31,1.0033927717328417e-21,1.2763064935450603e-28,3.76,0.0,0.7368640847534712,0.9999933649728413,9.016408412233203e-25,3.8635451332538946e-12,2.3439222980301493e-07,2.2486313814853444e-07,9.529091329956443e-09,4.785387309350223e-17,6.635024100353559e-06,1.9882537003463447e-21,6.860086161238613e-23,1.709000932069776e-24,3.5084024827715815e-27,1.1660503553328056e-18,1.106888862507477e-18,4.601855936698453e-18,2.5461581680331746e-18,1.9180878176919631e-22,4.348250845993283e-27,6.057915558727504e-17,4.0185045110285966e-20,2.698961070302928e-29,8.146422345936707e-28,1.4226403214927397e-22,5.204241057170665e-30,3.038391490493642e-23,1.0473916118875553e-32,2.9270622851174096e-15,3.80856951181746e-22,4.186449224001791e-34,5.918423630104289e-30,1.4216710025527634e-14,5.788977726002628e-13,1.744432691563458e-16,2.8039143365567266e-25,2.4794203861664017e-12,2.193665330128105e-18,5.803360642259911e-30,6.74563396553347e-36,2.4934008701170113e-25,2.626953806923452e-36,9.01884553635208e-35,2.440473333386171e-41,3.863546866894548e-12,1.2800358035938884e-21,1.4568040963555913e-45,1.3951424913780625e-45,1.4827595349820294e-41,3.1545735631039882e-16,7.936145062871102e-18,1.6914786359050112e-36,1.267026463319107e-25,2.0240197586544103e-32,1.0195699914123016e-32
7.011144458802582e-12,0.6735370850320058,2.922977689097367e-16,1.0785218784405858e-18,3.1841420680989282e-21,2.6953168613796477e-21,0.0,0.0,3.887157767372629e-12,6.163575705431525e-20,1.071506805675176e-23,1.3313350055545205e-23,4.230587743158365e-21,1.0097881723206124e-39,5.595102940935921e-26,1.3492074962301428e-18,1.807132085806061e-14,1.89264712722768e-18,1.0277200582232875e-34,5.476214904416088e-34,9.028840848844942e-18,1.6869976072845133e-28,3.7187550952678536e-15,1.7850593877622972e-29,4.8492319653300347e-23,8.78620342486886e-27,4.1249164407515813e-16,3.91940144462637e-22,4.351370665147874e-33,5.332841125693417e-34,3.503746424202597e-29,7.543065593332973e-31,2.059359685942537e-21,3.285954053059447e-28,3.76,0.0,0.7368640212464729,0.9999915840643707,1.854045440049657e-24,4.9103157193048384e-12,2.9789734815754956e-07,2.857921606325023e-07,1.2105187000985397e-08,7.726631600986633e-17,8.41593174218984e-06,3.214376663844123e-21,1.110135847738632e-22,2.760283061727612e-24,7.197260787316208e-27,1.888026044578801e-18,1.7853811228099387e-18,7.430892484829418e-18,4.111459669309778e-18,3.6695339433364464e-22,7.235343401663153e-27,7.716767620868022e-17,6.491062722034958e-20,5.554088952571407e-29,1.671935637746278e-27,2.918124517491975e-22,1.3375356075711348e-29,6.075537653735177e-23,1.7099489152813784e-32,3.720107198118107e-15,6.151935074804705e-22,8.606482882094204e-34,1.4774904251253483e-29,1.8068516979933768e-14,7.35709809754584e-13,2.817691246794108e-16,4.538490771836745e-25,3.151147164448502e-12,3.543122184468215e-18,1.1913417907284363e-29,1.7369972406577057e-35,5.117482630573379e-25,6.763333593196342e-36,2.320703724111486e-34,7.72530623626347e-41,4.910318519589946e-12,2.067609256119918e-21,4.6108292950860065e-45,4.4129880449322084e-45,3.817667332512472e-41,4.887108102427355e-16,1.2818629710140764e-17,3.472313593048099e-36,2.0658245877700027e-25,5.208100404263243e-32,2.414074207042136e-32
8.505765448941147e-12,0.6735370928134887,4.2530902763172245e-16,1.310983273407297e-18,4.846606473280783e-21,4.7333329481252664e-21,0.0,0.0,4.715814554679564e-12,9.071554367735613e-20,1.9157137653926425e-23,2.4153946153135376e-23,7.552136497913541e-21,1.8028584267967396e-39,8.234074283434779e-26,1.985557986405218e-18,2.1924449894737357e-14,2.7935812966514615e-18,2.107951525649907e-34,9.779903730808306e-34,1.3289690221908682e-17,3.0124299503651203e-28,4.511162356684107e-15,3.187294212406495e-29,7.137053671671847e-23,1.857359625818164e-26,6.069130291387162e-16,6.991459670214514e-22,7.769956123106791e-33,9.713845984588071e-34,6.256046816664267e-29,1.617725249092129e-30,3.676221970508642e-21,7.052342956687125e-28,3.76,0.0,0.7368639577394799,0.9999898102454425,3.315979908089096e-24,5.9570862166126045e-12,3.6140246103972037e-07,3.4672359143256504e-07,1.4678868836038239e-08,1.1367511752799877e-16,1.0189749841715585e-05,4.735026788779625e-21,1.6368953035913248e-22,4.0622541681649825e-24,1.2842040627127242e-26,2.7854526734068923e-18,2.6239788114758926e-18,1.0933294229013738e-17,6.049351081715167e-18,6.241277499660577e-22,1.1018042689510493e-26,9.383100626109671e-17,9.553647963139141e-20,9.941022559246672e-29,2.9845611911910548e-27,5.2062093255673e-22,2.8653976506798184e-29,1.0659856732308908e-22,2.545099492218859e-32,4.513152276792368e-15,9.054483604015667e-22,1.5390470964266582e-33,3.105310874381335e-29,2.19203231804781e-14,8.925082972864382e-13,4.1470061094837864e-16,6.693577961346959e-25,3.822858716250692e-12,5.2143955660907894e-18,2.1271652747191384e-29,3.7285544884389254e-35,9.135428448164225e-25,1.451558469562657e-35,4.977778396956129e-34,1.9655155745068103e-40,5.9570903380385865e-12,3.0431047674919337e-21,1.1729418428674868e-44,1.1219364375954911e-44,8.193974475311049e-41,6.993114537111853e-16,1.8865820324328313e-17,6.199824796161298e-36,3.0687802848862193e-25,1.1171478709722125e-31,4.8807593386712853e-32
1e-11,0.6735371005949707,5.831177381688541e-16,1.5446534978903996e-18,6.920359299540224e-21,7.601407358275642e-21,0.0,0.0,5.544257346201345e-12,1.253876902274129e-19,3.1171294747925944e-23,3.987348831827931e-23,1.2269474279598311e-20,2.929413847378768e-39,1.1380090608821424e-25,2.744167633449322e-18,2.5776836656600745e-14,3.872315487203012e-18,3.870559180447693e-34,1.5895951835084792e-33,1.8370539545131233e-17,4.895611241126302e-28,5.303242140542343e-15,5.179394649578047e-29,9.864820548107854e-23,3.488730226753857e-26,8.386138722955012e-16,1.1352705404000862e-21,1.2626951134239402e-32,1.6097944763570216e-33,1.0166106721402958e-28,3.070419854739889e-30,5.9725287221655164e-21,1.339259599557287e-27,3.76,0.0,0.7368638942489124,0.9999880439437245,5.3974954089989264e-24,7.0035859793228464e-12,4.2489114899980865e-07,4.0764167333631956e-07,1.7249474597917963e-08,1.5705974872655296e-16,1.1956050731351952e-05,6.550445495518695e-21,2.266656916466733e-22,5.614419568028732e-24,2.0853895611384848e-26,3.8592467514907785e-18,3.621716979429632e-18,1.5107248376429017e-17,8.358836324478253e-18,9.787569089592863e-22,1.5820036026333526e-26,1.10564802545857e-16,1.3205257689610064e-19,1.6193384363010992e-28,4.848734263277738e-27,8.453286618737479e-22,5.431329751956946e-29,1.7106881235775244e-22,3.559764126968686e-32,5.305992476716804e-15,1.2515259280526932e-21,2.5050022531374964e-33,5.807881027944247e-29,2.5771132730534005e-14,1.049252706330852e-12,5.731920685866925e-16,9.271014015169259e-25,4.494381382539e-12,7.206859415210457e-18,3.4566346944942264e-29,7.081768312270151e-35,1.484186498099113e-24,2.756561197519879e-35,9.447195820657146e-34,4.319843580626425e-40,7.003591675939325e-12,4.206196559302784e-21,2.5775323011870087e-44,2.4639496573741126e-44,1.5561607302568534e-40,9.471480521705222e-16,2.607558214018635e-17,1.0074587360109343e-35,4.280795117854011e-25,2.1203120687583185e-31,8.859521990709532e-32
1.0000386439079711e-11,0.6735371005949707,5.831617618982856e-16,1.5447141083014108e-18,6.920951416963188e-21,7.602268750025415e-21,0.0,0.0,5.544471598187394e-12,1.2539738135540252e-19,3.117491891132764e-23,3.987826916491399e-23,1.2270896013280673e-20,2.9297534034039343e-39,1.138096988180989e-25,2.7443796545136834e-18,2.5777832994070143e-14,3.872617620007668e-18,3.871120934593755e-34,1.5897795642899744e-33,1.8371959761790204e-17,4.896178906511671e-28,5.303446972436789e-15,5.179995120490947e-29,9.865582975841952e-23,3.489254150024871e-26,8.386786194573063e-16,1.1354019615996035e-21,1.2628415204855276e-32,1.609989049629462e-33,1.0167285311715986e-28,3.070887934873072e-30,5.9732207943825026e-21,1.3394639307218897e-27,3.76,0.0,0.7368638942324924,0.9999880434878338,5.3981234468496084e-24,7.003856625178139e-12,4.2490756844953487e-07,4.0765742828722567e-07,1.725013909665586e-08,1.5707187151838807e-16,1.1956506621822258e-05,6.550953236155488e-21,2.2668331710964927e-22,5.614853384298112e-24,2.0856309596072963e-26,3.859547400155842e-18,3.621995564578721e-18,1.510841475594445e-17,8.35948169536978e-18,9.788625738058951e-22,1.582142064603961e-26,1.1056913991167453e-16,1.320627834985917e-19,1.6195271661603517e-28,4.849296090325986e-27,8.454264902774756e-22,5.432155935932591e-29,1.710881697762852e-22,3.560050404666204e-32,5.306197521145074e-15,1.2516226598414484e-21,2.5052937143593063e-33,5.808747752902596e-29,2.577212862716348e-14,1.0492932418343983e-12,5.732363675784598e-16,9.271735505595e-25,4.494555049827276e-12,7.207416294843867e-18,3.457035428700817e-29,7.082849056737349e-35,1.4843584821984994e-24,2.7569817694398874e-35,9.44863577655567e-34,4.320645578889987e-40,7.003862322234891e-12,4.206521651990652e-21,2.5780107445695326e-44,2.464406673706644e-44,1.5563981798756366e-40,9.47216966695194e-16,2.607759727293139e-17,1.0075755300183103e-35,4.281136091547296e-25,2.120635277388731e-31,8.860784634304745e-32
1.2989628419356841e-11,0.6735371161579328,9.733825699690486e-16,2.016655883448676e-18,1.2423954530158672e-20,1.6400616097440792e-20,0.0,0.0,7.201786476954098e-12,2.1156721049792359e-19,6.84974266078069e-23,9.0122994101352e-23,2.6878758397133374e-20,6.419362145734111e-39,1.9197941204948174e-25,4.629283724410972e-18,3.348536135467596e-14,6.570816829403007e-18,1.0438218921652905e-33,3.4857343723354826e-33,3.1001525002436195e-17,1.0731448889867923e-27,6.887648345208489e-15,1.1351783599415507e-28,1.664472835349074e-22,9.712106206455257e-26,1.414100330235455e-15,2.485360624366492e-21,2.767769121816523e-32,3.6655662022228576e-33,2.228103642944121e-28,8.667738463760897e-30,1.308405291699288e-20,3.783749085635321e-27,3.76,0.0,0.7368637672185339,0.9999845310442167,1.1869270031025036e-23,9.097397176086302e-12,5.519177668521246e-07,5.295323111242918e-07,2.238545393081018e-08,2.6479565167136416e-16,1.5468948581545833e-05,1.107161103720629e-20,3.838412559114118e-22,9.471693861881169e-24,4.5641931973739424e-26,6.542581192741264e-18,6.093554742130386e-18,2.5474229347725095e-17,1.4095059232544727e-17,2.0430650667611163e-21,2.9095106472041514e-26,1.4426979466568808e-16,2.228174694556881e-19,3.5662992156562565e-28,1.0621726688268673e-26,1.8497107175905137e-21,1.5286155715126263e-28,3.6869115173362276e-22,6.163229058198034e-32,6.892288506905322e-15,2.1117342027999367e-21,5.5096055879883845e-33,1.607310758244727e-28,3.347573725896884e-14,1.3628225284861142e-12,9.671152537021845e-16,1.5707497462814642e-24,5.8379020952139394e-12,1.2158423181145544e-17,7.57581750609836e-29,2.001438043029504e-34,3.251461424082897e-24,7.788049985257664e-35,2.665733383276653e-33,1.559136256086669e-39,9.097406787848177e-12,7.097116816302683e-21,9.300013742450775e-44,8.878662363245097e-44,4.397267894625437e-40,1.5547735139561222e-15,4.3994431871559276e-17,2.2079765916412712e-35,7.35501862336712e-25,5.983596561522112e-31,2.3481027323115974e-31
1.597887039963397e-11,0.6735371317208924,1.4629420344292433e-15,2.4956892927635203e-18,1.993047353887924e-20,3.0225663287116276e-20,0.0,0.0,8.859102449724817e-12,3.2014524613851267e-19,1.2783718183304034e-22,1.728687027515234e-22,5.000910810578679e-20,1.1947109274923089e-38,2.904483254709956e-25,7.003614211563902e-18,4.1193905887866126e-14,9.99881931679148e-18,2.309754427286412e-33,6.492365515628103e-33,4.6919065983100686e-17,1.9978759491812096e-27,8.471359370052343e-15,2.113038640998411e-28,2.5186596145214424e-22,2.195189965376186e-25,2.1384729547359013e-15,4.6221828464817996e-21,5.152521611060571e-32,7.080686044203893e-33,4.147384434601889e-28,1.9767153758120873e-29,2.4343498913363986e-20,8.634115207925451e-27,3.76,0.0,0.7368636402045972,0.9999810465099847,2.216770806117477e-23,1.1190937372036892e-11,6.789279433653787e-07,6.514167910938298e-07,2.7511149553670427e-08,4.0037057374932723e-16,1.8953481156156553e-05,1.678225620744979e-20,5.829174777721858e-22,1.4330322544739235e-23,8.483883646225937e-26,9.946744331437415e-18,9.194626421563106e-18,3.85231769974597e-17,2.1315393149667922e-17,3.683504030069764e-21,4.84972980656226e-26,1.782695937655508e-16,3.371761310835815e-19,6.670542413391871e-28,1.9761429663420936e-26,3.437439491522043e-21,3.4747172361358906e-28,6.789016824888333e-22,9.599097595298575e-32,8.478380155437772e-15,3.195537356129084e-21,1.0295844382233668e-32,3.618761364485677e-28,4.1179342875372623e-14,1.6762977226205561e-12,1.4633949140950006e-15,2.3866242207377856e-24,7.1811883661923326e-12,1.8395589864795468e-17,1.4101453022869204e-28,4.568583040342363e-34,6.0495831240594986e-24,1.7771649837164267e-34,6.075294668656699e-33,4.3342794471343034e-39,1.1190951916385206e-11,1.0739389342426443e-20,2.5845302911970917e-43,2.464277633024017e-43,1.0036088265910184e-39,2.311042708582924e-15,6.656817742025693e-17,4.1097928087599523e-35,1.132941371849775e-24,1.363828193305754e-30,5.129844778798798e-31
1.8968112379911098e-11,0.6735371472838491,2.0518220202746087e-15,2.9831541613408974e-18,2.967779684167256e-20,5.021251061354101e-20,0.0,0.0,1.051641956218115e-11,4.511314905597323e-19,2.1440192937524294e-22,2.9774140222924222e-22,8.361307829462669e-20,1.9981212113873993e-38,4.0920460950675423e-25,9.867065784852617e-18,4.890346654169551e-14,1.416810036104262e-17,4.4803385619244954e-33,1.0867762649391483e-32,6.612610920171304e-17,3.342452493673912e-27,1.005458020336871e-14,3.534573610332788e-28,3.549111454227782e-22,4.323027273486764e-25,3.0115132051162573e-15,7.725890847359357e-21,8.619782118039367e-32,1.2277026997194014e-32,6.937442713388002e-28,3.9168484204701174e-29,4.0701359013395243e-20,1.711660112391172e-26,3.76,0.0,0.7368635131906823,0.9999775896633912,3.720547588174324e-23,1.3284477213037447e-11,8.059380979893564e-07,7.733108501799114e-07,3.262724398151529e-08,5.637296890318643e-16,2.241032609240693e-05,2.368872580286787e-20,8.243366116826882e-22,2.019026143703199e-23,1.4171272298635558e-25,1.4081558197152262e-17,1.2919825001141538e-17,5.425010815152498e-17,3.001768959403417e-17,6.023878798636472e-21,7.582046018278435e-26,2.1256849047310411e-16,4.751402117536786e-19,1.121218545619339e-27,3.303898394914933e-26,5.740492980575247e-21,6.861902409040038e-28,1.1270086858827646e-21,1.3968727449763412e-31,1.0064472466781239e-14,4.503041355710301e-21,1.7296365766924024e-32,7.106642104287151e-28,4.88829454763975e-14,1.989718876990157e-12,2.062064491241507e-15,3.376842595167945e-24,8.52441392798725e-12,2.591836374545934e-17,2.3587646516464505e-28,9.059947364200896e-34,1.0114805320061602e-23,3.523148372884353e-34,1.2028863692785146e-32,1.0134726004821149e-38,1.3284497707801426e-11,1.5133333886408176e-20,6.041471231705012e-43,5.75305509810609e-43,1.9900556124665104e-39,3.2156874653136606e-15,9.379787862710784e-17,6.874351329984183e-35,1.6246263157283823e-24,2.7005955666140032e-30,9.851768775456441e-31
2.1957354360188226e-11,0.6735371628468032,2.7400044159871158e-15,3.4803880712077746e-18,4.1903177816766956e-20,7.749604841119214e-20,0.0,0.0,1.2173737859641138e-11,6.045259466571197e-19,3.334518160451713e-22,4.7515710973618235e-22,1.2963803792239422e-19,3.0989635936788464e-38,5.482364485262568e-25,1.3219333276505968e-17,5.661404326428507e-14,1.909003795604593e-17,7.908875625571192e-33,1.6871473646169066e-32,8.862417826873675e-17,5.185560988992238e-27,1.1637311001488782e-14,5.4827730422867295e-28,4.755821187752071e-22,7.717761238111067e-25,4.03293832244213e-15,1.1976165547125799e-20,1.3372312753154738e-31,1.9716730581405057e-32,1.0761136500536022e-27,7.023980715716749e-29,6.310560817753538e-20,3.0707263336934604e-26,3.76,0.0,0.7368633861767896,0.999974160284444,5.790628722081252e-23,1.53780166990955e-11,9.329482307241168e-07,8.95214470400238e-07,3.773375519699314e-08,7.548061815268989e-16,2.5839703382476695e-05,3.1796789293964405e-20,1.1085179579572319e-21,2.705103641063831e-23,2.1951059159578515e-25,1.895645060490261e-17,1.7263810609599737e-17,7.264988287580907e-17,4.01991599426441e-17,9.187647234499878e-21,1.1320395931502496e-25,2.4716643801800717e-16,6.36711152241425e-19,1.747619682894331e-27,5.122336058070751e-26,8.889872004301059e-21,1.2262865212112754e-27,1.7382531062613657e-21,1.9398409028284843e-31,1.1650565440974419e-14,6.034255453074176e-21,2.695513576390783e-32,1.2660702142323227e-27,5.658654506206606e-14,2.3030860441911203e-12,2.763113138968294e-15,4.543449551554031e-24,9.867578845470668e-12,3.472619259915639e-17,3.658804116018418e-28,1.62590216409885e-33,1.5682769585285716e-23,6.320595697343283e-34,2.155299766229363e-32,2.0955341616812992e-38,1.5378044162052312e-11,2.02789451655827e-20,1.2487945435275e-42,1.187663454713339e-42,3.571126707640602e-39,4.268371350898402e-15,1.2568258098968372e-16,1.0662948070102424e-34,2.214750865060394e-24,4.8392875080398176e-30,1.7249630351986502e-30
2.7935838320742485e-11,0.6735371939727037,4.4142041078366995e-15,4.509502168528347e-18,7.473695225717013e-20,1.5849171057703528e-19,0.0,0.0,1.5488378189049932e-11,9.785395084874192e-19,6.903087479222325e-22,1.0331888235211608e-21,2.6672164005317445e-19,6.380024636216658e-38,8.870795983998882e-25,2.1389096157819015e-17,7.203824470855642e-14,3.123691565174784e-17,2.0242047539352885e-32,3.481134675331078e-32,1.4349947399632572e-16,1.06823444330728e-26,1.4801303117121e-14,1.1291107156899633e-27,7.69798573894273e-22,2.006354857682573e-24,6.51981475870684e-15,2.463343739975048e-20,2.754462817318331e-31,4.337650671163982e-32,2.2160793471135965e-27,1.8369471631162194e-28,1.2983607614866537e-19,8.036371447262974e-26,3.76,0.0,0.7368631321490696,0.9999673830581787,1.200502740019548e-22,1.9565094606414083e-11,1.1869684305262242e-06,1.1390503224820708e-06,4.791809975379941e-08,1.2198446957870346e-15,3.2616926332921455e-05,5.164044372351323e-20,1.806818306492481e-21,4.3773217088464357e-23,4.507736764173635e-25,3.096372172093155e-17,2.778700894344156e-17,1.1744745125006928e-16,6.498849392962212e-17,1.8477993303443458e-20,2.2843873098201742e-25,3.172592983782431e-16,1.0306793628422309e-18,3.633630812346028e-27,1.053804480165556e-25,1.824725672542264e-20,3.1841762127498618e-27,3.5508788607485195e-21,3.409969665644571e-31,1.4822753378064173e-14,9.767851023988905e-21,5.609363785965797e-32,3.2816133224498865e-27,7.19937351874239e-14,2.9296586266967165e-12,4.4723043178061215e-15,7.414003248907634e-24,1.255372700524679e-11,5.61948081978387e-17,7.534571997437071e-28,4.258047987353438e-33,3.2267296779000065e-23,1.654184786307844e-33,5.626418179837614e-32,6.96438269783193e-38,1.9565139058880246e-11,3.2825147099960636e-20,4.147536334811197e-42,3.933756645261845e-42,9.352220603777168e-39,6.8165140257452385e-15,2.0341317510028765e-16,2.195728955484219e-34,3.7070954356883894e-24,1.2634996388476996e-29,4.3581595034054995e-30
3.391432228129674e-11,0.6735372250985934,6.485396685603775e-15,5.593687514567713e-18,1.2032913022566379e-19,2.822875974607597e-19,0.0,0.0,1.880302379332211e-11,1.44218596688908e-18,1.241534955871674e-21,1.9459187106865106e-21,4.767637633942656e-19,1.1411854345601306e-37,1.3068835277652668e-24,3.151046476906194e-17,8.746650980695926e-14,4.6528561513119743e-17,4.32934398249016e-32,6.242699965587629e-32,2.1155708443054578e-16,1.9118619057158354e-26,1.7963336966224244e-14,2.0201891270412798e-27,1.1345096212176747e-21,4.33521298513652e-24,9.596850746334255e-15,4.402463513138897e-20,4.929315137457574e-31,8.256491807810808e-32,3.9648944065373975e-27,3.9840579257421753e-28,2.320822850303818e-19,1.744030195077119e-25,3.76,0.0,0.7368628781214372,0.9999607131058729,2.1622327956159915e-22,2.3752171094052476e-11,1.4409885427721732e-06,1.382924204152018e-06,5.8064326414186116e-08,1.7949542370935987e-15,3.9286875324178106e-05,7.635804832752565e-20,2.6810683206853147e-21,6.449314745231275e-23,8.042337151907338e-25,4.604213956032548e-17,4.072240390978696e-17,1.7287495460281098e-16,9.566119048401375e-17,3.253738857978028e-20,4.182414831107547e-25,3.885478000413439e-16,1.5190922373412617e-18,6.563116951786968e-27,1.88352364863706e-25,3.254018880934942e-20,6.856505827460305e-27,6.3177493261170874e-21,5.536038690639294e-31,1.7994943967014448e-14,1.4396398387658137e-20,1.0155257861891121e-31,7.076408207980359e-27,8.740091325162458e-14,3.5560158878054523e-12,6.5908819065668166e-15,1.101462401171704e-23,1.5239633357522404e-11,8.279702633809863e-17,1.3480250629267406e-27,9.246997709969295e-33,5.76795153007605e-23,3.5899226552741926e-33,1.2179984255223528e-31,1.8299493091638603e-37,2.3752236606513615e-11,4.837795408729232e-20,1.0890940856273511e-41,1.0302208703893032e-41,2.0312261823239772e-38,9.952792277836301e-15,2.9975233944584914e-16,3.9282588162801525e-34,5.643528393238796e-24,2.735581820456852e-29,9.227009473185865e-30
