Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459)
0.00017897362397774376,0.7737617447794396,8.951057341313105e-05,3.282120248953434e-05,6.689474679855903e-05,0.011768090737612445,0.0,0.0,0.000712530990378024,3.5070050251051836e-05,0.08576203796127833,0.0027005066655974657,5.19942927980443e-06,1.0979811040508939e-13,5.284327566616114e-10,2.5257464498038484e-07,0.0021077442611783163,0.004064578277393346,8.565290135671781e-06,2.868935962687236e-08,0.001655713144138741,2.4208313127622283e-09,2.9240129929018693e-08,0.00010192209931941701,4.016822474301217e-07,0.03093004596676527,1.106565946656091e-07,0.0010128749054112809,0.0015696860431707654,1.0912858612712446e-06,1.9405294302297262e-07,5.397484513707724e-10,1.631579486276005e-07,2.649398611780928e-06,3.76,0.0,2.2688848759453613e-05,0.9129655848691847,0.030853108953006757,0.003974936380933029,0.797905000527018,0.6336058888474498,1.3349175252821668e-08,8.889817466370115e-12,0.0004146770566791657,3.5799325618250164e-05,1.1058203084889875e-09,1.852332556988046e-10,6.36820466365833e-09,0.01362558598750673,3.077007658177041e-10,1.8507079321760654e-05,1.767034955134085e-05,0.0003399693960065801,0.004230997364990481,1.1371353931878065e-05,1.2543530500823717e-05,2.053794177031901e-12,3.8530337043604704e-13,9.429899629910909e-09,5.621291740088946e-09,9.732397028927338e-05,3.646311816264585e-06,0.004819460645939864,5.809830633510986e-07,4.844571840089493e-12,5.62977736625147e-08,0.0001699580526280252,3.306082543914769e-07,0.0038539583807649007,0.0038695862621619076,4.5059534076083184e-07,9.231823748614904e-10,7.525236250263863e-07,6.056453555936254e-08,0.0005525386991929028,6.910197705300535e-10,3.787790146826236e-06,1.1695262367035143e-08,0.0002816821581345037,0.00040351823345803416,1.180724162814673e-13,1.8344401927198305e-14,3.6801868898358014e-08,8.575192087818452e-08,1.255730686442344e-07,7.804824294332054e-11,9.614502612137132e-05,2.1398172334215077e-12,1.1384526496236003e-11
0.000180206188362022,0.7738778188814579,8.955801684692574e-05,3.283175399232927e-05,6.693250886637802e-05,0.011873399863961137,0.0,0.0,0.0007142674885862708,3.527095515225169e-05,0.08678873082794428,0.0027320243692948486,5.2452866676564315e-06,1.1050964767147359e-13,5.310754100222172e-10,2.52842444878579e-07,0.0021089083593271328,0.004098025631651704,8.649369609924733e-06,2.895329897262809e-08,0.0016695050553208188,2.4555894766401424e-09,2.9284983086357148e-08,0.0001031177953520304,4.0275617846150695e-07,0.031186573701039205,1.1229914838316049e-07,0.0010288052402458007,0.001586806770658142,1.1008331197357323e-06,1.9573583967259464e-07,5.438556100625534e-10,1.6423144223844782e-07,2.7093978055667386e-06,3.76,0.0,2.143363947608103e-05,0.9121050241515337,0.031166211189724242,0.004029792311026792,0.7986621373669046,0.6326552111020264,1.3324588173033008e-08,8.876440253451785e-12,0.00041428618247516745,3.58299163674701e-05,1.1044505118482747e-09,1.8500184880782558e-10,6.361277342896817e-09,0.01364246529630078,3.069034414016037e-10,1.850728368167966e-05,1.766713156414424e-05,0.0003395885135003666,0.0042290590498906796,1.1358958849562571e-05,1.2529842939080715e-05,2.0537293617276775e-12,3.852910924574885e-13,9.430565014448516e-09,5.667835801893169e-09,9.720085252731697e-05,3.6406607306645492e-06,0.004860106015068192,5.806690981485029e-07,4.84027757113354e-12,5.616513378460606e-08,0.00017083866033691384,3.3401083388778647e-07,0.0038657476201295177,0.003914083936084898,4.523553224417843e-07,9.258099143366167e-10,7.557541704725141e-07,6.082469828573576e-08,0.0005589619411269213,6.990662602736832e-10,3.800220009765089e-06,1.1720818002932394e-08,0.00028467562643173534,0.000410897109585836,1.1833043648751746e-13,1.838449111326072e-14,3.710568491598233e-08,8.581839466195099e-08,1.2685186717121527e-07,7.915888730222905e-11,9.723751143440647e-05,2.1657481391996197e-12,1.1400013363122054e-11
0.00018143875274630024,0.7739939865334922,8.960485876281308e-05,3.284199149942509e-05,6.696950429844608e-05,0.011978789817560887,0.0,0.0,0.0007159870573062477,3.547077561192841e-05,0.08781679992290271,0.002763613914848578,5.2909079768691606e-06,1.112192394786398e-13,5.337034610600897e-10,2.531073781106657e-07,0.002110049188471073,0.004131233172421004,8.73322788692034e-06,2.9216992666549278e-08,0.0016832749196350142,2.4905316259306206e-09,2.9329262154370165e-08,0.00010431111165547715,4.0381730228097717e-07,0.03144178611611659,1.1395048297259712e-07,0.00104481147006907,0.0016038418272017315,1.1103304620768798e-06,1.9741362258506935e-07,5.479666775894868e-10,1.6530541963349128e-07,2.770079349103011e-06,3.76,0.0,2.0268166247910657e-05,0.9112449543916235,0.03147939033522564,0.004084899700029716,0.7994193945834749,0.6317055952376324,1.3300358991311439e-08,8.863081313978808e-12,0.00041389553126701655,3.585948484737967e-05,1.103070376631711e-09,1.8476855671094948e-10,6.354278293688774e-09,0.013658322628943535,3.061078687128572e-10,1.850728089036775e-05,1.7663726580488968e-05,0.00033920508492389705,0.004227079740222221,1.1346488917002371e-05,1.2516073186252621e-05,2.0536380056093046e-12,3.852738392654843e-13,9.431112040535107e-09,5.714141272097037e-09,9.707677010939297e-05,3.6349806976479884e-06,0.004900419330044194,5.803484529281289e-07,4.835934583093478e-12,5.603213438420623e-08,0.00017170080762184874,3.374014395679452e-07,0.003877725591327809,0.0039585521630513786,4.5415015902330883e-07,9.285011216420029e-10,7.590204056354199e-07,6.108775675414438e-08,0.0005653825477670297,7.071094696652102e-10,3.8127984808756035e-06,1.1746756379710414e-08,0.00028767664614388715,0.00041831764886656077,1.185923208046025e-13,1.842518065516496e-14,3.7406919837724316e-08,8.58837910440607e-08,1.281266537863445e-07,8.027238188677091e-11,9.831771786407423e-05,2.1917427707059218e-12,1.1415116919229896e-11
0.00018267131713057847,0.7741102435533557,8.965113000335999e-05,3.285192946826159e-05,6.700576585182532e-05,0.01208425859363512,0.0,0.0,0.0007176897132270977,3.5669491983660375e-05,0.08884620116214378,0.002795274839558339,5.3362946952329705e-06,1.1192697574682997e-13,5.363172684498426e-10,2.533695692030518e-07,0.002111168124105445,0.004164201892565102,8.816865586664328e-06,2.9480443821626805e-08,0.0016970226587022133,2.525656884982729e-09,2.9372994133726715e-08,0.00010550202335298477,4.0486585398947847e-07,0.03169568377695138,1.156105508072499e-07,0.001060892785823472,0.001620791206318069,1.1197783203288508e-06,1.990863244744544e-07,5.520816505054557e-10,1.6637988980054884e-07,2.831441956490844e-06,3.76,0.0,1.9185982128473265e-05,0.9103853855083386,0.031792642026558134,0.0041402562466197786,0.8001767418920244,0.6307570563540983,1.3276463901757264e-08,8.849740614415292e-12,0.0004135051075600194,3.5888032518694036e-05,1.1016804524670786e-09,1.845334825161808e-10,6.347211192121324e-09,0.013673186302590654,3.053140573363609e-10,1.850708003089055e-05,1.766014294712542e-05,0.00033881924675058787,0.004225061941469794,1.133394873444437e-05,1.2502226300976442e-05,2.053521234653192e-12,3.8525182190615613e-13,9.43154579778837e-09,5.76020825695172e-09,9.695177635557065e-05,3.629274043815639e-06,0.004940401460498442,5.800215375233962e-07,4.831545268747464e-12,5.5898808793055834e-08,0.00017254492148790655,3.407798824780194e-07,0.003889891353689818,0.004002989288351112,4.5597867908704445e-07,9.312534299577585e-10,7.623225782081688e-07,6.135373023406042e-08,0.0005718004041819475,7.151492535127417e-10,3.8255264982833506e-06,1.1773079167671907e-08,0.0002906848772412076,0.00042577928660911897,1.1885808607166074e-13,1.8466473166697177e-14,3.7705597786407366e-08,8.594814668934607e-08,1.2939735163991318e-07,8.138873712216234e-11,9.938561307734571e-05,2.2178010578506192e-12,1.1429838868105835e-11
0.0001839038815148567,0.7742265858312726,8.9696859952341e-05,3.2861581631588164e-05,6.704132463095752e-05,0.01218980422713445,0.0,0.0,0.0007193754832058976,3.5867086050615995e-05,0.08987689158872476,0.0028270066932037183,5.3814483216925995e-06,1.1263294319126228e-13,5.389171777048232e-10,2.5362913630031846e-07,0.0021122664590679492,0.004196932820193304,8.900283338421059e-06,2.9743655481228234e-08,0.0017107482015078636,2.5609643942885755e-09,2.941620455886743e-08,0.00010669050725732734,4.059020610102221e-07,0.031948267468753684,1.1727930498056551e-07,0.0010770483900428844,0.0016376549342110062,1.1291771200656319e-06,2.0075397694880575e-07,5.562005220814687e-10,1.6745486042028293e-07,2.893484323102069e-06,3.76,0.0,1.8181103224516707e-05,0.9095263269513657,0.03210596205049093,0.004195859677506101,0.8009341496513077,0.6298096086189895,1.3252880811629893e-08,8.836418125859172e-12,0.00041311491564636604,3.5915561594789e-05,1.100281261764266e-09,1.8429672409580891e-10,6.340079526590326e-09,0.013687083989533187,3.0452201614998426e-10,1.8506689728992072e-05,1.7656388589317277e-05,0.00033843112855624387,0.004223008023614967,1.1321342677515982e-05,1.2488307094948324e-05,2.053380117369522e-12,3.8522524065461865e-13,9.43187111309293e-09,5.806036902479708e-09,9.68259218702984e-05,3.623542967304536e-06,0.004980053335493656,5.796887370039484e-07,4.827111899697792e-12,5.576518860080283e-08,0.00017337141814956222,3.4414598626376073e-07,0.0039022439338569697,0.004047393707195069,4.578397855120835e-07,9.340644320947003e-10,7.65660910996315e-07,6.162263602937263e-08,0.0005782154022547729,7.231854752240238e-10,3.838404861012413e-06,1.1799787593488107e-08,0.0002936999827941292,0.00043328147137064747,1.1912774465041564e-13,1.8508370566195907e-14,3.800174299831997e-08,8.601149634745076e-08,1.3066388865286097e-07,8.250796317264487e-11,0.00010044117548088268,2.243922936310368e-12,1.14441810484694e-11
0.00018513644589913494,0.7743430093334159,8.974207659960731e-05,3.287096103388606e-05,6.707621017286073e-05,0.01229542479143046,0.0,0.0,0.0007210444034731465,3.606354095625249e-05,0.09090882934331336,0.002858809037407697,5.4263703639666725e-06,1.1333722542886019e-13,5.415035216591195e-10,2.5388619149336853e-07,0.0021133454084120663,0.004229427015971246,8.983481778326653e-06,3.0006630617536073e-08,0.0017244514840042047,2.5964533098214247e-09,2.9458917576792557e-08,0.00010787654177575721,4.0692614339268187e-07,0.03219953818468074,1.1895669926347425e-07,0.0010932774964874023,0.0016544330675921134,1.1385272803739545e-06,2.0241661054280123e-07,5.60323282496954e-10,1.6853033792754922e-07,2.956205125968663e-06,3.76,0.0,1.7247975427191187e-05,0.908667787725085,0.03241934633645769,0.004251707746636695,0.8016915888660546,0.6288632653242836,1.3229589218043487e-08,8.823113823560299e-12,0.0004127249596159824,3.594207499050616e-05,1.09887330111045e-09,1.8405837435881594e-10,6.332886607708191e-09,0.013700042723818546,3.0373175336396574e-10,1.8506118176608397e-05,1.7652471032531376e-05,0.0003380408533788803,0.004220920228409407,1.130867490771171e-05,1.2474320144445584e-05,2.053215667792176e-12,3.851942855753987e-13,9.432092564305249e-09,5.8516273922508144e-09,9.669925468378677e-05,3.617789544773873e-06,0.0050193759397683,5.793504131533523e-07,4.822636632640274e-12,5.5631303746683344e-08,0.00017418070315859915,3.4749958637396673e-07,0.003914782328168785,0.0040917638625919414,4.5973245014944805e-07,9.369318689923793e-10,7.690356033379731e-07,6.189448959083374e-08,0.0005846274403282491,7.312180063588176e-10,3.85143423729876e-06,1.182688246834676e-08,0.0002967216291792201,0.0004408236645507866,1.1940130470944033e-13,1.8550874120675348e-14,3.8295379791154685e-08,8.607387295583468e-08,1.3192619721878523e-07,8.363006990179632e-11,0.00010148439364781841,2.2701083468513267e-12,1.1458145425125904e-11
0.00018636901028341318,0.7744595101009174,8.978680660345913e-05,3.288008006601674e-05,6.711045052781911e-05,0.012401118397054838,0.0,0.0,0.0007226965188849904,3.625884113724267e-05,0.09194197363534411,0.002890681445032653,5.471062336326925e-06,1.140399030725385e-13,5.440766209412089e-10,2.5414084113109847e-07,0.0021144061140026065,0.00426168557058758,9.066461547243407e-06,3.026937213021836e-08,0.001738132448733425,2.632122802393925e-09,2.950115602165806e-08,0.00010906010682016863,4.079383141014981e-07,0.03244949711418576,1.2064268806383636e-07,0.0011095793297922708,0.0016711256916299951,1.1478292138347616e-06,2.0407425474903465e-07,5.644499190250936e-10,1.6960632756958036e-07,3.019603024147366e-06,3.76,0.0,1.638144351505857e-05,0.9078097764112284,0.03273279094984649,0.004307798234430858,0.802449031187858,0.6279180389395015,1.3206570093463646e-08,8.809827686480052e-12,0.0004123352433668196,3.596757627298786e-05,1.0974570425944207e-09,1.838185215090034e-10,6.325635577678363e-09,0.013712088908410726,3.0294327655801304e-10,1.850537315418421e-05,1.764839742304129e-05,0.000337648538059361,0.004218800676259451,1.1295949382448546e-05,1.2460269801375798e-05,2.0530288483164576e-12,3.851591370542482e-13,9.432214493254683e-09,5.8969799452770634e-09,9.657182038603613e-05,3.6120157380144517e-06,0.005058370310183945,5.790069058615831e-07,4.8181215153182336e-12,5.5497182606384656e-08,0.00017497317155333285,3.5084052930573495e-07,0.0039275055048930965,0.004136098243330233,4.616557088801316e-07,9.398536190644019e-10,7.724468324412127e-07,6.216930462182742e-08,0.000591036422868101,7.392467262040852e-10,3.864615172414148e-06,1.1854364214418362e-08,0.0002997494862711988,0.00044840533999429045,1.1967877049123912e-13,1.8593984487308362e-14,3.8586532534179975e-08,8.61353077373641e-08,1.3318421392427466e-07,8.475506683800309e-11,0.00010251526576472359,2.29635723469724e-12,1.1471734080169975e-11
0.0001876015746676914,0.774576084250992,8.983107535045716e-05,3.288895049808041e-05,6.71440723357485e-05,0.012506883190483764,0.0,0.0,0.000724331882221449,3.6452972258726276e-05,0.09297628471479889,0.0029226234996081405,5.515525757544548e-06,1.1474105382811672e-13,5.466367844220801e-10,2.543931861152099e-07,0.0021154496488403375,0.00429370960237233,9.149223288796546e-06,3.053188284512114e-08,0.0017517910444712578,2.667972057048874e-09,2.954294148522287e-08,0.00011024118372236465,4.089387792878013e-07,0.03269814563200963,1.2233722638720459e-07,0.0011259531251308968,0.0016877329180250843,1.1570833265161304e-06,2.0572693804572272e-07,5.685804161901436e-10,1.706828334613244e-07,3.083676659060388e-06,3.76,0.0,1.5576722535413134e-05,0.9069523011903401,0.033046292085629876,0.004364128947036255,0.8032064489145391,0.6269739411613985,1.3183805779657437e-08,8.796559696890285e-12,0.0004119457706146021,3.59920696146023e-05,1.0960329350639532e-09,1.8357724929025125e-10,6.318329419192911e-09,0.013723248322851826,3.0215659271631837e-10,1.8504462051808558e-05,1.7644174547446215e-05,0.00033725429356356776,0.004216651372731234,1.1283169864692763e-05,1.2446160203854896e-05,2.052820572388945e-12,3.851199663023972e-13,9.432241018072876e-09,5.942094814023683e-09,9.644366225374643e-05,3.6062234002020115e-06,0.0050970375323717,5.786585344368038e-07,4.813568492180385e-12,5.536285207446245e-08,0.00017574920802668656,3.5416867192052586e-07,0.003940412406305465,0.004180395382063589,4.636086570368999e-07,9.428276882867437e-10,7.758947546392157e-07,6.244709317778407e-08,0.0005974422601440595,7.472715213714838e-10,3.877948096016282e-06,1.1882232889764275e-08,0.0003027832276210944,0.0004560259836025765,1.1996014256368422e-13,1.86377017524885e-14,3.887522562071831e-08,8.619583029250726e-08,1.3443787929100432e-07,8.588296314442404e-11,0.00010353379909905681,2.322669548916343e-12,1.1484949204503919e-11
0.00018883413905196965,0.7746927279768091,8.987490701282979e-05,3.289758351059495e-05,6.717710089864821e-05,0.012612717352965815,0.0,0.0,0.0007259505535276993,3.6645921151895706e-05,0.09401172384460121,0.0029546347947881726,5.55976214905866e-06,1.1544075259879703e-13,5.491843096524805e-10,2.5464332218045067e-07,0.0021164770211360307,0.004325500255054871,9.231767647597822e-06,3.0794165513590514e-08,0.0017654272258895388,2.7040002724820273e-09,2.958429438391877e-08,0.00011141975515404041,4.099277385541053e-07,0.03294548528776565,1.2404026980083187e-07,0.0011423981278911716,0.0017042548832000304,1.1662900180014166e-06,2.0737468792846055e-07,5.727147559340019e-10,1.717598586385329e-07,3.14842465481482e-06,3.76,0.0,1.4829371242907506e-05,0.9060953698621201,0.033359846062310496,0.004420697715610105,0.8039638149881846,0.6260309829605308,1.3161279889276928e-08,8.783309840007621e-12,0.00041155654490207256,3.6015559747948736e-05,1.0946014053117671e-09,1.8333463721793276e-10,6.310970963818732e-09,0.01373354613135406,3.013717082604035e-10,1.8503391889240445e-05,1.7639808851160507e-05,0.00033685822528748934,0.004214474214704735,1.1270339932140246e-05,1.2431995286295324e-05,2.0525917070554847e-12,3.850769358341257e-13,9.432176044866961e-09,5.9869722825273774e-09,9.631482137064455e-05,3.60041428179638e-06,0.005135378737562583,5.783055988375996e-07,4.808979409718186e-12,5.5228337642203825e-08,0.00017650918710915007,3.5748388080923033e-07,0.0039535019506318604,0.004224653853491906,4.65590445139493e-07,9.458522010154623e-10,7.793795065718336e-07,6.272786575970442e-08,0.0006038448679273093,7.552922854155786e-10,3.891433329060912e-06,1.1910488211676436e-08,0.0003058225306212754,0.0004636850929545888,1.2024541805554368e-13,1.868202546841306e-14,3.916148344294718e-08,8.625546868681172e-08,1.3568713753766717e-07,8.701376759544272e-11,0.00010454000948661244,2.3490452418888685e-12,1.1497793089567501e-11
0.00019006670343624788,0.7748094375476238,8.991832460353424e-05,3.2905989724144204e-05,6.720956024923412e-05,0.012718619099392063,0.0,0.0,0.0007275525994963209,3.683767575393628e-05,0.09504825327362021,0.002986714933836364,5.6037730332947754e-06,1.1613907157296386e-13,5.517194832943238e-10,2.548913401608217e-07,0.002117489178148644,0.004357058695652976,9.314095267671624e-06,3.105622281211651e-08,0.0017790409532366428,2.7402066604803814e-09,2.9625234022302957e-08,0.0001125958050512061,4.109053852077647e-07,0.033191517796083064,1.2575177440026804e-07,0.0011589135933646256,0.001720691746598553,1.1754496814278585e-06,2.0901753094212588e-07,5.768529177837629e-10,1.7283740510853363e-07,3.2138456185026545e-06,3.76,0.0,1.4135267434870779e-05,0.9052389898647212,0.033673449316165414,0.004477502395624019,0.8047211029920008,0.6250891746249119,1.3138977214479317e-08,8.770078103659992e-12,0.0004111675696077502,3.603805192294117e-05,1.0931628591997436e-09,1.8309076079794147e-10,6.3035628999240816e-09,0.013743006891267862,3.0058862908002393e-10,1.850216933491388e-05,1.763530645596521e-05,0.00033646043334607215,0.004212270996197173,1.1257462985997104e-05,1.2417778789055609e-05,2.0523430753766344e-12,3.8503019991939345e-13,9.432023278779064e-09,6.031612664615578e-09,9.618533674152975e-05,3.594590036116413e-06,0.005173395099591207,5.779483808320992e-07,4.804356021526613e-12,5.509366347131753e-08,0.00017725347336370456,3.607860316808409e-07,0.003966773033864761,0.004268872272632948,4.676002749381074e-07,9.48925391501601e-10,7.829012062995623e-07,6.301163140214602e-08,0.0006102441672034628,7.633089184716512e-10,3.905071090304413e-06,1.1939129578589985e-08,0.00030886707665783584,0.00047138217693731556,1.2053459087758755e-13,1.8726954687422694e-14,3.944533036877836e-08,8.631424953378397e-08,1.3693193635580625e-07,8.814748855691845e-11,0.00010553392083868755,2.3754842688196065e-12,1.1510268119417506e-11
0.00019129926782052612,0.77492620930855,8.996135002905265e-05,3.2914179227560965e-05,6.724147321597505e-05,0.01282458667720715,0.0,0.0,0.0007291380928884082,3.70282250503069e-05,0.09608583621027879,0.0030188635291374315,5.647559932090469e-06,1.1683608031171586e-13,5.542425815293738e-10,2.5513732624145975e-07,0.0021184870098013135,0.004388386112484946,9.396206791056651e-06,3.131805734182112e-08,0.0017926321920348123,2.7765904453860903e-09,2.96657786529076e-08,0.00011376931854279219,4.118719064975119e-07,0.033436245027276636,1.2747169677657344e-07,0.001175498786447948,0.0017370436890861358,1.184562703524208e-06,2.1065549270681936e-07,5.809948789843894e-10,1.7391547389868264e-07,3.279938140483214e-06,3.76,0.0,1.3490585039774265e-05,0.904383168293047,0.03398709839577286,0.004534540866192116,0.8054782871461151,0.6241485258009548,1.3116883642050097e-08,8.756864477982357e-12,0.0004107788479542444,3.6059551865946145e-05,1.0917176827315061e-09,1.828456917357182e-10,6.296107780237101e-09,0.013751654561877762,2.9980736056248643e-10,1.850080072397731e-05,1.7630673176676328e-05,0.0003360610128467979,0.004210043413874479,1.1244542259400747e-05,1.2403514267694565e-05,2.0520754587227085e-12,3.8497990501414813e-13,9.43178623450504e-09,6.076016302220682e-09,9.60552454003741e-05,3.588752224629482e-06,0.005211087832062661,5.775871450924382e-07,4.799699993136236e-12,5.495885246405566e-08,0.00017798242159032456,3.640750088117141e-07,0.003980224531461756,0.004313049293179512,4.6963739574404924e-07,9.520455959556624e-10,7.864599543513937e-07,6.329839775615963e-08,0.0006166400839002166,7.713213269120313e-10,3.918861502425006e-06,1.1968156090781985e-08,0.00031191655125084535,0.000479116755386138,1.2082765193157445e-13,1.8772487994472766e-14,3.9726790720609926e-08,8.637219807323114e-08,1.3817222670132862e-07,8.928413396853663e-11,0.00010651556466858453,2.4019865872445026e-12,1.1522376763187616e-11
0.00019253183220480435,0.775043039680294,9.000400414006492e-05,3.292216160465578e-05,6.727286148481795e-05,0.012930618365360325,0.0,0.0,0.0007307071119917851,3.7217559019345984e-05,0.09712443679676305,0.0030510802017338964,5.691124365298515e-06,1.175318458521953e-13,5.567538704559811e-10,2.553813621981227e-07,0.002119471352085895,0.004419483713298672,9.478102856554018e-06,3.1579671628438744e-08,0.0018062009127936026,2.813150863593823e-09,2.9705945533305798e-08,0.00011494028188323594,4.1282748384617644e-07,0.033679668998517175,1.291999939860414e-07,0.0011921529813564572,0.0017533109114473847,1.193629464675695e-06,2.1228859794785551e-07,5.851406146426806e-10,1.7499406510266061e-07,3.346700794649417e-06,3.76,0.0,1.2891772848722918e-05,0.9035279119161057,0.03430078995680905,0.004591811029422082,0.8062353423024239,0.6232090455318612,1.3094986074621531e-08,8.743668955139821e-12,0.0004103903830161414,3.608006574094885e-05,1.090266243063014e-09,1.8259949813312394e-10,6.288608028956642e-09,0.013759512513487386,2.990279076201289e-10,1.8499292075373483e-05,1.7625914536928878e-05,0.0003356600541488189,0.0042077930722654614,1.1231580825441516e-05,1.2389205101787294e-05,2.0517895989472667e-12,3.849261901676865e-13,9.431468246247028e-09,6.120183563784917e-09,9.592458251278724e-05,3.582902321939886e-06,0.005248458185674876,5.772221402220886e-07,4.795012906563929e-12,5.482392632938075e-08,0.00017869637703826286,3.6735070454057143e-07,0.0039938552999337455,0.004357183605938323,4.717011010094463e-07,9.552112452043433e-10,7.900558347104751e-07,6.358817116731544e-08,0.0006230325486290474,7.793294230201387e-10,3.932804597782204e-06,1.1997566569764777e-08,0.0003149706441828642,0.00048688835873513946,1.211245893059424e-13,1.8818623537527774e-14,4.00058887558498e-08,8.642933824561439e-08,1.3940796260344252e-07,9.042371133176034e-11,0.00010748497963714029,2.428552156618355e-12,1.1534121567759497e-11
0.0001937643965890826,0.7751599251587186,9.00463067800079e-05,3.292994595961144e-05,6.730374565768576e-05,0.013036712473295442,0.0,0.0,0.0007322597401145466,3.740566857917926e-05,0.09816402008382803,0.003083364580886768,5.734467849538243e-06,1.1822643279010802e-13,5.592536064806255e-10,2.5562352562490405e-07,0.002120442990267261,0.004450352723511297,9.559784098615408e-06,3.1841068122733554e-08,0.0018197470907386384,2.849887163060973e-09,2.974575098010469e-08,0.00011610868238884285,4.137722930754544e-07,0.033921791865477266,1.3093662352299826e-07,0.0012088754613491356,0.00176949363297473,1.2026503390029584e-06,2.139168705287614e-07,5.892900978814431e-10,1.7607317792486193e-07,3.414132138679265e-06,3.76,0.0,1.2335534778779405e-05,0.9026732271934589,0.03461452075710255,0.0046493108097887,0.8069922439385845,0.6222707422936038,1.3073272357573084e-08,8.730491529076083e-12,0.00041000217772746975,3.609960011271109e-05,1.0888088894579637e-09,1.8235224467438316e-10,6.281065948458507e-09,0.013766603536755387,2.9825027471611664e-10,1.849764910804262e-05,1.762103578414381e-05,0.0003352576431083961,0.00420552148869372,1.1218581604821883e-05,1.237485450334348e-05,2.0514862004440494e-12,3.8486918740801305e-13,9.431072477123511e-09,6.164114842751089e-09,9.579338147312403e-05,3.577041720494837e-06,0.005285507445688454,5.76853599719996e-07,4.790296264615174e-12,5.468890564547656e-08,0.00017939567562435204,3.7061301877154214e-07,0.004007664178329893,0.004401273937346671,4.7379072515483963e-07,9.584208579364526e-10,7.936889157435292e-07,6.388095674901735e-08,0.0006294214964402622,7.873331246813817e-10,3.946900323832815e-06,1.2027359576451526e-08,0.0003180290496161617,0.0004946965276774452,1.2142538845906332e-13,1.8865359056017643e-14,4.02826486491224e-08,8.648569276253015e-08,1.4063910098540778e-07,9.156622770097098e-11,0.00010844221111689787,2.455180937954485e-12,1.1545505150796641e-11
0.00019499696097336082,0.7752768623143146,9.008827683152978e-05,3.2937540941137193e-05,6.733414530785111e-05,0.013142867339978713,0.0,0.0,0.0007337960651121331,3.7592545536900256e-05,0.09920455200619363,0.0031157163036589866,5.77759189701451e-06,1.1891990335356714e-13,5.617420366877684e-10,2.558638901490668e-07,0.0021214026618987317,0.004480994384553169,9.641251146365455e-06,3.210224920062843e-08,0.001833270705554879,2.8867986028354126e-09,2.978521041960651e-08,0.00011727450837771307,4.147065046125585e-07,0.03416261591442605,1.326815432928579e-07,0.0012256655184648027,0.0017855920901431147,1.2116256944311942e-06,2.1554033347523382e-07,5.934432999490828e-10,1.7715281072299468e-07,3.482230714273863e-06,3.76,0.0,1.181881155724278e-05,0.9018191202908175,0.03492828765193307,0.0047070381535293795,0.8077489681512536,0.6213336240286644,1.3051731211201283e-08,8.71733219528477e-12,0.0004096142348887839,3.6118161911878485e-05,1.0873459542028856e-09,1.821039928043003e-10,6.2734837257204976e-09,0.013772949852244675,2.9747446588901996e-10,1.8495877256315355e-05,1.7616041903749312e-05,0.0003348538613113769,0.0042032300979427,1.1205547373206515e-05,1.2360465524885406e-05,2.0511659321021373e-12,3.848090221085373e-13,9.4306019281328e-09,6.207810556134385e-09,9.566167399649667e-05,3.571171735054355e-06,0.0053222369295359345,5.764817428913594e-07,4.785551495009398e-12,5.4553809919386537e-08,0.00018008064415560329,3.7386185852940825e-07,0.004021649989626391,0.004445319048062751,4.759056406373399e-07,9.61673034362085e-10,7.973592510755115e-07,6.417675845164465e-08,0.000635806866590722,7.953323550900445e-10,3.961148548225561e-06,1.2057533428346953e-08,0.0003210914661990937,0.0005025408128356313,1.21730032392872e-13,1.8912691907821537e-14,4.055709447609971e-08,8.654128317319442e-08,1.4186560149592873e-07,9.271168967453533e-11,0.00010938731077449522,2.4818728934273467e-12,1.1556530194211318e-11
