Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044),CFO3(5914),CHFO2(172),S(459),C2H4(456),C2H2F2(59),C#CC(5603),C3H4(6319),CHF(40),CHFO2(735),CF(50),S(3734),CHFO2(782),CHO3(1596),S(3113),S(1075),S(6101),S(6880),S(2986)
0.00010481934646796144,0.6829357262419194,2.3198183532603608e-06,3.4463037396960657e-07,5.637252452227169e-07,0.00014589606612639704,0.0,0.0,0.00010211785341491079,2.8647510108019666e-06,0.00011433850474466893,3.252356771719279e-06,2.0846802595699916e-09,1.9941576027006545e-19,4.0429500434070656e-14,1.2068196269733145e-09,9.583529805152286e-06,5.97208959415799e-05,2.555000525921203e-10,3.98662798441482e-12,5.062545435904932e-05,6.3784845379149865e-12,2.3881919529711868e-11,1.3372124009655265e-09,5.118399629403332e-10,5.690283044132956e-05,4.021194996735522e-10,1.1320755871881496e-07,8.454664026471886e-09,1.0552706997103009e-11,1.8827875938532438e-11,1.7646727484331513e-12,1.0013137221735268e-09,8.371102304050964e-10,3.76,0.0,0.23582129932926071,0.9994019442155967,0.00013155605229561455,1.892054836762583e-05,0.5016025788206291,0.5011765078736773,1.889682320536307e-07,1.6864713447273278e-12,0.00025212447146579837,5.528964158839238e-06,2.7720357263726254e-12,2.932104201049917e-12,5.874332780378428e-11,9.935643944348199e-05,1.3555129922798141e-10,1.0035732069434537e-07,1.1116475738003635e-07,4.649841257759417e-06,2.3074803686505346e-05,6.6820628608873e-07,6.735522110300859e-07,3.2930330911606907e-16,1.531503531911186e-16,5.393152611842429e-11,3.0467052080449083e-12,1.9291368127254964e-06,5.8766812854472e-08,9.009122362622756e-08,2.2407012513853982e-14,6.9874229008255585e-09,4.13785565817973e-09,2.763045320547511e-09,2.973677682906978e-08,0.00027682509085157823,3.620663324896216e-06,8.548744676068286e-07,3.7252057476522155e-12,5.523720095492958e-09,3.414929930484006e-10,1.325171561866658e-07,4.929453005663096e-14,2.3652789798014914e-10,1.6741438084719106e-11,3.2373150453031512e-09,8.062519865988557e-06,1.4974591239498858e-07,2.8105732721053035e-11,1.6979085708711995e-16,9.808029089711111e-14,8.717535832911328e-09,8.036865685925462e-16,3.656082763436523e-07,6.634739425227871e-13,2.287701418936579e-14,3.170513354064328e-10,9.382089240329388e-11,2.3321687962069005e-17,1.1292502417529444e-08,3.211200123518424e-14,1.2570483259283473e-08,2.738453121587692e-15,1.7115666481799235e-15,1.2294280020192025e-13,2.7778925934642018e-18,8.574529644979972e-07,5.235081022244374e-10,2.0922381938172026e-16,5.639197675357688e-09,1.810029115071431e-15,1.0224395725246448e-10,6.513390130444035e-15,5.521144608453806e-17,2.6867001041144783e-19,1.7651767614621018e-07,1.730324828033794e-09,2.32212036531017e-12,1.1661301392449182e-13,8.441875642984325e-16
0.00010548512945286477,0.6831299449495868,2.3522058959876743e-06,3.503753996426916e-07,5.749565176794983e-07,0.00014780259680695544,0.0,0.0,0.00010344693630319575,2.9051048310551658e-06,0.00011703888119141194,3.3292832475683057e-06,2.126934857435745e-09,2.0917254689427019e-19,4.182028659104141e-14,1.2311484624282815e-09,9.840019733708957e-06,6.0370744019841227e-05,2.6430128759748024e-10,4.097194805864583e-12,5.1179440031377715e-05,6.450294557900792e-12,2.438437818792457e-11,1.3975099164221443e-09,5.309944284620544e-10,5.8250033304857224e-05,4.0484678876091237e-10,1.1602727071487149e-07,8.936407940717177e-09,1.1115631825404403e-11,1.940736904194708e-11,1.7999452081408917e-12,1.0195978605563913e-09,8.484462552473881e-10,3.76,0.0,0.23411696127580867,0.9993958932623034,0.0001339878419778584,1.9262347342394416e-05,0.5033057812716086,0.5028716840489662,1.8762771726939827e-07,1.6835099797202284e-12,0.00025212294480691453,5.631482172695362e-06,2.824718756815559e-12,2.9924736977839478e-12,6.009199591950506e-11,0.00010117639044017139,1.3597029771672975e-10,1.0247641490877293e-07,1.1339570174402367e-07,4.745608518858036e-06,2.3571758290720964e-05,6.796082236395874e-07,6.850601385986408e-07,3.3584446814964735e-16,1.5619242671987162e-16,5.500502727647309e-11,3.1142666408309585e-12,1.9677226997532284e-06,6.001533792658725e-08,9.377162840302662e-08,2.2851306470226417e-14,7.1723957548999715e-09,4.17152932535152e-09,2.8174945943242934e-09,3.005894677254752e-08,0.0002805485662437344,3.697091073840488e-06,8.636447069295712e-07,3.787278972203991e-12,5.5787720900187995e-09,3.4928479102453246e-10,1.356217544327907e-07,5.0451209904743076e-14,2.4457524041791883e-10,1.7308233456919065e-11,3.347526720301739e-09,8.118246278934152e-06,1.5318760309936337e-07,2.9054236525189083e-11,1.7552069915325005e-16,1.0196410045675004e-13,8.809107356000995e-09,8.329986662959705e-16,3.7137029632661557e-07,6.85229863798119e-13,2.334671833659501e-14,3.225707531103716e-10,9.535330369538536e-11,2.4108693897997556e-17,1.1651681940480783e-08,3.2363948572014474e-14,1.2773655125906152e-08,2.8247343345311544e-15,1.7576556798247013e-15,1.266337557652484e-13,2.845318590363396e-18,8.69095479136664e-07,5.455895895763234e-10,2.1804884307829566e-16,5.764384928478606e-09,1.8496764632554514e-15,1.0555361841153303e-10,6.68605341453415e-15,5.642073034657202e-17,2.8042046952933794e-19,1.78426226173433e-07,1.7751929534162814e-09,2.417401207662607e-12,1.2096891633035398e-13,8.542944513470762e-16
0.00010615091243776809,0.6833227732828819,2.384997141767638e-06,3.5620975056664215e-07,5.863907224115184e-07,0.0001497277730136183,0.0,0.0,0.00010479051371721686,2.9459995159293225e-06,0.00011979281012881301,3.4077411646731437e-06,2.1700402197100747e-09,2.1938686360899063e-19,4.3255770044117344e-14,1.2559007343442774e-09,1.010260671016686e-05,6.102357960747559e-05,2.7338803611409333e-10,4.2104239034742256e-12,5.1735425096511694e-05,6.522396490239174e-12,2.489677236206787e-11,1.4604412772900092e-09,5.508263814661518e-10,5.9623811264941504e-05,4.0758304000250775e-10,1.1891500691927218e-07,9.444092719868829e-09,1.1706946787896476e-11,2.0004207158417386e-11,1.835832705532966e-12,1.0382174372150003e-09,8.599222910652369e-10,3.76,0.0,0.23242487555142452,0.9993897474679808,0.00013645792608179175,1.9610443305717337e-05,0.5049967357403812,0.5045544807999391,1.8629684515438317e-07,1.6805696063491754e-12,0.0002521213942234568,5.73538491897616e-06,2.8781928875154413e-12,3.053923107796058e-12,6.146743299491848e-11,0.00010302732270265152,1.3638597075053653e-10,1.0463424911606555e-07,1.1566527924607685e-07,4.843071917474323e-06,2.4077756831575973e-05,6.911674506032368e-07,6.967268103297338e-07,3.4249797011028553e-16,1.592867467476179e-16,5.609704657843693e-11,3.1830994454279863e-12,2.006971959083447e-06,6.12862858840176e-08,9.760126273585192e-08,2.3303200084444645e-14,7.3617205508147e-09,4.206856570278718e-09,2.8728674537559416e-09,3.0384242982854773e-08,0.00028430986214419155,3.7747772861110768e-06,8.724935085546226e-07,3.850162410448079e-12,5.634310486636643e-09,3.5724393355335246e-10,1.3878867599940578e-07,5.163112793490678e-14,2.5287909729251795e-10,1.789300868336477e-11,3.461251212022745e-09,8.174229856906719e-06,1.5669951353752925e-07,3.003273385277135e-11,1.8143172454845689e-16,1.0599199224872362e-13,8.901559372935136e-09,8.633195332066646e-16,3.7718410416351654e-07,7.076385382629542e-13,2.382512024174273e-14,3.2817614704953186e-10,9.690716256400858e-11,2.49205852679017e-17,1.2022793244718801e-08,3.2628638409336744e-14,1.2979614768711783e-08,2.9138628923737892e-15,1.804792105609209e-15,1.30423724164436e-13,2.9143239279555555e-18,8.808597832028495e-07,5.685013670658071e-10,2.272056997542899e-16,5.8922429927611345e-09,1.8901611989835832e-15,1.0897872100392575e-10,6.862636313554693e-15,5.765555827949547e-17,2.9265036048417135e-19,1.8035373490076018e-07,1.8210365195607815e-09,2.5163112962955994e-12,1.2546873013444965e-13,8.645293028763646e-16
0.00010675011712418107,0.6834951384281497,2.414858331224323e-06,3.615381438421892e-07,5.968578186640486e-07,0.00015147651702306092,0.0,0.0,0.00010601224857497304,2.983274933515689e-06,0.0001223179068097648,3.4796845594922463e-06,2.2095774690103423e-09,2.289874450433129e-19,4.4587036254299334e-14,1.2785453418527673e-09,1.034425266898798e-05,6.16136999933577e-05,2.818176242732142e-10,4.314652831013143e-12,5.2237509907832295e-05,6.5875367145339274e-12,2.5366592493084127e-11,1.5194231768763807e-09,5.69273051954004e-10,6.088330428393646e-05,4.1005348251135796e-10,1.2157359356743783e-07,9.924275542772345e-09,1.2264518785888991e-11,2.0556631624585658e-11,1.8686655700836353e-12,1.0552668687098234e-09,8.703720611523022e-10,3.76,0.0,0.23091240081844516,0.9993841339533688,0.00013871420007768168,1.9929201303337415e-05,0.506508196336956,0.5060584853026514,1.851072469323794e-07,1.677941088473176e-12,0.0002521199779374134,5.8300933147599075e-06,2.9270044381669278e-12,3.110165363720352e-12,6.272860227184884e-11,0.0001047201041352197,1.3675725514785538e-10,1.0660994900202989e-07,1.1774142740347943e-07,4.932261432415357e-06,2.4541008026000835e-05,7.017067880474377e-07,7.073641056432651e-07,3.4858363165951877e-16,1.6211698278949766e-16,5.7095939124541706e-11,3.2461535028084893e-12,2.0428720729111075e-06,6.244960520543239e-08,1.011802206471059e-07,2.3716499545567772e-14,7.53590781015591e-09,4.240109488166379e-09,2.923504563944101e-09,3.0679709581380966e-08,0.0002877276404225528,3.845785504455915e-06,8.805251252120838e-07,3.907457774597838e-12,5.684714131027994e-09,3.6455221398751107e-10,1.416931396389669e-07,5.271327611817802e-14,2.6057825796797344e-10,1.8435124471681723e-11,3.5666940455798924e-09,8.22483861209439e-06,1.5992140594417294e-07,3.0939766532387794e-11,1.869110329517493e-16,1.097444866103222e-13,8.985526034743308e-09,8.914984112924418e-16,3.824609667545471e-07,7.28379504464269e-13,2.4263251462612197e-14,3.3329572710278655e-10,9.832424382075917e-11,2.5673179011004412e-17,1.2367339443110375e-08,3.287809157578872e-14,1.316739631510375e-08,2.996594863528205e-15,1.8481274889085963e-15,1.3392135185635023e-13,2.9778120397786058e-18,8.915527531448144e-07,5.898546649237905e-10,2.357397003197947e-16,6.009649926251188e-09,1.92732939241391e-15,1.1216334696401124e-10,7.024978779711243e-15,5.878923033595872e-17,3.0408234952159218e-19,1.8210487944814783e-07,1.8631445904086245e-09,2.608543126276288e-12,1.2964517417944112e-13,8.738518080116031e-16
0.00010734932181059406,0.6836663929892153,2.4450538236683484e-06,3.669409529803862e-07,6.074945515058033e-07,0.00015324063245819583,0.0,0.0,0.00010724595244928946,3.0210030182631724e-06,0.00012488783189313604,3.5529094806105744e-06,2.2498320835550304e-09,2.3899025281611213e-19,4.595661335354267e-14,1.3015432898100816e-09,1.0591033785862214e-05,6.220626712370753e-05,2.904924578948437e-10,4.421125743966086e-12,5.2741193385445314e-05,6.652911356673153e-12,2.5844781290220297e-11,1.5807125366113109e-09,5.883037401046714e-10,6.21650192162948e-05,4.1253147427526904e-10,1.2429004178607638e-07,1.0427539661321325e-08,1.2847206169039458e-11,2.1123937475107598e-11,1.9020120932348338e-12,1.0725974105852254e-09,8.809382955569639e-10,3.76,0.0,0.22940971439840968,0.9993784413474776,0.00014100234835659456,2.0253224177620105e-05,0.508009872663684,0.5075525957558971,1.8392535200546575e-07,1.6753293331004484e-12,0.00025211854169977766,5.925945746645082e-06,2.9764725811634924e-12,3.1673094992983754e-12,6.401218424909801e-11,0.00010643883120881166,1.3712588657385393e-10,1.086180150446872e-07,1.1984980172988297e-07,5.02286654414123e-06,2.5011809659001192e-05,7.123764306110433e-07,7.181329101859914e-07,3.5476301683630526e-16,1.6499080621419649e-16,5.8110284713210875e-11,3.310270213517056e-12,2.0793256308945203e-06,6.363163929685941e-08,1.0488894352421223e-07,2.41361373185317e-14,7.713759104804144e-09,4.274786011574066e-09,2.974912023795701e-09,3.0977754887961846e-08,0.00029117656802004244,3.917840550559077e-06,8.886213575256637e-07,3.96542350032956e-12,5.7355177755895355e-09,3.720015812211292e-10,1.4464986554186696e-07,5.3814910914159134e-14,2.6849721232526243e-10,1.8992643461729634e-11,3.6751470344806735e-09,8.275662499329934e-06,1.6320230999803133e-07,3.1872491223264066e-11,1.925455400687828e-16,1.136216362292414e-13,9.070219142180411e-09,9.205465568821767e-16,3.8778007202518514e-07,7.496775797223254e-13,2.470867748799985e-14,3.384872294495201e-10,9.97592047559613e-11,2.644708919137984e-17,1.2722202216015907e-08,3.313850347993974e-14,1.3357500260624619e-08,3.0817879906105727e-15,1.8923433368656206e-15,1.3750294363077202e-13,3.042641619523485e-18,9.023461799643312e-07,6.119235284982618e-10,2.445596834355831e-16,6.12931659245122e-09,1.9652059602429654e-15,1.1544778476309457e-10,7.190621307663682e-15,5.994451079086123e-17,3.1593142675533526e-19,1.838717116993025e-07,1.9060706481407267e-09,2.7039224759213854e-12,1.339449185061249e-13,8.832812120531625e-16
0.00010788860602836575,0.6838195786005259,2.472518493132621e-06,3.7186792955891746e-07,6.172147560014167e-07,0.0001548415856319022,0.0,0.0,0.0001083666095706444,3.055351161095299e-06,0.00012723967370762326,3.619924044770376e-06,2.286685980402955e-09,2.4835084414214835e-19,4.722286236290509e-14,1.3225477039479534e-09,1.0817606154123272e-05,6.274168087826767e-05,2.9851520047547333e-10,4.518905460552925e-12,5.319586729167731e-05,6.711948186489562e-12,2.6282436580618773e-11,1.6379178144358913e-09,6.059450925682529e-10,6.333784074600173e-05,4.147682392725137e-10,1.2678544204090872e-07,1.0901075663113918e-08,1.3393979725545716e-11,2.1647576535383152e-11,1.9324693418360006e-12,1.0884390145963374e-09,8.905487068914619e-10,3.76,0.0,0.2280656128850102,0.9993732494719634,0.00014308927596583094,2.0549411736653014e-05,0.509353068761664,0.5088888873800983,1.8286819131239912e-07,1.6729929918556094e-12,0.00025211723179843353,6.013199972218932e-06,3.0215615917266906e-12,3.2195211762975203e-12,6.518686302403297e-11,0.00010800820984297202,1.3745540226105554e-10,1.1045334345420993e-07,1.2177527583130546e-07,5.105638135301829e-06,2.5442076548191056e-05,7.220916705514531e-07,7.279384356872124e-07,3.6040568830070157e-16,1.6761502192604717e-16,5.903658960548355e-11,3.3688969564561578e-12,2.112613456084373e-06,6.471169161188949e-08,1.0834139550253039e-07,2.4519303549889724e-14,7.877013721402259e-09,4.3072464323508825e-09,3.0218462595606647e-09,3.124821653278484e-08,0.00029430743916436454,3.983596132229135e-06,8.959635923746988e-07,4.018171398211939e-12,5.781585411470397e-09,3.7882917038613463e-10,1.4735631836252097e-07,5.482330992796834e-14,2.7581709599190357e-10,1.950792150286443e-11,3.775395456018075e-09,8.321590626907208e-06,1.6620643742696413e-07,3.2734478537469766e-11,1.9775272498985208e-16,1.1722091100205664e-13,9.147068721295728e-09,9.474544525222144e-16,3.9260350228424785e-07,7.69333693300245e-13,2.5115898532655668e-14,3.4322198891349806e-10,1.010661590704108e-10,2.7162305505456007e-17,1.3050667195156565e-08,3.3382503988649304e-14,1.353060509562692e-08,3.160629682944651e-15,1.93290327786387e-15,1.4079968503705623e-13,3.1021605123306898e-18,9.121468718302294e-07,6.32414839986296e-10,2.527491876829126e-16,6.238987767895763e-09,1.9999127391579944e-15,1.1849170642415484e-10,7.342571537196576e-15,6.100311083044901e-17,3.2696403215167616e-19,1.8547540519666088e-07,1.945414640418175e-09,2.792540519745387e-12,1.3792285148593186e-13,8.91860378609947e-16
0.00010842789024613744,0.6839718758820365,2.500259365773618e-06,3.768567301930477e-07,6.270763112665563e-07,0.00015645518926608407,0.0,0.0,0.00010949712979390873,3.0900769082012393e-06,0.00012962891573973744,3.688007443884491e-06,2.3241423728427148e-09,2.580629109894866e-19,4.852177574200029e-14,1.3438461083354865e-09,1.104848579910763e-05,6.327909816417396e-05,3.067473569285721e-10,4.618569109349557e-12,5.3651821108910925e-05,6.7711734624437676e-12,2.6727115373118617e-11,1.6971284246483953e-09,6.240866568279583e-10,6.45291836962669e-05,4.1701134105091933e-10,1.2932983109094064e-07,1.1394947875893745e-08,1.3962768239137579e-11,2.2183911239452454e-11,1.9633542973043147e-12,1.1045153823951663e-09,9.002557480746319e-10,3.76,0.0,0.2267293419905291,0.9993679918327073,0.00014520266170692613,2.0849986486836832e-05,0.510688437914054,0.5102172606509621,1.8181719310500679e-07,1.6706700549118233e-12,0.00025211590530747283,6.10139747850318e-06,3.0671942394864197e-12,3.2724836932141398e-12,6.638024330261612e-11,0.00010959924332609856,1.3778279814309867e-10,1.123156295401944e-07,1.2372756485230455e-07,5.189587561437008e-06,2.5878627506466638e-05,7.319146101590137e-07,7.378526553534903e-07,3.6612632390375246e-16,1.7027549579404022e-16,5.997575216845646e-11,3.428409065762544e-12,2.146361623118313e-06,6.580731594728082e-08,1.1190585918865258e-07,2.490774081426102e-14,8.043340670264376e-09,4.340924788470052e-09,3.069421114056149e-09,3.1520800733246714e-08,0.00029746392165008246,4.050220274904882e-06,9.033588768095168e-07,4.0714727340288264e-12,5.827981424223643e-09,3.8577478605663733e-10,1.5010644613966852e-07,5.584799354929283e-14,2.833242408178748e-10,2.0036319610572597e-11,3.878208443937504e-09,8.367698032791377e-06,1.692599770707255e-07,3.3618347390394196e-11,2.0309209041321346e-16,1.2092731311297184e-13,9.22451572376418e-09,9.751067364332394e-16,3.974613704491625e-07,7.894627484584022e-13,2.5529217376577014e-14,3.48016718707247e-10,1.0238797485311084e-10,2.789567670819817e-17,1.338799470874578e-08,3.363587155094042e-14,1.3705639062008616e-08,3.241585076717452e-15,1.9742005660948174e-15,1.4416729335214115e-13,3.162813704924095e-18,9.220302742376748e-07,6.535187882372775e-10,2.611835381424668e-16,6.350562944410593e-09,2.0352162828179337e-15,1.216213665772212e-10,7.497289476139813e-15,6.207991482601268e-17,3.3835682575168007e-19,1.8709205162162638e-07,1.985442127325105e-09,2.8838696984888292e-12,1.4200582408885526e-13,9.005285811865217e-16
0.00010896717446390913,0.6841232901126089,2.5282790479932778e-06,3.8190809645958116e-07,6.370811216872412e-07,0.0001580815392012388,0.0,0.0,0.00011063759333189375,3.1251855539314433e-06,0.00013205608464812664,3.757174561915701e-06,2.3622117035763013e-09,2.681391792168991e-19,4.985414963443575e-14,1.3654422480940022e-09,1.1283744259155623e-05,6.381852996218794e-05,3.1519422704776696e-10,4.720148761935331e-12,5.41090477891155e-05,6.830586522610987e-12,2.7178936994471093e-11,1.758412233309419e-09,6.42741802068472e-10,6.573930001347995e-05,4.1926088834296997e-10,1.319242509338592e-07,1.1909980066820322e-08,1.455440811684315e-11,2.2733257785430896e-11,1.994672567042856e-12,1.1208299311163194e-09,9.100605283822422e-10,3.76,0.0,0.22540085575640248,0.9993626676092812,0.0001473428141868672,2.1155007485798802e-05,0.5120160262742106,0.5115377605196092,1.8077232115633218e-07,1.6683604408761874e-12,0.000252114562019918,6.190546227170603e-06,3.1133761866967188e-12,3.326206862857455e-12,6.759258964230776e-11,0.00011121224060757295,1.381080878311987e-10,1.1420522985504166e-07,1.2570700393538488e-07,5.274729873830258e-06,2.6321543669439503e-05,7.41846284069715e-07,7.478766130331804e-07,3.7192590777568855e-16,1.729726854774334e-16,6.092793619184414e-11,3.488818432001126e-12,2.1805759529896944e-06,6.69187115072755e-08,1.1558575128194634e-07,2.5301514933745076e-14,8.212790504275511e-09,4.375852976878699e-09,3.117644621635078e-09,3.179552355795907e-08,0.00030064619739474476,4.117722958265979e-06,9.10807554151769e-07,4.125332504768719e-12,5.874707928888637e-09,3.9284073340010435e-10,1.5290090016101552e-07,5.688920454905237e-14,2.9102316594534603e-10,2.0578153531328146e-11,3.983648002693743e-09,8.413987110237437e-06,1.723637125377227e-07,3.452462331467189e-11,2.0856681082797917e-16,1.2474388513784998e-13,9.30256501836262e-09,1.0035232764600271e-15,4.0235378362119476e-07,8.10075359261469e-13,2.5948725652046826e-14,3.528722472298521e-10,1.0372483465994085e-10,2.8647638803164295e-17,1.3734435303627715e-08,3.389884751816056e-14,1.3882625259086779e-08,3.3247136469496237e-15,2.0162469204308503e-15,1.4760715988141262e-13,3.2246246186387284e-18,9.319970297147953e-07,6.752515902372689e-10,2.698692161827184e-16,6.464078160000561e-09,2.071127840493184e-15,1.2483918534212078e-10,7.654821132189074e-15,6.317526598070827e-17,3.501208827135535e-19,1.8872176896854466e-07,2.0261632252988353e-09,2.977990135568102e-12,1.4619637338094726e-13,9.09287005973991e-16
0.00010950645868168082,0.6842738265413646,2.556580167008224e-06,3.8702277705388977e-07,6.472311158538345e-07,0.00015972073211308903,0.0,0.0,0.00011178808073909538,3.160682464408448e-06,0.00013452171405613637,3.827440474261445e-06,2.400904598947083e-09,2.7859298052868244e-19,5.122080422316926e-14,1.3873399039675899e-09,1.1523454061812817e-05,6.435998772275774e-05,3.2386124249418343e-10,4.823677071151411e-12,5.4567540323381816e-05,6.8901867158372916e-12,2.76380229735772e-11,1.821839310883887e-09,6.619242304006748e-10,6.696844478101409e-05,4.2151699218237004e-10,1.3456976825617693e-07,1.2447027353120251e-08,1.5169765616227598e-11,2.3295940522641276e-11,2.0264298194402608e-12,1.1373861229629053e-09,9.199641719610903e-10,3.76,0.0,0.22408010849158608,0.9993572759713693,0.0001495100455564123,2.1464534414978704e-05,0.5133358797319303,0.5128504316576803,1.79733539450861e-07,1.6660640688050584e-12,0.0002521132017262975,6.280654239371956e-06,3.1601131445445396e-12,3.380700614306683e-12,6.882416991219809e-11,0.00011284751473746023,1.384312848267378e-10,1.1612250604703994e-07,1.2771393873021947e-07,5.361080293442311e-06,2.6770907115339027e-05,7.518877357263852e-07,7.580113614775031e-07,3.7780543377885165e-16,1.7570705323418196e-16,6.189330715003513e-11,3.550137094552618e-12,2.215262328729403e-06,6.804607979323298e-08,1.1938458612588274e-07,2.570069235811639e-14,8.385414468220977e-09,4.41206368617579e-09,3.166524900888984e-09,3.2072400212001904e-08,0.0003038544494267295,4.186114297809997e-06,9.183099650092411e-07,4.1797557393684115e-12,5.921767023988276e-09,4.000292463257902e-10,1.557403417053309e-07,5.794718943278153e-14,2.9891849944543545e-10,2.1133745758526356e-11,4.091777546449552e-09,8.460460262036324e-06,1.7551844029508712e-07,3.545384371168208e-11,2.141801324328518e-16,1.2867375325035686e-13,9.381221072839525e-09,1.0327244613401115e-15,4.0728085037020913e-07,8.311823650504914e-13,2.6374516392223015e-14,3.577894137568695e-10,1.0507692300130352e-10,2.941863764440037e-17,1.4090246700375605e-08,3.417167921691748e-14,1.4061587020228576e-08,3.4100765644341858e-15,2.0590542355921157e-15,1.5112070099913729e-13,3.2876172192775934e-18,9.420477858664385e-07,6.976298384777464e-10,2.7881285325210715e-16,6.579570218765681e-09,2.1076588999241355e-15,1.281476515764494e-10,7.815213278026641e-15,6.428951477349026e-17,3.6226759994857993e-19,1.9036467621860887e-07,2.0675881834524824e-09,3.074984320171798e-12,1.504970957450081e-13,9.181368563140198e-16
0.00011004574289945251,0.6844234903878514,2.585165368141882e-06,3.9220153532552735e-07,6.57528246569725e-07,0.00016137286551984672,0.0,0.0,0.00011294867290450241,3.196573078421792e-06,0.0001370263446353369,3.898820450087487e-06,2.440231881635507e-09,2.8943788734907944e-19,5.262257629688043e-14,1.4095429258759627e-09,1.1767688733092508e-05,6.490348337471399e-05,3.3275397021744714e-10,4.9291871664990345e-12,5.50272917418754e-05,6.9499734019029905e-12,2.81044976849947e-11,1.8874820007637077e-09,6.816479841309484e-10,6.821687625654123e-05,4.237797658526473e-10,1.3726747504816273e-07,1.3006977321059793e-08,1.580973783871394e-11,2.3872292048795642e-11,2.0586318326859162e-12,1.1541874667544953e-09,9.299678180670244e-10,3.76,0.0,0.2227670547709946,0.9993518160786572,0.00015170467154772987,2.1778627585039835e-05,0.5146480439150738,0.5141553184587762,1.7870081218327804e-07,1.6637808582009223e-12,0.0002521118242146171,6.3717295957230945e-06,3.207410904175838e-12,3.435974993702135e-12,7.007525539998963e-11,0.00011450538291152889,1.3875240252212133e-10,1.1806782444756958e-07,1.2974872016416965e-07,5.448654213869233e-06,2.7226800872041363e-05,7.620400160270424e-07,7.682579609513158e-07,3.8376591420226674e-16,1.7847906985398718e-16,6.287203358540884e-11,3.612377243531785e-12,2.250426701766773e-06,6.918962462032045e-08,1.233059783581818e-07,2.6105340776106256e-14,8.561264505527761e-09,4.4495904174179515e-09,3.2160701638213403e-09,3.235144725168083e-08,0.0003070888618792569,4.255404547371804e-06,9.258664490921913e-07,4.234747512022258e-12,5.969160793825733e-09,4.0734232922490297e-10,1.5862544223915088e-07,5.902219849223507e-14,3.0701497672602685e-10,2.1703426396678137e-11,4.202661932973902e-09,8.507119900526002e-06,1.7872496988762666e-07,3.6406558133704496e-11,2.1993537484284064e-16,1.327201298946788e-13,9.460488253984697e-09,1.0627312122482333e-15,4.12242680752967e-07,8.527948350868817e-13,2.6806684477182068e-14,3.6276906851530683e-10,1.0644442633808055e-10,3.020912917096022e-17,1.4455693993697149e-08,3.445462010528973e-14,1.4242547911797795e-08,3.497736742445087e-15,2.1026345846563686e-15,1.5470935859747427e-13,3.351816028452306e-18,9.521831952785084e-07,7.206705084049055e-10,2.8802123385719813e-16,6.6970767085377885e-09,2.144821192532063e-15,1.3154932488986588e-10,7.97851346460954e-15,6.542301912493712e-17,3.748087055034511e-19,1.9202089333779725e-07,2.1097273851593176e-09,3.1749371782563817e-12,1.549106483189758e-13,9.270793551860163e-16
