Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734)
3.2207077023874146e-08,0.8682936906723449,1.5925508772627113e-08,2.952470139975896e-09,4.894650167565366e-10,9.505685558736509e-11,0.0,0.0,1.3305392136183281e-09,2.4469760042135814e-14,1.8716637320806917e-10,2.7737847783024825e-13,2.3942592950822557e-12,7.369018013502737e-24,2.3810040406685766e-16,1.0849961035388824e-11,8.950351414272009e-13,6.111748024655534e-08,8.558637209819789e-16,9.879723680461626e-16,1.6858787628126022e-06,2.6809053872566472e-12,1.8729956713831842e-13,5.432224856873369e-24,1.4846212330993772e-17,1.4558638002590217e-11,1.2527801950034366e-13,6.411205126001088e-20,4.0793555061961556e-27,2.6576684590973656e-27,3.991343649356104e-17,1.7875237783659663e-20,9.246496843243605e-15,1.3977846256566035e-19,3.76,0.0,0.6844386694100423,0.9978722510517186,5.648890849222336e-12,3.011319646120969e-17,0.10909663231617821,0.10897531502761207,0.00011785025611895419,1.4648935552373485e-08,0.0021276829788979346,6.601763214026254e-10,7.68649139952368e-11,4.362663628242909e-17,4.2024807679300324e-15,6.10018464962561e-08,4.785498571120872e-10,8.917007119004101e-09,7.243351341320288e-09,1.8118994779386557e-09,4.4286458365903835e-11,4.3846443453663185e-11,4.02836028107015e-11,3.2517507626622965e-20
3.3122771376947245e-08,0.8687340859407235,1.6353461872651726e-08,3.1145065208867315e-09,5.174707447425277e-10,1.0315799660980901e-10,0.0,0.0,1.4049836658426614e-09,2.7276470956921523e-14,2.0343267492141194e-10,3.1078777552089665e-13,2.61182159279593e-12,7.718222551712528e-24,2.4126879089917417e-16,1.1830390234146596e-11,9.999170245346834e-13,6.45490122164535e-08,9.699747161001383e-16,1.0748454115595996e-15,1.781380540896382e-06,2.9038559292870923e-12,2.0759706368498241e-13,6.603006690530299e-24,1.6771151285118034e-17,1.6228341452612943e-11,1.3535816798693873e-13,7.176798203441911e-20,5.2395117317132474e-27,3.3951497043661606e-27,4.4212267398503134e-17,2.006254592488498e-20,1.026330229970296e-14,1.6402273091034542e-19,3.76,0.0,0.6815667007713081,0.9978722473794182,6.308897109550491e-12,3.553497533617317e-17,0.11196869647044866,0.11184767545877601,0.00011735896743056367,1.4598873853324493e-08,0.0021276829624210457,6.97439777833282e-10,8.017692183103018e-11,4.7406135220442695e-17,4.5636863019198726e-15,6.442343717608405e-08,4.910513988302604e-10,9.139682386672238e-09,7.46716848409479e-09,1.912934500523511e-09,4.814199638716272e-11,4.6282678122371596e-11,4.2580253689185594e-11,3.60080902810477e-20
3.4038465730020345e-08,0.8691726337048612,1.67796619713651e-08,3.280240243241949e-09,5.462068009466777e-10,1.1168727898053206e-10,0.0,0.0,1.481323449846402e-09,3.031216279463999e-14,2.205982924612637e-10,3.471543136838588e-13,2.842409725629491e-12,8.07048445056142e-24,2.4430295441765697e-16,1.286958353541686e-11,1.1135690778879857e-12,6.806819281752578e-08,1.0959066412765506e-15,1.16664902272351e-15,1.8794091694702245e-06,3.138154631995822e-12,2.2941140845338724e-13,7.981731379189489e-24,1.887772775855145e-17,1.8033028303846146e-11,1.4590781116641462e-13,8.006733418180958e-20,6.681980461978151e-27,4.306966848650353e-27,4.882529083681905e-17,2.2441241057924247e-20,1.1356312061453091e-14,1.9157291514894573e-19,3.76,0.0,0.6787067832711396,0.9978722436135579,7.023858165080452e-12,4.1736043649515427e-17,0.1148287120138071,0.11470798007119819,0.00011686974104575186,1.4549015671074019e-08,0.0021276829457896876,7.356728345351118e-10,8.35108138712163e-11,5.1386323861889446e-17,4.943914514994945e-15,6.79321371381809e-08,5.03487858712694e-10,9.361042445186133e-09,7.69147998191031e-09,2.016451982945284e-09,5.220891945642714e-11,4.877303499862374e-11,4.492963051044565e-11,3.9771234923428954e-20
3.4954160083093444e-08,0.8696093417175903,1.7204141053130087e-08,3.4496254271238834e-09,5.756697328462784e-10,1.2065381124213857e-10,0.0,0.0,1.5595487510971602e-09,3.3588199808402594e-14,2.3868574479869717e-10,3.866508975891244e-13,3.086418023573605e-12,8.42554378949708e-24,2.472081765144577e-16,1.3969376894480403e-11,1.2364423061558469e-12,7.16745648512683e-08,1.2345387925920654e-15,1.2635157204279462e-15,1.9799563881437126e-06,3.3840153860180022e-12,2.5280638313442133e-13,9.597860144472283e-24,2.1176814376547372e-17,1.997916916509916e-11,1.569323192172811e-13,8.904222878006528e-20,8.464504359154057e-27,5.4275272283057825e-27,5.376460475456513e-17,2.5021660496703073e-20,1.2528576361420763e-14,2.2276159644633235e-19,3.76,0.0,0.6758588663407533,0.9978722397546274,7.796577274508801e-12,4.8801456309503614e-17,0.11767672950679951,0.117556279450998,0.00011638256830286703,1.4499362154935185e-08,0.0021276829290046307,7.748710712343918e-10,8.686468293745377e-11,5.557121134131519e-17,5.34354175340103e-15,7.152747646556902e-08,5.158596343954057e-10,9.581143404410971e-09,7.916275724092975e-09,2.122439728826586e-09,5.6492320306030976e-11,5.131669566561076e-11,4.733095433180986e-11,4.382085588612886e-20
3.586985443616654e-08,0.8700442176992068,1.762693089689322e-08,3.622616637056805e-09,6.058561387530561e-10,1.3006658312798125e-10,0.0,0.0,1.6396498170884269e-09,3.7116146184006776e-14,2.577174416697961e-10,4.2945550210706984e-13,3.3442409770290523e-12,8.783154866306118e-24,2.4998960123145745e-16,1.513161174806254e-11,1.3689966026821573e-12,7.536767391172146e-08,1.3867897701220638e-15,1.3655775789758902e-15,2.0830139480303682e-06,3.641647756862441e-12,2.7784631279291737e-13,1.1484019749970569e-23,2.3679552732774935e-17,2.2073326147840325e-11,1.6843679058569186e-13,9.872530202673363e-20,1.0654510246059777e-26,6.796746294520226e-27,5.904230131732156e-17,2.7814357492875745e-20,1.3783148279585003e-14,2.579430981168153e-19,3.76,0.0,0.6730228996235694,0.9978722358031129,8.629911214350116e-12,5.682272141727594e-17,0.1205127992977806,0.12039262397204187,0.00011589744057670341,1.4449913848019786e-08,0.0021276829120666398,8.150300665430949e-10,9.023671528180738e-11,5.996473010961232e-17,5.762937205039575e-15,7.520898814136955e-08,5.281671205276454e-10,9.800040018872172e-09,8.141546036145323e-09,2.2308862882674923e-09,6.099726581106463e-11,5.391285601950661e-11,4.978346193285178e-11,4.817123093860487e-20
3.678554878923964e-08,0.8704772693376066,1.8048063075508286e-08,3.799168876532275e-09,6.367626666390586e-10,1.3993446819004226e-10,0.0,0.0,1.7216169569061826e-09,4.09077612858494e-14,2.7771568563194475e-10,4.757512787363215e-13,3.6162731418566687e-12,9.143086074615078e-24,2.5265224078531366e-16,1.635813443055605e-11,1.5117006000323334e-12,7.91470683645458e-08,1.5536179532222808e-15,1.4729662180998124e-15,2.1885736119443225e-06,3.911257055406039e-12,3.0459603560053484e-13,1.367623845273349e-23,2.63973483890667e-17,2.4322149308761096e-11,1.8042606125217949e-13,1.0914969354476713e-19,1.3330392999938935e-26,8.460731568586865e-27,6.467045877003737e-17,3.083009724405986e-20,1.5123081550585002e-14,2.9749410689988316e-19,3.76,0.0,0.6701988329743193,0.9978722317594976,9.526769275583426e-12,6.589807864972522e-17,0.12333697152380448,0.12321706379683355,0.00011541434927829959,1.4400670875258009e-08,0.0021276828949764732,8.561453992221557e-10,9.362518623910828e-11,6.457073735591935e-17,6.202463033708359e-15,7.897620802661845e-08,5.404107087996396e-10,1.0017785719177028e-08,8.367281667365081e-09,2.341780937585385e-09,6.572879849246954e-11,5.656072605408583e-11,5.228640556394238e-11,5.283700187779127e-20
3.770124314231274e-08,0.8709085042884205,1.8467568955063372e-08,3.9792375826959615e-09,6.683860129791025e-10,1.5026622638228857e-10,0.0,0.0,1.805440540798716e-09,4.4974994977456286e-14,2.9870267407318283e-10,5.257265609873087e-13,3.902909047058346e-12,9.505119762561836e-24,2.5520098139114744e-16,1.7650795589728403e-11,1.6650315233520093e-12,8.301229932629229e-08,1.7360219518276789e-15,1.585812793660126e-15,2.2966271545933324e-06,4.1930444071743566e-12,3.3312087331484154e-13,1.6214191956110705e-23,2.9341865930748426e-17,2.673237316561756e-11,1.9290471374450957e-13,1.2034903542810974e-19,1.658292642273326e-26,1.0472527598398011e-26,7.066113375250122e-17,3.407985294007667e-20,1.6551428484754983e-14,3.4181428037585756e-19,3.76,0.0,0.6673866164581604,0.9978722276242604,1.0490112278837724e-11,7.613277999065103e-17,0.1261492961115117,0.12602964887740103,0.00011493328585478919,1.4351633060733659e-08,0.0021276828777348844,8.982126493774639e-10,9.702845608090084e-11,6.93930163951668e-17,6.662474509996704e-15,8.282867483828e-08,5.52590787970025e-10,1.0234432642715789e-08,8.59347377877984e-09,2.455113659486815e-09,7.069193797944771e-11,5.925952964790125e-11,5.483905269768045e-11,5.783317499892767e-20
3.953263184845894e-08,0.8717655545893049,1.930182624347842e-08,4.349748281533218e-09,7.337701826461561e-10,1.7235584906184839e-10,0.0,0.0,1.978618825062199e-09,5.3985042706037864e-14,3.4373115971698016e-10,6.374949030273179e-13,4.5215695308217996e-12,1.0234692748715554e-23,2.5997571365978815e-16,2.0441953999072588e-11,2.005525157610745e-12,9.099848887466228e-08,2.1517554719519666e-15,1.828402008667662e-15,2.5201830355192075e-06,4.793937250071407e-12,3.9575942765748593e-13,2.250581618453454e-23,3.59589910634334e-17,3.2064363126134686e-11,2.1934727877582316e-13,1.4520950218281894e-19,2.525271864618296e-26,1.5791502710343378e-26,8.377811281897101e-17,4.1326321686992205e-20,1.96855540141743e-14,4.46479113625777e-19,3.76,0.0,0.6617975351325885,0.9978722190808197,1.2628348305749909e-11,1.0053798943844428e-16,0.13173860103175677,0.13161945356687962,0.00011397720860073243,1.4254171152823085e-08,0.0021276828428004263,9.851852358399628e-10,1.0387323511608861e-10,7.970116178589388e-17,7.645341781152529e-15,9.078751825830707e-08,5.767619595447713e-10,1.0664632420441395e-08,9.047194075455553e-09,2.68905666889316e-09,8.133300982430989e-11,6.480690119615788e-11,6.009060200935353e-11,6.887857714098578e-20
4.136402055460514e-08,0.8726154292067579,2.0129949529939797e-08,4.733800711711646e-09,8.019831466683309e-10,1.9640335419564543e-10,0.0,0.0,2.1591088389678447e-09,6.424552512391562e-14,3.9297844775844817e-10,7.663709359246573e-13,5.203374777687693e-12,1.0970405417442522e-23,2.643505764493726e-16,2.351995629039645e-11,2.394461758510719e-12,9.932270573154883e-08,2.642799482958772e-15,2.0943848818258515e-15,2.7536160334470286e-06,5.445854139824175e-12,4.662931415690952e-13,3.0759245450575713e-23,4.362924149997697e-17,3.812473356550118e-11,2.477964036628609e-13,1.7358523787237122e-19,3.770033142724127e-26,2.334932978695133e-26,9.84889945425486e-17,4.9645561465648844e-20,2.3209842652304422e-14,5.756164289805301e-19,3.76,0.0,0.6562552603431625,0.9978722101765553,1.5069300173299304e-11,1.3103141299755945e-16,0.1372811092968352,0.13716243348063822,0.00011302914110834797,1.4157523569465106e-08,0.002127682807269182,1.075912535146725e-09,1.1075948768889021e-10,9.091800595946399e-17,8.714248090788093e-15,9.908188443283314e-08,6.006836877126917e-10,1.1091031708626761e-08,9.502644009763489e-09,2.9326485794211503e-09,9.296023359540121e-11,7.054903145746107e-11,6.553254483122068e-11,8.143478793658752e-20
4.328594060395424e-08,0.8734996649768847,2.099267927255139e-08,5.151027370813494e-09,8.765830029197436e-10,2.23817443455451e-10,0.0,0.0,2.3563020347755705e-09,7.646942462216902e-14,4.4938712916832125e-10,9.21866996364984e-13,5.990227124672049e-12,1.1747718653789688e-23,2.6855004417569073e-16,2.7074866301757272e-11,2.8592162599946063e-12,1.0841810113833253e-07,3.2494734954722588e-15,2.3998006905807696e-15,3.0091384979659707e-06,6.1864678493930295e-12,5.493909808942598e-13,4.2051941166872555e-23,5.292286966658259e-17,4.532982579828929e-11,2.798406546861835e-13,2.0745643131504683e-19,5.630555429794033e-26,3.452803177381019e-26,1.1574493636595674e-16,5.963342603133616e-20,2.7354345964182227e-14,7.419229426530823e-19,3.76,0.0,0.6504889193386721,0.9978722004481612,1.7984272013744174e-11,1.7080933050240612e-16,0.14304770587290908,0.14292949499994542,0.0001120427477273807,1.4056967903672848e-08,0.002127682769346128,1.1751240052488125e-09,1.1801935028772503e-10,1.0369683204342617e-16,9.931365687610888e-15,1.0814315580215878e-07,6.255229849174868e-10,1.1534830366607955e-08,9.982405992603277e-09,3.198596386846325e-09,1.0626585199068859e-10,7.677819044365386e-11,7.144241316039263e-11,9.638204356293979e-20
4.520786065330334e-08,0.8743761331378449,2.184919895768085e-08,5.582404845441109e-09,9.542430707612314e-10,2.53535395117386e-10,0.0,0.0,2.5613798238025647e-09,9.030377927341151e-14,5.108329256005754e-10,1.1001249345653316e-12,6.853712950097542e-12,1.2529203388395363e-23,2.723865496595186e-16,3.0979328809654076e-11,3.386752532814127e-12,1.1787793319791939e-07,3.961291077943537e-15,2.7332992121516546e-15,3.2753914670013346e-06,6.9865093324797495e-12,6.424022215411941e-13,5.668218894571755e-23,6.361128237966599e-17,5.346602917002452e-11,3.141549520488442e-13,2.4585258768378898e-19,8.257843534708143e-26,5.014826947871793e-26,1.3496951529008527e-16,7.102041927182023e-20,3.1982887974897793e-14,9.448991448848066e-19,3.76,0.0,0.644773246004689,0.9978721903307007,2.1290936759257978e-11,2.1999532807043533e-16,0.14876364551365145,0.1486458690665382,0.00011106502471496751,1.3957295687979276e-08,0.0021276827307789,1.2783912627452995e-09,1.2530253877963246e-10,1.1753776591662762e-16,1.1249004387628262e-14,1.1756589175262882e-07,6.500943022389525e-10,1.1975265121950189e-08,1.0463950663289937e-08,3.4750541671042215e-09,1.2074633850873434e-10,8.320914721203883e-11,7.755018121811055e-11,1.133007591558613e-19
4.7129780702652444e-08,0.8752449019459155,2.2699781803029435e-08,6.02755391756751e-09,1.0349362555648212e-09,2.8563006669131563e-10,0.0,0.0,2.774257896693285e-09,1.0587258685444815e-13,5.775133858338015e-10,1.3033002756196016e-12,7.797445391511277e-12,1.3313892272858772e-23,2.758972016153608e-16,3.525057485789404e-11,3.982116562446042e-12,1.276982636815194e-07,4.790846712242061e-15,3.096053276374426e-15,3.5522999107622053e-06,7.847528918132262e-12,7.459588306838526e-13,7.541867787881509e-23,7.58212103603144e-17,6.260110417665652e-11,3.507645801140254e-13,2.89120742623635e-19,1.1911284119485487e-25,7.164501436751446e-26,1.5627004058945426e-16,8.392313717029093e-20,3.712290666357776e-14,1.19029303418859e-18,3.76,0.0,0.6391077951288794,0.9978721798283378,2.5020430898158364e-11,2.80235291501078e-16,0.15442937335657994,0.15431200104758977,0.00011009589582097107,1.3858499414977297e-08,0.0021276826915740486,1.3856739331558278e-09,1.325993140129346e-10,1.3247037587058632e-16,1.2669944407435098e-14,1.2734604732659446e-07,6.744010099971294e-10,1.2412725643412646e-08,1.0947224924139039e-08,3.7619786316952795e-09,1.3644679065653535e-10,8.98357565151889e-11,8.385020039727808e-11,1.3235884751416973e-19
4.9051700752001547e-08,0.8761060390575598,2.3544696884410284e-08,6.486102890973317e-09,1.1186361926294409e-09,3.2017257496516245e-10,0.0,0.0,2.994853049349469e-09,1.233026944432665e-13,6.496243670383141e-10,1.5336483764327294e-12,8.825021473517248e-12,1.4101050700871455e-23,2.7911761310791635e-16,3.990580657899876e-11,4.650494861005112e-12,1.3787520384912806e-07,5.75158040997664e-15,3.4892255493694857e-15,3.839789064602998e-06,8.771008168319349e-12,8.606969421894108e-13,9.916108825295864e-23,8.968351038982354e-17,7.280383680923023e-11,3.8969143082760984e-13,3.376160686666995e-19,1.6920582210351403e-25,1.0081914964924528e-25,1.7975230306298014e-16,9.84614661655375e-20,4.280150790545868e-14,1.4844017817017863e-18,3.76,0.0,0.6334921254110759,0.9978721689451746,2.9204714673481796e-11,3.533686378612437e-16,0.1600453306273098,0.15992833239712162,0.00010913528546671986,1.3760571438119529e-08,0.002127682651738027,1.4969318428775288e-09,1.399009510829781e-10,1.4852303571633929e-16,1.4196854672297973e-14,1.374796288522916e-07,6.984464267211748e-10,1.2847581840279561e-08,1.1432181595252558e-08,4.0593367251756174e-09,1.5341210947293637e-10,9.665210315221611e-11,9.033707145071102e-11,1.5373125753169331e-19
5.097362080135065e-08,0.8769596115346963,2.438420911172084e-08,6.957687437018901e-09,1.2053172074423086e-09,3.5723238153303427e-10,0.0,0.0,3.2230831668585904e-09,1.4272364016996812e-13,7.273600969630489e-10,1.7935238969316963e-12,9.940019430676836e-12,1.4890168566231798e-23,2.820820583692442e-16,4.4962175343050665e-11,5.397209611448662e-12,1.4840491369120688e-07,6.857786171048033e-15,3.913968425319999e-15,4.137784435291808e-06,9.758362186939692e-12,9.8725588909569e-13,1.2895509179120773e-22,1.0533299843451136e-16,8.414392769906877e-11,4.309542668917624e-13,3.9170173069944605e-19,2.3700440004479154e-25,1.3990739776662082e-25,2.0552042380132142e-16,1.147584365976886e-19,4.904542221972653e-14,1.8340891474774963e-18,3.76,0.0,0.6279257994288959,0.9978721576852527,3.387653947082896e-11,4.414404013788818e-16,0.1656119546739424,0.16549530069038598,0.00010818311873906592,1.3663504154780266e-08,0.002127682611277195,1.6121250442075592e-09,1.47199642036699e-10,1.6572296695984186e-16,1.583229676184528e-14,1.4796269313802914e-07,7.222338201301829e-10,1.3280184813975789e-08,1.191877905003411e-08,4.367105000893306e-09,1.7168704221385624e-10,1.0365249442493354e-10,9.70056356690781e-11,1.7759993899819006e-19
5.289554085069975e-08,0.8778056858498884,2.521857920635253e-08,7.4419504490096965e-09,1.2949542771788546e-09,3.9687737511399797e-10,0.0,0.0,3.458867207665181e-09,1.6426750013280852e-13,8.109132331104599e-10,2.0853801504326314e-12,1.1145996193611552e-11,1.568095229819961e-23,2.8482361836026894e-16,5.0436760523579956e-11,6.22771397245502e-12,1.5928360118446455e-07,8.124618946444581e-15,4.371423956801844e-15,4.446211807023302e-06,1.0810941849142138e-11,1.1262772668525997e-12,1.660082619058472e-22,1.2290828896364397e-16,9.669188611252086e-11,4.745689693920319e-13,4.51748786524767e-19,3.2767434638510013e-25,1.9166132201524147e-25,2.3367672338519564e-16,1.3294007767793394e-19,5.588096690085221e-14,2.2468015607620547e-18,3.76,0.0,0.6224083836036585,0.9978721460525559,3.906941631189848e-11,5.467133595858113e-16,0.17112967900115425,0.17101333965795,0.00010723932138445343,1.356729005192399e-08,0.0021276825701978244,1.7312138373957641e-09,1.5448840765949822e-10,1.8409627874393899e-16,1.7578728644222458e-14,1.5879134668135502e-07,7.4576640809156e-10,1.3710867764675893e-08,1.2406980869596042e-08,4.685269025190146e-09,1.913162224769501e-10,1.1083145278591829e-10,1.0385096628044156e-10,2.0415379861589932e-19
5.4817460900048853e-08,0.8786443278915324,2.6048063680237962e-08,7.938541904815968e-09,1.3875229934560442e-09,4.3917395065534316e-10,0.0,0.0,3.7021251879873833e-09,1.8806874046641072e-13,9.004749189392974e-10,2.4117683342725818e-12,1.2446485035600231e-11,1.6473317263527657e-23,2.8737431545698913e-16,5.634654893714945e-11,7.147587539426329e-12,1.705075215617972e-07,9.56810013259351e-15,4.862723822344768e-15,4.764997247176529e-06,1.1930035951655215e-11,1.278404027160185e-12,2.1170692000822066e-22,1.425516404287848e-16,1.1051892876138811e-10,5.205487701683444e-13,5.181361317564225e-19,4.475933632837917e-25,2.5943619021532896e-25,2.6432161035568893e-16,1.531352745258419e-19,6.333401325240652e-14,2.7305828466034884e-18,3.76,0.0,0.6169394481666045,0.9978721340510094,4.481758542967219e-11,6.71680184293945e-16,0.17659893330398213,0.1764828792194758,0.00010630381980309344,1.3471921663448685e-08,0.002127682528506094,1.8541587898991195e-09,1.617610178484306e-10,2.0366800575315862e-16,1.9438508214607474e-14,1.6996174489331514e-07,7.690473595576921e-10,1.4139946853660297e-08,1.2896755515696853e-08,5.013822809778337e-09,2.1234420780567425e-10,1.1818370867434219e-10,1.1086836006957484e-10,2.335886473116078e-19
5.6739380949397956e-08,0.8794756029689984,2.6872914816732985e-08,8.447118737067149e-09,1.4829995263201079e-09,4.841870853078057e-10,0.0,0.0,3.952778166474459e-09,2.1426407439505033e-13,9.96234837234337e-10,2.775336645616896e-12,1.3844993371507342e-11,1.7267380634711324e-23,2.8976523805408367e-16,6.270841500944895e-11,8.162531951675165e-12,1.8207297659604436e-07,1.1205121673245228e-14,5.388989328515314e-15,5.0940671118255995e-06,1.3116873287357517e-11,1.444279601033781e-12,2.676339213613065e-22,1.6440880670721967e-16,1.256968832472972e-10,5.689044697465278e-13,5.912504868421147e-19,6.045709020034391e-25,3.472903443292184e-25,2.9755348693875203e-16,1.7547562751372955e-19,7.142995842444997e-14,3.294087617619032e-18,3.76,0.0,0.6115185671254189,0.9978721216844822,5.115598686504604e-11,8.190755982808533e-16,0.18202014350130707,0.1819043455172008,0.00010537654104321862,1.3377391550765719e-08,0.0021276824862080965,1.9809207531368637e-09,1.6901191969304717e-10,2.2446214420902333e-16,2.1413896648014378e-14,1.8147009133750606e-07,7.920797954814915e-10,1.4567722023676656e-08,1.3388076021198126e-08,5.352768271098211e-09,2.348155148983415e-10,1.2570419353080335e-10,1.1805332920759553e-10,2.661071392003734e-19
6.058322104809616e-08,0.8811163106040781,2.850970497403859e-08,9.498890318652914e-09,1.682583409601524e-09,5.826162787686386e-10,0.0,0.0,4.47595847488212e-09,2.7439429906137807e-13,1.20710109418765e-09,3.625085117548887e-12,1.694995702577438e-11,1.8862042542943972e-23,2.9418810561983326e-16,7.685520444905225e-11,1.0501025008594188e-11,2.0621392625598081e-07,1.513171862108767e-14,6.5508509360967984e-15,5.782767013192271e-06,1.5698404580735624e-11,1.8198483179254675e-12,4.1760271736120526e-22,2.1536423784487215e-16,1.6039535517476281e-10,6.727757919487409e-13,7.592465297779784e-19,1.0696985069856461e-24,6.036868548590823e-25,3.721613597215819e-16,2.2713096417973967e-19,8.964963162897474e-14,4.698008032098326e-18,3.76,0.0,0.6008192829455461,0.9978720958716875,6.57465784935362e-11,1.1933741206704353e-15,0.19272011657228494,0.19260474420114163,0.00010354636338675951,1.3190816741763894e-08,0.002127682399817249,2.2457406178195565e-09,1.8342940342515474e-10,2.6980864982527607e-16,2.5720080017845556e-14,2.0548567951101875e-07,8.374113698545045e-10,1.5420483838302126e-08,1.4375267893196606e-08,6.061878410290215e-09,2.842661471437541e-10,1.412305404499455e-10,1.3290907185289078e-10,3.412394448597369e-19
6.404267713692454e-08,0.8825683959655319,2.996941387699074e-08,1.0483171255075479e-08,1.87192521405224e-09,6.811185222492916e-10,0.0,0.0,4.971340520629109e-09,3.381120328639035e-13,1.4199534091283253e-09,4.545530168435671e-12,2.0114238111600936e-11,2.0308133870846438e-23,2.9791891094409376e-16,9.129974781116632e-11,1.2990360894031989e-11,2.2907265717461005e-07,1.9514919631572957e-14,7.727147276826435e-15,6.437036952569843e-06,1.826463261144779e-11,2.2113164336742475e-12,6.0814166127053505e-22,2.703242062945442e-16,1.9697401643857533e-10,7.744510777177324e-13,9.374909027142731e-19,1.7322267629572156e-24,9.62391617399991e-25,4.490995321306643e-16,2.8232816034878106e-19,1.0849035391374041e-13,6.333918735598251e-18,3.76,0.0,0.5913500758161664,0.9978720714296372,8.126056593290149e-11,1.6397677533353128e-15,0.20218997816608444,0.20207489133982204,0.00010192660675973236,1.3025692985189014e-08,0.002127682320051457,2.4967462218936995e-09,1.9628688107848424e-10,3.150217938756581e-16,3.001184025772086e-14,2.2821836578017824e-07,8.773902215244141e-10,1.618621383138902e-08,1.526884044334012e-08,6.735780462539889e-09,3.3415475087145617e-10,1.5573262601827016e-10,1.4681145835459393e-10,4.215751160908069e-19
6.750213322575291e-08,0.883997602124631,3.1417839437483334e-08,1.1501254921544981e-08,2.0703406245274275e-09,7.893755474844122e-10,0.0,0.0,5.489500736487927e-09,4.1180137334552933e-13,1.6557762809134349e-09,5.631941483611558e-12,2.3649264174104758e-11,2.1770140789680427e-23,3.0158418113777246e-16,1.0746438781143397e-10,1.5881539080876138e-11,2.529824997426964e-07,2.482785225804037e-14,9.033703283563876e-15,7.12349684546057e-06,2.1066920969486148e-11,2.6572725055019126e-12,8.674995211306995e-22,3.3486890515227097e-16,2.3906531750016276e-10,8.839014206406798e-13,1.1439094287880251e-18,2.731549251560773e-24,1.4943776089871841e-24,5.358511848996247e-16,3.466319444146734e-19,1.2978519217237267e-13,8.391791178239586e-18,3.76,0.0,0.5820301090238741,0.9978720458627585,9.925936344238098e-11,2.2137031704018977e-15,0.21151063163520614,0.2113957392961916,0.00010033238654639503,1.2863172505365725e-08,0.002127682238412313,2.7595244262172986e-09,2.090123401475476e-10,3.645247090642044e-16,3.470923712284436e-14,2.5198908553002603e-07,9.166103186118213e-10,1.6951721279921598e-08,1.616718170671395e-08,7.443690715983528e-09,3.894134387361441e-10,1.7070943205912292e-10,1.6119601740435664e-10,5.153581822882551e-19
7.096158931458129e-08,0.8854042896852014,3.285629833177511e-08,1.2551377143473823e-08,2.2777072649541052e-09,9.077239926270525e-10,0.0,0.0,6.030014490499041e-09,4.96323708760845e-13,1.915629244377046e-09,6.903117330307226e-12,2.757431405740859e-11,2.3255316166235558e-23,3.0534482509956225e-16,1.2544114695917781e-10,1.9211690632418317e-11,2.7792347901899467e-07,3.120060677797451e-14,1.0476693977410604e-14,7.841728282719282e-06,2.411051492226474e-11,3.1613809965491784e-12,1.2146988426991175e-21,4.099571087251564e-16,2.8709904974011503e-10,1.001126037582815e-12,1.381052223401164e-18,4.2056999931367215e-24,2.2661936769288342e-24,6.329100560401545e-16,4.2089008561663903e-19,1.53662710460558e-13,1.0945490933656754e-17,3.76,0.0,0.5728570304251202,0.9978720191917168,1.1996849228421006e-10,2.9414711308754635e-15,0.2206844287059693,0.22056964105286217,9.87632999803405e-05,1.2703214283085909e-08,0.002127682154932422,3.0338586943843396e-09,2.215905835298503e-10,4.1842389828081476e-16,3.982234145684651e-14,2.7677734385560245e-07,9.550882402574696e-10,1.7718263715839483e-08,1.7070264458512624e-08,8.185843700011085e-09,4.5030422896420274e-10,1.861378095649835e-10,1.7604336136255625e-10,6.240072368039933e-19
