Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044)
3.086889751235343e-10,0.5315364155753635,1.5363925139436367e-16,8.090101707512474e-21,5.956383949117989e-21,2.3308362588749302e-20,0.0,0.0,2.103582817390607e-12,1.8314335421380252e-19,1.7095942728839895e-22,8.327017978464259e-22,2.7420649743468487e-21,1.5732931614205318e-39,2.9040988886557215e-28,4.2237105542244794e-19,4.083359929595531e-16,1.0820152812300892e-18,2.3475563942240864e-35,1.2474896820260674e-37,1.2615421930263538e-19,1.777248472294455e-30,2.1471559055502545e-17,2.0771588784841646e-29,4.851436134682711e-24,2.6758042395779164e-26,4.010475275085079e-18,5.499799820800958e-23,2.9809422481042195e-34,6.597383480744314e-36,4.2793475737986555e-29,1.050433582202542e-30,8.895880252709305e-22,9.440835695606684e-28,3.76,0.0,0.7146260975209616,0.9999653417011678,3.314955664259369e-23,1.1248099303891906e-13,4.1491021442351635e-08,4.0533568885600904e-08,9.574525451494065e-10,4.795604097599973e-18,3.465829672836962e-05,7.863032183238263e-23,3.242589036856716e-25,4.411537549703646e-26,1.2231023335268704e-26,1.079081839338205e-18,6.442731081524172e-19,5.193625527414012e-19,2.4174343425533614e-19,1.0531538620033936e-21,1.0390976491819767e-26,2.2734777955817783e-19,1.1613115982576365e-21,2.6829261637237255e-27,3.474993460540402e-26,4.0576079679921315e-21,5.939169100398426e-30,2.40801155657159e-22,8.42999927110993e-32,2.1899551251346718e-17,1.139440442816413e-33,1.7162857573956747e-21,4.0745699241881257e-16,4.406518468515126e-27,3.013957045908593e-13,1.2167566464839405e-15,5.806466417409231e-27,1.7995160131288306e-12,4.6908164844296436e-27,3.7568554963557783e-16,4.189276095850831e-18,8.123493636452107e-25,8.07692706870689e-37,1.6180497296723284e-29,5.857641965520212e-35,1.1328518857228563e-32,1.1248187162476034e-13,1.699683798016777e-21,2.614757116109673e-37,1.0448268561268707e-41,5.512610042253784e-42,1.43640794369405e-17,2.8207739699546694e-31,4.653198873352169e-27,3.199016045864046e-39,2.9651580469925912e-30,1.808206901123325e-33,1.1471521167588865e-29,1.2179894918795065e-41,2.645189682454115e-31,6.407456529210419e-23,9.951001271527433e-27
3.2788300053938874e-10,0.5315364158258469,1.7322845094397624e-16,9.45018036361359e-21,7.00647902673248e-21,2.790652090832637e-20,0.0,0.0,2.234450133376123e-12,2.066310238554495e-19,2.0475743062059868e-22,1.03859944845088e-21,3.2811778237692688e-21,1.8831374743247636e-39,3.2732289237210157e-28,4.7577834529135e-19,4.337838624162633e-16,1.2355964054743177e-18,2.9845736917669667e-35,1.4953591854535053e-37,1.4234429032008626e-19,2.1297461179262346e-30,2.2778803054095114e-17,2.4892212486181374e-29,5.4735157133154605e-24,3.4020077563240054e-26,4.516060159123041e-18,6.581352542630351e-23,3.5730065312850616e-34,8.0117691076884e-36,5.127601562341796e-29,1.3346988601262878e-30,1.0645245861404439e-21,1.2003268911732833e-27,3.76,0.0,0.7146260949409465,0.9999640113856176,3.993334233905077e-23,1.19474968266465e-13,4.407089879372679e-08,4.305673957299813e-08,1.0141592076540177e-09,5.3986824750437525e-18,3.5988612147402085e-05,8.910666756139357e-23,3.6497202056760036e-25,4.898478439225614e-26,1.4397260400123293e-26,1.2320931730542494e-18,7.175272595606883e-19,5.847977936330089e-19,2.72220287257046e-19,1.2601175144036981e-21,1.3209229233350185e-26,2.427557876762608e-19,1.3102783666257279e-21,3.3374020651663754e-27,4.145260481416893e-26,4.8149018484662905e-21,7.375631695110379e-30,2.881538833340157e-22,1.138367850154063e-31,2.3261277820168537e-17,1.3435747546019132e-33,1.9364714119407114e-21,4.327921836670832e-16,5.602003449813273e-27,3.2012094964505974e-13,1.3727302633934342e-15,6.612380550660239e-27,1.9113156276758375e-12,5.3069376087351536e-27,4.2379891127002657e-16,4.70203806211964e-18,9.720976021571714e-25,1.0269147686185188e-36,1.9389009889434965e-29,7.455665127433699e-35,1.4408202911892722e-32,1.1947595947659736e-13,1.9177357395080716e-21,3.5326396312112993e-37,1.4093484492775223e-41,7.008955579207195e-42,1.62052225104548e-17,3.375832456097434e-31,5.3313323252032984e-27,4.1982332980858806e-39,3.741985061626919e-30,2.3016112462878217e-33,1.374754444871001e-29,1.6274506659835068e-41,3.20338502012309e-31,7.217715477783749e-23,1.1924755073078937e-26
3.470770259552432e-10,0.5315364160763302,1.9399155328163688e-16,1.0963624650572191e-20,8.171571957323879e-21,3.307264801236994e-20,0.0,0.0,2.365325507051649e-12,2.3153586205905087e-19,2.4272458005734167e-22,1.2793745179945528e-21,3.886063231688705e-21,2.2309101607916443e-39,3.6640373133937135e-28,5.32272114061083e-19,4.592385039118182e-16,1.4006937132986504e-18,3.742707776788285e-35,1.774143562263339e-37,1.5951317755004744e-19,2.5260096278112013e-30,2.4082836192158702e-17,2.952465612551572e-29,6.1331107244002006e-24,4.266328397942234e-26,5.050596837440215e-18,7.794917717559262e-23,4.238787058523256e-34,9.627738373137372e-36,6.081049512517148e-29,1.6727658153466658e-30,1.2608126027950387e-21,1.5053093026342726e-27,3.76,0.0,0.7146260923609314,0.9999627497048668,4.761124745440102e-23,1.2646894349627814e-13,4.665077613578946e-08,4.558023005524247e-08,1.0705460659129164e-09,6.036028341537424e-18,3.72502927674031e-05,1.0027006211654516e-22,4.0784247191681657e-25,5.403513140013769e-26,1.6776640783251662e-26,1.3965519586626912e-18,7.937185547396481e-19,6.539731272897364e-19,3.044425836302381e-19,1.4923174427108373e-21,1.656312581174518e-26,2.5831270816011797e-19,1.468238870104137e-21,4.102350255734516e-27,4.8941818336158376e-26,5.655247189664271e-21,9.036027431504288e-30,3.412862597158518e-22,1.511110384560786e-31,2.4623007967699645e-17,1.567885676538619e-33,2.169956182097882e-21,4.581273576026552e-16,7.024715223087685e-27,3.3884441555389147e-13,1.538101807694588e-15,7.477861826751855e-27,2.0231044478991538e-12,5.960975755348819e-27,4.748031373231924e-16,5.2430501633613946e-18,1.1513436676879578e-24,1.2878335981674804e-36,2.2995719074450613e-29,9.360234689936024e-35,1.8075563415754548e-32,1.264700541166696e-13,2.148956947238857e-21,4.691589371519488e-37,1.8687271006198495e-41,8.789961811783225e-42,1.8157271019457283e-17,3.9987236116274704e-31,6.065083975941975e-27,5.422203828885704e-39,4.6580741712998184e-30,2.8896988174765915e-33,1.6306352342154915e-29,2.1377910020160266e-41,3.838412459908405e-31,8.074818647847522e-23,1.414359212787e-26
3.6627105137109766e-10,0.5315364163268135,2.1592837759751042e-16,1.2639136242689074e-20,9.457526164876121e-21,3.8839782193615215e-20,0.0,0.0,2.496208946388579e-12,2.5785795602356028e-19,2.8509988782712716e-22,1.5584865550787863e-21,4.560366584169552e-21,2.6187349804994275e-39,4.076458968191041e-28,5.918374302856505e-19,4.846999168091828e-16,1.5774820473716335e-18,4.636273108955409e-35,2.0856832440615244e-37,1.7766115373217402e-19,2.968597910992833e-30,2.5383666432346297e-17,3.4698882668502715e-29,6.830221360266181e-24,5.285102896720403e-26,5.613916476067001e-18,9.147822790439849e-23,4.982630248189035e-34,1.1461554076653765e-35,7.145820383930344e-29,2.070934971451095e-30,1.4796370272380414e-21,1.8647961898500823e-27,3.76,0.0,0.7146260897809164,0.9999615531178492,5.624465648920917e-23,1.3346291872836705e-13,4.9230653468539694e-08,4.8104038528759944e-08,1.1266149235004754e-09,6.707411181427183e-18,3.844687965431339e-05,1.1212388348614022e-22,4.528153105524185e-25,5.925892683244395e-26,1.937398105719246e-26,1.5726292673056417e-18,8.72720659251449e-19,7.268659374834264e-19,3.384001699464726e-19,1.7511510439911877e-21,2.051596573659937e-26,2.7401854420427093e-19,1.6351942695637817e-21,4.9890363264908385e-27,5.725593845576345e-26,6.581791969952431e-21,1.0937116193205879e-29,4.0051909191335e-22,1.975462981363065e-31,2.5984741693940234e-17,1.812739549077014e-33,2.416742466469606e-21,4.834625142255624e-16,8.701495121847293e-27,3.5756610376698655e-13,1.7128703900366859e-15,8.404129940498387e-27,2.1348824832652433e-12,6.652689025590753e-27,5.286970318221942e-16,5.812105116015283e-18,1.3511696663151629e-24,1.595381384833301e-36,2.702387851247288e-29,1.1608234181331955e-34,2.2400682832541408e-32,1.3346415554433398e-13,2.3933496219224095e-21,6.136150191654601e-37,2.440222922571345e-41,1.0889316342621593e-41,2.0220210983669423e-17,4.693226607247985e-31,6.856129137352427e-27,6.903706155256606e-39,5.728001470456485e-30,3.583870046083471e-33,1.9164513913660908e-29,2.7657824053292743e-41,4.555879249281729e-31,8.978543217236366e-23,1.6621846920121175e-26
3.854650767869521e-10,0.5315364165772969,2.3903874343933205e-16,1.4485397376413076e-20,1.0870202530123657e-20,4.524095603855782e-20,0.0,0.0,2.6271004589091765e-12,2.8559739303179155e-19,3.321218103249698e-22,1.8795098173655908e-21,5.307711409254588e-21,3.048725252239385e-39,4.510428973559714e-28,6.544594163743072e-19,5.101681004718048e-16,1.7661265618718772e-18,5.680352285997508e-35,2.4318238291776974e-37,1.9678849003917058e-19,3.4600695054791714e-30,2.6681301717194597e-17,4.0444855268727684e-29,7.5648478172333e-24,6.475547485941242e-26,6.205851194149029e-18,1.0647352471796674e-22,5.808885966168926e-34,1.3529954886151733e-35,8.328039935187199e-29,2.5358353339950155e-30,1.7221758826001925e-21,2.2848633442471236e-27,3.76,0.0,0.7146260872009013,0.9999604182661892,6.589595573847117e-23,1.404568939627402e-13,5.181053079197754e-08,5.0628163200148e-08,1.1823675738196145e-09,7.412601815933217e-18,3.958173118319447e-05,1.2467119609246266e-22,4.998344943828147e-25,6.464924463402694e-26,2.2193624521779712e-26,1.7604865035104334e-18,9.544126725484296e-19,8.034537360911777e-19,3.7408295009686262e-19,2.0380072494520933e-21,2.513444897546542e-26,2.8987329889845654e-19,1.811145722555061e-21,6.009189280450944e-27,6.643256006763112e-26,7.597537469281762e-21,1.3095399462454082e-29,4.661713184662902e-22,2.547292302001444e-31,2.7346478998890456e-17,2.078437232520608e-33,2.676832664882849e-21,5.087976535358372e-16,1.0660623378642211e-26,3.762860156688506e-13,1.8970351229225212e-15,9.392400114996818e-27,2.2466497428516184e-12,7.381804254343344e-27,5.854793997996724e-16,6.408996879583074e-18,1.5726513796145588e-24,1.954755838313784e-36,3.149673571906297e-29,1.4238638809466077e-34,2.745753950539689e-32,1.40458263758948e-13,2.650915955424858e-21,7.916019646798369e-37,3.1430320711076313e-41,1.3342524044395329e-41,2.2394028431655034e-17,5.463100051487308e-31,7.706143123253789e-27,8.677864612723011e-39,6.966841703428146e-30,4.396173271105992e-33,2.233859991964977e-29,3.5297606117287374e-41,5.361477485960987e-31,9.928667429926902e-23,1.9373852574801423e-26
4.046591022028066e-10,0.5315364168277801,2.6332247070214104e-16,1.651107097783696e-20,1.2415459396690542e-20,5.230919643967307e-20,0.0,0.0,2.758000051709718e-12,3.1475426044568323e-19,3.8402824860955415e-22,2.2461278477221687e-21,6.131699501149313e-21,3.5229838909751134e-39,4.965882589172479e-28,7.201232484018751e-19,5.356430542635928e-16,1.9667832758055618e-18,6.890791220300511e-35,2.814416343748607e-37,2.1689545608563943e-19,4.002982574171108e-30,2.797574996919084e-17,4.6792537270726215e-29,8.336990295233466e-24,7.85575275901957e-26,6.82623405857242e-18,1.2300748979009184e-22,6.721907526367821e-34,1.5850152595776406e-35,9.633830725363966e-29,3.0744213189660424e-30,1.989600302453559e-21,2.77189514804859e-27,3.76,0.0,0.7146260846208862,0.9999593419647815,7.662853344212778e-23,1.4745086919940615e-13,5.439040810610302e-08,5.31526022861182e-08,1.2378058001591452e-09,8.151372395575836e-18,4.065803245993124e-05,1.3791477438089304e-22,5.488431887726853e-25,7.019967965858835e-26,2.5239479066862536e-26,1.9602759583843918e-18,1.0386788958623107e-18,8.837141623726322e-19,4.114808849687526e-19,2.3542665733428506e-21,3.048865537759529e-26,3.0587697522825115e-19,1.9960943833432513e-21,7.174991715728414e-27,7.650852156318279e-26,8.705343809524861e-21,1.552707489648333e-29,5.385600199604062e-22,3.244181191314078e-31,2.870821988255044e-17,2.3652183218850752e-33,2.950229178255552e-21,5.341327755335099e-16,1.2931810043564426e-26,3.9500415258221625e-13,2.09059512059295e-15,1.0443883116840409e-26,2.3584062353668935e-12,8.148020211179421e-27,6.451490472540969e-16,7.033520649506207e-18,1.816858300558714e-24,2.3714186335264088e-36,3.64375320758314e-29,1.7292514822977778e-34,3.3324002683932845e-32,1.4745237875986963e-13,2.9216581306828504e-21,1.0086327288025351e-36,3.9983815787072804e-41,1.6186897029515094e-41,2.4678709400444307e-17,6.31208209059722e-31,8.616801249500534e-27,1.0782131325997188e-38,8.390141113134826e-30,5.339304688471151e-33,2.584518280959771e-29,4.4496611690709505e-41,6.260979841382603e-31,1.092497059045666e-22,2.2413940860368388e-26
4.2385312761866104e-10,0.5315364170782635,2.8877937961842837e-16,1.872480078780442e-20,1.4099152577025295e-20,6.007752460734104e-20,0.0,0.0,2.8889077314824516e-12,3.4532864570180613e-19,4.410565489151332e-22,2.6621282543134098e-21,7.035911043641698e-21,4.043603444722631e-39,5.442755248243013e-28,7.88814155920917e-19,5.611247775488937e-16,2.1795995948069258e-18,8.284194345531294e-35,3.235317499510831e-37,2.379823199368777e-19,4.599894900814181e-30,2.926701909083836e-17,5.377189221271448e-29,9.14664899745764e-24,9.444678557493008e-26,7.474899078619136e-18,1.4115212276148499e-22,7.726051691211357e-34,1.8439829399187142e-35,1.1069312115463838e-28,3.693969702261137e-30,2.2830745698828955e-21,3.3325827697303455e-27,3.76,0.0,0.7146260820408711,0.9999583211928508,8.850677993394121e-23,1.5444484443837337e-13,5.697028541091617e-08,5.567735401343921e-08,1.2929313757508e-09,8.923496392643951e-18,4.1678804259770066e-05,1.5185712482006809e-22,5.997840390183115e-25,7.590430816672351e-26,2.851505214409142e-26,2.172141331293344e-18,1.1254086098563782e-18,9.676249822513238e-19,4.505839921242128e-19,2.701301161507295e-21,3.665202421502214e-26,3.220295760756905e-19,2.1900414029437077e-21,8.499070161313201e-27,8.751991654239543e-26,9.907935290331635e-21,1.8247998142602315e-29,6.1800042957775175e-22,4.085513136492351e-31,3.006996434492032e-17,2.673265281188137e-33,3.236934408472113e-21,5.594678802186098e-16,1.5546185954351435e-26,4.137205157712255e-13,2.2935494989187636e-15,1.155978527128406e-26,2.470151969169814e-12,8.95101056727301e-27,7.077047811125992e-16,7.68547285008278e-18,2.084853669194126e-24,2.8510938641729935e-36,4.1869502840910214e-29,2.0813018874139443e-34,4.008182798533903e-32,1.544465005464575e-13,3.205578321629983e-21,1.270791262078499e-36,5.029623136867143e-41,1.9461544704683277e-41,2.7074239935177003e-17,7.243890507939599e-31,9.589778833982791e-27,1.325626418792427e-38,1.0013891336699063e-29,6.426608300588299e-33,2.970083672820991e-29,5.54705261342086e-41,7.260235541134775e-31,1.1967233058404171e-22,2.575644219133794e-26
4.430471530345155e-10,0.5315364173287466,3.1540929074867733e-16,2.1135211484771087e-20,1.5927135358147535e-20,6.857895608149034e-20,0.0,0.0,3.0198235045364252e-12,3.7732063630710095e-19,5.03443503178408e-22,3.1313976871618922e-21,8.023904732792843e-21,4.612666131269279e-39,5.94098255685788e-28,8.605174217756096e-19,5.866132696924725e-16,2.4047148031980444e-18,9.877919853401434e-35,3.6963899483234172e-37,2.600493481176266e-19,5.253363885973852e-30,3.0555116964720924e-17,6.141288382904181e-29,9.993824130026905e-24,1.1262148886669828e-25,8.151681200651156e-18,1.6097900312524237e-22,8.82567867214376e-34,2.1317135177604967e-35,1.2640600269863946e-28,4.402076589675522e-30,2.6037561563257457e-21,3.973922369233488e-27,3.76,0.0,0.714626079460856,0.9999573530854724,1.0159608778754556e-22,1.6143881967965038e-13,5.9550162706417033e-08,5.820241661887999e-08,1.347746063825954e-09,9.728748593704001e-18,4.2646911507185063e-05,1.6650050641303332e-22,6.525994152431215e-25,8.175765130725594e-26,3.2023483062771e-26,2.3962182218001015e-18,1.214495861638459e-18,1.0551640875999117e-18,4.913823454802735e-19,3.080474839605006e-21,4.3701333836226106e-26,3.38331104219886e-19,2.3929879291568662e-21,9.994485562831694e-27,9.950210535422033e-26,1.1207905528036927e-20,2.1273651162884153e-29,7.048059435836911e-22,5.092556211917562e-31,3.143171238600019e-17,3.0027074810899386e-33,3.5369507582673454e-21,5.848029675911637e-16,1.853629375607612e-26,4.324351064444464e-13,2.5058973752994244e-15,1.2741308477366713e-26,2.5818869522873045e-12,9.790426643323743e-27,7.731454091961746e-16,8.364651127422825e-18,2.377694508107181e-24,3.399766504670013e-36,4.78158771587643e-29,2.4845397380650606e-34,4.781665324681108e-32,1.614406291180705e-13,3.5026786931314375e-21,1.584760274651281e-36,6.262325846765354e-41,2.320736390714713e-41,2.958060608876401e-17,8.262222822890052e-31,1.0626751196626211e-26,1.6142301568365157e-38,1.1854504309535212e-29,7.672075865325893e-33,3.392213751740729e-29,6.845167055441251e-41,8.36516658784956e-31,1.3055236242926437e-22,2.9415685630693036e-26
4.6224117845036995e-10,0.5315364175792301,3.4321202497228435e-16,2.375090880550697e-20,1.790525850721788e-20,7.784650074297272e-20,0.0,0.0,3.150747376817244e-12,4.1073031983483683e-19,5.714253495797501e-22,3.657917005116341e-21,9.099217898885786e-21,5.232243874728333e-39,6.460500293324702e-28,9.352183819172822e-19,6.121085300594942e-16,2.6422605278258102e-18,1.169007496218931e-34,4.1995025334253906e-37,2.8309680562077196e-19,5.965946543034863e-30,3.1840051453565914e-17,6.974547605238728e-29,1.0878515901686214e-23,1.3328846859713789e-25,8.856416302824274e-18,1.825592925990496e-22,1.002515213012352e-33,2.4500684803051913e-35,1.4353808157753435e-28,5.206654407748047e-30,2.9527957601772604e-21,4.7032133132087934e-27,3.76,0.0,0.7146260768808409,0.9999564349255308,1.1596285196021532e-22,1.6843279492324573e-13,6.213003999260565e-08,6.072778834915354e-08,1.402251617672029e-09,1.0566905092150663e-17,4.356507131779096e-05,1.8184694980564426e-22,7.072316317188303e-25,8.775464137831281e-26,3.576757279299255e-26,2.632634593380896e-18,1.305839260802654e-18,1.1463094955294197e-18,5.338660749909485e-19,3.493143160999003e-21,5.171668143534331e-26,3.5478156233763744e-19,2.6049351066030674e-21,1.1674723917538615e-26,1.124897264663822e-25,1.2607722403667257e-20,2.4619116441061466e-29,7.992881317494926e-22,6.288546505151732e-31,3.27934640057901e-17,3.353625127060103e-33,3.8502806311184235e-21,6.101380376511984e-16,2.1936078971705987e-26,4.5114792575773623e-13,2.727637868568295e-15,1.398965022298755e-26,2.6936111924315815e-12,1.0665899951671177e-26,8.414697401871211e-16,9.070854342442948e-18,2.6964316576752676e-24,4.023680880680152e-36,5.429987806938907e-29,2.943698588745036e-34,5.661799473859003e-32,1.684347644740681e-13,3.81296140092633e-21,1.95784896908449e-36,7.724367949001963e-41,2.7467029123615026e-41,3.219779392156629e-17,9.370756389243987e-31,1.1729393659391764e-26,1.9484534358133095e-38,1.3928788146574745e-29,9.090346844738661e-33,3.852566271813948e-29,8.368928363171605e-41,9.58176421420764e-31,1.418876259735266e-22,3.3405998892142747e-26
4.814352038662245e-10,0.5315364178297133,3.7218740347884436e-16,2.6580479663728626e-20,2.0039370276941563e-20,8.791316282467875e-20,0.0,0.0,3.281679353925803e-12,4.455577839207771e-19,6.452377730979375e-22,4.245756626629818e-21,1.0265366627620058e-20,5.904398341924846e-39,7.001244407535698e-28,1.0129024252215806e-18,6.376105580155038e-16,2.8923611752280654e-18,1.3739511218514884e-34,4.7465305374532615e-37,3.0712495591599298e-19,6.740199494224762e-30,3.3121830400306437e-17,7.879963301572242e-29,1.180072452351936e-23,1.566630967090396e-25,9.588941189832325e-18,2.0596373748376923e-22,1.1328839176120445e-33,2.800955545718873e-35,1.6215045554562034e-28,6.115928915711791e-30,3.3313373451558865e-21,5.5280564005531725e-27,3.76,0.0,0.7146260743008258,0.9999555641360937,1.3167446993522803e-22,1.754267701691678e-13,6.470991726948205e-08,6.325346746086068e-08,1.4564497806885748e-09,1.1437743280800277e-17,4.443586062389113e-05,1.9789827507927323e-22,7.636231426124883e-25,9.389059066340198e-26,3.974981146028979e-26,2.881511210471662e-18,1.3993417841445552e-18,1.2410393476825673e-18,5.7802536633109e-19,3.940653454308012e-21,6.078146293966858e-26,3.713809530040412e-19,2.8258840767571535e-21,1.3553687057142566e-26,1.2651670766599498e-25,1.4109732826629438e-20,2.8299056465548166e-29,9.017567477095403e-22,7.698771025365444e-31,3.4155219204290107e-17,3.726053066682508e-33,4.1769264311443156e-21,6.354730903987383e-16,2.5780881124704088e-26,4.698589748169551e-13,2.9587700989039667e-15,1.5306003599932206e-26,2.8053246970163885e-12,1.1577044545888503e-26,9.126765835985818e-16,9.803882563901342e-18,3.0421098110995305e-24,4.7293391484676545e-36,6.13447225169389e-29,3.4637208430252598e-34,6.65792437091528e-32,1.754289066138103e-13,4.13642859157726e-21,2.398020743818666e-36,9.446027550448307e-41,3.2284982792712267e-41,3.492578950109043e-17,1.057314849311004e-30,1.289938154627562e-26,2.3329475909147613e-38,1.6253923966527322e-29,1.0696708354078609e-32,4.352799157203892e-29,1.014497812834596e-40,1.0916085553362907e-30,1.5367595613833064e-22,3.774170834224179e-26
5.006292292820789e-10,0.5315364180801966,4.02335247759783e-16,2.963249226676925e-20,2.233531641081742e-20,9.881194092240402e-20,0.0,0.0,3.4126194411360587e-12,4.81803116259545e-19,7.251159060779481e-22,4.8990720570930765e-21,1.1525845880563691e-20,6.631180978617875e-39,7.563151020345645e-28,1.0935549933071827e-18,6.6311935292641e-16,3.1551343437217158e-18,1.604581983287057e-34,5.3393559272596285e-37,3.3213406095836143e-19,7.57867896666126e-30,3.440046162814243e-17,8.860531905405616e-29,1.2760450208683778e-23,1.8296923597797846e-25,1.0349093587681551e-17,2.312626710085302e-22,1.2741110371614277e-33,3.186328396561239e-35,1.8230419043379865e-28,7.138436238333974e-30,3.7405181784336305e-21,6.456352098141986e-27,3.76,0.0,0.7146260717208109,0.9999547382731803,1.4879934186296129e-22,1.824207454174251e-13,6.728979453704625e-08,6.577945222043432e-08,1.5103422864430324e-09,1.2341041844526734e-17,4.526172340622473e-05,2.1465610831584235e-22,8.217167161465556e-25,1.0016116263752981e-25,4.3972403716180775e-26,3.14296205043705e-18,1.494910588666503e-18,1.3393319095311694e-18,6.238504605820636e-19,4.424344870630713e-21,7.098235301424881e-26,3.8812927869309586e-19,3.055835977982895e-21,1.5645683575871383e-26,1.4161627709399918e-25,1.5716167321349475e-20,3.232769790145682e-29,1.0125197392542317e-21,9.350650100345849e-31,3.551697798150025e-17,4.1199844664683644e-33,4.516890563012207e-21,6.608081258338075e-16,3.0107424913146336e-26,4.88568254680539e-13,3.199293187747297e-15,1.6691557318849183e-26,2.917027473172375e-12,1.2523459191254488e-26,9.867647497460578e-16,1.0563537061472824e-17,3.415767549222646e-24,5.523499782994903e-36,6.897362135783047e-29,4.049757690092902e-34,7.779766323191715e-32,1.8242305553665738e-13,4.473082402426553e-21,2.913920870505413e-36,1.1460072371835702e-40,3.7707425689767254e-41,3.776457890169993e-17,1.1873036450297038e-30,1.4138390183309198e-26,2.77258303909012e-38,1.884744362182213e-29,1.2507095111143166e-32,4.8945705022926395e-29,1.2201699601274119e-40,1.2374250513704674e-30,1.6591519818040508e-22,4.2437139002379686e-26
5.198232546979334e-10,0.53153641833068,4.336553796003193e-16,3.2915496230396213e-20,2.479894014824357e-20,1.1057582800547603e-19,0.0,0.0,3.5435676434118823e-12,5.194664046011743e-19,8.1129432881161375e-22,5.622099585749491e-21,1.288412961488354e-20,7.414633045568551e-39,8.146156422963283e-28,1.1771615803559611e-18,6.886349141584686e-16,3.43069121190632e-18,1.8629327048894387e-34,5.979867595570109e-37,3.581243811968923e-19,8.483940788423104e-30,3.567595294060074e-17,9.919249870597513e-29,1.3757693172163788e-23,2.1243919031625796e-25,1.1136712138494396e-17,2.585260156626273e-22,1.42663397290932e-33,3.608186414725699e-35,2.040603201637021e-28,8.283019919283827e-30,4.1814688685375504e-21,7.496298786519733e-27,3.76,0.0,0.714626069140796,0.9999539550189022,1.6740687070038547e-22,1.8941472066802608e-13,6.986967179529832e-08,6.830574090408412e-08,1.5639308587261784e-09,1.3276580752938786e-17,4.604497755319437e-05,2.321218970172018e-22,8.814555889990273e-25,1.0656234535599277e-25,4.843729215310586e-26,3.4170946919556034e-18,1.592456832506063e-18,1.441165569677505e-18,6.713316539191989e-19,4.94554843045273e-21,8.240928518082664e-26,4.050265417783031e-19,3.2947919455672027e-21,1.796541990104504e-26,1.5782097411668637e-25,1.7429144443862328e-20,3.6718819918047875e-29,1.1318832585604072e-21,1.1273819267221095e-30,3.687874033742052e-17,4.535374351073516e-33,4.870175431850425e-21,6.861431439564281e-16,3.4953811434180805e-26,5.072757663619421e-13,3.4492062577238004e-15,1.8147495724178644e-26,3.028719527761697e-12,1.350472936856056e-26,1.06373304972076e-15,1.1349620298863e-17,3.818437375137683e-24,6.413176074556985e-36,7.720977936836354e-29,4.707169041388375e-34,9.037438532346995e-32,1.8941721124197006e-13,4.822924961558772e-21,3.514904147937624e-36,1.3801848537301177e-40,4.3782307391908424e-41,4.0714148204341163e-17,1.3274037703209736e-30,1.5448094898559124e-26,3.2724460014767906e-38,2.1727208298363894e-29,1.453808938570866e-32,5.479538571817606e-29,1.4569239761587455e-40,1.396243884569667e-30,1.786032076392229e-22,4.750661455064721e-26
