Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49),S(4341),S(4409),C2F(3939),C2H3F2(66),S(4619),CHF3(42),S(4047),CHO2(165),C2H2F3(67),C2H2F3(68),S(5214),CFO(51),CHF2O(615),S(3044)
0.0,0.5315364115469517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.7146261390141987,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9061026332009005e-21,0.5315364115469517,1.4559793861202565e-29,1.5628657996594465e-32,3.309207100523364e-43,6.17976262797249e-44,0.0,0.0,1.9794205022982705e-23,3.2453415650285985e-41,8.637118006437253e-55,1.0041867428327951e-54,1.4059975241611907e-53,8.030235668312636e-72,5.2308053253064375e-50,7.679660344991907e-41,3.835959301668145e-27,1.4414059596327505e-40,6.663031107075194e-71,6.233386639057018e-70,2.232579537579966e-41,8.90180937830207e-63,2.061654406296141e-28,1.0398850512404515e-61,8.599537574952842e-46,4.380995459249441e-62,7.333024932172147e-40,1.7921321681012276e-49,7.437808486392546e-67,1.2895951889916862e-68,2.1468907209443224e-61,3.639587971432978e-68,4.5588967870989244e-54,4.3064075644535865e-67,3.76,0.0,0.7146261390141987,0.9999999999999994,1.5201297780678659e-55,1.0589341880790047e-24,3.906105494037554e-19,3.8118062314098338e-19,9.42992626277206e-21,8.80722720501291e-40,4.847676784110482e-16,1.2544573426629432e-44,5.539878720498119e-47,1.056358244085869e-47,8.395433663569721e-59,1.4412218221580809e-40,1.4258898026147166e-40,9.506432700335231e-41,4.419888656980028e-41,1.9300082294781866e-46,7.050884961625636e-52,1.9590841799534213e-30,2.0570491654325487e-43,4.643140768330651e-60,1.8748649345920137e-58,2.395012083973383e-53,5.86292177993351e-73,5.2080982931723405e-48,5.048517321819076e-58,2.0616544062969096e-28,7.211726669134829e-66,3.0393790730009378e-43,3.8359593016679894e-27,3.577350591595119e-63,2.8396368046328516e-24,2.1579630069577095e-37,8.717110979609781e-49,1.6954582778143213e-23,7.451827884591284e-49,6.674325403237442e-38,1.9590841806833506e-30,4.1630305505153e-57,1.5515177075910115e-79,8.109523140432421e-62,1.105456974179183e-77,2.0895017813177177e-75,1.0589341880790049e-24,3.0100191114793392e-43,2.265427434952203e-90,9.290379937769655e-95,1.0588127067995439e-84,2.5479096787104792e-39,1.4430383257502374e-63,6.1894495777979006e-49,1.4341526947939378e-82,6.448091809966989e-73,1.455851125115014e-71,5.740778680541895e-62,1.2783009925080425e-94,1.0532174468588145e-63,1.1650192415921828e-44,4.983811498361791e-59
8.137087372962521e-21,0.5315364115469517,4.0767422898791666e-29,4.3760242390581714e-32,1.9987610888357293e-42,3.732576634003767e-43,0.0,0.0,5.542377406435218e-23,1.9601863052772916e-40,1.0253986497243007e-53,1.1921705012339727e-53,1.6692002606828292e-52,9.533495785414619e-71,3.159406416483707e-49,4.638514848371893e-40,1.0740686044671311e-26,8.706091996270398e-40,7.910351002298306e-70,7.400276617888355e-69,1.3484780406983612e-40,1.0568228093920061e-61,5.772632337626706e-28,1.2345515328326643e-60,5.194120695271518e-45,5.207408300810911e-61,4.4291470590282024e-39,1.0824494731175501e-48,1.1240016184637398e-65,1.9488306007242702e-67,2.548788663904921e-60,5.500160135612575e-67,5.412322265639608e-53,5.114470754589847e-66,3.76,0.0,0.7146261390141987,0.9999999999999987,1.804698072536013e-54,2.9650157266212135e-24,1.0937095383305153e-18,1.0673057447947797e-18,2.6403793535735614e-20,5.31956523182263e-39,1.3573494995383382e-15,7.576922349708174e-44,3.346086747186322e-46,6.380403794218337e-47,9.967058845275953e-58,8.704979805922548e-40,8.612374407737533e-40,5.741885350997423e-40,2.6696127488136676e-40,1.1657250020720155e-45,4.2587345172142774e-51,5.4854357038806355e-30,1.2424576959212842e-42,5.512336720531948e-59,2.2258396503420294e-57,2.843358346077028e-52,1.810004338067777e-71,3.145692088619726e-47,3.0493044639476896e-57,5.772632337631349e-28,8.562632923633541e-65,1.8357849600926147e-42,1.074068604467037e-26,4.2470315119766985e-62,7.95098305297185e-24,1.3034096562024377e-36,5.265135031704834e-48,4.747283177880019e-23,4.500904042309519e-48,4.03129254355517e-37,5.485435708289407e-30,4.9423498695678975e-56,3.4706830511701897e-78,9.627626205677111e-61,2.4728631144142845e-76,4.711146680069371e-74,2.9650157266212143e-24,1.8180515433335685e-42,9.420585965745208e-89,3.863324929669777e-93,2.3685216726005285e-83,1.538937445941101e-38,1.7131751003294433e-62,3.7384275450163074e-48,3.2081422124412204e-81,1.4424123455139411e-71,2.2001069675652447e-70,6.815452449539428e-61,5.315705197221759e-93,1.2504637113553682e-62,7.036716219211877e-44,5.9167810108550405e-58
1.8599056852485763e-20,0.5315364115469517,9.318268132366783e-29,1.0002341117902504e-31,9.6231742501162e-42,1.797074982276975e-42,0.0,0.0,1.2668291214709342e-22,9.437453271103426e-40,1.0067424748299047e-52,1.1704800678888279e-52,1.6388307141581397e-51,9.360042694966159e-70,1.521118188597039e-48,2.233245228318816e-39,2.455013953067966e-26,4.1916085307440104e-39,7.766430521360424e-69,7.265635466484417e-68,6.492341295283459e-40,1.03759490113484e-60,1.3194588200277884e-27,1.2120900157258722e-59,2.500745526796289e-44,5.115421711515158e-60,2.1324436502699984e-38,5.2115449986044957e-48,1.2091496500161881e-64,2.0964610854791545e-66,2.502415824332151e-59,5.916862327147235e-66,5.313850095029371e-52,5.025450108745786e-65,3.76,0.0,0.7146261390141987,0.9999999999999969,1.771863269344818e-53,6.77717880370563e-24,2.499907516184035e-18,2.439555988102477e-18,6.035152808155808e-20,2.5611416712100025e-38,3.1025131417425305e-15,3.647961952499158e-43,1.6109967319282918e-45,3.0718897737112386e-46,9.7857174779034e-57,4.191073058966403e-39,4.146487545920545e-39,2.7644706292498996e-39,1.2853036214463872e-39,5.612464403328218e-45,2.050397347429314e-50,1.2538138751779282e-29,5.981898973078217e-42,5.4120448807125775e-58,2.1853425677430614e-56,2.791626085029238e-51,4.013873907616068e-70,1.5145160629695243e-46,1.4681088395384373e-56,1.3194588200300242e-27,8.407225456708238e-64,8.838514344287449e-42,2.4550139530675124e-26,4.169762607430599e-61,1.8173675549649306e-23,6.275356424232736e-36,2.5349358729007334e-47,1.0850932978011086e-22,2.1669915488629396e-47,1.9408938272610794e-36,1.2538138773005619e-29,4.852428409668643e-55,6.857484848985996e-77,9.452460645852586e-60,4.88596087954336e-75,9.341159254741977e-73,6.777178803705636e-24,8.753135576182632e-42,3.7401556789380263e-87,1.5338150649852225e-91,4.67979969501299e-82,7.409321345689644e-38,1.682005472490636e-61,1.7998919372624385e-47,6.33874839476754e-80,2.8499637274302064e-70,2.3668433341464546e-69,6.691451630039912e-60,2.110438252229883e-91,1.2277494770690895e-61,3.3878759545427052e-43,5.809130682490262e-57
3.9522995811532246e-20,0.5315364115469517,1.9801319957221196e-28,2.12549748757787e-31,4.202693019518736e-41,7.848298641505003e-42,0.0,0.0,2.692011883125852e-22,4.1215837875865874e-39,8.904523179901802e-52,1.0352763653210337e-51,1.449527207500517e-50,8.27885176456359e-69,6.643122763117756e-48,9.753168638089806e-39,5.216904650270442e-26,1.8305855688695423e-38,6.869321622206367e-68,6.426372289401287e-67,2.8353760127275043e-39,9.177409396653254e-60,2.803849992554043e-27,1.0720798924268595e-58,1.0921412720190134e-43,4.5256292216852885e-59,9.312941663800116e-38,2.2760333290468885e-47,1.1114168465053672e-63,1.9270082212554155e-65,2.2133584576636e-58,5.438693366380395e-65,4.700040231599921e-51,4.452126991048264e-64,3.76,0.0,0.7146261390141987,0.9999999999999934,1.5671929960446334e-52,1.4401504957874465e-23,5.312303471891074e-18,5.1840564747182896e-18,1.2824699717278438e-19,1.1185178550286295e-37,6.592840425949363e-15,1.5931608252181188e-42,7.035645975105984e-45,1.3415749698955694e-45,8.655356289051562e-56,1.8303517142754013e-38,1.810880049234864e-38,1.2073169529347342e-38,5.613258594329448e-39,2.451110939175439e-44,8.954623907346488e-50,2.664354484775346e-29,2.612452440099714e-41,4.786892408925544e-57,1.9329107529304636e-55,2.46916165798791e-50,7.499084025663793e-69,6.614295985248562e-46,6.41161702302921e-56,2.803849992563807e-27,7.436247287938216e-63,3.860011422711933e-41,5.216904650268461e-26,3.6881111574312045e-60,3.8619060543002066e-23,2.740613018835997e-35,1.1070730944413872e-46,2.305823257827191e-22,9.463821413673144e-47,8.476393262107734e-36,2.664354494045444e-29,4.291917976334071e-54,1.2202527894720694e-75,8.36059445355711e-59,8.6943063929899e-74,1.6648836874301447e-71,1.4401504957874488e-23,3.8227242715794984e-41,1.337043756172153e-85,5.483135013065788e-90,8.327453516509745e-81,3.2358452919618636e-37,1.487714792307399e-60,7.860600964200844e-47,1.1279464094663125e-78,5.071358179853943e-69,2.1756664474181203e-68,5.918513188492055e-59,7.5444674768517275e-90,1.085945119647196e-60,1.4795744368144642e-42,5.138110302350558e-56
8.137087372962521e-20,0.5315364115469517,4.076742416644675e-28,4.376024239228121e-31,1.7545416063661436e-40,3.276510238932962e-41,0.0,0.0,5.54237740643606e-22,1.7206800977784028e-38,7.484788270458637e-51,8.702121660385464e-51,1.218414958461908e-49,6.958873746316453e-68,2.773372983458195e-47,4.0717559148697857e-38,1.0740686044678616e-25,7.642334399194576e-38,5.774081722365066e-67,5.401753127218882e-66,1.1837136708257505e-38,7.714165578284614e-59,5.772632337590628e-27,9.011477472441617e-58,4.559474822240019e-43,3.804501468920558e-58,3.8879698189850085e-37,9.502114035297665e-47,9.508405115315292e-63,1.6485958350438246e-64,1.8604611485167124e-57,4.653049917077565e-64,3.950667013301278e-50,3.754348423501403e-63,3.76,0.0,0.7146261390141987,0.9999999999999865,1.3173201436728352e-51,2.9650157266212137e-23,1.0937095383305151e-17,1.067305744795159e-17,2.640379353535626e-19,4.669591864025753e-37,1.3573494993556825e-14,6.651132831123203e-42,2.937243697672641e-44,5.600811409301917e-45,7.275348484564198e-55,7.641358102292082e-38,7.560067732690773e-38,5.040310617647173e-38,2.34342496589914e-38,1.023290802233222e-43,3.7383792121276286e-49,5.485435704040933e-29,1.0906474675126762e-40,4.0236715039507172e-56,1.6247279544122297e-54,2.075479151586965e-49,1.2938240008121927e-67,2.7613437526668165e-45,2.6767239059155567e-55,5.77263233763139e-27,6.250674012054111e-62,1.6114787845057646e-40,1.074068604467035e-25,3.100085292538447e-59,7.950983052969891e-23,1.1441519862887127e-34,4.621812241666448e-46,4.74728317787883e-22,3.950959144626724e-46,3.5387273287930525e-35,5.485435742741769e-29,3.607615666542059e-53,2.058134685328305e-74,7.027583424819881e-58,1.4664218569293111e-72,2.8102461848703864e-70,2.9650157266212213e-23,1.5959121329070091e-40,4.521175476555448e-84,1.8541065272553183e-88,1.4045467521694837e-79,1.350901711651895e-36,1.25051392446731e-59,3.281646166504698e-46,1.902446485094754e-77,8.553586815178139e-68,1.8615513432214284e-67,4.9748669520997724e-58,2.5511402435151845e-88,9.128080992718317e-60,6.176932018853282e-42,4.318891303495421e-55
1.6506662956581113e-19,0.5315364115469517,8.269963482296474e-28,8.87707774282867e-31,7.167874962145579e-40,1.3385613835020694e-40,0.0,0.0,1.1243108453057963e-21,7.029539643516572e-38,6.136481635949906e-50,7.134525112082222e-50,9.989301964643443e-49,5.705305134609177e-67,1.1330133566663534e-46,1.6634451493285907e-37,2.1788248833507865e-25,3.1221429658365756e-37,4.7339459566593475e-66,4.428683573870117e-65,4.835856581586926e-38,6.324539011329305e-58,1.1710197027600097e-26,7.388153682444203e-57,1.8626942368851047e-42,3.1193384753299654e-57,1.5883625323636276e-36,3.882024085148443e-46,7.86173322388037e-62,1.363090812289803e-63,1.5253184538802487e-56,3.8474522027457293e-63,3.2389955067076298e-49,3.0978311911985696e-62,3.76,0.0,0.7146261390141987,0.9999999999999725,1.0800186429712682e-50,6.014746188288747e-23,2.2186679206133307e-17,2.165105939442489e-17,5.356198117084215e-19,1.9076806414535785e-36,2.753480412554693e-14,2.71720478277564e-41,1.1999598904287981e-43,2.2881142103074047e-44,5.964770244501598e-54,3.1217441166909554e-37,3.0885343474015588e-37,2.059131348563665e-37,9.573655626296871e-38,4.180478741938019e-43,1.527249890862365e-48,1.1127598142855113e-28,4.455650774296385e-40,3.298849002775797e-55,1.332050138897234e-53,1.7016032034715306e-48,2.148548595967472e-66,1.1281034212179975e-44,1.0935290645063625e-54,1.171019702776662e-26,5.124704120120537e-61,6.583416647288602e-40,2.1788248833474097e-25,2.5416464701281524e-58,1.6129137050305808e-22,4.6742341915884336e-34,1.8881611068617326e-45,9.630203017980009e-22,1.6140957272966038e-45,1.4456855796399291e-34,1.1127598300960655e-28,2.957741286348888e-52,3.3804924007986804e-73,5.761637489523482e-57,2.4086023074678874e-71,4.6175979893302435e-69,6.01474618828878e-23,6.519821796234328e-40,1.4870482631116862e-82,6.098294359988066e-87,2.306972257997681e-78,5.518874280470648e-36,1.0252468681344338e-58,1.3406595366503394e-45,3.124774069110873e-76,1.404929202729742e-66,1.539535604488092e-66,4.078696496133542e-57,8.390890128244614e-87,7.483775347249708e-59,2.5234782780003595e-41,3.5408880270265803e-54
3.32458141238183e-19,0.5315364115469517,1.6656406508826827e-27,1.7879184751229962e-30,2.8973696700704078e-39,5.410679461149045e-40,0.0,0.0,2.2644570546307718e-21,2.841452316579325e-37,4.969481927770413e-49,5.777723434875701e-49,8.089595720886092e-48,4.6203040179276525e-66,4.579821140827136e-46,6.723911255424097e-37,4.388337441121795e-25,1.2620201059944937e-36,3.833680116673801e-65,3.586462779493092e-64,1.954730548975e-37,5.121775666118791e-57,2.3585326407364248e-26,5.983118402863001e-56,7.529307924674968e-42,2.526199148194611e-56,6.420415312946682e-36,1.5692574179598735e-45,6.393030893316856e-61,1.108442769811598e-62,1.2352424305007135e-55,3.12904301396564e-62,2.6230225378899123e-48,2.5407569277118798e-61,3.76,0.0,0.7146261390141987,0.9999999999999445,8.74627098545246e-50,1.2114207111623816e-22,4.468584685178962e-17,4.360706328739828e-17,1.0787835643913491e-18,7.711150164392559e-36,5.5457422376627877e-14,1.0983376176790128e-40,4.8504297344165575e-43,9.24892347306928e-44,4.830425589189464e-53,1.2618588847886072e-36,1.2484349643617187e-36,8.323338137421636e-37,3.869824673620975e-37,1.6898179024719978e-42,6.173388264503123e-48,2.2411923021615505e-28,1.801045282698495e-39,2.6714934571102955e-54,1.0787287381165686e-52,1.378002390941191e-47,3.5017508494405455e-65,4.560009951600023e-44,4.420219396516988e-54,2.3585326408037362e-26,4.1501278025763983e-60,2.6611222686124717e-39,4.388337441108145e-25,2.0583061871111872e-57,3.248544504496381e-22,1.889400194813963e-33,7.632249085901033e-45,1.939604269817397e-21,6.524433002197472e-45,5.843692258129761e-34,2.2411923660703377e-28,2.3952555782415337e-51,5.479923856856782e-72,4.665923423200973e-56,3.904448137375953e-70,7.486741980780444e-68,1.2114207111623953e-22,2.635416213022134e-39,4.824147747672172e-81,1.9783536102954685e-85,3.739701444298545e-77,2.2308172233728064e-35,8.302714951144898e-58,5.4191602014152564e-45,5.065393436771606e-75,2.2774507796654286e-65,1.2525249825783353e-65,3.303034169918199e-56,2.7220968346164384e-85,6.060564504210258e-58,1.020030266889866e-40,2.867502928006375e-53
6.672411645829267e-19,0.5315364115469517,3.3429296142794564e-27,3.588339877283329e-30,1.1650196059938803e-38,2.1756106808723175e-39,0.0,0.0,4.544749473283103e-21,1.1425354793359284e-36,3.999871390542341e-48,4.650414509692642e-48,6.511210414728647e-47,3.718822630826716e-65,1.8415259378865292e-45,2.703655142842002e-36,8.807362556684448e-25,5.074527344018364e-36,3.085692070470469e-64,2.8866972601422234e-63,7.859885565279916e-37,4.122450640500532e-56,4.733558516587337e-26,4.815734210161327e-55,3.0275016014125754e-41,2.0333469880854492e-55,2.581620759173435e-35,6.310568185126148e-45,5.156211018939082e-60,8.939992341901406e-62,9.942305717248675e-55,2.524265318297965e-61,2.1112367361823346e-47,2.0966204424193244e-60,3.76,0.0,0.7146261390141987,0.9999999999998886,7.039759798964822e-49,2.431312895829395e-22,8.968418214310224e-17,8.751907107345221e-17,2.1651110696500436e-18,3.100619566026369e-35,1.113026588271927e-13,4.416367254963965e-40,1.9503364634236374e-42,3.7189514478812256e-43,3.887946748617891e-52,5.0738790806066596e-36,5.019902081333489e-36,3.3467776574851786e-36,1.556039481065536e-36,6.79469596924021e-42,2.4822922852011446e-47,4.49805727836644e-28,7.241923868891029e-39,2.1502503589835036e-53,8.682547355633855e-52,1.1091362072896797e-46,5.654597123903601e-64,1.833588539018322e-43,1.7773508408557437e-53,4.7335585168579925e-26,3.340387717310022e-59,1.0700255601700408e-38,8.807362556629567e-25,1.6567280008608205e-56,6.51980610342245e-22,7.597195084499922e-33,3.0688937903766694e-44,3.892772205852829e-21,2.623445815296971e-44,2.3497229554919067e-33,4.498057535340864e-28,1.9279100717896828e-50,8.825248434362068e-71,3.7555410986046596e-55,6.287993360400186e-69,1.2058304066082208e-66,2.43131289582945e-22,1.059689268276496e-38,1.5543148144253366e-79,6.374150389303333e-84,6.022673887151743e-76,8.970017940264705e-35,6.682747312221539e-57,2.1790204836672922e-44,8.157660021136081e-74,3.667764269245602e-64,1.011174990248231e-64,2.6585692574309393e-55,8.770451600515393e-84,4.878073246620258e-57,4.101496840408153e-40,2.3080158235740334e-52
1.3368072112724142e-18,0.5315364115469517,6.697508973435815e-27,7.1891826835243e-30,4.6722497259157104e-38,8.725174034149177e-39,0.0,0.0,9.105334310597282e-21,4.582078283625361e-36,3.2096448876740657e-47,3.7316648333028695e-47,5.2248362955294176e-46,2.9841209577024242e-64,7.385342653090978e-45,1.0842866361087784e-35,1.7645412787892293e-24,2.0351124315215272e-35,2.4760940827214286e-63,2.3163927534144926e-62,3.152165653670707e-36,3.3080070161218005e-55,9.483610267881493e-26,3.864323419307711e-54,1.2141635504851497e-40,1.631667364866971e-54,1.0353453901187883e-34,2.5313439558891186e-44,4.141749097244154e-59,7.18108797325798e-61,7.978074193471458e-54,2.0285569913582806e-60,1.6941345195565836e-46,1.7652146258345324e-59,3.76,0.0,0.7146261390141986,0.999999999999777,5.648963892480111e-48,4.871097265163424e-22,1.796808527257275e-16,1.7534308664598874e-16,4.3377660797387904e-18,1.2434871244114083e-34,2.2299313152193402e-13,1.7711607968317406e-39,7.821721529073741e-42,1.4914658628469043e-42,3.1198324064724577e-51,2.0348524488721948e-35,2.0132052534578633e-35,1.3422075287795997e-35,6.24041427401701e-36,2.724987013452695e-41,9.955102421082565e-47,9.011787232587465e-28,2.9043353743946267e-38,1.7254405111325097e-52,6.967197442723253e-51,8.900119546879581e-46,9.089008081533e-63,7.353739476983849e-43,7.127972311507652e-53,9.483610268966941e-26,2.6804522928606484e-58,4.2912810769259434e-38,1.7645412787672197e-24,1.3294585817952347e-55,1.3062329301252458e-21,3.0468150217334874e-32,1.2307636702017065e-43,7.799108077910257e-21,1.0521191089070408e-43,9.423439990721862e-33,9.011788263169839e-28,1.5470264169075992e-49,1.4166478233358227e-69,3.013585216480715e-54,1.0093621925932099e-67,1.935715953662715e-65,4.871097265163643e-22,4.2498279234132076e-38,4.990821549127059e-78,2.046705520629707e-82,9.667725408920562e-75,3.5973783878949776e-34,5.362483852793702e-56,8.738846738343649e-44,1.3094851139104493e-72,5.887573934548223e-63,8.137862112683372e-64,2.1333343982486503e-54,2.8161449905577856e-82,3.9143480433572005e-56,1.6448836767769886e-39,1.8520373446552807e-51
