Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73)
1.1997316170616479e-06,0.9486761964231993,6.6216468267039035e-06,4.729710890172157e-06,2.484976524773943e-06,1.9899462391537034e-05,0.0,0.0,2.915096703985775e-06,1.5391401012417117e-08,3.975423658695499e-05,2.3382013190584158e-06,1.9883818695394617e-07,5.776265617576978e-16,4.6431910781433595e-11,4.355316637552876e-08,1.8429995840484532e-06,3.1641843250894544e-05,4.967605220227103e-08,5.800195718274914e-08,0.0017626785967162668,3.573676859344921e-08,2.1658599739657147e-09,3.2958058048062476e-12,6.217908026425205e-11,2.0812321803304866e-05,1.1792135456591224e-07,7.06727825711797e-08,9.113851280571911e-13,8.080555758322964e-14,5.217715381314677e-12,9.027270210040489e-14,5.4666208667889666e-09,1.1408476289233148e-10,3.76,0.0,4.0826474835318563e-07,0.9968560579218307,1.5129671555607202e-05,4.770039113221598e-08,0.5315882248397704,0.5279174270813697,1.299980734139213e-06,6.531104634875362e-09,0.003056565812423096,1.5606322919120736e-07,2.7479040684954e-09,1.3255768109282987e-12,8.710179292850502e-11,3.0391135922443217e-05,3.642616256221038e-09,3.7314247252330566e-06,3.327571930602477e-06,1.8138548283456412e-05,3.142006173296946e-05,2.9000889474581956e-08,4.2305672619336836e-08,1.961401303125889e-14,1.6719241702891662e-14,1.6763324561604434e-09,1.2685191931199846e-09,7.04444719293053e-07,1.5384190076443917e-09,8.990362100267742e-08,4.164587708895292e-11,5.485021845989216e-12,4.1904120561751084e-11,8.567005903367227e-08,4.3336608090088046e-09,9.792722529840286e-06,3.818519902720676e-07,1.487585274779671e-11,1.4192216532704936e-15,5.177699068977875e-10
1.203910665986841e-06,0.948677323158773,6.635652888009713e-06,4.741061412951711e-06,2.4914599865041575e-06,1.9992349954429616e-05,0.0,0.0,2.9211970385533253e-06,1.542811622941103e-08,4.004993018781627e-05,2.3521253500813716e-06,1.9974133530292247e-07,5.836704800092013e-16,4.681325329273005e-11,4.366339611125368e-08,1.8527691346732475e-06,3.1757181212680835e-05,5.008600086451904e-08,5.837743845484734e-08,0.0017692461705710492,3.587802715582112e-08,2.1714160918406147e-09,3.33076422169264e-12,6.251058979347092e-11,2.093774560095406e-05,1.1792339811016871e-07,7.094864156206609e-08,9.238509656603404e-13,8.167044277703798e-14,5.251028892859602e-12,9.073770247889086e-14,5.468369451232939e-09,1.1455721957296197e-10,3.76,0.0,4.024023926893827e-07,0.9968556353942942,1.5215091209803669e-05,4.807254949576318e-08,0.5315949589279976,0.5279102559802624,1.2999607506751913e-06,6.531015396562168e-09,0.0030565645139524057,1.5612005719532531e-07,2.7483504621051444e-09,1.328648049168348e-12,8.732776441064265e-11,3.0494102103092707e-05,3.6425609072443363e-09,3.740463366676167e-06,3.33562901077197e-06,1.820023174834705e-05,3.165304788681645e-05,2.9059826221379103e-08,4.2393782274891817e-08,1.966395641928923e-14,1.6761571317997127e-14,1.6806101584180813e-09,1.2739327250640734e-09,7.062051163482403e-07,1.5498987180081922e-09,9.000905423126206e-08,4.186791812632656e-11,5.4985546896549825e-12,4.200882284486413e-11,8.564073013622737e-08,4.333547665291036e-09,9.807227194049721e-06,3.84734129182777e-07,1.4875856057333924e-11,1.4192527249634288e-15,5.208784892508559e-10
1.2080897149120343e-06,0.9486784499911903,6.6496672352678054e-06,4.752417243865836e-06,2.49794962245969e-06,2.0085438520933316e-05,0.0,0.0,2.9273133875826844e-06,1.5464861031452923e-08,4.034661030847848e-05,2.3660848906415056e-06,2.0064601046236928e-07,5.897571798497276e-16,4.7196286614933813e-11,4.377369718910261e-08,1.862561236542655e-06,3.187250259837199e-05,5.0497750547719204e-08,5.875411673085324e-08,0.0017758135977674256,3.601928303733734e-08,2.1769761174837887e-09,3.3659974854767596e-12,6.284287271663915e-11,2.1063473092258743e-05,1.1792544561590203e-07,7.122449630492056e-08,9.364461321448352e-13,8.254195799867963e-14,5.28447353749879e-12,9.120383433056677e-14,5.470119736676326e-09,1.1502972207255132e-10,3.76,0.0,3.9684552367069633e-07,0.9968552121193539,1.5300732352286808e-05,4.8446674282225084e-08,0.5316016930420611,0.5279030835902474,1.2999408852559276e-06,6.5309261698454454e-09,0.003056563213190285,1.5617633896366813e-07,2.748797034613954e-09,1.3317219182549395e-12,8.755394532304224e-11,3.0597002067314424e-05,3.6425055455859412e-09,3.749508056178765e-06,3.3436912570432925e-06,1.8261867319534782e-05,3.188677437955769e-05,2.9118796393443702e-08,4.248194184437323e-08,1.9713931286904755e-14,1.680392811278124e-14,1.684890700429497e-09,1.279350535939206e-09,7.079664295237793e-07,1.561415102658576e-09,9.011527653202683e-08,4.209047274874104e-11,5.512094580742748e-12,4.211357912974899e-11,8.561141219364469e-08,4.333434545863513e-09,9.821731518826438e-06,3.8762937383069436e-07,1.487633596340747e-11,1.4193298724513614e-15,5.239967643044181e-10
1.2122687638372276e-06,0.9486795769229653,6.663689893985178e-06,4.763778427952115e-06,2.50444544565913e-06,2.0178728197006565e-05,0.0,0.0,2.9334457612625756e-06,1.5501636192900522e-08,4.064427654670974e-05,2.3800799644761647e-06,2.0155221477072395e-07,5.958868439479077e-16,4.7581012733424273e-11,4.388407004887612e-08,1.8723759064769277e-06,3.198780741172436e-05,5.0911303231221954e-08,5.9131993473464654e-08,0.0017823808782134495,3.616053623630404e-08,2.182540074771827e-09,3.4015070516469e-12,6.3175929653764e-11,2.118950438908201e-05,1.1792749710153662e-07,7.150034682174927e-08,9.491715739312156e-13,8.342013686317058e-14,5.3180497111294164e-12,9.167109819905335e-14,5.471871727068899e-09,1.155022705663486e-10,3.76,0.0,3.915782206722135e-07,0.9968547880964482,1.5386595188946063e-05,4.8822770003252606e-08,0.5316084271978905,0.5278959099266143,1.2999211316017224e-06,6.530836953479223e-09,0.0030565619101350088,1.5623208375465998e-07,2.749243788449668e-09,1.3347984239460548e-12,8.778033611242124e-11,3.0699835994933536e-05,3.6424501712880237e-09,3.758558824183847e-06,3.351758698187772e-06,1.8323455873152816e-05,3.212124066089532e-05,2.917780009580929e-08,4.2570151485926426e-08,1.9763937843567226e-14,1.6846312257156652e-14,1.6891740991586677e-09,1.2847726273105923e-09,7.097286689992752e-07,1.57296813333166e-09,9.022229308740459e-08,4.231354133508735e-11,5.525641570413078e-12,4.221839002485935e-11,8.55821052084923e-08,4.3333214492406e-09,9.836235504858833e-06,3.905377554152083e-07,1.4877269426405307e-11,1.4194508748889135e-15,5.271247503145705e-10
1.2164478127624208e-06,0.94868070395648,6.677720890280125e-06,4.775145009629108e-06,2.5109474692714996e-06,2.027221908894934e-05,0.0,0.0,2.9395941698181746e-06,1.553844248073546e-08,4.09429285107552e-05,2.39411059546258e-06,2.0245995055179393e-07,6.020596555291825e-16,4.796743363714468e-11,4.399451512411946e-08,1.8822131613433456e-06,3.210309565649827e-05,5.132666089759654e-08,5.95110701411775e-08,0.0017889480118172903,3.630178675104128e-08,2.1881079872550766e-09,3.437294380744014e-12,6.350976122661198e-11,2.131583960451309e-05,1.1792955258515564e-07,7.177619313463763e-08,9.620282418983494e-13,8.430501309519156e-14,5.3517578108104264e-12,9.213949463497298e-14,5.473625426386447e-09,1.1597486523001885e-10,3.76,0.0,3.865853927798417e-07,0.9968543633250134,1.5472679926107336e-05,4.92008411736359e-08,0.531615161410588,0.5278887350038197,1.2999014837600522e-06,6.530747746282014e-09,0.0030565606047848505,1.5628730068405637e-07,2.749690725998915e-09,1.337877572091002e-12,8.800693723066139e-11,3.080260406567608e-05,3.6423947868677325e-09,3.7676157008697283e-06,3.3598313626761018e-06,1.8384998278074607e-05,3.2356446190588986e-05,2.9236837436148372e-08,4.265841136157438e-08,1.9813976295508318e-14,1.6888723918586955e-14,1.6934603713289005e-09,1.2901990007609944e-09,7.11491844745962e-07,1.5845577822689442e-09,9.033010909520445e-08,4.253712426530172e-11,5.539195709122e-12,4.232325612612858e-11,8.55528091832205e-08,4.3332083740133246e-09,9.850739152806833e-06,3.9345930513181304e-07,1.4878634564627852e-11,1.4196136230628591e-15,5.302624655601185e-10
1.220626861687614e-06,0.9486818310939883,6.691760250854732e-06,4.786517032719766e-06,2.5174557066114757e-06,2.0365911303411248e-05,0.0,0.0,2.945758623511086e-06,1.5575280654642908e-08,4.124256581924607e-05,2.4081768076159064e-06,2.033692201151156e-07,6.082757983767376e-16,4.835555131858199e-11,4.410503284236076e-08,1.892073018056752e-06,3.221836733646397e-05,5.174382553261729e-08,5.989134818854903e-08,0.0017955149984872237,3.64430345798821e-08,2.193679878169698e-09,3.4733609383778327e-12,6.384436805872805e-11,2.1442478852850278e-05,1.1793161208452171e-07,7.205203526574991e-08,9.750170913965823e-13,8.519662052939382e-14,5.38559823476338e-12,9.260902419580551e-14,5.475380838630551e-09,1.1644750623964492e-10,3.76,0.0,3.8185273554958946e-07,0.996853937804484,1.555898677053819e-05,4.958089231132052e-08,0.5316218956944709,0.5278815588355306,1.2998819360885231e-06,6.530658547133448e-09,0.0030565592971380806,1.5634199872714915e-07,2.7501378496086455e-09,1.3409593686620678e-12,8.823374913462913e-11,3.090530645917443e-05,3.642339390691942e-09,3.776678716161068e-06,3.367909278690555e-06,1.8446495395968838e-05,3.2592390438364815e-05,2.92959085246531e-08,4.274672163704297e-08,1.9864046845852055e-14,1.693116326217982e-14,1.6977495334319687e-09,1.2956296578904631e-09,7.132559665343809e-07,1.5961840222127157e-09,9.04387297686704e-08,4.276122192037859e-11,5.55275704664785e-12,4.2428178017430735e-11,8.55235241201694e-08,4.333095318845489e-09,9.865242463303361e-06,3.9639405417229937e-07,1.4880410596224052e-11,1.4198161137948939e-15,5.334099283428446e-10
1.2248059106128073e-06,0.9486829583376256,6.70580800296848e-06,4.797894540473941e-06,2.523970171134748e-06,2.045980494739928e-05,0.0,0.0,2.9519391326393186e-06,1.5612151467090306e-08,4.154318810110972e-05,2.4222786250873447e-06,2.0428002575631062e-07,6.145354568324824e-16,4.874536777374851e-11,4.421562362534039e-08,1.9019554935800801e-06,3.233362245539718e-05,5.2162799125251894e-08,6.027282906645555e-08,0.0018020818381316184,3.658427972117174e-08,2.199255770449295e-09,3.509708195243024e-12,6.417975077545427e-11,2.1569422249584676e-05,1.1793367561709668e-07,7.232787323732917e-08,9.881390822609316e-13,8.609499311070647e-14,5.419571382373346e-12,9.307968744574924e-14,5.477137967828332e-09,1.169201937717292e-10,3.76,0.0,3.7736669002035103e-07,0.9968535115342918,1.564551592945288e-05,4.996292793742343e-08,0.5316286300631118,0.5278743814346631,1.2998624832387079e-06,6.530569354971081e-09,0.0030565579871929547,1.5639618672093818e-07,2.750585161587595e-09,1.3440438197009192e-12,8.846077228603934e-11,3.100794335496246e-05,3.64228398162474e-09,3.78574789973943e-06,3.375992474136704e-06,1.8507948081354774e-05,3.282907288382542e-05,2.9355013473920653e-08,4.2835082481593174e-08,1.9914149694732736e-14,1.6973630450776716e-14,1.702041601736915e-09,1.3010646003159072e-09,7.150210439417882e-07,1.6078468264015047e-09,9.054816033654036e-08,4.298583468238327e-11,5.566325632116988e-12,4.253315627102539e-11,8.549425002157654e-08,4.332982282469953e-09,9.87974543695573e-06,3.9934203372495045e-07,1.4882577784038093e-11,1.4200564446233468e-15,5.36567156987769e-10
1.2289849595380006e-06,0.9486840856894136,6.719864174412942e-06,4.809277575590053e-06,2.5304908764335022e-06,2.0553900128285274e-05,0.0,0.0,2.9581357075372426e-06,1.564905566340533e-08,4.1844794995480865e-05,2.4364160721623245e-06,2.0519236975744274e-07,6.208388157980649e-16,4.9136885002166e-11,4.4326287889231664e-08,1.9118606049248533e-06,3.2448861017075744e-05,5.258358366765144e-08,6.065551422234478e-08,0.001808648530658931,3.6725522173266877e-08,2.2048356867361377e-09,3.5463376271353763e-12,6.451591000394779e-11,2.169666991138428e-05,1.1793574320005996e-07,7.260370707169678e-08,1.0013951788243221e-12,8.700016489464507e-14,5.453677654189776e-12,9.355148495558735e-14,5.478896818032152e-09,1.173929280031959e-10,3.76,0.0,3.7311440386275623e-07,0.996853084513867,1.5732267610517264e-05,5.0346952576248755e-08,0.5316353645293795,0.5278672028134253,1.2998431201408213e-06,6.530480168787392e-09,0.0030565566749477216,1.5644987336626855e-07,2.751032664207693e-09,1.3471309313143485e-12,8.868800715130094e-11,3.111051493247202e-05,3.64222856237219e-09,3.794823281053416e-06,3.3840809766546624e-06,1.8569357181657933e-05,3.30664930163609e-05,2.941415239884335e-08,4.292349406786021e-08,1.996428503940851e-14,1.7016125645039215e-14,1.7063365922985199e-09,1.30650382967102e-09,7.167870863593017e-07,1.61954616856559e-09,9.065840604310461e-08,4.321096293446403e-11,5.57990151402857e-12,4.2638191447986716e-11,8.546498688958393e-08,4.332869263685135e-09,9.894248074346945e-06,4.0230327497474155e-07,1.488511738321971e-11,1.4203328087522601e-15,5.397341698434059e-10
1.2331640084631938e-06,0.9486852131512664,6.733928793487492e-06,4.82066618023597e-06,2.537017836232044e-06,2.06481969538129e-05,0.0,0.0,2.964348358575555e-06,1.5685993981852948e-08,4.214738615161371e-05,2.450589173258767e-06,2.061062543873725e-07,6.271860607359311e-16,4.953010500685162e-11,4.4437026044853456e-08,1.921788369151677e-06,3.2564083025286165e-05,5.300618115514256e-08,6.103940510048235e-08,0.0018152150759776914,3.6866761934534986e-08,2.2104196493919865e-09,3.5832507149680195e-12,6.485284637319859e-11,2.1824221956078838e-05,1.1793781485032601e-07,7.287953679125244e-08,1.0147863499308639e-12,8.791217004762206e-14,5.487917451927476e-12,9.402441730255963e-14,5.480657393319294e-09,1.1786570911139261e-10,3.76,0.0,3.690836945527604e-07,0.9968526567426375,1.5819242021853488e-05,5.073297075530348e-08,0.531642099105474,0.5278600229833502,1.2998238419892024e-06,6.5303909876269085e-09,0.0030565553604006354,1.565030672299366e-07,2.751480359705422e-09,1.3502207097200902e-12,8.891545420134434e-11,3.1213021371039094e-05,3.6421731323214982e-09,3.8039048893283684e-06,3.3921748136298845e-06,1.8630723537265914e-05,3.330465033506087e-05,2.9473325416503325e-08,4.301195657169905e-08,2.0014453074370702e-14,1.705864900353214e-14,1.710634520965465e-09,1.3119473476061895e-09,7.185541029987932e-07,1.6312820229225605e-09,9.076947214826438e-08,4.3436607060863866e-11,5.593484740278456e-12,4.274328409861738e-11,8.543573472624482e-08,4.332756261351665e-09,9.908750376036988e-06,4.0527780910354176e-07,1.488801159146068e-11,1.4206434902547138e-15,5.429109852820126e-10
1.237343057388387e-06,0.9486863407249961,6.748001888976023e-06,4.8320603960690745e-06,2.5435510643825472e-06,2.0742695532104465e-05,0.0,0.0,2.9705770961612237e-06,1.572296715371178e-08,4.245096122879521e-05,2.464797952925409e-06,2.0702168190211107e-07,6.335773776704206e-16,4.992502979430577e-11,4.454783849787485e-08,1.9317388033707026e-06,3.267928848382168e-05,5.343059358622101e-08,6.142450314219348e-08,0.0018217814739964974,3.7007999003353634e-08,2.2160076805085255e-09,3.620448944787675e-12,6.519056051404617e-11,2.1952078502645034e-05,1.1793989058456054e-07,7.315536241847395e-08,1.028313568949171e-12,8.883104284725833e-14,5.522291178467703e-12,9.449848507023957e-14,5.482419697791641e-09,1.1833853727409227e-10,3.76,0.0,3.652630144644564e-07,0.996852228220029,1.5906439372044542e-05,5.1120987005312826e-08,0.5316488338029615,0.5278528419553328,1.2998046442285474e-06,6.530301810583477e-09,0.0030565540435499357,1.5655577674676198e-07,2.751928250283119e-09,1.3533131612114257e-12,8.914311391149002e-11,3.131546284990165e-05,3.6421176893637663e-09,3.812992753575675e-06,3.400274012203517e-06,1.8692047981584536e-05,3.3543544348627494e-05,2.953253264607148e-08,4.310047017203643e-08,2.0064653991449193e-14,1.7101200682803658e-14,1.7149354033881906e-09,1.3173951557880335e-09,7.203221028995371e-07,1.6430543641729209e-09,9.088136392759024e-08,4.366276744693189e-11,5.607075358182174e-12,4.284843476284786e-11,8.540649353352987e-08,4.332643274389203e-09,9.923252342563955e-06,4.0826566729032255e-07,1.4891243501715376e-11,1.4209868595146804e-15,5.460976216998367e-10
1.2415221063135803e-06,0.9486874684123187,6.762083490124618e-06,4.843460264255578e-06,2.55009057486092e-06,2.083739597166728e-05,0.0,0.0,2.9768219307374364e-06,1.5759975903349513e-08,4.2755519896259276e-05,2.479042435840189e-06,2.0793865454517193e-07,6.400129531889018e-16,5.032166137450198e-11,4.465872564901197e-08,1.9417119247420936e-06,3.279447739647667e-05,5.385682296254716e-08,6.181080978609867e-08,0.001828347724624005,3.714923337810985e-08,2.221599801917432e-09,3.6579338077909425e-12,6.552905305919608e-11,2.2080239671192366e-05,1.1794197041919591e-07,7.3431183975917e-08,1.041977813785724e-12,8.975681768269634e-14,5.556799237859197e-12,9.497368884841579e-14,5.4841837355753055e-09,1.1881141266949526e-10,3.76,0.0,3.616414177820881e-07,0.9968517989454654,1.5993859870138716e-05,5.1511005860235586e-08,0.5316555686328089,0.5278456597396634,1.2997855225408621e-06,6.530212636797717e-09,0.0030565527243938484,1.5660801022162898e-07,2.752376338110225e-09,1.3564082921279468e-12,8.937098676131878e-11,3.1417839548193905e-05,3.642062235842459e-09,3.8220869026016834e-06,3.4083785992823383e-06,1.8753331341094066e-05,3.378317457528954e-05,2.95917742087106e-08,4.318903505072881e-08,2.011488797991372e-14,1.7143780837462216e-14,1.7192392550264537e-09,1.3228472558992093e-09,7.220910949346222e-07,1.6548631674957525e-09,9.09940866723804e-08,4.3889444479134404e-11,5.620673414496951e-12,4.295364397062134e-11,8.537726331333358e-08,4.332530301773454e-09,9.93775397444524e-06,4.1126688071136565e-07,1.4894797057300517e-11,1.4213613688970585e-15,5.492940975173543e-10
1.2457011552387736e-06,0.9486885962148587,6.776173626620133e-06,4.854865825489112e-06,2.556636381762808e-06,2.093229838139984e-05,0.0,0.0,2.983082872783542e-06,1.579702094829764e-08,4.3061061833101986e-05,2.4933226468086976e-06,2.0885717454792142e-07,6.464929744429474e-16,5.072000176087845e-11,4.4769687894217625e-08,1.951707750476456e-06,3.29096497670522e-05,5.4284871288943116e-08,6.219832646834449e-08,0.0018349138277689201,3.729046505719951e-08,2.2271960352000757e-09,3.695706800340617e-12,6.586832464323582e-11,2.2208705582949392e-05,1.1794405437044566e-07,7.370700148621506e-08,1.0557800668982752e-12,9.068952905491482e-14,5.5914420353193025e-12,9.545002923297841e-14,5.485949510820257e-09,1.1928433547623112e-10,3.76,0.0,3.5820852913645514e-07,0.9968513689183682,1.6081503725653817e-05,5.190303185727925e-08,0.5316623036054133,0.527838476346057,1.2997664728330926e-06,6.53012346545457e-09,0.0030565514029306075,1.5665977583149585e-07,2.752824625324493e-09,1.3595061089014173e-12,8.959907323451186e-11,3.152015164495171e-05,3.642006772364576e-09,3.831187365016246e-06,3.416488601548289e-06,1.881457443540567e-05,3.402354054271731e-05,2.965105022748249e-08,4.3277651392426186e-08,2.016515522657153e-14,1.718638962025078e-14,1.7235460911566054e-09,1.3283036496385049e-09,7.23861087817134e-07,1.6667084085444192e-09,9.110764568971895e-08,4.4116638545065356e-11,5.634278955442991e-12,4.3058912242265126e-11,8.534804406747957e-08,4.33241734253331e-09,9.952255272178562e-06,4.1428148054047774e-07,1.4898657009245503e-11,1.4217655486365143e-15,5.525004311795072e-10
1.2498802041639668e-06,0.9486897241341542,6.790272328569673e-06,4.866277120008608e-06,2.563188499299701e-06,2.1027402870597634e-05,0.0,0.0,2.989359932814981e-06,1.5834102999325343e-08,4.3367586728197806e-05,2.50763861076269e-06,2.0977724412992654e-07,6.530176291495455e-16,5.11200529703315e-11,4.488072562486371e-08,1.961726297835272e-06,3.3024805599357284e-05,5.4714740573391324e-08,6.258705462282898e-08,0.0018414797833399923,3.743169403902683e-08,2.232796401696877e-09,3.7337694239820406e-12,6.620837590265015e-11,2.2337476360250494e-05,1.1794614245431788e-07,7.398281497207925e-08,1.0697213153092937e-12,9.162921157704454e-14,5.6262199772352155e-12,9.592750682580993e-14,5.487717027699933e-09,1.1975730587336037e-10,3.76,0.0,3.549545138758444e-07,0.9968509381381572,1.6169371148581314e-05,5.2297069536915e-08,0.5316690387306332,0.5278312917836858,1.2997474912254057e-06,6.530034295780982e-09,0.0030565500791584353,1.567110816273738e-07,2.753273114033143e-09,1.3626066180455582e-12,8.98273738187207e-11,3.16223993191136e-05,3.6419512962687064e-09,3.840294169240897e-06,3.4246040454676244e-06,1.8875778077317912e-05,3.426464178793859e-05,2.9710360827258958e-08,4.336631938444151e-08,2.0215455915861357e-14,1.7229027182118137e-14,1.727855926878607e-09,1.333764338720451e-09,7.256320901061172e-07,1.6785900634423257e-09,9.12220463025341e-08,4.434435003345686e-11,5.647892026723947e-12,4.316424008884861e-11,8.531883579772648e-08,4.332304395748124e-09,9.966756236243024e-06,4.173094979492048e-07,1.49028088757671e-11,1.4221980029316194e-15,5.557166411559336e-10
1.25405925308916e-06,0.9486908521716617,6.804379626480922e-06,4.877694187615501e-06,2.5697469417951688e-06,2.112270954895874e-05,0.0,0.0,2.9956531213832244e-06,1.5871222760512596e-08,4.367509428011672e-05,2.5219903527586466e-06,2.1069886549930087e-07,6.595871055923499e-16,5.152181702321047e-11,4.499183922791676e-08,1.971767584131307e-06,3.313994489720199e-05,5.51464328270348e-08,6.297699568142186e-08,0.001848045591246006,3.757292032200377e-08,2.238400922516328e-09,3.77212318545949e-12,6.654920747583594e-11,2.2466552126523115e-05,1.1794823468662807e-07,7.425862445629833e-08,1.0838025506194579e-12,9.257589997468586e-14,5.661133471165218e-12,9.640612223468042e-14,5.489486290410828e-09,1.2023032404037672e-10,3.76,0.0,3.5187004988630214e-07,0.9968505066042497,1.6257462349390307e-05,5.2693123442892594e-08,0.5316757740178157,0.5278241060612054,1.2997285740400724e-06,6.52994512704372e-09,0.0030565487530755417,1.567619355362751e-07,2.753721806313978e-09,1.3657098261107732e-12,9.005588900545642e-11,3.172458274951388e-05,3.641895809031624e-09,3.84940734351671e-06,3.432724957299682e-06,1.8936943072873388e-05,3.450647785725558e-05,2.976970613463655e-08,4.345503921662556e-08,2.026579022994384e-14,1.727169367228763e-14,1.732168777122768e-09,1.3392293248749453e-09,7.274041102123225e-07,1.6905081087787194e-09,9.133729384965623e-08,4.457257933418898e-11,5.661512673546544e-12,4.326962801252849e-11,8.52896385057728e-08,4.332191460545162e-09,9.981256867100042e-06,4.203509641070511e-07,1.4907238903790777e-11,1.4226574062336114e-15,5.589427459411933e-10
1.2582383020143533e-06,0.9486919803287592,6.818495551243263e-06,4.889117067690275e-06,2.5763117236812064e-06,2.1218218526589093e-05,0.0,0.0,3.0019624490756962e-06,1.5908380929322537e-08,4.39835841970425e-05,2.5363778979763988e-06,2.1162204085304813e-07,6.662015926229656e-16,5.1925295943314573e-11,4.510302908610687e-08,1.9818316267290074e-06,3.3255067664400754e-05,5.557995006417874e-08,6.336815107417945e-08,0.0018546112513957744,3.771414390454958e-08,2.2440096185436815e-09,3.8107695967325995e-12,6.689082000311667e-11,2.259593300627544e-05,1.179503310830112e-07,7.453442996173859e-08,1.0980247690211823e-12,9.352962908622742e-14,5.696182925839918e-12,9.688587607314656e-14,5.491257303172093e-09,1.2070339015720848e-10,3.76,0.0,3.4894630088050354e-07,0.9968500743160617,1.634577753903141e-05,5.309119812225507e-08,0.5316825094758236,0.5278169191867821,1.2997097177909378e-06,6.5298559585472945e-09,0.0030565474246801345,1.5681234536313123e-07,2.7541707042164486e-09,1.3688157397171795e-12,9.028461928994832e-11,3.182670211488591e-05,3.641840312425282e-09,3.8585269159117944e-06,3.4408513631053046e-06,1.8998070221415363e-05,3.4749048306162736e-05,2.98290862778547e-08,4.3543811081246936e-08,2.0316158348788636e-14,1.7314389238323194e-14,1.7364846566562353e-09,1.34469860984742e-09,7.291771564037479e-07,1.7024625216045453e-09,9.145339368587582e-08,4.4801326838299386e-11,5.67514094063947e-12,4.3375076506881536e-11,8.526045219326198e-08,4.332078536097144e-09,9.99575716519429e-06,4.234059101817002e-07,1.4911934032394265e-11,1.4231424997220348e-15,5.62178764054991e-10
1.2624173509395465e-06,0.9486931086067528,6.832620134109723e-06,4.9005457992083935e-06,2.5828828594946876e-06,2.1313929914007563e-05,0.0,0.0,3.008287926515702e-06,1.5945578196673044e-08,4.429305619669166e-05,2.550801271717803e-06,2.1254677237740318e-07,6.728612796622741e-16,5.2330491757890976e-11,4.521429557809024e-08,1.9919184430448843e-06,3.337017390477668e-05,5.6015294302293496e-08,6.376052222955485e-08,0.0018611767636981323,3.7855364785090315e-08,2.2496225104493346e-09,3.849710174992817e-12,6.723321412675628e-11,2.2725619125084456e-05,1.1795243165893282e-07,7.481023151134362e-08,1.1123889713121979e-12,9.449043386316625e-14,5.7313687511636655e-12,9.736676896045519e-14,5.4930300702250975e-09,1.2117650440422074e-10,3.76,0.0,3.4617489107868326e-07,0.9968496412730058,1.6434316928940444e-05,5.3491298125353354e-08,0.5316892451130603,0.5278097311681184,1.299690919173434e-06,6.529766789631989e-09,0.0030565460939704246,1.5686231879268195e-07,2.754619809762683e-09,1.3719243655694293e-12,9.051356517101362e-11,3.1928757593866265e-05,3.6417848037926567e-09,3.867652914328513e-06,3.4489832887549104e-06,1.905916031564445e-05,3.49923526992655e-05,2.988850138671744e-08,4.363263517287701e-08,2.0366560450258155e-14,1.7357114026193e-14,1.7408035800892433e-09,1.3501721953986786e-09,7.309512368109812e-07,1.7144532794283427e-09,9.157035118200185e-08,4.503059293799264e-11,5.688776872271621e-12,4.348058605722542e-11,8.523127686178712e-08,4.331965621619941e-09,1.0010257130954569e-05,4.2647436733923785e-07,1.4916881858077726e-11,1.4236520879581925e-15,5.654247140423932e-10
