Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62)
4.078564026643999e-08,0.839411820364531,1.6097867374718985e-08,3.965992850623147e-09,6.720484899779876e-10,1.3207429457581537e-10,0.0,0.0,1.8282684146390302e-09,4.490688213917522e-14,3.3011742680780245e-10,6.290230090453673e-13,4.623806672170054e-12,8.489291023921017e-24,2.2162134812207579e-16,1.8438133932070993e-11,1.593616547972064e-12,8.234139363939545e-08,1.9583118756633694e-15,1.8803349198473844e-15,2.2799327030970447e-06,4.673776962139369e-12,3.746991819365734e-13,1.721654598280857e-23,3.084993001526288e-17,2.5531155718255727e-11,1.6732233942746568e-13,8.941450776036487e-20,1.672690365124761e-26,1.0765594940013182e-26,7.112887611250714e-17,3.2967365945250606e-20,1.5787709611630798e-14,3.262722150802905e-19,3.76,0.0,0.47743965603836913,0.9978156672247191,1.0282694846127007e-11,7.235786387222035e-17,0.10671812632673021,0.1066260113970827,8.744034972779096e-05,1.1471806364424457e-08,0.0021842439866066325,9.293595795341669e-10,9.867779125718079e-11,6.025676701435939e-17,5.84656595503249e-15,8.213665205147587e-08,5.046064270535862e-10,8.80636632472263e-09,7.663719550556751e-09,2.3955500251182596e-09,7.565438058558423e-11,4.511115322851871e-11,4.1355870791742696e-11
4.289714447670268e-08,0.8401757194558396,1.6858491596894813e-08,4.357186733482098e-09,7.41772367216412e-10,1.5268148230012478e-10,0.0,0.0,2.0146551521929636e-09,5.449171883300259e-14,3.831405054256553e-10,7.692121602929354e-13,5.40598714950792e-12,9.11170545762707e-24,2.2519996061524647e-16,2.1460679156354908e-11,1.9405188609561207e-12,9.075896183614443e-08,2.457612243207788e-15,2.1827378477500607e-15,2.515398554111789e-06,5.383023859760548e-12,4.475765539970086e-13,2.4369498274707425e-23,3.822707175876552e-17,3.094783951803257e-11,1.9143751124338625e-13,1.0893950093132108e-19,2.611976730681741e-26,1.6619079342871973e-26,8.506819583191584e-17,4.033076137484207e-20,1.8942911735980513e-14,4.3242322363680354e-19,3.76,0.0,0.4724793743960728,0.9978156582165125,1.2513581116607253e-11,9.712921011115056e-17,0.11167864347999162,0.11158695015851454,8.653823008140374e-05,1.1375404530259321e-08,0.0021842439506968695,1.0250138328312794e-09,1.0590288537770964e-10,6.972631491751363e-17,6.759554820494555e-15,9.052159243694127e-08,5.278096074295773e-10,9.190278115184021e-09,8.093087546640623e-09,2.636540105910652e-09,8.774992001871733e-11,4.953181881865492e-11,4.5493638836563325e-11
4.5008648686965376e-08,0.840931684151362,1.7612078669372066e-08,4.763316721066807e-09,8.146554949120507e-10,1.752089138841954e-10,0.0,0.0,2.2093025734775606e-09,6.548402499799213e-14,4.4142609600231886e-10,9.316214108242052e-13,6.272787688890961e-12,9.733010412128498e-24,2.283866854835061e-16,2.4798612961651673e-11,2.3396145113864846e-12,9.955042432659352e-08,3.0527574570166862e-15,2.5152336377884507e-15,2.76172810340864e-06,6.155153241095824e-12,5.297449842774821e-13,3.38988124305096e-23,4.683905377559877e-17,3.714628869432965e-11,2.1743166127877184e-13,1.3135873748068833e-19,3.988597182321448e-26,2.5094720898871447e-26,1.0077077461923058e-16,4.8824856266620526e-20,2.250700900844263e-14,5.647381377754293e-19,3.76,0.0,0.467570627065214,0.9978156488090832,1.5078428033287226e-11,1.284629682511816e-16,0.11658763719023812,0.11649633398036725,8.564548535037142e-05,1.1280004127963873e-08,0.002184243914110506,1.1250021465499095e-09,1.1315367120277256e-10,8.006865603300035e-17,7.756153306740335e-15,9.927723723524392e-08,5.507300804468159e-10,9.57002609878623e-09,8.523875852024703e-09,2.8878084693165645e-09,1.0102699065081598e-10,5.4107294357702723e-11,4.978088626721634e-11
4.712015289722807e-08,0.8416797968880726,1.835891439738081e-08,5.183971170848026e-09,8.906649609184015e-10,1.9972242429248053e-10,0.0,0.0,2.412110870468461e-09,7.800367834198581e-14,5.052008890936771e-10,1.1184830528525776e-12,7.228586921667745e-12,1.0352382731942087e-23,2.3122376359029906e-16,2.8467760432661882e-11,2.795534217030813e-12,1.0871121672578393e-07,3.7564470167886225e-15,2.8791026074898948e-15,3.0188262531198734e-06,6.991913102754317e-12,6.218098703000046e-13,4.641576104924458e-23,5.681011204665947e-17,4.418984698162097e-11,2.4532447110641306e-13,1.5691517619529056e-19,5.968548633612052e-26,3.714093239022981e-26,1.1834134185082479e-16,5.85506745996478e-20,2.6505292669037295e-14,7.277647605756521e-19,3.76,0.0,0.46271287863063926,0.9978156390072775,1.800656775403054e-11,1.676363031439505e-16,0.12144564277775823,0.12135469847458126,8.47620180768763e-05,1.1185595030695872e-08,0.0021842438768554257,1.22927568372066e-09,1.204181920853424e-10,9.131010270374955e-17,8.838864498303552e-15,1.0839889222688039e-07,5.733717524299751e-10,9.946029961445525e-09,8.956005295287487e-09,3.1492739491744823e-09,1.1553443030143453e-10,5.883187126877909e-11,5.421236949871428e-11
4.9231657107490764e-08,0.8424201392466547,1.9099279776384673e-08,5.61874811279046e-09,9.69768846843465e-10,2.2628593353087568e-10,0.0,0.0,2.6229816770386124e-09,9.217352925413263e-14,5.746891850738338e-10,1.332134919382258e-12,8.277736431079995e-12,1.0969254610454598e-23,2.337511691692558e-16,3.248388859128301e-11,3.3130467965596937e-12,1.1823683766195607e-07,4.582325561141602e-15,3.2756040413488846e-15,3.286598478609311e-06,7.894958645369176e-12,7.243781209589818e-13,6.264720225291269e-23,6.826888585877569e-17,5.214295815977146e-11,2.7513203463372883e-13,1.8585758154790506e-19,8.767996060516826e-26,5.397502579558763e-26,1.3788275105157893e-16,6.961201217144765e-20,3.096265740513578e-14,9.265269805185054e-19,3.76,0.0,0.45790559924000945,0.9978156288158642,2.132816791270503e-11,2.160920909406724e-16,0.12625319000059806,0.12616257368863332,8.388773181699802e-05,1.1092166923607984e-08,0.0021842438389393895,1.3377858849186362e-09,1.276858552275779e-10,1.0347572962460642e-16,1.0010074763614463e-14,1.1788192844832673e-07,5.957384653155273e-10,1.0318685440147593e-08,9.389404467131908e-09,3.420867765141413e-09,1.313206870960395e-10,6.370006863362294e-11,5.878308644638408e-11
5.134316131775346e-08,0.8431527919599496,1.9833451001962146e-08,6.06725495197874e-09,1.0519361820378363e-09,2.549615426331025e-10,0.0,0.0,2.8418180462828317e-09,1.0811921046099681e-13,6.501129796885045e-10,1.5750196557809206e-12,9.424556744132058e-12,1.1583296898968886e-23,2.360068440468091e-16,3.686268771106481e-11,3.897053471839854e-12,1.2812284774104463e-07,5.5449942338405546e-15,3.705976299053395e-15,3.564950832690346e-06,8.865855844414202e-12,8.380573315079934e-13,8.345016858984079e-23,8.134821370882139e-17,6.107104444557894e-11,3.068671652909423e-13,2.1844037865391075e-19,1.266488903541769e-25,7.713999807651348e-26,1.5949580660186992e-16,8.211528151848377e-20,3.5903553911607076e-14,1.1665404136770471e-18,3.76,0.0,0.45314826454600643,0.9978156182395358,2.5074193114250714e-11,2.754501615237995e-16,0.13101080311235938,0.1309204841633379,8.302253113020997e-05,1.0999709602969457e-08,0.002184243800370037,1.4504845035487235e-09,1.3494728887076356e-10,1.1658942448890229e-16,1.1272058572267902e-14,1.2772178110282065e-07,6.178339979463645e-10,1.0688365614777785e-08,9.824009207635903e-09,3.702532720477975e-09,1.4843387669570781e-10,6.870662517482785e-11,6.348826736492319e-11
5.345466552801615e-08,0.843877834922025,2.0561699479021076e-08,6.529108188264607e-09,1.137136899079812e-09,2.858096258844534e-10,0.0,0.0,3.0685244282058524e-09,1.259689535068932e-13,7.316920453899226e-10,1.8496838745613516e-12,1.06733335965102e-11,1.2194403642528159e-23,2.3802691351789553e-16,4.161975281832049e-11,4.5525823884056704e-12,1.383648685313095e-07,6.660020147836425e-15,4.1714369669002984e-15,3.8537899495421054e-06,9.906084886341858e-12,9.634549846590683e-13,1.0982740337508788e-22,9.618493758652466e-17,7.104039067519115e-11,3.405396836589075e-13,2.5492355138112017e-19,1.801247660051123e-25,1.0856928531958873e-25,1.8327911711681858e-16,9.616936097837635e-20,4.13519482407776e-14,1.4538265897708433e-18,3.76,0.0,0.4484403556491233,0.9978156072829115,2.9276367934682076e-11,3.475185531457294e-16,0.13571900091941264,0.13562894899006364,8.21663215689605e-05,1.0908213050395014e-08,0.002184243761154887,1.567323636663589e-09,1.4219421367164044e-10,1.3067393596242494e-16,1.262698305534057e-14,1.3791394849193452e-07,6.396620673348259e-10,1.1055422133115866e-08,1.0259762122350883e-08,3.994222439340841e-09,1.6692183594406127e-10,7.384649147684622e-11,6.832336595894564e-11
5.556616973827885e-08,0.8445953471967993,2.128429183061995e-08,7.0039331525414855e-09,1.225341790760779e-09,3.1888891926811625e-10,0.0,0.0,3.3030066477790167e-09,1.4585341206484325e-13,8.196440084903548e-10,2.1587771924286145e-12,1.2028314467041949e-11,1.2802677888467573e-23,2.3984588445530717e-16,4.6770565466632947e-11,5.284783350106019e-12,1.4895858156827516e-07,7.943943975949102e-15,4.673183050837173e-15,4.153023048323897e-06,1.1017043470657216e-11,1.1011776773882165e-12,1.429438746631957e-22,1.1291971559870706e-16,8.211803423407972e-11,3.761566858459315e-13,2.955725829869972e-19,2.525494676891865e-25,1.5066023860243688e-25,2.0932897407102288e-16,1.1188544801675276e-19,4.7331287612885494e-14,1.7949256629804732e-18,3.76,0.0,0.4437813590410534,0.997815595950537,3.396714140440957e-11,4.3430476207165317e-16,0.14037829683751182,0.14028848186735338,8.131900966828115e-05,1.0817667335991857e-08,0.002184243721301344,1.6882557515433404e-09,1.4941932758094416e-10,1.4575091920677996e-16,1.4076912329695912e-14,1.484539909681998e-07,6.612263298955235e-10,1.1420186369890985e-08,1.069661212680695e-08,4.295900643291622e-09,1.8683217297334627e-10,7.911482244253192e-11,7.328405076668528e-11
5.767767394854154e-08,0.8453054070266746,2.200148990676047e-08,7.49136375874688e-09,1.3165224685428512e-09,3.542566051978059e-10,0.0,0.0,3.545171883363804e-09,1.6790549193895488e-13,9.141844222753324e-10,2.5050511507909995e-12,1.349370537130303e-11,1.3408418782450365e-23,2.41496826752861e-16,5.233047589563524e-11,6.098922758912614e-12,1.5989972737974458e-07,9.414285741909617e-15,5.212391208371381e-15,4.46255793649455e-06,1.2200049981717898e-11,1.251830371167491e-12,1.841442806373898e-22,1.3169684277121418e-16,9.437166056515312e-11,4.1372279342637137e-13,3.4065843767836227e-19,3.494541308134142e-25,2.0635698877153425e-25,2.3773925332338307e-16,1.2937691731899206e-19,5.386447213967759e-14,2.1969076622178167e-18,3.76,0.0,0.43917076654867515,0.997815584246888,3.9179652919087455e-11,5.380269679808747e-16,0.1449891989478128,0.1448995911569467,8.048050293551493e-05,1.0728062565897112e-08,0.0021842436808166945,1.8132337084233771e-09,1.5661620305024885e-10,1.6184097918264298e-16,1.562381160346533e-14,1.5933752990864494e-07,6.825303826486907e-10,1.178297052248116e-08,1.1134514018218465e-08,4.607540465814876e-09,2.0821231390216105e-10,8.450696997008224e-11,7.836619680214563e-11
5.978917815880423e-08,0.8460080918410883,2.2713550793579318e-08,7.991042270208813e-09,1.4106513224250826e-09,3.919683936918355e-10,0.0,0.0,3.794928645492043e-09,1.9226018745222713e-13,1.0155268363285294e-09,2.8913580239577888e-12,1.50736678967407e-11,1.4012109935522313e-23,2.4301153974609713e-16,5.831468568952262e-11,7.0003787452724824e-12,1.7118410453017713e-07,1.1089548934821386e-14,5.79021801535354e-15,4.7823030128505425e-06,1.3456346537488871e-11,1.416015662659162e-12,2.3497153958602056e-22,1.5266407965417043e-16,1.0786950394103232e-10,4.5324038627760105e-13,3.904575803946417e-19,4.776645698228645e-25,2.792432471728182e-25,2.6860133639913314e-16,1.4875918326913765e-19,6.097383171360734e-14,2.6673823310548474e-18,3.76,0.0,0.4346080752786233,0.9978155721763701,4.49476994837749e-11,6.611252141347479e-16,0.14955221005230493,0.1494627799392173,7.96507098402038e-05,1.0639388930931283e-08,0.0021842436397081165,1.9422107798905576e-09,1.637791949734535e-10,1.7896371178030994e-16,1.7269551068623576e-14,1.7056024670862978e-07,7.035777643946449e-10,1.2144068647637586e-08,1.157342807242309e-08,4.929123802618802e-09,2.311095463525439e-10,9.00184758407914e-11,8.356587744114852e-11
6.190068236906692e-08,0.8467034782649552,2.342072682328245e-08,8.502619079081934e-09,1.507701482160171e-09,4.3207860014030176e-10,0.0,0.0,4.052186755992722e-09,2.1905442392469402e-13,1.1238828623052897e-09,3.3206495201834837e-12,1.6772316462899544e-11,1.4614409024902144e-23,2.4442070509507367e-16,6.473823101924224e-11,7.994636475243629e-12,1.8280756868373857e-07,1.2989223064001605e-14,6.40780026389584e-15,5.112167270296477e-06,1.47871019220488e-11,1.5943330737452501e-12,2.9718625579145837e-22,1.7597248828938858e-16,1.2268025320309095e-10,4.947098195550438e-13,4.452520323008766e-19,6.4553439244424e-25,3.7364557680254478e-25,3.0200404882716276e-16,1.7014956597623603e-19,6.86811074037536e-14,3.2145076130300508e-18,3.76,0.0,0.4300927875624325,0.9978155597433213,5.1305704201557526e-11,8.0627252333791585e-16,0.15406782772867023,0.1539785460680377,7.882953980407751e-05,1.055163675413192e-08,0.002184243597982679,2.0751406673914973e-09,1.7090335800003943e-10,1.9713774283066118e-16,1.9015909590058225e-14,1.8211788179534896e-07,7.243719568603282e-10,1.2503757643304405e-08,1.2013319664253612e-08,5.260640695592733e-09,2.555710599993017e-10,9.564506481670761e-11,8.887935654744409e-11
6.401218657932962e-08,0.8473916421270286,2.412326558503907e-08,9.025752497993628e-09,1.607646779788064e-09,4.746402197666524e-10,0.0,0.0,4.3168573274598055e-09,2.4842690604406945e-13,1.2394622363201595e-09,3.795975380136622e-12,1.8593715795283054e-11,1.5216138581312073e-23,2.457540271512941e-16,7.161596651886355e-11,9.087283624543998e-12,1.9476603168559704e-07,1.5133784739341586e-14,7.0662552885850666e-15,5.45206029835705e-06,1.6193414406445896e-11,1.7873783616547645e-12,3.7278716104344857e-22,2.0177627515892084e-16,1.3887296226342125e-10,5.381296256777315e-13,5.053294602535096e-19,8.632081045447827e-25,4.947477163958967e-25,3.380336136979735e-16,1.9366716049408585e-19,7.700743689591515e-14,3.846996828040756e-18,3.76,0.0,0.4256244109022483,0.9978155469520126,5.82886859437224e-11,9.763859340441875e-16,0.15853654438457518,0.1584473822250766,7.801690319111629e-05,1.0464796476241177e-08,0.002184243555647342,2.2119775151502225e-09,1.779843723085119e-10,2.1638076515739736e-16,2.086457820529155e-14,1.9400623366061965e-07,7.449163858187849e-10,1.2862298178354563e-08,1.2454158910088992e-08,5.602088748925428e-09,2.8164398430083566e-10,1.0138263794578552e-10,9.430308083823613e-11
6.612369078959231e-08,0.8480726584681721,2.4821409936997202e-08,9.560108563175882e-09,1.7104617134638867e-09,5.197049988626121e-10,0.0,0.0,4.588852743057374e-09,2.8051797197477426e-13,1.3624728780827829e-09,4.320481877045204e-12,2.0541878603538436e-11,1.5818277910294242e-23,2.470403616168542e-16,7.896254983458669e-11,1.0284006011526973e-11,2.070554606611547e-07,1.7544697347777383e-14,7.766681318560393e-15,5.8018922854378374e-06,1.767631446154547e-11,1.9957428502448436e-12,4.640325347867012e-22,2.3023264078988106e-16,1.5651696520950473e-10,5.834967020366878e-13,5.709832988720988e-19,1.1429166298703963e-24,6.487165549740178e-25,3.76773618981985e-16,2.1943270935602312e-19,8.597334360198941e-14,4.574124582252496e-18,3.76,0.0,0.42120245791710176,0.9978155338066508,6.593223015087832e-11,1.1746374427862364e-15,0.16295884731139731,0.16286977597353253,7.721271129771888e-05,1.0378858622907423e-08,0.0021842435127089636,2.352675921730686e-09,1.8501847711883097e-10,2.3670957380132367e-16,2.281716344521826e-14,2.0622115791267765e-07,7.652144221822277e-10,1.3219935572508809e-08,1.2895920331560732e-08,5.9534725761711555e-09,3.09375423533216e-10,1.072272660670864e-10,9.983367248328528e-11
7.03466992101177e-08,0.8494135448604135,2.620546327520896e-08,1.0661190312583174e-08,1.9246016072801608e-09,6.17545173456491e-10,0.0,0.0,5.154473874171455e-09,3.534245530331968e-13,1.631610887310176e-09,5.530094661112099e-12,2.483427330017103e-11,1.702844820635232e-23,2.4958391853290266e-16,9.511981996448113e-11,1.301288571473809e-11,2.326113561993947e-07,2.325634826988175e-14,9.297746113484628e-15,6.5310168959297125e-06,2.0875675461168085e-11,2.460768758072106e-12,7.039254647364159e-22,2.95746037512026e-16,1.9643712284514905e-10,6.800530793612951e-13,7.202238144407355e-19,1.949907555703154e-24,1.0857092356292501e-24,4.627060430806553e-16,2.781981511536035e-19,1.0590287573503786e-13,6.352224492592073e-18,3.76,0.0,0.41249589871549097,0.9978155064702747,8.334601563016334e-11,1.6695821380950262e-15,0.17166613587885804,0.1715771612221786,7.562931145941776e-05,1.0209652767251804e-08,0.0021842434250500015,2.6454781274465352e-09,1.9893337539098002e-10,2.806874392829791e-16,2.7040106071441027e-14,2.3161442608172365e-07,8.050845328324546e-10,1.393341030610709e-08,1.3782127984256806e-08,6.686098015605925e-09,3.700023241371873e-10,1.1922278219852254e-10,1.1120278124955115e-10
7.414740678859055e-08,0.8505966350579215,2.7438422393555836e-08,1.1687346776665151e-08,2.1268982644796693e-09,7.146580237215314e-10,0.0,0.0,5.687730206202855e-09,4.2977450774300266e-13,1.9013006087585463e-09,6.82042553403673e-12,2.917007890814854e-11,1.813181069413902e-23,2.519884781647525e-16,1.1140733128598454e-10,1.5883718359839537e-11,2.567042090001096e-07,2.95431926296626e-14,1.0829885249055438e-14,7.220331623132341e-06,2.4026069419337976e-11,2.937502767413634e-12,1.0021163684445065e-21,3.6541328749237714e-16,2.380272352308614e-10,7.735547637507026e-13,8.766795089555237e-19,3.0663273978597565e-24,1.678574055302424e-24,5.500990357542533e-16,3.400157606508176e-19,1.2621991471128217e-13,8.38085318441249e-18,3.76,0.0,0.40481397789453244,0.9978154806975856,1.0164516784327083e-10,2.248686596442156e-15,0.1793487462577638,0.1792597632127506,7.423226142090946e-05,1.0060360618299271e-08,0.002184243344161265,2.9217607741671105e-09,2.1126809845226908e-10,3.241321648901198e-16,3.121064408337514e-14,2.5554480542558565e-07,8.401577007394177e-10,1.4574624067530847e-08,1.4582692537708522e-08,7.379613171247165e-09,4.3071178544536386e-10,1.3034871474504963e-10,1.217699220342476e-10
7.794811436706339e-08,0.8517576991720341,2.8660705895824003e-08,1.2745005134880677e-08,2.338122823931402e-09,8.206356664942227e-10,0.0,0.0,6.243412423055405e-09,5.171756002445673e-13,2.1982238049976522e-09,8.323267044200712e-12,3.397642037749642e-11,1.9258258521321957e-23,2.546622238819697e-16,1.2943138599135694e-10,1.918423514623677e-11,2.818091073374546e-07,3.7071610332179874e-14,1.251425861251085e-14,7.940479388555608e-06,2.74377996096332e-11,3.4727986668285295e-12,1.4004519273049945e-21,4.462419043073285e-16,2.8540256515713766e-10,8.732597361571334e-13,1.0560491809156417e-18,4.70848271327051e-24,2.53478214947606e-24,6.474522605328453e-16,4.110570201257517e-19,1.488997666920802e-13,1.088637814546027e-17,3.76,0.0,0.39727511834005147,0.9978154538403429,1.2266099527090235e-10,2.9810743188040685e-15,0.18688832622924859,0.18679924600272438,7.286123435599656e-05,9.913849269163769e-09,0.002184243261420771,3.209870371554773e-09,2.2341222077445017e-10,3.713183694723399e-16,3.573931100879546e-14,2.8047133991880756e-07,8.744825839045523e-10,1.5216108739603448e-08,1.5386018548508304e-08,8.105659947008564e-09,4.975294334107353e-10,1.4176751277216106e-10,1.3263806407604213e-10
8.174882194553623e-08,0.852897147403797,2.987356117964016e-08,1.3832474560300036e-08,2.5581463255923237e-09,9.357430207561596e-10,0.0,0.0,6.821052941991376e-09,6.164880561417198e-13,2.52353412263737e-09,1.006022954529408e-11,3.927457874310729e-11,2.0418468281396146e-23,2.577561645070842e-16,1.4926858006166655e-10,2.2950619639297827e-11,3.079044178136255e-07,4.600196738018384e-14,1.435663392216969e-14,8.690958279111661e-06,3.1114745914349353e-11,4.06986483054525e-12,1.9246652729256783e-21,5.392392626059589e-16,3.389679366644396e-10,9.791109796225545e-13,1.2602794349918692e-18,7.076133032666613e-24,3.74717895213131e-24,7.551573923343499e-16,4.920699569478425e-19,1.740394960689716e-13,1.394354562489941e-17,3.76,0.0,0.3898766557850661,0.9978154259208925,1.4661803603904883e-10,3.895860417397533e-15,0.1942875395596025,0.19419827486573604,7.151574540313278e-05,9.770066956201886e-09,0.002184243176865012,3.5095594327275273e-09,2.353574644821995e-10,4.2231557345341003e-16,4.0632799445373336e-14,3.0637180634962904e-07,9.080769927452475e-10,1.58588399636331e-08,1.6192079151522868e-08,8.864455942961398e-09,5.707328190710139e-10,1.534616140482075e-10,1.4379295688835719e-10
8.554952952400908e-08,0.8540153823298295,3.107818746949989e-08,1.4948132750989676e-08,2.786844335373724e-09,1.0602365643364477e-09,0.0,0.0,7.420196018284304e-09,7.28579401651394e-13,2.8783698937523373e-09,1.2053788719177423e-11,4.508516353952e-11,2.1624442604313343e-23,2.6141949996556154e-16,1.7099247147739866e-10,2.721978332585793e-11,3.34969021264646e-07,5.6504559768232254e-14,1.6362612654216036e-14,9.471272770999008e-06,3.5060259958715255e-11,4.731817757718772e-12,2.6052589251220713e-21,6.45434112893774e-16,3.9912574482910957e-10,1.0910451750503394e-12,1.4913969130313384e-18,1.0428665530847751e-23,5.433633391974388e-24,8.735790883319761e-16,5.838107369624046e-19,2.0172972793000384e-13,1.7633084596052327e-17,3.76,0.0,0.3826159755813887,0.997815396960994,1.7374478000067442e-10,5.025663395487313e-15,0.2015490004026902,0.2014594654407176,7.019531874048973e-05,9.628962842408059e-09,0.0021842430905295467,3.820585592250725e-09,2.4709804168830056e-10,4.771861407783155e-16,4.58971274703397e-14,3.332245116265574e-07,9.40958240630266e-10,1.650368786128631e-08,1.7000873033566897e-08,9.656257483321278e-09,6.506012348005981e-10,1.6541478440431306e-10,1.5522167572932794e-10
8.935023710248192e-08,0.855112799016264,3.2275736322222344e-08,1.6090423548531753e-08,3.0240964581323956e-09,1.1943652153223915e-09,0.0,0.0,8.040397416124156e-09,8.543225274246617e-13,3.263854824734143e-09,1.432724509743632e-11,5.1428095294693455e-11,2.288949543709528e-23,2.6580071321875594e-16,1.9467341817250855e-10,3.2029303376685523e-11,3.629822984397942e-07,6.875943248512928e-14,1.853763906861625e-14,1.0280933736931778e-05,3.927720147225222e-11,5.461673530795645e-12,3.478070826755371e-21,7.658745922568947e-16,4.662749860850103e-10,1.2089944501728503e-12,1.751514977154981e-18,1.5098387645185993e-23,7.741828314192548e-24,1.0030556388404143e-15,6.870417261604643e-19,2.320547853758733e-13,2.2041649983712788e-17,3.76,0.0,0.3754905117751338,0.9978153669818418,2.042732652553868e-10,6.40678662285661e-15,0.20867527422444973,0.20858538465656648,6.889948741711819e-05,9.490486993499046e-09,0.0021842430024490234,4.142711597750961e-09,2.586301781077984e-10,5.359857027013325e-16,5.153767811613667e-14,3.610082777548557e-07,9.731431606218806e-10,1.7151427213936838e-08,1.781242077572955e-08,1.0481353300270456e-08,7.374160282970993e-10,1.7761202487101074e-10,1.6691251648092066e-10
9.315094468095477e-08,0.8561897851791268,3.3467312193146744e-08,1.725785472905493e-08,3.269785886790866e-09,1.3383711344449676e-09,0.0,0.0,8.681224089329935e-09,9.945938918963124e-13,3.681098619562058e-09,1.690468209534451e-11,5.832259196167491e-11,2.4228255231398364e-23,2.7104848801660683e-16,2.2037844190675672e-10,3.7417363463989375e-11,3.9192411616816964e-07,8.295617404372703e-14,2.0887009379399227e-14,1.1119458447429218e-05,4.376797221893147e-11,6.2623401983031875e-12,4.584871699896689e-21,9.016263614988818e-16,5.408103924715253e-10,1.3328878684404462e-12,2.0428410994833894e-18,2.150588572612069e-23,1.0854615094406107e-23,1.1438997316986198e-15,8.025296124403446e-19,2.6509285706120793e-13,2.7261740743037793e-17,3.76,0.0,0.3684977461996964,0.9978153360040835,2.384386976773981e-10,8.07939324949313e-15,0.21566887870991455,0.21557855163934628,6.762779318730931e-05,9.354590419133937e-09,0.0021842429126572222,4.475705278689058e-09,2.6995172281250134e-10,5.987635394771593e-16,5.755923471506771e-14,3.897024273385923e-07,1.0046481214447643e-09,1.7802746668529435e-08,1.8626761594687848e-08,1.1340058861004057e-08,8.314608647641995e-10,1.9003948460985055e-10,1.7885489716452313e-10
9.695165225942761e-08,0.8572467213093103,3.4653973058826586e-08,1.8448995943502152e-08,3.5237989853215103e-09,1.4924904555799634e-09,0.0,0.0,9.34225387132783e-09,1.1502718521132544e-12,4.131197544498722e-09,1.9810922878731762e-11,6.578715883652102e-11,2.565668308226875e-23,2.7731247738115205e-16,2.4817111598059303e-10,4.342269726496991e-11,4.2177481398040785e-07,9.929369072940219e-14,2.3415880971493447e-14,1.1986370566730364e-05,4.853454771116129e-11,7.136611050581752e-12,5.973992344841787e-21,1.053770853683502e-15,6.231216595818013e-10,1.4626526910396916e-12,2.3676848892667424e-18,3.0177597890683755e-23,1.499595278298221e-23,1.296399300594622e-15,9.310436174295363e-19,3.0091618654425365e-13,3.3391596725004016e-17,3.76,0.0,0.3616352075855033,0.9978153040478385,2.7647909085013585e-10,1.0087674368057813e-14,0.22253228465345862,0.22244143860271703,6.637978634799157e-05,9.221225072790656e-09,0.0021842428211870804,4.819339496845725e-09,2.810618292591253e-10,6.655629380163846e-16,6.396601417562007e-14,4.192867695737607e-07,1.0354890429704041e-09,1.8458257076327103e-08,1.9443950437620088e-08,1.2232711269776716e-08,9.330219432567225e-10,2.0268437867607376e-10,1.9103926546256046e-10
9.999999999999998e-08,0.8582839808129338,3.560286417050716e-08,1.9420555127769927e-08,3.7334698486755485e-09,1.6235659757371188e-09,0.0,0.0,9.886753003751633e-09,1.2868598872446936e-12,4.516673091273096e-09,2.23966829739944e-11,7.219809384984509e-11,2.687879740188763e-23,2.831728998965134e-16,2.7201147157054023e-10,4.871180521428366e-11,4.463603289958352e-07,1.140842997756609e-13,2.557727272908869e-14,1.270187233383265e-05,5.2557959604507956e-11,7.892817015506146e-12,7.329391292780941e-21,1.1883834280875544e-15,6.950179178030982e-10,1.5709236788088806e-12,2.65407681434432e-18,3.9204548967490384e-23,1.9242373114789843e-23,1.42731320871668e-15,1.0440512387136376e-18,3.317060763799719e-13,3.9035403694499916e-17,3.76,0.0,0.356223597934073,0.9978152777235492,3.0995182990450694e-10,1.1973502418996962e-14,0.2279446101651121,0.22785328993098633,6.539564553221806e-05,9.11605711180322e-09,0.002184242746632517,5.102489843568923e-09,2.8981996997809973e-10,7.22071037429404e-16,6.938544356944312e-14,4.43644800635026e-07,1.0597555144108795e-09,1.8987403198097054e-08,2.0101478406019366e-08,1.2973431610967288e-08,1.0201053718237678e-09,2.129753217401991e-10,2.0098074173168416e-10
