Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62)
6.030541645048209e-09,0.8256212756012659,2.293997339662664e-09,8.540725190562505e-11,1.2661217118584569e-11,4.0311995609292013e-13,0.0,0.0,4.224944119879418e-11,2.4305932511921537e-17,1.0090373767975138e-12,3.062454344790297e-16,1.2470550199609687e-14,2.3779662824173434e-25,5.388143620528372e-17,5.99495049379236e-14,6.400143823143072e-16,1.8419886693669486e-09,1.0724082839825822e-18,6.187897779936845e-18,5.169288548184569e-08,1.7811437165319035e-14,2.885810551208587e-16,1.7764913785084127e-29,5.758513335312623e-21,1.2128093862026999e-14,6.030112785743207e-16,2.0450613371805383e-23,3.710981965764795e-34,4.55749816810899e-34,4.8262780861461505e-20,7.38263869266006e-24,8.324114788589504e-18,3.683036091308757e-24,3.76,0.0,0.5669888292369217,0.9978157542975866,4.239635737115555e-15,6.440361116807278e-22,0.01716672461633844,0.017063003504942952,0.00010360207104713297,1.1356248278207782e-08,0.0021842436543051944,2.099771938924579e-11,3.7618694051138536e-12,1.3403408029823111e-19,1.439862126756915e-17,1.8413274914220387e-09,7.830677359469166e-11,1.387377782405219e-09,9.154830357741636e-10,4.792264329843447e-11,2.003395215371046e-13,7.753538254359431e-13,5.713707216060006e-13
6.193466352630207e-09,0.8256916088025953,2.365477611968803e-09,9.041966286538851e-11,1.3438587784589808e-11,4.3910320255657354e-13,0.0,0.0,4.4562915796535595e-11,2.7037231889259478e-17,1.0963445415036359e-12,3.408225392381962e-16,1.3545741859489176e-14,2.523167655308741e-25,5.543710761128926e-17,6.495987858022275e-14,7.177799422797002e-16,1.944868527695885e-09,1.176576540480662e-18,6.7043347720768704e-18,5.452484901986019e-08,1.928303278304156e-14,3.2045225432821044e-16,2.1753361528956758e-29,6.5023605808321055e-21,1.3551091270717878e-14,6.565771645274944e-16,2.3351609318088154e-23,4.8004375049441195e-34,5.768014278839885e-34,5.3689647585738126e-20,8.40720371686405e-24,9.320303215848983e-18,4.354337885369263e-24,3.76,0.0,0.5665321106774129,0.99781575391862,4.752168743039691e-15,7.625268653481148e-22,0.017623446007879517,0.0175197811894567,0.0001035398249344981,1.1464114125401594e-08,0.002184243920808259,2.2152228395941228e-11,3.957717054370319e-12,1.4749210105947914e-19,1.579633016841273e-17,1.9441510551993997e-09,8.051706964157348e-11,1.4296521912978147e-09,9.449758457142723e-10,5.086812888376652e-11,2.1881216872609685e-13,8.275905830448659e-13,6.135178395410136e-13
6.356391060212205e-09,0.8257618853609626,2.436896495433512e-09,9.557521927557032e-11,1.4239430997653646e-11,4.771569890261651e-13,0.0,0.0,4.693742058959871e-11,2.999160640693113e-17,1.1885581386455951e-12,3.782403772896238e-16,1.468168018618972e-14,2.6725100847888e-25,5.698306939608072e-17,7.024047458773109e-14,8.024547052313739e-16,2.050513681418083e-09,1.2878654641360113e-18,7.248732968526063e-18,5.743183871773024e-08,2.0832708694462717e-14,3.548397469309713e-16,2.648844534480153e-29,7.319729044666301e-21,1.509599890223378e-14,7.131764992101296e-16,2.65583296409136e-23,6.166081098336821e-34,7.2579364569892286e-34,5.955568828670794e-20,9.537958379525515e-24,1.0402899570125496e-17,5.124501745837433e-24,3.76,0.0,0.5660757600142987,0.9978157536244575,5.309969919948385e-15,8.98689218680888e-22,0.01807979957805585,0.01797619431130878,0.00010347417447187638,1.15647381031201e-08,0.002184244099537582,2.333739103089724e-11,4.157909194722078e-12,1.6183501561731963e-19,1.72823676383716e-17,2.049736814178023e-09,8.27252338755114e-11,1.4718341214629953e-09,9.74502660987827e-10,5.3901324190132476e-11,2.3839847113651835e-13,8.815952988755429e-13,6.573067119049369e-13
6.5193157677942035e-09,0.825832105321997,2.50825185327006e-09,1.0087363834548002e-10,1.506372306313315e-11,5.173371173612078e-13,0.0,0.0,4.9372896550231856e-11,3.31807535403779e-17,1.2858113180669814e-12,4.1864957439963266e-16,1.5880095602373045e-14,2.8259651537570056e-25,5.851926640721928e-17,7.579829170777346e-14,8.94435849792892e-16,2.1589214478530567e-09,1.4065837593802827e-18,7.821826965224719e-18,6.041380722693866e-08,2.2462393974114445e-14,3.9186599544128295e-16,3.2083448812889274e-29,8.215752060190687e-21,1.6769544517893635e-14,7.728858585189103e-16,3.0092108580082e-23,7.867445150373598e-34,9.082518574693323e-34,6.588316182920894e-20,1.0782268776160906e-23,1.1576648844466108e-17,6.004784946568235e-24,3.76,0.0,0.5656197769512255,0.997815753386501,5.915622595074596e-15,1.0545722733256596e-21,0.018535785623173946,0.018432242587777654,0.0001034056983524373,1.1658554508614294e-08,0.0021842442190936878,2.4553190163490114e-11,4.362403700462478e-12,1.7709075635595284e-19,1.8859386920148056e-17,2.158082003791105e-09,8.493126448572975e-11,1.5139226719067257e-09,1.0040624451504509e-09,5.7022019690166936e-11,2.591309275451732e-13,9.373649333850182e-13,7.027395433824665e-13
6.682240475376202e-09,0.8259022687312918,2.579541923322642e-09,1.0631463462836027e-10,1.5911439721575608e-11,5.596992121090514e-13,0.0,0.0,5.1869284620079355e-11,3.661665568654553e-17,1.3882370581677145e-12,4.622045810984422e-16,1.7142722783729367e-14,2.983504093797828e-25,6.004565674156725e-17,8.164032480145347e-14,9.94131295881564e-16,2.2700891437062736e-09,1.533048209941904e-18,8.424351016062164e-18,6.34707071274095e-08,2.4174010916166635e-14,4.3165576251402794e-16,3.8665011381170195e-29,9.19577588204198e-21,1.8578627035051863e-14,8.357812694117984e-16,3.397500759065527e-23,9.974748862899904e-34,1.130619281324678e-33,7.269479497436503e-20,1.2147759205369366e-23,1.2846407444604616e-17,7.007365628844264e-24,3.76,0.0,0.5651641611920785,0.9978157531855251,6.5717792015440814e-15,1.232397699157823e-21,0.018991404439301227,0.018887925832475262,0.00010333487871989597,1.174597431419806e-08,0.0021842442987056246,2.5799608547581856e-11,4.571158798941676e-12,1.932871501063307e-19,2.0530031168396803e-17,2.2691838589639253e-09,8.713516034833708e-11,1.5559171729069403e-09,1.0336543048848944e-09,6.02300044586641e-11,2.8104195834326637e-13,9.94896185574825e-13,7.498179007712991e-13
6.8451651829582e-09,0.8259723756344032,2.650765255747353e-09,1.1189792056959531e-10,1.678255625354112e-11,6.042987232568743e-13,0.0,0.0,5.442652572668016e-11,4.031157912848737e-17,1.495968165466087e-12,5.090636693663737e-16,1.8471300620804028e-14,3.145097828254905e-25,6.156220992362922e-17,8.777356501550628e-14,1.1019596665732083e-15,2.384014085643919e-09,1.6675838827142857e-18,9.057039027866225e-18,6.660249094209544e-08,2.5969475053141263e-14,4.743360749362646e-16,4.6374269684496363e-29,1.0265362244781604e-20,2.0530315656233428e-14,9.019382165637124e-16,3.8229811567312854e-23,1.2570448672606105e-33,1.4003812681654369e-33,8.001377680820453e-20,1.3642311575177268e-23,1.4217141962803547e-17,8.145389444429051e-24,3.76,0.0,0.5647089124409818,0.9978157530083778,7.281161021339577e-15,1.4345689908567322e-21,0.019446656322266304,0.019343243939113925,0.00010326211740112074,1.1827385937711629e-08,0.002184244351528033,2.7076628827324067e-11,4.7841330684747444e-12,2.1045191876314694e-19,2.2296933532362438e-17,2.383039614688708e-09,8.93369209161838e-11,1.5978171471481001e-09,1.0632774663327297e-09,6.352506660860904e-11,3.041639051086294e-13,1.0541855289462447e-12,7.985427716163888e-13
7.008089890540198e-09,0.8260424260768505,2.7219206617043536e-09,1.176232069585079e-10,1.7677047566007955e-11,6.511909287022732e-13,0.0,0.0,5.7044560797022635e-11,4.4278073003148024e-17,1.6091372743347967e-12,5.593889294165932e-16,1.9867572181281448e-14,3.3107170099510197e-25,6.306890537500631e-17,9.420499995277438e-14,1.2183502502974606e-15,2.500693590782916e-09,1.8105243311464472e-18,9.720624555556223e-18,6.980911114898359e-08,2.7850695174970192e-14,5.200361882444075e-16,5.536806154119995e-29,1.1430290830406098e-20,2.2631849004393326e-14,9.714316485150044e-16,4.288002493380117e-23,1.57509640153034e-33,1.7262028213031396e-33,8.786375322078867e-20,1.52740647477417e-23,1.5693927964467808e-17,9.433017122998944e-24,3.76,0.0,0.5642540304022979,0.9978157528461437,8.046557930461112e-15,1.663680948199561e-21,0.01990154156765919,0.019798196868154348,0.00010318774925754487,1.1903156091296855e-08,0.002184244386479113,2.8384233542335143e-11,5.0012854361841614e-12,2.286126799897237e-19,2.4162717238887852e-17,2.499646506514727e-09,9.153654612626069e-11,1.6396222777286133e-09,1.0929312556093056e-09,6.690699364972666e-11,3.285290303315953e-13,1.1152292425070584e-12,8.489146173211674e-13
7.1710145981221965e-09,0.8261124201041159,2.7930071706418107e-09,1.2349020330467784e-10,1.859488826438366e-11,7.004309364941869e-13,0.0,0.0,5.972333076880585e-11,4.852896827227973e-17,1.7278768468733606e-12,6.133462665727329e-16,2.133328467267141e-14,3.4803320545909623e-25,6.456573111342646e-17,1.0094161384109794e-13,1.3437429633297863e-15,2.6201249771034407e-09,1.9622117980214168e-18,1.0415840797438093e-17,7.309052019108793e-08,2.9819573348306867e-14,5.688875519487127e-16,6.582019339575456e-29,1.269656164864486e-20,2.4890634263770176e-14,1.0443359834038021e-15,4.794986762679094e-23,1.9628591373039572e-33,2.1180802435542962e-33,9.626882143483955e-20,1.705141383257177e-23,1.728194878675347e-17,1.0885472932217446e-23,3.76,0.0,0.5637995147806277,0.997815752692925,8.870828146045497e-15,1.922529375038225e-21,0.020356060470831525,0.020252784635700592,0.00010311205328953594,1.1973630674566259e-08,0.0021842444094600493,2.972240513222307e-11,5.222575175747281e-12,2.47796947959525e-19,2.612999567289725e-17,2.6190017709608836e-09,9.373403632137869e-11,1.6813323815305076e-09,1.1226150825825354e-09,7.037557278653171e-11,3.5416951726066017e-13,1.1780234376947552e-12,9.009334214229372e-13
7.333939305704195e-09,0.8261823577616463,2.8640239945062583e-09,1.2949861815334957e-10,1.9536052712902286e-11,7.520736868626271e-13,0.0,0.0,6.246277659985364e-11,5.307737669636541e-17,1.8523191728908315e-12,6.711053982408124e-16,2.2870189405357585e-14,3.6539131705316866e-25,6.60526826389298e-17,1.0799038770046351e-13,1.4785883125639886e-15,2.7423055637966208e-09,2.122997417531124e-18,1.114342059060622e-17,7.644667048481877e-08,3.18780049360299e-14,6.2102377535434e-16,7.792277267474549e-29,1.4070397332419432e-20,2.7314246326077976e-14,1.1207251143156492e-15,5.346427099114702e-23,2.433362151199764e-33,2.5875079628676417e-33,1.0525352458308247e-19,1.8983009435744735e-23,1.8986494348765692e-17,1.2519094013367818e-23,3.76,0.0,0.5633453652808101,0.997815752544857,9.75689797533525e-15,2.2141209951890287e-21,0.020810213326896837,0.020707007304205594,0.00010303526193021496,1.203913568923416e-08,0.0021842444243385228,3.1091125940553835e-11,5.447961905063796e-12,2.6803213410358418e-19,2.820137245461002e-17,2.741102645863462e-09,9.59293921840157e-11,1.7229473869115052e-09,1.1523284272826483e-09,7.393059116758366e-11,3.811174698445879e-13,1.2425640817934949e-12,9.545987334942632e-13
7.496864013286192e-09,0.8262522390948511,2.9349704977007055e-09,1.3564815935023858e-10,2.050051508537598e-11,8.061739540628754e-13,0.0,0.0,6.526283927599666e-11,5.793668981151997e-17,1.982596369979856e-12,7.328398509744707e-16,2.4480041755972968e-14,3.831430385436677e-25,6.752976197694764e-17,1.153582995082272e-13,1.6233473585470856e-15,2.8672326715568155e-09,2.2932414165806668e-18,1.1904096406439664e-17,7.987751442700663e-08,3.4027878616894325e-14,6.76580593967214e-16,9.188760637655743e-29,1.5558245350927938e-20,2.991042694177217e-14,1.2006724142958781e-15,5.944887360480437e-23,3.0016675267831687e-33,3.147661615315857e-33,1.148428463337682e-19,2.1077756871172334e-23,2.0812959972941704e-17,1.4351380573513047e-23,3.76,0.0,0.5628915816079223,0.9978157523993445,1.0707761566379046e-14,2.5416835829680985e-21,0.021264000430730717,0.021160864974678433,0.00010295756883752965,1.2099978160634646e-08,0.0021842444337124007,3.2490378218335e-11,5.677405583854004e-12,2.893455478493896e-19,3.037944151344193e-17,2.8659463706684444e-09,9.812261468041039e-11,1.764467314983656e-09,1.1820708284950266e-09,7.757183609422978e-11,4.094049127544191e-13,1.3088470183235449e-12,1.009909709094114e-12
7.65978872086819e-09,0.8263220641491029,3.0058461720248695e-09,1.4193853426249426e-10,2.1488249407583914e-11,8.627863480479039e-13,0.0,0.0,6.812345981762666e-11,6.312057790932263e-17,2.118840383669684e-12,7.987269576329035e-16,2.6164601131078586e-14,4.0128535701507245e-25,6.899697685848536e-17,1.2305232436228396e-13,1.77849167876539e-15,2.9949036228276144e-09,2.473313315278186e-18,1.2698600346178213e-17,8.338300440075903e-08,3.6271076405302396e-14,7.356958364771067e-16,1.0794766747922573e-28,1.716678014210242e-20,3.2687083876230026e-14,1.2842507410494317e-15,6.593001704517077e-23,3.685127437162021e-33,3.813598543114961e-33,1.2506220556398617e-19,2.3344815338390784e-23,2.2766845217364946e-17,1.6401046921529375e-23,3.76,0.0,0.5624381634672787,0.9978157522545908,1.17264806603932e-14,2.9086763074833173e-21,0.021717422076971058,0.021614357780192748,0.00010287913538509913,1.2156447057578994e-08,0.0021842444393818496,3.392014412710567e-11,5.910866511208331e-12,3.117643973485373e-19,3.266678715892659e-17,2.9935301866775467e-09,1.0031370501356597e-10,1.805892264000591e-09,1.2118418742452484e-09,8.129909519422276e-11,4.39063791474619e-13,1.3768679847355323e-12,1.0668651460811045e-12
7.822713428450187e-09,0.8263918329697387,3.0766506158530925e-09,1.4836944996234587e-10,2.2499229592543003e-11,9.219653159890035e-13,0.0,0.0,7.104457928512189e-11,6.864298901955384e-17,2.261182987646197e-12,8.689478546305798e-16,2.792563093112406e-14,4.198152460136278e-25,7.045434001813505e-17,1.3107943464206762e-13,1.944503331167638e-15,3.125315742008217e-09,2.6635921265683514e-18,1.3527664136569239e-17,8.696309278032604e-08,3.8609473671165476e-14,7.985093923088551e-16,1.2635863062658218e-28,1.8902905166383383e-20,3.565229007063996e-14,1.3715324413634506e-15,7.293474160846514e-23,4.50366643647123e-33,4.6024768982135905e-33,1.35937451080387e-19,2.5793597071179667e-23,2.4853752718709888e-17,1.8688073333244237e-23,3.76,0.0,0.5619851105644315,0.9978157521093572,1.2816184345691587e-14,3.3188002892874815e-21,0.02217047856001826,0.022067485880501485,0.00010280009604678682,1.220881420246067e-08,0.002184244442588268,3.538040574168693e-11,6.148305323097845e-12,3.3531579018884683e-19,3.5065984148521643e-17,3.12385133725462e-09,1.0250266458388853e-10,1.8472223963886995e-09,1.2416411938934901e-09,8.511215656544581e-11,4.701259724529016e-13,1.4466226277439583e-12,1.1254635176100974e-12
7.985638136032184e-09,0.8264615456020574,3.147383516810165e-09,1.549406133799045e-10,2.3533429469896207e-11,9.837651436627013e-13,0.0,0.0,7.402613878334157e-11,7.451814789579552e-17,2.40975578402726e-12,9.436874792776728e-16,2.976489851467076e-14,4.387296674807766e-25,7.190186859076313e-17,1.394466001672947e-13,2.121874817911738e-15,3.258466355626092e-09,2.864466554969697e-18,1.439201912557394e-17,9.061773193514709e-08,4.1044939159830144e-14,8.651631797320052e-16,1.4740047850623002e-28,2.0773754883824994e-20,3.881428280739998e-14,1.462589355284641e-15,8.04907819920274e-23,5.4800907383720973e-33,5.533794587511428e-33,1.4749485638683708e-19,2.8433766461191236e-23,2.7079387045520337e-17,2.1233758730095426e-23,3.76,0.0,0.5615324226051699,0.9978157519628245,1.3980068813095472e-14,3.776009367798015e-21,0.022623170174035447,0.022520249457564243,0.00010272056286873557,1.2257335163576236e-08,0.0021842444441539043,3.6871145052637444e-11,6.389682989852469e-12,3.6002673408423165e-19,3.757959775208259e-17,3.256907067998327e-09,1.0468949495626935e-10,1.888457927960441e-09,1.271468451557228e-09,8.901080889494576e-11,5.026232432983333e-13,1.5181065166213752e-12,1.185703002123011e-12
8.148562843614182e-09,0.8265312020913235,3.218044637290012e-09,1.6165173143084724e-10,2.4590822810512528e-11,1.04823995672241e-12,0.0,0.0,7.706807946536462e-11,8.076055500386717e-17,2.5646902036829705e-12,1.023134567209971e-15,3.168417516285935e-14,4.580255735069306e-25,7.333958358983888e-17,1.481607883543676e-13,2.3111090493217977e-15,3.3943527924808017e-09,3.076335194380661e-18,1.529239627812528e-17,9.43468742332337e-08,4.357933501204371e-14,9.358011145185573e-16,1.7137918027310494e-28,2.278669665661103e-20,4.2181462879829794e-14,1.5574928200839605e-15,8.862656294933061e-23,6.640426331854737e-33,6.629649340559607e-33,1.5976111449853525e-19,3.1275239160438085e-23,2.9449553561530193e-17,2.40607741547742e-23,3.76,0.0,0.5610800992955204,0.9978157518144667,1.5221397112736378e-14,4.2845210776520904e-21,0.023075497212948652,0.02297264871181553,0.00010264062920037809,1.2302250123055228e-08,0.002184244444607838,3.839234396844767e-11,6.6349608136111155e-12,3.8592413753642957e-19,4.0210183812958424e-17,3.3926946268859714e-09,1.0687419783250353e-10,1.929599118900902e-09,1.301323340613371e-09,9.299484155787937e-11,5.365873130185065e-13,1.5913151547489398e-12,1.2475815106305852e-12
8.311487551196179e-09,0.8266008024827625,3.288633802323707e-09,1.68502511123313e-10,2.5671383347124458e-11,1.1154437218693876e-12,0.0,0.0,8.017034253560423e-11,8.738498551307717e-17,2.7261175065928184e-12,1.107481649907031e-15,3.368523604410681e-14,4.776999079292332e-25,7.476750945444712e-17,1.5722896437036799e-13,2.5127193080446494e-15,3.532972383763464e-09,3.29960672492839e-18,1.6229526171932115e-17,9.815047204400288e-08,4.621451678394129e-14,1.0105690791391048e-15,1.9862844339062656e-28,2.494933257893073e-20,4.576239376604048e-14,1.6563136740343948e-15,9.737119492617847e-23,8.014287868993258e-33,7.915021234677561e-33,1.72763332802155e-19,3.432818116586435e-23,3.1970157298784566e-17,2.719321702814112e-23,3.76,0.0,0.5606281403417461,0.9978157516639369,1.6543498912183107e-14,4.848827832321403e-21,0.023527459970447057,0.02342468385904503,0.00010256037281358565,1.2343784716269255e-08,0.0021842444442997083,3.9943984317509393e-11,6.884100425750303e-12,4.130348104669531e-19,4.2960288805959867e-17,3.5312112643929706e-09,1.0905677502814986e-10,1.9706462662195813e-09,1.3312055790923436e-09,9.706404469984409e-11,5.720498122888265e-13,1.666243989662769e-12,1.3110967115416374e-12
8.474412258778177e-09,0.8266703468215666,3.359150889431661e-09,1.7549265964722964e-10,2.677508479161504e-11,1.185430247935164e-12,0.0,0.0,8.333286925239591e-11,9.440648829027419e-17,2.894168782233808e-12,1.1969250522972947e-15,3.576986017902048e-14,4.977496077915754e-25,7.618567365527834e-17,1.6665809128458185e-13,2.727229213396826e-15,3.6743224631558996e-09,3.534700108841936e-18,1.720413899332566e-17,1.0202847774064778e-07,4.895233346704057e-14,1.0896148924881892e-15,2.295115402723202e-28,2.7269501236044045e-20,4.956580080683331e-14,1.7591222600232983e-15,1.0675446968525046e-22,9.635280342643085e-33,9.418079065356979e-33,1.8652902796161965e-19,3.760300788868222e-23,3.464720184035596e-17,3.065666617244362e-23,3.76,0.0,0.5601765454503475,0.9978157515109937,1.7949770255836126e-14,5.473708313443816e-21,0.023979058739983166,0.02387635512779422,0.00010247985850546266,1.2382150840489945e-08,0.0021842444434744023,4.1526047849897736e-11,7.137063784299158e-12,4.413854648208186e-19,4.5832449892538434e-17,3.6724542335919918e-09,1.1123722845314454e-10,2.011599697439515e-09,1.3611149058254176e-09,1.0121820930516424e-10,6.090422937487564e-13,1.7428884217897025e-12,1.3762460532622798e-12
8.637336966360174e-09,0.8267398351528884,3.4295958201574305e-09,1.8262188444874268e-10,2.790190084946253e-11,1.2582531868856379e-12,0.0,0.0,8.655560093013919e-11,1.0184038489668258e-16,3.0689749499945874e-12,1.2916648904488878e-15,3.793983040551936e-14,5.181716046823183e-25,7.759410635148935e-17,1.7645513021751676e-13,2.9551726858942608e-15,3.818400366912936e-09,3.782044785335799e-18,1.821696453314476e-17,1.059808437021156e-07,5.1794627508233666e-14,1.173088280129975e-15,2.644232111036955e-28,2.975527939429378e-20,5.360057038751526e-14,1.8659884290173784e-15,1.1680685592492746e-22,1.1541435654694886e-32,1.1170512001528281e-32,2.0108612086911888e-19,4.111038321081464e-23,3.7486788212472945e-17,3.447823758624547e-23,3.76,0.0,0.5597253143280607,0.9978157513554661,1.944367332554044e-14,6.16423906438466e-21,0.02443029381477301,0.024327662757190213,0.00010239914026389407,1.241754743139504e-08,0.0021842444423052615,4.31385162389996e-11,7.393813171348093e-12,4.710027151442407e-19,4.882919497344741e-17,3.8164207902352604e-09,1.1341556009561643e-10,2.052459765334961e-09,1.3910510772303883e-09,1.054571272532636e-10,6.475962323207383e-13,1.821243812038029e-12,1.4430267847640197e-12
8.800261673942171e-09,0.826809267521846,3.4999685530065077e-09,1.8988989329218303e-10,2.905180523180631e-11,1.3339660347565672e-12,0.0,0.0,8.983847894106702e-11,1.0970226858750514e-16,3.250666759611139e-12,1.391905069344734e-15,4.0196933344154036e-14,5.389628259640465e-25,7.89928400909976e-17,1.8662704048738425e-13,3.1970939119573786e-15,3.9652034339307e-09,4.04208086449147e-18,1.926873218265665e-17,1.1000752231475836e-07,5.474323482976525e-14,1.261140845055272e-15,3.0379164420140307e-28,3.241498362380595e-20,5.78757491235243e-14,1.976981543397486e-15,1.2755949489756533e-22,1.3775686256898958e-32,1.320788801544728e-32,2.1646293164097278e-19,4.486121853058097e-23,4.049511378588514e-17,3.8686640956388443e-23,3.76,0.0,0.5592744466818582,0.9978157511972413,2.102873620237008e-14,6.925806286493738e-21,0.024881165487796352,0.024778606995144607,0.00010231826306816814,1.2450161206301896e-08,0.0021842444409081495,4.478137108301325e-11,7.654311190456061e-12,5.019130791375988e-19,5.1953042739062035e-17,3.963108192822833e-09,1.1559177200840157e-10,2.0932268435450093e-09,1.4210138646305094e-09,1.0978059136507294e-10,6.877430255478736e-13,1.9013054883943304e-12,1.5114359743063446e-12
8.963186381524169e-09,0.826878643973521,3.5702690775445726e-09,1.9729639431172726e-10,3.022477166554577e-11,1.4126221325295786e-12,0.0,0.0,9.318144471670792e-11,1.1800800331428018e-16,3.4393747916200603e-12,1.497853280740614e-15,4.254295936361774e-14,5.601201959083221e-25,8.038190954757397e-17,1.971807797540274e-13,3.453547308784761e-15,4.114729005803043e-09,4.315259320126202e-18,2.0360170929510734e-17,1.1410846597371335e-07,5.779998484918861e-14,1.353926038940942e-15,3.48080535246227e-28,3.525717185560064e-20,6.240054304976429e-14,2.092170480179335e-15,1.3904419603189075e-22,1.6386378129585438e-32,1.5570040628169374e-32,2.3268817465795167e-19,4.886667179956081e-23,4.367847118629842e-17,4.331223689225314e-23,3.76,0.0,0.5588239422189492,0.9978157510362502,2.2708552629540633e-14,7.764117836485939e-21,0.02533167405179687,0.02522918809685314,0.0001022372643888372,1.2480167373384804e-08,0.0021842444393557797,4.6454593906336046e-11,7.918520764059112e-12,5.341429781845238e-19,5.520650271752402e-17,4.1125137026590124e-09,1.1776586629779283e-10,2.133901322909939e-09,1.4510030520134647e-09,1.1418839544120165e-10,7.295139939468844e-13,1.9830687516628152e-12,1.5814705264861118e-12
9.289035796688165e-09,0.8270172293051656,3.7106535883657106e-09,2.1252370749900568e-10,3.263978571968895e-11,1.5789766712615812e-12,0.0,0.0,1.0004740559124168e-10,1.3601582920393544e-16,3.838361001810803e-12,1.7277234898388359e-15,4.7508960655324344e-14,6.03521069467537e-25,8.313120364005766e-17,2.1946156846420067e-13,4.012319228172749e-15,4.421937044224379e-09,4.902902722234214e-18,2.2664975623803275e-17,1.2253295806133861e-07,6.424519824789892e-14,1.554317195951616e-15,4.534651321386435e-28,4.1524447595348963e-20,7.223659287989415e-14,2.3354089206584385e-15,1.6434033718437323e-22,2.2961016651395896e-32,2.145194527720852e-32,2.678007569332514e-19,5.768729091903218e-23,5.059592179258559e-17,5.394505362994344e-23,3.76,0.0,0.5579240216730258,0.9978157507058069,2.6367148006101777e-14,9.695487505143086e-21,0.026231603022525037,0.026129261941941102,0.00010207502171015757,1.2533004102945491e-08,0.002184244435957404,4.9892069226945784e-11,8.45792784337688e-12,6.02666588353646e-19,6.211225188440764e-17,4.419468103564411e-09,1.2210771064773863e-10,2.2149741178022535e-09,1.511059815789273e-09,1.2325620375558193e-10,8.180533554230732e-13,2.151681134080058e-12,1.7264026072959338e-12
9.582300270335762e-09,0.8271417653180513,3.836753068624261e-09,2.2669901356175117e-10,3.4891907606447994e-11,1.7392936411732601e-12,0.0,0.0,1.0643168422717324e-10,1.5390549743698085e-16,4.2227506080252674e-12,1.9562891737089588e-15,5.2300515264998015e-14,6.438032006827813e-25,8.557290022096863e-17,2.408899037018742e-13,4.570684129158656e-15,4.7077086329763555e-09,5.4814820699516645e-18,2.4882279800638292e-17,1.3036851004359532e-07,7.043395857451005e-14,1.7524311182913497e-15,5.705955242177865e-28,4.787993734586825e-20,8.203831217937226e-14,2.5693543749957995e-15,1.899431552588113e-22,3.0782094449573915e-32,2.835879642065065e-32,3.025996814234033e-19,6.661359169931692e-23,5.748527608059055e-17,6.528183095561968e-23,3.76,0.0,0.5571153323361038,0.9978157503986418,3.0021329490458707e-14,1.1760468475814584e-20,0.027040300195300505,0.026938089145805585,0.00010192884999236267,1.2573184302914743e-08,0.0021842444327017383,5.3089468690357415e-11,8.955722206505825e-12,6.691137521438675e-19,6.879568949153887e-17,4.704995575455165e-09,1.2600815021456012e-10,2.2876271200894954e-09,1.5651992232579296e-09,1.31703626373628e-10,9.036061033214296e-13,2.309204170134762e-12,1.8623663361328794e-12
9.875564743983358e-09,0.8272661208583866,3.962619405259605e-09,2.4131851595622963e-10,3.721834342538283e-11,1.9099692958000415e-12,0.0,0.0,1.1300973918164109e-10,1.7349222663818337e-16,4.6318958804862295e-12,2.2067517724710266e-15,5.740819217341872e-14,6.852237821994045e-25,8.79838990719247e-17,2.6366350928635775e-13,5.185219483218248e-15,5.002259921327432e-09,6.1101729697632274e-18,2.7239436680023215e-17,1.3844394093124813e-07,7.700125714602346e-14,1.968346799207473e-15,7.127376053990185e-28,5.497095103742194e-20,9.27991583559273e-14,2.8179436068359897e-15,2.184426338068229e-22,4.0885755290774873e-32,3.717996469590698e-32,3.4061159746894753e-19,7.654954887224029e-23,6.504383676365544e-17,7.85241373095467e-23,3.76,0.0,0.5563078151703332,0.9978157500821462,3.404137865818507e-14,1.417888206564064e-20,0.02784782543682266,0.027745743977374816,0.00010178263675919329,1.2607182453357802e-08,0.0021842444293551674,5.6384969829504715e-11,9.464979677681051e-12,7.402427641386866e-19,7.59376847921137e-17,4.999287254905093e-09,1.2990176303488115e-10,2.3599866901853465e-09,1.6194212166548639e-09,1.4042115120825582e-10,9.949047945091144e-13,2.472166489600771e-12,2.0035421236023368e-12
