Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63)
1.4458578986735716e-09,0.7193508723418737,4.0815666347819e-12,2.8395840835145494e-14,2.3812765731958863e-15,1.2050648375030924e-18,0.0,0.0,1.4543754976364455e-14,8.44201094347942e-24,4.23231932969873e-17,4.820806796169888e-22,2.6144462696848446e-19,1.863529700392636e-31,7.863640375556818e-21,3.3926366357775906e-19,4.758891257073187e-22,1.3601985254497933e-12,3.3622043055947894e-24,1.134189876616297e-24,7.939452330653387e-12,8.549870978103166e-20,3.0211407040853147e-22,1.3022431978884882e-39,3.4180112188042455e-28,1.3594836780795632e-20,4.163159109293459e-22,3.298245870734508e-36,1.1698321832864768e-46,1.5687857259490524e-46,3.1950565999597423e-27,2.2693659447691083e-31,2.618916554521527e-24,8.054047044413697e-34,3.76,0.0,0.7114940462719765,0.9992519173250545,1.466666898266894e-21,4.108966826827182e-31,0.00026111445751645745,0.000254331676609217,6.782731661256545e-06,2.766957119132467e-11,0.0007480826733085405,3.3782694054610763e-15,2.3657783255098865e-16,3.3079516407288984e-25,3.162662078539721e-23,1.3601661837303536e-12,2.351428359189234e-13,2.5792311154279584e-12,1.499671878688925e-12,1.959355811131884e-14,8.609423233758831e-18,1.2113808821763711e-17
1.4800208387498344e-09,0.7193516832513976,4.246056751779186e-12,3.009079029075067e-14,2.5375474701642188e-15,1.3100794814354746e-18,0.0,0.0,1.5248337802605646e-14,9.27580695253459e-24,4.5740983111997126e-17,5.295024713560211e-22,2.817613226799686e-19,1.9866018144025076e-31,8.177856142456788e-21,3.6484050216965483e-19,5.32138069196294e-22,1.4311170737114768e-12,3.671413121163631e-24,1.2166172530189072e-24,8.320938062288355e-12,9.170582831335709e-20,3.324915827121824e-22,1.589406208612498e-39,3.8485102668467492e-28,1.5074983133978898e-20,4.544728786833474e-22,3.830085955184807e-36,1.4980113923246805e-46,1.9322948249271983e-46,3.528517621096318e-27,2.5917765297199823e-31,2.9269805853335822e-24,9.438108478384048e-34,3.76,0.0,0.7114878777804989,0.999250425965261,1.6381341631409437e-21,4.817237818205028e-31,0.0002672829493756999,0.0002604133526797786,6.869545412139393e-06,2.8700779462423097e-11,0.0007495740330215301,3.5452683592731795e-15,2.4825101476080564e-16,3.702366869008364e-25,3.5053579610724113e-23,1.4310822179358197e-12,2.4230831943197037e-13,2.6827213670260234e-12,1.560231875989074e-12,2.0894561086954048e-14,9.406873588036598e-18,1.3062608052488835e-17
1.508615980249104e-09,0.7193523619953205,4.385325667223459e-12,3.155671872560879e-14,2.6730343604218264e-15,1.4028602950316337e-18,0.0,0.0,1.5851148972962516e-14,1.0020152458351137e-23,4.874541209778141e-17,5.718299794815051e-22,2.9956986702066843e-19,2.093299829233284e-31,8.443749906247597e-21,3.872133016555089e-19,5.83123170832413e-22,1.491907892962108e-12,3.945622557732845e-24,1.2886087032436005e-24,8.647182007339628e-12,9.712654619995408e-20,3.596352225727732e-22,1.871141469297909e-39,4.242009497353429e-28,1.640922777198235e-20,4.882909382321222e-22,4.328796707393109e-36,1.8343278634104725e-46,2.292551291415124e-46,3.8274162575198e-27,2.8895949486539707e-31,3.206065053116688e-24,1.0747314206676807e-33,3.76,0.0,0.7114827146569042,0.9992492761287446,1.7933986179070092e-21,5.487513030844177e-31,0.0002724460732967805,0.00026550552559348836,6.940494691123162e-06,2.956971734111328e-11,0.0007507238694691663,3.688159219057521e-15,2.582288523943748e-16,4.059559385332495e-25,3.8130572966536564e-23,1.491870833449847e-12,2.4831452134997383e-13,2.7703196002119117e-12,1.611512671252742e-12,2.2022986393300576e-14,1.0114430791136444e-17,1.389518135508224e-17
1.5372111217483735e-09,0.7193530407343188,4.526007533089146e-12,3.306610484304904e-14,2.812835738918212e-15,1.5002260858320652e-18,0.0,0.0,1.6465871150030215e-14,1.080861714091188e-23,5.1884208681180057e-17,6.1665948311040175e-22,3.181270992613726e-19,2.203388163844295e-31,8.712208481871576e-21,4.1048339647143103e-19,6.378676423632661e-22,1.5540024899839108e-12,4.234342062572736e-24,1.3633887036321681e-24,8.979744865053825e-12,1.0275672325040867e-19,3.884100309183111e-22,2.195868766227303e-39,4.667783537788472e-28,1.7834956745375146e-20,5.23878821594827e-22,4.880775913782271e-36,2.2374193143434433e-46,2.7116793841281278e-46,4.1451684336529525e-27,3.2148216836974235e-31,3.505581311671066e-24,1.2207795735417907e-33,3.76,0.0,0.7114775515707777,0.9992482091496722,1.9599615352428223e-21,6.235552143388512e-31,0.0002776091597555897,0.00027059918876797163,7.009916226691436e-06,3.0443644726143593e-11,0.0007517908484714181,3.833882342581488e-15,2.6839477752938037e-16,4.442720849154179e-25,4.1406175528383814e-23,1.5539631340436757e-12,2.543279335713014e-13,2.8587844491061847e-12,1.6633196912603308e-12,2.3187751447062244e-14,1.0859774093223652e-17,1.476361568400719e-17
1.5658062632476431e-09,0.7193537194683923,4.6680718033625685e-12,3.461934179816676e-14,2.9569933093464e-15,1.6023061739876895e-18,0.0,0.0,1.7092513493641928e-14,1.1642926489759683e-23,5.516062553402318e-17,6.640880220377987e-22,3.3744890414881047e-19,2.316897176550247e-31,8.983170248800719e-21,4.34668076013934e-19,6.965676416931521e-22,1.6174010871678175e-12,4.538027979592453e-24,1.4410104284747931e-24,9.318628475786825e-12,1.0860032029323788e-19,4.188796798273466e-22,2.569123579717008e-39,5.127852883339331e-28,1.9356635461282328e-20,5.61290255406745e-22,5.4905016049390415e-36,2.7188809675067885e-46,3.1980122750348506e-46,4.4825659701462254e-27,3.569366697545462e-31,3.826583218882624e-24,1.3833643625074985e-33,3.76,0.0,0.71147238852212,0.9992472190573134,2.1384022626595632e-21,7.06863883071249e-31,0.0002827722087523966,0.0002756943093411468,7.077842881486988e-06,3.13222964349871e-11,0.0007527809407587263,3.982436915254527e-15,2.787481787192356e-16,4.853112980060806e-25,4.4888567017439393e-23,1.6173593401397913e-12,2.6034806895940447e-13,2.9480961703541814e-12,1.7156418325447842e-12,2.438920772215257e-14,1.1644106319632127e-17,1.5668720101475465e-17
1.5944014047469127e-09,0.7193543981975415,4.811488587405479e-12,3.621681388240325e-14,3.1055478776903503e-15,1.709230660076869e-18,0.0,0.0,1.7731084963966917e-14,1.2524839988209328e-23,5.857792707188788e-17,7.142144553165106e-22,3.575511687964544e-19,2.433856430863579e-31,9.256574905715895e-21,4.597846044882977e-19,7.594253703584935e-22,1.6821038841187255e-12,4.857140915291302e-24,1.5215270582106787e-24,9.663834639660287e-12,1.1466129715758133e-19,4.511089955625216e-22,2.997029397764059e-39,5.624326821364193e-28,2.0978857981178912e-20,6.0057934917565975e-22,6.162729606824526e-36,3.2920559671845713e-46,3.760896487805867e-46,4.840417501872074e-27,3.955231011437916e-31,4.1701563630673095e-24,1.5639958495509244e-33,3.76,0.0,0.7114672255109301,0.9992463003078155,2.3293175142107932e-21,7.99458311839781e-31,0.00028793522028747046,0.0002807908551562154,7.144306812862713e-06,3.2205414024339563e-11,0.0007536996901835431,4.133822176569072e-15,2.8928845347024463e-16,5.292026053683656e-25,4.858606027587364e-23,1.682059649374314e-12,2.663744786847783e-13,3.0382354447544168e-12,1.768468229785495e-12,2.5627698661240223e-14,1.2468641707029244e-17,1.661130381767941e-17
1.6229965462461822e-09,0.7193550769217663,4.956228637900388e-12,3.785889668687855e-14,3.2585393687408687e-15,1.821130403393868e-18,0.0,0.0,1.8381594325181336e-14,1.3456151137848574e-23,6.21393891996852e-17,7.671394593821101e-22,3.78449782444619e-19,2.5542947103579423e-31,9.532363446295289e-21,4.858502217305258e-19,8.266491163594351e-22,1.7481110600784606e-12,5.192145656664358e-24,1.6049917792018575e-24,1.0015365117301744e-11,1.2094361265175716e-19,4.851639549782233e-22,3.486341297055827e-39,6.159405385321818e-28,2.2706347803079534e-20,6.418005841648078e-22,6.902503222189309e-36,3.972236125733462e-46,4.4107843461046255e-46,5.219548478179079e-27,4.374508661741848e-31,4.537418263798139e-24,1.764289547967937e-33,3.76,0.0,0.7114620625372079,0.9992454477583197,2.5333214826717073e-21,9.021744851940822e-31,0.0002930981943610809,0.00028588879474868736,7.209339485855698e-06,3.30927456601961e-11,0.0007545522396049795,4.288037419228195e-15,3.0001500810230033e-16,5.760778573368043e-25,5.250709902027181e-23,1.7480642390199928e-12,2.7240674954871975e-13,3.129183369456607e-12,1.8217882514279337e-12,2.690355982364707e-14,1.3334605679683888e-17,1.7592176062094086e-17
1.6515916877454518e-09,0.7193557556410664,5.102263337535554e-12,3.954595728266498e-14,3.416006844327656e-15,1.938136998130469e-18,0.0,0.0,1.9044050149522772e-14,1.4438687485542252e-23,6.58482990355799e-17,8.229655259605643e-22,4.001606362334124e-19,2.67824003507153e-31,9.8104781324718e-21,5.128821441663152e-19,8.984533013053299e-22,1.8154227764432677e-12,5.5435110810100704e-24,1.6914577834814594e-24,1.037322163066209e-11,1.2745122453956846e-19,5.2111168151674305e-22,4.044495753440198e-39,6.735381530938307e-28,2.4543958721061427e-20,6.850088011682375e-22,7.715164071362013e-36,4.776897053831631e-46,5.1593409874268025e-46,5.620801162902552e-27,4.82938887388649e-31,4.929518592701249e-24,1.9859714247172617e-33,3.76,0.0,0.7114568996009534,0.9992446566392279,2.7510459629115785e-21,1.0159060115353405e-30,0.00029826113097349726,0.0002909880973320513,7.272971687517721e-06,3.3984045974356055e-11,0.0007553433586210783,4.445081988115301e-15,3.109272575853837e-16,6.2607169037037455e-25,5.666025533187199e-23,1.815373268503726e-12,2.784445011647987e-13,3.2209214493440534e-12,1.8755914948453183e-12,2.821711904865192e-14,1.424323460235225e-17,1.861214594231853e-17
1.7087819707439911e-09,0.7193571130648935,5.398105278759244e-12,4.305643870978838e-14,3.7445218002993846e-15,2.188000638667657e-18,0.0,0.0,2.0404834542992645e-14,1.656491636312947e-23,7.372166461639761e-17,9.437398767039479e-22,4.460826370804885e-19,2.936760188616906e-31,1.0373461157392912e-20,5.699136597089007e-19,1.0566916487385572e-21,1.9539604045535886e-12,6.2972193601969246e-24,1.8736064367401205e-24,1.1107919464254962e-11,1.411581631753917e-19,5.989596365351655e-22,5.400835730198024e-39,8.019677497819609e-28,2.8569616078092294e-20,7.776072625808412e-22,9.58207853594779e-36,6.842214404755881e-46,7.005956492600161e-46,6.49312478807371e-27,5.855204194651197e-31,5.7929954123111685e-24,2.5009899764386036e-33,3.76,0.0,0.7114465738408456,0.9992432413106892,3.2302724501335837e-21,1.280295716723764e-30,0.00030858689181582753,0.00030119067162247525,7.396154527956694e-06,3.5777602564595206e-11,0.0007567586870042349,4.7676567474897204e-15,3.3330654428423925e-16,7.359673291608815e-25,6.569783454238507e-23,1.95390521327227e-12,2.9053507238042687e-13,3.4066960770546655e-12,1.984607149795579e-12,3.095860550140763e-14,1.6193485858528835e-17,2.077261351689994e-17
1.7659722537425304e-09,0.7193584704690229,5.698797546395735e-12,4.675103148915261e-14,4.091388703561641e-15,2.4598880961439963e-18,0.0,0.0,2.1813503043393848e-14,1.8918828956228283e-23,8.222453433355452e-17,1.077393666842853e-21,4.954443311736168e-19,3.209626427675849e-31,1.0945086383965563e-20,6.310164532099751e-19,1.235980316794055e-21,2.097717801770716e-12,7.122095031064772e-24,2.0683986575821684e-24,1.1867941174825025e-11,1.5581375334987027e-19,6.852126200962363e-22,7.141362782204684e-39,9.497506036589512e-28,3.3097300116656905e-20,8.788201682103023e-22,1.1812623461338551e-35,9.682465054251325e-46,9.423180189758628e-46,7.464462774497507e-27,7.052182758332158e-31,6.77043590887999e-24,3.125279792576481e-33,3.76,0.0,0.711436248230605,0.9992420226113526,3.7724082381248665e-21,1.601040582045793e-30,0.0003189125028166213,0.00031139834472852877,7.5140886373291095e-06,3.758424449600759e-11,0.0007579773861799176,5.1015422465843846e-15,3.5642180348200295e-16,8.600208059268762e-25,7.576984156499464e-23,2.0976565012417396e-12,3.0264370426237554e-13,3.5954191809967827e-12,2.0954363609315764e-12,3.385463278854051e-14,1.832949543596919e-17,2.3099171435610685e-17
1.8174435084412158e-09,0.7193596921158983,5.973395815122851e-12,5.0235771803942847e-14,4.4194942542947784e-15,2.7243069093307237e-18,0.0,0.0,2.3122296977920967e-14,2.1245107562856376e-23,9.043738484330951e-17,1.209424917524356e-21,5.42915907221002e-19,3.4676361239735696e-31,1.1466591472073635e-20,6.896031389939507e-19,1.4169403133127346e-21,2.2315631029342487e-12,7.928544266886988e-24,2.2548737576465016e-24,1.2573622945485322e-11,1.6984101758356419e-19,7.705038198801207e-22,9.110413166274935e-39,1.1011109972175579e-27,3.763744714984217e-20,9.776492963710438e-22,1.4176095283874692e-35,1.3106020145152232e-45,1.221030233387126e-45,8.429387991268673e-27,8.29327375572461e-31,7.756137315718157e-24,3.795692063258594e-33,3.76,0.0,0.7114269553095227,0.9992410712359612,4.318823546571256e-21,1.9457432644772736e-30,0.00032820542460460894,0.0003205894251934408,7.615926491985163e-06,3.9219966004364994e-11,0.0007589287614218764,5.411707043606996e-15,3.77851171610127e-16,9.847427489320688e-25,8.57793238614268e-23,2.231495926905457e-12,3.13555156613161e-13,3.7676799037371256e-12,2.1966707880040864e-12,3.659514402722648e-14,2.041920337630663e-17,2.5340415358472307e-17
1.868914763139901e-09,0.7193609137468191,6.2516093023598125e-12,5.387363725926136e-14,4.762892682951945e-15,3.0082286704579067e-18,0.0,0.0,2.4469970760714374e-14,2.378057310816813e-23,9.920128826880486e-17,1.3532702683394608e-21,5.933693761260643e-19,3.737564163737597e-31,1.199446397441564e-20,7.516981961066535e-19,1.6180079742507512e-21,2.3696377274375125e-12,8.798663005218285e-24,2.4522453663892193e-24,1.3299835875784174e-11,1.8468534305628155e-19,8.635046051793677e-22,1.1540732291324834e-38,1.2716381240376355e-27,4.265282030646727e-20,1.0841524540030018e-21,1.6922286169029813e-35,1.758678312426634e-45,1.5713869556561675e-45,9.485999090872942e-27,9.706776264794622e-31,8.85048350170285e-24,4.584435181965583e-33,3.76,0.0,0.7114176625098292,0.9992402396788761,4.925167904007615e-21,2.3515764549732695e-30,0.00033749822502428104,0.0003297842983993744,7.713850180346029e-06,4.0863662275251376e-11,0.0007597603183529767,5.7310288091627375e-15,3.9987002422228143e-16,1.122765884976984e-24,9.67401666635417e-23,2.3695643066653486e-12,3.244781912430976e-13,3.94212628509569e-12,2.2992602138881615e-12,3.946439439821552e-14,2.2675267765973583e-17,2.7726115367413556e-17
1.9203860178385864e-09,0.7193621353617857,6.533298340392702e-12,5.766640049027333e-14,5.121774503852322e-15,3.312450891824438e-18,0.0,0.0,2.5856566088431307e-14,2.653751763934233e-23,1.0853589348728394e-16,1.5096138420807084e-21,6.468974740448493e-19,4.019540998357556e-31,1.2528421988862557e-20,8.174011253300888e-19,1.8407372561495725e-21,2.5119422182540755e-12,9.73536177368879e-24,2.660823914644305e-24,1.4046588336569365e-11,2.0036975635253694e-19,9.646603805539436e-22,1.452224106264473e-38,1.4631652392326239e-27,4.8178140876695734e-20,1.1986640415163061e-21,2.009928110251649e-35,2.34065740867938e-45,2.0092169663551577e-45,1.0640011989328036e-26,1.1310513115423767e-30,1.0061763890326521e-23,5.508131095107365e-33,3.76,0.0,0.7114083698315232,0.9992395128481509,5.5959941344932954e-21,2.8271817958472944e-30,0.00034679090407721644,0.0003389828141008803,7.808009950716631e-06,4.251418031109074e-11,0.0007604871489198167,6.059506053003401e-15,4.2247533452901875e-16,1.2749996148292623e-24,1.0870793378811114e-22,2.5118621720009717e-12,3.3541165796191624e-13,4.1186680834794514e-12,2.4031538645730153e-12,4.2463962237607615e-14,2.510536846786296e-17,3.0260954636678275e-17
1.9718572725372718e-09,0.7193633569607978,6.818328622275633e-12,6.161576163748892e-14,5.496322886801321e-15,3.637776635199532e-18,0.0,0.0,2.7282123024516757e-14,2.952859297891087e-23,1.1846094250641226e-16,1.6791586463234153e-21,7.035929464741554e-19,4.313690594467108e-31,1.3068194410532585e-20,8.868112735952041e-19,2.086750822084866e-21,2.6584770918519965e-12,1.0741585570656897e-23,2.8809198681278586e-24,1.481388836959062e-11,2.1691727087526756e-19,1.0744281962241365e-21,1.8159009410852257e-38,1.67764660080001e-27,5.424957540642605e-20,1.3215211147650177e-21,2.375953520677764e-35,3.09110087944702e-45,2.553310092318511e-45,1.1897318874736532e-26,1.312353150855919e-30,1.1398625315023189e-23,6.585164615131431e-33,3.76,0.0,0.7113990772746026,0.9992388775559115,6.336051084852473e-21,3.382125676713298e-30,0.0003560834617649953,0.0003481848278213473,7.898550282504996e-06,4.4170421511121846e-11,0.0007611224409965551,6.397137721005112e-15,4.4566414929688e-16,1.4423784249365459e-24,1.2173928526016715e-22,2.6583900278849373e-12,3.4635455745737864e-13,4.297218526705569e-12,2.508302914011231e-12,4.5595360204265224e-14,2.7717276945618435e-17,3.29496025767577e-17
2.023328527235957e-09,0.7193645785438559,7.106570994926707e-12,6.572335113180522e-14,5.886713939466349e-15,3.985014170635748e-18,0.0,0.0,2.874668006240355e-14,3.2766811084805133e-23,1.2899626656272362e-16,1.8626265503731385e-21,7.635485477269264e-19,4.620130684812155e-31,1.36135205161469e-20,9.60027848497431e-19,2.357740726154254e-21,2.809242850664748e-12,1.1820312463036162e-23,3.1128437232009033e-24,1.5601743700202376e-11,2.343508864823653e-19,1.1932766805606509e-21,2.2570974832027045e-38,1.9171619510065126e-27,6.090474769886337e-20,1.4530632079239394e-21,2.7960125122388873e-35,4.05215228574471e-45,3.2258781683679896e-45,1.326398810657957e-26,1.5166144137086656e-30,1.287007510466811e-23,7.835812299103819e-33,3.76,0.0,0.7113897848390662,0.9992383222746875,7.15028539485953e-21,4.026967788191076e-30,0.00036537589808919907,0.0003573902006303239,7.985610108904364e-06,4.5831339449875795e-11,0.0007616777220533077,6.743923164018646e-15,4.694335844646721e-16,1.6258610802042253e-24,1.358919330252456e-22,2.8091483652539026e-12,3.5730601935516965e-13,4.4776941780902915e-12,2.614660408935327e-12,4.886003781717034e-14,3.051885242449794e-17,3.579671295137153e-17
2.0747997819346424e-09,0.7193658001109604,7.397901260615341e-12,6.999073236626354e-14,6.293116978286943e-15,4.354976653878787e-18,0.0,0.0,3.025027418615575e-14,3.6265544385532194e-23,1.401617824125254e-16,2.0607582648451266e-21,8.268570406925089e-19,4.938973008424463e-31,1.4164149565226735e-20,1.0371499319138477e-18,2.6554690613438827e-21,2.9642399923154754e-12,1.2974552241042837e-23,3.35690600275125e-24,1.6410161749551383e-11,2.5269358913886237e-19,1.3216859742245016e-21,2.7895814010824664e-38,2.1839210246438532e-27,6.818275008326761e-20,1.5936321658431499e-21,3.2763006830481803e-35,5.274926846799646e-45,4.053075618124219e-45,1.474626409953471e-26,1.7459969919507564e-30,1.4485483981773215e-23,9.282376753871328e-33,3.76,0.0,0.7113804925249124,0.9992378369274172,8.043843169405909e-21,4.773332641688266e-30,0.0003746682130514099,0.00036659879892986924,8.069323030543619e-06,4.7495937747295255e-11,0.0007621630691518962,7.099862107589735e-15,4.937808208966737e-16,1.826429815463666e-24,1.5122459778499054e-22,2.964137670232869e-12,3.6826528379708263e-13,4.6600148079688e-12,2.722181196723547e-12,5.225938388995573e-14,3.351803820808743e-17,3.880692212648647e-17
2.1262710366333278e-09,0.719367021662111,7.692199986750634e-12,7.44194042545921e-14,6.71569478797494e-15,4.7484818217416106e-18,0.0,0.0,3.179294092859611e-14,4.0038526091797496e-23,1.5197748880153502e-16,2.274313323677433e-21,8.936111967894882e-19,5.270323540338705e-31,1.471984041795158e-20,1.1182764927328496e-18,2.9817685717509437e-21,3.1234690159412217e-12,1.4207345128377903e-23,3.613417252202109e-24,1.723914964625471e-11,2.7196835058454093e-19,1.46014766598318e-21,3.429096582582623e-38,2.4802680680639167e-27,7.612415397656402e-20,1.743571985621175e-21,3.8235278913229337e-35,6.821102430920287e-45,5.0655826534095395e-45,1.6350567192631292e-26,2.002797421633376e-30,1.6254588780190317e-23,1.0949325834970443e-32,3.76,0.0,0.7113712003321396,0.9992374127055783,9.022071555633422e-21,5.633983773445964e-30,0.0003839604066532109,0.00037581049424983927,8.149817520203351e-06,4.916326802938309e-11,0.0007625872908146782,7.46495462147137e-15,5.18703100141266e-16,2.0450895318396238e-24,1.677969670631852e-22,3.1233584304594313e-12,3.7923168583864955e-13,4.844103270587496e-12,2.8308218562820738e-12,5.579472886368543e-14,3.672285814918253e-17,4.198484744564396e-17
2.177742291332013e-09,0.7193682431973083,7.989352323406948e-12,7.901080368449311e-14,7.154603870394701e-15,5.166351704239536e-18,0.0,0.0,3.3374714427085215e-14,4.4099850486184945e-23,1.644634630925092e-16,2.5040700683666395e-21,9.639037960309211e-19,5.6142827116238265e-31,1.5280361168546997e-20,1.2035063987195789e-18,3.3385432313212425e-21,3.2869304262730857e-12,1.552176054439509e-23,3.8826880356397516e-24,1.8088714237602658e-11,2.9219812801592495e-19,1.6091647300376376e-21,4.1935814002934715e-38,2.8086863691061245e-27,8.477101978089954e-20,1.903228666830361e-21,4.444945133048674e-35,8.764735319883109e-45,6.299257308993421e-45,1.8083493504350903e-26,2.289450853232849e-30,1.8187494993723587e-23,1.2863436825062925e-32,3.76,0.0,0.7113619082607463,0.999237041910537,1.0090520230904365e-20,6.62290068229973e-30,0.00039325247889618635,0.00038502516305150095,8.227217119204327e-06,5.08324279732285e-11,0.0007629580856755192,7.839201089201578e-15,5.441977202272364e-16,2.282867000878402e-24,1.8566965447018031e-22,3.286811139163925e-12,3.9020464209803964e-13,5.029885386003893e-12,2.940540631738777e-12,5.946734704479053e-14,4.0141413264371756e-17,4.533508572364485e-17
2.2292135460306984e-09,0.7193694647165522,8.28924782766177e-12,8.376630787900737e-14,7.609994684137215e-15,5.609412351513926e-18,0.0,0.0,3.4995627477224245e-14,4.8463973193403313e-23,1.7763985802639243e-16,2.7508256341687897e-21,1.0378276271449871e-18,5.970945620926301e-31,1.5845488792345133e-20,1.292938427575215e-18,3.727768792845997e-21,3.4546247361404188e-12,1.6920895912245118e-23,4.1650289320458194e-24,1.8958862100343487e-11,3.1340586378098283e-19,1.7692514645776588e-21,5.103403991435836e-38,3.1718028061447955e-27,9.416690618964187e-20,2.072950069410858e-21,5.148372018362472e-35,1.1194327416836276e-44,7.795863490550595e-45,1.9951814774572457e-26,2.6085349786619893e-30,2.0294679174309442e-23,1.50539458659089e-32,3.76,0.0,0.7113526163107305,0.9992367178138494,1.1254942811701518e-20,7.75535865046752e-30,0.0004025444297819209,0.00039424268653847684,8.301640626463955e-06,5.250255942638365e-11,0.0007632821821780438,8.222602178429034e-15,5.702620315785641e-16,2.54081007705432e-24,2.0490416007668586e-22,3.454496297673623e-12,4.0118363921012866e-13,5.217289826395419e-12,3.051297368612367e-12,6.32784587595215e-14,4.378187847515269e-17,4.886221184578424e-17
2.2806848007293838e-09,0.7193706862198432,8.591780294393523e-12,8.868723667165303e-14,8.082011875324714e-15,6.0784935746342155e-18,0.0,0.0,3.6655711584577536e-14,5.314571143230355e-23,1.9152689860793233e-16,3.015395938125794e-21,1.1154754877310052e-18,6.340402237991776e-31,1.6415008805810837e-20,1.3866712772299894e-18,4.1514933089261914e-21,3.6265524678558837e-12,1.8407875511042848e-23,4.460750531629414e-24,1.98495995510715e-11,3.356144850858994e-19,1.940933431441591e-21,6.181615575671069e-38,3.572392418615698e-27,1.0435687893608526e-19,2.2530857787744158e-21,5.942224869011669e-35,1.4215173643979414e-44,9.603882643525334e-45,2.196247819401709e-26,2.9627739166202894e-30,2.2586991188483658e-23,1.7552702824330313e-32,3.76,0.0,0.7113433244820914,0.9992364345345784,1.2521298188181398e-20,9.04801154798144e-30,0.0004118362593120005,0.000403462950474644,8.37320228059981e-06,5.417284659676349e-11,0.0007635654612595592,8.615158812820832e-15,5.9689343314794855e-16,2.819986919610395e-24,2.2556283190058416e-22,3.6264144167977823e-12,4.1216822389924504e-13,5.406248006549232e-12,3.163053452328969e-12,6.722923242926052e-14,4.7652499469045915e-17,5.2570777466294234e-17
2.332156055428069e-09,0.7193719077071811,8.896847593474714e-12,9.377485469641895e-14,8.570794499746185e-15,6.574428699877226e-18,0.0,0.0,3.835499701443268e-14,5.816024425035992e-23,2.0614487911312997e-16,3.298615668815979e-21,1.196940184439651e-18,6.722737599282054e-31,1.6988714939404152e-20,1.4848035754048753e-18,4.611837625635576e-21,3.8027141536938595e-12,1.998584937166974e-23,4.770163432260799e-24,2.0760932656222532e-11,3.588469037137847e-19,2.1247473968554184e-21,7.454222546635178e-38,4.0133829950539635e-27,1.1538751900171524e-19,2.4439869779175154e-21,6.835545421369506e-35,1.7952018124775535e-44,1.17794162835099e-44,2.4122606221813347e-26,3.3550420522643374e-30,2.5075656336373004e-23,2.0394331564043488e-32,3.76,0.0,0.7113340327748268,0.999236186932185,1.3895751786537562e-20,1.0518977609966734e-29,0.0004211279674880113,0.0004126858450089158,8.442011935149976e-06,5.584251431232828e-11,0.0007638130634590968,9.016872145737791e-15,6.240893687907038e-16,3.12148522567818e-24,2.477088285589532e-22,3.802566017306028e-12,4.231579945174241e-13,5.5966939784911545e-12,3.275771749062568e-12,7.132078656749105e-14,5.1761589679508123e-17,5.646530980247353e-17
2.3836273101267544e-09,0.7193731291785666,9.204351513311424e-12,9.903037349320321e-14,9.076476236386272e-15,7.098054336165017e-18,0.0,0.0,4.0093512839613226e-14,6.352311274121506e-23,2.2151416021574356e-16,3.601338277727386e-21,1.282314533162747e-18,7.118031995786863e-31,1.7566408823181184e-20,1.5874338884781398e-18,5.11099584945774e-21,3.983110335629914e-12,2.165799221593143e-23,5.093578236008816e-24,2.1692867241679772e-11,3.831260157552113e-19,2.3212412732397514e-21,8.950477999750723e-38,4.497859673170832e-27,1.273069302978435e-19,2.646006326388359e-21,7.838030110528818e-35,2.255204921982458e-44,1.4387186863220062e-44,2.6439496391732926e-26,3.7883678261313975e-30,2.777227733676679e-23,2.361639554056886e-32,3.76,0.0,0.7113247411889351,0.9992359705133295,1.538467676087508e-20,1.2187928146604099e-29,0.0004304195543115404,0.0004219112645068532,8.508175226962782e-06,5.7510826349969256e-11,0.0007640294821163647,9.427743535614427e-15,6.518473238703582e-16,3.44641147692454e-24,2.7140608312800026e-22,3.982951629667813e-12,4.341525938590666e-13,5.78856433022205e-12,3.3894165488815617e-12,7.555419169901636e-14,5.611752738373788e-17,6.055031052149051e-17
