Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56)
1.125881273702885e-19,0.8756565971378465,2.93180303779169e-48,2.2398792560386777e-22,3.823950469327888e-61,1.2034106549968933e-75,0.0,0.0,1.164727494540569e-49,3.372704403482934e-111,2.416015147225649e-60,2.4131889737298876e-75,5.0538902950217733e-57,6.869811313876279e-98,8.687962795412936e-77,1.2778653693051038e-62,6.870068131092433e-98,1.0487238823502128e-75,4.813625668491821e-62,3.048275787243677e-48,1.576726904943189e-28,3.276294702949631e-45,2.649498997967501e-75,5.235427586154869e-157,2.452038145280933e-113,4.626680676663312e-102,1.32395498588023e-77,1.0398036531050791e-134,2.4684178388613595e-209,2.2320184018711973e-194,1.0142900863376855e-126,1.6911753739575672e-106,1.6433340825510072e-90,2.064702140161575e-166,3.76,0.0,0.6347290429785702,1.0,3.4083526176381916e-76,2.815483763833949e-141,8.241252137866094e-13,8.24125213786609e-13
2.2520069323143223e-19,0.8756565971379803,2.345887873619268e-47,4.480244702495423e-22,6.119565722726545e-60,3.852070936512768e-74,0.0,0.0,9.319589584612455e-49,4.319250747100214e-109,3.866412610879193e-59,7.724524195708588e-74,8.087869877987051e-56,4.398611504557774e-96,2.7809832703614724e-75,2.045178987127496e-61,4.3989403657171175e-96,3.356924563409687e-74,7.704040116883355e-61,2.439083769462082e-47,6.307934322670929e-28,2.6215335460716764e-44,8.480943760938321e-74,5.365065074661314e-154,3.140116048207624e-111,5.924704190421296e-100,4.2383148534403266e-76,5.327280489028886e-132,2.024870968922123e-205,9.22262920804888e-191,2.597833890211399e-124,2.165572592205015e-104,1.052152269826257e-88,4.2319735526264024e-163,3.76,0.0,0.6347290429777459,1.0,1.0910004831081479e-74,1.4425986847239272e-138,1.6484293130099919e-12,1.6484293130099905e-12
4.504258249537197e-19,0.8756565971382478,1.8768884952833784e-46,8.960975595408915e-22,9.79230125793612e-59,1.2328478266494518e-72,0.0,0.0,7.456379594621305e-48,5.53004242002436e-107,6.1868909671767386e-58,2.472218924513636e-72,1.294190829357146e-54,2.815729840661803e-94,8.900482980963358e-74,3.2727619742797593e-60,2.816150869443883e-94,1.0743771909798293e-72,1.232825571824527e-59,1.9514522912242932e-46,2.523379084269601e-27,2.0974259716094124e-43,2.7143095897856705e-72,5.496173744210421e-151,4.0205379598677593e-109,7.585255634313038e-98,1.3565262318511473e-74,2.7284603433089275e-129,1.6600397903476764e-201,3.837427056555831e-187,6.652427611063665e-122,2.772488631494843e-102,6.735113875808963e-87,8.670647322651872e-160,3.76,0.0,0.6347290429760973,1.0,3.4917258706844427e-73,7.389256577764758e-136,3.2970375114524755e-12,3.2970375114524707e-12
9.008760883982948e-19,0.8756565971387831,1.501582078585886e-45,1.79224373812359e-21,1.566847894357654e-57,3.945409274395426e-71,0.0,0.0,5.965386861583065e-47,7.07935137295665e-105,9.899530245109652e-57,7.911694501546685e-71,2.070810652623905e-53,1.802265035420951e-92,2.848368415174711e-72,5.236799665885674e-59,1.80280400762708e-92,3.4382651628712833e-71,1.972664249150331e-58,1.5612359471932392e-45,1.0093927062086252e-26,1.6780204354348636e-42,8.686442882431738e-71,5.6299080941933445e-148,5.147624791428149e-107,9.710173272718588e-96,4.341308751884859e-73,1.3972002830135802e-126,1.360654210335314e-197,1.6196143377652087e-183,1.703463893785773e-119,3.549141143555959e-100,4.310901517972214e-85,1.7761207060936885e-156,3.76,0.0,0.6347290429728001,1.0,1.1174361779331657e-71,3.78452448435912e-133,6.594253908320319e-12,6.594253908320297e-12
1.801776615287445e-18,0.8756565971398534,1.20129417656884e-44,3.584536095288987e-21,2.5070203874168216e-56,1.2625783665333322e-69,0.0,0.0,4.772422766628001e-46,9.062143929866609e-103,1.5839652272616343e-55,2.53183727554569e-69,3.3133813073011482e-52,1.1535129665303374e-90,9.115121121429477e-71,8.379183883442342e-58,1.1542028863898165e-90,1.1002861581986323e-69,3.156377470704949e-57,1.2490184042215554e-44,4.0376529712836504e-26,1.3424482124450184e-41,2.7797660780721283e-69,5.7672394031107996e-145,6.591286678474768e-105,1.2429691308641717e-93,1.3892867737006132e-71,7.154250693216633e-124,1.1153336835437565e-193,7.0230627650857025e-180,4.362406054303157e-117,4.543128320955196e-98,2.759114142748456e-83,3.637904718307909e-153,3.76,0.0,0.6347290429662057,1.0,3.5759300141455474e-70,1.938418458742252e-130,1.3188686701987508e-11,1.3188686701987427e-11
3.603577669065746e-18,0.8756565971419943,9.6104674687947e-44,7.169120809619779e-21,4.011283625778631e-55,4.0403266124608685e-68,0.0,0.0,3.817983524823563e-45,1.1599911714630524e-100,2.5343767096722867e-54,8.102031341069793e-68,5.3014775030726375e-51,7.382685692001179e-89,2.916893510810456e-69,1.3406937752691717e-56,7.391516892996569e-89,3.5209817973492792e-68,5.050295692607575e-56,9.992265821060023e-44,1.6150776179376796e-25,1.0739713157447323e-40,8.895418421945699e-68,5.909404758932931e-142,8.442103887756562e-103,1.591043338009483e-91,4.445826435515076e-70,3.6631261851315683e-121,9.145828850510767e-190,3.1949056174837744e-176,1.117470626304894e-114,5.8153499550684274e-96,1.7658769472329927e-81,7.450964545504065e-150,3.76,0.0,0.6347290429530168,1.0,1.144319084138511e-68,9.93098738543981e-128,2.63775522890479e-11,2.6377552289047575e-11
7.207179776622347e-18,0.8756565971462758,7.68841959771091e-43,1.433829023828136e-20,6.418094606169925e-54,1.292916650403047e-66,0.0,0.0,3.0544049445428065e-44,1.4848122188830057e-98,4.055028724885394e-53,2.592674358841595e-66,8.48241793399582e-50,4.724983709319279e-87,9.334146837993017e-68,2.145129523693781e-55,4.736287791742518e-87,1.1267247498051431e-66,8.080546500347136e-55,7.993860091817933e-43,6.4603433306506e-25,8.59182150912812e-40,2.8465606104329336e-66,6.0585135315002336e-139,1.0818902698222784e-100,2.0365628972479945e-89,1.4226818610749652e-68,1.8755589642050484e-118,7.506131371358615e-186,1.5692467460399192e-172,2.86416246558449e-112,7.443741193640962e-94,1.1301752929699972e-79,1.5260600374573402e-146,3.76,0.0,0.6347290429266391,1.0,3.661855436866684e-67,5.090765256395877e-125,5.2755283462072737e-11,5.275528346207144e-11
1.441438399173555e-17,0.875656597154839,6.150753927096479e-42,2.867662909560454e-20,1.0268984013544478e-52,4.137352696165534e-65,0.0,0.0,2.443531205459218e-43,1.9005746926217133e-96,6.4880671109933334e-52,8.296596875645704e-65,1.3571911836375173e-48,3.024010330677426e-85,2.986941004339477e-66,3.432222824372962e-54,3.038479649072437e-85,3.6055361186535985e-65,1.2928933114084059e-53,6.395107047086789e-42,2.5841439039790016e-24,6.873477600118724e-39,9.109036695581413e-65,6.218628630789183e-136,1.3881213589115498e-98,2.606818059981931e-87,4.5526097979544756e-67,9.60296009183432e-116,6.171398563530462e-182,8.562365747221466e-169,7.349704316134802e-110,9.528048406876225e-92,7.233166823258171e-78,3.125671063143447e-143,3.76,0.0,0.6347290428738837,1.0,1.1717992385623992e-65,2.6126319011211004e-122,1.055107458037386e-10,1.0551074580373343e-10
2.882879242196195e-17,0.8756565971719653,4.920610440935311e-41,5.735330681025086e-20,1.643040053539987e-51,1.3239559689724355e-63,0.0,0.0,1.9548278641857095e-42,2.4327452398731474e-94,1.0380925449181286e-50,2.6549172283571313e-63,2.1715093447213517e-47,1.9353732529010835e-83,9.558233637028433e-65,5.491568987471469e-53,1.9538940398913178e-83,1.1537742648938531e-63,2.0686339951839594e-52,5.116093226464898e-41,1.0336588758761442e-23,5.498790236403166e-38,2.9148985796314547e-63,6.397898458807856e-133,1.7852296297081065e-96,3.336738348833394e-85,1.4568395899050145e-65,4.916740703938246e-113,5.09220500936171e-178,5.2558728898464075e-165,1.890438377110688e-107,1.2195940150054027e-89,4.629241148298221e-76,6.402480969860544e-140,3.76,0.0,0.6347290427683727,1.0,3.7497663609048924e-64,1.3439534443242467e-119,2.1102167046953512e-10,2.1102167046951447e-10
5.765760928241474e-17,0.8756565972062177,3.9364912719336926e-40,1.1470666223954357e-19,2.6288661743610437e-50,4.236664069427016e-62,0.0,0.0,1.5638634510904826e-41,3.1139200716125294e-92,1.660949885795517e-49,8.49574509424219e-62,3.4744177107932915e-46,1.2386410059062355e-81,3.0586383497582887e-63,8.786520352418878e-52,1.262347651279718e-81,3.6920819776765894e-62,3.309818149319395e-51,4.092877615620366e-40,4.1346381315897636e-23,4.399035450317468e-37,9.32768638307014e-62,6.612880872633259e-130,2.3066739635329847e-94,4.271032272606645e-83,4.6618938133570565e-64,2.5173776742686884e-110,4.231716742996132e-174,3.58535443870803e-161,4.885137320797673e-105,1.5610827819286886e-87,2.962718934314513e-74,1.3116688246077233e-136,3.76,0.0,0.6347290425573509,1.0,1.1999266427448077e-62,6.945352988634673e-117,4.2204351973098746e-10,4.2204351973090485e-10
1.1531524300332036e-16,0.8756565972747224,3.1491941843892256e-39,2.294133730981289e-19,4.2061875486456794e-49,1.3557332964367524e-60,0.0,0.0,1.2510912244711306e-40,3.985821635043258e-90,2.657522446647709e-48,2.7186400233232246e-60,5.5590705399108584e-45,7.927309219914639e-80,9.787648445174939e-62,1.405844053439725e-50,8.230754523584531e-80,1.1814669249752937e-60,5.295712042855691e-50,3.274303304560536e-39,1.653855777864796e-22,3.519229662602789e-36,2.9848613840391356e-60,6.897376984793048e-127,3.0077800515776836e-92,5.466925901824059e-81,1.4918071593275951e-62,1.2888990150452357e-107,3.566140744042612e-170,2.642103397512228e-157,1.2739468757779238e-102,1.998187520641971e-85,1.8961415863717486e-72,2.688090093937465e-133,3.76,0.0,0.6347290421353071,1.0,3.839767506169167e-61,3.6218611242499264e-114,8.440872179733291e-10,8.440872179729983e-10
2.306305104451316e-16,0.8756565974117322,2.5193558129165585e-38,4.588267948152996e-19,6.72990140943836e-48,4.33834781439103e-59,0.0,0.0,1.000873164539315e-39,5.101854211618814e-88,4.2520417884825327e-47,8.699650617330633e-59,8.894514610768551e-44,5.073480052014632e-78,3.132048411241501e-60,2.249351120762031e-49,5.461890194939713e-78,3.7806952629319146e-59,8.473141666358202e-49,2.6194431257292005e-38,6.615424158810772e-22,2.815384247614337e-35,9.551559170044556e-59,7.3205116607504845e-124,3.991361340324645e-90,6.997668077859045e-79,4.773784725592951e-61,6.599167157541527e-105,3.087506970984651e-166,2.0435709545943733e-153,3.380860722228404e-100,2.557681015537784e-83,1.2135310808175389e-70,5.512536776975914e-130,3.76,0.0,0.6347290412912198,1.0,1.2287259604525283e-59,1.9218097641005506e-111,1.68817461333576e-09,1.688174613334437e-09
4.61261045328754e-16,0.8756565976857518,2.01548483436442e-37,9.17653638249641e-19,1.07678433071715e-46,1.3882714999924916e-57,0.0,0.0,8.00698604853079e-39,1.1431569820516884e-85,6.8032836257564775e-46,2.7838886003006657e-57,1.4231224726110731e-42,4.290377619114557e-76,1.0022556322884031e-58,3.5989622937976376e-48,4.888290598728031e-76,1.2098226578186543e-57,1.3557028567229044e-47,2.095554689023648e-37,2.646169870509569e-21,2.2523075996522908e-34,3.0564993440575323e-57,1.5068946596018927e-120,7.130464321171338e-88,1.164036736504019e-76,1.7697725688744023e-59,8.353767097712617e-102,3.4041866941129517e-161,7.234779226444159e-149,1.2067932536105514e-97,3.7807090654939265e-81,8.978546022308945e-69,5.340300553174603e-126,3.76,0.0,0.6347290396030449,1.0,3.931923637903516e-58,1.9540774023692417e-108,3.3763493995716135e-09,3.376349399566321e-09
9.225221150959987e-16,0.875656598233791,1.612387937694555e-36,1.8353073251183238e-18,1.7228550090845156e-45,4.442469098741192e-56,0.0,0.0,6.40558911949946e-38,1.4681422594942126e-83,1.088530582090091e-44,8.908444139279604e-56,2.2769960485208264e-41,2.7562753566120434e-74,3.20721821825536e-57,5.758340046127854e-47,3.526457753334697e-74,3.8714327649730153e-56,2.16912471734492e-46,1.6764438195677698e-36,1.0584679876128238e-20,1.8018461516228964e-33,9.780798371223677e-56,1.7483726969017868e-117,1.0301681088611784e-85,1.4967596642429547e-74,5.68748875892432e-58,4.282105449073512e-99,3.635581710877435e-157,5.783227705985596e-145,3.48930872169289e-95,4.874789291655865e-79,5.782628193627822e-67,1.1082506797960515e-122,3.76,0.0,0.6347290362266954,1.0,1.2582156486115327e-56,1.1323606930865974e-105,6.752698954087285e-09,6.752698954066116e-09
1.8450442546304886e-15,0.8756565993298695,1.289910372781776e-35,3.6706146988556905e-18,2.756568064953665e-44,1.4215901464526138e-54,0.0,0.0,5.124471388336612e-37,1.8792711687248728e-81,1.7416654475887384e-43,2.8507022068024454e-54,3.6431937016921945e-40,1.7641205669082762e-72,1.0263098417199702e-55,9.213344296530346e-46,2.750182072403435e-72,1.2388585149058047e-54,3.470599647434613e-45,1.3411550717501288e-35,4.2338720133648304e-20,1.4414769361015132e-32,3.129855435508499e-54,2.1896829241899052e-114,1.605976297036065e-83,1.9161120943265827e-72,1.8202386095079346e-56,2.1924430598698086e-96,4.5235349403369075e-153,4.6735076600184785e-141,1.0876553236063477e-92,6.24150438029928e-77,3.70173041501392e-65,2.2967113168840442e-119,3.76,0.0,0.6347290294739965,1.0,4.026290173413768e-55,7.094261272177428e-103,1.3505397991294488e-08,1.3505397991209812e-08
3.690088533699468e-15,0.8756566015220261,1.0319282985479123e-34,7.341229446330421e-18,4.410508900961365e-43,4.549088441557824e-53,0.0,0.0,4.0995771165301254e-36,2.4054675829619632e-79,2.7867174640769795e-42,9.12224708647449e-53,5.829109782544642e-39,1.1290381368444619e-70,3.284191388919095e-54,1.474135080265946e-44,2.3912067781207988e-70,3.9643472224220716e-53,5.552959459360351e-44,1.0729240458486648e-34,1.6935488052050718e-19,1.1531815324709208e-31,1.0015536565837345e-52,3.0595536642733747e-111,2.7908486582435424e-81,2.4526342301537278e-70,5.8247876988732105e-55,1.1225308265452388e-93,7.02865967589788e-149,3.8022612489481213e-137,3.778981007942645e-90,7.989203715695387e-75,2.369125508215835e-63,4.811990820416486e-116,3.76,0.0,0.6347290159685987,1.0,1.2884128472679102e-53,4.959298127547983e-100,2.701079577841234e-08,2.701079577807363e-08
5.535132812768447e-15,0.8756566037141825,2.9506699688251634e-34,1.101184419380515e-17,1.6233601551764064e-42,2.1350506747963455e-52,0.0,0.0,1.1722228283237372e-35,1.2411322249146045e-78,1.0259007590501169e-41,4.281344403420184e-52,2.145499457529166e-38,5.6028447824569814e-70,1.5413888790890254e-53,5.620139955626643e-44,1.3366208322481602e-69,1.8606106081737583e-52,2.1170657885072563e-43,3.0678921637460108e-34,3.5987911974531016e-19,3.297378405788897e-31,4.70065107172009e-52,2.4054810813105118e-110,1.830117786733418e-80,1.4380281123868942e-69,2.5750797293006968e-54,6.408708276165345e-93,5.248252912247768e-148,3.4986105201056215e-136,2.8488579010567447e-89,5.041197169738708e-74,1.2679139802454296e-62,2.945672791762683e-115,3.76,0.0,0.6347290024632011,1.0,6.046984476482196e-53,3.574250793484097e-99,4.051619327823364e-08,4.051619327751388e-08
9.225221370906407e-15,0.8756566080984953,1.356018253977031e-33,1.8353073688754617e-17,1.2490268034973865e-41,2.976787401132438e-51,0.0,0.0,5.387100459614186e-35,8.366543451450559e-77,7.896596792977596e-41,5.969072049588718e-51,1.6507650583868633e-37,1.7720510673686734e-68,2.1490791670048452e-52,4.621643615749205e-43,5.602489259548018e-68,2.5941502354588314e-51,1.7409395166690874e-42,1.4098891908186975e-33,9.949599046401961e-19,1.5153525275426138e-30,6.553866475968899e-51,1.7944067194763222e-107,1.3185417048231203e-78,7.798640160252879e-68,4.1527781316454988e-53,1.9331481082315145e-90,9.861906955978927e-144,2.2364695091828903e-132,3.5889845820663266e-87,2.3604955899777045e-72,3.4521407426079905e-61,4.520303978253731e-112,3.76,0.0,0.6347289754524071,1.0,8.430988264874086e-52,1.4430818783581764e-96,6.752698712869011e-08,6.752698712670019e-08
1.2915309929044365e-14,0.8756566124828081,3.3650535828481634e-33,2.5694303183704076e-17,3.945725544107935e-41,1.1926984984301815e-50,0.0,0.0,1.3368464370342456e-34,4.032207868093255e-76,2.494983366820044e-40,2.391583558098629e-50,5.214832608867403e-37,7.895803250990062e-68,8.610634601359644e-52,1.4969380119739536e-42,2.8963308173939314e-67,1.039388667339308e-50,5.6388566042205315e-42,3.498738012368589e-33,1.884072987709366e-18,3.760452596770812e-30,2.625913490142614e-50,1.340803886859103e-106,8.040422086790761e-78,4.117909046744273e-67,1.6088985885318697e-52,1.0808613041413073e-89,6.1039282006918475e-143,1.724486683714212e-131,2.530076626938444e-86,1.32917531384093e-71,1.6335443121184538e-60,2.6702390176455063e-111,3.76,0.0,0.6347289484416145,1.0,3.37801316869009e-51,9.752840792444871e-96,9.453777982996047e-08,9.453777982619233e-08
1.6605398487182323e-14,0.8756566168671206,6.593054121828263e-33,3.303553267865354e-17,9.229290942092222e-41,3.367449102087283e-50,0.0,0.0,2.6192453391092992e-34,1.7719974694871582e-75,5.837374897165125e-40,6.752285044777602e-50,1.2197808947381656e-36,2.821938327502203e-67,2.4311165693610146e-51,3.637312836315337e-42,1.091970897106995e-66,2.9345961591572464e-50,1.3701492981431184e-41,6.854978154230433e-33,3.027218360681823e-18,7.367748089674928e-30,7.413968858939887e-50,9.003899524962942e-106,3.338316649849387e-77,1.651405630359958e-66,4.783129180959798e-52,6.882816000017813e-89,1.1125022205069574e-141,1.6627165927473912e-130,1.154462871569835e-85,4.9853083091009696e-71,5.463648836723993e-60,2.54744130164486e-110,3.76,0.0,0.6347289214308229,1.0,9.53743751666474e-51,5.933994772136829e-95,1.2154857138204482e-07,1.2154857137599036e-07
2.3985575603458242e-14,0.8756566256357449,1.6750176228236037e-32,4.771799166855247e-17,2.974849282924009e-40,1.468933403536274e-49,0.0,0.0,6.654400241539265e-34,1.891477145934978e-74,1.8829268686763154e-39,2.945356433126301e-49,3.931682525303125e-36,2.0425475485741487e-66,1.0604935383307504e-50,1.3054595029444583e-41,8.244056992105242e-66,1.2801162499277666e-49,4.917571084020368e-41,1.741561463082691e-32,5.909707314450546e-18,1.871834713018746e-29,3.234087641221946e-49,2.710161662463955e-104,2.8890242286160483e-76,1.4384546099863402e-65,2.4623238413302683e-51,1.5413068864772221e-87,2.5424675263768e-139,2.5846263768892073e-128,1.137069171600248e-84,3.5046030553333284e-70,3.300298861189663e-59,1.3462103859924832e-108,3.76,0.0,0.6347288674092425,1.0,4.1603778117777066e-50,1.5605115668968442e-93,1.755701517891443e-07,1.755701517773249e-07
3.136575271973416e-14,0.8756566344043688,3.3640103175084977e-32,6.240045065845139e-17,7.104208918729245e-40,4.3299459960015346e-49,0.0,0.0,1.3364319708775646e-33,8.105713498789122e-74,4.49885528066018e-39,8.681787008577277e-49,9.389212890921714e-36,7.510471517692621e-66,3.1259981980024766e-50,3.3325651109532533e-41,3.25105740063464e-65,3.7733733954852584e-49,1.2553530734907726e-40,3.49765312653185e-32,9.726363536007374e-18,3.759286502540731e-29,9.533055621835847e-49,1.7311072913176104e-103,1.267508667027768e-75,5.9142526325549075e-65,7.71100141858266e-51,8.59024773179135e-87,2.6580364162624116e-138,2.3166726499274335e-127,5.473224276364376e-84,1.3919977422301724e-69,1.1748223663445022e-58,9.65544737482833e-108,3.76,0.0,0.6347288133876663,1.0,1.22634635334053e-49,9.271963717913382e-93,2.2959172797027727e-07,2.2959172795082455e-07
4.6126106952285996e-14,0.875656651941614,1.0074111427157288e-31,9.176536863824926e-17,3.069324165243724e-39,3.0270710887338524e-48,0.0,0.0,4.0021769483005156e-33,1.3206129023576122e-72,1.944889051861621e-38,6.069258667193017e-48,4.0565438737648987e-35,7.971661807944226e-65,2.1853885521416335e-49,1.5435075590351414e-40,5.1932783656487926e-64,2.637970424919974e-48,5.814281099635383e-40,1.0474327441322971e-31,2.0427154414029714e-17,1.125783368544799e-28,6.664569899991833e-48,2.6020936958541185e-101,3.381937302466432e-74,1.0030992948183196e-63,5.3905434859513465e-50,3.9959680979855636e-85,2.721164383791332e-135,1.1374188778873762e-124,2.507882658802847e-82,2.5142457600291025e-68,1.305886268947184e-57,1.4096863325124146e-105,3.76,0.0,0.6347287053445279,1.0,8.573403878752433e-49,7.611436994570413e-91,3.3763486645594826e-07,3.376348664150939e-07
6.088646118483783e-14,0.8756566694788563,2.231195192006881e-31,1.211302866180471e-16,8.623740240100664e-39,1.1024231858303519e-47,0.0,0.0,8.863945972170715e-33,7.347118004912793e-72,5.466169711120215e-38,2.210327301226995e-47,1.1397485585545359e-34,3.6462221248407034e-64,7.958922836842287e-49,4.47344759303355e-40,2.7973790825146446e-63,9.607173628637276e-48,1.6851153342055674e-39,2.319834178971314e-31,3.5171504082047795e-17,2.493363623683395e-28,2.427156340654531e-47,2.587958678059216e-100,2.1779589567525228e-73,5.538882967813841e-63,1.9925067494488104e-49,3.10011906310506e-84,3.238625098426215e-134,1.3818955670141812e-123,1.9008811309839446e-81,1.3935448843899626e-67,5.956700421395787e-57,1.3962344337235766e-104,3.76,0.0,0.6347285973014077,1.0,3.1223314282675446e-48,6.682821779615401e-90,4.4567798664945283e-07,4.456779865791098e-07
9.04071696499415e-14,0.8756567045533322,7.2331222266509205e-31,1.798601225776428e-16,4.217620634956039e-38,8.5479023740876175e-47,0.0,0.0,2.873527364503014e-32,1.3484527835878458e-70,2.6741514756244776e-37,1.7138156187881904e-46,5.574177681149588e-34,4.25418108294414e-63,6.171136528469459e-48,2.224170367496753e-39,5.157954282886238e-62,7.449152274107558e-47,8.37828949337452e-39,7.520472649170623e-31,7.684676178868109e-17,8.08302270845308e-28,1.88195257043548e-46,3.8642567496054286e-98,6.674335036626474e-72,1.0517677854982854e-61,1.5023964166856225e-48,1.61529976162512e-82,5.374397972419319e-131,6.607063339140641e-121,9.865477311643942e-80,2.7573130675296166e-66,7.206562320510534e-56,2.6023542427690787e-102,3.76,0.0,0.6347283812152223,1.0,2.4209744878611826e-47,5.684796315939903e-88,6.617641719071687e-07,6.617641717534752e-07
1.4944858658014883e-13,0.8756567747022483,3.3199405773024204e-30,2.9731979449683425e-16,3.3836108519254587e-37,1.2323593334344748e-45,0.0,0.0,1.318924220045385e-31,5.280760140038012e-69,2.1459425181431435e-36,2.4708297358653602e-45,4.471914541412526e-33,9.948702549020213e-62,8.896970748555659e-47,1.7612044348333837e-38,2.3061881296647265e-60,1.0739514602401619e-45,6.634331421373141e-38,3.4518311429942615e-30,2.0895591197474914e-16,3.710036439302333e-27,2.7132249036794773e-45,1.8114943143734375e-95,5.7917697311327394e-70,4.638027953018993e-60,2.0247033871072416e-47,1.879513597872059e-80,5.648918003950087e-128,5.933167459793763e-118,1.6803932126248719e-77,1.3336819698149528e-64,1.8202601633642382e-54,9.162532440327835e-100,3.76,0.0,0.6347279490430727,0.9999999999999999,3.490342242984189e-46,1.3675229595154351e-85,1.0939363218493508e-06,1.0939363214314387e-06
2.675314204405635e-13,0.875656914999937,1.9543371763578775e-29,5.32239138335217e-16,3.7751739889325395e-36,2.595392494569856e-44,0.0,0.0,7.764062677811333e-31,3.717804547307196e-67,2.3956753509022404e-35,5.203696855459784e-44,4.989414934808763e-32,3.66778266730858e-60,1.8737298054410853e-45,1.9129856380926597e-37,1.6998974713010504e-58,2.2617798456458167e-44,7.206083173343923e-37,2.031975732047073e-29,6.682610446667221e-16,2.1839720993784438e-26,5.714129283393431e-44,1.6960911327618546e-92,8.487457380699846e-68,3.383903332888845e-58,4.0043761173292615e-46,5.188127634636925e-78,2.3333181134629536e-123,2.214797449213989e-114,4.909961454796146e-75,1.0253784467009047e-62,7.067291025085659e-53,1.7756986608871222e-96,3.76,0.0,0.6347270846996558,0.9999999999999998,7.350784488669838e-45,6.431533742292059e-83,1.9582797392043503e-06,1.9582797378678285e-06
5.036970881613928e-13,0.8756571955947413,1.331579431687567e-28,1.0020778260119826e-15,5.033201051787457e-35,6.686152931492368e-43,0.0,0.0,5.2900118919950496e-30,3.174433819353954e-65,3.198598481071151e-34,1.3405670750566283e-42,6.652058334063937e-31,1.7560371680150036e-58,4.827019854388129e-44,2.493681931551295e-36,1.632190991954271e-56,5.82671228440342e-43,9.393532852042285e-36,1.3844767863306567e-28,2.3672401993515253e-15,1.4880383315960298e-25,1.4720429165610822e-42,2.3013415040572554e-89,1.6265943421199697e-65,3.2360484627484776e-56,9.909617939930237e-45,1.439654194029429e-75,5.891229272965384e-120,6.340695072702935e-111,1.88006783750864e-72,1.004257640745249e-60,3.473166318179545e-51,1.8755797518303418e-93,3.76,0.0,0.6347253560163529,0.9999999999999996,1.893681488066321e-43,4.371546188739672e-80,3.686963043700932e-06,3.6869630389664514e-06
9.760284236030516e-13,0.8756577567820578,9.814559949290809e-28,1.9417552013655134e-15,7.348981941340988e-34,1.9147623555303242e-41,0.0,0.0,3.8990654970404485e-29,3.3875462307488665e-63,4.684871882695676e-33,3.839101363218899e-41,9.712637599147935e-30,9.683118668270656e-57,1.3823426675164903e-42,3.589561514552289e-35,1.8027945020578666e-54,1.6686379364355262e-41,1.3521659004280091e-34,1.0204426006048918e-27,8.886716667215556e-15,1.096773031914151e-24,4.2155411957235684e-41,3.812908151893725e-86,3.590062977719554e-63,3.569059957176321e-54,2.7753154873630097e-43,5.882814248770212e-73,1.2626735622617289e-115,3.6842987117269025e-107,8.295441269073997e-70,1.1197214700843514e-58,1.9392722198069262e-49,5.123846547204542e-90,3.76,0.0,0.6347218986638714,0.9999999999999991,5.423073270296395e-42,3.624094327022285e-77,7.144315531660276e-06,7.144315513886842e-06
1e-12,0.8756588791475227,1.0676623321241815e-27,1.989445342377878e-15,8.507674801833156e-34,2.4734660801831774e-41,0.0,0.0,4.241540832740507e-29,6.98163158672244e-63,5.427623170357577e-33,4.959308008856177e-41,1.1243990404109223e-29,1.501801638168194e-56,1.7856897803239648e-42,4.1515385973021905e-35,3.748882611634903e-54,2.1555255583993992e-41,1.5638598103553316e-34,1.1100730487253904e-27,9.328565076237589e-15,1.1931078620039508e-24,5.445553567606849e-41,6.621933247059703e-85,1.1252604477081957e-62,7.419668259578094e-54,3.5763793587491824e-43,2.9880403449272577e-72,2.9719655803279353e-113,2.2885930262879554e-105,4.350139460033937e-69,2.3338606671791462e-58,3.0139270080589788e-49,1.5641934020912537e-88,3.76,0.0,0.6347217231981639,0.9999999999999991,7.005458029221999e-42,3.3337120599405646e-76,7.319781239642518e-06,7.319781220985386e-06
1.9206910944863693e-12,0.8756588791475227,7.533405410079e-27,3.8211099520725745e-15,1.1231782248489386e-32,5.7919919991687e-40,0.0,0.0,2.9928266051820376e-28,3.953169198282897e-61,7.205872679141354e-32,1.1613006825516893e-39,1.484414327304632e-28,5.7465182693261726e-55,4.1814321442440156e-41,5.44263123550234e-34,2.1413415529018064e-52,5.0474859057814995e-40,2.0502123617039443e-33,7.832625737705535e-27,3.4411701486783186e-14,8.418506298324596e-24,1.275131549551452e-39,7.011186911564262e-83,8.524634091156885e-61,4.236893438850761e-52,8.297582945512541e-42,2.6841421499956597e-70,3.329288337159872e-111,2.5325053335237966e-103,3.9387025311929994e-67,1.3360861002391758e-56,1.1578530610963965e-47,1.7008777081330883e-86,3.76,0.0,0.6347149840154048,0.9999999999999982,1.640432905973677e-40,3.3332854987520633e-74,1.40589640237286e-05,1.4058963954905196e-05
