Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56)
3.810016436253004e-12,0.8756611238417796,5.902710699956696e-26,7.579819453486691e-15,1.7563429604455763e-31,1.8016292507238008e-38,0.0,0.0,2.34500510567989e-27,5.379531571136967e-59,1.141216779452696e-30,3.612306021934654e-38,2.3211791850801757e-27,3.540467622873043e-53,1.3006341010131556e-39,8.475111542006027e-33,2.6395419988665252e-50,1.57004624446101e-38,3.1925527246077504e-32,6.137112307241347e-26,1.3540527242402144e-13,6.596152735474304e-23,3.966154465686038e-38,1.360172790866963e-79,2.1009570147564544e-58,5.221428688023398e-50,2.5656307009198275e-40,1.7358742458269895e-67,9.00118991802143e-106,3.4278058994531555e-99,1.9412196646054576e-64,1.6506399288961866e-54,7.154790812845692e-46,1.4677393033057445e-82,3.76,0.0,0.6347011549444539,0.9999999999999963,5.102650212931443e-39,3.233277544826159e-71,2.7888035075648892e-05,2.7888034804838348e-05
7.588667119786273e-12,0.8756656130836074,4.673168921930968e-25,1.50972384563149e-14,2.7780623664168654e-30,5.6836156411293875e-37,0.0,0.0,1.8565732858969188e-26,6.74900725873866e-57,1.8507837528072262e-29,1.1395874961678488e-36,3.671359879253133e-26,2.222869367703897e-51,4.102982591912812e-38,1.3376335911837583e-31,3.315083923843711e-48,4.953035465470639e-37,5.038894399260712e-31,4.858665251528972e-25,5.371622259895738e-13,5.222056233856986e-22,1.2510746604687055e-36,2.7098358757505758e-76,5.275646935269727e-56,6.557197157564915e-48,8.069360567693018e-39,8.67556539169779e-65,2.8397153844438485e-101,2.707018483591467e-95,9.748228228468976e-62,2.0753782737482133e-52,4.498714199614168e-44,5.751452137380911e-79,3.76,0.0,0.6346734977064534,0.9999999999999926,1.6097364753988265e-37,3.221751452849813e-68,5.5545273477839676e-05,5.554527240351523e-05
1e-11,0.8756745909805534,1.1521314991716627e-24,1.9894453423778692e-14,1.0747719620983412e-29,3.774861683975496e-36,0.0,0.0,4.577428034840697e-26,1.5646240011072485e-55,7.414452181692134e-29,7.568853057818594e-36,1.4203004749081005e-25,2.7014777219977652e-50,2.7249055031142167e-37,5.1708105261869265e-31,7.691122410179624e-47,3.2896319248683835e-36,1.9478904313091743e-30,1.1978409519222648e-24,9.327588418009501e-13,1.2874233077094205e-21,8.307749452880565e-36,9.562004646806713e-74,2.3881302152540586e-54,1.5212955971515956e-46,5.352521042992057e-38,7.739543154915943e-63,1.5905522488778682e-97,3.7943018953983736e-92,8.716020097986596e-60,4.81737145421437e-51,5.470994513199761e-43,4.0193295940846635e-76,3.76,0.0,0.6346558489654737,0.9999999999999901,1.069130313939724e-36,5.70488177403617e-66,7.319401485314132e-05,7.319401298762364e-05
1.5145968486852814e-11,0.8756745909805534,3.7189930688278966e-24,3.013207646197126e-14,4.419333866172728e-29,1.8057193376600407e-35,0.0,0.0,1.4776082133416432e-25,8.54905005939209e-55,3.0896247769219005e-28,3.62059947150624e-35,5.839994975813953e-25,1.4088029572441025e-49,1.3034541692567632e-36,2.125521852243666e-30,4.202560144120975e-46,1.5736075101520254e-35,8.007086733825488e-30,3.866483239524016e-24,2.139718369592596e-12,4.155627050486284e-21,3.9739046792419166e-35,5.470816604413978e-73,1.3369390478657326e-53,8.31261821919783e-46,2.559754734416068e-37,4.386637788982345e-62,9.127241040953635e-97,2.176026679033892e-91,4.9402278957291355e-59,2.6323598989724544e-50,2.8532779687047344e-42,2.3032335922753572e-75,3.76,0.0,0.6346181868458393,0.999999999999985,5.114224086632042e-36,3.2537261672214364e-65,0.00011085613569452494,0.0001108561314150882
2.2703269853919352e-11,0.8756835680952204,1.1802191411530273e-23,4.516691446762759e-14,1.87129353480127e-28,1.004561308776478e-34,0.0,0.0,4.689506349949097e-25,8.014282631194271e-54,1.3422999921408727e-27,2.0142104574085336e-34,2.4727559618316276e-24,1.098637477703894e-48,7.251196663004017e-36,9.379885622339958e-30,3.6855252223088364e-45,8.754315135105747e-35,3.533557541496442e-29,1.2269960920563302e-23,4.807615778847004e-12,1.3187451184255905e-20,2.210565437338804e-34,8.486938186332827e-72,1.3447188427142856e-52,7.479452679083995e-45,1.5802275254166546e-36,5.147502178215228e-61,1.1663407214798054e-95,3.8011120060918726e-90,5.615247281242594e-58,2.2744676003852878e-49,2.1060439485673563e-41,3.106272099751309e-74,3.76,0.0,0.6345628808054546,0.9999999999999775,2.8451521317972324e-35,4.6184689023952694e-64,0.00016616217874701139,0.0001661621691317798
3.7817872588052434e-11,0.8757015199783464,5.442076352209994e-23,7.523659047894062e-14,1.4394202504266732e-27,1.3316786254297313e-33,0.0,0.0,2.163041130822005e-24,3.735206225407704e-52,1.1149432369400405e-26,2.6701484102439696e-33,1.9018379127460355e-23,2.665778608433503e-47,9.611346220527013e-35,7.337563418889937e-29,1.5365648247750162e-43,1.1604965585993374e-33,2.7643022399534206e-28,5.657389159107175e-23,1.333906928290304e-11,6.080319360215934e-20,2.9293290743990466e-33,5.05916786234357e-69,9.899402830958794e-51,3.226488229970886e-43,2.121929368483363e-35,9.512267743607813e-59,2.4402881350648023e-91,1.4590919023035642e-86,7.372023666422891e-56,9.289546536041169e-48,4.917854961547022e-40,5.466575126200279e-71,3.76,0.0,0.6344522831832152,0.9999999999999625,3.7716131053731556e-34,1.4875747966481607e-61,0.0002767598095179346,0.0002767597828397959
5.293247532218551e-11,0.8757194687329628,1.4471504973908726e-22,1.0530626649025496e-13,5.023465278486826e-27,6.01484143722111e-33,0.0,0.0,5.7537973451851835e-24,2.769830143285154e-51,4.084071305662472e-26,1.2060448270185949e-32,6.636705283854133e-23,1.6089220600396292e-46,4.340918831413549e-34,2.6171907830313365e-28,1.0796836783502358e-42,5.241645640684304e-33,9.86010189516645e-28,1.5043230556733047e-22,2.613102216621856e-11,1.616760656617361e-19,1.3228292838394402e-32,6.408800640632246e-68,8.14325841362061e-50,2.3080432059812126e-42,1.0111948254793224e-34,9.334177706772436e-58,3.08320913520584e-90,2.1688805063190926e-85,6.983418342964519e-55,6.453885526457428e-47,2.8582532452786912e-39,6.763341081332738e-70,3.76,0.0,0.6343417048367755,0.9999999999999475,1.7035343894060267e-33,1.6966823705319058e-60,0.0003873381687496504,0.0003873381164876058
6.804707805631859e-11,0.8757374143602064,3.005543836200289e-22,1.3537594250157194e-13,1.2794675240547376e-26,1.8665540275189435e-32,0.0,0.0,1.1954437954117497e-23,1.3554400863703159e-50,1.086058275642682e-25,3.74267926141036e-32,1.6902203281916857e-22,6.3743915354815755e-46,1.3470195702341244e-33,6.792845502910612e-28,4.796034043913853e-42,1.6266083363457757e-32,2.5592296382741574e-27,3.12411130544849e-22,4.318292871824673e-11,3.3575747568321846e-19,4.1042913160048e-32,5.3709677287094306e-67,4.084880906492495e-49,1.0591915339636287e-41,3.280695841232984e-34,6.685066037166593e-57,8.478182997089828e-89,2.8692611672541384e-84,3.917360909009573e-54,2.8057417589556257e-46,1.081485527449124e-38,8.787705695474653e-69,3.76,0.0,0.6342311457629093,0.9999999999999325,5.28647531257551e-33,1.2836717090487663e-59,0.0004978972596676566,0.0004978971733017986
8.316168079045166e-11,0.8757553568605575,5.403000137657742e-22,1.6544561851289336e-13,2.7207331833912723e-26,4.681524329278416e-32,0.0,0.0,2.1499854402158304e-23,5.077754166791325e-50,2.405469293868326e-25,9.38711562529005e-32,3.5938895486427967e-22,1.972521984017144e-45,3.3782953233793506e-33,1.4660044767696203e-27,1.6417414535770601e-41,4.0797033560038413e-32,5.5233709218240335e-27,5.615824713747806e-22,6.449422819944306e-11,6.035418102238852e-19,1.0292104398176325e-31,3.426561806370629e-66,1.5551435166438096e-48,3.749304132240019e-41,8.505212370222691e-34,3.574217603349435e-56,1.4342222597110154e-87,3.2381693983560825e-83,1.6452251860550883e-53,9.381823059003642e-46,3.2047241701193907e-38,8.148602348297977e-68,3.76,0.0,0.6341206059583023,0.9999999999999175,1.3259030395788977e-32,7.416564637067591e-59,0.0006084370855858845,0.0006084369565974271
9.999999999999999e-11,0.8757912324827322,9.269459357682515e-22,1.989445342378185e-13,5.481470559713195e-26,1.1160342913888013e-31,0.0,0.0,3.690783107085768e-23,1.926868336976615e-49,5.076111424233992e-25,2.2378261858832166e-31,7.239902770766125e-22,5.932592399170446e-45,8.053028450169707e-33,2.9939250191973117e-27,5.638164360189217e-41,9.725619699333e-32,1.1280373777999297e-26,9.633926843608083e-22,9.325102411436125e-11,1.0353593360378046e-18,2.452960793008961e-31,3.159883865366251e-65,6.183400313397498e-48,1.3435434489953922e-40,2.0911231632811806e-33,2.2354192611979058e-55,5.745219691074651e-86,8.792256986075558e-82,7.534376592097769e-53,3.1211909238447826e-45,9.182350643563906e-38,1.2275095100634712e-66,3.76,0.0,0.6339974825364423,0.9999999999999007,3.160824754322038e-32,5.724448260583481e-58,0.0007315605362027442,0.0007315603497006939
1.1339088625871781e-10,0.8757912324827322,1.3394249827675931e-21,2.2558497053555823e-13,8.816414360361727e-26,1.992776332217581e-31,0.0,0.0,5.335838484994914e-23,4.3134501433500125e-49,8.425953320580315e-25,3.995856607832457e-31,1.1643854461948822e-21,1.2001763028369557e-44,1.4378792613263398e-32,4.85629361633657e-27,1.2132613804042295e-40,1.7365900276570625e-31,1.829772575488016e-26,1.3920154957241865e-21,1.1989293192669003e-10,1.4959849213205043e-18,4.379316282300379e-31,8.880098562210014e-65,1.4114294159519666e-47,2.94305800081824e-40,3.798331221501156e-33,5.8259552372664785e-55,1.8144658295339078e-85,2.7321300901412685e-81,1.8059177834634734e-52,6.62286391955435e-45,1.8138935270302715e-37,3.6570108826144285e-66,3.76,0.0,0.633899584144609,0.9999999999998874,5.643914267688836e-32,1.560989319893794e-57,0.0008294589546779434,0.0008294587148920766
1.4362009172698396e-10,0.8758270956021202,2.6890026628165265e-21,2.8572432255827107e-13,2.174734148044247e-25,6.000840473930636e-31,0.0,0.0,1.0726227926477686e-22,1.988000744458094e-48,2.2208778983258432e-24,1.2032871993376047e-30,2.871713262184378e-21,4.547761724970409e-44,4.329482520900939e-32,1.2154043000869799e-26,5.231066602478006e-40,5.2293610834737005e-31,4.579670735925397e-26,2.794227897123238e-21,1.9232264704378024e-10,3.002856564608727e-18,1.3183062326832179e-30,7.002484474848511e-64,6.905621920162482e-47,1.3037884447877334e-39,1.1782223921151151e-32,3.7378711050284986e-54,2.829239281743465e-84,3.0674547938976895e-80,9.905640862800436e-52,2.7926930126663714e-44,6.6200305930653175e-37,3.668491558716751e-65,3.76,0.0,0.6336786393691847,0.9999999999998573,1.6995410987657749e-31,1.1091469036151773e-56,0.00105040380253211,0.0010504034178868097
