Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49),S(4555),S(5169),C2F(4087),F(37),C2H3F2(66),S(4570),CHF3(42),CHO2(165),S(459),C2H2F2(59),CHF2O(616),CHFO2(172),S(4185),S(3185),CFO(51),C#CC(5436),CFO3(6311)
2.231974918328468e-07,0.7241628570825953,1.9695861460953127e-07,1.174165069611153e-08,9.697798073876052e-09,1.0025399604462269e-07,0.0,0.0,2.829613724456618e-07,2.2034850640385188e-10,4.239071950735448e-09,4.196060068029164e-10,4.060783229682554e-09,2.1113381048907454e-23,5.674146494174382e-17,2.3254075087598893e-11,7.641410348678173e-09,2.4121804304054434e-08,7.082717821608915e-16,3.643027255741051e-16,6.302109798512393e-08,3.687748731833511e-14,2.1218955612744695e-11,2.004490721069649e-15,1.0378185133789941e-13,8.620643806050081e-10,1.2090188741731955e-08,1.0410247725492484e-09,1.4562700044438825e-17,2.4487255294814296e-17,9.932770666656332e-16,4.279278681585893e-15,2.1500631572202103e-09,2.954147734312439e-11,3.76,0.0,0.8966135222844063,0.9994077708579833,1.6547978519410523e-08,5.008864166986532e-07,0.02482610390903307,0.024819245994327097,6.6634009370059995e-06,1.0329193962507895e-10,0.0005918998460477898,3.0368240972994324e-11,1.374969416685375e-13,4.960578058120774e-15,3.7396499676513004e-14,1.6822674233667068e-08,2.040463496957456e-11,3.5779206776843347e-10,4.998598573602868e-10,5.415905112647725e-10,5.151965617712453e-11,1.045219922210373e-09,7.808539609708871e-10,1.4722941319769833e-16,3.419209156074483e-17,1.0983581259572539e-12,2.3327603715904986e-15,2.038203645669726e-10,2.5446603825887822e-14,4.6371597130572116e-10,1.4318576189898728e-12,9.350507343451374e-17,9.651904795815907e-14,1.8060080686694826e-09,5.31869433054153e-09,3.1758083660775157e-07,2.0006448811929496e-12,9.226456801978336e-08,1.4258049050895107e-10,5.793471390423843e-15,2.698953417187248e-16,3.0539377520609768e-12,2.30644459479863e-18,1.391612016643307e-15,2.7853864047497976e-18,5.057437138799883e-07,8.315955586727666e-12,3.818632661030574e-23,6.64204926616916e-24,2.408725055197647e-20,8.50480424217361e-10,1.6118143461221268e-09,2.414734637662085e-19,2.379666150940851e-12,3.5038201357072996e-19,1.5298788053079964e-17,2.1018825974507085e-09,2.245537199937163e-14,1.3438140280239006e-20,7.023405469005642e-19,3.5254790416497326e-15,6.65523017367674e-14,2.92677965734355e-18,1.0566490949263812e-20
2.2775900549313563e-07,0.7242263558728208,2.0183743459118272e-07,1.2130723598473987e-08,1.0037216206400504e-08,1.0493573501630258e-07,0.0,0.0,2.890394830086125e-07,2.2950115810353095e-10,4.432959639296811e-09,4.3017266215766e-10,4.1345857900760195e-09,2.2326258333427912e-23,5.849470630259501e-17,2.3382565912515752e-11,7.888759189132246e-09,2.5032925501123196e-08,7.730750096623005e-16,3.933677409502565e-16,6.553704479431303e-08,3.859004236077464e-14,2.121278959914116e-11,2.1162511709737863e-15,1.0735380700943812e-13,9.077217977429876e-10,1.2146872919822171e-08,1.0722535423941789e-09,1.5814576249133024e-17,2.5960147554125095e-17,1.034123435070619e-15,4.461255279094639e-15,2.189909677135139e-09,3.087406881480354e-11,3.76,0.0,0.8961131649036613,0.9994077629061239,1.7532163667970113e-08,5.109899962499852e-07,0.025326441778280022,0.025319580809078614,6.659700470237812e-06,1.0325272391720948e-10,0.000591899841141018,3.172856916879104e-11,1.4101373044653674e-13,5.156423572158966e-15,3.94470600317234e-14,1.7514766083644245e-08,2.0814768161726847e-11,3.71796265474838e-10,5.187284972997531e-10,5.70932026416922e-10,5.5127825795836444e-11,1.083390110776408e-09,8.162115153077028e-10,1.4790479264351384e-16,3.436584197031502e-17,1.1055153755249193e-12,2.4286666327511768e-15,2.1455087030295883e-10,2.7354068238495183e-14,4.733233024327604e-10,1.4836408556720399e-12,9.855182950979002e-17,1.0166785625286731e-13,1.8419799573305836e-09,5.359395968574269e-09,3.280990563783978e-07,2.1543211163758827e-12,9.376889542504284e-08,1.4493513025416286e-10,6.187916810559664e-15,2.909205905837587e-16,3.217095460052346e-12,2.4596188173206725e-18,1.5126690594205694e-15,3.0392939708888816e-18,5.160128450372667e-07,8.657779076966307e-12,4.160084935461214e-23,7.22893558088735e-24,2.65468725634321e-20,8.504357305800649e-10,1.6292185416109907e-09,2.4873216364776565e-19,2.52766797364232e-12,3.5268319317162105e-19,1.6126561471971157e-17,2.170481567191072e-09,2.2903765029184764e-14,1.4125384810645696e-20,7.655791234626547e-19,3.718640553025804e-15,7.168065990806756e-14,3.2044385810584707e-18,1.1381110661221839e-20
2.368820328137133e-07,0.7243532472406394,2.1164348373210698e-07,1.291754359843891e-08,1.0724434051489478e-08,1.1463670584221608e-07,0.0,0.0,3.0122953801436724e-07,2.483697653140509e-10,4.831647171323172e-09,4.5151419106076874e-10,4.277388009242615e-09,2.489056509138864e-23,6.208260906674167e-17,2.3652435128655957e-11,8.393483283333154e-09,2.6899284551391935e-08,9.159667388018713e-16,4.564457272234513e-16,7.07100898292177e-08,4.212516286643767e-14,2.120080172162284e-11,2.351338269141419e-15,1.1465062722987949e-13,1.0031596075607598e-09,1.2251670685587874e-08,1.1351046806027172e-09,1.8566167254914764e-17,2.9067275455475746e-17,1.1181484781315771e-15,4.83721360959978e-15,2.267109458995026e-09,3.360877667976796e-11,3.76,0.0,0.8951132871807445,0.9994077468597505,1.9601255610290964e-08,5.311816101222732e-07,0.026326280146439243,0.026319412727195488,6.652305737994884e-06,1.0317435824688706e-10,0.0005918998312434249,3.455155328355754e-11,1.4813396843212494e-13,5.5605209483314524e-15,4.373283145313827e-14,1.8940482842369195e-08,2.163413240371387e-11,4.0109217920855524e-10,5.578583179566407e-10,6.333017343446695e-10,6.292767118528485e-11,1.1618617157984727e-09,8.894257880595956e-10,1.4931643432748418e-16,3.473045791041749e-17,1.1202706296713397e-12,2.6262630546149255e-15,2.3718116715174195e-10,3.1496283351719685e-14,4.925526874493897e-10,1.5895225350504017e-12,1.0908885236058303e-16,1.1253172161937684e-13,1.913813129143281e-09,5.441311486913665e-09,3.4959787455715294e-07,2.4864841328876576e-12,9.679268349754386e-08,1.496668061526168e-10,7.034470259837494e-15,3.365436868354082e-16,3.561114918966461e-12,2.7873058608803976e-18,1.779095752053948e-15,3.600591598222443e-18,5.365428585839742e-07,9.36184042169178e-12,4.9135217310802695e-23,8.522469444773584e-24,3.207423529912851e-20,8.503498697478043e-10,1.6640381671808439e-09,2.635667445879545e-19,2.841713254470111e-12,3.574293097384751e-19,1.7872403108838212e-17,2.3098896214654854e-09,2.3798934338624895e-14,1.5558387176710053e-20,9.04799292538605e-19,4.125043241543903e-15,8.275157646854512e-14,3.821390534981105e-18,1.3139608686501989e-20
2.4509275740223316e-07,0.7244673284976493,2.2052452703520968e-07,1.3635188631106898e-08,1.13520670677145e-08,1.2375379908941052e-07,0.0,0.0,3.122391891181881e-07,2.659941115291707e-10,5.2025653471111825e-09,4.709667968187035e-10,4.4004746234078105e-09,2.7363222581338663e-23,6.540869335318493e-17,2.391012134801685e-11,8.8591294047257e-09,2.862897247535619e-08,1.0607687303667177e-15,5.191416456426319e-16,7.552637824912227e-08,4.543126732935742e-14,2.1190408061846766e-11,2.576410403697997e-15,1.2139151544835783e-13,1.093820549308691e-09,1.2336941032460479e-08,1.1920810687312314e-09,2.1345741208805672e-17,3.2051094319403806e-17,1.1964336367257134e-15,5.189372825157698e-15,2.3337605095048104e-09,3.6146328884118465e-11,3.76,0.0,0.8942143505991539,0.9994077322552667,2.1579565065395816e-08,5.493363859018551e-07,0.02722518092752938,0.02721830731401226,6.645657542089343e-06,1.0310390402558489e-10,0.0005918998222397055,3.721034090274583e-11,1.5464174510949732e-13,5.938441599996847e-15,4.7801947366161324e-14,2.027094659616149e-08,2.2370533237335805e-11,4.2895201046621974e-10,5.946923359765379e-10,6.938277780416567e-10,7.065482129849669e-11,1.234931604159662e-09,9.581857421319567e-10,1.5066148798528898e-16,3.507866599695207e-17,1.1340583615817124e-12,2.810703241760147e-15,2.589292462387051e-10,3.562225181002411e-14,5.098758219403713e-10,1.687443369111298e-12,1.1908128800839023e-16,1.2297802824713922e-13,1.9783371083365544e-09,5.515600826729262e-09,3.694768045320783e-07,2.815070662695149e-12,9.95314406500864e-08,1.539511393595753e-10,7.865224354197736e-15,3.81907149460082e-16,3.891612213518633e-12,3.107636996345286e-18,2.0486424904712273e-15,4.171445163843013e-18,5.550105352629164e-07,1.0018744310287982e-11,5.678122138944939e-23,9.833411103702027e-24,3.7809907953653675e-20,8.502766694113984e-10,1.6954169688077956e-09,2.772826268585434e-19,3.145551963922584e-12,3.618665286892585e-19,1.9549866853060916e-17,2.437878330623506e-09,2.460274743993296e-14,1.6915869005024127e-20,1.045636598496134e-18,4.514319718549974e-15,9.368468489878153e-14,4.4527553651496055e-18,1.4876107014440074e-20
2.5330348199075305e-07,0.7245812952673604,2.294587040307218e-07,1.4361466860344386e-08,1.1987941144115558e-08,1.3323843113142436e-07,0.0,0.0,3.2328544882575033e-07,2.8422771454062795e-10,5.584575821516619e-09,4.906605134955544e-10,4.5184757228373795e-09,2.9999972451916164e-23,6.883139002237208e-17,2.418195407404671e-11,9.335532176424576e-09,3.040565580885713e-08,1.222120289684219e-15,5.877695465191836e-16,8.04943841146498e-08,4.8854366356328216e-14,2.118039234200012e-11,2.8146065650584006e-15,1.2829640707257855e-13,1.1890727582101433e-09,1.2414378021789445e-08,1.249407183078215e-09,2.443629675590737e-17,3.521620278230824e-17,1.2772462782921097e-15,5.554731821148085e-15,2.397757411670425e-09,3.875295752754281e-11,3.76,0.0,0.8933163162653105,0.9994077174964203,2.3669255295263397e-08,5.674744646826363e-07,0.028123179096484166,0.028116298919456564,6.639016030530217e-06,1.0303352067030003e-10,0.0005918998131450393,3.998261906721592e-11,1.6124468012725431e-13,6.3299455484554035e-15,5.2073363394105435e-14,2.164620690821514e-08,2.3105962747174822e-11,4.582537580724014e-10,6.330903775720654e-10,7.58728364142713e-10,7.910055205643111e-11,1.3103359908263135e-09,1.0296821661658432e-09,1.5208191846270935e-16,3.544638492359058e-17,1.1483338488375616e-12,3.0014115861385867e-15,2.8203902664647477e-10,4.0154022758443874e-14,5.272146603762188e-10,1.7878407126018801e-12,1.2955989762306319e-16,1.3408406499415538e-13,2.0427420740415547e-09,5.590406635098041e-09,3.8986101611118134e-07,3.173255698219807e-12,1.0228665327198701e-07,1.582600894369965e-10,8.764732375473083e-15,4.316076681612082e-16,4.242672882659553e-12,3.4532711387790427e-18,2.3487474580223788e-15,4.809980203046345e-18,5.734694432635105e-07,1.0697647261422422e-11,6.531725350596628e-23,1.1295207169380028e-23,4.434666634222067e-20,8.502073853027802e-10,1.7268596965365607e-09,2.9134747691659713e-19,3.4701681804201136e-12,3.6646288566638374e-19,2.133158996553265e-17,2.5682598652181433e-09,2.5404822276901405e-14,1.8338797900730936e-20,1.2023554465826388e-18,4.9265697220538956e-15,1.0558168571345255e-13,5.1630208311144435e-18,1.676556543248241e-20
2.6151420657927294e-07,0.7246951476650577,2.3844645206079316e-07,1.5096065284051393e-08,1.2631702396314903e-08,1.4309220426097812e-07,0.0,0.0,3.343683591878584e-07,3.0307103469028427e-10,5.977329573640912e-09,5.106039286640351e-10,4.631470969815777e-09,3.2808992603512457e-23,7.235542777557116e-17,2.4468049342565812e-11,9.822656408751395e-09,3.222903009191156e-08,1.4012216563385708e-15,6.626394867961e-16,8.561376295928608e-08,5.2393612194918673e-14,2.1170757690511677e-11,3.066254856635386e-15,1.3536474650785578e-13,1.2889906621197777e-09,1.2484632752507742e-08,1.3070487011006177e-09,2.786190053173379e-17,3.85661315127529e-17,1.3605920202872863e-15,5.933422074984943e-15,2.4591349520615143e-09,4.1425600111647804e-11,3.76,0.0,0.8924191832699833,0.9994077025829898,2.5871570509557872e-08,5.855958938172535e-07,0.029020275559503365,0.029013388449252008,6.6323811965522005e-06,1.0296320810905786e-10,0.0005918998039592919,4.28699390410189e-11,1.6794357052494754e-13,6.735128860072925e-15,5.654852950890295e-14,2.3066233695755405e-08,2.384042248116095e-11,4.890220886574945e-10,6.73082390644759e-10,8.28210259488852e-10,8.831382417611508e-11,1.38809221920673e-09,1.1039348576608694e-09,1.5358143037366286e-16,3.583403432485266e-17,1.1631037111078563e-12,3.1984015613167613e-15,3.065628762286297e-10,4.512075268931061e-14,5.445691012029553e-10,1.8907031774031505e-12,1.405283923722999e-16,1.4587535590262239e-13,2.107028254151091e-09,5.6657119417184944e-09,4.107535631987367e-07,3.562525922467751e-12,1.0505827179788365e-07,1.6259365983409812e-10,9.73646949685339e-15,4.859040355750691e-16,4.615064080449218e-12,3.825420786547123e-18,2.681798335196596e-15,5.521719423530586e-18,5.91919655371759e-07,1.1398524407874582e-11,7.481463972419274e-23,1.2919809622063983e-23,5.176756945057533e-20,8.50142068413677e-10,1.758384805740821e-09,3.057644996238803e-19,3.8162305545681054e-12,3.7122057266005716e-19,2.3221114962453886e-17,2.7010398076165955e-09,2.6205162896001784e-14,1.982841633203508e-20,1.3761202493236218e-18,5.362474340985241e-15,1.1848679031767698e-13,5.9591157612670474e-18,1.881496417559082e-20
2.6972493116779284e-07,0.7248088858059066,2.474881930307771e-07,1.583871187917019e-08,1.3283037515924573e-08,1.5331673421200894e-07,0.0,0.0,3.454879669562865e-07,3.2252453193515674e-10,6.380486768113831e-09,5.308057459268309e-10,4.73955476968157e-09,3.57989397832874e-23,7.598567445862252e-17,2.4768522732612396e-11,1.0320468499428059e-08,3.409881142122888e-08,1.5993123502118172e-15,7.440647270984748e-16,9.088419036566145e-08,5.604822059208154e-14,2.1161507192699758e-11,3.331683236350538e-15,1.4259600236124323e-13,1.3936507368520935e-09,1.2548302292463757e-08,1.3649742595357983e-09,3.164773224262228e-17,4.210433983641528e-17,1.4464772001509841e-15,6.325581435644371e-15,2.5179361082761808e-09,4.416124712881866e-11,3.76,0.0,0.891522950704929,0.999407687514712,2.8187691876936252e-08,6.037007204318715e-07,0.02991647122187456,0.029909576808204573,6.625753033397494e-06,1.0289296626995521e-10,0.0005918997946823116,4.5873856027755724e-11,1.7473921043958485e-13,7.154087871394101e-15,6.122888028843843e-14,2.4530997304852874e-08,2.4573913984113537e-11,5.212804816425926e-10,7.146975257211378e-10,9.024819084853084e-10,9.834573552515023e-11,1.468217792096616e-09,1.180963807211082e-09,1.551630748260522e-16,3.6241977142042204e-17,1.1783748897813643e-12,3.4016881946212432e-15,3.3255381808027956e-10,5.055298798039276e-14,5.619390432419151e-10,1.9960199774946186e-12,1.5199049954962784e-16,1.5837774597783573e-13,2.1711958760028668e-09,5.74150118834337e-09,4.321574768961324e-07,3.9843901938340825e-12,1.0784619765248442e-07,1.6695175161389417e-10,1.0783988097986684e-14,5.450621257732152e-16,5.009564827498013e-12,4.2253261615885135e-18,3.050291697687285e-15,6.3124472761692334e-18,6.103612441600285e-07,1.2121351082090175e-11,8.534802799581501e-23,1.4719720895378216e-23,6.016160303062206e-20,8.500807672135207e-10,1.7900063735168765e-09,3.2053684831576824e-19,4.184406040563133e-12,3.761418911699162e-19,2.5222012219105448e-17,2.836224980691411e-09,2.7003773332070923e-14,2.1386018196121576e-20,1.5681405279230693e-18,5.822723403799961e-15,1.3244442179922439e-13,6.848340948552987e-18,2.103131299781104e-20
2.7793565575631273e-07,0.7249225098049596,2.5658432731523555e-07,1.6589171218249185e-08,1.3941669724216436e-08,1.6391364934917053e-07,0.0,0.0,3.5664432367714197e-07,3.4258866613510263e-10,6.793717893241738e-09,5.51274790009279e-10,4.84283370741492e-09,3.897896230563699e-23,7.972712893369647e-17,2.5083490069315187e-11,1.0828936534320018e-08,3.601473475149986e-08,1.817671124798505e-15,8.323617583626107e-16,9.630536029865943e-08,5.98174683655391e-14,2.1152643915659573e-11,3.611219581178488e-15,1.4998966794710627e-13,1.503131702537208e-09,1.2605934176965766e-08,1.4231552066318269e-09,3.582010564612849e-17,4.5834225806818104e-17,1.5349088402872477e-15,6.7313537540594776e-15,2.574210705646801e-09,4.695695013036453e-11,3.76,0.0,0.8906276176628812,0.9994076722912825,3.061874464367953e-08,6.217889914319259e-07,0.030811766987974158,0.030804864900203642,6.619131534315634e-06,1.0282279508111604e-10,0.0005918997853139212,4.899592917801957e-11,1.816323959452008e-13,7.586919219359197e-15,6.61158441156948e-14,2.6040468509899296e-08,2.5306438797748693e-11,5.55051367757136e-10,7.579641815931828e-10,9.81753291094605e-10,1.0924953894039986e-10,1.5507303298004434e-09,1.2607891492000023e-09,1.5682939286665226e-16,3.6670532612569523e-17,1.1941546182900409e-12,3.6112880481385745e-15,3.600654911602574e-10,5.648268062414849e-14,5.793243856885001e-10,2.1037808735885563e-12,1.6394998029505918e-16,1.7161738077306664e-13,2.2352451663812063e-09,5.817760175346492e-09,4.5407575938622566e-07,4.440380110984563e-12,1.106502982111588e-07,1.7133419263466333e-10,1.1910918105576371e-14,6.093549022577596e-16,5.4269656734471225e-12,4.654255056621677e-18,3.4568347770387165e-15,7.18821419094249e-18,6.287942818326768e-07,1.2866102816185037e-11,9.699544123499196e-23,1.6708002598743756e-23,6.962393837007263e-20,8.500235281844898e-10,1.821734990709094e-09,3.356676464254425e-19,4.575359904078483e-12,3.812292427805794e-19,2.7337878989644323e-17,2.9738231460235217e-09,2.7800657608351463e-14,2.301294978887212e-20,1.779671652463783e-18,6.3080155206889236e-15,1.474992168228772e-13,7.83837763773289e-18,2.3421651450004555e-20
2.861463803448326e-07,0.7250360197771514,2.657352300297733e-07,1.7347240489558842e-08,1.460735506887781e-08,1.7488458966246085e-07,0.0,0.0,3.6783748581376247e-07,3.632638973456885e-10,7.216704697894782e-09,5.72020011384186e-10,4.941424283863457e-09,4.2358713021922893e-23,8.358491509523397e-17,2.5413067972201012e-11,1.1348030391749212e-08,3.797655233934441e-08,2.0576159581755525e-15,9.27850347521495e-16,1.0187698357864284e-07,6.370069055965084e-14,2.1144170927958008e-11,3.905191754449543e-15,1.5754526222761687e-13,1.6175146922105144e-09,1.2658030528683793e-08,1.4815653753788155e-09,4.0406489643639097e-17,4.975913550557032e-17,1.6258946300528032e-15,7.150888453939984e-15,2.6280142265340127e-09,4.9809828344936814e-11,3.76,0.0,0.8897331832375415,0.9994076569123599,3.3165804520249374e-08,6.398607535081585e-07,0.03170616376126834,0.031699253628223054,6.612516692563393e-06,1.0275269447074108e-10,0.0005918997758539127,5.223772160424243e-11,1.8862392885414267e-13,8.033719836785429e-15,7.121084992556907e-14,2.7594618514708154e-08,2.6037998460686887e-11,5.903562513624519e-10,8.029100486598391e-10,1.0662357996379604e-09,1.2108065859223618e-10,1.6356475325296544e-09,1.3434311176799606e-09,1.5858252873735714e-16,3.711998652684587e-17,1.2104503925931473e-12,3.827219198070579e-15,3.8915211327916867e-10,6.29432024390388e-14,5.9672502811095e-10,2.2139761373452466e-12,1.764106416858761e-16,1.8562068720797e-13,2.299176351518793e-09,5.894475995331495e-09,4.765113799769578e-07,4.932050619217226e-12,1.1347041841933552e-07,1.7574076032997235e-10,1.3120967350197718e-14,6.790624275724331e-16,5.8680683815772155e-12,5.113502648399883e-18,3.904147214815162e-15,8.155340789323161e-18,6.472188401188048e-07,1.3632755342062207e-11,1.0983833011440646e-22,1.8898284195527435e-23,8.025619654461221e-20,8.499703962515341e-10,1.8535784865984638e-09,3.511600050829407e-19,4.9897557300153405e-12,3.864851199580233e-19,2.957233831727727e-17,3.1138427636823512e-09,2.859581973653233e-14,2.4710610776809624e-20,2.01201560752497e-18,6.819058120376215e-15,1.6369602895258118e-13,8.937296004315346e-18,2.5993049389155857e-20
2.943571049333525e-07,0.7251494158372993,2.7494124913111946e-07,1.811274588535479e-08,1.5279879037636363e-08,1.8623120563752022e-07,0.0,0.0,3.790675148852314e-07,3.8455068611640197e-10,7.649140953156062e-09,5.930504904385349e-10,5.03545091692831e-09,4.5948362857669884e-23,8.756427763714818e-17,2.5757374275868983e-11,1.1877721845971758e-08,3.998403231566654e-08,2.3205040786614373e-15,1.0308535988502286e-15,1.075987864808063e-07,6.769727732121857e-14,2.113609131491776e-11,4.213927676135256e-15,1.6526233103756913e-13,1.7368833955706062e-09,1.27050518367768e-08,1.5401808756255037e-09,4.5435529539436554e-17,5.388237165685352e-17,1.7194429204432454e-15,7.584340116601206e-15,2.679406754838674e-09,5.2717074035148724e-11,3.76,0.0,0.8888396465235711,0.9994076413775679,3.582990341430344e-08,6.579160531429204e-07,0.03259966244431408,0.03259274389432207,6.605908501404815e-06,1.0268266436714256e-10,0.000591899766302065,5.5600800401703634e-11,1.9571461964386624e-13,8.494586958001602e-15,7.65153330820278e-14,2.9193418954854007e-08,2.676859450846126e-11,6.272158186863969e-10,8.495621501757525e-10,1.1561421316814225e-09,1.3389670507268405e-10,1.7229871491098207e-09,1.4289100093945975e-09,1.6042431868856863e-16,3.7590599257378245e-17,1.2272699428185852e-12,4.049501213049896e-15,4.198684462709891e-10,6.996935795110237e-14,6.141408704491243e-10,2.326596530563098e-12,1.8937634632569152e-16,2.004143555230644e-13,2.3629896570984056e-09,5.971636957982139e-09,4.994672728410215e-07,5.4609806474308614e-12,1.1630638970700254e-07,1.801711993079933e-10,1.4417921944386466e-14,7.544718747180322e-16,6.333685633898779e-12,5.604391282366276e-18,4.3950628111978e-15,9.22042207572801e-18,6.656349902023439e-07,1.442128459162335e-11,1.2396162561841135e-22,2.1304771643446226e-23,9.216671808348494e-20,8.49921415129038e-10,1.8855425156169872e-09,3.670170372305399e-19,5.428255430142748e-12,3.91912096839388e-19,3.192903801388451e-17,3.2562928023673762e-09,2.9389263716789394e-14,2.648045517337868e-20,2.266521781214796e-18,7.356567483332156e-15,1.810799330194711e-13,1.0153563634753571e-17,2.875260765723422e-20
3.025678295218724e-07,0.7252626981001046,2.8420270498737003e-07,1.888553934455132e-08,1.5959053480876434e-08,1.9795515705526325e-07,0.0,0.0,3.903344776098102e-07,4.064494937946518e-10,8.090733052730964e-09,6.143754411808695e-10,5.125044190246745e-09,4.975861495734811e-23,9.16705793371367e-17,2.6116528349852184e-11,1.2417984666291494e-08,4.203695737997554e-08,2.607732022300887e-15,1.141698027384811e-15,1.1347050945432238e-07,7.180667058631937e-14,2.1128408190227234e-11,4.53775539639567e-15,1.7314044848341992e-13,1.8613241795261574e-09,1.274742041238305e-08,1.598979904124239e-09,5.093706849913993e-17,5.820720157364531e-17,1.815562728784032e-15,8.031868086552318e-15,2.728452047073363e-09,5.567595669323582e-11,3.76,0.0,0.8879470066165845,0.9994076256864973,3.861203454645547e-08,6.759549366167395e-07,0.033492263938760085,0.0334853365996464,6.59930695411114e-06,1.026127046987195e-10,0.0005918997566581412,5.90867366750451e-11,2.0290528967467787e-13,8.969618121000569e-15,8.203074025198281e-14,3.08368419010737e-08,2.749822847352497e-11,6.656500330206137e-10,8.979468813799494e-10,1.251686197584274e-09,1.477574892999199e-10,1.8127669514667782e-09,1.5172461533669904e-09,1.623563591680106e-16,3.8082611917446934e-17,1.2446212060819134e-12,4.278155131369578e-15,4.522697632882536e-10,7.759739604258502e-14,6.315718130132958e-10,2.441633296406223e-12,2.0285102060809355e-16,2.1602532233769652e-13,2.4266853082546725e-09,6.04923250909951e-09,5.229463361449859e-07,6.028773770388898e-12,1.1915803660497289e-07,1.8462523454235158e-10,1.5805646677365443e-14,8.358775403335647e-16,6.8246407561936626e-12,6.128270231861913e-18,4.932531268308048e-15,1.0390331609446291e-17,6.840428026830702e-07,1.5231666697066205e-11,1.394537913655171e-22,2.3942255998433458e-23,1.0547083806950396e-19,8.498766275956184e-10,1.9176310241091385e-09,3.8324186884408876e-19,5.891519250631296e-12,3.9751282039233906e-19,3.4411649788291525e-17,3.401182592931164e-09,3.018099353782589e-14,2.8323992320552226e-20,2.5445877755641367e-18,7.92126877263548e-15,1.9969623034876253e-13,1.149605401273514e-17,3.1707458895423027e-20
3.107785541103923e-07,0.7253758666801505,2.935198908776632e-07,1.9665495618590127e-08,1.6644713821572668e-08,2.1005811179578088e-07,0.0,0.0,4.016384460385238e-07,4.289607828361395e-10,8.541200476729432e-09,6.360042145140921e-10,5.210339316727464e-09,5.380071959342897e-23,9.590929951376461e-17,2.649065134413758e-11,1.2968794707118458e-08,4.413512360334768e-08,2.9207357189878463e-15,1.260713640728892e-15,1.194919059481878e-07,7.602836070536076e-14,2.112112470500637e-11,4.8770031727244246e-15,1.8117921836050198e-13,1.990926188519252e-09,1.278552355588611e-08,1.657942570532669e-09,5.694216925255833e-17,6.273686450979915e-17,1.914263749597543e-15,8.493636066463564e-15,2.7752167136477034e-09,5.868382625280816e-11,3.76,0.0,0.887055262613143,0.9994076098387074,4.151315701998563e-08,6.939774500151366e-07,0.03438396914534785,0.034377032644429074,6.592712043960689e-06,1.0254281539393146e-10,0.0005918997469218743,6.269710556928433e-11,2.1019677287406766e-13,9.45891115481229e-15,8.775853252638922e-14,3.2524859863437e-08,2.82269018852585e-11,7.05678218874511e-10,9.480900466602328e-10,1.3530830402648557e-09,1.6272503540707574e-10,1.905004714585746e-09,1.608459886864072e-09,1.6438006040851412e-16,3.859625120178687e-17,1.2625123007748317e-12,4.513203437159314e-15,4.864118180603405e-10,8.586502054276455e-14,6.490177564829543e-10,2.5590781582955853e-12,2.1683865921758698e-16,2.324807547285102e-13,2.490263529575811e-09,6.127253148018542e-09,5.469514321012549e-07,6.637058887957071e-12,1.2202518169702588e-07,1.891025813589549e-10,1.728808542813444e-14,9.235808597687408e-16,7.341767461577635e-12,6.6865154369441846e-18,5.519619929203894e-15,1.167222565967744e-17,7.024423475587227e-07,1.606387799125343e-11,1.564068757293053e-22,2.6826121986199827e-23,1.2029116658805717e-19,8.498360757152006e-10,1.9498466258166717e-09,3.9983764792251522e-19,6.380205779498849e-12,4.0329000230149805e-19,3.7023868293259497e-17,3.548521714283554e-09,3.0971013176912755e-14,3.02427878777807e-20,2.8476602362159114e-18,8.513896064321041e-15,2.1959045455474373e-13,1.2974055019583395e-17,3.486476845013454e-20
