Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49)
7.670303328686324e-05,0.465444417755573,8.990081657433083e-13,5.9797148207904e-14,3.230237827508877e-14,4.9581898238495695e-11,0.0,0.0,3.9420449047267726e-08,2.1504665552266605e-10,7.675397499145709e-13,4.944841570173101e-15,7.746318125251599e-18,-2.3648770260941446e-31,2.3217063861246736e-29,5.528077212110848e-19,2.3042024612739375e-13,2.163393639952764e-10,3.969223744155756e-25,2.718450169798451e-28,1.0466822697449715e-12,2.337190221183013e-22,4.634712107347502e-19,6.930237946113021e-19,7.552163696038783e-19,3.291734094821925e-15,2.6523915947021716e-21,4.804477591588452e-21,5.588963320827568e-23,3.555422248181831e-26,1.944407428990211e-21,1.0765992300055227e-26,2.0340844147452856e-20,1.00342976223124e-26,3.76,0.0,0.7918896996775873,0.9999869558773408,1.4341718241104462e-11,7.860232849767931e-11,0.00014591385871433874,0.00014591349099135327,1.4823966614218718e-10,1.3573922176469482e-17,1.3004218846301142e-05,2.34140624855396e-13,1.463415742000116e-22,1.862856952438282e-21,1.3320013973329668e-20,2.155771128996444e-10,1.5210355241526596e-15,9.660380988179093e-18,6.226996923846498e-17,4.932775496045844e-15,4.836836061639894e-16,9.740601142887671e-15,5.5795378285463995e-15,1.0219885012947482e-21,1.8239217775668398e-23,3.460666705025473e-20,5.0032995966816645e-23,2.5155462606924113e-14,1.582241311092727e-16,1.960072796038209e-14,1.2775984122646416e-14,1.0197903950702541e-25,1.9677958429546932e-15,1.1109622418132892e-13,5.126117728718333e-12,1.9945928533107832e-08,3.2466102999335394e-17,3.764811644159507e-11,4.4534559496123255e-11,5.6955172176420984e-21,1.3236403633681674e-22,5.993732444523711e-17,3.970529598252765e-26,1.0863516038661742e-18,1.1577571251456878e-18,7.85922141780363e-11,1.3428445215532794e-13
8.128179713238885e-05,0.4654451478759263,9.141242544325656e-13,6.08411103796294e-14,3.3982842953924985e-14,5.3086869293219374e-11,0.0,0.0,4.177894707898202e-08,2.414794561059296e-10,9.131531270616766e-13,5.24883604755359e-15,8.70246613840011e-18,4.276460543640816e-31,2.7186964123433295e-29,5.52883934302184e-19,2.3565737976316434e-13,2.4293755757266944e-10,4.539538025607492e-25,3.1262324337797767e-28,1.1753716918033987e-12,2.6246971334132245e-22,4.634678809719258e-19,7.616905147812275e-19,7.759592208793705e-19,3.7597254083113155e-15,2.9784173677331348e-21,5.71721216751739e-21,6.304187466874933e-23,3.738885116828773e-26,2.1775214751469734e-21,1.2377196422036711e-26,2.2797827666093183e-20,1.2266184295171116e-26,3.76,0.0,0.7918809890302537,0.9999869534650905,1.5643527330145112e-11,8.330306439255284e-11,0.00015462329105776933,0.0001546228962844516,1.4823804767267034e-10,1.3574162279466069e-17,1.3004218814881761e-05,2.7859163438465274e-13,1.5603912092421418e-22,2.0685061843888607e-21,1.4694108881569817e-20,2.4203130129495713e-10,1.6118225415138854e-15,1.0575433316882681e-17,6.676265991162459e-17,5.524698293950667e-15,5.457736320961046e-16,1.0853600815872461e-14,6.2464680206264205e-15,1.0258801953321346e-21,1.8306847788077775e-23,3.4613019853719565e-20,5.618666718438289e-23,2.8387501097896062e-14,1.788142914172363e-16,2.123205234605195e-14,1.307488609185859e-14,1.0160741666716657e-25,2.221408715975934e-15,1.130154685123154e-13,5.127182715386548e-12,2.1156358644024242e-08,3.778631473289746e-17,3.7705646641202777e-11,4.460248610106965e-11,6.1183496493034645e-21,1.4286442617044523e-22,6.77231743156648e-17,4.548165590237524e-26,1.229530671578878e-18,1.3150377750696321e-18,8.328348481004255e-11,1.46623786466578e-13
8.586056097791445e-05,0.46544587798825704,9.292478837951195e-13,6.188705504628209e-14,3.5738921641154217e-14,5.665025656252456e-11,0.0,0.0,4.413747901047586e-08,2.6943616599550776e-10,1.0760962308665778e-12,5.554008068039744e-15,9.714496753379218e-18,-8.762333731219587e-31,2.109910774259859e-29,5.590598951069907e-19,2.404262033811858e-13,2.710772657547854e-10,5.160412509258823e-25,3.528642817450258e-28,1.3115199846576911e-12,2.9288771093085434e-22,4.63500982055526e-19,8.321440974114129e-19,7.950069163295334e-19,4.267004915146341e-15,3.3234645835023783e-21,6.738801308701631e-21,7.050404501099347e-23,3.9099124379933987e-26,2.4357472642124644e-21,1.4052148859904763e-26,2.5423647642257302e-20,1.4857491022696067e-26,3.76,0.0,0.7918722784770658,0.9999869510497039,1.7012824829942688e-11,8.800426367601898e-11,0.00016333262761365208,0.00016333220421049346,1.4823642922088297e-10,1.3574414914925916e-17,1.3004218783526995e-05,3.2833882156797697e-13,1.8530493973073182e-22,2.308311838698079e-21,1.6598602851518192e-20,2.7000993666143595e-10,1.7026082586511821e-15,1.1557755766935292e-17,7.135822998558633e-17,6.156221447806625e-15,6.122132751326086e-16,1.202830533970902e-14,6.952851215551879e-15,1.0298217240884536e-21,1.83808222531363e-23,3.499890848842824e-20,6.270005202278967e-23,3.1834368971990305e-14,2.0086652233470956e-16,2.2884789980561907e-14,1.3347005670710411e-14,1.2572180622915616e-25,2.491925747744893e-15,1.147157417547149e-13,5.128296836901317e-12,2.236845543641801e-08,4.3665449767393487e-17,3.7763135151200836e-11,4.467052996664336e-11,6.553844007423874e-21,1.5360656909825105e-22,7.603944850072761e-17,5.169935867814256e-26,1.3828411051549136e-18,1.4837526493239509e-18,8.797471376788813e-11,1.5917328576299833e-13
9.043932482344006e-05,0.4654466080925656,9.443824758731548e-13,6.29347762506052e-14,3.7570200095247905e-14,6.027209255283027e-11,0.0,0.0,4.649604708050236e-08,2.9891553859539523e-10,1.2573403396953203e-12,5.860408041096615e-15,1.0782441642545233e-17,1.5521797536732982e-30,3.4168564948617255e-29,5.534021733335678e-19,2.4477222924046416e-13,3.0075846306435796e-10,5.828806564094445e-25,4.217236390958746e-28,1.4551270860943195e-12,3.249728946105861e-22,4.634639261069978e-19,9.042607683803917e-19,8.132169225224708e-19,4.815170012218115e-15,3.687192605365016e-21,7.875382770364858e-21,7.825434708387701e-23,4.0690464134061644e-26,2.7160657753822864e-21,1.603453204846139e-26,2.8223406568144855e-20,1.784886731270548e-26,3.76,0.0,0.7918635680180189,0.9999869486311789,1.8452574398776666e-11,9.270588046595666e-11,0.00017204186838398687,0.00017204141477023525,1.482348107871015e-10,1.3574644124306404e-17,1.3004218751922212e-05,3.83680024936497e-13,1.7931665095830504e-22,2.5165698314076333e-21,1.7732470603439187e-20,2.995120412996857e-10,1.7933926755915526e-15,1.2544923151575232e-17,7.60263082283224e-17,6.827980352894597e-15,6.830701961727575e-16,1.3260054876161898e-14,7.694011854397884e-15,1.0339813896583337e-21,1.844796383807606e-23,3.464913393024277e-20,6.956613688128702e-23,3.549915475331177e-14,2.2440407010550774e-16,2.4556493886742617e-14,1.3594944340131326e-14,1.0185668756680009e-25,2.7795882228063453e-15,1.1622202930232082e-13,5.129369723865195e-12,2.3582221652448495e-08,5.0134781088756464e-17,3.782093755648913e-11,4.473862871417492e-11,6.9934354002514e-21,1.6459553666973102e-22,8.489524046259236e-17,5.836617356268296e-26,1.5465058043204039e-18,1.6641450512652317e-18,9.266590036243414e-11,1.719111322710989e-13
9.501808866896566e-05,0.46544733818885214,9.595233643895966e-13,6.398448419307654e-14,3.9477442974553435e-14,6.395241202323084e-11,0.0,0.0,4.885465401033887e-08,3.299163299937674e-10,1.4578562016441958e-12,6.168032155287687e-15,1.1906356588377827e-17,-3.227596833346916e-30,1.0573688320561379e-29,5.712049466861008e-19,2.4873659831814357e-13,3.319811241544722e-10,6.552503667332866e-25,4.311691522986599e-28,1.6061929338994875e-12,3.587254357329996e-22,4.635651423003153e-19,9.779367203444908e-19,8.295997521410345e-19,5.405856360890451e-15,4.0702119074107975e-21,9.133087112905752e-21,8.627208924832731e-23,4.216894742393622e-26,3.029075143472839e-21,1.7867941660310237e-26,3.1201233901402006e-20,2.1284033955897108e-26,3.76,0.0,0.7918548576531099,0.9999869462095111,1.9965739017528984e-11,9.740787340788515e-11,0.00018075101337077296,0.00018075052796440844,1.4823319237077856e-10,1.3574917099760225e-17,1.3004218720691806e-05,4.4491304691616477e-13,2.470143585668645e-22,2.823389268402858e-21,2.0676278723979674e-20,3.305366382520938e-10,1.884175792334073e-15,1.365516430600436e-17,8.082235201853287e-17,7.540378229257412e-15,7.584076074396786e-16,1.4556571323343037e-14,8.4776885984192e-15,1.0380292865768268e-21,1.853419954395336e-23,3.5757214556196785e-20,7.679907746163892e-23,3.9384838498001905e-14,2.4944855236778613e-16,2.624500152708837e-14,1.3821053292566831e-14,1.7386768723637835e-25,3.0846348452469222e-15,1.175564123929212e-13,5.130549945019448e-12,2.479766053773058e-08,5.722598391159191e-17,3.7878439515209845e-11,4.480695505119141e-11,7.452696015143102e-21,1.7582586340007303e-22,9.429950303020222e-17,6.548989612956406e-26,1.7207234930032268e-18,1.856460237681587e-18,9.735704391455559e-11,1.8481812794219856e-13
9.959685251449127e-05,0.4654480682771171,9.746774013757041e-13,6.503603881935626e-14,4.145936430523635e-14,6.7691247160558e-11,0.0,0.0,5.121330179894596e-08,3.6243729899687374e-10,1.6786140349797583e-12,6.476983472504411e-15,1.3086255807013308e-17,6.556234945139612e-30,5.711308687525833e-29,5.430081070276587e-19,2.523565579005278e-13,3.6474522379272497e-10,7.3263395996492895e-25,5.791064362876517e-28,1.764717465859152e-12,3.94145021032467e-22,4.633970795619643e-19,1.0530653738779657e-18,8.459607970922727e-19,6.040743669237714e-15,4.471430289936611e-21,1.0518058825807758e-20,9.453782606360016e-23,4.354110268131347e-26,3.35859517081566e-21,2.0469181313560465e-26,3.436303298409077e-20,2.5209822399146336e-26,3.76,0.0,0.7918461473823343,0.9999869437847005,2.1555284217631516e-11,1.0211020517863585e-10,0.00018946006257600887,0.0001894595437937854,1.4823157397299142e-10,1.3575108285993285e-17,1.300421868859633e-05,5.123356560818806e-13,1.7242985494179608e-22,2.971830514029652e-21,2.0326721973264405e-20,3.6308275131415714e-10,1.9749576089341847e-15,1.4665338533456333e-17,8.564547678392244e-17,8.29411699845138e-15,8.382845898228849e-16,1.590507193006702e-14,9.291083769994956e-15,1.0426148214508408e-21,1.8588565544710895e-23,3.400872774345122e-20,8.437105001576956e-23,4.3494531041765027e-14,2.7602030739957657e-16,2.794839639488597e-14,1.40274615069559e-14,5.618127534155139e-26,3.4073025860591407e-15,1.1873846024328935e-13,5.131593309638477e-12,2.601477458458929e-08,6.497114147643487e-17,3.793671966296779e-11,4.4875141184611194e-11,7.903698638020752e-21,1.8730985230880674e-22,1.0426145987866327e-16,7.307835971469629e-26,1.905738726273074e-18,2.060942491281644e-18,1.02048143729583e-10,1.9787734073034857e-13
9.999999999999998e-05,0.4654487253496973,9.760120344850656e-13,6.512871443972168e-14,4.163750011407179e-14,6.802324531088462e-11,0.0,0.0,5.1420976267097004e-08,3.653734552131144e-10,1.699053061138615e-12,6.504247076392847e-15,1.3192826793462848e-17,7.059935343408798e-30,5.961855979459717e-29,5.4161763910417e-19,2.526598889761566e-13,3.677038458167204e-10,7.397173644406763e-25,5.896922678016362e-28,1.7790323794141687e-12,3.973434822001298e-22,4.633886368426836e-19,1.0597472228812577e-18,8.473362285588298e-19,6.098818546092274e-15,4.5076767879234465e-21,1.0646302049530832e-20,9.527688263588548e-23,4.365703766440217e-26,3.389285495343395e-21,2.0692227687666273e-26,3.465034936449882e-20,2.5580672920364615e-26,3.76,0.0,0.7918453804716058,0.999986943571052,2.1698996647208586e-11,1.0252424760980855e-10,0.0001902268656696039,0.00019022634387284845,1.4823143147838157e-10,1.3575126954808735e-17,1.3004218685788107e-05,5.185784359365417e-13,1.6935328046199063e-22,2.9895488682098007e-21,2.0381408340409012e-20,3.6602119426361693e-10,1.982950634382075e-15,1.4759798931934492e-17,8.607598290194817e-17,8.36246584515691e-15,8.455368396465093e-16,1.6026831534610075e-14,9.364662465093617e-15,1.0430135475651245e-21,1.8594242546612806e-23,3.392256471175033e-20,8.505531465982144e-23,4.3867202956173e-14,2.784336656037479e-16,2.809903348999184e-14,1.4044754425179771e-14,5.0358916427530567e-26,3.4365644889944993e-15,1.188358031482192e-13,5.131688838277703e-12,2.6122018466622013e-08,6.568548908763047e-17,3.794184083604352e-11,4.488115566485643e-11,7.944264672268091e-21,1.8833266950115468e-22,1.0516559029144622e-16,7.376902563459996e-26,1.9225519327422134e-18,2.079537664453666e-18,1.0246117996890612e-10,1.9903397498644702e-13
0.00010371773997546431,0.4654487253496973,9.88320639632179e-13,6.598403399872738e-14,4.3308332840224274e-14,7.110625883268453e-11,0.0,0.0,5.333612223359331e-08,3.9300489981590123e-10,1.895404307880029e-12,6.756117959590145e-15,1.4196093421927367e-17,1.651045397217025e-30,3.6209080517186256e-29,5.6000073305128515e-19,2.5534734083508686e-13,3.955508226752149e-10,8.0730555765137685e-25,6.057246760237413e-28,1.91376666815476e-12,4.27448309255901e-22,4.634928901143495e-19,1.121858639195161e-18,8.590787712318434e-19,6.651361777220956e-15,4.849291827783033e-21,1.1878409715331444e-20,1.0217421044888288e-22,4.4690427223795777e-26,3.691247947070761e-21,2.2406626923318035e-26,3.7368836523058237e-20,2.920453500355252e-26,3.76,0.0,0.791838308219117,0.9999869415996787,2.3053628657165723e-11,1.063425662501962e-10,0.0001972981249691471,0.00019729757479391443,1.482301174295607e-10,1.3575353047252595e-17,1.300421866043667e-05,5.785541716000059e-13,2.391382010062622e-22,3.273324436766313e-21,2.322579297279151e-20,3.9367434323463064e-10,2.056660132222355e-15,1.5744544438338492e-17,9.012214612496263e-17,9.00792787733678e-15,9.141012721031639e-16,1.7176502122829206e-14,1.0061886005846571e-14,1.0464386638506573e-21,1.867016016990849e-23,3.5065299659635394e-20,9.150876509612206e-23,4.7387134205156076e-14,3.0125638995266465e-16,2.949281180657025e-14,1.4197944284240547e-14,1.258731578604498e-25,3.71296430862688e-15,1.196860309088006e-13,5.132668654313883e-12,2.7111612428592038e-08,7.252777880345071e-17,3.79886593934879e-11,4.4936825039744786e-11,8.333579903470008e-21,1.9785075581689493e-22,1.137113443575963e-16,8.031181854738165e-26,2.081631277765235e-18,2.255584551632133e-18,1.0627009561185505e-10,2.0974876783272818e-13
0.00010742653869034004,0.4654493167094645,1.0006059672580788e-12,6.683857481036529e-14,4.502462085625535e-14,7.422033859272734e-11,0.0,0.0,5.524669226434991e-08,4.2156693741333006e-10,2.1057895655912356e-12,7.008273586557778e-15,1.523378195804156e-17,-9.123034092754941e-31,2.4329389278061963e-29,5.694858029797324e-19,2.5784217288500594e-13,4.2434335245394687e-10,8.785237762783507e-25,6.182428123106012e-28,2.053076381360033e-12,4.585758985301852e-22,4.6354580298899705e-19,1.1846714389365008e-18,8.703166328045748e-19,7.233783107742051e-15,5.2023927712731316e-21,1.31988080833518e-20,1.0919603763084734e-22,4.565981666495309e-26,4.01071474778649e-21,2.435096838936489e-26,4.020685440523187e-20,3.320671859093742e-26,3.76,0.0,0.7918312530374085,0.999986939630978,2.4458874020561708e-11,1.1015188437107308e-10,0.00020435231479204607,0.0002043517352649979,1.4822880655290503e-10,1.3575564530436227e-17,1.3004218634957487e-05,6.428229970539199e-13,2.8153936588281345e-22,3.531346746580467e-21,2.546734741374272e-20,4.222592391150737e-10,2.130191502776408e-15,1.67313948992723e-17,9.420869818069726e-17,9.679447999316054e-15,9.855508421301237e-16,1.8361825365166284e-14,1.0781230330211885e-14,1.0500094113735469e-21,1.8740656240854775e-23,3.565649463949094e-20,9.817806446365815e-23,5.104942874902759e-14,3.250507652883421e-16,3.089101750378834e-14,1.434011525564998e-14,1.6405128220307132e-25,4.000566777271499e-15,1.2045456648265204e-13,5.133637856739298e-12,2.8099930641007196e-08,7.982387397203343e-17,3.8035528181075086e-11,4.499238541743796e-11,8.725581618355635e-21,2.07510573279902e-22,1.2261413847168435e-16,8.715393876266387e-26,2.24768203489203e-18,2.43950892331428e-18,1.100698211324507e-10,2.2052026009878556e-13
0.00011113533740521577,0.46544990806396913,1.012897855090056e-12,6.769434754224768e-14,4.6790325142864616e-14,7.737287085488434e-11,0.0,0.0,5.715729360682888e-08,4.511241654493311e-10,2.3311788905170257e-12,7.261332170353424e-15,1.630828251357816e-17,-1.574888970601233e-30,2.188375828112133e-29,5.738335604991263e-19,2.601665443306437e-13,4.541471755180677e-10,9.535798587159845e-25,6.706813572774946e-28,2.1972796266197096e-12,4.907973341262021e-22,4.635682749176661e-19,1.2482927977277613e-18,8.811865869473222e-19,7.848322509781706e-15,5.567802906994555e-21,1.4613614276894346e-20,1.163502492167151e-22,4.657163739997901e-26,4.350042238610399e-21,2.6486559047692954e-26,4.3173563637099257e-20,3.7624889130439077e-26,3.76,0.0,0.7918241979174538,0.999986937660209,2.5919502051361017e-11,1.1396136955924165e-10,0.0002114064417762216,0.00021140583185635795,1.482274956880201e-10,1.3575765978699247e-17,1.3004218609360131e-05,7.116821407562195e-13,3.0900835370583274e-22,3.7785962436496824e-21,2.739964618740981e-20,4.5184066835677645e-10,2.203722020325344e-15,1.7730965321693902e-17,9.834756600444335e-17,1.0378742769485284e-14,1.0600740898061413e-15,1.9585352462761706e-14,1.1524170828987893e-14,1.053699523562037e-21,1.8808610308602672e-23,3.5928045188949896e-20,1.0508007849331112e-22,5.4863937540942096e-14,3.4987979142141234e-16,3.22962376920681e-14,1.447253276178253e-14,1.8134201152708035e-25,4.300146156169178e-15,1.211512660093148e-13,5.1345951758113996e-12,2.908935335695382e-08,8.760719093493126e-17,3.8082546384206695e-11,4.504798429459806e-11,9.121739157232723e-21,2.173353135515811e-22,1.318988881560053e-16,9.431490081043394e-26,2.4211931916494858e-18,2.6318559983151635e-18,1.1386951674246262e-10,2.3136754533336127e-13
0.0001148441361200915,0.4654504994132115,1.0251959623494344e-12,6.855138604701813e-14,4.860547286681751e-14,8.05638736737387e-11,0.0,0.0,5.906792757114392e-08,4.816759293646749e-10,2.572086877449669e-12,7.515312855062542e-15,1.7419617502382103e-17,2.046833947131872e-32,2.773800939429261e-29,5.712319480226746e-19,2.623344210761614e-13,4.849622786310774e-10,1.0326322213168485e-24,7.240104276156462e-28,2.3463763708702045e-12,5.241125914282408e-22,4.6355116723186805e-19,1.3126863673018684e-18,8.916274587874916e-19,8.495948418575417e-15,5.945542472643608e-21,1.6126090072519732e-20,1.2362895799041163e-22,4.7429511066015225e-26,4.70974562140524e-21,2.8839608593948806e-26,4.6271714592528224e-20,4.2490302071092357e-26,3.76,0.0,0.7918171428592509,0.9999869356873706,2.7437087460658796e-11,1.1777100803200164e-10,0.00021846050592273458,0.0002184598645683902,1.4822618483493485e-10,1.3575957396173555e-17,1.3004218583606667e-05,7.85289786385098e-13,3.150184395628037e-22,4.007711657991851e-21,2.887354283096733e-20,4.824181135262812e-10,2.2772516848787704e-15,1.874208295403775e-17,1.025398866391669e-16,1.1106002330813953e-14,1.1376968055740404e-15,2.0847649385691715e-14,1.2291277644772608e-14,1.0575258813663574e-21,1.8872734221838193e-23,3.576946687493563e-20,1.1221401506534786e-22,5.883221581674683e-14,3.7575228715360267e-16,3.370780664742817e-14,1.4595994890718008e-14,1.689877284365675e-25,4.611824822107577e-15,1.2178292728054847e-13,5.135551722857422e-12,3.007988216366649e-08,9.589541083097046e-17,3.8129693103356145e-11,4.510362564812908e-11,9.522501233661402e-21,2.273254908223541e-22,1.4157041181166897e-16,1.0179886122132503e-25,2.6022804289840784e-18,2.832758000416284e-18,1.1766918207815856e-10,2.4228487448506173e-13
0.00012226173354984297,0.46545168209590976,1.0498099331347202e-12,7.02691727289958e-14,5.238436599746847e-14,8.706136321192428e-11,0.0,0.0,6.288929871526319e-08,5.457604556296253e-10,3.1025153763243183e-12,8.02607908721364e-15,1.9752882803302038e-17,4.3532931977540375e-33,2.9079626625884913e-29,5.757055700675742e-19,2.662483201004177e-13,5.496262723000749e-10,1.203202399025207e-24,8.611709743981696e-28,2.659250224088445e-12,5.940247275365703e-22,4.635716867740827e-19,1.4436658153793622e-18,9.11176016143096e-19,9.894474126121517e-15,6.738307559434539e-21,1.945709693554568e-20,1.3853189353207926e-22,4.8995906905595574e-26,5.500556608937562e-21,3.3824805817962324e-26,5.287170347175677e-20,5.369978711483219e-26,3.76,0.0,0.7918030329280917,0.9999869317354787,3.064942678935703e-11,1.2539069826694935e-10,0.00023256844570701497,0.00023256773835605328,1.4822356316368338e-10,1.3576352922336135e-17,1.3004218532197595e-05,9.47383210540499e-13,3.612854835731643e-22,4.527375446753944e-21,3.2757928279597e-20,5.465589843101973e-10,2.4243084550215825e-15,2.087977596482637e-17,1.111151970096265e-16,1.2645001389178268e-14,1.3023358828814901e-15,2.3490800913407105e-14,1.3900225172416259e-14,1.065303585155968e-21,1.9011767015675357e-23,3.605090567964638e-20,1.2719056828367004e-22,6.723619814123631e-14,4.306601906986407e-16,3.654780285791667e-14,1.4818774906461692e-14,1.8590154259387863e-25,5.271964869452154e-15,1.228734773890111e-13,5.137503896803184e-12,3.206426451380759e-08,1.1405829807828877e-16,3.822408590306376e-11,4.5215153933261085e-11,1.0345879817567478e-20,2.4780155146603546e-22,1.6209302665871136e-16,1.1775243214894614e-25,2.9876420394442156e-18,3.2607590706087217e-18,1.25268420473196e-10,2.643110423294755e-13
0.00012967933097959443,0.4654528647575603,1.074447734479036e-12,7.199196935110207e-14,5.63612184733576e-14,9.371295143114386e-11,0.0,0.0,6.671081615006467e-08,6.13815303213407e-10,3.7011870243290776e-12,8.540714495866104e-15,2.2233750644077777e-17,5.149735572397723e-30,2.9711944145001107e-29,5.801064866756272e-19,2.6967561014275514e-13,6.183352281585436e-10,1.3911723034279347e-24,1.0107910360499801e-27,2.991697676503821e-12,6.683122878732461e-22,4.635923372194698e-19,1.577369652832113e-18,9.291869057708952e-19,1.1437468967500759e-14,7.580688055195212e-21,2.3217926123066763e-20,1.5385130014564973e-22,5.038511060139487e-26,6.388946675867132e-21,3.937963212031641e-26,6.002673426796887e-20,6.711679005481284e-26,3.76,0.0,0.7917889232439137,0.9999869277752897,3.410848295489135e-11,1.330108656292622e-10,0.0002466761341533696,0.00024667535663115946,1.4822094153919181e-10,1.3576749036868495e-17,1.3004218480674719e-05,1.1303684641412757e-12,4.1098181105829994e-22,5.079662704209911e-21,3.6905875411054863e-20,6.146777182111336e-10,2.571361813281362e-15,2.3140110326350524e-17,1.1993412766770185e-16,1.429774447280274e-14,1.479654919350872e-15,2.6291541160974023e-14,1.5608334439087732e-14,1.0733698426606818e-21,1.9155757628648468e-23,3.6328663415078506e-20,1.4310690624120598e-22,7.627362771486059e-14,4.898382951049847e-16,3.940681664191443e-14,1.5013697710170043e-14,2.0201360160534355e-25,5.981951546946873e-15,1.2376899695613836e-13,5.139499414215397e-12,3.4053090369782215e-08,1.3445652056997644e-16,3.8318706756480974e-11,4.5326967327912115e-11,1.1195830827708492e-20,2.6894415274724702e-22,1.842205895961987e-16,1.3504796596703087e-25,3.404702847904856e-18,3.724577820254449e-18,1.3286753340621562e-10,2.8656323726068267e-13
0.0001370969284093459,0.4654540473981647,1.099109547764441e-12,7.37197771297949e-14,6.053590294485961e-14,1.00518782762365e-10,0.0,0.0,7.053249033431974e-08,6.85835277254627e-10,4.3722100540746736e-12,9.059358867386382e-15,2.486239318640654e-17,7.1349242517185656e-31,3.0320000578301864e-29,5.8465018740635985e-19,2.726947378015527e-13,6.91089041297014e-10,1.5974639487724953e-24,1.165216315937759e-27,3.3437184636036554e-12,7.469751948400264e-22,4.636138536220273e-19,1.7135940652836634e-18,9.459357670496496e-19,1.3133318470364708e-14,8.472672821110591e-21,2.7434677972885275e-20,1.6954075663372867e-22,5.162145063953003e-26,7.381185592578014e-21,4.554205318352997e-26,6.775682456993068e-20,8.304841837969235e-26,3.76,0.0,0.7917748138067002,0.9999869238067919,3.7826840067691574e-11,1.406314345501023e-10,0.0002607835712702769,0.0002607827193968813,1.4821831996145338e-10,1.3577145029836916e-17,1.3004218429043786e-05,1.3355105369432109e-12,4.653601279095281e-22,5.666010972781278e-21,4.1346856573973295e-20,6.867701867424359e-10,2.718411759733442e-15,2.5522602156711698e-17,1.289959782049156e-16,1.6065384597355737e-14,1.6698277463277176e-15,2.924965562036424e-14,1.741538657234647e-14,1.0817240083312244e-21,1.9304873927414828e-23,3.6615471054186793e-20,1.5996358986626715e-22,8.595660561259026e-14,5.533459118549354e-16,4.2281391361107144e-14,1.5185245773448653e-14,2.1869187054820606e-25,6.7427377613869705e-15,1.2450478313567211e-13,5.1415338740938014e-12,3.6046372425985545e-08,1.5723588924638374e-16,3.84135682402141e-11,4.5439062756266026e-11,1.2072282649466505e-20,2.907588067688884e-22,2.0799174183572334e-16,1.5371880945125072e-25,3.8544045391627094e-18,4.22528617249337e-18,1.4046651796584884e-10,3.0901268318016774e-13
0.00014451452583909735,0.4654552300177237,1.1237954241716387e-12,7.545260506098397e-14,6.490829147043005e-14,1.07479001979981e-10,0.0,0.0,7.435433173576607e-08,7.618152019105013e-10,5.1196887642939795e-12,9.58215282172683e-15,2.763898305540922e-17,2.033824906123023e-32,3.100671194753906e-29,5.893515595060934e-19,2.7537206968110936e-13,7.678876071633154e-10,1.8230409640385695e-24,1.3232845101158182e-27,3.715312320873442e-12,8.300134706457399e-22,4.63636375467089e-19,1.852169107254849e-18,9.616261819172327e-19,1.4990697616280226e-14,9.41426396220838e-21,3.213345628918973e-20,1.855606564764515e-22,5.272683457309093e-26,8.483537499839822e-21,5.235378630428145e-26,7.60821488915265e-20,1.0182949430205152e-25,3.76,0.0,0.7917607046164338,0.9999869198299729,4.1817073847067315e-11,1.4825234210392317e-10,0.0002748907570662108,0.0002748898266563902,1.482156984304645e-10,1.3577541013020861e-17,1.3004218377304644e-05,1.5640742104233815e-12,5.246689969126143e-22,6.286815698139326e-21,4.608867017776312e-20,7.628322663941109e-10,2.8654582944532525e-15,2.8027826732663355e-17,1.3830105988443304e-16,1.7948945965734475e-14,1.8730163537988063e-15,3.236516602545562e-14,1.9321399675306382e-14,1.0903672080797403e-21,1.945914956018242e-23,3.6912271695620275e-20,1.777610681213477e-22,9.629707565786089e-14,6.212382484425938e-16,4.516871697396313e-14,1.533721100201596e-14,2.3594018631636644e-25,7.55526405764158e-15,1.2510953080144883e-13,5.143607434419574e-12,3.804412339809493e-08,1.825440187192024e-16,3.8508669646391054e-11,4.555144124420116e-11,1.2975478994949555e-20,3.132509488913996e-22,2.3344515936963235e-16,1.7379833980315463e-25,4.337694299621005e-18,4.763962682279662e-18,1.480653712409376e-10,3.3163655982678266e-13
