Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),CH3O2(183),C2H2O(373),S(1537),CHF2(81),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(3087),CF2CH(73),C2HF2(72),C2HF(58),C2HF(4088),S(3189),S(4414),CF2(43),CF2O(49)
8.647310106909548e-13,0.4654321856568227,2.846278149261282e-23,1.7819558545174096e-27,3.218080766395466e-29,1.0138155926075145e-29,0.0,0.0,2.226503930029525e-16,1.378749408751854e-26,4.46113094584599e-33,5.245702995853085e-33,1.0396731240021957e-39,2.7078444902375525e-60,2.535263321159209e-40,3.565616374594164e-27,2.923952518867242e-21,1.1993649411462713e-26,4.154474535161407e-51,1.4179287394101967e-51,1.3136615315492367e-28,2.3492226476343996e-43,5.731363426773804e-23,9.615218826695748e-41,1.6185777852810995e-32,9.68567579586253e-43,1.0537647639744638e-42,1.9773758810399684e-48,7.452512410668887e-47,4.271293458891773e-49,1.3187512142593886e-40,5.89634831617016e-59,5.773403706860498e-49,2.1232702522149597e-58,3.76,0.0,0.7920356336449393,0.9999999689040949,8.170346252720142e-34,8.834012991598718e-19,1.64514828527974e-12,1.6243937272592062e-12,2.0754558020492792e-14,1.4898740355128238e-26,3.1095905070214276e-08,1.11640622887793e-31,9.778373897967026e-35,5.043746238049292e-39,4.378355701811187e-42,1.1992841921217468e-26,1.1987878557033673e-26,1.2231461699592223e-27,5.017213145320511e-28,9.286253161334075e-33,3.081185342792857e-40,3.288661118525713e-29,1.641757503406767e-30,2.763343909042767e-38,1.1662148644260644e-36,1.244965333056028e-31,4.3746614589360175e-45,1.9388529417927685e-33,2.5736836580616257e-47,5.731720329295668e-23,6.360706841622509e-29,1.6575782076968415e-49,1.5227382241645542e-40,2.9239453535454088e-21,2.5668045402645432e-17,5.869431714981968e-22,3.76657525367043e-36,1.9698092447350916e-16,2.77721949224694e-22,4.496931450004357e-40,5.011028436514616e-49,3.449686125580128e-36,7.315675016268112e-53,1.2484401471329889e-45,1.21573934840094e-52,8.83401306356209e-19,3.014089641663942e-29
1e-12,0.46543218565687583,3.334343896472814e-23,2.060969132997655e-27,4.3050298033917516e-29,1.3674090008543793e-29,0.0,0.0,2.574794718147426e-16,1.8438145382941417e-26,6.817492535719812e-33,8.027850337749789e-33,1.5890002259855232e-39,4.1381212604869627e-60,3.39040380727136e-40,4.7682751242090364e-27,3.3813447167199054e-21,1.604136645427877e-26,7.164160315223771e-51,2.1668935174530615e-51,1.756771606880693e-28,3.5901066858737315e-43,6.627850262831173e-23,1.4694090508200802e-40,2.164538841827835e-32,1.48023965836706e-42,1.6104370332938007e-42,3.025762857392901e-48,1.1389457742958857e-46,6.527693439669559e-49,2.01532952715824e-40,1.0215394894252174e-58,1.0001655071257074e-48,3.6767636999024656e-58,3.76,0.0,0.792035633644682,0.9999999640465239,1.2486246255404225e-33,1.021590862640976e-18,1.902497152224173e-12,1.8784962426538582e-12,2.4000909570260262e-14,1.9924064991523332e-26,3.595347603067357e-08,1.4930628435332226e-31,1.3077820832501132e-34,7.706862263016927e-39,7.580313505402847e-42,1.6040286159186862e-26,1.6030367562636754e-26,1.6357113969806127e-27,6.709514082835522e-28,1.3997948444967133e-32,4.3281467347010385e-40,4.3979555658235276e-29,2.1955369636386744e-30,4.229529694449426e-38,1.7821398165582635e-36,1.9024400630773188e-31,7.667265399643763e-45,2.9602200232924724e-33,4.072849347350112e-47,6.62832754881648e-23,8.506232517051473e-29,2.533003420446794e-49,2.633832120453645e-40,3.3813351344741614e-21,2.9683259794076286e-17,7.849241045593909e-22,5.0372056552757165e-36,2.277943041410434e-16,3.713998779249057e-22,6.872258639709041e-40,8.676804380629707e-49,5.271820776279065e-36,1.266734294886221e-52,2.1619471200457335e-45,2.3757518106270406e-52,1.021590872264699e-18,4.0307693262657454e-29
1.198328763069112e-12,0.46543218565687583,4.070883860534079e-23,2.4701912222618578e-27,6.184956910826368e-29,1.9878104003382816e-29,0.0,0.0,3.085452416522177e-16,2.647669851800975e-26,1.1566042174323066e-32,1.3646571946515898e-32,2.696191478166299e-39,7.020418839411865e-60,4.8684742468511294e-40,6.847000180429479e-27,4.051964898439558e-21,2.3039462397870763e-26,1.409858504712002e-50,3.676228881387561e-51,2.522677830697124e-28,6.090771973038809e-43,7.942230292978876e-23,2.492919221537424e-40,3.1082207196769835e-32,2.511444493040653e-42,2.7322748378685224e-42,5.1425840902769143e-48,1.932342251332774e-46,1.1074923958637914e-48,3.4190943230729304e-40,2.020616584123239e-58,1.97799177146689e-48,7.267899290777495e-58,3.76,0.0,0.7920356336443046,0.9999999569277361,2.1184025509843698e-33,1.224201714800013e-18,2.2798170591667584e-12,2.251056540575401e-12,2.876051859127917e-14,2.861010581790505e-26,4.307226377204386e-08,2.1441711377508037e-31,1.878172434412934e-34,1.3072538158333868e-38,1.4980642594916902e-41,2.3037910223539258e-26,2.3016824629455545e-26,2.3488110455147894e-27,9.634579315890155e-28,2.339506567309327e-32,6.704135463272868e-40,6.315346266041458e-29,3.1527325238866712e-30,7.191221141549568e-38,3.0232821533345617e-36,3.2272645663225366e-31,1.536340011390965e-44,5.0171043396127236e-33,7.274579722675007e-47,7.942915656785756e-23,1.221472820712631e-28,4.297033613556123e-49,5.2000056316098075e-40,4.0519511385967e-21,3.5570283348874395e-17,1.1271295839846501e-21,7.233566109712938e-36,2.7297221146897213e-16,5.333199778032978e-22,1.1659087365275261e-39,1.7150513426442517e-48,8.943811614436531e-36,2.5038048860744346e-52,4.273788982224146e-45,5.393089823085696e-52,1.224201728619416e-18,5.788077969234696e-29
1.5319265154472693e-12,0.465432185656929,5.365958535359196e-23,3.1589072869695706e-27,1.0116250505347648e-28,3.315988542698376e-29,0.0,0.0,3.9444026326060766e-16,4.3269620060989855e-26,2.3839681159623894e-32,2.822096841888527e-32,5.5587506542024564e-39,1.4470322572756492e-59,7.956157579852684e-40,1.1189398162136516e-26,5.179979400726943e-21,3.7664746426300924e-26,3.5722538173912035e-50,7.577506433202962e-51,4.12269168963661e-28,1.2554404974110287e-42,1.0152991041952858e-22,5.138458418724515e-40,5.07961603730343e-32,5.177158974482684e-42,5.6320028733216504e-42,1.0631394637462935e-47,3.9831177550835984e-46,2.2828630002993696e-48,7.047497353412847e-40,5.1518571010444895e-58,5.040764906014386e-48,1.8510330189554552e-57,3.76,0.0,0.7920356336436699,0.999999944962434,4.3666821619311694e-33,1.565002130448344e-18,2.9144858330532685e-12,2.8777197862506643e-12,3.6766046802475795e-14,4.675521655336782e-26,5.503756574929451e-08,3.5045946372886755e-31,3.0700509199565157e-34,2.693681834363958e-38,3.8140950890412346e-41,3.766220728300018e-26,3.760873131374292e-26,3.838473053853717e-27,1.5745036064982287e-27,4.7391405153329216e-32,1.257148736477838e-39,1.0320861938740975e-28,5.15235764906855e-30,1.4876256802555482e-37,6.230971931164017e-36,6.651039713620661e-31,3.976725672571826e-44,1.0329452785675526e-32,1.6443386075232479e-46,1.0154111081672638e-22,1.9961951485058866e-28,8.855986241225565e-49,1.3225215555074092e-39,5.179956913701996e-21,4.5472501961200743e-17,1.8420117606882928e-21,1.1822225034619542e-35,3.489632594162115e-16,8.715779893055836e-22,2.4031920229291054e-39,4.367743852301466e-48,1.8434929513387458e-35,6.376417095722097e-52,1.0885651248900533e-44,1.6587516036062707e-51,1.5650021530327054e-18,9.459176721940339e-29
1.8655242678254267e-12,0.46543218565698224,6.731501952866323e-23,3.848133087757482e-27,1.5014564626365448e-28,5.0190569534591953e-29,0.0,0.0,4.803354578285696e-16,6.416626749329517e-26,4.2798716719203546e-32,5.08321939485883e-32,9.982031254195755e-39,2.5978138830268325e-59,1.179826568150703e-39,1.659271079242535e-26,6.307996025722444e-21,5.587332402509571e-26,7.616841022033997e-50,1.3603941881349786e-50,6.11370340713771e-28,2.2538998329619665e-42,1.236364567900881e-22,9.225123235811932e-40,7.532763988845414e-32,9.295535279897603e-42,1.0111357292262608e-41,1.9143052744945362e-47,7.15105875294428e-46,4.0985199174400145e-48,1.2652415504616475e-39,1.1036039199561385e-57,1.0790662158601854e-47,3.96079605626992e-57,3.76,0.0,0.7920356336430352,0.9999999330081781,7.839881135752994e-33,1.9058025461048657e-18,3.54915460693927e-12,3.5043834642607687e-12,4.4771142678311564e-14,6.9333796231322e-26,6.699182160423599e-08,5.19782355496683e-31,4.553669765600066e-34,4.834443826124776e-38,8.158819180589092e-41,5.586955486017253e-26,5.57615867679806e-26,5.692108984821157e-27,2.3348493618304804e-27,8.408829648269897e-32,2.1577219710098508e-39,1.5305206940845433e-28,7.640632551071616e-30,2.68042262965886e-37,1.1185291377619832e-35,1.1938747521261741e-30,8.592720800000837e-44,1.853024125276942e-32,3.260622948369089e-46,1.2365306603956315e-22,2.9602379826903397e-28,1.589710790176466e-48,2.827208812333004e-39,6.307962678861299e-21,5.537470123977667e-17,2.731589160924448e-21,1.753278447054397e-35,4.249540683169491e-16,1.2924956366410043e-21,4.314466250073493e-39,9.345682521899149e-48,3.3095959251239004e-35,1.3643531817305043e-51,2.3294091924691255e-44,4.155132148887132e-51,1.90580257959607e-18,1.4027385912027113e-28
2.532719772581741e-12,0.4654321856570886,9.673994132949134e-23,5.228226923587412e-27,2.772238591922467e-28,9.63046185525202e-29,0.0,0.0,6.521263658448857e-16,1.1827077283074207e-25,1.0667516653848422e-31,1.2763762765149946e-31,2.4894388249108945e-38,6.474996427754307e-59,2.1745570538711485e-39,3.058169231371193e-26,8.564035643810015e-21,1.0305520703531072e-25,2.5721801794827593e-49,3.390905156947549e-50,1.1268721451256337e-27,5.6180493047189034e-42,1.678463663807968e-22,2.2994555862420634e-39,1.388431861016151e-31,2.3175305657950125e-41,2.5203983448282297e-41,4.8030583703761325e-47,1.7825077872158625e-45,1.0216170680477822e-47,3.153729826111905e-39,3.75643641860633e-57,3.664098307564481e-47,1.3441561859151449e-56,3.76,0.0,0.7920356336417657,0.9999999091327635,1.9543575334241404e-32,2.587403377442478e-18,4.818492154709747e-12,4.757712117191057e-12,6.078003751833896e-14,1.2779028551152922e-25,9.086723613473995e-08,9.583267342684855e-31,8.396890249734817e-34,1.204168290892033e-37,2.7667147590021526e-40,1.0304824568144675e-25,1.0274232135285631e-25,1.0491212163779624e-26,4.303406125513883e-27,2.0653144278665583e-31,5.443108986672615e-39,2.8210379954809088e-28,1.408313024758689e-29,6.735353603607649e-37,2.787358159123954e-35,2.97477574586122e-30,2.940684340897914e-43,4.61437248406679e-32,1.0502454815023893e-45,1.6787697940714048e-22,5.456286334304482e-28,3.961320642922406e-48,9.581886896114364e-39,8.563974179341926e-21,7.517904179627508e-17,5.03482746976802e-21,3.2320509105067656e-35,5.76934968985693e-16,2.382308460521629e-21,1.0754204514809206e-38,3.1714765546036157e-47,8.249254691640869e-35,4.629853741338089e-51,7.905500591496638e-44,1.956053808604841e-50,2.5874034391729994e-18,2.5855135355491934e-28
3.1999152773380555e-12,0.465432185657195,1.2898358663758784e-22,6.610697680243452e-27,4.432858529655648e-28,1.5982434971355178e-28,0.0,0.0,8.239179657045481e-16,1.8879028100427357e-25,2.1494179474831927e-31,2.590338285611078e-31,5.018844853189644e-38,1.3046560039717881e-58,3.4710019549084404e-39,4.881317347990501e-26,1.0820083752647613e-20,1.64614648305362e-25,6.513586368204378e-49,6.832680512570766e-50,1.798773413255536e-27,1.1320381952318504e-41,2.120520321138434e-22,4.633428186873453e-39,2.216288634762852e-31,4.67088919522968e-41,5.078665067354813e-41,9.740263904605575e-47,3.591808307962595e-45,2.0585899828208012e-47,6.354774178200794e-39,9.565689588633804e-57,9.308507344358433e-47,3.4135110806579495e-56,3.76,0.0,0.7920356336404961,0.99999988530141,3.938422437209744e-32,3.269004208812851e-18,6.0878297024781905e-12,6.0110424991784405e-12,7.678720329918936e-14,2.0397743167111243e-25,1.1469858929710451e-07,1.5301635665775448e-30,1.3409347840036884e-33,2.424703570345484e-37,7.021347089118188e-40,1.6460351361801325e-25,1.639434644526028e-25,1.6745940670962137e-26,6.869058631637778e-27,4.125126954168243e-31,1.1694387818602014e-38,4.503085568161484e-28,2.248022289240079e-29,1.3678702340663442e-36,5.615196058563829e-35,5.992076647529974e-30,7.48720777733984e-43,9.292579507119759e-32,2.7035171958916914e-45,2.121008966705895e-22,8.709620246984256e-28,7.979777658082062e-48,2.431484517461634e-38,1.0819985640038577e-20,9.498330501955351e-17,8.03684025752633e-21,5.15985399302241e-35,7.289149134886137e-16,3.8027557301389704e-21,2.166975993741355e-38,8.053863458879499e-47,1.6621846620693811e-34,1.1757117618802076e-50,2.0076259063970304e-43,6.235918385448372e-50,3.2690043073501485e-18,4.127132606317665e-28
4.534306286850684e-12,0.46543218565740785,2.0192697879300747e-22,9.383662659678697e-27,8.931614101354372e-28,3.4544685134098297e-28,0.0,0.0,1.1675032409672316e-15,3.790745693775298e-25,6.112484971203409e-31,7.47671397989058e-31,1.42893444286384e-37,3.7101438931789916e-58,6.968888475478854e-39,9.800057451388752e-26,1.533220544235582e-20,3.3098305699323935e-25,2.645008820526057e-48,1.943236205017883e-49,3.611775198702975e-27,3.2195538700657863e-41,3.004506336415484e-22,1.3177741462087518e-38,4.450106813848827e-31,1.3290532935488709e-40,1.444409717010816e-40,2.807117360694212e-46,1.0215432370907187e-44,5.854818788971265e-47,1.807319578577336e-38,3.921601508376292e-56,3.795083812545301e-46,1.3907747586463862e-55,3.76,0.0,0.7920356336379571,0.9999998377705633,1.120331196079404e-31,4.632205871651878e-18,8.626504798008972e-12,8.517708449579175e-12,1.0879634842867343e-13,4.095351951272934e-25,1.6222943567281286e-07,3.074162224200747e-30,2.6947925614169454e-33,6.885843186337717e-37,2.856377413451783e-39,3.3096060861424248e-25,3.2894532072004066e-25,3.362155977478448e-26,1.3791374730355122e-26,1.1615407524170444e-30,4.0089444469925187e-38,9.041767699671904e-28,4.513818219210607e-29,3.9539269575478435e-36,1.5961843982353692e-34,1.702914729503367e-29,3.051039069782542e-42,2.6410570876886385e-31,1.260350333849701e-44,3.0054874288510205e-22,1.7488154153813237e-27,2.2681746533348005e-47,9.897627642880939e-38,1.5332008442079975e-20,1.3459159947113916e-16,1.6137172379750925e-20,1.0363266156324379e-34,1.0328719340501373e-15,7.635542809269151e-21,6.162959188714531e-38,3.2813186117672805e-46,4.727057656889305e-34,4.7898755920048055e-50,8.179543704672717e-43,3.711651473690072e-49,4.632206069504893e-18,8.28690302716473e-28
5.868697296363313e-12,0.4654321856576206,2.8614505787374767e-22,1.2168817174209192e-26,1.5013761368476015e-27,6.198169410453719e-28,0.0,0.0,1.5110912836432589e-15,6.350196615370161e-25,1.3251085176226826e-30,1.6436660254311297e-30,3.101223693021048e-37,8.04307865760208e-58,1.1673192494521857e-38,1.641487813375809e-25,1.984436109441242e-20,5.552123993999594e-25,7.374191898486941e-48,4.213034973418138e-49,6.0503774239481574e-27,6.980158746967257e-41,3.888322646488652e-22,2.8570269529326663e-38,7.454732341759402e-31,2.88278632107394e-40,3.1315868121818544e-40,6.1624130773984424e-46,2.2147945735287612e-44,1.269375628978076e-46,3.918363861064217e-38,1.1011861076324877e-55,1.0604786583595942e-45,3.884234250956551e-55,3.76,0.0,0.7920356336354182,0.9999997904149892,2.4294135536085856e-31,5.995407534621948e-18,1.1165179893531619e-11,1.1024381313969396e-11,1.4079857956033823e-13,6.85990053928627e-25,2.095850094596793e-07,5.152673534037205e-30,4.51812771104851e-33,1.4908023517044553e-36,7.966890262670302e-39,5.551746418848616e-25,5.506436903713852e-25,5.631753567700812e-26,2.3101244283114152e-26,2.5044239267409834e-30,1.0359837171712131e-37,1.51465594350426e-27,7.561448882546382e-29,8.703940746378721e-36,3.4589643803721043e-34,3.68941964520192e-29,8.510492749478217e-42,5.723714175360564e-31,4.039899591332836e-44,3.889966046831004e-22,2.9295858575559634e-27,4.914990224056601e-47,2.762903555581606e-37,1.9844031084985514e-20,1.741995846039173e-16,2.7032551709779294e-20,1.7364946101525335e-34,1.3368251301079236e-15,1.2790835249704674e-20,1.3361630110867718e-37,9.164096043020141e-46,1.0247987001962091e-33,1.3376647402559181e-49,2.2843717049259224e-42,1.3229262608437108e-48,5.99540786605987e-18,1.3882049670551791e-27
8.537479315388572e-12,0.4654321856580463,4.884047243554089e-22,1.7782849144580034e-26,3.1992365143219962e-27,1.4858226681219882e-27,0.0,0.0,2.198275671340375e-15,1.3438943715488117e-24,4.078739027192553e-30,5.2071484357021816e-30,9.568222862529308e-37,2.4756684130800505e-57,2.46998791641018e-38,3.4730309853319627e-25,2.886877428383216e-20,1.1781832632894701e-24,3.3351894254520734e-47,1.2970154082385409e-48,1.2804390088621835e-26,2.1488972607035108e-40,5.655446281980179e-22,8.795744504284466e-38,1.5776411056606567e-30,8.883687636878649e-40,9.641015422560835e-40,1.9467967561086973e-45,6.818633514861806e-44,3.907995495256705e-46,1.2063006130692217e-37,5.053097766560252e-55,4.811776866569323e-45,1.7603144762905883e-54,3.76,0.0,0.7920356336303401,0.9999996962270802,7.482246336326826e-31,8.721810860955218e-18,1.6242530084552496e-11,1.6037747778747396e-11,2.047823058011133e-13,1.4515229659775326e-24,3.0377291773858564e-07,1.0916781488493197e-29,9.577889234237494e-33,4.576075654002144e-36,3.5995298621119584e-38,1.178102712223779e-24,1.163637987911156e-24,1.1916483869644267e-25,4.888143151565911e-26,7.664321445197967e-30,4.382872618807373e-37,3.2054441082423523e-27,1.6002205748842275e-28,2.7649565482250026e-35,1.0638019009768144e-33,1.134139566465065e-28,3.842192748703079e-41,1.761267389162767e-30,2.4806201033831913e-43,5.65892375029552e-22,6.1998854402371386e-27,1.5116821173100342e-46,1.2513655139466767e-36,2.886807589338909e-20,2.534146269504095e-16,5.720831672937652e-20,3.67688299785313e-34,1.944720049136532e-15,2.7068849726427998e-20,4.113494848766813e-37,4.152986764732086e-45,3.1545878942270905e-33,6.061443253134021e-49,1.035203845415537e-41,9.00311983775673e-48,8.721811562368798e-18,2.9378470877267085e-27
1e-11,0.4654321856584292,6.18373744036705e-22,2.0888269903776715e-26,4.4056708540619476e-27,2.169391188959337e-27,0.0,0.0,2.5748646565544703e-15,1.843771154677154e-24,6.553795759926822e-30,8.49226577792019e-30,1.539348707849176e-36,3.977930724490125e-57,3.3884167907217445e-38,4.76422121872265e-25,3.381430548043961e-20,1.6188100930606692e-24,6.263299770219607e-47,2.084260731914255e-48,1.7567094496807422e-26,3.453207790388214e-40,6.6235608850287555e-22,1.4134610521766464e-37,2.1644577144314903e-30,1.4283373966126985e-39,1.5492938885590412e-39,3.170575637473785e-45,1.0957496068730822e-43,6.280121259666485e-46,1.9384867523787737e-37,9.553260634887385e-55,9.047357669836956e-45,3.3079095283198393e-54,3.76,0.0,0.7920356336275574,0.9999996449055422,1.2026360280966436e-30,1.021590862972149e-17,1.9024971522036075e-11,1.8785137183454253e-11,2.3983433857634886e-13,1.99125283685837e-24,3.5509445536174014e-07,1.4986507408583462e-29,1.3152540115337805e-32,7.342204917666658e-36,6.753985114340465e-38,1.6186990955125915e-24,1.595196844779285e-24,1.6347439741378756e-25,6.705756125463014e-26,1.2292385226586342e-29,8.092975624931522e-37,4.39772467272504e-27,2.1954321213382083e-28,4.515575447883104e-35,1.708589616461649e-33,1.8211036110526196e-28,7.205542304046621e-41,2.829811581794359e-30,5.29178522575505e-43,6.62833148711918e-22,8.505997611556303e-27,2.4281568735023355e-46,2.351016882144816e-36,3.3813347323014814e-20,2.9682478059287974e-16,7.848702226355505e-20,5.045994656365045e-34,2.27784638571013e-15,3.7137084818148e-20,6.610261348537255e-37,7.804003867385404e-45,5.0690345023088775e-33,1.1389701550608511e-48,1.945254705720217e-41,1.9684174886243896e-47,1.0215909592026546e-17,4.030600645984146e-27
1.0937810852784057e-11,0.4654321856584292,7.088401212873698e-22,2.2891744773789013e-26,5.2833781758564715e-27,2.6957894209745354e-27,0.0,0.0,2.816346229821844e-15,2.205812652842372e-24,8.57547485871628e-30,1.1209308925260083e-29,2.0156815549098047e-36,5.205005142309984e-57,4.0535250100647457e-38,5.699226750620875e-25,3.6985545568393204e-20,1.938508369195837e-24,8.898447971053984e-47,2.727351068300798e-48,2.101652970165377e-26,4.518682202039305e-40,7.244236971096327e-22,1.8495897780232075e-37,2.5894652002962766e-30,1.86963725178932e-39,2.027333618790522e-39,4.1816053701915074e-45,1.4338525318060046e-43,8.217906458279375e-46,2.5366004203306915e-37,1.3620106038540782e-54,1.2861734965580462e-44,4.7010817529832724e-54,3.76,0.0,0.7920356336257729,0.9999996121058559,1.5739097321743934e-30,1.117396762849926e-17,2.0809153998739942e-11,2.0546847642638995e-11,2.6230635609439764e-13,2.3821151959237134e-24,3.878941415232242e-07,1.7936219554684635e-29,1.5744371524106064e-32,9.598761218951683e-36,9.590938451631933e-38,1.9383752045399517e-24,1.9074552258614963e-24,1.9556247850763117e-25,8.022042681541965e-26,1.606939302626937e-29,1.141330014595218e-36,5.261242581740699e-27,2.626518839309465e-28,5.965094908281455e-35,2.2350649056135676e-33,2.381893512801451e-28,1.022918922725439e-40,3.702600580254764e-30,7.998687953902031e-43,7.249944056429306e-22,1.0176224466340942e-26,3.1765619871416026e-46,3.340837401008677e-36,3.6984399273491695e-20,3.2466043974892614e-16,9.389823073264104e-20,6.0379370644535234e-34,2.4914542764072067e-15,4.442904042944222e-20,8.64984013931791e-37,1.1090682967241225e-44,6.632844404889703e-33,1.6186101373037405e-48,2.764482779325635e-41,3.005197664699276e-47,1.1173968779756222e-17,4.822037071168901e-27
1.3338142390179542e-11,0.46543218565881195,9.65755549918779e-22,2.8067860322961504e-26,7.904768645776073e-27,4.391034369429245e-27,0.0,0.0,3.434425743390955e-15,3.2802017212026087e-24,1.5548329184580373e-29,2.0792894495827777e-29,3.661804270029025e-36,9.43720158387098e-57,6.026974141176675e-38,8.473281921723849e-25,4.5102426740199005e-20,2.8896482571500606e-24,1.9525562096909137e-46,4.945722029778281e-48,3.12529887174044e-26,8.194089301135437e-40,8.832479043325865e-22,3.354060708991253e-37,3.850706203968235e-30,3.393257816328436e-39,3.676378523687629e-39,7.740888794667265e-45,2.6001843509800943e-43,1.4902558884568992e-45,4.599825075916468e-37,3.0179479624480496e-54,2.82653050126294e-44,1.0322131306872042e-53,3.76,0.0,0.7920356336212057,0.9999995285418085,2.8550851524648946e-30,1.362612439646734e-17,2.5375777912901057e-11,2.5055969855360877e-11,3.198080575304381e-13,3.541849068724007e-24,4.7145818811211053e-07,2.669888546474507e-29,2.3447785103717472e-32,1.736363818433027e-35,2.101111714297345e-37,2.8894488173062686e-24,2.8328239388831652e-24,2.9077119335238396e-25,1.192763837842967e-25,2.908430987932664e-29,2.4718626828405008e-36,7.823784579259546e-27,3.905796666110431e-28,1.10880713641231e-34,4.049631167603466e-33,4.313956509192384e-28,2.2389763267988465e-40,6.712878037564305e-30,2.0645037348617547e-42,8.840964866807143e-22,1.513275954916833e-26,5.7570471075129574e-46,7.333723910100428e-36,4.5100722138669226e-20,3.9590525181066447e-16,1.3963172044948115e-19,8.983087777992169e-34,3.0381761301463265e-15,6.60682047738364e-20,1.5685484735708502e-36,2.4351200735047547e-44,1.20267993650449e-32,3.553636843986208e-48,6.069684200392916e-41,7.908086066091657e-47,1.3626126108447825e-17,7.170680007271092e-27
1.5738473927575025e-11,0.4654321856591948,1.2591502064064085e-21,3.332160729005022e-26,1.1072741828108488e-26,6.64582292956943e-27,0.0,0.0,4.052514212194918e-15,4.567064654917029e-24,2.5539731012285634e-29,3.492154215569081e-29,6.026560281456398e-36,1.5501453266830988e-56,8.390164609508223e-38,1.1794840108954645e-24,5.321941779671937e-20,4.032933121746812e-24,3.762821715072357e-46,8.125034576697631e-48,4.351377716692218e-26,1.3461592542567404e-39,1.0420172689123986e-21,5.5102747835221035e-37,5.361364935041863e-30,5.5794020851753154e-39,6.039792131527555e-39,1.2975939053886086e-44,4.271796471398079e-43,2.44831480811363e-45,7.556791264435349e-37,5.871132764034278e-54,5.454462486923531e-44,1.990170160463007e-53,3.76,0.0,0.7920356336166384,0.9999994455312473,4.6920721204087155e-30,1.6078281164859462e-17,2.9942401827035835e-11,2.9565114408230155e-11,3.7728741879212166e-13,4.930625566625886e-24,5.54468748846879e-07,3.7209816107549726e-29,3.269456544250243e-32,2.8456262122729636e-35,4.042019629811043e-37,4.0326534705308e-24,3.939034925118171e-24,4.0478266652937127e-25,1.6604608540601908e-25,4.7716068675007966e-29,4.7260980672191665e-36,1.0893065640414706e-26,5.4380527945878745e-28,1.8659402774221244e-34,6.64735429541616e-33,7.078445017636641e-28,4.303348077839261e-40,1.1026365902906343e-29,4.5771323062053585e-42,1.0431986181429e-21,2.1069501675219522e-26,9.453634861064577e-46,1.413714540199726e-35,5.3217044488921756e-20,4.671490631893323e-16,1.9440858906920585e-19,1.2513166785056481e-33,3.584885610966222e-15,9.198621690722388e-20,2.576882756638422e-36,4.694960332280395e-44,1.975637645838761e-32,6.850994784107344e-48,1.170220643922113e-40,1.7744079851414222e-46,1.6078283548441088e-17,9.983775790189933e-27
1.813880546497051e-11,0.4654321856595776,1.58902328700246e-21,3.8663396192778245e-26,1.479663100946736e-26,9.534418976425e-27,0.0,0.0,4.670611636378653e-15,6.066404532345705e-24,3.9091753083201655e-29,5.462490946222214e-29,9.242243654833123e-36,2.372673025757728e-56,1.1142925782853466e-37,1.5663545098975907e-24,6.133651873542417e-20,5.369684078254806e-24,6.6105891650996645e-46,1.243818509800188e-47,5.779890507740946e-26,2.06076501497177e-39,1.2007318098878683e-21,8.435520447243693e-37,7.121442212223628e-30,8.548709652738069e-39,9.24613050746643e-39,2.026081401662812e-44,6.539630709383253e-43,3.74808931633828e-45,1.15683073771022e-36,1.0410521912936666e-53,9.594485914867594e-44,3.49771460721727e-53,3.76,0.0,0.7920356336120712,0.9999993630705053,7.1853288809209e-30,1.8530437933675633e-17,3.450902574114429e-11,3.407428129256733e-11,4.347444485589403e-13,6.54834571103724e-24,6.369294901962238e-07,4.9473997629042126e-29,4.3491009745212574e-32,4.345623172201151e-35,7.088000936089533e-37,5.369310005075673e-24,5.225381780555595e-24,5.375885846444727e-25,2.2052631592918837e-25,7.297121621212876e-29,8.260027468230386e-36,1.446908130391338e-26,7.223285963789326e-28,2.924320434322125e-34,1.0167596072344831e-32,1.082271152342558e-27,7.539344193184312e-40,1.6877231724203193e-29,9.100787905513305e-42,1.2023008000294848e-21,2.7986461832378113e-26,1.4467145601011865e-45,2.4841814819768916e-35,6.133336632424942e-20,5.383918739383683e-16,2.5822863980558884e-19,1.662900530352e-33,4.131582719477142e-15,1.221829509897141e-19,3.9448242445285134e-36,8.251195368970677e-44,3.024132222311017e-32,1.2039478664438916e-47,2.05656672674185e-40,3.5565300711057685e-46,1.8530441099733504e-17,1.326132431487467e-26
