Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49)
6.93499708234857e-09,0.4654321867627328,1.4932493602691615e-16,4.020146409091855e-20,3.794924834234037e-20,2.940739718512839e-19,0.0,0.0,1.822420939591155e-12,8.989732044413448e-19,1.4334209842251038e-21,3.366840524937134e-20,2.332841015150787e-21,6.334835328055146e-46,5.2740816862111884e-30,1.2586023660654838e-19,2.38982699648011e-17,1.630292208806731e-18,1.1055129372994775e-35,6.730301546052572e-40,8.503243859288646e-21,1.1068121441498364e-31,2.9102847470347735e-19,4.7253612327342305e-29,1.04417015284467e-24,5.302101555124347e-25,1.1226301952150152e-19,2.007229768213879e-23,3.7606617785367024e-35,4.281079490800967e-37,6.216957744288303e-29,1.8495735751656197e-30,5.957952236078856e-22,2.2564589170102415e-35,3.76,0.0,0.7920356204509793,0.9999869957788403,8.093036975960554e-22,7.084728922110097e-15,1.3193812075686457e-08,1.3093791060473559e-08,1.000210125803956e-10,6.512775473504013e-19,1.3004219318911364e-05,8.948786718729845e-24,7.8566550496874735e-28,6.44563496276374e-28,2.4972135178921205e-27,1.6271647006012984e-18,1.2446329654518895e-19,5.292770229299884e-20,2.2280007682802032e-20,3.00894411435983e-21,1.3435120882085876e-25,4.5972036850488624e-21,1.0533430812890378e-22,2.675478614323322e-25,9.956469822285335e-26,7.007573915557206e-21,3.3517712711028066e-31,7.128662432130507e-22,5.620365765392026e-29,4.59884733002445e-19,5.947491756601938e-36,4.134646128680529e-21,2.344740061798473e-17,4.16412359682375e-25,2.017546650146868e-13,3.697909630438881e-14,4.811234779935874e-28,1.5294906237842183e-12,1.1897103945596081e-29,1.7368616415586177e-14,1.015442400887441e-19,1.2769063267177812e-24,2.0294559452486195e-37,2.1287063246471603e-28,1.6950612963910852e-33,4.1914581467064686e-30,7.0851818274334404e-15,1.938341087088465e-21
7.3575694219977985e-09,0.46543218683012805,1.6784944749792276e-16,4.7845591802099193e-20,4.507005533782355e-20,3.5077222742124885e-19,0.0,0.0,1.9357962757865524e-12,1.0126925651630354e-18,1.6711012358426886e-21,3.9648775662673423e-20,2.7400450887236803e-21,7.722856754360394e-46,5.816372587677873e-30,1.3681735213728622e-19,2.5382808491428015e-17,1.8429266062987333e-18,1.382316766481563e-35,8.024022552997828e-40,9.573852793224239e-21,1.318475854571472e-31,3.0107571091635144e-19,5.643614472740913e-29,1.1754991800925949e-24,6.632175512173593e-25,1.2379802654256176e-19,2.359788641454303e-23,4.498490589228254e-35,5.237312880934273e-37,7.406524333402833e-29,2.2969420667285994e-30,7.003972062681685e-22,2.813895808447529e-35,3.76,0.0,0.7920356196469274,0.999986995778649,9.972342934040132e-22,7.516425036159985e-15,1.3997754733808659e-08,1.3894543566042427e-08,1.0321116482177199e-10,7.173315952728639e-19,1.3004219394696932e-05,1.0081511273348201e-23,8.35733605350874e-28,7.072638769795624e-28,2.789378386808715e-27,1.839260763825704e-18,1.3280710308770383e-19,5.825769987903204e-20,2.4564656304349057e-20,3.532790301280258e-21,1.6788393325732072e-25,5.007901205593429e-21,1.185216941325821e-22,3.1689741829935394e-25,1.101448770424437e-25,7.686932629090302e-21,3.8319688713212445e-31,8.379336829283181e-22,7.466730197827455e-29,4.879206363089541e-19,7.434193973134915e-36,4.656814564150436e-21,2.4875989476609202e-17,5.206373421531503e-25,2.1378714937969717e-13,4.1571139131564445e-14,5.526400423099484e-28,1.6195201623598487e-12,1.2825584858409073e-29,1.9516642057677963e-14,1.110302351206478e-19,1.5008659528498896e-24,2.5382388933984297e-37,2.5366176411002143e-28,2.143829954934821e-33,5.3010448575383746e-30,7.516934149692692e-15,2.1817488513681283e-21
7.780141761647026e-09,0.4654321868975231,1.8743092384050434e-16,5.638535415953885e-20,5.301714390866958e-20,4.1428136214922453e-19,0.0,0.0,2.049433024599224e-12,1.1332811323764318e-18,1.929357642829109e-21,4.618135352670105e-20,3.1870082807100204e-21,9.3282809693132e-46,6.37317545014808e-30,1.4777911329145595e-19,2.6870522306009795e-17,2.0686926086100522e-18,1.7059049577703303e-35,9.472297106126703e-40,1.0708163977044966e-20,1.555123616339696e-31,3.1053359211114684e-19,6.67381837050924e-29,1.3146276366848893e-24,8.187798541835251e-25,1.3564670648350944e-19,2.7472859757862877e-23,5.327977340776297e-35,6.336558756901719e-37,8.736699926750333e-29,2.815374324577375e-30,8.153543550903054e-22,3.477417030938153e-35,3.76,0.0,0.7920356188428754,0.9999869957785039,1.2156151332823795e-21,7.948121163898103e-15,1.4801697391114937e-08,1.4695507009118788e-08,1.0619037872399616e-10,7.850359640594456e-19,1.3004219424158178e-05,1.1282552307387223e-23,8.858156616546404e-28,7.724652779096524e-28,3.0957486797755554e-27,2.064437147006673e-18,1.4115338526276053e-19,6.371447154561915e-20,2.6910656772516166e-20,4.1074760113003856e-21,2.0705198472390657e-25,5.4334127098068275e-21,1.3248164696793337e-22,3.710537905727879e-25,1.2089527646882347e-25,8.369963695725812e-21,4.345758735321239e-31,9.75362042079251e-22,9.757832557252209e-29,5.159581021039569e-19,9.19447578281605e-36,5.2103724943740475e-21,2.6304562379588538e-17,6.424653087240762e-25,2.2579009375513774e-13,4.642566479730791e-14,6.298565660594437e-28,1.7091955368793703e-12,1.3771028208607423e-29,2.1785899539612702e-14,1.2063657643096438e-19,1.746945777491164e-24,3.133203265097801e-37,2.9928842931996826e-28,2.6758138304656736e-33,6.616375434982421e-30,7.94868969267989e-15,2.4395483096617253e-21
8.202714101296255e-09,0.4654321869649182,2.0806522596185854e-16,6.586711996000576e-20,6.183328404474768e-20,4.849778351354503e-19,0.0,0.0,2.163330205278431e-12,1.2607546961224519e-18,2.2083052636379496e-21,5.3267972665709957e-20,3.674654000476788e-21,1.1173523015048817e-45,6.943219674406128e-30,1.5871145263254235e-19,2.836139867814013e-17,2.3075947724106037e-18,2.08071480678789e-35,1.108354905623584e-39,1.1906203974712606e-20,1.818058264610889e-31,3.1943687429227425e-19,7.822431151964517e-29,1.4615588050715996e-24,9.990528904929383e-25,1.4778352119154505e-19,3.1706200964839165e-23,6.254700864671262e-35,7.590671766995348e-37,1.0214859778952558e-28,3.410650005074299e-30,9.409310936888374e-22,4.262002175384894e-35,3.76,0.0,0.7920356180388235,0.9999869957784094,1.4675166748830246e-21,8.379817305354604e-15,1.5605640047605302e-08,1.5496667444838172e-08,1.0897259915173171e-10,8.54235607674204e-19,1.3004219402308146e-05,1.2552051529213175e-23,9.359107703790735e-28,8.401576084562433e-28,3.4162080570957954e-27,2.3026973569773976e-18,1.495019654023435e-19,6.928514509807032e-20,2.931290522160012e-20,4.734133803305301e-21,2.5238260174579983e-25,5.873706788885337e-21,1.4721337124259412e-22,4.300477159429022e-25,1.3177709707630633e-25,9.054178706154821e-21,4.893265410138621e-31,1.1254637034053928e-21,1.2565858544201437e-28,5.439971303700421e-19,1.1260213017548918e-35,5.795375314488291e-21,2.7733119327101067e-17,7.835627009287249e-25,2.3776357065531015e-13,5.1541688864467334e-14,7.1285260522671265e-28,1.7985182874286697e-12,1.4733482775518746e-29,2.4175761109723386e-14,1.3033632658288733e-19,2.0157025198460174e-24,3.822565072206286e-37,3.500064961920792e-28,3.300574737568765e-33,8.161093326383196e-30,8.380448443750981e-15,2.7117393015279777e-21
8.625286440945485e-09,0.4654321870323133,2.297482274700411e-16,7.633685745681933e-20,7.156089733107042e-20,5.632365982392599e-19,0.0,0.0,2.277486841199711e-12,1.3951289872176668e-18,2.5080062934181597e-21,6.090857794791003e-20,4.203815947271371e-21,1.3282103891874425e-45,7.525313246151241e-30,1.695840674268353e-19,2.9855424932594416e-17,2.5596373029137294e-18,2.5112850544434844e-35,1.2866158928699767e-39,1.316799743105901e-20,2.1085688587974456e-31,3.278182571579862e-19,9.095913728243692e-29,1.6162958932485182e-24,1.2062444188434102e-24,1.6018463908067094e-19,3.630615764877072e-23,7.284273489212378e-35,9.011736040889515e-37,1.184830744184276e-28,4.088542807358554e-30,1.0773699274597373e-21,5.184026925700481e-35,3.76,0.0,0.7920356172347716,0.9999869957783228,1.7561546337913424e-21,8.81151346055952e-15,1.6409582703279742e-08,1.6298011848522367e-08,1.115708507833599e-10,9.247860613156895e-19,1.3004219372180345e-05,1.389014997153566e-23,9.860180903009503e-28,9.103316154459407e-28,3.750655625590041e-27,2.5540446641112095e-18,1.5785268256402635e-19,7.495773983862801e-20,3.176664020162532e-20,5.41377941300843e-21,3.044139197198601e-25,6.3287518626531585e-21,1.62716078821799e-22,4.938917081932647e-25,1.4275528958341754e-25,9.737354045838234e-21,5.474603073937265e-31,1.2885247122177001e-21,1.5969508593691491e-28,5.72037721089793e-19,1.36649129662101e-35,6.4118781285426764e-21,2.91616603193251e-17,9.456335057840679e-25,2.4970765241633473e-13,5.691823103555272e-14,8.0169972998197e-28,1.8874899472835946e-12,1.571299792898289e-29,2.66856018628391e-14,1.401048069049262e-19,2.307645658694773e-24,4.614734914372588e-37,4.06069560163238e-28,4.028164671722263e-33,9.960054887358943e-30,8.812210390316797e-15,2.9983216665283966e-21
9.047858780594714e-09,0.4654321870997084,2.5247581492725344e-16,8.78401495451106e-20,8.224206367757382e-20,6.494311042455006e-19,0.0,0.0,2.391901959847071e-12,1.5364196775019754e-18,2.8284759873022117e-21,6.910142767459752e-20,4.775244153902472e-21,1.5678601727095593e-45,8.118338090793078e-30,1.8037010826528398e-19,3.135258844910145e-17,2.8248240794497744e-18,3.0022467312020086e-35,1.4828464030237258e-39,1.4493567198160076e-20,2.427930787840919e-31,3.357085053375138e-19,1.0500729634610801e-28,1.7788420351843605e-24,1.4426098232159516e-24,1.7282782331432727e-19,4.128029057508544e-23,8.422340933091334e-35,1.0612047984346624e-36,1.3644275409409475e-28,4.854804187626507e-30,1.2248928983156446e-21,6.261316487535427e-35,3.76,0.0,0.7920356164307196,0.9999869957782164,2.084889763017039e-21,9.243209629542754e-15,1.7213525358138267e-08,1.7099528055438077e-08,1.139972983523542e-10,9.965527460489537e-19,1.3004219361536366e-05,1.5296988059832038e-23,1.03613683626123e-27,9.829787397835892e-28,4.099003322569499e-27,2.8184821189979435e-18,1.6620539025791616e-19,8.072110781122984e-20,3.426742023163885e-20,6.147319792926237e-21,3.6369382281333805e-25,6.798516197302101e-21,1.7898898957157345e-22,5.625819605226828e-25,1.5379826946831961e-25,1.0417509271663167e-20,6.08987643548026e-31,1.464806531380817e-21,2.0054120397704592e-28,6.000798742457887e-19,1.6443699290535557e-35,7.059935750772992e-21,3.0590185356438916e-17,1.13041577882341e-24,2.6162241119660946e-13,6.255431513488972e-14,8.96462271248914e-28,1.9761120429399845e-12,1.6709623535071175e-29,2.9314799727691177e-14,1.499194374979132e-19,2.623240587179372e-24,5.5183013985213e-37,4.677289592287488e-28,4.869121432293007e-33,1.2039318660508756e-29,9.243975519842831e-15,3.2992952442272755e-21
9.470431120243943e-09,0.4654321871671034,2.7624388805521807e-16,1.0042220662235413e-19,9.391852702537131e-20,7.439333140722776e-19,0.0,0.0,2.506574592796932e-12,1.6846423800621528e-18,3.169687579861342e-21,7.784326200329852e-20,5.389610106745997e-21,1.8388603536945613e-45,8.721246110146862e-30,1.9104591759338274e-19,3.285287666213649e-17,3.1031586766673804e-18,3.558315414596078e-35,1.697875849920523e-39,1.5882934442409685e-20,2.7774058673195054e-31,3.4313655181010277e-19,1.2043344975401542e-28,1.9492002912062084e-24,1.710448466948602e-24,1.8569233706272984e-19,4.663551499999151e-23,9.67458220891965e-35,1.2404101717655496e-36,1.560992569695597e-28,5.715150118537727e-30,1.383702817206111e-21,7.51319264467654e-35,3.76,0.0,0.7920356156266677,0.9999869957780946,2.457227597369023e-21,9.674905812334085e-15,1.8017468012180875e-08,1.790120470975427e-08,1.1626329768989772e-10,1.0694103796372824e-18,1.300421936603831e-05,1.677270566989002e-23,1.086266274794833e-27,1.0580910091021706e-27,4.461173953152046e-27,3.096012566157429e-18,1.7455995489095178e-19,8.65648840214078e-20,3.6811104780723704e-20,6.93555992135314e-21,4.307789748321152e-25,7.28296792040322e-21,1.960313319802162e-22,6.36099934159254e-25,1.6487767297132237e-25,1.1092888946904212e-20,6.739181418130998e-31,1.6545475281637227e-21,2.491176776851493e-28,6.281235898206039e-19,1.9633297868220363e-35,7.7396027067511e-21,3.201869443862082e-17,1.3396787033677354e-24,2.7350791897722417e-13,6.844896909251288e-14,9.97197943107196e-28,2.0643860941407805e-12,1.7723409890154845e-29,3.206273545554757e-14,1.5975960194993126e-19,2.9629112855085474e-24,6.542017110717564e-37,5.352337876551414e-28,5.834464681452952e-33,1.4426135721546465e-29,9.675743819848997e-15,3.614659874191688e-21
9.999999999999999e-09,0.4654321873018935,3.07492870629189e-16,1.1778178024702593e-19,1.1002010054966573e-19,8.746601408381307e-19,0.0,0.0,2.6506447666270497e-12,1.8802063411953546e-18,3.626479960233003e-21,8.956651592208114e-20,6.221068006573215e-21,2.2268113156591898e-45,9.48926696177205e-30,2.042376912370901e-19,3.473743468054393e-17,3.470536305861372e-18,4.3544458631238976e-35,1.995155679008476e-39,1.7714196494992372e-20,3.2597945991209493e-31,3.5183436456312693e-19,1.4181012336695737e-28,2.173727930315708e-24,2.0941250052852727e-24,2.0209716975233217e-19,5.389436639574899e-23,1.1413840773235918e-34,1.4940042293613279e-36,1.832370378735082e-28,6.934840436972506e-30,1.59894117056492e-21,9.36065881455363e-35,3.76,0.0,0.7920356146190275,0.9999869957779347,2.9910054064822125e-21,1.0215908738277638e-14,1.9024971273175356e-08,1.890607857066934e-08,1.1889269726094476e-10,1.1620781693560254e-18,1.3004219378212798e-05,1.8719540883581454e-23,1.1491026862223634e-27,1.1556909223170059e-27,4.934459316385302e-27,3.4623040497038303e-18,1.8503235328813555e-19,9.398715071330354e-20,4.005354476708521e-20,8.001693416147381e-21,5.267347967367498e-25,7.910771769282593e-21,2.184740088490439e-22,7.349997349534996e-25,1.787751615842322e-25,1.1930176440128414e-20,7.601074126766901e-31,1.9116643461487683e-21,3.2242923957789846e-28,6.632702612797153e-19,2.4269329617896114e-35,8.636074276868316e-21,3.380888363130394e-17,1.6392442255750639e-24,2.88361683341379e-13,7.61997493804978e-14,1.1319522324051627e-27,2.1745223164480693e-12,1.901819598845533e-29,3.567315421597466e-14,1.7209873235271438e-19,3.423166355505083e-24,8.008213371380686e-37,6.284617097178929e-28,7.237499076277961e-33,1.7895166121531372e-29,1.0216841561010085e-14,4.0301936499778505e-21
1.03155757995424e-08,0.4654321873018935,3.268851573855472e-16,1.2900168666437404e-19,1.2042268149152514e-19,9.593412839070968e-19,0.0,0.0,2.736688548247321e-12,2.001945982325726e-18,3.914053494718455e-21,9.695442832968855e-20,6.749485023603265e-21,2.4856115232826816e-45,9.952840605771681e-30,2.119863258129515e-19,3.586277718780781e-17,3.699284264024869e-18,4.885003701263888e-35,2.187627657568166e-39,1.885313836421855e-20,3.571675645302689e-31,3.5671335827268283e-19,1.5567850796694181e-28,2.313365021596685e-24,2.3499368202268055e-24,2.1200922916481054e-19,5.851396704191156e-23,1.2544468023737731e-34,1.661429576997591e-36,2.0078573361840406e-28,7.7406928479213e-30,1.735907390005961e-21,1.0625829279373725e-34,3.76,0.0,0.7920356140185639,0.9999869957778275,3.3474549194759764e-21,1.0538298219459553e-14,1.9625353317818334e-08,1.950499761722611e-08,1.203556950331941e-10,1.2179396402319475e-18,1.3004219397144545e-05,1.9931336623985148e-23,1.1865545410999101e-27,1.2156813618410134e-27,5.226717385849244e-27,3.690362887716726e-18,1.9127416967137e-19,9.845576048524777e-20,4.2011994229378636e-20,8.678898062927258e-21,5.906286938894413e-25,8.295805456163519e-21,2.3242127319562847e-22,7.974823219451414e-25,1.8704666440319346e-25,1.2423296731281457e-20,8.140230833380061e-31,2.0752556633662067e-21,3.7348801840973443e-28,6.842157081569727e-19,2.7399746929379525e-35,9.193981287839101e-21,3.4875664738901804e-17,1.8388579295994047e-24,2.9719146858050073e-13,8.101011870636291e-14,1.2167907954425876e-27,2.239896108593109e-12,1.9802667547572865e-29,3.7912357529871696e-14,1.7944292069189023e-19,3.715987932978967e-24,8.98562647537657e-37,6.887649971432348e-28,8.18476813541092e-33,2.023732202768321e-29,1.0539289881651905e-14,4.288561649199268e-21
1.1160720478840857e-08,0.46543218743668346,3.8163950408219205e-16,1.6243004700505438e-19,1.5140082265656808e-19,1.2124066664645996e-18,0.0,0.0,2.9678210412999966e-12,2.347163533530448e-18,4.740240856579346e-21,1.1819220731873725e-19,8.28744718626987e-21,3.2907223390848496e-45,1.1212950695187421e-29,2.322695183820281e-19,3.8885027071114775e-17,4.348037431895966e-18,6.530455605077748e-35,2.7624204437559012e-39,2.2078749113073652e-20,4.50120567126588e-31,3.6874770158277525e-19,1.9721208977997262e-28,2.7088131112474274e-24,3.143837825900337e-24,2.3899561676549634e-19,7.198558531637234e-23,1.59400246154272e-34,2.1745641844517736e-36,2.5310162402229485e-28,1.0209692489533967e-29,2.1352709975210588e-21,1.4708455665442594e-34,3.76,0.0,0.7920356124104602,0.9999869957776142,4.457761705955102e-21,1.1401690682171708e-14,2.123323862019212e-08,2.1109313852852455e-08,1.2392476089972146e-10,1.3695338638674051e-18,1.3004219372972132e-05,2.33671531648148e-23,1.2868779555951365e-27,1.3830469746336206e-27,6.0468187070049645e-27,4.3371148294102015e-18,2.0799443992152128e-19,1.1056110993544752e-19,4.734143965290907e-20,1.0648467357375356e-20,7.885533089884762e-25,9.367007319555522e-21,2.7187992722935325e-22,9.776580439993318e-25,2.0909000816608788e-25,1.3718314642024305e-20,9.678369449510831e-31,2.5521538347452913e-21,5.415556592560402e-28,7.403140759594287e-19,3.7289546429655316e-35,1.077544435398169e-20,3.7732571221593924e-17,2.457829483471446e-24,3.2075887354701065e-13,9.459398471900853e-14,1.4608320584181081e-27,2.414032014725215e-12,2.195117869264282e-29,4.422957004391617e-14,1.99023687329335e-19,4.569546476324063e-24,1.2018301384739107e-36,8.686116732250136e-28,1.1176695893906819e-32,2.763504758151697e-29,1.1402848476963956e-14,5.020025708143129e-21
1.2005865158139314e-08,0.4654321875714735,4.4047461856028353e-16,2.0105687199496967e-19,1.8717539164026685e-19,1.5060522445746508e-18,0.0,0.0,3.199964470025517e-12,2.720417849257492e-18,5.6470031678696675e-21,1.4149238520661511e-19,1.0006562802844955e-20,4.277681106202345e-45,1.2495300874628126e-29,2.5179498854628943e-19,4.1919527734428967e-17,5.049437977264143e-18,8.534653326209964e-35,3.428734493795478e-39,2.5559886255137243e-20,5.575613555740233e-31,3.7941579714088214e-19,2.4555234457274333e-28,3.1355664364704003e-24,4.1117586679437094e-24,2.665299429483279e-19,8.708666899460066e-23,1.99078713416781e-34,2.790372927474235e-36,3.1359518330794047e-28,1.3165370386862673e-29,2.582849496345757e-21,1.997475655484073e-34,3.76,0.0,0.7920356108023564,0.9999869957774064,5.8213624312371605e-21,1.226508320070441e-14,2.2841123919302214e-08,2.271408648473511e-08,1.2703742718858048e-10,1.5234653899427843e-18,1.3004219341889245e-05,2.708126038975743e-23,1.387232237711091e-27,1.5601364368928972e-27,6.921090896884264e-27,5.036285144481999e-18,2.247199888429971e-19,1.2282112282798245e-19,5.2775211331355153e-20,1.2847730227784374e-20,1.0292242027900594e-24,1.0496315067306216e-20,3.1440149386763374e-22,1.176104717919106e-24,2.3087196385505913e-25,1.4970180993773342e-20,1.1354113666283164e-30,3.086469145164776e-21,7.632008977864128e-28,7.964186930884597e-19,4.965272658953555e-35,1.2484417851608118e-20,4.058941388812286e-17,3.2115687512863245e-24,3.4421070339041613e-13,1.0919293650317711e-13,1.7296067377242276e-27,2.586805730528101e-12,2.4169354005135696e-29,5.100951929755099e-14,2.183939204237899e-19,5.525760393955722e-24,1.571453986092447e-36,1.0766873847609864e-27,1.4915296345882555e-32,3.687913518190038e-29,1.2266419507878889e-14,5.809050767659462e-21
1.2851009837437771e-08,0.4654321877062634,5.033584165698303e-16,2.4522689148306467e-19,2.28063948931427e-19,1.8431776475828216e-18,0.0,0.0,3.4331112962640073e-12,3.1218308288308454e-18,6.632814878814513e-21,1.6678002311970178e-19,1.190908133425454e-20,5.4710090889667187e-45,1.379438666314435e-29,2.704915331900343e-19,4.496618145371506e-17,5.8035026069790354e-18,1.0938271069764916e-34,4.192981376927021e-39,2.9296651591923055e-20,6.804310677195048e-31,3.8887364457926225e-19,3.01217774474963e-28,3.593645736282947e-24,5.2736979176269554e-24,2.945065041467485e-19,1.0384674295088776e-22,2.449514984132896e-34,3.51960640113084e-36,3.828039955445655e-28,1.6649411175435186e-29,3.0794970051132356e-21,2.6667034345233884e-34,3.76,0.0,0.7920356091942526,0.999986995777153,7.473743507078257e-21,1.3128475775289614e-14,2.444900921514861e-08,2.4319257134277764e-08,1.2975207249686751e-10,1.6791046486961843e-18,1.3004219354791214e-05,3.107475955406383e-23,1.4876136819890905e-27,1.7469013305406307e-27,7.849203052928895e-27,5.78788844519001e-18,2.414501388171003e-19,1.351842375214776e-19,5.829225935808756e-20,1.5279101922625358e-20,1.3173710993436137e-24,1.1683469322619083e-20,3.5998036157326575e-22,1.3921928505441505e-24,2.522874990284583e-25,1.617321943321759e-20,1.3167891482705908e-30,3.6791869721482226e-21,1.0494505447399203e-27,8.525295594045218e-19,6.486368011731212e-35,1.4321323230942055e-20,4.3446192739914157e-17,4.115298058643262e-24,3.675475248313248e-13,1.2479940740896066e-13,2.02334493887572e-27,2.7582290688301122e-12,2.6457606718227103e-29,5.824739554197344e-14,2.3746550815456705e-19,6.586370266186659e-24,2.0150264142732793e-36,1.3148712517058537e-27,1.951291177890872e-32,4.824746925789137e-29,1.3130002877338263e-14,6.655635544428372e-21
1.3696154516736228e-08,0.46543218784105334,5.70259041750445e-16,2.9528025208521195e-19,2.743792982636323e-19,2.2266595651980858e-18,0.0,0.0,3.667254045076759e-12,3.551523462953575e-18,7.695957160934361e-21,1.9397245405519687e-19,1.3996543209454958e-20,6.89606636807071e-45,1.5105386525831752e-29,2.8831217812935806e-19,4.802489135126107e-17,6.6102453508849856e-18,1.3782515098085007e-34,5.061504288927768e-39,3.328913141593138e-20,8.196505869085685e-31,3.9725932272071177e-19,3.6472721576783823e-28,4.083070625536103e-24,6.649969493328956e-24,3.2283345380584117e-19,1.222894283111902e-22,2.9749520632826798e-34,4.373176513900956e-36,4.612551640244185e-28,2.0701786678798136e-29,3.625891859230119e-21,3.5057603518752785e-34,3.76,0.0,0.7920356075861489,0.9999869957768899,9.452643562319417e-21,1.3991868406157396e-14,2.6056894507731294e-08,2.5924774900615196e-08,1.3211959769048322e-10,1.83590775007127e-18,1.3004219376254985e-05,3.5348749264964183e-23,1.588019066486766e-27,1.9432953600595586e-27,8.83086407094371e-27,6.591937467320124e-18,2.5818430272951666e-19,1.476060920010221e-19,6.387431290207757e-20,1.794409330392894e-20,1.657762405750948e-24,1.292821008737581e-20,4.0861111884847167e-22,1.6252144296063549e-24,2.7325731249437945e-25,1.7323484646259087e-20,1.5120053505702345e-30,4.3310822671768486e-21,1.412488424472975e-27,9.086466747680461e-19,8.332077610556368e-35,1.628657748530166e-20,4.6302907778393163e-17,5.184425832167375e-24,3.907699018113124e-13,1.4140589421383865e-13,2.3422334071448837e-27,2.9283137382218983e-12,2.8816352278410144e-29,6.593843259176435e-14,2.5616741129377735e-19,7.752740020527981e-24,2.5402529439071044e-36,1.5850084074314648e-27,2.508904624093649e-32,6.203567211037017e-29,1.3993598489124058e-14,7.559778755173842e-21
1.4541299196034685e-08,0.4654321879758432,6.411448674625924e-16,3.5155275947662883e-19,3.264295988226047e-19,2.6593519557394754e-18,0.0,0.0,3.9023853041980705e-12,4.00961584134183e-18,8.834590229385462e-21,2.229818262809578e-19,1.6269875783005834e-20,8.578862560838313e-45,1.6424082415796933e-29,3.052297579885013e-19,5.109556138837914e-17,7.469677935589397e-18,1.710898206270869e-34,6.040578609794838e-39,3.753739852091834e-20,9.761209154786989e-31,4.046950593483612e-19,4.365998203433955e-28,4.603859608028106e-24,8.261135108420603e-24,3.5143102306930825e-19,1.4243321822015913e-22,3.571915968858937e-34,5.3621295293941416e-36,5.494654996686397e-28,2.536062346998162e-29,4.222559739531677e-21,4.545014972875629e-34,3.76,0.0,0.7920356059780451,0.9999869957766516,1.179803191600889e-20,1.4855261093535976e-14,2.766477979705023e-08,2.75305954019573e-08,1.3418438456012964e-10,1.993405422742257e-18,1.300421937098345e-05,3.990432654813279e-23,1.688445604305935e-27,2.149273694287227e-27,9.865810209382828e-27,7.448443313616325e-18,2.749219694687742e-19,1.6004858974027783e-19,6.950552303908304e-20,2.0843437923991607e-20,2.0551879010897564e-24,1.4230277019228965e-20,4.602885638773424e-22,1.8744072251819535e-24,2.9372349210423447e-25,1.8418453423744208e-20,1.7210883384854457e-30,5.042747443840373e-21,1.865661886079967e-27,9.647700390394467e-19,1.0544601253904196e-34,1.8380593190388965e-20,4.9159559004985205e-17,6.4344926918339935e-24,4.138783955069347e-13,1.590049565729148e-13,2.686425478001137e-27,3.0970713439808795e-12,3.1246007800133756e-29,7.407790743713317e-14,2.7444318380500885e-19,9.025907042427122e-24,3.154926556090847e-36,1.88891045941429e-27,3.1770234055810323e-32,7.855678173792592e-29,1.4857206247851233e-14,8.521479116663595e-21
