Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH3CHF2(1),O2(2),H2O(3),CH4(4),HF(38),CH2CHF(56),C2H3F(124),C2H3F(139),O2(143),S(285),S(141),S(377),S(145),CHFO(47),S(284),CH2CF(70),C2H2F(71),CH2CFO(79),CH2F(46),C2H4F(63),C2H4F(62),C1OO1(734),CH2O2(778),CHO2(166),C2H2O(133),S(338),S(376),CH2F2(41),C2H2O(373),CH3O2(183),CHF2(81),S(1537),C2H3F2(64),CH2CF2(57),CH3F(39),C2H3F2(65),S(140),S(2988),F(37),C2HF(58),C2HF(3940),CF2CH(73),C2HF2(72),S(3117),CF2(43),CF2O(49)
0.00010940626248123429,0.46544963236987935,1.0071677207687253e-12,6.730065141010551e-14,4.5961479308031787e-14,7.58984521567068e-11,0.0,0.0,5.626656319005144e-08,4.3722068944156115e-10,2.2279051195527555e-12,7.144321284349654e-15,1.9904326224164387e-17,-1.2408447021366788e-29,1.256745681962293e-28,5.71432781551057e-19,2.591221606450365e-13,4.401303010447135e-10,9.319249870366426e-25,6.179883911819288e-28,2.129477289176247e-12,4.75647647333353e-22,4.635557041760541e-19,1.2186033979164656e-18,8.762361465480914e-19,8.325774813843383e-15,3.9391506345648555e-18,3.137674841963599e-17,1.130190030759617e-22,4.945689142880069e-26,4.189268550367326e-21,2.370643723503105e-22,1.4719482644848565e-17,3.215843132499158e-21,3.76,0.0,0.7918274870696134,0.9999869385792387,2.52323742577137e-11,1.1218531755037064e-10,0.00020811775267854155,0.000208117157048339,1.4822826130019484e-10,1.3574316288199183e-17,1.3004218621170627e-05,6.789293429701176e-13,1.96427330475745e-22,3.6605739873876365e-21,2.645548086807775e-20,4.37925680811594e-10,2.169442954729952e-15,1.7260191897607516e-17,9.641080587991461e-17,1.005064544554797e-14,1.0250452844185241e-15,1.901010141334394e-14,1.1174728699318328e-14,1.0520879716932635e-21,1.8778546807971363e-23,3.578237875890079e-20,1.0187629321807059e-22,5.306697365438178e-14,3.3820746191215657e-16,3.1640116789622e-14,1.7138471045857952e-25,1.44130190857606e-14,1.2083665183659688e-13,4.159017713310157e-15,5.134151741172439e-12,2.8627945748240602e-08,8.392361742522572e-17,3.806062863087819e-11,1.0754926161614553e-21,4.502206423159371e-11,6.957497354718545e-19,1.2752318101264945e-16,9.093723125596603e-26,8.936254383996562e-21,2.127328203405387e-22,4.794986317423725e-18,1.120980289456702e-10,2.2629987249632387e-13
0.00011319081467487385,0.4654502358000796,1.0197139590448274e-12,6.817459457806309e-14,4.7790702230057687e-14,7.913673325086118e-11,0.0,0.0,5.821620762185679e-08,4.679338108306859e-10,2.4665771607932406e-12,7.403112027076016e-15,2.1021243841107828e-17,-2.3030981022275264e-29,1.2349664948954726e-28,5.76120629194154e-19,2.614053520221478e-13,4.711043901050675e-10,1.0114661915543293e-24,6.204058926457782e-28,2.2793436210751422e-12,5.091347865349075e-22,4.635801539977963e-19,1.2839624084902596e-18,8.870456352484437e-19,8.998162180764325e-15,3.93952023506403e-18,3.2531162335188994e-17,1.2039056122661399e-22,5.055266827631888e-26,4.547812052413743e-21,2.6025935242312996e-22,1.4722669552613745e-17,3.545034274181498e-21,3.76,0.0,0.7918202878807143,0.999986936567067,2.675427332045785e-11,1.1607269980382484e-10,0.00021531592772250724,0.00021531530050022756,1.4822692366503848e-10,1.3574521982146934e-17,1.3004218594931941e-05,7.518037559681089e-13,2.1650908661310043e-22,3.918221619471958e-21,2.848018194765763e-20,4.686642963413156e-10,2.2444749334049823e-15,1.82978154284542e-17,1.0066827304953487e-16,1.0779828314518993e-14,1.1028165338220359e-15,2.0280507046008918e-14,1.1946623556114689e-14,1.0558989538120173e-21,1.8848904534241962e-23,3.607511543820293e-20,1.0905122626065635e-22,5.704458469854134e-14,3.641245924081731e-16,3.307766160477808e-14,1.899930053430989e-25,1.454306803931454e-14,1.215104765504672e-13,4.471419779099877e-15,5.135135144416452e-12,2.9638191845723542e-08,9.214473015719889e-17,3.810863619061851e-11,1.1517843878164296e-21,4.5078839040516343e-11,6.959062351026043e-19,1.3721172320543514e-16,9.842329499668351e-26,9.344211206772691e-21,2.2284937343983494e-22,5.167479587407644e-18,1.1597531650770162e-10,2.374084568966452e-13
0.0001169753668685134,0.46545083922480035,1.0322667446425315e-12,6.904985758051548e-14,4.967139079607038e-14,8.241508288109807e-11,0.0,0.0,6.01658867710006e-08,4.996821339752061e-10,2.7217051554719308e-12,7.662875662703316e-15,2.2176514676398736e-17,-1.6059031872336682e-30,1.2894362477184165e-28,5.729247697438193e-19,2.635330965083003e-13,5.031314852169279e-10,1.0952460657916708e-24,8.143530699011977e-28,2.4343053772568412e-12,5.437606938094644e-22,4.635595196345928e-19,1.3501056412692077e-18,8.974537069749089e-19,9.705570157843648e-15,3.939919855347927e-18,3.369242071524715e-17,1.2788744837101525e-22,5.160017396037666e-26,4.927562065111577e-21,2.4565807411568064e-22,1.4725993268197352e-17,3.898820774957928e-21,3.76,0.0,0.7918130887561142,0.9999869345527392,2.8336387595450236e-11,1.199602342922403e-10,0.00022251403733624582,0.00022251337743685358,1.4822558604355345e-10,1.3574716905079854e-17,1.3004218568848716e-05,8.297133949078273e-13,2.2774989365321085e-22,4.154838110363958e-21,2.998494897736877e-20,5.004397330626505e-10,2.319506023871966e-15,1.9345301312478672e-17,1.0498040135596529e-16,1.1538240918357366e-14,1.1838299452100026e-15,2.159116898295224e-14,1.274356828327556e-14,1.0598582256887292e-21,1.8914805077969834e-23,3.587978749843799e-20,1.1646743197179815e-22,6.11832060216709e-14,3.9113330755433147e-16,3.452146428887411e-14,1.7516036780107008e-25,1.4664220983123464e-14,1.221201826779155e-13,4.7964908431476905e-15,5.1361151724655075e-12,3.0649590588597056e-08,1.0090190334829547e-16,3.815678773993503e-11,1.2280798831305871e-21,4.5135654245734355e-11,6.959810994448625e-19,1.4730578691504015e-16,1.0624808979347948e-25,9.756723822216053e-21,2.331386836888485e-22,5.55616608371289e-18,1.1985257233655572e-10,2.485869461948889e-13
0.0001245444712557925,0.4654520460578045,1.0573907951694757e-12,7.080424430989338e-14,5.358748189352e-14,8.909206459534568e-11,0.0,0.0,6.406535491724069e-08,5.662816161338615e-10,3.2835135562140284e-12,8.185361129125347e-15,2.460227744692688e-17,6.658410061288072e-32,1.3103689602500124e-28,5.771209065290999e-19,2.6737049116748743e-13,5.703446376655389e-10,1.276039081115316e-24,9.034236689029526e-28,2.7595150219472947e-12,6.164298518448942e-22,4.635783204765596e-19,1.4846194892470874e-18,9.169379993275138e-19,1.122975787512694e-14,3.940738898898161e-18,3.603636071403161e-17,1.4322869920107676e-22,5.356363058041183e-26,5.763374050106338e-21,2.6697109865747925e-22,1.4733075753395604e-17,4.685374232966793e-21,3.76,0.0,0.7917986906998015,0.9999869305176096,3.1687950737916103e-11,1.2773571296049922e-10,0.00023691006027754802,0.00023690933176599826,1.4822291083511404e-10,1.3575119808763745e-17,1.300421851635288e-05,1.001310436931154e-12,2.665737279544373e-22,4.6937249210452266e-21,3.400320358681858e-20,5.670988742327844e-10,2.4695655402753697e-15,2.1562293148225238e-17,1.138039929939782e-16,1.3143345711395392e-14,1.3556821600286327e-15,2.433600065344708e-14,1.4415332221109862e-14,1.0679033151972683e-21,1.9058231200392908e-23,3.6144082373354257e-20,1.3203805610696833e-22,6.9949951675929e-14,4.484592304755852e-16,3.7425651415040244e-14,1.908248724749779e-25,1.4882595944172842e-14,1.2316962090443904e-13,5.485153247809527e-15,5.138117284864247e-12,3.2675852892894454e-08,1.2010097456579419e-16,3.825318766047251e-11,1.3917856954914492e-21,4.524954382403705e-11,6.962552548638642e-19,1.687309283031657e-16,1.2293157406478122e-25,1.0604727827320845e-20,2.5423461483980653e-22,6.383044445107524e-18,1.2760698725081658e-10,2.7113507758086685e-13
0.00013211357564307162,0.46545325286889283,1.0825396197905913e-12,7.256385266027684e-14,5.770967089002867e-14,9.59295506724022e-11,0.0,0.0,6.796497874263427e-08,6.370136028725615e-10,3.917698236404708e-12,8.711928902291418e-15,2.718179261375011e-17,1.2199991494869032e-29,1.316892886839651e-28,5.816745833566818e-19,2.7072734536577215e-13,6.417696466351902e-10,1.475321722290728e-24,1.0609827992121407e-27,3.1051059422032996e-12,6.9365492913978885e-22,4.635997905631335e-19,1.6219022687096709e-18,9.348804309325076e-19,1.2907042327098391e-14,3.941605954553742e-18,3.841034888165046e-17,1.5898820458535822e-22,5.537497108290985e-26,6.7029330513966985e-21,2.9030847270808583e-22,1.474075159573713e-17,5.586056794479784e-21,3.76,0.0,0.791784292900657,0.9999869264738366,3.530043957709523e-11,1.3551166318604209e-10,0.0002513058215114598,0.0002513050200391434,1.482202356753266e-10,1.3575523991049739e-17,1.3004218463742554e-05,1.1950645789770092e-12,3.099527398896912e-22,5.26831017905112e-21,3.833021266110854e-20,6.378987141325098e-10,2.6196215040170315e-15,2.3908481556417213e-17,1.228819566039654e-16,1.4867290565897202e-14,1.5407960932760023e-15,2.7245018649331046e-14,1.6190443650976584e-14,1.076246373851715e-21,1.9207165218360177e-23,3.6431501739486713e-20,1.4858756071715855e-22,7.9380179069765e-14,5.102515268942409e-16,4.034847632648096e-14,2.0745243451959315e-25,1.50734583182799e-14,1.24027872960398e-13,6.2260260177540024e-15,5.1401664339204816e-12,3.4706746142879224e-08,1.4167443863778435e-16,3.8349818344773403e-11,1.5657843978203566e-21,4.536373263322573e-11,6.965500528728311e-19,1.918396356621777e-16,1.4102309030067907e-25,1.1480640024331354e-20,2.7602624557287908e-22,7.277492594626258e-18,1.353612705953967e-10,2.939088180542043e-13
0.00013968268003035074,0.46545445965806664,1.1077134659556976e-12,7.432868206807586e-14,6.203780785096798e-14,1.02927694667425e-10,0.0,0.0,7.186476935907309e-08,7.118725808035358e-10,4.628623059596913e-12,9.242728727980391e-15,2.991524339383687e-17,9.826960357537492e-31,1.3230118299710309e-28,5.863764209733197e-19,2.7368293539836916e-13,7.174064007764762e-10,1.6940773443640098e-24,1.2220052142512268e-27,3.4710778569786225e-12,7.7543594334762555e-22,4.636221533835152e-19,1.7617486659100022e-18,9.515825034656527e-19,1.4746428010285424e-14,3.942524983475093e-18,4.081616602869828e-17,1.7511891309126205e-22,5.705991355112023e-26,7.752762384305919e-21,3.1437635546450264e-22,1.4749041274100544e-17,6.611990695350125e-21,3.76,0.0,0.7917698953586626,0.999986922421408,3.918722217831228e-11,1.4328800893836293e-10,0.00026570132104698817,0.00026570044225966,1.4821756056422247e-10,1.3575928042166117e-17,1.3004218411019684e-05,1.4123197111004896e-12,3.5803353140256343e-22,5.8784884624911516e-21,4.296486524071366e-20,7.128348677324839e-10,2.7696739151765104e-15,2.638198069724639e-17,1.322129192540082e-16,1.6711258993702952e-14,1.7393524766592911e-15,3.0317906410895976e-14,1.8068580952425413e-14,1.0848908162050676e-21,1.9361463566635744e-23,3.672830846018515e-20,1.6611636867241316e-22,8.948669523260046e-14,5.765718430369293e-16,4.328648606694649e-14,2.2467034716778317e-25,1.5241337886081328e-14,1.2473019858689966e-13,7.02011759861972e-15,5.142256053539417e-12,3.6742283829509384e-08,1.6577784163232767e-16,3.844669988890949e-11,1.750048888974354e-21,4.5478215171644486e-11,6.968622293455138e-19,2.1667297963808145e-16,1.6055808106310194e-25,1.238421520350708e-20,2.985195064127012e-22,8.241388418038631e-18,1.4311541927704547e-10,3.1687961698322975e-13
0.00014725178441762985,0.46545566642532715,1.1329123896981748e-12,7.609874183454575e-14,6.65717513229365e-14,1.1008665051664284e-10,0.0,0.0,7.576473788938742e-08,7.908530571564676e-10,5.420647616632006e-12,9.777910805765276e-15,3.2802813481428425e-17,-2.6959952569583385e-32,1.3300777169141687e-28,5.912425598348035e-19,2.763041018159885e-13,7.972547891076217e-10,1.9333397932753997e-24,1.3897826715371584e-27,3.857430485225091e-12,8.6177286430788e-22,4.636455602478952e-19,1.9039884711679465e-18,9.672501398461729e-19,1.6757233228971897e-14,3.9434957368463214e-18,4.325559303978188e-17,1.9158091439996156e-22,5.864155905484592e-26,8.9195097608175e-21,3.3927844052396874e-22,1.47579663386388e-17,7.77489886500133e-21,3.76,0.0,0.7917554980738001,0.9999869183603102,4.336165709647365e-11,1.5106468721519183e-10,0.0002800965588931357,0.00028009559843091773,1.4821488550179593e-10,1.3576332074711142e-17,1.3004218358184076e-05,1.6544195000185793e-12,4.110746783336413e-22,6.524680036114476e-21,4.791544915980331e-20,7.919029553889521e-10,2.919722773833726e-15,2.898340726381998e-17,1.417972156507723e-16,1.867630106636968e-14,1.9515198465691747e-15,3.355468688473479e-14,2.0049763081639485e-14,1.093837839881916e-21,1.9521162314786326e-23,3.703552425231258e-20,1.84624962434425e-22,1.002821368738464e-13,6.474775977680511e-16,4.623688614684668e-14,2.424826963251902e-25,1.5390053523534543e-14,1.2530513402052134e-13,7.868423094027015e-15,5.144386306070578e-12,3.87824794681716e-08,1.92568645640226e-16,3.854383151907645e-11,1.9445831837065144e-21,4.559299258624906e-11,6.971925948861389e-19,2.4327206762826487e-16,1.8157202204969522e-25,1.3315713272822897e-20,3.2172018173378213e-22,9.276615805124865e-18,1.508694302027841e-10,3.4002498894796785e-13
0.00016238999319218809,0.46545807989411364,1.1833856419817399e-12,7.965459667204555e-14,7.625639734424618e-14,1.2488761580029214e-10,0.0,0.0,8.356525317848292e-08,9.61156671247339e-10,7.265405622027222e-12,1.086202730167525e-14,3.9041045570280015e-17,-2.636897901467864e-32,1.343786871675212e-28,6.0146820257123465e-19,2.8074677003305734e-13,9.69586026294649e-10,2.477718910629725e-24,1.7943482835971895e-27,4.691276757925598e-12,1.0481142860758968e-21,4.636955141425101e-19,2.1951483533265767e-18,9.96102579100809e-19,2.1332471491535395e-14,3.94559217602228e-18,4.8242401314855677e-17,2.253779187888807e-22,6.156952864631115e-26,1.1630053201285605e-20,3.915933984912788e-22,1.477780818519426e-17,1.0562525137279052e-20,3.76,0.0,0.791726704275398,0.999986910212056,5.262684376833442e-11,1.6661885650772307e-10,0.00030888624955326534,0.0003088851126391292,1.4820953552296216e-10,1.3577140124855182e-17,1.3004218252173984e-05,2.2185262961378926e-12,5.330696988240721e-22,7.926702380498603e-21,5.879604335917222e-20,9.62417449873244e-10,3.21980983396161e-15,3.4571761272738975e-17,1.6172677507686708e-16,2.297315210738977e-14,2.4172989773598642e-15,4.0520023595465744e-14,2.432134263810004e-14,1.1126452514861336e-21,1.9856859952898255e-23,3.7681282791640195e-20,2.2458354677627567e-22,1.2398924591940314e-13,8.032533796145578e-16,5.216687843865106e-14,2.799011734324844e-25,1.56416240061021e-14,1.2615431386509286e-13,9.731569664806878e-15,5.148769424044133e-12,4.2876898745184417e-08,2.548539376225458e-16,3.87388445235432e-11,2.3644760395349526e-21,4.5823432840642615e-11,6.979097333400121e-19,3.0193217137878057e-16,2.2817887764083333e-25,1.5263419836768836e-20,3.702671136386328e-22,1.1568644491440426e-17,1.6637702641461735e-10,3.8677897792704555e-13
0.00017752820196674632,0.4654604932752624,1.2339597791389646e-12,8.323149767324009e-14,8.67622351794829e-14,1.4033368447000927e-10,0.0,0.0,9.136661354792918e-08,1.1478808987445707e-09,9.486766034324874e-12,1.1965493742329016e-14,4.589795787424776e-17,2.2345201234927052e-33,1.357670322692039e-28,6.1235665257828e-19,2.8442392727841317e-13,1.1587624752450469e-09,3.1174126835840878e-24,2.269931267482092e-27,5.606642511881417e-12,1.2526789557610938e-21,4.637496837268874e-19,2.4944986455064475e-18,1.0226100280489991e-18,2.671335446995728e-14,3.947895239836577e-18,5.338502421636629e-17,2.601647274518824e-22,6.429962240931967e-26,1.4887082741526777e-20,4.47278554759894e-22,1.4800447780082474e-17,1.4054238866296602e-20,3.76,0.0,0.7916979115053048,0.9999869020289707,6.320264372926703e-11,1.8217384256201824e-10,0.00033767489356377727,0.00033767356269071935,1.4820418573879757e-10,1.357794814581307e-17,1.300421814571094e-05,2.8981303283306763e-12,6.78000869133263e-22,9.47756782966175e-21,7.103524166505652e-20,1.1494072628203997e-09,3.519882685040675e-15,4.0676901600084544e-17,1.826724379624182e-16,2.7764553060231957e-14,2.9393177976613964e-15,4.8141162030182755e-14,2.90052777237699e-14,1.1326797396042262e-21,2.0214456086363693e-23,3.8369108854966285e-20,2.6846749288175477e-22,1.50599463061054e-13,9.779814544737242e-16,5.812427388191112e-14,3.19728543415398e-25,1.584922303410582e-14,1.2672021051610033e-13,1.182317912016473e-14,5.153315730125979e-12,4.699011230226461e-08,3.2982250507268815e-16,3.893485879859657e-11,2.825493295998513e-21,4.605505526407651e-11,6.987052115335415e-19,3.68149576989273e-16,2.8112810761939702e-25,1.7325606852106867e-20,4.217139122313251e-22,1.416877659473844e-17,1.8188403448639284e-10,4.340662209273615e-13
0.00019266641074130455,0.4654629065687836,1.284635207057594e-12,8.682952295590401e-14,9.808776214743172e-14,1.564260994681357e-10,0.0,0.0,9.91689078483901e-08,1.3509825069644498e-09,1.2119456446398341e-11,1.3089536341916775e-14,5.337502031462973e-17,-3.636423913154123e-35,1.371876396337484e-28,6.239139229486971e-19,2.8760411202166565e-13,1.3647832559545561e-09,3.861942888985352e-24,2.8221920713293957e-27,6.603525498638948e-12,1.4754666308394839e-21,4.638081066341835e-19,2.8014544301716978e-18,1.0476498743873908e-18,3.2985288178912754e-14,3.9504049432524904e-18,5.869771528806018e-17,2.957945124595814e-22,6.6943499836514e-26,1.8742808032485804e-20,5.063632120491549e-22,1.4826055192253104e-17,1.8364470330635066e-20,3.76,0.0,0.7916691197633747,0.9999868938109504,7.519550630037129e-11,1.9772942346887033e-10,0.0003664624909965273,0.00036646094861261656,1.4819883614927437e-10,1.3578756136051628e-17,1.3004218038793586e-05,3.703974034803793e-12,8.479307565502496e-22,1.1180459990458159e-20,8.469613415657635e-20,1.3528375402198895e-09,3.8199413277105656e-15,4.730218345513016e-17,2.0463601179305346e-16,3.305621803122237e-14,3.5186604146658016e-15,5.641824144813199e-14,3.410166407923653e-14,1.1539524784313559e-21,2.0594150097295292e-23,3.909937929856242e-20,3.16281238757274e-22,1.802083169072818e-13,1.1720297493005213e-15,6.409955582184806e-14,3.6198564567824496e-25,1.602818520453022e-14,1.2710000954432087e-13,1.4150773386741125e-14,5.158024949285326e-12,5.112222857937534e-08,4.1879040440673575e-16,3.913187556514107e-11,3.3276662286879276e-21,4.628786123638665e-11,6.995827782556194e-19,4.4225453138287234e-16,3.4070468961133473e-25,1.9504131828036936e-20,4.761078556865447e-22,1.7092311941251655e-17,1.9739042967194436e-10,4.818251073523774e-13
0.00020780461951586278,0.46546531977468736,1.3354123280203858e-12,9.044874981892033e-14,1.1023138628744823e-13,1.7316610888110248e-10,0.0,0.0,1.0697222479702147e-07,1.5704185893705875e-09,1.519813523838395e-11,1.4235392689329603e-14,6.147370368911905e-17,6.356772311284196e-35,1.386522576884295e-28,6.361460914573519e-19,2.904783476194166e-13,1.5876474906953704e-09,4.721442454624048e-24,3.4571450749461596e-27,7.68192346971311e-12,1.7164770685746093e-21,4.6387082118974e-19,3.115668207529216e-18,1.0718506215884671e-18,4.0238692742157155e-14,3.953121292568604e-18,6.419473153444606e-17,3.3217524422303706e-22,6.958570216864722e-26,2.324918150760961e-20,5.688772186477874e-22,1.4854799994315948e-17,2.3617138792891136e-20,3.76,0.0,0.791640329049462,0.9999868855578913,8.871166489332028e-11,2.1328546091968676e-10,0.00039524904192329705,0.0003952472704317362,1.4819348675436488e-10,1.3579564096121628e-17,1.3004217931420581e-05,4.646797036414652e-12,1.0449214229991066e-21,1.3038554978517203e-20,9.984162351911515e-20,1.5726735117040678e-09,4.119985762610614e-15,5.4450965258532966e-17,2.2761932445581245e-16,3.8853110436626757e-14,4.15633118590882e-15,6.535141671418472e-14,3.9610607547845344e-14,1.1764746857220186e-21,2.0996142187911662e-23,3.987247530244931e-20,3.680294922339437e-22,2.1290887234877487e-13,1.3857386416919808e-15,7.008660519813497e-14,4.066934261170714e-25,1.6189414150729332e-14,1.2735620214897502e-13,1.6721680138894024e-14,5.1628967991444795e-12,5.527335609064645e-08,5.230969101261381e-16,3.9329895610639255e-11,3.871027036646501e-21,4.6521851704631905e-11,7.005461728208895e-19,5.245779297911021e-16,4.071941585485338e-25,2.180086709796693e-20,5.334966003985729e-22,2.0354657541007008e-17,2.128961872223605e-10,5.300253276972056e-13
0.00022294282829042101,0.46546773289298393,1.3862915411475016e-12,9.408925507347682e-14,1.2319146357750624e-13,1.9055496586286215e-10,0.0,0.0,1.1477665294216803e-07,1.8061465628155495e-09,1.8757391775082546e-11,1.5404311743535923e-14,7.019547970667129e-17,-6.692300914173727e-36,1.4016987485294551e-28,6.49059248661393e-19,2.9318378095599877e-13,1.8273543033138663e-09,5.706671222222524e-24,4.180801450793524e-27,8.841834176587487e-12,1.975710026233073e-21,4.639378657210601e-19,3.4369657563499336e-18,1.0956849519552515e-18,4.856897797016206e-14,3.956044296004949e-18,6.989033373517851e-17,3.692553761063101e-22,7.229111798797286e-26,2.8458002758511415e-20,6.348504775838146e-22,1.488685127156277e-17,2.9945576911975997e-20,3.76,0.0,0.7916115393634208,0.9999868772696893,1.0385712807037044e-10,2.288418758867181e-10,0.0004240345464157936,0.0004240325281749799,1.4818813755404117e-10,1.3580372026041246e-17,1.3004217823590563e-05,5.7373364042528334e-12,1.2710344705522397e-21,1.5055022308918044e-20,1.165344450638076e-19,1.8088804895997707e-09,4.420015990379828e-15,6.212660618419758e-17,2.516242210508516e-16,4.5159690427774025e-14,4.85327620620903e-15,7.494085736201003e-14,4.553222315333103e-14,1.2002576258088073e-21,2.1420633379134606e-23,4.0688778785887407e-20,4.237172296479265e-22,2.4879181777798567e-13,1.6194284132683372e-15,7.608147801044696e-14,4.538729178178616e-25,1.6340733704634085e-14,1.2752906845807197e-13,1.9543039671480378e-14,5.167930980653111e-12,5.944360338822265e-08,6.441029117911833e-16,3.952891945791024e-11,4.455608837990689e-21,4.6757027275954953e-11,7.015991246751124e-19,6.154513183438732e-16,4.808826093192885e-25,2.4217700271079457e-20,5.93928179187688e-22,2.3971328157910654e-17,2.2840128238501474e-10,5.786566132857494e-13
0.0002532192458395375,0.465472558866795,1.488357836528938e-12,1.0143440697987609e-13,1.5155431826874314e-13,2.2728425871084188e-10,0.0,0.0,1.3038919606234376e-07,2.326309356620421e-09,2.7455671744189314e-11,1.7816387504042474e-14,8.951420125334077e-17,2.447795027691591e-35,1.4339425371612677e-28,6.769530286219121e-19,2.9849496083400737e-13,2.3572921616591915e-09,8.100698773457971e-24,5.918662443019464e-27,1.1406184803524391e-11,2.5488425302146413e-21,4.640850988946215e-19,4.1006317175058955e-18,1.1437252941343084e-18,6.886521854970512e-14,3.962510299073283e-18,8.193435936832505e-17,4.454281308109045e-22,7.81006378677949e-26,4.1189833261436964e-20,7.7729525809427025e-22,1.4961547164721077e-17,4.640699339176786e-20,3.76,0.0,0.7915539630743683,0.9999868605874409,1.3945891173378804e-10,2.599556863226881e-10,0.00048160241638444854,0.0004815998515413808,1.4817743973703992e-10,1.3581987795412998e-17,1.3004217606554093e-05,8.404502531894093e-12,1.8188723649504434e-21,1.957571853413752e-20,1.5481217929391036e-19,2.3302690982941495e-09,5.020033827080238e-15,7.907190866449462e-17,3.027062348997167e-16,5.931850939227206e-14,6.4285980724093594e-15,9.608928604136402e-14,5.861397664105776e-14,1.2516510130620942e-21,2.2337921633792048e-23,4.2452544430092865e-20,5.469323203044977e-22,3.304570369267162e-13,2.1479714408962704e-15,8.808389353063461e-14,5.557316680968371e-25,1.663683031094871e-14,1.277351292330057e-13,2.5964842809164402e-14,5.17848510943685e-12,6.784189156815044e-08,9.417506093557484e-16,3.992998000381072e-11,5.7485724798701935e-21,4.723093538002634e-11,7.039885698292663e-19,8.241773458410468e-16,6.51003495455902e-25,2.9419286351959085e-20,7.241138668442046e-22,3.233021749765275e-17,2.594093865130049e-10,6.772171699940604e-13
0.00028349566338865394,0.46547738449029763,1.590837268616626e-12,1.0886558896144606e-13,1.831628362286448e-13,2.666241025365528e-10,0.0,0.0,1.4600724156193883e-07,2.9111365626664133e-09,3.84896474136549e-11,2.0335981812877374e-14,1.113429783987817e-16,-3.378210085639788e-34,1.4690874505942588e-28,7.076445272671998e-19,3.040577494579286e-13,2.9545898383731863e-09,1.1143881826243723e-23,8.085382503767353e-27,1.4296559390699555e-11,3.1948622002634386e-21,4.642501162075749e-19,4.7931613908175196e-18,1.1937704343354922e-18,9.473583966308705e-14,3.969803020390717e-18,9.494396544193044e-17,5.243883094200825e-22,8.467980060150862e-26,5.735119392090103e-20,9.33940334935716e-22,1.5051485706975615e-17,6.900020796256439e-20,3.76,0.0,0.7914963908950498,0.9999868437633735,1.8284433694689245e-10,2.9107089253165135e-10,0.000539166101474689,0.0005391629189267556,1.4816674269804824e-10,1.3583603444146296e-17,1.3004217387673361e-05,1.1791328187686912e-11,2.5079300781888737e-21,2.476776932262737e-20,2.0002780490021546e-19,2.916727482789331e-09,5.619994842917441e-15,9.816498862440218e-17,3.5789716662922735e-16,7.556327300129831e-14,8.251472206466352e-15,1.1986517639150542e-13,7.334802812950678e-14,1.3082237528432285e-21,2.3347640837723882e-23,4.439376525502786e-20,6.859716240532783e-22,4.2588521481189966e-13,2.7599726661054155e-15,1.000957568008122e-13,6.677321335005829e-25,1.6946078468773416e-14,1.2783101519808158e-13,3.346981484005671e-14,5.189684817541214e-12,7.63179615908527e-08,1.323012804543079e-15,4.0335058749105506e-11,7.206840412462636e-21,4.7709587247910666e-11,7.06780752988274e-19,1.0710980548080947e-15,8.533673396433124e-25,3.512429012082782e-20,8.670568515585869e-22,4.229526813786618e-17,2.9041454393285575e-10,7.776136542003084e-13
